date,mastercard_unscaled,mastercard_monthly,isPartial,scale,mastercard
01/01/2005,62,73,FALSE,0.73,45.26
02/01/2005,54,73,,0.73,39.42
03/01/2005,98,73,,0.73,71.54
04/01/2005,77,73,,0.73,56.21
05/01/2005,68,73,,0.73,49.64
06/01/2005,100,73,,0.73,73
07/01/2005,49,73,,0.73,35.77
08/01/2005,76,73,,0.73,55.48
09/01/2005,25,73,,0.73,18.25
10/01/2005,57,73,,0.73,41.61
11/01/2005,50,73,,0.73,36.5
12/01/2005,66,73,,0.73,48.18
13/01/2005,71,73,,0.73,51.83
14/01/2005,53,73,,0.73,38.69
15/01/2005,60,73,,0.73,43.8
16/01/2005,52,73,,0.73,37.96
17/01/2005,94,73,,0.73,68.62
18/01/2005,50,73,,0.73,36.5
19/01/2005,51,73,,0.73,37.23
20/01/2005,41,73,,0.73,29.93
21/01/2005,47,73,,0.73,34.31
22/01/2005,40,73,,0.73,29.2
23/01/2005,71,73,,0.73,51.83
24/01/2005,70,73,,0.73,51.1
25/01/2005,97,73,,0.73,70.81
26/01/2005,45,73,,0.73,32.85
27/01/2005,60,73,,0.73,43.8
28/01/2005,62,73,,0.73,45.26
29/01/2005,80,73,,0.73,58.4
30/01/2005,8,73,,0.73,5.84
31/01/2005,69,73,,0.73,50.37
01/02/2005,54,70,FALSE,0.7,37.8
02/02/2005,51,70,,0.7,35.7
03/02/2005,47,70,,0.7,32.9
04/02/2005,58,70,,0.7,40.6
05/02/2005,54,70,,0.7,37.8
06/02/2005,15,70,,0.7,10.5
07/02/2005,85,70,,0.7,59.5
08/02/2005,66,70,,0.7,46.2
09/02/2005,54,70,,0.7,37.8
10/02/2005,59,70,,0.7,41.3
11/02/2005,38,70,,0.7,26.6
12/02/2005,53,70,,0.7,37.1
13/02/2005,45,70,,0.7,31.5
14/02/2005,59,70,,0.7,41.3
15/02/2005,72,70,,0.7,50.4
16/02/2005,45,70,,0.7,31.5
17/02/2005,45,70,,0.7,31.5
18/02/2005,38,70,,0.7,26.6
19/02/2005,67,70,,0.7,46.9
20/02/2005,54,70,,0.7,37.8
21/02/2005,60,70,,0.7,42
22/02/2005,75,70,,0.7,52.5
23/02/2005,65,70,,0.7,45.5
24/02/2005,53,70,,0.7,37.1
25/02/2005,100,70,,0.7,70
26/02/2005,80,70,,0.7,56
27/02/2005,54,70,,0.7,37.8
28/02/2005,70,70,,0.7,49
01/03/2005,100,68,FALSE,0.68,68
02/03/2005,30,68,,0.68,20.4
03/03/2005,49,68,,0.68,33.32
04/03/2005,42,68,,0.68,28.56
05/03/2005,57,68,,0.68,38.76
06/03/2005,57,68,,0.68,38.76
07/03/2005,68,68,,0.68,46.24
08/03/2005,53,68,,0.68,36.04
09/03/2005,72,68,,0.68,48.96
10/03/2005,73,68,,0.68,49.64
11/03/2005,68,68,,0.68,46.24
12/03/2005,49,68,,0.68,33.32
13/03/2005,35,68,,0.68,23.8
14/03/2005,46,68,,0.68,31.28
15/03/2005,70,68,,0.68,47.6
16/03/2005,42,68,,0.68,28.56
17/03/2005,42,68,,0.68,28.56
18/03/2005,46,68,,0.68,31.28
19/03/2005,49,68,,0.68,33.32
20/03/2005,80,68,,0.68,54.4
21/03/2005,56,68,,0.68,38.08
22/03/2005,46,68,,0.68,31.28
23/03/2005,51,68,,0.68,34.68
24/03/2005,63,68,,0.68,42.84
25/03/2005,26,68,,0.68,17.68
26/03/2005,75,68,,0.68,51
27/03/2005,29,68,,0.68,19.72
28/03/2005,57,68,,0.68,38.76
29/03/2005,47,68,,0.68,31.96
30/03/2005,39,68,,0.68,26.52
31/03/2005,45,68,,0.68,30.6
01/04/2005,64,67,FALSE,0.67,42.88
02/04/2005,88,67,,0.67,58.96
03/04/2005,60,67,,0.67,40.2
04/04/2005,0,67,,0.67,0
05/04/2005,0,67,,0.67,0
06/04/2005,57,67,,0.67,38.19
07/04/2005,32,67,,0.67,21.44
08/04/2005,46,67,,0.67,30.82
09/04/2005,56,67,,0.67,37.52
10/04/2005,38,67,,0.67,25.46
11/04/2005,94,67,,0.67,62.98
12/04/2005,50,67,,0.67,33.5
13/04/2005,72,67,,0.67,48.24
14/04/2005,37,67,,0.67,24.79
15/04/2005,63,67,,0.67,42.21
16/04/2005,19,67,,0.67,12.73
17/04/2005,66,67,,0.67,44.22
18/04/2005,99,67,,0.67,66.33
19/04/2005,51,67,,0.67,34.17
20/04/2005,42,67,,0.67,28.14
21/04/2005,49,67,,0.67,32.83
22/04/2005,74,67,,0.67,49.58
23/04/2005,61,67,,0.67,40.87
24/04/2005,34,67,,0.67,22.78
25/04/2005,61,67,,0.67,40.87
26/04/2005,100,67,,0.67,67
27/04/2005,71,67,,0.67,47.57
28/04/2005,66,67,,0.67,44.22
29/04/2005,49,67,,0.67,32.83
30/04/2005,83,67,,0.67,55.61
01/05/2005,50,69,FALSE,0.69,34.5
02/05/2005,68,69,,0.69,46.92
03/05/2005,56,69,,0.69,38.64
04/05/2005,63,69,,0.69,43.47
05/05/2005,88,69,,0.69,60.72
06/05/2005,80,69,,0.69,55.2
07/05/2005,73,69,,0.69,50.37
08/05/2005,45,69,,0.69,31.05
09/05/2005,44,69,,0.69,30.36
10/05/2005,34,69,,0.69,23.46
11/05/2005,74,69,,0.69,51.06
12/05/2005,70,69,,0.69,48.3
13/05/2005,48,69,,0.69,33.12
14/05/2005,36,69,,0.69,24.84
15/05/2005,43,69,,0.69,29.67
16/05/2005,65,69,,0.69,44.85
17/05/2005,83,69,,0.69,57.27
18/05/2005,69,69,,0.69,47.61
19/05/2005,66,69,,0.69,45.54
20/05/2005,54,69,,0.69,37.26
21/05/2005,27,69,,0.69,18.63
22/05/2005,61,69,,0.69,42.09
23/05/2005,100,69,,0.69,69
24/05/2005,63,69,,0.69,43.47
25/05/2005,50,69,,0.69,34.5
26/05/2005,88,69,,0.69,60.72
27/05/2005,47,69,,0.69,32.43
28/05/2005,76,69,,0.69,52.44
29/05/2005,60,69,,0.69,41.4
30/05/2005,33,69,,0.69,22.77
31/05/2005,55,69,,0.69,37.95
01/06/2005,36,90,FALSE,0.9,32.4
02/06/2005,50,90,,0.9,45
03/06/2005,56,90,,0.9,50.4
04/06/2005,32,90,,0.9,28.8
05/06/2005,33,90,,0.9,29.7
06/06/2005,38,90,,0.9,34.2
07/06/2005,37,90,,0.9,33.3
08/06/2005,53,90,,0.9,47.7
09/06/2005,23,90,,0.9,20.7
10/06/2005,45,90,,0.9,40.5
11/06/2005,49,90,,0.9,44.1
12/06/2005,38,90,,0.9,34.2
13/06/2005,44,90,,0.9,39.6
14/06/2005,31,90,,0.9,27.9
15/06/2005,41,90,,0.9,36.9
16/06/2005,52,90,,0.9,46.8
17/06/2005,35,90,,0.9,31.5
18/06/2005,100,90,,0.9,90
19/06/2005,76,90,,0.9,68.4
20/06/2005,83,90,,0.9,74.7
21/06/2005,79,90,,0.9,71.1
22/06/2005,71,90,,0.9,63.9
23/06/2005,23,90,,0.9,20.7
24/06/2005,53,90,,0.9,47.7
25/06/2005,67,90,,0.9,60.3
26/06/2005,40,90,,0.9,36
27/06/2005,32,90,,0.9,28.8
28/06/2005,50,90,,0.9,45
29/06/2005,85,90,,0.9,76.5
30/06/2005,46,90,,0.9,41.4
01/07/2005,70,74,FALSE,0.74,51.8
02/07/2005,59,74,,0.74,43.66
03/07/2005,36,74,,0.74,26.64
04/07/2005,56,74,,0.74,41.44
05/07/2005,70,74,,0.74,51.8
06/07/2005,46,74,,0.74,34.04
07/07/2005,88,74,,0.74,65.12
08/07/2005,58,74,,0.74,42.92
09/07/2005,60,74,,0.74,44.4
10/07/2005,54,74,,0.74,39.96
11/07/2005,78,74,,0.74,57.72
12/07/2005,26,74,,0.74,19.24
13/07/2005,72,74,,0.74,53.28
14/07/2005,73,74,,0.74,54.02
15/07/2005,83,74,,0.74,61.42
16/07/2005,100,74,,0.74,74
17/07/2005,39,74,,0.74,28.86
18/07/2005,84,74,,0.74,62.16
19/07/2005,66,74,,0.74,48.84
20/07/2005,80,74,,0.74,59.2
21/07/2005,51,74,,0.74,37.74
22/07/2005,49,74,,0.74,36.26
23/07/2005,53,74,,0.74,39.22
24/07/2005,62,74,,0.74,45.88
25/07/2005,76,74,,0.74,56.24
26/07/2005,60,74,,0.74,44.4
27/07/2005,58,74,,0.74,42.92
28/07/2005,60,74,,0.74,44.4
29/07/2005,88,74,,0.74,65.12
30/07/2005,46,74,,0.74,34.04
31/07/2005,85,74,,0.74,62.9
01/08/2005,29,80,FALSE,0.8,23.2
02/08/2005,76,80,,0.8,60.8
03/08/2005,73,80,,0.8,58.4
04/08/2005,38,80,,0.8,30.4
05/08/2005,76,80,,0.8,60.8
06/08/2005,25,80,,0.8,20
07/08/2005,25,80,,0.8,20
08/08/2005,77,80,,0.8,61.6
09/08/2005,63,80,,0.8,50.4
10/08/2005,36,80,,0.8,28.8
11/08/2005,52,80,,0.8,41.6
12/08/2005,62,80,,0.8,49.6
13/08/2005,60,80,,0.8,48
14/08/2005,24,80,,0.8,19.2
15/08/2005,62,80,,0.8,49.6
16/08/2005,92,80,,0.8,73.6
17/08/2005,44,80,,0.8,35.2
18/08/2005,37,80,,0.8,29.6
19/08/2005,58,80,,0.8,46.4
20/08/2005,41,80,,0.8,32.8
21/08/2005,30,80,,0.8,24
22/08/2005,60,80,,0.8,48
23/08/2005,45,80,,0.8,36
24/08/2005,59,80,,0.8,47.2
25/08/2005,100,80,,0.8,80
26/08/2005,57,80,,0.8,45.6
27/08/2005,34,80,,0.8,27.2
28/08/2005,62,80,,0.8,49.6
29/08/2005,48,80,,0.8,38.4
30/08/2005,51,80,,0.8,40.8
31/08/2005,65,80,,0.8,52
01/09/2005,63,68,FALSE,0.68,42.84
02/09/2005,100,68,,0.68,68
03/09/2005,80,68,,0.68,54.4
04/09/2005,92,68,,0.68,62.56
05/09/2005,56,68,,0.68,38.08
06/09/2005,61,68,,0.68,41.48
07/09/2005,50,68,,0.68,34
08/09/2005,69,68,,0.68,46.92
09/09/2005,53,68,,0.68,36.04
10/09/2005,81,68,,0.68,55.08
11/09/2005,79,68,,0.68,53.72
12/09/2005,53,68,,0.68,36.04
13/09/2005,57,68,,0.68,38.76
14/09/2005,80,68,,0.68,54.4
15/09/2005,63,68,,0.68,42.84
16/09/2005,67,68,,0.68,45.56
17/09/2005,44,68,,0.68,29.92
18/09/2005,64,68,,0.68,43.52
19/09/2005,84,68,,0.68,57.12
20/09/2005,47,68,,0.68,31.96
21/09/2005,60,68,,0.68,40.8
22/09/2005,81,68,,0.68,55.08
23/09/2005,83,68,,0.68,56.44
24/09/2005,59,68,,0.68,40.12
25/09/2005,100,68,,0.68,68
26/09/2005,86,68,,0.68,58.48
27/09/2005,90,68,,0.68,61.2
28/09/2005,60,68,,0.68,40.8
29/09/2005,70,68,,0.68,47.6
30/09/2005,53,68,,0.68,36.04
01/10/2005,56,60,FALSE,0.6,33.6
02/10/2005,100,60,,0.6,60
03/10/2005,37,60,,0.6,22.2
04/10/2005,68,60,,0.6,40.8
05/10/2005,68,60,,0.6,40.8
06/10/2005,84,60,,0.6,50.4
07/10/2005,60,60,,0.6,36
08/10/2005,60,60,,0.6,36
09/10/2005,61,60,,0.6,36.6
10/10/2005,33,60,,0.6,19.8
11/10/2005,54,60,,0.6,32.4
12/10/2005,82,60,,0.6,49.2
13/10/2005,33,60,,0.6,19.8
14/10/2005,70,60,,0.6,42
15/10/2005,70,60,,0.6,42
16/10/2005,67,60,,0.6,40.2
17/10/2005,64,60,,0.6,38.4
18/10/2005,67,60,,0.6,40.2
19/10/2005,68,60,,0.6,40.8
20/10/2005,32,60,,0.6,19.2
21/10/2005,34,60,,0.6,20.4
22/10/2005,59,60,,0.6,35.4
23/10/2005,44,60,,0.6,26.4
24/10/2005,63,60,,0.6,37.8
25/10/2005,75,60,,0.6,45
26/10/2005,45,60,,0.6,27
27/10/2005,69,60,,0.6,41.4
28/10/2005,55,60,,0.6,33
29/10/2005,84,60,,0.6,50.4
30/10/2005,69,60,,0.6,41.4
31/10/2005,98,60,,0.6,58.8
01/11/2005,43,66,FALSE,0.66,28.38
02/11/2005,32,66,,0.66,21.12
03/11/2005,49,66,,0.66,32.34
04/11/2005,48,66,,0.66,31.68
05/11/2005,37,66,,0.66,24.42
06/11/2005,15,66,,0.66,9.9
07/11/2005,69,66,,0.66,45.54
08/11/2005,42,66,,0.66,27.72
09/11/2005,63,66,,0.66,41.58
10/11/2005,76,66,,0.66,50.16
11/11/2005,50,66,,0.66,33
12/11/2005,41,66,,0.66,27.06
13/11/2005,36,66,,0.66,23.76
14/11/2005,47,66,,0.66,31.02
15/11/2005,42,66,,0.66,27.72
16/11/2005,49,66,,0.66,32.34
17/11/2005,47,66,,0.66,31.02
18/11/2005,24,66,,0.66,15.84
19/11/2005,31,66,,0.66,20.46
20/11/2005,25,66,,0.66,16.5
21/11/2005,50,66,,0.66,33
22/11/2005,31,66,,0.66,20.46
23/11/2005,57,66,,0.66,37.62
24/11/2005,50,66,,0.66,33
25/11/2005,100,66,,0.66,66
26/11/2005,42,66,,0.66,27.72
27/11/2005,54,66,,0.66,35.64
28/11/2005,47,66,,0.66,31.02
29/11/2005,44,66,,0.66,29.04
30/11/2005,56,66,,0.66,36.96
01/12/2005,31,72,FALSE,0.72,22.32
02/12/2005,69,72,,0.72,49.68
03/12/2005,54,72,,0.72,38.88
04/12/2005,49,72,,0.72,35.28
05/12/2005,62,72,,0.72,44.64
06/12/2005,62,72,,0.72,44.64
07/12/2005,45,72,,0.72,32.4
08/12/2005,34,72,,0.72,24.48
09/12/2005,46,72,,0.72,33.12
10/12/2005,59,72,,0.72,42.48
11/12/2005,69,72,,0.72,49.68
12/12/2005,43,72,,0.72,30.96
13/12/2005,77,72,,0.72,55.44
14/12/2005,62,72,,0.72,44.64
15/12/2005,41,72,,0.72,29.52
16/12/2005,79,72,,0.72,56.88
17/12/2005,67,72,,0.72,48.24
18/12/2005,48,72,,0.72,34.56
19/12/2005,50,72,,0.72,36
20/12/2005,66,72,,0.72,47.52
21/12/2005,62,72,,0.72,44.64
22/12/2005,100,72,,0.72,72
23/12/2005,67,72,,0.72,48.24
24/12/2005,49,72,,0.72,35.28
25/12/2005,38,72,,0.72,27.36
26/12/2005,57,72,,0.72,41.04
27/12/2005,83,72,,0.72,59.76
28/12/2005,41,72,,0.72,29.52
29/12/2005,71,72,,0.72,51.12
30/12/2005,66,72,,0.72,47.52
31/12/2005,53,72,,0.72,38.16
01/01/2006,23,70,FALSE,0.7,16.1
02/01/2006,28,70,,0.7,19.6
03/01/2006,30,70,,0.7,21
04/01/2006,71,70,,0.7,49.7
05/01/2006,38,70,,0.7,26.6
06/01/2006,100,70,,0.7,70
07/01/2006,50,70,,0.7,35
08/01/2006,37,70,,0.7,25.9
09/01/2006,38,70,,0.7,26.6
10/01/2006,56,70,,0.7,39.2
11/01/2006,43,70,,0.7,30.1
12/01/2006,55,70,,0.7,38.5
13/01/2006,41,70,,0.7,28.7
14/01/2006,57,70,,0.7,39.9
15/01/2006,27,70,,0.7,18.9
16/01/2006,61,70,,0.7,42.7
17/01/2006,81,70,,0.7,56.7
18/01/2006,41,70,,0.7,28.7
19/01/2006,45,70,,0.7,31.5
20/01/2006,47,70,,0.7,32.9
21/01/2006,60,70,,0.7,42
22/01/2006,22,70,,0.7,15.4
23/01/2006,55,70,,0.7,38.5
24/01/2006,49,70,,0.7,34.3
25/01/2006,46,70,,0.7,32.2
26/01/2006,50,70,,0.7,35
27/01/2006,29,70,,0.7,20.3
28/01/2006,34,70,,0.7,23.8
29/01/2006,42,70,,0.7,29.4
30/01/2006,54,70,,0.7,37.8
31/01/2006,45,70,,0.7,31.5
01/02/2006,52,65,FALSE,0.65,33.8
02/02/2006,54,65,,0.65,35.1
03/02/2006,36,65,,0.65,23.4
04/02/2006,44,65,,0.65,28.6
05/02/2006,66,65,,0.65,42.9
06/02/2006,100,65,,0.65,65
07/02/2006,44,65,,0.65,28.6
08/02/2006,67,65,,0.65,43.55
09/02/2006,31,65,,0.65,20.15
10/02/2006,59,65,,0.65,38.35
11/02/2006,52,65,,0.65,33.8
12/02/2006,77,65,,0.65,50.05
13/02/2006,59,65,,0.65,38.35
14/02/2006,48,65,,0.65,31.2
15/02/2006,58,65,,0.65,37.7
16/02/2006,26,65,,0.65,16.9
17/02/2006,58,65,,0.65,37.7
18/02/2006,35,65,,0.65,22.75
19/02/2006,35,65,,0.65,22.75
20/02/2006,54,65,,0.65,35.1
21/02/2006,48,65,,0.65,31.2
22/02/2006,64,65,,0.65,41.6
23/02/2006,36,65,,0.65,23.4
24/02/2006,44,65,,0.65,28.6
25/02/2006,37,65,,0.65,24.05
26/02/2006,49,65,,0.65,31.85
27/02/2006,19,65,,0.65,12.35
28/02/2006,24,65,,0.65,15.6
01/03/2006,60,74,FALSE,0.74,44.4
02/03/2006,67,74,,0.74,49.58
03/03/2006,48,74,,0.74,35.52
04/03/2006,47,74,,0.74,34.78
05/03/2006,62,74,,0.74,45.88
06/03/2006,100,74,,0.74,74
07/03/2006,56,74,,0.74,41.44
08/03/2006,72,74,,0.74,53.28
09/03/2006,46,74,,0.74,34.04
10/03/2006,58,74,,0.74,42.92
11/03/2006,49,74,,0.74,36.26
12/03/2006,29,74,,0.74,21.46
13/03/2006,67,74,,0.74,49.58
14/03/2006,54,74,,0.74,39.96
15/03/2006,30,74,,0.74,22.2
16/03/2006,71,74,,0.74,52.54
17/03/2006,36,74,,0.74,26.64
18/03/2006,48,74,,0.74,35.52
19/03/2006,43,74,,0.74,31.82
20/03/2006,60,74,,0.74,44.4
21/03/2006,70,74,,0.74,51.8
22/03/2006,66,74,,0.74,48.84
23/03/2006,70,74,,0.74,51.8
24/03/2006,29,74,,0.74,21.46
25/03/2006,33,74,,0.74,24.42
26/03/2006,76,74,,0.74,56.24
27/03/2006,51,74,,0.74,37.74
28/03/2006,58,74,,0.74,42.92
29/03/2006,53,74,,0.74,39.22
30/03/2006,42,74,,0.74,31.08
31/03/2006,71,74,,0.74,52.54
01/04/2006,69,62,FALSE,0.62,42.78
02/04/2006,69,62,,0.62,42.78
03/04/2006,78,62,,0.62,48.36
04/04/2006,65,62,,0.62,40.3
05/04/2006,85,62,,0.62,52.7
06/04/2006,78,62,,0.62,48.36
07/04/2006,96,62,,0.62,59.52
08/04/2006,37,62,,0.62,22.94
09/04/2006,51,62,,0.62,31.62
10/04/2006,93,62,,0.62,57.66
11/04/2006,70,62,,0.62,43.4
12/04/2006,78,62,,0.62,48.36
13/04/2006,61,62,,0.62,37.82
14/04/2006,65,62,,0.62,40.3
15/04/2006,79,62,,0.62,48.98
16/04/2006,76,62,,0.62,47.12
17/04/2006,63,62,,0.62,39.06
18/04/2006,54,62,,0.62,33.48
19/04/2006,61,62,,0.62,37.82
20/04/2006,82,62,,0.62,50.84
21/04/2006,100,62,,0.62,62
22/04/2006,74,62,,0.62,45.88
23/04/2006,60,62,,0.62,37.2
24/04/2006,74,62,,0.62,45.88
25/04/2006,85,62,,0.62,52.7
26/04/2006,41,62,,0.62,25.42
27/04/2006,50,62,,0.62,31
28/04/2006,37,62,,0.62,22.94
29/04/2006,95,62,,0.62,58.9
30/04/2006,62,62,,0.62,38.44
01/05/2006,31,78,FALSE,0.78,24.18
02/05/2006,30,78,,0.78,23.4
03/05/2006,42,78,,0.78,32.76
04/05/2006,53,78,,0.78,41.34
05/05/2006,21,78,,0.78,16.38
06/05/2006,33,78,,0.78,25.74
07/05/2006,23,78,,0.78,17.94
08/05/2006,44,78,,0.78,34.32
09/05/2006,46,78,,0.78,35.88
10/05/2006,37,78,,0.78,28.86
11/05/2006,23,78,,0.78,17.94
12/05/2006,29,78,,0.78,22.62
13/05/2006,33,78,,0.78,25.74
14/05/2006,36,78,,0.78,28.08
15/05/2006,39,78,,0.78,30.42
16/05/2006,36,78,,0.78,28.08
17/05/2006,41,78,,0.78,31.98
18/05/2006,28,78,,0.78,21.84
19/05/2006,34,78,,0.78,26.52
20/05/2006,33,78,,0.78,25.74
21/05/2006,36,78,,0.78,28.08
22/05/2006,49,78,,0.78,38.22
23/05/2006,78,78,,0.78,60.84
24/05/2006,93,78,,0.78,72.54
25/05/2006,100,78,,0.78,78
26/05/2006,42,78,,0.78,32.76
27/05/2006,28,78,,0.78,21.84
28/05/2006,38,78,,0.78,29.64
29/05/2006,26,78,,0.78,20.28
30/05/2006,44,78,,0.78,34.32
31/05/2006,48,78,,0.78,37.44
01/06/2006,62,66,FALSE,0.66,40.92
02/06/2006,53,66,,0.66,34.98
03/06/2006,49,66,,0.66,32.34
04/06/2006,45,66,,0.66,29.7
05/06/2006,65,66,,0.66,42.9
06/06/2006,49,66,,0.66,32.34
07/06/2006,46,66,,0.66,30.36
08/06/2006,56,66,,0.66,36.96
09/06/2006,33,66,,0.66,21.78
10/06/2006,100,66,,0.66,66
11/06/2006,61,66,,0.66,40.26
12/06/2006,50,66,,0.66,33
13/06/2006,52,66,,0.66,34.32
14/06/2006,37,66,,0.66,24.42
15/06/2006,58,66,,0.66,38.28
16/06/2006,70,66,,0.66,46.2
17/06/2006,53,66,,0.66,34.98
18/06/2006,49,66,,0.66,32.34
19/06/2006,50,66,,0.66,33
20/06/2006,69,66,,0.66,45.54
21/06/2006,45,66,,0.66,29.7
22/06/2006,69,66,,0.66,45.54
23/06/2006,47,66,,0.66,31.02
24/06/2006,44,66,,0.66,29.04
25/06/2006,49,66,,0.66,32.34
26/06/2006,64,66,,0.66,42.24
27/06/2006,51,66,,0.66,33.66
28/06/2006,57,66,,0.66,37.62
29/06/2006,57,66,,0.66,37.62
30/06/2006,89,66,,0.66,58.74
01/07/2006,55,73,FALSE,0.73,40.15
02/07/2006,58,73,,0.73,42.34
03/07/2006,49,73,,0.73,35.77
04/07/2006,70,73,,0.73,51.1
05/07/2006,74,73,,0.73,54.02
06/07/2006,60,73,,0.73,43.8
07/07/2006,52,73,,0.73,37.96
08/07/2006,68,73,,0.73,49.64
09/07/2006,32,73,,0.73,23.36
10/07/2006,100,73,,0.73,73
11/07/2006,85,73,,0.73,62.05
12/07/2006,70,73,,0.73,51.1
13/07/2006,70,73,,0.73,51.1
14/07/2006,63,73,,0.73,45.99
15/07/2006,51,73,,0.73,37.23
16/07/2006,63,73,,0.73,45.99
17/07/2006,58,73,,0.73,42.34
18/07/2006,32,73,,0.73,23.36
19/07/2006,97,73,,0.73,70.81
20/07/2006,92,73,,0.73,67.16
21/07/2006,58,73,,0.73,42.34
22/07/2006,30,73,,0.73,21.9
23/07/2006,26,73,,0.73,18.98
24/07/2006,28,73,,0.73,20.44
25/07/2006,75,73,,0.73,54.75
26/07/2006,60,73,,0.73,43.8
27/07/2006,65,73,,0.73,47.45
28/07/2006,100,73,,0.73,73
29/07/2006,56,73,,0.73,40.88
30/07/2006,46,73,,0.73,33.58
31/07/2006,96,73,,0.73,70.08
01/08/2006,78,72,FALSE,0.72,56.16
02/08/2006,75,72,,0.72,54
03/08/2006,74,72,,0.72,53.28
04/08/2006,60,72,,0.72,43.2
05/08/2006,83,72,,0.72,59.76
06/08/2006,45,72,,0.72,32.4
07/08/2006,52,72,,0.72,37.44
08/08/2006,95,72,,0.72,68.4
09/08/2006,69,72,,0.72,49.68
10/08/2006,90,72,,0.72,64.8
11/08/2006,63,72,,0.72,45.36
12/08/2006,44,72,,0.72,31.68
13/08/2006,62,72,,0.72,44.64
14/08/2006,61,72,,0.72,43.92
15/08/2006,70,72,,0.72,50.4
16/08/2006,62,72,,0.72,44.64
17/08/2006,88,72,,0.72,63.36
18/08/2006,44,72,,0.72,31.68
19/08/2006,64,72,,0.72,46.08
20/08/2006,81,72,,0.72,58.32
21/08/2006,69,72,,0.72,49.68
22/08/2006,100,72,,0.72,72
23/08/2006,87,72,,0.72,62.64
24/08/2006,79,72,,0.72,56.88
25/08/2006,50,72,,0.72,36
26/08/2006,61,72,,0.72,43.92
27/08/2006,25,72,,0.72,18
28/08/2006,82,72,,0.72,59.04
29/08/2006,84,72,,0.72,60.48
30/08/2006,46,72,,0.72,33.12
31/08/2006,60,72,,0.72,43.2
01/09/2006,66,63,FALSE,0.63,41.58
02/09/2006,61,63,,0.63,38.43
03/09/2006,64,63,,0.63,40.32
04/09/2006,38,63,,0.63,23.94
05/09/2006,100,63,,0.63,63
06/09/2006,98,63,,0.63,61.74
07/09/2006,88,63,,0.63,55.44
08/09/2006,69,63,,0.63,43.47
09/09/2006,62,63,,0.63,39.06
10/09/2006,47,63,,0.63,29.61
11/09/2006,67,63,,0.63,42.21
12/09/2006,59,63,,0.63,37.17
13/09/2006,90,63,,0.63,56.7
14/09/2006,44,63,,0.63,27.72
15/09/2006,72,63,,0.63,45.36
16/09/2006,37,63,,0.63,23.31
17/09/2006,47,63,,0.63,29.61
18/09/2006,90,63,,0.63,56.7
19/09/2006,68,63,,0.63,42.84
20/09/2006,57,63,,0.63,35.91
21/09/2006,68,63,,0.63,42.84
22/09/2006,68,63,,0.63,42.84
23/09/2006,77,63,,0.63,48.51
24/09/2006,55,63,,0.63,34.65
25/09/2006,82,63,,0.63,51.66
26/09/2006,83,63,,0.63,52.29
27/09/2006,79,63,,0.63,49.77
28/09/2006,78,63,,0.63,49.14
29/09/2006,96,63,,0.63,60.48
30/09/2006,81,63,,0.63,51.03
01/10/2006,77,65,FALSE,0.65,50.05
02/10/2006,56,65,,0.65,36.4
03/10/2006,67,65,,0.65,43.55
04/10/2006,64,65,,0.65,41.6
05/10/2006,37,65,,0.65,24.05
06/10/2006,64,65,,0.65,41.6
07/10/2006,25,65,,0.65,16.25
08/10/2006,100,65,,0.65,65
09/10/2006,71,65,,0.65,46.15
10/10/2006,62,65,,0.65,40.3
11/10/2006,69,65,,0.65,44.85
12/10/2006,67,65,,0.65,43.55
13/10/2006,59,65,,0.65,38.35
14/10/2006,80,65,,0.65,52
15/10/2006,62,65,,0.65,40.3
16/10/2006,63,65,,0.65,40.95
17/10/2006,82,65,,0.65,53.3
18/10/2006,57,65,,0.65,37.05
19/10/2006,52,65,,0.65,33.8
20/10/2006,66,65,,0.65,42.9
21/10/2006,54,65,,0.65,35.1
22/10/2006,56,65,,0.65,36.4
23/10/2006,57,65,,0.65,37.05
24/10/2006,47,65,,0.65,30.55
25/10/2006,50,65,,0.65,32.5
26/10/2006,63,65,,0.65,40.95
27/10/2006,57,65,,0.65,37.05
28/10/2006,93,65,,0.65,60.45
29/10/2006,57,65,,0.65,37.05
30/10/2006,71,65,,0.65,46.15
31/10/2006,56,65,,0.65,36.4
01/11/2006,85,69,FALSE,0.69,58.65
02/11/2006,54,69,,0.69,37.26
03/11/2006,67,69,,0.69,46.23
04/11/2006,46,69,,0.69,31.74
05/11/2006,46,69,,0.69,31.74
06/11/2006,53,69,,0.69,36.57
07/11/2006,40,69,,0.69,27.6
08/11/2006,60,69,,0.69,41.4
09/11/2006,83,69,,0.69,57.27
10/11/2006,59,69,,0.69,40.71
11/11/2006,78,69,,0.69,53.82
12/11/2006,85,69,,0.69,58.65
13/11/2006,62,69,,0.69,42.78
14/11/2006,83,69,,0.69,57.27
15/11/2006,61,69,,0.69,42.09
16/11/2006,76,69,,0.69,52.44
17/11/2006,56,69,,0.69,38.64
18/11/2006,41,69,,0.69,28.29
19/11/2006,64,69,,0.69,44.16
20/11/2006,100,69,,0.69,69
21/11/2006,48,69,,0.69,33.12
22/11/2006,46,69,,0.69,31.74
23/11/2006,59,69,,0.69,40.71
24/11/2006,64,69,,0.69,44.16
25/11/2006,78,69,,0.69,53.82
26/11/2006,68,69,,0.69,46.92
27/11/2006,57,69,,0.69,39.33
28/11/2006,77,69,,0.69,53.13
29/11/2006,82,69,,0.69,56.58
30/11/2006,84,69,,0.69,57.96
