date,mastercard_unscaled,mastercard_monthly,isPartial,scale,mastercard
07/04/2019,59,64,,0.64,37.76
08/04/2019,77,64,,0.64,49.28
09/04/2019,76,64,,0.64,48.64
10/04/2019,79,64,,0.64,50.56
11/04/2019,79,64,,0.64,50.56
12/04/2019,94,64,,0.64,60.16
13/04/2019,60,64,,0.64,38.4
14/04/2019,65,64,,0.64,41.6
15/04/2019,93,64,,0.64,59.52
16/04/2019,77,64,,0.64,49.28
17/04/2019,79,64,,0.64,50.56
18/04/2019,79,64,,0.64,50.56
19/04/2019,84,64,,0.64,53.76
20/04/2019,69,64,,0.64,44.16
21/04/2019,57,64,,0.64,36.48
22/04/2019,80,64,,0.64,51.2
23/04/2019,81,64,,0.64,51.84
24/04/2019,74,64,,0.64,47.36
25/04/2019,90,64,,0.64,57.6
26/04/2019,68,64,,0.64,43.52
27/04/2019,75,64,,0.64,48
28/04/2019,62,64,,0.64,39.68
29/04/2019,83,64,,0.64,53.12
30/04/2019,89,64,,0.64,56.96
01/05/2019,87,65,FALSE,0.65,56.55
02/05/2019,90,65,,0.65,58.5
03/05/2019,100,65,,0.65,65
04/05/2019,76,65,,0.65,49.4
05/05/2019,64,65,,0.65,41.6
06/05/2019,89,65,,0.65,57.85
07/05/2019,90,65,,0.65,58.5
08/05/2019,70,65,,0.65,45.5
09/05/2019,82,65,,0.65,53.3
10/05/2019,68,65,,0.65,44.2
11/05/2019,65,65,,0.65,42.25
12/05/2019,70,65,,0.65,45.5
13/05/2019,82,65,,0.65,53.3
14/05/2019,74,65,,0.65,48.1
15/05/2019,81,65,,0.65,52.65
16/05/2019,91,65,,0.65,59.15
17/05/2019,82,65,,0.65,53.3
18/05/2019,61,65,,0.65,39.65
19/05/2019,57,65,,0.65,37.05
20/05/2019,84,65,,0.65,54.6
21/05/2019,84,65,,0.65,54.6
22/05/2019,97,65,,0.65,63.05
23/05/2019,86,65,,0.65,55.9
24/05/2019,94,65,,0.65,61.1
25/05/2019,64,65,,0.65,41.6
26/05/2019,60,65,,0.65,39
27/05/2019,74,65,,0.65,48.1
28/05/2019,86,65,,0.65,55.9
29/05/2019,83,65,,0.65,53.95
30/05/2019,87,65,,0.65,56.55
31/05/2019,85,65,,0.65,55.25
01/06/2019,68,70,FALSE,0.7,47.6
02/06/2019,66,70,,0.7,46.2
03/06/2019,80,70,,0.7,56
04/06/2019,78,70,,0.7,54.6
05/06/2019,81,70,,0.7,56.7
06/06/2019,84,70,,0.7,58.8
07/06/2019,97,70,,0.7,67.9
08/06/2019,71,70,,0.7,49.7
09/06/2019,49,70,,0.7,34.3
10/06/2019,96,70,,0.7,67.2
11/06/2019,92,70,,0.7,64.4
12/06/2019,79,70,,0.7,55.3
13/06/2019,95,70,,0.7,66.5
14/06/2019,100,70,,0.7,70
15/06/2019,83,70,,0.7,58.1
16/06/2019,76,70,,0.7,53.2
17/06/2019,84,70,,0.7,58.8
18/06/2019,91,70,,0.7,63.7
19/06/2019,92,70,,0.7,64.4
20/06/2019,83,70,,0.7,58.1
21/06/2019,97,70,,0.7,67.9
22/06/2019,82,70,,0.7,57.4
23/06/2019,64,70,,0.7,44.8
24/06/2019,79,70,,0.7,55.3
25/06/2019,98,70,,0.7,68.6
26/06/2019,98,70,,0.7,68.6
27/06/2019,98,70,,0.7,68.6
28/06/2019,83,70,,0.7,58.1
29/06/2019,81,70,,0.7,56.7
30/06/2019,60,70,,0.7,42
01/07/2019,97,71,FALSE,0.71,68.87
02/07/2019,96,71,,0.71,68.16
03/07/2019,93,71,,0.71,66.03
04/07/2019,69,71,,0.71,48.99
05/07/2019,88,71,,0.71,62.48
06/07/2019,63,71,,0.71,44.73
07/07/2019,56,71,,0.71,39.76
08/07/2019,75,71,,0.71,53.25
09/07/2019,90,71,,0.71,63.9
10/07/2019,86,71,,0.71,61.06
11/07/2019,100,71,,0.71,71
12/07/2019,84,71,,0.71,59.64
13/07/2019,78,71,,0.71,55.38
14/07/2019,65,71,,0.71,46.15
15/07/2019,100,71,,0.71,71
16/07/2019,86,71,,0.71,61.06
17/07/2019,96,71,,0.71,68.16
18/07/2019,91,71,,0.71,64.61
19/07/2019,90,71,,0.71,63.9
20/07/2019,81,71,,0.71,57.51
21/07/2019,78,71,,0.71,55.38
22/07/2019,83,71,,0.71,58.93
23/07/2019,82,71,,0.71,58.22
24/07/2019,74,71,,0.71,52.54
25/07/2019,95,71,,0.71,67.45
26/07/2019,87,71,,0.71,61.77
27/07/2019,74,71,,0.71,52.54
28/07/2019,67,71,,0.71,47.57
29/07/2019,86,71,,0.71,61.06
30/07/2019,97,71,,0.71,68.87
31/07/2019,92,71,,0.71,65.32
01/08/2019,96,74,FALSE,0.74,71.04
02/08/2019,100,74,,0.74,74
03/08/2019,80,74,,0.74,59.2
04/08/2019,62,74,,0.74,45.88
05/08/2019,79,74,,0.74,58.46
06/08/2019,91,74,,0.74,67.34
07/08/2019,88,74,,0.74,65.12
08/08/2019,95,74,,0.74,70.3
09/08/2019,94,74,,0.74,69.56
10/08/2019,62,74,,0.74,45.88
11/08/2019,69,74,,0.74,51.06
12/08/2019,79,74,,0.74,58.46
13/08/2019,88,74,,0.74,65.12
14/08/2019,80,74,,0.74,59.2
15/08/2019,71,74,,0.74,52.54
16/08/2019,87,74,,0.74,64.38
17/08/2019,63,74,,0.74,46.62
18/08/2019,60,74,,0.74,44.4
19/08/2019,89,74,,0.74,65.86
20/08/2019,95,74,,0.74,70.3
21/08/2019,89,74,,0.74,65.86
22/08/2019,78,74,,0.74,57.72
23/08/2019,80,74,,0.74,59.2
24/08/2019,62,74,,0.74,45.88
25/08/2019,57,74,,0.74,42.18
26/08/2019,75,74,,0.74,55.5
27/08/2019,82,74,,0.74,60.68
28/08/2019,78,74,,0.74,57.72
29/08/2019,72,74,,0.74,53.28
30/08/2019,91,74,,0.74,67.34
31/08/2019,76,74,,0.74,56.24
01/09/2019,61,69,FALSE,0.69,42.09
02/09/2019,73,69,,0.69,50.37
03/09/2019,82,69,,0.69,56.58
04/09/2019,85,69,,0.69,58.65
05/09/2019,88,69,,0.69,60.72
06/09/2019,81,69,,0.69,55.89
07/09/2019,77,69,,0.69,53.13
08/09/2019,64,69,,0.69,44.16
09/09/2019,81,69,,0.69,55.89
10/09/2019,100,69,,0.69,69
11/09/2019,88,69,,0.69,60.72
12/09/2019,92,69,,0.69,63.48
13/09/2019,73,69,,0.69,50.37
14/09/2019,80,69,,0.69,55.2
15/09/2019,62,69,,0.69,42.78
16/09/2019,85,69,,0.69,58.65
17/09/2019,81,69,,0.69,55.89
18/09/2019,80,69,,0.69,55.2
19/09/2019,76,69,,0.69,52.44
20/09/2019,81,69,,0.69,55.89
21/09/2019,69,69,,0.69,47.61
22/09/2019,57,69,,0.69,39.33
23/09/2019,84,69,,0.69,57.96
24/09/2019,88,69,,0.69,60.72
25/09/2019,80,69,,0.69,55.2
26/09/2019,82,69,,0.69,56.58
27/09/2019,88,69,,0.69,60.72
28/09/2019,74,69,,0.69,51.06
29/09/2019,65,69,,0.69,44.85
30/09/2019,91,69,,0.69,62.79
01/10/2019,89,69,FALSE,0.69,61.41
02/10/2019,93,69,,0.69,64.17
03/10/2019,90,69,,0.69,62.1
04/10/2019,100,69,,0.69,69
05/10/2019,71,69,,0.69,48.99
06/10/2019,65,69,,0.69,44.85
07/10/2019,88,69,,0.69,60.72
08/10/2019,69,69,,0.69,47.61
09/10/2019,86,69,,0.69,59.34
10/10/2019,91,69,,0.69,62.79
11/10/2019,84,69,,0.69,57.96
12/10/2019,71,69,,0.69,48.99
13/10/2019,65,69,,0.69,44.85
14/10/2019,72,69,,0.69,49.68
15/10/2019,77,69,,0.69,53.13
16/10/2019,80,69,,0.69,55.2
17/10/2019,78,69,,0.69,53.82
18/10/2019,85,69,,0.69,58.65
19/10/2019,66,69,,0.69,45.54
20/10/2019,57,69,,0.69,39.33
21/10/2019,77,69,,0.69,53.13
22/10/2019,75,69,,0.69,51.75
23/10/2019,83,69,,0.69,57.27
24/10/2019,77,69,,0.69,53.13
25/10/2019,71,69,,0.69,48.99
26/10/2019,64,69,,0.69,44.16
27/10/2019,59,69,,0.69,40.71
28/10/2019,81,69,,0.69,55.89
29/10/2019,77,69,,0.69,53.13
30/10/2019,73,69,,0.69,50.37
31/10/2019,59,69,,0.69,40.71
01/11/2019,100,72,FALSE,0.72,72
02/11/2019,91,72,,0.72,65.52
03/11/2019,64,72,,0.72,46.08
04/11/2019,80,72,,0.72,57.6
05/11/2019,69,72,,0.72,49.68
06/11/2019,76,72,,0.72,54.72
07/11/2019,71,72,,0.72,51.12
08/11/2019,86,72,,0.72,61.92
09/11/2019,69,72,,0.72,49.68
10/11/2019,59,72,,0.72,42.48
11/11/2019,74,72,,0.72,53.28
12/11/2019,70,72,,0.72,50.4
13/11/2019,73,72,,0.72,52.56
14/11/2019,61,72,,0.72,43.92
15/11/2019,76,72,,0.72,54.72
16/11/2019,64,72,,0.72,46.08
17/11/2019,57,72,,0.72,41.04
18/11/2019,66,72,,0.72,47.52
19/11/2019,84,72,,0.72,60.48
20/11/2019,77,72,,0.72,55.44
21/11/2019,74,72,,0.72,53.28
22/11/2019,67,72,,0.72,48.24
23/11/2019,64,72,,0.72,46.08
24/11/2019,56,72,,0.72,40.32
25/11/2019,76,72,,0.72,54.72
26/11/2019,82,72,,0.72,59.04
27/11/2019,75,72,,0.72,54
28/11/2019,50,72,,0.72,36
29/11/2019,57,72,,0.72,41.04
30/11/2019,69,72,,0.72,49.68
01/12/2019,77,72,FALSE,0.72,55.44
02/12/2019,89,72,,0.72,64.08
03/12/2019,100,72,,0.72,72
04/12/2019,92,72,,0.72,66.24
05/12/2019,80,72,,0.72,57.6
06/12/2019,80,72,,0.72,57.6
07/12/2019,62,72,,0.72,44.64
08/12/2019,57,72,,0.72,41.04
09/12/2019,68,72,,0.72,48.96
10/12/2019,79,72,,0.72,56.88
11/12/2019,80,72,,0.72,57.6
12/12/2019,66,72,,0.72,47.52
13/12/2019,90,72,,0.72,64.8
14/12/2019,72,72,,0.72,51.84
15/12/2019,61,72,,0.72,43.92
16/12/2019,72,72,,0.72,51.84
17/12/2019,88,72,,0.72,63.36
18/12/2019,70,72,,0.72,50.4
19/12/2019,67,72,,0.72,48.24
20/12/2019,86,72,,0.72,61.92
21/12/2019,76,72,,0.72,54.72
22/12/2019,66,72,,0.72,47.52
23/12/2019,70,72,,0.72,50.4
24/12/2019,82,72,,0.72,59.04
25/12/2019,44,72,,0.72,31.68
26/12/2019,83,72,,0.72,59.76
27/12/2019,97,72,,0.72,69.84
28/12/2019,79,72,,0.72,56.88
29/12/2019,72,72,,0.72,51.84
30/12/2019,79,72,,0.72,56.88
31/12/2019,85,72,,0.72,61.2
01/01/2020,67,72,FALSE,0.72,48.24
02/01/2020,100,72,,0.72,72
03/01/2020,83,72,,0.72,59.76
04/01/2020,74,72,,0.72,53.28
05/01/2020,68,72,,0.72,48.96
06/01/2020,80,72,,0.72,57.6
07/01/2020,86,72,,0.72,61.92
08/01/2020,77,72,,0.72,55.44
09/01/2020,78,72,,0.72,56.16
10/01/2020,85,72,,0.72,61.2
11/01/2020,67,72,,0.72,48.24
12/01/2020,49,72,,0.72,35.28
13/01/2020,80,72,,0.72,57.6
14/01/2020,72,72,,0.72,51.84
15/01/2020,79,72,,0.72,56.88
16/01/2020,76,72,,0.72,54.72
17/01/2020,75,72,,0.72,54
18/01/2020,66,72,,0.72,47.52
19/01/2020,60,72,,0.72,43.2
20/01/2020,63,72,,0.72,45.36
21/01/2020,75,72,,0.72,54
22/01/2020,81,72,,0.72,58.32
23/01/2020,80,72,,0.72,57.6
24/01/2020,73,72,,0.72,52.56
25/01/2020,85,72,,0.72,61.2
26/01/2020,49,72,,0.72,35.28
27/01/2020,66,72,,0.72,47.52
28/01/2020,66,72,,0.72,47.52
29/01/2020,65,72,,0.72,46.8
30/01/2020,74,72,,0.72,53.28
31/01/2020,91,72,,0.72,65.52
