date,low cost_unscaled,low cost_monthly,isPartial,scale,low cost
2008-09-19,41,41,False,0.41,16.81
2008-09-20,64,64,False,0.64,40.96
2008-09-21,100,100,False,1.0,100.0
2008-09-22,65,65,False,0.65,42.25
2008-09-23,49,49,False,0.49,24.009999999999998
2008-09-24,83,83,False,0.83,68.89
2008-09-25,71,71,False,0.71,50.41
2008-09-26,63,63,False,0.63,39.69
2008-09-27,82,82,False,0.82,67.24
2008-09-28,42,42,False,0.42,17.64
2008-09-29,60,60,False,0.6,36.0
2008-09-30,60,60,False,0.6,36.0
2008-10-01,54,54,False,0.54,29.160000000000004
2008-10-02,51,51,False,0.51,26.01
2008-10-03,66,66,False,0.66,43.56
2008-10-04,67,67,False,0.67,44.89
2008-10-05,63,63,False,0.63,39.69
2008-10-06,74,74,False,0.74,54.76
2008-10-07,83,83,False,0.83,68.89
2008-10-08,66,66,False,0.66,43.56
2008-10-09,46,46,False,0.46,21.16
2008-10-10,56,56,False,0.56,31.360000000000003
2008-10-11,68,68,False,0.68,46.24
2008-10-12,50,50,False,0.5,25.0
2008-10-13,48,48,False,0.48,23.04
2008-10-14,48,48,False,0.48,23.04
2008-10-15,31,31,False,0.31,9.61
2008-10-16,100,100,False,1.0,100.0
2008-10-17,62,62,False,0.62,38.44
2008-10-18,44,44,False,0.44,19.36
2008-10-19,75,75,False,0.75,56.25
2008-10-20,50,50,False,0.5,25.0
2008-10-21,46,46,False,0.46,21.16
2008-10-22,49,49,False,0.49,24.009999999999998
2008-10-23,47,47,False,0.47,22.09
2008-10-24,49,49,False,0.49,24.009999999999998
2008-10-25,38,38,False,0.38,14.44
2008-10-26,49,49,False,0.49,24.009999999999998
2008-10-27,56,56,False,0.56,31.360000000000003
2008-10-28,62,62,False,0.62,38.44
2008-10-29,58,58,False,0.58,33.64
2008-10-30,72,72,False,0.72,51.839999999999996
2008-10-31,20,20,False,0.2,4.0
2008-11-01,32,32,False,0.32,10.24
2008-11-02,76,76,False,0.76,57.76
2008-11-03,87,87,False,0.87,75.69
2008-11-04,61,61,False,0.61,37.21
2008-11-05,66,66,False,0.66,43.56
2008-11-06,66,66,False,0.66,43.56
2008-11-07,81,81,False,0.81,65.61
2008-11-08,63,63,False,0.63,39.69
2008-11-09,63,63,False,0.63,39.69
2008-11-10,61,61,False,0.61,37.21
2008-11-11,58,58,False,0.58,33.64
2008-11-12,53,53,False,0.53,28.09
2008-11-13,73,73,False,0.73,53.29
2008-11-14,86,86,False,0.86,73.96
2008-11-15,74,74,False,0.74,54.76
2008-11-16,52,52,False,0.52,27.04
2008-11-17,53,53,False,0.53,28.09
2008-11-18,84,84,False,0.84,70.56
2008-11-19,62,62,False,0.62,38.44
2008-11-20,43,43,False,0.43,18.49
2008-11-21,65,65,False,0.65,42.25
2008-11-22,51,51,False,0.51,26.01
2008-11-23,74,74,False,0.74,54.76
2008-11-24,100,100,False,1.0,100.0
2008-11-25,85,85,False,0.85,72.25
2008-11-26,34,34,False,0.34,11.56
2008-11-27,55,55,False,0.55,30.250000000000004
2008-11-28,56,56,False,0.56,31.360000000000003
2008-11-29,53,53,False,0.53,28.09
2008-11-30,61,61,False,0.61,37.21
2008-12-01,59,59,False,0.59,34.809999999999995
2008-12-02,58,58,False,0.58,33.64
2008-12-03,56,56,False,0.56,31.360000000000003
2008-12-04,53,53,False,0.53,28.09
2008-12-05,40,40,False,0.4,16.0
2008-12-06,42,42,False,0.42,17.64
2008-12-07,60,60,False,0.6,36.0
2008-12-08,47,47,False,0.47,22.09
2008-12-09,46,46,False,0.46,21.16
2008-12-10,31,31,False,0.31,9.61
2008-12-11,38,38,False,0.38,14.44
2008-12-12,64,64,False,0.64,40.96
2008-12-13,42,42,False,0.42,17.64
2008-12-14,24,24,False,0.24,5.76
2008-12-15,56,56,False,0.56,31.360000000000003
2008-12-16,50,50,False,0.5,25.0
2008-12-17,59,59,False,0.59,34.809999999999995
2008-12-18,70,70,False,0.7,49.0
2008-12-19,69,69,False,0.69,47.61
2008-12-20,25,25,False,0.25,6.25
2008-12-21,68,68,False,0.68,46.24
2008-12-22,29,29,False,0.29,8.41
2008-12-23,38,38,False,0.38,14.44
2008-12-24,24,24,False,0.24,5.76
2008-12-25,34,34,False,0.34,11.56
2008-12-26,56,56,False,0.56,31.360000000000003
2008-12-27,38,38,False,0.38,14.44
2008-12-28,49,49,False,0.49,24.009999999999998
2008-12-29,100,100,False,1.0,100.0
2008-12-30,52,52,False,0.52,27.04
2008-12-31,29,29,False,0.29,8.41
2009-01-01,31,31,False,0.31,9.61
2009-01-02,48,48,False,0.48,23.04
2009-01-03,51,51,False,0.51,26.01
2009-01-04,61,61,False,0.61,37.21
2009-01-05,59,59,False,0.59,34.809999999999995
2009-01-06,41,41,False,0.41,16.81
2009-01-07,78,78,False,0.78,60.84
2009-01-08,65,65,False,0.65,42.25
2009-01-09,65,65,False,0.65,42.25
2009-01-10,25,25,False,0.25,6.25
2009-01-11,40,40,False,0.4,16.0
2009-01-12,83,83,False,0.83,68.89
2009-01-13,70,70,False,0.7,49.0
2009-01-14,37,37,False,0.37,13.69
2009-01-15,37,37,False,0.37,13.69
2009-01-16,39,39,False,0.39,15.21
2009-01-17,100,100,False,1.0,100.0
2009-01-18,46,46,False,0.46,21.16
2009-01-19,71,71,False,0.71,50.41
2009-01-20,60,60,False,0.6,36.0
2009-01-21,53,53,False,0.53,28.09
2009-01-22,84,84,False,0.84,70.56
2009-01-23,65,65,False,0.65,42.25
2009-01-24,66,66,False,0.66,43.56
2009-01-25,44,44,False,0.44,19.36
2009-01-26,46,46,False,0.46,21.16
2009-01-27,64,64,False,0.64,40.96
2009-01-28,35,35,False,0.35,12.25
2009-01-29,70,70,False,0.7,49.0
2009-01-30,59,59,False,0.59,34.809999999999995
2009-01-31,63,63,False,0.63,39.69
2009-02-01,54,54,False,0.54,29.160000000000004
2009-02-02,54,54,False,0.54,29.160000000000004
2009-02-03,72,72,False,0.72,51.839999999999996
2009-02-04,65,65,False,0.65,42.25
2009-02-05,74,74,False,0.74,54.76
2009-02-06,56,56,False,0.56,31.360000000000003
2009-02-07,53,53,False,0.53,28.09
2009-02-08,48,48,False,0.48,23.04
2009-02-09,83,83,False,0.83,68.89
2009-02-10,85,85,False,0.85,72.25
2009-02-11,64,64,False,0.64,40.96
2009-02-12,62,62,False,0.62,38.44
2009-02-13,69,69,False,0.69,47.61
2009-02-14,46,46,False,0.46,21.16
2009-02-15,56,56,False,0.56,31.360000000000003
2009-02-16,76,76,False,0.76,57.76
2009-02-17,100,100,False,1.0,100.0
2009-02-18,67,67,False,0.67,44.89
2009-02-19,63,63,False,0.63,39.69
2009-02-20,48,48,False,0.48,23.04
2009-02-21,80,80,False,0.8,64.0
2009-02-22,47,47,False,0.47,22.09
2009-02-23,67,67,False,0.67,44.89
2009-02-24,56,56,False,0.56,31.360000000000003
2009-02-25,80,80,False,0.8,64.0
2009-02-26,61,61,False,0.61,37.21
2009-02-27,63,63,False,0.63,39.69
2009-02-28,54,54,False,0.54,29.160000000000004
2009-03-01,78,78,False,0.78,60.84
2009-03-02,77,77,False,0.77,59.29
2009-03-03,86,86,False,0.86,73.96
2009-03-04,61,61,False,0.61,37.21
2009-03-05,79,79,False,0.79,62.410000000000004
2009-03-06,66,66,False,0.66,43.56
2009-03-07,75,75,False,0.75,56.25
2009-03-08,57,57,False,0.57,32.489999999999995
2009-03-09,74,74,False,0.74,54.76
2009-03-10,74,74,False,0.74,54.76
2009-03-11,86,86,False,0.86,73.96
2009-03-12,79,79,False,0.79,62.410000000000004
2009-03-13,84,84,False,0.84,70.56
2009-03-14,31,31,False,0.31,9.61
2009-03-15,100,100,False,1.0,100.0
2009-03-16,100,100,False,1.0,100.0
2009-03-17,96,96,False,0.96,92.16
2009-03-18,97,97,False,0.97,94.09
2009-03-19,84,84,False,0.84,70.56
2009-03-20,85,85,False,0.85,72.25
2009-03-21,89,89,False,0.89,79.21000000000001
2009-03-22,62,62,False,0.62,38.44
2009-03-23,90,90,False,0.9,81.0
2009-03-24,89,89,False,0.89,79.21000000000001
2009-03-25,77,77,False,0.77,59.29
2009-03-26,57,57,False,0.57,32.489999999999995
2009-03-27,83,83,False,0.83,68.89
2009-03-28,36,36,False,0.36,12.959999999999999
2009-03-29,73,73,False,0.73,53.29
2009-03-30,61,61,False,0.61,37.21
2009-03-31,52,52,False,0.52,27.04
2009-04-01,62,62,False,0.62,38.44
2009-04-02,79,79,False,0.79,62.410000000000004
2009-04-03,79,79,False,0.79,62.410000000000004
2009-04-04,80,80,False,0.8,64.0
2009-04-05,62,62,False,0.62,38.44
2009-04-06,95,95,False,0.95,90.25
2009-04-07,77,77,False,0.77,59.29
2009-04-08,73,73,False,0.73,53.29
2009-04-09,100,100,False,1.0,100.0
2009-04-10,91,91,False,0.91,82.81
2009-04-11,63,63,False,0.63,39.69
2009-04-12,34,34,False,0.34,11.56
2009-04-13,51,51,False,0.51,26.01
2009-04-14,75,75,False,0.75,56.25
2009-04-15,86,86,False,0.86,73.96
2009-04-16,81,81,False,0.81,65.61
2009-04-17,57,57,False,0.57,32.489999999999995
2009-04-18,73,73,False,0.73,53.29
2009-04-19,64,64,False,0.64,40.96
2009-04-20,90,90,False,0.9,81.0
2009-04-21,75,75,False,0.75,56.25
2009-04-22,81,81,False,0.81,65.61
2009-04-23,96,96,False,0.96,92.16
2009-04-24,59,59,False,0.59,34.809999999999995
2009-04-25,55,55,False,0.55,30.250000000000004
2009-04-26,78,78,False,0.78,60.84
2009-04-27,90,90,False,0.9,81.0
2009-04-28,78,78,False,0.78,60.84
2009-04-29,78,78,False,0.78,60.84
2009-04-30,73,73,False,0.73,53.29
2009-05-01,69,69,False,0.69,47.61
2009-05-02,51,51,False,0.51,26.01
2009-05-03,65,65,False,0.65,42.25
2009-05-04,65,65,False,0.65,42.25
2009-05-05,67,67,False,0.67,44.89
2009-05-06,42,42,False,0.42,17.64
2009-05-07,67,67,False,0.67,44.89
2009-05-08,61,61,False,0.61,37.21
2009-05-09,69,69,False,0.69,47.61
2009-05-10,44,44,False,0.44,19.36
2009-05-11,68,68,False,0.68,46.24
2009-05-12,75,75,False,0.75,56.25
2009-05-13,88,88,False,0.88,77.44
2009-05-14,90,90,False,0.9,81.0
2009-05-15,32,32,False,0.32,10.24
2009-05-16,36,36,False,0.36,12.959999999999999
2009-05-17,42,42,False,0.42,17.64
2009-05-18,53,53,False,0.53,28.09
2009-05-19,52,52,False,0.52,27.04
2009-05-20,81,81,False,0.81,65.61
2009-05-21,34,34,False,0.34,11.56
2009-05-22,49,49,False,0.49,24.009999999999998
2009-05-23,55,55,False,0.55,30.250000000000004
2009-05-24,47,47,False,0.47,22.09
2009-05-25,45,45,False,0.45,20.25
2009-05-26,100,100,False,1.0,100.0
2009-05-27,65,65,False,0.65,42.25
2009-05-28,54,54,False,0.54,29.160000000000004
2009-05-29,61,61,False,0.61,37.21
2009-05-30,32,32,False,0.32,10.24
2009-05-31,70,70,False,0.7,49.0
2009-06-01,100,100,False,1.0,100.0
2009-06-02,71,71,False,0.71,50.41
2009-06-03,72,72,False,0.72,51.839999999999996
2009-06-04,65,65,False,0.65,42.25
2009-06-05,50,50,False,0.5,25.0
2009-06-06,65,65,False,0.65,42.25
2009-06-07,63,63,False,0.63,39.69
2009-06-08,88,88,False,0.88,77.44
2009-06-09,63,63,False,0.63,39.69
2009-06-10,56,56,False,0.56,31.360000000000003
2009-06-11,75,75,False,0.75,56.25
2009-06-12,80,80,False,0.8,64.0
2009-06-13,63,63,False,0.63,39.69
2009-06-14,89,89,False,0.89,79.21000000000001
2009-06-15,96,96,False,0.96,92.16
2009-06-16,86,86,False,0.86,73.96
2009-06-17,80,80,False,0.8,64.0
2009-06-18,81,81,False,0.81,65.61
2009-06-19,64,64,False,0.64,40.96
2009-06-20,53,53,False,0.53,28.09
2009-06-21,46,46,False,0.46,21.16
2009-06-22,76,76,False,0.76,57.76
2009-06-23,93,93,False,0.93,86.49000000000001
2009-06-24,75,75,False,0.75,56.25
2009-06-25,68,68,False,0.68,46.24
2009-06-26,76,76,False,0.76,57.76
2009-06-27,51,51,False,0.51,26.01
2009-06-28,67,67,False,0.67,44.89
2009-06-29,71,71,False,0.71,50.41
2009-06-30,80,80,False,0.8,64.0
2009-07-01,58,58,False,0.58,33.64
2009-07-02,42,42,False,0.42,17.64
2009-07-03,65,65,False,0.65,42.25
2009-07-04,51,51,False,0.51,26.01
2009-07-05,83,83,False,0.83,68.89
2009-07-06,81,81,False,0.81,65.61
2009-07-07,61,61,False,0.61,37.21
2009-07-08,58,58,False,0.58,33.64
2009-07-09,89,89,False,0.89,79.21000000000001
2009-07-10,70,70,False,0.7,49.0
2009-07-11,50,50,False,0.5,25.0
2009-07-12,51,51,False,0.51,26.01
2009-07-13,47,47,False,0.47,22.09
2009-07-14,96,96,False,0.96,92.16
2009-07-15,48,48,False,0.48,23.04
2009-07-16,81,81,False,0.81,65.61
2009-07-17,35,35,False,0.35,12.25
2009-07-18,73,73,False,0.73,53.29
2009-07-19,63,63,False,0.63,39.69
2009-07-20,92,92,False,0.92,84.64
2009-07-21,80,80,False,0.8,64.0
2009-07-22,82,82,False,0.82,67.24
2009-07-23,54,54,False,0.54,29.160000000000004
2009-07-24,62,62,False,0.62,38.44
2009-07-25,66,66,False,0.66,43.56
2009-07-26,100,100,False,1.0,100.0
2009-07-27,67,67,False,0.67,44.89
2009-07-28,70,70,False,0.7,49.0
2009-07-29,53,53,False,0.53,28.09
2009-07-30,47,47,False,0.47,22.09
2009-07-31,61,61,False,0.61,37.21
2009-08-01,50,50,False,0.5,25.0
2009-08-02,100,100,False,1.0,100.0
2009-08-03,69,69,False,0.69,47.61
2009-08-04,42,42,False,0.42,17.64
2009-08-05,65,65,False,0.65,42.25
2009-08-06,36,36,False,0.36,12.959999999999999
2009-08-07,43,43,False,0.43,18.49
2009-08-08,65,65,False,0.65,42.25
2009-08-09,76,76,False,0.76,57.76
2009-08-10,67,67,False,0.67,44.89
2009-08-11,74,74,False,0.74,54.76
2009-08-12,48,48,False,0.48,23.04
2009-08-13,53,53,False,0.53,28.09
2009-08-14,77,77,False,0.77,59.29
2009-08-15,65,65,False,0.65,42.25
2009-08-16,71,71,False,0.71,50.41
2009-08-17,62,62,False,0.62,38.44
2009-08-18,57,57,False,0.57,32.489999999999995
2009-08-19,77,77,False,0.77,59.29
2009-08-20,55,55,False,0.55,30.250000000000004
2009-08-21,88,88,False,0.88,77.44
2009-08-22,77,77,False,0.77,59.29
2009-08-23,53,53,False,0.53,28.09
2009-08-24,57,57,False,0.57,32.489999999999995
2009-08-25,57,57,False,0.57,32.489999999999995
2009-08-26,70,70,False,0.7,49.0
2009-08-27,70,70,False,0.7,49.0
2009-08-28,50,50,False,0.5,25.0
2009-08-29,41,41,False,0.41,16.81
2009-08-30,71,71,False,0.71,50.41
2009-08-31,53,53,False,0.53,28.09
2009-09-01,66,66,False,0.66,43.56
2009-09-02,73,73,False,0.73,53.29
2009-09-03,64,64,False,0.64,40.96
2009-09-04,57,57,False,0.57,32.489999999999995
2009-09-05,62,62,False,0.62,38.44
2009-09-06,79,79,False,0.79,62.410000000000004
2009-09-07,43,43,False,0.43,18.49
2009-09-08,77,77,False,0.77,59.29
2009-09-09,81,81,False,0.81,65.61
2009-09-10,89,89,False,0.89,79.21000000000001
2009-09-11,64,64,False,0.64,40.96
2009-09-12,43,43,False,0.43,18.49
2009-09-13,66,66,False,0.66,43.56
2009-09-14,100,100,False,1.0,100.0
2009-09-15,83,83,False,0.83,68.89
2009-09-16,76,76,False,0.76,57.76
2009-09-17,66,66,False,0.66,43.56
2009-09-18,84,84,False,0.84,70.56
2009-09-19,67,67,False,0.67,44.89
2009-09-20,66,66,False,0.66,43.56
2009-09-21,80,80,False,0.8,64.0
2009-09-22,76,76,False,0.76,57.76
2009-09-23,84,84,False,0.84,70.56
2009-09-24,88,88,False,0.88,77.44
2009-09-25,87,87,False,0.87,75.69
2009-09-26,61,61,False,0.61,37.21
2009-09-27,77,77,False,0.77,59.29
2009-09-28,74,74,False,0.74,54.76
2009-09-29,62,62,False,0.62,38.44
2009-09-30,64,64,False,0.64,40.96
2009-10-01,49,49,False,0.49,24.009999999999998
2009-10-02,85,85,False,0.85,72.25
2009-10-03,17,17,False,0.17,2.89
2009-10-04,73,73,False,0.73,53.29
2009-10-05,88,88,False,0.88,77.44
2009-10-06,81,81,False,0.81,65.61
2009-10-07,100,100,False,1.0,100.0
2009-10-08,82,82,False,0.82,67.24
2009-10-09,63,63,False,0.63,39.69
2009-10-10,78,78,False,0.78,60.84
2009-10-11,86,86,False,0.86,73.96
2009-10-12,72,72,False,0.72,51.839999999999996
2009-10-13,87,87,False,0.87,75.69
2009-10-14,59,59,False,0.59,34.809999999999995
2009-10-15,59,59,False,0.59,34.809999999999995
2009-10-16,55,55,False,0.55,30.250000000000004
2009-10-17,56,56,False,0.56,31.360000000000003
2009-10-18,60,60,False,0.6,36.0
2009-10-19,66,66,False,0.66,43.56
2009-10-20,47,47,False,0.47,22.09
2009-10-21,80,80,False,0.8,64.0
2009-10-22,65,65,False,0.65,42.25
2009-10-23,82,82,False,0.82,67.24
2009-10-24,49,49,False,0.49,24.009999999999998
2009-10-25,76,76,False,0.76,57.76
2009-10-26,68,68,False,0.68,46.24
2009-10-27,85,85,False,0.85,72.25
2009-10-28,53,53,False,0.53,28.09
2009-10-29,51,51,False,0.51,26.01
2009-10-30,44,44,False,0.44,19.36
2009-10-31,33,33,False,0.33,10.89
2009-11-01,27,27,False,0.27,7.290000000000001
2009-11-02,65,65,False,0.65,42.25
2009-11-03,52,52,False,0.52,27.04
2009-11-04,60,60,False,0.6,36.0
2009-11-05,74,74,False,0.74,54.76
2009-11-06,38,38,False,0.38,14.44
2009-11-07,75,75,False,0.75,56.25
2009-11-08,80,80,False,0.8,64.0
2009-11-09,36,36,False,0.36,12.959999999999999
2009-11-10,43,43,False,0.43,18.49
2009-11-11,57,57,False,0.57,32.489999999999995
2009-11-12,100,100,False,1.0,100.0
2009-11-13,49,49,False,0.49,24.009999999999998
2009-11-14,65,65,False,0.65,42.25
2009-11-15,8,8,False,0.08,0.64
2009-11-16,40,40,False,0.4,16.0
2009-11-17,45,45,False,0.45,20.25
2009-11-18,35,35,False,0.35,12.25
2009-11-19,41,41,False,0.41,16.81
2009-11-20,37,37,False,0.37,13.69
2009-11-21,28,28,False,0.28,7.840000000000001
2009-11-22,33,33,False,0.33,10.89
2009-11-23,57,57,False,0.57,32.489999999999995
2009-11-24,47,47,False,0.47,22.09
2009-11-25,43,43,False,0.43,18.49
2009-11-26,51,51,False,0.51,26.01
2009-11-27,43,43,False,0.43,18.49
2009-11-28,33,33,False,0.33,10.89
2009-11-29,65,65,False,0.65,42.25
2009-11-30,63,63,False,0.63,39.69
2009-12-01,64,64,False,0.64,40.96
2009-12-02,61,61,False,0.61,37.21
2009-12-03,69,69,False,0.69,47.61
2009-12-04,54,54,False,0.54,29.160000000000004
2009-12-05,56,56,False,0.56,31.360000000000003
2009-12-06,65,65,False,0.65,42.25
2009-12-07,62,62,False,0.62,38.44
2009-12-08,96,96,False,0.96,92.16
2009-12-09,52,52,False,0.52,27.04
2009-12-10,58,58,False,0.58,33.64
2009-12-11,73,73,False,0.73,53.29
2009-12-12,61,61,False,0.61,37.21
2009-12-13,44,44,False,0.44,19.36
2009-12-14,66,66,False,0.66,43.56
2009-12-15,74,74,False,0.74,54.76
2009-12-16,55,55,False,0.55,30.250000000000004
2009-12-17,35,35,False,0.35,12.25
2009-12-18,71,71,False,0.71,50.41
2009-12-19,28,28,False,0.28,7.840000000000001
2009-12-20,52,52,False,0.52,27.04
2009-12-21,51,51,False,0.51,26.01
2009-12-22,48,48,False,0.48,23.04
2009-12-23,55,55,False,0.55,30.250000000000004
2009-12-24,28,28,False,0.28,7.840000000000001
2009-12-25,31,31,False,0.31,9.61
2009-12-26,100,100,False,1.0,100.0
2009-12-27,56,56,False,0.56,31.360000000000003
2009-12-28,58,58,False,0.58,33.64
2009-12-29,50,50,False,0.5,25.0
2009-12-30,43,43,False,0.43,18.49
2009-12-31,63,63,False,0.63,39.69
2010-01-01,68,68,False,0.68,46.24
2010-01-02,41,41,False,0.41,16.81
2010-01-03,72,72,False,0.72,51.839999999999996
2010-01-04,74,74,False,0.74,54.76
2010-01-05,82,82,False,0.82,67.24
2010-01-06,55,55,False,0.55,30.250000000000004
2010-01-07,86,86,False,0.86,73.96
2010-01-08,74,74,False,0.74,54.76
2010-01-09,69,69,False,0.69,47.61
2010-01-10,74,74,False,0.74,54.76
2010-01-11,61,61,False,0.61,37.21
2010-01-12,60,60,False,0.6,36.0
2010-01-13,40,40,False,0.4,16.0
2010-01-14,61,61,False,0.61,37.21
2010-01-15,60,60,False,0.6,36.0
2010-01-16,59,59,False,0.59,34.809999999999995
2010-01-17,80,80,False,0.8,64.0
2010-01-18,56,56,False,0.56,31.360000000000003
2010-01-19,46,46,False,0.46,21.16
2010-01-20,100,100,False,1.0,100.0
2010-01-21,56,56,False,0.56,31.360000000000003
2010-01-22,52,52,False,0.52,27.04
2010-01-23,61,61,False,0.61,37.21
2010-01-24,43,43,False,0.43,18.49
2010-01-25,81,81,False,0.81,65.61
2010-01-26,84,84,False,0.84,70.56
2010-01-27,65,65,False,0.65,42.25
2010-01-28,52,52,False,0.52,27.04
2010-01-29,68,68,False,0.68,46.24
2010-01-30,64,64,False,0.64,40.96
2010-01-31,56,56,False,0.56,31.360000000000003
2010-02-01,72,72,False,0.72,51.839999999999996
2010-02-02,62,62,False,0.62,38.44
2010-02-03,54,54,False,0.54,29.160000000000004
2010-02-04,47,47,False,0.47,22.09
2010-02-05,58,58,False,0.58,33.64
2010-02-06,58,58,False,0.58,33.64
2010-02-07,41,41,False,0.41,16.81
2010-02-08,54,54,False,0.54,29.160000000000004
2010-02-09,67,67,False,0.67,44.89
2010-02-10,58,58,False,0.58,33.64
2010-02-11,56,56,False,0.56,31.360000000000003
2010-02-12,47,47,False,0.47,22.09
2010-02-13,44,44,False,0.44,19.36
2010-02-14,30,30,False,0.3,9.0
2010-02-15,100,100,False,1.0,100.0
2010-02-16,70,70,False,0.7,49.0
2010-02-17,47,47,False,0.47,22.09
2010-02-18,69,69,False,0.69,47.61
2010-02-19,65,65,False,0.65,42.25
2010-02-20,93,93,False,0.93,86.49000000000001
2010-02-21,53,53,False,0.53,28.09
2010-02-22,71,71,False,0.71,50.41
2010-02-23,75,75,False,0.75,56.25
2010-02-24,55,55,False,0.55,30.250000000000004
2010-02-25,57,57,False,0.57,32.489999999999995
2010-02-26,46,46,False,0.46,21.16
2010-02-27,78,78,False,0.78,60.84
2010-02-28,44,44,False,0.44,19.36
2010-03-01,77,77,False,0.77,59.29
2010-03-02,93,93,False,0.93,86.49000000000001
2010-03-03,69,69,False,0.69,47.61
2010-03-04,100,100,False,1.0,100.0
2010-03-05,82,82,False,0.82,67.24
2010-03-06,53,53,False,0.53,28.09
2010-03-07,32,32,False,0.32,10.24
2010-03-08,78,78,False,0.78,60.84
2010-03-09,74,74,False,0.74,54.76
2010-03-10,74,74,False,0.74,54.76
2010-03-11,53,53,False,0.53,28.09
2010-03-12,84,84,False,0.84,70.56
2010-03-13,66,66,False,0.66,43.56
2010-03-14,67,67,False,0.67,44.89
2010-03-15,100,100,False,1.0,100.0
2010-03-16,71,71,False,0.71,50.41
2010-03-17,69,69,False,0.69,47.61
2010-03-18,74,74,False,0.74,54.76
2010-03-19,81,81,False,0.81,65.61
2010-03-20,81,81,False,0.81,65.61
2010-03-21,52,52,False,0.52,27.04
2010-03-22,67,67,False,0.67,44.89
2010-03-23,49,49,False,0.49,24.009999999999998
2010-03-24,61,61,False,0.61,37.21
2010-03-25,78,78,False,0.78,60.84
2010-03-26,60,60,False,0.6,36.0
2010-03-27,48,48,False,0.48,23.04
2010-03-28,95,95,False,0.95,90.25
2010-03-29,73,73,False,0.73,53.29
2010-03-30,77,77,False,0.77,59.29
2010-03-31,94,94,False,0.94,88.36
2010-04-01,53,53,False,0.53,28.09
2010-04-02,39,39,False,0.39,15.21
2010-04-03,25,25,False,0.25,6.25
2010-04-04,41,41,False,0.41,16.81
2010-04-05,81,81,False,0.81,65.61
2010-04-06,54,54,False,0.54,29.160000000000004
2010-04-07,100,100,False,1.0,100.0
2010-04-08,91,91,False,0.91,82.81
2010-04-09,97,97,False,0.97,94.09
2010-04-10,38,38,False,0.38,14.44
2010-04-11,42,42,False,0.42,17.64
2010-04-12,80,80,False,0.8,64.0
2010-04-13,73,73,False,0.73,53.29
2010-04-14,64,64,False,0.64,40.96
2010-04-15,62,62,False,0.62,38.44
2010-04-16,75,75,False,0.75,56.25
2010-04-17,47,47,False,0.47,22.09
2010-04-18,51,51,False,0.51,26.01
2010-04-19,52,52,False,0.52,27.04
2010-04-20,60,60,False,0.6,36.0
2010-04-21,68,68,False,0.68,46.24
2010-04-22,34,34,False,0.34,11.56
2010-04-23,78,78,False,0.78,60.84
2010-04-24,50,50,False,0.5,25.0
2010-04-25,73,73,False,0.73,53.29
2010-04-26,74,74,False,0.74,54.76
2010-04-27,89,89,False,0.89,79.21000000000001
2010-04-28,70,70,False,0.7,49.0
2010-04-29,54,54,False,0.54,29.160000000000004
2010-04-30,84,84,False,0.84,70.56
2010-05-01,45,45,False,0.45,20.25
2010-05-02,59,59,False,0.59,34.809999999999995
2010-05-03,100,100,False,1.0,100.0
2010-05-04,75,75,False,0.75,56.25
2010-05-05,50,50,False,0.5,25.0
2010-05-06,64,64,False,0.64,40.96
2010-05-07,45,45,False,0.45,20.25
2010-05-08,67,67,False,0.67,44.89
2010-05-09,52,52,False,0.52,27.04
2010-05-10,65,65,False,0.65,42.25
2010-05-11,85,85,False,0.85,72.25
2010-05-12,65,65,False,0.65,42.25
2010-05-13,51,51,False,0.51,26.01
2010-05-14,55,55,False,0.55,30.250000000000004
2010-05-15,81,81,False,0.81,65.61
2010-05-16,37,37,False,0.37,13.69
2010-05-17,68,68,False,0.68,46.24
2010-05-18,49,49,False,0.49,24.009999999999998
2010-05-19,96,96,False,0.96,92.16
2010-05-20,37,37,False,0.37,13.69
2010-05-21,59,59,False,0.59,34.809999999999995
2010-05-22,61,61,False,0.61,37.21
2010-05-23,62,62,False,0.62,38.44
2010-05-24,70,70,False,0.7,49.0
2010-05-25,60,60,False,0.6,36.0
2010-05-26,55,55,False,0.55,30.250000000000004
2010-05-27,47,47,False,0.47,22.09
2010-05-28,68,68,False,0.68,46.24
2010-05-29,39,39,False,0.39,15.21
2010-05-30,42,42,False,0.42,17.64
2010-05-31,71,71,False,0.71,50.41
2010-06-01,51,51,False,0.51,26.01
2010-06-02,63,63,False,0.63,39.69
2010-06-03,73,73,False,0.73,53.29
2010-06-04,54,54,False,0.54,29.160000000000004
2010-06-05,62,62,False,0.62,38.44
2010-06-06,42,42,False,0.42,17.64
2010-06-07,76,76,False,0.76,57.76
2010-06-08,65,65,False,0.65,42.25
2010-06-09,57,57,False,0.57,32.489999999999995
2010-06-10,39,39,False,0.39,15.21
2010-06-11,35,35,False,0.35,12.25
2010-06-12,54,54,False,0.54,29.160000000000004
2010-06-13,64,64,False,0.64,40.96
2010-06-14,58,58,False,0.58,33.64
2010-06-15,100,100,False,1.0,100.0
2010-06-16,55,55,False,0.55,30.250000000000004
2010-06-17,70,70,False,0.7,49.0
2010-06-18,64,64,False,0.64,40.96
2010-06-19,36,36,False,0.36,12.959999999999999
2010-06-20,42,42,False,0.42,17.64
2010-06-21,49,49,False,0.49,24.009999999999998
2010-06-22,72,72,False,0.72,51.839999999999996
2010-06-23,48,48,False,0.48,23.04
2010-06-24,81,81,False,0.81,65.61
2010-06-25,73,73,False,0.73,53.29
