date,low cost_unscaled,low cost_monthly,isPartial,scale,low cost
2012-05-14,90,90,False,0.9,81.0
2012-05-15,85,85,False,0.85,72.25
2012-05-16,85,85,False,0.85,72.25
2012-05-17,79,79,False,0.79,62.410000000000004
2012-05-18,70,70,False,0.7,49.0
2012-05-19,66,66,False,0.66,43.56
2012-05-20,83,83,False,0.83,68.89
2012-05-21,99,99,False,0.99,98.01
2012-05-22,100,100,False,1.0,100.0
2012-05-23,84,84,False,0.84,70.56
2012-05-24,85,85,False,0.85,72.25
2012-05-25,85,85,False,0.85,72.25
2012-05-26,91,91,False,0.91,82.81
2012-05-27,66,66,False,0.66,43.56
2012-05-28,75,75,False,0.75,56.25
2012-05-29,92,92,False,0.92,84.64
2012-05-30,83,83,False,0.83,68.89
2012-05-31,71,71,False,0.71,50.41
2012-06-01,88,88,False,0.88,77.44
2012-06-02,77,77,False,0.77,59.29
2012-06-03,58,58,False,0.58,33.64
2012-06-04,85,85,False,0.85,72.25
2012-06-05,83,83,False,0.83,68.89
2012-06-06,71,71,False,0.71,50.41
2012-06-07,82,82,False,0.82,67.24
2012-06-08,71,71,False,0.71,50.41
2012-06-09,73,73,False,0.73,53.29
2012-06-10,93,93,False,0.93,86.49000000000001
2012-06-11,86,86,False,0.86,73.96
2012-06-12,68,68,False,0.68,46.24
2012-06-13,79,79,False,0.79,62.410000000000004
2012-06-14,92,92,False,0.92,84.64
2012-06-15,70,70,False,0.7,49.0
2012-06-16,82,82,False,0.82,67.24
2012-06-17,58,58,False,0.58,33.64
2012-06-18,66,66,False,0.66,43.56
2012-06-19,86,86,False,0.86,73.96
2012-06-20,92,92,False,0.92,84.64
2012-06-21,74,74,False,0.74,54.76
2012-06-22,79,79,False,0.79,62.410000000000004
2012-06-23,63,63,False,0.63,39.69
2012-06-24,85,85,False,0.85,72.25
2012-06-25,81,81,False,0.81,65.61
2012-06-26,85,85,False,0.85,72.25
2012-06-27,100,100,False,1.0,100.0
2012-06-28,75,75,False,0.75,56.25
2012-06-29,79,79,False,0.79,62.410000000000004
2012-06-30,83,83,False,0.83,68.89
2012-07-01,72,72,False,0.72,51.839999999999996
2012-07-02,78,78,False,0.78,60.84
2012-07-03,83,83,False,0.83,68.89
2012-07-04,61,61,False,0.61,37.21
2012-07-05,74,74,False,0.74,54.76
2012-07-06,89,89,False,0.89,79.21000000000001
2012-07-07,87,87,False,0.87,75.69
2012-07-08,72,72,False,0.72,51.839999999999996
2012-07-09,100,100,False,1.0,100.0
2012-07-10,68,68,False,0.68,46.24
2012-07-11,95,95,False,0.95,90.25
2012-07-12,76,76,False,0.76,57.76
2012-07-13,87,87,False,0.87,75.69
2012-07-14,52,52,False,0.52,27.04
2012-07-15,65,65,False,0.65,42.25
2012-07-16,81,81,False,0.81,65.61
2012-07-17,80,80,False,0.8,64.0
2012-07-18,94,94,False,0.94,88.36
2012-07-19,100,100,False,1.0,100.0
2012-07-20,93,93,False,0.93,86.49000000000001
2012-07-21,77,77,False,0.77,59.29
2012-07-22,67,67,False,0.67,44.89
2012-07-23,83,83,False,0.83,68.89
2012-07-24,94,94,False,0.94,88.36
2012-07-25,93,93,False,0.93,86.49000000000001
2012-07-26,80,80,False,0.8,64.0
2012-07-27,74,74,False,0.74,54.76
2012-07-28,50,50,False,0.5,25.0
2012-07-29,54,54,False,0.54,29.160000000000004
2012-07-30,71,71,False,0.71,50.41
2012-07-31,67,67,False,0.67,44.89
2012-08-01,74,74,False,0.74,54.76
2012-08-02,72,72,False,0.72,51.839999999999996
2012-08-03,76,76,False,0.76,57.76
2012-08-04,58,58,False,0.58,33.64
2012-08-05,61,61,False,0.61,37.21
2012-08-06,100,100,False,1.0,100.0
2012-08-07,85,85,False,0.85,72.25
2012-08-08,89,89,False,0.89,79.21000000000001
2012-08-09,68,68,False,0.68,46.24
2012-08-10,66,66,False,0.66,43.56
2012-08-11,57,57,False,0.57,32.489999999999995
2012-08-12,62,62,False,0.62,38.44
2012-08-13,83,83,False,0.83,68.89
2012-08-14,67,67,False,0.67,44.89
2012-08-15,71,71,False,0.71,50.41
2012-08-16,60,60,False,0.6,36.0
2012-08-17,66,66,False,0.66,43.56
2012-08-18,49,49,False,0.49,24.009999999999998
2012-08-19,61,61,False,0.61,37.21
2012-08-20,70,70,False,0.7,49.0
2012-08-21,92,92,False,0.92,84.64
2012-08-22,83,83,False,0.83,68.89
2012-08-23,78,78,False,0.78,60.84
2012-08-24,60,60,False,0.6,36.0
2012-08-25,42,42,False,0.42,17.64
2012-08-26,57,57,False,0.57,32.489999999999995
2012-08-27,70,70,False,0.7,49.0
2012-08-28,71,71,False,0.71,50.41
2012-08-29,87,87,False,0.87,75.69
2012-08-30,70,70,False,0.7,49.0
2012-08-31,68,68,False,0.68,46.24
2012-09-01,79,79,False,0.79,62.410000000000004
2012-09-02,92,92,False,0.92,84.64
2012-09-03,73,73,False,0.73,53.29
2012-09-04,95,95,False,0.95,90.25
2012-09-05,96,96,False,0.96,92.16
2012-09-06,84,84,False,0.84,70.56
2012-09-07,79,79,False,0.79,62.410000000000004
2012-09-08,66,66,False,0.66,43.56
2012-09-09,66,66,False,0.66,43.56
2012-09-10,96,96,False,0.96,92.16
2012-09-11,98,98,False,0.98,96.03999999999999
2012-09-12,96,96,False,0.96,92.16
2012-09-13,74,74,False,0.74,54.76
2012-09-14,87,87,False,0.87,75.69
2012-09-15,69,69,False,0.69,47.61
2012-09-16,74,74,False,0.74,54.76
2012-09-17,95,95,False,0.95,90.25
2012-09-18,91,91,False,0.91,82.81
2012-09-19,99,99,False,0.99,98.01
2012-09-20,87,87,False,0.87,75.69
2012-09-21,72,72,False,0.72,51.839999999999996
2012-09-22,83,83,False,0.83,68.89
2012-09-23,69,69,False,0.69,47.61
2012-09-24,86,86,False,0.86,73.96
2012-09-25,95,95,False,0.95,90.25
2012-09-26,89,89,False,0.89,79.21000000000001
2012-09-27,100,100,False,1.0,100.0
2012-09-28,60,60,False,0.6,36.0
2012-09-29,72,72,False,0.72,51.839999999999996
2012-09-30,58,58,False,0.58,33.64
2012-10-01,69,69,False,0.69,47.61
2012-10-02,77,77,False,0.77,59.29
2012-10-03,59,59,False,0.59,34.809999999999995
2012-10-04,54,54,False,0.54,29.160000000000004
2012-10-05,65,65,False,0.65,42.25
2012-10-06,59,59,False,0.59,34.809999999999995
2012-10-07,55,55,False,0.55,30.250000000000004
2012-10-08,74,74,False,0.74,54.76
2012-10-09,87,87,False,0.87,75.69
2012-10-10,85,85,False,0.85,72.25
2012-10-11,100,100,False,1.0,100.0
2012-10-12,59,59,False,0.59,34.809999999999995
2012-10-13,61,61,False,0.61,37.21
2012-10-14,53,53,False,0.53,28.09
2012-10-15,58,58,False,0.58,33.64
2012-10-16,73,73,False,0.73,53.29
2012-10-17,62,62,False,0.62,38.44
2012-10-18,77,77,False,0.77,59.29
2012-10-19,85,85,False,0.85,72.25
2012-10-20,76,76,False,0.76,57.76
2012-10-21,53,53,False,0.53,28.09
2012-10-22,69,69,False,0.69,47.61
2012-10-23,69,69,False,0.69,47.61
2012-10-24,71,71,False,0.71,50.41
2012-10-25,69,69,False,0.69,47.61
2012-10-26,61,61,False,0.61,37.21
2012-10-27,59,59,False,0.59,34.809999999999995
2012-10-28,46,46,False,0.46,21.16
2012-10-29,54,54,False,0.54,29.160000000000004
2012-10-30,50,50,False,0.5,25.0
2012-10-31,54,54,False,0.54,29.160000000000004
2012-11-01,72,72,False,0.72,51.839999999999996
2012-11-02,92,92,False,0.92,84.64
2012-11-03,58,58,False,0.58,33.64
2012-11-04,71,71,False,0.71,50.41
2012-11-05,86,86,False,0.86,73.96
2012-11-06,76,76,False,0.76,57.76
2012-11-07,71,71,False,0.71,50.41
2012-11-08,77,77,False,0.77,59.29
2012-11-09,78,78,False,0.78,60.84
2012-11-10,61,61,False,0.61,37.21
2012-11-11,64,64,False,0.64,40.96
2012-11-12,100,100,False,1.0,100.0
2012-11-13,82,82,False,0.82,67.24
2012-11-14,71,71,False,0.71,50.41
2012-11-15,72,72,False,0.72,51.839999999999996
2012-11-16,65,65,False,0.65,42.25
2012-11-17,72,72,False,0.72,51.839999999999996
2012-11-18,67,67,False,0.67,44.89
2012-11-19,81,81,False,0.81,65.61
2012-11-20,93,93,False,0.93,86.49000000000001
2012-11-21,82,82,False,0.82,67.24
2012-11-22,51,51,False,0.51,26.01
2012-11-23,70,70,False,0.7,49.0
2012-11-24,68,68,False,0.68,46.24
2012-11-25,64,64,False,0.64,40.96
2012-11-26,87,87,False,0.87,75.69
2012-11-27,88,88,False,0.88,77.44
2012-11-28,73,73,False,0.73,53.29
2012-11-29,85,85,False,0.85,72.25
2012-11-30,67,67,False,0.67,44.89
2012-12-01,75,75,False,0.75,56.25
2012-12-02,58,58,False,0.58,33.64
2012-12-03,86,86,False,0.86,73.96
2012-12-04,80,80,False,0.8,64.0
2012-12-05,100,100,False,1.0,100.0
2012-12-06,81,81,False,0.81,65.61
2012-12-07,79,79,False,0.79,62.410000000000004
2012-12-08,88,88,False,0.88,77.44
2012-12-09,69,69,False,0.69,47.61
2012-12-10,82,82,False,0.82,67.24
2012-12-11,89,89,False,0.89,79.21000000000001
2012-12-12,84,84,False,0.84,70.56
2012-12-13,78,78,False,0.78,60.84
2012-12-14,58,58,False,0.58,33.64
2012-12-15,61,61,False,0.61,37.21
2012-12-16,59,59,False,0.59,34.809999999999995
2012-12-17,82,82,False,0.82,67.24
2012-12-18,81,81,False,0.81,65.61
2012-12-19,79,79,False,0.79,62.410000000000004
2012-12-20,62,62,False,0.62,38.44
2012-12-21,49,49,False,0.49,24.009999999999998
2012-12-22,65,65,False,0.65,42.25
2012-12-23,54,54,False,0.54,29.160000000000004
2012-12-24,54,54,False,0.54,29.160000000000004
2012-12-25,49,49,False,0.49,24.009999999999998
2012-12-26,76,76,False,0.76,57.76
2012-12-27,85,85,False,0.85,72.25
2012-12-28,77,77,False,0.77,59.29
2012-12-29,87,87,False,0.87,75.69
2012-12-30,46,46,False,0.46,21.16
2012-12-31,62,62,False,0.62,38.44
2013-01-01,49,49,False,0.49,24.009999999999998
2013-01-02,89,89,False,0.89,79.21000000000001
2013-01-03,73,73,False,0.73,53.29
2013-01-04,80,80,False,0.8,64.0
2013-01-05,74,74,False,0.74,54.76
2013-01-06,68,68,False,0.68,46.24
2013-01-07,78,78,False,0.78,60.84
2013-01-08,100,100,False,1.0,100.0
2013-01-09,73,73,False,0.73,53.29
2013-01-10,71,71,False,0.71,50.41
2013-01-11,76,76,False,0.76,57.76
2013-01-12,63,63,False,0.63,39.69
2013-01-13,49,49,False,0.49,24.009999999999998
2013-01-14,72,72,False,0.72,51.839999999999996
2013-01-15,69,69,False,0.69,47.61
2013-01-16,67,67,False,0.67,44.89
2013-01-17,59,59,False,0.59,34.809999999999995
2013-01-18,71,71,False,0.71,50.41
2013-01-19,77,77,False,0.77,59.29
2013-01-20,62,62,False,0.62,38.44
2013-01-21,89,89,False,0.89,79.21000000000001
2013-01-22,73,73,False,0.73,53.29
2013-01-23,53,53,False,0.53,28.09
2013-01-24,68,68,False,0.68,46.24
2013-01-25,61,61,False,0.61,37.21
2013-01-26,62,62,False,0.62,38.44
2013-01-27,59,59,False,0.59,34.809999999999995
2013-01-28,82,82,False,0.82,67.24
2013-01-29,80,80,False,0.8,64.0
2013-01-30,71,71,False,0.71,50.41
2013-01-31,70,70,False,0.7,49.0
2013-02-01,84,84,False,0.84,70.56
2013-02-02,72,72,False,0.72,51.839999999999996
2013-02-03,59,59,False,0.59,34.809999999999995
2013-02-04,65,65,False,0.65,42.25
2013-02-05,82,82,False,0.82,67.24
2013-02-06,100,100,False,1.0,100.0
2013-02-07,88,88,False,0.88,77.44
2013-02-08,76,76,False,0.76,57.76
2013-02-09,88,88,False,0.88,77.44
2013-02-10,74,74,False,0.74,54.76
2013-02-11,93,93,False,0.93,86.49000000000001
2013-02-12,82,82,False,0.82,67.24
2013-02-13,87,87,False,0.87,75.69
2013-02-14,78,78,False,0.78,60.84
2013-02-15,65,65,False,0.65,42.25
2013-02-16,83,83,False,0.83,68.89
2013-02-17,53,53,False,0.53,28.09
2013-02-18,83,83,False,0.83,68.89
2013-02-19,76,76,False,0.76,57.76
2013-02-20,94,94,False,0.94,88.36
2013-02-21,88,88,False,0.88,77.44
2013-02-22,92,92,False,0.92,84.64
2013-02-23,86,86,False,0.86,73.96
2013-02-24,99,99,False,0.99,98.01
2013-02-25,98,98,False,0.98,96.03999999999999
2013-02-26,92,92,False,0.92,84.64
2013-02-27,89,89,False,0.89,79.21000000000001
2013-02-28,85,85,False,0.85,72.25
2013-03-01,72,72,False,0.72,51.839999999999996
2013-03-02,78,78,False,0.78,60.84
2013-03-03,66,66,False,0.66,43.56
2013-03-04,77,77,False,0.77,59.29
2013-03-05,88,88,False,0.88,77.44
2013-03-06,83,83,False,0.83,68.89
2013-03-07,81,81,False,0.81,65.61
2013-03-08,63,63,False,0.63,39.69
2013-03-09,83,83,False,0.83,68.89
2013-03-10,67,67,False,0.67,44.89
2013-03-11,78,78,False,0.78,60.84
2013-03-12,92,92,False,0.92,84.64
2013-03-13,86,86,False,0.86,73.96
2013-03-14,87,87,False,0.87,75.69
2013-03-15,82,82,False,0.82,67.24
2013-03-16,72,72,False,0.72,51.839999999999996
2013-03-17,77,77,False,0.77,59.29
2013-03-18,100,100,False,1.0,100.0
2013-03-19,92,92,False,0.92,84.64
2013-03-20,82,82,False,0.82,67.24
2013-03-21,76,76,False,0.76,57.76
2013-03-22,66,66,False,0.66,43.56
2013-03-23,48,48,False,0.48,23.04
2013-03-24,63,63,False,0.63,39.69
2013-03-25,79,79,False,0.79,62.410000000000004
2013-03-26,91,91,False,0.91,82.81
2013-03-27,83,83,False,0.83,68.89
2013-03-28,77,77,False,0.77,59.29
2013-03-29,83,83,False,0.83,68.89
2013-03-30,69,69,False,0.69,47.61
2013-03-31,58,58,False,0.58,33.64
2013-04-01,88,88,False,0.88,77.44
2013-04-02,79,79,False,0.79,62.410000000000004
2013-04-03,87,87,False,0.87,75.69
2013-04-04,91,91,False,0.91,82.81
2013-04-05,82,82,False,0.82,67.24
2013-04-06,79,79,False,0.79,62.410000000000004
2013-04-07,81,81,False,0.81,65.61
2013-04-08,79,79,False,0.79,62.410000000000004
2013-04-09,87,87,False,0.87,75.69
2013-04-10,83,83,False,0.83,68.89
2013-04-11,75,75,False,0.75,56.25
2013-04-12,84,84,False,0.84,70.56
2013-04-13,79,79,False,0.79,62.410000000000004
2013-04-14,58,58,False,0.58,33.64
2013-04-15,76,76,False,0.76,57.76
2013-04-16,83,83,False,0.83,68.89
2013-04-17,79,79,False,0.79,62.410000000000004
2013-04-18,82,82,False,0.82,67.24
2013-04-19,75,75,False,0.75,56.25
2013-04-20,52,52,False,0.52,27.04
2013-04-21,68,68,False,0.68,46.24
2013-04-22,77,77,False,0.77,59.29
2013-04-23,98,98,False,0.98,96.03999999999999
2013-04-24,100,100,False,1.0,100.0
2013-04-25,81,81,False,0.81,65.61
2013-04-26,83,83,False,0.83,68.89
2013-04-27,59,59,False,0.59,34.809999999999995
2013-04-28,64,64,False,0.64,40.96
2013-04-29,90,90,False,0.9,81.0
2013-04-30,85,85,False,0.85,72.25
2013-05-01,77,77,False,0.77,59.29
2013-05-02,64,64,False,0.64,40.96
2013-05-03,80,80,False,0.8,64.0
2013-05-04,54,54,False,0.54,29.160000000000004
2013-05-05,57,57,False,0.57,32.489999999999995
2013-05-06,78,78,False,0.78,60.84
2013-05-07,68,68,False,0.68,46.24
2013-05-08,69,69,False,0.69,47.61
2013-05-09,86,86,False,0.86,73.96
2013-05-10,62,62,False,0.62,38.44
2013-05-11,65,65,False,0.65,42.25
2013-05-12,55,55,False,0.55,30.250000000000004
2013-05-13,81,81,False,0.81,65.61
2013-05-14,80,80,False,0.8,64.0
2013-05-15,70,70,False,0.7,49.0
2013-05-16,82,82,False,0.82,67.24
2013-05-17,67,67,False,0.67,44.89
2013-05-18,66,66,False,0.66,43.56
2013-05-19,46,46,False,0.46,21.16
2013-05-20,84,84,False,0.84,70.56
2013-05-21,74,74,False,0.74,54.76
2013-05-22,82,82,False,0.82,67.24
2013-05-23,72,72,False,0.72,51.839999999999996
2013-05-24,66,66,False,0.66,43.56
2013-05-25,62,62,False,0.62,38.44
2013-05-26,52,52,False,0.52,27.04
2013-05-27,60,60,False,0.6,36.0
2013-05-28,86,86,False,0.86,73.96
2013-05-29,100,100,False,1.0,100.0
2013-05-30,74,74,False,0.74,54.76
2013-05-31,81,81,False,0.81,65.61
2013-06-01,63,63,False,0.63,39.69
2013-06-02,59,59,False,0.59,34.809999999999995
2013-06-03,91,91,False,0.91,82.81
2013-06-04,99,99,False,0.99,98.01
2013-06-05,77,77,False,0.77,59.29
2013-06-06,73,73,False,0.73,53.29
2013-06-07,76,76,False,0.76,57.76
2013-06-08,61,61,False,0.61,37.21
2013-06-09,68,68,False,0.68,46.24
2013-06-10,100,100,False,1.0,100.0
2013-06-11,86,86,False,0.86,73.96
2013-06-12,83,83,False,0.83,68.89
2013-06-13,86,86,False,0.86,73.96
2013-06-14,72,72,False,0.72,51.839999999999996
2013-06-15,84,84,False,0.84,70.56
2013-06-16,89,89,False,0.89,79.21000000000001
2013-06-17,88,88,False,0.88,77.44
2013-06-18,91,91,False,0.91,82.81
2013-06-19,84,84,False,0.84,70.56
2013-06-20,89,89,False,0.89,79.21000000000001
2013-06-21,78,78,False,0.78,60.84
2013-06-22,74,74,False,0.74,54.76
2013-06-23,67,67,False,0.67,44.89
2013-06-24,94,94,False,0.94,88.36
2013-06-25,83,83,False,0.83,68.89
2013-06-26,82,82,False,0.82,67.24
2013-06-27,80,80,False,0.8,64.0
2013-06-28,88,88,False,0.88,77.44
2013-06-29,73,73,False,0.73,53.29
2013-06-30,75,75,False,0.75,56.25
2013-07-01,78,78,False,0.78,60.84
2013-07-02,86,86,False,0.86,73.96
2013-07-03,76,76,False,0.76,57.76
2013-07-04,67,67,False,0.67,44.89
2013-07-05,78,78,False,0.78,60.84
2013-07-06,74,74,False,0.74,54.76
2013-07-07,76,76,False,0.76,57.76
2013-07-08,84,84,False,0.84,70.56
2013-07-09,94,94,False,0.94,88.36
2013-07-10,81,81,False,0.81,65.61
2013-07-11,86,86,False,0.86,73.96
2013-07-12,82,82,False,0.82,67.24
2013-07-13,66,66,False,0.66,43.56
2013-07-14,58,58,False,0.58,33.64
2013-07-15,63,63,False,0.63,39.69
2013-07-16,79,79,False,0.79,62.410000000000004
2013-07-17,100,100,False,1.0,100.0
2013-07-18,77,77,False,0.77,59.29
2013-07-19,67,67,False,0.67,44.89
2013-07-20,68,68,False,0.68,46.24
2013-07-21,49,49,False,0.49,24.009999999999998
2013-07-22,80,80,False,0.8,64.0
2013-07-23,90,90,False,0.9,81.0
2013-07-24,71,71,False,0.71,50.41
2013-07-25,85,85,False,0.85,72.25
2013-07-26,83,83,False,0.83,68.89
2013-07-27,63,63,False,0.63,39.69
2013-07-28,66,66,False,0.66,43.56
2013-07-29,100,100,False,1.0,100.0
2013-07-30,100,100,False,1.0,100.0
2013-07-31,86,86,False,0.86,73.96
2013-08-01,92,92,False,0.92,84.64
2013-08-02,88,88,False,0.88,77.44
2013-08-03,79,79,False,0.79,62.410000000000004
2013-08-04,75,75,False,0.75,56.25
2013-08-05,96,96,False,0.96,92.16
2013-08-06,100,100,False,1.0,100.0
2013-08-07,76,76,False,0.76,57.76
2013-08-08,84,84,False,0.84,70.56
2013-08-09,72,72,False,0.72,51.839999999999996
2013-08-10,87,87,False,0.87,75.69
2013-08-11,60,60,False,0.6,36.0
2013-08-12,90,90,False,0.9,81.0
2013-08-13,85,85,False,0.85,72.25
2013-08-14,89,89,False,0.89,79.21000000000001
2013-08-15,94,94,False,0.94,88.36
2013-08-16,86,86,False,0.86,73.96
2013-08-17,77,77,False,0.77,59.29
2013-08-18,66,66,False,0.66,43.56
2013-08-19,86,86,False,0.86,73.96
2013-08-20,94,94,False,0.94,88.36
2013-08-21,81,81,False,0.81,65.61
2013-08-22,59,59,False,0.59,34.809999999999995
2013-08-23,83,83,False,0.83,68.89
2013-08-24,87,87,False,0.87,75.69
2013-08-25,75,75,False,0.75,56.25
2013-08-26,75,75,False,0.75,56.25
2013-08-27,75,75,False,0.75,56.25
2013-08-28,95,95,False,0.95,90.25
2013-08-29,87,87,False,0.87,75.69
2013-08-30,85,85,False,0.85,72.25
2013-08-31,63,63,False,0.63,39.69
2013-09-01,59,59,False,0.59,34.809999999999995
2013-09-02,66,66,False,0.66,43.56
2013-09-03,90,90,False,0.9,81.0
2013-09-04,100,100,False,1.0,100.0
2013-09-05,89,89,False,0.89,79.21000000000001
2013-09-06,83,83,False,0.83,68.89
2013-09-07,78,78,False,0.78,60.84
2013-09-08,64,64,False,0.64,40.96
2013-09-09,81,81,False,0.81,65.61
2013-09-10,86,86,False,0.86,73.96
2013-09-11,97,97,False,0.97,94.09
2013-09-12,87,87,False,0.87,75.69
2013-09-13,69,69,False,0.69,47.61
2013-09-14,57,57,False,0.57,32.489999999999995
2013-09-15,75,75,False,0.75,56.25
2013-09-16,71,71,False,0.71,50.41
2013-09-17,77,77,False,0.77,59.29
2013-09-18,86,86,False,0.86,73.96
2013-09-19,97,97,False,0.97,94.09
2013-09-20,74,74,False,0.74,54.76
2013-09-21,69,69,False,0.69,47.61
2013-09-22,67,67,False,0.67,44.89
2013-09-23,96,96,False,0.96,92.16
2013-09-24,88,88,False,0.88,77.44
2013-09-25,91,91,False,0.91,82.81
2013-09-26,80,80,False,0.8,64.0
2013-09-27,82,82,False,0.82,67.24
2013-09-28,70,70,False,0.7,49.0
2013-09-29,74,74,False,0.74,54.76
2013-09-30,94,94,False,0.94,88.36
2013-10-01,99,99,False,0.99,98.01
2013-10-02,82,82,False,0.82,67.24
2013-10-03,94,94,False,0.94,88.36
2013-10-04,93,93,False,0.93,86.49000000000001
2013-10-05,64,64,False,0.64,40.96
2013-10-06,64,64,False,0.64,40.96
2013-10-07,87,87,False,0.87,75.69
2013-10-08,84,84,False,0.84,70.56
2013-10-09,75,75,False,0.75,56.25
2013-10-10,72,72,False,0.72,51.839999999999996
2013-10-11,91,91,False,0.91,82.81
2013-10-12,62,62,False,0.62,38.44
2013-10-13,66,66,False,0.66,43.56
2013-10-14,81,81,False,0.81,65.61
2013-10-15,81,81,False,0.81,65.61
2013-10-16,66,66,False,0.66,43.56
2013-10-17,71,71,False,0.71,50.41
2013-10-18,77,77,False,0.77,59.29
2013-10-19,73,73,False,0.73,53.29
2013-10-20,58,58,False,0.58,33.64
2013-10-21,100,100,False,1.0,100.0
2013-10-22,76,76,False,0.76,57.76
2013-10-23,91,91,False,0.91,82.81
2013-10-24,72,72,False,0.72,51.839999999999996
2013-10-25,76,76,False,0.76,57.76
2013-10-26,62,62,False,0.62,38.44
2013-10-27,55,55,False,0.55,30.250000000000004
2013-10-28,79,79,False,0.79,62.410000000000004
2013-10-29,81,81,False,0.81,65.61
2013-10-30,71,71,False,0.71,50.41
2013-10-31,86,86,False,0.86,73.96
2013-11-01,98,98,False,0.98,96.03999999999999
2013-11-02,69,69,False,0.69,47.61
2013-11-03,71,71,False,0.71,50.41
2013-11-04,93,93,False,0.93,86.49000000000001
2013-11-05,83,83,False,0.83,68.89
2013-11-06,92,92,False,0.92,84.64
2013-11-07,100,100,False,1.0,100.0
2013-11-08,93,93,False,0.93,86.49000000000001
2013-11-09,76,76,False,0.76,57.76
2013-11-10,63,63,False,0.63,39.69
2013-11-11,89,89,False,0.89,79.21000000000001
2013-11-12,80,80,False,0.8,64.0
2013-11-13,90,90,False,0.9,81.0
2013-11-14,93,93,False,0.93,86.49000000000001
2013-11-15,81,81,False,0.81,65.61
2013-11-16,99,99,False,0.99,98.01
2013-11-17,74,74,False,0.74,54.76
2013-11-18,89,89,False,0.89,79.21000000000001
2013-11-19,97,97,False,0.97,94.09
2013-11-20,89,89,False,0.89,79.21000000000001
2013-11-21,79,79,False,0.79,62.410000000000004
2013-11-22,69,69,False,0.69,47.61
2013-11-23,69,69,False,0.69,47.61
2013-11-24,67,67,False,0.67,44.89
2013-11-25,95,95,False,0.95,90.25
2013-11-26,91,91,False,0.91,82.81
2013-11-27,72,72,False,0.72,51.839999999999996
2013-11-28,50,50,False,0.5,25.0
2013-11-29,66,66,False,0.66,43.56
2013-11-30,71,71,False,0.71,50.41
2013-12-01,58,58,False,0.58,33.64
2013-12-02,86,86,False,0.86,73.96
2013-12-03,88,88,False,0.88,77.44
2013-12-04,79,79,False,0.79,62.410000000000004
2013-12-05,76,76,False,0.76,57.76
2013-12-06,76,76,False,0.76,57.76
2013-12-07,77,77,False,0.77,59.29
2013-12-08,63,63,False,0.63,39.69
2013-12-09,92,92,False,0.92,84.64
2013-12-10,83,83,False,0.83,68.89
2013-12-11,70,70,False,0.7,49.0
2013-12-12,68,68,False,0.68,46.24
2013-12-13,85,85,False,0.85,72.25
2013-12-14,56,56,False,0.56,31.360000000000003
2013-12-15,56,56,False,0.56,31.360000000000003
2013-12-16,77,77,False,0.77,59.29
2013-12-17,79,79,False,0.79,62.410000000000004
2013-12-18,92,92,False,0.92,84.64
2013-12-19,96,96,False,0.96,92.16
2013-12-20,76,76,False,0.76,57.76
2013-12-21,70,70,False,0.7,49.0
2013-12-22,64,64,False,0.64,40.96
2013-12-23,56,56,False,0.56,31.360000000000003
2013-12-24,52,52,False,0.52,27.04
2013-12-25,58,58,False,0.58,33.64
2013-12-26,100,100,False,1.0,100.0
2013-12-27,95,95,False,0.95,90.25
2013-12-28,78,78,False,0.78,60.84
2013-12-29,92,92,False,0.92,84.64
2013-12-30,98,98,False,0.98,96.03999999999999
2013-12-31,82,82,False,0.82,67.24
2014-01-01,62,62,False,0.62,38.44
2014-01-02,100,100,False,1.0,100.0
2014-01-03,81,81,False,0.81,65.61
2014-01-04,85,85,False,0.85,72.25
2014-01-05,76,76,False,0.76,57.76
2014-01-06,84,84,False,0.84,70.56
2014-01-07,97,97,False,0.97,94.09
2014-01-08,99,99,False,0.99,98.01
2014-01-09,71,71,False,0.71,50.41
2014-01-10,94,94,False,0.94,88.36
2014-01-11,81,81,False,0.81,65.61
2014-01-12,81,81,False,0.81,65.61
2014-01-13,88,88,False,0.88,77.44
2014-01-14,88,88,False,0.88,77.44
2014-01-15,81,81,False,0.81,65.61
2014-01-16,98,98,False,0.98,96.03999999999999
2014-01-17,86,86,False,0.86,73.96
2014-01-18,86,86,False,0.86,73.96
2014-01-19,77,77,False,0.77,59.29
2014-01-20,95,95,False,0.95,90.25
2014-01-21,79,79,False,0.79,62.410000000000004
2014-01-22,85,85,False,0.85,72.25
2014-01-23,88,88,False,0.88,77.44
2014-01-24,83,83,False,0.83,68.89
2014-01-25,67,67,False,0.67,44.89
2014-01-26,68,68,False,0.68,46.24
2014-01-27,91,91,False,0.91,82.81
2014-01-28,90,90,False,0.9,81.0
2014-01-29,77,77,False,0.77,59.29
2014-01-30,84,84,False,0.84,70.56
2014-01-31,76,76,False,0.76,57.76
2014-02-01,80,80,False,0.8,64.0
2014-02-02,65,65,False,0.65,42.25
2014-02-03,77,77,False,0.77,59.29
2014-02-04,81,81,False,0.81,65.61
2014-02-05,70,70,False,0.7,49.0
2014-02-06,98,98,False,0.98,96.03999999999999
2014-02-07,80,80,False,0.8,64.0
2014-02-08,84,84,False,0.84,70.56
2014-02-09,81,81,False,0.81,65.61
2014-02-10,89,89,False,0.89,79.21000000000001
2014-02-11,87,87,False,0.87,75.69
2014-02-12,85,85,False,0.85,72.25
2014-02-13,68,68,False,0.68,46.24
2014-02-14,65,65,False,0.65,42.25
2014-02-15,72,72,False,0.72,51.839999999999996
2014-02-16,68,68,False,0.68,46.24
2014-02-17,87,87,False,0.87,75.69
