date,DONATION_unscaled,DONATION_monthly,isPartial,scale,DONATION
2012-07-10,74,55.0,,0.55,40.7
2012-07-11,94,55.0,,0.55,51.7
2012-07-12,92,55.0,,0.55,50.6
2012-07-13,82,55.0,,0.55,45.1
2012-07-14,51,55.0,,0.55,28.05
2012-07-15,84,55.0,,0.55,46.2
2012-07-16,78,55.0,,0.55,42.900000000000006
2012-07-17,76,55.0,,0.55,41.800000000000004
2012-07-18,100,55.0,,0.55,55.00000000000001
2012-07-19,72,55.0,,0.55,39.6
2012-07-20,65,55.0,,0.55,35.75
2012-07-21,65,55.0,,0.55,35.75
2012-07-22,72,55.0,,0.55,39.6
2012-07-23,78,55.0,,0.55,42.900000000000006
2012-07-24,87,55.0,,0.55,47.85
2012-07-25,90,55.0,,0.55,49.50000000000001
2012-07-26,66,55.0,,0.55,36.300000000000004
2012-07-27,88,55.0,,0.55,48.400000000000006
2012-07-28,66,55.0,,0.55,36.300000000000004
2012-07-29,80,55.0,,0.55,44.0
2012-07-30,90,55.0,,0.55,49.50000000000001
2012-07-31,100,55.0,,0.55,55.00000000000001
2012-08-01,91,54.0,False,0.54,49.14
2012-08-02,95,54.0,,0.54,51.300000000000004
2012-08-03,77,54.0,,0.54,41.580000000000005
2012-08-04,74,54.0,,0.54,39.96
2012-08-05,76,54.0,,0.54,41.040000000000006
2012-08-06,91,54.0,,0.54,49.14
2012-08-07,76,54.0,,0.54,41.040000000000006
2012-08-08,87,54.0,,0.54,46.980000000000004
2012-08-09,84,54.0,,0.54,45.36
2012-08-10,82,54.0,,0.54,44.28
2012-08-11,75,54.0,,0.54,40.5
2012-08-12,61,54.0,,0.54,32.940000000000005
2012-08-13,100,54.0,,0.54,54.0
2012-08-14,88,54.0,,0.54,47.52
2012-08-15,88,54.0,,0.54,47.52
2012-08-16,91,54.0,,0.54,49.14
2012-08-17,78,54.0,,0.54,42.120000000000005
2012-08-18,71,54.0,,0.54,38.34
2012-08-19,73,54.0,,0.54,39.42
2012-08-20,89,54.0,,0.54,48.06
2012-08-21,88,54.0,,0.54,47.52
2012-08-22,80,54.0,,0.54,43.2
2012-08-23,87,54.0,,0.54,46.980000000000004
2012-08-24,100,54.0,,0.54,54.0
2012-08-25,71,54.0,,0.54,38.34
2012-08-26,83,54.0,,0.54,44.82
2012-08-27,81,54.0,,0.54,43.74
2012-08-28,89,54.0,,0.54,48.06
2012-08-29,82,54.0,,0.54,44.28
2012-08-30,95,54.0,,0.54,51.300000000000004
2012-08-31,76,54.0,,0.54,41.040000000000006
2012-09-01,54,52.0,False,0.52,28.080000000000002
2012-09-02,72,52.0,,0.52,37.44
2012-09-03,59,52.0,,0.52,30.68
2012-09-04,75,52.0,,0.52,39.0
2012-09-05,82,52.0,,0.52,42.64
2012-09-06,78,52.0,,0.52,40.56
2012-09-07,79,52.0,,0.52,41.08
2012-09-08,73,52.0,,0.52,37.96
2012-09-09,63,52.0,,0.52,32.76
2012-09-10,94,52.0,,0.52,48.88
2012-09-11,81,52.0,,0.52,42.120000000000005
2012-09-12,81,52.0,,0.52,42.120000000000005
2012-09-13,81,52.0,,0.52,42.120000000000005
2012-09-14,78,52.0,,0.52,40.56
2012-09-15,60,52.0,,0.52,31.200000000000003
2012-09-16,68,52.0,,0.52,35.36
2012-09-17,85,52.0,,0.52,44.2
2012-09-18,91,52.0,,0.52,47.32
2012-09-19,89,52.0,,0.52,46.28
2012-09-20,77,52.0,,0.52,40.04
2012-09-21,83,52.0,,0.52,43.160000000000004
2012-09-22,82,52.0,,0.52,42.64
2012-09-23,61,52.0,,0.52,31.720000000000002
2012-09-24,100,52.0,,0.52,52.0
2012-09-25,88,52.0,,0.52,45.760000000000005
2012-09-26,89,52.0,,0.52,46.28
2012-09-27,86,52.0,,0.52,44.72
2012-09-28,81,52.0,,0.52,42.120000000000005
2012-09-29,76,52.0,,0.52,39.52
2012-09-30,62,52.0,,0.52,32.24
2012-10-01,77,52.0,False,0.52,40.04
2012-10-02,76,52.0,,0.52,39.52
2012-10-03,80,52.0,,0.52,41.6
2012-10-04,88,52.0,,0.52,45.760000000000005
2012-10-05,83,52.0,,0.52,43.160000000000004
2012-10-06,63,52.0,,0.52,32.76
2012-10-07,66,52.0,,0.52,34.32
2012-10-08,76,52.0,,0.52,39.52
2012-10-09,90,52.0,,0.52,46.800000000000004
2012-10-10,92,52.0,,0.52,47.84
2012-10-11,77,52.0,,0.52,40.04
2012-10-12,60,52.0,,0.52,31.200000000000003
2012-10-13,64,52.0,,0.52,33.28
2012-10-14,52,52.0,,0.52,27.04
2012-10-15,94,52.0,,0.52,48.88
2012-10-16,72,52.0,,0.52,37.44
2012-10-17,82,52.0,,0.52,42.64
2012-10-18,76,52.0,,0.52,39.52
2012-10-19,75,52.0,,0.52,39.0
2012-10-20,60,52.0,,0.52,31.200000000000003
2012-10-21,64,52.0,,0.52,33.28
2012-10-22,77,52.0,,0.52,40.04
2012-10-23,76,52.0,,0.52,39.52
2012-10-24,100,52.0,,0.52,52.0
2012-10-25,77,52.0,,0.52,40.04
2012-10-26,81,52.0,,0.52,42.120000000000005
2012-10-27,74,52.0,,0.52,38.480000000000004
2012-10-28,60,52.0,,0.52,31.200000000000003
2012-10-29,57,52.0,,0.52,29.64
2012-10-30,85,52.0,,0.52,44.2
2012-10-31,91,52.0,,0.52,47.32
2012-11-01,80,64.0,False,0.64,51.2
2012-11-02,77,64.0,,0.64,49.28
2012-11-03,100,64.0,,0.64,64.0
2012-11-04,86,64.0,,0.64,55.04
2012-11-05,93,64.0,,0.64,59.52
2012-11-06,74,64.0,,0.64,47.36
2012-11-07,58,64.0,,0.64,37.12
2012-11-08,75,64.0,,0.64,48.0
2012-11-09,69,64.0,,0.64,44.160000000000004
2012-11-10,62,64.0,,0.64,39.68
2012-11-11,49,64.0,,0.64,31.36
2012-11-12,69,64.0,,0.64,44.160000000000004
2012-11-13,67,64.0,,0.64,42.88
2012-11-14,68,64.0,,0.64,43.52
2012-11-15,71,64.0,,0.64,45.44
2012-11-16,60,64.0,,0.64,38.4
2012-11-17,53,64.0,,0.64,33.92
2012-11-18,45,64.0,,0.64,28.8
2012-11-19,61,64.0,,0.64,39.04
2012-11-20,56,64.0,,0.64,35.84
2012-11-21,52,64.0,,0.64,33.28
2012-11-22,33,64.0,,0.64,21.12
2012-11-23,33,64.0,,0.64,21.12
2012-11-24,44,64.0,,0.64,28.16
2012-11-25,46,64.0,,0.64,29.44
2012-11-26,58,64.0,,0.64,37.12
2012-11-27,70,64.0,,0.64,44.800000000000004
2012-11-28,64,64.0,,0.64,40.96
2012-11-29,61,64.0,,0.64,39.04
2012-11-30,57,64.0,,0.64,36.480000000000004
2012-12-01,77,54.0,False,0.54,41.580000000000005
2012-12-02,70,54.0,,0.54,37.800000000000004
2012-12-03,89,54.0,,0.54,48.06
2012-12-04,85,54.0,,0.54,45.900000000000006
2012-12-05,97,54.0,,0.54,52.38
2012-12-06,100,54.0,,0.54,54.0
2012-12-07,95,54.0,,0.54,51.300000000000004
2012-12-08,73,54.0,,0.54,39.42
2012-12-09,66,54.0,,0.54,35.64
2012-12-10,80,54.0,,0.54,43.2
2012-12-11,73,54.0,,0.54,39.42
2012-12-12,78,54.0,,0.54,42.120000000000005
2012-12-13,82,54.0,,0.54,44.28
2012-12-14,80,54.0,,0.54,43.2
2012-12-15,64,54.0,,0.54,34.56
2012-12-16,99,54.0,,0.54,53.46
2012-12-17,81,54.0,,0.54,43.74
2012-12-18,80,54.0,,0.54,43.2
2012-12-19,86,54.0,,0.54,46.440000000000005
2012-12-20,78,54.0,,0.54,42.120000000000005
2012-12-21,82,54.0,,0.54,44.28
2012-12-22,74,54.0,,0.54,39.96
2012-12-23,65,54.0,,0.54,35.1
2012-12-24,75,54.0,,0.54,40.5
2012-12-25,38,54.0,,0.54,20.520000000000003
2012-12-26,73,54.0,,0.54,39.42
2012-12-27,93,54.0,,0.54,50.220000000000006
2012-12-28,98,54.0,,0.54,52.92
2012-12-29,81,54.0,,0.54,43.74
2012-12-30,73,54.0,,0.54,39.42
2012-12-31,99,54.0,,0.54,53.46
2013-01-01,71,52.0,False,0.52,36.92
2013-01-02,76,52.0,,0.52,39.52
2013-01-03,80,52.0,,0.52,41.6
2013-01-04,93,52.0,,0.52,48.36
2013-01-05,72,52.0,,0.52,37.44
2013-01-06,88,52.0,,0.52,45.760000000000005
2013-01-07,91,52.0,,0.52,47.32
2013-01-08,79,52.0,,0.52,41.08
2013-01-09,85,52.0,,0.52,44.2
2013-01-10,85,52.0,,0.52,44.2
2013-01-11,83,52.0,,0.52,43.160000000000004
2013-01-12,76,52.0,,0.52,39.52
2013-01-13,68,52.0,,0.52,35.36
2013-01-14,85,52.0,,0.52,44.2
2013-01-15,87,52.0,,0.52,45.24
2013-01-16,90,52.0,,0.52,46.800000000000004
2013-01-17,88,52.0,,0.52,45.760000000000005
2013-01-18,76,52.0,,0.52,39.52
2013-01-19,78,52.0,,0.52,40.56
2013-01-20,53,52.0,,0.52,27.560000000000002
2013-01-21,69,52.0,,0.52,35.88
2013-01-22,90,52.0,,0.52,46.800000000000004
2013-01-23,86,52.0,,0.52,44.72
2013-01-24,94,52.0,,0.52,48.88
2013-01-25,81,52.0,,0.52,42.120000000000005
2013-01-26,79,52.0,,0.52,41.08
2013-01-27,73,52.0,,0.52,37.96
2013-01-28,100,52.0,,0.52,52.0
2013-01-29,99,52.0,,0.52,51.480000000000004
2013-01-30,85,52.0,,0.52,44.2
2013-01-31,86,52.0,,0.52,44.72
2013-02-01,77,54.0,False,0.54,41.580000000000005
2013-02-02,70,54.0,,0.54,37.800000000000004
2013-02-03,66,54.0,,0.54,35.64
2013-02-04,82,54.0,,0.54,44.28
2013-02-05,100,54.0,,0.54,54.0
2013-02-06,79,54.0,,0.54,42.660000000000004
2013-02-07,96,54.0,,0.54,51.84
2013-02-08,93,54.0,,0.54,50.220000000000006
2013-02-09,69,54.0,,0.54,37.260000000000005
2013-02-10,64,54.0,,0.54,34.56
2013-02-11,96,54.0,,0.54,51.84
2013-02-12,88,54.0,,0.54,47.52
2013-02-13,93,54.0,,0.54,50.220000000000006
2013-02-14,89,54.0,,0.54,48.06
2013-02-15,75,54.0,,0.54,40.5
2013-02-16,90,54.0,,0.54,48.6
2013-02-17,90,54.0,,0.54,48.6
2013-02-18,92,54.0,,0.54,49.68000000000001
2013-02-19,100,54.0,,0.54,54.0
2013-02-20,96,54.0,,0.54,51.84
2013-02-21,95,54.0,,0.54,51.300000000000004
2013-02-22,98,54.0,,0.54,52.92
2013-02-23,82,54.0,,0.54,44.28
2013-02-24,98,54.0,,0.54,52.92
2013-02-25,85,54.0,,0.54,45.900000000000006
2013-02-26,83,54.0,,0.54,44.82
2013-02-27,97,54.0,,0.54,52.38
2013-02-28,84,54.0,,0.54,45.36
2013-03-01,68,52.0,False,0.52,35.36
2013-03-02,77,52.0,,0.52,40.04
2013-03-03,79,52.0,,0.52,41.08
2013-03-04,86,52.0,,0.52,44.72
2013-03-05,89,52.0,,0.52,46.28
2013-03-06,83,52.0,,0.52,43.160000000000004
2013-03-07,92,52.0,,0.52,47.84
2013-03-08,91,52.0,,0.52,47.32
2013-03-09,83,52.0,,0.52,43.160000000000004
2013-03-10,82,52.0,,0.52,42.64
2013-03-11,96,52.0,,0.52,49.92
2013-03-12,84,52.0,,0.52,43.68
2013-03-13,89,52.0,,0.52,46.28
2013-03-14,81,52.0,,0.52,42.120000000000005
2013-03-15,82,52.0,,0.52,42.64
2013-03-16,72,52.0,,0.52,37.44
2013-03-17,76,52.0,,0.52,39.52
2013-03-18,84,52.0,,0.52,43.68
2013-03-19,93,52.0,,0.52,48.36
2013-03-20,87,52.0,,0.52,45.24
2013-03-21,90,52.0,,0.52,46.800000000000004
2013-03-22,74,52.0,,0.52,38.480000000000004
2013-03-23,69,52.0,,0.52,35.88
2013-03-24,81,52.0,,0.52,42.120000000000005
2013-03-25,100,52.0,,0.52,52.0
2013-03-26,98,52.0,,0.52,50.96
2013-03-27,93,52.0,,0.52,48.36
2013-03-28,85,52.0,,0.52,44.2
2013-03-29,94,52.0,,0.52,48.88
2013-03-30,76,52.0,,0.52,39.52
2013-03-31,57,52.0,,0.52,29.64
2013-04-01,75,58.0,False,0.58,43.5
2013-04-02,78,58.0,,0.58,45.239999999999995
2013-04-03,72,58.0,,0.58,41.76
2013-04-04,65,58.0,,0.58,37.699999999999996
2013-04-05,64,58.0,,0.58,37.12
2013-04-06,70,58.0,,0.58,40.599999999999994
2013-04-07,73,58.0,,0.58,42.339999999999996
2013-04-08,80,58.0,,0.58,46.4
2013-04-09,71,58.0,,0.58,41.18
2013-04-10,78,58.0,,0.58,45.239999999999995
2013-04-11,65,58.0,,0.58,37.699999999999996
2013-04-12,63,58.0,,0.58,36.54
2013-04-13,68,58.0,,0.58,39.44
2013-04-14,71,58.0,,0.58,41.18
2013-04-15,96,58.0,,0.58,55.67999999999999
2013-04-16,100,58.0,,0.58,57.99999999999999
2013-04-17,71,58.0,,0.58,41.18
2013-04-18,88,58.0,,0.58,51.04
2013-04-19,67,58.0,,0.58,38.86
2013-04-20,64,58.0,,0.58,37.12
2013-04-21,57,58.0,,0.58,33.059999999999995
2013-04-22,78,58.0,,0.58,45.239999999999995
2013-04-23,71,58.0,,0.58,41.18
2013-04-24,79,58.0,,0.58,45.82
2013-04-25,70,58.0,,0.58,40.599999999999994
2013-04-26,63,58.0,,0.58,36.54
2013-04-27,63,58.0,,0.58,36.54
2013-04-28,59,58.0,,0.58,34.22
2013-04-29,68,58.0,,0.58,39.44
2013-04-30,71,58.0,,0.58,41.18
2013-05-01,65,54.0,False,0.54,35.1
2013-05-02,64,54.0,,0.54,34.56
2013-05-03,53,54.0,,0.54,28.62
2013-05-04,53,54.0,,0.54,28.62
2013-05-05,42,54.0,,0.54,22.68
2013-05-06,60,54.0,,0.54,32.400000000000006
2013-05-07,57,54.0,,0.54,30.78
2013-05-08,59,54.0,,0.54,31.860000000000003
2013-05-09,56,54.0,,0.54,30.240000000000002
2013-05-10,53,54.0,,0.54,28.62
2013-05-11,49,54.0,,0.54,26.46
2013-05-12,48,54.0,,0.54,25.92
2013-05-13,61,54.0,,0.54,32.940000000000005
2013-05-14,65,54.0,,0.54,35.1
2013-05-15,61,54.0,,0.54,32.940000000000005
2013-05-16,58,54.0,,0.54,31.32
2013-05-17,50,54.0,,0.54,27.0
2013-05-18,51,54.0,,0.54,27.540000000000003
2013-05-19,45,54.0,,0.54,24.3
2013-05-20,69,54.0,,0.54,37.260000000000005
2013-05-21,100,54.0,,0.54,54.0
2013-05-22,87,54.0,,0.54,46.980000000000004
2013-05-23,68,54.0,,0.54,36.72
2013-05-24,60,54.0,,0.54,32.400000000000006
2013-05-25,62,54.0,,0.54,33.480000000000004
2013-05-26,47,54.0,,0.54,25.380000000000003
2013-05-27,56,54.0,,0.54,30.240000000000002
2013-05-28,77,54.0,,0.54,41.580000000000005
2013-05-29,72,54.0,,0.54,38.88
2013-05-30,72,54.0,,0.54,38.88
2013-05-31,71,54.0,,0.54,38.34
2013-06-01,70,53.0,False,0.53,37.1
2013-06-02,62,53.0,,0.53,32.86
2013-06-03,91,53.0,,0.53,48.230000000000004
2013-06-04,90,53.0,,0.53,47.7
2013-06-05,82,53.0,,0.53,43.46
2013-06-06,86,53.0,,0.53,45.580000000000005
2013-06-07,81,53.0,,0.53,42.93
2013-06-08,75,53.0,,0.53,39.75
2013-06-09,74,53.0,,0.53,39.22
2013-06-10,82,53.0,,0.53,43.46
2013-06-11,97,53.0,,0.53,51.410000000000004
2013-06-12,100,53.0,,0.53,53.0
2013-06-13,85,53.0,,0.53,45.050000000000004
2013-06-14,84,53.0,,0.53,44.52
2013-06-15,73,53.0,,0.53,38.690000000000005
2013-06-16,77,53.0,,0.53,40.81
2013-06-17,83,53.0,,0.53,43.99
2013-06-18,85,53.0,,0.53,45.050000000000004
2013-06-19,74,53.0,,0.53,39.22
2013-06-20,74,53.0,,0.53,39.22
2013-06-21,91,53.0,,0.53,48.230000000000004
2013-06-22,85,53.0,,0.53,45.050000000000004
2013-06-23,64,53.0,,0.53,33.92
2013-06-24,93,53.0,,0.53,49.29
2013-06-25,91,53.0,,0.53,48.230000000000004
2013-06-26,84,53.0,,0.53,44.52
2013-06-27,81,53.0,,0.53,42.93
2013-06-28,74,53.0,,0.53,39.22
2013-06-29,70,53.0,,0.53,37.1
2013-06-30,75,53.0,,0.53,39.75
2013-07-01,79,53.0,False,0.53,41.870000000000005
2013-07-02,79,53.0,,0.53,41.870000000000005
2013-07-03,79,53.0,,0.53,41.870000000000005
2013-07-04,51,53.0,,0.53,27.03
2013-07-05,66,53.0,,0.53,34.980000000000004
2013-07-06,58,53.0,,0.53,30.740000000000002
2013-07-07,61,53.0,,0.53,32.33
2013-07-08,87,53.0,,0.53,46.11
2013-07-09,91,53.0,,0.53,48.230000000000004
2013-07-10,76,53.0,,0.53,40.28
2013-07-11,74,53.0,,0.53,39.22
2013-07-12,82,53.0,,0.53,43.46
2013-07-13,59,53.0,,0.53,31.270000000000003
2013-07-14,53,53.0,,0.53,28.09
2013-07-15,73,53.0,,0.53,38.690000000000005
2013-07-16,80,53.0,,0.53,42.400000000000006
2013-07-17,73,53.0,,0.53,38.690000000000005
2013-07-18,86,53.0,,0.53,45.580000000000005
2013-07-19,80,53.0,,0.53,42.400000000000006
2013-07-20,69,53.0,,0.53,36.57
2013-07-21,66,53.0,,0.53,34.980000000000004
2013-07-22,79,53.0,,0.53,41.870000000000005
2013-07-23,89,53.0,,0.53,47.17
2013-07-24,81,53.0,,0.53,42.93
2013-07-25,80,53.0,,0.53,42.400000000000006
2013-07-26,76,53.0,,0.53,40.28
2013-07-27,75,53.0,,0.53,39.75
2013-07-28,65,53.0,,0.53,34.45
2013-07-29,100,53.0,,0.53,53.0
2013-07-30,76,53.0,,0.53,40.28
2013-07-31,81,53.0,,0.53,42.93
2013-08-01,90,54.0,False,0.54,48.6
2013-08-02,94,54.0,,0.54,50.760000000000005
2013-08-03,86,54.0,,0.54,46.440000000000005
2013-08-04,72,54.0,,0.54,38.88
2013-08-05,96,54.0,,0.54,51.84
2013-08-06,98,54.0,,0.54,52.92
2013-08-07,84,54.0,,0.54,45.36
2013-08-08,100,54.0,,0.54,54.0
2013-08-09,84,54.0,,0.54,45.36
2013-08-10,84,54.0,,0.54,45.36
2013-08-11,71,54.0,,0.54,38.34
2013-08-12,90,54.0,,0.54,48.6
2013-08-13,94,54.0,,0.54,50.760000000000005
2013-08-14,93,54.0,,0.54,50.220000000000006
2013-08-15,88,54.0,,0.54,47.52
2013-08-16,79,54.0,,0.54,42.660000000000004
2013-08-17,78,54.0,,0.54,42.120000000000005
2013-08-18,71,54.0,,0.54,38.34
2013-08-19,85,54.0,,0.54,45.900000000000006
2013-08-20,87,54.0,,0.54,46.980000000000004
2013-08-21,86,54.0,,0.54,46.440000000000005
2013-08-22,94,54.0,,0.54,50.760000000000005
2013-08-23,87,54.0,,0.54,46.980000000000004
2013-08-24,73,54.0,,0.54,39.42
2013-08-25,79,54.0,,0.54,42.660000000000004
2013-08-26,87,54.0,,0.54,46.980000000000004
2013-08-27,90,54.0,,0.54,48.6
2013-08-28,90,54.0,,0.54,48.6
2013-08-29,91,54.0,,0.54,49.14
2013-08-30,80,54.0,,0.54,43.2
2013-08-31,69,54.0,,0.54,37.260000000000005
2013-09-01,61,52.0,False,0.52,31.720000000000002
2013-09-02,68,52.0,,0.52,35.36
2013-09-03,78,52.0,,0.52,40.56
2013-09-04,85,52.0,,0.52,44.2
2013-09-05,77,52.0,,0.52,40.04
2013-09-06,82,52.0,,0.52,42.64
2013-09-07,57,52.0,,0.52,29.64
2013-09-08,61,52.0,,0.52,31.720000000000002
2013-09-09,81,52.0,,0.52,42.120000000000005
2013-09-10,82,52.0,,0.52,42.64
2013-09-11,84,52.0,,0.52,43.68
2013-09-12,78,52.0,,0.52,40.56
2013-09-13,80,52.0,,0.52,41.6
2013-09-14,73,52.0,,0.52,37.96
2013-09-15,59,52.0,,0.52,30.68
2013-09-16,79,52.0,,0.52,41.08
2013-09-17,91,52.0,,0.52,47.32
2013-09-18,88,52.0,,0.52,45.760000000000005
2013-09-19,89,52.0,,0.52,46.28
2013-09-20,83,52.0,,0.52,43.160000000000004
2013-09-21,69,52.0,,0.52,35.88
2013-09-22,73,52.0,,0.52,37.96
2013-09-23,92,52.0,,0.52,47.84
2013-09-24,87,52.0,,0.52,45.24
2013-09-25,94,52.0,,0.52,48.88
2013-09-26,100,52.0,,0.52,52.0
2013-09-27,77,52.0,,0.52,40.04
2013-09-28,86,52.0,,0.52,44.72
2013-09-29,77,52.0,,0.52,40.04
2013-09-30,84,52.0,,0.52,43.68
2013-10-01,76,54.0,False,0.54,41.040000000000006
2013-10-02,71,54.0,,0.54,38.34
2013-10-03,78,54.0,,0.54,42.120000000000005
2013-10-04,71,54.0,,0.54,38.34
2013-10-05,68,54.0,,0.54,36.72
2013-10-06,61,54.0,,0.54,32.940000000000005
2013-10-07,91,54.0,,0.54,49.14
2013-10-08,93,54.0,,0.54,50.220000000000006
2013-10-09,94,54.0,,0.54,50.760000000000005
2013-10-10,90,54.0,,0.54,48.6
2013-10-11,94,54.0,,0.54,50.760000000000005
2013-10-12,82,54.0,,0.54,44.28
2013-10-13,80,54.0,,0.54,43.2
2013-10-14,84,54.0,,0.54,45.36
2013-10-15,84,54.0,,0.54,45.36
2013-10-16,97,54.0,,0.54,52.38
2013-10-17,79,54.0,,0.54,42.660000000000004
2013-10-18,86,54.0,,0.54,46.440000000000005
2013-10-19,72,54.0,,0.54,38.88
2013-10-20,76,54.0,,0.54,41.040000000000006
2013-10-21,100,54.0,,0.54,54.0
2013-10-22,86,54.0,,0.54,46.440000000000005
2013-10-23,94,54.0,,0.54,50.760000000000005
2013-10-24,87,54.0,,0.54,46.980000000000004
2013-10-25,77,54.0,,0.54,41.580000000000005
2013-10-26,76,54.0,,0.54,41.040000000000006
2013-10-27,65,54.0,,0.54,35.1
2013-10-28,84,54.0,,0.54,45.36
2013-10-29,90,54.0,,0.54,48.6
2013-10-30,95,54.0,,0.54,51.300000000000004
2013-10-31,76,54.0,,0.54,41.040000000000006
2013-11-01,59,63.0,False,0.63,37.17
2013-11-02,44,63.0,,0.63,27.72
2013-11-03,46,63.0,,0.63,28.98
2013-11-04,65,63.0,,0.63,40.95
2013-11-05,63,63.0,,0.63,39.69
2013-11-06,68,63.0,,0.63,42.84
2013-11-07,65,63.0,,0.63,40.95
2013-11-08,58,63.0,,0.63,36.54
2013-11-09,51,63.0,,0.63,32.13
2013-11-10,56,63.0,,0.63,35.28
2013-11-11,75,63.0,,0.63,47.25
2013-11-12,79,63.0,,0.63,49.77
2013-11-13,100,63.0,,0.63,63.0
2013-11-14,79,63.0,,0.63,49.77
2013-11-15,75,63.0,,0.63,47.25
2013-11-16,65,63.0,,0.63,40.95
2013-11-17,70,63.0,,0.63,44.1
2013-11-18,71,63.0,,0.63,44.73
2013-11-19,91,63.0,,0.63,57.33
2013-11-20,74,63.0,,0.63,46.62
2013-11-21,70,63.0,,0.63,44.1
2013-11-22,70,63.0,,0.63,44.1
2013-11-23,60,63.0,,0.63,37.8
2013-11-24,52,63.0,,0.63,32.76
2013-11-25,63,63.0,,0.63,39.69
2013-11-26,72,63.0,,0.63,45.36
2013-11-27,57,63.0,,0.63,35.910000000000004
2013-11-28,33,63.0,,0.63,20.79
2013-11-29,37,63.0,,0.63,23.31
2013-11-30,57,63.0,,0.63,35.910000000000004
2013-12-01,51,60.0,False,0.6,30.599999999999998
2013-12-02,78,60.0,,0.6,46.8
2013-12-03,95,60.0,,0.6,57.0
2013-12-04,96,60.0,,0.6,57.599999999999994
2013-12-05,88,60.0,,0.6,52.8
2013-12-06,80,60.0,,0.6,48.0
2013-12-07,58,60.0,,0.6,34.8
2013-12-08,61,60.0,,0.6,36.6
2013-12-09,75,60.0,,0.6,45.0
2013-12-10,73,60.0,,0.6,43.8
2013-12-11,71,60.0,,0.6,42.6
2013-12-12,78,60.0,,0.6,46.8
2013-12-13,52,60.0,,0.6,31.2
2013-12-14,51,60.0,,0.6,30.599999999999998
2013-12-15,51,60.0,,0.6,30.599999999999998
2013-12-16,82,60.0,,0.6,49.199999999999996
2013-12-17,81,60.0,,0.6,48.6
2013-12-18,75,60.0,,0.6,45.0
2013-12-19,74,60.0,,0.6,44.4
2013-12-20,64,60.0,,0.6,38.4
2013-12-21,57,60.0,,0.6,34.199999999999996
2013-12-22,53,60.0,,0.6,31.799999999999997
2013-12-23,76,60.0,,0.6,45.6
2013-12-24,64,60.0,,0.6,38.4
2013-12-25,37,60.0,,0.6,22.2
2013-12-26,68,60.0,,0.6,40.8
2013-12-27,70,60.0,,0.6,42.0
2013-12-28,79,60.0,,0.6,47.4
2013-12-29,69,60.0,,0.6,41.4
2013-12-30,100,60.0,,0.6,60.0
2013-12-31,93,60.0,,0.6,55.8
2014-01-01,60,56.0,False,0.56,33.6
2014-01-02,82,56.0,,0.56,45.92
2014-01-03,74,56.0,,0.56,41.440000000000005
2014-01-04,69,56.0,,0.56,38.64
2014-01-05,72,56.0,,0.56,40.32000000000001
2014-01-06,79,56.0,,0.56,44.24
2014-01-07,83,56.0,,0.56,46.480000000000004
2014-01-08,71,56.0,,0.56,39.760000000000005
2014-01-09,80,56.0,,0.56,44.800000000000004
2014-01-10,65,56.0,,0.56,36.400000000000006
2014-01-11,74,56.0,,0.56,41.440000000000005
2014-01-12,73,56.0,,0.56,40.88
2014-01-13,90,56.0,,0.56,50.400000000000006
2014-01-14,83,56.0,,0.56,46.480000000000004
2014-01-15,76,56.0,,0.56,42.56
2014-01-16,66,56.0,,0.56,36.96
2014-01-17,69,56.0,,0.56,38.64
2014-01-18,53,56.0,,0.56,29.680000000000003
2014-01-19,76,56.0,,0.56,42.56
2014-01-20,100,56.0,,0.56,56.00000000000001
2014-01-21,91,56.0,,0.56,50.96000000000001
2014-01-22,77,56.0,,0.56,43.120000000000005
2014-01-23,84,56.0,,0.56,47.040000000000006
2014-01-24,87,56.0,,0.56,48.720000000000006
2014-01-25,75,56.0,,0.56,42.00000000000001
2014-01-26,65,56.0,,0.56,36.400000000000006
2014-01-27,83,56.0,,0.56,46.480000000000004
2014-01-28,87,56.0,,0.56,48.720000000000006
2014-01-29,91,56.0,,0.56,50.96000000000001
2014-01-30,92,56.0,,0.56,51.52
2014-01-31,86,56.0,,0.56,48.160000000000004
2014-02-01,78,57.0,False,0.57,44.459999999999994
2014-02-02,75,57.0,,0.57,42.74999999999999
2014-02-03,82,57.0,,0.57,46.739999999999995
2014-02-04,98,57.0,,0.57,55.85999999999999
2014-02-05,79,57.0,,0.57,45.029999999999994
2014-02-06,73,57.0,,0.57,41.61
2014-02-07,77,57.0,,0.57,43.88999999999999
2014-02-08,75,57.0,,0.57,42.74999999999999
2014-02-09,78,57.0,,0.57,44.459999999999994
2014-02-10,89,57.0,,0.57,50.73
2014-02-11,81,57.0,,0.57,46.169999999999995
2014-02-12,86,57.0,,0.57,49.019999999999996
2014-02-13,68,57.0,,0.57,38.76
2014-02-14,61,57.0,,0.57,34.769999999999996
2014-02-15,79,57.0,,0.57,45.029999999999994
2014-02-16,70,57.0,,0.57,39.9
2014-02-17,99,57.0,,0.57,56.42999999999999
2014-02-18,78,57.0,,0.57,44.459999999999994
2014-02-19,90,57.0,,0.57,51.3
2014-02-20,78,57.0,,0.57,44.459999999999994
2014-02-21,86,57.0,,0.57,49.019999999999996
2014-02-22,81,57.0,,0.57,46.169999999999995
2014-02-23,60,57.0,,0.57,34.199999999999996
2014-02-24,100,57.0,,0.57,56.99999999999999
2014-02-25,90,57.0,,0.57,51.3
