date,DONATION_unscaled,DONATION_monthly,isPartial,scale,DONATION
2008-08-17,64,50.0,,0.5,32.0
2008-08-18,100,50.0,,0.5,50.0
2008-08-19,69,50.0,,0.5,34.5
2008-08-20,87,50.0,,0.5,43.5
2008-08-21,62,50.0,,0.5,31.0
2008-08-22,60,50.0,,0.5,30.0
2008-08-23,72,50.0,,0.5,36.0
2008-08-24,51,50.0,,0.5,25.5
2008-08-25,71,50.0,,0.5,35.5
2008-08-26,78,50.0,,0.5,39.0
2008-08-27,75,50.0,,0.5,37.5
2008-08-28,85,50.0,,0.5,42.5
2008-08-29,83,50.0,,0.5,41.5
2008-08-30,78,50.0,,0.5,39.0
2008-08-31,49,50.0,,0.5,24.5
2008-09-01,83,57.0,False,0.57,47.309999999999995
2008-09-02,85,57.0,,0.57,48.449999999999996
2008-09-03,75,57.0,,0.57,42.74999999999999
2008-09-04,94,57.0,,0.57,53.58
2008-09-05,65,57.0,,0.57,37.05
2008-09-06,71,57.0,,0.57,40.47
2008-09-07,86,57.0,,0.57,49.019999999999996
2008-09-08,61,57.0,,0.57,34.769999999999996
2008-09-09,66,57.0,,0.57,37.62
2008-09-10,100,57.0,,0.57,56.99999999999999
2008-09-11,74,57.0,,0.57,42.18
2008-09-12,62,57.0,,0.57,35.339999999999996
2008-09-13,63,57.0,,0.57,35.91
2008-09-14,86,57.0,,0.57,49.019999999999996
2008-09-15,79,57.0,,0.57,45.029999999999994
2008-09-16,69,57.0,,0.57,39.33
2008-09-17,82,57.0,,0.57,46.739999999999995
2008-09-18,64,57.0,,0.57,36.48
2008-09-19,75,57.0,,0.57,42.74999999999999
2008-09-20,69,57.0,,0.57,39.33
2008-09-21,66,57.0,,0.57,37.62
2008-09-22,77,57.0,,0.57,43.88999999999999
2008-09-23,79,57.0,,0.57,45.029999999999994
2008-09-24,76,57.0,,0.57,43.31999999999999
2008-09-25,81,57.0,,0.57,46.169999999999995
2008-09-26,72,57.0,,0.57,41.04
2008-09-27,68,57.0,,0.57,38.76
2008-09-28,52,57.0,,0.57,29.639999999999997
2008-09-29,67,57.0,,0.57,38.19
2008-09-30,88,57.0,,0.57,50.16
2008-10-01,64,58.0,False,0.58,37.12
2008-10-02,63,58.0,,0.58,36.54
2008-10-03,73,58.0,,0.58,42.339999999999996
2008-10-04,68,58.0,,0.58,39.44
2008-10-05,57,58.0,,0.58,33.059999999999995
2008-10-06,68,58.0,,0.58,39.44
2008-10-07,64,58.0,,0.58,37.12
2008-10-08,80,58.0,,0.58,46.4
2008-10-09,77,58.0,,0.58,44.66
2008-10-10,80,58.0,,0.58,46.4
2008-10-11,76,58.0,,0.58,44.08
2008-10-12,48,58.0,,0.58,27.839999999999996
2008-10-13,90,58.0,,0.58,52.199999999999996
2008-10-14,87,58.0,,0.58,50.459999999999994
2008-10-15,76,58.0,,0.58,44.08
2008-10-16,77,58.0,,0.58,44.66
2008-10-17,68,58.0,,0.58,39.44
2008-10-18,49,58.0,,0.58,28.419999999999998
2008-10-19,67,58.0,,0.58,38.86
2008-10-20,71,58.0,,0.58,41.18
2008-10-21,95,58.0,,0.58,55.099999999999994
2008-10-22,72,58.0,,0.58,41.76
2008-10-23,86,58.0,,0.58,49.879999999999995
2008-10-24,94,58.0,,0.58,54.519999999999996
2008-10-25,70,58.0,,0.58,40.599999999999994
2008-10-26,60,58.0,,0.58,34.8
2008-10-27,100,58.0,,0.58,57.99999999999999
2008-10-28,90,58.0,,0.58,52.199999999999996
2008-10-29,78,58.0,,0.58,45.239999999999995
2008-10-30,72,58.0,,0.58,41.76
2008-10-31,70,58.0,,0.58,40.599999999999994
2008-11-01,64,61.0,False,0.61,39.04
2008-11-02,45,61.0,,0.61,27.45
2008-11-03,74,61.0,,0.61,45.14
2008-11-04,67,61.0,,0.61,40.87
2008-11-05,64,61.0,,0.61,39.04
2008-11-06,72,61.0,,0.61,43.92
2008-11-07,73,61.0,,0.61,44.53
2008-11-08,50,61.0,,0.61,30.5
2008-11-09,56,61.0,,0.61,34.16
2008-11-10,77,61.0,,0.61,46.97
2008-11-11,74,61.0,,0.61,45.14
2008-11-12,84,61.0,,0.61,51.24
2008-11-13,62,61.0,,0.61,37.82
2008-11-14,59,61.0,,0.61,35.99
2008-11-15,53,61.0,,0.61,32.33
2008-11-16,72,61.0,,0.61,43.92
2008-11-17,74,61.0,,0.61,45.14
2008-11-18,70,61.0,,0.61,42.699999999999996
2008-11-19,77,61.0,,0.61,46.97
2008-11-20,88,61.0,,0.61,53.68
2008-11-21,61,61.0,,0.61,37.21
2008-11-22,71,61.0,,0.61,43.31
2008-11-23,56,61.0,,0.61,34.16
2008-11-24,100,61.0,,0.61,61.0
2008-11-25,69,61.0,,0.61,42.089999999999996
2008-11-26,70,61.0,,0.61,42.699999999999996
2008-11-27,37,61.0,,0.61,22.57
2008-11-28,51,61.0,,0.61,31.11
2008-11-29,66,61.0,,0.61,40.26
2008-11-30,58,61.0,,0.61,35.38
2008-12-01,87,60.0,False,0.6,52.199999999999996
2008-12-02,81,60.0,,0.6,48.6
2008-12-03,81,60.0,,0.6,48.6
2008-12-04,77,60.0,,0.6,46.199999999999996
2008-12-05,58,60.0,,0.6,34.8
2008-12-06,67,60.0,,0.6,40.199999999999996
2008-12-07,48,60.0,,0.6,28.799999999999997
2008-12-08,76,60.0,,0.6,45.6
2008-12-09,74,60.0,,0.6,44.4
2008-12-10,69,60.0,,0.6,41.4
2008-12-11,62,60.0,,0.6,37.199999999999996
2008-12-12,66,60.0,,0.6,39.6
2008-12-13,71,60.0,,0.6,42.6
2008-12-14,65,60.0,,0.6,39.0
2008-12-15,70,60.0,,0.6,42.0
2008-12-16,61,60.0,,0.6,36.6
2008-12-17,66,60.0,,0.6,39.6
2008-12-18,77,60.0,,0.6,46.199999999999996
2008-12-19,93,60.0,,0.6,55.8
2008-12-20,44,60.0,,0.6,26.4
2008-12-21,62,60.0,,0.6,37.199999999999996
2008-12-22,65,60.0,,0.6,39.0
2008-12-23,76,60.0,,0.6,45.6
2008-12-24,59,60.0,,0.6,35.4
2008-12-25,37,60.0,,0.6,22.2
2008-12-26,44,60.0,,0.6,26.4
2008-12-27,54,60.0,,0.6,32.4
2008-12-28,78,60.0,,0.6,46.8
2008-12-29,94,60.0,,0.6,56.4
2008-12-30,100,60.0,,0.6,60.0
2008-12-31,85,60.0,,0.6,51.0
2009-01-01,66,57.0,False,0.57,37.62
2009-01-02,70,57.0,,0.57,39.9
2009-01-03,52,57.0,,0.57,29.639999999999997
2009-01-04,69,57.0,,0.57,39.33
2009-01-05,97,57.0,,0.57,55.28999999999999
2009-01-06,99,57.0,,0.57,56.42999999999999
2009-01-07,78,57.0,,0.57,44.459999999999994
2009-01-08,93,57.0,,0.57,53.01
2009-01-09,69,57.0,,0.57,39.33
2009-01-10,65,57.0,,0.57,37.05
2009-01-11,61,57.0,,0.57,34.769999999999996
2009-01-12,80,57.0,,0.57,45.599999999999994
2009-01-13,76,57.0,,0.57,43.31999999999999
2009-01-14,85,57.0,,0.57,48.449999999999996
2009-01-15,72,57.0,,0.57,41.04
2009-01-16,68,57.0,,0.57,38.76
2009-01-17,90,57.0,,0.57,51.3
2009-01-18,60,57.0,,0.57,34.199999999999996
2009-01-19,82,57.0,,0.57,46.739999999999995
2009-01-20,74,57.0,,0.57,42.18
2009-01-21,74,57.0,,0.57,42.18
2009-01-22,83,57.0,,0.57,47.309999999999995
2009-01-23,75,57.0,,0.57,42.74999999999999
2009-01-24,72,57.0,,0.57,41.04
2009-01-25,56,57.0,,0.57,31.919999999999998
2009-01-26,83,57.0,,0.57,47.309999999999995
2009-01-27,100,57.0,,0.57,56.99999999999999
2009-01-28,92,57.0,,0.57,52.44
2009-01-29,84,57.0,,0.57,47.879999999999995
2009-01-30,92,57.0,,0.57,52.44
2009-01-31,97,57.0,,0.57,55.28999999999999
2009-02-01,60,59.0,False,0.59,35.4
2009-02-02,64,59.0,,0.59,37.76
2009-02-03,57,59.0,,0.59,33.629999999999995
2009-02-04,92,59.0,,0.59,54.279999999999994
2009-02-05,56,59.0,,0.59,33.04
2009-02-06,70,59.0,,0.59,41.3
2009-02-07,49,59.0,,0.59,28.91
2009-02-08,66,59.0,,0.59,38.94
2009-02-09,66,59.0,,0.59,38.94
2009-02-10,67,59.0,,0.59,39.53
2009-02-11,63,59.0,,0.59,37.169999999999995
2009-02-12,85,59.0,,0.59,50.15
2009-02-13,52,59.0,,0.59,30.68
2009-02-14,83,59.0,,0.59,48.97
2009-02-15,81,59.0,,0.59,47.79
2009-02-16,64,59.0,,0.59,37.76
2009-02-17,71,59.0,,0.59,41.89
2009-02-18,65,59.0,,0.59,38.35
2009-02-19,59,59.0,,0.59,34.809999999999995
2009-02-20,58,59.0,,0.59,34.22
2009-02-21,53,59.0,,0.59,31.27
2009-02-22,55,59.0,,0.59,32.449999999999996
2009-02-23,69,59.0,,0.59,40.71
2009-02-24,54,59.0,,0.59,31.86
2009-02-25,100,59.0,,0.59,59.0
2009-02-26,67,59.0,,0.59,39.53
2009-02-27,53,59.0,,0.59,31.27
2009-02-28,52,59.0,,0.59,30.68
2009-03-01,84,57.0,False,0.57,47.879999999999995
2009-03-02,96,57.0,,0.57,54.72
2009-03-03,86,57.0,,0.57,49.019999999999996
2009-03-04,76,57.0,,0.57,43.31999999999999
2009-03-05,52,57.0,,0.57,29.639999999999997
2009-03-06,72,57.0,,0.57,41.04
2009-03-07,70,57.0,,0.57,39.9
2009-03-08,64,57.0,,0.57,36.48
2009-03-09,66,57.0,,0.57,37.62
2009-03-10,75,57.0,,0.57,42.74999999999999
2009-03-11,69,57.0,,0.57,39.33
2009-03-12,62,57.0,,0.57,35.339999999999996
2009-03-13,76,57.0,,0.57,43.31999999999999
2009-03-14,61,57.0,,0.57,34.769999999999996
2009-03-15,64,57.0,,0.57,36.48
2009-03-16,66,57.0,,0.57,37.62
2009-03-17,86,57.0,,0.57,49.019999999999996
2009-03-18,69,57.0,,0.57,39.33
2009-03-19,68,57.0,,0.57,38.76
2009-03-20,73,57.0,,0.57,41.61
2009-03-21,65,57.0,,0.57,37.05
2009-03-22,70,57.0,,0.57,39.9
2009-03-23,72,57.0,,0.57,41.04
2009-03-24,66,57.0,,0.57,37.62
2009-03-25,68,57.0,,0.57,38.76
2009-03-26,100,57.0,,0.57,56.99999999999999
2009-03-27,61,57.0,,0.57,34.769999999999996
2009-03-28,54,57.0,,0.57,30.779999999999998
2009-03-29,37,57.0,,0.57,21.09
2009-03-30,76,57.0,,0.57,43.31999999999999
2009-03-31,80,57.0,,0.57,45.599999999999994
2009-04-01,78,60.0,False,0.6,46.8
2009-04-02,57,60.0,,0.6,34.199999999999996
2009-04-03,81,60.0,,0.6,48.6
2009-04-04,62,60.0,,0.6,37.199999999999996
2009-04-05,64,60.0,,0.6,38.4
2009-04-06,75,60.0,,0.6,45.0
2009-04-07,100,60.0,,0.6,60.0
2009-04-08,88,60.0,,0.6,52.8
2009-04-09,62,60.0,,0.6,37.199999999999996
2009-04-10,69,60.0,,0.6,41.4
2009-04-11,82,60.0,,0.6,49.199999999999996
2009-04-12,53,60.0,,0.6,31.799999999999997
2009-04-13,67,60.0,,0.6,40.199999999999996
2009-04-14,74,60.0,,0.6,44.4
2009-04-15,90,60.0,,0.6,54.0
2009-04-16,71,60.0,,0.6,42.6
2009-04-17,68,60.0,,0.6,40.8
2009-04-18,55,60.0,,0.6,33.0
2009-04-19,67,60.0,,0.6,40.199999999999996
2009-04-20,65,60.0,,0.6,39.0
2009-04-21,81,60.0,,0.6,48.6
2009-04-22,87,60.0,,0.6,52.199999999999996
2009-04-23,78,60.0,,0.6,46.8
2009-04-24,63,60.0,,0.6,37.8
2009-04-25,76,60.0,,0.6,45.6
2009-04-26,61,60.0,,0.6,36.6
2009-04-27,70,60.0,,0.6,42.0
2009-04-28,75,60.0,,0.6,45.0
2009-04-29,78,60.0,,0.6,46.8
2009-04-30,77,60.0,,0.6,46.199999999999996
2009-05-01,80,52.0,False,0.52,41.6
2009-05-02,43,52.0,,0.52,22.36
2009-05-03,40,52.0,,0.52,20.8
2009-05-04,73,52.0,,0.52,37.96
2009-05-05,71,52.0,,0.52,36.92
2009-05-06,65,52.0,,0.52,33.800000000000004
2009-05-07,83,52.0,,0.52,43.160000000000004
2009-05-08,45,52.0,,0.52,23.400000000000002
2009-05-09,48,52.0,,0.52,24.96
2009-05-10,50,52.0,,0.52,26.0
2009-05-11,67,52.0,,0.52,34.84
2009-05-12,50,52.0,,0.52,26.0
2009-05-13,41,52.0,,0.52,21.32
2009-05-14,100,52.0,,0.52,52.0
2009-05-15,62,52.0,,0.52,32.24
2009-05-16,20,52.0,,0.52,10.4
2009-05-17,44,52.0,,0.52,22.880000000000003
2009-05-18,84,52.0,,0.52,43.68
2009-05-19,87,52.0,,0.52,45.24
2009-05-20,86,52.0,,0.52,44.72
2009-05-21,54,52.0,,0.52,28.080000000000002
2009-05-22,53,52.0,,0.52,27.560000000000002
2009-05-23,73,52.0,,0.52,37.96
2009-05-24,37,52.0,,0.52,19.240000000000002
2009-05-25,82,52.0,,0.52,42.64
2009-05-26,53,52.0,,0.52,27.560000000000002
2009-05-27,60,52.0,,0.52,31.200000000000003
2009-05-28,67,52.0,,0.52,34.84
2009-05-29,72,52.0,,0.52,37.44
2009-05-30,76,52.0,,0.52,39.52
2009-05-31,65,52.0,,0.52,33.800000000000004
2009-06-01,100,54.0,False,0.54,54.0
2009-06-02,84,54.0,,0.54,45.36
2009-06-03,83,54.0,,0.54,44.82
2009-06-04,69,54.0,,0.54,37.260000000000005
2009-06-05,63,54.0,,0.54,34.02
2009-06-06,84,54.0,,0.54,45.36
2009-06-07,56,54.0,,0.54,30.240000000000002
2009-06-08,94,54.0,,0.54,50.760000000000005
2009-06-09,75,54.0,,0.54,40.5
2009-06-10,93,54.0,,0.54,50.220000000000006
2009-06-11,81,54.0,,0.54,43.74
2009-06-12,86,54.0,,0.54,46.440000000000005
2009-06-13,68,54.0,,0.54,36.72
2009-06-14,39,54.0,,0.54,21.060000000000002
2009-06-15,57,54.0,,0.54,30.78
2009-06-16,84,54.0,,0.54,45.36
2009-06-17,95,54.0,,0.54,51.300000000000004
2009-06-18,51,54.0,,0.54,27.540000000000003
2009-06-19,72,54.0,,0.54,38.88
2009-06-20,55,54.0,,0.54,29.700000000000003
2009-06-21,44,54.0,,0.54,23.76
2009-06-22,84,54.0,,0.54,45.36
2009-06-23,69,54.0,,0.54,37.260000000000005
2009-06-24,67,54.0,,0.54,36.18
2009-06-25,63,54.0,,0.54,34.02
2009-06-26,80,54.0,,0.54,43.2
2009-06-27,59,54.0,,0.54,31.860000000000003
2009-06-28,66,54.0,,0.54,35.64
2009-06-29,65,54.0,,0.54,35.1
2009-06-30,72,54.0,,0.54,38.88
2009-07-01,78,52.0,False,0.52,40.56
2009-07-02,76,52.0,,0.52,39.52
2009-07-03,65,52.0,,0.52,33.800000000000004
2009-07-04,59,52.0,,0.52,30.68
2009-07-05,51,52.0,,0.52,26.52
2009-07-06,85,52.0,,0.52,44.2
2009-07-07,76,52.0,,0.52,39.52
2009-07-08,89,52.0,,0.52,46.28
2009-07-09,81,52.0,,0.52,42.120000000000005
2009-07-10,79,52.0,,0.52,41.08
2009-07-11,69,52.0,,0.52,35.88
2009-07-12,60,52.0,,0.52,31.200000000000003
2009-07-13,85,52.0,,0.52,44.2
2009-07-14,88,52.0,,0.52,45.760000000000005
2009-07-15,77,52.0,,0.52,40.04
2009-07-16,76,52.0,,0.52,39.52
2009-07-17,74,52.0,,0.52,38.480000000000004
2009-07-18,72,52.0,,0.52,37.44
2009-07-19,70,52.0,,0.52,36.4
2009-07-20,100,52.0,,0.52,52.0
2009-07-21,91,52.0,,0.52,47.32
2009-07-22,72,52.0,,0.52,37.44
2009-07-23,90,52.0,,0.52,46.800000000000004
2009-07-24,84,52.0,,0.52,43.68
2009-07-25,61,52.0,,0.52,31.720000000000002
2009-07-26,41,52.0,,0.52,21.32
2009-07-27,89,52.0,,0.52,46.28
2009-07-28,85,52.0,,0.52,44.2
2009-07-29,90,52.0,,0.52,46.800000000000004
2009-07-30,90,52.0,,0.52,46.800000000000004
2009-07-31,84,52.0,,0.52,43.68
2009-08-01,70,54.0,False,0.54,37.800000000000004
2009-08-02,79,54.0,,0.54,42.660000000000004
2009-08-03,90,54.0,,0.54,48.6
2009-08-04,89,54.0,,0.54,48.06
2009-08-05,87,54.0,,0.54,46.980000000000004
2009-08-06,72,54.0,,0.54,38.88
2009-08-07,87,54.0,,0.54,46.980000000000004
2009-08-08,55,54.0,,0.54,29.700000000000003
2009-08-09,58,54.0,,0.54,31.32
2009-08-10,86,54.0,,0.54,46.440000000000005
2009-08-11,95,54.0,,0.54,51.300000000000004
2009-08-12,66,54.0,,0.54,35.64
2009-08-13,90,54.0,,0.54,48.6
2009-08-14,69,54.0,,0.54,37.260000000000005
2009-08-15,64,54.0,,0.54,34.56
2009-08-16,64,54.0,,0.54,34.56
2009-08-17,82,54.0,,0.54,44.28
2009-08-18,89,54.0,,0.54,48.06
2009-08-19,76,54.0,,0.54,41.040000000000006
2009-08-20,100,54.0,,0.54,54.0
2009-08-21,64,54.0,,0.54,34.56
2009-08-22,65,54.0,,0.54,35.1
2009-08-23,66,54.0,,0.54,35.64
2009-08-24,92,54.0,,0.54,49.68000000000001
2009-08-25,76,54.0,,0.54,41.040000000000006
2009-08-26,83,54.0,,0.54,44.82
2009-08-27,78,54.0,,0.54,42.120000000000005
2009-08-28,75,54.0,,0.54,40.5
2009-08-29,74,54.0,,0.54,39.96
2009-08-30,75,54.0,,0.54,40.5
2009-08-31,76,54.0,,0.54,41.040000000000006
2009-09-01,72,53.0,False,0.53,38.160000000000004
2009-09-02,68,53.0,,0.53,36.04
2009-09-03,65,53.0,,0.53,34.45
2009-09-04,70,53.0,,0.53,37.1
2009-09-05,54,53.0,,0.53,28.62
2009-09-06,51,53.0,,0.53,27.03
2009-09-07,47,53.0,,0.53,24.91
2009-09-08,82,53.0,,0.53,43.46
2009-09-09,75,53.0,,0.53,39.75
2009-09-10,84,53.0,,0.53,44.52
2009-09-11,68,53.0,,0.53,36.04
2009-09-12,71,53.0,,0.53,37.63
2009-09-13,55,53.0,,0.53,29.150000000000002
2009-09-14,73,53.0,,0.53,38.690000000000005
2009-09-15,80,53.0,,0.53,42.400000000000006
2009-09-16,64,53.0,,0.53,33.92
2009-09-17,78,53.0,,0.53,41.34
2009-09-18,68,53.0,,0.53,36.04
2009-09-19,57,53.0,,0.53,30.21
2009-09-20,75,53.0,,0.53,39.75
2009-09-21,86,53.0,,0.53,45.580000000000005
2009-09-22,77,53.0,,0.53,40.81
2009-09-23,85,53.0,,0.53,45.050000000000004
2009-09-24,78,53.0,,0.53,41.34
2009-09-25,75,53.0,,0.53,39.75
2009-09-26,60,53.0,,0.53,31.8
2009-09-27,48,53.0,,0.53,25.44
2009-09-28,100,53.0,,0.53,53.0
2009-09-29,100,53.0,,0.53,53.0
2009-09-30,74,53.0,,0.53,39.22
2009-10-01,90,56.0,False,0.56,50.400000000000006
2009-10-02,68,56.0,,0.56,38.080000000000005
2009-10-03,84,56.0,,0.56,47.040000000000006
2009-10-04,58,56.0,,0.56,32.480000000000004
2009-10-05,73,56.0,,0.56,40.88
2009-10-06,77,56.0,,0.56,43.120000000000005
2009-10-07,76,56.0,,0.56,42.56
2009-10-08,78,56.0,,0.56,43.68000000000001
2009-10-09,69,56.0,,0.56,38.64
2009-10-10,45,56.0,,0.56,25.200000000000003
2009-10-11,37,56.0,,0.56,20.720000000000002
2009-10-12,74,56.0,,0.56,41.440000000000005
2009-10-13,87,56.0,,0.56,48.720000000000006
2009-10-14,76,56.0,,0.56,42.56
2009-10-15,77,56.0,,0.56,43.120000000000005
2009-10-16,83,56.0,,0.56,46.480000000000004
2009-10-17,44,56.0,,0.56,24.64
2009-10-18,68,56.0,,0.56,38.080000000000005
2009-10-19,87,56.0,,0.56,48.720000000000006
2009-10-20,77,56.0,,0.56,43.120000000000005
2009-10-21,100,56.0,,0.56,56.00000000000001
2009-10-22,72,56.0,,0.56,40.32000000000001
2009-10-23,46,56.0,,0.56,25.76
2009-10-24,81,56.0,,0.56,45.36000000000001
2009-10-25,52,56.0,,0.56,29.120000000000005
2009-10-26,80,56.0,,0.56,44.800000000000004
2009-10-27,78,56.0,,0.56,43.68000000000001
2009-10-28,60,56.0,,0.56,33.6
2009-10-29,90,56.0,,0.56,50.400000000000006
2009-10-30,65,56.0,,0.56,36.400000000000006
2009-10-31,70,56.0,,0.56,39.2
2009-11-01,59,58.0,False,0.58,34.22
2009-11-02,77,58.0,,0.58,44.66
2009-11-03,78,58.0,,0.58,45.239999999999995
2009-11-04,73,58.0,,0.58,42.339999999999996
2009-11-05,78,58.0,,0.58,45.239999999999995
2009-11-06,75,58.0,,0.58,43.5
2009-11-07,50,58.0,,0.58,28.999999999999996
2009-11-08,70,58.0,,0.58,40.599999999999994
2009-11-09,95,58.0,,0.58,55.099999999999994
2009-11-10,79,58.0,,0.58,45.82
2009-11-11,74,58.0,,0.58,42.919999999999995
2009-11-12,81,58.0,,0.58,46.98
2009-11-13,71,58.0,,0.58,41.18
2009-11-14,46,58.0,,0.58,26.68
2009-11-15,53,58.0,,0.58,30.74
2009-11-16,100,58.0,,0.58,57.99999999999999
2009-11-17,81,58.0,,0.58,46.98
2009-11-18,77,58.0,,0.58,44.66
2009-11-19,81,58.0,,0.58,46.98
2009-11-20,59,58.0,,0.58,34.22
2009-11-21,59,58.0,,0.58,34.22
2009-11-22,60,58.0,,0.58,34.8
2009-11-23,93,58.0,,0.58,53.94
2009-11-24,79,58.0,,0.58,45.82
2009-11-25,69,58.0,,0.58,40.019999999999996
2009-11-26,34,58.0,,0.58,19.72
2009-11-27,54,58.0,,0.58,31.319999999999997
2009-11-28,68,58.0,,0.58,39.44
2009-11-29,56,58.0,,0.58,32.48
2009-11-30,80,58.0,,0.58,46.4
2009-12-01,98,57.0,False,0.57,55.85999999999999
2009-12-02,86,57.0,,0.57,49.019999999999996
2009-12-03,91,57.0,,0.57,51.87
2009-12-04,86,57.0,,0.57,49.019999999999996
2009-12-05,52,57.0,,0.57,29.639999999999997
2009-12-06,62,57.0,,0.57,35.339999999999996
2009-12-07,70,57.0,,0.57,39.9
2009-12-08,62,57.0,,0.57,35.339999999999996
2009-12-09,53,57.0,,0.57,30.209999999999997
2009-12-10,63,57.0,,0.57,35.91
2009-12-11,74,57.0,,0.57,42.18
2009-12-12,50,57.0,,0.57,28.499999999999996
2009-12-13,51,57.0,,0.57,29.069999999999997
2009-12-14,85,57.0,,0.57,48.449999999999996
2009-12-15,70,57.0,,0.57,39.9
2009-12-16,70,57.0,,0.57,39.9
2009-12-17,64,57.0,,0.57,36.48
2009-12-18,88,57.0,,0.57,50.16
2009-12-19,46,57.0,,0.57,26.22
2009-12-20,52,57.0,,0.57,29.639999999999997
2009-12-21,100,57.0,,0.57,56.99999999999999
2009-12-22,55,57.0,,0.57,31.349999999999998
2009-12-23,73,57.0,,0.57,41.61
2009-12-24,65,57.0,,0.57,37.05
2009-12-25,22,57.0,,0.57,12.54
2009-12-26,49,57.0,,0.57,27.929999999999996
2009-12-27,54,57.0,,0.57,30.779999999999998
2009-12-28,90,57.0,,0.57,51.3
2009-12-29,95,57.0,,0.57,54.15
2009-12-30,100,57.0,,0.57,56.99999999999999
2009-12-31,81,57.0,,0.57,46.169999999999995
2010-01-01,15,82.0,False,0.82,12.299999999999999
2010-01-02,20,82.0,,0.82,16.4
2010-01-03,21,82.0,,0.82,17.22
2010-01-04,17,82.0,,0.82,13.94
2010-01-05,24,82.0,,0.82,19.68
2010-01-06,29,82.0,,0.82,23.779999999999998
2010-01-07,25,82.0,,0.82,20.5
2010-01-08,25,82.0,,0.82,20.5
2010-01-09,15,82.0,,0.82,12.299999999999999
2010-01-10,16,82.0,,0.82,13.12
2010-01-11,22,82.0,,0.82,18.04
2010-01-12,29,82.0,,0.82,23.779999999999998
2010-01-13,37,82.0,,0.82,30.34
2010-01-14,71,82.0,,0.82,58.22
2010-01-15,100,82.0,,0.82,82.0
2010-01-16,83,82.0,,0.82,68.06
2010-01-17,56,82.0,,0.82,45.919999999999995
2010-01-18,47,82.0,,0.82,38.54
2010-01-19,43,82.0,,0.82,35.26
2010-01-20,44,82.0,,0.82,36.08
2010-01-21,43,82.0,,0.82,35.26
2010-01-22,34,82.0,,0.82,27.88
2010-01-23,48,82.0,,0.82,39.36
2010-01-24,29,82.0,,0.82,23.779999999999998
2010-01-25,33,82.0,,0.82,27.06
2010-01-26,42,82.0,,0.82,34.44
2010-01-27,35,82.0,,0.82,28.7
2010-01-28,36,82.0,,0.82,29.52
2010-01-29,40,82.0,,0.82,32.8
2010-01-30,26,82.0,,0.82,21.32
2010-01-31,35,82.0,,0.82,28.7
2010-02-01,100,54.0,False,0.54,54.0
2010-02-02,87,54.0,,0.54,46.980000000000004
2010-02-03,92,54.0,,0.54,49.68000000000001
2010-02-04,54,54.0,,0.54,29.160000000000004
2010-02-05,64,54.0,,0.54,34.56
2010-02-06,71,54.0,,0.54,38.34
2010-02-07,55,54.0,,0.54,29.700000000000003
2010-02-08,83,54.0,,0.54,44.82
2010-02-09,63,54.0,,0.54,34.02
2010-02-10,54,54.0,,0.54,29.160000000000004
2010-02-11,67,54.0,,0.54,36.18
2010-02-12,63,54.0,,0.54,34.02
2010-02-13,93,54.0,,0.54,50.220000000000006
2010-02-14,69,54.0,,0.54,37.260000000000005
2010-02-15,62,54.0,,0.54,33.480000000000004
2010-02-16,74,54.0,,0.54,39.96
2010-02-17,61,54.0,,0.54,32.940000000000005
2010-02-18,76,54.0,,0.54,41.040000000000006
2010-02-19,58,54.0,,0.54,31.32
2010-02-20,64,54.0,,0.54,34.56
2010-02-21,66,54.0,,0.54,35.64
2010-02-22,68,54.0,,0.54,36.72
2010-02-23,60,54.0,,0.54,32.400000000000006
2010-02-24,67,54.0,,0.54,36.18
2010-02-25,73,54.0,,0.54,39.42
2010-02-26,69,54.0,,0.54,37.260000000000005
2010-02-27,69,54.0,,0.54,37.260000000000005
2010-02-28,52,54.0,,0.54,28.080000000000002
2010-03-01,92,59.0,False,0.59,54.279999999999994
2010-03-02,67,59.0,,0.59,39.53
2010-03-03,66,59.0,,0.59,38.94
2010-03-04,81,59.0,,0.59,47.79
2010-03-05,79,59.0,,0.59,46.61
2010-03-06,55,59.0,,0.59,32.449999999999996
2010-03-07,68,59.0,,0.59,40.12
2010-03-08,70,59.0,,0.59,41.3
2010-03-09,55,59.0,,0.59,32.449999999999996
2010-03-10,81,59.0,,0.59,47.79
2010-03-11,71,59.0,,0.59,41.89
2010-03-12,68,59.0,,0.59,40.12
2010-03-13,51,59.0,,0.59,30.09
2010-03-14,67,59.0,,0.59,39.53
2010-03-15,81,59.0,,0.59,47.79
2010-03-16,100,59.0,,0.59,59.0
2010-03-17,78,59.0,,0.59,46.019999999999996
2010-03-18,68,59.0,,0.59,40.12
2010-03-19,70,59.0,,0.59,41.3
2010-03-20,47,59.0,,0.59,27.729999999999997
2010-03-21,75,59.0,,0.59,44.25
2010-03-22,90,59.0,,0.59,53.099999999999994
2010-03-23,64,59.0,,0.59,37.76
2010-03-24,79,59.0,,0.59,46.61
2010-03-25,73,59.0,,0.59,43.07
2010-03-26,67,59.0,,0.59,39.53
2010-03-27,62,59.0,,0.59,36.58
2010-03-28,88,59.0,,0.59,51.919999999999995
2010-03-29,80,59.0,,0.59,47.199999999999996
2010-03-30,71,59.0,,0.59,41.89
2010-03-31,87,59.0,,0.59,51.33
2010-04-01,72,58.0,False,0.58,41.76
2010-04-02,84,58.0,,0.58,48.72
2010-04-03,68,58.0,,0.58,39.44
