date,GOLD_unscaled,GOLD_monthly,isPartial,scale,GOLD
2006-08-29,74,53.0,,0.53,39.22
2006-08-30,82,53.0,,0.53,43.46
2006-08-31,80,53.0,,0.53,42.400000000000006
2006-09-01,83,54.0,False,0.54,44.82
2006-09-02,85,54.0,,0.54,45.900000000000006
2006-09-03,91,54.0,,0.54,49.14
2006-09-04,87,54.0,,0.54,46.980000000000004
2006-09-05,77,54.0,,0.54,41.580000000000005
2006-09-06,74,54.0,,0.54,39.96
2006-09-07,75,54.0,,0.54,40.5
2006-09-08,71,54.0,,0.54,38.34
2006-09-09,76,54.0,,0.54,41.040000000000006
2006-09-10,88,54.0,,0.54,47.52
2006-09-11,81,54.0,,0.54,43.74
2006-09-12,80,54.0,,0.54,43.2
2006-09-13,94,54.0,,0.54,50.760000000000005
2006-09-14,84,54.0,,0.54,45.36
2006-09-15,92,54.0,,0.54,49.68000000000001
2006-09-16,100,54.0,,0.54,54.0
2006-09-17,98,54.0,,0.54,52.92
2006-09-18,87,54.0,,0.54,46.980000000000004
2006-09-19,90,54.0,,0.54,48.6
2006-09-20,88,54.0,,0.54,47.52
2006-09-21,81,54.0,,0.54,43.74
2006-09-22,96,54.0,,0.54,51.84
2006-09-23,92,54.0,,0.54,49.68000000000001
2006-09-24,98,54.0,,0.54,52.92
2006-09-25,78,54.0,,0.54,42.120000000000005
2006-09-26,89,54.0,,0.54,48.06
2006-09-27,94,54.0,,0.54,50.760000000000005
2006-09-28,85,54.0,,0.54,45.900000000000006
2006-09-29,83,54.0,,0.54,44.82
2006-09-30,92,54.0,,0.54,49.68000000000001
2006-10-01,75,51.0,False,0.51,38.25
2006-10-02,76,51.0,,0.51,38.76
2006-10-03,84,51.0,,0.51,42.84
2006-10-04,82,51.0,,0.51,41.82
2006-10-05,76,51.0,,0.51,38.76
2006-10-06,80,51.0,,0.51,40.8
2006-10-07,87,51.0,,0.51,44.37
2006-10-08,86,51.0,,0.51,43.86
2006-10-09,88,51.0,,0.51,44.88
2006-10-10,67,51.0,,0.51,34.17
2006-10-11,72,51.0,,0.51,36.72
2006-10-12,81,51.0,,0.51,41.31
2006-10-13,73,51.0,,0.51,37.230000000000004
2006-10-14,87,51.0,,0.51,44.37
2006-10-15,80,51.0,,0.51,40.8
2006-10-16,87,51.0,,0.51,44.37
2006-10-17,72,51.0,,0.51,36.72
2006-10-18,73,51.0,,0.51,37.230000000000004
2006-10-19,71,51.0,,0.51,36.21
2006-10-20,80,51.0,,0.51,40.8
2006-10-21,100,51.0,,0.51,51.0
2006-10-22,89,51.0,,0.51,45.39
2006-10-23,80,51.0,,0.51,40.8
2006-10-24,61,51.0,,0.51,31.11
2006-10-25,78,51.0,,0.51,39.78
2006-10-26,69,51.0,,0.51,35.19
2006-10-27,75,51.0,,0.51,38.25
2006-10-28,70,51.0,,0.51,35.7
2006-10-29,73,51.0,,0.51,37.230000000000004
2006-10-30,89,51.0,,0.51,45.39
2006-10-31,62,51.0,,0.51,31.62
2006-11-01,82,52.0,False,0.52,42.64
2006-11-02,96,52.0,,0.52,49.92
2006-11-03,79,52.0,,0.52,41.08
2006-11-04,86,52.0,,0.52,44.72
2006-11-05,86,52.0,,0.52,44.72
2006-11-06,85,52.0,,0.52,44.2
2006-11-07,82,52.0,,0.52,42.64
2006-11-08,81,52.0,,0.52,42.120000000000005
2006-11-09,83,52.0,,0.52,43.160000000000004
2006-11-10,83,52.0,,0.52,43.160000000000004
2006-11-11,88,52.0,,0.52,45.760000000000005
2006-11-12,94,52.0,,0.52,48.88
2006-11-13,81,52.0,,0.52,42.120000000000005
2006-11-14,94,52.0,,0.52,48.88
2006-11-15,85,52.0,,0.52,44.2
2006-11-16,84,52.0,,0.52,43.68
2006-11-17,83,52.0,,0.52,43.160000000000004
2006-11-18,89,52.0,,0.52,46.28
2006-11-19,80,52.0,,0.52,41.6
2006-11-20,83,52.0,,0.52,43.160000000000004
2006-11-21,91,52.0,,0.52,47.32
2006-11-22,87,52.0,,0.52,45.24
2006-11-23,99,52.0,,0.52,51.480000000000004
2006-11-24,96,52.0,,0.52,49.92
2006-11-25,96,52.0,,0.52,49.92
2006-11-26,100,52.0,,0.52,52.0
2006-11-27,94,52.0,,0.52,48.88
2006-11-28,96,52.0,,0.52,49.92
2006-11-29,89,52.0,,0.52,46.28
2006-11-30,86,52.0,,0.52,44.72
2006-12-01,75,53.0,False,0.53,39.75
2006-12-02,80,53.0,,0.53,42.400000000000006
2006-12-03,89,53.0,,0.53,47.17
2006-12-04,80,53.0,,0.53,42.400000000000006
2006-12-05,86,53.0,,0.53,45.580000000000005
2006-12-06,77,53.0,,0.53,40.81
2006-12-07,80,53.0,,0.53,42.400000000000006
2006-12-08,92,53.0,,0.53,48.760000000000005
2006-12-09,93,53.0,,0.53,49.29
2006-12-10,91,53.0,,0.53,48.230000000000004
2006-12-11,75,53.0,,0.53,39.75
2006-12-12,81,53.0,,0.53,42.93
2006-12-13,73,53.0,,0.53,38.690000000000005
2006-12-14,77,53.0,,0.53,40.81
2006-12-15,92,53.0,,0.53,48.760000000000005
2006-12-16,82,53.0,,0.53,43.46
2006-12-17,99,53.0,,0.53,52.470000000000006
2006-12-18,82,53.0,,0.53,43.46
2006-12-19,85,53.0,,0.53,45.050000000000004
2006-12-20,82,53.0,,0.53,43.46
2006-12-21,74,53.0,,0.53,39.22
2006-12-22,73,53.0,,0.53,38.690000000000005
2006-12-23,93,53.0,,0.53,49.29
2006-12-24,86,53.0,,0.53,45.580000000000005
2006-12-25,96,53.0,,0.53,50.88
2006-12-26,100,53.0,,0.53,53.0
2006-12-27,77,53.0,,0.53,40.81
2006-12-28,84,53.0,,0.53,44.52
2006-12-29,73,53.0,,0.53,38.690000000000005
2006-12-30,83,53.0,,0.53,43.99
2006-12-31,93,53.0,,0.53,49.29
2007-01-01,95,50.0,False,0.5,47.5
2007-01-02,86,50.0,,0.5,43.0
2007-01-03,74,50.0,,0.5,37.0
2007-01-04,84,50.0,,0.5,42.0
2007-01-05,80,50.0,,0.5,40.0
2007-01-06,91,50.0,,0.5,45.5
2007-01-07,82,50.0,,0.5,41.0
2007-01-08,82,50.0,,0.5,41.0
2007-01-09,82,50.0,,0.5,41.0
2007-01-10,89,50.0,,0.5,44.5
2007-01-11,79,50.0,,0.5,39.5
2007-01-12,83,50.0,,0.5,41.5
2007-01-13,94,50.0,,0.5,47.0
2007-01-14,100,50.0,,0.5,50.0
2007-01-15,93,50.0,,0.5,46.5
2007-01-16,86,50.0,,0.5,43.0
2007-01-17,77,50.0,,0.5,38.5
2007-01-18,75,50.0,,0.5,37.5
2007-01-19,81,50.0,,0.5,40.5
2007-01-20,88,50.0,,0.5,44.0
2007-01-21,85,50.0,,0.5,42.5
2007-01-22,81,50.0,,0.5,40.5
2007-01-23,85,50.0,,0.5,42.5
2007-01-24,77,50.0,,0.5,38.5
2007-01-25,77,50.0,,0.5,38.5
2007-01-26,82,50.0,,0.5,41.0
2007-01-27,88,50.0,,0.5,44.0
2007-01-28,89,50.0,,0.5,44.5
2007-01-29,88,50.0,,0.5,44.0
2007-01-30,76,50.0,,0.5,38.0
2007-01-31,87,50.0,,0.5,43.5
2007-02-01,86,51.0,False,0.51,43.86
2007-02-02,91,51.0,,0.51,46.410000000000004
2007-02-03,91,51.0,,0.51,46.410000000000004
2007-02-04,99,51.0,,0.51,50.49
2007-02-05,84,51.0,,0.51,42.84
2007-02-06,90,51.0,,0.51,45.9
2007-02-07,87,51.0,,0.51,44.37
2007-02-08,84,51.0,,0.51,42.84
2007-02-09,82,51.0,,0.51,41.82
2007-02-10,91,51.0,,0.51,46.410000000000004
2007-02-11,95,51.0,,0.51,48.45
2007-02-12,80,51.0,,0.51,40.8
2007-02-13,84,51.0,,0.51,42.84
2007-02-14,86,51.0,,0.51,43.86
2007-02-15,86,51.0,,0.51,43.86
2007-02-16,82,51.0,,0.51,41.82
2007-02-17,93,51.0,,0.51,47.43
2007-02-18,94,51.0,,0.51,47.94
2007-02-19,85,51.0,,0.51,43.35
2007-02-20,94,51.0,,0.51,47.94
2007-02-21,85,51.0,,0.51,43.35
2007-02-22,84,51.0,,0.51,42.84
2007-02-23,94,51.0,,0.51,47.94
2007-02-24,100,51.0,,0.51,51.0
2007-02-25,89,51.0,,0.51,45.39
2007-02-26,85,51.0,,0.51,43.35
2007-02-27,94,51.0,,0.51,47.94
2007-02-28,91,51.0,,0.51,46.410000000000004
2007-03-01,82,49.0,False,0.49,40.18
2007-03-02,79,49.0,,0.49,38.71
2007-03-03,87,49.0,,0.49,42.63
2007-03-04,100,49.0,,0.49,49.0
2007-03-05,86,49.0,,0.49,42.14
2007-03-06,83,49.0,,0.49,40.67
2007-03-07,88,49.0,,0.49,43.12
2007-03-08,83,49.0,,0.49,40.67
2007-03-09,85,49.0,,0.49,41.65
2007-03-10,99,49.0,,0.49,48.51
2007-03-11,88,49.0,,0.49,43.12
2007-03-12,82,49.0,,0.49,40.18
2007-03-13,81,49.0,,0.49,39.69
2007-03-14,94,49.0,,0.49,46.06
2007-03-15,76,49.0,,0.49,37.24
2007-03-16,87,49.0,,0.49,42.63
2007-03-17,86,49.0,,0.49,42.14
2007-03-18,93,49.0,,0.49,45.57
2007-03-19,86,49.0,,0.49,42.14
2007-03-20,80,49.0,,0.49,39.2
2007-03-21,81,49.0,,0.49,39.69
2007-03-22,81,49.0,,0.49,39.69
2007-03-23,82,49.0,,0.49,40.18
2007-03-24,98,49.0,,0.49,48.019999999999996
2007-03-25,99,49.0,,0.49,48.51
2007-03-26,81,49.0,,0.49,39.69
2007-03-27,83,49.0,,0.49,40.67
2007-03-28,88,49.0,,0.49,43.12
2007-03-29,79,49.0,,0.49,38.71
2007-03-30,81,49.0,,0.49,39.69
2007-03-31,85,49.0,,0.49,41.65
2007-04-01,94,49.0,False,0.49,46.06
2007-04-02,84,49.0,,0.49,41.16
2007-04-03,84,49.0,,0.49,41.16
2007-04-04,90,49.0,,0.49,44.1
2007-04-05,90,49.0,,0.49,44.1
2007-04-06,89,49.0,,0.49,43.61
2007-04-07,94,49.0,,0.49,46.06
2007-04-08,99,49.0,,0.49,48.51
2007-04-09,90,49.0,,0.49,44.1
2007-04-10,88,49.0,,0.49,43.12
2007-04-11,82,49.0,,0.49,40.18
2007-04-12,87,49.0,,0.49,42.63
2007-04-13,97,49.0,,0.49,47.53
2007-04-14,95,49.0,,0.49,46.55
2007-04-15,96,49.0,,0.49,47.04
2007-04-16,88,49.0,,0.49,43.12
2007-04-17,93,49.0,,0.49,45.57
2007-04-18,83,49.0,,0.49,40.67
2007-04-19,87,49.0,,0.49,42.63
2007-04-20,98,49.0,,0.49,48.019999999999996
2007-04-21,96,49.0,,0.49,47.04
2007-04-22,100,49.0,,0.49,49.0
2007-04-23,84,49.0,,0.49,41.16
2007-04-24,81,49.0,,0.49,39.69
2007-04-25,95,49.0,,0.49,46.55
2007-04-26,87,49.0,,0.49,42.63
2007-04-27,88,49.0,,0.49,43.12
2007-04-28,99,49.0,,0.49,48.51
2007-04-29,93,49.0,,0.49,45.57
2007-04-30,86,49.0,,0.49,42.14
2007-05-01,88,51.0,False,0.51,44.88
2007-05-02,86,51.0,,0.51,43.86
2007-05-03,89,51.0,,0.51,45.39
2007-05-04,90,51.0,,0.51,45.9
2007-05-05,98,51.0,,0.51,49.980000000000004
2007-05-06,100,51.0,,0.51,51.0
2007-05-07,93,51.0,,0.51,47.43
2007-05-08,89,51.0,,0.51,45.39
2007-05-09,90,51.0,,0.51,45.9
2007-05-10,90,51.0,,0.51,45.9
2007-05-11,90,51.0,,0.51,45.9
2007-05-12,86,51.0,,0.51,43.86
2007-05-13,98,51.0,,0.51,49.980000000000004
2007-05-14,90,51.0,,0.51,45.9
2007-05-15,93,51.0,,0.51,47.43
2007-05-16,84,51.0,,0.51,42.84
2007-05-17,85,51.0,,0.51,43.35
2007-05-18,91,51.0,,0.51,46.410000000000004
2007-05-19,100,51.0,,0.51,51.0
2007-05-20,98,51.0,,0.51,49.980000000000004
2007-05-21,87,51.0,,0.51,44.37
2007-05-22,89,51.0,,0.51,45.39
2007-05-23,88,51.0,,0.51,44.88
2007-05-24,86,51.0,,0.51,43.86
2007-05-25,95,51.0,,0.51,48.45
2007-05-26,98,51.0,,0.51,49.980000000000004
2007-05-27,98,51.0,,0.51,49.980000000000004
2007-05-28,96,51.0,,0.51,48.96
2007-05-29,88,51.0,,0.51,44.88
2007-05-30,83,51.0,,0.51,42.33
2007-05-31,87,51.0,,0.51,44.37
2007-06-01,66,55.0,False,0.55,36.300000000000004
2007-06-02,65,55.0,,0.55,35.75
2007-06-03,79,55.0,,0.55,43.45
2007-06-04,70,55.0,,0.55,38.5
2007-06-05,72,55.0,,0.55,39.6
2007-06-06,69,55.0,,0.55,37.95
2007-06-07,73,55.0,,0.55,40.150000000000006
2007-06-08,74,55.0,,0.55,40.7
2007-06-09,89,55.0,,0.55,48.95
2007-06-10,81,55.0,,0.55,44.550000000000004
2007-06-11,80,55.0,,0.55,44.0
2007-06-12,75,55.0,,0.55,41.25
2007-06-13,79,55.0,,0.55,43.45
2007-06-14,76,55.0,,0.55,41.800000000000004
2007-06-15,70,55.0,,0.55,38.5
2007-06-16,86,55.0,,0.55,47.300000000000004
2007-06-17,87,55.0,,0.55,47.85
2007-06-18,78,55.0,,0.55,42.900000000000006
2007-06-19,72,55.0,,0.55,39.6
2007-06-20,67,55.0,,0.55,36.85
2007-06-21,73,55.0,,0.55,40.150000000000006
2007-06-22,79,55.0,,0.55,43.45
2007-06-23,73,55.0,,0.55,40.150000000000006
2007-06-24,100,55.0,,0.55,55.00000000000001
2007-06-25,71,55.0,,0.55,39.050000000000004
2007-06-26,65,55.0,,0.55,35.75
2007-06-27,68,55.0,,0.55,37.400000000000006
2007-06-28,61,55.0,,0.55,33.550000000000004
2007-06-29,64,55.0,,0.55,35.2
2007-06-30,75,55.0,,0.55,41.25
2007-07-01,86,50.0,False,0.5,43.0
2007-07-02,85,50.0,,0.5,42.5
2007-07-03,83,50.0,,0.5,41.5
2007-07-04,93,50.0,,0.5,46.5
2007-07-05,82,50.0,,0.5,41.0
2007-07-06,78,50.0,,0.5,39.0
2007-07-07,97,50.0,,0.5,48.5
2007-07-08,93,50.0,,0.5,46.5
2007-07-09,94,50.0,,0.5,47.0
2007-07-10,78,50.0,,0.5,39.0
2007-07-11,80,50.0,,0.5,40.0
2007-07-12,82,50.0,,0.5,41.0
2007-07-13,84,50.0,,0.5,42.0
2007-07-14,97,50.0,,0.5,48.5
2007-07-15,88,50.0,,0.5,44.0
2007-07-16,91,50.0,,0.5,45.5
2007-07-17,85,50.0,,0.5,42.5
2007-07-18,86,50.0,,0.5,43.0
2007-07-19,84,50.0,,0.5,42.0
2007-07-20,86,50.0,,0.5,43.0
2007-07-21,92,50.0,,0.5,46.0
2007-07-22,93,50.0,,0.5,46.5
2007-07-23,95,50.0,,0.5,47.5
2007-07-24,86,50.0,,0.5,43.0
2007-07-25,83,50.0,,0.5,41.5
2007-07-26,82,50.0,,0.5,41.0
2007-07-27,86,50.0,,0.5,43.0
2007-07-28,90,50.0,,0.5,45.0
2007-07-29,100,50.0,,0.5,50.0
2007-07-30,87,50.0,,0.5,43.5
2007-07-31,83,50.0,,0.5,41.5
2007-08-01,70,49.0,False,0.49,34.3
2007-08-02,77,49.0,,0.49,37.73
2007-08-03,76,49.0,,0.49,37.24
2007-08-04,89,49.0,,0.49,43.61
2007-08-05,90,49.0,,0.49,44.1
2007-08-06,74,49.0,,0.49,36.26
2007-08-07,81,49.0,,0.49,39.69
2007-08-08,86,49.0,,0.49,42.14
2007-08-09,83,49.0,,0.49,40.67
2007-08-10,78,49.0,,0.49,38.22
2007-08-11,85,49.0,,0.49,41.65
2007-08-12,96,49.0,,0.49,47.04
2007-08-13,79,49.0,,0.49,38.71
2007-08-14,78,49.0,,0.49,38.22
2007-08-15,79,49.0,,0.49,38.71
2007-08-16,82,49.0,,0.49,40.18
2007-08-17,74,49.0,,0.49,36.26
2007-08-18,85,49.0,,0.49,41.65
2007-08-19,100,49.0,,0.49,49.0
2007-08-20,79,49.0,,0.49,38.71
2007-08-21,78,49.0,,0.49,38.22
2007-08-22,79,49.0,,0.49,38.71
2007-08-23,77,49.0,,0.49,37.73
2007-08-24,77,49.0,,0.49,37.73
2007-08-25,83,49.0,,0.49,40.67
2007-08-26,85,49.0,,0.49,41.65
2007-08-27,75,49.0,,0.49,36.75
2007-08-28,77,49.0,,0.49,37.73
2007-08-29,78,49.0,,0.49,38.22
2007-08-30,76,49.0,,0.49,37.24
2007-08-31,80,49.0,,0.49,39.2
2007-09-01,81,49.0,False,0.49,39.69
2007-09-02,97,49.0,,0.49,47.53
2007-09-03,94,49.0,,0.49,46.06
2007-09-04,71,49.0,,0.49,34.79
2007-09-05,79,49.0,,0.49,38.71
2007-09-06,69,49.0,,0.49,33.81
2007-09-07,81,49.0,,0.49,39.69
2007-09-08,78,49.0,,0.49,38.22
2007-09-09,83,49.0,,0.49,40.67
2007-09-10,80,49.0,,0.49,39.2
2007-09-11,73,49.0,,0.49,35.769999999999996
2007-09-12,85,49.0,,0.49,41.65
2007-09-13,72,49.0,,0.49,35.28
2007-09-14,78,49.0,,0.49,38.22
2007-09-15,91,49.0,,0.49,44.589999999999996
2007-09-16,84,49.0,,0.49,41.16
2007-09-17,87,49.0,,0.49,42.63
2007-09-18,90,49.0,,0.49,44.1
2007-09-19,88,49.0,,0.49,43.12
2007-09-20,84,49.0,,0.49,41.16
2007-09-21,83,49.0,,0.49,40.67
2007-09-22,91,49.0,,0.49,44.589999999999996
2007-09-23,95,49.0,,0.49,46.55
2007-09-24,83,49.0,,0.49,40.67
2007-09-25,83,49.0,,0.49,40.67
2007-09-26,83,49.0,,0.49,40.67
2007-09-27,82,49.0,,0.49,40.18
2007-09-28,89,49.0,,0.49,43.61
2007-09-29,100,49.0,,0.49,49.0
2007-09-30,93,49.0,,0.49,45.57
2007-10-01,86,50.0,False,0.5,43.0
2007-10-02,86,50.0,,0.5,43.0
2007-10-03,86,50.0,,0.5,43.0
2007-10-04,90,50.0,,0.5,45.0
2007-10-05,82,50.0,,0.5,41.0
2007-10-06,85,50.0,,0.5,42.5
2007-10-07,96,50.0,,0.5,48.0
2007-10-08,96,50.0,,0.5,48.0
2007-10-09,90,50.0,,0.5,45.0
2007-10-10,86,50.0,,0.5,43.0
2007-10-11,91,50.0,,0.5,45.5
2007-10-12,89,50.0,,0.5,44.5
2007-10-13,90,50.0,,0.5,45.0
2007-10-14,100,50.0,,0.5,50.0
2007-10-15,85,50.0,,0.5,42.5
2007-10-16,95,50.0,,0.5,47.5
2007-10-17,89,50.0,,0.5,44.5
2007-10-18,83,50.0,,0.5,41.5
2007-10-19,86,50.0,,0.5,43.0
2007-10-20,94,50.0,,0.5,47.0
2007-10-21,100,50.0,,0.5,50.0
2007-10-22,86,50.0,,0.5,43.0
2007-10-23,90,50.0,,0.5,45.0
2007-10-24,87,50.0,,0.5,43.5
2007-10-25,92,50.0,,0.5,46.0
2007-10-26,95,50.0,,0.5,47.5
2007-10-27,96,50.0,,0.5,48.0
2007-10-28,87,50.0,,0.5,43.5
2007-10-29,88,50.0,,0.5,44.0
2007-10-30,94,50.0,,0.5,47.0
2007-10-31,92,50.0,,0.5,46.0
2007-11-01,82,54.0,False,0.54,44.28
2007-11-02,86,54.0,,0.54,46.440000000000005
2007-11-03,94,54.0,,0.54,50.760000000000005
2007-11-04,83,54.0,,0.54,44.82
2007-11-05,79,54.0,,0.54,42.660000000000004
2007-11-06,88,54.0,,0.54,47.52
2007-11-07,100,54.0,,0.54,54.0
2007-11-08,93,54.0,,0.54,50.220000000000006
2007-11-09,81,54.0,,0.54,43.74
2007-11-10,87,54.0,,0.54,46.980000000000004
2007-11-11,94,54.0,,0.54,50.760000000000005
2007-11-12,94,54.0,,0.54,50.760000000000005
2007-11-13,95,54.0,,0.54,51.300000000000004
2007-11-14,82,54.0,,0.54,44.28
2007-11-15,84,54.0,,0.54,45.36
2007-11-16,93,54.0,,0.54,50.220000000000006
2007-11-17,90,54.0,,0.54,48.6
2007-11-18,94,54.0,,0.54,50.760000000000005
2007-11-19,91,54.0,,0.54,49.14
2007-11-20,94,54.0,,0.54,50.760000000000005
2007-11-21,87,54.0,,0.54,46.980000000000004
2007-11-22,83,54.0,,0.54,44.82
2007-11-23,89,54.0,,0.54,48.06
2007-11-24,92,54.0,,0.54,49.68000000000001
2007-11-25,89,54.0,,0.54,48.06
2007-11-26,90,54.0,,0.54,48.6
2007-11-27,88,54.0,,0.54,47.52
2007-11-28,95,54.0,,0.54,51.300000000000004
2007-11-29,85,54.0,,0.54,45.900000000000006
2007-11-30,82,54.0,,0.54,44.28
2007-12-01,90,55.0,False,0.55,49.50000000000001
2007-12-02,88,55.0,,0.55,48.400000000000006
2007-12-03,88,55.0,,0.55,48.400000000000006
2007-12-04,87,55.0,,0.55,47.85
2007-12-05,84,55.0,,0.55,46.2
2007-12-06,87,55.0,,0.55,47.85
2007-12-07,86,55.0,,0.55,47.300000000000004
2007-12-08,96,55.0,,0.55,52.800000000000004
2007-12-09,88,55.0,,0.55,48.400000000000006
2007-12-10,79,55.0,,0.55,43.45
2007-12-11,89,55.0,,0.55,48.95
2007-12-12,86,55.0,,0.55,47.300000000000004
2007-12-13,87,55.0,,0.55,47.85
2007-12-14,83,55.0,,0.55,45.650000000000006
2007-12-15,98,55.0,,0.55,53.900000000000006
2007-12-16,95,55.0,,0.55,52.25000000000001
2007-12-17,89,55.0,,0.55,48.95
2007-12-18,88,55.0,,0.55,48.400000000000006
2007-12-19,87,55.0,,0.55,47.85
2007-12-20,81,55.0,,0.55,44.550000000000004
2007-12-21,89,55.0,,0.55,48.95
2007-12-22,86,55.0,,0.55,47.300000000000004
2007-12-23,100,55.0,,0.55,55.00000000000001
2007-12-24,87,55.0,,0.55,47.85
2007-12-25,97,55.0,,0.55,53.35
2007-12-26,99,55.0,,0.55,54.45
2007-12-27,87,55.0,,0.55,47.85
2007-12-28,94,55.0,,0.55,51.7
2007-12-29,100,55.0,,0.55,55.00000000000001
2007-12-30,97,55.0,,0.55,53.35
2007-12-31,93,55.0,,0.55,51.150000000000006
2008-01-01,88,57.0,False,0.57,50.16
2008-01-02,85,57.0,,0.57,48.449999999999996
2008-01-03,88,57.0,,0.57,50.16
2008-01-04,84,57.0,,0.57,47.879999999999995
2008-01-05,80,57.0,,0.57,45.599999999999994
2008-01-06,92,57.0,,0.57,52.44
2008-01-07,90,57.0,,0.57,51.3
2008-01-08,87,57.0,,0.57,49.589999999999996
2008-01-09,88,57.0,,0.57,50.16
2008-01-10,85,57.0,,0.57,48.449999999999996
2008-01-11,84,57.0,,0.57,47.879999999999995
2008-01-12,89,57.0,,0.57,50.73
2008-01-13,100,57.0,,0.57,56.99999999999999
2008-01-14,88,57.0,,0.57,50.16
2008-01-15,94,57.0,,0.57,53.58
2008-01-16,90,57.0,,0.57,51.3
2008-01-17,94,57.0,,0.57,53.58
2008-01-18,90,57.0,,0.57,51.3
2008-01-19,86,57.0,,0.57,49.019999999999996
2008-01-20,82,57.0,,0.57,46.739999999999995
2008-01-21,90,57.0,,0.57,51.3
2008-01-22,97,57.0,,0.57,55.28999999999999
2008-01-23,87,57.0,,0.57,49.589999999999996
2008-01-24,82,57.0,,0.57,46.739999999999995
2008-01-25,91,57.0,,0.57,51.87
2008-01-26,93,57.0,,0.57,53.01
2008-01-27,88,57.0,,0.57,50.16
2008-01-28,87,57.0,,0.57,49.589999999999996
2008-01-29,84,57.0,,0.57,47.879999999999995
2008-01-30,86,57.0,,0.57,49.019999999999996
2008-01-31,84,57.0,,0.57,47.879999999999995
2008-02-01,86,56.0,False,0.56,48.160000000000004
2008-02-02,99,56.0,,0.56,55.440000000000005
2008-02-03,87,56.0,,0.56,48.720000000000006
2008-02-04,82,56.0,,0.56,45.92
2008-02-05,88,56.0,,0.56,49.28
2008-02-06,92,56.0,,0.56,51.52
2008-02-07,90,56.0,,0.56,50.400000000000006
2008-02-08,87,56.0,,0.56,48.720000000000006
2008-02-09,99,56.0,,0.56,55.440000000000005
2008-02-10,99,56.0,,0.56,55.440000000000005
2008-02-11,87,56.0,,0.56,48.720000000000006
2008-02-12,91,56.0,,0.56,50.96000000000001
2008-02-13,82,56.0,,0.56,45.92
2008-02-14,81,56.0,,0.56,45.36000000000001
2008-02-15,86,56.0,,0.56,48.160000000000004
2008-02-16,94,56.0,,0.56,52.64000000000001
2008-02-17,98,56.0,,0.56,54.88
2008-02-18,94,56.0,,0.56,52.64000000000001
2008-02-19,92,56.0,,0.56,51.52
2008-02-20,87,56.0,,0.56,48.720000000000006
2008-02-21,85,56.0,,0.56,47.6
2008-02-22,90,56.0,,0.56,50.400000000000006
2008-02-23,91,56.0,,0.56,50.96000000000001
2008-02-24,100,56.0,,0.56,56.00000000000001
2008-02-25,83,56.0,,0.56,46.480000000000004
2008-02-26,87,56.0,,0.56,48.720000000000006
2008-02-27,84,56.0,,0.56,47.040000000000006
2008-02-28,89,56.0,,0.56,49.84
2008-02-29,92,56.0,,0.56,51.52
2008-03-01,76,64.0,False,0.64,48.64
2008-03-02,81,64.0,,0.64,51.84
2008-03-03,77,64.0,,0.64,49.28
2008-03-04,85,64.0,,0.64,54.4
2008-03-05,78,64.0,,0.64,49.92
2008-03-06,76,64.0,,0.64,48.64
2008-03-07,76,64.0,,0.64,48.64
2008-03-08,74,64.0,,0.64,47.36
2008-03-09,76,64.0,,0.64,48.64
2008-03-10,78,64.0,,0.64,49.92
2008-03-11,73,64.0,,0.64,46.72
2008-03-12,78,64.0,,0.64,49.92
2008-03-13,90,64.0,,0.64,57.6
2008-03-14,88,64.0,,0.64,56.32
2008-03-15,92,64.0,,0.64,58.88
2008-03-16,92,64.0,,0.64,58.88
2008-03-17,100,64.0,,0.64,64.0
2008-03-18,97,64.0,,0.64,62.08
2008-03-19,91,64.0,,0.64,58.24
2008-03-20,89,64.0,,0.64,56.96
2008-03-21,82,64.0,,0.64,52.480000000000004
2008-03-22,82,64.0,,0.64,52.480000000000004
2008-03-23,82,64.0,,0.64,52.480000000000004
2008-03-24,87,64.0,,0.64,55.68
2008-03-25,77,64.0,,0.64,49.28
2008-03-26,75,64.0,,0.64,48.0
2008-03-27,72,64.0,,0.64,46.08
2008-03-28,75,64.0,,0.64,48.0
2008-03-29,80,64.0,,0.64,51.2
2008-03-30,74,64.0,,0.64,47.36
2008-03-31,74,64.0,,0.64,47.36
2008-04-01,96,55.0,False,0.55,52.800000000000004
2008-04-02,97,55.0,,0.55,53.35
2008-04-03,89,55.0,,0.55,48.95
2008-04-04,87,55.0,,0.55,47.85
2008-04-05,92,55.0,,0.55,50.6
2008-04-06,84,55.0,,0.55,46.2
2008-04-07,89,55.0,,0.55,48.95
2008-04-08,88,55.0,,0.55,48.400000000000006
2008-04-09,90,55.0,,0.55,49.50000000000001
2008-04-10,78,55.0,,0.55,42.900000000000006
2008-04-11,85,55.0,,0.55,46.75000000000001
2008-04-12,86,55.0,,0.55,47.300000000000004
2008-04-13,100,55.0,,0.55,55.00000000000001
2008-04-14,87,55.0,,0.55,47.85
2008-04-15,87,55.0,,0.55,47.85
2008-04-16,84,55.0,,0.55,46.2
2008-04-17,84,55.0,,0.55,46.2
2008-04-18,81,55.0,,0.55,44.550000000000004
2008-04-19,96,55.0,,0.55,52.800000000000004
2008-04-20,86,55.0,,0.55,47.300000000000004
2008-04-21,90,55.0,,0.55,49.50000000000001
2008-04-22,91,55.0,,0.55,50.050000000000004
2008-04-23,88,55.0,,0.55,48.400000000000006
2008-04-24,90,55.0,,0.55,49.50000000000001
2008-04-25,87,55.0,,0.55,47.85
