date,gold coast_unscaled,gold coast_monthly,isPartial,scale,gold coast
2015-12-04,58,49.0,,0.49,28.419999999999998
2015-12-05,74,49.0,,0.49,36.26
2015-12-06,54,49.0,,0.49,26.46
2015-12-07,56,49.0,,0.49,27.439999999999998
2015-12-08,56,49.0,,0.49,27.439999999999998
2015-12-09,58,49.0,,0.49,28.419999999999998
2015-12-10,58,49.0,,0.49,28.419999999999998
2015-12-11,73,49.0,,0.49,35.769999999999996
2015-12-12,51,49.0,,0.49,24.99
2015-12-13,25,49.0,,0.49,12.25
2015-12-14,74,49.0,,0.49,36.26
2015-12-15,72,49.0,,0.49,35.28
2015-12-16,65,49.0,,0.49,31.849999999999998
2015-12-17,73,49.0,,0.49,35.769999999999996
2015-12-18,40,49.0,,0.49,19.6
2015-12-19,41,49.0,,0.49,20.09
2015-12-20,46,49.0,,0.49,22.54
2015-12-21,55,49.0,,0.49,26.95
2015-12-22,67,49.0,,0.49,32.83
2015-12-23,88,49.0,,0.49,43.12
2015-12-24,64,49.0,,0.49,31.36
2015-12-25,40,49.0,,0.49,19.6
2015-12-26,66,49.0,,0.49,32.339999999999996
2015-12-27,42,49.0,,0.49,20.58
2015-12-28,78,49.0,,0.49,38.22
2015-12-29,100,49.0,,0.49,49.0
2015-12-30,68,49.0,,0.49,33.32
2015-12-31,59,49.0,,0.49,28.91
2016-03-01,73,69.0,False,0.69,50.37
2016-03-02,72,69.0,,0.69,49.67999999999999
2016-03-03,59,69.0,,0.69,40.709999999999994
2016-03-04,72,69.0,,0.69,49.67999999999999
2016-03-05,88,69.0,,0.69,60.72
2016-03-06,79,69.0,,0.69,54.51
2016-03-07,84,69.0,,0.69,57.959999999999994
2016-03-08,81,69.0,,0.69,55.88999999999999
2016-03-09,65,69.0,,0.69,44.849999999999994
2016-03-10,63,69.0,,0.69,43.47
2016-03-11,85,69.0,,0.69,58.65
2016-03-12,76,69.0,,0.69,52.44
2016-03-13,100,69.0,,0.69,69.0
2016-03-14,91,69.0,,0.69,62.78999999999999
2016-03-15,94,69.0,,0.69,64.86
2016-03-16,74,69.0,,0.69,51.059999999999995
2016-03-17,76,69.0,,0.69,52.44
2016-03-18,83,69.0,,0.69,57.269999999999996
2016-03-19,79,69.0,,0.69,54.51
2016-03-20,72,69.0,,0.69,49.67999999999999
2016-03-21,64,69.0,,0.69,44.16
2016-03-22,78,69.0,,0.69,53.81999999999999
2016-03-23,79,69.0,,0.69,54.51
2016-03-24,62,69.0,,0.69,42.779999999999994
2016-03-25,78,69.0,,0.69,53.81999999999999
2016-03-26,77,69.0,,0.69,53.129999999999995
2016-03-27,58,69.0,,0.69,40.019999999999996
2016-03-28,65,69.0,,0.69,44.849999999999994
2016-03-29,71,69.0,,0.69,48.989999999999995
2016-03-30,58,69.0,,0.69,40.019999999999996
2016-03-31,82,69.0,,0.69,56.58
2016-05-01,57,72.0,False,0.72,41.04
2016-05-02,70,72.0,,0.72,50.4
2016-05-03,64,72.0,,0.72,46.08
2016-05-04,53,72.0,,0.72,38.16
2016-05-05,60,72.0,,0.72,43.199999999999996
2016-05-06,100,72.0,,0.72,72.0
2016-05-07,63,72.0,,0.72,45.36
2016-05-08,72,72.0,,0.72,51.839999999999996
2016-05-09,93,72.0,,0.72,66.96
2016-05-10,73,72.0,,0.72,52.559999999999995
2016-05-11,72,72.0,,0.72,51.839999999999996
2016-05-12,66,72.0,,0.72,47.519999999999996
2016-05-13,76,72.0,,0.72,54.72
2016-05-14,90,72.0,,0.72,64.8
2016-05-15,79,72.0,,0.72,56.879999999999995
2016-05-16,73,72.0,,0.72,52.559999999999995
2016-05-17,72,72.0,,0.72,51.839999999999996
2016-05-18,85,72.0,,0.72,61.199999999999996
2016-05-19,72,72.0,,0.72,51.839999999999996
2016-05-20,73,72.0,,0.72,52.559999999999995
2016-05-21,61,72.0,,0.72,43.92
2016-05-22,60,72.0,,0.72,43.199999999999996
2016-05-23,89,72.0,,0.72,64.08
2016-05-24,81,72.0,,0.72,58.32
2016-05-25,91,72.0,,0.72,65.52
2016-05-26,67,72.0,,0.72,48.239999999999995
2016-05-27,74,72.0,,0.72,53.28
2016-05-28,59,72.0,,0.72,42.48
2016-05-29,95,72.0,,0.72,68.39999999999999
2016-05-30,85,72.0,,0.72,61.199999999999996
2016-05-31,76,72.0,,0.72,54.72
2016-06-01,65,72.0,False,0.72,46.8
2016-06-02,78,72.0,,0.72,56.16
2016-06-03,80,72.0,,0.72,57.599999999999994
2016-06-04,70,72.0,,0.72,50.4
2016-06-05,75,72.0,,0.72,54.0
2016-06-06,100,72.0,,0.72,72.0
2016-06-07,64,72.0,,0.72,46.08
2016-06-08,53,72.0,,0.72,38.16
2016-06-09,73,72.0,,0.72,52.559999999999995
2016-06-10,62,72.0,,0.72,44.64
2016-06-11,76,72.0,,0.72,54.72
2016-06-12,69,72.0,,0.72,49.68
2016-06-13,85,72.0,,0.72,61.199999999999996
2016-06-14,85,72.0,,0.72,61.199999999999996
2016-06-15,58,72.0,,0.72,41.76
2016-06-16,98,72.0,,0.72,70.56
2016-06-17,79,72.0,,0.72,56.879999999999995
2016-06-18,72,72.0,,0.72,51.839999999999996
2016-06-19,65,72.0,,0.72,46.8
2016-06-20,79,72.0,,0.72,56.879999999999995
2016-06-21,69,72.0,,0.72,49.68
2016-06-22,67,72.0,,0.72,48.239999999999995
2016-06-23,72,72.0,,0.72,51.839999999999996
2016-06-24,71,72.0,,0.72,51.12
2016-06-25,80,72.0,,0.72,57.599999999999994
2016-06-26,80,72.0,,0.72,57.599999999999994
2016-06-27,81,72.0,,0.72,58.32
2016-06-28,77,72.0,,0.72,55.44
2016-06-29,71,72.0,,0.72,51.12
2016-06-30,77,72.0,,0.72,55.44
2016-08-01,71,69.0,False,0.69,48.989999999999995
2016-08-02,58,69.0,,0.69,40.019999999999996
2016-08-03,83,69.0,,0.69,57.269999999999996
2016-08-04,100,69.0,,0.69,69.0
2016-08-05,73,69.0,,0.69,50.37
2016-08-06,63,69.0,,0.69,43.47
2016-08-07,63,69.0,,0.69,43.47
2016-08-08,71,69.0,,0.69,48.989999999999995
2016-08-09,67,69.0,,0.69,46.23
2016-08-10,61,69.0,,0.69,42.089999999999996
2016-08-11,74,69.0,,0.69,51.059999999999995
2016-08-12,80,69.0,,0.69,55.199999999999996
2016-08-13,75,69.0,,0.69,51.74999999999999
2016-08-14,65,69.0,,0.69,44.849999999999994
2016-08-15,67,69.0,,0.69,46.23
2016-08-16,64,69.0,,0.69,44.16
2016-08-17,66,69.0,,0.69,45.54
2016-08-18,69,69.0,,0.69,47.61
2016-08-19,77,69.0,,0.69,53.129999999999995
2016-08-20,64,69.0,,0.69,44.16
2016-08-21,76,69.0,,0.69,52.44
2016-08-22,76,69.0,,0.69,52.44
2016-08-23,83,69.0,,0.69,57.269999999999996
2016-08-24,67,69.0,,0.69,46.23
2016-08-25,72,69.0,,0.69,49.67999999999999
2016-08-26,74,69.0,,0.69,51.059999999999995
2016-08-27,66,69.0,,0.69,45.54
2016-08-28,60,69.0,,0.69,41.4
2016-08-29,47,69.0,,0.69,32.43
2016-08-30,76,69.0,,0.69,52.44
2016-08-31,72,69.0,,0.69,49.67999999999999
2016-11-01,70,70.0,False,0.7,49.0
2016-11-02,77,70.0,,0.7,53.9
2016-11-03,76,70.0,,0.7,53.199999999999996
2016-11-04,74,70.0,,0.7,51.8
2016-11-05,60,70.0,,0.7,42.0
2016-11-06,100,70.0,,0.7,70.0
2016-11-07,87,70.0,,0.7,60.9
2016-11-08,69,70.0,,0.7,48.3
2016-11-09,59,70.0,,0.7,41.3
2016-11-10,80,70.0,,0.7,56.0
2016-11-11,67,70.0,,0.7,46.9
2016-11-12,91,70.0,,0.7,63.699999999999996
2016-11-13,76,70.0,,0.7,53.199999999999996
2016-11-14,70,70.0,,0.7,49.0
2016-11-15,80,70.0,,0.7,56.0
2016-11-16,85,70.0,,0.7,59.49999999999999
2016-11-17,85,70.0,,0.7,59.49999999999999
2016-11-18,96,70.0,,0.7,67.19999999999999
2016-11-19,81,70.0,,0.7,56.699999999999996
2016-11-20,63,70.0,,0.7,44.099999999999994
2016-11-21,89,70.0,,0.7,62.3
2016-11-22,78,70.0,,0.7,54.599999999999994
2016-11-23,72,70.0,,0.7,50.4
2016-11-24,61,70.0,,0.7,42.699999999999996
2016-11-25,71,70.0,,0.7,49.699999999999996
2016-11-26,75,70.0,,0.7,52.5
2016-11-27,86,70.0,,0.7,60.199999999999996
2016-11-28,83,70.0,,0.7,58.099999999999994
2016-11-29,86,70.0,,0.7,60.199999999999996
2016-11-30,83,70.0,,0.7,58.099999999999994
2016-12-01,89,62.0,False,0.62,55.18
2016-12-02,85,62.0,,0.62,52.7
2016-12-03,100,62.0,,0.62,62.0
2016-12-04,89,62.0,,0.62,55.18
2016-12-05,76,62.0,,0.62,47.12
2016-12-06,75,62.0,,0.62,46.5
2016-12-07,77,62.0,,0.62,47.74
2016-12-08,96,62.0,,0.62,59.519999999999996
2016-12-09,88,62.0,,0.62,54.56
2016-12-10,92,62.0,,0.62,57.04
2016-12-11,64,62.0,,0.62,39.68
2016-12-12,95,62.0,,0.62,58.9
2016-12-13,90,62.0,,0.62,55.8
2016-12-14,92,62.0,,0.62,57.04
2016-12-15,85,62.0,,0.62,52.7
2016-12-16,84,62.0,,0.62,52.08
2016-12-17,84,62.0,,0.62,52.08
2016-12-18,90,62.0,,0.62,55.8
2016-12-19,64,62.0,,0.62,39.68
2016-12-20,87,62.0,,0.62,53.94
2016-12-21,60,62.0,,0.62,37.2
2016-12-22,86,62.0,,0.62,53.32
2016-12-23,96,62.0,,0.62,59.519999999999996
2016-12-24,79,62.0,,0.62,48.98
2016-12-25,63,62.0,,0.62,39.06
2016-12-26,82,62.0,,0.62,50.839999999999996
2016-12-27,67,62.0,,0.62,41.54
2016-12-28,76,62.0,,0.62,47.12
2016-12-29,68,62.0,,0.62,42.16
2016-12-30,98,62.0,,0.62,60.76
2016-12-31,81,62.0,,0.62,50.22
2017-06-01,62,72.0,False,0.72,44.64
2017-06-02,71,72.0,,0.72,51.12
2017-06-03,82,72.0,,0.72,59.04
2017-06-04,47,72.0,,0.72,33.839999999999996
2017-06-05,81,72.0,,0.72,58.32
2017-06-06,77,72.0,,0.72,55.44
2017-06-07,76,72.0,,0.72,54.72
2017-06-08,52,72.0,,0.72,37.44
2017-06-09,97,72.0,,0.72,69.84
2017-06-10,89,72.0,,0.72,64.08
2017-06-11,64,72.0,,0.72,46.08
2017-06-12,84,72.0,,0.72,60.48
2017-06-13,63,72.0,,0.72,45.36
2017-06-14,89,72.0,,0.72,64.08
2017-06-15,69,72.0,,0.72,49.68
2017-06-16,91,72.0,,0.72,65.52
2017-06-17,76,72.0,,0.72,54.72
2017-06-18,95,72.0,,0.72,68.39999999999999
2017-06-19,100,72.0,,0.72,72.0
2017-06-20,68,72.0,,0.72,48.96
2017-06-21,77,72.0,,0.72,55.44
2017-06-22,72,72.0,,0.72,51.839999999999996
2017-06-23,58,72.0,,0.72,41.76
2017-06-24,65,72.0,,0.72,46.8
2017-06-25,87,72.0,,0.72,62.64
2017-06-26,76,72.0,,0.72,54.72
2017-06-27,69,72.0,,0.72,49.68
2017-06-28,80,72.0,,0.72,57.599999999999994
2017-06-29,94,72.0,,0.72,67.67999999999999
2017-06-30,64,72.0,,0.72,46.08
2017-07-01,51,71.0,False,0.71,36.21
2017-07-02,75,71.0,,0.71,53.25
2017-07-03,53,71.0,,0.71,37.629999999999995
2017-07-04,55,71.0,,0.71,39.05
2017-07-05,56,71.0,,0.71,39.76
2017-07-06,72,71.0,,0.71,51.12
2017-07-07,58,71.0,,0.71,41.18
2017-07-08,89,71.0,,0.71,63.19
2017-07-09,100,71.0,,0.71,71.0
2017-07-10,88,71.0,,0.71,62.48
2017-07-11,68,71.0,,0.71,48.28
2017-07-12,76,71.0,,0.71,53.959999999999994
2017-07-13,60,71.0,,0.71,42.599999999999994
2017-07-14,57,71.0,,0.71,40.47
2017-07-15,51,71.0,,0.71,36.21
2017-07-16,46,71.0,,0.71,32.66
2017-07-17,64,71.0,,0.71,45.44
2017-07-18,69,71.0,,0.71,48.989999999999995
2017-07-19,48,71.0,,0.71,34.08
2017-07-20,51,71.0,,0.71,36.21
2017-07-21,58,71.0,,0.71,41.18
2017-07-22,45,71.0,,0.71,31.95
2017-07-23,66,71.0,,0.71,46.86
2017-07-24,76,71.0,,0.71,53.959999999999994
2017-07-25,69,71.0,,0.71,48.989999999999995
2017-07-26,67,71.0,,0.71,47.57
2017-07-27,49,71.0,,0.71,34.79
2017-07-28,57,71.0,,0.71,40.47
2017-07-29,50,71.0,,0.71,35.5
2017-07-30,50,71.0,,0.71,35.5
2017-07-31,56,71.0,,0.71,39.76
2018-01-01,77,53.0,False,0.53,40.81
2018-01-02,76,53.0,,0.53,40.28
2018-01-03,83,53.0,,0.53,43.99
2018-01-04,57,53.0,,0.53,30.21
2018-01-05,78,53.0,,0.53,41.34
2018-01-06,60,53.0,,0.53,31.8
2018-01-07,78,53.0,,0.53,41.34
2018-01-08,76,53.0,,0.53,40.28
2018-01-09,70,53.0,,0.53,37.1
2018-01-10,76,53.0,,0.53,40.28
2018-01-11,83,53.0,,0.53,43.99
2018-01-12,52,53.0,,0.53,27.560000000000002
2018-01-13,55,53.0,,0.53,29.150000000000002
2018-01-14,61,53.0,,0.53,32.33
2018-01-15,71,53.0,,0.53,37.63
2018-01-16,65,53.0,,0.53,34.45
2018-01-17,76,53.0,,0.53,40.28
2018-01-18,74,53.0,,0.53,39.22
2018-01-19,62,53.0,,0.53,32.86
2018-01-20,80,53.0,,0.53,42.400000000000006
2018-01-21,45,53.0,,0.53,23.85
2018-01-22,72,53.0,,0.53,38.160000000000004
2018-01-23,100,53.0,,0.53,53.0
2018-01-24,60,53.0,,0.53,31.8
2018-01-25,54,53.0,,0.53,28.62
2018-01-26,56,53.0,,0.53,29.68
2018-01-27,78,53.0,,0.53,41.34
2018-01-28,71,53.0,,0.53,37.63
2018-01-29,46,53.0,,0.53,24.380000000000003
2018-01-30,68,53.0,,0.53,36.04
2018-01-31,79,53.0,,0.53,41.870000000000005
2018-02-01,77,48.0,False,0.48,36.96
2018-02-02,82,48.0,,0.48,39.36
2018-02-03,55,48.0,,0.48,26.4
2018-02-04,80,48.0,,0.48,38.4
2018-02-05,66,48.0,,0.48,31.68
2018-02-06,71,48.0,,0.48,34.08
2018-02-07,71,48.0,,0.48,34.08
2018-02-08,83,48.0,,0.48,39.839999999999996
2018-02-09,75,48.0,,0.48,36.0
2018-02-10,72,48.0,,0.48,34.56
2018-02-11,86,48.0,,0.48,41.28
2018-02-12,100,48.0,,0.48,48.0
2018-02-13,84,48.0,,0.48,40.32
2018-02-14,82,48.0,,0.48,39.36
2018-02-15,62,48.0,,0.48,29.759999999999998
2018-02-16,64,48.0,,0.48,30.72
2018-02-17,75,48.0,,0.48,36.0
2018-02-18,96,48.0,,0.48,46.08
2018-02-19,86,48.0,,0.48,41.28
2018-02-20,58,48.0,,0.48,27.84
2018-02-21,66,48.0,,0.48,31.68
2018-02-22,70,48.0,,0.48,33.6
2018-02-23,75,48.0,,0.48,36.0
2018-02-24,97,48.0,,0.48,46.559999999999995
2018-02-25,93,48.0,,0.48,44.64
2018-02-26,89,48.0,,0.48,42.72
2018-02-27,85,48.0,,0.48,40.8
2018-02-28,72,48.0,,0.48,34.56
2018-03-01,74,52.0,False,0.52,38.480000000000004
2018-03-02,70,52.0,,0.52,36.4
2018-03-03,73,52.0,,0.52,37.96
2018-03-04,56,52.0,,0.52,29.12
2018-03-05,40,52.0,,0.52,20.8
2018-03-06,70,52.0,,0.52,36.4
2018-03-07,94,52.0,,0.52,48.88
2018-03-08,79,52.0,,0.52,41.08
2018-03-09,68,52.0,,0.52,35.36
2018-03-10,93,52.0,,0.52,48.36
2018-03-11,66,52.0,,0.52,34.32
2018-03-12,78,52.0,,0.52,40.56
2018-03-13,100,52.0,,0.52,52.0
2018-03-14,52,52.0,,0.52,27.04
2018-03-15,67,52.0,,0.52,34.84
2018-03-16,63,52.0,,0.52,32.76
2018-03-17,75,52.0,,0.52,39.0
2018-03-18,64,52.0,,0.52,33.28
2018-03-19,76,52.0,,0.52,39.52
2018-03-20,65,52.0,,0.52,33.800000000000004
2018-03-21,59,52.0,,0.52,30.68
2018-03-22,79,52.0,,0.52,41.08
2018-03-23,52,52.0,,0.52,27.04
2018-03-24,64,52.0,,0.52,33.28
2018-03-25,66,52.0,,0.52,34.32
2018-03-26,69,52.0,,0.52,35.88
2018-03-27,60,52.0,,0.52,31.200000000000003
2018-03-28,58,52.0,,0.52,30.16
2018-03-29,58,52.0,,0.52,30.16
2018-03-30,84,52.0,,0.52,43.68
2018-03-31,47,52.0,,0.52,24.44
2018-04-01,72,54.0,False,0.54,38.88
2018-04-02,96,54.0,,0.54,51.84
2018-04-03,72,54.0,,0.54,38.88
2018-04-04,75,54.0,,0.54,40.5
2018-04-05,79,54.0,,0.54,42.660000000000004
2018-04-06,68,54.0,,0.54,36.72
2018-04-07,63,54.0,,0.54,34.02
2018-04-08,66,54.0,,0.54,35.64
2018-04-09,89,54.0,,0.54,48.06
2018-04-10,60,54.0,,0.54,32.400000000000006
2018-04-11,79,54.0,,0.54,42.660000000000004
2018-04-12,75,54.0,,0.54,40.5
2018-04-13,100,54.0,,0.54,54.0
2018-04-14,71,54.0,,0.54,38.34
2018-04-15,55,54.0,,0.54,29.700000000000003
2018-04-16,68,54.0,,0.54,36.72
2018-04-17,76,54.0,,0.54,41.040000000000006
2018-04-18,55,54.0,,0.54,29.700000000000003
2018-04-19,80,54.0,,0.54,43.2
2018-04-20,58,54.0,,0.54,31.32
2018-04-21,50,54.0,,0.54,27.0
2018-04-22,67,54.0,,0.54,36.18
2018-04-23,60,54.0,,0.54,32.400000000000006
2018-04-24,86,54.0,,0.54,46.440000000000005
2018-04-25,71,54.0,,0.54,38.34
2018-04-26,63,54.0,,0.54,34.02
2018-04-27,100,54.0,,0.54,54.0
2018-04-28,68,54.0,,0.54,36.72
2018-04-29,72,54.0,,0.54,38.88
2018-04-30,65,54.0,,0.54,35.1
2018-05-01,62,49.0,False,0.49,30.38
2018-05-02,100,49.0,,0.49,49.0
2018-05-03,63,49.0,,0.49,30.87
2018-05-04,73,49.0,,0.49,35.769999999999996
2018-05-05,76,49.0,,0.49,37.24
2018-05-06,73,49.0,,0.49,35.769999999999996
2018-05-07,92,49.0,,0.49,45.08
2018-05-08,57,49.0,,0.49,27.93
2018-05-09,62,49.0,,0.49,30.38
2018-05-10,71,49.0,,0.49,34.79
2018-05-11,65,49.0,,0.49,31.849999999999998
2018-05-12,54,49.0,,0.49,26.46
2018-05-13,58,49.0,,0.49,28.419999999999998
2018-05-14,69,49.0,,0.49,33.81
2018-05-15,82,49.0,,0.49,40.18
2018-05-16,85,49.0,,0.49,41.65
2018-05-17,67,49.0,,0.49,32.83
2018-05-18,70,49.0,,0.49,34.3
2018-05-19,70,49.0,,0.49,34.3
2018-05-20,76,49.0,,0.49,37.24
2018-05-21,88,49.0,,0.49,43.12
2018-05-22,87,49.0,,0.49,42.63
2018-05-23,73,49.0,,0.49,35.769999999999996
2018-05-24,84,49.0,,0.49,41.16
2018-05-25,84,49.0,,0.49,41.16
2018-05-26,67,49.0,,0.49,32.83
2018-05-27,81,49.0,,0.49,39.69
2018-05-28,62,49.0,,0.49,30.38
2018-05-29,83,49.0,,0.49,40.67
2018-05-30,75,49.0,,0.49,36.75
2018-05-31,83,49.0,,0.49,40.67
2018-07-01,66,55.0,False,0.55,36.300000000000004
2018-07-02,98,55.0,,0.55,53.900000000000006
2018-07-03,91,55.0,,0.55,50.050000000000004
2018-07-04,61,55.0,,0.55,33.550000000000004
2018-07-05,98,55.0,,0.55,53.900000000000006
2018-07-06,95,55.0,,0.55,52.25000000000001
2018-07-07,77,55.0,,0.55,42.35
2018-07-08,91,55.0,,0.55,50.050000000000004
2018-07-09,85,55.0,,0.55,46.75000000000001
2018-07-10,79,55.0,,0.55,43.45
2018-07-11,85,55.0,,0.55,46.75000000000001
2018-07-12,89,55.0,,0.55,48.95
2018-07-13,67,55.0,,0.55,36.85
2018-07-14,84,55.0,,0.55,46.2
2018-07-15,77,55.0,,0.55,42.35
2018-07-16,71,55.0,,0.55,39.050000000000004
2018-07-17,94,55.0,,0.55,51.7
2018-07-18,74,55.0,,0.55,40.7
2018-07-19,81,55.0,,0.55,44.550000000000004
2018-07-20,80,55.0,,0.55,44.0
2018-07-21,100,55.0,,0.55,55.00000000000001
2018-07-22,70,55.0,,0.55,38.5
2018-07-23,83,55.0,,0.55,45.650000000000006
2018-07-24,71,55.0,,0.55,39.050000000000004
2018-07-25,71,55.0,,0.55,39.050000000000004
2018-07-26,85,55.0,,0.55,46.75000000000001
2018-07-27,84,55.0,,0.55,46.2
2018-07-28,87,55.0,,0.55,47.85
2018-07-29,74,55.0,,0.55,40.7
2018-07-30,94,55.0,,0.55,51.7
2018-07-31,96,55.0,,0.55,52.800000000000004
2018-08-01,84,51.0,False,0.51,42.84
2018-08-02,59,51.0,,0.51,30.09
2018-08-03,99,51.0,,0.51,50.49
2018-08-04,81,51.0,,0.51,41.31
2018-08-05,61,51.0,,0.51,31.11
2018-08-06,82,51.0,,0.51,41.82
2018-08-07,100,51.0,,0.51,51.0
2018-08-08,89,51.0,,0.51,45.39
2018-08-09,79,51.0,,0.51,40.29
2018-08-10,80,51.0,,0.51,40.8
2018-08-11,82,51.0,,0.51,41.82
2018-08-12,91,51.0,,0.51,46.410000000000004
2018-08-13,81,51.0,,0.51,41.31
2018-08-14,87,51.0,,0.51,44.37
2018-08-15,76,51.0,,0.51,38.76
2018-08-16,89,51.0,,0.51,45.39
2018-08-17,65,51.0,,0.51,33.15
2018-08-18,82,51.0,,0.51,41.82
2018-08-19,79,51.0,,0.51,40.29
2018-08-20,86,51.0,,0.51,43.86
2018-08-21,97,51.0,,0.51,49.47
2018-08-22,60,51.0,,0.51,30.6
2018-08-23,63,51.0,,0.51,32.13
2018-08-24,72,51.0,,0.51,36.72
2018-08-25,47,51.0,,0.51,23.97
2018-08-26,70,51.0,,0.51,35.7
2018-08-27,74,51.0,,0.51,37.74
2018-08-28,94,51.0,,0.51,47.94
2018-08-29,52,51.0,,0.51,26.52
2018-08-30,89,51.0,,0.51,45.39
2018-08-31,81,51.0,,0.51,41.31
2018-11-01,66,44.0,False,0.44,29.04
2018-11-02,90,44.0,,0.44,39.6
2018-11-03,91,44.0,,0.44,40.04
2018-11-04,71,44.0,,0.44,31.24
2018-11-05,70,44.0,,0.44,30.8
2018-11-06,77,44.0,,0.44,33.88
2018-11-07,65,44.0,,0.44,28.6
2018-11-08,79,44.0,,0.44,34.76
2018-11-09,78,44.0,,0.44,34.32
2018-11-10,100,44.0,,0.44,44.0
2018-11-11,64,44.0,,0.44,28.16
2018-11-12,82,44.0,,0.44,36.08
2018-11-13,84,44.0,,0.44,36.96
2018-11-14,84,44.0,,0.44,36.96
2018-11-15,87,44.0,,0.44,38.28
2018-11-16,68,44.0,,0.44,29.92
2018-11-17,78,44.0,,0.44,34.32
2018-11-18,71,44.0,,0.44,31.24
2018-11-19,74,44.0,,0.44,32.56
2018-11-20,67,44.0,,0.44,29.48
2018-11-21,71,44.0,,0.44,31.24
2018-11-22,65,44.0,,0.44,28.6
2018-11-23,81,44.0,,0.44,35.64
2018-11-24,73,44.0,,0.44,32.12
2018-11-25,82,44.0,,0.44,36.08
2018-11-26,48,44.0,,0.44,21.12
2018-11-27,79,44.0,,0.44,34.76
2018-11-28,65,44.0,,0.44,28.6
2018-11-29,75,44.0,,0.44,33.0
2018-11-30,56,44.0,,0.44,24.64
2019-03-01,67,48.0,False,0.48,32.16
2019-03-02,67,48.0,,0.48,32.16
2019-03-03,67,48.0,,0.48,32.16
2019-03-04,86,48.0,,0.48,41.28
2019-03-05,76,48.0,,0.48,36.48
2019-03-06,61,48.0,,0.48,29.279999999999998
2019-03-07,55,48.0,,0.48,26.4
2019-03-08,100,48.0,,0.48,48.0
2019-03-09,75,48.0,,0.48,36.0
2019-03-10,70,48.0,,0.48,33.6
2019-03-11,77,48.0,,0.48,36.96
2019-03-12,64,48.0,,0.48,30.72
2019-03-13,66,48.0,,0.48,31.68
2019-03-14,76,48.0,,0.48,36.48
2019-03-15,73,48.0,,0.48,35.04
2019-03-16,47,48.0,,0.48,22.56
2019-03-17,70,48.0,,0.48,33.6
2019-03-18,69,48.0,,0.48,33.12
2019-03-19,73,48.0,,0.48,35.04
2019-03-20,62,48.0,,0.48,29.759999999999998
2019-03-21,85,48.0,,0.48,40.8
2019-03-22,50,48.0,,0.48,24.0
2019-03-23,83,48.0,,0.48,39.839999999999996
2019-03-24,80,48.0,,0.48,38.4
2019-03-25,100,48.0,,0.48,48.0
2019-03-26,73,48.0,,0.48,35.04
2019-03-27,73,48.0,,0.48,35.04
2019-03-28,84,48.0,,0.48,40.32
2019-03-29,70,48.0,,0.48,33.6
2019-03-30,63,48.0,,0.48,30.24
2019-03-31,55,48.0,,0.48,26.4
2019-04-01,87,49.0,False,0.49,42.63
2019-04-02,87,49.0,,0.49,42.63
2019-04-03,83,49.0,,0.49,40.67
2019-04-04,77,49.0,,0.49,37.73
2019-04-05,74,49.0,,0.49,36.26
2019-04-06,93,49.0,,0.49,45.57
2019-04-07,64,49.0,,0.49,31.36
2019-04-08,62,49.0,,0.49,30.38
2019-04-09,68,49.0,,0.49,33.32
2019-04-10,62,49.0,,0.49,30.38
2019-04-11,57,49.0,,0.49,27.93
2019-04-12,86,49.0,,0.49,42.14
2019-04-13,77,49.0,,0.49,37.73
2019-04-14,59,49.0,,0.49,28.91
2019-04-15,48,49.0,,0.49,23.52
2019-04-16,91,49.0,,0.49,44.589999999999996
2019-04-17,100,49.0,,0.49,49.0
2019-04-18,58,49.0,,0.49,28.419999999999998
2019-04-19,57,49.0,,0.49,27.93
2019-04-20,82,49.0,,0.49,40.18
2019-04-21,42,49.0,,0.49,20.58
2019-04-22,70,49.0,,0.49,34.3
2019-04-23,69,49.0,,0.49,33.81
2019-04-24,78,49.0,,0.49,38.22
2019-04-25,78,49.0,,0.49,38.22
2019-04-26,56,49.0,,0.49,27.439999999999998
2019-04-27,59,49.0,,0.49,28.91
2019-04-28,75,49.0,,0.49,36.75
2019-04-29,79,49.0,,0.49,38.71
2019-04-30,59,49.0,,0.49,28.91
2019-05-01,65,48.0,False,0.48,31.2
2019-05-02,72,48.0,,0.48,34.56
2019-05-03,78,48.0,,0.48,37.44
2019-05-04,65,48.0,,0.48,31.2
2019-05-05,65,48.0,,0.48,31.2
2019-05-06,51,48.0,,0.48,24.48
2019-05-07,61,48.0,,0.48,29.279999999999998
2019-05-08,76,48.0,,0.48,36.48
2019-05-09,80,48.0,,0.48,38.4
2019-05-10,82,48.0,,0.48,39.36
2019-05-11,76,48.0,,0.48,36.48
2019-05-12,44,48.0,,0.48,21.119999999999997
2019-05-13,57,48.0,,0.48,27.36
2019-05-14,72,48.0,,0.48,34.56
2019-05-15,66,48.0,,0.48,31.68
2019-05-16,71,48.0,,0.48,34.08
2019-05-17,58,48.0,,0.48,27.84
2019-05-18,81,48.0,,0.48,38.879999999999995
2019-05-19,62,48.0,,0.48,29.759999999999998
2019-05-20,71,48.0,,0.48,34.08
2019-05-21,66,48.0,,0.48,31.68
2019-05-22,52,48.0,,0.48,24.96
2019-05-23,78,48.0,,0.48,37.44
2019-05-24,78,48.0,,0.48,37.44
2019-05-25,63,48.0,,0.48,30.24
2019-05-26,100,48.0,,0.48,48.0
2019-05-27,85,48.0,,0.48,40.8
2019-05-28,76,48.0,,0.48,36.48
2019-05-29,91,48.0,,0.48,43.68
