date,gold coast_unscaled,gold coast_monthly,isPartial,scale,gold coast
2009-02-14,46,50.0,,0.5,23.0
2009-02-15,73,50.0,,0.5,36.5
2009-02-16,100,50.0,,0.5,50.0
2009-02-17,71,50.0,,0.5,35.5
2009-02-18,49,50.0,,0.5,24.5
2009-02-19,40,50.0,,0.5,20.0
2009-02-20,69,50.0,,0.5,34.5
2009-02-21,75,50.0,,0.5,37.5
2009-02-22,83,50.0,,0.5,41.5
2009-02-23,82,50.0,,0.5,41.0
2009-02-24,85,50.0,,0.5,42.5
2009-02-25,20,50.0,,0.5,10.0
2009-02-26,61,50.0,,0.5,30.5
2009-02-27,58,50.0,,0.5,29.0
2009-02-28,67,50.0,,0.5,33.5
2009-03-01,74,63.0,False,0.63,46.62
2009-03-02,42,63.0,,0.63,26.46
2009-03-03,54,63.0,,0.63,34.02
2009-03-04,34,63.0,,0.63,21.42
2009-03-05,60,63.0,,0.63,37.8
2009-03-06,100,63.0,,0.63,63.0
2009-03-07,84,63.0,,0.63,52.92
2009-03-08,51,63.0,,0.63,32.13
2009-03-09,38,63.0,,0.63,23.94
2009-03-10,63,63.0,,0.63,39.69
2009-03-11,50,63.0,,0.63,31.5
2009-03-12,39,63.0,,0.63,24.57
2009-03-13,27,63.0,,0.63,17.01
2009-03-14,76,63.0,,0.63,47.88
2009-03-15,32,63.0,,0.63,20.16
2009-03-16,30,63.0,,0.63,18.9
2009-03-17,60,63.0,,0.63,37.8
2009-03-18,39,63.0,,0.63,24.57
2009-03-19,52,63.0,,0.63,32.76
2009-03-20,60,63.0,,0.63,37.8
2009-03-21,59,63.0,,0.63,37.17
2009-03-22,58,63.0,,0.63,36.54
2009-03-23,77,63.0,,0.63,48.51
2009-03-24,58,63.0,,0.63,36.54
2009-03-25,63,63.0,,0.63,39.69
2009-03-26,42,63.0,,0.63,26.46
2009-03-27,73,63.0,,0.63,45.99
2009-03-28,37,63.0,,0.63,23.31
2009-03-29,74,63.0,,0.63,46.62
2009-03-30,33,63.0,,0.63,20.79
2009-03-31,37,63.0,,0.63,23.31
2009-04-01,44,50.0,False,0.5,22.0
2009-04-02,89,50.0,,0.5,44.5
2009-04-03,54,50.0,,0.5,27.0
2009-04-04,58,50.0,,0.5,29.0
2009-04-05,10,50.0,,0.5,5.0
2009-04-06,93,50.0,,0.5,46.5
2009-04-07,56,50.0,,0.5,28.0
2009-04-08,57,50.0,,0.5,28.5
2009-04-09,100,50.0,,0.5,50.0
2009-04-10,98,50.0,,0.5,49.0
2009-04-11,69,50.0,,0.5,34.5
2009-04-12,43,50.0,,0.5,21.5
2009-04-13,69,50.0,,0.5,34.5
2009-04-14,61,50.0,,0.5,30.5
2009-04-15,92,50.0,,0.5,46.0
2009-04-16,38,50.0,,0.5,19.0
2009-04-17,76,50.0,,0.5,38.0
2009-04-18,60,50.0,,0.5,30.0
2009-04-19,67,50.0,,0.5,33.5
2009-04-20,43,50.0,,0.5,21.5
2009-04-21,85,50.0,,0.5,42.5
2009-04-22,62,50.0,,0.5,31.0
2009-04-23,100,50.0,,0.5,50.0
2009-04-24,68,50.0,,0.5,34.0
2009-04-25,50,50.0,,0.5,25.0
2009-04-26,40,50.0,,0.5,20.0
2009-04-27,55,50.0,,0.5,27.5
2009-04-28,79,50.0,,0.5,39.5
2009-04-29,92,50.0,,0.5,46.0
2009-04-30,56,50.0,,0.5,28.0
2009-05-01,77,51.0,False,0.51,39.27
2009-05-02,23,51.0,,0.51,11.73
2009-05-03,76,51.0,,0.51,38.76
2009-05-04,59,51.0,,0.51,30.09
2009-05-05,44,51.0,,0.51,22.44
2009-05-06,85,51.0,,0.51,43.35
2009-05-07,30,51.0,,0.51,15.3
2009-05-08,50,51.0,,0.51,25.5
2009-05-09,16,51.0,,0.51,8.16
2009-05-10,84,51.0,,0.51,42.84
2009-05-11,89,51.0,,0.51,45.39
2009-05-12,59,51.0,,0.51,30.09
2009-05-13,65,51.0,,0.51,33.15
2009-05-14,100,51.0,,0.51,51.0
2009-05-15,65,51.0,,0.51,33.15
2009-05-16,86,51.0,,0.51,43.86
2009-05-17,39,51.0,,0.51,19.89
2009-05-18,66,51.0,,0.51,33.660000000000004
2009-05-19,30,51.0,,0.51,15.3
2009-05-20,92,51.0,,0.51,46.92
2009-05-21,42,51.0,,0.51,21.42
2009-05-22,46,51.0,,0.51,23.46
2009-05-23,34,51.0,,0.51,17.34
2009-05-24,36,51.0,,0.51,18.36
2009-05-25,52,51.0,,0.51,26.52
2009-05-26,56,51.0,,0.51,28.560000000000002
2009-05-27,75,51.0,,0.51,38.25
2009-05-28,61,51.0,,0.51,31.11
2009-05-29,56,51.0,,0.51,28.560000000000002
2009-05-30,33,51.0,,0.51,16.830000000000002
2009-05-31,58,51.0,,0.51,29.580000000000002
2009-06-01,51,55.0,False,0.55,28.05
2009-06-02,59,55.0,,0.55,32.45
2009-06-03,51,55.0,,0.55,28.05
2009-06-04,57,55.0,,0.55,31.35
2009-06-05,45,55.0,,0.55,24.750000000000004
2009-06-06,15,55.0,,0.55,8.25
2009-06-07,52,55.0,,0.55,28.6
2009-06-08,42,55.0,,0.55,23.1
2009-06-09,69,55.0,,0.55,37.95
2009-06-10,33,55.0,,0.55,18.150000000000002
2009-06-11,77,55.0,,0.55,42.35
2009-06-12,36,55.0,,0.55,19.8
2009-06-13,52,55.0,,0.55,28.6
2009-06-14,76,55.0,,0.55,41.800000000000004
2009-06-15,81,55.0,,0.55,44.550000000000004
2009-06-16,100,55.0,,0.55,55.00000000000001
2009-06-17,67,55.0,,0.55,36.85
2009-06-18,38,55.0,,0.55,20.900000000000002
2009-06-19,51,55.0,,0.55,28.05
2009-06-20,59,55.0,,0.55,32.45
2009-06-21,46,55.0,,0.55,25.3
2009-06-22,52,55.0,,0.55,28.6
2009-06-23,71,55.0,,0.55,39.050000000000004
2009-06-24,67,55.0,,0.55,36.85
2009-06-25,72,55.0,,0.55,39.6
2009-06-26,46,55.0,,0.55,25.3
2009-06-27,68,55.0,,0.55,37.400000000000006
2009-06-28,53,55.0,,0.55,29.150000000000002
2009-06-29,39,55.0,,0.55,21.450000000000003
2009-06-30,38,55.0,,0.55,20.900000000000002
2009-07-01,53,65.0,False,0.65,34.45
2009-07-02,28,65.0,,0.65,18.2
2009-07-03,36,65.0,,0.65,23.400000000000002
2009-07-04,52,65.0,,0.65,33.800000000000004
2009-07-05,47,65.0,,0.65,30.55
2009-07-06,61,65.0,,0.65,39.65
2009-07-07,78,65.0,,0.65,50.7
2009-07-08,56,65.0,,0.65,36.4
2009-07-09,38,65.0,,0.65,24.7
2009-07-10,57,65.0,,0.65,37.050000000000004
2009-07-11,40,65.0,,0.65,26.0
2009-07-12,47,65.0,,0.65,30.55
2009-07-13,49,65.0,,0.65,31.85
2009-07-14,56,65.0,,0.65,36.4
2009-07-15,46,65.0,,0.65,29.900000000000002
2009-07-16,61,65.0,,0.65,39.65
2009-07-17,64,65.0,,0.65,41.6
2009-07-18,29,65.0,,0.65,18.85
2009-07-19,48,65.0,,0.65,31.200000000000003
2009-07-20,56,65.0,,0.65,36.4
2009-07-21,39,65.0,,0.65,25.35
2009-07-22,70,65.0,,0.65,45.5
2009-07-23,75,65.0,,0.65,48.75
2009-07-24,80,65.0,,0.65,52.0
2009-07-25,46,65.0,,0.65,29.900000000000002
2009-07-26,29,65.0,,0.65,18.85
2009-07-27,63,65.0,,0.65,40.95
2009-07-28,66,65.0,,0.65,42.9
2009-07-29,58,65.0,,0.65,37.7
2009-07-30,34,65.0,,0.65,22.1
2009-07-31,100,65.0,,0.65,65.0
2009-08-01,100,63.0,False,0.63,63.0
2009-08-02,73,63.0,,0.63,45.99
2009-08-03,48,63.0,,0.63,30.240000000000002
2009-08-04,47,63.0,,0.63,29.61
2009-08-05,51,63.0,,0.63,32.13
2009-08-06,66,63.0,,0.63,41.58
2009-08-07,65,63.0,,0.63,40.95
2009-08-08,65,63.0,,0.63,40.95
2009-08-09,61,63.0,,0.63,38.43
2009-08-10,52,63.0,,0.63,32.76
2009-08-11,84,63.0,,0.63,52.92
2009-08-12,64,63.0,,0.63,40.32
2009-08-13,47,63.0,,0.63,29.61
2009-08-14,65,63.0,,0.63,40.95
2009-08-15,40,63.0,,0.63,25.2
2009-08-16,87,63.0,,0.63,54.81
2009-08-17,65,63.0,,0.63,40.95
2009-08-18,71,63.0,,0.63,44.73
2009-08-19,77,63.0,,0.63,48.51
2009-08-20,56,63.0,,0.63,35.28
2009-08-21,81,63.0,,0.63,51.03
2009-08-22,38,63.0,,0.63,23.94
2009-08-23,26,63.0,,0.63,16.38
2009-08-24,51,63.0,,0.63,32.13
2009-08-25,57,63.0,,0.63,35.910000000000004
2009-08-26,87,63.0,,0.63,54.81
2009-08-27,34,63.0,,0.63,21.42
2009-08-28,36,63.0,,0.63,22.68
2009-08-29,24,63.0,,0.63,15.120000000000001
2009-08-30,69,63.0,,0.63,43.47
2009-08-31,58,63.0,,0.63,36.54
2009-09-01,57,55.0,False,0.55,31.35
2009-09-02,63,55.0,,0.55,34.650000000000006
2009-09-03,48,55.0,,0.55,26.400000000000002
2009-09-04,64,55.0,,0.55,35.2
2009-09-05,48,55.0,,0.55,26.400000000000002
2009-09-06,25,55.0,,0.55,13.750000000000002
2009-09-07,92,55.0,,0.55,50.6
2009-09-08,71,55.0,,0.55,39.050000000000004
2009-09-09,30,55.0,,0.55,16.5
2009-09-10,66,55.0,,0.55,36.300000000000004
2009-09-11,75,55.0,,0.55,41.25
2009-09-12,45,55.0,,0.55,24.750000000000004
2009-09-13,45,55.0,,0.55,24.750000000000004
2009-09-14,55,55.0,,0.55,30.250000000000004
2009-09-15,44,55.0,,0.55,24.200000000000003
2009-09-16,70,55.0,,0.55,38.5
2009-09-17,25,55.0,,0.55,13.750000000000002
2009-09-18,27,55.0,,0.55,14.850000000000001
2009-09-19,70,55.0,,0.55,38.5
2009-09-20,69,55.0,,0.55,37.95
2009-09-21,65,55.0,,0.55,35.75
2009-09-22,79,55.0,,0.55,43.45
2009-09-23,84,55.0,,0.55,46.2
2009-09-24,55,55.0,,0.55,30.250000000000004
2009-09-25,82,55.0,,0.55,45.1
2009-09-26,100,55.0,,0.55,55.00000000000001
2009-09-27,89,55.0,,0.55,48.95
2009-09-28,65,55.0,,0.55,35.75
2009-09-29,59,55.0,,0.55,32.45
2009-09-30,60,55.0,,0.55,33.0
2009-12-01,22,54.0,False,0.54,11.88
2009-12-02,62,54.0,,0.54,33.480000000000004
2009-12-03,77,54.0,,0.54,41.580000000000005
2009-12-04,62,54.0,,0.54,33.480000000000004
2009-12-05,65,54.0,,0.54,35.1
2009-12-06,100,54.0,,0.54,54.0
2009-12-07,89,54.0,,0.54,48.06
2009-12-08,79,54.0,,0.54,42.660000000000004
2009-12-09,61,54.0,,0.54,32.940000000000005
2009-12-10,78,54.0,,0.54,42.120000000000005
2009-12-11,82,54.0,,0.54,44.28
2009-12-12,40,54.0,,0.54,21.6
2009-12-13,74,54.0,,0.54,39.96
2009-12-14,41,54.0,,0.54,22.14
2009-12-15,49,54.0,,0.54,26.46
2009-12-16,33,54.0,,0.54,17.82
2009-12-17,67,54.0,,0.54,36.18
2009-12-18,46,54.0,,0.54,24.840000000000003
2009-12-19,42,54.0,,0.54,22.68
2009-12-20,50,54.0,,0.54,27.0
2009-12-21,66,54.0,,0.54,35.64
2009-12-22,42,54.0,,0.54,22.68
2009-12-23,79,54.0,,0.54,42.660000000000004
2009-12-24,64,54.0,,0.54,34.56
2009-12-25,74,54.0,,0.54,39.96
2009-12-26,56,54.0,,0.54,30.240000000000002
2009-12-27,70,54.0,,0.54,37.800000000000004
2009-12-28,55,54.0,,0.54,29.700000000000003
2009-12-29,59,54.0,,0.54,31.860000000000003
2009-12-30,43,54.0,,0.54,23.220000000000002
2009-12-31,54,54.0,,0.54,29.160000000000004
2010-02-01,65,58.0,False,0.58,37.699999999999996
2010-02-02,47,58.0,,0.58,27.259999999999998
2010-02-03,60,58.0,,0.58,34.8
2010-02-04,52,58.0,,0.58,30.159999999999997
2010-02-05,34,58.0,,0.58,19.72
2010-02-06,14,58.0,,0.58,8.12
2010-02-07,33,58.0,,0.58,19.139999999999997
2010-02-08,53,58.0,,0.58,30.74
2010-02-09,72,58.0,,0.58,41.76
2010-02-10,48,58.0,,0.58,27.839999999999996
2010-02-11,40,58.0,,0.58,23.2
2010-02-12,52,58.0,,0.58,30.159999999999997
2010-02-13,48,58.0,,0.58,27.839999999999996
2010-02-14,20,58.0,,0.58,11.6
2010-02-15,48,58.0,,0.58,27.839999999999996
2010-02-16,39,58.0,,0.58,22.619999999999997
2010-02-17,26,58.0,,0.58,15.079999999999998
2010-02-18,59,58.0,,0.58,34.22
2010-02-19,44,58.0,,0.58,25.52
2010-02-20,57,58.0,,0.58,33.059999999999995
2010-02-21,43,58.0,,0.58,24.939999999999998
2010-02-22,45,58.0,,0.58,26.099999999999998
2010-02-23,53,58.0,,0.58,30.74
2010-02-24,63,58.0,,0.58,36.54
2010-02-25,61,58.0,,0.58,35.379999999999995
2010-02-26,54,58.0,,0.58,31.319999999999997
2010-02-27,100,58.0,,0.58,57.99999999999999
2010-02-28,47,58.0,,0.58,27.259999999999998
2010-03-01,72,61.0,False,0.61,43.92
2010-03-02,54,61.0,,0.61,32.94
2010-03-03,97,61.0,,0.61,59.17
2010-03-04,76,61.0,,0.61,46.36
2010-03-05,84,61.0,,0.61,51.24
2010-03-06,100,61.0,,0.61,61.0
2010-03-07,18,61.0,,0.61,10.98
2010-03-08,56,61.0,,0.61,34.16
2010-03-09,46,61.0,,0.61,28.06
2010-03-10,63,61.0,,0.61,38.43
2010-03-11,72,61.0,,0.61,43.92
2010-03-12,82,61.0,,0.61,50.019999999999996
2010-03-13,40,61.0,,0.61,24.4
2010-03-14,58,61.0,,0.61,35.38
2010-03-15,57,61.0,,0.61,34.769999999999996
2010-03-16,60,61.0,,0.61,36.6
2010-03-17,53,61.0,,0.61,32.33
2010-03-18,63,61.0,,0.61,38.43
2010-03-19,75,61.0,,0.61,45.75
2010-03-20,24,61.0,,0.61,14.64
2010-03-21,41,61.0,,0.61,25.009999999999998
2010-03-22,55,61.0,,0.61,33.55
2010-03-23,50,61.0,,0.61,30.5
2010-03-24,67,61.0,,0.61,40.87
2010-03-25,76,61.0,,0.61,46.36
2010-03-26,55,61.0,,0.61,33.55
2010-03-27,42,61.0,,0.61,25.62
2010-03-28,48,61.0,,0.61,29.28
2010-03-29,70,61.0,,0.61,42.699999999999996
2010-03-30,79,61.0,,0.61,48.19
2010-03-31,32,61.0,,0.61,19.52
2010-04-01,41,57.0,False,0.57,23.369999999999997
2010-04-02,61,57.0,,0.57,34.769999999999996
2010-04-03,48,57.0,,0.57,27.36
2010-04-04,57,57.0,,0.57,32.489999999999995
2010-04-05,43,57.0,,0.57,24.509999999999998
2010-04-06,61,57.0,,0.57,34.769999999999996
2010-04-07,49,57.0,,0.57,27.929999999999996
2010-04-08,69,57.0,,0.57,39.33
2010-04-09,65,57.0,,0.57,37.05
2010-04-10,46,57.0,,0.57,26.22
2010-04-11,63,57.0,,0.57,35.91
2010-04-12,45,57.0,,0.57,25.65
2010-04-13,66,57.0,,0.57,37.62
2010-04-14,71,57.0,,0.57,40.47
2010-04-15,60,57.0,,0.57,34.199999999999996
2010-04-16,47,57.0,,0.57,26.79
2010-04-17,39,57.0,,0.57,22.229999999999997
2010-04-18,100,57.0,,0.57,56.99999999999999
2010-04-19,59,57.0,,0.57,33.629999999999995
2010-04-20,48,57.0,,0.57,27.36
2010-04-21,33,57.0,,0.57,18.81
2010-04-22,44,57.0,,0.57,25.08
2010-04-23,72,57.0,,0.57,41.04
2010-04-24,50,57.0,,0.57,28.499999999999996
2010-04-25,71,57.0,,0.57,40.47
2010-04-26,57,57.0,,0.57,32.489999999999995
2010-04-27,64,57.0,,0.57,36.48
2010-04-28,63,57.0,,0.57,35.91
2010-04-29,62,57.0,,0.57,35.339999999999996
2010-04-30,57,57.0,,0.57,32.489999999999995
2010-07-01,79,60.0,False,0.6,47.4
2010-07-02,55,60.0,,0.6,33.0
2010-07-03,100,60.0,,0.6,60.0
2010-07-04,76,60.0,,0.6,45.6
2010-07-05,65,60.0,,0.6,39.0
2010-07-06,75,60.0,,0.6,45.0
2010-07-07,35,60.0,,0.6,21.0
2010-07-08,43,60.0,,0.6,25.8
2010-07-09,58,60.0,,0.6,34.8
2010-07-10,80,60.0,,0.6,48.0
2010-07-11,73,60.0,,0.6,43.8
2010-07-12,81,60.0,,0.6,48.6
2010-07-13,61,60.0,,0.6,36.6
2010-07-14,73,60.0,,0.6,43.8
2010-07-15,32,60.0,,0.6,19.2
2010-07-16,97,60.0,,0.6,58.199999999999996
2010-07-17,83,60.0,,0.6,49.8
2010-07-18,67,60.0,,0.6,40.199999999999996
2010-07-19,86,60.0,,0.6,51.6
2010-07-20,42,60.0,,0.6,25.2
2010-07-21,66,60.0,,0.6,39.6
2010-07-22,58,60.0,,0.6,34.8
2010-07-23,69,60.0,,0.6,41.4
2010-07-24,92,60.0,,0.6,55.199999999999996
2010-07-25,44,60.0,,0.6,26.4
2010-07-26,97,60.0,,0.6,58.199999999999996
2010-07-27,38,60.0,,0.6,22.8
2010-07-28,62,60.0,,0.6,37.199999999999996
2010-07-29,71,60.0,,0.6,42.6
2010-07-30,46,60.0,,0.6,27.599999999999998
2010-07-31,49,60.0,,0.6,29.4
2010-11-01,58,49.0,False,0.49,28.419999999999998
2010-11-02,48,49.0,,0.49,23.52
2010-11-03,50,49.0,,0.49,24.5
2010-11-04,61,49.0,,0.49,29.89
2010-11-05,55,49.0,,0.49,26.95
2010-11-06,45,49.0,,0.49,22.05
2010-11-07,43,49.0,,0.49,21.07
2010-11-08,49,49.0,,0.49,24.009999999999998
2010-11-09,51,49.0,,0.49,24.99
2010-11-10,31,49.0,,0.49,15.19
2010-11-11,47,49.0,,0.49,23.03
2010-11-12,100,49.0,,0.49,49.0
2010-11-13,59,49.0,,0.49,28.91
2010-11-14,34,49.0,,0.49,16.66
2010-11-15,41,49.0,,0.49,20.09
2010-11-16,57,49.0,,0.49,27.93
2010-11-17,61,49.0,,0.49,29.89
2010-11-18,55,49.0,,0.49,26.95
2010-11-19,70,49.0,,0.49,34.3
2010-11-20,38,49.0,,0.49,18.62
2010-11-21,34,49.0,,0.49,16.66
2010-11-22,73,49.0,,0.49,35.769999999999996
2010-11-23,35,49.0,,0.49,17.15
2010-11-24,38,49.0,,0.49,18.62
2010-11-25,39,49.0,,0.49,19.11
2010-11-26,59,49.0,,0.49,28.91
2010-11-27,34,49.0,,0.49,16.66
2010-11-28,53,49.0,,0.49,25.97
2010-11-29,43,49.0,,0.49,21.07
2010-11-30,42,49.0,,0.49,20.58
2010-12-01,93,51.0,False,0.51,47.43
2010-12-02,52,51.0,,0.51,26.52
2010-12-03,77,51.0,,0.51,39.27
2010-12-04,52,51.0,,0.51,26.52
2010-12-05,65,51.0,,0.51,33.15
2010-12-06,65,51.0,,0.51,33.15
2010-12-07,56,51.0,,0.51,28.560000000000002
2010-12-08,78,51.0,,0.51,39.78
2010-12-09,40,51.0,,0.51,20.4
2010-12-10,41,51.0,,0.51,20.91
2010-12-11,95,51.0,,0.51,48.45
2010-12-12,47,51.0,,0.51,23.97
2010-12-13,43,51.0,,0.51,21.93
2010-12-14,60,51.0,,0.51,30.6
2010-12-15,53,51.0,,0.51,27.03
2010-12-16,72,51.0,,0.51,36.72
2010-12-17,100,51.0,,0.51,51.0
2010-12-18,55,51.0,,0.51,28.05
2010-12-19,89,51.0,,0.51,45.39
2010-12-20,80,51.0,,0.51,40.8
2010-12-21,89,51.0,,0.51,45.39
2010-12-22,99,51.0,,0.51,50.49
2010-12-23,59,51.0,,0.51,30.09
2010-12-24,85,51.0,,0.51,43.35
2010-12-25,88,51.0,,0.51,44.88
2010-12-26,97,51.0,,0.51,49.47
2010-12-27,68,51.0,,0.51,34.68
2010-12-28,85,51.0,,0.51,43.35
2010-12-29,54,51.0,,0.51,27.54
2010-12-30,82,51.0,,0.51,41.82
2010-12-31,70,51.0,,0.51,35.7
2011-02-01,63,64.0,False,0.64,40.32
2011-02-02,97,64.0,,0.64,62.08
2011-02-03,66,64.0,,0.64,42.24
2011-02-04,65,64.0,,0.64,41.6
2011-02-05,35,64.0,,0.64,22.400000000000002
2011-02-06,75,64.0,,0.64,48.0
2011-02-07,86,64.0,,0.64,55.04
2011-02-08,80,64.0,,0.64,51.2
2011-02-09,44,64.0,,0.64,28.16
2011-02-10,60,64.0,,0.64,38.4
2011-02-11,98,64.0,,0.64,62.72
2011-02-12,88,64.0,,0.64,56.32
2011-02-13,64,64.0,,0.64,40.96
2011-02-14,62,64.0,,0.64,39.68
2011-02-15,78,64.0,,0.64,49.92
2011-02-16,61,64.0,,0.64,39.04
2011-02-17,80,64.0,,0.64,51.2
2011-02-18,56,64.0,,0.64,35.84
2011-02-19,76,64.0,,0.64,48.64
2011-02-20,66,64.0,,0.64,42.24
2011-02-21,83,64.0,,0.64,53.120000000000005
2011-02-22,69,64.0,,0.64,44.160000000000004
2011-02-23,42,64.0,,0.64,26.88
2011-02-24,47,64.0,,0.64,30.080000000000002
2011-02-25,46,64.0,,0.64,29.44
2011-02-26,100,64.0,,0.64,64.0
2011-02-27,86,64.0,,0.64,55.04
2011-02-28,96,64.0,,0.64,61.44
2011-03-01,71,65.0,False,0.65,46.15
2011-03-02,72,65.0,,0.65,46.800000000000004
2011-03-03,50,65.0,,0.65,32.5
2011-03-04,52,65.0,,0.65,33.800000000000004
2011-03-05,61,65.0,,0.65,39.65
2011-03-06,67,65.0,,0.65,43.550000000000004
2011-03-07,81,65.0,,0.65,52.65
2011-03-08,71,65.0,,0.65,46.15
2011-03-09,69,65.0,,0.65,44.85
2011-03-10,50,65.0,,0.65,32.5
2011-03-11,62,65.0,,0.65,40.300000000000004
2011-03-12,100,65.0,,0.65,65.0
2011-03-13,53,65.0,,0.65,34.45
2011-03-14,39,65.0,,0.65,25.35
2011-03-15,58,65.0,,0.65,37.7
2011-03-16,28,65.0,,0.65,18.2
2011-03-17,63,65.0,,0.65,40.95
2011-03-18,66,65.0,,0.65,42.9
2011-03-19,73,65.0,,0.65,47.45
2011-03-20,70,65.0,,0.65,45.5
2011-03-21,78,65.0,,0.65,50.7
2011-03-22,55,65.0,,0.65,35.75
2011-03-23,62,65.0,,0.65,40.300000000000004
2011-03-24,83,65.0,,0.65,53.95
2011-03-25,63,65.0,,0.65,40.95
2011-03-26,61,65.0,,0.65,39.65
2011-03-27,58,65.0,,0.65,37.7
2011-03-28,76,65.0,,0.65,49.4
2011-03-29,64,65.0,,0.65,41.6
2011-03-30,86,65.0,,0.65,55.9
2011-03-31,45,65.0,,0.65,29.25
2011-07-01,63,72.0,False,0.72,45.36
2011-07-02,59,72.0,,0.72,42.48
2011-07-03,35,72.0,,0.72,25.2
2011-07-04,30,72.0,,0.72,21.599999999999998
2011-07-05,74,72.0,,0.72,53.28
2011-07-06,70,72.0,,0.72,50.4
2011-07-07,62,72.0,,0.72,44.64
2011-07-08,78,72.0,,0.72,56.16
2011-07-09,62,72.0,,0.72,44.64
2011-07-10,100,72.0,,0.72,72.0
2011-07-11,53,72.0,,0.72,38.16
2011-07-12,56,72.0,,0.72,40.32
2011-07-13,41,72.0,,0.72,29.52
2011-07-14,56,72.0,,0.72,40.32
2011-07-15,51,72.0,,0.72,36.72
2011-07-16,59,72.0,,0.72,42.48
2011-07-17,36,72.0,,0.72,25.919999999999998
2011-07-18,49,72.0,,0.72,35.28
2011-07-19,55,72.0,,0.72,39.6
2011-07-20,53,72.0,,0.72,38.16
2011-07-21,49,72.0,,0.72,35.28
2011-07-22,48,72.0,,0.72,34.56
2011-07-23,36,72.0,,0.72,25.919999999999998
2011-07-24,58,72.0,,0.72,41.76
2011-07-25,56,72.0,,0.72,40.32
2011-07-26,65,72.0,,0.72,46.8
2011-07-27,42,72.0,,0.72,30.24
2011-07-28,38,72.0,,0.72,27.36
2011-07-29,47,72.0,,0.72,33.839999999999996
2011-07-30,52,72.0,,0.72,37.44
2011-07-31,45,72.0,,0.72,32.4
2011-09-01,56,57.0,False,0.57,31.919999999999998
2011-09-02,69,57.0,,0.57,39.33
2011-09-03,62,57.0,,0.57,35.339999999999996
2011-09-04,75,57.0,,0.57,42.74999999999999
2011-09-05,78,57.0,,0.57,44.459999999999994
2011-09-06,60,57.0,,0.57,34.199999999999996
2011-09-07,60,57.0,,0.57,34.199999999999996
2011-09-08,54,57.0,,0.57,30.779999999999998
2011-09-09,94,57.0,,0.57,53.58
2011-09-10,64,57.0,,0.57,36.48
2011-09-11,60,57.0,,0.57,34.199999999999996
2011-09-12,90,57.0,,0.57,51.3
2011-09-13,100,57.0,,0.57,56.99999999999999
2011-09-14,91,57.0,,0.57,51.87
2011-09-15,48,57.0,,0.57,27.36
2011-09-16,66,57.0,,0.57,37.62
2011-09-17,80,57.0,,0.57,45.599999999999994
2011-09-18,63,57.0,,0.57,35.91
2011-09-19,95,57.0,,0.57,54.15
2011-09-20,73,57.0,,0.57,41.61
2011-09-21,62,57.0,,0.57,35.339999999999996
2011-09-22,41,57.0,,0.57,23.369999999999997
2011-09-23,55,57.0,,0.57,31.349999999999998
2011-09-24,86,57.0,,0.57,49.019999999999996
2011-09-25,51,57.0,,0.57,29.069999999999997
2011-09-26,64,57.0,,0.57,36.48
2011-09-27,46,57.0,,0.57,26.22
2011-09-28,78,57.0,,0.57,44.459999999999994
2011-09-29,68,57.0,,0.57,38.76
2011-09-30,72,57.0,,0.57,41.04
2011-12-01,56,55.0,False,0.55,30.800000000000004
2011-12-02,68,55.0,,0.55,37.400000000000006
2011-12-03,64,55.0,,0.55,35.2
2011-12-04,68,55.0,,0.55,37.400000000000006
2011-12-05,68,55.0,,0.55,37.400000000000006
2011-12-06,67,55.0,,0.55,36.85
2011-12-07,62,55.0,,0.55,34.1
2011-12-08,60,55.0,,0.55,33.0
2011-12-09,51,55.0,,0.55,28.05
2011-12-10,99,55.0,,0.55,54.45
2011-12-11,92,55.0,,0.55,50.6
2011-12-12,77,55.0,,0.55,42.35
2011-12-13,79,55.0,,0.55,43.45
2011-12-14,43,55.0,,0.55,23.650000000000002
2011-12-15,61,55.0,,0.55,33.550000000000004
2011-12-16,88,55.0,,0.55,48.400000000000006
2011-12-17,68,55.0,,0.55,37.400000000000006
2011-12-18,52,55.0,,0.55,28.6
2011-12-19,62,55.0,,0.55,34.1
2011-12-20,70,55.0,,0.55,38.5
2011-12-21,57,55.0,,0.55,31.35
2011-12-22,47,55.0,,0.55,25.85
2011-12-23,78,55.0,,0.55,42.900000000000006
2011-12-24,56,55.0,,0.55,30.800000000000004
2011-12-25,71,55.0,,0.55,39.050000000000004
2011-12-26,99,55.0,,0.55,54.45
2011-12-27,78,55.0,,0.55,42.900000000000006
2011-12-28,100,55.0,,0.55,55.00000000000001
2011-12-29,55,55.0,,0.55,30.250000000000004
2011-12-30,76,55.0,,0.55,41.800000000000004
2011-12-31,90,55.0,,0.55,49.50000000000001
2012-02-01,37,71.0,False,0.71,26.27
2012-02-02,46,71.0,,0.71,32.66
2012-02-03,47,71.0,,0.71,33.37
2012-02-04,48,71.0,,0.71,34.08
2012-02-05,44,71.0,,0.71,31.24
2012-02-06,42,71.0,,0.71,29.82
2012-02-07,53,71.0,,0.71,37.629999999999995
2012-02-08,44,71.0,,0.71,31.24
2012-02-09,57,71.0,,0.71,40.47
2012-02-10,53,71.0,,0.71,37.629999999999995
2012-02-11,57,71.0,,0.71,40.47
2012-02-12,32,71.0,,0.71,22.72
2012-02-13,43,71.0,,0.71,30.529999999999998
2012-02-14,58,71.0,,0.71,41.18
2012-02-15,57,71.0,,0.71,40.47
