date,business expense_unscaled,business expense_monthly,isPartial,scale,business expense
2012-10-10,48,46.0,,0.46,22.080000000000002
2012-10-11,58,46.0,,0.46,26.68
2012-10-12,31,46.0,,0.46,14.26
2012-10-13,74,46.0,,0.46,34.04
2012-10-14,23,46.0,,0.46,10.58
2012-10-15,67,46.0,,0.46,30.82
2012-10-16,66,46.0,,0.46,30.360000000000003
2012-10-17,49,46.0,,0.46,22.540000000000003
2012-10-18,29,46.0,,0.46,13.34
2012-10-19,10,46.0,,0.46,4.6000000000000005
2012-10-20,12,46.0,,0.46,5.5200000000000005
2012-10-21,24,46.0,,0.46,11.040000000000001
2012-10-22,38,46.0,,0.46,17.48
2012-10-23,37,46.0,,0.46,17.02
2012-10-24,10,46.0,,0.46,4.6000000000000005
2012-10-25,48,46.0,,0.46,22.080000000000002
2012-10-26,40,46.0,,0.46,18.400000000000002
2012-10-27,36,46.0,,0.46,16.560000000000002
2012-10-28,58,46.0,,0.46,26.68
2012-10-29,28,46.0,,0.46,12.88
2012-10-30,47,46.0,,0.46,21.62
2012-10-31,20,46.0,,0.46,9.200000000000001
2012-11-01,62,36.0,False,0.36,22.32
2012-11-02,45,36.0,,0.36,16.2
2012-11-03,0,36.0,,0.36,0.0
2012-11-04,17,36.0,,0.36,6.12
2012-11-05,72,36.0,,0.36,25.919999999999998
2012-11-06,55,36.0,,0.36,19.8
2012-11-07,66,36.0,,0.36,23.759999999999998
2012-11-08,73,36.0,,0.36,26.279999999999998
2012-11-09,15,36.0,,0.36,5.3999999999999995
2012-11-10,18,36.0,,0.36,6.4799999999999995
2012-11-11,36,36.0,,0.36,12.959999999999999
2012-11-12,44,36.0,,0.36,15.84
2012-11-13,100,36.0,,0.36,36.0
2012-11-14,29,36.0,,0.36,10.44
2012-11-15,74,36.0,,0.36,26.64
2012-11-16,91,36.0,,0.36,32.76
2012-11-17,18,36.0,,0.36,6.4799999999999995
2012-11-18,18,36.0,,0.36,6.4799999999999995
2012-11-19,57,36.0,,0.36,20.52
2012-11-20,58,36.0,,0.36,20.88
2012-11-21,62,36.0,,0.36,22.32
2012-11-22,19,36.0,,0.36,6.84
2012-11-23,17,36.0,,0.36,6.12
2012-11-24,35,36.0,,0.36,12.6
2012-11-25,34,36.0,,0.36,12.24
2012-11-26,14,36.0,,0.36,5.04
2012-11-27,82,36.0,,0.36,29.52
2012-11-28,69,36.0,,0.36,24.84
2012-11-29,96,36.0,,0.36,34.56
2012-11-30,71,36.0,,0.36,25.56
2012-12-01,30,38.0,False,0.38,11.4
2012-12-02,30,38.0,,0.38,11.4
2012-12-03,24,38.0,,0.38,9.120000000000001
2012-12-04,60,38.0,,0.38,22.8
2012-12-05,24,38.0,,0.38,9.120000000000001
2012-12-06,37,38.0,,0.38,14.06
2012-12-07,38,38.0,,0.38,14.44
2012-12-08,15,38.0,,0.38,5.7
2012-12-09,29,38.0,,0.38,11.02
2012-12-10,36,38.0,,0.38,13.68
2012-12-11,48,38.0,,0.38,18.240000000000002
2012-12-12,36,38.0,,0.38,13.68
2012-12-13,50,38.0,,0.38,19.0
2012-12-14,62,38.0,,0.38,23.56
2012-12-15,45,38.0,,0.38,17.1
2012-12-16,15,38.0,,0.38,5.7
2012-12-17,100,38.0,,0.38,38.0
2012-12-18,25,38.0,,0.38,9.5
2012-12-19,77,38.0,,0.38,29.26
2012-12-20,65,38.0,,0.38,24.7
2012-12-21,14,38.0,,0.38,5.32
2012-12-22,16,38.0,,0.38,6.08
2012-12-23,34,38.0,,0.38,12.92
2012-12-24,0,38.0,,0.38,0.0
2012-12-25,36,38.0,,0.38,13.68
2012-12-26,43,38.0,,0.38,16.34
2012-12-27,54,38.0,,0.38,20.52
2012-12-28,41,38.0,,0.38,15.58
2012-12-29,15,38.0,,0.38,5.7
2012-12-30,31,38.0,,0.38,11.78
2012-12-31,27,38.0,,0.38,10.26
2013-01-01,45,55.0,False,0.55,24.750000000000004
2013-01-02,36,55.0,,0.55,19.8
2013-01-03,35,55.0,,0.55,19.25
2013-01-04,84,55.0,,0.55,46.2
2013-01-05,41,55.0,,0.55,22.55
2013-01-06,14,55.0,,0.55,7.700000000000001
2013-01-07,93,55.0,,0.55,51.150000000000006
2013-01-08,80,55.0,,0.55,44.0
2013-01-09,92,55.0,,0.55,50.6
2013-01-10,35,55.0,,0.55,19.25
2013-01-11,12,55.0,,0.55,6.6000000000000005
2013-01-12,28,55.0,,0.55,15.400000000000002
2013-01-13,68,55.0,,0.55,37.400000000000006
2013-01-14,34,55.0,,0.55,18.700000000000003
2013-01-15,22,55.0,,0.55,12.100000000000001
2013-01-16,68,55.0,,0.55,37.400000000000006
2013-01-17,23,55.0,,0.55,12.65
2013-01-18,59,55.0,,0.55,32.45
2013-01-19,69,55.0,,0.55,37.95
2013-01-20,0,55.0,,0.55,0.0
2013-01-21,47,55.0,,0.55,25.85
2013-01-22,100,55.0,,0.55,55.00000000000001
2013-01-23,56,55.0,,0.55,30.800000000000004
2013-01-24,23,55.0,,0.55,12.65
2013-01-25,93,55.0,,0.55,51.150000000000006
2013-01-26,82,55.0,,0.55,45.1
2013-01-27,0,55.0,,0.55,0.0
2013-01-28,67,55.0,,0.55,36.85
2013-01-29,56,55.0,,0.55,30.800000000000004
2013-01-30,66,55.0,,0.55,36.300000000000004
2013-01-31,45,55.0,,0.55,24.750000000000004
2013-02-01,61,78.0,False,0.78,47.58
2013-02-02,71,78.0,,0.78,55.38
2013-02-03,50,78.0,,0.78,39.0
2013-02-04,34,78.0,,0.78,26.52
2013-02-05,66,78.0,,0.78,51.480000000000004
2013-02-06,66,78.0,,0.78,51.480000000000004
2013-02-07,59,78.0,,0.78,46.02
2013-02-08,60,78.0,,0.78,46.800000000000004
2013-02-09,100,78.0,,0.78,78.0
2013-02-10,40,78.0,,0.78,31.200000000000003
2013-02-11,8,78.0,,0.78,6.24
2013-02-12,41,78.0,,0.78,31.98
2013-02-13,25,78.0,,0.78,19.5
2013-02-14,43,78.0,,0.78,33.54
2013-02-15,79,78.0,,0.78,61.620000000000005
2013-02-16,51,78.0,,0.78,39.78
2013-02-17,71,78.0,,0.78,55.38
2013-02-18,43,78.0,,0.78,33.54
2013-02-19,50,78.0,,0.78,39.0
2013-02-20,82,78.0,,0.78,63.96
2013-02-21,41,78.0,,0.78,31.98
2013-02-22,9,78.0,,0.78,7.0200000000000005
2013-02-23,61,78.0,,0.78,47.58
2013-02-24,90,78.0,,0.78,70.2
2013-02-25,73,78.0,,0.78,56.940000000000005
2013-02-26,49,78.0,,0.78,38.22
2013-02-27,90,78.0,,0.78,70.2
2013-02-28,75,78.0,,0.78,58.5
2013-03-01,44,79.0,False,0.79,34.760000000000005
2013-03-02,35,79.0,,0.79,27.650000000000002
2013-03-03,43,79.0,,0.79,33.97
2013-03-04,100,79.0,,0.79,79.0
2013-03-05,35,79.0,,0.79,27.650000000000002
2013-03-06,50,79.0,,0.79,39.5
2013-03-07,65,79.0,,0.79,51.35
2013-03-08,30,79.0,,0.79,23.700000000000003
2013-03-09,52,79.0,,0.79,41.08
2013-03-10,44,79.0,,0.79,34.760000000000005
2013-03-11,64,79.0,,0.79,50.56
2013-03-12,64,79.0,,0.79,50.56
2013-03-13,58,79.0,,0.79,45.82
2013-03-14,87,79.0,,0.79,68.73
2013-03-15,23,79.0,,0.79,18.17
2013-03-16,44,79.0,,0.79,34.760000000000005
2013-03-17,26,79.0,,0.79,20.54
2013-03-18,35,79.0,,0.79,27.650000000000002
2013-03-19,21,79.0,,0.79,16.59
2013-03-20,50,79.0,,0.79,39.5
2013-03-21,43,79.0,,0.79,33.97
2013-03-22,37,79.0,,0.79,29.23
2013-03-23,26,79.0,,0.79,20.54
2013-03-24,52,79.0,,0.79,41.08
2013-03-25,35,79.0,,0.79,27.650000000000002
2013-03-26,44,79.0,,0.79,34.760000000000005
2013-03-27,81,79.0,,0.79,63.99
2013-03-28,37,79.0,,0.79,29.23
2013-03-29,88,79.0,,0.79,69.52000000000001
2013-03-30,46,79.0,,0.79,36.34
2013-03-31,48,79.0,,0.79,37.92
2013-04-01,27,75.0,False,0.75,20.25
2013-04-02,65,75.0,,0.75,48.75
2013-04-03,22,75.0,,0.75,16.5
2013-04-04,60,75.0,,0.75,45.0
2013-04-05,74,75.0,,0.75,55.5
2013-04-06,75,75.0,,0.75,56.25
2013-04-07,27,75.0,,0.75,20.25
2013-04-08,54,75.0,,0.75,40.5
2013-04-09,53,75.0,,0.75,39.75
2013-04-10,49,75.0,,0.75,36.75
2013-04-11,27,75.0,,0.75,20.25
2013-04-12,28,75.0,,0.75,21.0
2013-04-13,27,75.0,,0.75,20.25
2013-04-14,60,75.0,,0.75,45.0
2013-04-15,100,75.0,,0.75,75.0
2013-04-16,16,75.0,,0.75,12.0
2013-04-17,38,75.0,,0.75,28.5
2013-04-18,32,75.0,,0.75,24.0
2013-04-19,22,75.0,,0.75,16.5
2013-04-20,20,75.0,,0.75,15.0
2013-04-21,34,75.0,,0.75,25.5
2013-04-22,16,75.0,,0.75,12.0
2013-04-23,11,75.0,,0.75,8.25
2013-04-24,16,75.0,,0.75,12.0
2013-04-25,28,75.0,,0.75,21.0
2013-04-26,51,75.0,,0.75,38.25
2013-04-27,14,75.0,,0.75,10.5
2013-04-28,14,75.0,,0.75,10.5
2013-04-29,21,75.0,,0.75,15.75
2013-04-30,38,75.0,,0.75,28.5
2013-05-01,34,36.0,False,0.36,12.24
2013-05-02,100,36.0,,0.36,36.0
2013-05-03,59,36.0,,0.36,21.24
2013-05-04,0,36.0,,0.36,0.0
2013-05-05,29,36.0,,0.36,10.44
2013-05-06,23,36.0,,0.36,8.28
2013-05-07,56,36.0,,0.36,20.16
2013-05-08,89,36.0,,0.36,32.04
2013-05-09,34,36.0,,0.36,12.24
2013-05-10,36,36.0,,0.36,12.959999999999999
2013-05-11,0,36.0,,0.36,0.0
2013-05-12,30,36.0,,0.36,10.799999999999999
2013-05-13,23,36.0,,0.36,8.28
2013-05-14,23,36.0,,0.36,8.28
2013-05-15,79,36.0,,0.36,28.439999999999998
2013-05-16,23,36.0,,0.36,8.28
2013-05-17,85,36.0,,0.36,30.599999999999998
2013-05-18,29,36.0,,0.36,10.44
2013-05-19,28,36.0,,0.36,10.08
2013-05-20,34,36.0,,0.36,12.24
2013-05-21,22,36.0,,0.36,7.92
2013-05-22,0,36.0,,0.36,0.0
2013-05-23,12,36.0,,0.36,4.32
2013-05-24,61,36.0,,0.36,21.96
2013-05-25,30,36.0,,0.36,10.799999999999999
2013-05-26,31,36.0,,0.36,11.16
2013-05-27,14,36.0,,0.36,5.04
2013-05-28,23,36.0,,0.36,8.28
2013-05-29,46,36.0,,0.36,16.56
2013-05-30,23,36.0,,0.36,8.28
2013-05-31,24,36.0,,0.36,8.64
2013-06-01,50,32.0,False,0.32,16.0
2013-06-02,17,32.0,,0.32,5.44
2013-06-03,0,32.0,,0.32,0.0
2013-06-04,53,32.0,,0.32,16.96
2013-06-05,53,32.0,,0.32,16.96
2013-06-06,40,32.0,,0.32,12.8
2013-06-07,27,32.0,,0.32,8.64
2013-06-08,0,32.0,,0.32,0.0
2013-06-09,17,32.0,,0.32,5.44
2013-06-10,13,32.0,,0.32,4.16
2013-06-11,13,32.0,,0.32,4.16
2013-06-12,93,32.0,,0.32,29.76
2013-06-13,67,32.0,,0.32,21.44
2013-06-14,100,32.0,,0.32,32.0
2013-06-15,35,32.0,,0.32,11.200000000000001
2013-06-16,52,32.0,,0.32,16.64
2013-06-17,13,32.0,,0.32,4.16
2013-06-18,79,32.0,,0.32,25.28
2013-06-19,27,32.0,,0.32,8.64
2013-06-20,81,32.0,,0.32,25.92
2013-06-21,42,32.0,,0.32,13.44
2013-06-22,34,32.0,,0.32,10.88
2013-06-23,17,32.0,,0.32,5.44
2013-06-24,40,32.0,,0.32,12.8
2013-06-25,94,32.0,,0.32,30.080000000000002
2013-06-26,27,32.0,,0.32,8.64
2013-06-27,41,32.0,,0.32,13.120000000000001
2013-06-28,28,32.0,,0.32,8.96
2013-06-29,0,32.0,,0.32,0.0
2013-06-30,34,32.0,,0.32,10.88
2013-07-01,85,35.0,False,0.35,29.749999999999996
2013-07-02,85,35.0,,0.35,29.749999999999996
2013-07-03,35,35.0,,0.35,12.25
2013-07-04,21,35.0,,0.35,7.35
2013-07-05,0,35.0,,0.35,0.0
2013-07-06,21,35.0,,0.35,7.35
2013-07-07,21,35.0,,0.35,7.35
2013-07-08,67,35.0,,0.35,23.45
2013-07-09,50,35.0,,0.35,17.5
2013-07-10,68,35.0,,0.35,23.799999999999997
2013-07-11,51,35.0,,0.35,17.849999999999998
2013-07-12,35,35.0,,0.35,12.25
2013-07-13,21,35.0,,0.35,7.35
2013-07-14,41,35.0,,0.35,14.35
2013-07-15,17,35.0,,0.35,5.949999999999999
2013-07-16,82,35.0,,0.35,28.7
2013-07-17,84,35.0,,0.35,29.4
2013-07-18,51,35.0,,0.35,17.849999999999998
2013-07-19,53,35.0,,0.35,18.549999999999997
2013-07-20,0,35.0,,0.35,0.0
2013-07-21,63,35.0,,0.35,22.049999999999997
2013-07-22,83,35.0,,0.35,29.049999999999997
2013-07-23,82,35.0,,0.35,28.7
2013-07-24,100,35.0,,0.35,35.0
2013-07-25,86,35.0,,0.35,30.099999999999998
2013-07-26,35,35.0,,0.35,12.25
2013-07-27,63,35.0,,0.35,22.049999999999997
2013-07-28,63,35.0,,0.35,22.049999999999997
2013-07-29,51,35.0,,0.35,17.849999999999998
2013-07-30,17,35.0,,0.35,5.949999999999999
2013-07-31,33,35.0,,0.35,11.549999999999999
2013-08-01,17,33.0,False,0.33,5.61
2013-08-02,53,33.0,,0.33,17.490000000000002
2013-08-03,0,33.0,,0.33,0.0
2013-08-04,64,33.0,,0.33,21.12
2013-08-05,83,33.0,,0.33,27.39
2013-08-06,16,33.0,,0.33,5.28
2013-08-07,50,33.0,,0.33,16.5
2013-08-08,66,33.0,,0.33,21.78
2013-08-09,0,33.0,,0.33,0.0
2013-08-10,0,33.0,,0.33,0.0
2013-08-11,83,33.0,,0.33,27.39
2013-08-12,17,33.0,,0.33,5.61
2013-08-13,33,33.0,,0.33,10.89
2013-08-14,33,33.0,,0.33,10.89
2013-08-15,85,33.0,,0.33,28.05
2013-08-16,35,33.0,,0.33,11.55
2013-08-17,0,33.0,,0.33,0.0
2013-08-18,83,33.0,,0.33,27.39
2013-08-19,16,33.0,,0.33,5.28
2013-08-20,50,33.0,,0.33,16.5
2013-08-21,33,33.0,,0.33,10.89
2013-08-22,17,33.0,,0.33,5.61
2013-08-23,35,33.0,,0.33,11.55
2013-08-24,41,33.0,,0.33,13.530000000000001
2013-08-25,21,33.0,,0.33,6.930000000000001
2013-08-26,80,33.0,,0.33,26.400000000000002
2013-08-27,16,33.0,,0.33,5.28
2013-08-28,97,33.0,,0.33,32.01
2013-08-29,33,33.0,,0.33,10.89
2013-08-30,51,33.0,,0.33,16.830000000000002
2013-08-31,100,33.0,,0.33,33.0
2013-09-01,0,48.0,False,0.48,0.0
2013-09-02,26,48.0,,0.48,12.48
2013-09-03,46,48.0,,0.48,22.08
2013-09-04,34,48.0,,0.48,16.32
2013-09-05,35,48.0,,0.48,16.8
2013-09-06,71,48.0,,0.48,34.08
2013-09-07,70,48.0,,0.48,33.6
2013-09-08,55,48.0,,0.48,26.4
2013-09-09,79,48.0,,0.48,37.92
2013-09-10,44,48.0,,0.48,21.119999999999997
2013-09-11,33,48.0,,0.48,15.84
2013-09-12,45,48.0,,0.48,21.599999999999998
2013-09-13,47,48.0,,0.48,22.56
2013-09-14,85,48.0,,0.48,40.8
2013-09-15,41,48.0,,0.48,19.68
2013-09-16,100,48.0,,0.48,48.0
2013-09-17,90,48.0,,0.48,43.199999999999996
2013-09-18,56,48.0,,0.48,26.88
2013-09-19,57,48.0,,0.48,27.36
2013-09-20,60,48.0,,0.48,28.799999999999997
2013-09-21,0,48.0,,0.48,0.0
2013-09-22,28,48.0,,0.48,13.44
2013-09-23,46,48.0,,0.48,22.08
2013-09-24,91,48.0,,0.48,43.68
2013-09-25,57,48.0,,0.48,27.36
2013-09-26,59,48.0,,0.48,28.32
2013-09-27,50,48.0,,0.48,24.0
2013-09-28,30,48.0,,0.48,14.399999999999999
2013-09-29,14,48.0,,0.48,6.72
2013-09-30,45,48.0,,0.48,21.599999999999998
2013-10-01,38,46.0,False,0.46,17.48
2013-10-02,10,46.0,,0.46,4.6000000000000005
2013-10-03,50,46.0,,0.46,23.0
2013-10-04,20,46.0,,0.46,9.200000000000001
2013-10-05,25,46.0,,0.46,11.5
2013-10-06,61,46.0,,0.46,28.060000000000002
2013-10-07,30,46.0,,0.46,13.8
2013-10-08,49,46.0,,0.46,22.540000000000003
2013-10-09,50,46.0,,0.46,23.0
2013-10-10,40,46.0,,0.46,18.400000000000002
2013-10-11,10,46.0,,0.46,4.6000000000000005
2013-10-12,12,46.0,,0.46,5.5200000000000005
2013-10-13,74,46.0,,0.46,34.04
2013-10-14,50,46.0,,0.46,23.0
2013-10-15,49,46.0,,0.46,22.540000000000003
2013-10-16,69,46.0,,0.46,31.740000000000002
2013-10-17,50,46.0,,0.46,23.0
2013-10-18,31,46.0,,0.46,14.26
2013-10-19,12,46.0,,0.46,5.5200000000000005
2013-10-20,62,46.0,,0.46,28.52
2013-10-21,30,46.0,,0.46,13.8
2013-10-22,48,46.0,,0.46,22.080000000000002
2013-10-23,39,46.0,,0.46,17.94
2013-10-24,20,46.0,,0.46,9.200000000000001
2013-10-25,10,46.0,,0.46,4.6000000000000005
2013-10-26,50,46.0,,0.46,23.0
2013-10-27,12,46.0,,0.46,5.5200000000000005
2013-10-28,58,46.0,,0.46,26.68
2013-10-29,68,46.0,,0.46,31.28
2013-10-30,19,46.0,,0.46,8.74
2013-10-31,100,46.0,,0.46,46.0
2013-11-01,36,44.0,False,0.44,15.84
2013-11-02,28,44.0,,0.44,12.32
2013-11-03,41,44.0,,0.44,18.04
2013-11-04,44,44.0,,0.44,19.36
2013-11-05,76,44.0,,0.44,33.44
2013-11-06,33,44.0,,0.44,14.52
2013-11-07,77,44.0,,0.44,33.88
2013-11-08,69,44.0,,0.44,30.36
2013-11-09,28,44.0,,0.44,12.32
2013-11-10,41,44.0,,0.44,18.04
2013-11-11,100,44.0,,0.44,44.0
2013-11-12,54,44.0,,0.44,23.76
2013-11-13,44,44.0,,0.44,19.36
2013-11-14,67,44.0,,0.44,29.48
2013-11-15,57,44.0,,0.44,25.080000000000002
2013-11-16,27,44.0,,0.44,11.88
2013-11-17,13,44.0,,0.44,5.72
2013-11-18,85,44.0,,0.44,37.4
2013-11-19,86,44.0,,0.44,37.84
2013-11-20,43,44.0,,0.44,18.92
2013-11-21,44,44.0,,0.44,19.36
2013-11-22,78,44.0,,0.44,34.32
2013-11-23,27,44.0,,0.44,11.88
2013-11-24,66,44.0,,0.44,29.04
2013-11-25,65,44.0,,0.44,28.6
2013-11-26,44,44.0,,0.44,19.36
2013-11-27,12,44.0,,0.44,5.28
2013-11-28,14,44.0,,0.44,6.16
2013-11-29,0,44.0,,0.44,0.0
2013-11-30,0,44.0,,0.44,0.0
2013-12-01,49,43.0,False,0.43,21.07
2013-12-02,51,43.0,,0.43,21.93
2013-12-03,41,43.0,,0.43,17.63
2013-12-04,64,43.0,,0.43,27.52
2013-12-05,53,43.0,,0.43,22.79
2013-12-06,43,43.0,,0.43,18.49
2013-12-07,66,43.0,,0.43,28.38
2013-12-08,13,43.0,,0.43,5.59
2013-12-09,42,43.0,,0.43,18.06
2013-12-10,32,43.0,,0.43,13.76
2013-12-11,75,43.0,,0.43,32.25
2013-12-12,100,43.0,,0.43,43.0
2013-12-13,23,43.0,,0.43,9.89
2013-12-14,40,43.0,,0.43,17.2
2013-12-15,54,43.0,,0.43,23.22
2013-12-16,44,43.0,,0.43,18.919999999999998
2013-12-17,55,43.0,,0.43,23.65
2013-12-18,33,43.0,,0.43,14.19
2013-12-19,93,43.0,,0.43,39.99
2013-12-20,48,43.0,,0.43,20.64
2013-12-21,14,43.0,,0.43,6.02
2013-12-22,58,43.0,,0.43,24.94
2013-12-23,49,43.0,,0.43,21.07
2013-12-24,55,43.0,,0.43,23.65
2013-12-25,0,43.0,,0.43,0.0
2013-12-26,26,43.0,,0.43,11.18
2013-12-27,38,43.0,,0.43,16.34
2013-12-28,0,43.0,,0.43,0.0
2013-12-29,14,43.0,,0.43,6.02
2013-12-30,70,43.0,,0.43,30.099999999999998
2013-12-31,49,43.0,,0.43,21.07
2014-01-01,41,59.0,False,0.59,24.189999999999998
2014-01-02,57,59.0,,0.59,33.629999999999995
2014-01-03,24,59.0,,0.59,14.16
2014-01-04,28,59.0,,0.59,16.52
2014-01-05,28,59.0,,0.59,16.52
2014-01-06,32,59.0,,0.59,18.88
2014-01-07,61,59.0,,0.59,35.989999999999995
2014-01-08,32,59.0,,0.59,18.88
2014-01-09,40,59.0,,0.59,23.599999999999998
2014-01-10,48,59.0,,0.59,28.32
2014-01-11,47,59.0,,0.59,27.729999999999997
2014-01-12,29,59.0,,0.59,17.11
2014-01-13,31,59.0,,0.59,18.29
2014-01-14,23,59.0,,0.59,13.569999999999999
2014-01-15,39,59.0,,0.59,23.009999999999998
2014-01-16,31,59.0,,0.59,18.29
2014-01-17,65,59.0,,0.59,38.35
2014-01-18,49,59.0,,0.59,28.91
2014-01-19,38,59.0,,0.59,22.419999999999998
2014-01-20,65,59.0,,0.59,38.35
2014-01-21,30,59.0,,0.59,17.7
2014-01-22,46,59.0,,0.59,27.139999999999997
2014-01-23,100,59.0,,0.59,59.0
2014-01-24,55,59.0,,0.59,32.449999999999996
2014-01-25,47,59.0,,0.59,27.729999999999997
2014-01-26,37,59.0,,0.59,21.83
2014-01-27,82,59.0,,0.59,48.379999999999995
2014-01-28,89,59.0,,0.59,52.51
2014-01-29,54,59.0,,0.59,31.86
2014-01-30,23,59.0,,0.59,13.569999999999999
2014-01-31,64,59.0,,0.59,37.76
2014-02-01,45,75.0,False,0.75,33.75
2014-02-02,35,75.0,,0.75,26.25
2014-02-03,58,75.0,,0.75,43.5
2014-02-04,58,75.0,,0.75,43.5
2014-02-05,82,75.0,,0.75,61.5
2014-02-06,33,75.0,,0.75,24.75
2014-02-07,53,75.0,,0.75,39.75
2014-02-08,63,75.0,,0.75,47.25
2014-02-09,71,75.0,,0.75,53.25
2014-02-10,71,75.0,,0.75,53.25
2014-02-11,100,75.0,,0.75,75.0
2014-02-12,57,75.0,,0.75,42.75
2014-02-13,88,75.0,,0.75,66.0
2014-02-14,46,75.0,,0.75,34.5
2014-02-15,46,75.0,,0.75,34.5
2014-02-16,65,75.0,,0.75,48.75
2014-02-17,46,75.0,,0.75,34.5
2014-02-18,88,75.0,,0.75,66.0
2014-02-19,88,75.0,,0.75,66.0
2014-02-20,37,75.0,,0.75,27.75
2014-02-21,75,75.0,,0.75,56.25
2014-02-22,28,75.0,,0.75,21.0
2014-02-23,54,75.0,,0.75,40.5
2014-02-24,43,75.0,,0.75,32.25
2014-02-25,100,75.0,,0.75,75.0
2014-02-26,64,75.0,,0.75,48.0
2014-02-27,43,75.0,,0.75,32.25
2014-02-28,53,75.0,,0.75,39.75
2014-03-01,51,79.0,False,0.79,40.29
2014-03-02,90,79.0,,0.79,71.10000000000001
2014-03-03,80,79.0,,0.79,63.2
2014-03-04,58,79.0,,0.79,45.82
2014-03-05,58,79.0,,0.79,45.82
2014-03-06,83,79.0,,0.79,65.57000000000001
2014-03-07,79,79.0,,0.79,62.410000000000004
2014-03-08,21,79.0,,0.79,16.59
2014-03-09,63,79.0,,0.79,49.77
2014-03-10,51,79.0,,0.79,40.29
2014-03-11,34,79.0,,0.79,26.86
2014-03-12,34,79.0,,0.79,26.86
2014-03-13,60,79.0,,0.79,47.400000000000006
2014-03-14,63,79.0,,0.79,49.77
2014-03-15,32,79.0,,0.79,25.28
2014-03-16,52,79.0,,0.79,41.08
2014-03-17,84,79.0,,0.79,66.36
2014-03-18,17,79.0,,0.79,13.43
2014-03-19,94,79.0,,0.79,74.26
2014-03-20,70,79.0,,0.79,55.300000000000004
2014-03-21,100,79.0,,0.79,79.0
2014-03-22,53,79.0,,0.79,41.870000000000005
2014-03-23,83,79.0,,0.79,65.57000000000001
2014-03-24,85,79.0,,0.79,67.15
2014-03-25,84,79.0,,0.79,66.36
2014-03-26,51,79.0,,0.79,40.29
2014-03-27,69,79.0,,0.79,54.510000000000005
2014-03-28,44,79.0,,0.79,34.760000000000005
2014-03-29,62,79.0,,0.79,48.980000000000004
2014-03-30,62,79.0,,0.79,48.980000000000004
2014-03-31,67,79.0,,0.79,52.93
2014-04-01,43,70.0,False,0.7,30.099999999999998
2014-04-02,29,70.0,,0.7,20.299999999999997
2014-04-03,59,70.0,,0.7,41.3
2014-04-04,45,70.0,,0.7,31.499999999999996
2014-04-05,31,70.0,,0.7,21.7
2014-04-06,55,70.0,,0.7,38.5
2014-04-07,67,70.0,,0.7,46.9
2014-04-08,53,70.0,,0.7,37.099999999999994
2014-04-09,49,70.0,,0.7,34.3
2014-04-10,50,70.0,,0.7,35.0
2014-04-11,58,70.0,,0.7,40.599999999999994
2014-04-12,26,70.0,,0.7,18.2
2014-04-13,100,70.0,,0.7,70.0
2014-04-14,53,70.0,,0.7,37.099999999999994
2014-04-15,90,70.0,,0.7,62.99999999999999
2014-04-16,20,70.0,,0.7,14.0
2014-04-17,30,70.0,,0.7,21.0
2014-04-18,49,70.0,,0.7,34.3
2014-04-19,0,70.0,,0.7,0.0
2014-04-20,27,70.0,,0.7,18.9
2014-04-21,30,70.0,,0.7,21.0
2014-04-22,24,70.0,,0.7,16.799999999999997
2014-04-23,44,70.0,,0.7,30.799999999999997
2014-04-24,20,70.0,,0.7,14.0
2014-04-25,21,70.0,,0.7,14.7
2014-04-26,6,70.0,,0.7,4.199999999999999
2014-04-27,0,70.0,,0.7,0.0
2014-04-28,14,70.0,,0.7,9.799999999999999
2014-04-29,24,70.0,,0.7,16.799999999999997
2014-04-30,19,70.0,,0.7,13.299999999999999
2014-05-01,63,43.0,False,0.43,27.09
2014-05-02,39,43.0,,0.43,16.77
2014-05-03,32,43.0,,0.43,13.76
2014-05-04,32,43.0,,0.43,13.76
2014-05-05,63,43.0,,0.43,27.09
2014-05-06,88,43.0,,0.43,37.839999999999996
2014-05-07,13,43.0,,0.43,5.59
2014-05-08,38,43.0,,0.43,16.34
2014-05-09,26,43.0,,0.43,11.18
2014-05-10,32,43.0,,0.43,13.76
2014-05-11,33,43.0,,0.43,14.19
2014-05-12,89,43.0,,0.43,38.269999999999996
2014-05-13,25,43.0,,0.43,10.75
2014-05-14,38,43.0,,0.43,16.34
2014-05-15,38,43.0,,0.43,16.34
2014-05-16,52,43.0,,0.43,22.36
2014-05-17,33,43.0,,0.43,14.19
2014-05-18,33,43.0,,0.43,14.19
2014-05-19,51,43.0,,0.43,21.93
2014-05-20,26,43.0,,0.43,11.18
2014-05-21,71,43.0,,0.43,30.53
2014-05-22,44,43.0,,0.43,18.919999999999998
2014-05-23,62,43.0,,0.43,26.66
2014-05-24,19,43.0,,0.43,8.17
2014-05-25,61,43.0,,0.43,26.23
2014-05-26,18,43.0,,0.43,7.74
2014-05-27,100,43.0,,0.43,43.0
2014-05-28,56,43.0,,0.43,24.08
2014-05-29,73,43.0,,0.43,31.39
2014-05-30,61,43.0,,0.43,26.23
2014-05-31,57,43.0,,0.43,24.509999999999998
2014-06-01,57,41.0,False,0.41,23.369999999999997
2014-06-02,58,41.0,,0.41,23.779999999999998
2014-06-03,44,41.0,,0.41,18.04
2014-06-04,58,41.0,,0.41,23.779999999999998
2014-06-05,88,41.0,,0.41,36.08
2014-06-06,15,41.0,,0.41,6.1499999999999995
