date,business expense_unscaled,business expense_monthly,isPartial,scale,business expense
2005-01-01,0,41.0,False,0.41,0.0
2005-01-02,0,41.0,,0.41,0.0
2005-01-03,0,41.0,,0.41,0.0
2005-01-04,0,41.0,,0.41,0.0
2005-01-05,0,41.0,,0.41,0.0
2005-01-06,0,41.0,,0.41,0.0
2005-01-07,0,41.0,,0.41,0.0
2005-01-08,100,41.0,,0.41,41.0
2005-01-09,0,41.0,,0.41,0.0
2005-01-10,60,41.0,,0.41,24.599999999999998
2005-01-11,0,41.0,,0.41,0.0
2005-01-12,0,41.0,,0.41,0.0
2005-01-13,60,41.0,,0.41,24.599999999999998
2005-01-14,62,41.0,,0.41,25.419999999999998
2005-01-15,100,41.0,,0.41,41.0
2005-01-16,0,41.0,,0.41,0.0
2005-01-17,0,41.0,,0.41,0.0
2005-01-18,0,41.0,,0.41,0.0
2005-01-19,0,41.0,,0.41,0.0
2005-01-20,0,41.0,,0.41,0.0
2005-01-21,0,41.0,,0.41,0.0
2005-01-22,0,41.0,,0.41,0.0
2005-01-23,0,41.0,,0.41,0.0
2005-01-24,0,41.0,,0.41,0.0
2005-01-25,0,41.0,,0.41,0.0
2005-01-26,58,41.0,,0.41,23.779999999999998
2005-01-27,0,41.0,,0.41,0.0
2005-01-28,60,41.0,,0.41,24.599999999999998
2005-01-29,0,41.0,,0.41,0.0
2005-01-30,91,41.0,,0.41,37.309999999999995
2005-01-31,0,41.0,,0.41,0.0
2005-02-01,0,44.0,False,0.44,0.0
2005-02-02,35,44.0,,0.44,15.4
2005-02-03,70,44.0,,0.44,30.8
2005-02-04,0,44.0,,0.44,0.0
2005-02-05,58,44.0,,0.44,25.52
2005-02-06,0,44.0,,0.44,0.0
2005-02-07,35,44.0,,0.44,15.4
2005-02-08,33,44.0,,0.44,14.52
2005-02-09,0,44.0,,0.44,0.0
2005-02-10,0,44.0,,0.44,0.0
2005-02-11,0,44.0,,0.44,0.0
2005-02-12,0,44.0,,0.44,0.0
2005-02-13,0,44.0,,0.44,0.0
2005-02-14,0,44.0,,0.44,0.0
2005-02-15,0,44.0,,0.44,0.0
2005-02-16,0,44.0,,0.44,0.0
2005-02-17,34,44.0,,0.44,14.96
2005-02-18,36,44.0,,0.44,15.84
2005-02-19,0,44.0,,0.44,0.0
2005-02-20,0,44.0,,0.44,0.0
2005-02-21,0,44.0,,0.44,0.0
2005-02-22,0,44.0,,0.44,0.0
2005-02-23,33,44.0,,0.44,14.52
2005-02-24,33,44.0,,0.44,14.52
2005-02-25,0,44.0,,0.44,0.0
2005-02-26,0,44.0,,0.44,0.0
2005-02-27,82,44.0,,0.44,36.08
2005-02-28,100,44.0,,0.44,44.0
2005-03-01,98,74.0,False,0.74,72.52
2005-03-02,0,74.0,,0.74,0.0
2005-03-03,0,74.0,,0.74,0.0
2005-03-04,0,74.0,,0.74,0.0
2005-03-05,0,74.0,,0.74,0.0
2005-03-06,0,74.0,,0.74,0.0
2005-03-07,50,74.0,,0.74,37.0
2005-03-08,98,74.0,,0.74,72.52
2005-03-09,51,74.0,,0.74,37.74
2005-03-10,51,74.0,,0.74,37.74
2005-03-11,0,74.0,,0.74,0.0
2005-03-12,0,74.0,,0.74,0.0
2005-03-13,0,74.0,,0.74,0.0
2005-03-14,50,74.0,,0.74,37.0
2005-03-15,97,74.0,,0.74,71.78
2005-03-16,100,74.0,,0.74,74.0
2005-03-17,51,74.0,,0.74,37.74
2005-03-18,0,74.0,,0.74,0.0
2005-03-19,84,74.0,,0.74,62.16
2005-03-20,86,74.0,,0.74,63.64
2005-03-21,51,74.0,,0.74,37.74
2005-03-22,50,74.0,,0.74,37.0
2005-03-23,50,74.0,,0.74,37.0
2005-03-24,54,74.0,,0.74,39.96
2005-03-25,0,74.0,,0.74,0.0
2005-03-26,89,74.0,,0.74,65.86
2005-03-27,0,74.0,,0.74,0.0
2005-03-28,0,74.0,,0.74,0.0
2005-03-29,0,74.0,,0.74,0.0
2005-03-30,0,74.0,,0.74,0.0
2005-03-31,0,74.0,,0.74,0.0
2005-04-01,52,42.0,False,0.42,21.84
2005-04-02,0,42.0,,0.42,0.0
2005-04-03,0,42.0,,0.42,0.0
2005-04-04,0,42.0,,0.42,0.0
2005-04-05,0,42.0,,0.42,0.0
2005-04-06,0,42.0,,0.42,0.0
2005-04-07,48,42.0,,0.42,20.16
2005-04-08,52,42.0,,0.42,21.84
2005-04-09,0,42.0,,0.42,0.0
2005-04-10,83,42.0,,0.42,34.86
2005-04-11,46,42.0,,0.42,19.32
2005-04-12,0,42.0,,0.42,0.0
2005-04-13,45,42.0,,0.42,18.9
2005-04-14,0,42.0,,0.42,0.0
2005-04-15,100,42.0,,0.42,42.0
2005-04-16,0,42.0,,0.42,0.0
2005-04-17,0,42.0,,0.42,0.0
2005-04-18,0,42.0,,0.42,0.0
2005-04-19,0,42.0,,0.42,0.0
2005-04-20,0,42.0,,0.42,0.0
2005-04-21,0,42.0,,0.42,0.0
2005-04-22,0,42.0,,0.42,0.0
2005-04-23,77,42.0,,0.42,32.339999999999996
2005-04-24,0,42.0,,0.42,0.0
2005-04-25,45,42.0,,0.42,18.9
2005-04-26,0,42.0,,0.42,0.0
2005-04-27,45,42.0,,0.42,18.9
2005-04-28,0,42.0,,0.42,0.0
2005-04-29,49,42.0,,0.42,20.58
2005-04-30,0,42.0,,0.42,0.0
2005-05-01,0,26.0,False,0.26,0.0
2005-05-02,0,26.0,,0.26,0.0
2005-05-03,47,26.0,,0.26,12.22
2005-05-04,0,26.0,,0.26,0.0
2005-05-05,0,26.0,,0.26,0.0
2005-05-06,0,26.0,,0.26,0.0
2005-05-07,0,26.0,,0.26,0.0
2005-05-08,0,26.0,,0.26,0.0
2005-05-09,0,26.0,,0.26,0.0
2005-05-10,48,26.0,,0.26,12.48
2005-05-11,0,26.0,,0.26,0.0
2005-05-12,0,26.0,,0.26,0.0
2005-05-13,0,26.0,,0.26,0.0
2005-05-14,0,26.0,,0.26,0.0
2005-05-15,0,26.0,,0.26,0.0
2005-05-16,0,26.0,,0.26,0.0
2005-05-17,48,26.0,,0.26,12.48
2005-05-18,0,26.0,,0.26,0.0
2005-05-19,100,26.0,,0.26,26.0
2005-05-20,54,26.0,,0.26,14.040000000000001
2005-05-21,0,26.0,,0.26,0.0
2005-05-22,0,26.0,,0.26,0.0
2005-05-23,0,26.0,,0.26,0.0
2005-05-24,0,26.0,,0.26,0.0
2005-05-25,0,26.0,,0.26,0.0
2005-05-26,0,26.0,,0.26,0.0
2005-05-27,0,26.0,,0.26,0.0
2005-05-28,0,26.0,,0.26,0.0
2005-05-29,0,26.0,,0.26,0.0
2005-05-30,0,26.0,,0.26,0.0
2005-05-31,0,26.0,,0.26,0.0
2005-06-01,0,31.0,False,0.31,0.0
2005-06-02,48,31.0,,0.31,14.879999999999999
2005-06-03,0,31.0,,0.31,0.0
2005-06-04,0,31.0,,0.31,0.0
2005-06-05,0,31.0,,0.31,0.0
2005-06-06,0,31.0,,0.31,0.0
2005-06-07,48,31.0,,0.31,14.879999999999999
2005-06-08,0,31.0,,0.31,0.0
2005-06-09,0,31.0,,0.31,0.0
2005-06-10,52,31.0,,0.31,16.12
2005-06-11,0,31.0,,0.31,0.0
2005-06-12,0,31.0,,0.31,0.0
2005-06-13,48,31.0,,0.31,14.879999999999999
2005-06-14,0,31.0,,0.31,0.0
2005-06-15,0,31.0,,0.31,0.0
2005-06-16,100,31.0,,0.31,31.0
2005-06-17,54,31.0,,0.31,16.74
2005-06-18,0,31.0,,0.31,0.0
2005-06-19,89,31.0,,0.31,27.59
2005-06-20,49,31.0,,0.31,15.19
2005-06-21,48,31.0,,0.31,14.879999999999999
2005-06-22,100,31.0,,0.31,31.0
2005-06-23,0,31.0,,0.31,0.0
2005-06-24,0,31.0,,0.31,0.0
2005-06-25,0,31.0,,0.31,0.0
2005-06-26,0,31.0,,0.31,0.0
2005-06-27,48,31.0,,0.31,14.879999999999999
2005-06-28,0,31.0,,0.31,0.0
2005-06-29,0,31.0,,0.31,0.0
2005-06-30,0,31.0,,0.31,0.0
2005-07-01,0,35.0,False,0.35,0.0
2005-07-02,0,35.0,,0.35,0.0
2005-07-03,0,35.0,,0.35,0.0
2005-07-04,0,35.0,,0.35,0.0
2005-07-05,0,35.0,,0.35,0.0
2005-07-06,33,35.0,,0.35,11.549999999999999
2005-07-07,0,35.0,,0.35,0.0
2005-07-08,0,35.0,,0.35,0.0
2005-07-09,55,35.0,,0.35,19.25
2005-07-10,0,35.0,,0.35,0.0
2005-07-11,100,35.0,,0.35,35.0
2005-07-12,0,35.0,,0.35,0.0
2005-07-13,0,35.0,,0.35,0.0
2005-07-14,34,35.0,,0.35,11.899999999999999
2005-07-15,36,35.0,,0.35,12.6
2005-07-16,0,35.0,,0.35,0.0
2005-07-17,58,35.0,,0.35,20.299999999999997
2005-07-18,33,35.0,,0.35,11.549999999999999
2005-07-19,33,35.0,,0.35,11.549999999999999
2005-07-20,0,35.0,,0.35,0.0
2005-07-21,0,35.0,,0.35,0.0
2005-07-22,73,35.0,,0.35,25.549999999999997
2005-07-23,0,35.0,,0.35,0.0
2005-07-24,58,35.0,,0.35,20.299999999999997
2005-07-25,33,35.0,,0.35,11.549999999999999
2005-07-26,0,35.0,,0.35,0.0
2005-07-27,0,35.0,,0.35,0.0
2005-07-28,34,35.0,,0.35,11.899999999999999
2005-07-29,0,35.0,,0.35,0.0
2005-07-30,0,35.0,,0.35,0.0
2005-07-31,0,35.0,,0.35,0.0
2005-08-01,0,40.0,False,0.4,0.0
2005-08-02,0,40.0,,0.4,0.0
2005-08-03,0,40.0,,0.4,0.0
2005-08-04,0,40.0,,0.4,0.0
2005-08-05,0,40.0,,0.4,0.0
2005-08-06,82,40.0,,0.4,32.800000000000004
2005-08-07,0,40.0,,0.4,0.0
2005-08-08,48,40.0,,0.4,19.200000000000003
2005-08-09,0,40.0,,0.4,0.0
2005-08-10,0,40.0,,0.4,0.0
2005-08-11,0,40.0,,0.4,0.0
2005-08-12,0,40.0,,0.4,0.0
2005-08-13,0,40.0,,0.4,0.0
2005-08-14,0,40.0,,0.4,0.0
2005-08-15,96,40.0,,0.4,38.400000000000006
2005-08-16,0,40.0,,0.4,0.0
2005-08-17,48,40.0,,0.4,19.200000000000003
2005-08-18,0,40.0,,0.4,0.0
2005-08-19,51,40.0,,0.4,20.400000000000002
2005-08-20,0,40.0,,0.4,0.0
2005-08-21,0,40.0,,0.4,0.0
2005-08-22,0,40.0,,0.4,0.0
2005-08-23,0,40.0,,0.4,0.0
2005-08-24,0,40.0,,0.4,0.0
2005-08-25,0,40.0,,0.4,0.0
2005-08-26,100,40.0,,0.4,40.0
2005-08-27,0,40.0,,0.4,0.0
2005-08-28,0,40.0,,0.4,0.0
2005-08-29,0,40.0,,0.4,0.0
2005-08-30,0,40.0,,0.4,0.0
2005-08-31,46,40.0,,0.4,18.400000000000002
2005-09-01,0,30.0,False,0.3,0.0
2005-09-02,0,30.0,,0.3,0.0
2005-09-03,83,30.0,,0.3,24.9
2005-09-04,0,30.0,,0.3,0.0
2005-09-05,0,30.0,,0.3,0.0
2005-09-06,0,30.0,,0.3,0.0
2005-09-07,47,30.0,,0.3,14.1
2005-09-08,47,30.0,,0.3,14.1
2005-09-09,100,30.0,,0.3,30.0
2005-09-10,0,30.0,,0.3,0.0
2005-09-11,0,30.0,,0.3,0.0
2005-09-12,47,30.0,,0.3,14.1
2005-09-13,91,30.0,,0.3,27.3
2005-09-14,91,30.0,,0.3,27.3
2005-09-15,0,30.0,,0.3,0.0
2005-09-16,0,30.0,,0.3,0.0
2005-09-17,0,30.0,,0.3,0.0
2005-09-18,75,30.0,,0.3,22.5
2005-09-19,0,30.0,,0.3,0.0
2005-09-20,0,30.0,,0.3,0.0
2005-09-21,0,30.0,,0.3,0.0
2005-09-22,0,30.0,,0.3,0.0
2005-09-23,0,30.0,,0.3,0.0
2005-09-24,0,30.0,,0.3,0.0
2005-09-25,0,30.0,,0.3,0.0
2005-09-26,45,30.0,,0.3,13.5
2005-09-27,44,30.0,,0.3,13.2
2005-09-28,0,30.0,,0.3,0.0
2005-09-29,45,30.0,,0.3,13.5
2005-09-30,49,30.0,,0.3,14.7
2005-10-01,0,34.0,False,0.34,0.0
2005-10-02,0,34.0,,0.34,0.0
2005-10-03,0,34.0,,0.34,0.0
2005-10-04,0,34.0,,0.34,0.0
2005-10-05,0,34.0,,0.34,0.0
2005-10-06,50,34.0,,0.34,17.0
2005-10-07,0,34.0,,0.34,0.0
2005-10-08,0,34.0,,0.34,0.0
2005-10-09,0,34.0,,0.34,0.0
2005-10-10,0,34.0,,0.34,0.0
2005-10-11,0,34.0,,0.34,0.0
2005-10-12,0,34.0,,0.34,0.0
2005-10-13,100,34.0,,0.34,34.0
2005-10-14,0,34.0,,0.34,0.0
2005-10-15,0,34.0,,0.34,0.0
2005-10-16,0,34.0,,0.34,0.0
2005-10-17,0,34.0,,0.34,0.0
2005-10-18,49,34.0,,0.34,16.66
2005-10-19,0,34.0,,0.34,0.0
2005-10-20,0,34.0,,0.34,0.0
2005-10-21,0,34.0,,0.34,0.0
2005-10-22,81,34.0,,0.34,27.540000000000003
2005-10-23,0,34.0,,0.34,0.0
2005-10-24,48,34.0,,0.34,16.32
2005-10-25,48,34.0,,0.34,16.32
2005-10-26,49,34.0,,0.34,16.66
2005-10-27,0,34.0,,0.34,0.0
2005-10-28,0,34.0,,0.34,0.0
2005-10-29,0,34.0,,0.34,0.0
2005-10-30,82,34.0,,0.34,27.880000000000003
2005-10-31,0,34.0,,0.34,0.0
2005-11-01,0,64.0,False,0.64,0.0
2005-11-02,63,64.0,,0.64,40.32
2005-11-03,32,64.0,,0.64,20.48
2005-11-04,100,64.0,,0.64,64.0
2005-11-05,0,64.0,,0.64,0.0
2005-11-06,0,64.0,,0.64,0.0
2005-11-07,30,64.0,,0.64,19.2
2005-11-08,0,64.0,,0.64,0.0
2005-11-09,0,64.0,,0.64,0.0
2005-11-10,44,64.0,,0.64,28.16
2005-11-11,0,64.0,,0.64,0.0
2005-11-12,0,64.0,,0.64,0.0
2005-11-13,50,64.0,,0.64,32.0
2005-11-14,0,64.0,,0.64,0.0
2005-11-15,59,64.0,,0.64,37.76
2005-11-16,30,64.0,,0.64,19.2
2005-11-17,0,64.0,,0.64,0.0
2005-11-18,66,64.0,,0.64,42.24
2005-11-19,0,64.0,,0.64,0.0
2005-11-20,0,64.0,,0.64,0.0
2005-11-21,0,64.0,,0.64,0.0
2005-11-22,0,64.0,,0.64,0.0
2005-11-23,0,64.0,,0.64,0.0
2005-11-24,0,64.0,,0.64,0.0
2005-11-25,0,64.0,,0.64,0.0
2005-11-26,0,64.0,,0.64,0.0
2005-11-27,49,64.0,,0.64,31.36
2005-11-28,0,64.0,,0.64,0.0
2005-11-29,0,64.0,,0.64,0.0
2005-11-30,58,64.0,,0.64,37.12
2005-12-01,0,31.0,False,0.31,0.0
2005-12-02,0,31.0,,0.31,0.0
2005-12-03,0,31.0,,0.31,0.0
2005-12-04,59,31.0,,0.31,18.29
2005-12-05,0,31.0,,0.31,0.0
2005-12-06,36,31.0,,0.31,11.16
2005-12-07,0,31.0,,0.31,0.0
2005-12-08,0,31.0,,0.31,0.0
2005-12-09,0,31.0,,0.31,0.0
2005-12-10,0,31.0,,0.31,0.0
2005-12-11,0,31.0,,0.31,0.0
2005-12-12,37,31.0,,0.31,11.47
2005-12-13,0,31.0,,0.31,0.0
2005-12-14,38,31.0,,0.31,11.78
2005-12-15,39,31.0,,0.31,12.09
2005-12-16,42,31.0,,0.31,13.02
2005-12-17,62,31.0,,0.31,19.22
2005-12-18,0,31.0,,0.31,0.0
2005-12-19,0,31.0,,0.31,0.0
2005-12-20,0,31.0,,0.31,0.0
2005-12-21,42,31.0,,0.31,13.02
2005-12-22,45,31.0,,0.31,13.95
2005-12-23,0,31.0,,0.31,0.0
2005-12-24,76,31.0,,0.31,23.56
2005-12-25,0,31.0,,0.31,0.0
2005-12-26,0,31.0,,0.31,0.0
2005-12-27,48,31.0,,0.31,14.879999999999999
2005-12-28,92,31.0,,0.31,28.52
2005-12-29,0,31.0,,0.31,0.0
2005-12-30,100,31.0,,0.31,31.0
2005-12-31,0,31.0,,0.31,0.0
2006-01-01,0,43.0,False,0.43,0.0
2006-01-02,0,43.0,,0.43,0.0
2006-01-03,100,43.0,,0.43,43.0
2006-01-04,32,43.0,,0.43,13.76
2006-01-05,66,43.0,,0.43,28.38
2006-01-06,33,43.0,,0.43,14.19
2006-01-07,0,43.0,,0.43,0.0
2006-01-08,0,43.0,,0.43,0.0
2006-01-09,32,43.0,,0.43,13.76
2006-01-10,0,43.0,,0.43,0.0
2006-01-11,0,43.0,,0.43,0.0
2006-01-12,0,43.0,,0.43,0.0
2006-01-13,0,43.0,,0.43,0.0
2006-01-14,0,43.0,,0.43,0.0
2006-01-15,0,43.0,,0.43,0.0
2006-01-16,0,43.0,,0.43,0.0
2006-01-17,0,43.0,,0.43,0.0
2006-01-18,31,43.0,,0.43,13.33
2006-01-19,0,43.0,,0.43,0.0
2006-01-20,0,43.0,,0.43,0.0
2006-01-21,95,43.0,,0.43,40.85
2006-01-22,0,43.0,,0.43,0.0
2006-01-23,0,43.0,,0.43,0.0
2006-01-24,0,43.0,,0.43,0.0
2006-01-25,0,43.0,,0.43,0.0
2006-01-26,30,43.0,,0.43,12.9
2006-01-27,32,43.0,,0.43,13.76
2006-01-28,47,43.0,,0.43,20.21
2006-01-29,93,43.0,,0.43,39.99
2006-01-30,0,43.0,,0.43,0.0
2006-01-31,29,43.0,,0.43,12.47
2006-02-01,32,89.0,False,0.89,28.48
2006-02-02,66,89.0,,0.89,58.74
2006-02-03,0,89.0,,0.89,0.0
2006-02-04,100,89.0,,0.89,89.0
2006-02-05,51,89.0,,0.89,45.39
2006-02-06,34,89.0,,0.89,30.26
2006-02-07,94,89.0,,0.89,83.66
2006-02-08,64,89.0,,0.89,56.96
2006-02-09,33,89.0,,0.89,29.37
2006-02-10,0,89.0,,0.89,0.0
2006-02-11,49,89.0,,0.89,43.61
2006-02-12,0,89.0,,0.89,0.0
2006-02-13,32,89.0,,0.89,28.48
2006-02-14,0,89.0,,0.89,0.0
2006-02-15,0,89.0,,0.89,0.0
2006-02-16,66,89.0,,0.89,58.74
2006-02-17,35,89.0,,0.89,31.150000000000002
2006-02-18,0,89.0,,0.89,0.0
2006-02-19,0,89.0,,0.89,0.0
2006-02-20,36,89.0,,0.89,32.04
2006-02-21,63,89.0,,0.89,56.07
2006-02-22,0,89.0,,0.89,0.0
2006-02-23,32,89.0,,0.89,28.48
2006-02-24,0,89.0,,0.89,0.0
2006-02-25,52,89.0,,0.89,46.28
2006-02-26,0,89.0,,0.89,0.0
2006-02-27,63,89.0,,0.89,56.07
2006-02-28,0,89.0,,0.89,0.0
2006-03-01,0,66.0,False,0.66,0.0
2006-03-02,0,66.0,,0.66,0.0
2006-03-03,22,66.0,,0.66,14.520000000000001
2006-03-04,0,66.0,,0.66,0.0
2006-03-05,0,66.0,,0.66,0.0
2006-03-06,21,66.0,,0.66,13.860000000000001
2006-03-07,0,66.0,,0.66,0.0
2006-03-08,42,66.0,,0.66,27.720000000000002
2006-03-09,22,66.0,,0.66,14.520000000000001
2006-03-10,0,66.0,,0.66,0.0
2006-03-11,0,66.0,,0.66,0.0
2006-03-12,68,66.0,,0.66,44.88
2006-03-13,44,66.0,,0.66,29.040000000000003
2006-03-14,43,66.0,,0.66,28.380000000000003
2006-03-15,0,66.0,,0.66,0.0
2006-03-16,87,66.0,,0.66,57.42
2006-03-17,0,66.0,,0.66,0.0
2006-03-18,0,66.0,,0.66,0.0
2006-03-19,68,66.0,,0.66,44.88
2006-03-20,21,66.0,,0.66,13.860000000000001
2006-03-21,21,66.0,,0.66,13.860000000000001
2006-03-22,63,66.0,,0.66,41.580000000000005
2006-03-23,0,66.0,,0.66,0.0
2006-03-24,0,66.0,,0.66,0.0
2006-03-25,100,66.0,,0.66,66.0
2006-03-26,68,66.0,,0.66,44.88
2006-03-27,43,66.0,,0.66,28.380000000000003
2006-03-28,0,66.0,,0.66,0.0
2006-03-29,21,66.0,,0.66,13.860000000000001
2006-03-30,66,66.0,,0.66,43.56
2006-03-31,23,66.0,,0.66,15.180000000000001
2006-04-01,48,73.0,False,0.73,35.04
2006-04-02,49,73.0,,0.73,35.769999999999996
2006-04-03,30,73.0,,0.73,21.9
2006-04-04,30,73.0,,0.73,21.9
2006-04-05,30,73.0,,0.73,21.9
2006-04-06,30,73.0,,0.73,21.9
2006-04-07,32,73.0,,0.73,23.36
2006-04-08,0,73.0,,0.73,0.0
2006-04-09,49,73.0,,0.73,35.769999999999996
2006-04-10,30,73.0,,0.73,21.9
2006-04-11,60,73.0,,0.73,43.8
2006-04-12,92,73.0,,0.73,67.16
2006-04-13,32,73.0,,0.73,23.36
2006-04-14,0,73.0,,0.73,0.0
2006-04-15,100,73.0,,0.73,73.0
2006-04-16,53,73.0,,0.73,38.69
2006-04-17,91,73.0,,0.73,66.42999999999999
2006-04-18,29,73.0,,0.73,21.169999999999998
2006-04-19,30,73.0,,0.73,21.9
2006-04-20,30,73.0,,0.73,21.9
2006-04-21,0,73.0,,0.73,0.0
2006-04-22,0,73.0,,0.73,0.0
2006-04-23,0,73.0,,0.73,0.0
2006-04-24,0,73.0,,0.73,0.0
2006-04-25,0,73.0,,0.73,0.0
2006-04-26,29,73.0,,0.73,21.169999999999998
2006-04-27,0,73.0,,0.73,0.0
2006-04-28,0,73.0,,0.73,0.0
2006-04-29,48,73.0,,0.73,35.04
2006-04-30,0,73.0,,0.73,0.0
2006-05-01,30,54.0,False,0.54,16.200000000000003
2006-05-02,29,54.0,,0.54,15.66
2006-05-03,0,54.0,,0.54,0.0
2006-05-04,61,54.0,,0.54,32.940000000000005
2006-05-05,33,54.0,,0.54,17.82
2006-05-06,0,54.0,,0.54,0.0
2006-05-07,0,54.0,,0.54,0.0
2006-05-08,0,54.0,,0.54,0.0
2006-05-09,0,54.0,,0.54,0.0
2006-05-10,89,54.0,,0.54,48.06
2006-05-11,0,54.0,,0.54,0.0
2006-05-12,33,54.0,,0.54,17.82
2006-05-13,100,54.0,,0.54,54.0
2006-05-14,0,54.0,,0.54,0.0
2006-05-15,30,54.0,,0.54,16.200000000000003
2006-05-16,59,54.0,,0.54,31.860000000000003
2006-05-17,30,54.0,,0.54,16.200000000000003
2006-05-18,0,54.0,,0.54,0.0
2006-05-19,0,54.0,,0.54,0.0
2006-05-20,0,54.0,,0.54,0.0
2006-05-21,51,54.0,,0.54,27.540000000000003
2006-05-22,91,54.0,,0.54,49.14
2006-05-23,60,54.0,,0.54,32.400000000000006
2006-05-24,0,54.0,,0.54,0.0
2006-05-25,32,54.0,,0.54,17.28
2006-05-26,35,54.0,,0.54,18.900000000000002
2006-05-27,55,54.0,,0.54,29.700000000000003
2006-05-28,0,54.0,,0.54,0.0
2006-05-29,0,54.0,,0.54,0.0
2006-05-30,0,54.0,,0.54,0.0
2006-05-31,0,54.0,,0.54,0.0
2006-06-01,100,39.0,False,0.39,39.0
2006-06-02,0,39.0,,0.39,0.0
2006-06-03,0,39.0,,0.39,0.0
2006-06-04,0,39.0,,0.39,0.0
2006-06-05,97,39.0,,0.39,37.83
2006-06-06,48,39.0,,0.39,18.72
2006-06-07,0,39.0,,0.39,0.0
2006-06-08,49,39.0,,0.39,19.11
2006-06-09,0,39.0,,0.39,0.0
2006-06-10,0,39.0,,0.39,0.0
2006-06-11,0,39.0,,0.39,0.0
2006-06-12,0,39.0,,0.39,0.0
2006-06-13,49,39.0,,0.39,19.11
2006-06-14,0,39.0,,0.39,0.0
2006-06-15,0,39.0,,0.39,0.0
2006-06-16,0,39.0,,0.39,0.0
2006-06-17,84,39.0,,0.39,32.76
2006-06-18,86,39.0,,0.39,33.54
2006-06-19,0,39.0,,0.39,0.0
2006-06-20,0,39.0,,0.39,0.0
2006-06-21,0,39.0,,0.39,0.0
2006-06-22,0,39.0,,0.39,0.0
2006-06-23,0,39.0,,0.39,0.0
2006-06-24,0,39.0,,0.39,0.0
2006-06-25,0,39.0,,0.39,0.0
2006-06-26,48,39.0,,0.39,18.72
2006-06-27,95,39.0,,0.39,37.050000000000004
2006-06-28,49,39.0,,0.39,19.11
2006-06-29,50,39.0,,0.39,19.5
2006-06-30,0,39.0,,0.39,0.0
2006-07-01,0,25.0,False,0.25,0.0
2006-07-02,0,25.0,,0.25,0.0
2006-07-03,0,25.0,,0.25,0.0
2006-07-04,77,25.0,,0.25,19.25
2006-07-05,55,25.0,,0.25,13.75
2006-07-06,50,25.0,,0.25,12.5
2006-07-07,0,25.0,,0.25,0.0
2006-07-08,0,25.0,,0.25,0.0
2006-07-09,0,25.0,,0.25,0.0
2006-07-10,51,25.0,,0.25,12.75
2006-07-11,96,25.0,,0.25,24.0
2006-07-12,0,25.0,,0.25,0.0
2006-07-13,50,25.0,,0.25,12.5
2006-07-14,0,25.0,,0.25,0.0
2006-07-15,0,25.0,,0.25,0.0
2006-07-16,0,25.0,,0.25,0.0
2006-07-17,50,25.0,,0.25,12.5
2006-07-18,0,25.0,,0.25,0.0
2006-07-19,0,25.0,,0.25,0.0
2006-07-20,100,25.0,,0.25,25.0
2006-07-21,52,25.0,,0.25,13.0
2006-07-22,0,25.0,,0.25,0.0
2006-07-23,0,25.0,,0.25,0.0
2006-07-24,0,25.0,,0.25,0.0
2006-07-25,0,25.0,,0.25,0.0
2006-07-26,0,25.0,,0.25,0.0
2006-07-27,0,25.0,,0.25,0.0
2006-07-28,52,25.0,,0.25,13.0
2006-07-29,0,25.0,,0.25,0.0
2006-07-30,0,25.0,,0.25,0.0
2006-07-31,0,25.0,,0.25,0.0
2006-08-01,51,35.0,False,0.35,17.849999999999998
2006-08-02,52,35.0,,0.35,18.2
2006-08-03,53,35.0,,0.35,18.549999999999997
2006-08-04,0,35.0,,0.35,0.0
2006-08-05,84,35.0,,0.35,29.4
2006-08-06,0,35.0,,0.35,0.0
2006-08-07,0,35.0,,0.35,0.0
2006-08-08,52,35.0,,0.35,18.2
2006-08-09,0,35.0,,0.35,0.0
2006-08-10,53,35.0,,0.35,18.549999999999997
2006-08-11,0,35.0,,0.35,0.0
2006-08-12,84,35.0,,0.35,29.4
2006-08-13,0,35.0,,0.35,0.0
2006-08-14,53,35.0,,0.35,18.549999999999997
2006-08-15,0,35.0,,0.35,0.0
2006-08-16,0,35.0,,0.35,0.0
2006-08-17,53,35.0,,0.35,18.549999999999997
2006-08-18,56,35.0,,0.35,19.599999999999998
2006-08-19,0,35.0,,0.35,0.0
2006-08-20,82,35.0,,0.35,28.7
2006-08-21,0,35.0,,0.35,0.0
2006-08-22,0,35.0,,0.35,0.0
2006-08-23,0,35.0,,0.35,0.0
2006-08-24,0,35.0,,0.35,0.0
2006-08-25,0,35.0,,0.35,0.0
2006-08-26,78,35.0,,0.35,27.299999999999997
2006-08-27,0,35.0,,0.35,0.0
2006-08-28,100,35.0,,0.35,35.0
2006-08-29,0,35.0,,0.35,0.0
2006-08-30,0,35.0,,0.35,0.0
2006-08-31,0,35.0,,0.35,0.0
2006-09-01,35,30.0,False,0.3,10.5
2006-09-02,0,30.0,,0.3,0.0
2006-09-03,54,30.0,,0.3,16.2
2006-09-04,0,30.0,,0.3,0.0
2006-09-05,0,30.0,,0.3,0.0
2006-09-06,31,30.0,,0.3,9.299999999999999
2006-09-07,32,30.0,,0.3,9.6
2006-09-08,0,30.0,,0.3,0.0
2006-09-09,0,30.0,,0.3,0.0
2006-09-10,0,30.0,,0.3,0.0
2006-09-11,32,30.0,,0.3,9.6
2006-09-12,0,30.0,,0.3,0.0
2006-09-13,0,30.0,,0.3,0.0
