date,expense ratio_unscaled,expense ratio_monthly,isPartial,scale,expense ratio
2014-12-05,25,68.0,,0.68,17.0
2014-12-06,30,68.0,,0.68,20.400000000000002
2014-12-07,30,68.0,,0.68,20.400000000000002
2014-12-08,48,68.0,,0.68,32.64
2014-12-09,47,68.0,,0.68,31.96
2014-12-10,36,68.0,,0.68,24.48
2014-12-11,37,68.0,,0.68,25.16
2014-12-12,79,68.0,,0.68,53.720000000000006
2014-12-13,16,68.0,,0.68,10.88
2014-12-14,0,68.0,,0.68,0.0
2014-12-15,37,68.0,,0.68,25.16
2014-12-16,100,68.0,,0.68,68.0
2014-12-17,64,68.0,,0.68,43.52
2014-12-18,52,68.0,,0.68,35.36
2014-12-19,56,68.0,,0.68,38.080000000000005
2014-12-20,33,68.0,,0.68,22.44
2014-12-21,34,68.0,,0.68,23.12
2014-12-22,28,68.0,,0.68,19.040000000000003
2014-12-23,0,68.0,,0.68,0.0
2014-12-24,16,68.0,,0.68,10.88
2014-12-25,19,68.0,,0.68,12.920000000000002
2014-12-26,32,68.0,,0.68,21.76
2014-12-27,16,68.0,,0.68,10.88
2014-12-28,16,68.0,,0.68,10.88
2014-12-29,41,68.0,,0.68,27.880000000000003
2014-12-30,82,68.0,,0.68,55.760000000000005
2014-12-31,29,68.0,,0.68,19.720000000000002
2015-01-01,24,78.0,False,0.78,18.72
2015-01-02,61,78.0,,0.78,47.58
2015-01-03,66,78.0,,0.78,51.480000000000004
2015-01-04,32,78.0,,0.78,24.96
2015-01-05,18,78.0,,0.78,14.040000000000001
2015-01-06,100,78.0,,0.78,78.0
2015-01-07,18,78.0,,0.78,14.040000000000001
2015-01-08,27,78.0,,0.78,21.060000000000002
2015-01-09,36,78.0,,0.78,28.080000000000002
2015-01-10,0,78.0,,0.78,0.0
2015-01-11,11,78.0,,0.78,8.58
2015-01-12,26,78.0,,0.78,20.28
2015-01-13,35,78.0,,0.78,27.3
2015-01-14,35,78.0,,0.78,27.3
2015-01-15,89,78.0,,0.78,69.42
2015-01-16,18,78.0,,0.78,14.040000000000001
2015-01-17,0,78.0,,0.78,0.0
2015-01-18,0,78.0,,0.78,0.0
2015-01-19,28,78.0,,0.78,21.84
2015-01-20,53,78.0,,0.78,41.34
2015-01-21,35,78.0,,0.78,27.3
2015-01-22,26,78.0,,0.78,20.28
2015-01-23,71,78.0,,0.78,55.38
2015-01-24,22,78.0,,0.78,17.16
2015-01-25,33,78.0,,0.78,25.740000000000002
2015-01-26,26,78.0,,0.78,20.28
2015-01-27,26,78.0,,0.78,20.28
2015-01-28,79,78.0,,0.78,61.620000000000005
2015-01-29,69,78.0,,0.78,53.82
2015-01-30,71,78.0,,0.78,55.38
2015-01-31,32,78.0,,0.78,24.96
2015-02-01,23,92.0,False,0.92,21.16
2015-02-02,37,92.0,,0.92,34.04
2015-02-03,56,92.0,,0.92,51.52
2015-02-04,47,92.0,,0.92,43.24
2015-02-05,38,92.0,,0.92,34.96
2015-02-06,39,92.0,,0.92,35.88
2015-02-07,71,92.0,,0.92,65.32000000000001
2015-02-08,24,92.0,,0.92,22.080000000000002
2015-02-09,100,92.0,,0.92,92.0
2015-02-10,56,92.0,,0.92,51.52
2015-02-11,84,92.0,,0.92,77.28
2015-02-12,37,92.0,,0.92,34.04
2015-02-13,98,92.0,,0.92,90.16000000000001
2015-02-14,12,92.0,,0.92,11.040000000000001
2015-02-15,36,92.0,,0.92,33.120000000000005
2015-02-16,40,92.0,,0.92,36.800000000000004
2015-02-17,57,92.0,,0.92,52.440000000000005
2015-02-18,38,92.0,,0.92,34.96
2015-02-19,47,92.0,,0.92,43.24
2015-02-20,69,92.0,,0.92,63.480000000000004
2015-02-21,82,92.0,,0.92,75.44
2015-02-22,83,92.0,,0.92,76.36
2015-02-23,46,92.0,,0.92,42.32
2015-02-24,83,92.0,,0.92,76.36
2015-02-25,93,92.0,,0.92,85.56
2015-02-26,47,92.0,,0.92,43.24
2015-02-27,57,92.0,,0.92,52.440000000000005
2015-02-28,58,92.0,,0.92,53.36
2015-03-01,37,91.0,False,0.91,33.67
2015-03-02,69,91.0,,0.91,62.79
2015-03-03,59,91.0,,0.91,53.690000000000005
2015-03-04,89,91.0,,0.91,80.99000000000001
2015-03-05,50,91.0,,0.91,45.5
2015-03-06,31,91.0,,0.91,28.21
2015-03-07,51,91.0,,0.91,46.410000000000004
2015-03-08,26,91.0,,0.91,23.66
2015-03-09,72,91.0,,0.91,65.52
2015-03-10,40,91.0,,0.91,36.4
2015-03-11,20,91.0,,0.91,18.2
2015-03-12,51,91.0,,0.91,46.410000000000004
2015-03-13,64,91.0,,0.91,58.24
2015-03-14,13,91.0,,0.91,11.83
2015-03-15,39,91.0,,0.91,35.49
2015-03-16,41,91.0,,0.91,37.31
2015-03-17,51,91.0,,0.91,46.410000000000004
2015-03-18,72,91.0,,0.91,65.52
2015-03-19,71,91.0,,0.91,64.61
2015-03-20,42,91.0,,0.91,38.22
2015-03-21,13,91.0,,0.91,11.83
2015-03-22,0,91.0,,0.91,0.0
2015-03-23,51,91.0,,0.91,46.410000000000004
2015-03-24,31,91.0,,0.91,28.21
2015-03-25,34,91.0,,0.91,30.94
2015-03-26,62,91.0,,0.91,56.42
2015-03-27,43,91.0,,0.91,39.13
2015-03-28,100,91.0,,0.91,91.0
2015-03-29,42,91.0,,0.91,38.22
2015-03-30,84,91.0,,0.91,76.44
2015-03-31,42,91.0,,0.91,38.22
2015-04-01,50,88.0,False,0.88,44.0
2015-04-02,31,88.0,,0.88,27.28
2015-04-03,22,88.0,,0.88,19.36
2015-04-04,39,88.0,,0.88,34.32
2015-04-05,40,88.0,,0.88,35.2
2015-04-06,41,88.0,,0.88,36.08
2015-04-07,68,88.0,,0.88,59.84
2015-04-08,49,88.0,,0.88,43.12
2015-04-09,79,88.0,,0.88,69.52
2015-04-10,92,88.0,,0.88,80.96
2015-04-11,51,88.0,,0.88,44.88
2015-04-12,13,88.0,,0.88,11.44
2015-04-13,49,88.0,,0.88,43.12
2015-04-14,86,88.0,,0.88,75.68
2015-04-15,58,88.0,,0.88,51.04
2015-04-16,39,88.0,,0.88,34.32
2015-04-17,21,88.0,,0.88,18.48
2015-04-18,26,88.0,,0.88,22.88
2015-04-19,13,88.0,,0.88,11.44
2015-04-20,49,88.0,,0.88,43.12
2015-04-21,79,88.0,,0.88,69.52
2015-04-22,48,88.0,,0.88,42.24
2015-04-23,39,88.0,,0.88,34.32
2015-04-24,51,88.0,,0.88,44.88
2015-04-25,13,88.0,,0.88,11.44
2015-04-26,38,88.0,,0.88,33.44
2015-04-27,59,88.0,,0.88,51.92
2015-04-28,39,88.0,,0.88,34.32
2015-04-29,30,88.0,,0.88,26.4
2015-04-30,100,88.0,,0.88,88.0
2015-05-01,88,62.0,False,0.62,54.56
2015-05-02,75,62.0,,0.62,46.5
2015-05-03,0,62.0,,0.62,0.0
2015-05-04,43,62.0,,0.62,26.66
2015-05-05,85,62.0,,0.62,52.7
2015-05-06,100,62.0,,0.62,62.0
2015-05-07,86,62.0,,0.62,53.32
2015-05-08,60,62.0,,0.62,37.2
2015-05-09,19,62.0,,0.62,11.78
2015-05-10,0,62.0,,0.62,0.0
2015-05-11,58,62.0,,0.62,35.96
2015-05-12,71,62.0,,0.62,44.02
2015-05-13,43,62.0,,0.62,26.66
2015-05-14,29,62.0,,0.62,17.98
2015-05-15,45,62.0,,0.62,27.9
2015-05-16,19,62.0,,0.62,11.78
2015-05-17,19,62.0,,0.62,11.78
2015-05-18,58,62.0,,0.62,35.96
2015-05-19,44,62.0,,0.62,27.28
2015-05-20,43,62.0,,0.62,26.66
2015-05-21,0,62.0,,0.62,0.0
2015-05-22,62,62.0,,0.62,38.44
2015-05-23,20,62.0,,0.62,12.4
2015-05-24,0,62.0,,0.62,0.0
2015-05-25,0,62.0,,0.62,0.0
2015-05-26,29,62.0,,0.62,17.98
2015-05-27,73,62.0,,0.62,45.26
2015-05-28,59,62.0,,0.62,36.58
2015-05-29,31,62.0,,0.62,19.22
2015-05-30,38,62.0,,0.62,23.56
2015-05-31,19,62.0,,0.62,11.78
2015-06-01,54,71.0,False,0.71,38.339999999999996
2015-06-02,14,71.0,,0.71,9.94
2015-06-03,56,71.0,,0.71,39.76
2015-06-04,14,71.0,,0.71,9.94
2015-06-05,74,71.0,,0.71,52.54
2015-06-06,18,71.0,,0.71,12.78
2015-06-07,19,71.0,,0.71,13.489999999999998
2015-06-08,69,71.0,,0.71,48.989999999999995
2015-06-09,56,71.0,,0.71,39.76
2015-06-10,29,71.0,,0.71,20.59
2015-06-11,14,71.0,,0.71,9.94
2015-06-12,74,71.0,,0.71,52.54
2015-06-13,19,71.0,,0.71,13.489999999999998
2015-06-14,37,71.0,,0.71,26.27
2015-06-15,71,71.0,,0.71,50.41
2015-06-16,56,71.0,,0.71,39.76
2015-06-17,28,71.0,,0.71,19.88
2015-06-18,57,71.0,,0.71,40.47
2015-06-19,30,71.0,,0.71,21.299999999999997
2015-06-20,35,71.0,,0.71,24.849999999999998
2015-06-21,37,71.0,,0.71,26.27
2015-06-22,100,71.0,,0.71,71.0
2015-06-23,70,71.0,,0.71,49.699999999999996
2015-06-24,42,71.0,,0.71,29.82
2015-06-25,58,71.0,,0.71,41.18
2015-06-26,59,71.0,,0.71,41.89
2015-06-27,35,71.0,,0.71,24.849999999999998
2015-06-28,73,71.0,,0.71,51.83
2015-06-29,29,71.0,,0.71,20.59
2015-06-30,70,71.0,,0.71,49.699999999999996
2015-07-01,100,69.0,False,0.69,69.0
2015-07-02,10,69.0,,0.69,6.8999999999999995
2015-07-03,36,69.0,,0.69,24.839999999999996
2015-07-04,0,69.0,,0.69,0.0
2015-07-05,14,69.0,,0.69,9.66
2015-07-06,60,69.0,,0.69,41.4
2015-07-07,59,69.0,,0.69,40.709999999999994
2015-07-08,69,69.0,,0.69,47.61
2015-07-09,10,69.0,,0.69,6.8999999999999995
2015-07-10,21,69.0,,0.69,14.489999999999998
2015-07-11,0,69.0,,0.69,0.0
2015-07-12,52,69.0,,0.69,35.879999999999995
2015-07-13,30,69.0,,0.69,20.7
2015-07-14,39,69.0,,0.69,26.909999999999997
2015-07-15,49,69.0,,0.69,33.809999999999995
2015-07-16,40,69.0,,0.69,27.599999999999998
2015-07-17,84,69.0,,0.69,57.959999999999994
2015-07-18,26,69.0,,0.69,17.939999999999998
2015-07-19,41,69.0,,0.69,28.29
2015-07-20,83,69.0,,0.69,57.269999999999996
2015-07-21,50,69.0,,0.69,34.5
2015-07-22,50,69.0,,0.69,34.5
2015-07-23,30,69.0,,0.69,20.7
2015-07-24,10,69.0,,0.69,6.8999999999999995
2015-07-25,38,69.0,,0.69,26.22
2015-07-26,13,69.0,,0.69,8.969999999999999
2015-07-27,30,69.0,,0.69,20.7
2015-07-28,30,69.0,,0.69,20.7
2015-07-29,30,69.0,,0.69,20.7
2015-07-30,30,69.0,,0.69,20.7
2015-07-31,31,69.0,,0.69,21.389999999999997
2015-08-01,19,66.0,False,0.66,12.540000000000001
2015-08-02,57,66.0,,0.66,37.620000000000005
2015-08-03,30,66.0,,0.66,19.8
2015-08-04,22,66.0,,0.66,14.520000000000001
2015-08-05,22,66.0,,0.66,14.520000000000001
2015-08-06,30,66.0,,0.66,19.8
2015-08-07,15,66.0,,0.66,9.9
2015-08-08,10,66.0,,0.66,6.6000000000000005
2015-08-09,10,66.0,,0.66,6.6000000000000005
2015-08-10,53,66.0,,0.66,34.980000000000004
2015-08-11,15,66.0,,0.66,9.9
2015-08-12,52,66.0,,0.66,34.32
2015-08-13,30,66.0,,0.66,19.8
2015-08-14,8,66.0,,0.66,5.28
2015-08-15,0,66.0,,0.66,0.0
2015-08-16,0,66.0,,0.66,0.0
2015-08-17,29,66.0,,0.66,19.14
2015-08-18,30,66.0,,0.66,19.8
2015-08-19,22,66.0,,0.66,14.520000000000001
2015-08-20,51,66.0,,0.66,33.660000000000004
2015-08-21,53,66.0,,0.66,34.980000000000004
2015-08-22,9,66.0,,0.66,5.94
2015-08-23,9,66.0,,0.66,5.94
2015-08-24,22,66.0,,0.66,14.520000000000001
2015-08-25,64,66.0,,0.66,42.24
2015-08-26,100,66.0,,0.66,66.0
2015-08-27,14,66.0,,0.66,9.24
2015-08-28,22,66.0,,0.66,14.520000000000001
2015-08-29,36,66.0,,0.66,23.76
2015-08-30,0,66.0,,0.66,0.0
2015-08-31,0,66.0,,0.66,0.0
2015-09-01,40,73.0,False,0.73,29.2
2015-09-02,67,73.0,,0.73,48.91
2015-09-03,55,73.0,,0.73,40.15
2015-09-04,100,73.0,,0.73,73.0
2015-09-05,18,73.0,,0.73,13.14
2015-09-06,18,73.0,,0.73,13.14
2015-09-07,83,73.0,,0.73,60.589999999999996
2015-09-08,40,73.0,,0.73,29.2
2015-09-09,92,73.0,,0.73,67.16
2015-09-10,40,73.0,,0.73,29.2
2015-09-11,55,73.0,,0.73,40.15
2015-09-12,52,73.0,,0.73,37.96
2015-09-13,51,73.0,,0.73,37.23
2015-09-14,67,73.0,,0.73,48.91
2015-09-15,53,73.0,,0.73,38.69
2015-09-16,40,73.0,,0.73,29.2
2015-09-17,66,73.0,,0.73,48.18
2015-09-18,56,73.0,,0.73,40.879999999999995
2015-09-19,0,73.0,,0.73,0.0
2015-09-20,68,73.0,,0.73,49.64
2015-09-21,52,73.0,,0.73,37.96
2015-09-22,66,73.0,,0.73,48.18
2015-09-23,67,73.0,,0.73,48.91
2015-09-24,0,73.0,,0.73,0.0
2015-09-25,83,73.0,,0.73,60.589999999999996
2015-09-26,35,73.0,,0.73,25.55
2015-09-27,52,73.0,,0.73,37.96
2015-09-28,13,73.0,,0.73,9.49
2015-09-29,90,73.0,,0.73,65.7
2015-09-30,53,73.0,,0.73,38.69
2015-10-01,14,72.0,False,0.72,10.08
2015-10-02,72,72.0,,0.72,51.839999999999996
2015-10-03,74,72.0,,0.72,53.28
2015-10-04,91,72.0,,0.72,65.52
2015-10-05,70,72.0,,0.72,50.4
2015-10-06,71,72.0,,0.72,51.12
2015-10-07,98,72.0,,0.72,70.56
2015-10-08,70,72.0,,0.72,50.4
2015-10-09,29,72.0,,0.72,20.88
2015-10-10,37,72.0,,0.72,26.64
2015-10-11,74,72.0,,0.72,53.28
2015-10-12,58,72.0,,0.72,41.76
2015-10-13,70,72.0,,0.72,50.4
2015-10-14,41,72.0,,0.72,29.52
2015-10-15,42,72.0,,0.72,30.24
2015-10-16,100,72.0,,0.72,72.0
2015-10-17,18,72.0,,0.72,12.959999999999999
2015-10-18,54,72.0,,0.72,38.879999999999995
2015-10-19,69,72.0,,0.72,49.68
2015-10-20,54,72.0,,0.72,38.879999999999995
2015-10-21,68,72.0,,0.72,48.96
2015-10-22,27,72.0,,0.72,19.439999999999998
2015-10-23,57,72.0,,0.72,41.04
2015-10-24,0,72.0,,0.72,0.0
2015-10-25,17,72.0,,0.72,12.24
2015-10-26,68,72.0,,0.72,48.96
2015-10-27,80,72.0,,0.72,57.599999999999994
2015-10-28,13,72.0,,0.72,9.36
2015-10-29,68,72.0,,0.72,48.96
2015-10-30,72,72.0,,0.72,51.839999999999996
2015-10-31,18,72.0,,0.72,12.959999999999999
2015-11-01,25,67.0,False,0.67,16.75
2015-11-02,27,67.0,,0.67,18.09
2015-11-03,54,67.0,,0.67,36.18
2015-11-04,36,67.0,,0.67,24.12
2015-11-05,36,67.0,,0.67,24.12
2015-11-06,28,67.0,,0.67,18.76
2015-11-07,24,67.0,,0.67,16.080000000000002
2015-11-08,24,67.0,,0.67,16.080000000000002
2015-11-09,37,67.0,,0.67,24.790000000000003
2015-11-10,71,67.0,,0.67,47.57
2015-11-11,57,67.0,,0.67,38.190000000000005
2015-11-12,19,67.0,,0.67,12.73
2015-11-13,96,67.0,,0.67,64.32000000000001
2015-11-14,24,67.0,,0.67,16.080000000000002
2015-11-15,71,67.0,,0.67,47.57
2015-11-16,100,67.0,,0.67,67.0
2015-11-17,35,67.0,,0.67,23.450000000000003
2015-11-18,54,67.0,,0.67,36.18
2015-11-19,27,67.0,,0.67,18.09
2015-11-20,28,67.0,,0.67,18.76
2015-11-21,35,67.0,,0.67,23.450000000000003
2015-11-22,23,67.0,,0.67,15.41
2015-11-23,37,67.0,,0.67,24.790000000000003
2015-11-24,38,67.0,,0.67,25.46
2015-11-25,10,67.0,,0.67,6.7
2015-11-26,12,67.0,,0.67,8.040000000000001
2015-11-27,0,67.0,,0.67,0.0
2015-11-28,35,67.0,,0.67,23.450000000000003
2015-11-29,23,67.0,,0.67,15.41
2015-11-30,26,67.0,,0.67,17.42
2015-12-01,39,70.0,False,0.7,27.299999999999997
2015-12-02,59,70.0,,0.7,41.3
2015-12-03,40,70.0,,0.7,28.0
2015-12-04,20,70.0,,0.7,14.0
2015-12-05,26,70.0,,0.7,18.2
2015-12-06,39,70.0,,0.7,27.299999999999997
2015-12-07,39,70.0,,0.7,27.299999999999997
2015-12-08,49,70.0,,0.7,34.3
2015-12-09,59,70.0,,0.7,41.3
2015-12-10,100,70.0,,0.7,70.0
2015-12-11,31,70.0,,0.7,21.7
2015-12-12,13,70.0,,0.7,9.1
2015-12-13,39,70.0,,0.7,27.299999999999997
2015-12-14,40,70.0,,0.7,28.0
2015-12-15,40,70.0,,0.7,28.0
2015-12-16,63,70.0,,0.7,44.099999999999994
2015-12-17,21,70.0,,0.7,14.7
2015-12-18,22,70.0,,0.7,15.399999999999999
2015-12-19,14,70.0,,0.7,9.799999999999999
2015-12-20,14,70.0,,0.7,9.799999999999999
2015-12-21,56,70.0,,0.7,39.199999999999996
2015-12-22,0,70.0,,0.7,0.0
2015-12-23,70,70.0,,0.7,49.0
2015-12-24,27,70.0,,0.7,18.9
2015-12-25,0,70.0,,0.7,0.0
2015-12-26,0,70.0,,0.7,0.0
2015-12-27,27,70.0,,0.7,18.9
2015-12-28,11,70.0,,0.7,7.699999999999999
2015-12-29,45,70.0,,0.7,31.499999999999996
2015-12-30,69,70.0,,0.7,48.3
2015-12-31,12,70.0,,0.7,8.399999999999999
2016-01-01,0,59.0,False,0.59,0.0
2016-01-02,76,59.0,,0.59,44.839999999999996
2016-01-03,30,59.0,,0.59,17.7
2016-01-04,38,59.0,,0.59,22.419999999999998
2016-01-05,0,59.0,,0.59,0.0
2016-01-06,13,59.0,,0.59,7.67
2016-01-07,64,59.0,,0.59,37.76
2016-01-08,65,59.0,,0.59,38.35
2016-01-09,15,59.0,,0.59,8.85
2016-01-10,14,59.0,,0.59,8.26
2016-01-11,37,59.0,,0.59,21.83
2016-01-12,37,59.0,,0.59,21.83
2016-01-13,13,59.0,,0.59,7.67
2016-01-14,36,59.0,,0.59,21.24
2016-01-15,89,59.0,,0.59,52.51
2016-01-16,0,59.0,,0.59,0.0
2016-01-17,29,59.0,,0.59,17.11
2016-01-18,66,59.0,,0.59,38.94
2016-01-19,50,59.0,,0.59,29.5
2016-01-20,13,59.0,,0.59,7.67
2016-01-21,88,59.0,,0.59,51.919999999999995
2016-01-22,52,59.0,,0.59,30.68
2016-01-23,45,59.0,,0.59,26.549999999999997
2016-01-24,29,59.0,,0.59,17.11
2016-01-25,87,59.0,,0.59,51.33
2016-01-26,50,59.0,,0.59,29.5
2016-01-27,100,59.0,,0.59,59.0
2016-01-28,13,59.0,,0.59,7.67
2016-01-29,52,59.0,,0.59,30.68
2016-01-30,15,59.0,,0.59,8.85
2016-01-31,59,59.0,,0.59,34.809999999999995
2016-02-01,31,65.0,False,0.65,20.150000000000002
2016-02-02,50,65.0,,0.65,32.5
2016-02-03,62,65.0,,0.65,40.300000000000004
2016-02-04,62,65.0,,0.65,40.300000000000004
2016-02-05,32,65.0,,0.65,20.8
2016-02-06,50,65.0,,0.65,32.5
2016-02-07,25,65.0,,0.65,16.25
2016-02-08,30,65.0,,0.65,19.5
2016-02-09,100,65.0,,0.65,65.0
2016-02-10,71,65.0,,0.65,46.15
2016-02-11,31,65.0,,0.65,20.150000000000002
2016-02-12,43,65.0,,0.65,27.95
2016-02-13,49,65.0,,0.65,31.85
2016-02-14,48,65.0,,0.65,31.200000000000003
2016-02-15,21,65.0,,0.65,13.65
2016-02-16,70,65.0,,0.65,45.5
2016-02-17,21,65.0,,0.65,13.65
2016-02-18,41,65.0,,0.65,26.650000000000002
2016-02-19,42,65.0,,0.65,27.3
2016-02-20,24,65.0,,0.65,15.600000000000001
2016-02-21,73,65.0,,0.65,47.45
2016-02-22,70,65.0,,0.65,45.5
2016-02-23,40,65.0,,0.65,26.0
2016-02-24,70,65.0,,0.65,45.5
2016-02-25,31,65.0,,0.65,20.150000000000002
2016-02-26,42,65.0,,0.65,27.3
2016-02-27,38,65.0,,0.65,24.7
2016-02-28,25,65.0,,0.65,16.25
2016-02-29,40,65.0,,0.65,26.0
2016-03-01,48,60.0,False,0.6,28.799999999999997
2016-03-02,48,60.0,,0.6,28.799999999999997
2016-03-03,62,60.0,,0.6,37.199999999999996
2016-03-04,63,60.0,,0.6,37.8
2016-03-05,29,60.0,,0.6,17.4
2016-03-06,72,60.0,,0.6,43.199999999999996
2016-03-07,73,60.0,,0.6,43.8
2016-03-08,72,60.0,,0.6,43.199999999999996
2016-03-09,74,60.0,,0.6,44.4
2016-03-10,75,60.0,,0.6,45.0
2016-03-11,51,60.0,,0.6,30.599999999999998
2016-03-12,29,60.0,,0.6,17.4
2016-03-13,73,60.0,,0.6,43.8
2016-03-14,0,60.0,,0.6,0.0
2016-03-15,99,60.0,,0.6,59.4
2016-03-16,99,60.0,,0.6,59.4
2016-03-17,38,60.0,,0.6,22.8
2016-03-18,65,60.0,,0.6,39.0
2016-03-19,15,60.0,,0.6,9.0
2016-03-20,30,60.0,,0.6,18.0
2016-03-21,100,60.0,,0.6,60.0
2016-03-22,50,60.0,,0.6,30.0
2016-03-23,38,60.0,,0.6,22.8
2016-03-24,0,60.0,,0.6,0.0
2016-03-25,41,60.0,,0.6,24.599999999999998
2016-03-26,31,60.0,,0.6,18.599999999999998
2016-03-27,16,60.0,,0.6,9.6
2016-03-28,51,60.0,,0.6,30.599999999999998
2016-03-29,62,60.0,,0.6,37.199999999999996
2016-03-30,63,60.0,,0.6,37.8
2016-03-31,51,60.0,,0.6,30.599999999999998
2016-04-01,0,57.0,False,0.57,0.0
2016-04-02,18,57.0,,0.57,10.26
2016-04-03,9,57.0,,0.57,5.13
2016-04-04,23,57.0,,0.57,13.11
2016-04-05,38,57.0,,0.57,21.659999999999997
2016-04-06,23,57.0,,0.57,13.11
2016-04-07,39,57.0,,0.57,22.229999999999997
2016-04-08,16,57.0,,0.57,9.12
2016-04-09,37,57.0,,0.57,21.09
2016-04-10,0,57.0,,0.57,0.0
2016-04-11,38,57.0,,0.57,21.659999999999997
2016-04-12,38,57.0,,0.57,21.659999999999997
2016-04-13,53,57.0,,0.57,30.209999999999997
2016-04-14,38,57.0,,0.57,21.659999999999997
2016-04-15,32,57.0,,0.57,18.24
2016-04-16,10,57.0,,0.57,5.699999999999999
2016-04-17,29,57.0,,0.57,16.529999999999998
2016-04-18,100,57.0,,0.57,56.99999999999999
2016-04-19,46,57.0,,0.57,26.22
2016-04-20,31,57.0,,0.57,17.669999999999998
2016-04-21,23,57.0,,0.57,13.11
2016-04-22,16,57.0,,0.57,9.12
2016-04-23,28,57.0,,0.57,15.959999999999999
2016-04-24,0,57.0,,0.57,0.0
2016-04-25,23,57.0,,0.57,13.11
2016-04-26,30,57.0,,0.57,17.099999999999998
2016-04-27,38,57.0,,0.57,21.659999999999997
2016-04-28,61,57.0,,0.57,34.769999999999996
2016-04-29,39,57.0,,0.57,22.229999999999997
2016-04-30,28,57.0,,0.57,15.959999999999999
2016-05-01,44,51.0,False,0.51,22.44
2016-05-02,37,51.0,,0.51,18.87
2016-05-03,25,51.0,,0.51,12.75
2016-05-04,73,51.0,,0.51,37.230000000000004
2016-05-05,100,51.0,,0.51,51.0
2016-05-06,79,51.0,,0.51,40.29
2016-05-07,16,51.0,,0.51,8.16
2016-05-08,78,51.0,,0.51,39.78
2016-05-09,51,51.0,,0.51,26.01
2016-05-10,37,51.0,,0.51,18.87
2016-05-11,25,51.0,,0.51,12.75
2016-05-12,51,51.0,,0.51,26.01
2016-05-13,13,51.0,,0.51,6.63
2016-05-14,31,51.0,,0.51,15.81
2016-05-15,77,51.0,,0.51,39.27
2016-05-16,13,51.0,,0.51,6.63
2016-05-17,88,51.0,,0.51,44.88
2016-05-18,12,51.0,,0.51,6.12
2016-05-19,39,51.0,,0.51,19.89
2016-05-20,40,51.0,,0.51,20.4
2016-05-21,62,51.0,,0.51,31.62
2016-05-22,79,51.0,,0.51,40.29
2016-05-23,89,51.0,,0.51,45.39
2016-05-24,89,51.0,,0.51,45.39
2016-05-25,39,51.0,,0.51,19.89
2016-05-26,67,51.0,,0.51,34.17
2016-05-27,55,51.0,,0.51,28.05
2016-05-28,16,51.0,,0.51,8.16
2016-05-29,16,51.0,,0.51,8.16
2016-05-30,15,51.0,,0.51,7.65
2016-05-31,77,51.0,,0.51,39.27
2016-06-01,60,58.0,False,0.58,34.8
2016-06-02,48,58.0,,0.58,27.839999999999996
2016-06-03,37,58.0,,0.58,21.459999999999997
2016-06-04,28,58.0,,0.58,16.24
2016-06-05,28,58.0,,0.58,16.24
2016-06-06,12,58.0,,0.58,6.959999999999999
2016-06-07,12,58.0,,0.58,6.959999999999999
2016-06-08,47,58.0,,0.58,27.259999999999998
2016-06-09,48,58.0,,0.58,27.839999999999996
2016-06-10,63,58.0,,0.58,36.54
2016-06-11,28,58.0,,0.58,16.24
2016-06-12,28,58.0,,0.58,16.24
2016-06-13,84,58.0,,0.58,48.72
2016-06-14,83,58.0,,0.58,48.13999999999999
2016-06-15,84,58.0,,0.58,48.72
2016-06-16,36,58.0,,0.58,20.88
2016-06-17,38,58.0,,0.58,22.04
2016-06-18,29,58.0,,0.58,16.82
2016-06-19,74,58.0,,0.58,42.919999999999995
2016-06-20,12,58.0,,0.58,6.959999999999999
2016-06-21,84,58.0,,0.58,48.72
2016-06-22,49,58.0,,0.58,28.419999999999998
2016-06-23,48,58.0,,0.58,27.839999999999996
2016-06-24,74,58.0,,0.58,42.919999999999995
2016-06-25,43,58.0,,0.58,24.939999999999998
2016-06-26,29,58.0,,0.58,16.82
2016-06-27,59,58.0,,0.58,34.22
2016-06-28,47,58.0,,0.58,27.259999999999998
2016-06-29,73,58.0,,0.58,42.339999999999996
2016-06-30,100,58.0,,0.58,57.99999999999999
2016-07-01,38,59.0,False,0.59,22.419999999999998
2016-07-02,57,59.0,,0.59,33.629999999999995
2016-07-03,30,59.0,,0.59,17.7
2016-07-04,43,59.0,,0.59,25.369999999999997
2016-07-05,76,59.0,,0.59,44.839999999999996
2016-07-06,73,59.0,,0.59,43.07
2016-07-07,36,59.0,,0.59,21.24
2016-07-08,62,59.0,,0.59,36.58
2016-07-09,70,59.0,,0.59,41.3
2016-07-10,100,59.0,,0.59,59.0
2016-07-11,24,59.0,,0.59,14.16
2016-07-12,86,59.0,,0.59,50.739999999999995
2016-07-13,87,59.0,,0.59,51.33
2016-07-14,60,59.0,,0.59,35.4
2016-07-15,50,59.0,,0.59,29.5
2016-07-16,58,59.0,,0.59,34.22
2016-07-17,0,59.0,,0.59,0.0
2016-07-18,60,59.0,,0.59,35.4
2016-07-19,84,59.0,,0.59,49.559999999999995
2016-07-20,74,59.0,,0.59,43.66
2016-07-21,25,59.0,,0.59,14.75
2016-07-22,62,59.0,,0.59,36.58
2016-07-23,0,59.0,,0.59,0.0
2016-07-24,43,59.0,,0.59,25.369999999999997
2016-07-25,96,59.0,,0.59,56.64
2016-07-26,36,59.0,,0.59,21.24
2016-07-27,24,59.0,,0.59,14.16
2016-07-28,61,59.0,,0.59,35.989999999999995
2016-07-29,25,59.0,,0.59,14.75
