date,THE CRISIS_unscaled,THE CRISIS_monthly,isPartial,scale,THE CRISIS
2008-08-23,14,29.0,,0.29,4.06
2008-08-24,41,29.0,,0.29,11.889999999999999
2008-08-25,45,29.0,,0.29,13.049999999999999
2008-08-26,35,29.0,,0.29,10.149999999999999
2008-08-27,80,29.0,,0.29,23.2
2008-08-28,55,29.0,,0.29,15.95
2008-08-29,19,29.0,,0.29,5.51
2008-08-30,54,29.0,,0.29,15.659999999999998
2008-08-31,71,29.0,,0.29,20.59
2008-09-01,8,76.0,False,0.76,6.08
2008-09-02,13,76.0,,0.76,9.88
2008-09-03,10,76.0,,0.76,7.6
2008-09-04,22,76.0,,0.76,16.72
2008-09-05,15,76.0,,0.76,11.4
2008-09-06,10,76.0,,0.76,7.6
2008-09-07,12,76.0,,0.76,9.120000000000001
2008-09-08,15,76.0,,0.76,11.4
2008-09-09,15,76.0,,0.76,11.4
2008-09-10,13,76.0,,0.76,9.88
2008-09-11,18,76.0,,0.76,13.68
2008-09-12,24,76.0,,0.76,18.240000000000002
2008-09-13,18,76.0,,0.76,13.68
2008-09-14,16,76.0,,0.76,12.16
2008-09-15,34,76.0,,0.76,25.84
2008-09-16,46,76.0,,0.76,34.96
2008-09-17,36,76.0,,0.76,27.36
2008-09-18,43,76.0,,0.76,32.68
2008-09-19,40,76.0,,0.76,30.4
2008-09-20,20,76.0,,0.76,15.2
2008-09-21,39,76.0,,0.76,29.64
2008-09-22,41,76.0,,0.76,31.16
2008-09-23,50,76.0,,0.76,38.0
2008-09-24,55,76.0,,0.76,41.8
2008-09-25,52,76.0,,0.76,39.52
2008-09-26,68,76.0,,0.76,51.68
2008-09-27,25,76.0,,0.76,19.0
2008-09-28,39,76.0,,0.76,29.64
2008-09-29,87,76.0,,0.76,66.12
2008-09-30,100,76.0,,0.76,76.0
2008-10-01,100,100.0,False,1.0,100.0
2008-10-02,73,100.0,,1.0,73.0
2008-10-03,52,100.0,,1.0,52.0
2008-10-04,56,100.0,,1.0,56.0
2008-10-05,53,100.0,,1.0,53.0
2008-10-06,87,100.0,,1.0,87.0
2008-10-07,83,100.0,,1.0,83.0
2008-10-08,82,100.0,,1.0,82.0
2008-10-09,85,100.0,,1.0,85.0
2008-10-10,86,100.0,,1.0,86.0
2008-10-11,60,100.0,,1.0,60.0
2008-10-12,80,100.0,,1.0,80.0
2008-10-13,73,100.0,,1.0,73.0
2008-10-14,54,100.0,,1.0,54.0
2008-10-15,73,100.0,,1.0,73.0
2008-10-16,58,100.0,,1.0,58.0
2008-10-17,62,100.0,,1.0,62.0
2008-10-18,23,100.0,,1.0,23.0
2008-10-19,50,100.0,,1.0,50.0
2008-10-20,56,100.0,,1.0,56.0
2008-10-21,83,100.0,,1.0,83.0
2008-10-22,82,100.0,,1.0,82.0
2008-10-23,76,100.0,,1.0,76.0
2008-10-24,59,100.0,,1.0,59.0
2008-10-25,30,100.0,,1.0,30.0
2008-10-26,68,100.0,,1.0,68.0
2008-10-27,65,100.0,,1.0,65.0
2008-10-28,64,100.0,,1.0,64.0
2008-10-29,69,100.0,,1.0,69.0
2008-10-30,60,100.0,,1.0,60.0
2008-10-31,48,100.0,,1.0,48.0
2008-11-01,30,81.0,False,0.81,24.3
2008-11-02,66,81.0,,0.81,53.46
2008-11-03,71,81.0,,0.81,57.510000000000005
2008-11-04,87,81.0,,0.81,70.47
2008-11-05,69,81.0,,0.81,55.89
2008-11-06,83,81.0,,0.81,67.23
2008-11-07,62,81.0,,0.81,50.220000000000006
2008-11-08,15,81.0,,0.81,12.15
2008-11-09,66,81.0,,0.81,53.46
2008-11-10,64,81.0,,0.81,51.84
2008-11-11,76,81.0,,0.81,61.56
2008-11-12,95,81.0,,0.81,76.95
2008-11-13,72,81.0,,0.81,58.32000000000001
2008-11-14,78,81.0,,0.81,63.18000000000001
2008-11-15,35,81.0,,0.81,28.35
2008-11-16,57,81.0,,0.81,46.17
2008-11-17,72,81.0,,0.81,58.32000000000001
2008-11-18,82,81.0,,0.81,66.42
2008-11-19,100,81.0,,0.81,81.0
2008-11-20,66,81.0,,0.81,53.46
2008-11-21,57,81.0,,0.81,46.17
2008-11-22,48,81.0,,0.81,38.88
2008-11-23,36,81.0,,0.81,29.160000000000004
2008-11-24,62,81.0,,0.81,50.220000000000006
2008-11-25,78,81.0,,0.81,63.18000000000001
2008-11-26,38,81.0,,0.81,30.78
2008-11-27,42,81.0,,0.81,34.02
2008-11-28,38,81.0,,0.81,30.78
2008-11-29,58,81.0,,0.81,46.980000000000004
2008-11-30,53,81.0,,0.81,42.93
2008-12-01,86,61.0,False,0.61,52.46
2008-12-02,78,61.0,,0.61,47.58
2008-12-03,100,61.0,,0.61,61.0
2008-12-04,62,61.0,,0.61,37.82
2008-12-05,86,61.0,,0.61,52.46
2008-12-06,39,61.0,,0.61,23.79
2008-12-07,72,61.0,,0.61,43.92
2008-12-08,91,61.0,,0.61,55.51
2008-12-09,80,61.0,,0.61,48.8
2008-12-10,64,61.0,,0.61,39.04
2008-12-11,60,61.0,,0.61,36.6
2008-12-12,81,61.0,,0.61,49.41
2008-12-13,43,61.0,,0.61,26.23
2008-12-14,54,61.0,,0.61,32.94
2008-12-15,66,61.0,,0.61,40.26
2008-12-16,51,61.0,,0.61,31.11
2008-12-17,67,61.0,,0.61,40.87
2008-12-18,62,61.0,,0.61,37.82
2008-12-19,46,61.0,,0.61,28.06
2008-12-20,36,61.0,,0.61,21.96
2008-12-21,30,61.0,,0.61,18.3
2008-12-22,50,61.0,,0.61,30.5
2008-12-23,27,61.0,,0.61,16.47
2008-12-24,27,61.0,,0.61,16.47
2008-12-25,48,61.0,,0.61,29.28
2008-12-26,29,61.0,,0.61,17.69
2008-12-27,23,61.0,,0.61,14.03
2008-12-28,15,61.0,,0.61,9.15
2008-12-29,32,61.0,,0.61,19.52
2008-12-30,24,61.0,,0.61,14.64
2008-12-31,29,61.0,,0.61,17.69
2009-01-01,50,57.0,False,0.57,28.499999999999996
2009-01-02,29,57.0,,0.57,16.529999999999998
2009-01-03,28,57.0,,0.57,15.959999999999999
2009-01-04,55,57.0,,0.57,31.349999999999998
2009-01-05,28,57.0,,0.57,15.959999999999999
2009-01-06,55,57.0,,0.57,31.349999999999998
2009-01-07,27,57.0,,0.57,15.389999999999999
2009-01-08,65,57.0,,0.57,37.05
2009-01-09,58,57.0,,0.57,33.059999999999995
2009-01-10,53,57.0,,0.57,30.209999999999997
2009-01-11,41,57.0,,0.57,23.369999999999997
2009-01-12,50,57.0,,0.57,28.499999999999996
2009-01-13,63,57.0,,0.57,35.91
2009-01-14,100,57.0,,0.57,56.99999999999999
2009-01-15,36,57.0,,0.57,20.52
2009-01-16,58,57.0,,0.57,33.059999999999995
2009-01-17,68,57.0,,0.57,38.76
2009-01-18,56,57.0,,0.57,31.919999999999998
2009-01-19,64,57.0,,0.57,36.48
2009-01-20,64,57.0,,0.57,36.48
2009-01-21,63,57.0,,0.57,35.91
2009-01-22,54,57.0,,0.57,30.779999999999998
2009-01-23,56,57.0,,0.57,31.919999999999998
2009-01-24,19,57.0,,0.57,10.829999999999998
2009-01-25,26,57.0,,0.57,14.819999999999999
2009-01-26,80,57.0,,0.57,45.599999999999994
2009-01-27,74,57.0,,0.57,42.18
2009-01-28,22,57.0,,0.57,12.54
2009-01-29,63,57.0,,0.57,35.91
2009-01-30,32,57.0,,0.57,18.24
2009-01-31,52,57.0,,0.57,29.639999999999997
2009-02-01,69,72.0,False,0.72,49.68
2009-02-02,66,72.0,,0.72,47.519999999999996
2009-02-03,62,72.0,,0.72,44.64
2009-02-04,52,72.0,,0.72,37.44
2009-02-05,53,72.0,,0.72,38.16
2009-02-06,39,72.0,,0.72,28.08
2009-02-07,22,72.0,,0.72,15.84
2009-02-08,50,72.0,,0.72,36.0
2009-02-09,44,72.0,,0.72,31.68
2009-02-10,58,72.0,,0.72,41.76
2009-02-11,52,72.0,,0.72,37.44
2009-02-12,45,72.0,,0.72,32.4
2009-02-13,36,72.0,,0.72,25.919999999999998
2009-02-14,63,72.0,,0.72,45.36
2009-02-15,59,72.0,,0.72,42.48
2009-02-16,53,72.0,,0.72,38.16
2009-02-17,75,72.0,,0.72,54.0
2009-02-18,100,72.0,,0.72,72.0
2009-02-19,68,72.0,,0.72,48.96
2009-02-20,51,72.0,,0.72,36.72
2009-02-21,55,72.0,,0.72,39.6
2009-02-22,83,72.0,,0.72,59.76
2009-02-23,68,72.0,,0.72,48.96
2009-02-24,88,72.0,,0.72,63.36
2009-02-25,60,72.0,,0.72,43.199999999999996
2009-02-26,56,72.0,,0.72,40.32
2009-02-27,66,72.0,,0.72,47.519999999999996
2009-02-28,38,72.0,,0.72,27.36
2009-03-01,36,76.0,False,0.76,27.36
2009-03-02,64,76.0,,0.76,48.64
2009-03-03,44,76.0,,0.76,33.44
2009-03-04,100,76.0,,0.76,76.0
2009-03-05,34,76.0,,0.76,25.84
2009-03-06,45,76.0,,0.76,34.2
2009-03-07,19,76.0,,0.76,14.44
2009-03-08,84,76.0,,0.76,63.84
2009-03-09,52,76.0,,0.76,39.52
2009-03-10,73,76.0,,0.76,55.480000000000004
2009-03-11,43,76.0,,0.76,32.68
2009-03-12,58,76.0,,0.76,44.08
2009-03-13,40,76.0,,0.76,30.4
2009-03-14,32,76.0,,0.76,24.32
2009-03-15,19,76.0,,0.76,14.44
2009-03-16,18,76.0,,0.76,13.68
2009-03-17,46,76.0,,0.76,34.96
2009-03-18,60,76.0,,0.76,45.6
2009-03-19,37,76.0,,0.76,28.12
2009-03-20,43,76.0,,0.76,32.68
2009-03-21,14,76.0,,0.76,10.64
2009-03-22,28,76.0,,0.76,21.28
2009-03-23,43,76.0,,0.76,32.68
2009-03-24,72,76.0,,0.76,54.72
2009-03-25,18,76.0,,0.76,13.68
2009-03-26,55,76.0,,0.76,41.8
2009-03-27,39,76.0,,0.76,29.64
2009-03-28,50,76.0,,0.76,38.0
2009-03-29,22,76.0,,0.76,16.72
2009-03-30,39,76.0,,0.76,29.64
2009-03-31,74,76.0,,0.76,56.24
2009-04-01,74,74.0,False,0.74,54.76
2009-04-02,51,74.0,,0.74,37.74
2009-04-03,66,74.0,,0.74,48.839999999999996
2009-04-04,32,74.0,,0.74,23.68
2009-04-05,45,74.0,,0.74,33.3
2009-04-06,62,74.0,,0.74,45.88
2009-04-07,71,74.0,,0.74,52.54
2009-04-08,58,74.0,,0.74,42.92
2009-04-09,79,74.0,,0.74,58.46
2009-04-10,55,74.0,,0.74,40.7
2009-04-11,45,74.0,,0.74,33.3
2009-04-12,63,74.0,,0.74,46.62
2009-04-13,50,74.0,,0.74,37.0
2009-04-14,76,74.0,,0.74,56.24
2009-04-15,81,74.0,,0.74,59.94
2009-04-16,76,74.0,,0.74,56.24
2009-04-17,68,74.0,,0.74,50.32
2009-04-18,33,74.0,,0.74,24.419999999999998
2009-04-19,76,74.0,,0.74,56.24
2009-04-20,69,74.0,,0.74,51.06
2009-04-21,80,74.0,,0.74,59.2
2009-04-22,69,74.0,,0.74,51.06
2009-04-23,58,74.0,,0.74,42.92
2009-04-24,90,74.0,,0.74,66.6
2009-04-25,53,74.0,,0.74,39.22
2009-04-26,78,74.0,,0.74,57.72
2009-04-27,97,74.0,,0.74,71.78
2009-04-28,100,74.0,,0.74,74.0
2009-04-29,49,74.0,,0.74,36.26
2009-04-30,66,74.0,,0.74,48.839999999999996
2009-05-01,51,63.0,False,0.63,32.13
2009-05-02,78,63.0,,0.63,49.14
2009-05-03,39,63.0,,0.63,24.57
2009-05-04,67,63.0,,0.63,42.21
2009-05-05,82,63.0,,0.63,51.660000000000004
2009-05-06,75,63.0,,0.63,47.25
2009-05-07,85,63.0,,0.63,53.55
2009-05-08,42,63.0,,0.63,26.46
2009-05-09,41,63.0,,0.63,25.830000000000002
2009-05-10,100,63.0,,0.63,63.0
2009-05-11,69,63.0,,0.63,43.47
2009-05-12,54,63.0,,0.63,34.02
2009-05-13,55,63.0,,0.63,34.65
2009-05-14,68,63.0,,0.63,42.84
2009-05-15,64,63.0,,0.63,40.32
2009-05-16,26,63.0,,0.63,16.38
2009-05-17,47,63.0,,0.63,29.61
2009-05-18,25,63.0,,0.63,15.75
2009-05-19,50,63.0,,0.63,31.5
2009-05-20,43,63.0,,0.63,27.09
2009-05-21,35,63.0,,0.63,22.05
2009-05-22,58,63.0,,0.63,36.54
2009-05-23,14,63.0,,0.63,8.82
2009-05-24,30,63.0,,0.63,18.9
2009-05-25,57,63.0,,0.63,35.910000000000004
2009-05-26,43,63.0,,0.63,27.09
2009-05-27,38,63.0,,0.63,23.94
2009-05-28,60,63.0,,0.63,37.8
2009-05-29,14,63.0,,0.63,8.82
2009-05-30,34,63.0,,0.63,21.42
2009-05-31,77,63.0,,0.63,48.51
2009-06-01,100,40.0,False,0.4,40.0
2009-06-02,26,40.0,,0.4,10.4
2009-06-03,79,40.0,,0.4,31.6
2009-06-04,55,40.0,,0.4,22.0
2009-06-05,66,40.0,,0.4,26.400000000000002
2009-06-06,21,40.0,,0.4,8.4
2009-06-07,32,40.0,,0.4,12.8
2009-06-08,40,40.0,,0.4,16.0
2009-06-09,66,40.0,,0.4,26.400000000000002
2009-06-10,88,40.0,,0.4,35.2
2009-06-11,68,40.0,,0.4,27.200000000000003
2009-06-12,15,40.0,,0.4,6.0
2009-06-13,32,40.0,,0.4,12.8
2009-06-14,54,40.0,,0.4,21.6
2009-06-15,27,40.0,,0.4,10.8
2009-06-16,34,40.0,,0.4,13.600000000000001
2009-06-17,34,40.0,,0.4,13.600000000000001
2009-06-18,55,40.0,,0.4,22.0
2009-06-19,44,40.0,,0.4,17.6
2009-06-20,11,40.0,,0.4,4.4
2009-06-21,89,40.0,,0.4,35.6
2009-06-22,55,40.0,,0.4,22.0
2009-06-23,88,40.0,,0.4,35.2
2009-06-24,48,40.0,,0.4,19.200000000000003
2009-06-25,48,40.0,,0.4,19.200000000000003
2009-06-26,36,40.0,,0.4,14.4
2009-06-27,32,40.0,,0.4,12.8
2009-06-28,54,40.0,,0.4,21.6
2009-06-29,41,40.0,,0.4,16.400000000000002
2009-06-30,60,40.0,,0.4,24.0
2009-07-01,44,29.0,False,0.29,12.76
2009-07-02,62,29.0,,0.29,17.98
2009-07-03,30,29.0,,0.29,8.7
2009-07-04,25,29.0,,0.29,7.249999999999999
2009-07-05,13,29.0,,0.29,3.7699999999999996
2009-07-06,37,29.0,,0.29,10.729999999999999
2009-07-07,36,29.0,,0.29,10.44
2009-07-08,100,29.0,,0.29,28.999999999999996
2009-07-09,59,29.0,,0.29,17.11
2009-07-10,16,29.0,,0.29,4.64
2009-07-11,67,29.0,,0.29,19.43
2009-07-12,11,29.0,,0.29,3.19
2009-07-13,36,29.0,,0.29,10.44
2009-07-14,43,29.0,,0.29,12.469999999999999
2009-07-15,51,29.0,,0.29,14.79
2009-07-16,67,29.0,,0.29,19.43
2009-07-17,70,29.0,,0.29,20.299999999999997
2009-07-18,90,29.0,,0.29,26.099999999999998
2009-07-19,35,29.0,,0.29,10.149999999999999
2009-07-20,58,29.0,,0.29,16.82
2009-07-21,28,29.0,,0.29,8.12
2009-07-22,21,29.0,,0.29,6.09
2009-07-23,50,29.0,,0.29,14.499999999999998
2009-07-24,38,29.0,,0.29,11.02
2009-07-25,67,29.0,,0.29,19.43
2009-07-26,22,29.0,,0.29,6.38
2009-07-27,50,29.0,,0.29,14.499999999999998
2009-07-28,28,29.0,,0.29,8.12
2009-07-29,28,29.0,,0.29,8.12
2009-07-30,44,29.0,,0.29,12.76
2009-07-31,39,29.0,,0.29,11.309999999999999
2009-08-01,87,31.0,False,0.31,26.97
2009-08-02,37,31.0,,0.31,11.47
2009-08-03,49,31.0,,0.31,15.19
2009-08-04,24,31.0,,0.31,7.4399999999999995
2009-08-05,49,31.0,,0.31,15.19
2009-08-06,74,31.0,,0.31,22.94
2009-08-07,26,31.0,,0.31,8.06
2009-08-08,63,31.0,,0.31,19.53
2009-08-09,51,31.0,,0.31,15.81
2009-08-10,48,31.0,,0.31,14.879999999999999
2009-08-11,63,31.0,,0.31,19.53
2009-08-12,40,31.0,,0.31,12.4
2009-08-13,41,31.0,,0.31,12.709999999999999
2009-08-14,17,31.0,,0.31,5.27
2009-08-15,74,31.0,,0.31,22.94
2009-08-16,100,31.0,,0.31,31.0
2009-08-17,57,31.0,,0.31,17.669999999999998
2009-08-18,56,31.0,,0.31,17.36
2009-08-19,49,31.0,,0.31,15.19
2009-08-20,41,31.0,,0.31,12.709999999999999
2009-08-21,43,31.0,,0.31,13.33
2009-08-22,36,31.0,,0.31,11.16
2009-08-23,49,31.0,,0.31,15.19
2009-08-24,16,31.0,,0.31,4.96
2009-08-25,54,31.0,,0.31,16.74
2009-08-26,47,31.0,,0.31,14.57
2009-08-27,63,31.0,,0.31,19.53
2009-08-28,74,31.0,,0.31,22.94
2009-08-29,11,31.0,,0.31,3.41
2009-08-30,69,31.0,,0.31,21.39
2009-08-31,31,31.0,,0.31,9.61
2009-09-01,36,45.0,False,0.45,16.2
2009-09-02,47,45.0,,0.45,21.150000000000002
2009-09-03,37,45.0,,0.45,16.650000000000002
2009-09-04,35,45.0,,0.45,15.75
2009-09-05,16,45.0,,0.45,7.2
2009-09-06,25,45.0,,0.45,11.25
2009-09-07,36,45.0,,0.45,16.2
2009-09-08,26,45.0,,0.45,11.700000000000001
2009-09-09,62,45.0,,0.45,27.900000000000002
2009-09-10,42,45.0,,0.45,18.900000000000002
2009-09-11,32,45.0,,0.45,14.4
2009-09-12,46,45.0,,0.45,20.7
2009-09-13,53,45.0,,0.45,23.85
2009-09-14,56,45.0,,0.45,25.2
2009-09-15,30,45.0,,0.45,13.5
2009-09-16,46,45.0,,0.45,20.7
2009-09-17,77,45.0,,0.45,34.65
2009-09-18,61,45.0,,0.45,27.45
2009-09-19,100,45.0,,0.45,45.0
2009-09-20,70,45.0,,0.45,31.5
2009-09-21,65,45.0,,0.45,29.25
2009-09-22,59,45.0,,0.45,26.55
2009-09-23,40,45.0,,0.45,18.0
2009-09-24,82,45.0,,0.45,36.9
2009-09-25,49,45.0,,0.45,22.05
2009-09-26,70,45.0,,0.45,31.5
2009-09-27,53,45.0,,0.45,23.85
2009-09-28,60,45.0,,0.45,27.0
2009-09-29,80,45.0,,0.45,36.0
2009-09-30,76,45.0,,0.45,34.2
2009-10-01,62,53.0,False,0.53,32.86
2009-10-02,60,53.0,,0.53,31.8
2009-10-03,23,53.0,,0.53,12.190000000000001
2009-10-04,38,53.0,,0.53,20.14
2009-10-05,100,53.0,,0.53,53.0
2009-10-06,69,53.0,,0.53,36.57
2009-10-07,55,53.0,,0.53,29.150000000000002
2009-10-08,72,53.0,,0.53,38.160000000000004
2009-10-09,43,53.0,,0.53,22.790000000000003
2009-10-10,15,53.0,,0.53,7.95
2009-10-11,46,53.0,,0.53,24.380000000000003
2009-10-12,64,53.0,,0.53,33.92
2009-10-13,68,53.0,,0.53,36.04
2009-10-14,74,53.0,,0.53,39.22
2009-10-15,65,53.0,,0.53,34.45
2009-10-16,32,53.0,,0.53,16.96
2009-10-17,46,53.0,,0.53,24.380000000000003
2009-10-18,22,53.0,,0.53,11.66
2009-10-19,55,53.0,,0.53,29.150000000000002
2009-10-20,64,53.0,,0.53,33.92
2009-10-21,73,53.0,,0.53,38.690000000000005
2009-10-22,84,53.0,,0.53,44.52
2009-10-23,37,53.0,,0.53,19.61
2009-10-24,89,53.0,,0.53,47.17
2009-10-25,52,53.0,,0.53,27.560000000000002
2009-10-26,54,53.0,,0.53,28.62
2009-10-27,76,53.0,,0.53,40.28
2009-10-28,82,53.0,,0.53,43.46
2009-10-29,54,53.0,,0.53,28.62
2009-10-30,38,53.0,,0.53,20.14
2009-10-31,54,53.0,,0.53,28.62
2009-11-01,57,56.0,False,0.56,31.92
2009-11-02,48,56.0,,0.56,26.880000000000003
2009-11-03,51,56.0,,0.56,28.560000000000002
2009-11-04,55,56.0,,0.56,30.800000000000004
2009-11-05,48,56.0,,0.56,26.880000000000003
2009-11-06,28,56.0,,0.56,15.680000000000001
2009-11-07,46,56.0,,0.56,25.76
2009-11-08,86,56.0,,0.56,48.160000000000004
2009-11-09,52,56.0,,0.56,29.120000000000005
2009-11-10,51,56.0,,0.56,28.560000000000002
2009-11-11,54,56.0,,0.56,30.240000000000002
2009-11-12,61,56.0,,0.56,34.160000000000004
2009-11-13,45,56.0,,0.56,25.200000000000003
2009-11-14,32,56.0,,0.56,17.92
2009-11-15,58,56.0,,0.56,32.480000000000004
2009-11-16,81,56.0,,0.56,45.36000000000001
2009-11-17,41,56.0,,0.56,22.96
2009-11-18,85,56.0,,0.56,47.6
2009-11-19,82,56.0,,0.56,45.92
2009-11-20,45,56.0,,0.56,25.200000000000003
2009-11-21,38,56.0,,0.56,21.28
2009-11-22,70,56.0,,0.56,39.2
2009-11-23,38,56.0,,0.56,21.28
2009-11-24,87,56.0,,0.56,48.720000000000006
2009-11-25,24,56.0,,0.56,13.440000000000001
2009-11-26,34,56.0,,0.56,19.040000000000003
2009-11-27,31,56.0,,0.56,17.360000000000003
2009-11-28,60,56.0,,0.56,33.6
2009-11-29,57,56.0,,0.56,31.92
2009-11-30,100,56.0,,0.56,56.00000000000001
2009-12-01,58,51.0,False,0.51,29.580000000000002
2009-12-02,100,51.0,,0.51,51.0
2009-12-03,60,51.0,,0.51,30.6
2009-12-04,67,51.0,,0.51,34.17
2009-12-05,68,51.0,,0.51,34.68
2009-12-06,50,51.0,,0.51,25.5
2009-12-07,79,51.0,,0.51,40.29
2009-12-08,53,51.0,,0.51,27.03
2009-12-09,54,51.0,,0.51,27.54
2009-12-10,73,51.0,,0.51,37.230000000000004
2009-12-11,31,51.0,,0.51,15.81
2009-12-12,31,51.0,,0.51,15.81
2009-12-13,51,51.0,,0.51,26.01
2009-12-14,73,51.0,,0.51,37.230000000000004
2009-12-15,67,51.0,,0.51,34.17
2009-12-16,39,51.0,,0.51,19.89
2009-12-17,40,51.0,,0.51,20.4
2009-12-18,48,51.0,,0.51,24.48
2009-12-19,33,51.0,,0.51,16.830000000000002
2009-12-20,20,51.0,,0.51,10.2
2009-12-21,57,51.0,,0.51,29.07
2009-12-22,29,51.0,,0.51,14.790000000000001
2009-12-23,26,51.0,,0.51,13.26
2009-12-24,13,51.0,,0.51,6.63
2009-12-25,9,51.0,,0.51,4.59
2009-12-26,7,51.0,,0.51,3.5700000000000003
2009-12-27,37,51.0,,0.51,18.87
2009-12-28,26,51.0,,0.51,13.26
2009-12-29,20,51.0,,0.51,10.2
2009-12-30,15,51.0,,0.51,7.65
2009-12-31,6,51.0,,0.51,3.06
2010-01-01,45,43.0,False,0.43,19.35
2010-01-02,57,43.0,,0.43,24.509999999999998
2010-01-03,19,43.0,,0.43,8.17
2010-01-04,64,43.0,,0.43,27.52
2010-01-05,56,43.0,,0.43,24.08
2010-01-06,82,43.0,,0.43,35.26
2010-01-07,63,43.0,,0.43,27.09
2010-01-08,64,43.0,,0.43,27.52
2010-01-09,18,43.0,,0.43,7.74
2010-01-10,100,43.0,,0.43,43.0
2010-01-11,87,43.0,,0.43,37.41
2010-01-12,42,43.0,,0.43,18.06
2010-01-13,90,43.0,,0.43,38.7
2010-01-14,49,43.0,,0.43,21.07
2010-01-15,96,43.0,,0.43,41.28
2010-01-16,53,43.0,,0.43,22.79
2010-01-17,63,43.0,,0.43,27.09
2010-01-18,40,43.0,,0.43,17.2
2010-01-19,72,43.0,,0.43,30.96
2010-01-20,41,43.0,,0.43,17.63
2010-01-21,96,43.0,,0.43,41.28
2010-01-22,81,43.0,,0.43,34.83
2010-01-23,34,43.0,,0.43,14.62
2010-01-24,61,43.0,,0.43,26.23
2010-01-25,94,43.0,,0.43,40.42
2010-01-26,87,43.0,,0.43,37.41
2010-01-27,53,43.0,,0.43,22.79
2010-01-28,71,43.0,,0.43,30.53
2010-01-29,62,43.0,,0.43,26.66
2010-01-30,58,43.0,,0.43,24.94
2010-01-31,51,43.0,,0.43,21.93
2010-02-01,75,47.0,False,0.47,35.25
2010-02-02,50,47.0,,0.47,23.5
2010-02-03,28,47.0,,0.47,13.16
2010-02-04,52,47.0,,0.47,24.439999999999998
2010-02-05,35,47.0,,0.47,16.45
2010-02-06,13,47.0,,0.47,6.109999999999999
2010-02-07,82,47.0,,0.47,38.54
2010-02-08,68,47.0,,0.47,31.959999999999997
2010-02-09,32,47.0,,0.47,15.04
2010-02-10,38,47.0,,0.47,17.86
2010-02-11,62,47.0,,0.47,29.139999999999997
2010-02-12,61,47.0,,0.47,28.669999999999998
2010-02-13,28,47.0,,0.47,13.16
2010-02-14,59,47.0,,0.47,27.729999999999997
2010-02-15,70,47.0,,0.47,32.9
2010-02-16,66,47.0,,0.47,31.02
2010-02-17,62,47.0,,0.47,29.139999999999997
2010-02-18,100,47.0,,0.47,47.0
2010-02-19,30,47.0,,0.47,14.1
2010-02-20,41,47.0,,0.47,19.27
2010-02-21,34,47.0,,0.47,15.979999999999999
2010-02-22,98,47.0,,0.47,46.059999999999995
2010-02-23,82,47.0,,0.47,38.54
2010-02-24,37,47.0,,0.47,17.39
2010-02-25,61,47.0,,0.47,28.669999999999998
2010-02-26,58,47.0,,0.47,27.259999999999998
2010-02-27,47,47.0,,0.47,22.09
2010-02-28,21,47.0,,0.47,9.87
2010-03-01,75,56.0,False,0.56,42.00000000000001
2010-03-02,31,56.0,,0.56,17.360000000000003
2010-03-03,84,56.0,,0.56,47.040000000000006
2010-03-04,97,56.0,,0.56,54.32000000000001
2010-03-05,74,56.0,,0.56,41.440000000000005
2010-03-06,47,56.0,,0.56,26.320000000000004
2010-03-07,40,56.0,,0.56,22.400000000000002
2010-03-08,49,56.0,,0.56,27.44
2010-03-09,74,56.0,,0.56,41.440000000000005
2010-03-10,75,56.0,,0.56,42.00000000000001
2010-03-11,86,56.0,,0.56,48.160000000000004
2010-03-12,50,56.0,,0.56,28.000000000000004
2010-03-13,61,56.0,,0.56,34.160000000000004
2010-03-14,63,56.0,,0.56,35.28
2010-03-15,60,56.0,,0.56,33.6
2010-03-16,87,56.0,,0.56,48.720000000000006
2010-03-17,88,56.0,,0.56,49.28
2010-03-18,91,56.0,,0.56,50.96000000000001
2010-03-19,77,56.0,,0.56,43.120000000000005
2010-03-20,74,56.0,,0.56,41.440000000000005
2010-03-21,72,56.0,,0.56,40.32000000000001
2010-03-22,100,56.0,,0.56,56.00000000000001
2010-03-23,63,56.0,,0.56,35.28
2010-03-24,70,56.0,,0.56,39.2
2010-03-25,75,56.0,,0.56,42.00000000000001
2010-03-26,91,56.0,,0.56,50.96000000000001
2010-03-27,33,56.0,,0.56,18.48
2010-03-28,72,56.0,,0.56,40.32000000000001
2010-03-29,90,56.0,,0.56,50.400000000000006
2010-03-30,16,56.0,,0.56,8.96
2010-03-31,61,56.0,,0.56,34.160000000000004
2010-04-01,60,64.0,False,0.64,38.4
2010-04-02,33,64.0,,0.64,21.12
2010-04-03,26,64.0,,0.64,16.64
2010-04-04,44,64.0,,0.64,28.16
2010-04-05,41,64.0,,0.64,26.240000000000002
2010-04-06,59,64.0,,0.64,37.76
2010-04-07,63,64.0,,0.64,40.32
2010-04-08,40,64.0,,0.64,25.6
2010-04-09,35,64.0,,0.64,22.400000000000002
2010-04-10,20,64.0,,0.64,12.8
2010-04-11,35,64.0,,0.64,22.400000000000002
2010-04-12,68,64.0,,0.64,43.52
2010-04-13,61,64.0,,0.64,39.04
2010-04-14,48,64.0,,0.64,30.72
2010-04-15,40,64.0,,0.64,25.6
2010-04-16,45,64.0,,0.64,28.8
2010-04-17,30,64.0,,0.64,19.2
2010-04-18,44,64.0,,0.64,28.16
2010-04-19,58,64.0,,0.64,37.12
2010-04-20,54,64.0,,0.64,34.56
