date,THE CRISIS_unscaled,THE CRISIS_monthly,isPartial,scale,THE CRISIS
2005-01-01,54,37.0,False,0.37,19.98
2005-01-02,93,37.0,,0.37,34.41
2005-01-03,57,37.0,,0.37,21.09
2005-01-04,36,37.0,,0.37,13.32
2005-01-05,18,37.0,,0.37,6.66
2005-01-06,37,37.0,,0.37,13.69
2005-01-07,56,37.0,,0.37,20.72
2005-01-08,29,37.0,,0.37,10.73
2005-01-09,0,37.0,,0.37,0.0
2005-01-10,71,37.0,,0.37,26.27
2005-01-11,17,37.0,,0.37,6.29
2005-01-12,17,37.0,,0.37,6.29
2005-01-13,18,37.0,,0.37,6.66
2005-01-14,56,37.0,,0.37,20.72
2005-01-15,59,37.0,,0.37,21.83
2005-01-16,30,37.0,,0.37,11.1
2005-01-17,40,37.0,,0.37,14.8
2005-01-18,35,37.0,,0.37,12.95
2005-01-19,0,37.0,,0.37,0.0
2005-01-20,18,37.0,,0.37,6.66
2005-01-21,55,37.0,,0.37,20.35
2005-01-22,28,37.0,,0.37,10.36
2005-01-23,0,37.0,,0.37,0.0
2005-01-24,17,37.0,,0.37,6.29
2005-01-25,100,37.0,,0.37,37.0
2005-01-26,34,37.0,,0.37,12.58
2005-01-27,0,37.0,,0.37,0.0
2005-01-28,0,37.0,,0.37,0.0
2005-01-29,0,37.0,,0.37,0.0
2005-01-30,0,37.0,,0.37,0.0
2005-01-31,0,37.0,,0.37,0.0
2005-02-01,45,51.0,False,0.51,22.95
2005-02-02,40,51.0,,0.51,20.4
2005-02-03,12,51.0,,0.51,6.12
2005-02-04,24,51.0,,0.51,12.24
2005-02-05,29,51.0,,0.51,14.790000000000001
2005-02-06,49,51.0,,0.51,24.990000000000002
2005-02-07,53,51.0,,0.51,27.03
2005-02-08,11,51.0,,0.51,5.61
2005-02-09,40,51.0,,0.51,20.4
2005-02-10,23,51.0,,0.51,11.73
2005-02-11,18,51.0,,0.51,9.18
2005-02-12,29,51.0,,0.51,14.790000000000001
2005-02-13,38,51.0,,0.51,19.38
2005-02-14,34,51.0,,0.51,17.34
2005-02-15,56,51.0,,0.51,28.560000000000002
2005-02-16,23,51.0,,0.51,11.73
2005-02-17,35,51.0,,0.51,17.85
2005-02-18,12,51.0,,0.51,6.12
2005-02-19,19,51.0,,0.51,9.69
2005-02-20,39,51.0,,0.51,19.89
2005-02-21,38,51.0,,0.51,19.38
2005-02-22,27,51.0,,0.51,13.77
2005-02-23,39,51.0,,0.51,19.89
2005-02-24,28,51.0,,0.51,14.280000000000001
2005-02-25,30,51.0,,0.51,15.3
2005-02-26,100,51.0,,0.51,51.0
2005-02-27,41,51.0,,0.51,20.91
2005-02-28,28,51.0,,0.51,14.280000000000001
2005-03-01,87,45.0,False,0.45,39.15
2005-03-02,70,45.0,,0.45,31.5
2005-03-03,64,45.0,,0.45,28.8
2005-03-04,54,45.0,,0.45,24.3
2005-03-05,50,45.0,,0.45,22.5
2005-03-06,50,45.0,,0.45,22.5
2005-03-07,0,45.0,,0.45,0.0
2005-03-08,67,45.0,,0.45,30.150000000000002
2005-03-09,40,45.0,,0.45,18.0
2005-03-10,50,45.0,,0.45,22.5
2005-03-11,63,45.0,,0.45,28.35
2005-03-12,0,45.0,,0.45,0.0
2005-03-13,33,45.0,,0.45,14.85
2005-03-14,98,45.0,,0.45,44.1
2005-03-15,59,45.0,,0.45,26.55
2005-03-16,39,45.0,,0.45,17.55
2005-03-17,30,45.0,,0.45,13.5
2005-03-18,66,45.0,,0.45,29.7
2005-03-19,66,45.0,,0.45,29.7
2005-03-20,34,45.0,,0.45,15.3
2005-03-21,0,45.0,,0.45,0.0
2005-03-22,39,45.0,,0.45,17.55
2005-03-23,39,45.0,,0.45,17.55
2005-03-24,32,45.0,,0.45,14.4
2005-03-25,49,45.0,,0.45,22.05
2005-03-26,35,45.0,,0.45,15.75
2005-03-27,57,45.0,,0.45,25.650000000000002
2005-03-28,42,45.0,,0.45,18.900000000000002
2005-03-29,100,45.0,,0.45,45.0
2005-03-30,31,45.0,,0.45,13.950000000000001
2005-03-31,41,45.0,,0.45,18.45
2005-04-01,17,59.0,False,0.59,10.03
2005-04-02,26,59.0,,0.59,15.34
2005-04-03,12,59.0,,0.59,7.08
2005-04-04,0,59.0,,0.59,0.0
2005-04-05,0,59.0,,0.59,0.0
2005-04-06,21,59.0,,0.59,12.389999999999999
2005-04-07,47,59.0,,0.59,27.729999999999997
2005-04-08,0,59.0,,0.59,0.0
2005-04-09,14,59.0,,0.59,8.26
2005-04-10,27,59.0,,0.59,15.93
2005-04-11,45,59.0,,0.59,26.549999999999997
2005-04-12,43,59.0,,0.59,25.369999999999997
2005-04-13,30,59.0,,0.59,17.7
2005-04-14,23,59.0,,0.59,13.569999999999999
2005-04-15,25,59.0,,0.59,14.75
2005-04-16,0,59.0,,0.59,0.0
2005-04-17,40,59.0,,0.59,23.599999999999998
2005-04-18,30,59.0,,0.59,17.7
2005-04-19,22,59.0,,0.59,12.979999999999999
2005-04-20,23,59.0,,0.59,13.569999999999999
2005-04-21,63,59.0,,0.59,37.169999999999995
2005-04-22,41,59.0,,0.59,24.189999999999998
2005-04-23,38,59.0,,0.59,22.419999999999998
2005-04-24,100,59.0,,0.59,59.0
2005-04-25,29,59.0,,0.59,17.11
2005-04-26,29,59.0,,0.59,17.11
2005-04-27,15,59.0,,0.59,8.85
2005-04-28,15,59.0,,0.59,8.85
2005-04-29,0,59.0,,0.59,0.0
2005-04-30,0,59.0,,0.59,0.0
2005-05-01,99,66.0,False,0.66,65.34
2005-05-02,100,66.0,,0.66,66.0
2005-05-03,84,66.0,,0.66,55.440000000000005
2005-05-04,43,66.0,,0.66,28.380000000000003
2005-05-05,66,66.0,,0.66,43.56
2005-05-06,55,66.0,,0.66,36.300000000000004
2005-05-07,27,66.0,,0.66,17.82
2005-05-08,0,66.0,,0.66,0.0
2005-05-09,65,66.0,,0.66,42.9
2005-05-10,50,66.0,,0.66,33.0
2005-05-11,51,66.0,,0.66,33.660000000000004
2005-05-12,81,66.0,,0.66,53.46
2005-05-13,56,66.0,,0.66,36.96
2005-05-14,26,66.0,,0.66,17.16
2005-05-15,38,66.0,,0.66,25.080000000000002
2005-05-16,44,66.0,,0.66,29.040000000000003
2005-05-17,86,66.0,,0.66,56.760000000000005
2005-05-18,22,66.0,,0.66,14.520000000000001
2005-05-19,38,66.0,,0.66,25.080000000000002
2005-05-20,57,66.0,,0.66,37.620000000000005
2005-05-21,0,66.0,,0.66,0.0
2005-05-22,78,66.0,,0.66,51.480000000000004
2005-05-23,45,66.0,,0.66,29.700000000000003
2005-05-24,86,66.0,,0.66,56.760000000000005
2005-05-25,30,66.0,,0.66,19.8
2005-05-26,30,66.0,,0.66,19.8
2005-05-27,43,66.0,,0.66,28.380000000000003
2005-05-28,0,66.0,,0.66,0.0
2005-05-29,58,66.0,,0.66,38.28
2005-05-30,48,66.0,,0.66,31.68
2005-05-31,44,66.0,,0.66,29.040000000000003
2005-06-01,27,26.0,False,0.26,7.0200000000000005
2005-06-02,27,26.0,,0.26,7.0200000000000005
2005-06-03,29,26.0,,0.26,7.54
2005-06-04,46,26.0,,0.26,11.96
2005-06-05,24,26.0,,0.26,6.24
2005-06-06,14,26.0,,0.26,3.64
2005-06-07,41,26.0,,0.26,10.66
2005-06-08,41,26.0,,0.26,10.66
2005-06-09,42,26.0,,0.26,10.92
2005-06-10,15,26.0,,0.26,3.9000000000000004
2005-06-11,48,26.0,,0.26,12.48
2005-06-12,0,26.0,,0.26,0.0
2005-06-13,14,26.0,,0.26,3.64
2005-06-14,27,26.0,,0.26,7.0200000000000005
2005-06-15,35,26.0,,0.26,9.1
2005-06-16,100,26.0,,0.26,26.0
2005-06-17,31,26.0,,0.26,8.06
2005-06-18,25,26.0,,0.26,6.5
2005-06-19,26,26.0,,0.26,6.76
2005-06-20,28,26.0,,0.26,7.28
2005-06-21,34,26.0,,0.26,8.84
2005-06-22,14,26.0,,0.26,3.64
2005-06-23,14,26.0,,0.26,3.64
2005-06-24,31,26.0,,0.26,8.06
2005-06-25,24,26.0,,0.26,6.24
2005-06-26,25,26.0,,0.26,6.5
2005-06-27,27,26.0,,0.26,7.0200000000000005
2005-06-28,0,26.0,,0.26,0.0
2005-06-29,28,26.0,,0.26,7.28
2005-06-30,14,26.0,,0.26,3.64
2005-07-01,0,17.0,False,0.17,0.0
2005-07-02,0,17.0,,0.17,0.0
2005-07-03,0,17.0,,0.17,0.0
2005-07-04,0,17.0,,0.17,0.0
2005-07-05,21,17.0,,0.17,3.5700000000000003
2005-07-06,19,17.0,,0.17,3.2300000000000004
2005-07-07,20,17.0,,0.17,3.4000000000000004
2005-07-08,21,17.0,,0.17,3.5700000000000003
2005-07-09,64,17.0,,0.17,10.88
2005-07-10,0,17.0,,0.17,0.0
2005-07-11,19,17.0,,0.17,3.2300000000000004
2005-07-12,38,17.0,,0.17,6.460000000000001
2005-07-13,19,17.0,,0.17,3.2300000000000004
2005-07-14,40,17.0,,0.17,6.800000000000001
2005-07-15,0,17.0,,0.17,0.0
2005-07-16,33,17.0,,0.17,5.61
2005-07-17,0,17.0,,0.17,0.0
2005-07-18,58,17.0,,0.17,9.860000000000001
2005-07-19,19,17.0,,0.17,3.2300000000000004
2005-07-20,58,17.0,,0.17,9.860000000000001
2005-07-21,0,17.0,,0.17,0.0
2005-07-22,21,17.0,,0.17,3.5700000000000003
2005-07-23,33,17.0,,0.17,5.61
2005-07-24,100,17.0,,0.17,17.0
2005-07-25,19,17.0,,0.17,3.2300000000000004
2005-07-26,19,17.0,,0.17,3.2300000000000004
2005-07-27,19,17.0,,0.17,3.2300000000000004
2005-07-28,0,17.0,,0.17,0.0
2005-07-29,43,17.0,,0.17,7.3100000000000005
2005-07-30,64,17.0,,0.17,10.88
2005-07-31,0,17.0,,0.17,0.0
2005-08-01,20,24.0,False,0.24,4.8
2005-08-02,0,24.0,,0.24,0.0
2005-08-03,19,24.0,,0.24,4.56
2005-08-04,0,24.0,,0.24,0.0
2005-08-05,0,24.0,,0.24,0.0
2005-08-06,0,24.0,,0.24,0.0
2005-08-07,0,24.0,,0.24,0.0
2005-08-08,38,24.0,,0.24,9.12
2005-08-09,19,24.0,,0.24,4.56
2005-08-10,77,24.0,,0.24,18.48
2005-08-11,39,24.0,,0.24,9.36
2005-08-12,41,24.0,,0.24,9.84
2005-08-13,94,24.0,,0.24,22.56
2005-08-14,0,24.0,,0.24,0.0
2005-08-15,38,24.0,,0.24,9.12
2005-08-16,19,24.0,,0.24,4.56
2005-08-17,19,24.0,,0.24,4.56
2005-08-18,59,24.0,,0.24,14.16
2005-08-19,41,24.0,,0.24,9.84
2005-08-20,0,24.0,,0.24,0.0
2005-08-21,63,24.0,,0.24,15.12
2005-08-22,38,24.0,,0.24,9.12
2005-08-23,56,24.0,,0.24,13.44
2005-08-24,77,24.0,,0.24,18.48
2005-08-25,100,24.0,,0.24,24.0
2005-08-26,0,24.0,,0.24,0.0
2005-08-27,0,24.0,,0.24,0.0
2005-08-28,0,24.0,,0.24,0.0
2005-08-29,18,24.0,,0.24,4.32
2005-08-30,36,24.0,,0.24,8.64
2005-08-31,36,24.0,,0.24,8.64
2005-09-01,29,35.0,False,0.35,10.149999999999999
2005-09-02,32,35.0,,0.35,11.2
2005-09-03,0,35.0,,0.35,0.0
2005-09-04,25,35.0,,0.35,8.75
2005-09-05,21,35.0,,0.35,7.35
2005-09-06,56,35.0,,0.35,19.599999999999998
2005-09-07,27,35.0,,0.35,9.45
2005-09-08,56,35.0,,0.35,19.599999999999998
2005-09-09,29,35.0,,0.35,10.149999999999999
2005-09-10,22,35.0,,0.35,7.699999999999999
2005-09-11,65,35.0,,0.35,22.75
2005-09-12,53,35.0,,0.35,18.549999999999997
2005-09-13,52,35.0,,0.35,18.2
2005-09-14,13,35.0,,0.35,4.55
2005-09-15,80,35.0,,0.35,28.0
2005-09-16,28,35.0,,0.35,9.799999999999999
2005-09-17,22,35.0,,0.35,7.699999999999999
2005-09-18,22,35.0,,0.35,7.699999999999999
2005-09-19,52,35.0,,0.35,18.2
2005-09-20,51,35.0,,0.35,17.849999999999998
2005-09-21,13,35.0,,0.35,4.55
2005-09-22,13,35.0,,0.35,4.55
2005-09-23,100,35.0,,0.35,35.0
2005-09-24,22,35.0,,0.35,7.699999999999999
2005-09-25,64,35.0,,0.35,22.4
2005-09-26,52,35.0,,0.35,18.2
2005-09-27,13,35.0,,0.35,4.55
2005-09-28,65,35.0,,0.35,22.75
2005-09-29,27,35.0,,0.35,9.45
2005-09-30,14,35.0,,0.35,4.8999999999999995
2005-10-01,56,38.0,False,0.38,21.28
2005-10-02,0,38.0,,0.38,0.0
2005-10-03,0,38.0,,0.38,0.0
2005-10-04,32,38.0,,0.38,12.16
2005-10-05,16,38.0,,0.38,6.08
2005-10-06,33,38.0,,0.38,12.540000000000001
2005-10-07,17,38.0,,0.38,6.46
2005-10-08,26,38.0,,0.38,9.88
2005-10-09,27,38.0,,0.38,10.26
2005-10-10,100,38.0,,0.38,38.0
2005-10-11,78,38.0,,0.38,29.64
2005-10-12,96,38.0,,0.38,36.480000000000004
2005-10-13,49,38.0,,0.38,18.62
2005-10-14,53,38.0,,0.38,20.14
2005-10-15,0,38.0,,0.38,0.0
2005-10-16,26,38.0,,0.38,9.88
2005-10-17,47,38.0,,0.38,17.86
2005-10-18,47,38.0,,0.38,17.86
2005-10-19,47,38.0,,0.38,17.86
2005-10-20,16,38.0,,0.38,6.08
2005-10-21,52,38.0,,0.38,19.76
2005-10-22,0,38.0,,0.38,0.0
2005-10-23,25,38.0,,0.38,9.5
2005-10-24,63,38.0,,0.38,23.94
2005-10-25,92,38.0,,0.38,34.96
2005-10-26,32,38.0,,0.38,12.16
2005-10-27,79,38.0,,0.38,30.02
2005-10-28,17,38.0,,0.38,6.46
2005-10-29,54,38.0,,0.38,20.52
2005-10-30,0,38.0,,0.38,0.0
2005-10-31,81,38.0,,0.38,30.78
2005-11-01,54,53.0,False,0.53,28.62
2005-11-02,27,53.0,,0.53,14.31
2005-11-03,36,53.0,,0.53,19.080000000000002
2005-11-04,9,53.0,,0.53,4.7700000000000005
2005-11-05,14,53.0,,0.53,7.42
2005-11-06,28,53.0,,0.53,14.84
2005-11-07,26,53.0,,0.53,13.780000000000001
2005-11-08,25,53.0,,0.53,13.25
2005-11-09,85,53.0,,0.53,45.050000000000004
2005-11-10,62,53.0,,0.53,32.86
2005-11-11,49,53.0,,0.53,25.970000000000002
2005-11-12,29,53.0,,0.53,15.370000000000001
2005-11-13,71,53.0,,0.53,37.63
2005-11-14,43,53.0,,0.53,22.790000000000003
2005-11-15,8,53.0,,0.53,4.24
2005-11-16,42,53.0,,0.53,22.26
2005-11-17,34,53.0,,0.53,18.02
2005-11-18,28,53.0,,0.53,14.84
2005-11-19,0,53.0,,0.53,0.0
2005-11-20,28,53.0,,0.53,14.84
2005-11-21,17,53.0,,0.53,9.01
2005-11-22,8,53.0,,0.53,4.24
2005-11-23,39,53.0,,0.53,20.67
2005-11-24,31,53.0,,0.53,16.43
2005-11-25,0,53.0,,0.53,0.0
2005-11-26,100,53.0,,0.53,53.0
2005-11-27,14,53.0,,0.53,7.42
2005-11-28,33,53.0,,0.53,17.490000000000002
2005-11-29,24,53.0,,0.53,12.72
2005-11-30,24,53.0,,0.53,12.72
2005-12-01,25,36.0,False,0.36,9.0
2005-12-02,62,36.0,,0.36,22.32
2005-12-03,66,36.0,,0.36,23.759999999999998
2005-12-04,52,36.0,,0.36,18.72
2005-12-05,66,36.0,,0.36,23.759999999999998
2005-12-06,48,36.0,,0.36,17.28
2005-12-07,89,36.0,,0.36,32.04
2005-12-08,100,36.0,,0.36,36.0
2005-12-09,63,36.0,,0.36,22.68
2005-12-10,79,36.0,,0.36,28.439999999999998
2005-12-11,81,36.0,,0.36,29.16
2005-12-12,50,36.0,,0.36,18.0
2005-12-13,49,36.0,,0.36,17.64
2005-12-14,59,36.0,,0.36,21.24
2005-12-15,69,36.0,,0.36,24.84
2005-12-16,55,36.0,,0.36,19.8
2005-12-17,28,36.0,,0.36,10.08
2005-12-18,58,36.0,,0.36,20.88
2005-12-19,45,36.0,,0.36,16.2
2005-12-20,44,36.0,,0.36,15.84
2005-12-21,56,36.0,,0.36,20.16
2005-12-22,20,36.0,,0.36,7.199999999999999
2005-12-23,24,36.0,,0.36,8.64
2005-12-24,68,36.0,,0.36,24.48
2005-12-25,41,36.0,,0.36,14.76
2005-12-26,31,36.0,,0.36,11.16
2005-12-27,85,36.0,,0.36,30.599999999999998
2005-12-28,20,36.0,,0.36,7.199999999999999
2005-12-29,20,36.0,,0.36,7.199999999999999
2005-12-30,22,36.0,,0.36,7.92
2005-12-31,84,36.0,,0.36,30.24
2006-01-01,69,32.0,False,0.32,22.080000000000002
2006-01-02,94,32.0,,0.32,30.080000000000002
2006-01-03,89,32.0,,0.32,28.48
2006-01-04,52,32.0,,0.32,16.64
2006-01-05,70,32.0,,0.32,22.400000000000002
2006-01-06,36,32.0,,0.32,11.52
2006-01-07,0,32.0,,0.32,0.0
2006-01-08,81,32.0,,0.32,25.92
2006-01-09,52,32.0,,0.32,16.64
2006-01-10,66,32.0,,0.32,21.12
2006-01-11,50,32.0,,0.32,16.0
2006-01-12,17,32.0,,0.32,5.44
2006-01-13,35,32.0,,0.32,11.200000000000001
2006-01-14,0,32.0,,0.32,0.0
2006-01-15,27,32.0,,0.32,8.64
2006-01-16,57,32.0,,0.32,18.240000000000002
2006-01-17,66,32.0,,0.32,21.12
2006-01-18,33,32.0,,0.32,10.56
2006-01-19,100,32.0,,0.32,32.0
2006-01-20,0,32.0,,0.32,0.0
2006-01-21,25,32.0,,0.32,8.0
2006-01-22,76,32.0,,0.32,24.32
2006-01-23,49,32.0,,0.32,15.68
2006-01-24,63,32.0,,0.32,20.16
2006-01-25,16,32.0,,0.32,5.12
2006-01-26,49,32.0,,0.32,15.68
2006-01-27,85,32.0,,0.32,27.2
2006-01-28,25,32.0,,0.32,8.0
2006-01-29,0,32.0,,0.32,0.0
2006-01-30,80,32.0,,0.32,25.6
2006-01-31,46,32.0,,0.32,14.72
2006-02-01,48,41.0,False,0.41,19.68
2006-02-02,49,41.0,,0.41,20.09
2006-02-03,26,41.0,,0.41,10.66
2006-02-04,50,41.0,,0.41,20.5
2006-02-05,63,41.0,,0.41,25.83
2006-02-06,17,41.0,,0.41,6.97
2006-02-07,70,41.0,,0.41,28.7
2006-02-08,80,41.0,,0.41,32.8
2006-02-09,81,41.0,,0.41,33.21
2006-02-10,68,41.0,,0.41,27.88
2006-02-11,49,41.0,,0.41,20.09
2006-02-12,24,41.0,,0.41,9.84
2006-02-13,32,41.0,,0.41,13.12
2006-02-14,71,41.0,,0.41,29.11
2006-02-15,41,41.0,,0.41,16.81
2006-02-16,73,41.0,,0.41,29.93
2006-02-17,43,41.0,,0.41,17.63
2006-02-18,49,41.0,,0.41,20.09
2006-02-19,38,41.0,,0.41,15.579999999999998
2006-02-20,36,41.0,,0.41,14.76
2006-02-21,63,41.0,,0.41,25.83
2006-02-22,63,41.0,,0.41,25.83
2006-02-23,56,41.0,,0.41,22.959999999999997
2006-02-24,42,41.0,,0.41,17.22
2006-02-25,52,41.0,,0.41,21.32
2006-02-26,100,41.0,,0.41,41.0
2006-02-27,47,41.0,,0.41,19.27
2006-02-28,69,41.0,,0.41,28.29
2006-03-01,30,40.0,False,0.4,12.0
2006-03-02,46,40.0,,0.4,18.400000000000002
2006-03-03,64,40.0,,0.4,25.6
2006-03-04,24,40.0,,0.4,9.600000000000001
2006-03-05,24,40.0,,0.4,9.600000000000001
2006-03-06,45,40.0,,0.4,18.0
2006-03-07,75,40.0,,0.4,30.0
2006-03-08,75,40.0,,0.4,30.0
2006-03-09,62,40.0,,0.4,24.8
2006-03-10,65,40.0,,0.4,26.0
2006-03-11,25,40.0,,0.4,10.0
2006-03-12,48,40.0,,0.4,19.200000000000003
2006-03-13,47,40.0,,0.4,18.8
2006-03-14,15,40.0,,0.4,6.0
2006-03-15,62,40.0,,0.4,24.8
2006-03-16,93,40.0,,0.4,37.2
2006-03-17,100,40.0,,0.4,40.0
2006-03-18,0,40.0,,0.4,0.0
2006-03-19,24,40.0,,0.4,9.600000000000001
2006-03-20,61,40.0,,0.4,24.400000000000002
2006-03-21,44,40.0,,0.4,17.6
2006-03-22,75,40.0,,0.4,30.0
2006-03-23,76,40.0,,0.4,30.400000000000002
2006-03-24,81,40.0,,0.4,32.4
2006-03-25,24,40.0,,0.4,9.600000000000001
2006-03-26,0,40.0,,0.4,0.0
2006-03-27,76,40.0,,0.4,30.400000000000002
2006-03-28,44,40.0,,0.4,17.6
2006-03-29,91,40.0,,0.4,36.4
2006-03-30,31,40.0,,0.4,12.4
2006-03-31,81,40.0,,0.4,32.4
2006-04-01,66,52.0,False,0.52,34.32
2006-04-02,55,52.0,,0.52,28.6
2006-04-03,34,52.0,,0.52,17.68
2006-04-04,33,52.0,,0.52,17.16
2006-04-05,34,52.0,,0.52,17.68
2006-04-06,69,52.0,,0.52,35.88
2006-04-07,66,52.0,,0.52,34.32
2006-04-08,44,52.0,,0.52,22.880000000000003
2006-04-09,22,52.0,,0.52,11.440000000000001
2006-04-10,69,52.0,,0.52,35.88
2006-04-11,95,52.0,,0.52,49.4
2006-04-12,82,52.0,,0.52,42.64
2006-04-13,43,52.0,,0.52,22.36
2006-04-14,33,52.0,,0.52,17.16
2006-04-15,57,52.0,,0.52,29.64
2006-04-16,96,52.0,,0.52,49.92
2006-04-17,21,52.0,,0.52,10.92
2006-04-18,60,52.0,,0.52,31.200000000000003
2006-04-19,81,52.0,,0.52,42.120000000000005
2006-04-20,89,52.0,,0.52,46.28
2006-04-21,58,52.0,,0.52,30.16
2006-04-22,43,52.0,,0.52,22.36
2006-04-23,95,52.0,,0.52,49.4
2006-04-24,91,52.0,,0.52,47.32
2006-04-25,78,52.0,,0.52,40.56
2006-04-26,53,52.0,,0.52,27.560000000000002
2006-04-27,41,52.0,,0.52,21.32
2006-04-28,51,52.0,,0.52,26.52
2006-04-29,100,52.0,,0.52,52.0
2006-04-30,54,52.0,,0.52,28.080000000000002
2006-05-01,80,55.0,False,0.55,44.0
2006-05-02,58,55.0,,0.55,31.900000000000002
2006-05-03,69,55.0,,0.55,37.95
2006-05-04,59,55.0,,0.55,32.45
2006-05-05,23,55.0,,0.55,12.65
2006-05-06,27,55.0,,0.55,14.850000000000001
2006-05-07,27,55.0,,0.55,14.850000000000001
2006-05-08,59,55.0,,0.55,32.45
2006-05-09,84,55.0,,0.55,46.2
2006-05-10,53,55.0,,0.55,29.150000000000002
2006-05-11,43,55.0,,0.55,23.650000000000002
2006-05-12,35,55.0,,0.55,19.25
2006-05-13,27,55.0,,0.55,14.850000000000001
2006-05-14,100,55.0,,0.55,55.00000000000001
2006-05-15,96,55.0,,0.55,52.800000000000004
2006-05-16,74,55.0,,0.55,40.7
2006-05-17,43,55.0,,0.55,23.650000000000002
2006-05-18,55,55.0,,0.55,30.250000000000004
2006-05-19,59,55.0,,0.55,32.45
2006-05-20,46,55.0,,0.55,25.3
2006-05-21,37,55.0,,0.55,20.35
2006-05-22,65,55.0,,0.55,35.75
2006-05-23,38,55.0,,0.55,20.900000000000002
2006-05-24,72,55.0,,0.55,39.6
2006-05-25,68,55.0,,0.55,37.400000000000006
2006-05-26,31,55.0,,0.55,17.05
2006-05-27,0,55.0,,0.55,0.0
2006-05-28,43,55.0,,0.55,23.650000000000002
2006-05-29,44,55.0,,0.55,24.200000000000003
2006-05-30,39,55.0,,0.55,21.450000000000003
2006-05-31,77,55.0,,0.55,42.35
2006-06-01,100,26.0,False,0.26,26.0
2006-06-02,74,26.0,,0.26,19.240000000000002
2006-06-03,63,26.0,,0.26,16.38
2006-06-04,65,26.0,,0.26,16.900000000000002
2006-06-05,39,26.0,,0.26,10.14
2006-06-06,97,26.0,,0.26,25.220000000000002
2006-06-07,69,26.0,,0.26,17.94
2006-06-08,61,26.0,,0.26,15.860000000000001
2006-06-09,54,26.0,,0.26,14.040000000000001
2006-06-10,0,26.0,,0.26,0.0
2006-06-11,50,26.0,,0.26,13.0
2006-06-12,40,26.0,,0.26,10.4
2006-06-13,50,26.0,,0.26,13.0
2006-06-14,61,26.0,,0.26,15.860000000000001
2006-06-15,63,26.0,,0.26,16.38
2006-06-16,22,26.0,,0.26,5.720000000000001
2006-06-17,68,26.0,,0.26,17.68
2006-06-18,88,26.0,,0.26,22.880000000000003
2006-06-19,21,26.0,,0.26,5.46
2006-06-20,80,26.0,,0.26,20.8
2006-06-21,42,26.0,,0.26,10.92
2006-06-22,62,26.0,,0.26,16.12
2006-06-23,54,26.0,,0.26,14.040000000000001
2006-06-24,32,26.0,,0.26,8.32
2006-06-25,48,26.0,,0.26,12.48
2006-06-26,39,26.0,,0.26,10.14
2006-06-27,39,26.0,,0.26,10.14
2006-06-28,40,26.0,,0.26,10.4
2006-06-29,81,26.0,,0.26,21.060000000000002
2006-06-30,44,26.0,,0.26,11.440000000000001
2006-07-01,58,29.0,False,0.29,16.82
2006-07-02,61,29.0,,0.29,17.689999999999998
2006-07-03,53,29.0,,0.29,15.37
2006-07-04,39,29.0,,0.29,11.309999999999999
2006-07-05,18,29.0,,0.29,5.22
2006-07-06,34,29.0,,0.29,9.86
2006-07-07,55,29.0,,0.29,15.95
2006-07-08,27,29.0,,0.29,7.829999999999999
2006-07-09,55,29.0,,0.29,15.95
2006-07-10,25,29.0,,0.29,7.249999999999999
2006-07-11,33,29.0,,0.29,9.569999999999999
2006-07-12,33,29.0,,0.29,9.569999999999999
2006-07-13,26,29.0,,0.29,7.539999999999999
2006-07-14,18,29.0,,0.29,5.22
2006-07-15,27,29.0,,0.29,7.829999999999999
2006-07-16,41,29.0,,0.29,11.889999999999999
2006-07-17,25,29.0,,0.29,7.249999999999999
2006-07-18,25,29.0,,0.29,7.249999999999999
2006-07-19,100,29.0,,0.29,28.999999999999996
2006-07-20,34,29.0,,0.29,9.86
2006-07-21,27,29.0,,0.29,7.829999999999999
2006-07-22,26,29.0,,0.29,7.539999999999999
2006-07-23,27,29.0,,0.29,7.829999999999999
2006-07-24,66,29.0,,0.29,19.139999999999997
2006-07-25,65,29.0,,0.29,18.849999999999998
2006-07-26,25,29.0,,0.29,7.249999999999999
2006-07-27,17,29.0,,0.29,4.93
2006-07-28,0,29.0,,0.29,0.0
2006-07-29,27,29.0,,0.29,7.829999999999999
2006-07-30,40,29.0,,0.29,11.6
2006-07-31,66,29.0,,0.29,19.139999999999997
2006-08-01,46,18.0,False,0.18,8.28
2006-08-02,39,18.0,,0.18,7.02
2006-08-03,40,18.0,,0.18,7.199999999999999
2006-08-04,34,18.0,,0.18,6.12
2006-08-05,25,18.0,,0.18,4.5
2006-08-06,26,18.0,,0.18,4.68
2006-08-07,39,18.0,,0.18,7.02
2006-08-08,31,18.0,,0.18,5.58
2006-08-09,31,18.0,,0.18,5.58
2006-08-10,47,18.0,,0.18,8.459999999999999
2006-08-11,51,18.0,,0.18,9.18
2006-08-12,100,18.0,,0.18,18.0
2006-08-13,39,18.0,,0.18,7.02
2006-08-14,32,18.0,,0.18,5.76
2006-08-15,23,18.0,,0.18,4.14
2006-08-16,16,18.0,,0.18,2.88
2006-08-17,0,18.0,,0.18,0.0
2006-08-18,34,18.0,,0.18,6.12
2006-08-19,24,18.0,,0.18,4.32
2006-08-20,24,18.0,,0.18,4.32
2006-08-21,23,18.0,,0.18,4.14
2006-08-22,45,18.0,,0.18,8.1
2006-08-23,23,18.0,,0.18,4.14
2006-08-24,31,18.0,,0.18,5.58
2006-08-25,16,18.0,,0.18,2.88
2006-08-26,46,18.0,,0.18,8.28
2006-08-27,23,18.0,,0.18,4.14
