date,corrupt government_unscaled,corrupt government_monthly,isPartial,scale,corrupt government
2010-03-13,0,63.0,,0.63,0.0
2010-03-14,0,63.0,,0.63,0.0
2010-03-15,0,63.0,,0.63,0.0
2010-03-16,32,63.0,,0.63,20.16
2010-03-17,33,63.0,,0.63,20.79
2010-03-18,0,63.0,,0.63,0.0
2010-03-19,35,63.0,,0.63,22.05
2010-03-20,0,63.0,,0.63,0.0
2010-03-21,0,63.0,,0.63,0.0
2010-03-22,32,63.0,,0.63,20.16
2010-03-23,0,63.0,,0.63,0.0
2010-03-24,48,63.0,,0.63,30.240000000000002
2010-03-25,32,63.0,,0.63,20.16
2010-03-26,0,63.0,,0.63,0.0
2010-03-27,49,63.0,,0.63,30.87
2010-03-28,0,63.0,,0.63,0.0
2010-03-29,32,63.0,,0.63,20.16
2010-03-30,64,63.0,,0.63,40.32
2010-03-31,0,63.0,,0.63,0.0
2010-04-01,0,66.0,False,0.66,0.0
2010-04-02,0,66.0,,0.66,0.0
2010-04-03,0,66.0,,0.66,0.0
2010-04-04,0,66.0,,0.66,0.0
2010-04-05,0,66.0,,0.66,0.0
2010-04-06,99,66.0,,0.66,65.34
2010-04-07,0,66.0,,0.66,0.0
2010-04-08,0,66.0,,0.66,0.0
2010-04-09,0,66.0,,0.66,0.0
2010-04-10,0,66.0,,0.66,0.0
2010-04-11,75,66.0,,0.66,49.5
2010-04-12,0,66.0,,0.66,0.0
2010-04-13,0,66.0,,0.66,0.0
2010-04-14,49,66.0,,0.66,32.34
2010-04-15,100,66.0,,0.66,66.0
2010-04-16,0,66.0,,0.66,0.0
2010-04-17,0,66.0,,0.66,0.0
2010-04-18,0,66.0,,0.66,0.0
2010-04-19,0,66.0,,0.66,0.0
2010-04-20,0,66.0,,0.66,0.0
2010-04-21,0,66.0,,0.66,0.0
2010-04-22,49,66.0,,0.66,32.34
2010-04-23,0,66.0,,0.66,0.0
2010-04-24,0,66.0,,0.66,0.0
2010-04-25,0,66.0,,0.66,0.0
2010-04-26,47,66.0,,0.66,31.020000000000003
2010-04-27,0,66.0,,0.66,0.0
2010-04-28,49,66.0,,0.66,32.34
2010-04-29,51,66.0,,0.66,33.660000000000004
2010-04-30,55,66.0,,0.66,36.300000000000004
2010-05-01,70,79.0,False,0.79,55.300000000000004
2010-05-02,71,79.0,,0.79,56.09
2010-05-03,0,79.0,,0.79,0.0
2010-05-04,45,79.0,,0.79,35.550000000000004
2010-05-05,0,79.0,,0.79,0.0
2010-05-06,47,79.0,,0.79,37.13
2010-05-07,0,79.0,,0.79,0.0
2010-05-08,0,79.0,,0.79,0.0
2010-05-09,0,79.0,,0.79,0.0
2010-05-10,46,79.0,,0.79,36.34
2010-05-11,0,79.0,,0.79,0.0
2010-05-12,0,79.0,,0.79,0.0
2010-05-13,47,79.0,,0.79,37.13
2010-05-14,100,79.0,,0.79,79.0
2010-05-15,73,79.0,,0.79,57.67
2010-05-16,0,79.0,,0.79,0.0
2010-05-17,46,79.0,,0.79,36.34
2010-05-18,45,79.0,,0.79,35.550000000000004
2010-05-19,0,79.0,,0.79,0.0
2010-05-20,0,79.0,,0.79,0.0
2010-05-21,0,79.0,,0.79,0.0
2010-05-22,74,79.0,,0.79,58.46
2010-05-23,74,79.0,,0.79,58.46
2010-05-24,0,79.0,,0.79,0.0
2010-05-25,47,79.0,,0.79,37.13
2010-05-26,48,79.0,,0.79,37.92
2010-05-27,0,79.0,,0.79,0.0
2010-05-28,0,79.0,,0.79,0.0
2010-05-29,0,79.0,,0.79,0.0
2010-05-30,0,79.0,,0.79,0.0
2010-05-31,0,79.0,,0.79,0.0
2010-06-01,0,50.0,False,0.5,0.0
2010-06-02,83,50.0,,0.5,41.5
2010-06-03,43,50.0,,0.5,21.5
2010-06-04,45,50.0,,0.5,22.5
2010-06-05,0,50.0,,0.5,0.0
2010-06-06,0,50.0,,0.5,0.0
2010-06-07,0,50.0,,0.5,0.0
2010-06-08,42,50.0,,0.5,21.0
2010-06-09,0,50.0,,0.5,0.0
2010-06-10,0,50.0,,0.5,0.0
2010-06-11,0,50.0,,0.5,0.0
2010-06-12,0,50.0,,0.5,0.0
2010-06-13,0,50.0,,0.5,0.0
2010-06-14,0,50.0,,0.5,0.0
2010-06-15,0,50.0,,0.5,0.0
2010-06-16,44,50.0,,0.5,22.0
2010-06-17,0,50.0,,0.5,0.0
2010-06-18,48,50.0,,0.5,24.0
2010-06-19,0,50.0,,0.5,0.0
2010-06-20,0,50.0,,0.5,0.0
2010-06-21,0,50.0,,0.5,0.0
2010-06-22,0,50.0,,0.5,0.0
2010-06-23,0,50.0,,0.5,0.0
2010-06-24,0,50.0,,0.5,0.0
2010-06-25,0,50.0,,0.5,0.0
2010-06-26,0,50.0,,0.5,0.0
2010-06-27,100,50.0,,0.5,50.0
2010-06-28,0,50.0,,0.5,0.0
2010-06-29,0,50.0,,0.5,0.0
2010-06-30,44,50.0,,0.5,22.0
2010-07-01,74,50.0,False,0.5,37.0
2010-07-02,0,50.0,,0.5,0.0
2010-07-03,0,50.0,,0.5,0.0
2010-07-04,100,50.0,,0.5,50.0
2010-07-05,0,50.0,,0.5,0.0
2010-07-06,0,50.0,,0.5,0.0
2010-07-07,0,50.0,,0.5,0.0
2010-07-08,0,50.0,,0.5,0.0
2010-07-09,65,50.0,,0.5,32.5
2010-07-10,0,50.0,,0.5,0.0
2010-07-11,0,50.0,,0.5,0.0
2010-07-12,0,50.0,,0.5,0.0
2010-07-13,0,50.0,,0.5,0.0
2010-07-14,62,50.0,,0.5,31.0
2010-07-15,0,50.0,,0.5,0.0
2010-07-16,66,50.0,,0.5,33.0
2010-07-17,0,50.0,,0.5,0.0
2010-07-18,0,50.0,,0.5,0.0
2010-07-19,0,50.0,,0.5,0.0
2010-07-20,0,50.0,,0.5,0.0
2010-07-21,0,50.0,,0.5,0.0
2010-07-22,63,50.0,,0.5,31.5
2010-07-23,0,50.0,,0.5,0.0
2010-07-24,0,50.0,,0.5,0.0
2010-07-25,0,50.0,,0.5,0.0
2010-07-26,0,50.0,,0.5,0.0
2010-07-27,0,50.0,,0.5,0.0
2010-07-28,0,50.0,,0.5,0.0
2010-07-29,0,50.0,,0.5,0.0
2010-07-30,0,50.0,,0.5,0.0
2010-07-31,87,50.0,,0.5,43.5
2010-08-01,0,32.0,False,0.32,0.0
2010-08-02,0,32.0,,0.32,0.0
2010-08-03,0,32.0,,0.32,0.0
2010-08-04,71,32.0,,0.32,22.72
2010-08-05,0,32.0,,0.32,0.0
2010-08-06,76,32.0,,0.32,24.32
2010-08-07,0,32.0,,0.32,0.0
2010-08-08,100,32.0,,0.32,32.0
2010-08-09,70,32.0,,0.32,22.400000000000002
2010-08-10,69,32.0,,0.32,22.080000000000002
2010-08-11,0,32.0,,0.32,0.0
2010-08-12,71,32.0,,0.32,22.72
2010-08-13,0,32.0,,0.32,0.0
2010-08-14,99,32.0,,0.32,31.68
2010-08-15,0,32.0,,0.32,0.0
2010-08-16,0,32.0,,0.32,0.0
2010-08-17,70,32.0,,0.32,22.400000000000002
2010-08-18,70,32.0,,0.32,22.400000000000002
2010-08-19,0,32.0,,0.32,0.0
2010-08-20,75,32.0,,0.32,24.0
2010-08-21,0,32.0,,0.32,0.0
2010-08-22,0,32.0,,0.32,0.0
2010-08-23,69,32.0,,0.32,22.080000000000002
2010-08-24,68,32.0,,0.32,21.76
2010-08-25,68,32.0,,0.32,21.76
2010-08-26,0,32.0,,0.32,0.0
2010-08-27,0,32.0,,0.32,0.0
2010-08-28,0,32.0,,0.32,0.0
2010-08-29,97,32.0,,0.32,31.04
2010-08-30,68,32.0,,0.32,21.76
2010-08-31,0,32.0,,0.32,0.0
2010-09-01,0,53.0,False,0.53,0.0
2010-09-02,0,53.0,,0.53,0.0
2010-09-03,0,53.0,,0.53,0.0
2010-09-04,0,53.0,,0.53,0.0
2010-09-05,0,53.0,,0.53,0.0
2010-09-06,0,53.0,,0.53,0.0
2010-09-07,0,53.0,,0.53,0.0
2010-09-08,0,53.0,,0.53,0.0
2010-09-09,51,53.0,,0.53,27.03
2010-09-10,54,53.0,,0.53,28.62
2010-09-11,70,53.0,,0.53,37.1
2010-09-12,68,53.0,,0.53,36.04
2010-09-13,50,53.0,,0.53,26.5
2010-09-14,50,53.0,,0.53,26.5
2010-09-15,0,53.0,,0.53,0.0
2010-09-16,51,53.0,,0.53,27.03
2010-09-17,0,53.0,,0.53,0.0
2010-09-18,0,53.0,,0.53,0.0
2010-09-19,0,53.0,,0.53,0.0
2010-09-20,51,53.0,,0.53,27.03
2010-09-21,0,53.0,,0.53,0.0
2010-09-22,0,53.0,,0.53,0.0
2010-09-23,100,53.0,,0.53,53.0
2010-09-24,54,53.0,,0.53,28.62
2010-09-25,0,53.0,,0.53,0.0
2010-09-26,0,53.0,,0.53,0.0
2010-09-27,0,53.0,,0.53,0.0
2010-09-28,0,53.0,,0.53,0.0
2010-09-29,0,53.0,,0.53,0.0
2010-09-30,50,53.0,,0.53,26.5
2010-10-01,0,87.0,False,0.87,0.0
2010-10-02,0,87.0,,0.87,0.0
2010-10-03,47,87.0,,0.87,40.89
2010-10-04,0,87.0,,0.87,0.0
2010-10-05,0,87.0,,0.87,0.0
2010-10-06,0,87.0,,0.87,0.0
2010-10-07,0,87.0,,0.87,0.0
2010-10-08,0,87.0,,0.87,0.0
2010-10-09,0,87.0,,0.87,0.0
2010-10-10,0,87.0,,0.87,0.0
2010-10-11,34,87.0,,0.87,29.58
2010-10-12,35,87.0,,0.87,30.45
2010-10-13,34,87.0,,0.87,29.58
2010-10-14,0,87.0,,0.87,0.0
2010-10-15,53,87.0,,0.87,46.11
2010-10-16,0,87.0,,0.87,0.0
2010-10-17,0,87.0,,0.87,0.0
2010-10-18,33,87.0,,0.87,28.71
2010-10-19,33,87.0,,0.87,28.71
2010-10-20,65,87.0,,0.87,56.55
2010-10-21,100,87.0,,0.87,87.0
2010-10-22,35,87.0,,0.87,30.45
2010-10-23,46,87.0,,0.87,40.02
2010-10-24,45,87.0,,0.87,39.15
2010-10-25,0,87.0,,0.87,0.0
2010-10-26,32,87.0,,0.87,27.84
2010-10-27,0,87.0,,0.87,0.0
2010-10-28,32,87.0,,0.87,27.84
2010-10-29,36,87.0,,0.87,31.32
2010-10-30,0,87.0,,0.87,0.0
2010-10-31,48,87.0,,0.87,41.76
2010-11-01,36,57.0,False,0.57,20.52
2010-11-02,68,57.0,,0.57,38.76
2010-11-03,33,57.0,,0.57,18.81
2010-11-04,34,57.0,,0.57,19.38
2010-11-05,0,57.0,,0.57,0.0
2010-11-06,49,57.0,,0.57,27.929999999999996
2010-11-07,0,57.0,,0.57,0.0
2010-11-08,52,57.0,,0.57,29.639999999999997
2010-11-09,34,57.0,,0.57,19.38
2010-11-10,70,57.0,,0.57,39.9
2010-11-11,0,57.0,,0.57,0.0
2010-11-12,37,57.0,,0.57,21.09
2010-11-13,48,57.0,,0.57,27.36
2010-11-14,0,57.0,,0.57,0.0
2010-11-15,0,57.0,,0.57,0.0
2010-11-16,0,57.0,,0.57,0.0
2010-11-17,34,57.0,,0.57,19.38
2010-11-18,0,57.0,,0.57,0.0
2010-11-19,0,57.0,,0.57,0.0
2010-11-20,48,57.0,,0.57,27.36
2010-11-21,0,57.0,,0.57,0.0
2010-11-22,0,57.0,,0.57,0.0
2010-11-23,0,57.0,,0.57,0.0
2010-11-24,0,57.0,,0.57,0.0
2010-11-25,0,57.0,,0.57,0.0
2010-11-26,0,57.0,,0.57,0.0
2010-11-27,0,57.0,,0.57,0.0
2010-11-28,48,57.0,,0.57,27.36
2010-11-29,100,57.0,,0.57,56.99999999999999
2010-11-30,32,57.0,,0.57,18.24
2010-12-01,50,41.0,False,0.41,20.5
2010-12-02,0,41.0,,0.41,0.0
2010-12-03,52,41.0,,0.41,21.32
2010-12-04,0,41.0,,0.41,0.0
2010-12-05,0,41.0,,0.41,0.0
2010-12-06,99,41.0,,0.41,40.589999999999996
2010-12-07,0,41.0,,0.41,0.0
2010-12-08,50,41.0,,0.41,20.5
2010-12-09,0,41.0,,0.41,0.0
2010-12-10,52,41.0,,0.41,21.32
2010-12-11,69,41.0,,0.41,28.29
2010-12-12,68,41.0,,0.41,27.88
2010-12-13,100,41.0,,0.41,41.0
2010-12-14,0,41.0,,0.41,0.0
2010-12-15,0,41.0,,0.41,0.0
2010-12-16,0,41.0,,0.41,0.0
2010-12-17,0,41.0,,0.41,0.0
2010-12-18,0,41.0,,0.41,0.0
2010-12-19,0,41.0,,0.41,0.0
2010-12-20,0,41.0,,0.41,0.0
2010-12-21,0,41.0,,0.41,0.0
2010-12-22,0,41.0,,0.41,0.0
2010-12-23,0,41.0,,0.41,0.0
2010-12-24,74,41.0,,0.41,30.34
2010-12-25,0,41.0,,0.41,0.0
2010-12-26,0,41.0,,0.41,0.0
2010-12-27,0,41.0,,0.41,0.0
2010-12-28,0,41.0,,0.41,0.0
2010-12-29,57,41.0,,0.41,23.369999999999997
2010-12-30,0,41.0,,0.41,0.0
2010-12-31,0,41.0,,0.41,0.0
2011-01-01,0,52.0,False,0.52,0.0
2011-01-02,28,52.0,,0.52,14.56
2011-01-03,0,52.0,,0.52,0.0
2011-01-04,21,52.0,,0.52,10.92
2011-01-05,42,52.0,,0.52,21.84
2011-01-06,21,52.0,,0.52,10.92
2011-01-07,0,52.0,,0.52,0.0
2011-01-08,0,52.0,,0.52,0.0
2011-01-09,27,52.0,,0.52,14.040000000000001
2011-01-10,0,52.0,,0.52,0.0
2011-01-11,21,52.0,,0.52,10.92
2011-01-12,0,52.0,,0.52,0.0
2011-01-13,21,52.0,,0.52,10.92
2011-01-14,21,52.0,,0.52,10.92
2011-01-15,0,52.0,,0.52,0.0
2011-01-16,27,52.0,,0.52,14.040000000000001
2011-01-17,0,52.0,,0.52,0.0
2011-01-18,0,52.0,,0.52,0.0
2011-01-19,21,52.0,,0.52,10.92
2011-01-20,0,52.0,,0.52,0.0
2011-01-21,0,52.0,,0.52,0.0
2011-01-22,0,52.0,,0.52,0.0
2011-01-23,26,52.0,,0.52,13.52
2011-01-24,41,52.0,,0.52,21.32
2011-01-25,40,52.0,,0.52,20.8
2011-01-26,100,52.0,,0.52,52.0
2011-01-27,21,52.0,,0.52,10.92
2011-01-28,21,52.0,,0.52,10.92
2011-01-29,26,52.0,,0.52,13.52
2011-01-30,0,52.0,,0.52,0.0
2011-01-31,0,52.0,,0.52,0.0
2011-02-01,0,57.0,False,0.57,0.0
2011-02-02,36,57.0,,0.57,20.52
2011-02-03,0,57.0,,0.57,0.0
2011-02-04,0,57.0,,0.57,0.0
2011-02-05,0,57.0,,0.57,0.0
2011-02-06,48,57.0,,0.57,27.36
2011-02-07,0,57.0,,0.57,0.0
2011-02-08,56,57.0,,0.57,31.919999999999998
2011-02-09,38,57.0,,0.57,21.659999999999997
2011-02-10,57,57.0,,0.57,32.489999999999995
2011-02-11,40,57.0,,0.57,22.799999999999997
2011-02-12,100,57.0,,0.57,56.99999999999999
2011-02-13,0,57.0,,0.57,0.0
2011-02-14,0,57.0,,0.57,0.0
2011-02-15,0,57.0,,0.57,0.0
2011-02-16,0,57.0,,0.57,0.0
2011-02-17,0,57.0,,0.57,0.0
2011-02-18,0,57.0,,0.57,0.0
2011-02-19,74,57.0,,0.57,42.18
2011-02-20,50,57.0,,0.57,28.499999999999996
2011-02-21,60,57.0,,0.57,34.199999999999996
2011-02-22,38,57.0,,0.57,21.659999999999997
2011-02-23,0,57.0,,0.57,0.0
2011-02-24,38,57.0,,0.57,21.659999999999997
2011-02-25,39,57.0,,0.57,22.229999999999997
2011-02-26,49,57.0,,0.57,27.929999999999996
2011-02-27,98,57.0,,0.57,55.85999999999999
2011-02-28,74,57.0,,0.57,42.18
2011-03-01,0,47.0,False,0.47,0.0
2011-03-02,100,47.0,,0.47,47.0
2011-03-03,0,47.0,,0.47,0.0
2011-03-04,0,47.0,,0.47,0.0
2011-03-05,64,47.0,,0.47,30.08
2011-03-06,64,47.0,,0.47,30.08
2011-03-07,100,47.0,,0.47,47.0
2011-03-08,0,47.0,,0.47,0.0
2011-03-09,49,47.0,,0.47,23.029999999999998
2011-03-10,49,47.0,,0.47,23.029999999999998
2011-03-11,0,47.0,,0.47,0.0
2011-03-12,0,47.0,,0.47,0.0
2011-03-13,0,47.0,,0.47,0.0
2011-03-14,0,47.0,,0.47,0.0
2011-03-15,0,47.0,,0.47,0.0
2011-03-16,0,47.0,,0.47,0.0
2011-03-17,0,47.0,,0.47,0.0
2011-03-18,0,47.0,,0.47,0.0
2011-03-19,66,47.0,,0.47,31.02
2011-03-20,0,47.0,,0.47,0.0
2011-03-21,50,47.0,,0.47,23.5
2011-03-22,0,47.0,,0.47,0.0
2011-03-23,49,47.0,,0.47,23.029999999999998
2011-03-24,50,47.0,,0.47,23.5
2011-03-25,52,47.0,,0.47,24.439999999999998
2011-03-26,0,47.0,,0.47,0.0
2011-03-27,0,47.0,,0.47,0.0
2011-03-28,73,47.0,,0.47,34.309999999999995
2011-03-29,0,47.0,,0.47,0.0
2011-03-30,49,47.0,,0.47,23.029999999999998
2011-03-31,50,47.0,,0.47,23.5
2011-04-01,0,77.0,False,0.77,0.0
2011-04-02,0,77.0,,0.77,0.0
2011-04-03,0,77.0,,0.77,0.0
2011-04-04,0,77.0,,0.77,0.0
2011-04-05,25,77.0,,0.77,19.25
2011-04-06,25,77.0,,0.77,19.25
2011-04-07,38,77.0,,0.77,29.26
2011-04-08,26,77.0,,0.77,20.02
2011-04-09,100,77.0,,0.77,77.0
2011-04-10,34,77.0,,0.77,26.18
2011-04-11,25,77.0,,0.77,19.25
2011-04-12,25,77.0,,0.77,19.25
2011-04-13,25,77.0,,0.77,19.25
2011-04-14,25,77.0,,0.77,19.25
2011-04-15,0,77.0,,0.77,0.0
2011-04-16,33,77.0,,0.77,25.41
2011-04-17,0,77.0,,0.77,0.0
2011-04-18,0,77.0,,0.77,0.0
2011-04-19,25,77.0,,0.77,19.25
2011-04-20,37,77.0,,0.77,28.490000000000002
2011-04-21,26,77.0,,0.77,20.02
2011-04-22,0,77.0,,0.77,0.0
2011-04-23,67,77.0,,0.77,51.59
2011-04-24,0,77.0,,0.77,0.0
2011-04-25,0,77.0,,0.77,0.0
2011-04-26,49,77.0,,0.77,37.730000000000004
2011-04-27,24,77.0,,0.77,18.48
2011-04-28,0,77.0,,0.77,0.0
2011-04-29,0,77.0,,0.77,0.0
2011-04-30,0,77.0,,0.77,0.0
2011-05-01,0,46.0,False,0.46,0.0
2011-05-02,100,46.0,,0.46,46.0
2011-05-03,41,46.0,,0.46,18.86
2011-05-04,0,46.0,,0.46,0.0
2011-05-05,0,46.0,,0.46,0.0
2011-05-06,45,46.0,,0.46,20.7
2011-05-07,0,46.0,,0.46,0.0
2011-05-08,0,46.0,,0.46,0.0
2011-05-09,0,46.0,,0.46,0.0
2011-05-10,84,46.0,,0.46,38.64
2011-05-11,0,46.0,,0.46,0.0
2011-05-12,42,46.0,,0.46,19.32
2011-05-13,44,46.0,,0.46,20.240000000000002
2011-05-14,55,46.0,,0.46,25.3
2011-05-15,0,46.0,,0.46,0.0
2011-05-16,0,46.0,,0.46,0.0
2011-05-17,41,46.0,,0.46,18.86
2011-05-18,0,46.0,,0.46,0.0
2011-05-19,42,46.0,,0.46,19.32
2011-05-20,44,46.0,,0.46,20.240000000000002
2011-05-21,56,46.0,,0.46,25.76
2011-05-22,0,46.0,,0.46,0.0
2011-05-23,0,46.0,,0.46,0.0
2011-05-24,0,46.0,,0.46,0.0
2011-05-25,42,46.0,,0.46,19.32
2011-05-26,0,46.0,,0.46,0.0
2011-05-27,0,46.0,,0.46,0.0
2011-05-28,0,46.0,,0.46,0.0
2011-05-29,0,46.0,,0.46,0.0
2011-05-30,0,46.0,,0.46,0.0
2011-05-31,42,46.0,,0.46,19.32
2011-06-01,32,50.0,False,0.5,16.0
2011-06-02,0,50.0,,0.5,0.0
2011-06-03,34,50.0,,0.5,17.0
2011-06-04,0,50.0,,0.5,0.0
2011-06-05,0,50.0,,0.5,0.0
2011-06-06,33,50.0,,0.5,16.5
2011-06-07,32,50.0,,0.5,16.0
2011-06-08,33,50.0,,0.5,16.5
2011-06-09,0,50.0,,0.5,0.0
2011-06-10,35,50.0,,0.5,17.5
2011-06-11,44,50.0,,0.5,22.0
2011-06-12,0,50.0,,0.5,0.0
2011-06-13,0,50.0,,0.5,0.0
2011-06-14,33,50.0,,0.5,16.5
2011-06-15,0,50.0,,0.5,0.0
2011-06-16,100,50.0,,0.5,50.0
2011-06-17,35,50.0,,0.5,17.5
2011-06-18,0,50.0,,0.5,0.0
2011-06-19,46,50.0,,0.5,23.0
2011-06-20,0,50.0,,0.5,0.0
2011-06-21,0,50.0,,0.5,0.0
2011-06-22,0,50.0,,0.5,0.0
2011-06-23,0,50.0,,0.5,0.0
2011-06-24,0,50.0,,0.5,0.0
2011-06-25,0,50.0,,0.5,0.0
2011-06-26,45,50.0,,0.5,22.5
2011-06-27,33,50.0,,0.5,16.5
2011-06-28,0,50.0,,0.5,0.0
2011-06-29,0,50.0,,0.5,0.0
2011-06-30,34,50.0,,0.5,17.0
2011-07-01,42,30.0,False,0.3,12.6
2011-07-02,53,30.0,,0.3,15.899999999999999
2011-07-03,0,30.0,,0.3,0.0
2011-07-04,51,30.0,,0.3,15.299999999999999
2011-07-05,40,30.0,,0.3,12.0
2011-07-06,0,30.0,,0.3,0.0
2011-07-07,0,30.0,,0.3,0.0
2011-07-08,40,30.0,,0.3,12.0
2011-07-09,50,30.0,,0.3,15.0
2011-07-10,0,30.0,,0.3,0.0
2011-07-11,38,30.0,,0.3,11.4
2011-07-12,37,30.0,,0.3,11.1
2011-07-13,0,30.0,,0.3,0.0
2011-07-14,0,30.0,,0.3,0.0
2011-07-15,0,30.0,,0.3,0.0
2011-07-16,50,30.0,,0.3,15.0
2011-07-17,0,30.0,,0.3,0.0
2011-07-18,0,30.0,,0.3,0.0
2011-07-19,37,30.0,,0.3,11.1
2011-07-20,0,30.0,,0.3,0.0
2011-07-21,0,30.0,,0.3,0.0
2011-07-22,39,30.0,,0.3,11.7
2011-07-23,94,30.0,,0.3,28.2
2011-07-24,49,30.0,,0.3,14.7
2011-07-25,37,30.0,,0.3,11.1
2011-07-26,0,30.0,,0.3,0.0
2011-07-27,37,30.0,,0.3,11.1
2011-07-28,0,30.0,,0.3,0.0
2011-07-29,0,30.0,,0.3,0.0
2011-07-30,48,30.0,,0.3,14.399999999999999
2011-07-31,100,30.0,,0.3,30.0
2011-08-01,76,37.0,False,0.37,28.12
2011-08-02,0,37.0,,0.37,0.0
2011-08-03,75,37.0,,0.37,27.75
2011-08-04,0,37.0,,0.37,0.0
2011-08-05,0,37.0,,0.37,0.0
2011-08-06,49,37.0,,0.37,18.13
2011-08-07,0,37.0,,0.37,0.0
2011-08-08,37,37.0,,0.37,13.69
2011-08-09,0,37.0,,0.37,0.0
2011-08-10,38,37.0,,0.37,14.06
2011-08-11,38,37.0,,0.37,14.06
2011-08-12,100,37.0,,0.37,37.0
2011-08-13,49,37.0,,0.37,18.13
2011-08-14,0,37.0,,0.37,0.0
2011-08-15,38,37.0,,0.37,14.06
2011-08-16,37,37.0,,0.37,13.69
2011-08-17,0,37.0,,0.37,0.0
2011-08-18,39,37.0,,0.37,14.43
2011-08-19,0,37.0,,0.37,0.0
2011-08-20,0,37.0,,0.37,0.0
2011-08-21,0,37.0,,0.37,0.0
2011-08-22,0,37.0,,0.37,0.0
2011-08-23,36,37.0,,0.37,13.32
2011-08-24,0,37.0,,0.37,0.0
2011-08-25,75,37.0,,0.37,27.75
2011-08-26,38,37.0,,0.37,14.06
2011-08-27,47,37.0,,0.37,17.39
2011-08-28,46,37.0,,0.37,17.02
2011-08-29,0,37.0,,0.37,0.0
2011-08-30,37,37.0,,0.37,13.69
2011-08-31,0,37.0,,0.37,0.0
2011-09-01,0,49.0,False,0.49,0.0
2011-09-02,36,49.0,,0.49,17.64
2011-09-03,0,49.0,,0.49,0.0
2011-09-04,0,49.0,,0.49,0.0
2011-09-05,0,49.0,,0.49,0.0
2011-09-06,100,49.0,,0.49,49.0
2011-09-07,0,49.0,,0.49,0.0
2011-09-08,34,49.0,,0.49,16.66
2011-09-09,0,49.0,,0.49,0.0
2011-09-10,0,49.0,,0.49,0.0
2011-09-11,0,49.0,,0.49,0.0
2011-09-12,34,49.0,,0.49,16.66
2011-09-13,33,49.0,,0.49,16.169999999999998
2011-09-14,33,49.0,,0.49,16.169999999999998
2011-09-15,34,49.0,,0.49,16.66
2011-09-16,0,49.0,,0.49,0.0
2011-09-17,43,49.0,,0.49,21.07
2011-09-18,41,49.0,,0.49,20.09
2011-09-19,0,49.0,,0.49,0.0
2011-09-20,33,49.0,,0.49,16.169999999999998
2011-09-21,67,49.0,,0.49,32.83
2011-09-22,33,49.0,,0.49,16.169999999999998
2011-09-23,0,49.0,,0.49,0.0
2011-09-24,0,49.0,,0.49,0.0
2011-09-25,41,49.0,,0.49,20.09
2011-09-26,33,49.0,,0.49,16.169999999999998
2011-09-27,49,49.0,,0.49,24.009999999999998
2011-09-28,33,49.0,,0.49,16.169999999999998
2011-09-29,33,49.0,,0.49,16.169999999999998
2011-09-30,35,49.0,,0.49,17.15
2011-10-01,0,76.0,False,0.76,0.0
2011-10-02,44,76.0,,0.76,33.44
2011-10-03,34,76.0,,0.76,25.84
2011-10-04,33,76.0,,0.76,25.080000000000002
2011-10-05,34,76.0,,0.76,25.84
2011-10-06,0,76.0,,0.76,0.0
2011-10-07,0,76.0,,0.76,0.0
2011-10-08,0,76.0,,0.76,0.0
2011-10-09,44,76.0,,0.76,33.44
2011-10-10,34,76.0,,0.76,25.84
2011-10-11,32,76.0,,0.76,24.32
2011-10-12,0,76.0,,0.76,0.0
2011-10-13,34,76.0,,0.76,25.84
2011-10-14,0,76.0,,0.76,0.0
2011-10-15,44,76.0,,0.76,33.44
2011-10-16,43,76.0,,0.76,32.68
2011-10-17,67,76.0,,0.76,50.92
2011-10-18,100,76.0,,0.76,76.0
2011-10-19,0,76.0,,0.76,0.0
2011-10-20,0,76.0,,0.76,0.0
2011-10-21,54,76.0,,0.76,41.04
2011-10-22,0,76.0,,0.76,0.0
2011-10-23,0,76.0,,0.76,0.0
2011-10-24,33,76.0,,0.76,25.080000000000002
2011-10-25,33,76.0,,0.76,25.080000000000002
2011-10-26,66,76.0,,0.76,50.160000000000004
2011-10-27,34,76.0,,0.76,25.84
2011-10-28,0,76.0,,0.76,0.0
2011-10-29,0,76.0,,0.76,0.0
2011-10-30,0,76.0,,0.76,0.0
2011-10-31,69,76.0,,0.76,52.44
2011-11-01,27,73.0,False,0.73,19.71
2011-11-02,38,73.0,,0.73,27.74
2011-11-03,0,73.0,,0.73,0.0
2011-11-04,27,73.0,,0.73,19.71
2011-11-05,0,73.0,,0.73,0.0
2011-11-06,31,73.0,,0.73,22.63
2011-11-07,0,73.0,,0.73,0.0
2011-11-08,0,73.0,,0.73,0.0
2011-11-09,0,73.0,,0.73,0.0
2011-11-10,38,73.0,,0.73,27.74
2011-11-11,40,73.0,,0.73,29.2
2011-11-12,32,73.0,,0.73,23.36
2011-11-13,96,73.0,,0.73,70.08
2011-11-14,25,73.0,,0.73,18.25
2011-11-15,0,73.0,,0.73,0.0
2011-11-16,100,73.0,,0.73,73.0
2011-11-17,38,73.0,,0.73,27.74
2011-11-18,53,73.0,,0.73,38.69
2011-11-19,32,73.0,,0.73,23.36
2011-11-20,31,73.0,,0.73,22.63
2011-11-21,25,73.0,,0.73,18.25
2011-11-22,25,73.0,,0.73,18.25
2011-11-23,0,73.0,,0.73,0.0
2011-11-24,33,73.0,,0.73,24.09
2011-11-25,0,73.0,,0.73,0.0
