date,corrupt government_unscaled,corrupt government_monthly,isPartial,scale,corrupt government
2008-06-25,0,32.0,,0.32,0.0
2008-06-26,0,32.0,,0.32,0.0
2008-06-27,0,32.0,,0.32,0.0
2008-06-28,0,32.0,,0.32,0.0
2008-06-29,100,32.0,,0.32,32.0
2008-06-30,0,32.0,,0.32,0.0
2008-07-01,65,26.0,False,0.26,16.900000000000002
2008-07-02,0,26.0,,0.26,0.0
2008-07-03,0,26.0,,0.26,0.0
2008-07-04,0,26.0,,0.26,0.0
2008-07-05,0,26.0,,0.26,0.0
2008-07-06,0,26.0,,0.26,0.0
2008-07-07,64,26.0,,0.26,16.64
2008-07-08,0,26.0,,0.26,0.0
2008-07-09,0,26.0,,0.26,0.0
2008-07-10,0,26.0,,0.26,0.0
2008-07-11,0,26.0,,0.26,0.0
2008-07-12,0,26.0,,0.26,0.0
2008-07-13,100,26.0,,0.26,26.0
2008-07-14,0,26.0,,0.26,0.0
2008-07-15,0,26.0,,0.26,0.0
2008-07-16,0,26.0,,0.26,0.0
2008-07-17,0,26.0,,0.26,0.0
2008-07-18,68,26.0,,0.26,17.68
2008-07-19,0,26.0,,0.26,0.0
2008-07-20,0,26.0,,0.26,0.0
2008-07-21,0,26.0,,0.26,0.0
2008-07-22,0,26.0,,0.26,0.0
2008-07-23,62,26.0,,0.26,16.12
2008-07-24,0,26.0,,0.26,0.0
2008-07-25,0,26.0,,0.26,0.0
2008-07-26,96,26.0,,0.26,24.96
2008-07-27,0,26.0,,0.26,0.0
2008-07-28,0,26.0,,0.26,0.0
2008-07-29,60,26.0,,0.26,15.600000000000001
2008-07-30,0,26.0,,0.26,0.0
2008-07-31,0,26.0,,0.26,0.0
2008-08-01,0,15.0,False,0.15,0.0
2008-08-02,0,15.0,,0.15,0.0
2008-08-03,100,15.0,,0.15,15.0
2008-08-04,0,15.0,,0.15,0.0
2008-08-05,0,15.0,,0.15,0.0
2008-08-06,63,15.0,,0.15,9.45
2008-08-07,0,15.0,,0.15,0.0
2008-08-08,0,15.0,,0.15,0.0
2008-08-09,0,15.0,,0.15,0.0
2008-08-10,0,15.0,,0.15,0.0
2008-08-11,0,15.0,,0.15,0.0
2008-08-12,0,15.0,,0.15,0.0
2008-08-13,0,15.0,,0.15,0.0
2008-08-14,0,15.0,,0.15,0.0
2008-08-15,0,15.0,,0.15,0.0
2008-08-16,0,15.0,,0.15,0.0
2008-08-17,0,15.0,,0.15,0.0
2008-08-18,63,15.0,,0.15,9.45
2008-08-19,61,15.0,,0.15,9.15
2008-08-20,0,15.0,,0.15,0.0
2008-08-21,0,15.0,,0.15,0.0
2008-08-22,0,15.0,,0.15,0.0
2008-08-23,0,15.0,,0.15,0.0
2008-08-24,0,15.0,,0.15,0.0
2008-08-25,61,15.0,,0.15,9.15
2008-08-26,59,15.0,,0.15,8.85
2008-08-27,0,15.0,,0.15,0.0
2008-08-28,0,15.0,,0.15,0.0
2008-08-29,66,15.0,,0.15,9.9
2008-08-30,0,15.0,,0.15,0.0
2008-08-31,0,15.0,,0.15,0.0
2008-09-01,0,62.0,False,0.62,0.0
2008-09-02,0,62.0,,0.62,0.0
2008-09-03,0,62.0,,0.62,0.0
2008-09-04,0,62.0,,0.62,0.0
2008-09-05,0,62.0,,0.62,0.0
2008-09-06,0,62.0,,0.62,0.0
2008-09-07,98,62.0,,0.62,60.76
2008-09-08,0,62.0,,0.62,0.0
2008-09-09,0,62.0,,0.62,0.0
2008-09-10,0,62.0,,0.62,0.0
2008-09-11,67,62.0,,0.62,41.54
2008-09-12,0,62.0,,0.62,0.0
2008-09-13,0,62.0,,0.62,0.0
2008-09-14,0,62.0,,0.62,0.0
2008-09-15,0,62.0,,0.62,0.0
2008-09-16,0,62.0,,0.62,0.0
2008-09-17,0,62.0,,0.62,0.0
2008-09-18,0,62.0,,0.62,0.0
2008-09-19,0,62.0,,0.62,0.0
2008-09-20,0,62.0,,0.62,0.0
2008-09-21,100,62.0,,0.62,62.0
2008-09-22,0,62.0,,0.62,0.0
2008-09-23,0,62.0,,0.62,0.0
2008-09-24,67,62.0,,0.62,41.54
2008-09-25,0,62.0,,0.62,0.0
2008-09-26,0,62.0,,0.62,0.0
2008-09-27,0,62.0,,0.62,0.0
2008-09-28,0,62.0,,0.62,0.0
2008-09-29,65,62.0,,0.62,40.3
2008-09-30,65,62.0,,0.62,40.3
2008-10-01,0,73.0,False,0.73,0.0
2008-10-02,0,73.0,,0.73,0.0
2008-10-03,0,73.0,,0.73,0.0
2008-10-04,0,73.0,,0.73,0.0
2008-10-05,0,73.0,,0.73,0.0
2008-10-06,0,73.0,,0.73,0.0
2008-10-07,0,73.0,,0.73,0.0
2008-10-08,0,73.0,,0.73,0.0
2008-10-09,0,73.0,,0.73,0.0
2008-10-10,0,73.0,,0.73,0.0
2008-10-11,0,73.0,,0.73,0.0
2008-10-12,87,73.0,,0.73,63.51
2008-10-13,56,73.0,,0.73,40.879999999999995
2008-10-14,0,73.0,,0.73,0.0
2008-10-15,0,73.0,,0.73,0.0
2008-10-16,0,73.0,,0.73,0.0
2008-10-17,0,73.0,,0.73,0.0
2008-10-18,0,73.0,,0.73,0.0
2008-10-19,0,73.0,,0.73,0.0
2008-10-20,0,73.0,,0.73,0.0
2008-10-21,0,73.0,,0.73,0.0
2008-10-22,82,73.0,,0.73,59.86
2008-10-23,0,73.0,,0.73,0.0
2008-10-24,59,73.0,,0.73,43.07
2008-10-25,0,73.0,,0.73,0.0
2008-10-26,82,73.0,,0.73,59.86
2008-10-27,0,73.0,,0.73,0.0
2008-10-28,100,73.0,,0.73,73.0
2008-10-29,0,73.0,,0.73,0.0
2008-10-30,0,73.0,,0.73,0.0
2008-10-31,0,73.0,,0.73,0.0
2008-11-01,80,58.0,False,0.58,46.4
2008-11-02,0,58.0,,0.58,0.0
2008-11-03,0,58.0,,0.58,0.0
2008-11-04,0,58.0,,0.58,0.0
2008-11-05,0,58.0,,0.58,0.0
2008-11-06,48,58.0,,0.58,27.839999999999996
2008-11-07,100,58.0,,0.58,57.99999999999999
2008-11-08,71,58.0,,0.58,41.18
2008-11-09,0,58.0,,0.58,0.0
2008-11-10,0,58.0,,0.58,0.0
2008-11-11,0,58.0,,0.58,0.0
2008-11-12,47,58.0,,0.58,27.259999999999998
2008-11-13,0,58.0,,0.58,0.0
2008-11-14,50,58.0,,0.58,28.999999999999996
2008-11-15,0,58.0,,0.58,0.0
2008-11-16,0,58.0,,0.58,0.0
2008-11-17,0,58.0,,0.58,0.0
2008-11-18,0,58.0,,0.58,0.0
2008-11-19,0,58.0,,0.58,0.0
2008-11-20,48,58.0,,0.58,27.839999999999996
2008-11-21,0,58.0,,0.58,0.0
2008-11-22,70,58.0,,0.58,40.599999999999994
2008-11-23,0,58.0,,0.58,0.0
2008-11-24,0,58.0,,0.58,0.0
2008-11-25,95,58.0,,0.58,55.099999999999994
2008-11-26,0,58.0,,0.58,0.0
2008-11-27,0,58.0,,0.58,0.0
2008-11-28,0,58.0,,0.58,0.0
2008-11-29,0,58.0,,0.58,0.0
2008-11-30,0,58.0,,0.58,0.0
2008-12-01,0,42.0,False,0.42,0.0
2008-12-02,0,42.0,,0.42,0.0
2008-12-03,33,42.0,,0.42,13.86
2008-12-04,0,42.0,,0.42,0.0
2008-12-05,0,42.0,,0.42,0.0
2008-12-06,50,42.0,,0.42,21.0
2008-12-07,0,42.0,,0.42,0.0
2008-12-08,0,42.0,,0.42,0.0
2008-12-09,32,42.0,,0.42,13.44
2008-12-10,50,42.0,,0.42,21.0
2008-12-11,0,42.0,,0.42,0.0
2008-12-12,36,42.0,,0.42,15.12
2008-12-13,100,42.0,,0.42,42.0
2008-12-14,0,42.0,,0.42,0.0
2008-12-15,34,42.0,,0.42,14.28
2008-12-16,0,42.0,,0.42,0.0
2008-12-17,0,42.0,,0.42,0.0
2008-12-18,36,42.0,,0.42,15.12
2008-12-19,0,42.0,,0.42,0.0
2008-12-20,0,42.0,,0.42,0.0
2008-12-21,0,42.0,,0.42,0.0
2008-12-22,40,42.0,,0.42,16.8
2008-12-23,41,42.0,,0.42,17.22
2008-12-24,0,42.0,,0.42,0.0
2008-12-25,0,42.0,,0.42,0.0
2008-12-26,0,42.0,,0.42,0.0
2008-12-27,58,42.0,,0.42,24.36
2008-12-28,0,42.0,,0.42,0.0
2008-12-29,0,42.0,,0.42,0.0
2008-12-30,0,42.0,,0.42,0.0
2008-12-31,43,42.0,,0.42,18.06
2009-01-01,0,22.0,False,0.22,0.0
2009-01-02,0,22.0,,0.22,0.0
2009-01-03,0,22.0,,0.22,0.0
2009-01-04,0,22.0,,0.22,0.0
2009-01-05,0,22.0,,0.22,0.0
2009-01-06,51,22.0,,0.22,11.22
2009-01-07,0,22.0,,0.22,0.0
2009-01-08,0,22.0,,0.22,0.0
2009-01-09,54,22.0,,0.22,11.88
2009-01-10,0,22.0,,0.22,0.0
2009-01-11,0,22.0,,0.22,0.0
2009-01-12,0,22.0,,0.22,0.0
2009-01-13,0,22.0,,0.22,0.0
2009-01-14,0,22.0,,0.22,0.0
2009-01-15,0,22.0,,0.22,0.0
2009-01-16,0,22.0,,0.22,0.0
2009-01-17,75,22.0,,0.22,16.5
2009-01-18,0,22.0,,0.22,0.0
2009-01-19,0,22.0,,0.22,0.0
2009-01-20,0,22.0,,0.22,0.0
2009-01-21,0,22.0,,0.22,0.0
2009-01-22,100,22.0,,0.22,22.0
2009-01-23,52,22.0,,0.22,11.44
2009-01-24,72,22.0,,0.22,15.84
2009-01-25,0,22.0,,0.22,0.0
2009-01-26,50,22.0,,0.22,11.0
2009-01-27,0,22.0,,0.22,0.0
2009-01-28,0,22.0,,0.22,0.0
2009-01-29,50,22.0,,0.22,11.0
2009-01-30,0,22.0,,0.22,0.0
2009-01-31,0,22.0,,0.22,0.0
2009-02-01,77,42.0,False,0.42,32.339999999999996
2009-02-02,0,42.0,,0.42,0.0
2009-02-03,49,42.0,,0.42,20.58
2009-02-04,0,42.0,,0.42,0.0
2009-02-05,0,42.0,,0.42,0.0
2009-02-06,0,42.0,,0.42,0.0
2009-02-07,0,42.0,,0.42,0.0
2009-02-08,0,42.0,,0.42,0.0
2009-02-09,0,42.0,,0.42,0.0
2009-02-10,74,42.0,,0.42,31.08
2009-02-11,0,42.0,,0.42,0.0
2009-02-12,0,42.0,,0.42,0.0
2009-02-13,0,42.0,,0.42,0.0
2009-02-14,0,42.0,,0.42,0.0
2009-02-15,81,42.0,,0.42,34.019999999999996
2009-02-16,0,42.0,,0.42,0.0
2009-02-17,51,42.0,,0.42,21.419999999999998
2009-02-18,100,42.0,,0.42,42.0
2009-02-19,0,42.0,,0.42,0.0
2009-02-20,0,42.0,,0.42,0.0
2009-02-21,0,42.0,,0.42,0.0
2009-02-22,0,42.0,,0.42,0.0
2009-02-23,0,42.0,,0.42,0.0
2009-02-24,0,42.0,,0.42,0.0
2009-02-25,51,42.0,,0.42,21.419999999999998
2009-02-26,0,42.0,,0.42,0.0
2009-02-27,53,42.0,,0.42,22.259999999999998
2009-02-28,0,42.0,,0.42,0.0
2009-03-01,0,42.0,False,0.42,0.0
2009-03-02,0,42.0,,0.42,0.0
2009-03-03,0,42.0,,0.42,0.0
2009-03-04,100,42.0,,0.42,42.0
2009-03-05,0,42.0,,0.42,0.0
2009-03-06,0,42.0,,0.42,0.0
2009-03-07,0,42.0,,0.42,0.0
2009-03-08,0,42.0,,0.42,0.0
2009-03-09,50,42.0,,0.42,21.0
2009-03-10,0,42.0,,0.42,0.0
2009-03-11,50,42.0,,0.42,21.0
2009-03-12,0,42.0,,0.42,0.0
2009-03-13,0,42.0,,0.42,0.0
2009-03-14,0,42.0,,0.42,0.0
2009-03-15,0,42.0,,0.42,0.0
2009-03-16,0,42.0,,0.42,0.0
2009-03-17,51,42.0,,0.42,21.419999999999998
2009-03-18,51,42.0,,0.42,21.419999999999998
2009-03-19,0,42.0,,0.42,0.0
2009-03-20,0,42.0,,0.42,0.0
2009-03-21,78,42.0,,0.42,32.76
2009-03-22,76,42.0,,0.42,31.919999999999998
2009-03-23,0,42.0,,0.42,0.0
2009-03-24,0,42.0,,0.42,0.0
2009-03-25,50,42.0,,0.42,21.0
2009-03-26,0,42.0,,0.42,0.0
2009-03-27,53,42.0,,0.42,22.259999999999998
2009-03-28,0,42.0,,0.42,0.0
2009-03-29,0,42.0,,0.42,0.0
2009-03-30,0,42.0,,0.42,0.0
2009-03-31,0,42.0,,0.42,0.0
2009-04-01,48,48.0,False,0.48,23.04
2009-04-02,0,48.0,,0.48,0.0
2009-04-03,0,48.0,,0.48,0.0
2009-04-04,0,48.0,,0.48,0.0
2009-04-05,76,48.0,,0.48,36.48
2009-04-06,0,48.0,,0.48,0.0
2009-04-07,48,48.0,,0.48,23.04
2009-04-08,100,48.0,,0.48,48.0
2009-04-09,0,48.0,,0.48,0.0
2009-04-10,0,48.0,,0.48,0.0
2009-04-11,76,48.0,,0.48,36.48
2009-04-12,0,48.0,,0.48,0.0
2009-04-13,0,48.0,,0.48,0.0
2009-04-14,0,48.0,,0.48,0.0
2009-04-15,0,48.0,,0.48,0.0
2009-04-16,50,48.0,,0.48,24.0
2009-04-17,0,48.0,,0.48,0.0
2009-04-18,0,48.0,,0.48,0.0
2009-04-19,74,48.0,,0.48,35.519999999999996
2009-04-20,0,48.0,,0.48,0.0
2009-04-21,0,48.0,,0.48,0.0
2009-04-22,0,48.0,,0.48,0.0
2009-04-23,0,48.0,,0.48,0.0
2009-04-24,0,48.0,,0.48,0.0
2009-04-25,0,48.0,,0.48,0.0
2009-04-26,77,48.0,,0.48,36.96
2009-04-27,48,48.0,,0.48,23.04
2009-04-28,47,48.0,,0.48,22.56
2009-04-29,0,48.0,,0.48,0.0
2009-04-30,0,48.0,,0.48,0.0
2009-05-01,71,47.0,False,0.47,33.37
2009-05-02,100,47.0,,0.47,47.0
2009-05-03,0,47.0,,0.47,0.0
2009-05-04,0,47.0,,0.47,0.0
2009-05-05,0,47.0,,0.47,0.0
2009-05-06,66,47.0,,0.47,31.02
2009-05-07,66,47.0,,0.47,31.02
2009-05-08,0,47.0,,0.47,0.0
2009-05-09,0,47.0,,0.47,0.0
2009-05-10,0,47.0,,0.47,0.0
2009-05-11,0,47.0,,0.47,0.0
2009-05-12,65,47.0,,0.47,30.549999999999997
2009-05-13,0,47.0,,0.47,0.0
2009-05-14,0,47.0,,0.47,0.0
2009-05-15,0,47.0,,0.47,0.0
2009-05-16,0,47.0,,0.47,0.0
2009-05-17,0,47.0,,0.47,0.0
2009-05-18,66,47.0,,0.47,31.02
2009-05-19,0,47.0,,0.47,0.0
2009-05-20,66,47.0,,0.47,31.02
2009-05-21,0,47.0,,0.47,0.0
2009-05-22,0,47.0,,0.47,0.0
2009-05-23,0,47.0,,0.47,0.0
2009-05-24,0,47.0,,0.47,0.0
2009-05-25,0,47.0,,0.47,0.0
2009-05-26,66,47.0,,0.47,31.02
2009-05-27,66,47.0,,0.47,31.02
2009-05-28,0,47.0,,0.47,0.0
2009-05-29,72,47.0,,0.47,33.839999999999996
2009-05-30,0,47.0,,0.47,0.0
2009-05-31,0,47.0,,0.47,0.0
2009-06-01,0,26.0,False,0.26,0.0
2009-06-02,62,26.0,,0.26,16.12
2009-06-03,63,26.0,,0.26,16.38
2009-06-04,0,26.0,,0.26,0.0
2009-06-05,0,26.0,,0.26,0.0
2009-06-06,100,26.0,,0.26,26.0
2009-06-07,0,26.0,,0.26,0.0
2009-06-08,0,26.0,,0.26,0.0
2009-06-09,0,26.0,,0.26,0.0
2009-06-10,0,26.0,,0.26,0.0
2009-06-11,0,26.0,,0.26,0.0
2009-06-12,0,26.0,,0.26,0.0
2009-06-13,0,26.0,,0.26,0.0
2009-06-14,0,26.0,,0.26,0.0
2009-06-15,0,26.0,,0.26,0.0
2009-06-16,0,26.0,,0.26,0.0
2009-06-17,0,26.0,,0.26,0.0
2009-06-18,66,26.0,,0.26,17.16
2009-06-19,0,26.0,,0.26,0.0
2009-06-20,0,26.0,,0.26,0.0
2009-06-21,0,26.0,,0.26,0.0
2009-06-22,0,26.0,,0.26,0.0
2009-06-23,0,26.0,,0.26,0.0
2009-06-24,0,26.0,,0.26,0.0
2009-06-25,0,26.0,,0.26,0.0
2009-06-26,70,26.0,,0.26,18.2
2009-06-27,0,26.0,,0.26,0.0
2009-06-28,0,26.0,,0.26,0.0
2009-06-29,0,26.0,,0.26,0.0
2009-06-30,0,26.0,,0.26,0.0
2009-07-01,0,9.0,False,0.09,0.0
2009-07-02,100,9.0,,0.09,9.0
2009-07-03,0,9.0,,0.09,0.0
2009-07-04,0,9.0,,0.09,0.0
2009-07-05,0,9.0,,0.09,0.0
2009-07-06,0,9.0,,0.09,0.0
2009-07-07,0,9.0,,0.09,0.0
2009-07-08,0,9.0,,0.09,0.0
2009-07-09,0,9.0,,0.09,0.0
2009-07-10,0,9.0,,0.09,0.0
2009-07-11,0,9.0,,0.09,0.0
2009-07-12,0,9.0,,0.09,0.0
2009-07-13,0,9.0,,0.09,0.0
2009-07-14,0,9.0,,0.09,0.0
2009-07-15,93,9.0,,0.09,8.37
2009-07-16,0,9.0,,0.09,0.0
2009-07-17,0,9.0,,0.09,0.0
2009-07-18,0,9.0,,0.09,0.0
2009-07-19,0,9.0,,0.09,0.0
2009-07-20,0,9.0,,0.09,0.0
2009-07-21,0,9.0,,0.09,0.0
2009-07-22,91,9.0,,0.09,8.19
2009-07-23,0,9.0,,0.09,0.0
2009-07-24,100,9.0,,0.09,9.0
2009-07-25,0,9.0,,0.09,0.0
2009-07-26,0,9.0,,0.09,0.0
2009-07-27,0,9.0,,0.09,0.0
2009-07-28,0,9.0,,0.09,0.0
2009-07-29,0,9.0,,0.09,0.0
2009-07-30,0,9.0,,0.09,0.0
2009-07-31,0,9.0,,0.09,0.0
2009-08-01,0,21.0,False,0.21,0.0
2009-08-02,0,21.0,,0.21,0.0
2009-08-03,0,21.0,,0.21,0.0
2009-08-04,63,21.0,,0.21,13.229999999999999
2009-08-05,64,21.0,,0.21,13.44
2009-08-06,0,21.0,,0.21,0.0
2009-08-07,0,21.0,,0.21,0.0
2009-08-08,0,21.0,,0.21,0.0
2009-08-09,0,21.0,,0.21,0.0
2009-08-10,0,21.0,,0.21,0.0
2009-08-11,63,21.0,,0.21,13.229999999999999
2009-08-12,64,21.0,,0.21,13.44
2009-08-13,0,21.0,,0.21,0.0
2009-08-14,0,21.0,,0.21,0.0
2009-08-15,0,21.0,,0.21,0.0
2009-08-16,100,21.0,,0.21,21.0
2009-08-17,0,21.0,,0.21,0.0
2009-08-18,0,21.0,,0.21,0.0
2009-08-19,0,21.0,,0.21,0.0
2009-08-20,0,21.0,,0.21,0.0
2009-08-21,0,21.0,,0.21,0.0
2009-08-22,0,21.0,,0.21,0.0
2009-08-23,0,21.0,,0.21,0.0
2009-08-24,63,21.0,,0.21,13.229999999999999
2009-08-25,62,21.0,,0.21,13.02
2009-08-26,0,21.0,,0.21,0.0
2009-08-27,0,21.0,,0.21,0.0
2009-08-28,0,21.0,,0.21,0.0
2009-08-29,0,21.0,,0.21,0.0
2009-08-30,0,21.0,,0.21,0.0
2009-08-31,63,21.0,,0.21,13.229999999999999
2009-09-01,0,41.0,False,0.41,0.0
2009-09-02,92,41.0,,0.41,37.72
2009-09-03,46,41.0,,0.41,18.86
2009-09-04,100,41.0,,0.41,41.0
2009-09-05,0,41.0,,0.41,0.0
2009-09-06,0,41.0,,0.41,0.0
2009-09-07,0,41.0,,0.41,0.0
2009-09-08,0,41.0,,0.41,0.0
2009-09-09,0,41.0,,0.41,0.0
2009-09-10,45,41.0,,0.41,18.45
2009-09-11,0,41.0,,0.41,0.0
2009-09-12,0,41.0,,0.41,0.0
2009-09-13,67,41.0,,0.41,27.47
2009-09-14,44,41.0,,0.41,18.04
2009-09-15,0,41.0,,0.41,0.0
2009-09-16,0,41.0,,0.41,0.0
2009-09-17,45,41.0,,0.41,18.45
2009-09-18,48,41.0,,0.41,19.68
2009-09-19,0,41.0,,0.41,0.0
2009-09-20,67,41.0,,0.41,27.47
2009-09-21,0,41.0,,0.41,0.0
2009-09-22,43,41.0,,0.41,17.63
2009-09-23,44,41.0,,0.41,18.04
2009-09-24,0,41.0,,0.41,0.0
2009-09-25,0,41.0,,0.41,0.0
2009-09-26,0,41.0,,0.41,0.0
2009-09-27,0,41.0,,0.41,0.0
2009-09-28,0,41.0,,0.41,0.0
2009-09-29,44,41.0,,0.41,18.04
2009-09-30,0,41.0,,0.41,0.0
2009-10-01,0,47.0,False,0.47,0.0
2009-10-02,55,47.0,,0.47,25.849999999999998
2009-10-03,0,47.0,,0.47,0.0
2009-10-04,0,47.0,,0.47,0.0
2009-10-05,0,47.0,,0.47,0.0
2009-10-06,50,47.0,,0.47,23.5
2009-10-07,0,47.0,,0.47,0.0
2009-10-08,0,47.0,,0.47,0.0
2009-10-09,55,47.0,,0.47,25.849999999999998
2009-10-10,0,47.0,,0.47,0.0
2009-10-11,0,47.0,,0.47,0.0
2009-10-12,0,47.0,,0.47,0.0
2009-10-13,50,47.0,,0.47,23.5
2009-10-14,49,47.0,,0.47,23.029999999999998
2009-10-15,0,47.0,,0.47,0.0
2009-10-16,0,47.0,,0.47,0.0
2009-10-17,76,47.0,,0.47,35.72
2009-10-18,0,47.0,,0.47,0.0
2009-10-19,50,47.0,,0.47,23.5
2009-10-20,0,47.0,,0.47,0.0
2009-10-21,0,47.0,,0.47,0.0
2009-10-22,50,47.0,,0.47,23.5
2009-10-23,0,47.0,,0.47,0.0
2009-10-24,0,47.0,,0.47,0.0
2009-10-25,0,47.0,,0.47,0.0
2009-10-26,49,47.0,,0.47,23.029999999999998
2009-10-27,48,47.0,,0.47,22.56
2009-10-28,0,47.0,,0.47,0.0
2009-10-29,100,47.0,,0.47,47.0
2009-10-30,54,47.0,,0.47,25.38
2009-10-31,77,47.0,,0.47,36.19
2009-11-01,0,48.0,False,0.48,0.0
2009-11-02,51,48.0,,0.48,24.48
2009-11-03,49,48.0,,0.48,23.52
2009-11-04,49,48.0,,0.48,23.52
2009-11-05,100,48.0,,0.48,48.0
2009-11-06,0,48.0,,0.48,0.0
2009-11-07,75,48.0,,0.48,36.0
2009-11-08,76,48.0,,0.48,36.48
2009-11-09,49,48.0,,0.48,23.52
2009-11-10,48,48.0,,0.48,23.04
2009-11-11,0,48.0,,0.48,0.0
2009-11-12,49,48.0,,0.48,23.52
2009-11-13,0,48.0,,0.48,0.0
2009-11-14,0,48.0,,0.48,0.0
2009-11-15,74,48.0,,0.48,35.519999999999996
2009-11-16,0,48.0,,0.48,0.0
2009-11-17,0,48.0,,0.48,0.0
2009-11-18,0,48.0,,0.48,0.0
2009-11-19,50,48.0,,0.48,24.0
2009-11-20,52,48.0,,0.48,24.96
2009-11-21,0,48.0,,0.48,0.0
2009-11-22,73,48.0,,0.48,35.04
2009-11-23,0,48.0,,0.48,0.0
2009-11-24,50,48.0,,0.48,24.0
2009-11-25,0,48.0,,0.48,0.0
2009-11-26,0,48.0,,0.48,0.0
2009-11-27,0,48.0,,0.48,0.0
2009-11-28,0,48.0,,0.48,0.0
2009-11-29,0,48.0,,0.48,0.0
2009-11-30,0,48.0,,0.48,0.0
2009-12-01,0,39.0,False,0.39,0.0
2009-12-02,49,39.0,,0.39,19.11
2009-12-03,100,39.0,,0.39,39.0
2009-12-04,0,39.0,,0.39,0.0
2009-12-05,73,39.0,,0.39,28.470000000000002
2009-12-06,0,39.0,,0.39,0.0
2009-12-07,48,39.0,,0.39,18.72
2009-12-08,73,39.0,,0.39,28.470000000000002
2009-12-09,0,39.0,,0.39,0.0
2009-12-10,50,39.0,,0.39,19.5
2009-12-11,0,39.0,,0.39,0.0
2009-12-12,0,39.0,,0.39,0.0
2009-12-13,0,39.0,,0.39,0.0
2009-12-14,0,39.0,,0.39,0.0
2009-12-15,0,39.0,,0.39,0.0
2009-12-16,0,39.0,,0.39,0.0
2009-12-17,0,39.0,,0.39,0.0
2009-12-18,0,39.0,,0.39,0.0
2009-12-19,0,39.0,,0.39,0.0
2009-12-20,0,39.0,,0.39,0.0
2009-12-21,0,39.0,,0.39,0.0
2009-12-22,0,39.0,,0.39,0.0
2009-12-23,62,39.0,,0.39,24.18
2009-12-24,0,39.0,,0.39,0.0
2009-12-25,0,39.0,,0.39,0.0
2009-12-26,0,39.0,,0.39,0.0
2009-12-27,0,39.0,,0.39,0.0
2009-12-28,0,39.0,,0.39,0.0
2009-12-29,0,39.0,,0.39,0.0
2009-12-30,60,39.0,,0.39,23.400000000000002
2009-12-31,0,39.0,,0.39,0.0
2010-01-01,0,48.0,False,0.48,0.0
2010-01-02,0,48.0,,0.48,0.0
2010-01-03,0,48.0,,0.48,0.0
2010-01-04,34,48.0,,0.48,16.32
2010-01-05,0,48.0,,0.48,0.0
2010-01-06,33,48.0,,0.48,15.84
2010-01-07,32,48.0,,0.48,15.36
2010-01-08,34,48.0,,0.48,16.32
2010-01-09,0,48.0,,0.48,0.0
2010-01-10,0,48.0,,0.48,0.0
2010-01-11,32,48.0,,0.48,15.36
2010-01-12,31,48.0,,0.48,14.879999999999999
2010-01-13,32,48.0,,0.48,15.36
2010-01-14,32,48.0,,0.48,15.36
2010-01-15,100,48.0,,0.48,48.0
2010-01-16,0,48.0,,0.48,0.0
2010-01-17,0,48.0,,0.48,0.0
2010-01-18,35,48.0,,0.48,16.8
2010-01-19,0,48.0,,0.48,0.0
2010-01-20,0,48.0,,0.48,0.0
2010-01-21,0,48.0,,0.48,0.0
2010-01-22,0,48.0,,0.48,0.0
2010-01-23,45,48.0,,0.48,21.599999999999998
2010-01-24,0,48.0,,0.48,0.0
2010-01-25,0,48.0,,0.48,0.0
2010-01-26,0,48.0,,0.48,0.0
2010-01-27,0,48.0,,0.48,0.0
2010-01-28,0,48.0,,0.48,0.0
2010-01-29,0,48.0,,0.48,0.0
2010-01-30,0,48.0,,0.48,0.0
2010-01-31,0,48.0,,0.48,0.0
2010-02-01,0,61.0,False,0.61,0.0
2010-02-02,0,61.0,,0.61,0.0
2010-02-03,49,61.0,,0.61,29.89
2010-02-04,49,61.0,,0.61,29.89
2010-02-05,52,61.0,,0.61,31.72
2010-02-06,0,61.0,,0.61,0.0
2010-02-07,0,61.0,,0.61,0.0
2010-02-08,51,61.0,,0.61,31.11
2010-02-09,49,61.0,,0.61,29.89
2010-02-10,0,61.0,,0.61,0.0
2010-02-11,0,61.0,,0.61,0.0
2010-02-12,0,61.0,,0.61,0.0
2010-02-13,73,61.0,,0.61,44.53
2010-02-14,0,61.0,,0.61,0.0
2010-02-15,0,61.0,,0.61,0.0
2010-02-16,50,61.0,,0.61,30.5
2010-02-17,100,61.0,,0.61,61.0
2010-02-18,0,61.0,,0.61,0.0
2010-02-19,0,61.0,,0.61,0.0
2010-02-20,72,61.0,,0.61,43.92
2010-02-21,73,61.0,,0.61,44.53
2010-02-22,99,61.0,,0.61,60.39
2010-02-23,48,61.0,,0.61,29.28
2010-02-24,49,61.0,,0.61,29.89
2010-02-25,49,61.0,,0.61,29.89
2010-02-26,0,61.0,,0.61,0.0
2010-02-27,70,61.0,,0.61,42.699999999999996
2010-02-28,0,61.0,,0.61,0.0
2010-03-01,0,63.0,False,0.63,0.0
2010-03-02,0,63.0,,0.63,0.0
2010-03-03,63,63.0,,0.63,39.69
2010-03-04,32,63.0,,0.63,20.16
2010-03-05,0,63.0,,0.63,0.0
2010-03-06,48,63.0,,0.63,30.240000000000002
2010-03-07,0,63.0,,0.63,0.0
2010-03-08,33,63.0,,0.63,20.79
2010-03-09,0,63.0,,0.63,0.0
2010-03-10,0,63.0,,0.63,0.0
2010-03-11,0,63.0,,0.63,0.0
2010-03-12,100,63.0,,0.63,63.0
