date,community bank_unscaled,community bank_monthly,isPartial,scale,community bank
2006-08-27,21,65.0,,0.65,13.65
2006-08-28,94,65.0,,0.65,61.1
2006-08-29,75,65.0,,0.65,48.75
2006-08-30,81,65.0,,0.65,52.65
2006-08-31,84,65.0,,0.65,54.6
2006-09-01,100,59.0,False,0.59,59.0
2006-09-02,37,59.0,,0.59,21.83
2006-09-03,39,59.0,,0.59,23.009999999999998
2006-09-04,32,59.0,,0.59,18.88
2006-09-05,84,59.0,,0.59,49.559999999999995
2006-09-06,48,59.0,,0.59,28.32
2006-09-07,77,59.0,,0.59,45.43
2006-09-08,59,59.0,,0.59,34.809999999999995
2006-09-09,27,59.0,,0.59,15.93
2006-09-10,31,59.0,,0.59,18.29
2006-09-11,65,59.0,,0.59,38.35
2006-09-12,71,59.0,,0.59,41.89
2006-09-13,72,59.0,,0.59,42.48
2006-09-14,68,59.0,,0.59,40.12
2006-09-15,91,59.0,,0.59,53.69
2006-09-16,40,59.0,,0.59,23.599999999999998
2006-09-17,23,59.0,,0.59,13.569999999999999
2006-09-18,57,59.0,,0.59,33.629999999999995
2006-09-19,78,59.0,,0.59,46.019999999999996
2006-09-20,54,59.0,,0.59,31.86
2006-09-21,58,59.0,,0.59,34.22
2006-09-22,91,59.0,,0.59,53.69
2006-09-23,42,59.0,,0.59,24.779999999999998
2006-09-24,26,59.0,,0.59,15.34
2006-09-25,71,59.0,,0.59,41.89
2006-09-26,58,59.0,,0.59,34.22
2006-09-27,76,59.0,,0.59,44.839999999999996
2006-09-28,60,59.0,,0.59,35.4
2006-09-29,50,59.0,,0.59,29.5
2006-09-30,24,59.0,,0.59,14.16
2006-10-01,36,59.0,False,0.59,21.24
2006-10-02,58,59.0,,0.59,34.22
2006-10-03,70,59.0,,0.59,41.3
2006-10-04,53,59.0,,0.59,31.27
2006-10-05,54,59.0,,0.59,31.86
2006-10-06,77,59.0,,0.59,45.43
2006-10-07,37,59.0,,0.59,21.83
2006-10-08,16,59.0,,0.59,9.44
2006-10-09,53,59.0,,0.59,31.27
2006-10-10,84,59.0,,0.59,49.559999999999995
2006-10-11,57,59.0,,0.59,33.629999999999995
2006-10-12,73,59.0,,0.59,43.07
2006-10-13,76,59.0,,0.59,44.839999999999996
2006-10-14,36,59.0,,0.59,21.24
2006-10-15,35,59.0,,0.59,20.65
2006-10-16,72,59.0,,0.59,42.48
2006-10-17,76,59.0,,0.59,44.839999999999996
2006-10-18,76,59.0,,0.59,44.839999999999996
2006-10-19,83,59.0,,0.59,48.97
2006-10-20,72,59.0,,0.59,42.48
2006-10-21,80,59.0,,0.59,47.199999999999996
2006-10-22,38,59.0,,0.59,22.419999999999998
2006-10-23,66,59.0,,0.59,38.94
2006-10-24,89,59.0,,0.59,52.51
2006-10-25,70,59.0,,0.59,41.3
2006-10-26,57,59.0,,0.59,33.629999999999995
2006-10-27,82,59.0,,0.59,48.379999999999995
2006-10-28,42,59.0,,0.59,24.779999999999998
2006-10-29,31,59.0,,0.59,18.29
2006-10-30,74,59.0,,0.59,43.66
2006-10-31,100,59.0,,0.59,59.0
2006-11-01,81,53.0,False,0.53,42.93
2006-11-02,63,53.0,,0.53,33.39
2006-11-03,100,53.0,,0.53,53.0
2006-11-04,41,53.0,,0.53,21.73
2006-11-05,19,53.0,,0.53,10.07
2006-11-06,78,53.0,,0.53,41.34
2006-11-07,71,53.0,,0.53,37.63
2006-11-08,52,53.0,,0.53,27.560000000000002
2006-11-09,51,53.0,,0.53,27.03
2006-11-10,71,53.0,,0.53,37.63
2006-11-11,59,53.0,,0.53,31.270000000000003
2006-11-12,29,53.0,,0.53,15.370000000000001
2006-11-13,64,53.0,,0.53,33.92
2006-11-14,76,53.0,,0.53,40.28
2006-11-15,69,53.0,,0.53,36.57
2006-11-16,78,53.0,,0.53,41.34
2006-11-17,60,53.0,,0.53,31.8
2006-11-18,67,53.0,,0.53,35.510000000000005
2006-11-19,18,53.0,,0.53,9.540000000000001
2006-11-20,72,53.0,,0.53,38.160000000000004
2006-11-21,62,53.0,,0.53,32.86
2006-11-22,46,53.0,,0.53,24.380000000000003
2006-11-23,28,53.0,,0.53,14.84
2006-11-24,48,53.0,,0.53,25.44
2006-11-25,38,53.0,,0.53,20.14
2006-11-26,40,53.0,,0.53,21.200000000000003
2006-11-27,66,53.0,,0.53,34.980000000000004
2006-11-28,76,53.0,,0.53,40.28
2006-11-29,72,53.0,,0.53,38.160000000000004
2006-11-30,68,53.0,,0.53,36.04
2006-12-01,70,59.0,False,0.59,41.3
2006-12-02,54,59.0,,0.59,31.86
2006-12-03,36,59.0,,0.59,21.24
2006-12-04,79,59.0,,0.59,46.61
2006-12-05,68,59.0,,0.59,40.12
2006-12-06,59,59.0,,0.59,34.809999999999995
2006-12-07,55,59.0,,0.59,32.449999999999996
2006-12-08,88,59.0,,0.59,51.919999999999995
2006-12-09,61,59.0,,0.59,35.989999999999995
2006-12-10,44,59.0,,0.59,25.959999999999997
2006-12-11,57,59.0,,0.59,33.629999999999995
2006-12-12,60,59.0,,0.59,35.4
2006-12-13,52,59.0,,0.59,30.68
2006-12-14,73,59.0,,0.59,43.07
2006-12-15,100,59.0,,0.59,59.0
2006-12-16,57,59.0,,0.59,33.629999999999995
2006-12-17,40,59.0,,0.59,23.599999999999998
2006-12-18,74,59.0,,0.59,43.66
2006-12-19,40,59.0,,0.59,23.599999999999998
2006-12-20,89,59.0,,0.59,52.51
2006-12-21,77,59.0,,0.59,45.43
2006-12-22,77,59.0,,0.59,45.43
2006-12-23,51,59.0,,0.59,30.09
2006-12-24,46,59.0,,0.59,27.139999999999997
2006-12-25,21,59.0,,0.59,12.389999999999999
2006-12-26,45,59.0,,0.59,26.549999999999997
2006-12-27,93,59.0,,0.59,54.87
2006-12-28,75,59.0,,0.59,44.25
2006-12-29,58,59.0,,0.59,34.22
2006-12-30,57,59.0,,0.59,33.629999999999995
2006-12-31,32,59.0,,0.59,18.88
2007-01-01,32,64.0,False,0.64,20.48
2007-01-02,100,64.0,,0.64,64.0
2007-01-03,90,64.0,,0.64,57.6
2007-01-04,72,64.0,,0.64,46.08
2007-01-05,78,64.0,,0.64,49.92
2007-01-06,71,64.0,,0.64,45.44
2007-01-07,34,64.0,,0.64,21.76
2007-01-08,75,64.0,,0.64,48.0
2007-01-09,60,64.0,,0.64,38.4
2007-01-10,71,64.0,,0.64,45.44
2007-01-11,77,64.0,,0.64,49.28
2007-01-12,56,64.0,,0.64,35.84
2007-01-13,33,64.0,,0.64,21.12
2007-01-14,54,64.0,,0.64,34.56
2007-01-15,83,64.0,,0.64,53.120000000000005
2007-01-16,79,64.0,,0.64,50.56
2007-01-17,89,64.0,,0.64,56.96
2007-01-18,46,64.0,,0.64,29.44
2007-01-19,69,64.0,,0.64,44.160000000000004
2007-01-20,52,64.0,,0.64,33.28
2007-01-21,23,64.0,,0.64,14.72
2007-01-22,88,64.0,,0.64,56.32
2007-01-23,83,64.0,,0.64,53.120000000000005
2007-01-24,77,64.0,,0.64,49.28
2007-01-25,65,64.0,,0.64,41.6
2007-01-26,62,64.0,,0.64,39.68
2007-01-27,64,64.0,,0.64,40.96
2007-01-28,42,64.0,,0.64,26.88
2007-01-29,84,64.0,,0.64,53.76
2007-01-30,52,64.0,,0.64,33.28
2007-01-31,96,64.0,,0.64,61.44
2007-02-01,80,61.0,False,0.61,48.8
2007-02-02,62,61.0,,0.61,37.82
2007-02-03,74,61.0,,0.61,45.14
2007-02-04,25,61.0,,0.61,15.25
2007-02-05,100,61.0,,0.61,61.0
2007-02-06,58,61.0,,0.61,35.38
2007-02-07,67,61.0,,0.61,40.87
2007-02-08,50,61.0,,0.61,30.5
2007-02-09,88,61.0,,0.61,53.68
2007-02-10,37,61.0,,0.61,22.57
2007-02-11,19,61.0,,0.61,11.59
2007-02-12,62,61.0,,0.61,37.82
2007-02-13,72,61.0,,0.61,43.92
2007-02-14,42,61.0,,0.61,25.62
2007-02-15,70,61.0,,0.61,42.699999999999996
2007-02-16,62,61.0,,0.61,37.82
2007-02-17,19,61.0,,0.61,11.59
2007-02-18,52,61.0,,0.61,31.72
2007-02-19,55,61.0,,0.61,33.55
2007-02-20,93,61.0,,0.61,56.73
2007-02-21,87,61.0,,0.61,53.07
2007-02-22,67,61.0,,0.61,40.87
2007-02-23,93,61.0,,0.61,56.73
2007-02-24,61,61.0,,0.61,37.21
2007-02-25,49,61.0,,0.61,29.89
2007-02-26,79,61.0,,0.61,48.19
2007-02-27,73,61.0,,0.61,44.53
2007-02-28,65,61.0,,0.61,39.65
2007-03-01,94,63.0,False,0.63,59.22
2007-03-02,89,63.0,,0.63,56.07
2007-03-03,41,63.0,,0.63,25.830000000000002
2007-03-04,56,63.0,,0.63,35.28
2007-03-05,72,63.0,,0.63,45.36
2007-03-06,90,63.0,,0.63,56.7
2007-03-07,72,63.0,,0.63,45.36
2007-03-08,88,63.0,,0.63,55.44
2007-03-09,97,63.0,,0.63,61.11
2007-03-10,39,63.0,,0.63,24.57
2007-03-11,35,63.0,,0.63,22.05
2007-03-12,93,63.0,,0.63,58.59
2007-03-13,86,63.0,,0.63,54.18
2007-03-14,56,63.0,,0.63,35.28
2007-03-15,80,63.0,,0.63,50.4
2007-03-16,64,63.0,,0.63,40.32
2007-03-17,60,63.0,,0.63,37.8
2007-03-18,64,63.0,,0.63,40.32
2007-03-19,100,63.0,,0.63,63.0
2007-03-20,91,63.0,,0.63,57.33
2007-03-21,69,63.0,,0.63,43.47
2007-03-22,61,63.0,,0.63,38.43
2007-03-23,79,63.0,,0.63,49.77
2007-03-24,53,63.0,,0.63,33.39
2007-03-25,25,63.0,,0.63,15.75
2007-03-26,83,63.0,,0.63,52.29
2007-03-27,64,63.0,,0.63,40.32
2007-03-28,91,63.0,,0.63,57.33
2007-03-29,98,63.0,,0.63,61.74
2007-03-30,90,63.0,,0.63,56.7
2007-03-31,61,63.0,,0.63,38.43
2007-04-01,59,62.0,False,0.62,36.58
2007-04-02,71,62.0,,0.62,44.02
2007-04-03,79,62.0,,0.62,48.98
2007-04-04,83,62.0,,0.62,51.46
2007-04-05,77,62.0,,0.62,47.74
2007-04-06,90,62.0,,0.62,55.8
2007-04-07,50,62.0,,0.62,31.0
2007-04-08,29,62.0,,0.62,17.98
2007-04-09,80,62.0,,0.62,49.6
2007-04-10,64,62.0,,0.62,39.68
2007-04-11,82,62.0,,0.62,50.839999999999996
2007-04-12,72,62.0,,0.62,44.64
2007-04-13,58,62.0,,0.62,35.96
2007-04-14,63,62.0,,0.62,39.06
2007-04-15,27,62.0,,0.62,16.74
2007-04-16,56,62.0,,0.62,34.72
2007-04-17,73,62.0,,0.62,45.26
2007-04-18,80,62.0,,0.62,49.6
2007-04-19,49,62.0,,0.62,30.38
2007-04-20,63,62.0,,0.62,39.06
2007-04-21,40,62.0,,0.62,24.8
2007-04-22,42,62.0,,0.62,26.04
2007-04-23,75,62.0,,0.62,46.5
2007-04-24,62,62.0,,0.62,38.44
2007-04-25,100,62.0,,0.62,62.0
2007-04-26,63,62.0,,0.62,39.06
2007-04-27,68,62.0,,0.62,42.16
2007-04-28,45,62.0,,0.62,27.9
2007-04-29,27,62.0,,0.62,16.74
2007-04-30,89,62.0,,0.62,55.18
2007-05-01,78,62.0,False,0.62,48.36
2007-05-02,83,62.0,,0.62,51.46
2007-05-03,76,62.0,,0.62,47.12
2007-05-04,56,62.0,,0.62,34.72
2007-05-05,71,62.0,,0.62,44.02
2007-05-06,36,62.0,,0.62,22.32
2007-05-07,67,62.0,,0.62,41.54
2007-05-08,65,62.0,,0.62,40.3
2007-05-09,89,62.0,,0.62,55.18
2007-05-10,78,62.0,,0.62,48.36
2007-05-11,85,62.0,,0.62,52.7
2007-05-12,34,62.0,,0.62,21.08
2007-05-13,28,62.0,,0.62,17.36
2007-05-14,62,62.0,,0.62,38.44
2007-05-15,82,62.0,,0.62,50.839999999999996
2007-05-16,79,62.0,,0.62,48.98
2007-05-17,66,62.0,,0.62,40.92
2007-05-18,100,62.0,,0.62,62.0
2007-05-19,56,62.0,,0.62,34.72
2007-05-20,50,62.0,,0.62,31.0
2007-05-21,69,62.0,,0.62,42.78
2007-05-22,80,62.0,,0.62,49.6
2007-05-23,73,62.0,,0.62,45.26
2007-05-24,78,62.0,,0.62,48.36
2007-05-25,97,62.0,,0.62,60.14
2007-05-26,55,62.0,,0.62,34.1
2007-05-27,36,62.0,,0.62,22.32
2007-05-28,37,62.0,,0.62,22.94
2007-05-29,98,62.0,,0.62,60.76
2007-05-30,81,62.0,,0.62,50.22
2007-05-31,86,62.0,,0.62,53.32
2007-06-01,80,62.0,False,0.62,49.6
2007-06-02,49,62.0,,0.62,30.38
2007-06-03,34,62.0,,0.62,21.08
2007-06-04,60,62.0,,0.62,37.2
2007-06-05,74,62.0,,0.62,45.88
2007-06-06,85,62.0,,0.62,52.7
2007-06-07,82,62.0,,0.62,50.839999999999996
2007-06-08,100,62.0,,0.62,62.0
2007-06-09,38,62.0,,0.62,23.56
2007-06-10,39,62.0,,0.62,24.18
2007-06-11,81,62.0,,0.62,50.22
2007-06-12,63,62.0,,0.62,39.06
2007-06-13,70,62.0,,0.62,43.4
2007-06-14,83,62.0,,0.62,51.46
2007-06-15,72,62.0,,0.62,44.64
2007-06-16,76,62.0,,0.62,47.12
2007-06-17,42,62.0,,0.62,26.04
2007-06-18,60,62.0,,0.62,37.2
2007-06-19,76,62.0,,0.62,47.12
2007-06-20,96,62.0,,0.62,59.519999999999996
2007-06-21,69,62.0,,0.62,42.78
2007-06-22,69,62.0,,0.62,42.78
2007-06-23,57,62.0,,0.62,35.339999999999996
2007-06-24,30,62.0,,0.62,18.6
2007-06-25,74,62.0,,0.62,45.88
2007-06-26,49,62.0,,0.62,30.38
2007-06-27,86,62.0,,0.62,53.32
2007-06-28,65,62.0,,0.62,40.3
2007-06-29,82,62.0,,0.62,50.839999999999996
2007-06-30,57,62.0,,0.62,35.339999999999996
2007-07-01,56,72.0,False,0.72,40.32
2007-07-02,86,72.0,,0.72,61.919999999999995
2007-07-03,100,72.0,,0.72,72.0
2007-07-04,47,72.0,,0.72,33.839999999999996
2007-07-05,77,72.0,,0.72,55.44
2007-07-06,67,72.0,,0.72,48.239999999999995
2007-07-07,46,72.0,,0.72,33.12
2007-07-08,47,72.0,,0.72,33.839999999999996
2007-07-09,100,72.0,,0.72,72.0
2007-07-10,75,72.0,,0.72,54.0
2007-07-11,80,72.0,,0.72,57.599999999999994
2007-07-12,88,72.0,,0.72,63.36
2007-07-13,71,72.0,,0.72,51.12
2007-07-14,59,72.0,,0.72,42.48
2007-07-15,36,72.0,,0.72,25.919999999999998
2007-07-16,72,72.0,,0.72,51.839999999999996
2007-07-17,93,72.0,,0.72,66.96
2007-07-18,63,72.0,,0.72,45.36
2007-07-19,96,72.0,,0.72,69.12
2007-07-20,85,72.0,,0.72,61.199999999999996
2007-07-21,74,72.0,,0.72,53.28
2007-07-22,43,72.0,,0.72,30.959999999999997
2007-07-23,76,72.0,,0.72,54.72
2007-07-24,70,72.0,,0.72,50.4
2007-07-25,77,72.0,,0.72,55.44
2007-07-26,63,72.0,,0.72,45.36
2007-07-27,84,72.0,,0.72,60.48
2007-07-28,72,72.0,,0.72,51.839999999999996
2007-07-29,53,72.0,,0.72,38.16
2007-07-30,71,72.0,,0.72,51.12
2007-07-31,76,72.0,,0.72,54.72
2007-08-01,74,73.0,False,0.73,54.019999999999996
2007-08-02,89,73.0,,0.73,64.97
2007-08-03,75,73.0,,0.73,54.75
2007-08-04,48,73.0,,0.73,35.04
2007-08-05,37,73.0,,0.73,27.009999999999998
2007-08-06,82,73.0,,0.73,59.86
2007-08-07,75,73.0,,0.73,54.75
2007-08-08,56,73.0,,0.73,40.879999999999995
2007-08-09,76,73.0,,0.73,55.48
2007-08-10,82,73.0,,0.73,59.86
2007-08-11,31,73.0,,0.73,22.63
2007-08-12,45,73.0,,0.73,32.85
2007-08-13,78,73.0,,0.73,56.94
2007-08-14,80,73.0,,0.73,58.4
2007-08-15,68,73.0,,0.73,49.64
2007-08-16,61,73.0,,0.73,44.53
2007-08-17,63,73.0,,0.73,45.99
2007-08-18,58,73.0,,0.73,42.339999999999996
2007-08-19,40,73.0,,0.73,29.2
2007-08-20,78,73.0,,0.73,56.94
2007-08-21,49,73.0,,0.73,35.769999999999996
2007-08-22,69,73.0,,0.73,50.37
2007-08-23,59,73.0,,0.73,43.07
2007-08-24,100,73.0,,0.73,73.0
2007-08-25,57,73.0,,0.73,41.61
2007-08-26,39,73.0,,0.73,28.47
2007-08-27,73,73.0,,0.73,53.29
2007-08-28,76,73.0,,0.73,55.48
2007-08-29,62,73.0,,0.73,45.26
2007-08-30,75,73.0,,0.73,54.75
2007-08-31,67,73.0,,0.73,48.91
2007-09-01,59,65.0,False,0.65,38.35
2007-09-02,34,65.0,,0.65,22.1
2007-09-03,34,65.0,,0.65,22.1
2007-09-04,78,65.0,,0.65,50.7
2007-09-05,77,65.0,,0.65,50.050000000000004
2007-09-06,57,65.0,,0.65,37.050000000000004
2007-09-07,100,65.0,,0.65,65.0
2007-09-08,64,65.0,,0.65,41.6
2007-09-09,31,65.0,,0.65,20.150000000000002
2007-09-10,70,65.0,,0.65,45.5
2007-09-11,75,65.0,,0.65,48.75
2007-09-12,79,65.0,,0.65,51.35
2007-09-13,90,65.0,,0.65,58.5
2007-09-14,65,65.0,,0.65,42.25
2007-09-15,46,65.0,,0.65,29.900000000000002
2007-09-16,46,65.0,,0.65,29.900000000000002
2007-09-17,89,65.0,,0.65,57.85
2007-09-18,72,65.0,,0.65,46.800000000000004
2007-09-19,80,65.0,,0.65,52.0
2007-09-20,77,65.0,,0.65,50.050000000000004
2007-09-21,76,65.0,,0.65,49.4
2007-09-22,45,65.0,,0.65,29.25
2007-09-23,37,65.0,,0.65,24.05
2007-09-24,75,65.0,,0.65,48.75
2007-09-25,83,65.0,,0.65,53.95
2007-09-26,77,65.0,,0.65,50.050000000000004
2007-09-27,86,65.0,,0.65,55.9
2007-09-28,94,65.0,,0.65,61.1
2007-09-29,76,65.0,,0.65,49.4
2007-09-30,43,65.0,,0.65,27.95
2007-10-01,72,62.0,False,0.62,44.64
2007-10-02,95,62.0,,0.62,58.9
2007-10-03,54,62.0,,0.62,33.48
2007-10-04,53,62.0,,0.62,32.86
2007-10-05,58,62.0,,0.62,35.96
2007-10-06,38,62.0,,0.62,23.56
2007-10-07,23,62.0,,0.62,14.26
2007-10-08,85,62.0,,0.62,52.7
2007-10-09,75,62.0,,0.62,46.5
2007-10-10,100,62.0,,0.62,62.0
2007-10-11,83,62.0,,0.62,51.46
2007-10-12,76,62.0,,0.62,47.12
2007-10-13,36,62.0,,0.62,22.32
2007-10-14,35,62.0,,0.62,21.7
2007-10-15,53,62.0,,0.62,32.86
2007-10-16,74,62.0,,0.62,45.88
2007-10-17,93,62.0,,0.62,57.66
2007-10-18,60,62.0,,0.62,37.2
2007-10-19,88,62.0,,0.62,54.56
2007-10-20,28,62.0,,0.62,17.36
2007-10-21,35,62.0,,0.62,21.7
2007-10-22,75,62.0,,0.62,46.5
2007-10-23,74,62.0,,0.62,45.88
2007-10-24,71,62.0,,0.62,44.02
2007-10-25,74,62.0,,0.62,45.88
2007-10-26,76,62.0,,0.62,47.12
2007-10-27,32,62.0,,0.62,19.84
2007-10-28,37,62.0,,0.62,22.94
2007-10-29,81,62.0,,0.62,50.22
2007-10-30,69,62.0,,0.62,42.78
2007-10-31,93,62.0,,0.62,57.66
2007-11-01,84,64.0,False,0.64,53.76
2007-11-02,99,64.0,,0.64,63.36
2007-11-03,47,64.0,,0.64,30.080000000000002
2007-11-04,21,64.0,,0.64,13.44
2007-11-05,92,64.0,,0.64,58.88
2007-11-06,74,64.0,,0.64,47.36
2007-11-07,73,64.0,,0.64,46.72
2007-11-08,76,64.0,,0.64,48.64
2007-11-09,84,64.0,,0.64,53.76
2007-11-10,51,64.0,,0.64,32.64
2007-11-11,25,64.0,,0.64,16.0
2007-11-12,78,64.0,,0.64,49.92
2007-11-13,100,64.0,,0.64,64.0
2007-11-14,87,64.0,,0.64,55.68
2007-11-15,89,64.0,,0.64,56.96
2007-11-16,79,64.0,,0.64,50.56
2007-11-17,38,64.0,,0.64,24.32
2007-11-18,30,64.0,,0.64,19.2
2007-11-19,74,64.0,,0.64,47.36
2007-11-20,83,64.0,,0.64,53.120000000000005
2007-11-21,63,64.0,,0.64,40.32
2007-11-22,27,64.0,,0.64,17.28
2007-11-23,68,64.0,,0.64,43.52
2007-11-24,44,64.0,,0.64,28.16
2007-11-25,39,64.0,,0.64,24.96
2007-11-26,88,64.0,,0.64,56.32
2007-11-27,89,64.0,,0.64,56.96
2007-11-28,73,64.0,,0.64,46.72
2007-11-29,66,64.0,,0.64,42.24
2007-11-30,63,64.0,,0.64,40.32
2007-12-01,48,59.0,False,0.59,28.32
2007-12-02,36,59.0,,0.59,21.24
2007-12-03,71,59.0,,0.59,41.89
2007-12-04,93,59.0,,0.59,54.87
2007-12-05,60,59.0,,0.59,35.4
2007-12-06,57,59.0,,0.59,33.629999999999995
2007-12-07,71,59.0,,0.59,41.89
2007-12-08,50,59.0,,0.59,29.5
2007-12-09,35,59.0,,0.59,20.65
2007-12-10,79,59.0,,0.59,46.61
2007-12-11,46,59.0,,0.59,27.139999999999997
2007-12-12,58,59.0,,0.59,34.22
2007-12-13,71,59.0,,0.59,41.89
2007-12-14,77,59.0,,0.59,45.43
2007-12-15,37,59.0,,0.59,21.83
2007-12-16,27,59.0,,0.59,15.93
2007-12-17,75,59.0,,0.59,44.25
2007-12-18,55,59.0,,0.59,32.449999999999996
2007-12-19,77,59.0,,0.59,45.43
2007-12-20,63,59.0,,0.59,37.169999999999995
2007-12-21,79,59.0,,0.59,46.61
2007-12-22,40,59.0,,0.59,23.599999999999998
2007-12-23,25,59.0,,0.59,14.75
2007-12-24,50,59.0,,0.59,29.5
2007-12-25,26,59.0,,0.59,15.34
2007-12-26,79,59.0,,0.59,46.61
2007-12-27,85,59.0,,0.59,50.15
2007-12-28,100,59.0,,0.59,59.0
2007-12-29,33,59.0,,0.59,19.47
2007-12-30,36,59.0,,0.59,21.24
2007-12-31,47,59.0,,0.59,27.729999999999997
2008-01-01,39,67.0,False,0.67,26.130000000000003
2008-01-02,71,67.0,,0.67,47.57
2008-01-03,80,67.0,,0.67,53.6
2008-01-04,83,67.0,,0.67,55.61000000000001
2008-01-05,24,67.0,,0.67,16.080000000000002
2008-01-06,44,67.0,,0.67,29.48
2008-01-07,78,67.0,,0.67,52.260000000000005
2008-01-08,68,67.0,,0.67,45.56
2008-01-09,60,67.0,,0.67,40.2
2008-01-10,59,67.0,,0.67,39.53
2008-01-11,76,67.0,,0.67,50.92
2008-01-12,53,67.0,,0.67,35.510000000000005
2008-01-13,61,67.0,,0.67,40.870000000000005
2008-01-14,67,67.0,,0.67,44.89
2008-01-15,61,67.0,,0.67,40.870000000000005
2008-01-16,64,67.0,,0.67,42.88
2008-01-17,73,67.0,,0.67,48.910000000000004
2008-01-18,80,67.0,,0.67,53.6
2008-01-19,54,67.0,,0.67,36.18
2008-01-20,49,67.0,,0.67,32.830000000000005
2008-01-21,40,67.0,,0.67,26.8
2008-01-22,90,67.0,,0.67,60.300000000000004
2008-01-23,73,67.0,,0.67,48.910000000000004
2008-01-24,77,67.0,,0.67,51.59
2008-01-25,100,67.0,,0.67,67.0
2008-01-26,23,67.0,,0.67,15.41
2008-01-27,35,67.0,,0.67,23.450000000000003
2008-01-28,64,67.0,,0.67,42.88
2008-01-29,78,67.0,,0.67,52.260000000000005
2008-01-30,75,67.0,,0.67,50.25
2008-01-31,73,67.0,,0.67,48.910000000000004
2008-02-01,100,67.0,False,0.67,67.0
2008-02-02,50,67.0,,0.67,33.5
2008-02-03,40,67.0,,0.67,26.8
2008-02-04,70,67.0,,0.67,46.900000000000006
2008-02-05,69,67.0,,0.67,46.230000000000004
2008-02-06,77,67.0,,0.67,51.59
2008-02-07,71,67.0,,0.67,47.57
2008-02-08,75,67.0,,0.67,50.25
2008-02-09,77,67.0,,0.67,51.59
2008-02-10,45,67.0,,0.67,30.150000000000002
2008-02-11,75,67.0,,0.67,50.25
2008-02-12,81,67.0,,0.67,54.27
2008-02-13,77,67.0,,0.67,51.59
2008-02-14,80,67.0,,0.67,53.6
2008-02-15,75,67.0,,0.67,50.25
2008-02-16,50,67.0,,0.67,33.5
2008-02-17,40,67.0,,0.67,26.8
2008-02-18,76,67.0,,0.67,50.92
2008-02-19,61,67.0,,0.67,40.870000000000005
2008-02-20,83,67.0,,0.67,55.61000000000001
2008-02-21,64,67.0,,0.67,42.88
2008-02-22,76,67.0,,0.67,50.92
2008-02-23,50,67.0,,0.67,33.5
2008-02-24,39,67.0,,0.67,26.130000000000003
2008-02-25,53,67.0,,0.67,35.510000000000005
2008-02-26,64,67.0,,0.67,42.88
2008-02-27,76,67.0,,0.67,50.92
2008-02-28,77,67.0,,0.67,51.59
2008-02-29,75,67.0,,0.67,50.25
2008-03-01,51,68.0,False,0.68,34.68
2008-03-02,19,68.0,,0.68,12.920000000000002
2008-03-03,70,68.0,,0.68,47.6
2008-03-04,72,68.0,,0.68,48.96
2008-03-05,80,68.0,,0.68,54.400000000000006
2008-03-06,86,68.0,,0.68,58.480000000000004
2008-03-07,72,68.0,,0.68,48.96
2008-03-08,45,68.0,,0.68,30.6
2008-03-09,34,68.0,,0.68,23.12
2008-03-10,66,68.0,,0.68,44.88
2008-03-11,69,68.0,,0.68,46.92
2008-03-12,67,68.0,,0.68,45.56
2008-03-13,72,68.0,,0.68,48.96
2008-03-14,61,68.0,,0.68,41.480000000000004
2008-03-15,39,68.0,,0.68,26.520000000000003
2008-03-16,66,68.0,,0.68,44.88
2008-03-17,97,68.0,,0.68,65.96000000000001
2008-03-18,66,68.0,,0.68,44.88
2008-03-19,73,68.0,,0.68,49.64
2008-03-20,74,68.0,,0.68,50.32
2008-03-21,72,68.0,,0.68,48.96
2008-03-22,61,68.0,,0.68,41.480000000000004
2008-03-23,31,68.0,,0.68,21.080000000000002
2008-03-24,100,68.0,,0.68,68.0
2008-03-25,81,68.0,,0.68,55.080000000000005
2008-03-26,85,68.0,,0.68,57.800000000000004
2008-03-27,77,68.0,,0.68,52.36000000000001
2008-03-28,84,68.0,,0.68,57.120000000000005
2008-03-29,57,68.0,,0.68,38.760000000000005
2008-03-30,44,68.0,,0.68,29.92
2008-03-31,84,68.0,,0.68,57.120000000000005
2008-04-01,68,68.0,False,0.68,46.24
2008-04-02,65,68.0,,0.68,44.2
2008-04-03,65,68.0,,0.68,44.2
2008-04-04,78,68.0,,0.68,53.040000000000006
2008-04-05,37,68.0,,0.68,25.16
2008-04-06,27,68.0,,0.68,18.360000000000003
2008-04-07,58,68.0,,0.68,39.440000000000005
2008-04-08,53,68.0,,0.68,36.04
2008-04-09,58,68.0,,0.68,39.440000000000005
2008-04-10,70,68.0,,0.68,47.6
2008-04-11,60,68.0,,0.68,40.800000000000004
2008-04-12,41,68.0,,0.68,27.880000000000003
2008-04-13,40,68.0,,0.68,27.200000000000003
2008-04-14,64,68.0,,0.68,43.52
2008-04-15,79,68.0,,0.68,53.720000000000006
2008-04-16,50,68.0,,0.68,34.0
2008-04-17,58,68.0,,0.68,39.440000000000005
2008-04-18,54,68.0,,0.68,36.720000000000006
2008-04-19,50,68.0,,0.68,34.0
2008-04-20,32,68.0,,0.68,21.76
2008-04-21,45,68.0,,0.68,30.6
2008-04-22,44,68.0,,0.68,29.92
2008-04-23,61,68.0,,0.68,41.480000000000004
2008-04-24,44,68.0,,0.68,29.92
2008-04-25,72,68.0,,0.68,48.96
2008-04-26,42,68.0,,0.68,28.560000000000002
2008-04-27,34,68.0,,0.68,23.12
