date,equity loan_unscaled,equity loan_monthly,isPartial,scale,equity loan
2012-08-21,72,41.0,,0.41,29.52
2012-08-22,42,41.0,,0.41,17.22
2012-08-23,50,41.0,,0.41,20.5
2012-08-24,87,41.0,,0.41,35.669999999999995
2012-08-25,67,41.0,,0.41,27.47
2012-08-26,22,41.0,,0.41,9.02
2012-08-27,35,41.0,,0.41,14.35
2012-08-28,93,41.0,,0.41,38.129999999999995
2012-08-29,60,41.0,,0.41,24.599999999999998
2012-08-30,60,41.0,,0.41,24.599999999999998
2012-08-31,44,41.0,,0.41,18.04
2012-09-01,23,44.0,False,0.44,10.12
2012-09-02,46,44.0,,0.44,20.24
2012-09-03,63,44.0,,0.44,27.72
2012-09-04,47,44.0,,0.44,20.68
2012-09-05,82,44.0,,0.44,36.08
2012-09-06,65,44.0,,0.44,28.6
2012-09-07,73,44.0,,0.44,32.12
2012-09-08,79,44.0,,0.44,34.76
2012-09-09,43,44.0,,0.44,18.92
2012-09-10,71,44.0,,0.44,31.24
2012-09-11,53,44.0,,0.44,23.32
2012-09-12,65,44.0,,0.44,28.6
2012-09-13,35,44.0,,0.44,15.4
2012-09-14,55,44.0,,0.44,24.2
2012-09-15,51,44.0,,0.44,22.44
2012-09-16,29,44.0,,0.44,12.76
2012-09-17,35,44.0,,0.44,15.4
2012-09-18,57,44.0,,0.44,25.080000000000002
2012-09-19,100,44.0,,0.44,44.0
2012-09-20,77,44.0,,0.44,33.88
2012-09-21,56,44.0,,0.44,24.64
2012-09-22,22,44.0,,0.44,9.68
2012-09-23,29,44.0,,0.44,12.76
2012-09-24,64,44.0,,0.44,28.16
2012-09-25,81,44.0,,0.44,35.64
2012-09-26,70,44.0,,0.44,30.8
2012-09-27,71,44.0,,0.44,31.24
2012-09-28,92,44.0,,0.44,40.48
2012-09-29,37,44.0,,0.44,16.28
2012-09-30,58,44.0,,0.44,25.52
2012-10-01,55,37.0,False,0.37,20.35
2012-10-02,74,37.0,,0.37,27.38
2012-10-03,96,37.0,,0.37,35.519999999999996
2012-10-04,97,37.0,,0.37,35.89
2012-10-05,94,37.0,,0.37,34.78
2012-10-06,43,37.0,,0.37,15.91
2012-10-07,41,37.0,,0.37,15.17
2012-10-08,55,37.0,,0.37,20.35
2012-10-09,47,37.0,,0.37,17.39
2012-10-10,100,37.0,,0.37,37.0
2012-10-11,48,37.0,,0.37,17.759999999999998
2012-10-12,56,37.0,,0.37,20.72
2012-10-13,26,37.0,,0.37,9.62
2012-10-14,74,37.0,,0.37,27.38
2012-10-15,80,37.0,,0.37,29.6
2012-10-16,33,37.0,,0.37,12.209999999999999
2012-10-17,73,37.0,,0.37,27.009999999999998
2012-10-18,61,37.0,,0.37,22.57
2012-10-19,91,37.0,,0.37,33.67
2012-10-20,34,37.0,,0.37,12.58
2012-10-21,42,37.0,,0.37,15.54
2012-10-22,40,37.0,,0.37,14.8
2012-10-23,97,37.0,,0.37,35.89
2012-10-24,78,37.0,,0.37,28.86
2012-10-25,60,37.0,,0.37,22.2
2012-10-26,49,37.0,,0.37,18.13
2012-10-27,42,37.0,,0.37,15.54
2012-10-28,49,37.0,,0.37,18.13
2012-10-29,52,37.0,,0.37,19.24
2012-10-30,39,37.0,,0.37,14.43
2012-10-31,34,37.0,,0.37,12.58
2012-11-01,31,31.0,False,0.31,9.61
2012-11-02,57,31.0,,0.31,17.669999999999998
2012-11-03,59,31.0,,0.31,18.29
2012-11-04,39,31.0,,0.31,12.09
2012-11-05,75,31.0,,0.31,23.25
2012-11-06,52,31.0,,0.31,16.12
2012-11-07,43,31.0,,0.31,13.33
2012-11-08,98,31.0,,0.31,30.38
2012-11-09,64,31.0,,0.31,19.84
2012-11-10,45,31.0,,0.31,13.95
2012-11-11,59,31.0,,0.31,18.29
2012-11-12,59,31.0,,0.31,18.29
2012-11-13,82,31.0,,0.31,25.419999999999998
2012-11-14,50,31.0,,0.31,15.5
2012-11-15,48,31.0,,0.31,14.879999999999999
2012-11-16,67,31.0,,0.31,20.77
2012-11-17,63,31.0,,0.31,19.53
2012-11-18,35,31.0,,0.31,10.85
2012-11-19,72,31.0,,0.31,22.32
2012-11-20,57,31.0,,0.31,17.669999999999998
2012-11-21,35,31.0,,0.31,10.85
2012-11-22,56,31.0,,0.31,17.36
2012-11-23,34,31.0,,0.31,10.54
2012-11-24,22,31.0,,0.31,6.82
2012-11-25,81,31.0,,0.31,25.11
2012-11-26,55,31.0,,0.31,17.05
2012-11-27,61,31.0,,0.31,18.91
2012-11-28,66,31.0,,0.31,20.46
2012-11-29,78,31.0,,0.31,24.18
2012-11-30,100,31.0,,0.31,31.0
2012-12-01,46,31.0,False,0.31,14.26
2012-12-02,63,31.0,,0.31,19.53
2012-12-03,93,31.0,,0.31,28.83
2012-12-04,92,31.0,,0.31,28.52
2012-12-05,75,31.0,,0.31,23.25
2012-12-06,71,31.0,,0.31,22.01
2012-12-07,99,31.0,,0.31,30.69
2012-12-08,88,31.0,,0.31,27.28
2012-12-09,68,31.0,,0.31,21.08
2012-12-10,88,31.0,,0.31,27.28
2012-12-11,93,31.0,,0.31,28.83
2012-12-12,95,31.0,,0.31,29.45
2012-12-13,86,31.0,,0.31,26.66
2012-12-14,78,31.0,,0.31,24.18
2012-12-15,53,31.0,,0.31,16.43
2012-12-16,53,31.0,,0.31,16.43
2012-12-17,86,31.0,,0.31,26.66
2012-12-18,53,31.0,,0.31,16.43
2012-12-19,73,31.0,,0.31,22.63
2012-12-20,55,31.0,,0.31,17.05
2012-12-21,42,31.0,,0.31,13.02
2012-12-22,62,31.0,,0.31,19.22
2012-12-23,51,31.0,,0.31,15.81
2012-12-24,55,31.0,,0.31,17.05
2012-12-25,48,31.0,,0.31,14.879999999999999
2012-12-26,72,31.0,,0.31,22.32
2012-12-27,89,31.0,,0.31,27.59
2012-12-28,100,31.0,,0.31,31.0
2012-12-29,70,31.0,,0.31,21.7
2012-12-30,60,31.0,,0.31,18.6
2012-12-31,63,31.0,,0.31,19.53
2013-01-01,63,37.0,False,0.37,23.31
2013-01-02,72,37.0,,0.37,26.64
2013-01-03,70,37.0,,0.37,25.9
2013-01-04,97,37.0,,0.37,35.89
2013-01-05,29,37.0,,0.37,10.73
2013-01-06,45,37.0,,0.37,16.65
2013-01-07,91,37.0,,0.37,33.67
2013-01-08,55,37.0,,0.37,20.35
2013-01-09,62,37.0,,0.37,22.94
2013-01-10,79,37.0,,0.37,29.23
2013-01-11,46,37.0,,0.37,17.02
2013-01-12,41,37.0,,0.37,15.17
2013-01-13,57,37.0,,0.37,21.09
2013-01-14,85,37.0,,0.37,31.45
2013-01-15,92,37.0,,0.37,34.04
2013-01-16,74,37.0,,0.37,27.38
2013-01-17,85,37.0,,0.37,31.45
2013-01-18,64,37.0,,0.37,23.68
2013-01-19,67,37.0,,0.37,24.79
2013-01-20,50,37.0,,0.37,18.5
2013-01-21,78,37.0,,0.37,28.86
2013-01-22,100,37.0,,0.37,37.0
2013-01-23,99,37.0,,0.37,36.63
2013-01-24,81,37.0,,0.37,29.97
2013-01-25,59,37.0,,0.37,21.83
2013-01-26,89,37.0,,0.37,32.93
2013-01-27,86,37.0,,0.37,31.82
2013-01-28,94,37.0,,0.37,34.78
2013-01-29,73,37.0,,0.37,27.009999999999998
2013-01-30,66,37.0,,0.37,24.419999999999998
2013-01-31,50,37.0,,0.37,18.5
2013-02-01,81,40.0,False,0.4,32.4
2013-02-02,80,40.0,,0.4,32.0
2013-02-03,59,40.0,,0.4,23.6
2013-02-04,44,40.0,,0.4,17.6
2013-02-05,72,40.0,,0.4,28.8
2013-02-06,59,40.0,,0.4,23.6
2013-02-07,39,40.0,,0.4,15.600000000000001
2013-02-08,53,40.0,,0.4,21.200000000000003
2013-02-09,35,40.0,,0.4,14.0
2013-02-10,60,40.0,,0.4,24.0
2013-02-11,58,40.0,,0.4,23.200000000000003
2013-02-12,97,40.0,,0.4,38.800000000000004
2013-02-13,65,40.0,,0.4,26.0
2013-02-14,75,40.0,,0.4,30.0
2013-02-15,66,40.0,,0.4,26.400000000000002
2013-02-16,48,40.0,,0.4,19.200000000000003
2013-02-17,80,40.0,,0.4,32.0
2013-02-18,56,40.0,,0.4,22.400000000000002
2013-02-19,56,40.0,,0.4,22.400000000000002
2013-02-20,54,40.0,,0.4,21.6
2013-02-21,85,40.0,,0.4,34.0
2013-02-22,77,40.0,,0.4,30.8
2013-02-23,44,40.0,,0.4,17.6
2013-02-24,56,40.0,,0.4,22.400000000000002
2013-02-25,51,40.0,,0.4,20.400000000000002
2013-02-26,66,40.0,,0.4,26.400000000000002
2013-02-27,100,40.0,,0.4,40.0
2013-02-28,65,40.0,,0.4,26.0
2013-03-01,60,45.0,False,0.45,27.0
2013-03-02,50,45.0,,0.45,22.5
2013-03-03,64,45.0,,0.45,28.8
2013-03-04,82,45.0,,0.45,36.9
2013-03-05,100,45.0,,0.45,45.0
2013-03-06,88,45.0,,0.45,39.6
2013-03-07,67,45.0,,0.45,30.150000000000002
2013-03-08,83,45.0,,0.45,37.35
2013-03-09,78,45.0,,0.45,35.1
2013-03-10,46,45.0,,0.45,20.7
2013-03-11,78,45.0,,0.45,35.1
2013-03-12,74,45.0,,0.45,33.300000000000004
2013-03-13,78,45.0,,0.45,35.1
2013-03-14,77,45.0,,0.45,34.65
2013-03-15,73,45.0,,0.45,32.85
2013-03-16,85,45.0,,0.45,38.25
2013-03-17,53,45.0,,0.45,23.85
2013-03-18,75,45.0,,0.45,33.75
2013-03-19,80,45.0,,0.45,36.0
2013-03-20,72,45.0,,0.45,32.4
2013-03-21,76,45.0,,0.45,34.2
2013-03-22,63,45.0,,0.45,28.35
2013-03-23,92,45.0,,0.45,41.4
2013-03-24,70,45.0,,0.45,31.5
2013-03-25,91,45.0,,0.45,40.95
2013-03-26,93,45.0,,0.45,41.85
2013-03-27,59,45.0,,0.45,26.55
2013-03-28,91,45.0,,0.45,40.95
2013-03-29,87,45.0,,0.45,39.15
2013-03-30,71,45.0,,0.45,31.95
2013-03-31,81,45.0,,0.45,36.45
2013-04-01,76,51.0,False,0.51,38.76
2013-04-02,73,51.0,,0.51,37.230000000000004
2013-04-03,95,51.0,,0.51,48.45
2013-04-04,68,51.0,,0.51,34.68
2013-04-05,69,51.0,,0.51,35.19
2013-04-06,66,51.0,,0.51,33.660000000000004
2013-04-07,71,51.0,,0.51,36.21
2013-04-08,73,51.0,,0.51,37.230000000000004
2013-04-09,72,51.0,,0.51,36.72
2013-04-10,80,51.0,,0.51,40.8
2013-04-11,100,51.0,,0.51,51.0
2013-04-12,73,51.0,,0.51,37.230000000000004
2013-04-13,85,51.0,,0.51,43.35
2013-04-14,47,51.0,,0.51,23.97
2013-04-15,76,51.0,,0.51,38.76
2013-04-16,84,51.0,,0.51,42.84
2013-04-17,75,51.0,,0.51,38.25
2013-04-18,86,51.0,,0.51,43.86
2013-04-19,69,51.0,,0.51,35.19
2013-04-20,52,51.0,,0.51,26.52
2013-04-21,55,51.0,,0.51,28.05
2013-04-22,84,51.0,,0.51,42.84
2013-04-23,86,51.0,,0.51,43.86
2013-04-24,76,51.0,,0.51,38.76
2013-04-25,86,51.0,,0.51,43.86
2013-04-26,98,51.0,,0.51,49.980000000000004
2013-04-27,62,51.0,,0.51,31.62
2013-04-28,34,51.0,,0.51,17.34
2013-04-29,70,51.0,,0.51,35.7
2013-04-30,62,51.0,,0.51,31.62
2013-05-01,82,45.0,False,0.45,36.9
2013-05-02,61,45.0,,0.45,27.45
2013-05-03,83,45.0,,0.45,37.35
2013-05-04,50,45.0,,0.45,22.5
2013-05-05,44,45.0,,0.45,19.8
2013-05-06,74,45.0,,0.45,33.300000000000004
2013-05-07,92,45.0,,0.45,41.4
2013-05-08,79,45.0,,0.45,35.550000000000004
2013-05-09,66,45.0,,0.45,29.7
2013-05-10,59,45.0,,0.45,26.55
2013-05-11,40,45.0,,0.45,18.0
2013-05-12,56,45.0,,0.45,25.2
2013-05-13,65,45.0,,0.45,29.25
2013-05-14,67,45.0,,0.45,30.150000000000002
2013-05-15,62,45.0,,0.45,27.900000000000002
2013-05-16,63,45.0,,0.45,28.35
2013-05-17,59,45.0,,0.45,26.55
2013-05-18,48,45.0,,0.45,21.6
2013-05-19,43,45.0,,0.45,19.35
2013-05-20,66,45.0,,0.45,29.7
2013-05-21,89,45.0,,0.45,40.050000000000004
2013-05-22,80,45.0,,0.45,36.0
2013-05-23,100,45.0,,0.45,45.0
2013-05-24,82,45.0,,0.45,36.9
2013-05-25,42,45.0,,0.45,18.900000000000002
2013-05-26,51,45.0,,0.45,22.95
2013-05-27,56,45.0,,0.45,25.2
2013-05-28,69,45.0,,0.45,31.05
2013-05-29,90,45.0,,0.45,40.5
2013-05-30,86,45.0,,0.45,38.7
2013-05-31,79,45.0,,0.45,35.550000000000004
2013-06-01,28,50.0,False,0.5,14.0
2013-06-02,66,50.0,,0.5,33.0
2013-06-03,70,50.0,,0.5,35.0
2013-06-04,78,50.0,,0.5,39.0
2013-06-05,80,50.0,,0.5,40.0
2013-06-06,58,50.0,,0.5,29.0
2013-06-07,32,50.0,,0.5,16.0
2013-06-08,61,50.0,,0.5,30.5
2013-06-09,61,50.0,,0.5,30.5
2013-06-10,61,50.0,,0.5,30.5
2013-06-11,100,50.0,,0.5,50.0
2013-06-12,57,50.0,,0.5,28.5
2013-06-13,75,50.0,,0.5,37.5
2013-06-14,42,50.0,,0.5,21.0
2013-06-15,52,50.0,,0.5,26.0
2013-06-16,64,50.0,,0.5,32.0
2013-06-17,85,50.0,,0.5,42.5
2013-06-18,78,50.0,,0.5,39.0
2013-06-19,62,50.0,,0.5,31.0
2013-06-20,72,50.0,,0.5,36.0
2013-06-21,33,50.0,,0.5,16.5
2013-06-22,34,50.0,,0.5,17.0
2013-06-23,68,50.0,,0.5,34.0
2013-06-24,58,50.0,,0.5,29.0
2013-06-25,84,50.0,,0.5,42.0
2013-06-26,74,50.0,,0.5,37.0
2013-06-27,81,50.0,,0.5,40.5
2013-06-28,65,50.0,,0.5,32.5
2013-06-29,67,50.0,,0.5,33.5
2013-06-30,34,50.0,,0.5,17.0
2013-07-01,96,52.0,False,0.52,49.92
2013-07-02,80,52.0,,0.52,41.6
2013-07-03,60,52.0,,0.52,31.200000000000003
2013-07-04,26,52.0,,0.52,13.52
2013-07-05,55,52.0,,0.52,28.6
2013-07-06,85,52.0,,0.52,44.2
2013-07-07,58,52.0,,0.52,30.16
2013-07-08,100,52.0,,0.52,52.0
2013-07-09,87,52.0,,0.52,45.24
2013-07-10,46,52.0,,0.52,23.92
2013-07-11,55,52.0,,0.52,28.6
2013-07-12,66,52.0,,0.52,34.32
2013-07-13,56,52.0,,0.52,29.12
2013-07-14,61,52.0,,0.52,31.720000000000002
2013-07-15,58,52.0,,0.52,30.16
2013-07-16,54,52.0,,0.52,28.080000000000002
2013-07-17,46,52.0,,0.52,23.92
2013-07-18,72,52.0,,0.52,37.44
2013-07-19,61,52.0,,0.52,31.720000000000002
2013-07-20,47,52.0,,0.52,24.44
2013-07-21,37,52.0,,0.52,19.240000000000002
2013-07-22,53,52.0,,0.52,27.560000000000002
2013-07-23,74,52.0,,0.52,38.480000000000004
2013-07-24,63,52.0,,0.52,32.76
2013-07-25,55,52.0,,0.52,28.6
2013-07-26,61,52.0,,0.52,31.720000000000002
2013-07-27,57,52.0,,0.52,29.64
2013-07-28,52,52.0,,0.52,27.04
2013-07-29,42,52.0,,0.52,21.84
2013-07-30,41,52.0,,0.52,21.32
2013-07-31,58,52.0,,0.52,30.16
2013-08-01,87,45.0,False,0.45,39.15
2013-08-02,62,45.0,,0.45,27.900000000000002
2013-08-03,76,45.0,,0.45,34.2
2013-08-04,56,45.0,,0.45,25.2
2013-08-05,73,45.0,,0.45,32.85
2013-08-06,100,45.0,,0.45,45.0
2013-08-07,75,45.0,,0.45,33.75
2013-08-08,75,45.0,,0.45,33.75
2013-08-09,52,45.0,,0.45,23.400000000000002
2013-08-10,66,45.0,,0.45,29.7
2013-08-11,28,45.0,,0.45,12.6
2013-08-12,73,45.0,,0.45,32.85
2013-08-13,76,45.0,,0.45,34.2
2013-08-14,93,45.0,,0.45,41.85
2013-08-15,62,45.0,,0.45,27.900000000000002
2013-08-16,62,45.0,,0.45,27.900000000000002
2013-08-17,73,45.0,,0.45,32.85
2013-08-18,48,45.0,,0.45,21.6
2013-08-19,75,45.0,,0.45,33.75
2013-08-20,89,45.0,,0.45,40.050000000000004
2013-08-21,68,45.0,,0.45,30.6
2013-08-22,84,45.0,,0.45,37.800000000000004
2013-08-23,84,45.0,,0.45,37.800000000000004
2013-08-24,65,45.0,,0.45,29.25
2013-08-25,45,45.0,,0.45,20.25
2013-08-26,61,45.0,,0.45,27.45
2013-08-27,70,45.0,,0.45,31.5
2013-08-28,64,45.0,,0.45,28.8
2013-08-29,69,45.0,,0.45,31.05
2013-08-30,49,45.0,,0.45,22.05
2013-08-31,34,45.0,,0.45,15.3
2013-09-01,48,46.0,False,0.46,22.080000000000002
2013-09-02,64,46.0,,0.46,29.44
2013-09-03,52,46.0,,0.46,23.92
2013-09-04,93,46.0,,0.46,42.78
2013-09-05,85,46.0,,0.46,39.1
2013-09-06,85,46.0,,0.46,39.1
2013-09-07,57,46.0,,0.46,26.220000000000002
2013-09-08,66,46.0,,0.46,30.360000000000003
2013-09-09,84,46.0,,0.46,38.64
2013-09-10,82,46.0,,0.46,37.72
2013-09-11,71,46.0,,0.46,32.660000000000004
2013-09-12,90,46.0,,0.46,41.4
2013-09-13,62,46.0,,0.46,28.52
2013-09-14,72,46.0,,0.46,33.120000000000005
2013-09-15,48,46.0,,0.46,22.080000000000002
2013-09-16,68,46.0,,0.46,31.28
2013-09-17,100,46.0,,0.46,46.0
2013-09-18,89,46.0,,0.46,40.940000000000005
2013-09-19,93,46.0,,0.46,42.78
2013-09-20,61,46.0,,0.46,28.060000000000002
2013-09-21,72,46.0,,0.46,33.120000000000005
2013-09-22,43,46.0,,0.46,19.78
2013-09-23,76,46.0,,0.46,34.96
2013-09-24,58,46.0,,0.46,26.68
2013-09-25,77,46.0,,0.46,35.42
2013-09-26,91,46.0,,0.46,41.86
2013-09-27,81,46.0,,0.46,37.260000000000005
2013-09-28,60,46.0,,0.46,27.6
2013-09-29,54,46.0,,0.46,24.84
2013-09-30,78,46.0,,0.46,35.88
2013-10-01,90,43.0,False,0.43,38.7
2013-10-02,57,43.0,,0.43,24.509999999999998
2013-10-03,99,43.0,,0.43,42.57
2013-10-04,76,43.0,,0.43,32.68
2013-10-05,76,43.0,,0.43,32.68
2013-10-06,63,43.0,,0.43,27.09
2013-10-07,63,43.0,,0.43,27.09
2013-10-08,96,43.0,,0.43,41.28
2013-10-09,100,43.0,,0.43,43.0
2013-10-10,89,43.0,,0.43,38.269999999999996
2013-10-11,78,43.0,,0.43,33.54
2013-10-12,68,43.0,,0.43,29.24
2013-10-13,36,43.0,,0.43,15.48
2013-10-14,74,43.0,,0.43,31.82
2013-10-15,85,43.0,,0.43,36.55
2013-10-16,51,43.0,,0.43,21.93
2013-10-17,80,43.0,,0.43,34.4
2013-10-18,67,43.0,,0.43,28.81
2013-10-19,77,43.0,,0.43,33.11
2013-10-20,44,43.0,,0.43,18.919999999999998
2013-10-21,99,43.0,,0.43,42.57
2013-10-22,96,43.0,,0.43,41.28
2013-10-23,98,43.0,,0.43,42.14
2013-10-24,42,43.0,,0.43,18.06
2013-10-25,67,43.0,,0.43,28.81
2013-10-26,85,43.0,,0.43,36.55
2013-10-27,55,43.0,,0.43,23.65
2013-10-28,81,43.0,,0.43,34.83
2013-10-29,74,43.0,,0.43,31.82
2013-10-30,85,43.0,,0.43,36.55
2013-10-31,65,43.0,,0.43,27.95
2013-11-01,66,39.0,False,0.39,25.740000000000002
2013-11-02,95,39.0,,0.39,37.050000000000004
2013-11-03,61,39.0,,0.39,23.79
2013-11-04,82,39.0,,0.39,31.98
2013-11-05,91,39.0,,0.39,35.49
2013-11-06,85,39.0,,0.39,33.15
2013-11-07,85,39.0,,0.39,33.15
2013-11-08,65,39.0,,0.39,25.35
2013-11-09,70,39.0,,0.39,27.3
2013-11-10,98,39.0,,0.39,38.22
2013-11-11,100,39.0,,0.39,39.0
2013-11-12,65,39.0,,0.39,25.35
2013-11-13,98,39.0,,0.39,38.22
2013-11-14,93,39.0,,0.39,36.27
2013-11-15,68,39.0,,0.39,26.52
2013-11-16,73,39.0,,0.39,28.470000000000002
2013-11-17,40,39.0,,0.39,15.600000000000001
2013-11-18,61,39.0,,0.39,23.79
2013-11-19,58,39.0,,0.39,22.62
2013-11-20,87,39.0,,0.39,33.93
2013-11-21,72,39.0,,0.39,28.080000000000002
2013-11-22,64,39.0,,0.39,24.96
2013-11-23,84,39.0,,0.39,32.76
2013-11-24,60,39.0,,0.39,23.400000000000002
2013-11-25,52,39.0,,0.39,20.28
2013-11-26,66,39.0,,0.39,25.740000000000002
2013-11-27,80,39.0,,0.39,31.200000000000003
2013-11-28,38,39.0,,0.39,14.82
2013-11-29,51,39.0,,0.39,19.89
2013-11-30,36,39.0,,0.39,14.040000000000001
2013-12-01,46,33.0,False,0.33,15.180000000000001
2013-12-02,70,33.0,,0.33,23.1
2013-12-03,77,33.0,,0.33,25.41
2013-12-04,85,33.0,,0.33,28.05
2013-12-05,98,33.0,,0.33,32.34
2013-12-06,50,33.0,,0.33,16.5
2013-12-07,53,33.0,,0.33,17.490000000000002
2013-12-08,48,33.0,,0.33,15.84
2013-12-09,48,33.0,,0.33,15.84
2013-12-10,45,33.0,,0.33,14.850000000000001
2013-12-11,65,33.0,,0.33,21.45
2013-12-12,89,33.0,,0.33,29.37
2013-12-13,49,33.0,,0.33,16.17
2013-12-14,47,33.0,,0.33,15.510000000000002
2013-12-15,74,33.0,,0.33,24.42
2013-12-16,60,33.0,,0.33,19.8
2013-12-17,53,33.0,,0.33,17.490000000000002
2013-12-18,96,33.0,,0.33,31.68
2013-12-19,63,33.0,,0.33,20.790000000000003
2013-12-20,66,33.0,,0.33,21.78
2013-12-21,49,33.0,,0.33,16.17
2013-12-22,54,33.0,,0.33,17.82
2013-12-23,57,33.0,,0.33,18.810000000000002
2013-12-24,51,33.0,,0.33,16.830000000000002
2013-12-25,38,33.0,,0.33,12.540000000000001
2013-12-26,64,33.0,,0.33,21.12
2013-12-27,94,33.0,,0.33,31.020000000000003
2013-12-28,56,33.0,,0.33,18.48
2013-12-29,55,33.0,,0.33,18.150000000000002
2013-12-30,100,33.0,,0.33,33.0
2013-12-31,70,33.0,,0.33,23.1
2014-01-01,40,41.0,False,0.41,16.4
2014-01-02,48,41.0,,0.41,19.68
2014-01-03,63,41.0,,0.41,25.83
2014-01-04,82,41.0,,0.41,33.62
2014-01-05,36,41.0,,0.41,14.76
2014-01-06,65,41.0,,0.41,26.65
2014-01-07,70,41.0,,0.41,28.7
2014-01-08,74,41.0,,0.41,30.34
2014-01-09,72,41.0,,0.41,29.52
2014-01-10,68,41.0,,0.41,27.88
2014-01-11,56,41.0,,0.41,22.959999999999997
2014-01-12,58,41.0,,0.41,23.779999999999998
2014-01-13,63,41.0,,0.41,25.83
2014-01-14,100,41.0,,0.41,41.0
2014-01-15,75,41.0,,0.41,30.749999999999996
2014-01-16,73,41.0,,0.41,29.93
2014-01-17,63,41.0,,0.41,25.83
2014-01-18,60,41.0,,0.41,24.599999999999998
2014-01-19,34,41.0,,0.41,13.94
2014-01-20,45,41.0,,0.41,18.45
2014-01-21,61,41.0,,0.41,25.009999999999998
2014-01-22,87,41.0,,0.41,35.669999999999995
2014-01-23,70,41.0,,0.41,28.7
2014-01-24,76,41.0,,0.41,31.159999999999997
2014-01-25,76,41.0,,0.41,31.159999999999997
2014-01-26,55,41.0,,0.41,22.549999999999997
2014-01-27,64,41.0,,0.41,26.24
2014-01-28,99,41.0,,0.41,40.589999999999996
2014-01-29,57,41.0,,0.41,23.369999999999997
2014-01-30,83,41.0,,0.41,34.03
2014-01-31,69,41.0,,0.41,28.29
2014-02-01,58,49.0,False,0.49,28.419999999999998
2014-02-02,73,49.0,,0.49,35.769999999999996
2014-02-03,72,49.0,,0.49,35.28
2014-02-04,68,49.0,,0.49,33.32
2014-02-05,88,49.0,,0.49,43.12
2014-02-06,86,49.0,,0.49,42.14
2014-02-07,86,49.0,,0.49,42.14
2014-02-08,61,49.0,,0.49,29.89
2014-02-09,45,49.0,,0.49,22.05
2014-02-10,73,49.0,,0.49,35.769999999999996
2014-02-11,88,49.0,,0.49,43.12
2014-02-12,94,49.0,,0.49,46.06
2014-02-13,53,49.0,,0.49,25.97
2014-02-14,74,49.0,,0.49,36.26
2014-02-15,73,49.0,,0.49,35.769999999999996
2014-02-16,63,49.0,,0.49,30.87
2014-02-17,88,49.0,,0.49,43.12
2014-02-18,100,49.0,,0.49,49.0
2014-02-19,79,49.0,,0.49,38.71
2014-02-20,63,49.0,,0.49,30.87
2014-02-21,87,49.0,,0.49,42.63
2014-02-22,60,49.0,,0.49,29.4
2014-02-23,49,49.0,,0.49,24.009999999999998
2014-02-24,100,49.0,,0.49,49.0
2014-02-25,89,49.0,,0.49,43.61
2014-02-26,83,49.0,,0.49,40.67
2014-02-27,74,49.0,,0.49,36.26
2014-02-28,70,49.0,,0.49,34.3
2014-03-01,69,53.0,False,0.53,36.57
2014-03-02,44,53.0,,0.53,23.32
2014-03-03,89,53.0,,0.53,47.17
2014-03-04,54,53.0,,0.53,28.62
2014-03-05,75,53.0,,0.53,39.75
2014-03-06,77,53.0,,0.53,40.81
2014-03-07,81,53.0,,0.53,42.93
2014-03-08,62,53.0,,0.53,32.86
2014-03-09,59,53.0,,0.53,31.270000000000003
2014-03-10,81,53.0,,0.53,42.93
2014-03-11,71,53.0,,0.53,37.63
2014-03-12,62,53.0,,0.53,32.86
2014-03-13,81,53.0,,0.53,42.93
2014-03-14,71,53.0,,0.53,37.63
2014-03-15,58,53.0,,0.53,30.740000000000002
2014-03-16,50,53.0,,0.53,26.5
2014-03-17,70,53.0,,0.53,37.1
2014-03-18,67,53.0,,0.53,35.510000000000005
2014-03-19,90,53.0,,0.53,47.7
2014-03-20,86,53.0,,0.53,45.580000000000005
2014-03-21,46,53.0,,0.53,24.380000000000003
2014-03-22,67,53.0,,0.53,35.510000000000005
2014-03-23,54,53.0,,0.53,28.62
2014-03-24,100,53.0,,0.53,53.0
2014-03-25,88,53.0,,0.53,46.64
2014-03-26,85,53.0,,0.53,45.050000000000004
2014-03-27,53,53.0,,0.53,28.09
2014-03-28,79,53.0,,0.53,41.870000000000005
2014-03-29,75,53.0,,0.53,39.75
2014-03-30,61,53.0,,0.53,32.33
2014-03-31,71,53.0,,0.53,37.63
2014-04-01,98,56.0,False,0.56,54.88
2014-04-02,76,56.0,,0.56,42.56
2014-04-03,100,56.0,,0.56,56.00000000000001
2014-04-04,54,56.0,,0.56,30.240000000000002
2014-04-05,81,56.0,,0.56,45.36000000000001
2014-04-06,74,56.0,,0.56,41.440000000000005
2014-04-07,62,56.0,,0.56,34.720000000000006
2014-04-08,92,56.0,,0.56,51.52
2014-04-09,82,56.0,,0.56,45.92
2014-04-10,66,56.0,,0.56,36.96
2014-04-11,96,56.0,,0.56,53.760000000000005
2014-04-12,45,56.0,,0.56,25.200000000000003
2014-04-13,61,56.0,,0.56,34.160000000000004
2014-04-14,84,56.0,,0.56,47.040000000000006
2014-04-15,61,56.0,,0.56,34.160000000000004
2014-04-16,77,56.0,,0.56,43.120000000000005
2014-04-17,80,56.0,,0.56,44.800000000000004
2014-04-18,62,56.0,,0.56,34.720000000000006
2014-04-19,50,56.0,,0.56,28.000000000000004
2014-04-20,71,56.0,,0.56,39.760000000000005
2014-04-21,85,56.0,,0.56,47.6
2014-04-22,77,56.0,,0.56,43.120000000000005
