date,equity loan_unscaled,equity loan_monthly,isPartial,scale,equity loan
2008-08-21,34,55.0,,0.55,18.700000000000003
2008-08-22,36,55.0,,0.55,19.8
2008-08-23,50,55.0,,0.55,27.500000000000004
2008-08-24,51,55.0,,0.55,28.05
2008-08-25,66,55.0,,0.55,36.300000000000004
2008-08-26,53,55.0,,0.55,29.150000000000002
2008-08-27,44,55.0,,0.55,24.200000000000003
2008-08-28,22,55.0,,0.55,12.100000000000001
2008-08-29,35,55.0,,0.55,19.25
2008-08-30,50,55.0,,0.55,27.500000000000004
2008-08-31,17,55.0,,0.55,9.350000000000001
2008-09-01,99,50.0,False,0.5,49.5
2008-09-02,41,50.0,,0.5,20.5
2008-09-03,100,50.0,,0.5,50.0
2008-09-04,70,50.0,,0.5,35.0
2008-09-05,21,50.0,,0.5,10.5
2008-09-06,29,50.0,,0.5,14.5
2008-09-07,14,50.0,,0.5,7.0
2008-09-08,69,50.0,,0.5,34.5
2008-09-09,86,50.0,,0.5,43.0
2008-09-10,58,50.0,,0.5,29.0
2008-09-11,69,50.0,,0.5,34.5
2008-09-12,10,50.0,,0.5,5.0
2008-09-13,29,50.0,,0.5,14.5
2008-09-14,43,50.0,,0.5,21.5
2008-09-15,50,50.0,,0.5,25.0
2008-09-16,78,50.0,,0.5,39.0
2008-09-17,59,50.0,,0.5,29.5
2008-09-18,30,50.0,,0.5,15.0
2008-09-19,64,50.0,,0.5,32.0
2008-09-20,46,50.0,,0.5,23.0
2008-09-21,88,50.0,,0.5,44.0
2008-09-22,68,50.0,,0.5,34.0
2008-09-23,87,50.0,,0.5,43.5
2008-09-24,39,50.0,,0.5,19.5
2008-09-25,59,50.0,,0.5,29.5
2008-09-26,42,50.0,,0.5,21.0
2008-09-27,15,50.0,,0.5,7.5
2008-09-28,43,50.0,,0.5,21.5
2008-09-29,57,50.0,,0.5,28.5
2008-09-30,76,50.0,,0.5,38.0
2008-10-01,78,45.0,False,0.45,35.1
2008-10-02,33,45.0,,0.45,14.85
2008-10-03,62,45.0,,0.45,27.900000000000002
2008-10-04,20,45.0,,0.45,9.0
2008-10-05,48,45.0,,0.45,21.6
2008-10-06,32,45.0,,0.45,14.4
2008-10-07,69,45.0,,0.45,31.05
2008-10-08,82,45.0,,0.45,36.9
2008-10-09,57,45.0,,0.45,25.650000000000002
2008-10-10,67,45.0,,0.45,30.150000000000002
2008-10-11,41,45.0,,0.45,18.45
2008-10-12,51,45.0,,0.45,22.95
2008-10-13,53,45.0,,0.45,23.85
2008-10-14,56,45.0,,0.45,25.2
2008-10-15,94,45.0,,0.45,42.300000000000004
2008-10-16,32,45.0,,0.45,14.4
2008-10-17,48,45.0,,0.45,21.6
2008-10-18,99,45.0,,0.45,44.550000000000004
2008-10-19,29,45.0,,0.45,13.05
2008-10-20,64,45.0,,0.45,28.8
2008-10-21,63,45.0,,0.45,28.35
2008-10-22,44,45.0,,0.45,19.8
2008-10-23,39,45.0,,0.45,17.55
2008-10-24,27,45.0,,0.45,12.15
2008-10-25,29,45.0,,0.45,13.05
2008-10-26,39,45.0,,0.45,17.55
2008-10-27,32,45.0,,0.45,14.4
2008-10-28,82,45.0,,0.45,36.9
2008-10-29,100,45.0,,0.45,45.0
2008-10-30,77,45.0,,0.45,34.65
2008-10-31,36,45.0,,0.45,16.2
2008-11-01,45,37.0,False,0.37,16.65
2008-11-02,81,37.0,,0.37,29.97
2008-11-03,0,37.0,,0.37,0.0
2008-11-04,40,37.0,,0.37,14.8
2008-11-05,26,37.0,,0.37,9.62
2008-11-06,54,37.0,,0.37,19.98
2008-11-07,71,37.0,,0.37,26.27
2008-11-08,40,37.0,,0.37,14.8
2008-11-09,60,37.0,,0.37,22.2
2008-11-10,81,37.0,,0.37,29.97
2008-11-11,27,37.0,,0.37,9.99
2008-11-12,40,37.0,,0.37,14.8
2008-11-13,79,37.0,,0.37,29.23
2008-11-14,28,37.0,,0.37,10.36
2008-11-15,99,37.0,,0.37,36.63
2008-11-16,60,37.0,,0.37,22.2
2008-11-17,54,37.0,,0.37,19.98
2008-11-18,94,37.0,,0.37,34.78
2008-11-19,55,37.0,,0.37,20.35
2008-11-20,56,37.0,,0.37,20.72
2008-11-21,70,37.0,,0.37,25.9
2008-11-22,100,37.0,,0.37,37.0
2008-11-23,59,37.0,,0.37,21.83
2008-11-24,54,37.0,,0.37,19.98
2008-11-25,80,37.0,,0.37,29.6
2008-11-26,75,37.0,,0.37,27.75
2008-11-27,43,37.0,,0.37,15.91
2008-11-28,58,37.0,,0.37,21.46
2008-11-29,82,37.0,,0.37,30.34
2008-11-30,58,37.0,,0.37,21.46
2008-12-01,48,50.0,False,0.5,24.0
2008-12-02,94,50.0,,0.5,47.0
2008-12-03,54,50.0,,0.5,27.0
2008-12-04,75,50.0,,0.5,37.5
2008-12-05,29,50.0,,0.5,14.5
2008-12-06,82,50.0,,0.5,41.0
2008-12-07,92,50.0,,0.5,46.0
2008-12-08,76,50.0,,0.5,38.0
2008-12-09,67,50.0,,0.5,33.5
2008-12-10,75,50.0,,0.5,37.5
2008-12-11,76,50.0,,0.5,38.0
2008-12-12,30,50.0,,0.5,15.0
2008-12-13,41,50.0,,0.5,20.5
2008-12-14,73,50.0,,0.5,36.5
2008-12-15,49,50.0,,0.5,24.5
2008-12-16,96,50.0,,0.5,48.0
2008-12-17,100,50.0,,0.5,50.0
2008-12-18,74,50.0,,0.5,37.0
2008-12-19,95,50.0,,0.5,47.5
2008-12-20,33,50.0,,0.5,16.5
2008-12-21,58,50.0,,0.5,29.0
2008-12-22,90,50.0,,0.5,45.0
2008-12-23,34,50.0,,0.5,17.0
2008-12-24,31,50.0,,0.5,15.5
2008-12-25,45,50.0,,0.5,22.5
2008-12-26,45,50.0,,0.5,22.5
2008-12-27,71,50.0,,0.5,35.5
2008-12-28,72,50.0,,0.5,36.0
2008-12-29,92,50.0,,0.5,46.0
2008-12-30,98,50.0,,0.5,49.0
2008-12-31,54,50.0,,0.5,27.0
2009-01-01,62,51.0,False,0.51,31.62
2009-01-02,100,51.0,,0.51,51.0
2009-01-03,59,51.0,,0.51,30.09
2009-01-04,59,51.0,,0.51,30.09
2009-01-05,99,51.0,,0.51,50.49
2009-01-06,45,51.0,,0.51,22.95
2009-01-07,56,51.0,,0.51,28.560000000000002
2009-01-08,51,51.0,,0.51,26.01
2009-01-09,41,51.0,,0.51,20.91
2009-01-10,66,51.0,,0.51,33.660000000000004
2009-01-11,92,51.0,,0.51,46.92
2009-01-12,78,51.0,,0.51,39.78
2009-01-13,61,51.0,,0.51,31.11
2009-01-14,27,51.0,,0.51,13.77
2009-01-15,73,51.0,,0.51,37.230000000000004
2009-01-16,41,51.0,,0.51,20.91
2009-01-17,57,51.0,,0.51,29.07
2009-01-18,68,51.0,,0.51,34.68
2009-01-19,31,51.0,,0.51,15.81
2009-01-20,44,51.0,,0.51,22.44
2009-01-21,44,51.0,,0.51,22.44
2009-01-22,66,51.0,,0.51,33.660000000000004
2009-01-23,80,51.0,,0.51,40.8
2009-01-24,24,51.0,,0.51,12.24
2009-01-25,40,51.0,,0.51,20.4
2009-01-26,71,51.0,,0.51,36.21
2009-01-27,43,51.0,,0.51,21.93
2009-01-28,59,51.0,,0.51,30.09
2009-01-29,66,51.0,,0.51,33.660000000000004
2009-01-30,75,51.0,,0.51,38.25
2009-01-31,48,51.0,,0.51,24.48
2009-02-01,91,50.0,False,0.5,45.5
2009-02-02,73,50.0,,0.5,36.5
2009-02-03,49,50.0,,0.5,24.5
2009-02-04,60,50.0,,0.5,30.0
2009-02-05,10,50.0,,0.5,5.0
2009-02-06,73,50.0,,0.5,36.5
2009-02-07,45,50.0,,0.5,22.5
2009-02-08,45,50.0,,0.5,22.5
2009-02-09,20,50.0,,0.5,10.0
2009-02-10,20,50.0,,0.5,10.0
2009-02-11,30,50.0,,0.5,15.0
2009-02-12,41,50.0,,0.5,20.5
2009-02-13,64,50.0,,0.5,32.0
2009-02-14,45,50.0,,0.5,22.5
2009-02-15,48,50.0,,0.5,24.0
2009-02-16,33,50.0,,0.5,16.5
2009-02-17,40,50.0,,0.5,20.0
2009-02-18,60,50.0,,0.5,30.0
2009-02-19,80,50.0,,0.5,40.0
2009-02-20,21,50.0,,0.5,10.5
2009-02-21,30,50.0,,0.5,15.0
2009-02-22,60,50.0,,0.5,30.0
2009-02-23,100,50.0,,0.5,50.0
2009-02-24,69,50.0,,0.5,34.5
2009-02-25,100,50.0,,0.5,50.0
2009-02-26,90,50.0,,0.5,45.0
2009-02-27,42,50.0,,0.5,21.0
2009-02-28,88,50.0,,0.5,44.0
2009-03-01,34,53.0,False,0.53,18.02
2009-03-02,23,53.0,,0.53,12.190000000000001
2009-03-03,36,53.0,,0.53,19.080000000000002
2009-03-04,69,53.0,,0.53,36.57
2009-03-05,47,53.0,,0.53,24.91
2009-03-06,59,53.0,,0.53,31.270000000000003
2009-03-07,28,53.0,,0.53,14.84
2009-03-08,56,53.0,,0.53,29.68
2009-03-09,74,53.0,,0.53,39.22
2009-03-10,46,53.0,,0.53,24.380000000000003
2009-03-11,56,53.0,,0.53,29.68
2009-03-12,28,53.0,,0.53,14.84
2009-03-13,44,53.0,,0.53,23.32
2009-03-14,42,53.0,,0.53,22.26
2009-03-15,28,53.0,,0.53,14.84
2009-03-16,70,53.0,,0.53,37.1
2009-03-17,42,53.0,,0.53,22.26
2009-03-18,57,53.0,,0.53,30.21
2009-03-19,79,53.0,,0.53,41.870000000000005
2009-03-20,25,53.0,,0.53,13.25
2009-03-21,50,53.0,,0.53,26.5
2009-03-22,70,53.0,,0.53,37.1
2009-03-23,78,53.0,,0.53,41.34
2009-03-24,72,53.0,,0.53,38.160000000000004
2009-03-25,64,53.0,,0.53,33.92
2009-03-26,78,53.0,,0.53,41.34
2009-03-27,59,53.0,,0.53,31.270000000000003
2009-03-28,68,53.0,,0.53,36.04
2009-03-29,41,53.0,,0.53,21.73
2009-03-30,100,53.0,,0.53,53.0
2009-03-31,36,53.0,,0.53,19.080000000000002
2009-04-01,57,50.0,False,0.5,28.5
2009-04-02,93,50.0,,0.5,46.5
2009-04-03,55,50.0,,0.5,27.5
2009-04-04,97,50.0,,0.5,48.5
2009-04-05,26,50.0,,0.5,13.0
2009-04-06,63,50.0,,0.5,31.5
2009-04-07,96,50.0,,0.5,48.0
2009-04-08,35,50.0,,0.5,17.5
2009-04-09,55,50.0,,0.5,27.5
2009-04-10,68,50.0,,0.5,34.0
2009-04-11,62,50.0,,0.5,31.0
2009-04-12,39,50.0,,0.5,19.5
2009-04-13,99,50.0,,0.5,49.5
2009-04-14,77,50.0,,0.5,38.5
2009-04-15,95,50.0,,0.5,47.5
2009-04-16,52,50.0,,0.5,26.0
2009-04-17,38,50.0,,0.5,19.0
2009-04-18,45,50.0,,0.5,22.5
2009-04-19,96,50.0,,0.5,48.0
2009-04-20,39,50.0,,0.5,19.5
2009-04-21,39,50.0,,0.5,19.5
2009-04-22,33,50.0,,0.5,16.5
2009-04-23,29,50.0,,0.5,14.5
2009-04-24,68,50.0,,0.5,34.0
2009-04-25,27,50.0,,0.5,13.5
2009-04-26,27,50.0,,0.5,13.5
2009-04-27,84,50.0,,0.5,42.0
2009-04-28,88,50.0,,0.5,44.0
2009-04-29,100,50.0,,0.5,50.0
2009-04-30,95,50.0,,0.5,47.5
2009-05-01,31,44.0,False,0.44,13.64
2009-05-02,29,44.0,,0.44,12.76
2009-05-03,29,44.0,,0.44,12.76
2009-05-04,66,44.0,,0.44,29.04
2009-05-05,32,44.0,,0.44,14.08
2009-05-06,76,44.0,,0.44,33.44
2009-05-07,58,44.0,,0.44,25.52
2009-05-08,31,44.0,,0.44,13.64
2009-05-09,31,44.0,,0.44,13.64
2009-05-10,40,44.0,,0.44,17.6
2009-05-11,79,44.0,,0.44,34.76
2009-05-12,75,44.0,,0.44,33.0
2009-05-13,38,44.0,,0.44,16.72
2009-05-14,34,44.0,,0.44,14.96
2009-05-15,41,44.0,,0.44,18.04
2009-05-16,52,44.0,,0.44,22.88
2009-05-17,53,44.0,,0.44,23.32
2009-05-18,34,44.0,,0.44,14.96
2009-05-19,38,44.0,,0.44,16.72
2009-05-20,44,44.0,,0.44,19.36
2009-05-21,85,44.0,,0.44,37.4
2009-05-22,55,44.0,,0.44,24.2
2009-05-23,40,44.0,,0.44,17.6
2009-05-24,100,44.0,,0.44,44.0
2009-05-25,36,44.0,,0.44,15.84
2009-05-26,48,44.0,,0.44,21.12
2009-05-27,28,44.0,,0.44,12.32
2009-05-28,49,44.0,,0.44,21.56
2009-05-29,53,44.0,,0.44,23.32
2009-05-30,15,44.0,,0.44,6.6
2009-05-31,39,44.0,,0.44,17.16
2009-06-01,31,47.0,False,0.47,14.569999999999999
2009-06-02,37,47.0,,0.47,17.39
2009-06-03,59,47.0,,0.47,27.729999999999997
2009-06-04,31,47.0,,0.47,14.569999999999999
2009-06-05,16,47.0,,0.47,7.52
2009-06-06,24,47.0,,0.47,11.28
2009-06-07,49,47.0,,0.47,23.029999999999998
2009-06-08,38,47.0,,0.47,17.86
2009-06-09,44,47.0,,0.47,20.68
2009-06-10,15,47.0,,0.47,7.05
2009-06-11,31,47.0,,0.47,14.569999999999999
2009-06-12,8,47.0,,0.47,3.76
2009-06-13,24,47.0,,0.47,11.28
2009-06-14,37,47.0,,0.47,17.39
2009-06-15,53,47.0,,0.47,24.91
2009-06-16,77,47.0,,0.47,36.19
2009-06-17,30,47.0,,0.47,14.1
2009-06-18,46,47.0,,0.47,21.619999999999997
2009-06-19,41,47.0,,0.47,19.27
2009-06-20,47,47.0,,0.47,22.09
2009-06-21,12,47.0,,0.47,5.64
2009-06-22,38,47.0,,0.47,17.86
2009-06-23,23,47.0,,0.47,10.809999999999999
2009-06-24,46,47.0,,0.47,21.619999999999997
2009-06-25,15,47.0,,0.47,7.05
2009-06-26,8,47.0,,0.47,3.76
2009-06-27,48,47.0,,0.47,22.56
2009-06-28,12,47.0,,0.47,5.64
2009-06-29,31,47.0,,0.47,14.569999999999999
2009-06-30,100,47.0,,0.47,47.0
2009-07-01,71,55.0,False,0.55,39.050000000000004
2009-07-02,70,55.0,,0.55,38.5
2009-07-03,71,55.0,,0.55,39.050000000000004
2009-07-04,97,55.0,,0.55,53.35
2009-07-05,83,55.0,,0.55,45.650000000000006
2009-07-06,86,55.0,,0.55,47.300000000000004
2009-07-07,37,55.0,,0.55,20.35
2009-07-08,46,55.0,,0.55,25.3
2009-07-09,86,55.0,,0.55,47.300000000000004
2009-07-10,35,55.0,,0.55,19.25
2009-07-11,22,55.0,,0.55,12.100000000000001
2009-07-12,22,55.0,,0.55,12.100000000000001
2009-07-13,52,55.0,,0.55,28.6
2009-07-14,41,55.0,,0.55,22.55
2009-07-15,61,55.0,,0.55,33.550000000000004
2009-07-16,100,55.0,,0.55,55.00000000000001
2009-07-17,45,55.0,,0.55,24.750000000000004
2009-07-18,73,55.0,,0.55,40.150000000000006
2009-07-19,68,55.0,,0.55,37.400000000000006
2009-07-20,61,55.0,,0.55,33.550000000000004
2009-07-21,32,55.0,,0.55,17.6
2009-07-22,55,55.0,,0.55,30.250000000000004
2009-07-23,42,55.0,,0.55,23.1
2009-07-24,45,55.0,,0.55,24.750000000000004
2009-07-25,79,55.0,,0.55,43.45
2009-07-26,36,55.0,,0.55,19.8
2009-07-27,60,55.0,,0.55,33.0
2009-07-28,68,55.0,,0.55,37.400000000000006
2009-07-29,32,55.0,,0.55,17.6
2009-07-30,33,55.0,,0.55,18.150000000000002
2009-07-31,50,55.0,,0.55,27.500000000000004
2009-08-01,52,48.0,False,0.48,24.96
2009-08-02,53,48.0,,0.48,25.439999999999998
2009-08-03,68,48.0,,0.48,32.64
2009-08-04,67,48.0,,0.48,32.16
2009-08-05,51,48.0,,0.48,24.48
2009-08-06,58,48.0,,0.48,27.84
2009-08-07,43,48.0,,0.48,20.64
2009-08-08,26,48.0,,0.48,12.48
2009-08-09,62,48.0,,0.48,29.759999999999998
2009-08-10,39,48.0,,0.48,18.72
2009-08-11,61,48.0,,0.48,29.279999999999998
2009-08-12,51,48.0,,0.48,24.48
2009-08-13,52,48.0,,0.48,24.96
2009-08-14,31,48.0,,0.48,14.879999999999999
2009-08-15,26,48.0,,0.48,12.48
2009-08-16,26,48.0,,0.48,12.48
2009-08-17,68,48.0,,0.48,32.64
2009-08-18,55,48.0,,0.48,26.4
2009-08-19,39,48.0,,0.48,18.72
2009-08-20,34,48.0,,0.48,16.32
2009-08-21,54,48.0,,0.48,25.919999999999998
2009-08-22,100,48.0,,0.48,48.0
2009-08-23,59,48.0,,0.48,28.32
2009-08-24,56,48.0,,0.48,26.88
2009-08-25,71,48.0,,0.48,34.08
2009-08-26,44,48.0,,0.48,21.119999999999997
2009-08-27,45,48.0,,0.48,21.599999999999998
2009-08-28,53,48.0,,0.48,25.439999999999998
2009-08-29,48,48.0,,0.48,23.04
2009-08-30,25,48.0,,0.48,12.0
2009-08-31,60,48.0,,0.48,28.799999999999997
2009-09-01,67,48.0,False,0.48,32.16
2009-09-02,81,48.0,,0.48,38.879999999999995
2009-09-03,100,48.0,,0.48,48.0
2009-09-04,60,48.0,,0.48,28.799999999999997
2009-09-05,77,48.0,,0.48,36.96
2009-09-06,79,48.0,,0.48,37.92
2009-09-07,50,48.0,,0.48,24.0
2009-09-08,36,48.0,,0.48,17.28
2009-09-09,84,48.0,,0.48,40.32
2009-09-10,60,48.0,,0.48,28.799999999999997
2009-09-11,64,48.0,,0.48,30.72
2009-09-12,88,48.0,,0.48,42.239999999999995
2009-09-13,45,48.0,,0.48,21.599999999999998
2009-09-14,65,48.0,,0.48,31.2
2009-09-15,41,48.0,,0.48,19.68
2009-09-16,30,48.0,,0.48,14.399999999999999
2009-09-17,73,48.0,,0.48,35.04
2009-09-18,71,48.0,,0.48,34.08
2009-09-19,64,48.0,,0.48,30.72
2009-09-20,90,48.0,,0.48,43.199999999999996
2009-09-21,41,48.0,,0.48,19.68
2009-09-22,64,48.0,,0.48,30.72
2009-09-23,48,48.0,,0.48,23.04
2009-09-24,42,48.0,,0.48,20.16
2009-09-25,77,48.0,,0.48,36.96
2009-09-26,64,48.0,,0.48,30.72
2009-09-27,62,48.0,,0.48,29.759999999999998
2009-09-28,65,48.0,,0.48,31.2
2009-09-29,70,48.0,,0.48,33.6
2009-09-30,76,48.0,,0.48,36.48
2009-10-01,41,42.0,False,0.42,17.22
2009-10-02,58,42.0,,0.42,24.36
2009-10-03,61,42.0,,0.42,25.619999999999997
2009-10-04,70,42.0,,0.42,29.4
2009-10-05,53,42.0,,0.42,22.259999999999998
2009-10-06,92,42.0,,0.42,38.64
2009-10-07,66,42.0,,0.42,27.72
2009-10-08,62,42.0,,0.42,26.04
2009-10-09,65,42.0,,0.42,27.3
2009-10-10,71,42.0,,0.42,29.82
2009-10-11,82,42.0,,0.42,34.44
2009-10-12,98,42.0,,0.42,41.16
2009-10-13,66,42.0,,0.42,27.72
2009-10-14,46,42.0,,0.42,19.32
2009-10-15,73,42.0,,0.42,30.66
2009-10-16,100,42.0,,0.42,42.0
2009-10-17,60,42.0,,0.42,25.2
2009-10-18,30,42.0,,0.42,12.6
2009-10-19,80,42.0,,0.42,33.6
2009-10-20,72,42.0,,0.42,30.24
2009-10-21,72,42.0,,0.42,30.24
2009-10-22,40,42.0,,0.42,16.8
2009-10-23,49,42.0,,0.42,20.58
2009-10-24,79,42.0,,0.42,33.18
2009-10-25,49,42.0,,0.42,20.58
2009-10-26,84,42.0,,0.42,35.28
2009-10-27,83,42.0,,0.42,34.86
2009-10-28,64,42.0,,0.42,26.88
2009-10-29,26,42.0,,0.42,10.92
2009-10-30,36,42.0,,0.42,15.12
2009-10-31,30,42.0,,0.42,12.6
2009-11-01,0,35.0,False,0.35,0.0
2009-11-02,69,35.0,,0.35,24.15
2009-11-03,94,35.0,,0.35,32.9
2009-11-04,92,35.0,,0.35,32.199999999999996
2009-11-05,40,35.0,,0.35,14.0
2009-11-06,86,35.0,,0.35,30.099999999999998
2009-11-07,62,35.0,,0.35,21.7
2009-11-08,21,35.0,,0.35,7.35
2009-11-09,40,35.0,,0.35,14.0
2009-11-10,92,35.0,,0.35,32.199999999999996
2009-11-11,69,35.0,,0.35,24.15
2009-11-12,82,35.0,,0.35,28.7
2009-11-13,42,35.0,,0.35,14.7
2009-11-14,60,35.0,,0.35,21.0
2009-11-15,20,35.0,,0.35,7.0
2009-11-16,81,35.0,,0.35,28.349999999999998
2009-11-17,65,35.0,,0.35,22.75
2009-11-18,40,35.0,,0.35,14.0
2009-11-19,80,35.0,,0.35,28.0
2009-11-20,42,35.0,,0.35,14.7
2009-11-21,80,35.0,,0.35,28.0
2009-11-22,100,35.0,,0.35,35.0
2009-11-23,80,35.0,,0.35,28.0
2009-11-24,27,35.0,,0.35,9.45
2009-11-25,60,35.0,,0.35,21.0
2009-11-26,0,35.0,,0.35,0.0
2009-11-27,19,35.0,,0.35,6.6499999999999995
2009-11-28,41,35.0,,0.35,14.35
2009-11-29,59,35.0,,0.35,20.65
2009-11-30,13,35.0,,0.35,4.55
2009-12-01,87,31.0,False,0.31,26.97
2009-12-02,42,31.0,,0.31,13.02
2009-12-03,74,31.0,,0.31,22.94
2009-12-04,45,31.0,,0.31,13.95
2009-12-05,46,31.0,,0.31,14.26
2009-12-06,15,31.0,,0.31,4.65
2009-12-07,68,31.0,,0.31,21.08
2009-12-08,62,31.0,,0.31,19.22
2009-12-09,46,31.0,,0.31,14.26
2009-12-10,32,31.0,,0.31,9.92
2009-12-11,45,31.0,,0.31,13.95
2009-12-12,15,31.0,,0.31,4.65
2009-12-13,71,31.0,,0.31,22.01
2009-12-14,58,31.0,,0.31,17.98
2009-12-15,42,31.0,,0.31,13.02
2009-12-16,38,31.0,,0.31,11.78
2009-12-17,11,31.0,,0.31,3.41
2009-12-18,42,31.0,,0.31,13.02
2009-12-19,16,31.0,,0.31,4.96
2009-12-20,17,31.0,,0.31,5.27
2009-12-21,24,31.0,,0.31,7.4399999999999995
2009-12-22,31,31.0,,0.31,9.61
2009-12-23,20,31.0,,0.31,6.2
2009-12-24,24,31.0,,0.31,7.4399999999999995
2009-12-25,0,31.0,,0.31,0.0
2009-12-26,19,31.0,,0.31,5.89
2009-12-27,27,31.0,,0.31,8.37
2009-12-28,71,31.0,,0.31,22.01
2009-12-29,100,31.0,,0.31,31.0
2009-12-30,32,31.0,,0.31,9.92
2009-12-31,56,31.0,,0.31,17.36
2010-01-01,41,38.0,False,0.38,15.58
2010-01-02,26,38.0,,0.38,9.88
2010-01-03,42,38.0,,0.38,15.96
2010-01-04,81,38.0,,0.38,30.78
2010-01-05,51,38.0,,0.38,19.38
2010-01-06,79,38.0,,0.38,30.02
2010-01-07,34,38.0,,0.38,12.92
2010-01-08,64,38.0,,0.38,24.32
2010-01-09,16,38.0,,0.38,6.08
2010-01-10,65,38.0,,0.38,24.7
2010-01-11,56,38.0,,0.38,21.28
2010-01-12,55,38.0,,0.38,20.9
2010-01-13,55,38.0,,0.38,20.9
2010-01-14,50,38.0,,0.38,19.0
2010-01-15,58,38.0,,0.38,22.04
2010-01-16,40,38.0,,0.38,15.2
2010-01-17,49,38.0,,0.38,18.62
2010-01-18,37,38.0,,0.38,14.06
2010-01-19,38,38.0,,0.38,14.44
2010-01-20,43,38.0,,0.38,16.34
2010-01-21,76,38.0,,0.38,28.88
2010-01-22,28,38.0,,0.38,10.64
2010-01-23,39,38.0,,0.38,14.82
2010-01-24,16,38.0,,0.38,6.08
2010-01-25,48,38.0,,0.38,18.240000000000002
2010-01-26,80,38.0,,0.38,30.4
2010-01-27,64,38.0,,0.38,24.32
2010-01-28,43,38.0,,0.38,16.34
2010-01-29,56,38.0,,0.38,21.28
2010-01-30,38,38.0,,0.38,14.44
2010-01-31,100,38.0,,0.38,38.0
2010-02-01,69,39.0,False,0.39,26.91
2010-02-02,97,39.0,,0.39,37.83
2010-02-03,45,39.0,,0.39,17.55
2010-02-04,38,39.0,,0.39,14.82
2010-02-05,48,39.0,,0.39,18.72
2010-02-06,75,39.0,,0.39,29.25
2010-02-07,33,39.0,,0.39,12.870000000000001
2010-02-08,78,39.0,,0.39,30.42
2010-02-09,82,39.0,,0.39,31.98
2010-02-10,38,39.0,,0.39,14.82
2010-02-11,93,39.0,,0.39,36.27
2010-02-12,50,39.0,,0.39,19.5
2010-02-13,45,39.0,,0.39,17.55
2010-02-14,71,39.0,,0.39,27.69
2010-02-15,87,39.0,,0.39,33.93
2010-02-16,84,39.0,,0.39,32.76
2010-02-17,100,39.0,,0.39,39.0
2010-02-18,70,39.0,,0.39,27.3
2010-02-19,57,39.0,,0.39,22.23
2010-02-20,78,39.0,,0.39,30.42
2010-02-21,34,39.0,,0.39,13.26
2010-02-22,91,39.0,,0.39,35.49
2010-02-23,44,39.0,,0.39,17.16
2010-02-24,82,39.0,,0.39,31.98
2010-02-25,60,39.0,,0.39,23.400000000000002
2010-02-26,64,39.0,,0.39,24.96
2010-02-27,54,39.0,,0.39,21.060000000000002
2010-02-28,56,39.0,,0.39,21.84
2010-03-01,64,46.0,False,0.46,29.44
2010-03-02,54,46.0,,0.46,24.84
2010-03-03,54,46.0,,0.46,24.84
2010-03-04,9,46.0,,0.46,4.140000000000001
2010-03-05,39,46.0,,0.46,17.94
2010-03-06,41,46.0,,0.46,18.86
2010-03-07,14,46.0,,0.46,6.44
2010-03-08,56,46.0,,0.46,25.76
2010-03-09,55,46.0,,0.46,25.3
2010-03-10,74,46.0,,0.46,34.04
2010-03-11,28,46.0,,0.46,12.88
2010-03-12,38,46.0,,0.46,17.48
2010-03-13,80,46.0,,0.46,36.800000000000004
2010-03-14,68,46.0,,0.46,31.28
2010-03-15,28,46.0,,0.46,12.88
2010-03-16,47,46.0,,0.46,21.62
2010-03-17,29,46.0,,0.46,13.34
2010-03-18,39,46.0,,0.46,17.94
2010-03-19,51,46.0,,0.46,23.46
2010-03-20,29,46.0,,0.46,13.34
2010-03-21,55,46.0,,0.46,25.3
2010-03-22,100,46.0,,0.46,46.0
2010-03-23,92,46.0,,0.46,42.32
2010-03-24,46,46.0,,0.46,21.16
2010-03-25,37,46.0,,0.46,17.02
2010-03-26,49,46.0,,0.46,22.540000000000003
2010-03-27,0,46.0,,0.46,0.0
2010-03-28,56,46.0,,0.46,25.76
2010-03-29,73,46.0,,0.46,33.58
2010-03-30,83,46.0,,0.46,38.18
2010-03-31,57,46.0,,0.46,26.220000000000002
2010-04-01,47,45.0,False,0.45,21.150000000000002
2010-04-02,40,45.0,,0.45,18.0
2010-04-03,51,45.0,,0.45,22.95
2010-04-04,54,45.0,,0.45,24.3
2010-04-05,73,45.0,,0.45,32.85
2010-04-06,89,45.0,,0.45,40.050000000000004
2010-04-07,77,45.0,,0.45,34.65
2010-04-08,96,45.0,,0.45,43.2
2010-04-09,75,45.0,,0.45,33.75
2010-04-10,97,45.0,,0.45,43.65
2010-04-11,38,45.0,,0.45,17.1
2010-04-12,63,45.0,,0.45,28.35
2010-04-13,62,45.0,,0.45,27.900000000000002
2010-04-14,100,45.0,,0.45,45.0
2010-04-15,83,45.0,,0.45,37.35
2010-04-16,60,45.0,,0.45,27.0
2010-04-17,57,45.0,,0.45,25.650000000000002
2010-04-18,84,45.0,,0.45,37.800000000000004
2010-04-19,56,45.0,,0.45,25.2
2010-04-20,49,45.0,,0.45,22.05
2010-04-21,75,45.0,,0.45,33.75
2010-04-22,44,45.0,,0.45,19.8
2010-04-23,34,45.0,,0.45,15.3
2010-04-24,19,45.0,,0.45,8.55
2010-04-25,65,45.0,,0.45,29.25
2010-04-26,36,45.0,,0.45,16.2
2010-04-27,54,45.0,,0.45,24.3
2010-04-28,57,45.0,,0.45,25.650000000000002
