date,ECONOMY_unscaled,ECONOMY_monthly,isPartial,scale,ECONOMY
2012-08-31,91,40.0,,0.4,36.4
2012-09-01,42,60.0,False,0.6,25.2
2012-09-02,54,60.0,,0.6,32.4
2012-09-03,66,60.0,,0.6,39.6
2012-09-04,91,60.0,,0.6,54.6
2012-09-05,90,60.0,,0.6,54.0
2012-09-06,96,60.0,,0.6,57.599999999999994
2012-09-07,86,60.0,,0.6,51.6
2012-09-08,53,60.0,,0.6,31.799999999999997
2012-09-09,75,60.0,,0.6,45.0
2012-09-10,90,60.0,,0.6,54.0
2012-09-11,89,60.0,,0.6,53.4
2012-09-12,100,60.0,,0.6,60.0
2012-09-13,91,60.0,,0.6,54.6
2012-09-14,88,60.0,,0.6,52.8
2012-09-15,50,60.0,,0.6,30.0
2012-09-16,62,60.0,,0.6,37.199999999999996
2012-09-17,89,60.0,,0.6,53.4
2012-09-18,88,60.0,,0.6,52.8
2012-09-19,95,60.0,,0.6,57.0
2012-09-20,97,60.0,,0.6,58.199999999999996
2012-09-21,75,60.0,,0.6,45.0
2012-09-22,51,60.0,,0.6,30.599999999999998
2012-09-23,70,60.0,,0.6,42.0
2012-09-24,97,60.0,,0.6,58.199999999999996
2012-09-25,92,60.0,,0.6,55.199999999999996
2012-09-26,87,60.0,,0.6,52.199999999999996
2012-09-27,94,60.0,,0.6,56.4
2012-09-28,85,60.0,,0.6,51.0
2012-09-29,56,60.0,,0.6,33.6
2012-09-30,69,60.0,,0.6,41.4
2012-10-01,84,62.0,False,0.62,52.08
2012-10-02,82,62.0,,0.62,50.839999999999996
2012-10-03,85,62.0,,0.62,52.7
2012-10-04,100,62.0,,0.62,62.0
2012-10-05,80,62.0,,0.62,49.6
2012-10-06,49,62.0,,0.62,30.38
2012-10-07,57,62.0,,0.62,35.339999999999996
2012-10-08,75,62.0,,0.62,46.5
2012-10-09,84,62.0,,0.62,52.08
2012-10-10,86,62.0,,0.62,53.32
2012-10-11,82,62.0,,0.62,50.839999999999996
2012-10-12,77,62.0,,0.62,47.74
2012-10-13,49,62.0,,0.62,30.38
2012-10-14,58,62.0,,0.62,35.96
2012-10-15,81,62.0,,0.62,50.22
2012-10-16,80,62.0,,0.62,49.6
2012-10-17,92,62.0,,0.62,57.04
2012-10-18,87,62.0,,0.62,53.94
2012-10-19,76,62.0,,0.62,47.12
2012-10-20,49,62.0,,0.62,30.38
2012-10-21,59,62.0,,0.62,36.58
2012-10-22,90,62.0,,0.62,55.8
2012-10-23,96,62.0,,0.62,59.519999999999996
2012-10-24,82,62.0,,0.62,50.839999999999996
2012-10-25,85,62.0,,0.62,52.7
2012-10-26,67,62.0,,0.62,41.54
2012-10-27,42,62.0,,0.62,26.04
2012-10-28,58,62.0,,0.62,35.96
2012-10-29,70,62.0,,0.62,43.4
2012-10-30,82,62.0,,0.62,50.839999999999996
2012-10-31,78,62.0,,0.62,48.36
2012-11-01,62,60.0,False,0.6,37.199999999999996
2012-11-02,66,60.0,,0.6,39.6
2012-11-03,38,60.0,,0.6,22.8
2012-11-04,53,60.0,,0.6,31.799999999999997
2012-11-05,69,60.0,,0.6,41.4
2012-11-06,70,60.0,,0.6,42.0
2012-11-07,100,60.0,,0.6,60.0
2012-11-08,78,60.0,,0.6,46.8
2012-11-09,73,60.0,,0.6,43.8
2012-11-10,47,60.0,,0.6,28.2
2012-11-11,42,60.0,,0.6,25.2
2012-11-12,69,60.0,,0.6,41.4
2012-11-13,74,60.0,,0.6,44.4
2012-11-14,66,60.0,,0.6,39.6
2012-11-15,74,60.0,,0.6,44.4
2012-11-16,55,60.0,,0.6,33.0
2012-11-17,39,60.0,,0.6,23.4
2012-11-18,42,60.0,,0.6,25.2
2012-11-19,59,60.0,,0.6,35.4
2012-11-20,59,60.0,,0.6,35.4
2012-11-21,42,60.0,,0.6,25.2
2012-11-22,30,60.0,,0.6,18.0
2012-11-23,31,60.0,,0.6,18.599999999999998
2012-11-24,34,60.0,,0.6,20.4
2012-11-25,41,60.0,,0.6,24.599999999999998
2012-11-26,51,60.0,,0.6,30.599999999999998
2012-11-27,64,60.0,,0.6,38.4
2012-11-28,69,60.0,,0.6,41.4
2012-11-29,68,60.0,,0.6,40.8
2012-11-30,56,60.0,,0.6,33.6
2012-12-01,59,45.0,False,0.45,26.55
2012-12-02,61,45.0,,0.45,27.45
2012-12-03,86,45.0,,0.45,38.7
2012-12-04,95,45.0,,0.45,42.75
2012-12-05,93,45.0,,0.45,41.85
2012-12-06,91,45.0,,0.45,40.95
2012-12-07,88,45.0,,0.45,39.6
2012-12-08,52,45.0,,0.45,23.400000000000002
2012-12-09,65,45.0,,0.45,29.25
2012-12-10,84,45.0,,0.45,37.800000000000004
2012-12-11,100,45.0,,0.45,45.0
2012-12-12,95,45.0,,0.45,42.75
2012-12-13,88,45.0,,0.45,39.6
2012-12-14,71,45.0,,0.45,31.95
2012-12-15,42,45.0,,0.45,18.900000000000002
2012-12-16,55,45.0,,0.45,24.75
2012-12-17,72,45.0,,0.45,32.4
2012-12-18,78,45.0,,0.45,35.1
2012-12-19,66,45.0,,0.45,29.7
2012-12-20,60,45.0,,0.45,27.0
2012-12-21,48,45.0,,0.45,21.6
2012-12-22,39,45.0,,0.45,17.55
2012-12-23,33,45.0,,0.45,14.85
2012-12-24,31,45.0,,0.45,13.950000000000001
2012-12-25,27,45.0,,0.45,12.15
2012-12-26,40,45.0,,0.45,18.0
2012-12-27,40,45.0,,0.45,18.0
2012-12-28,38,45.0,,0.45,17.1
2012-12-29,40,45.0,,0.45,18.0
2012-12-30,41,45.0,,0.45,18.45
2012-12-31,42,45.0,,0.45,18.900000000000002
2013-01-01,36,47.0,False,0.47,16.919999999999998
2013-01-02,51,47.0,,0.47,23.97
2013-01-03,58,47.0,,0.47,27.259999999999998
2013-01-04,61,47.0,,0.47,28.669999999999998
2013-01-05,48,47.0,,0.47,22.56
2013-01-06,44,47.0,,0.47,20.68
2013-01-07,69,47.0,,0.47,32.43
2013-01-08,64,47.0,,0.47,30.08
2013-01-09,75,47.0,,0.47,35.25
2013-01-10,89,47.0,,0.47,41.83
2013-01-11,76,47.0,,0.47,35.72
2013-01-12,46,47.0,,0.47,21.619999999999997
2013-01-13,62,47.0,,0.47,29.139999999999997
2013-01-14,87,47.0,,0.47,40.89
2013-01-15,87,47.0,,0.47,40.89
2013-01-16,86,47.0,,0.47,40.419999999999995
2013-01-17,95,47.0,,0.47,44.65
2013-01-18,73,47.0,,0.47,34.309999999999995
2013-01-19,43,47.0,,0.47,20.209999999999997
2013-01-20,53,47.0,,0.47,24.91
2013-01-21,61,47.0,,0.47,28.669999999999998
2013-01-22,90,47.0,,0.47,42.3
2013-01-23,86,47.0,,0.47,40.419999999999995
2013-01-24,83,47.0,,0.47,39.01
2013-01-25,94,47.0,,0.47,44.18
2013-01-26,66,47.0,,0.47,31.02
2013-01-27,64,47.0,,0.47,30.08
2013-01-28,94,47.0,,0.47,44.18
2013-01-29,96,47.0,,0.47,45.12
2013-01-30,94,47.0,,0.47,44.18
2013-01-31,100,47.0,,0.47,47.0
2013-02-01,94,53.0,False,0.53,49.82
2013-02-02,48,53.0,,0.53,25.44
2013-02-03,66,53.0,,0.53,34.980000000000004
2013-02-04,86,53.0,,0.53,45.580000000000005
2013-02-05,100,53.0,,0.53,53.0
2013-02-06,98,53.0,,0.53,51.940000000000005
2013-02-07,98,53.0,,0.53,51.940000000000005
2013-02-08,84,53.0,,0.53,44.52
2013-02-09,56,53.0,,0.53,29.68
2013-02-10,68,53.0,,0.53,36.04
2013-02-11,90,53.0,,0.53,47.7
2013-02-12,97,53.0,,0.53,51.410000000000004
2013-02-13,94,53.0,,0.53,49.82
2013-02-14,93,53.0,,0.53,49.29
2013-02-15,83,53.0,,0.53,43.99
2013-02-16,60,53.0,,0.53,31.8
2013-02-17,57,53.0,,0.53,30.21
2013-02-18,74,53.0,,0.53,39.22
2013-02-19,88,53.0,,0.53,46.64
2013-02-20,94,53.0,,0.53,49.82
2013-02-21,95,53.0,,0.53,50.35
2013-02-22,88,53.0,,0.53,46.64
2013-02-23,67,53.0,,0.53,35.510000000000005
2013-02-24,71,53.0,,0.53,37.63
2013-02-25,93,53.0,,0.53,49.29
2013-02-26,88,53.0,,0.53,46.64
2013-02-27,91,53.0,,0.53,48.230000000000004
2013-02-28,99,53.0,,0.53,52.470000000000006
2013-03-01,90,53.0,False,0.53,47.7
2013-03-02,70,53.0,,0.53,37.1
2013-03-03,61,53.0,,0.53,32.33
2013-03-04,100,53.0,,0.53,53.0
2013-03-05,95,53.0,,0.53,50.35
2013-03-06,93,53.0,,0.53,49.29
2013-03-07,93,53.0,,0.53,49.29
2013-03-08,82,53.0,,0.53,43.46
2013-03-09,53,53.0,,0.53,28.09
2013-03-10,63,53.0,,0.53,33.39
2013-03-11,84,53.0,,0.53,44.52
2013-03-12,88,53.0,,0.53,46.64
2013-03-13,91,53.0,,0.53,48.230000000000004
2013-03-14,87,53.0,,0.53,46.11
2013-03-15,81,53.0,,0.53,42.93
2013-03-16,49,53.0,,0.53,25.970000000000002
2013-03-17,66,53.0,,0.53,34.980000000000004
2013-03-18,87,53.0,,0.53,46.11
2013-03-19,96,53.0,,0.53,50.88
2013-03-20,85,53.0,,0.53,45.050000000000004
2013-03-21,88,53.0,,0.53,46.64
2013-03-22,79,53.0,,0.53,41.870000000000005
2013-03-23,54,53.0,,0.53,28.62
2013-03-24,65,53.0,,0.53,34.45
2013-03-25,84,53.0,,0.53,44.52
2013-03-26,80,53.0,,0.53,42.400000000000006
2013-03-27,84,53.0,,0.53,44.52
2013-03-28,87,53.0,,0.53,46.11
2013-03-29,62,53.0,,0.53,32.86
2013-03-30,51,53.0,,0.53,27.03
2013-03-31,56,53.0,,0.53,29.68
2013-04-01,73,57.0,False,0.57,41.61
2013-04-02,73,57.0,,0.57,41.61
2013-04-03,84,57.0,,0.57,47.879999999999995
2013-04-04,79,57.0,,0.57,45.029999999999994
2013-04-05,75,57.0,,0.57,42.74999999999999
2013-04-06,55,57.0,,0.57,31.349999999999998
2013-04-07,65,57.0,,0.57,37.05
2013-04-08,100,57.0,,0.57,56.99999999999999
2013-04-09,96,57.0,,0.57,54.72
2013-04-10,89,57.0,,0.57,50.73
2013-04-11,94,57.0,,0.57,53.58
2013-04-12,80,57.0,,0.57,45.599999999999994
2013-04-13,53,57.0,,0.57,30.209999999999997
2013-04-14,59,57.0,,0.57,33.629999999999995
2013-04-15,91,57.0,,0.57,51.87
2013-04-16,92,57.0,,0.57,52.44
2013-04-17,85,57.0,,0.57,48.449999999999996
2013-04-18,91,57.0,,0.57,51.87
2013-04-19,76,57.0,,0.57,43.31999999999999
2013-04-20,63,57.0,,0.57,35.91
2013-04-21,56,57.0,,0.57,31.919999999999998
2013-04-22,94,57.0,,0.57,53.58
2013-04-23,88,57.0,,0.57,50.16
2013-04-24,88,57.0,,0.57,50.16
2013-04-25,100,57.0,,0.57,56.99999999999999
2013-04-26,90,57.0,,0.57,51.3
2013-04-27,55,57.0,,0.57,31.349999999999998
2013-04-28,62,57.0,,0.57,35.339999999999996
2013-04-29,92,57.0,,0.57,52.44
2013-04-30,95,57.0,,0.57,54.15
2013-05-01,94,54.0,False,0.54,50.760000000000005
2013-05-02,98,54.0,,0.54,52.92
2013-05-03,85,54.0,,0.54,45.900000000000006
2013-05-04,55,54.0,,0.54,29.700000000000003
2013-05-05,75,54.0,,0.54,40.5
2013-05-06,100,54.0,,0.54,54.0
2013-05-07,98,54.0,,0.54,52.92
2013-05-08,86,54.0,,0.54,46.440000000000005
2013-05-09,97,54.0,,0.54,52.38
2013-05-10,77,54.0,,0.54,41.580000000000005
2013-05-11,50,54.0,,0.54,27.0
2013-05-12,55,54.0,,0.54,29.700000000000003
2013-05-13,94,54.0,,0.54,50.760000000000005
2013-05-14,97,54.0,,0.54,52.38
2013-05-15,80,54.0,,0.54,43.2
2013-05-16,89,54.0,,0.54,48.06
2013-05-17,77,54.0,,0.54,41.580000000000005
2013-05-18,45,54.0,,0.54,24.3
2013-05-19,55,54.0,,0.54,29.700000000000003
2013-05-20,77,54.0,,0.54,41.580000000000005
2013-05-21,90,54.0,,0.54,48.6
2013-05-22,83,54.0,,0.54,44.82
2013-05-23,84,54.0,,0.54,45.36
2013-05-24,63,54.0,,0.54,34.02
2013-05-25,50,54.0,,0.54,27.0
2013-05-26,46,54.0,,0.54,24.840000000000003
2013-05-27,62,54.0,,0.54,33.480000000000004
2013-05-28,84,54.0,,0.54,45.36
2013-05-29,82,54.0,,0.54,44.28
2013-05-30,77,54.0,,0.54,41.580000000000005
2013-05-31,74,54.0,,0.54,39.96
2013-06-01,62,38.0,False,0.38,23.56
2013-06-02,70,38.0,,0.38,26.6
2013-06-03,100,38.0,,0.38,38.0
2013-06-04,100,38.0,,0.38,38.0
2013-06-05,79,38.0,,0.38,30.02
2013-06-06,78,38.0,,0.38,29.64
2013-06-07,69,38.0,,0.38,26.22
2013-06-08,56,38.0,,0.38,21.28
2013-06-09,61,38.0,,0.38,23.18
2013-06-10,90,38.0,,0.38,34.2
2013-06-11,82,38.0,,0.38,31.16
2013-06-12,70,38.0,,0.38,26.6
2013-06-13,79,38.0,,0.38,30.02
2013-06-14,67,38.0,,0.38,25.46
2013-06-15,61,38.0,,0.38,23.18
2013-06-16,55,38.0,,0.38,20.9
2013-06-17,71,38.0,,0.38,26.98
2013-06-18,73,38.0,,0.38,27.740000000000002
2013-06-19,69,38.0,,0.38,26.22
2013-06-20,70,38.0,,0.38,26.6
2013-06-21,59,38.0,,0.38,22.42
2013-06-22,55,38.0,,0.38,20.9
2013-06-23,53,38.0,,0.38,20.14
2013-06-24,71,38.0,,0.38,26.98
2013-06-25,70,38.0,,0.38,26.6
2013-06-26,67,38.0,,0.38,25.46
2013-06-27,69,38.0,,0.38,26.22
2013-06-28,61,38.0,,0.38,23.18
2013-06-29,61,38.0,,0.38,23.18
2013-06-30,60,38.0,,0.38,22.8
2013-07-01,74,34.0,False,0.34,25.16
2013-07-02,79,34.0,,0.34,26.860000000000003
2013-07-03,88,34.0,,0.34,29.92
2013-07-04,68,34.0,,0.34,23.12
2013-07-05,76,34.0,,0.34,25.840000000000003
2013-07-06,79,34.0,,0.34,26.860000000000003
2013-07-07,74,34.0,,0.34,25.16
2013-07-08,91,34.0,,0.34,30.94
2013-07-09,96,34.0,,0.34,32.64
2013-07-10,90,34.0,,0.34,30.6
2013-07-11,85,34.0,,0.34,28.900000000000002
2013-07-12,71,34.0,,0.34,24.14
2013-07-13,71,34.0,,0.34,24.14
2013-07-14,72,34.0,,0.34,24.48
2013-07-15,77,34.0,,0.34,26.180000000000003
2013-07-16,80,34.0,,0.34,27.200000000000003
2013-07-17,84,34.0,,0.34,28.560000000000002
2013-07-18,88,34.0,,0.34,29.92
2013-07-19,70,34.0,,0.34,23.8
2013-07-20,71,34.0,,0.34,24.14
2013-07-21,100,34.0,,0.34,34.0
2013-07-22,83,34.0,,0.34,28.220000000000002
2013-07-23,80,34.0,,0.34,27.200000000000003
2013-07-24,84,34.0,,0.34,28.560000000000002
2013-07-25,82,34.0,,0.34,27.880000000000003
2013-07-26,87,34.0,,0.34,29.580000000000002
2013-07-27,64,34.0,,0.34,21.76
2013-07-28,68,34.0,,0.34,23.12
2013-07-29,86,34.0,,0.34,29.240000000000002
2013-07-30,83,34.0,,0.34,28.220000000000002
2013-07-31,76,34.0,,0.34,25.840000000000003
2013-08-01,60,36.0,False,0.36,21.599999999999998
2013-08-02,61,36.0,,0.36,21.96
2013-08-03,67,36.0,,0.36,24.119999999999997
2013-08-04,58,36.0,,0.36,20.88
2013-08-05,69,36.0,,0.36,24.84
2013-08-06,68,36.0,,0.36,24.48
2013-08-07,62,36.0,,0.36,22.32
2013-08-08,66,36.0,,0.36,23.759999999999998
2013-08-09,62,36.0,,0.36,22.32
2013-08-10,62,36.0,,0.36,22.32
2013-08-11,58,36.0,,0.36,20.88
2013-08-12,71,36.0,,0.36,25.56
2013-08-13,70,36.0,,0.36,25.2
2013-08-14,67,36.0,,0.36,24.119999999999997
2013-08-15,70,36.0,,0.36,25.2
2013-08-16,76,36.0,,0.36,27.36
2013-08-17,60,36.0,,0.36,21.599999999999998
2013-08-18,64,36.0,,0.36,23.04
2013-08-19,77,36.0,,0.36,27.72
2013-08-20,73,36.0,,0.36,26.279999999999998
2013-08-21,81,36.0,,0.36,29.16
2013-08-22,83,36.0,,0.36,29.88
2013-08-23,79,36.0,,0.36,28.439999999999998
2013-08-24,58,36.0,,0.36,20.88
2013-08-25,70,36.0,,0.36,25.2
2013-08-26,82,36.0,,0.36,29.52
2013-08-27,88,36.0,,0.36,31.68
2013-08-28,100,36.0,,0.36,36.0
2013-08-29,93,36.0,,0.36,33.48
2013-08-30,96,36.0,,0.36,34.56
2013-08-31,66,36.0,,0.36,23.759999999999998
2013-09-01,39,54.0,False,0.54,21.060000000000002
2013-09-02,51,54.0,,0.54,27.540000000000003
2013-09-03,78,54.0,,0.54,42.120000000000005
2013-09-04,72,54.0,,0.54,38.88
2013-09-05,90,54.0,,0.54,48.6
2013-09-06,78,54.0,,0.54,42.120000000000005
2013-09-07,56,54.0,,0.54,30.240000000000002
2013-09-08,67,54.0,,0.54,36.18
2013-09-09,88,54.0,,0.54,47.52
2013-09-10,95,54.0,,0.54,51.300000000000004
2013-09-11,81,54.0,,0.54,43.74
2013-09-12,84,54.0,,0.54,45.36
2013-09-13,85,54.0,,0.54,45.900000000000006
2013-09-14,52,54.0,,0.54,28.080000000000002
2013-09-15,66,54.0,,0.54,35.64
2013-09-16,89,54.0,,0.54,48.06
2013-09-17,85,54.0,,0.54,45.900000000000006
2013-09-18,96,54.0,,0.54,51.84
2013-09-19,85,54.0,,0.54,45.900000000000006
2013-09-20,76,54.0,,0.54,41.040000000000006
2013-09-21,56,54.0,,0.54,30.240000000000002
2013-09-22,69,54.0,,0.54,37.260000000000005
2013-09-23,100,54.0,,0.54,54.0
2013-09-24,93,54.0,,0.54,50.220000000000006
2013-09-25,97,54.0,,0.54,52.38
2013-09-26,94,54.0,,0.54,50.760000000000005
2013-09-27,73,54.0,,0.54,39.42
2013-09-28,61,54.0,,0.54,32.940000000000005
2013-09-29,71,54.0,,0.54,38.34
2013-09-30,93,54.0,,0.54,50.220000000000006
2013-10-01,100,57.0,False,0.57,56.99999999999999
2013-10-02,88,57.0,,0.57,50.16
2013-10-03,90,57.0,,0.57,51.3
2013-10-04,85,57.0,,0.57,48.449999999999996
2013-10-05,49,57.0,,0.57,27.929999999999996
2013-10-06,61,57.0,,0.57,34.769999999999996
2013-10-07,86,57.0,,0.57,49.019999999999996
2013-10-08,94,57.0,,0.57,53.58
2013-10-09,91,57.0,,0.57,51.87
2013-10-10,85,57.0,,0.57,48.449999999999996
2013-10-11,80,57.0,,0.57,45.599999999999994
2013-10-12,43,57.0,,0.57,24.509999999999998
2013-10-13,61,57.0,,0.57,34.769999999999996
2013-10-14,85,57.0,,0.57,48.449999999999996
2013-10-15,80,57.0,,0.57,45.599999999999994
2013-10-16,91,57.0,,0.57,51.87
2013-10-17,91,57.0,,0.57,51.87
2013-10-18,77,57.0,,0.57,43.88999999999999
2013-10-19,44,57.0,,0.57,25.08
2013-10-20,58,57.0,,0.57,33.059999999999995
2013-10-21,89,57.0,,0.57,50.73
2013-10-22,91,57.0,,0.57,51.87
2013-10-23,90,57.0,,0.57,51.3
2013-10-24,88,57.0,,0.57,50.16
2013-10-25,82,57.0,,0.57,46.739999999999995
2013-10-26,56,57.0,,0.57,31.919999999999998
2013-10-27,61,57.0,,0.57,34.769999999999996
2013-10-28,85,57.0,,0.57,48.449999999999996
2013-10-29,90,57.0,,0.57,51.3
2013-10-30,90,57.0,,0.57,51.3
2013-10-31,83,57.0,,0.57,47.309999999999995
2013-11-01,77,50.0,False,0.5,38.5
2013-11-02,59,50.0,,0.5,29.5
2013-11-03,64,50.0,,0.5,32.0
2013-11-04,81,50.0,,0.5,40.5
2013-11-05,89,50.0,,0.5,44.5
2013-11-06,96,50.0,,0.5,48.0
2013-11-07,89,50.0,,0.5,44.5
2013-11-08,80,50.0,,0.5,40.0
2013-11-09,52,50.0,,0.5,26.0
2013-11-10,53,50.0,,0.5,26.5
2013-11-11,85,50.0,,0.5,42.5
2013-11-12,95,50.0,,0.5,47.5
2013-11-13,92,50.0,,0.5,46.0
2013-11-14,89,50.0,,0.5,44.5
2013-11-15,89,50.0,,0.5,44.5
2013-11-16,53,50.0,,0.5,26.5
2013-11-17,71,50.0,,0.5,35.5
2013-11-18,93,50.0,,0.5,46.5
2013-11-19,96,50.0,,0.5,48.0
2013-11-20,100,50.0,,0.5,50.0
2013-11-21,92,50.0,,0.5,46.0
2013-11-22,81,50.0,,0.5,40.5
2013-11-23,55,50.0,,0.5,27.5
2013-11-24,62,50.0,,0.5,31.0
2013-11-25,82,50.0,,0.5,41.0
2013-11-26,81,50.0,,0.5,40.5
2013-11-27,60,50.0,,0.5,30.0
2013-11-28,37,50.0,,0.5,18.5
2013-11-29,44,50.0,,0.5,22.0
2013-11-30,51,50.0,,0.5,25.5
2013-12-01,56,45.0,False,0.45,25.2
2013-12-02,81,45.0,,0.45,36.45
2013-12-03,97,45.0,,0.45,43.65
2013-12-04,95,45.0,,0.45,42.75
2013-12-05,88,45.0,,0.45,39.6
2013-12-06,86,45.0,,0.45,38.7
2013-12-07,50,45.0,,0.45,22.5
2013-12-08,63,45.0,,0.45,28.35
2013-12-09,94,45.0,,0.45,42.300000000000004
2013-12-10,93,45.0,,0.45,41.85
2013-12-11,100,45.0,,0.45,45.0
2013-12-12,100,45.0,,0.45,45.0
2013-12-13,82,45.0,,0.45,36.9
2013-12-14,51,45.0,,0.45,22.95
2013-12-15,57,45.0,,0.45,25.650000000000002
2013-12-16,87,45.0,,0.45,39.15
2013-12-17,80,45.0,,0.45,36.0
2013-12-18,78,45.0,,0.45,35.1
2013-12-19,72,45.0,,0.45,32.4
2013-12-20,57,45.0,,0.45,25.650000000000002
2013-12-21,39,45.0,,0.45,17.55
2013-12-22,35,45.0,,0.45,15.75
2013-12-23,39,45.0,,0.45,17.55
2013-12-24,35,45.0,,0.45,15.75
2013-12-25,26,45.0,,0.45,11.700000000000001
2013-12-26,38,45.0,,0.45,17.1
2013-12-27,43,45.0,,0.45,19.35
2013-12-28,40,45.0,,0.45,18.0
2013-12-29,34,45.0,,0.45,15.3
2013-12-30,39,45.0,,0.45,17.55
2013-12-31,46,45.0,,0.45,20.7
2014-01-01,48,49.0,False,0.49,23.52
2014-01-02,52,49.0,,0.49,25.48
2014-01-03,43,49.0,,0.49,21.07
2014-01-04,45,49.0,,0.49,22.05
2014-01-05,46,49.0,,0.49,22.54
2014-01-06,50,49.0,,0.49,24.5
2014-01-07,67,49.0,,0.49,32.83
2014-01-08,66,49.0,,0.49,32.339999999999996
2014-01-09,75,49.0,,0.49,36.75
2014-01-10,81,49.0,,0.49,39.69
2014-01-11,41,49.0,,0.49,20.09
2014-01-12,56,49.0,,0.49,27.439999999999998
2014-01-13,80,49.0,,0.49,39.2
2014-01-14,93,49.0,,0.49,45.57
2014-01-15,86,49.0,,0.49,42.14
2014-01-16,90,49.0,,0.49,44.1
2014-01-17,80,49.0,,0.49,39.2
2014-01-18,59,49.0,,0.49,28.91
2014-01-19,55,49.0,,0.49,26.95
2014-01-20,77,49.0,,0.49,37.73
2014-01-21,86,49.0,,0.49,42.14
2014-01-22,87,49.0,,0.49,42.63
2014-01-23,100,49.0,,0.49,49.0
2014-01-24,85,49.0,,0.49,41.65
2014-01-25,47,49.0,,0.49,23.03
2014-01-26,66,49.0,,0.49,32.339999999999996
2014-01-27,82,49.0,,0.49,40.18
2014-01-28,87,49.0,,0.49,42.63
2014-01-29,95,49.0,,0.49,46.55
2014-01-30,94,49.0,,0.49,46.06
2014-01-31,91,49.0,,0.49,44.589999999999996
2014-02-01,50,55.0,False,0.55,27.500000000000004
2014-02-02,61,55.0,,0.55,33.550000000000004
2014-02-03,83,55.0,,0.55,45.650000000000006
2014-02-04,92,55.0,,0.55,50.6
2014-02-05,92,55.0,,0.55,50.6
2014-02-06,90,55.0,,0.55,49.50000000000001
2014-02-07,86,55.0,,0.55,47.300000000000004
2014-02-08,52,55.0,,0.55,28.6
2014-02-09,65,55.0,,0.55,35.75
2014-02-10,98,55.0,,0.55,53.900000000000006
2014-02-11,97,55.0,,0.55,53.35
2014-02-12,87,55.0,,0.55,47.85
2014-02-13,92,55.0,,0.55,50.6
2014-02-14,73,55.0,,0.55,40.150000000000006
2014-02-15,51,55.0,,0.55,28.05
2014-02-16,58,55.0,,0.55,31.900000000000002
2014-02-17,75,55.0,,0.55,41.25
2014-02-18,92,55.0,,0.55,50.6
2014-02-19,97,55.0,,0.55,53.35
2014-02-20,85,55.0,,0.55,46.75000000000001
2014-02-21,87,55.0,,0.55,47.85
2014-02-22,53,55.0,,0.55,29.150000000000002
2014-02-23,69,55.0,,0.55,37.95
2014-02-24,100,55.0,,0.55,55.00000000000001
2014-02-25,98,55.0,,0.55,53.900000000000006
2014-02-26,98,55.0,,0.55,53.900000000000006
2014-02-27,97,55.0,,0.55,53.35
2014-02-28,89,55.0,,0.55,48.95
2014-03-01,58,53.0,False,0.53,30.740000000000002
2014-03-02,65,53.0,,0.53,34.45
2014-03-03,91,53.0,,0.53,48.230000000000004
2014-03-04,97,53.0,,0.53,51.410000000000004
2014-03-05,100,53.0,,0.53,53.0
2014-03-06,97,53.0,,0.53,51.410000000000004
2014-03-07,88,53.0,,0.53,46.64
2014-03-08,58,53.0,,0.53,30.740000000000002
2014-03-09,66,53.0,,0.53,34.980000000000004
2014-03-10,91,53.0,,0.53,48.230000000000004
2014-03-11,89,53.0,,0.53,47.17
2014-03-12,85,53.0,,0.53,45.050000000000004
2014-03-13,83,53.0,,0.53,43.99
2014-03-14,84,53.0,,0.53,44.52
2014-03-15,49,53.0,,0.53,25.970000000000002
2014-03-16,62,53.0,,0.53,32.86
2014-03-17,91,53.0,,0.53,48.230000000000004
2014-03-18,85,53.0,,0.53,45.050000000000004
2014-03-19,86,53.0,,0.53,45.580000000000005
2014-03-20,89,53.0,,0.53,47.17
2014-03-21,77,53.0,,0.53,40.81
2014-03-22,57,53.0,,0.53,30.21
2014-03-23,60,53.0,,0.53,31.8
2014-03-24,88,53.0,,0.53,46.64
2014-03-25,93,53.0,,0.53,49.29
2014-03-26,90,53.0,,0.53,47.7
2014-03-27,96,53.0,,0.53,50.88
2014-03-28,82,53.0,,0.53,43.46
2014-03-29,52,53.0,,0.53,27.560000000000002
2014-03-30,66,53.0,,0.53,34.980000000000004
2014-03-31,85,53.0,,0.53,45.050000000000004
2014-04-01,62,54.0,False,0.54,33.480000000000004
2014-04-02,75,54.0,,0.54,40.5
2014-04-03,82,54.0,,0.54,44.28
2014-04-04,67,54.0,,0.54,36.18
2014-04-05,45,54.0,,0.54,24.3
2014-04-06,52,54.0,,0.54,28.080000000000002
2014-04-07,75,54.0,,0.54,40.5
2014-04-08,76,54.0,,0.54,41.040000000000006
2014-04-09,78,54.0,,0.54,42.120000000000005
2014-04-10,75,54.0,,0.54,40.5
2014-04-11,69,54.0,,0.54,37.260000000000005
2014-04-12,38,54.0,,0.54,20.520000000000003
2014-04-13,53,54.0,,0.54,28.62
2014-04-14,70,54.0,,0.54,37.800000000000004
2014-04-15,76,54.0,,0.54,41.040000000000006
2014-04-16,78,54.0,,0.54,42.120000000000005
2014-04-17,87,54.0,,0.54,46.980000000000004
2014-04-18,50,54.0,,0.54,27.0
2014-04-19,41,54.0,,0.54,22.14
2014-04-20,54,54.0,,0.54,29.160000000000004
2014-04-21,70,54.0,,0.54,37.800000000000004
2014-04-22,86,54.0,,0.54,46.440000000000005
