date,ECONOMY_unscaled,ECONOMY_monthly,isPartial,scale,ECONOMY
2008-10-25,45,100.0,,1.0,45.0
2008-10-26,52,100.0,,1.0,52.0
2008-10-27,79,100.0,,1.0,79.0
2008-10-28,79,100.0,,1.0,79.0
2008-10-29,71,100.0,,1.0,71.0
2008-10-30,67,100.0,,1.0,67.0
2008-10-31,53,100.0,,1.0,53.0
2008-11-01,54,85.0,False,0.85,45.9
2008-11-02,67,85.0,,0.85,56.949999999999996
2008-11-03,66,85.0,,0.85,56.1
2008-11-04,66,85.0,,0.85,56.1
2008-11-05,91,85.0,,0.85,77.35
2008-11-06,86,85.0,,0.85,73.1
2008-11-07,78,85.0,,0.85,66.3
2008-11-08,61,85.0,,0.85,51.85
2008-11-09,51,85.0,,0.85,43.35
2008-11-10,76,85.0,,0.85,64.6
2008-11-11,69,85.0,,0.85,58.65
2008-11-12,94,85.0,,0.85,79.89999999999999
2008-11-13,99,85.0,,0.85,84.14999999999999
2008-11-14,79,85.0,,0.85,67.14999999999999
2008-11-15,55,85.0,,0.85,46.75
2008-11-16,53,85.0,,0.85,45.05
2008-11-17,92,85.0,,0.85,78.2
2008-11-18,100,85.0,,0.85,85.0
2008-11-19,86,85.0,,0.85,73.1
2008-11-20,100,85.0,,0.85,85.0
2008-11-21,94,85.0,,0.85,79.89999999999999
2008-11-22,51,85.0,,0.85,43.35
2008-11-23,74,85.0,,0.85,62.9
2008-11-24,83,85.0,,0.85,70.55
2008-11-25,77,85.0,,0.85,65.45
2008-11-26,67,85.0,,0.85,56.949999999999996
2008-11-27,32,85.0,,0.85,27.2
2008-11-28,31,85.0,,0.85,26.349999999999998
2008-11-29,61,85.0,,0.85,51.85
2008-11-30,57,85.0,,0.85,48.449999999999996
2008-12-01,96,72.0,False,0.72,69.12
2008-12-02,87,72.0,,0.72,62.64
2008-12-03,95,72.0,,0.72,68.39999999999999
2008-12-04,100,72.0,,0.72,72.0
2008-12-05,88,72.0,,0.72,63.36
2008-12-06,64,72.0,,0.72,46.08
2008-12-07,83,72.0,,0.72,59.76
2008-12-08,75,72.0,,0.72,54.0
2008-12-09,89,72.0,,0.72,64.08
2008-12-10,90,72.0,,0.72,64.8
2008-12-11,76,72.0,,0.72,54.72
2008-12-12,74,72.0,,0.72,53.28
2008-12-13,50,72.0,,0.72,36.0
2008-12-14,60,72.0,,0.72,43.199999999999996
2008-12-15,93,72.0,,0.72,66.96
2008-12-16,68,72.0,,0.72,48.96
2008-12-17,75,72.0,,0.72,54.0
2008-12-18,68,72.0,,0.72,48.96
2008-12-19,62,72.0,,0.72,44.64
2008-12-20,48,72.0,,0.72,34.56
2008-12-21,41,72.0,,0.72,29.52
2008-12-22,46,72.0,,0.72,33.12
2008-12-23,40,72.0,,0.72,28.799999999999997
2008-12-24,53,72.0,,0.72,38.16
2008-12-25,32,72.0,,0.72,23.04
2008-12-26,23,72.0,,0.72,16.56
2008-12-27,28,72.0,,0.72,20.16
2008-12-28,39,72.0,,0.72,28.08
2008-12-29,39,72.0,,0.72,28.08
2008-12-30,42,72.0,,0.72,30.24
2008-12-31,42,72.0,,0.72,30.24
2009-01-01,39,70.0,False,0.7,27.299999999999997
2009-01-02,45,70.0,,0.7,31.499999999999996
2009-01-03,43,70.0,,0.7,30.099999999999998
2009-01-04,41,70.0,,0.7,28.7
2009-01-05,66,70.0,,0.7,46.199999999999996
2009-01-06,69,70.0,,0.7,48.3
2009-01-07,72,70.0,,0.7,50.4
2009-01-08,77,70.0,,0.7,53.9
2009-01-09,80,70.0,,0.7,56.0
2009-01-10,34,70.0,,0.7,23.799999999999997
2009-01-11,43,70.0,,0.7,30.099999999999998
2009-01-12,74,70.0,,0.7,51.8
2009-01-13,61,70.0,,0.7,42.699999999999996
2009-01-14,71,70.0,,0.7,49.699999999999996
2009-01-15,79,70.0,,0.7,55.3
2009-01-16,51,70.0,,0.7,35.699999999999996
2009-01-17,46,70.0,,0.7,32.199999999999996
2009-01-18,60,70.0,,0.7,42.0
2009-01-19,71,70.0,,0.7,49.699999999999996
2009-01-20,72,70.0,,0.7,50.4
2009-01-21,67,70.0,,0.7,46.9
2009-01-22,77,70.0,,0.7,53.9
2009-01-23,80,70.0,,0.7,56.0
2009-01-24,58,70.0,,0.7,40.599999999999994
2009-01-25,55,70.0,,0.7,38.5
2009-01-26,87,70.0,,0.7,60.9
2009-01-27,74,70.0,,0.7,51.8
2009-01-28,71,70.0,,0.7,49.699999999999996
2009-01-29,100,70.0,,0.7,70.0
2009-01-30,89,70.0,,0.7,62.3
2009-01-31,60,70.0,,0.7,42.0
2009-02-01,63,88.0,False,0.88,55.44
2009-02-02,79,88.0,,0.88,69.52
2009-02-03,85,88.0,,0.88,74.8
2009-02-04,79,88.0,,0.88,69.52
2009-02-05,84,88.0,,0.88,73.92
2009-02-06,72,88.0,,0.88,63.36
2009-02-07,50,88.0,,0.88,44.0
2009-02-08,70,88.0,,0.88,61.6
2009-02-09,94,88.0,,0.88,82.72
2009-02-10,84,88.0,,0.88,73.92
2009-02-11,93,88.0,,0.88,81.84
2009-02-12,72,88.0,,0.88,63.36
2009-02-13,72,88.0,,0.88,63.36
2009-02-14,47,88.0,,0.88,41.36
2009-02-15,52,88.0,,0.88,45.76
2009-02-16,87,88.0,,0.88,76.56
2009-02-17,92,88.0,,0.88,80.96
2009-02-18,90,88.0,,0.88,79.2
2009-02-19,89,88.0,,0.88,78.32000000000001
2009-02-20,80,88.0,,0.88,70.4
2009-02-21,57,88.0,,0.88,50.160000000000004
2009-02-22,62,88.0,,0.88,54.56
2009-02-23,84,88.0,,0.88,73.92
2009-02-24,100,88.0,,0.88,88.0
2009-02-25,86,88.0,,0.88,75.68
2009-02-26,83,88.0,,0.88,73.04
2009-02-27,86,88.0,,0.88,75.68
2009-02-28,53,88.0,,0.88,46.64
2009-03-01,68,83.0,False,0.83,56.44
2009-03-02,100,83.0,,0.83,83.0
2009-03-03,82,83.0,,0.83,68.06
2009-03-04,99,83.0,,0.83,82.17
2009-03-05,93,83.0,,0.83,77.19
2009-03-06,81,83.0,,0.83,67.22999999999999
2009-03-07,68,83.0,,0.83,56.44
2009-03-08,67,83.0,,0.83,55.61
2009-03-09,100,83.0,,0.83,83.0
2009-03-10,92,83.0,,0.83,76.36
2009-03-11,92,83.0,,0.83,76.36
2009-03-12,85,83.0,,0.83,70.55
2009-03-13,88,83.0,,0.83,73.03999999999999
2009-03-14,40,83.0,,0.83,33.199999999999996
2009-03-15,51,83.0,,0.83,42.33
2009-03-16,83,83.0,,0.83,68.89
2009-03-17,80,83.0,,0.83,66.39999999999999
2009-03-18,70,83.0,,0.83,58.099999999999994
2009-03-19,81,83.0,,0.83,67.22999999999999
2009-03-20,59,83.0,,0.83,48.97
2009-03-21,53,83.0,,0.83,43.989999999999995
2009-03-22,70,83.0,,0.83,58.099999999999994
2009-03-23,83,83.0,,0.83,68.89
2009-03-24,78,83.0,,0.83,64.74
2009-03-25,88,83.0,,0.83,73.03999999999999
2009-03-26,76,83.0,,0.83,63.08
2009-03-27,82,83.0,,0.83,68.06
2009-03-28,54,83.0,,0.83,44.82
2009-03-29,48,83.0,,0.83,39.839999999999996
2009-03-30,92,83.0,,0.83,76.36
2009-03-31,81,83.0,,0.83,67.22999999999999
2009-04-01,84,75.0,False,0.75,63.0
2009-04-02,89,75.0,,0.75,66.75
2009-04-03,62,75.0,,0.75,46.5
2009-04-04,63,75.0,,0.75,47.25
2009-04-05,51,75.0,,0.75,38.25
2009-04-06,86,75.0,,0.75,64.5
2009-04-07,74,75.0,,0.75,55.5
2009-04-08,65,75.0,,0.75,48.75
2009-04-09,65,75.0,,0.75,48.75
2009-04-10,68,75.0,,0.75,51.0
2009-04-11,58,75.0,,0.75,43.5
2009-04-12,64,75.0,,0.75,48.0
2009-04-13,60,75.0,,0.75,45.0
2009-04-14,88,75.0,,0.75,66.0
2009-04-15,97,75.0,,0.75,72.75
2009-04-16,81,75.0,,0.75,60.75
2009-04-17,73,75.0,,0.75,54.75
2009-04-18,57,75.0,,0.75,42.75
2009-04-19,67,75.0,,0.75,50.25
2009-04-20,79,75.0,,0.75,59.25
2009-04-21,92,75.0,,0.75,69.0
2009-04-22,86,75.0,,0.75,64.5
2009-04-23,98,75.0,,0.75,73.5
2009-04-24,100,75.0,,0.75,75.0
2009-04-25,50,75.0,,0.75,37.5
2009-04-26,89,75.0,,0.75,66.75
2009-04-27,98,75.0,,0.75,73.5
2009-04-28,98,75.0,,0.75,73.5
2009-04-29,98,75.0,,0.75,73.5
2009-04-30,94,75.0,,0.75,70.5
2009-05-01,69,67.0,False,0.67,46.230000000000004
2009-05-02,62,67.0,,0.67,41.54
2009-05-03,58,67.0,,0.67,38.86
2009-05-04,81,67.0,,0.67,54.27
2009-05-05,79,67.0,,0.67,52.93
2009-05-06,100,67.0,,0.67,67.0
2009-05-07,81,67.0,,0.67,54.27
2009-05-08,75,67.0,,0.67,50.25
2009-05-09,53,67.0,,0.67,35.510000000000005
2009-05-10,56,67.0,,0.67,37.52
2009-05-11,77,67.0,,0.67,51.59
2009-05-12,86,67.0,,0.67,57.620000000000005
2009-05-13,77,67.0,,0.67,51.59
2009-05-14,70,67.0,,0.67,46.900000000000006
2009-05-15,80,67.0,,0.67,53.6
2009-05-16,48,67.0,,0.67,32.160000000000004
2009-05-17,59,67.0,,0.67,39.53
2009-05-18,86,67.0,,0.67,57.620000000000005
2009-05-19,86,67.0,,0.67,57.620000000000005
2009-05-20,68,67.0,,0.67,45.56
2009-05-21,73,67.0,,0.67,48.910000000000004
2009-05-22,64,67.0,,0.67,42.88
2009-05-23,36,67.0,,0.67,24.12
2009-05-24,43,67.0,,0.67,28.810000000000002
2009-05-25,46,67.0,,0.67,30.82
2009-05-26,70,67.0,,0.67,46.900000000000006
2009-05-27,69,67.0,,0.67,46.230000000000004
2009-05-28,68,67.0,,0.67,45.56
2009-05-29,67,67.0,,0.67,44.89
2009-05-30,45,67.0,,0.67,30.150000000000002
2009-05-31,44,67.0,,0.67,29.48
2009-06-01,95,50.0,False,0.5,47.5
2009-06-02,95,50.0,,0.5,47.5
2009-06-03,94,50.0,,0.5,47.0
2009-06-04,80,50.0,,0.5,40.0
2009-06-05,75,50.0,,0.5,37.5
2009-06-06,51,50.0,,0.5,25.5
2009-06-07,59,50.0,,0.5,29.5
2009-06-08,66,50.0,,0.5,33.0
2009-06-09,78,50.0,,0.5,39.0
2009-06-10,96,50.0,,0.5,48.0
2009-06-11,100,50.0,,0.5,50.0
2009-06-12,72,50.0,,0.5,36.0
2009-06-13,42,50.0,,0.5,21.0
2009-06-14,67,50.0,,0.5,33.5
2009-06-15,59,50.0,,0.5,29.5
2009-06-16,59,50.0,,0.5,29.5
2009-06-17,70,50.0,,0.5,35.0
2009-06-18,71,50.0,,0.5,35.5
2009-06-19,59,50.0,,0.5,29.5
2009-06-20,62,50.0,,0.5,31.0
2009-06-21,62,50.0,,0.5,31.0
2009-06-22,60,50.0,,0.5,30.0
2009-06-23,70,50.0,,0.5,35.0
2009-06-24,65,50.0,,0.5,32.5
2009-06-25,67,50.0,,0.5,33.5
2009-06-26,58,50.0,,0.5,29.0
2009-06-27,49,50.0,,0.5,24.5
2009-06-28,50,50.0,,0.5,25.0
2009-06-29,63,50.0,,0.5,31.5
2009-06-30,64,50.0,,0.5,32.0
2009-07-01,75,49.0,False,0.49,36.75
2009-07-02,61,49.0,,0.49,29.89
2009-07-03,67,49.0,,0.49,32.83
2009-07-04,54,49.0,,0.49,26.46
2009-07-05,60,49.0,,0.49,29.4
2009-07-06,73,49.0,,0.49,35.769999999999996
2009-07-07,78,49.0,,0.49,38.22
2009-07-08,86,49.0,,0.49,42.14
2009-07-09,87,49.0,,0.49,42.63
2009-07-10,84,49.0,,0.49,41.16
2009-07-11,68,49.0,,0.49,33.32
2009-07-12,66,49.0,,0.49,32.339999999999996
2009-07-13,72,49.0,,0.49,35.28
2009-07-14,85,49.0,,0.49,41.65
2009-07-15,69,49.0,,0.49,33.81
2009-07-16,82,49.0,,0.49,40.18
2009-07-17,78,49.0,,0.49,38.22
2009-07-18,57,49.0,,0.49,27.93
2009-07-19,82,49.0,,0.49,40.18
2009-07-20,82,49.0,,0.49,40.18
2009-07-21,82,49.0,,0.49,40.18
2009-07-22,100,49.0,,0.49,49.0
2009-07-23,77,49.0,,0.49,37.73
2009-07-24,78,49.0,,0.49,38.22
2009-07-25,74,49.0,,0.49,36.26
2009-07-26,77,49.0,,0.49,37.73
2009-07-27,86,49.0,,0.49,42.14
2009-07-28,99,49.0,,0.49,48.51
2009-07-29,83,49.0,,0.49,40.67
2009-07-30,75,49.0,,0.49,36.75
2009-07-31,99,49.0,,0.49,48.51
2009-08-01,100,46.0,False,0.46,46.0
2009-08-02,64,46.0,,0.46,29.44
2009-08-03,78,46.0,,0.46,35.88
2009-08-04,75,46.0,,0.46,34.5
2009-08-05,88,46.0,,0.46,40.480000000000004
2009-08-06,70,46.0,,0.46,32.2
2009-08-07,69,46.0,,0.46,31.740000000000002
2009-08-08,75,46.0,,0.46,34.5
2009-08-09,57,46.0,,0.46,26.220000000000002
2009-08-10,72,46.0,,0.46,33.120000000000005
2009-08-11,65,46.0,,0.46,29.900000000000002
2009-08-12,67,46.0,,0.46,30.82
2009-08-13,91,46.0,,0.46,41.86
2009-08-14,67,46.0,,0.46,30.82
2009-08-15,56,46.0,,0.46,25.76
2009-08-16,49,46.0,,0.46,22.540000000000003
2009-08-17,68,46.0,,0.46,31.28
2009-08-18,79,46.0,,0.46,36.34
2009-08-19,61,46.0,,0.46,28.060000000000002
2009-08-20,90,46.0,,0.46,41.4
2009-08-21,48,46.0,,0.46,22.080000000000002
2009-08-22,66,46.0,,0.46,30.360000000000003
2009-08-23,40,46.0,,0.46,18.400000000000002
2009-08-24,52,46.0,,0.46,23.92
2009-08-25,82,46.0,,0.46,37.72
2009-08-26,68,46.0,,0.46,31.28
2009-08-27,96,46.0,,0.46,44.160000000000004
2009-08-28,89,46.0,,0.46,40.940000000000005
2009-08-29,52,46.0,,0.46,23.92
2009-08-30,72,46.0,,0.46,33.120000000000005
2009-08-31,88,46.0,,0.46,40.480000000000004
2009-09-01,67,60.0,False,0.6,40.199999999999996
2009-09-02,66,60.0,,0.6,39.6
2009-09-03,73,60.0,,0.6,43.8
2009-09-04,72,60.0,,0.6,43.199999999999996
2009-09-05,45,60.0,,0.6,27.0
2009-09-06,49,60.0,,0.6,29.4
2009-09-07,49,60.0,,0.6,29.4
2009-09-08,89,60.0,,0.6,53.4
2009-09-09,85,60.0,,0.6,51.0
2009-09-10,78,60.0,,0.6,46.8
2009-09-11,100,60.0,,0.6,60.0
2009-09-12,45,60.0,,0.6,27.0
2009-09-13,45,60.0,,0.6,27.0
2009-09-14,78,60.0,,0.6,46.8
2009-09-15,89,60.0,,0.6,53.4
2009-09-16,83,60.0,,0.6,49.8
2009-09-17,99,60.0,,0.6,59.4
2009-09-18,71,60.0,,0.6,42.6
2009-09-19,40,60.0,,0.6,24.0
2009-09-20,42,60.0,,0.6,25.2
2009-09-21,78,60.0,,0.6,46.8
2009-09-22,78,60.0,,0.6,46.8
2009-09-23,84,60.0,,0.6,50.4
2009-09-24,85,60.0,,0.6,51.0
2009-09-25,87,60.0,,0.6,52.199999999999996
2009-09-26,65,60.0,,0.6,39.0
2009-09-27,62,60.0,,0.6,37.199999999999996
2009-09-28,86,60.0,,0.6,51.6
2009-09-29,79,60.0,,0.6,47.4
2009-09-30,99,60.0,,0.6,59.4
2009-10-01,94,61.0,False,0.61,57.339999999999996
2009-10-02,77,61.0,,0.61,46.97
2009-10-03,53,61.0,,0.61,32.33
2009-10-04,55,61.0,,0.61,33.55
2009-10-05,85,61.0,,0.61,51.85
2009-10-06,100,61.0,,0.61,61.0
2009-10-07,86,61.0,,0.61,52.46
2009-10-08,96,61.0,,0.61,58.56
2009-10-09,69,61.0,,0.61,42.089999999999996
2009-10-10,53,61.0,,0.61,32.33
2009-10-11,61,61.0,,0.61,37.21
2009-10-12,64,61.0,,0.61,39.04
2009-10-13,75,61.0,,0.61,45.75
2009-10-14,76,61.0,,0.61,46.36
2009-10-15,83,61.0,,0.61,50.629999999999995
2009-10-16,64,61.0,,0.61,39.04
2009-10-17,48,61.0,,0.61,29.28
2009-10-18,81,61.0,,0.61,49.41
2009-10-19,86,61.0,,0.61,52.46
2009-10-20,76,61.0,,0.61,46.36
2009-10-21,90,61.0,,0.61,54.9
2009-10-22,89,61.0,,0.61,54.29
2009-10-23,71,61.0,,0.61,43.31
2009-10-24,46,61.0,,0.61,28.06
2009-10-25,73,61.0,,0.61,44.53
2009-10-26,90,61.0,,0.61,54.9
2009-10-27,82,61.0,,0.61,50.019999999999996
2009-10-28,85,61.0,,0.61,51.85
2009-10-29,76,61.0,,0.61,46.36
2009-10-30,85,61.0,,0.61,51.85
2009-10-31,54,61.0,,0.61,32.94
2009-11-01,79,60.0,False,0.6,47.4
2009-11-02,84,60.0,,0.6,50.4
2009-11-03,76,60.0,,0.6,45.6
2009-11-04,81,60.0,,0.6,48.6
2009-11-05,82,60.0,,0.6,49.199999999999996
2009-11-06,69,60.0,,0.6,41.4
2009-11-07,46,60.0,,0.6,27.599999999999998
2009-11-08,70,60.0,,0.6,42.0
2009-11-09,97,60.0,,0.6,58.199999999999996
2009-11-10,70,60.0,,0.6,42.0
2009-11-11,81,60.0,,0.6,48.6
2009-11-12,79,60.0,,0.6,47.4
2009-11-13,63,60.0,,0.6,37.8
2009-11-14,56,60.0,,0.6,33.6
2009-11-15,64,60.0,,0.6,38.4
2009-11-16,92,60.0,,0.6,55.199999999999996
2009-11-17,74,60.0,,0.6,44.4
2009-11-18,100,60.0,,0.6,60.0
2009-11-19,80,60.0,,0.6,48.0
2009-11-20,70,60.0,,0.6,42.0
2009-11-21,69,60.0,,0.6,41.4
2009-11-22,75,60.0,,0.6,45.0
2009-11-23,90,60.0,,0.6,54.0
2009-11-24,79,60.0,,0.6,47.4
2009-11-25,60,60.0,,0.6,36.0
2009-11-26,39,60.0,,0.6,23.4
2009-11-27,36,60.0,,0.6,21.599999999999998
2009-11-28,47,60.0,,0.6,28.2
2009-11-29,73,60.0,,0.6,43.8
2009-11-30,96,60.0,,0.6,57.599999999999994
2009-12-01,100,50.0,False,0.5,50.0
2009-12-02,97,50.0,,0.5,48.5
2009-12-03,98,50.0,,0.5,49.0
2009-12-04,84,50.0,,0.5,42.0
2009-12-05,58,50.0,,0.5,29.0
2009-12-06,72,50.0,,0.5,36.0
2009-12-07,85,50.0,,0.5,42.5
2009-12-08,91,50.0,,0.5,45.5
2009-12-09,83,50.0,,0.5,41.5
2009-12-10,83,50.0,,0.5,41.5
2009-12-11,83,50.0,,0.5,41.5
2009-12-12,49,50.0,,0.5,24.5
2009-12-13,61,50.0,,0.5,30.5
2009-12-14,84,50.0,,0.5,42.0
2009-12-15,74,50.0,,0.5,37.0
2009-12-16,79,50.0,,0.5,39.5
2009-12-17,64,50.0,,0.5,32.0
2009-12-18,59,50.0,,0.5,29.5
2009-12-19,39,50.0,,0.5,19.5
2009-12-20,35,50.0,,0.5,17.5
2009-12-21,45,50.0,,0.5,22.5
2009-12-22,46,50.0,,0.5,23.0
2009-12-23,40,50.0,,0.5,20.0
2009-12-24,27,50.0,,0.5,13.5
2009-12-25,38,50.0,,0.5,19.0
2009-12-26,32,50.0,,0.5,16.0
2009-12-27,33,50.0,,0.5,16.5
2009-12-28,36,50.0,,0.5,18.0
2009-12-29,43,50.0,,0.5,21.5
2009-12-30,38,50.0,,0.5,19.0
2009-12-31,35,50.0,,0.5,17.5
2010-01-01,36,50.0,False,0.5,18.0
2010-01-02,39,50.0,,0.5,19.5
2010-01-03,52,50.0,,0.5,26.0
2010-01-04,53,50.0,,0.5,26.5
2010-01-05,64,50.0,,0.5,32.0
2010-01-06,71,50.0,,0.5,35.5
2010-01-07,72,50.0,,0.5,36.0
2010-01-08,68,50.0,,0.5,34.0
2010-01-09,58,50.0,,0.5,29.0
2010-01-10,84,50.0,,0.5,42.0
2010-01-11,77,50.0,,0.5,38.5
2010-01-12,88,50.0,,0.5,44.0
2010-01-13,81,50.0,,0.5,40.5
2010-01-14,74,50.0,,0.5,37.0
2010-01-15,75,50.0,,0.5,37.5
2010-01-16,65,50.0,,0.5,32.5
2010-01-17,61,50.0,,0.5,30.5
2010-01-18,65,50.0,,0.5,32.5
2010-01-19,97,50.0,,0.5,48.5
2010-01-20,90,50.0,,0.5,45.0
2010-01-21,81,50.0,,0.5,40.5
2010-01-22,75,50.0,,0.5,37.5
2010-01-23,56,50.0,,0.5,28.0
2010-01-24,69,50.0,,0.5,34.5
2010-01-25,69,50.0,,0.5,34.5
2010-01-26,100,50.0,,0.5,50.0
2010-01-27,97,50.0,,0.5,48.5
2010-01-28,94,50.0,,0.5,47.0
2010-01-29,79,50.0,,0.5,39.5
2010-01-30,47,50.0,,0.5,23.5
2010-01-31,73,50.0,,0.5,36.5
2010-02-01,88,58.0,False,0.58,51.04
2010-02-02,82,58.0,,0.58,47.559999999999995
2010-02-03,84,58.0,,0.58,48.72
2010-02-04,91,58.0,,0.58,52.779999999999994
2010-02-05,82,58.0,,0.58,47.559999999999995
2010-02-06,57,58.0,,0.58,33.059999999999995
2010-02-07,67,58.0,,0.58,38.86
2010-02-08,94,58.0,,0.58,54.519999999999996
2010-02-09,76,58.0,,0.58,44.08
2010-02-10,89,58.0,,0.58,51.62
2010-02-11,84,58.0,,0.58,48.72
2010-02-12,85,58.0,,0.58,49.3
2010-02-13,54,58.0,,0.58,31.319999999999997
2010-02-14,58,58.0,,0.58,33.64
2010-02-15,75,58.0,,0.58,43.5
2010-02-16,83,58.0,,0.58,48.13999999999999
2010-02-17,95,58.0,,0.58,55.099999999999994
2010-02-18,100,58.0,,0.58,57.99999999999999
2010-02-19,77,58.0,,0.58,44.66
2010-02-20,57,58.0,,0.58,33.059999999999995
2010-02-21,79,58.0,,0.58,45.82
2010-02-22,97,58.0,,0.58,56.26
2010-02-23,94,58.0,,0.58,54.519999999999996
2010-02-24,91,58.0,,0.58,52.779999999999994
2010-02-25,87,58.0,,0.58,50.459999999999994
2010-02-26,72,58.0,,0.58,41.76
2010-02-27,66,58.0,,0.58,38.279999999999994
2010-02-28,84,58.0,,0.58,48.72
2010-03-01,81,58.0,False,0.58,46.98
2010-03-02,88,58.0,,0.58,51.04
2010-03-03,89,58.0,,0.58,51.62
2010-03-04,100,58.0,,0.58,57.99999999999999
2010-03-05,75,58.0,,0.58,43.5
2010-03-06,41,58.0,,0.58,23.779999999999998
2010-03-07,70,58.0,,0.58,40.599999999999994
2010-03-08,60,58.0,,0.58,34.8
2010-03-09,84,58.0,,0.58,48.72
2010-03-10,75,58.0,,0.58,43.5
2010-03-11,86,58.0,,0.58,49.879999999999995
2010-03-12,92,58.0,,0.58,53.36
2010-03-13,47,58.0,,0.58,27.259999999999998
2010-03-14,48,58.0,,0.58,27.839999999999996
2010-03-15,77,58.0,,0.58,44.66
2010-03-16,63,58.0,,0.58,36.54
2010-03-17,67,58.0,,0.58,38.86
2010-03-18,72,58.0,,0.58,41.76
2010-03-19,60,58.0,,0.58,34.8
2010-03-20,41,58.0,,0.58,23.779999999999998
2010-03-21,69,58.0,,0.58,40.019999999999996
2010-03-22,86,58.0,,0.58,49.879999999999995
2010-03-23,81,58.0,,0.58,46.98
2010-03-24,81,58.0,,0.58,46.98
2010-03-25,79,58.0,,0.58,45.82
2010-03-26,73,58.0,,0.58,42.339999999999996
2010-03-27,41,58.0,,0.58,23.779999999999998
2010-03-28,63,58.0,,0.58,36.54
2010-03-29,77,58.0,,0.58,44.66
2010-03-30,72,58.0,,0.58,41.76
2010-03-31,61,58.0,,0.58,35.379999999999995
2010-04-01,63,60.0,False,0.6,37.8
2010-04-02,54,60.0,,0.6,32.4
2010-04-03,41,60.0,,0.6,24.599999999999998
2010-04-04,46,60.0,,0.6,27.599999999999998
2010-04-05,58,60.0,,0.6,34.8
2010-04-06,80,60.0,,0.6,48.0
2010-04-07,76,60.0,,0.6,45.6
2010-04-08,82,60.0,,0.6,49.199999999999996
2010-04-09,69,60.0,,0.6,41.4
2010-04-10,53,60.0,,0.6,31.799999999999997
2010-04-11,65,60.0,,0.6,39.0
2010-04-12,83,60.0,,0.6,49.8
2010-04-13,77,60.0,,0.6,46.199999999999996
2010-04-14,78,60.0,,0.6,46.8
2010-04-15,85,60.0,,0.6,51.0
2010-04-16,71,60.0,,0.6,42.6
2010-04-17,49,60.0,,0.6,29.4
2010-04-18,58,60.0,,0.6,34.8
2010-04-19,86,60.0,,0.6,51.6
2010-04-20,83,60.0,,0.6,49.8
2010-04-21,92,60.0,,0.6,55.199999999999996
2010-04-22,87,60.0,,0.6,52.199999999999996
2010-04-23,67,60.0,,0.6,40.199999999999996
2010-04-24,53,60.0,,0.6,31.799999999999997
2010-04-25,59,60.0,,0.6,35.4
2010-04-26,89,60.0,,0.6,53.4
2010-04-27,91,60.0,,0.6,54.6
2010-04-28,83,60.0,,0.6,49.8
2010-04-29,100,60.0,,0.6,60.0
2010-04-30,74,60.0,,0.6,44.4
2010-05-01,54,59.0,False,0.59,31.86
2010-05-02,69,59.0,,0.59,40.71
2010-05-03,87,59.0,,0.59,51.33
2010-05-04,100,59.0,,0.59,59.0
2010-05-05,94,59.0,,0.59,55.459999999999994
2010-05-06,87,59.0,,0.59,51.33
2010-05-07,85,59.0,,0.59,50.15
2010-05-08,54,59.0,,0.59,31.86
2010-05-09,66,59.0,,0.59,38.94
2010-05-10,87,59.0,,0.59,51.33
2010-05-11,94,59.0,,0.59,55.459999999999994
2010-05-12,84,59.0,,0.59,49.559999999999995
2010-05-13,73,59.0,,0.59,43.07
2010-05-14,78,59.0,,0.59,46.019999999999996
2010-05-15,57,59.0,,0.59,33.629999999999995
2010-05-16,65,59.0,,0.59,38.35
2010-05-17,85,59.0,,0.59,50.15
2010-05-18,78,59.0,,0.59,46.019999999999996
2010-05-19,82,59.0,,0.59,48.379999999999995
2010-05-20,71,59.0,,0.59,41.89
2010-05-21,70,59.0,,0.59,41.3
2010-05-22,35,59.0,,0.59,20.65
2010-05-23,54,59.0,,0.59,31.86
2010-05-24,81,59.0,,0.59,47.79
2010-05-25,76,59.0,,0.59,44.839999999999996
2010-05-26,70,59.0,,0.59,41.3
2010-05-27,75,59.0,,0.59,44.25
2010-05-28,60,59.0,,0.59,35.4
2010-05-29,45,59.0,,0.59,26.549999999999997
2010-05-30,40,59.0,,0.59,23.599999999999998
2010-05-31,53,59.0,,0.59,31.27
2010-06-01,100,41.0,False,0.41,41.0
2010-06-02,96,41.0,,0.41,39.36
2010-06-03,89,41.0,,0.41,36.489999999999995
2010-06-04,79,41.0,,0.41,32.39
2010-06-05,58,41.0,,0.41,23.779999999999998
2010-06-06,83,41.0,,0.41,34.03
2010-06-07,83,41.0,,0.41,34.03
2010-06-08,79,41.0,,0.41,32.39
2010-06-09,87,41.0,,0.41,35.669999999999995
2010-06-10,85,41.0,,0.41,34.85
2010-06-11,68,41.0,,0.41,27.88
2010-06-12,63,41.0,,0.41,25.83
2010-06-13,55,41.0,,0.41,22.549999999999997
2010-06-14,67,41.0,,0.41,27.47
2010-06-15,70,41.0,,0.41,28.7
2010-06-16,67,41.0,,0.41,27.47
2010-06-17,71,41.0,,0.41,29.11
2010-06-18,50,41.0,,0.41,20.5
2010-06-19,42,41.0,,0.41,17.22
2010-06-20,56,41.0,,0.41,22.959999999999997
2010-06-21,63,41.0,,0.41,25.83
2010-06-22,69,41.0,,0.41,28.29
2010-06-23,59,41.0,,0.41,24.189999999999998
2010-06-24,60,41.0,,0.41,24.599999999999998
2010-06-25,51,41.0,,0.41,20.91
