date,contribution_unscaled,contribution_monthly,isPartial,scale,contribution
2016-05-25,82,50.0,,0.5,41.0
2016-05-26,63,50.0,,0.5,31.5
2016-05-27,54,50.0,,0.5,27.0
2016-05-28,34,50.0,,0.5,17.0
2016-05-29,32,50.0,,0.5,16.0
2016-05-30,44,50.0,,0.5,22.0
2016-05-31,77,50.0,,0.5,38.5
2016-06-01,92,42.0,False,0.42,38.64
2016-06-02,96,42.0,,0.42,40.32
2016-06-03,75,42.0,,0.42,31.5
2016-06-04,44,42.0,,0.42,18.48
2016-06-05,52,42.0,,0.42,21.84
2016-06-06,84,42.0,,0.42,35.28
2016-06-07,85,42.0,,0.42,35.699999999999996
2016-06-08,81,42.0,,0.42,34.019999999999996
2016-06-09,92,42.0,,0.42,38.64
2016-06-10,70,42.0,,0.42,29.4
2016-06-11,49,42.0,,0.42,20.58
2016-06-12,44,42.0,,0.42,18.48
2016-06-13,86,42.0,,0.42,36.12
2016-06-14,100,42.0,,0.42,42.0
2016-06-15,90,42.0,,0.42,37.8
2016-06-16,66,42.0,,0.42,27.72
2016-06-17,68,42.0,,0.42,28.56
2016-06-18,40,42.0,,0.42,16.8
2016-06-19,27,42.0,,0.42,11.34
2016-06-20,56,42.0,,0.42,23.52
2016-06-21,80,42.0,,0.42,33.6
2016-06-22,90,42.0,,0.42,37.8
2016-06-23,71,42.0,,0.42,29.82
2016-06-24,76,42.0,,0.42,31.919999999999998
2016-06-25,56,42.0,,0.42,23.52
2016-06-26,43,42.0,,0.42,18.06
2016-06-27,76,42.0,,0.42,31.919999999999998
2016-06-28,73,42.0,,0.42,30.66
2016-06-29,84,42.0,,0.42,35.28
2016-06-30,78,42.0,,0.42,32.76
2016-07-01,67,39.0,False,0.39,26.130000000000003
2016-07-02,58,39.0,,0.39,22.62
2016-07-03,40,39.0,,0.39,15.600000000000001
2016-07-04,30,39.0,,0.39,11.700000000000001
2016-07-05,65,39.0,,0.39,25.35
2016-07-06,100,39.0,,0.39,39.0
2016-07-07,89,39.0,,0.39,34.71
2016-07-08,67,39.0,,0.39,26.130000000000003
2016-07-09,31,39.0,,0.39,12.09
2016-07-10,53,39.0,,0.39,20.67
2016-07-11,83,39.0,,0.39,32.370000000000005
2016-07-12,85,39.0,,0.39,33.15
2016-07-13,93,39.0,,0.39,36.27
2016-07-14,81,39.0,,0.39,31.59
2016-07-15,75,39.0,,0.39,29.25
2016-07-16,41,39.0,,0.39,15.99
2016-07-17,62,39.0,,0.39,24.18
2016-07-18,82,39.0,,0.39,31.98
2016-07-19,96,39.0,,0.39,37.44
2016-07-20,76,39.0,,0.39,29.64
2016-07-21,80,39.0,,0.39,31.200000000000003
2016-07-22,82,39.0,,0.39,31.98
2016-07-23,50,39.0,,0.39,19.5
2016-07-24,57,39.0,,0.39,22.23
2016-07-25,64,39.0,,0.39,24.96
2016-07-26,100,39.0,,0.39,39.0
2016-07-27,85,39.0,,0.39,33.15
2016-07-28,82,39.0,,0.39,31.98
2016-07-29,90,39.0,,0.39,35.1
2016-07-30,63,39.0,,0.39,24.57
2016-07-31,55,39.0,,0.39,21.45
2016-08-01,84,45.0,False,0.45,37.800000000000004
2016-08-02,70,45.0,,0.45,31.5
2016-08-03,68,45.0,,0.45,30.6
2016-08-04,70,45.0,,0.45,31.5
2016-08-05,66,45.0,,0.45,29.7
2016-08-06,29,45.0,,0.45,13.05
2016-08-07,40,45.0,,0.45,18.0
2016-08-08,77,45.0,,0.45,34.65
2016-08-09,70,45.0,,0.45,31.5
2016-08-10,74,45.0,,0.45,33.300000000000004
2016-08-11,63,45.0,,0.45,28.35
2016-08-12,63,45.0,,0.45,28.35
2016-08-13,27,45.0,,0.45,12.15
2016-08-14,43,45.0,,0.45,19.35
2016-08-15,72,45.0,,0.45,32.4
2016-08-16,70,45.0,,0.45,31.5
2016-08-17,84,45.0,,0.45,37.800000000000004
2016-08-18,58,45.0,,0.45,26.1
2016-08-19,51,45.0,,0.45,22.95
2016-08-20,39,45.0,,0.45,17.55
2016-08-21,42,45.0,,0.45,18.900000000000002
2016-08-22,84,45.0,,0.45,37.800000000000004
2016-08-23,74,45.0,,0.45,33.300000000000004
2016-08-24,81,45.0,,0.45,36.45
2016-08-25,88,45.0,,0.45,39.6
2016-08-26,91,45.0,,0.45,40.95
2016-08-27,43,45.0,,0.45,19.35
2016-08-28,57,45.0,,0.45,25.650000000000002
2016-08-29,79,45.0,,0.45,35.550000000000004
2016-08-30,82,45.0,,0.45,36.9
2016-08-31,100,45.0,,0.45,45.0
2016-09-01,66,60.0,False,0.6,39.6
2016-09-02,72,60.0,,0.6,43.199999999999996
2016-09-03,28,60.0,,0.6,16.8
2016-09-04,36,60.0,,0.6,21.599999999999998
2016-09-05,45,60.0,,0.6,27.0
2016-09-06,71,60.0,,0.6,42.6
2016-09-07,82,60.0,,0.6,49.199999999999996
2016-09-08,78,60.0,,0.6,46.8
2016-09-09,69,60.0,,0.6,41.4
2016-09-10,24,60.0,,0.6,14.399999999999999
2016-09-11,48,60.0,,0.6,28.799999999999997
2016-09-12,63,60.0,,0.6,37.8
2016-09-13,94,60.0,,0.6,56.4
2016-09-14,76,60.0,,0.6,45.6
2016-09-15,84,60.0,,0.6,50.4
2016-09-16,82,60.0,,0.6,49.199999999999996
2016-09-17,31,60.0,,0.6,18.599999999999998
2016-09-18,52,60.0,,0.6,31.2
2016-09-19,70,60.0,,0.6,42.0
2016-09-20,83,60.0,,0.6,49.8
2016-09-21,93,60.0,,0.6,55.8
2016-09-22,78,60.0,,0.6,46.8
2016-09-23,90,60.0,,0.6,54.0
2016-09-24,44,60.0,,0.6,26.4
2016-09-25,46,60.0,,0.6,27.599999999999998
2016-09-26,73,60.0,,0.6,43.8
2016-09-27,84,60.0,,0.6,50.4
2016-09-28,93,60.0,,0.6,55.8
2016-09-29,100,60.0,,0.6,60.0
2016-09-30,83,60.0,,0.6,49.8
2016-10-01,43,71.0,False,0.71,30.529999999999998
2016-10-02,50,71.0,,0.71,35.5
2016-10-03,95,71.0,,0.71,67.45
2016-10-04,91,71.0,,0.71,64.61
2016-10-05,71,71.0,,0.71,50.41
2016-10-06,77,71.0,,0.71,54.669999999999995
2016-10-07,73,71.0,,0.71,51.83
2016-10-08,34,71.0,,0.71,24.14
2016-10-09,37,71.0,,0.71,26.27
2016-10-10,73,71.0,,0.71,51.83
2016-10-11,84,71.0,,0.71,59.64
2016-10-12,91,71.0,,0.71,64.61
2016-10-13,85,71.0,,0.71,60.349999999999994
2016-10-14,89,71.0,,0.71,63.19
2016-10-15,40,71.0,,0.71,28.4
2016-10-16,52,71.0,,0.71,36.92
2016-10-17,90,71.0,,0.71,63.9
2016-10-18,100,71.0,,0.71,71.0
2016-10-19,87,71.0,,0.71,61.769999999999996
2016-10-20,59,71.0,,0.71,41.89
2016-10-21,60,71.0,,0.71,42.599999999999994
2016-10-22,30,71.0,,0.71,21.299999999999997
2016-10-23,32,71.0,,0.71,22.72
2016-10-24,87,71.0,,0.71,61.769999999999996
2016-10-25,93,71.0,,0.71,66.03
2016-10-26,83,71.0,,0.71,58.93
2016-10-27,86,71.0,,0.71,61.059999999999995
2016-10-28,73,71.0,,0.71,51.83
2016-10-29,31,71.0,,0.71,22.009999999999998
2016-10-30,46,71.0,,0.71,32.66
2016-10-31,79,71.0,,0.71,56.089999999999996
2016-11-01,89,68.0,False,0.68,60.52
2016-11-02,73,68.0,,0.68,49.64
2016-11-03,84,68.0,,0.68,57.120000000000005
2016-11-04,76,68.0,,0.68,51.68000000000001
2016-11-05,29,68.0,,0.68,19.720000000000002
2016-11-06,46,68.0,,0.68,31.28
2016-11-07,85,68.0,,0.68,57.800000000000004
2016-11-08,77,68.0,,0.68,52.36000000000001
2016-11-09,53,68.0,,0.68,36.04
2016-11-10,83,68.0,,0.68,56.440000000000005
2016-11-11,65,68.0,,0.68,44.2
2016-11-12,37,68.0,,0.68,25.16
2016-11-13,47,68.0,,0.68,31.96
2016-11-14,92,68.0,,0.68,62.56
2016-11-15,99,68.0,,0.68,67.32000000000001
2016-11-16,100,68.0,,0.68,68.0
2016-11-17,83,68.0,,0.68,56.440000000000005
2016-11-18,77,68.0,,0.68,52.36000000000001
2016-11-19,49,68.0,,0.68,33.32
2016-11-20,40,68.0,,0.68,27.200000000000003
2016-11-21,69,68.0,,0.68,46.92
2016-11-22,80,68.0,,0.68,54.400000000000006
2016-11-23,58,68.0,,0.68,39.440000000000005
2016-11-24,24,68.0,,0.68,16.32
2016-11-25,28,68.0,,0.68,19.040000000000003
2016-11-26,30,68.0,,0.68,20.400000000000002
2016-11-27,36,68.0,,0.68,24.48
2016-11-28,71,68.0,,0.68,48.28
2016-11-29,89,68.0,,0.68,60.52
2016-11-30,95,68.0,,0.68,64.60000000000001
2016-12-01,93,73.0,False,0.73,67.89
2016-12-02,71,73.0,,0.73,51.83
2016-12-03,43,73.0,,0.73,31.39
2016-12-04,46,73.0,,0.73,33.58
2016-12-05,80,73.0,,0.73,58.4
2016-12-06,99,73.0,,0.73,72.27
2016-12-07,95,73.0,,0.73,69.35
2016-12-08,100,73.0,,0.73,73.0
2016-12-09,68,73.0,,0.73,49.64
2016-12-10,45,73.0,,0.73,32.85
2016-12-11,49,73.0,,0.73,35.769999999999996
2016-12-12,87,73.0,,0.73,63.51
2016-12-13,97,73.0,,0.73,70.81
2016-12-14,95,73.0,,0.73,69.35
2016-12-15,88,73.0,,0.73,64.24
2016-12-16,82,73.0,,0.73,59.86
2016-12-17,40,73.0,,0.73,29.2
2016-12-18,44,73.0,,0.73,32.12
2016-12-19,77,73.0,,0.73,56.21
2016-12-20,83,73.0,,0.73,60.589999999999996
2016-12-21,84,73.0,,0.73,61.32
2016-12-22,73,73.0,,0.73,53.29
2016-12-23,59,73.0,,0.73,43.07
2016-12-24,35,73.0,,0.73,25.55
2016-12-25,26,73.0,,0.73,18.98
2016-12-26,36,73.0,,0.73,26.28
2016-12-27,72,73.0,,0.73,52.56
2016-12-28,91,73.0,,0.73,66.42999999999999
2016-12-29,99,73.0,,0.73,72.27
2016-12-30,91,73.0,,0.73,66.42999999999999
2016-12-31,47,73.0,,0.73,34.31
2017-01-01,39,80.0,False,0.8,31.200000000000003
2017-01-02,46,80.0,,0.8,36.800000000000004
2017-01-03,100,80.0,,0.8,80.0
2017-01-04,91,80.0,,0.8,72.8
2017-01-05,82,80.0,,0.8,65.60000000000001
2017-01-06,65,80.0,,0.8,52.0
2017-01-07,50,80.0,,0.8,40.0
2017-01-08,42,80.0,,0.8,33.6
2017-01-09,68,80.0,,0.8,54.400000000000006
2017-01-10,61,80.0,,0.8,48.800000000000004
2017-01-11,65,80.0,,0.8,52.0
2017-01-12,65,80.0,,0.8,52.0
2017-01-13,68,80.0,,0.8,54.400000000000006
2017-01-14,39,80.0,,0.8,31.200000000000003
2017-01-15,32,80.0,,0.8,25.6
2017-01-16,54,80.0,,0.8,43.2
2017-01-17,72,80.0,,0.8,57.6
2017-01-18,71,80.0,,0.8,56.800000000000004
2017-01-19,60,80.0,,0.8,48.0
2017-01-20,64,80.0,,0.8,51.2
2017-01-21,49,80.0,,0.8,39.2
2017-01-22,49,80.0,,0.8,39.2
2017-01-23,75,80.0,,0.8,60.0
2017-01-24,67,80.0,,0.8,53.6
2017-01-25,76,80.0,,0.8,60.800000000000004
2017-01-26,68,80.0,,0.8,54.400000000000006
2017-01-27,69,80.0,,0.8,55.2
2017-01-28,51,80.0,,0.8,40.800000000000004
2017-01-29,52,80.0,,0.8,41.6
2017-01-30,67,80.0,,0.8,53.6
2017-01-31,82,80.0,,0.8,65.60000000000001
2017-02-01,75,83.0,False,0.83,62.25
2017-02-02,82,83.0,,0.83,68.06
2017-02-03,80,83.0,,0.83,66.39999999999999
2017-02-04,48,83.0,,0.83,39.839999999999996
2017-02-05,53,83.0,,0.83,43.989999999999995
2017-02-06,57,83.0,,0.83,47.309999999999995
2017-02-07,86,83.0,,0.83,71.38
2017-02-08,71,83.0,,0.83,58.93
2017-02-09,72,83.0,,0.83,59.76
2017-02-10,77,83.0,,0.83,63.91
2017-02-11,42,83.0,,0.83,34.86
2017-02-12,46,83.0,,0.83,38.18
2017-02-13,100,83.0,,0.83,83.0
2017-02-14,77,83.0,,0.83,63.91
2017-02-15,79,83.0,,0.83,65.57
2017-02-16,91,83.0,,0.83,75.53
2017-02-17,68,83.0,,0.83,56.44
2017-02-18,52,83.0,,0.83,43.16
2017-02-19,37,83.0,,0.83,30.709999999999997
2017-02-20,74,83.0,,0.83,61.419999999999995
2017-02-21,79,83.0,,0.83,65.57
2017-02-22,88,83.0,,0.83,73.03999999999999
2017-02-23,89,83.0,,0.83,73.86999999999999
2017-02-24,71,83.0,,0.83,58.93
2017-02-25,56,83.0,,0.83,46.48
2017-02-26,56,83.0,,0.83,46.48
2017-02-27,92,83.0,,0.83,76.36
2017-02-28,84,83.0,,0.83,69.72
2017-03-01,87,86.0,False,0.86,74.82
2017-03-02,79,86.0,,0.86,67.94
2017-03-03,65,86.0,,0.86,55.9
2017-03-04,54,86.0,,0.86,46.44
2017-03-05,73,86.0,,0.86,62.78
2017-03-06,78,86.0,,0.86,67.08
2017-03-07,99,86.0,,0.86,85.14
2017-03-08,84,86.0,,0.86,72.24
2017-03-09,82,86.0,,0.86,70.52
2017-03-10,71,86.0,,0.86,61.06
2017-03-11,62,86.0,,0.86,53.32
2017-03-12,52,86.0,,0.86,44.72
2017-03-13,95,86.0,,0.86,81.7
2017-03-14,71,86.0,,0.86,61.06
2017-03-15,84,86.0,,0.86,72.24
2017-03-16,73,86.0,,0.86,62.78
2017-03-17,77,86.0,,0.86,66.22
2017-03-18,47,86.0,,0.86,40.42
2017-03-19,53,86.0,,0.86,45.58
2017-03-20,87,86.0,,0.86,74.82
2017-03-21,100,86.0,,0.86,86.0
2017-03-22,77,86.0,,0.86,66.22
2017-03-23,85,86.0,,0.86,73.1
2017-03-24,63,86.0,,0.86,54.18
2017-03-25,57,86.0,,0.86,49.019999999999996
2017-03-26,63,86.0,,0.86,54.18
2017-03-27,95,86.0,,0.86,81.7
2017-03-28,79,86.0,,0.86,67.94
2017-03-29,93,86.0,,0.86,79.98
2017-03-30,72,86.0,,0.86,61.92
2017-03-31,69,86.0,,0.86,59.339999999999996
2017-04-01,37,85.0,False,0.85,31.45
2017-04-02,42,85.0,,0.85,35.699999999999996
2017-04-03,69,85.0,,0.85,58.65
2017-04-04,73,85.0,,0.85,62.05
2017-04-05,71,85.0,,0.85,60.35
2017-04-06,77,85.0,,0.85,65.45
2017-04-07,61,85.0,,0.85,51.85
2017-04-08,43,85.0,,0.85,36.55
2017-04-09,52,85.0,,0.85,44.199999999999996
2017-04-10,82,85.0,,0.85,69.7
2017-04-11,70,85.0,,0.85,59.5
2017-04-12,83,85.0,,0.85,70.55
2017-04-13,77,85.0,,0.85,65.45
2017-04-14,64,85.0,,0.85,54.4
2017-04-15,50,85.0,,0.85,42.5
2017-04-16,51,85.0,,0.85,43.35
2017-04-17,100,85.0,,0.85,85.0
2017-04-18,92,85.0,,0.85,78.2
2017-04-19,52,85.0,,0.85,44.199999999999996
2017-04-20,46,85.0,,0.85,39.1
2017-04-21,34,85.0,,0.85,28.9
2017-04-22,30,85.0,,0.85,25.5
2017-04-23,26,85.0,,0.85,22.099999999999998
2017-04-24,50,85.0,,0.85,42.5
2017-04-25,47,85.0,,0.85,39.949999999999996
2017-04-26,54,85.0,,0.85,45.9
2017-04-27,37,85.0,,0.85,31.45
2017-04-28,47,85.0,,0.85,39.949999999999996
2017-04-29,27,85.0,,0.85,22.95
2017-04-30,34,85.0,,0.85,28.9
2017-05-01,81,53.0,False,0.53,42.93
2017-05-02,89,53.0,,0.53,47.17
2017-05-03,95,53.0,,0.53,50.35
2017-05-04,100,53.0,,0.53,53.0
2017-05-05,85,53.0,,0.53,45.050000000000004
2017-05-06,45,53.0,,0.53,23.85
2017-05-07,57,53.0,,0.53,30.21
2017-05-08,85,53.0,,0.53,45.050000000000004
2017-05-09,84,53.0,,0.53,44.52
2017-05-10,85,53.0,,0.53,45.050000000000004
2017-05-11,53,53.0,,0.53,28.09
2017-05-12,81,53.0,,0.53,42.93
2017-05-13,36,53.0,,0.53,19.080000000000002
2017-05-14,32,53.0,,0.53,16.96
2017-05-15,67,53.0,,0.53,35.510000000000005
2017-05-16,82,53.0,,0.53,43.46
2017-05-17,79,53.0,,0.53,41.870000000000005
2017-05-18,65,53.0,,0.53,34.45
2017-05-19,50,53.0,,0.53,26.5
2017-05-20,39,53.0,,0.53,20.67
2017-05-21,34,53.0,,0.53,18.02
2017-05-22,74,53.0,,0.53,39.22
2017-05-23,78,53.0,,0.53,41.34
2017-05-24,57,53.0,,0.53,30.21
2017-05-25,64,53.0,,0.53,33.92
2017-05-26,46,53.0,,0.53,24.380000000000003
2017-05-27,26,53.0,,0.53,13.780000000000001
2017-05-28,30,53.0,,0.53,15.9
2017-05-29,43,53.0,,0.53,22.790000000000003
2017-05-30,68,53.0,,0.53,36.04
2017-05-31,71,53.0,,0.53,37.63
2017-06-01,100,45.0,False,0.45,45.0
2017-06-02,71,45.0,,0.45,31.95
2017-06-03,41,45.0,,0.45,18.45
2017-06-04,47,45.0,,0.45,21.150000000000002
2017-06-05,76,45.0,,0.45,34.2
2017-06-06,70,45.0,,0.45,31.5
2017-06-07,93,45.0,,0.45,41.85
2017-06-08,79,45.0,,0.45,35.550000000000004
2017-06-09,82,45.0,,0.45,36.9
2017-06-10,44,45.0,,0.45,19.8
2017-06-11,54,45.0,,0.45,24.3
2017-06-12,57,45.0,,0.45,25.650000000000002
2017-06-13,83,45.0,,0.45,37.35
2017-06-14,79,45.0,,0.45,35.550000000000004
2017-06-15,76,45.0,,0.45,34.2
2017-06-16,51,45.0,,0.45,22.95
2017-06-17,38,45.0,,0.45,17.1
2017-06-18,43,45.0,,0.45,19.35
2017-06-19,63,45.0,,0.45,28.35
2017-06-20,74,45.0,,0.45,33.300000000000004
2017-06-21,70,45.0,,0.45,31.5
2017-06-22,77,45.0,,0.45,34.65
2017-06-23,54,45.0,,0.45,24.3
2017-06-24,36,45.0,,0.45,16.2
2017-06-25,47,45.0,,0.45,21.150000000000002
2017-06-26,62,45.0,,0.45,27.900000000000002
2017-06-27,70,45.0,,0.45,31.5
2017-06-28,81,45.0,,0.45,36.45
2017-06-29,62,45.0,,0.45,27.900000000000002
2017-06-30,68,45.0,,0.45,30.6
2017-07-01,42,42.0,False,0.42,17.64
2017-07-02,38,42.0,,0.42,15.959999999999999
2017-07-03,51,42.0,,0.42,21.419999999999998
2017-07-04,43,42.0,,0.42,18.06
2017-07-05,72,42.0,,0.42,30.24
2017-07-06,84,42.0,,0.42,35.28
2017-07-07,86,42.0,,0.42,36.12
2017-07-08,49,42.0,,0.42,20.58
2017-07-09,43,42.0,,0.42,18.06
2017-07-10,86,42.0,,0.42,36.12
2017-07-11,67,42.0,,0.42,28.14
2017-07-12,76,42.0,,0.42,31.919999999999998
2017-07-13,88,42.0,,0.42,36.96
2017-07-14,83,42.0,,0.42,34.86
2017-07-15,48,42.0,,0.42,20.16
2017-07-16,50,42.0,,0.42,21.0
2017-07-17,89,42.0,,0.42,37.379999999999995
2017-07-18,81,42.0,,0.42,34.019999999999996
2017-07-19,98,42.0,,0.42,41.16
2017-07-20,100,42.0,,0.42,42.0
2017-07-21,83,42.0,,0.42,34.86
2017-07-22,40,42.0,,0.42,16.8
2017-07-23,43,42.0,,0.42,18.06
2017-07-24,79,42.0,,0.42,33.18
2017-07-25,94,42.0,,0.42,39.48
2017-07-26,80,42.0,,0.42,33.6
2017-07-27,97,42.0,,0.42,40.74
2017-07-28,59,42.0,,0.42,24.779999999999998
2017-07-29,55,42.0,,0.42,23.099999999999998
2017-07-30,58,42.0,,0.42,24.36
2017-07-31,98,42.0,,0.42,41.16
2017-08-01,83,49.0,False,0.49,40.67
2017-08-02,64,49.0,,0.49,31.36
2017-08-03,77,49.0,,0.49,37.73
2017-08-04,71,49.0,,0.49,34.79
2017-08-05,42,49.0,,0.49,20.58
2017-08-06,49,49.0,,0.49,24.009999999999998
2017-08-07,66,49.0,,0.49,32.339999999999996
2017-08-08,83,49.0,,0.49,40.67
2017-08-09,70,49.0,,0.49,34.3
2017-08-10,76,49.0,,0.49,37.24
2017-08-11,62,49.0,,0.49,30.38
2017-08-12,41,49.0,,0.49,20.09
2017-08-13,24,49.0,,0.49,11.76
2017-08-14,74,49.0,,0.49,36.26
2017-08-15,80,49.0,,0.49,39.2
2017-08-16,64,49.0,,0.49,31.36
2017-08-17,67,49.0,,0.49,32.83
2017-08-18,62,49.0,,0.49,30.38
2017-08-19,33,49.0,,0.49,16.169999999999998
2017-08-20,31,49.0,,0.49,15.19
2017-08-21,62,49.0,,0.49,30.38
2017-08-22,87,49.0,,0.49,42.63
2017-08-23,76,49.0,,0.49,37.24
2017-08-24,68,49.0,,0.49,33.32
2017-08-25,71,49.0,,0.49,34.79
2017-08-26,31,49.0,,0.49,15.19
2017-08-27,37,49.0,,0.49,18.13
2017-08-28,67,49.0,,0.49,32.83
2017-08-29,84,49.0,,0.49,41.16
2017-08-30,93,49.0,,0.49,45.57
2017-08-31,100,49.0,,0.49,49.0
2017-09-01,77,60.0,False,0.6,46.199999999999996
2017-09-02,42,60.0,,0.6,25.2
2017-09-03,39,60.0,,0.6,23.4
2017-09-04,51,60.0,,0.6,30.599999999999998
2017-09-05,78,60.0,,0.6,46.8
2017-09-06,68,60.0,,0.6,40.8
2017-09-07,84,60.0,,0.6,50.4
2017-09-08,64,60.0,,0.6,38.4
2017-09-09,40,60.0,,0.6,24.0
2017-09-10,36,60.0,,0.6,21.599999999999998
2017-09-11,79,60.0,,0.6,47.4
2017-09-12,69,60.0,,0.6,41.4
2017-09-13,88,60.0,,0.6,52.8
2017-09-14,97,60.0,,0.6,58.199999999999996
2017-09-15,87,60.0,,0.6,52.199999999999996
2017-09-16,46,60.0,,0.6,27.599999999999998
2017-09-17,43,60.0,,0.6,25.8
2017-09-18,97,60.0,,0.6,58.199999999999996
2017-09-19,89,60.0,,0.6,53.4
2017-09-20,96,60.0,,0.6,57.599999999999994
2017-09-21,94,60.0,,0.6,56.4
2017-09-22,87,60.0,,0.6,52.199999999999996
2017-09-23,38,60.0,,0.6,22.8
2017-09-24,51,60.0,,0.6,30.599999999999998
2017-09-25,90,60.0,,0.6,54.0
2017-09-26,96,60.0,,0.6,57.599999999999994
2017-09-27,81,60.0,,0.6,48.6
2017-09-28,100,60.0,,0.6,60.0
2017-09-29,88,60.0,,0.6,52.8
2017-09-30,55,60.0,,0.6,33.0
2017-10-01,43,79.0,False,0.79,33.97
2017-10-02,66,79.0,,0.79,52.14
2017-10-03,71,79.0,,0.79,56.09
2017-10-04,74,79.0,,0.79,58.46
2017-10-05,69,79.0,,0.79,54.510000000000005
2017-10-06,62,79.0,,0.79,48.980000000000004
2017-10-07,41,79.0,,0.79,32.39
2017-10-08,37,79.0,,0.79,29.23
2017-10-09,66,79.0,,0.79,52.14
2017-10-10,81,79.0,,0.79,63.99
2017-10-11,64,79.0,,0.79,50.56
2017-10-12,87,79.0,,0.79,68.73
2017-10-13,70,79.0,,0.79,55.300000000000004
2017-10-14,37,79.0,,0.79,29.23
2017-10-15,44,79.0,,0.79,34.760000000000005
2017-10-16,80,79.0,,0.79,63.2
2017-10-17,81,79.0,,0.79,63.99
2017-10-18,68,79.0,,0.79,53.72
2017-10-19,76,79.0,,0.79,60.040000000000006
2017-10-20,63,79.0,,0.79,49.77
2017-10-21,42,79.0,,0.79,33.18
2017-10-22,50,79.0,,0.79,39.5
2017-10-23,100,79.0,,0.79,79.0
2017-10-24,83,79.0,,0.79,65.57000000000001
2017-10-25,81,79.0,,0.79,63.99
2017-10-26,80,79.0,,0.79,63.2
2017-10-27,72,79.0,,0.79,56.88
2017-10-28,26,79.0,,0.79,20.54
2017-10-29,44,79.0,,0.79,34.760000000000005
2017-10-30,86,79.0,,0.79,67.94
2017-10-31,80,79.0,,0.79,63.2
2017-11-01,92,73.0,False,0.73,67.16
2017-11-02,86,73.0,,0.73,62.78
2017-11-03,69,73.0,,0.73,50.37
2017-11-04,49,73.0,,0.73,35.769999999999996
2017-11-05,35,73.0,,0.73,25.55
2017-11-06,73,73.0,,0.73,53.29
2017-11-07,89,73.0,,0.73,64.97
2017-11-08,75,73.0,,0.73,54.75
2017-11-09,76,73.0,,0.73,55.48
2017-11-10,64,73.0,,0.73,46.72
2017-11-11,37,73.0,,0.73,27.009999999999998
2017-11-12,37,73.0,,0.73,27.009999999999998
2017-11-13,88,73.0,,0.73,64.24
2017-11-14,95,73.0,,0.73,69.35
2017-11-15,100,73.0,,0.73,73.0
2017-11-16,76,73.0,,0.73,55.48
2017-11-17,65,73.0,,0.73,47.449999999999996
2017-11-18,32,73.0,,0.73,23.36
2017-11-19,35,73.0,,0.73,25.55
2017-11-20,73,73.0,,0.73,53.29
2017-11-21,59,73.0,,0.73,43.07
2017-11-22,49,73.0,,0.73,35.769999999999996
2017-11-23,19,73.0,,0.73,13.87
2017-11-24,24,73.0,,0.73,17.52
2017-11-25,25,73.0,,0.73,18.25
2017-11-26,34,73.0,,0.73,24.82
2017-11-27,86,73.0,,0.73,62.78
2017-11-28,84,73.0,,0.73,61.32
2017-11-29,75,73.0,,0.73,54.75
2017-11-30,79,73.0,,0.73,57.67
2017-12-01,84,83.0,False,0.83,69.72
2017-12-02,49,83.0,,0.83,40.669999999999995
2017-12-03,39,83.0,,0.83,32.37
2017-12-04,79,83.0,,0.83,65.57
2017-12-05,84,83.0,,0.83,69.72
2017-12-06,78,83.0,,0.83,64.74
2017-12-07,76,83.0,,0.83,63.08
2017-12-08,76,83.0,,0.83,63.08
2017-12-09,46,83.0,,0.83,38.18
2017-12-10,45,83.0,,0.83,37.35
2017-12-11,80,83.0,,0.83,66.39999999999999
2017-12-12,87,83.0,,0.83,72.21
2017-12-13,92,83.0,,0.83,76.36
2017-12-14,85,83.0,,0.83,70.55
2017-12-15,92,83.0,,0.83,76.36
2017-12-16,41,83.0,,0.83,34.03
2017-12-17,38,83.0,,0.83,31.54
2017-12-18,83,83.0,,0.83,68.89
2017-12-19,98,83.0,,0.83,81.33999999999999
2017-12-20,98,83.0,,0.83,81.33999999999999
2017-12-21,99,83.0,,0.83,82.17
2017-12-22,75,83.0,,0.83,62.25
2017-12-23,41,83.0,,0.83,34.03
2017-12-24,41,83.0,,0.83,34.03
2017-12-25,28,83.0,,0.83,23.24
2017-12-26,80,83.0,,0.83,66.39999999999999
2017-12-27,95,83.0,,0.83,78.85
2017-12-28,100,83.0,,0.83,83.0
2017-12-29,96,83.0,,0.83,79.67999999999999
2017-12-30,58,83.0,,0.83,48.14
2017-12-31,51,83.0,,0.83,42.33
2018-01-01,33,89.0,False,0.89,29.37
2018-01-02,100,89.0,,0.89,89.0
2018-01-03,73,89.0,,0.89,64.97
2018-01-04,64,89.0,,0.89,56.96
2018-01-05,62,89.0,,0.89,55.18
2018-01-06,42,89.0,,0.89,37.38
2018-01-07,42,89.0,,0.89,37.38
2018-01-08,65,89.0,,0.89,57.85
2018-01-09,57,89.0,,0.89,50.730000000000004
2018-01-10,74,89.0,,0.89,65.86
2018-01-11,65,89.0,,0.89,57.85
2018-01-12,57,89.0,,0.89,50.730000000000004
2018-01-13,36,89.0,,0.89,32.04
2018-01-14,33,89.0,,0.89,29.37
2018-01-15,42,89.0,,0.89,37.38
2018-01-16,68,89.0,,0.89,60.52
2018-01-17,51,89.0,,0.89,45.39
2018-01-18,74,89.0,,0.89,65.86
2018-01-19,58,89.0,,0.89,51.62
2018-01-20,38,89.0,,0.89,33.82
2018-01-21,36,89.0,,0.89,32.04
2018-01-22,61,89.0,,0.89,54.29
