date,contribution_unscaled,contribution_monthly,isPartial,scale,contribution
2005-01-01,100,91.0,False,0.91,91.0
2005-01-02,66,91.0,,0.91,60.06
2005-01-03,83,91.0,,0.91,75.53
2005-01-04,54,91.0,,0.91,49.14
2005-01-05,62,91.0,,0.91,56.42
2005-01-06,85,91.0,,0.91,77.35000000000001
2005-01-07,70,91.0,,0.91,63.7
2005-01-08,55,91.0,,0.91,50.050000000000004
2005-01-09,34,91.0,,0.91,30.94
2005-01-10,69,91.0,,0.91,62.79
2005-01-11,76,91.0,,0.91,69.16
2005-01-12,61,91.0,,0.91,55.510000000000005
2005-01-13,33,91.0,,0.91,30.03
2005-01-14,56,91.0,,0.91,50.96
2005-01-15,41,91.0,,0.91,37.31
2005-01-16,28,91.0,,0.91,25.48
2005-01-17,56,91.0,,0.91,50.96
2005-01-18,32,91.0,,0.91,29.12
2005-01-19,41,91.0,,0.91,37.31
2005-01-20,17,91.0,,0.91,15.47
2005-01-21,64,91.0,,0.91,58.24
2005-01-22,84,91.0,,0.91,76.44
2005-01-23,31,91.0,,0.91,28.21
2005-01-24,60,91.0,,0.91,54.6
2005-01-25,63,91.0,,0.91,57.330000000000005
2005-01-26,80,91.0,,0.91,72.8
2005-01-27,12,91.0,,0.91,10.92
2005-01-28,45,91.0,,0.91,40.95
2005-01-29,26,91.0,,0.91,23.66
2005-01-30,51,91.0,,0.91,46.410000000000004
2005-01-31,27,91.0,,0.91,24.57
2005-02-01,58,79.0,False,0.79,45.82
2005-02-02,27,79.0,,0.79,21.330000000000002
2005-02-03,50,79.0,,0.79,39.5
2005-02-04,76,79.0,,0.79,60.040000000000006
2005-02-05,100,79.0,,0.79,79.0
2005-02-06,55,79.0,,0.79,43.45
2005-02-07,83,79.0,,0.79,65.57000000000001
2005-02-08,73,79.0,,0.79,57.67
2005-02-09,70,79.0,,0.79,55.300000000000004
2005-02-10,76,79.0,,0.79,60.040000000000006
2005-02-11,63,79.0,,0.79,49.77
2005-02-12,36,79.0,,0.79,28.44
2005-02-13,79,79.0,,0.79,62.410000000000004
2005-02-14,65,79.0,,0.79,51.35
2005-02-15,91,79.0,,0.79,71.89
2005-02-16,59,79.0,,0.79,46.61
2005-02-17,59,79.0,,0.79,46.61
2005-02-18,74,79.0,,0.79,58.46
2005-02-19,27,79.0,,0.79,21.330000000000002
2005-02-20,45,79.0,,0.79,35.550000000000004
2005-02-21,42,79.0,,0.79,33.18
2005-02-22,37,79.0,,0.79,29.23
2005-02-23,47,79.0,,0.79,37.13
2005-02-24,74,79.0,,0.79,58.46
2005-02-25,79,79.0,,0.79,62.410000000000004
2005-02-26,47,79.0,,0.79,37.13
2005-02-27,52,79.0,,0.79,41.08
2005-02-28,57,79.0,,0.79,45.03
2005-03-01,68,79.0,False,0.79,53.72
2005-03-02,75,79.0,,0.79,59.25
2005-03-03,49,79.0,,0.79,38.71
2005-03-04,38,79.0,,0.79,30.020000000000003
2005-03-05,67,79.0,,0.79,52.93
2005-03-06,39,79.0,,0.79,30.810000000000002
2005-03-07,81,79.0,,0.79,63.99
2005-03-08,100,79.0,,0.79,79.0
2005-03-09,46,79.0,,0.79,36.34
2005-03-10,58,79.0,,0.79,45.82
2005-03-11,24,79.0,,0.79,18.96
2005-03-12,85,79.0,,0.79,67.15
2005-03-13,85,79.0,,0.79,67.15
2005-03-14,69,79.0,,0.79,54.510000000000005
2005-03-15,50,79.0,,0.79,39.5
2005-03-16,34,79.0,,0.79,26.86
2005-03-17,77,79.0,,0.79,60.830000000000005
2005-03-18,56,79.0,,0.79,44.24
2005-03-19,57,79.0,,0.79,45.03
2005-03-20,39,79.0,,0.79,30.810000000000002
2005-03-21,69,79.0,,0.79,54.510000000000005
2005-03-22,75,79.0,,0.79,59.25
2005-03-23,81,79.0,,0.79,63.99
2005-03-24,92,79.0,,0.79,72.68
2005-03-25,50,79.0,,0.79,39.5
2005-03-26,51,79.0,,0.79,40.29
2005-03-27,66,79.0,,0.79,52.14
2005-03-28,77,79.0,,0.79,60.830000000000005
2005-03-29,93,79.0,,0.79,73.47
2005-03-30,53,79.0,,0.79,41.870000000000005
2005-03-31,36,79.0,,0.79,28.44
2005-04-01,51,81.0,False,0.81,41.31
2005-04-02,61,81.0,,0.81,49.410000000000004
2005-04-03,52,81.0,,0.81,42.120000000000005
2005-04-04,76,81.0,,0.81,61.56
2005-04-05,0,81.0,,0.81,0.0
2005-04-06,50,81.0,,0.81,40.5
2005-04-07,66,81.0,,0.81,53.46
2005-04-08,67,81.0,,0.81,54.27
2005-04-09,74,81.0,,0.81,59.940000000000005
2005-04-10,16,81.0,,0.81,12.96
2005-04-11,100,81.0,,0.81,81.0
2005-04-12,96,81.0,,0.81,77.76
2005-04-13,85,81.0,,0.81,68.85000000000001
2005-04-14,94,81.0,,0.81,76.14
2005-04-15,79,81.0,,0.81,63.99
2005-04-16,33,81.0,,0.81,26.73
2005-04-17,24,81.0,,0.81,19.44
2005-04-18,41,81.0,,0.81,33.21
2005-04-19,57,81.0,,0.81,46.17
2005-04-20,23,81.0,,0.81,18.630000000000003
2005-04-21,29,81.0,,0.81,23.490000000000002
2005-04-22,35,81.0,,0.81,28.35
2005-04-23,38,81.0,,0.81,30.78
2005-04-24,30,81.0,,0.81,24.3
2005-04-25,26,81.0,,0.81,21.060000000000002
2005-04-26,39,81.0,,0.81,31.590000000000003
2005-04-27,62,81.0,,0.81,50.220000000000006
2005-04-28,44,81.0,,0.81,35.64
2005-04-29,33,81.0,,0.81,26.73
2005-04-30,29,81.0,,0.81,23.490000000000002
2005-05-01,52,46.0,False,0.46,23.92
2005-05-02,24,46.0,,0.46,11.040000000000001
2005-05-03,36,46.0,,0.46,16.560000000000002
2005-05-04,79,46.0,,0.46,36.34
2005-05-05,56,46.0,,0.46,25.76
2005-05-06,40,46.0,,0.46,18.400000000000002
2005-05-07,11,46.0,,0.46,5.0600000000000005
2005-05-08,11,46.0,,0.46,5.0600000000000005
2005-05-09,37,46.0,,0.46,17.02
2005-05-10,61,46.0,,0.46,28.060000000000002
2005-05-11,25,46.0,,0.46,11.5
2005-05-12,44,46.0,,0.46,20.240000000000002
2005-05-13,47,46.0,,0.46,21.62
2005-05-14,44,46.0,,0.46,20.240000000000002
2005-05-15,32,46.0,,0.46,14.72
2005-05-16,75,46.0,,0.46,34.5
2005-05-17,42,46.0,,0.46,19.32
2005-05-18,87,46.0,,0.46,40.02
2005-05-19,44,46.0,,0.46,20.240000000000002
2005-05-20,75,46.0,,0.46,34.5
2005-05-21,0,46.0,,0.46,0.0
2005-05-22,66,46.0,,0.46,30.360000000000003
2005-05-23,100,46.0,,0.46,46.0
2005-05-24,43,46.0,,0.46,19.78
2005-05-25,56,46.0,,0.46,25.76
2005-05-26,45,46.0,,0.46,20.7
2005-05-27,29,46.0,,0.46,13.34
2005-05-28,12,46.0,,0.46,5.5200000000000005
2005-05-29,49,46.0,,0.46,22.540000000000003
2005-05-30,21,46.0,,0.46,9.66
2005-05-31,57,46.0,,0.46,26.220000000000002
2005-06-01,57,48.0,False,0.48,27.36
2005-06-02,65,48.0,,0.48,31.2
2005-06-03,88,48.0,,0.48,42.239999999999995
2005-06-04,28,48.0,,0.48,13.44
2005-06-05,29,48.0,,0.48,13.92
2005-06-06,66,48.0,,0.48,31.68
2005-06-07,92,48.0,,0.48,44.16
2005-06-08,74,48.0,,0.48,35.519999999999996
2005-06-09,77,48.0,,0.48,36.96
2005-06-10,100,48.0,,0.48,48.0
2005-06-11,57,48.0,,0.48,27.36
2005-06-12,58,48.0,,0.48,27.84
2005-06-13,42,48.0,,0.48,20.16
2005-06-14,33,48.0,,0.48,15.84
2005-06-15,51,48.0,,0.48,24.48
2005-06-16,61,48.0,,0.48,29.279999999999998
2005-06-17,83,48.0,,0.48,39.839999999999996
2005-06-18,45,48.0,,0.48,21.599999999999998
2005-06-19,15,48.0,,0.48,7.199999999999999
2005-06-20,25,48.0,,0.48,12.0
2005-06-21,76,48.0,,0.48,36.48
2005-06-22,60,48.0,,0.48,28.799999999999997
2005-06-23,88,48.0,,0.48,42.239999999999995
2005-06-24,56,48.0,,0.48,26.88
2005-06-25,45,48.0,,0.48,21.599999999999998
2005-06-26,61,48.0,,0.48,29.279999999999998
2005-06-27,51,48.0,,0.48,24.48
2005-06-28,66,48.0,,0.48,31.68
2005-06-29,42,48.0,,0.48,20.16
2005-06-30,51,48.0,,0.48,24.48
2005-07-01,26,50.0,False,0.5,13.0
2005-07-02,13,50.0,,0.5,6.5
2005-07-03,57,50.0,,0.5,28.5
2005-07-04,0,50.0,,0.5,0.0
2005-07-05,16,50.0,,0.5,8.0
2005-07-06,100,50.0,,0.5,50.0
2005-07-07,58,50.0,,0.5,29.0
2005-07-08,70,50.0,,0.5,35.0
2005-07-09,24,50.0,,0.5,12.0
2005-07-10,50,50.0,,0.5,25.0
2005-07-11,71,50.0,,0.5,35.5
2005-07-12,49,50.0,,0.5,24.5
2005-07-13,64,50.0,,0.5,32.0
2005-07-14,65,50.0,,0.5,32.5
2005-07-15,46,50.0,,0.5,23.0
2005-07-16,73,50.0,,0.5,36.5
2005-07-17,49,50.0,,0.5,24.5
2005-07-18,71,50.0,,0.5,35.5
2005-07-19,63,50.0,,0.5,31.5
2005-07-20,50,50.0,,0.5,25.0
2005-07-21,44,50.0,,0.5,22.0
2005-07-22,62,50.0,,0.5,31.0
2005-07-23,24,50.0,,0.5,12.0
2005-07-24,25,50.0,,0.5,12.5
2005-07-25,78,50.0,,0.5,39.0
2005-07-26,62,50.0,,0.5,31.0
2005-07-27,43,50.0,,0.5,21.5
2005-07-28,73,50.0,,0.5,36.5
2005-07-29,31,50.0,,0.5,15.5
2005-07-30,59,50.0,,0.5,29.5
2005-07-31,24,50.0,,0.5,12.0
2005-08-01,70,51.0,False,0.51,35.7
2005-08-02,42,51.0,,0.51,21.42
2005-08-03,32,51.0,,0.51,16.32
2005-08-04,44,51.0,,0.51,22.44
2005-08-05,40,51.0,,0.51,20.4
2005-08-06,36,51.0,,0.51,18.36
2005-08-07,45,51.0,,0.51,22.95
2005-08-08,21,51.0,,0.51,10.71
2005-08-09,56,51.0,,0.51,28.560000000000002
2005-08-10,53,51.0,,0.51,27.03
2005-08-11,59,51.0,,0.51,30.09
2005-08-12,34,51.0,,0.51,17.34
2005-08-13,34,51.0,,0.51,17.34
2005-08-14,35,51.0,,0.51,17.85
2005-08-15,57,51.0,,0.51,29.07
2005-08-16,52,51.0,,0.51,26.52
2005-08-17,58,51.0,,0.51,29.580000000000002
2005-08-18,27,51.0,,0.51,13.77
2005-08-19,11,51.0,,0.51,5.61
2005-08-20,34,51.0,,0.51,17.34
2005-08-21,9,51.0,,0.51,4.59
2005-08-22,46,51.0,,0.51,23.46
2005-08-23,30,51.0,,0.51,15.3
2005-08-24,42,51.0,,0.51,21.42
2005-08-25,21,51.0,,0.51,10.71
2005-08-26,27,51.0,,0.51,13.77
2005-08-27,16,51.0,,0.51,8.16
2005-08-28,8,51.0,,0.51,4.08
2005-08-29,55,51.0,,0.51,28.05
2005-08-30,20,51.0,,0.51,10.2
2005-08-31,100,51.0,,0.51,51.0
2005-09-01,55,52.0,False,0.52,28.6
2005-09-02,7,52.0,,0.52,3.64
2005-09-03,91,52.0,,0.52,47.32
2005-09-04,31,52.0,,0.52,16.12
2005-09-05,53,52.0,,0.52,27.560000000000002
2005-09-06,81,52.0,,0.52,42.120000000000005
2005-09-07,51,52.0,,0.52,26.52
2005-09-08,80,52.0,,0.52,41.6
2005-09-09,60,52.0,,0.52,31.200000000000003
2005-09-10,37,52.0,,0.52,19.240000000000002
2005-09-11,9,52.0,,0.52,4.68
2005-09-12,44,52.0,,0.52,22.880000000000003
2005-09-13,72,52.0,,0.52,37.44
2005-09-14,60,52.0,,0.52,31.200000000000003
2005-09-15,61,52.0,,0.52,31.720000000000002
2005-09-16,72,52.0,,0.52,37.44
2005-09-17,27,52.0,,0.52,14.040000000000001
2005-09-18,100,52.0,,0.52,52.0
2005-09-19,60,52.0,,0.52,31.200000000000003
2005-09-20,54,52.0,,0.52,28.080000000000002
2005-09-21,49,52.0,,0.52,25.48
2005-09-22,66,52.0,,0.52,34.32
2005-09-23,42,52.0,,0.52,21.84
2005-09-24,18,52.0,,0.52,9.36
2005-09-25,36,52.0,,0.52,18.72
2005-09-26,27,52.0,,0.52,14.040000000000001
2005-09-27,64,52.0,,0.52,33.28
2005-09-28,55,52.0,,0.52,28.6
2005-09-29,61,52.0,,0.52,31.720000000000002
2005-09-30,42,52.0,,0.52,21.84
2005-10-01,51,62.0,False,0.62,31.62
2005-10-02,34,62.0,,0.62,21.08
2005-10-03,45,62.0,,0.62,27.9
2005-10-04,65,62.0,,0.62,40.3
2005-10-05,24,62.0,,0.62,14.879999999999999
2005-10-06,41,62.0,,0.62,25.419999999999998
2005-10-07,45,62.0,,0.62,27.9
2005-10-08,54,62.0,,0.62,33.48
2005-10-09,27,62.0,,0.62,16.74
2005-10-10,46,62.0,,0.62,28.52
2005-10-11,28,62.0,,0.62,17.36
2005-10-12,53,62.0,,0.62,32.86
2005-10-13,50,62.0,,0.62,31.0
2005-10-14,57,62.0,,0.62,35.339999999999996
2005-10-15,49,62.0,,0.62,30.38
2005-10-16,20,62.0,,0.62,12.4
2005-10-17,57,62.0,,0.62,35.339999999999996
2005-10-18,100,62.0,,0.62,62.0
2005-10-19,44,62.0,,0.62,27.28
2005-10-20,57,62.0,,0.62,35.339999999999996
2005-10-21,52,62.0,,0.62,32.24
2005-10-22,20,62.0,,0.62,12.4
2005-10-23,19,62.0,,0.62,11.78
2005-10-24,64,62.0,,0.62,39.68
2005-10-25,48,62.0,,0.62,29.759999999999998
2005-10-26,40,62.0,,0.62,24.8
2005-10-27,41,62.0,,0.62,25.419999999999998
2005-10-28,58,62.0,,0.62,35.96
2005-10-29,47,62.0,,0.62,29.14
2005-10-30,34,62.0,,0.62,21.08
2005-10-31,54,62.0,,0.62,33.48
2005-11-01,45,74.0,False,0.74,33.3
2005-11-02,46,74.0,,0.74,34.04
2005-11-03,33,74.0,,0.74,24.419999999999998
2005-11-04,46,74.0,,0.74,34.04
2005-11-05,22,74.0,,0.74,16.28
2005-11-06,21,74.0,,0.74,15.54
2005-11-07,52,74.0,,0.74,38.48
2005-11-08,34,74.0,,0.74,25.16
2005-11-09,64,74.0,,0.74,47.36
2005-11-10,61,74.0,,0.74,45.14
2005-11-11,52,74.0,,0.74,38.48
2005-11-12,43,74.0,,0.74,31.82
2005-11-13,16,74.0,,0.74,11.84
2005-11-14,45,74.0,,0.74,33.3
2005-11-15,63,74.0,,0.74,46.62
2005-11-16,38,74.0,,0.74,28.12
2005-11-17,55,74.0,,0.74,40.7
2005-11-18,31,74.0,,0.74,22.94
2005-11-19,47,74.0,,0.74,34.78
2005-11-20,37,74.0,,0.74,27.38
2005-11-21,77,74.0,,0.74,56.98
2005-11-22,13,74.0,,0.74,9.62
2005-11-23,37,74.0,,0.74,27.38
2005-11-24,29,74.0,,0.74,21.46
2005-11-25,46,74.0,,0.74,34.04
2005-11-26,21,74.0,,0.74,15.54
2005-11-27,36,74.0,,0.74,26.64
2005-11-28,64,74.0,,0.74,47.36
2005-11-29,62,74.0,,0.74,45.88
2005-11-30,100,74.0,,0.74,74.0
2005-12-01,68,85.0,False,0.85,57.8
2005-12-02,72,85.0,,0.85,61.199999999999996
2005-12-03,28,85.0,,0.85,23.8
2005-12-04,28,85.0,,0.85,23.8
2005-12-05,68,85.0,,0.85,57.8
2005-12-06,62,85.0,,0.85,52.699999999999996
2005-12-07,42,85.0,,0.85,35.699999999999996
2005-12-08,43,85.0,,0.85,36.55
2005-12-09,54,85.0,,0.85,45.9
2005-12-10,23,85.0,,0.85,19.55
2005-12-11,40,85.0,,0.85,34.0
2005-12-12,78,85.0,,0.85,66.3
2005-12-13,49,85.0,,0.85,41.65
2005-12-14,54,85.0,,0.85,45.9
2005-12-15,56,85.0,,0.85,47.6
2005-12-16,52,85.0,,0.85,44.199999999999996
2005-12-17,42,85.0,,0.85,35.699999999999996
2005-12-18,43,85.0,,0.85,36.55
2005-12-19,66,85.0,,0.85,56.1
2005-12-20,61,85.0,,0.85,51.85
2005-12-21,69,85.0,,0.85,58.65
2005-12-22,51,85.0,,0.85,43.35
2005-12-23,42,85.0,,0.85,35.699999999999996
2005-12-24,22,85.0,,0.85,18.7
2005-12-25,0,85.0,,0.85,0.0
2005-12-26,33,85.0,,0.85,28.05
2005-12-27,64,85.0,,0.85,54.4
2005-12-28,61,85.0,,0.85,51.85
2005-12-29,100,85.0,,0.85,85.0
2005-12-30,85,85.0,,0.85,72.25
2005-12-31,61,85.0,,0.85,51.85
2006-01-01,18,96.0,False,0.96,17.28
2006-01-02,60,96.0,,0.96,57.599999999999994
2006-01-03,100,96.0,,0.96,96.0
2006-01-04,67,96.0,,0.96,64.32
2006-01-05,90,96.0,,0.96,86.39999999999999
2006-01-06,49,96.0,,0.96,47.04
2006-01-07,40,96.0,,0.96,38.4
2006-01-08,28,96.0,,0.96,26.88
2006-01-09,81,96.0,,0.96,77.75999999999999
2006-01-10,67,96.0,,0.96,64.32
2006-01-11,65,96.0,,0.96,62.4
2006-01-12,35,96.0,,0.96,33.6
2006-01-13,54,96.0,,0.96,51.839999999999996
2006-01-14,35,96.0,,0.96,33.6
2006-01-15,27,96.0,,0.96,25.919999999999998
2006-01-16,32,96.0,,0.96,30.72
2006-01-17,39,96.0,,0.96,37.44
2006-01-18,53,96.0,,0.96,50.879999999999995
2006-01-19,63,96.0,,0.96,60.48
2006-01-20,50,96.0,,0.96,48.0
2006-01-21,44,96.0,,0.96,42.239999999999995
2006-01-22,48,96.0,,0.96,46.08
2006-01-23,44,96.0,,0.96,42.239999999999995
2006-01-24,46,96.0,,0.96,44.16
2006-01-25,41,96.0,,0.96,39.36
2006-01-26,39,96.0,,0.96,37.44
2006-01-27,49,96.0,,0.96,47.04
2006-01-28,56,96.0,,0.96,53.76
2006-01-29,55,96.0,,0.96,52.8
2006-01-30,43,96.0,,0.96,41.28
2006-01-31,45,96.0,,0.96,43.199999999999996
2006-02-01,70,80.0,False,0.8,56.0
2006-02-02,43,80.0,,0.8,34.4
2006-02-03,69,80.0,,0.8,55.2
2006-02-04,65,80.0,,0.8,52.0
2006-02-05,60,80.0,,0.8,48.0
2006-02-06,77,80.0,,0.8,61.6
2006-02-07,79,80.0,,0.8,63.2
2006-02-08,81,80.0,,0.8,64.8
2006-02-09,62,80.0,,0.8,49.6
2006-02-10,61,80.0,,0.8,48.800000000000004
2006-02-11,65,80.0,,0.8,52.0
2006-02-12,65,80.0,,0.8,52.0
2006-02-13,50,80.0,,0.8,40.0
2006-02-14,62,80.0,,0.8,49.6
2006-02-15,100,80.0,,0.8,80.0
2006-02-16,78,80.0,,0.8,62.400000000000006
2006-02-17,62,80.0,,0.8,49.6
2006-02-18,47,80.0,,0.8,37.6
2006-02-19,62,80.0,,0.8,49.6
2006-02-20,91,80.0,,0.8,72.8
2006-02-21,95,80.0,,0.8,76.0
2006-02-22,92,80.0,,0.8,73.60000000000001
2006-02-23,90,80.0,,0.8,72.0
2006-02-24,45,80.0,,0.8,36.0
2006-02-25,69,80.0,,0.8,55.2
2006-02-26,96,80.0,,0.8,76.80000000000001
2006-02-27,84,80.0,,0.8,67.2
2006-02-28,97,80.0,,0.8,77.60000000000001
2006-03-01,50,91.0,False,0.91,45.5
2006-03-02,51,91.0,,0.91,46.410000000000004
2006-03-03,52,91.0,,0.91,47.32
2006-03-04,62,91.0,,0.91,56.42
2006-03-05,97,91.0,,0.91,88.27
2006-03-06,58,91.0,,0.91,52.78
2006-03-07,60,91.0,,0.91,54.6
2006-03-08,57,91.0,,0.91,51.870000000000005
2006-03-09,80,91.0,,0.91,72.8
2006-03-10,74,91.0,,0.91,67.34
2006-03-11,40,91.0,,0.91,36.4
2006-03-12,46,91.0,,0.91,41.86
2006-03-13,80,91.0,,0.91,72.8
2006-03-14,53,91.0,,0.91,48.230000000000004
2006-03-15,73,91.0,,0.91,66.43
2006-03-16,55,91.0,,0.91,50.050000000000004
2006-03-17,55,91.0,,0.91,50.050000000000004
2006-03-18,46,91.0,,0.91,41.86
2006-03-19,90,91.0,,0.91,81.9
2006-03-20,100,91.0,,0.91,91.0
2006-03-21,82,91.0,,0.91,74.62
2006-03-22,67,91.0,,0.91,60.97
2006-03-23,40,91.0,,0.91,36.4
2006-03-24,72,91.0,,0.91,65.52
2006-03-25,67,91.0,,0.91,60.97
2006-03-26,56,91.0,,0.91,50.96
2006-03-27,72,91.0,,0.91,65.52
2006-03-28,41,91.0,,0.91,37.31
2006-03-29,90,91.0,,0.91,81.9
2006-03-30,73,91.0,,0.91,66.43
2006-03-31,65,91.0,,0.91,59.15
2006-04-01,79,86.0,False,0.86,67.94
2006-04-02,75,86.0,,0.86,64.5
2006-04-03,71,86.0,,0.86,61.06
2006-04-04,93,86.0,,0.86,79.98
2006-04-05,84,86.0,,0.86,72.24
2006-04-06,42,86.0,,0.86,36.12
2006-04-07,82,86.0,,0.86,70.52
2006-04-08,89,86.0,,0.86,76.53999999999999
2006-04-09,69,86.0,,0.86,59.339999999999996
2006-04-10,60,86.0,,0.86,51.6
2006-04-11,77,86.0,,0.86,66.22
2006-04-12,100,86.0,,0.86,86.0
2006-04-13,82,86.0,,0.86,70.52
2006-04-14,89,86.0,,0.86,76.53999999999999
2006-04-15,53,86.0,,0.86,45.58
2006-04-16,81,86.0,,0.86,69.66
2006-04-17,99,86.0,,0.86,85.14
2006-04-18,64,86.0,,0.86,55.04
2006-04-19,45,86.0,,0.86,38.7
2006-04-20,49,86.0,,0.86,42.14
2006-04-21,42,86.0,,0.86,36.12
2006-04-22,39,86.0,,0.86,33.54
2006-04-23,27,86.0,,0.86,23.22
2006-04-24,34,86.0,,0.86,29.24
2006-04-25,60,86.0,,0.86,51.6
2006-04-26,81,86.0,,0.86,69.66
2006-04-27,59,86.0,,0.86,50.74
2006-04-28,49,86.0,,0.86,42.14
2006-04-29,11,86.0,,0.86,9.459999999999999
2006-04-30,44,86.0,,0.86,37.839999999999996
2006-05-01,57,50.0,False,0.5,28.5
2006-05-02,79,50.0,,0.5,39.5
2006-05-03,66,50.0,,0.5,33.0
2006-05-04,54,50.0,,0.5,27.0
2006-05-05,63,50.0,,0.5,31.5
2006-05-06,41,50.0,,0.5,20.5
2006-05-07,16,50.0,,0.5,8.0
2006-05-08,66,50.0,,0.5,33.0
2006-05-09,52,50.0,,0.5,26.0
2006-05-10,33,50.0,,0.5,16.5
2006-05-11,100,50.0,,0.5,50.0
2006-05-12,26,50.0,,0.5,13.0
2006-05-13,24,50.0,,0.5,12.0
2006-05-14,33,50.0,,0.5,16.5
2006-05-15,68,50.0,,0.5,34.0
2006-05-16,80,50.0,,0.5,40.0
2006-05-17,63,50.0,,0.5,31.5
2006-05-18,44,50.0,,0.5,22.0
2006-05-19,69,50.0,,0.5,34.5
2006-05-20,33,50.0,,0.5,16.5
2006-05-21,16,50.0,,0.5,8.0
2006-05-22,44,50.0,,0.5,22.0
2006-05-23,58,50.0,,0.5,29.0
2006-05-24,30,50.0,,0.5,15.0
2006-05-25,71,50.0,,0.5,35.5
2006-05-26,45,50.0,,0.5,22.5
2006-05-27,9,50.0,,0.5,4.5
2006-05-28,9,50.0,,0.5,4.5
2006-05-29,40,50.0,,0.5,20.0
2006-05-30,90,50.0,,0.5,45.0
2006-05-31,84,50.0,,0.5,42.0
2006-06-01,31,42.0,False,0.42,13.02
2006-06-02,78,42.0,,0.42,32.76
2006-06-03,49,42.0,,0.42,20.58
2006-06-04,0,42.0,,0.42,0.0
2006-06-05,78,42.0,,0.42,32.76
2006-06-06,59,42.0,,0.42,24.779999999999998
2006-06-07,72,42.0,,0.42,30.24
2006-06-08,31,42.0,,0.42,13.02
2006-06-09,72,42.0,,0.42,30.24
2006-06-10,49,42.0,,0.42,20.58
2006-06-11,20,42.0,,0.42,8.4
2006-06-12,55,42.0,,0.42,23.099999999999998
2006-06-13,73,42.0,,0.42,30.66
2006-06-14,18,42.0,,0.42,7.56
2006-06-15,64,42.0,,0.42,26.88
2006-06-16,48,42.0,,0.42,20.16
2006-06-17,10,42.0,,0.42,4.2
2006-06-18,21,42.0,,0.42,8.82
2006-06-19,56,42.0,,0.42,23.52
2006-06-20,42,42.0,,0.42,17.64
2006-06-21,63,42.0,,0.42,26.459999999999997
2006-06-22,56,42.0,,0.42,23.52
2006-06-23,60,42.0,,0.42,25.2
2006-06-24,39,42.0,,0.42,16.38
2006-06-25,39,42.0,,0.42,16.38
2006-06-26,71,42.0,,0.42,29.82
2006-06-27,66,42.0,,0.42,27.72
2006-06-28,49,42.0,,0.42,20.58
2006-06-29,100,42.0,,0.42,42.0
2006-06-30,54,42.0,,0.42,22.68
2006-07-01,19,42.0,False,0.42,7.9799999999999995
2006-07-02,20,42.0,,0.42,8.4
2006-07-03,50,42.0,,0.42,21.0
2006-07-04,26,42.0,,0.42,10.92
2006-07-05,56,42.0,,0.42,23.52
2006-07-06,97,42.0,,0.42,40.74
2006-07-07,55,42.0,,0.42,23.099999999999998
2006-07-08,36,42.0,,0.42,15.12
2006-07-09,56,42.0,,0.42,23.52
2006-07-10,57,42.0,,0.42,23.939999999999998
2006-07-11,50,42.0,,0.42,21.0
2006-07-12,73,42.0,,0.42,30.66
2006-07-13,52,42.0,,0.42,21.84
2006-07-14,31,42.0,,0.42,13.02
2006-07-15,54,42.0,,0.42,22.68
2006-07-16,27,42.0,,0.42,11.34
2006-07-17,51,42.0,,0.42,21.419999999999998
2006-07-18,78,42.0,,0.42,32.76
2006-07-19,62,42.0,,0.42,26.04
2006-07-20,62,42.0,,0.42,26.04
2006-07-21,36,42.0,,0.42,15.12
2006-07-22,52,42.0,,0.42,21.84
2006-07-23,44,42.0,,0.42,18.48
2006-07-24,61,42.0,,0.42,25.619999999999997
2006-07-25,88,42.0,,0.42,36.96
2006-07-26,55,42.0,,0.42,23.099999999999998
2006-07-27,29,42.0,,0.42,12.18
2006-07-28,54,42.0,,0.42,22.68
2006-07-29,44,42.0,,0.42,18.48
2006-07-30,27,42.0,,0.42,11.34
2006-07-31,100,42.0,,0.42,42.0
2006-08-01,58,45.0,False,0.45,26.1
2006-08-02,100,45.0,,0.45,45.0
2006-08-03,49,45.0,,0.45,22.05
2006-08-04,32,45.0,,0.45,14.4
2006-08-05,29,45.0,,0.45,13.05
2006-08-06,39,45.0,,0.45,17.55
2006-08-07,67,45.0,,0.45,30.150000000000002
2006-08-08,59,45.0,,0.45,26.55
2006-08-09,76,45.0,,0.45,34.2
2006-08-10,78,45.0,,0.45,35.1
2006-08-11,71,45.0,,0.45,31.95
2006-08-12,47,45.0,,0.45,21.150000000000002
2006-08-13,68,45.0,,0.45,30.6
2006-08-14,48,45.0,,0.45,21.6
2006-08-15,76,45.0,,0.45,34.2
2006-08-16,89,45.0,,0.45,40.050000000000004
2006-08-17,85,45.0,,0.45,38.25
2006-08-18,50,45.0,,0.45,22.5
2006-08-19,65,45.0,,0.45,29.25
2006-08-20,56,45.0,,0.45,25.2
2006-08-21,70,45.0,,0.45,31.5
2006-08-22,57,45.0,,0.45,25.650000000000002
2006-08-23,69,45.0,,0.45,31.05
2006-08-24,94,45.0,,0.45,42.300000000000004
2006-08-25,73,45.0,,0.45,32.85
2006-08-26,27,45.0,,0.45,12.15
2006-08-27,35,45.0,,0.45,15.75
2006-08-28,67,45.0,,0.45,30.150000000000002
2006-08-29,50,45.0,,0.45,22.5
2006-08-30,56,45.0,,0.45,25.2
2006-08-31,99,45.0,,0.45,44.550000000000004
2006-09-01,63,58.0,False,0.58,36.54
2006-09-02,74,58.0,,0.58,42.919999999999995
2006-09-03,95,58.0,,0.58,55.099999999999994
