date,RECESSION_unscaled,RECESSION_monthly,isPartial,scale,RECESSION
2016-05-12,57,16.0,,0.16,9.120000000000001
2016-05-13,54,16.0,,0.16,8.64
2016-05-14,40,16.0,,0.16,6.4
2016-05-15,51,16.0,,0.16,8.16
2016-05-16,57,16.0,,0.16,9.120000000000001
2016-05-17,80,16.0,,0.16,12.8
2016-05-18,51,16.0,,0.16,8.16
2016-05-19,65,16.0,,0.16,10.4
2016-05-20,58,16.0,,0.16,9.28
2016-05-21,21,16.0,,0.16,3.36
2016-05-22,39,16.0,,0.16,6.24
2016-05-23,57,16.0,,0.16,9.120000000000001
2016-05-24,60,16.0,,0.16,9.6
2016-05-25,68,16.0,,0.16,10.88
2016-05-26,69,16.0,,0.16,11.040000000000001
2016-05-27,39,16.0,,0.16,6.24
2016-05-28,22,16.0,,0.16,3.52
2016-05-29,32,16.0,,0.16,5.12
2016-05-30,53,16.0,,0.16,8.48
2016-05-31,65,16.0,,0.16,10.4
2016-06-01,50,14.0,False,0.14,7.000000000000001
2016-06-02,71,14.0,,0.14,9.940000000000001
2016-06-03,63,14.0,,0.14,8.82
2016-06-04,50,14.0,,0.14,7.000000000000001
2016-06-05,57,14.0,,0.14,7.98
2016-06-06,51,14.0,,0.14,7.140000000000001
2016-06-07,56,14.0,,0.14,7.840000000000001
2016-06-08,48,14.0,,0.14,6.720000000000001
2016-06-09,46,14.0,,0.14,6.44
2016-06-10,55,14.0,,0.14,7.700000000000001
2016-06-11,52,14.0,,0.14,7.280000000000001
2016-06-12,37,14.0,,0.14,5.180000000000001
2016-06-13,56,14.0,,0.14,7.840000000000001
2016-06-14,44,14.0,,0.14,6.16
2016-06-15,35,14.0,,0.14,4.9
2016-06-16,43,14.0,,0.14,6.0200000000000005
2016-06-17,31,14.0,,0.14,4.340000000000001
2016-06-18,33,14.0,,0.14,4.62
2016-06-19,44,14.0,,0.14,6.16
2016-06-20,43,14.0,,0.14,6.0200000000000005
2016-06-21,49,14.0,,0.14,6.86
2016-06-22,55,14.0,,0.14,7.700000000000001
2016-06-23,56,14.0,,0.14,7.840000000000001
2016-06-24,100,14.0,,0.14,14.000000000000002
2016-06-25,57,14.0,,0.14,7.98
2016-06-26,50,14.0,,0.14,7.000000000000001
2016-06-27,63,14.0,,0.14,8.82
2016-06-28,70,14.0,,0.14,9.8
2016-06-29,52,14.0,,0.14,7.280000000000001
2016-06-30,46,14.0,,0.14,6.44
2016-07-01,63,11.0,False,0.11,6.93
2016-07-02,34,11.0,,0.11,3.74
2016-07-03,45,11.0,,0.11,4.95
2016-07-04,10,11.0,,0.11,1.1
2016-07-05,83,11.0,,0.11,9.13
2016-07-06,74,11.0,,0.11,8.14
2016-07-07,87,11.0,,0.11,9.57
2016-07-08,50,11.0,,0.11,5.5
2016-07-09,38,11.0,,0.11,4.18
2016-07-10,86,11.0,,0.11,9.46
2016-07-11,75,11.0,,0.11,8.25
2016-07-12,55,11.0,,0.11,6.05
2016-07-13,100,11.0,,0.11,11.0
2016-07-14,52,11.0,,0.11,5.72
2016-07-15,34,11.0,,0.11,3.74
2016-07-16,49,11.0,,0.11,5.39
2016-07-17,49,11.0,,0.11,5.39
2016-07-18,70,11.0,,0.11,7.7
2016-07-19,62,11.0,,0.11,6.82
2016-07-20,92,11.0,,0.11,10.12
2016-07-21,95,11.0,,0.11,10.45
2016-07-22,72,11.0,,0.11,7.92
2016-07-23,48,11.0,,0.11,5.28
2016-07-24,44,11.0,,0.11,4.84
2016-07-25,61,11.0,,0.11,6.71
2016-07-26,86,11.0,,0.11,9.46
2016-07-27,74,11.0,,0.11,8.14
2016-07-28,96,11.0,,0.11,10.56
2016-07-29,71,11.0,,0.11,7.81
2016-07-30,62,11.0,,0.11,6.82
2016-07-31,100,11.0,,0.11,11.0
2016-08-01,63,10.0,False,0.1,6.300000000000001
2016-08-02,73,10.0,,0.1,7.300000000000001
2016-08-03,77,10.0,,0.1,7.7
2016-08-04,67,10.0,,0.1,6.7
2016-08-05,75,10.0,,0.1,7.5
2016-08-06,55,10.0,,0.1,5.5
2016-08-07,42,10.0,,0.1,4.2
2016-08-08,67,10.0,,0.1,6.7
2016-08-09,71,10.0,,0.1,7.1000000000000005
2016-08-10,68,10.0,,0.1,6.800000000000001
2016-08-11,34,10.0,,0.1,3.4000000000000004
2016-08-12,43,10.0,,0.1,4.3
2016-08-13,59,10.0,,0.1,5.9
2016-08-14,63,10.0,,0.1,6.300000000000001
2016-08-15,44,10.0,,0.1,4.4
2016-08-16,65,10.0,,0.1,6.5
2016-08-17,56,10.0,,0.1,5.6000000000000005
2016-08-18,53,10.0,,0.1,5.300000000000001
2016-08-19,47,10.0,,0.1,4.7
2016-08-20,16,10.0,,0.1,1.6
2016-08-21,68,10.0,,0.1,6.800000000000001
2016-08-22,67,10.0,,0.1,6.7
2016-08-23,65,10.0,,0.1,6.5
2016-08-24,78,10.0,,0.1,7.800000000000001
2016-08-25,62,10.0,,0.1,6.2
2016-08-26,55,10.0,,0.1,5.5
2016-08-27,59,10.0,,0.1,5.9
2016-08-28,64,10.0,,0.1,6.4
2016-08-29,100,10.0,,0.1,10.0
2016-08-30,100,10.0,,0.1,10.0
2016-08-31,92,10.0,,0.1,9.200000000000001
2016-09-01,67,14.0,False,0.14,9.38
2016-09-02,57,14.0,,0.14,7.98
2016-09-03,22,14.0,,0.14,3.08
2016-09-04,48,14.0,,0.14,6.720000000000001
2016-09-05,52,14.0,,0.14,7.280000000000001
2016-09-06,61,14.0,,0.14,8.540000000000001
2016-09-07,72,14.0,,0.14,10.080000000000002
2016-09-08,70,14.0,,0.14,9.8
2016-09-09,60,14.0,,0.14,8.4
2016-09-10,46,14.0,,0.14,6.44
2016-09-11,49,14.0,,0.14,6.86
2016-09-12,73,14.0,,0.14,10.22
2016-09-13,68,14.0,,0.14,9.520000000000001
2016-09-14,61,14.0,,0.14,8.540000000000001
2016-09-15,74,14.0,,0.14,10.360000000000001
2016-09-16,68,14.0,,0.14,9.520000000000001
2016-09-17,39,14.0,,0.14,5.460000000000001
2016-09-18,35,14.0,,0.14,4.9
2016-09-19,63,14.0,,0.14,8.82
2016-09-20,71,14.0,,0.14,9.940000000000001
2016-09-21,67,14.0,,0.14,9.38
2016-09-22,79,14.0,,0.14,11.06
2016-09-23,59,14.0,,0.14,8.260000000000002
2016-09-24,47,14.0,,0.14,6.580000000000001
2016-09-25,50,14.0,,0.14,7.000000000000001
2016-09-26,65,14.0,,0.14,9.100000000000001
2016-09-27,93,14.0,,0.14,13.020000000000001
2016-09-28,100,14.0,,0.14,14.000000000000002
2016-09-29,79,14.0,,0.14,11.06
2016-09-30,83,14.0,,0.14,11.620000000000001
2016-10-01,54,16.0,False,0.16,8.64
2016-10-02,54,16.0,,0.16,8.64
2016-10-03,71,16.0,,0.16,11.36
2016-10-04,75,16.0,,0.16,12.0
2016-10-05,86,16.0,,0.16,13.76
2016-10-06,72,16.0,,0.16,11.52
2016-10-07,48,16.0,,0.16,7.68
2016-10-08,36,16.0,,0.16,5.76
2016-10-09,38,16.0,,0.16,6.08
2016-10-10,100,16.0,,0.16,16.0
2016-10-11,86,16.0,,0.16,13.76
2016-10-12,76,16.0,,0.16,12.16
2016-10-13,86,16.0,,0.16,13.76
2016-10-14,77,16.0,,0.16,12.32
2016-10-15,38,16.0,,0.16,6.08
2016-10-16,50,16.0,,0.16,8.0
2016-10-17,90,16.0,,0.16,14.4
2016-10-18,72,16.0,,0.16,11.52
2016-10-19,53,16.0,,0.16,8.48
2016-10-20,90,16.0,,0.16,14.4
2016-10-21,74,16.0,,0.16,11.84
2016-10-22,51,16.0,,0.16,8.16
2016-10-23,50,16.0,,0.16,8.0
2016-10-24,68,16.0,,0.16,10.88
2016-10-25,78,16.0,,0.16,12.48
2016-10-26,70,16.0,,0.16,11.200000000000001
2016-10-27,85,16.0,,0.16,13.6
2016-10-28,70,16.0,,0.16,11.200000000000001
2016-10-29,35,16.0,,0.16,5.6000000000000005
2016-10-30,38,16.0,,0.16,6.08
2016-10-31,62,16.0,,0.16,9.92
2016-11-01,31,20.0,False,0.2,6.2
2016-11-02,46,20.0,,0.2,9.200000000000001
2016-11-03,32,20.0,,0.2,6.4
2016-11-04,32,20.0,,0.2,6.4
2016-11-05,21,20.0,,0.2,4.2
2016-11-06,22,20.0,,0.2,4.4
2016-11-07,30,20.0,,0.2,6.0
2016-11-08,28,20.0,,0.2,5.6000000000000005
2016-11-09,100,20.0,,0.2,20.0
2016-11-10,60,20.0,,0.2,12.0
2016-11-11,52,20.0,,0.2,10.4
2016-11-12,24,20.0,,0.2,4.800000000000001
2016-11-13,21,20.0,,0.2,4.2
2016-11-14,44,20.0,,0.2,8.8
2016-11-15,44,20.0,,0.2,8.8
2016-11-16,39,20.0,,0.2,7.800000000000001
2016-11-17,42,20.0,,0.2,8.4
2016-11-18,31,20.0,,0.2,6.2
2016-11-19,14,20.0,,0.2,2.8000000000000003
2016-11-20,21,20.0,,0.2,4.2
2016-11-21,33,20.0,,0.2,6.6000000000000005
2016-11-22,25,20.0,,0.2,5.0
2016-11-23,23,20.0,,0.2,4.6000000000000005
2016-11-24,18,20.0,,0.2,3.6
2016-11-25,18,20.0,,0.2,3.6
2016-11-26,14,20.0,,0.2,2.8000000000000003
2016-11-27,21,20.0,,0.2,4.2
2016-11-28,24,20.0,,0.2,4.800000000000001
2016-11-29,35,20.0,,0.2,7.0
2016-11-30,37,20.0,,0.2,7.4
2016-12-01,87,15.0,False,0.15,13.049999999999999
2016-12-02,95,15.0,,0.15,14.25
2016-12-03,39,15.0,,0.15,5.85
2016-12-04,56,15.0,,0.15,8.4
2016-12-05,79,15.0,,0.15,11.85
2016-12-06,76,15.0,,0.15,11.4
2016-12-07,100,15.0,,0.15,15.0
2016-12-08,85,15.0,,0.15,12.75
2016-12-09,54,15.0,,0.15,8.1
2016-12-10,40,15.0,,0.15,6.0
2016-12-11,59,15.0,,0.15,8.85
2016-12-12,56,15.0,,0.15,8.4
2016-12-13,82,15.0,,0.15,12.299999999999999
2016-12-14,74,15.0,,0.15,11.1
2016-12-15,70,15.0,,0.15,10.5
2016-12-16,59,15.0,,0.15,8.85
2016-12-17,19,15.0,,0.15,2.85
2016-12-18,28,15.0,,0.15,4.2
2016-12-19,46,15.0,,0.15,6.8999999999999995
2016-12-20,42,15.0,,0.15,6.3
2016-12-21,21,15.0,,0.15,3.15
2016-12-22,44,15.0,,0.15,6.6
2016-12-23,18,15.0,,0.15,2.6999999999999997
2016-12-24,17,15.0,,0.15,2.55
2016-12-25,27,15.0,,0.15,4.05
2016-12-26,14,15.0,,0.15,2.1
2016-12-27,25,15.0,,0.15,3.75
2016-12-28,19,15.0,,0.15,2.85
2016-12-29,19,15.0,,0.15,2.85
2016-12-30,20,15.0,,0.15,3.0
2016-12-31,23,15.0,,0.15,3.4499999999999997
2017-01-01,28,14.0,False,0.14,3.9200000000000004
2017-01-02,53,14.0,,0.14,7.420000000000001
2017-01-03,47,14.0,,0.14,6.580000000000001
2017-01-04,63,14.0,,0.14,8.82
2017-01-05,59,14.0,,0.14,8.260000000000002
2017-01-06,57,14.0,,0.14,7.98
2017-01-07,51,14.0,,0.14,7.140000000000001
2017-01-08,48,14.0,,0.14,6.720000000000001
2017-01-09,81,14.0,,0.14,11.340000000000002
2017-01-10,87,14.0,,0.14,12.180000000000001
2017-01-11,91,14.0,,0.14,12.740000000000002
2017-01-12,83,14.0,,0.14,11.620000000000001
2017-01-13,59,14.0,,0.14,8.260000000000002
2017-01-14,39,14.0,,0.14,5.460000000000001
2017-01-15,35,14.0,,0.14,4.9
2017-01-16,43,14.0,,0.14,6.0200000000000005
2017-01-17,76,14.0,,0.14,10.64
2017-01-18,71,14.0,,0.14,9.940000000000001
2017-01-19,81,14.0,,0.14,11.340000000000002
2017-01-20,76,14.0,,0.14,10.64
2017-01-21,44,14.0,,0.14,6.16
2017-01-22,47,14.0,,0.14,6.580000000000001
2017-01-23,86,14.0,,0.14,12.040000000000001
2017-01-24,95,14.0,,0.14,13.3
2017-01-25,86,14.0,,0.14,12.040000000000001
2017-01-26,87,14.0,,0.14,12.180000000000001
2017-01-27,75,14.0,,0.14,10.500000000000002
2017-01-28,51,14.0,,0.14,7.140000000000001
2017-01-29,62,14.0,,0.14,8.680000000000001
2017-01-30,100,14.0,,0.14,14.000000000000002
2017-01-31,97,14.0,,0.14,13.580000000000002
2017-02-01,55,15.0,False,0.15,8.25
2017-02-02,71,15.0,,0.15,10.65
2017-02-03,84,15.0,,0.15,12.6
2017-02-04,37,15.0,,0.15,5.55
2017-02-05,25,15.0,,0.15,3.75
2017-02-06,78,15.0,,0.15,11.7
2017-02-07,55,15.0,,0.15,8.25
2017-02-08,69,15.0,,0.15,10.35
2017-02-09,100,15.0,,0.15,15.0
2017-02-10,59,15.0,,0.15,8.85
2017-02-11,37,15.0,,0.15,5.55
2017-02-12,40,15.0,,0.15,6.0
2017-02-13,75,15.0,,0.15,11.25
2017-02-14,63,15.0,,0.15,9.45
2017-02-15,68,15.0,,0.15,10.2
2017-02-16,54,15.0,,0.15,8.1
2017-02-17,62,15.0,,0.15,9.299999999999999
2017-02-18,48,15.0,,0.15,7.199999999999999
2017-02-19,38,15.0,,0.15,5.7
2017-02-20,59,15.0,,0.15,8.85
2017-02-21,80,15.0,,0.15,12.0
2017-02-22,68,15.0,,0.15,10.2
2017-02-23,59,15.0,,0.15,8.85
2017-02-24,56,15.0,,0.15,8.4
2017-02-25,79,15.0,,0.15,11.85
2017-02-26,22,15.0,,0.15,3.3
2017-02-27,47,15.0,,0.15,7.05
2017-02-28,62,15.0,,0.15,9.299999999999999
2017-03-01,78,16.0,False,0.16,12.48
2017-03-02,68,16.0,,0.16,10.88
2017-03-03,88,16.0,,0.16,14.08
2017-03-04,49,16.0,,0.16,7.84
2017-03-05,45,16.0,,0.16,7.2
2017-03-06,79,16.0,,0.16,12.64
2017-03-07,100,16.0,,0.16,16.0
2017-03-08,78,16.0,,0.16,12.48
2017-03-09,71,16.0,,0.16,11.36
2017-03-10,69,16.0,,0.16,11.040000000000001
2017-03-11,42,16.0,,0.16,6.72
2017-03-12,49,16.0,,0.16,7.84
2017-03-13,76,16.0,,0.16,12.16
2017-03-14,64,16.0,,0.16,10.24
2017-03-15,65,16.0,,0.16,10.4
2017-03-16,66,16.0,,0.16,10.56
2017-03-17,76,16.0,,0.16,12.16
2017-03-18,25,16.0,,0.16,4.0
2017-03-19,50,16.0,,0.16,8.0
2017-03-20,73,16.0,,0.16,11.68
2017-03-21,70,16.0,,0.16,11.200000000000001
2017-03-22,68,16.0,,0.16,10.88
2017-03-23,52,16.0,,0.16,8.32
2017-03-24,60,16.0,,0.16,9.6
2017-03-25,40,16.0,,0.16,6.4
2017-03-26,38,16.0,,0.16,6.08
2017-03-27,76,16.0,,0.16,12.16
2017-03-28,71,16.0,,0.16,11.36
2017-03-29,64,16.0,,0.16,10.24
2017-03-30,88,16.0,,0.16,14.08
2017-03-31,63,16.0,,0.16,10.08
2017-04-01,28,17.0,False,0.17,4.760000000000001
2017-04-02,56,17.0,,0.17,9.520000000000001
2017-04-03,55,17.0,,0.17,9.350000000000001
2017-04-04,100,17.0,,0.17,17.0
2017-04-05,69,17.0,,0.17,11.73
2017-04-06,71,17.0,,0.17,12.07
2017-04-07,55,17.0,,0.17,9.350000000000001
2017-04-08,37,17.0,,0.17,6.29
2017-04-09,38,17.0,,0.17,6.460000000000001
2017-04-10,81,17.0,,0.17,13.770000000000001
2017-04-11,84,17.0,,0.17,14.280000000000001
2017-04-12,72,17.0,,0.17,12.24
2017-04-13,79,17.0,,0.17,13.430000000000001
2017-04-14,70,17.0,,0.17,11.9
2017-04-15,52,17.0,,0.17,8.84
2017-04-16,27,17.0,,0.17,4.590000000000001
2017-04-17,85,17.0,,0.17,14.450000000000001
2017-04-18,66,17.0,,0.17,11.22
2017-04-19,90,17.0,,0.17,15.3
2017-04-20,70,17.0,,0.17,11.9
2017-04-21,75,17.0,,0.17,12.750000000000002
2017-04-22,60,17.0,,0.17,10.200000000000001
2017-04-23,82,17.0,,0.17,13.940000000000001
2017-04-24,97,17.0,,0.17,16.490000000000002
2017-04-25,84,17.0,,0.17,14.280000000000001
2017-04-26,93,17.0,,0.17,15.81
2017-04-27,86,17.0,,0.17,14.620000000000001
2017-04-28,86,17.0,,0.17,14.620000000000001
2017-04-29,65,17.0,,0.17,11.05
2017-04-30,36,17.0,,0.17,6.12
2017-05-01,79,15.0,False,0.15,11.85
2017-05-02,99,15.0,,0.15,14.85
2017-05-03,100,15.0,,0.15,15.0
2017-05-04,64,15.0,,0.15,9.6
2017-05-05,60,15.0,,0.15,9.0
2017-05-06,42,15.0,,0.15,6.3
2017-05-07,48,15.0,,0.15,7.199999999999999
2017-05-08,73,15.0,,0.15,10.95
2017-05-09,95,15.0,,0.15,14.25
2017-05-10,84,15.0,,0.15,12.6
2017-05-11,64,15.0,,0.15,9.6
2017-05-12,55,15.0,,0.15,8.25
2017-05-13,29,15.0,,0.15,4.35
2017-05-14,32,15.0,,0.15,4.8
2017-05-15,76,15.0,,0.15,11.4
2017-05-16,52,15.0,,0.15,7.8
2017-05-17,75,15.0,,0.15,11.25
2017-05-18,59,15.0,,0.15,8.85
2017-05-19,41,15.0,,0.15,6.1499999999999995
2017-05-20,45,15.0,,0.15,6.75
2017-05-21,39,15.0,,0.15,5.85
2017-05-22,64,15.0,,0.15,9.6
2017-05-23,66,15.0,,0.15,9.9
2017-05-24,49,15.0,,0.15,7.35
2017-05-25,65,15.0,,0.15,9.75
2017-05-26,32,15.0,,0.15,4.8
2017-05-27,22,15.0,,0.15,3.3
2017-05-28,32,15.0,,0.15,4.8
2017-05-29,29,15.0,,0.15,4.35
2017-05-30,66,15.0,,0.15,9.9
2017-05-31,76,15.0,,0.15,11.4
2017-06-01,100,10.0,False,0.1,10.0
2017-06-02,87,10.0,,0.1,8.700000000000001
2017-06-03,43,10.0,,0.1,4.3
2017-06-04,61,10.0,,0.1,6.1000000000000005
2017-06-05,66,10.0,,0.1,6.6000000000000005
2017-06-06,88,10.0,,0.1,8.8
2017-06-07,62,10.0,,0.1,6.2
2017-06-08,83,10.0,,0.1,8.3
2017-06-09,70,10.0,,0.1,7.0
2017-06-10,62,10.0,,0.1,6.2
2017-06-11,49,10.0,,0.1,4.9
2017-06-12,86,10.0,,0.1,8.6
2017-06-13,53,10.0,,0.1,5.300000000000001
2017-06-14,97,10.0,,0.1,9.700000000000001
2017-06-15,77,10.0,,0.1,7.7
2017-06-16,49,10.0,,0.1,4.9
2017-06-17,82,10.0,,0.1,8.200000000000001
2017-06-18,53,10.0,,0.1,5.300000000000001
2017-06-19,75,10.0,,0.1,7.5
2017-06-20,53,10.0,,0.1,5.300000000000001
2017-06-21,76,10.0,,0.1,7.6000000000000005
2017-06-22,49,10.0,,0.1,4.9
2017-06-23,50,10.0,,0.1,5.0
2017-06-24,87,10.0,,0.1,8.700000000000001
2017-06-25,54,10.0,,0.1,5.4
2017-06-26,80,10.0,,0.1,8.0
2017-06-27,70,10.0,,0.1,7.0
2017-06-28,46,10.0,,0.1,4.6000000000000005
2017-06-29,93,10.0,,0.1,9.3
2017-06-30,56,10.0,,0.1,5.6000000000000005
2017-07-01,43,9.0,False,0.09,3.8699999999999997
2017-07-02,54,9.0,,0.09,4.859999999999999
2017-07-03,56,9.0,,0.09,5.04
2017-07-04,33,9.0,,0.09,2.9699999999999998
2017-07-05,68,9.0,,0.09,6.12
2017-07-06,100,9.0,,0.09,9.0
2017-07-07,77,9.0,,0.09,6.93
2017-07-08,64,9.0,,0.09,5.76
2017-07-09,42,9.0,,0.09,3.78
2017-07-10,60,9.0,,0.09,5.3999999999999995
2017-07-11,76,9.0,,0.09,6.84
2017-07-12,80,9.0,,0.09,7.199999999999999
2017-07-13,53,9.0,,0.09,4.77
2017-07-14,57,9.0,,0.09,5.13
2017-07-15,47,9.0,,0.09,4.2299999999999995
2017-07-16,43,9.0,,0.09,3.8699999999999997
2017-07-17,57,9.0,,0.09,5.13
2017-07-18,73,9.0,,0.09,6.569999999999999
2017-07-19,64,9.0,,0.09,5.76
2017-07-20,56,9.0,,0.09,5.04
2017-07-21,49,9.0,,0.09,4.41
2017-07-22,37,9.0,,0.09,3.33
2017-07-23,50,9.0,,0.09,4.5
2017-07-24,64,9.0,,0.09,5.76
2017-07-25,52,9.0,,0.09,4.68
2017-07-26,76,9.0,,0.09,6.84
2017-07-27,79,9.0,,0.09,7.109999999999999
2017-07-28,40,9.0,,0.09,3.5999999999999996
2017-07-29,69,9.0,,0.09,6.21
2017-07-30,85,9.0,,0.09,7.6499999999999995
2017-07-31,99,9.0,,0.09,8.91
2017-08-01,71,10.0,False,0.1,7.1000000000000005
2017-08-02,41,10.0,,0.1,4.1000000000000005
2017-08-03,93,10.0,,0.1,9.3
2017-08-04,71,10.0,,0.1,7.1000000000000005
2017-08-05,60,10.0,,0.1,6.0
2017-08-06,61,10.0,,0.1,6.1000000000000005
2017-08-07,42,10.0,,0.1,4.2
2017-08-08,100,10.0,,0.1,10.0
2017-08-09,50,10.0,,0.1,5.0
2017-08-10,37,10.0,,0.1,3.7
2017-08-11,48,10.0,,0.1,4.800000000000001
2017-08-12,29,10.0,,0.1,2.9000000000000004
2017-08-13,30,10.0,,0.1,3.0
2017-08-14,72,10.0,,0.1,7.2
2017-08-15,50,10.0,,0.1,5.0
2017-08-16,43,10.0,,0.1,4.3
2017-08-17,54,10.0,,0.1,5.4
2017-08-18,40,10.0,,0.1,4.0
2017-08-19,21,10.0,,0.1,2.1
2017-08-20,51,10.0,,0.1,5.1000000000000005
2017-08-21,41,10.0,,0.1,4.1000000000000005
2017-08-22,79,10.0,,0.1,7.9
2017-08-23,86,10.0,,0.1,8.6
2017-08-24,71,10.0,,0.1,7.1000000000000005
2017-08-25,87,10.0,,0.1,8.700000000000001
2017-08-26,38,10.0,,0.1,3.8000000000000003
2017-08-27,52,10.0,,0.1,5.2
2017-08-28,56,10.0,,0.1,5.6000000000000005
2017-08-29,60,10.0,,0.1,6.0
2017-08-30,71,10.0,,0.1,7.1000000000000005
2017-08-31,60,10.0,,0.1,6.0
2017-09-01,66,12.0,False,0.12,7.92
2017-09-02,27,12.0,,0.12,3.2399999999999998
2017-09-03,28,12.0,,0.12,3.36
2017-09-04,39,12.0,,0.12,4.68
2017-09-05,57,12.0,,0.12,6.84
2017-09-06,68,12.0,,0.12,8.16
2017-09-07,56,12.0,,0.12,6.72
2017-09-08,74,12.0,,0.12,8.879999999999999
2017-09-09,40,12.0,,0.12,4.8
2017-09-10,59,12.0,,0.12,7.08
2017-09-11,89,12.0,,0.12,10.68
2017-09-12,42,12.0,,0.12,5.04
2017-09-13,80,12.0,,0.12,9.6
2017-09-14,63,12.0,,0.12,7.56
2017-09-15,73,12.0,,0.12,8.76
2017-09-16,38,12.0,,0.12,4.56
2017-09-17,37,12.0,,0.12,4.4399999999999995
2017-09-18,87,12.0,,0.12,10.44
2017-09-19,73,12.0,,0.12,8.76
2017-09-20,64,12.0,,0.12,7.68
2017-09-21,63,12.0,,0.12,7.56
2017-09-22,82,12.0,,0.12,9.84
2017-09-23,75,12.0,,0.12,9.0
2017-09-24,44,12.0,,0.12,5.279999999999999
2017-09-25,66,12.0,,0.12,7.92
2017-09-26,100,12.0,,0.12,12.0
2017-09-27,80,12.0,,0.12,9.6
2017-09-28,81,12.0,,0.12,9.719999999999999
2017-09-29,61,12.0,,0.12,7.319999999999999
2017-09-30,46,12.0,,0.12,5.52
2017-10-01,51,14.0,False,0.14,7.140000000000001
2017-10-02,82,14.0,,0.14,11.48
2017-10-03,51,14.0,,0.14,7.140000000000001
2017-10-04,56,14.0,,0.14,7.840000000000001
2017-10-05,75,14.0,,0.14,10.500000000000002
2017-10-06,65,14.0,,0.14,9.100000000000001
2017-10-07,28,14.0,,0.14,3.9200000000000004
2017-10-08,38,14.0,,0.14,5.32
2017-10-09,72,14.0,,0.14,10.080000000000002
2017-10-10,64,14.0,,0.14,8.96
2017-10-11,58,14.0,,0.14,8.120000000000001
2017-10-12,72,14.0,,0.14,10.080000000000002
2017-10-13,63,14.0,,0.14,8.82
2017-10-14,42,14.0,,0.14,5.880000000000001
2017-10-15,58,14.0,,0.14,8.120000000000001
2017-10-16,61,14.0,,0.14,8.540000000000001
2017-10-17,68,14.0,,0.14,9.520000000000001
2017-10-18,68,14.0,,0.14,9.520000000000001
2017-10-19,100,14.0,,0.14,14.000000000000002
2017-10-20,39,14.0,,0.14,5.460000000000001
2017-10-21,20,14.0,,0.14,2.8000000000000003
2017-10-22,53,14.0,,0.14,7.420000000000001
2017-10-23,81,14.0,,0.14,11.340000000000002
2017-10-24,76,14.0,,0.14,10.64
2017-10-25,86,14.0,,0.14,12.040000000000001
2017-10-26,66,14.0,,0.14,9.24
2017-10-27,64,14.0,,0.14,8.96
2017-10-28,40,14.0,,0.14,5.6000000000000005
2017-10-29,42,14.0,,0.14,5.880000000000001
2017-10-30,62,14.0,,0.14,8.680000000000001
2017-10-31,71,14.0,,0.14,9.940000000000001
2017-11-01,58,15.0,False,0.15,8.7
2017-11-02,41,15.0,,0.15,6.1499999999999995
2017-11-03,66,15.0,,0.15,9.9
2017-11-04,42,15.0,,0.15,6.3
2017-11-05,40,15.0,,0.15,6.0
2017-11-06,69,15.0,,0.15,10.35
2017-11-07,43,15.0,,0.15,6.45
2017-11-08,39,15.0,,0.15,5.85
2017-11-09,62,15.0,,0.15,9.299999999999999
2017-11-10,56,15.0,,0.15,8.4
2017-11-11,28,15.0,,0.15,4.2
2017-11-12,41,15.0,,0.15,6.1499999999999995
2017-11-13,100,15.0,,0.15,15.0
2017-11-14,83,15.0,,0.15,12.45
2017-11-15,77,15.0,,0.15,11.549999999999999
2017-11-16,80,15.0,,0.15,12.0
2017-11-17,59,15.0,,0.15,8.85
2017-11-18,58,15.0,,0.15,8.7
2017-11-19,47,15.0,,0.15,7.05
2017-11-20,43,15.0,,0.15,6.45
2017-11-21,48,15.0,,0.15,7.199999999999999
2017-11-22,38,15.0,,0.15,5.7
2017-11-23,37,15.0,,0.15,5.55
2017-11-24,24,15.0,,0.15,3.5999999999999996
2017-11-25,41,15.0,,0.15,6.1499999999999995
2017-11-26,65,15.0,,0.15,9.75
2017-11-27,61,15.0,,0.15,9.15
2017-11-28,56,15.0,,0.15,8.4
2017-11-29,99,15.0,,0.15,14.85
2017-11-30,82,15.0,,0.15,12.299999999999999
2017-12-01,77,15.0,False,0.15,11.549999999999999
2017-12-02,44,15.0,,0.15,6.6
2017-12-03,72,15.0,,0.15,10.799999999999999
2017-12-04,76,15.0,,0.15,11.4
2017-12-05,100,15.0,,0.15,15.0
2017-12-06,74,15.0,,0.15,11.1
2017-12-07,57,15.0,,0.15,8.549999999999999
2017-12-08,65,15.0,,0.15,9.75
2017-12-09,48,15.0,,0.15,7.199999999999999
2017-12-10,55,15.0,,0.15,8.25
2017-12-11,91,15.0,,0.15,13.65
2017-12-12,86,15.0,,0.15,12.9
2017-12-13,74,15.0,,0.15,11.1
2017-12-14,65,15.0,,0.15,9.75
2017-12-15,82,15.0,,0.15,12.299999999999999
2017-12-16,31,15.0,,0.15,4.6499999999999995
2017-12-17,31,15.0,,0.15,4.6499999999999995
2017-12-18,61,15.0,,0.15,9.15
2017-12-19,77,15.0,,0.15,11.549999999999999
2017-12-20,49,15.0,,0.15,7.35
2017-12-21,30,15.0,,0.15,4.5
2017-12-22,30,15.0,,0.15,4.5
2017-12-23,30,15.0,,0.15,4.5
2017-12-24,34,15.0,,0.15,5.1
2017-12-25,27,15.0,,0.15,4.05
2017-12-26,25,15.0,,0.15,3.75
2017-12-27,36,15.0,,0.15,5.3999999999999995
