date,weight gain_unscaled,weight gain_monthly,isPartial,scale,weight gain
2008-09-13,84,53.0,,0.53,44.52
2008-09-14,55,53.0,,0.53,29.150000000000002
2008-09-15,64,53.0,,0.53,33.92
2008-09-16,67,53.0,,0.53,35.510000000000005
2008-09-17,63,53.0,,0.53,33.39
2008-09-18,73,53.0,,0.53,38.690000000000005
2008-09-19,69,53.0,,0.53,36.57
2008-09-20,50,53.0,,0.53,26.5
2008-09-21,95,53.0,,0.53,50.35
2008-09-22,71,53.0,,0.53,37.63
2008-09-23,67,53.0,,0.53,35.510000000000005
2008-09-24,75,53.0,,0.53,39.75
2008-09-25,76,53.0,,0.53,40.28
2008-09-26,92,53.0,,0.53,48.760000000000005
2008-09-27,64,53.0,,0.53,33.92
2008-09-28,89,53.0,,0.53,47.17
2008-09-29,62,53.0,,0.53,32.86
2008-09-30,65,53.0,,0.53,34.45
2008-10-01,84,48.0,False,0.48,40.32
2008-10-02,65,48.0,,0.48,31.2
2008-10-03,68,48.0,,0.48,32.64
2008-10-04,55,48.0,,0.48,26.4
2008-10-05,100,48.0,,0.48,48.0
2008-10-06,80,48.0,,0.48,38.4
2008-10-07,80,48.0,,0.48,38.4
2008-10-08,79,48.0,,0.48,37.92
2008-10-09,65,48.0,,0.48,31.2
2008-10-10,79,48.0,,0.48,37.92
2008-10-11,59,48.0,,0.48,28.32
2008-10-12,67,48.0,,0.48,32.16
2008-10-13,95,48.0,,0.48,45.6
2008-10-14,94,48.0,,0.48,45.12
2008-10-15,73,48.0,,0.48,35.04
2008-10-16,58,48.0,,0.48,27.84
2008-10-17,85,48.0,,0.48,40.8
2008-10-18,72,48.0,,0.48,34.56
2008-10-19,83,48.0,,0.48,39.839999999999996
2008-10-20,76,48.0,,0.48,36.48
2008-10-21,68,48.0,,0.48,32.64
2008-10-22,78,48.0,,0.48,37.44
2008-10-23,67,48.0,,0.48,32.16
2008-10-24,67,48.0,,0.48,32.16
2008-10-25,87,48.0,,0.48,41.76
2008-10-26,54,48.0,,0.48,25.919999999999998
2008-10-27,80,48.0,,0.48,38.4
2008-10-28,69,48.0,,0.48,33.12
2008-10-29,89,48.0,,0.48,42.72
2008-10-30,91,48.0,,0.48,43.68
2008-10-31,77,48.0,,0.48,36.96
2008-11-01,63,49.0,False,0.49,30.87
2008-11-02,97,49.0,,0.49,47.53
2008-11-03,65,49.0,,0.49,31.849999999999998
2008-11-04,67,49.0,,0.49,32.83
2008-11-05,73,49.0,,0.49,35.769999999999996
2008-11-06,74,49.0,,0.49,36.26
2008-11-07,68,49.0,,0.49,33.32
2008-11-08,63,49.0,,0.49,30.87
2008-11-09,66,49.0,,0.49,32.339999999999996
2008-11-10,84,49.0,,0.49,41.16
2008-11-11,83,49.0,,0.49,40.67
2008-11-12,82,49.0,,0.49,40.18
2008-11-13,96,49.0,,0.49,47.04
2008-11-14,76,49.0,,0.49,37.24
2008-11-15,72,49.0,,0.49,35.28
2008-11-16,100,49.0,,0.49,49.0
2008-11-17,64,49.0,,0.49,31.36
2008-11-18,89,49.0,,0.49,43.61
2008-11-19,62,49.0,,0.49,30.38
2008-11-20,74,49.0,,0.49,36.26
2008-11-21,72,49.0,,0.49,35.28
2008-11-22,30,49.0,,0.49,14.7
2008-11-23,61,49.0,,0.49,29.89
2008-11-24,59,49.0,,0.49,28.91
2008-11-25,68,49.0,,0.49,33.32
2008-11-26,54,49.0,,0.49,26.46
2008-11-27,75,49.0,,0.49,36.75
2008-11-28,73,49.0,,0.49,35.769999999999996
2008-11-29,90,49.0,,0.49,44.1
2008-11-30,86,49.0,,0.49,42.14
2008-12-01,100,48.0,False,0.48,48.0
2008-12-02,78,48.0,,0.48,37.44
2008-12-03,83,48.0,,0.48,39.839999999999996
2008-12-04,80,48.0,,0.48,38.4
2008-12-05,63,48.0,,0.48,30.24
2008-12-06,49,48.0,,0.48,23.52
2008-12-07,47,48.0,,0.48,22.56
2008-12-08,70,48.0,,0.48,33.6
2008-12-09,79,48.0,,0.48,37.92
2008-12-10,74,48.0,,0.48,35.519999999999996
2008-12-11,64,48.0,,0.48,30.72
2008-12-12,73,48.0,,0.48,35.04
2008-12-13,52,48.0,,0.48,24.96
2008-12-14,88,48.0,,0.48,42.239999999999995
2008-12-15,74,48.0,,0.48,35.519999999999996
2008-12-16,66,48.0,,0.48,31.68
2008-12-17,67,48.0,,0.48,32.16
2008-12-18,65,48.0,,0.48,31.2
2008-12-19,50,48.0,,0.48,24.0
2008-12-20,62,48.0,,0.48,29.759999999999998
2008-12-21,47,48.0,,0.48,22.56
2008-12-22,47,48.0,,0.48,22.56
2008-12-23,59,48.0,,0.48,28.32
2008-12-24,55,48.0,,0.48,26.4
2008-12-25,54,48.0,,0.48,25.919999999999998
2008-12-26,94,48.0,,0.48,45.12
2008-12-27,62,48.0,,0.48,29.759999999999998
2008-12-28,95,48.0,,0.48,45.6
2008-12-29,72,48.0,,0.48,34.56
2008-12-30,65,48.0,,0.48,31.2
2008-12-31,91,48.0,,0.48,43.68
2009-01-01,28,64.0,False,0.64,17.92
2009-01-02,43,64.0,,0.64,27.52
2009-01-03,45,64.0,,0.64,28.8
2009-01-04,62,64.0,,0.64,39.68
2009-01-05,36,64.0,,0.64,23.04
2009-01-06,41,64.0,,0.64,26.240000000000002
2009-01-07,38,64.0,,0.64,24.32
2009-01-08,43,64.0,,0.64,27.52
2009-01-09,44,64.0,,0.64,28.16
2009-01-10,47,64.0,,0.64,30.080000000000002
2009-01-11,39,64.0,,0.64,24.96
2009-01-12,47,64.0,,0.64,30.080000000000002
2009-01-13,51,64.0,,0.64,32.64
2009-01-14,35,64.0,,0.64,22.400000000000002
2009-01-15,39,64.0,,0.64,24.96
2009-01-16,34,64.0,,0.64,21.76
2009-01-17,47,64.0,,0.64,30.080000000000002
2009-01-18,46,64.0,,0.64,29.44
2009-01-19,34,64.0,,0.64,21.76
2009-01-20,43,64.0,,0.64,27.52
2009-01-21,36,64.0,,0.64,23.04
2009-01-22,45,64.0,,0.64,28.8
2009-01-23,45,64.0,,0.64,28.8
2009-01-24,37,64.0,,0.64,23.68
2009-01-25,37,64.0,,0.64,23.68
2009-01-26,47,64.0,,0.64,30.080000000000002
2009-01-27,53,64.0,,0.64,33.92
2009-01-28,85,64.0,,0.64,54.4
2009-01-29,100,64.0,,0.64,64.0
2009-01-30,65,64.0,,0.64,41.6
2009-01-31,75,64.0,,0.64,48.0
2009-02-01,92,66.0,False,0.66,60.720000000000006
2009-02-02,100,66.0,,0.66,66.0
2009-02-03,75,66.0,,0.66,49.5
2009-02-04,71,66.0,,0.66,46.86
2009-02-05,79,66.0,,0.66,52.14
2009-02-06,68,66.0,,0.66,44.88
2009-02-07,63,66.0,,0.66,41.580000000000005
2009-02-08,57,66.0,,0.66,37.620000000000005
2009-02-09,67,66.0,,0.66,44.22
2009-02-10,54,66.0,,0.66,35.64
2009-02-11,51,66.0,,0.66,33.660000000000004
2009-02-12,56,66.0,,0.66,36.96
2009-02-13,56,66.0,,0.66,36.96
2009-02-14,43,66.0,,0.66,28.380000000000003
2009-02-15,62,66.0,,0.66,40.92
2009-02-16,50,66.0,,0.66,33.0
2009-02-17,56,66.0,,0.66,36.96
2009-02-18,58,66.0,,0.66,38.28
2009-02-19,53,66.0,,0.66,34.980000000000004
2009-02-20,60,66.0,,0.66,39.6
2009-02-21,47,66.0,,0.66,31.020000000000003
2009-02-22,59,66.0,,0.66,38.940000000000005
2009-02-23,59,66.0,,0.66,38.940000000000005
2009-02-24,56,66.0,,0.66,36.96
2009-02-25,59,66.0,,0.66,38.940000000000005
2009-02-26,47,66.0,,0.66,31.020000000000003
2009-02-27,46,66.0,,0.66,30.360000000000003
2009-02-28,58,66.0,,0.66,38.28
2009-03-01,73,59.0,False,0.59,43.07
2009-03-02,75,59.0,,0.59,44.25
2009-03-03,84,59.0,,0.59,49.559999999999995
2009-03-04,63,59.0,,0.59,37.169999999999995
2009-03-05,39,59.0,,0.59,23.009999999999998
2009-03-06,65,59.0,,0.59,38.35
2009-03-07,70,59.0,,0.59,41.3
2009-03-08,71,59.0,,0.59,41.89
2009-03-09,53,59.0,,0.59,31.27
2009-03-10,64,59.0,,0.59,37.76
2009-03-11,53,59.0,,0.59,31.27
2009-03-12,64,59.0,,0.59,37.76
2009-03-13,68,59.0,,0.59,40.12
2009-03-14,46,59.0,,0.59,27.139999999999997
2009-03-15,97,59.0,,0.59,57.23
2009-03-16,68,59.0,,0.59,40.12
2009-03-17,100,59.0,,0.59,59.0
2009-03-18,74,59.0,,0.59,43.66
2009-03-19,77,59.0,,0.59,45.43
2009-03-20,62,59.0,,0.59,36.58
2009-03-21,71,59.0,,0.59,41.89
2009-03-22,51,59.0,,0.59,30.09
2009-03-23,88,59.0,,0.59,51.919999999999995
2009-03-24,86,59.0,,0.59,50.739999999999995
2009-03-25,82,59.0,,0.59,48.379999999999995
2009-03-26,78,59.0,,0.59,46.019999999999996
2009-03-27,77,59.0,,0.59,45.43
2009-03-28,58,59.0,,0.59,34.22
2009-03-29,58,59.0,,0.59,34.22
2009-03-30,55,59.0,,0.59,32.449999999999996
2009-03-31,62,59.0,,0.59,36.58
2009-04-01,59,58.0,False,0.58,34.22
2009-04-02,92,58.0,,0.58,53.36
2009-04-03,74,58.0,,0.58,42.919999999999995
2009-04-04,49,58.0,,0.58,28.419999999999998
2009-04-05,63,58.0,,0.58,36.54
2009-04-06,87,58.0,,0.58,50.459999999999994
2009-04-07,76,58.0,,0.58,44.08
2009-04-08,88,58.0,,0.58,51.04
2009-04-09,91,58.0,,0.58,52.779999999999994
2009-04-10,86,58.0,,0.58,49.879999999999995
2009-04-11,73,58.0,,0.58,42.339999999999996
2009-04-12,66,58.0,,0.58,38.279999999999994
2009-04-13,61,58.0,,0.58,35.379999999999995
2009-04-14,69,58.0,,0.58,40.019999999999996
2009-04-15,78,58.0,,0.58,45.239999999999995
2009-04-16,77,58.0,,0.58,44.66
2009-04-17,74,58.0,,0.58,42.919999999999995
2009-04-18,76,58.0,,0.58,44.08
2009-04-19,90,58.0,,0.58,52.199999999999996
2009-04-20,75,58.0,,0.58,43.5
2009-04-21,77,58.0,,0.58,44.66
2009-04-22,100,58.0,,0.58,57.99999999999999
2009-04-23,79,58.0,,0.58,45.82
2009-04-24,63,58.0,,0.58,36.54
2009-04-25,97,58.0,,0.58,56.26
2009-04-26,67,58.0,,0.58,38.86
2009-04-27,56,58.0,,0.58,32.48
2009-04-28,72,58.0,,0.58,41.76
2009-04-29,92,58.0,,0.58,53.36
2009-04-30,81,58.0,,0.58,46.98
2009-05-01,84,61.0,False,0.61,51.24
2009-05-02,59,61.0,,0.61,35.99
2009-05-03,67,61.0,,0.61,40.87
2009-05-04,70,61.0,,0.61,42.699999999999996
2009-05-05,95,61.0,,0.61,57.949999999999996
2009-05-06,86,61.0,,0.61,52.46
2009-05-07,75,61.0,,0.61,45.75
2009-05-08,69,61.0,,0.61,42.089999999999996
2009-05-09,69,61.0,,0.61,42.089999999999996
2009-05-10,66,61.0,,0.61,40.26
2009-05-11,71,61.0,,0.61,43.31
2009-05-12,78,61.0,,0.61,47.58
2009-05-13,89,61.0,,0.61,54.29
2009-05-14,84,61.0,,0.61,51.24
2009-05-15,71,61.0,,0.61,43.31
2009-05-16,47,61.0,,0.61,28.669999999999998
2009-05-17,49,61.0,,0.61,29.89
2009-05-18,100,61.0,,0.61,61.0
2009-05-19,77,61.0,,0.61,46.97
2009-05-20,78,61.0,,0.61,47.58
2009-05-21,93,61.0,,0.61,56.73
2009-05-22,58,61.0,,0.61,35.38
2009-05-23,53,61.0,,0.61,32.33
2009-05-24,72,61.0,,0.61,43.92
2009-05-25,82,61.0,,0.61,50.019999999999996
2009-05-26,81,61.0,,0.61,49.41
2009-05-27,90,61.0,,0.61,54.9
2009-05-28,99,61.0,,0.61,60.39
2009-05-29,91,61.0,,0.61,55.51
2009-05-30,73,61.0,,0.61,44.53
2009-05-31,72,61.0,,0.61,43.92
2009-06-01,89,66.0,False,0.66,58.74
2009-06-02,79,66.0,,0.66,52.14
2009-06-03,100,66.0,,0.66,66.0
2009-06-04,64,66.0,,0.66,42.24
2009-06-05,86,66.0,,0.66,56.760000000000005
2009-06-06,83,66.0,,0.66,54.78
2009-06-07,87,66.0,,0.66,57.42
2009-06-08,74,66.0,,0.66,48.84
2009-06-09,96,66.0,,0.66,63.36
2009-06-10,72,66.0,,0.66,47.52
2009-06-11,84,66.0,,0.66,55.440000000000005
2009-06-12,65,66.0,,0.66,42.9
2009-06-13,68,66.0,,0.66,44.88
2009-06-14,82,66.0,,0.66,54.120000000000005
2009-06-15,79,66.0,,0.66,52.14
2009-06-16,75,66.0,,0.66,49.5
2009-06-17,77,66.0,,0.66,50.82
2009-06-18,82,66.0,,0.66,54.120000000000005
2009-06-19,68,66.0,,0.66,44.88
2009-06-20,59,66.0,,0.66,38.940000000000005
2009-06-21,86,66.0,,0.66,56.760000000000005
2009-06-22,73,66.0,,0.66,48.18
2009-06-23,69,66.0,,0.66,45.54
2009-06-24,61,66.0,,0.66,40.260000000000005
2009-06-25,76,66.0,,0.66,50.160000000000004
2009-06-26,58,66.0,,0.66,38.28
2009-06-27,42,66.0,,0.66,27.720000000000002
2009-06-28,89,66.0,,0.66,58.74
2009-06-29,83,66.0,,0.66,54.78
2009-06-30,68,66.0,,0.66,44.88
2009-07-01,85,72.0,False,0.72,61.199999999999996
2009-07-02,66,72.0,,0.72,47.519999999999996
2009-07-03,60,72.0,,0.72,43.199999999999996
2009-07-04,48,72.0,,0.72,34.56
2009-07-05,68,72.0,,0.72,48.96
2009-07-06,76,72.0,,0.72,54.72
2009-07-07,76,72.0,,0.72,54.72
2009-07-08,55,72.0,,0.72,39.6
2009-07-09,88,72.0,,0.72,63.36
2009-07-10,70,72.0,,0.72,50.4
2009-07-11,82,72.0,,0.72,59.04
2009-07-12,75,72.0,,0.72,54.0
2009-07-13,81,72.0,,0.72,58.32
2009-07-14,70,72.0,,0.72,50.4
2009-07-15,64,72.0,,0.72,46.08
2009-07-16,71,72.0,,0.72,51.12
2009-07-17,81,72.0,,0.72,58.32
2009-07-18,70,72.0,,0.72,50.4
2009-07-19,100,72.0,,0.72,72.0
2009-07-20,73,72.0,,0.72,52.559999999999995
2009-07-21,68,72.0,,0.72,48.96
2009-07-22,80,72.0,,0.72,57.599999999999994
2009-07-23,74,72.0,,0.72,53.28
2009-07-24,65,72.0,,0.72,46.8
2009-07-25,65,72.0,,0.72,46.8
2009-07-26,67,72.0,,0.72,48.239999999999995
2009-07-27,57,72.0,,0.72,41.04
2009-07-28,82,72.0,,0.72,59.04
2009-07-29,98,72.0,,0.72,70.56
2009-07-30,67,72.0,,0.72,48.239999999999995
2009-07-31,82,72.0,,0.72,59.04
2009-08-01,72,63.0,False,0.63,45.36
2009-08-02,53,63.0,,0.63,33.39
2009-08-03,65,63.0,,0.63,40.95
2009-08-04,73,63.0,,0.63,45.99
2009-08-05,92,63.0,,0.63,57.96
2009-08-06,69,63.0,,0.63,43.47
2009-08-07,75,63.0,,0.63,47.25
2009-08-08,71,63.0,,0.63,44.73
2009-08-09,53,63.0,,0.63,33.39
2009-08-10,78,63.0,,0.63,49.14
2009-08-11,89,63.0,,0.63,56.07
2009-08-12,100,63.0,,0.63,63.0
2009-08-13,50,63.0,,0.63,31.5
2009-08-14,63,63.0,,0.63,39.69
2009-08-15,57,63.0,,0.63,35.910000000000004
2009-08-16,77,63.0,,0.63,48.51
2009-08-17,70,63.0,,0.63,44.1
2009-08-18,61,63.0,,0.63,38.43
2009-08-19,82,63.0,,0.63,51.660000000000004
2009-08-20,63,63.0,,0.63,39.69
2009-08-21,73,63.0,,0.63,45.99
2009-08-22,49,63.0,,0.63,30.87
2009-08-23,72,63.0,,0.63,45.36
2009-08-24,63,63.0,,0.63,39.69
2009-08-25,80,63.0,,0.63,50.4
2009-08-26,76,63.0,,0.63,47.88
2009-08-27,81,63.0,,0.63,51.03
2009-08-28,47,63.0,,0.63,29.61
2009-08-29,75,63.0,,0.63,47.25
2009-08-30,66,63.0,,0.63,41.58
2009-08-31,77,63.0,,0.63,48.51
2009-09-01,62,67.0,False,0.67,41.54
2009-09-02,73,67.0,,0.67,48.910000000000004
2009-09-03,62,67.0,,0.67,41.54
2009-09-04,68,67.0,,0.67,45.56
2009-09-05,74,67.0,,0.67,49.580000000000005
2009-09-06,69,67.0,,0.67,46.230000000000004
2009-09-07,73,67.0,,0.67,48.910000000000004
2009-09-08,75,67.0,,0.67,50.25
2009-09-09,70,67.0,,0.67,46.900000000000006
2009-09-10,71,67.0,,0.67,47.57
2009-09-11,60,67.0,,0.67,40.2
2009-09-12,66,67.0,,0.67,44.220000000000006
2009-09-13,66,67.0,,0.67,44.220000000000006
2009-09-14,41,67.0,,0.67,27.470000000000002
2009-09-15,68,67.0,,0.67,45.56
2009-09-16,67,67.0,,0.67,44.89
2009-09-17,69,67.0,,0.67,46.230000000000004
2009-09-18,69,67.0,,0.67,46.230000000000004
2009-09-19,85,67.0,,0.67,56.95
2009-09-20,79,67.0,,0.67,52.93
2009-09-21,74,67.0,,0.67,49.580000000000005
2009-09-22,72,67.0,,0.67,48.24
2009-09-23,98,67.0,,0.67,65.66000000000001
2009-09-24,84,67.0,,0.67,56.28
2009-09-25,66,67.0,,0.67,44.220000000000006
2009-09-26,73,67.0,,0.67,48.910000000000004
2009-09-27,66,67.0,,0.67,44.220000000000006
2009-09-28,74,67.0,,0.67,49.580000000000005
2009-09-29,100,67.0,,0.67,67.0
2009-09-30,79,67.0,,0.67,52.93
2009-10-01,100,60.0,False,0.6,60.0
2009-10-02,80,60.0,,0.6,48.0
2009-10-03,74,60.0,,0.6,44.4
2009-10-04,70,60.0,,0.6,42.0
2009-10-05,70,60.0,,0.6,42.0
2009-10-06,100,60.0,,0.6,60.0
2009-10-07,72,60.0,,0.6,43.199999999999996
2009-10-08,83,60.0,,0.6,49.8
2009-10-09,78,60.0,,0.6,46.8
2009-10-10,73,60.0,,0.6,43.8
2009-10-11,64,60.0,,0.6,38.4
2009-10-12,81,60.0,,0.6,48.6
2009-10-13,82,60.0,,0.6,49.199999999999996
2009-10-14,95,60.0,,0.6,57.0
2009-10-15,64,60.0,,0.6,38.4
2009-10-16,63,60.0,,0.6,37.8
2009-10-17,62,60.0,,0.6,37.199999999999996
2009-10-18,73,60.0,,0.6,43.8
2009-10-19,81,60.0,,0.6,48.6
2009-10-20,86,60.0,,0.6,51.6
2009-10-21,87,60.0,,0.6,52.199999999999996
2009-10-22,83,60.0,,0.6,49.8
2009-10-23,62,60.0,,0.6,37.199999999999996
2009-10-24,85,60.0,,0.6,51.0
2009-10-25,66,60.0,,0.6,39.6
2009-10-26,74,60.0,,0.6,44.4
2009-10-27,96,60.0,,0.6,57.599999999999994
2009-10-28,79,60.0,,0.6,47.4
2009-10-29,71,60.0,,0.6,42.6
2009-10-30,88,60.0,,0.6,52.8
2009-10-31,58,60.0,,0.6,34.8
2009-11-01,55,58.0,False,0.58,31.9
2009-11-02,74,58.0,,0.58,42.919999999999995
2009-11-03,100,58.0,,0.58,57.99999999999999
2009-11-04,61,58.0,,0.58,35.379999999999995
2009-11-05,65,58.0,,0.58,37.699999999999996
2009-11-06,60,58.0,,0.58,34.8
2009-11-07,52,58.0,,0.58,30.159999999999997
2009-11-08,63,58.0,,0.58,36.54
2009-11-09,66,58.0,,0.58,38.279999999999994
2009-11-10,62,58.0,,0.58,35.96
2009-11-11,86,58.0,,0.58,49.879999999999995
2009-11-12,76,58.0,,0.58,44.08
2009-11-13,72,58.0,,0.58,41.76
2009-11-14,64,58.0,,0.58,37.12
2009-11-15,46,58.0,,0.58,26.68
2009-11-16,84,58.0,,0.58,48.72
2009-11-17,98,58.0,,0.58,56.839999999999996
2009-11-18,81,58.0,,0.58,46.98
2009-11-19,57,58.0,,0.58,33.059999999999995
2009-11-20,60,58.0,,0.58,34.8
2009-11-21,71,58.0,,0.58,41.18
2009-11-22,60,58.0,,0.58,34.8
2009-11-23,64,58.0,,0.58,37.12
2009-11-24,72,58.0,,0.58,41.76
2009-11-25,53,58.0,,0.58,30.74
2009-11-26,47,58.0,,0.58,27.259999999999998
2009-11-27,48,58.0,,0.58,27.839999999999996
2009-11-28,73,58.0,,0.58,42.339999999999996
2009-11-29,65,58.0,,0.58,37.699999999999996
2009-11-30,72,58.0,,0.58,41.76
2009-12-01,61,57.0,False,0.57,34.769999999999996
2009-12-02,61,57.0,,0.57,34.769999999999996
2009-12-03,61,57.0,,0.57,34.769999999999996
2009-12-04,68,57.0,,0.57,38.76
2009-12-05,39,57.0,,0.57,22.229999999999997
2009-12-06,66,57.0,,0.57,37.62
2009-12-07,76,57.0,,0.57,43.31999999999999
2009-12-08,66,57.0,,0.57,37.62
2009-12-09,72,57.0,,0.57,41.04
2009-12-10,63,57.0,,0.57,35.91
2009-12-11,58,57.0,,0.57,33.059999999999995
2009-12-12,68,57.0,,0.57,38.76
2009-12-13,60,57.0,,0.57,34.199999999999996
2009-12-14,75,57.0,,0.57,42.74999999999999
2009-12-15,57,57.0,,0.57,32.489999999999995
2009-12-16,51,57.0,,0.57,29.069999999999997
2009-12-17,55,57.0,,0.57,31.349999999999998
2009-12-18,46,57.0,,0.57,26.22
2009-12-19,53,57.0,,0.57,30.209999999999997
2009-12-20,51,57.0,,0.57,29.069999999999997
2009-12-21,69,57.0,,0.57,39.33
2009-12-22,58,57.0,,0.57,33.059999999999995
2009-12-23,70,57.0,,0.57,39.9
2009-12-24,69,57.0,,0.57,39.33
2009-12-25,33,57.0,,0.57,18.81
2009-12-26,42,57.0,,0.57,23.939999999999998
2009-12-27,74,57.0,,0.57,42.18
2009-12-28,75,57.0,,0.57,42.74999999999999
2009-12-29,100,57.0,,0.57,56.99999999999999
2009-12-30,60,57.0,,0.57,34.199999999999996
2009-12-31,73,57.0,,0.57,41.61
2010-01-01,70,64.0,False,0.64,44.800000000000004
2010-01-02,63,64.0,,0.64,40.32
2010-01-03,60,64.0,,0.64,38.4
2010-01-04,87,64.0,,0.64,55.68
2010-01-05,88,64.0,,0.64,56.32
2010-01-06,71,64.0,,0.64,45.44
2010-01-07,82,64.0,,0.64,52.480000000000004
2010-01-08,67,64.0,,0.64,42.88
2010-01-09,70,64.0,,0.64,44.800000000000004
2010-01-10,86,64.0,,0.64,55.04
2010-01-11,77,64.0,,0.64,49.28
2010-01-12,86,64.0,,0.64,55.04
2010-01-13,59,64.0,,0.64,37.76
2010-01-14,72,64.0,,0.64,46.08
2010-01-15,69,64.0,,0.64,44.160000000000004
2010-01-16,47,64.0,,0.64,30.080000000000002
2010-01-17,67,64.0,,0.64,42.88
2010-01-18,100,64.0,,0.64,64.0
2010-01-19,63,64.0,,0.64,40.32
2010-01-20,75,64.0,,0.64,48.0
2010-01-21,70,64.0,,0.64,44.800000000000004
2010-01-22,71,64.0,,0.64,45.44
2010-01-23,69,64.0,,0.64,44.160000000000004
2010-01-24,80,64.0,,0.64,51.2
2010-01-25,54,64.0,,0.64,34.56
2010-01-26,65,64.0,,0.64,41.6
2010-01-27,90,64.0,,0.64,57.6
2010-01-28,74,64.0,,0.64,47.36
2010-01-29,75,64.0,,0.64,48.0
2010-01-30,56,64.0,,0.64,35.84
2010-01-31,58,64.0,,0.64,37.12
2010-02-01,69,65.0,False,0.65,44.85
2010-02-02,86,65.0,,0.65,55.9
2010-02-03,100,65.0,,0.65,65.0
2010-02-04,83,65.0,,0.65,53.95
2010-02-05,81,65.0,,0.65,52.65
2010-02-06,89,65.0,,0.65,57.85
2010-02-07,85,65.0,,0.65,55.25
2010-02-08,73,65.0,,0.65,47.45
2010-02-09,77,65.0,,0.65,50.050000000000004
2010-02-10,69,65.0,,0.65,44.85
2010-02-11,74,65.0,,0.65,48.1
2010-02-12,71,65.0,,0.65,46.15
2010-02-13,79,65.0,,0.65,51.35
2010-02-14,57,65.0,,0.65,37.050000000000004
2010-02-15,78,65.0,,0.65,50.7
2010-02-16,84,65.0,,0.65,54.6
2010-02-17,87,65.0,,0.65,56.550000000000004
2010-02-18,72,65.0,,0.65,46.800000000000004
2010-02-19,94,65.0,,0.65,61.1
2010-02-20,55,65.0,,0.65,35.75
2010-02-21,61,65.0,,0.65,39.65
2010-02-22,77,65.0,,0.65,50.050000000000004
2010-02-23,89,65.0,,0.65,57.85
2010-02-24,85,65.0,,0.65,55.25
2010-02-25,76,65.0,,0.65,49.4
2010-02-26,60,65.0,,0.65,39.0
2010-02-27,72,65.0,,0.65,46.800000000000004
2010-02-28,73,65.0,,0.65,47.45
2010-03-01,97,67.0,False,0.67,64.99000000000001
2010-03-02,80,67.0,,0.67,53.6
2010-03-03,86,67.0,,0.67,57.620000000000005
2010-03-04,87,67.0,,0.67,58.290000000000006
2010-03-05,72,67.0,,0.67,48.24
2010-03-06,74,67.0,,0.67,49.580000000000005
2010-03-07,66,67.0,,0.67,44.220000000000006
2010-03-08,83,67.0,,0.67,55.61000000000001
2010-03-09,93,67.0,,0.67,62.31
2010-03-10,76,67.0,,0.67,50.92
2010-03-11,100,67.0,,0.67,67.0
2010-03-12,82,67.0,,0.67,54.940000000000005
2010-03-13,75,67.0,,0.67,50.25
2010-03-14,96,67.0,,0.67,64.32000000000001
2010-03-15,79,67.0,,0.67,52.93
2010-03-16,78,67.0,,0.67,52.260000000000005
2010-03-17,81,67.0,,0.67,54.27
2010-03-18,83,67.0,,0.67,55.61000000000001
2010-03-19,92,67.0,,0.67,61.64
2010-03-20,73,67.0,,0.67,48.910000000000004
2010-03-21,85,67.0,,0.67,56.95
2010-03-22,90,67.0,,0.67,60.300000000000004
2010-03-23,73,67.0,,0.67,48.910000000000004
2010-03-24,92,67.0,,0.67,61.64
2010-03-25,93,67.0,,0.67,62.31
2010-03-26,75,67.0,,0.67,50.25
2010-03-27,100,67.0,,0.67,67.0
2010-03-28,79,67.0,,0.67,52.93
2010-03-29,93,67.0,,0.67,62.31
2010-03-30,87,67.0,,0.67,58.290000000000006
2010-03-31,76,67.0,,0.67,50.92
2010-04-01,85,67.0,False,0.67,56.95
2010-04-02,75,67.0,,0.67,50.25
2010-04-03,73,67.0,,0.67,48.910000000000004
2010-04-04,81,67.0,,0.67,54.27
2010-04-05,93,67.0,,0.67,62.31
2010-04-06,95,67.0,,0.67,63.650000000000006
2010-04-07,100,67.0,,0.67,67.0
2010-04-08,84,67.0,,0.67,56.28
2010-04-09,73,67.0,,0.67,48.910000000000004
2010-04-10,59,67.0,,0.67,39.53
2010-04-11,86,67.0,,0.67,57.620000000000005
2010-04-12,79,67.0,,0.67,52.93
2010-04-13,79,67.0,,0.67,52.93
2010-04-14,71,67.0,,0.67,47.57
2010-04-15,84,67.0,,0.67,56.28
2010-04-16,65,67.0,,0.67,43.550000000000004
2010-04-17,68,67.0,,0.67,45.56
2010-04-18,67,67.0,,0.67,44.89
2010-04-19,70,67.0,,0.67,46.900000000000006
2010-04-20,76,67.0,,0.67,50.92
2010-04-21,80,67.0,,0.67,53.6
2010-04-22,76,67.0,,0.67,50.92
2010-04-23,73,67.0,,0.67,48.910000000000004
2010-04-24,71,67.0,,0.67,47.57
2010-04-25,78,67.0,,0.67,52.260000000000005
2010-04-26,80,67.0,,0.67,53.6
2010-04-27,88,67.0,,0.67,58.96
2010-04-28,83,67.0,,0.67,55.61000000000001
2010-04-29,69,67.0,,0.67,46.230000000000004
2010-04-30,62,67.0,,0.67,41.54
2010-05-01,67,66.0,False,0.66,44.22
2010-05-02,69,66.0,,0.66,45.54
2010-05-03,66,66.0,,0.66,43.56
2010-05-04,74,66.0,,0.66,48.84
2010-05-05,64,66.0,,0.66,42.24
2010-05-06,60,66.0,,0.66,39.6
2010-05-07,55,66.0,,0.66,36.300000000000004
