date,weight gain_unscaled,weight gain_monthly,isPartial,scale,weight gain
2005-01-01,38,44.0,False,0.44,16.72
2005-01-02,33,44.0,,0.44,14.52
2005-01-03,34,44.0,,0.44,14.96
2005-01-04,51,44.0,,0.44,22.44
2005-01-05,38,44.0,,0.44,16.72
2005-01-06,45,44.0,,0.44,19.8
2005-01-07,53,44.0,,0.44,23.32
2005-01-08,42,44.0,,0.44,18.48
2005-01-09,73,44.0,,0.44,32.12
2005-01-10,37,44.0,,0.44,16.28
2005-01-11,67,44.0,,0.44,29.48
2005-01-12,56,44.0,,0.44,24.64
2005-01-13,56,44.0,,0.44,24.64
2005-01-14,65,44.0,,0.44,28.6
2005-01-15,63,44.0,,0.44,27.72
2005-01-16,97,44.0,,0.44,42.68
2005-01-17,50,44.0,,0.44,22.0
2005-01-18,80,44.0,,0.44,35.2
2005-01-19,100,44.0,,0.44,44.0
2005-01-20,63,44.0,,0.44,27.72
2005-01-21,85,44.0,,0.44,37.4
2005-01-22,49,44.0,,0.44,21.56
2005-01-23,96,44.0,,0.44,42.24
2005-01-24,98,44.0,,0.44,43.12
2005-01-25,77,44.0,,0.44,33.88
2005-01-26,49,44.0,,0.44,21.56
2005-01-27,74,44.0,,0.44,32.56
2005-01-28,38,44.0,,0.44,16.72
2005-01-29,89,44.0,,0.44,39.160000000000004
2005-01-30,38,44.0,,0.44,16.72
2005-01-31,66,44.0,,0.44,29.04
2005-02-01,41,45.0,False,0.45,18.45
2005-02-02,43,45.0,,0.45,19.35
2005-02-03,39,45.0,,0.45,17.55
2005-02-04,33,45.0,,0.45,14.85
2005-02-05,32,45.0,,0.45,14.4
2005-02-06,59,45.0,,0.45,26.55
2005-02-07,66,45.0,,0.45,29.7
2005-02-08,48,45.0,,0.45,21.6
2005-02-09,49,45.0,,0.45,22.05
2005-02-10,69,45.0,,0.45,31.05
2005-02-11,24,45.0,,0.45,10.8
2005-02-12,38,45.0,,0.45,17.1
2005-02-13,81,45.0,,0.45,36.45
2005-02-14,46,45.0,,0.45,20.7
2005-02-15,49,45.0,,0.45,22.05
2005-02-16,41,45.0,,0.45,18.45
2005-02-17,46,45.0,,0.45,20.7
2005-02-18,52,45.0,,0.45,23.400000000000002
2005-02-19,63,45.0,,0.45,28.35
2005-02-20,64,45.0,,0.45,28.8
2005-02-21,50,45.0,,0.45,22.5
2005-02-22,40,45.0,,0.45,18.0
2005-02-23,41,45.0,,0.45,18.45
2005-02-24,37,45.0,,0.45,16.650000000000002
2005-02-25,44,45.0,,0.45,19.8
2005-02-26,100,45.0,,0.45,45.0
2005-02-27,46,45.0,,0.45,20.7
2005-02-28,37,45.0,,0.45,16.650000000000002
2005-03-01,41,48.0,False,0.48,19.68
2005-03-02,38,48.0,,0.48,18.24
2005-03-03,60,48.0,,0.48,28.799999999999997
2005-03-04,67,48.0,,0.48,32.16
2005-03-05,63,48.0,,0.48,30.24
2005-03-06,32,48.0,,0.48,15.36
2005-03-07,75,48.0,,0.48,36.0
2005-03-08,41,48.0,,0.48,19.68
2005-03-09,71,48.0,,0.48,34.08
2005-03-10,52,48.0,,0.48,24.96
2005-03-11,40,48.0,,0.48,19.2
2005-03-12,100,48.0,,0.48,48.0
2005-03-13,39,48.0,,0.48,18.72
2005-03-14,32,48.0,,0.48,15.36
2005-03-15,50,48.0,,0.48,24.0
2005-03-16,70,48.0,,0.48,33.6
2005-03-17,34,48.0,,0.48,16.32
2005-03-18,36,48.0,,0.48,17.28
2005-03-19,31,48.0,,0.48,14.879999999999999
2005-03-20,40,48.0,,0.48,19.2
2005-03-21,75,48.0,,0.48,36.0
2005-03-22,42,48.0,,0.48,20.16
2005-03-23,75,48.0,,0.48,36.0
2005-03-24,60,48.0,,0.48,28.799999999999997
2005-03-25,41,48.0,,0.48,19.68
2005-03-26,66,48.0,,0.48,31.68
2005-03-27,65,48.0,,0.48,31.2
2005-03-28,47,48.0,,0.48,22.56
2005-03-29,57,48.0,,0.48,27.36
2005-03-30,81,48.0,,0.48,38.879999999999995
2005-03-31,39,48.0,,0.48,18.72
2005-04-01,51,48.0,False,0.48,24.48
2005-04-02,53,48.0,,0.48,25.439999999999998
2005-04-03,30,48.0,,0.48,14.399999999999999
2005-04-04,97,48.0,,0.48,46.559999999999995
2005-04-05,0,48.0,,0.48,0.0
2005-04-06,63,48.0,,0.48,30.24
2005-04-07,61,48.0,,0.48,29.279999999999998
2005-04-08,46,48.0,,0.48,22.08
2005-04-09,75,48.0,,0.48,36.0
2005-04-10,49,48.0,,0.48,23.52
2005-04-11,87,48.0,,0.48,41.76
2005-04-12,48,48.0,,0.48,23.04
2005-04-13,45,48.0,,0.48,21.599999999999998
2005-04-14,61,48.0,,0.48,29.279999999999998
2005-04-15,64,48.0,,0.48,30.72
2005-04-16,83,48.0,,0.48,39.839999999999996
2005-04-17,25,48.0,,0.48,12.0
2005-04-18,55,48.0,,0.48,26.4
2005-04-19,62,48.0,,0.48,29.759999999999998
2005-04-20,100,48.0,,0.48,48.0
2005-04-21,48,48.0,,0.48,23.04
2005-04-22,80,48.0,,0.48,38.4
2005-04-23,68,48.0,,0.48,32.64
2005-04-24,60,48.0,,0.48,28.799999999999997
2005-04-25,27,48.0,,0.48,12.959999999999999
2005-04-26,70,48.0,,0.48,33.6
2005-04-27,31,48.0,,0.48,14.879999999999999
2005-04-28,39,48.0,,0.48,18.72
2005-04-29,72,48.0,,0.48,34.56
2005-04-30,30,48.0,,0.48,14.399999999999999
2005-05-01,32,45.0,False,0.45,14.4
2005-05-02,46,45.0,,0.45,20.7
2005-05-03,78,45.0,,0.45,35.1
2005-05-04,47,45.0,,0.45,21.150000000000002
2005-05-05,52,45.0,,0.45,23.400000000000002
2005-05-06,57,45.0,,0.45,25.650000000000002
2005-05-07,35,45.0,,0.45,15.75
2005-05-08,69,45.0,,0.45,31.05
2005-05-09,80,45.0,,0.45,36.0
2005-05-10,60,45.0,,0.45,27.0
2005-05-11,67,45.0,,0.45,30.150000000000002
2005-05-12,48,45.0,,0.45,21.6
2005-05-13,26,45.0,,0.45,11.700000000000001
2005-05-14,42,45.0,,0.45,18.900000000000002
2005-05-15,57,45.0,,0.45,25.650000000000002
2005-05-16,86,45.0,,0.45,38.7
2005-05-17,66,45.0,,0.45,29.7
2005-05-18,61,45.0,,0.45,27.45
2005-05-19,73,45.0,,0.45,32.85
2005-05-20,100,45.0,,0.45,45.0
2005-05-21,95,45.0,,0.45,42.75
2005-05-22,67,45.0,,0.45,30.150000000000002
2005-05-23,57,45.0,,0.45,25.650000000000002
2005-05-24,23,45.0,,0.45,10.35
2005-05-25,81,45.0,,0.45,36.45
2005-05-26,60,45.0,,0.45,27.0
2005-05-27,77,45.0,,0.45,34.65
2005-05-28,63,45.0,,0.45,28.35
2005-05-29,95,45.0,,0.45,42.75
2005-05-30,63,45.0,,0.45,28.35
2005-05-31,53,45.0,,0.45,23.85
2005-06-01,25,45.0,False,0.45,11.25
2005-06-02,10,45.0,,0.45,4.5
2005-06-03,69,45.0,,0.45,31.05
2005-06-04,67,45.0,,0.45,30.150000000000002
2005-06-05,52,45.0,,0.45,23.400000000000002
2005-06-06,95,45.0,,0.45,42.75
2005-06-07,50,45.0,,0.45,22.5
2005-06-08,79,45.0,,0.45,35.550000000000004
2005-06-09,82,45.0,,0.45,36.9
2005-06-10,49,45.0,,0.45,22.05
2005-06-11,77,45.0,,0.45,34.65
2005-06-12,53,45.0,,0.45,23.85
2005-06-13,81,45.0,,0.45,36.45
2005-06-14,30,45.0,,0.45,13.5
2005-06-15,76,45.0,,0.45,34.2
2005-06-16,67,45.0,,0.45,30.150000000000002
2005-06-17,34,45.0,,0.45,15.3
2005-06-18,45,45.0,,0.45,20.25
2005-06-19,46,45.0,,0.45,20.7
2005-06-20,61,45.0,,0.45,27.45
2005-06-21,65,45.0,,0.45,29.25
2005-06-22,72,45.0,,0.45,32.4
2005-06-23,58,45.0,,0.45,26.1
2005-06-24,23,45.0,,0.45,10.35
2005-06-25,81,45.0,,0.45,36.45
2005-06-26,45,45.0,,0.45,20.25
2005-06-27,50,45.0,,0.45,22.5
2005-06-28,100,45.0,,0.45,45.0
2005-06-29,46,45.0,,0.45,20.7
2005-06-30,47,45.0,,0.45,21.150000000000002
2005-07-01,56,49.0,False,0.49,27.439999999999998
2005-07-02,16,49.0,,0.49,7.84
2005-07-03,52,49.0,,0.49,25.48
2005-07-04,54,49.0,,0.49,26.46
2005-07-05,66,49.0,,0.49,32.339999999999996
2005-07-06,47,49.0,,0.49,23.03
2005-07-07,57,49.0,,0.49,27.93
2005-07-08,33,49.0,,0.49,16.169999999999998
2005-07-09,100,49.0,,0.49,49.0
2005-07-10,67,49.0,,0.49,32.83
2005-07-11,82,49.0,,0.49,40.18
2005-07-12,72,49.0,,0.49,35.28
2005-07-13,64,49.0,,0.49,31.36
2005-07-14,52,49.0,,0.49,25.48
2005-07-15,66,49.0,,0.49,32.339999999999996
2005-07-16,44,49.0,,0.49,21.56
2005-07-17,75,49.0,,0.49,36.75
2005-07-18,51,49.0,,0.49,24.99
2005-07-19,76,49.0,,0.49,37.24
2005-07-20,69,49.0,,0.49,33.81
2005-07-21,44,49.0,,0.49,21.56
2005-07-22,66,49.0,,0.49,32.339999999999996
2005-07-23,73,49.0,,0.49,35.769999999999996
2005-07-24,67,49.0,,0.49,32.83
2005-07-25,68,49.0,,0.49,33.32
2005-07-26,42,49.0,,0.49,20.58
2005-07-27,30,49.0,,0.49,14.7
2005-07-28,58,49.0,,0.49,28.419999999999998
2005-07-29,81,49.0,,0.49,39.69
2005-07-30,64,49.0,,0.49,31.36
2005-07-31,58,49.0,,0.49,28.419999999999998
2005-08-01,54,49.0,False,0.49,26.46
2005-08-02,39,49.0,,0.49,19.11
2005-08-03,43,49.0,,0.49,21.07
2005-08-04,89,49.0,,0.49,43.61
2005-08-05,31,49.0,,0.49,15.19
2005-08-06,36,49.0,,0.49,17.64
2005-08-07,48,49.0,,0.49,23.52
2005-08-08,60,49.0,,0.49,29.4
2005-08-09,41,49.0,,0.49,20.09
2005-08-10,50,49.0,,0.49,24.5
2005-08-11,76,49.0,,0.49,37.24
2005-08-12,34,49.0,,0.49,16.66
2005-08-13,46,49.0,,0.49,22.54
2005-08-14,59,49.0,,0.49,28.91
2005-08-15,28,49.0,,0.49,13.719999999999999
2005-08-16,77,49.0,,0.49,37.73
2005-08-17,53,49.0,,0.49,25.97
2005-08-18,62,49.0,,0.49,30.38
2005-08-19,45,49.0,,0.49,22.05
2005-08-20,57,49.0,,0.49,27.93
2005-08-21,40,49.0,,0.49,19.6
2005-08-22,59,49.0,,0.49,28.91
2005-08-23,37,49.0,,0.49,18.13
2005-08-24,100,49.0,,0.49,49.0
2005-08-25,51,49.0,,0.49,24.99
2005-08-26,37,49.0,,0.49,18.13
2005-08-27,33,49.0,,0.49,16.169999999999998
2005-08-28,33,49.0,,0.49,16.169999999999998
2005-08-29,37,49.0,,0.49,18.13
2005-08-30,26,49.0,,0.49,12.74
2005-08-31,37,49.0,,0.49,18.13
2005-09-01,43,46.0,False,0.46,19.78
2005-09-02,26,46.0,,0.46,11.96
2005-09-03,47,46.0,,0.46,21.62
2005-09-04,75,46.0,,0.46,34.5
2005-09-05,62,46.0,,0.46,28.52
2005-09-06,60,46.0,,0.46,27.6
2005-09-07,67,46.0,,0.46,30.82
2005-09-08,49,46.0,,0.46,22.540000000000003
2005-09-09,47,46.0,,0.46,21.62
2005-09-10,100,46.0,,0.46,46.0
2005-09-11,79,46.0,,0.46,36.34
2005-09-12,31,46.0,,0.46,14.26
2005-09-13,74,46.0,,0.46,34.04
2005-09-14,56,46.0,,0.46,25.76
2005-09-15,35,46.0,,0.46,16.1
2005-09-16,60,46.0,,0.46,27.6
2005-09-17,57,46.0,,0.46,26.220000000000002
2005-09-18,49,46.0,,0.46,22.540000000000003
2005-09-19,78,46.0,,0.46,35.88
2005-09-20,68,46.0,,0.46,31.28
2005-09-21,68,46.0,,0.46,31.28
2005-09-22,56,46.0,,0.46,25.76
2005-09-23,42,46.0,,0.46,19.32
2005-09-24,51,46.0,,0.46,23.46
2005-09-25,35,46.0,,0.46,16.1
2005-09-26,72,46.0,,0.46,33.120000000000005
2005-09-27,84,46.0,,0.46,38.64
2005-09-28,77,46.0,,0.46,35.42
2005-09-29,51,46.0,,0.46,23.46
2005-09-30,61,46.0,,0.46,28.060000000000002
2005-10-01,53,41.0,False,0.41,21.73
2005-10-02,76,41.0,,0.41,31.159999999999997
2005-10-03,61,41.0,,0.41,25.009999999999998
2005-10-04,90,41.0,,0.41,36.9
2005-10-05,84,41.0,,0.41,34.44
2005-10-06,91,41.0,,0.41,37.309999999999995
2005-10-07,76,41.0,,0.41,31.159999999999997
2005-10-08,75,41.0,,0.41,30.749999999999996
2005-10-09,100,41.0,,0.41,41.0
2005-10-10,68,41.0,,0.41,27.88
2005-10-11,49,41.0,,0.41,20.09
2005-10-12,60,41.0,,0.41,24.599999999999998
2005-10-13,56,41.0,,0.41,22.959999999999997
2005-10-14,38,41.0,,0.41,15.579999999999998
2005-10-15,43,41.0,,0.41,17.63
2005-10-16,57,41.0,,0.41,23.369999999999997
2005-10-17,59,41.0,,0.41,24.189999999999998
2005-10-18,74,41.0,,0.41,30.34
2005-10-19,69,41.0,,0.41,28.29
2005-10-20,60,41.0,,0.41,24.599999999999998
2005-10-21,81,41.0,,0.41,33.21
2005-10-22,41,41.0,,0.41,16.81
2005-10-23,87,41.0,,0.41,35.669999999999995
2005-10-24,64,41.0,,0.41,26.24
2005-10-25,68,41.0,,0.41,27.88
2005-10-26,39,41.0,,0.41,15.989999999999998
2005-10-27,45,41.0,,0.41,18.45
2005-10-28,48,41.0,,0.41,19.68
2005-10-29,50,41.0,,0.41,20.5
2005-10-30,100,41.0,,0.41,41.0
2005-10-31,56,41.0,,0.41,22.959999999999997
2005-11-01,60,43.0,False,0.43,25.8
2005-11-02,58,43.0,,0.43,24.94
2005-11-03,78,43.0,,0.43,33.54
2005-11-04,48,43.0,,0.43,20.64
2005-11-05,51,43.0,,0.43,21.93
2005-11-06,72,43.0,,0.43,30.96
2005-11-07,61,43.0,,0.43,26.23
2005-11-08,85,43.0,,0.43,36.55
2005-11-09,100,43.0,,0.43,43.0
2005-11-10,95,43.0,,0.43,40.85
2005-11-11,60,43.0,,0.43,25.8
2005-11-12,36,43.0,,0.43,15.48
2005-11-13,72,43.0,,0.43,30.96
2005-11-14,75,43.0,,0.43,32.25
2005-11-15,42,43.0,,0.43,18.06
2005-11-16,59,43.0,,0.43,25.37
2005-11-17,48,43.0,,0.43,20.64
2005-11-18,51,43.0,,0.43,21.93
2005-11-19,36,43.0,,0.43,15.48
2005-11-20,43,43.0,,0.43,18.49
2005-11-21,43,43.0,,0.43,18.49
2005-11-22,78,43.0,,0.43,33.54
2005-11-23,60,43.0,,0.43,25.8
2005-11-24,31,43.0,,0.43,13.33
2005-11-25,62,43.0,,0.43,26.66
2005-11-26,66,43.0,,0.43,28.38
2005-11-27,56,43.0,,0.43,24.08
2005-11-28,54,43.0,,0.43,23.22
2005-11-29,60,43.0,,0.43,25.8
2005-11-30,66,43.0,,0.43,28.38
2005-12-01,82,37.0,False,0.37,30.34
2005-12-02,57,37.0,,0.37,21.09
2005-12-03,26,37.0,,0.37,9.62
2005-12-04,69,37.0,,0.37,25.53
2005-12-05,64,37.0,,0.37,23.68
2005-12-06,89,37.0,,0.37,32.93
2005-12-07,53,37.0,,0.37,19.61
2005-12-08,44,37.0,,0.37,16.28
2005-12-09,58,37.0,,0.37,21.46
2005-12-10,78,37.0,,0.37,28.86
2005-12-11,88,37.0,,0.37,32.56
2005-12-12,54,37.0,,0.37,19.98
2005-12-13,80,37.0,,0.37,29.6
2005-12-14,82,37.0,,0.37,30.34
2005-12-15,56,37.0,,0.37,20.72
2005-12-16,37,37.0,,0.37,13.69
2005-12-17,45,37.0,,0.37,16.65
2005-12-18,47,37.0,,0.37,17.39
2005-12-19,65,37.0,,0.37,24.05
2005-12-20,58,37.0,,0.37,21.46
2005-12-21,55,37.0,,0.37,20.35
2005-12-22,66,37.0,,0.37,24.419999999999998
2005-12-23,63,37.0,,0.37,23.31
2005-12-24,44,37.0,,0.37,16.28
2005-12-25,67,37.0,,0.37,24.79
2005-12-26,50,37.0,,0.37,18.5
2005-12-27,91,37.0,,0.37,33.67
2005-12-28,100,37.0,,0.37,37.0
2005-12-29,39,37.0,,0.37,14.43
2005-12-30,73,37.0,,0.37,27.009999999999998
2005-12-31,37,37.0,,0.37,13.69
2006-01-01,40,48.0,False,0.48,19.2
2006-01-02,81,48.0,,0.48,38.879999999999995
2006-01-03,86,48.0,,0.48,41.28
2006-01-04,67,48.0,,0.48,32.16
2006-01-05,45,48.0,,0.48,21.599999999999998
2006-01-06,62,48.0,,0.48,29.759999999999998
2006-01-07,91,48.0,,0.48,43.68
2006-01-08,37,48.0,,0.48,17.759999999999998
2006-01-09,67,48.0,,0.48,32.16
2006-01-10,65,48.0,,0.48,31.2
2006-01-11,73,48.0,,0.48,35.04
2006-01-12,74,48.0,,0.48,35.519999999999996
2006-01-13,73,48.0,,0.48,35.04
2006-01-14,77,48.0,,0.48,36.96
2006-01-15,37,48.0,,0.48,17.759999999999998
2006-01-16,61,48.0,,0.48,29.279999999999998
2006-01-17,61,48.0,,0.48,29.279999999999998
2006-01-18,57,48.0,,0.48,27.36
2006-01-19,100,48.0,,0.48,48.0
2006-01-20,80,48.0,,0.48,38.4
2006-01-21,41,48.0,,0.48,19.68
2006-01-22,35,48.0,,0.48,16.8
2006-01-23,56,48.0,,0.48,26.88
2006-01-24,47,48.0,,0.48,22.56
2006-01-25,81,48.0,,0.48,38.879999999999995
2006-01-26,64,48.0,,0.48,30.72
2006-01-27,67,48.0,,0.48,32.16
2006-01-28,41,48.0,,0.48,19.68
2006-01-29,57,48.0,,0.48,27.36
2006-01-30,77,48.0,,0.48,36.96
2006-01-31,64,48.0,,0.48,30.72
2006-02-01,36,46.0,False,0.46,16.560000000000002
2006-02-02,62,46.0,,0.46,28.52
2006-02-03,84,46.0,,0.46,38.64
2006-02-04,100,46.0,,0.46,46.0
2006-02-05,68,46.0,,0.46,31.28
2006-02-06,83,46.0,,0.46,38.18
2006-02-07,77,46.0,,0.46,35.42
2006-02-08,43,46.0,,0.46,19.78
2006-02-09,72,46.0,,0.46,33.120000000000005
2006-02-10,38,46.0,,0.46,17.48
2006-02-11,33,46.0,,0.46,15.180000000000001
2006-02-12,71,46.0,,0.46,32.660000000000004
2006-02-13,39,46.0,,0.46,17.94
2006-02-14,22,46.0,,0.46,10.120000000000001
2006-02-15,55,46.0,,0.46,25.3
2006-02-16,62,46.0,,0.46,28.52
2006-02-17,58,46.0,,0.46,26.68
2006-02-18,82,46.0,,0.46,37.72
2006-02-19,51,46.0,,0.46,23.46
2006-02-20,56,46.0,,0.46,25.76
2006-02-21,39,46.0,,0.46,17.94
2006-02-22,71,46.0,,0.46,32.660000000000004
2006-02-23,54,46.0,,0.46,24.84
2006-02-24,50,46.0,,0.46,23.0
2006-02-25,64,46.0,,0.46,29.44
2006-02-26,56,46.0,,0.46,25.76
2006-02-27,67,46.0,,0.46,30.82
2006-02-28,52,46.0,,0.46,23.92
2006-03-01,53,47.0,False,0.47,24.91
2006-03-02,55,47.0,,0.47,25.849999999999998
2006-03-03,53,47.0,,0.47,24.91
2006-03-04,48,47.0,,0.47,22.56
2006-03-05,69,47.0,,0.47,32.43
2006-03-06,58,47.0,,0.47,27.259999999999998
2006-03-07,97,47.0,,0.47,45.589999999999996
2006-03-08,67,47.0,,0.47,31.49
2006-03-09,55,47.0,,0.47,25.849999999999998
2006-03-10,66,47.0,,0.47,31.02
2006-03-11,38,47.0,,0.47,17.86
2006-03-12,48,47.0,,0.47,22.56
2006-03-13,45,47.0,,0.47,21.15
2006-03-14,71,47.0,,0.47,33.37
2006-03-15,58,47.0,,0.47,27.259999999999998
2006-03-16,100,47.0,,0.47,47.0
2006-03-17,56,47.0,,0.47,26.32
2006-03-18,98,47.0,,0.47,46.059999999999995
2006-03-19,48,47.0,,0.47,22.56
2006-03-20,81,47.0,,0.47,38.07
2006-03-21,55,47.0,,0.47,25.849999999999998
2006-03-22,53,47.0,,0.47,24.91
2006-03-23,89,47.0,,0.47,41.83
2006-03-24,47,47.0,,0.47,22.09
2006-03-25,53,47.0,,0.47,24.91
2006-03-26,86,47.0,,0.47,40.419999999999995
2006-03-27,40,47.0,,0.47,18.799999999999997
2006-03-28,62,47.0,,0.47,29.139999999999997
2006-03-29,70,47.0,,0.47,32.9
2006-03-30,48,47.0,,0.47,22.56
2006-03-31,58,47.0,,0.47,27.259999999999998
2006-04-01,67,51.0,False,0.51,34.17
2006-04-02,69,51.0,,0.51,35.19
2006-04-03,78,51.0,,0.51,39.78
2006-04-04,29,51.0,,0.51,14.790000000000001
2006-04-05,61,51.0,,0.51,31.11
2006-04-06,45,51.0,,0.51,22.95
2006-04-07,59,51.0,,0.51,30.09
2006-04-08,46,51.0,,0.51,23.46
2006-04-09,57,51.0,,0.51,29.07
2006-04-10,87,51.0,,0.51,44.37
2006-04-11,48,51.0,,0.51,24.48
2006-04-12,79,51.0,,0.51,40.29
2006-04-13,95,51.0,,0.51,48.45
2006-04-14,78,51.0,,0.51,39.78
2006-04-15,21,51.0,,0.51,10.71
2006-04-16,68,51.0,,0.51,34.68
2006-04-17,78,51.0,,0.51,39.78
2006-04-18,72,51.0,,0.51,36.72
2006-04-19,73,51.0,,0.51,37.230000000000004
2006-04-20,77,51.0,,0.51,39.27
2006-04-21,38,51.0,,0.51,19.38
2006-04-22,66,51.0,,0.51,33.660000000000004
2006-04-23,76,51.0,,0.51,38.76
2006-04-24,100,51.0,,0.51,51.0
2006-04-25,55,51.0,,0.51,28.05
2006-04-26,57,51.0,,0.51,29.07
2006-04-27,79,51.0,,0.51,40.29
2006-04-28,55,51.0,,0.51,28.05
2006-04-29,47,51.0,,0.51,23.97
2006-04-30,36,51.0,,0.51,18.36
2006-05-01,52,47.0,False,0.47,24.439999999999998
2006-05-02,75,47.0,,0.47,35.25
2006-05-03,38,47.0,,0.47,17.86
2006-05-04,71,47.0,,0.47,33.37
2006-05-05,54,47.0,,0.47,25.38
2006-05-06,65,47.0,,0.47,30.549999999999997
2006-05-07,100,47.0,,0.47,47.0
2006-05-08,42,47.0,,0.47,19.74
2006-05-09,58,47.0,,0.47,27.259999999999998
2006-05-10,84,47.0,,0.47,39.48
2006-05-11,77,47.0,,0.47,36.19
2006-05-12,58,47.0,,0.47,27.259999999999998
2006-05-13,41,47.0,,0.47,19.27
2006-05-14,85,47.0,,0.47,39.949999999999996
2006-05-15,42,47.0,,0.47,19.74
2006-05-16,73,47.0,,0.47,34.309999999999995
2006-05-17,90,47.0,,0.47,42.3
2006-05-18,94,47.0,,0.47,44.18
2006-05-19,81,47.0,,0.47,38.07
2006-05-20,67,47.0,,0.47,31.49
2006-05-21,72,47.0,,0.47,33.839999999999996
2006-05-22,93,47.0,,0.47,43.71
2006-05-23,46,47.0,,0.47,21.619999999999997
2006-05-24,69,47.0,,0.47,32.43
2006-05-25,71,47.0,,0.47,33.37
2006-05-26,94,47.0,,0.47,44.18
2006-05-27,97,47.0,,0.47,45.589999999999996
2006-05-28,63,47.0,,0.47,29.61
2006-05-29,35,47.0,,0.47,16.45
2006-05-30,69,47.0,,0.47,32.43
2006-05-31,90,47.0,,0.47,42.3
2006-06-01,72,50.0,False,0.5,36.0
2006-06-02,80,50.0,,0.5,40.0
2006-06-03,89,50.0,,0.5,44.5
2006-06-04,71,50.0,,0.5,35.5
2006-06-05,66,50.0,,0.5,33.0
2006-06-06,90,50.0,,0.5,45.0
2006-06-07,47,50.0,,0.5,23.5
2006-06-08,67,50.0,,0.5,33.5
2006-06-09,67,50.0,,0.5,33.5
2006-06-10,48,50.0,,0.5,24.0
2006-06-11,55,50.0,,0.5,27.5
2006-06-12,52,50.0,,0.5,26.0
2006-06-13,97,50.0,,0.5,48.5
2006-06-14,75,50.0,,0.5,37.5
2006-06-15,58,50.0,,0.5,29.0
2006-06-16,58,50.0,,0.5,29.0
2006-06-17,57,50.0,,0.5,28.5
2006-06-18,59,50.0,,0.5,29.5
2006-06-19,57,50.0,,0.5,28.5
2006-06-20,63,50.0,,0.5,31.5
2006-06-21,84,50.0,,0.5,42.0
2006-06-22,34,50.0,,0.5,17.0
2006-06-23,81,50.0,,0.5,40.5
2006-06-24,70,50.0,,0.5,35.0
2006-06-25,41,50.0,,0.5,20.5
2006-06-26,80,50.0,,0.5,40.0
2006-06-27,94,50.0,,0.5,47.0
2006-06-28,100,50.0,,0.5,50.0
2006-06-29,64,50.0,,0.5,32.0
2006-06-30,37,50.0,,0.5,18.5
2006-07-01,49,54.0,False,0.54,26.46
2006-07-02,32,54.0,,0.54,17.28
2006-07-03,63,54.0,,0.54,34.02
2006-07-04,66,54.0,,0.54,35.64
2006-07-05,75,54.0,,0.54,40.5
2006-07-06,90,54.0,,0.54,48.6
2006-07-07,85,54.0,,0.54,45.900000000000006
2006-07-08,74,54.0,,0.54,39.96
2006-07-09,71,54.0,,0.54,38.34
2006-07-10,55,54.0,,0.54,29.700000000000003
2006-07-11,76,54.0,,0.54,41.040000000000006
2006-07-12,74,54.0,,0.54,39.96
2006-07-13,87,54.0,,0.54,46.980000000000004
2006-07-14,50,54.0,,0.54,27.0
2006-07-15,74,54.0,,0.54,39.96
2006-07-16,46,54.0,,0.54,24.840000000000003
2006-07-17,100,54.0,,0.54,54.0
2006-07-18,77,54.0,,0.54,41.580000000000005
2006-07-19,67,54.0,,0.54,36.18
2006-07-20,47,54.0,,0.54,25.380000000000003
2006-07-21,83,54.0,,0.54,44.82
2006-07-22,67,54.0,,0.54,36.18
2006-07-23,45,54.0,,0.54,24.3
2006-07-24,81,54.0,,0.54,43.74
2006-07-25,59,54.0,,0.54,31.860000000000003
2006-07-26,59,54.0,,0.54,31.860000000000003
2006-07-27,76,54.0,,0.54,41.040000000000006
2006-07-28,83,54.0,,0.54,44.82
2006-07-29,78,54.0,,0.54,42.120000000000005
2006-07-30,80,54.0,,0.54,43.2
2006-07-31,87,54.0,,0.54,46.980000000000004
2006-08-01,59,48.0,False,0.48,28.32
2006-08-02,98,48.0,,0.48,47.04
2006-08-03,54,48.0,,0.48,25.919999999999998
2006-08-04,83,48.0,,0.48,39.839999999999996
2006-08-05,43,48.0,,0.48,20.64
2006-08-06,83,48.0,,0.48,39.839999999999996
2006-08-07,77,48.0,,0.48,36.96
2006-08-08,49,48.0,,0.48,23.52
2006-08-09,95,48.0,,0.48,45.6
2006-08-10,31,48.0,,0.48,14.879999999999999
2006-08-11,78,48.0,,0.48,37.44
2006-08-12,61,48.0,,0.48,29.279999999999998
2006-08-13,93,48.0,,0.48,44.64
2006-08-14,42,48.0,,0.48,20.16
2006-08-15,53,48.0,,0.48,25.439999999999998
2006-08-16,62,48.0,,0.48,29.759999999999998
2006-08-17,58,48.0,,0.48,27.84
2006-08-18,82,48.0,,0.48,39.36
2006-08-19,100,48.0,,0.48,48.0
2006-08-20,83,48.0,,0.48,39.839999999999996
2006-08-21,86,48.0,,0.48,41.28
2006-08-22,44,48.0,,0.48,21.119999999999997
2006-08-23,97,48.0,,0.48,46.559999999999995
2006-08-24,72,48.0,,0.48,34.56
2006-08-25,80,48.0,,0.48,38.4
2006-08-26,51,48.0,,0.48,24.48
2006-08-27,68,48.0,,0.48,32.64
2006-08-28,73,48.0,,0.48,35.04
2006-08-29,79,48.0,,0.48,37.92
2006-08-30,91,48.0,,0.48,43.68
2006-08-31,60,48.0,,0.48,28.799999999999997
2006-09-01,35,46.0,False,0.46,16.1
2006-09-02,88,46.0,,0.46,40.480000000000004
