date,BANKRUPTCY_unscaled,BANKRUPTCY_monthly,isPartial,scale,BANKRUPTCY
2012-07-09,64,56.0,,0.56,35.84
2012-07-10,81,56.0,,0.56,45.36000000000001
2012-07-11,100,56.0,,0.56,56.00000000000001
2012-07-12,75,56.0,,0.56,42.00000000000001
2012-07-13,70,56.0,,0.56,39.2
2012-07-14,47,56.0,,0.56,26.320000000000004
2012-07-15,33,56.0,,0.56,18.48
2012-07-16,67,56.0,,0.56,37.52
2012-07-17,67,56.0,,0.56,37.52
2012-07-18,71,56.0,,0.56,39.760000000000005
2012-07-19,67,56.0,,0.56,37.52
2012-07-20,50,56.0,,0.56,28.000000000000004
2012-07-21,42,56.0,,0.56,23.520000000000003
2012-07-22,37,56.0,,0.56,20.720000000000002
2012-07-23,68,56.0,,0.56,38.080000000000005
2012-07-24,66,56.0,,0.56,36.96
2012-07-25,64,56.0,,0.56,35.84
2012-07-26,63,56.0,,0.56,35.28
2012-07-27,57,56.0,,0.56,31.92
2012-07-28,26,56.0,,0.56,14.560000000000002
2012-07-29,28,56.0,,0.56,15.680000000000001
2012-07-30,56,56.0,,0.56,31.360000000000003
2012-07-31,59,56.0,,0.56,33.040000000000006
2012-08-01,84,52.0,False,0.52,43.68
2012-08-02,97,52.0,,0.52,50.440000000000005
2012-08-03,81,52.0,,0.52,42.120000000000005
2012-08-04,45,52.0,,0.52,23.400000000000002
2012-08-05,50,52.0,,0.52,26.0
2012-08-06,100,52.0,,0.52,52.0
2012-08-07,99,52.0,,0.52,51.480000000000004
2012-08-08,93,52.0,,0.52,48.36
2012-08-09,89,52.0,,0.52,46.28
2012-08-10,82,52.0,,0.52,42.64
2012-08-11,55,52.0,,0.52,28.6
2012-08-12,48,52.0,,0.52,24.96
2012-08-13,86,52.0,,0.52,44.72
2012-08-14,97,52.0,,0.52,50.440000000000005
2012-08-15,95,52.0,,0.52,49.4
2012-08-16,92,52.0,,0.52,47.84
2012-08-17,86,52.0,,0.52,44.72
2012-08-18,60,52.0,,0.52,31.200000000000003
2012-08-19,55,52.0,,0.52,28.6
2012-08-20,85,52.0,,0.52,44.2
2012-08-21,93,52.0,,0.52,48.36
2012-08-22,84,52.0,,0.52,43.68
2012-08-23,92,52.0,,0.52,47.84
2012-08-24,82,52.0,,0.52,42.64
2012-08-25,48,52.0,,0.52,24.96
2012-08-26,46,52.0,,0.52,23.92
2012-08-27,96,52.0,,0.52,49.92
2012-08-28,96,52.0,,0.52,49.92
2012-08-29,92,52.0,,0.52,47.84
2012-08-30,90,52.0,,0.52,46.800000000000004
2012-08-31,76,52.0,,0.52,39.52
2012-09-01,42,48.0,False,0.48,20.16
2012-09-02,44,48.0,,0.48,21.119999999999997
2012-09-03,50,48.0,,0.48,24.0
2012-09-04,100,48.0,,0.48,48.0
2012-09-05,97,48.0,,0.48,46.559999999999995
2012-09-06,91,48.0,,0.48,43.68
2012-09-07,89,48.0,,0.48,42.72
2012-09-08,48,48.0,,0.48,23.04
2012-09-09,37,48.0,,0.48,17.759999999999998
2012-09-10,98,48.0,,0.48,47.04
2012-09-11,99,48.0,,0.48,47.519999999999996
2012-09-12,89,48.0,,0.48,42.72
2012-09-13,87,48.0,,0.48,41.76
2012-09-14,81,48.0,,0.48,38.879999999999995
2012-09-15,53,48.0,,0.48,25.439999999999998
2012-09-16,46,48.0,,0.48,22.08
2012-09-17,87,48.0,,0.48,41.76
2012-09-18,83,48.0,,0.48,39.839999999999996
2012-09-19,89,48.0,,0.48,42.72
2012-09-20,88,48.0,,0.48,42.239999999999995
2012-09-21,77,48.0,,0.48,36.96
2012-09-22,55,48.0,,0.48,26.4
2012-09-23,45,48.0,,0.48,21.599999999999998
2012-09-24,91,48.0,,0.48,43.68
2012-09-25,84,48.0,,0.48,40.32
2012-09-26,77,48.0,,0.48,36.96
2012-09-27,84,48.0,,0.48,40.32
2012-09-28,80,48.0,,0.48,38.4
2012-09-29,43,48.0,,0.48,20.64
2012-09-30,44,48.0,,0.48,21.119999999999997
2012-10-01,76,51.0,False,0.51,38.76
2012-10-02,69,51.0,,0.51,35.19
2012-10-03,90,51.0,,0.51,45.9
2012-10-04,86,51.0,,0.51,43.86
2012-10-05,69,51.0,,0.51,35.19
2012-10-06,37,51.0,,0.51,18.87
2012-10-07,34,51.0,,0.51,17.34
2012-10-08,74,51.0,,0.51,37.74
2012-10-09,83,51.0,,0.51,42.33
2012-10-10,75,51.0,,0.51,38.25
2012-10-11,75,51.0,,0.51,38.25
2012-10-12,69,51.0,,0.51,35.19
2012-10-13,39,51.0,,0.51,19.89
2012-10-14,40,51.0,,0.51,20.4
2012-10-15,77,51.0,,0.51,39.27
2012-10-16,84,51.0,,0.51,42.84
2012-10-17,96,51.0,,0.51,48.96
2012-10-18,85,51.0,,0.51,43.35
2012-10-19,76,51.0,,0.51,38.76
2012-10-20,44,51.0,,0.51,22.44
2012-10-21,41,51.0,,0.51,20.91
2012-10-22,75,51.0,,0.51,38.25
2012-10-23,100,51.0,,0.51,51.0
2012-10-24,86,51.0,,0.51,43.86
2012-10-25,76,51.0,,0.51,38.76
2012-10-26,67,51.0,,0.51,34.17
2012-10-27,36,51.0,,0.51,18.36
2012-10-28,31,51.0,,0.51,15.81
2012-10-29,62,51.0,,0.51,31.62
2012-10-30,69,51.0,,0.51,35.19
2012-10-31,69,51.0,,0.51,35.19
2012-11-01,66,48.0,False,0.48,31.68
2012-11-02,57,48.0,,0.48,27.36
2012-11-03,38,48.0,,0.48,18.24
2012-11-04,31,48.0,,0.48,14.879999999999999
2012-11-05,62,48.0,,0.48,29.759999999999998
2012-11-06,67,48.0,,0.48,32.16
2012-11-07,57,48.0,,0.48,27.36
2012-11-08,63,48.0,,0.48,30.24
2012-11-09,61,48.0,,0.48,29.279999999999998
2012-11-10,39,48.0,,0.48,18.72
2012-11-11,36,48.0,,0.48,17.28
2012-11-12,52,48.0,,0.48,24.96
2012-11-13,70,48.0,,0.48,33.6
2012-11-14,69,48.0,,0.48,33.12
2012-11-15,76,48.0,,0.48,36.48
2012-11-16,100,48.0,,0.48,48.0
2012-11-17,71,48.0,,0.48,34.08
2012-11-18,42,48.0,,0.48,20.16
2012-11-19,73,48.0,,0.48,35.04
2012-11-20,67,48.0,,0.48,32.16
2012-11-21,54,48.0,,0.48,25.919999999999998
2012-11-22,30,48.0,,0.48,14.399999999999999
2012-11-23,31,48.0,,0.48,14.879999999999999
2012-11-24,31,48.0,,0.48,14.879999999999999
2012-11-25,40,48.0,,0.48,19.2
2012-11-26,65,48.0,,0.48,31.2
2012-11-27,67,48.0,,0.48,32.16
2012-11-28,66,48.0,,0.48,31.68
2012-11-29,65,48.0,,0.48,31.2
2012-11-30,63,48.0,,0.48,30.24
2012-12-01,53,39.0,False,0.39,20.67
2012-12-02,44,39.0,,0.39,17.16
2012-12-03,85,39.0,,0.39,33.15
2012-12-04,94,39.0,,0.39,36.660000000000004
2012-12-05,88,39.0,,0.39,34.32
2012-12-06,82,39.0,,0.39,31.98
2012-12-07,84,39.0,,0.39,32.76
2012-12-08,53,39.0,,0.39,20.67
2012-12-09,45,39.0,,0.39,17.55
2012-12-10,90,39.0,,0.39,35.1
2012-12-11,100,39.0,,0.39,39.0
2012-12-12,86,39.0,,0.39,33.54
2012-12-13,83,39.0,,0.39,32.370000000000005
2012-12-14,78,39.0,,0.39,30.42
2012-12-15,40,39.0,,0.39,15.600000000000001
2012-12-16,37,39.0,,0.39,14.43
2012-12-17,72,39.0,,0.39,28.080000000000002
2012-12-18,78,39.0,,0.39,30.42
2012-12-19,80,39.0,,0.39,31.200000000000003
2012-12-20,73,39.0,,0.39,28.470000000000002
2012-12-21,55,39.0,,0.39,21.45
2012-12-22,35,39.0,,0.39,13.65
2012-12-23,38,39.0,,0.39,14.82
2012-12-24,38,39.0,,0.39,14.82
2012-12-25,24,39.0,,0.39,9.36
2012-12-26,61,39.0,,0.39,23.79
2012-12-27,80,39.0,,0.39,31.200000000000003
2012-12-28,80,39.0,,0.39,31.200000000000003
2012-12-29,43,39.0,,0.39,16.77
2012-12-30,38,39.0,,0.39,14.82
2012-12-31,63,39.0,,0.39,24.57
2013-01-01,54,47.0,False,0.47,25.38
2013-01-02,86,47.0,,0.47,40.419999999999995
2013-01-03,86,47.0,,0.47,40.419999999999995
2013-01-04,88,47.0,,0.47,41.36
2013-01-05,50,47.0,,0.47,23.5
2013-01-06,52,47.0,,0.47,24.439999999999998
2013-01-07,96,47.0,,0.47,45.12
2013-01-08,96,47.0,,0.47,45.12
2013-01-09,83,47.0,,0.47,39.01
2013-01-10,84,47.0,,0.47,39.48
2013-01-11,100,47.0,,0.47,47.0
2013-01-12,52,47.0,,0.47,24.439999999999998
2013-01-13,41,47.0,,0.47,19.27
2013-01-14,88,47.0,,0.47,41.36
2013-01-15,92,47.0,,0.47,43.239999999999995
2013-01-16,97,47.0,,0.47,45.589999999999996
2013-01-17,96,47.0,,0.47,45.12
2013-01-18,81,47.0,,0.47,38.07
2013-01-19,52,47.0,,0.47,24.439999999999998
2013-01-20,52,47.0,,0.47,24.439999999999998
2013-01-21,68,47.0,,0.47,31.959999999999997
2013-01-22,99,47.0,,0.47,46.529999999999994
2013-01-23,91,47.0,,0.47,42.769999999999996
2013-01-24,90,47.0,,0.47,42.3
2013-01-25,82,47.0,,0.47,38.54
2013-01-26,58,47.0,,0.47,27.259999999999998
2013-01-27,64,47.0,,0.47,30.08
2013-01-28,89,47.0,,0.47,41.83
2013-01-29,99,47.0,,0.47,46.529999999999994
2013-01-30,92,47.0,,0.47,43.239999999999995
2013-01-31,97,47.0,,0.47,45.589999999999996
2013-02-01,84,46.0,False,0.46,38.64
2013-02-02,48,46.0,,0.46,22.080000000000002
2013-02-03,46,46.0,,0.46,21.16
2013-02-04,77,46.0,,0.46,35.42
2013-02-05,94,46.0,,0.46,43.24
2013-02-06,92,46.0,,0.46,42.32
2013-02-07,87,46.0,,0.46,40.02
2013-02-08,87,46.0,,0.46,40.02
2013-02-09,52,46.0,,0.46,23.92
2013-02-10,50,46.0,,0.46,23.0
2013-02-11,87,46.0,,0.46,40.02
2013-02-12,90,46.0,,0.46,41.4
2013-02-13,93,46.0,,0.46,42.78
2013-02-14,84,46.0,,0.46,38.64
2013-02-15,82,46.0,,0.46,37.72
2013-02-16,52,46.0,,0.46,23.92
2013-02-17,47,46.0,,0.46,21.62
2013-02-18,77,46.0,,0.46,35.42
2013-02-19,78,46.0,,0.46,35.88
2013-02-20,100,46.0,,0.46,46.0
2013-02-21,88,46.0,,0.46,40.480000000000004
2013-02-22,82,46.0,,0.46,37.72
2013-02-23,50,46.0,,0.46,23.0
2013-02-24,49,46.0,,0.46,22.540000000000003
2013-02-25,80,46.0,,0.46,36.800000000000004
2013-02-26,91,46.0,,0.46,41.86
2013-02-27,93,46.0,,0.46,42.78
2013-02-28,87,46.0,,0.46,40.02
2013-03-01,97,43.0,False,0.43,41.71
2013-03-02,50,43.0,,0.43,21.5
2013-03-03,52,43.0,,0.43,22.36
2013-03-04,97,43.0,,0.43,41.71
2013-03-05,99,43.0,,0.43,42.57
2013-03-06,85,43.0,,0.43,36.55
2013-03-07,100,43.0,,0.43,43.0
2013-03-08,77,43.0,,0.43,33.11
2013-03-09,55,43.0,,0.43,23.65
2013-03-10,53,43.0,,0.43,22.79
2013-03-11,91,43.0,,0.43,39.13
2013-03-12,86,43.0,,0.43,36.98
2013-03-13,84,43.0,,0.43,36.12
2013-03-14,90,43.0,,0.43,38.7
2013-03-15,88,43.0,,0.43,37.839999999999996
2013-03-16,45,43.0,,0.43,19.35
2013-03-17,41,43.0,,0.43,17.63
2013-03-18,78,43.0,,0.43,33.54
2013-03-19,86,43.0,,0.43,36.98
2013-03-20,78,43.0,,0.43,33.54
2013-03-21,70,43.0,,0.43,30.099999999999998
2013-03-22,77,43.0,,0.43,33.11
2013-03-23,48,43.0,,0.43,20.64
2013-03-24,44,43.0,,0.43,18.919999999999998
2013-03-25,80,43.0,,0.43,34.4
2013-03-26,93,43.0,,0.43,39.99
2013-03-27,87,43.0,,0.43,37.41
2013-03-28,95,43.0,,0.43,40.85
2013-03-29,71,43.0,,0.43,30.53
2013-03-30,46,43.0,,0.43,19.78
2013-03-31,41,43.0,,0.43,17.63
2013-04-01,95,38.0,False,0.38,36.1
2013-04-02,100,38.0,,0.38,38.0
2013-04-03,95,38.0,,0.38,36.1
2013-04-04,85,38.0,,0.38,32.3
2013-04-05,77,38.0,,0.38,29.26
2013-04-06,47,38.0,,0.38,17.86
2013-04-07,51,38.0,,0.38,19.38
2013-04-08,83,38.0,,0.38,31.54
2013-04-09,86,38.0,,0.38,32.68
2013-04-10,89,38.0,,0.38,33.82
2013-04-11,82,38.0,,0.38,31.16
2013-04-12,72,38.0,,0.38,27.36
2013-04-13,40,38.0,,0.38,15.2
2013-04-14,47,38.0,,0.38,17.86
2013-04-15,84,38.0,,0.38,31.92
2013-04-16,95,38.0,,0.38,36.1
2013-04-17,87,38.0,,0.38,33.06
2013-04-18,79,38.0,,0.38,30.02
2013-04-19,79,38.0,,0.38,30.02
2013-04-20,39,38.0,,0.38,14.82
2013-04-21,40,38.0,,0.38,15.2
2013-04-22,85,38.0,,0.38,32.3
2013-04-23,88,38.0,,0.38,33.44
2013-04-24,88,38.0,,0.38,33.44
2013-04-25,83,38.0,,0.38,31.54
2013-04-26,77,38.0,,0.38,29.26
2013-04-27,44,38.0,,0.38,16.72
2013-04-28,33,38.0,,0.38,12.540000000000001
2013-04-29,84,38.0,,0.38,31.92
2013-04-30,83,38.0,,0.38,31.54
2013-05-01,92,37.0,False,0.37,34.04
2013-05-02,93,37.0,,0.37,34.41
2013-05-03,76,37.0,,0.37,28.12
2013-05-04,43,37.0,,0.37,15.91
2013-05-05,45,37.0,,0.37,16.65
2013-05-06,82,37.0,,0.37,30.34
2013-05-07,88,37.0,,0.37,32.56
2013-05-08,90,37.0,,0.37,33.3
2013-05-09,83,37.0,,0.37,30.71
2013-05-10,78,37.0,,0.37,28.86
2013-05-11,42,37.0,,0.37,15.54
2013-05-12,38,37.0,,0.37,14.06
2013-05-13,92,37.0,,0.37,34.04
2013-05-14,100,37.0,,0.37,37.0
2013-05-15,81,37.0,,0.37,29.97
2013-05-16,89,37.0,,0.37,32.93
2013-05-17,83,37.0,,0.37,30.71
2013-05-18,47,37.0,,0.37,17.39
2013-05-19,43,37.0,,0.37,15.91
2013-05-20,83,37.0,,0.37,30.71
2013-05-21,85,37.0,,0.37,31.45
2013-05-22,89,37.0,,0.37,32.93
2013-05-23,81,37.0,,0.37,29.97
2013-05-24,77,37.0,,0.37,28.49
2013-05-25,41,37.0,,0.37,15.17
2013-05-26,36,37.0,,0.37,13.32
2013-05-27,48,37.0,,0.37,17.759999999999998
2013-05-28,97,37.0,,0.37,35.89
2013-05-29,86,37.0,,0.37,31.82
2013-05-30,79,37.0,,0.37,29.23
2013-05-31,65,37.0,,0.37,24.05
2013-06-01,37,36.0,False,0.36,13.32
2013-06-02,36,36.0,,0.36,12.959999999999999
2013-06-03,75,36.0,,0.36,27.0
2013-06-04,83,36.0,,0.36,29.88
2013-06-05,94,36.0,,0.36,33.839999999999996
2013-06-06,84,36.0,,0.36,30.24
2013-06-07,67,36.0,,0.36,24.119999999999997
2013-06-08,42,36.0,,0.36,15.12
2013-06-09,42,36.0,,0.36,15.12
2013-06-10,90,36.0,,0.36,32.4
2013-06-11,89,36.0,,0.36,32.04
2013-06-12,89,36.0,,0.36,32.04
2013-06-13,71,36.0,,0.36,25.56
2013-06-14,69,36.0,,0.36,24.84
2013-06-15,51,36.0,,0.36,18.36
2013-06-16,33,36.0,,0.36,11.879999999999999
2013-06-17,98,36.0,,0.36,35.28
2013-06-18,83,36.0,,0.36,29.88
2013-06-19,79,36.0,,0.36,28.439999999999998
2013-06-20,98,36.0,,0.36,35.28
2013-06-21,70,36.0,,0.36,25.2
2013-06-22,42,36.0,,0.36,15.12
2013-06-23,42,36.0,,0.36,15.12
2013-06-24,73,36.0,,0.36,26.279999999999998
2013-06-25,100,36.0,,0.36,36.0
2013-06-26,91,36.0,,0.36,32.76
2013-06-27,82,36.0,,0.36,29.52
2013-06-28,79,36.0,,0.36,28.439999999999998
2013-06-29,41,36.0,,0.36,14.76
2013-06-30,53,36.0,,0.36,19.08
2013-07-01,30,44.0,False,0.44,13.2
2013-07-02,34,44.0,,0.44,14.96
2013-07-03,28,44.0,,0.44,12.32
2013-07-04,15,44.0,,0.44,6.6
2013-07-05,24,44.0,,0.44,10.56
2013-07-06,15,44.0,,0.44,6.6
2013-07-07,15,44.0,,0.44,6.6
2013-07-08,32,44.0,,0.44,14.08
2013-07-09,33,44.0,,0.44,14.52
2013-07-10,34,44.0,,0.44,14.96
2013-07-11,34,44.0,,0.44,14.96
2013-07-12,28,44.0,,0.44,12.32
2013-07-13,16,44.0,,0.44,7.04
2013-07-14,16,44.0,,0.44,7.04
2013-07-15,31,44.0,,0.44,13.64
2013-07-16,32,44.0,,0.44,14.08
2013-07-17,29,44.0,,0.44,12.76
2013-07-18,74,44.0,,0.44,32.56
2013-07-19,100,44.0,,0.44,44.0
2013-07-20,46,44.0,,0.44,20.24
2013-07-21,33,44.0,,0.44,14.52
2013-07-22,54,44.0,,0.44,23.76
2013-07-23,50,44.0,,0.44,22.0
2013-07-24,44,44.0,,0.44,19.36
2013-07-25,39,44.0,,0.44,17.16
2013-07-26,33,44.0,,0.44,14.52
2013-07-27,23,44.0,,0.44,10.12
2013-07-28,21,44.0,,0.44,9.24
2013-07-29,35,44.0,,0.44,15.4
2013-07-30,35,44.0,,0.44,15.4
2013-07-31,38,44.0,,0.44,16.72
2013-08-01,81,33.0,False,0.33,26.73
2013-08-02,83,33.0,,0.33,27.39
2013-08-03,50,33.0,,0.33,16.5
2013-08-04,36,33.0,,0.33,11.88
2013-08-05,100,33.0,,0.33,33.0
2013-08-06,97,33.0,,0.33,32.01
2013-08-07,85,33.0,,0.33,28.05
2013-08-08,83,33.0,,0.33,27.39
2013-08-09,71,33.0,,0.33,23.43
2013-08-10,43,33.0,,0.33,14.190000000000001
2013-08-11,39,33.0,,0.33,12.870000000000001
2013-08-12,82,33.0,,0.33,27.060000000000002
2013-08-13,90,33.0,,0.33,29.700000000000003
2013-08-14,89,33.0,,0.33,29.37
2013-08-15,88,33.0,,0.33,29.040000000000003
2013-08-16,72,33.0,,0.33,23.76
2013-08-17,39,33.0,,0.33,12.870000000000001
2013-08-18,40,33.0,,0.33,13.200000000000001
2013-08-19,76,33.0,,0.33,25.080000000000002
2013-08-20,87,33.0,,0.33,28.71
2013-08-21,85,33.0,,0.33,28.05
2013-08-22,76,33.0,,0.33,25.080000000000002
2013-08-23,71,33.0,,0.33,23.43
2013-08-24,50,33.0,,0.33,16.5
2013-08-25,44,33.0,,0.33,14.520000000000001
2013-08-26,76,33.0,,0.33,25.080000000000002
2013-08-27,83,33.0,,0.33,27.39
2013-08-28,77,33.0,,0.33,25.41
2013-08-29,73,33.0,,0.33,24.09
2013-08-30,75,33.0,,0.33,24.75
2013-08-31,32,33.0,,0.33,10.56
2013-09-01,43,33.0,False,0.33,14.190000000000001
2013-09-02,40,33.0,,0.33,13.200000000000001
2013-09-03,91,33.0,,0.33,30.03
2013-09-04,84,33.0,,0.33,27.720000000000002
2013-09-05,80,33.0,,0.33,26.400000000000002
2013-09-06,75,33.0,,0.33,24.75
2013-09-07,37,33.0,,0.33,12.21
2013-09-08,42,33.0,,0.33,13.860000000000001
2013-09-09,79,33.0,,0.33,26.07
2013-09-10,92,33.0,,0.33,30.360000000000003
2013-09-11,82,33.0,,0.33,27.060000000000002
2013-09-12,88,33.0,,0.33,29.040000000000003
2013-09-13,71,33.0,,0.33,23.43
2013-09-14,44,33.0,,0.33,14.520000000000001
2013-09-15,39,33.0,,0.33,12.870000000000001
2013-09-16,74,33.0,,0.33,24.42
2013-09-17,84,33.0,,0.33,27.720000000000002
2013-09-18,86,33.0,,0.33,28.380000000000003
2013-09-19,69,33.0,,0.33,22.77
2013-09-20,73,33.0,,0.33,24.09
2013-09-21,42,33.0,,0.33,13.860000000000001
2013-09-22,48,33.0,,0.33,15.84
2013-09-23,88,33.0,,0.33,29.040000000000003
2013-09-24,100,33.0,,0.33,33.0
2013-09-25,91,33.0,,0.33,30.03
2013-09-26,92,33.0,,0.33,30.360000000000003
2013-09-27,80,33.0,,0.33,26.400000000000002
2013-09-28,41,33.0,,0.33,13.530000000000001
2013-09-29,44,33.0,,0.33,14.520000000000001
2013-09-30,88,33.0,,0.33,29.040000000000003
2013-10-01,95,34.0,False,0.34,32.300000000000004
2013-10-02,80,34.0,,0.34,27.200000000000003
2013-10-03,85,34.0,,0.34,28.900000000000002
2013-10-04,68,34.0,,0.34,23.12
2013-10-05,48,34.0,,0.34,16.32
2013-10-06,49,34.0,,0.34,16.66
2013-10-07,87,34.0,,0.34,29.580000000000002
2013-10-08,90,34.0,,0.34,30.6
2013-10-09,86,34.0,,0.34,29.240000000000002
2013-10-10,91,34.0,,0.34,30.94
2013-10-11,79,34.0,,0.34,26.860000000000003
2013-10-12,38,34.0,,0.34,12.920000000000002
2013-10-13,37,34.0,,0.34,12.58
2013-10-14,77,34.0,,0.34,26.180000000000003
2013-10-15,88,34.0,,0.34,29.92
2013-10-16,100,34.0,,0.34,34.0
2013-10-17,81,34.0,,0.34,27.540000000000003
2013-10-18,74,34.0,,0.34,25.16
2013-10-19,46,34.0,,0.34,15.64
2013-10-20,45,34.0,,0.34,15.3
2013-10-21,84,34.0,,0.34,28.560000000000002
2013-10-22,86,34.0,,0.34,29.240000000000002
2013-10-23,90,34.0,,0.34,30.6
2013-10-24,92,34.0,,0.34,31.28
2013-10-25,79,34.0,,0.34,26.860000000000003
2013-10-26,41,34.0,,0.34,13.940000000000001
2013-10-27,50,34.0,,0.34,17.0
2013-10-28,90,34.0,,0.34,30.6
2013-10-29,100,34.0,,0.34,34.0
2013-10-30,87,34.0,,0.34,29.580000000000002
2013-10-31,87,34.0,,0.34,29.580000000000002
2013-11-01,82,32.0,False,0.32,26.240000000000002
2013-11-02,45,32.0,,0.32,14.4
2013-11-03,42,32.0,,0.32,13.44
2013-11-04,88,32.0,,0.32,28.16
2013-11-05,100,32.0,,0.32,32.0
2013-11-06,86,32.0,,0.32,27.52
2013-11-07,88,32.0,,0.32,28.16
2013-11-08,75,32.0,,0.32,24.0
2013-11-09,43,32.0,,0.32,13.76
2013-11-10,47,32.0,,0.32,15.040000000000001
2013-11-11,78,32.0,,0.32,24.96
2013-11-12,84,32.0,,0.32,26.88
2013-11-13,97,32.0,,0.32,31.04
2013-11-14,95,32.0,,0.32,30.400000000000002
2013-11-15,78,32.0,,0.32,24.96
2013-11-16,56,32.0,,0.32,17.92
2013-11-17,40,32.0,,0.32,12.8
2013-11-18,82,32.0,,0.32,26.240000000000002
2013-11-19,91,32.0,,0.32,29.12
2013-11-20,91,32.0,,0.32,29.12
2013-11-21,85,32.0,,0.32,27.2
2013-11-22,73,32.0,,0.32,23.36
2013-11-23,41,32.0,,0.32,13.120000000000001
2013-11-24,40,32.0,,0.32,12.8
2013-11-25,79,32.0,,0.32,25.28
2013-11-26,82,32.0,,0.32,26.240000000000002
2013-11-27,60,32.0,,0.32,19.2
2013-11-28,36,32.0,,0.32,11.52
2013-11-29,38,32.0,,0.32,12.16
2013-11-30,41,32.0,,0.32,13.120000000000001
2013-12-01,31,31.0,False,0.31,9.61
2013-12-02,65,31.0,,0.31,20.15
2013-12-03,97,31.0,,0.31,30.07
2013-12-04,100,31.0,,0.31,31.0
2013-12-05,72,31.0,,0.31,22.32
2013-12-06,69,31.0,,0.31,21.39
2013-12-07,41,31.0,,0.31,12.709999999999999
2013-12-08,35,31.0,,0.31,10.85
2013-12-09,71,31.0,,0.31,22.01
2013-12-10,73,31.0,,0.31,22.63
2013-12-11,67,31.0,,0.31,20.77
2013-12-12,66,31.0,,0.31,20.46
2013-12-13,63,31.0,,0.31,19.53
2013-12-14,33,31.0,,0.31,10.23
2013-12-15,25,31.0,,0.31,7.75
2013-12-16,75,31.0,,0.31,23.25
2013-12-17,71,31.0,,0.31,22.01
2013-12-18,64,31.0,,0.31,19.84
2013-12-19,66,31.0,,0.31,20.46
2013-12-20,58,31.0,,0.31,17.98
2013-12-21,32,31.0,,0.31,9.92
2013-12-22,30,31.0,,0.31,9.3
2013-12-23,44,31.0,,0.31,13.64
2013-12-24,36,31.0,,0.31,11.16
2013-12-25,24,31.0,,0.31,7.4399999999999995
2013-12-26,46,31.0,,0.31,14.26
2013-12-27,52,31.0,,0.31,16.12
2013-12-28,42,31.0,,0.31,13.02
2013-12-29,36,31.0,,0.31,11.16
2013-12-30,57,31.0,,0.31,17.669999999999998
2013-12-31,62,31.0,,0.31,19.22
2014-01-01,36,34.0,False,0.34,12.24
2014-01-02,67,34.0,,0.34,22.78
2014-01-03,78,34.0,,0.34,26.520000000000003
2014-01-04,43,34.0,,0.34,14.620000000000001
2014-01-05,39,34.0,,0.34,13.260000000000002
2014-01-06,75,34.0,,0.34,25.500000000000004
2014-01-07,74,34.0,,0.34,25.16
2014-01-08,90,34.0,,0.34,30.6
2014-01-09,99,34.0,,0.34,33.660000000000004
2014-01-10,83,34.0,,0.34,28.220000000000002
2014-01-11,52,34.0,,0.34,17.68
2014-01-12,43,34.0,,0.34,14.620000000000001
2014-01-13,94,34.0,,0.34,31.96
2014-01-14,92,34.0,,0.34,31.28
2014-01-15,89,34.0,,0.34,30.26
2014-01-16,91,34.0,,0.34,30.94
2014-01-17,78,34.0,,0.34,26.520000000000003
2014-01-18,61,34.0,,0.34,20.740000000000002
2014-01-19,47,34.0,,0.34,15.98
2014-01-20,71,34.0,,0.34,24.14
2014-01-21,95,34.0,,0.34,32.300000000000004
2014-01-22,100,34.0,,0.34,34.0
2014-01-23,96,34.0,,0.34,32.64
2014-01-24,87,34.0,,0.34,29.580000000000002
2014-01-25,52,34.0,,0.34,17.68
2014-01-26,54,34.0,,0.34,18.360000000000003
2014-01-27,81,34.0,,0.34,27.540000000000003
2014-01-28,91,34.0,,0.34,30.94
2014-01-29,93,34.0,,0.34,31.62
2014-01-30,82,34.0,,0.34,27.880000000000003
2014-01-31,93,34.0,,0.34,31.62
2014-02-01,53,36.0,False,0.36,19.08
2014-02-02,33,36.0,,0.36,11.879999999999999
2014-02-03,82,36.0,,0.36,29.52
2014-02-04,81,36.0,,0.36,29.16
2014-02-05,82,36.0,,0.36,29.52
2014-02-06,96,36.0,,0.36,34.56
2014-02-07,86,36.0,,0.36,30.959999999999997
2014-02-08,55,36.0,,0.36,19.8
2014-02-09,45,36.0,,0.36,16.2
2014-02-10,74,36.0,,0.36,26.64
2014-02-11,76,36.0,,0.36,27.36
2014-02-12,87,36.0,,0.36,31.32
2014-02-13,79,36.0,,0.36,28.439999999999998
2014-02-14,81,36.0,,0.36,29.16
2014-02-15,40,36.0,,0.36,14.399999999999999
2014-02-16,35,36.0,,0.36,12.6
2014-02-17,65,36.0,,0.36,23.4
2014-02-18,84,36.0,,0.36,30.24
2014-02-19,84,36.0,,0.36,30.24
2014-02-20,78,36.0,,0.36,28.08
2014-02-21,84,36.0,,0.36,30.24
2014-02-22,57,36.0,,0.36,20.52
2014-02-23,47,36.0,,0.36,16.919999999999998
2014-02-24,100,36.0,,0.36,36.0
2014-02-25,86,36.0,,0.36,30.959999999999997
2014-02-26,88,36.0,,0.36,31.68
2014-02-27,94,36.0,,0.36,33.839999999999996
2014-02-28,86,36.0,,0.36,30.959999999999997
2014-03-01,59,33.0,False,0.33,19.470000000000002
2014-03-02,50,33.0,,0.33,16.5
2014-03-03,80,33.0,,0.33,26.400000000000002
2014-03-04,97,33.0,,0.33,32.01
2014-03-05,95,33.0,,0.33,31.35
