date,GDP_unscaled,GDP_monthly,isPartial,scale,GDP
2005-01-01,36,55.0,False,0.55,19.8
2005-01-02,0,55.0,,0.55,0.0
2005-01-03,19,55.0,,0.55,10.450000000000001
2005-01-04,12,55.0,,0.55,6.6000000000000005
2005-01-05,30,55.0,,0.55,16.5
2005-01-06,36,55.0,,0.55,19.8
2005-01-07,13,55.0,,0.55,7.15
2005-01-08,29,55.0,,0.55,15.950000000000001
2005-01-09,20,55.0,,0.55,11.0
2005-01-10,23,55.0,,0.55,12.65
2005-01-11,35,55.0,,0.55,19.25
2005-01-12,29,55.0,,0.55,15.950000000000001
2005-01-13,47,55.0,,0.55,25.85
2005-01-14,6,55.0,,0.55,3.3000000000000003
2005-01-15,29,55.0,,0.55,15.950000000000001
2005-01-16,100,55.0,,0.55,55.00000000000001
2005-01-17,27,55.0,,0.55,14.850000000000001
2005-01-18,17,55.0,,0.55,9.350000000000001
2005-01-19,41,55.0,,0.55,22.55
2005-01-20,30,55.0,,0.55,16.5
2005-01-21,37,55.0,,0.55,20.35
2005-01-22,9,55.0,,0.55,4.95
2005-01-23,36,55.0,,0.55,19.8
2005-01-24,63,55.0,,0.55,34.650000000000006
2005-01-25,22,55.0,,0.55,12.100000000000001
2005-01-26,34,55.0,,0.55,18.700000000000003
2005-01-27,46,55.0,,0.55,25.3
2005-01-28,30,55.0,,0.55,16.5
2005-01-29,9,55.0,,0.55,4.95
2005-01-30,18,55.0,,0.55,9.9
2005-01-31,28,55.0,,0.55,15.400000000000002
2005-02-01,72,65.0,False,0.65,46.800000000000004
2005-02-02,55,65.0,,0.65,35.75
2005-02-03,45,65.0,,0.65,29.25
2005-02-04,68,65.0,,0.65,44.2
2005-02-05,46,65.0,,0.65,29.900000000000002
2005-02-06,61,65.0,,0.65,39.65
2005-02-07,65,65.0,,0.65,42.25
2005-02-08,35,65.0,,0.65,22.75
2005-02-09,45,65.0,,0.65,29.25
2005-02-10,100,65.0,,0.65,65.0
2005-02-11,10,65.0,,0.65,6.5
2005-02-12,45,65.0,,0.65,29.25
2005-02-13,89,65.0,,0.65,57.85
2005-02-14,98,65.0,,0.65,63.7
2005-02-15,27,65.0,,0.65,17.55
2005-02-16,63,65.0,,0.65,40.95
2005-02-17,81,65.0,,0.65,52.65
2005-02-18,38,65.0,,0.65,24.7
2005-02-19,60,65.0,,0.65,39.0
2005-02-20,61,65.0,,0.65,39.65
2005-02-21,60,65.0,,0.65,39.0
2005-02-22,71,65.0,,0.65,46.15
2005-02-23,43,65.0,,0.65,27.95
2005-02-24,80,65.0,,0.65,52.0
2005-02-25,75,65.0,,0.65,48.75
2005-02-26,0,65.0,,0.65,0.0
2005-02-27,87,65.0,,0.65,56.550000000000004
2005-02-28,79,65.0,,0.65,51.35
2005-03-01,88,61.0,False,0.61,53.68
2005-03-02,64,61.0,,0.61,39.04
2005-03-03,85,61.0,,0.61,51.85
2005-03-04,58,61.0,,0.61,35.38
2005-03-05,62,61.0,,0.61,37.82
2005-03-06,72,61.0,,0.61,43.92
2005-03-07,59,61.0,,0.61,35.99
2005-03-08,56,61.0,,0.61,34.16
2005-03-09,80,61.0,,0.61,48.8
2005-03-10,76,61.0,,0.61,46.36
2005-03-11,51,61.0,,0.61,31.11
2005-03-12,79,61.0,,0.61,48.19
2005-03-13,79,61.0,,0.61,48.19
2005-03-14,58,61.0,,0.61,35.38
2005-03-15,73,61.0,,0.61,44.53
2005-03-16,89,61.0,,0.61,54.29
2005-03-17,54,61.0,,0.61,32.94
2005-03-18,70,61.0,,0.61,42.699999999999996
2005-03-19,18,61.0,,0.61,10.98
2005-03-20,100,61.0,,0.61,61.0
2005-03-21,32,61.0,,0.61,19.52
2005-03-22,69,61.0,,0.61,42.089999999999996
2005-03-23,63,61.0,,0.61,38.43
2005-03-24,56,61.0,,0.61,34.16
2005-03-25,99,61.0,,0.61,60.39
2005-03-26,65,61.0,,0.61,39.65
2005-03-27,79,61.0,,0.61,48.19
2005-03-28,80,61.0,,0.61,48.8
2005-03-29,59,61.0,,0.61,35.99
2005-03-30,71,61.0,,0.61,43.31
2005-03-31,83,61.0,,0.61,50.629999999999995
2005-04-01,37,65.0,False,0.65,24.05
2005-04-02,32,65.0,,0.65,20.8
2005-04-03,94,65.0,,0.65,61.1
2005-04-04,100,65.0,,0.65,65.0
2005-04-05,0,65.0,,0.65,0.0
2005-04-06,58,65.0,,0.65,37.7
2005-04-07,44,65.0,,0.65,28.6
2005-04-08,69,65.0,,0.65,44.85
2005-04-09,17,65.0,,0.65,11.05
2005-04-10,43,65.0,,0.65,27.95
2005-04-11,38,65.0,,0.65,24.7
2005-04-12,86,65.0,,0.65,55.9
2005-04-13,51,65.0,,0.65,33.15
2005-04-14,98,65.0,,0.65,63.7
2005-04-15,62,65.0,,0.65,40.300000000000004
2005-04-16,51,65.0,,0.65,33.15
2005-04-17,68,65.0,,0.65,44.2
2005-04-18,90,65.0,,0.65,58.5
2005-04-19,51,65.0,,0.65,33.15
2005-04-20,89,65.0,,0.65,57.85
2005-04-21,70,65.0,,0.65,45.5
2005-04-22,56,65.0,,0.65,36.4
2005-04-23,47,65.0,,0.65,30.55
2005-04-24,47,65.0,,0.65,30.55
2005-04-25,55,65.0,,0.65,35.75
2005-04-26,41,65.0,,0.65,26.650000000000002
2005-04-27,87,65.0,,0.65,56.550000000000004
2005-04-28,97,65.0,,0.65,63.050000000000004
2005-04-29,89,65.0,,0.65,57.85
2005-04-30,69,65.0,,0.65,44.85
2005-05-01,61,59.0,False,0.59,35.989999999999995
2005-05-02,93,59.0,,0.59,54.87
2005-05-03,69,59.0,,0.59,40.71
2005-05-04,89,59.0,,0.59,52.51
2005-05-05,100,59.0,,0.59,59.0
2005-05-06,89,59.0,,0.59,52.51
2005-05-07,50,59.0,,0.59,29.5
2005-05-08,17,59.0,,0.59,10.03
2005-05-09,58,59.0,,0.59,34.22
2005-05-10,79,59.0,,0.59,46.61
2005-05-11,68,59.0,,0.59,40.12
2005-05-12,32,59.0,,0.59,18.88
2005-05-13,45,59.0,,0.59,26.549999999999997
2005-05-14,65,59.0,,0.59,38.35
2005-05-15,16,59.0,,0.59,9.44
2005-05-16,54,59.0,,0.59,31.86
2005-05-17,67,59.0,,0.59,39.53
2005-05-18,41,59.0,,0.59,24.189999999999998
2005-05-19,56,59.0,,0.59,33.04
2005-05-20,35,59.0,,0.59,20.65
2005-05-21,33,59.0,,0.59,19.47
2005-05-22,32,59.0,,0.59,18.88
2005-05-23,32,59.0,,0.59,18.88
2005-05-24,85,59.0,,0.59,50.15
2005-05-25,50,59.0,,0.59,29.5
2005-05-26,80,59.0,,0.59,47.199999999999996
2005-05-27,53,59.0,,0.59,31.27
2005-05-28,52,59.0,,0.59,30.68
2005-05-29,18,59.0,,0.59,10.62
2005-05-30,38,59.0,,0.59,22.419999999999998
2005-05-31,51,59.0,,0.59,30.09
2005-06-01,70,40.0,False,0.4,28.0
2005-06-02,50,40.0,,0.4,20.0
2005-06-03,100,40.0,,0.4,40.0
2005-06-04,56,40.0,,0.4,22.400000000000002
2005-06-05,67,40.0,,0.4,26.8
2005-06-06,50,40.0,,0.4,20.0
2005-06-07,28,40.0,,0.4,11.200000000000001
2005-06-08,88,40.0,,0.4,35.2
2005-06-09,63,40.0,,0.4,25.200000000000003
2005-06-10,73,40.0,,0.4,29.200000000000003
2005-06-11,38,40.0,,0.4,15.200000000000001
2005-06-12,39,40.0,,0.4,15.600000000000001
2005-06-13,50,40.0,,0.4,20.0
2005-06-14,66,40.0,,0.4,26.400000000000002
2005-06-15,79,40.0,,0.4,31.6
2005-06-16,34,40.0,,0.4,13.600000000000001
2005-06-17,55,40.0,,0.4,22.0
2005-06-18,70,40.0,,0.4,28.0
2005-06-19,31,40.0,,0.4,12.4
2005-06-20,57,40.0,,0.4,22.8
2005-06-21,45,40.0,,0.4,18.0
2005-06-22,40,40.0,,0.4,16.0
2005-06-23,29,40.0,,0.4,11.600000000000001
2005-06-24,69,40.0,,0.4,27.6
2005-06-25,20,40.0,,0.4,8.0
2005-06-26,20,40.0,,0.4,8.0
2005-06-27,45,40.0,,0.4,18.0
2005-06-28,71,40.0,,0.4,28.400000000000002
2005-06-29,61,40.0,,0.4,24.400000000000002
2005-06-30,58,40.0,,0.4,23.200000000000003
2005-07-01,40,41.0,False,0.41,16.4
2005-07-02,100,41.0,,0.41,41.0
2005-07-03,54,41.0,,0.41,22.139999999999997
2005-07-04,59,41.0,,0.41,24.189999999999998
2005-07-05,66,41.0,,0.41,27.06
2005-07-06,67,41.0,,0.41,27.47
2005-07-07,61,41.0,,0.41,25.009999999999998
2005-07-08,14,41.0,,0.41,5.739999999999999
2005-07-09,56,41.0,,0.41,22.959999999999997
2005-07-10,80,41.0,,0.41,32.8
2005-07-11,34,41.0,,0.41,13.94
2005-07-12,72,41.0,,0.41,29.52
2005-07-13,87,41.0,,0.41,35.669999999999995
2005-07-14,34,41.0,,0.41,13.94
2005-07-15,43,41.0,,0.41,17.63
2005-07-16,56,41.0,,0.41,22.959999999999997
2005-07-17,46,41.0,,0.41,18.86
2005-07-18,80,41.0,,0.41,32.8
2005-07-19,52,41.0,,0.41,21.32
2005-07-20,40,41.0,,0.41,16.4
2005-07-21,82,41.0,,0.41,33.62
2005-07-22,87,41.0,,0.41,35.669999999999995
2005-07-23,45,41.0,,0.41,18.45
2005-07-24,46,41.0,,0.41,18.86
2005-07-25,53,41.0,,0.41,21.73
2005-07-26,51,41.0,,0.41,20.91
2005-07-27,33,41.0,,0.41,13.53
2005-07-28,76,41.0,,0.41,31.159999999999997
2005-07-29,59,41.0,,0.41,24.189999999999998
2005-07-30,45,41.0,,0.41,18.45
2005-07-31,57,41.0,,0.41,23.369999999999997
2005-08-01,51,36.0,False,0.36,18.36
2005-08-02,29,36.0,,0.36,10.44
2005-08-03,42,36.0,,0.36,15.12
2005-08-04,9,36.0,,0.36,3.2399999999999998
2005-08-05,28,36.0,,0.36,10.08
2005-08-06,42,36.0,,0.36,15.12
2005-08-07,21,36.0,,0.36,7.56
2005-08-08,54,36.0,,0.36,19.439999999999998
2005-08-09,24,36.0,,0.36,8.64
2005-08-10,46,36.0,,0.36,16.56
2005-08-11,21,36.0,,0.36,7.56
2005-08-12,23,36.0,,0.36,8.28
2005-08-13,41,36.0,,0.36,14.76
2005-08-14,35,36.0,,0.36,12.6
2005-08-15,46,36.0,,0.36,16.56
2005-08-16,45,36.0,,0.36,16.2
2005-08-17,25,36.0,,0.36,9.0
2005-08-18,34,36.0,,0.36,12.24
2005-08-19,44,36.0,,0.36,15.84
2005-08-20,13,36.0,,0.36,4.68
2005-08-21,20,36.0,,0.36,7.199999999999999
2005-08-22,28,36.0,,0.36,10.08
2005-08-23,20,36.0,,0.36,7.199999999999999
2005-08-24,100,36.0,,0.36,36.0
2005-08-25,11,36.0,,0.36,3.96
2005-08-26,44,36.0,,0.36,15.84
2005-08-27,39,36.0,,0.36,14.04
2005-08-28,26,36.0,,0.36,9.36
2005-08-29,20,36.0,,0.36,7.199999999999999
2005-08-30,42,36.0,,0.36,15.12
2005-08-31,59,36.0,,0.36,21.24
2005-09-01,66,51.0,False,0.51,33.660000000000004
2005-09-02,33,51.0,,0.51,16.830000000000002
2005-09-03,50,51.0,,0.51,25.5
2005-09-04,44,51.0,,0.51,22.44
2005-09-05,44,51.0,,0.51,22.44
2005-09-06,49,51.0,,0.51,24.990000000000002
2005-09-07,57,51.0,,0.51,29.07
2005-09-08,43,51.0,,0.51,21.93
2005-09-09,51,51.0,,0.51,26.01
2005-09-10,54,51.0,,0.51,27.54
2005-09-11,38,51.0,,0.51,19.38
2005-09-12,65,51.0,,0.51,33.15
2005-09-13,65,51.0,,0.51,33.15
2005-09-14,79,51.0,,0.51,40.29
2005-09-15,70,51.0,,0.51,35.7
2005-09-16,40,51.0,,0.51,20.4
2005-09-17,31,51.0,,0.51,15.81
2005-09-18,83,51.0,,0.51,42.33
2005-09-19,88,51.0,,0.51,44.88
2005-09-20,91,51.0,,0.51,46.410000000000004
2005-09-21,64,51.0,,0.51,32.64
2005-09-22,80,51.0,,0.51,40.8
2005-09-23,95,51.0,,0.51,48.45
2005-09-24,62,51.0,,0.51,31.62
2005-09-25,75,51.0,,0.51,38.25
2005-09-26,100,51.0,,0.51,51.0
2005-09-27,63,51.0,,0.51,32.13
2005-09-28,68,51.0,,0.51,34.68
2005-09-29,65,51.0,,0.51,33.15
2005-09-30,86,51.0,,0.51,43.86
2005-10-01,23,60.0,False,0.6,13.799999999999999
2005-10-02,17,60.0,,0.6,10.2
2005-10-03,74,60.0,,0.6,44.4
2005-10-04,56,60.0,,0.6,33.6
2005-10-05,43,60.0,,0.6,25.8
2005-10-06,54,60.0,,0.6,32.4
2005-10-07,69,60.0,,0.6,41.4
2005-10-08,33,60.0,,0.6,19.8
2005-10-09,45,60.0,,0.6,27.0
2005-10-10,73,60.0,,0.6,43.8
2005-10-11,46,60.0,,0.6,27.599999999999998
2005-10-12,77,60.0,,0.6,46.199999999999996
2005-10-13,64,60.0,,0.6,38.4
2005-10-14,40,60.0,,0.6,24.0
2005-10-15,46,60.0,,0.6,27.599999999999998
2005-10-16,54,60.0,,0.6,32.4
2005-10-17,50,60.0,,0.6,30.0
2005-10-18,58,60.0,,0.6,34.8
2005-10-19,49,60.0,,0.6,29.4
2005-10-20,100,60.0,,0.6,60.0
2005-10-21,36,60.0,,0.6,21.599999999999998
2005-10-22,60,60.0,,0.6,36.0
2005-10-23,79,60.0,,0.6,47.4
2005-10-24,85,60.0,,0.6,51.0
2005-10-25,55,60.0,,0.6,33.0
2005-10-26,46,60.0,,0.6,27.599999999999998
2005-10-27,37,60.0,,0.6,22.2
2005-10-28,75,60.0,,0.6,45.0
2005-10-29,28,60.0,,0.6,16.8
2005-10-30,61,60.0,,0.6,36.6
2005-10-31,82,60.0,,0.6,49.199999999999996
2005-11-01,54,60.0,False,0.6,32.4
2005-11-02,74,60.0,,0.6,44.4
2005-11-03,79,60.0,,0.6,47.4
2005-11-04,100,60.0,,0.6,60.0
2005-11-05,48,60.0,,0.6,28.799999999999997
2005-11-06,42,60.0,,0.6,25.2
2005-11-07,77,60.0,,0.6,46.199999999999996
2005-11-08,71,60.0,,0.6,42.6
2005-11-09,49,60.0,,0.6,29.4
2005-11-10,90,60.0,,0.6,54.0
2005-11-11,54,60.0,,0.6,32.4
2005-11-12,60,60.0,,0.6,36.0
2005-11-13,85,60.0,,0.6,51.0
2005-11-14,84,60.0,,0.6,50.4
2005-11-15,82,60.0,,0.6,49.199999999999996
2005-11-16,64,60.0,,0.6,38.4
2005-11-17,85,60.0,,0.6,51.0
2005-11-18,63,60.0,,0.6,37.8
2005-11-19,42,60.0,,0.6,25.2
2005-11-20,71,60.0,,0.6,42.6
2005-11-21,58,60.0,,0.6,34.8
2005-11-22,51,60.0,,0.6,30.599999999999998
2005-11-23,38,60.0,,0.6,22.8
2005-11-24,20,60.0,,0.6,12.0
2005-11-25,53,60.0,,0.6,31.799999999999997
2005-11-26,85,60.0,,0.6,51.0
2005-11-27,69,60.0,,0.6,41.4
2005-11-28,66,60.0,,0.6,39.6
2005-11-29,84,60.0,,0.6,50.4
2005-11-30,72,60.0,,0.6,43.199999999999996
2005-12-01,81,48.0,False,0.48,38.879999999999995
2005-12-02,100,48.0,,0.48,48.0
2005-12-03,61,48.0,,0.48,29.279999999999998
2005-12-04,50,48.0,,0.48,24.0
2005-12-05,98,48.0,,0.48,47.04
2005-12-06,75,48.0,,0.48,36.0
2005-12-07,83,48.0,,0.48,39.839999999999996
2005-12-08,96,48.0,,0.48,46.08
2005-12-09,41,48.0,,0.48,19.68
2005-12-10,44,48.0,,0.48,21.119999999999997
2005-12-11,56,48.0,,0.48,26.88
2005-12-12,64,48.0,,0.48,30.72
2005-12-13,51,48.0,,0.48,24.48
2005-12-14,78,48.0,,0.48,37.44
2005-12-15,66,48.0,,0.48,31.68
2005-12-16,70,48.0,,0.48,33.6
2005-12-17,12,48.0,,0.48,5.76
2005-12-18,31,48.0,,0.48,14.879999999999999
2005-12-19,65,48.0,,0.48,31.2
2005-12-20,60,48.0,,0.48,28.799999999999997
2005-12-21,44,48.0,,0.48,21.119999999999997
2005-12-22,38,48.0,,0.48,18.24
2005-12-23,25,48.0,,0.48,12.0
2005-12-24,43,48.0,,0.48,20.64
2005-12-25,35,48.0,,0.48,16.8
2005-12-26,13,48.0,,0.48,6.24
2005-12-27,32,48.0,,0.48,15.36
2005-12-28,17,48.0,,0.48,8.16
2005-12-29,34,48.0,,0.48,16.32
2005-12-30,37,48.0,,0.48,17.759999999999998
2005-12-31,12,48.0,,0.48,5.76
2006-01-01,0,52.0,False,0.52,0.0
2006-01-02,24,52.0,,0.52,12.48
2006-01-03,41,52.0,,0.52,21.32
2006-01-04,64,52.0,,0.52,33.28
2006-01-05,47,52.0,,0.52,24.44
2006-01-06,36,52.0,,0.52,18.72
2006-01-07,27,52.0,,0.52,14.040000000000001
2006-01-08,27,52.0,,0.52,14.040000000000001
2006-01-09,35,52.0,,0.52,18.2
2006-01-10,22,52.0,,0.52,11.440000000000001
2006-01-11,33,52.0,,0.52,17.16
2006-01-12,68,52.0,,0.52,35.36
2006-01-13,35,52.0,,0.52,18.2
2006-01-14,17,52.0,,0.52,8.84
2006-01-15,9,52.0,,0.52,4.68
2006-01-16,13,52.0,,0.52,6.76
2006-01-17,44,52.0,,0.52,22.880000000000003
2006-01-18,27,52.0,,0.52,14.040000000000001
2006-01-19,39,52.0,,0.52,20.28
2006-01-20,81,52.0,,0.52,42.120000000000005
2006-01-21,50,52.0,,0.52,26.0
2006-01-22,8,52.0,,0.52,4.16
2006-01-23,49,52.0,,0.52,25.48
2006-01-24,96,52.0,,0.52,49.92
2006-01-25,54,52.0,,0.52,28.080000000000002
2006-01-26,44,52.0,,0.52,22.880000000000003
2006-01-27,80,52.0,,0.52,41.6
2006-01-28,25,52.0,,0.52,13.0
2006-01-29,100,52.0,,0.52,52.0
2006-01-30,37,52.0,,0.52,19.240000000000002
2006-01-31,63,52.0,,0.52,32.76
2006-02-01,90,62.0,False,0.62,55.8
2006-02-02,87,62.0,,0.62,53.94
2006-02-03,52,62.0,,0.62,32.24
2006-02-04,35,62.0,,0.62,21.7
2006-02-05,53,62.0,,0.62,32.86
2006-02-06,63,62.0,,0.62,39.06
2006-02-07,69,62.0,,0.62,42.78
2006-02-08,63,62.0,,0.62,39.06
2006-02-09,83,62.0,,0.62,51.46
2006-02-10,75,62.0,,0.62,46.5
2006-02-11,51,62.0,,0.62,31.62
2006-02-12,39,62.0,,0.62,24.18
2006-02-13,100,62.0,,0.62,62.0
2006-02-14,70,62.0,,0.62,43.4
2006-02-15,58,62.0,,0.62,35.96
2006-02-16,56,62.0,,0.62,34.72
2006-02-17,51,62.0,,0.62,31.62
2006-02-18,29,62.0,,0.62,17.98
2006-02-19,59,62.0,,0.62,36.58
2006-02-20,63,62.0,,0.62,39.06
2006-02-21,56,62.0,,0.62,34.72
2006-02-22,78,62.0,,0.62,48.36
2006-02-23,78,62.0,,0.62,48.36
2006-02-24,71,62.0,,0.62,44.02
2006-02-25,78,62.0,,0.62,48.36
2006-02-26,47,62.0,,0.62,29.14
2006-02-27,66,62.0,,0.62,40.92
2006-02-28,68,62.0,,0.62,42.16
2006-03-01,69,56.0,False,0.56,38.64
2006-03-02,93,56.0,,0.56,52.080000000000005
2006-03-03,57,56.0,,0.56,31.92
2006-03-04,48,56.0,,0.56,26.880000000000003
2006-03-05,73,56.0,,0.56,40.88
2006-03-06,82,56.0,,0.56,45.92
2006-03-07,72,56.0,,0.56,40.32000000000001
2006-03-08,72,56.0,,0.56,40.32000000000001
2006-03-09,47,56.0,,0.56,26.320000000000004
2006-03-10,66,56.0,,0.56,36.96
2006-03-11,69,56.0,,0.56,38.64
2006-03-12,25,56.0,,0.56,14.000000000000002
2006-03-13,67,56.0,,0.56,37.52
2006-03-14,95,56.0,,0.56,53.2
2006-03-15,50,56.0,,0.56,28.000000000000004
2006-03-16,86,56.0,,0.56,48.160000000000004
2006-03-17,50,56.0,,0.56,28.000000000000004
2006-03-18,37,56.0,,0.56,20.720000000000002
2006-03-19,79,56.0,,0.56,44.24
2006-03-20,62,56.0,,0.56,34.720000000000006
2006-03-21,70,56.0,,0.56,39.2
2006-03-22,61,56.0,,0.56,34.160000000000004
2006-03-23,81,56.0,,0.56,45.36000000000001
2006-03-24,78,56.0,,0.56,43.68000000000001
2006-03-25,54,56.0,,0.56,30.240000000000002
2006-03-26,55,56.0,,0.56,30.800000000000004
2006-03-27,88,56.0,,0.56,49.28
2006-03-28,100,56.0,,0.56,56.00000000000001
2006-03-29,95,56.0,,0.56,53.2
2006-03-30,50,56.0,,0.56,28.000000000000004
2006-03-31,49,56.0,,0.56,27.44
2006-04-01,19,60.0,False,0.6,11.4
2006-04-02,44,60.0,,0.6,26.4
2006-04-03,100,60.0,,0.6,60.0
2006-04-04,76,60.0,,0.6,45.6
2006-04-05,66,60.0,,0.6,39.6
2006-04-06,69,60.0,,0.6,41.4
2006-04-07,88,60.0,,0.6,52.8
2006-04-08,48,60.0,,0.6,28.799999999999997
2006-04-09,64,60.0,,0.6,38.4
2006-04-10,61,60.0,,0.6,36.6
2006-04-11,84,60.0,,0.6,50.4
2006-04-12,68,60.0,,0.6,40.8
2006-04-13,45,60.0,,0.6,27.0
2006-04-14,44,60.0,,0.6,26.4
2006-04-15,31,60.0,,0.6,18.599999999999998
2006-04-16,27,60.0,,0.6,16.2
2006-04-17,49,60.0,,0.6,29.4
2006-04-18,56,60.0,,0.6,33.6
2006-04-19,66,60.0,,0.6,39.6
2006-04-20,85,60.0,,0.6,51.0
2006-04-21,65,60.0,,0.6,39.0
2006-04-22,53,60.0,,0.6,31.799999999999997
2006-04-23,99,60.0,,0.6,59.4
2006-04-24,73,60.0,,0.6,43.8
2006-04-25,63,60.0,,0.6,37.8
2006-04-26,85,60.0,,0.6,51.0
2006-04-27,60,60.0,,0.6,36.0
2006-04-28,78,60.0,,0.6,46.8
2006-04-29,74,60.0,,0.6,44.4
2006-04-30,71,60.0,,0.6,42.6
2006-05-01,93,55.0,False,0.55,51.150000000000006
2006-05-02,68,55.0,,0.55,37.400000000000006
2006-05-03,62,55.0,,0.55,34.1
2006-05-04,67,55.0,,0.55,36.85
2006-05-05,83,55.0,,0.55,45.650000000000006
2006-05-06,23,55.0,,0.55,12.65
2006-05-07,44,55.0,,0.55,24.200000000000003
2006-05-08,69,55.0,,0.55,37.95
2006-05-09,58,55.0,,0.55,31.900000000000002
2006-05-10,100,55.0,,0.55,55.00000000000001
2006-05-11,84,55.0,,0.55,46.2
2006-05-12,25,55.0,,0.55,13.750000000000002
2006-05-13,50,55.0,,0.55,27.500000000000004
2006-05-14,40,55.0,,0.55,22.0
2006-05-15,53,55.0,,0.55,29.150000000000002
2006-05-16,43,55.0,,0.55,23.650000000000002
2006-05-17,30,55.0,,0.55,16.5
2006-05-18,75,55.0,,0.55,41.25
2006-05-19,66,55.0,,0.55,36.300000000000004
2006-05-20,29,55.0,,0.55,15.950000000000001
2006-05-21,51,55.0,,0.55,28.05
2006-05-22,72,55.0,,0.55,39.6
2006-05-23,50,55.0,,0.55,27.500000000000004
2006-05-24,38,55.0,,0.55,20.900000000000002
2006-05-25,53,55.0,,0.55,29.150000000000002
2006-05-26,50,55.0,,0.55,27.500000000000004
2006-05-27,55,55.0,,0.55,30.250000000000004
2006-05-28,45,55.0,,0.55,24.750000000000004
2006-05-29,77,55.0,,0.55,42.35
2006-05-30,45,55.0,,0.55,24.750000000000004
2006-05-31,69,55.0,,0.55,37.95
2006-06-01,38,36.0,False,0.36,13.68
2006-06-02,69,36.0,,0.36,24.84
2006-06-03,75,36.0,,0.36,27.0
2006-06-04,90,36.0,,0.36,32.4
2006-06-05,18,36.0,,0.36,6.4799999999999995
2006-06-06,63,36.0,,0.36,22.68
2006-06-07,100,36.0,,0.36,36.0
2006-06-08,56,36.0,,0.36,20.16
2006-06-09,59,36.0,,0.36,21.24
2006-06-10,45,36.0,,0.36,16.2
2006-06-11,76,36.0,,0.36,27.36
2006-06-12,65,36.0,,0.36,23.4
2006-06-13,94,36.0,,0.36,33.839999999999996
2006-06-14,66,36.0,,0.36,23.759999999999998
2006-06-15,59,36.0,,0.36,21.24
2006-06-16,52,36.0,,0.36,18.72
2006-06-17,32,36.0,,0.36,11.52
2006-06-18,16,36.0,,0.36,5.76
2006-06-19,38,36.0,,0.36,13.68
2006-06-20,9,36.0,,0.36,3.2399999999999998
2006-06-21,77,36.0,,0.36,27.72
2006-06-22,58,36.0,,0.36,20.88
2006-06-23,51,36.0,,0.36,18.36
2006-06-24,59,36.0,,0.36,21.24
2006-06-25,45,36.0,,0.36,16.2
2006-06-26,36,36.0,,0.36,12.959999999999999
2006-06-27,100,36.0,,0.36,36.0
2006-06-28,93,36.0,,0.36,33.48
2006-06-29,76,36.0,,0.36,27.36
2006-06-30,31,36.0,,0.36,11.16
2006-07-01,19,38.0,False,0.38,7.22
2006-07-02,59,38.0,,0.38,22.42
2006-07-03,35,38.0,,0.38,13.3
2006-07-04,77,38.0,,0.38,29.26
2006-07-05,54,38.0,,0.38,20.52
2006-07-06,39,38.0,,0.38,14.82
2006-07-07,47,38.0,,0.38,17.86
2006-07-08,53,38.0,,0.38,20.14
2006-07-09,100,38.0,,0.38,38.0
2006-07-10,71,38.0,,0.38,26.98
2006-07-11,97,38.0,,0.38,36.86
2006-07-12,65,38.0,,0.38,24.7
2006-07-13,45,38.0,,0.38,17.1
2006-07-14,60,38.0,,0.38,22.8
2006-07-15,53,38.0,,0.38,20.14
2006-07-16,90,38.0,,0.38,34.2
2006-07-17,66,38.0,,0.38,25.080000000000002
2006-07-18,80,38.0,,0.38,30.4
2006-07-19,71,38.0,,0.38,26.98
2006-07-20,62,38.0,,0.38,23.56
2006-07-21,53,38.0,,0.38,20.14
2006-07-22,34,38.0,,0.38,12.92
2006-07-23,79,38.0,,0.38,30.02
2006-07-24,54,38.0,,0.38,20.52
2006-07-25,69,38.0,,0.38,26.22
2006-07-26,65,38.0,,0.38,24.7
2006-07-27,83,38.0,,0.38,31.54
2006-07-28,87,38.0,,0.38,33.06
2006-07-29,70,38.0,,0.38,26.6
2006-07-30,70,38.0,,0.38,26.6
2006-07-31,38,38.0,,0.38,14.44
2006-08-01,30,34.0,False,0.34,10.200000000000001
2006-08-02,77,34.0,,0.34,26.180000000000003
2006-08-03,100,34.0,,0.34,34.0
2006-08-04,28,34.0,,0.34,9.520000000000001
2006-08-05,35,34.0,,0.34,11.9
2006-08-06,35,34.0,,0.34,11.9
2006-08-07,48,34.0,,0.34,16.32
2006-08-08,26,34.0,,0.34,8.84
2006-08-09,30,34.0,,0.34,10.200000000000001
2006-08-10,34,34.0,,0.34,11.56
2006-08-11,33,34.0,,0.34,11.22
2006-08-12,48,34.0,,0.34,16.32
2006-08-13,49,34.0,,0.34,16.66
2006-08-14,22,34.0,,0.34,7.48
2006-08-15,42,34.0,,0.34,14.280000000000001
2006-08-16,47,34.0,,0.34,15.98
2006-08-17,71,34.0,,0.34,24.14
2006-08-18,28,34.0,,0.34,9.520000000000001
2006-08-19,27,34.0,,0.34,9.180000000000001
2006-08-20,27,34.0,,0.34,9.180000000000001
2006-08-21,56,34.0,,0.34,19.040000000000003
2006-08-22,37,34.0,,0.34,12.58
2006-08-23,42,34.0,,0.34,14.280000000000001
2006-08-24,56,34.0,,0.34,19.040000000000003
2006-08-25,27,34.0,,0.34,9.180000000000001
2006-08-26,45,34.0,,0.34,15.3
2006-08-27,57,34.0,,0.34,19.380000000000003
2006-08-28,53,34.0,,0.34,18.02
2006-08-29,36,34.0,,0.34,12.24
