date,GDP_unscaled,GDP_monthly,isPartial,scale,GDP
2008-10-01,60,85.0,False,0.85,51.0
2008-10-02,55,85.0,,0.85,46.75
2008-10-03,41,85.0,,0.85,34.85
2008-10-04,26,85.0,,0.85,22.099999999999998
2008-10-05,57,85.0,,0.85,48.449999999999996
2008-10-06,54,85.0,,0.85,45.9
2008-10-07,63,85.0,,0.85,53.55
2008-10-08,58,85.0,,0.85,49.3
2008-10-09,64,85.0,,0.85,54.4
2008-10-10,68,85.0,,0.85,57.8
2008-10-11,33,85.0,,0.85,28.05
2008-10-12,55,85.0,,0.85,46.75
2008-10-13,60,85.0,,0.85,51.0
2008-10-14,48,85.0,,0.85,40.8
2008-10-15,55,85.0,,0.85,46.75
2008-10-16,64,85.0,,0.85,54.4
2008-10-17,41,85.0,,0.85,34.85
2008-10-18,41,85.0,,0.85,34.85
2008-10-19,41,85.0,,0.85,34.85
2008-10-20,48,85.0,,0.85,40.8
2008-10-21,56,85.0,,0.85,47.6
2008-10-22,64,85.0,,0.85,54.4
2008-10-23,60,85.0,,0.85,51.0
2008-10-24,53,85.0,,0.85,45.05
2008-10-25,43,85.0,,0.85,36.55
2008-10-26,57,85.0,,0.85,48.449999999999996
2008-10-27,59,85.0,,0.85,50.15
2008-10-28,62,85.0,,0.85,52.699999999999996
2008-10-29,53,85.0,,0.85,45.05
2008-10-30,100,85.0,,0.85,85.0
2008-10-31,59,85.0,,0.85,50.15
2008-11-01,53,72.0,False,0.72,38.16
2008-11-02,77,72.0,,0.72,55.44
2008-11-03,88,72.0,,0.72,63.36
2008-11-04,82,72.0,,0.72,59.04
2008-11-05,95,72.0,,0.72,68.39999999999999
2008-11-06,90,72.0,,0.72,64.8
2008-11-07,85,72.0,,0.72,61.199999999999996
2008-11-08,57,72.0,,0.72,41.04
2008-11-09,74,72.0,,0.72,53.28
2008-11-10,93,72.0,,0.72,66.96
2008-11-11,89,72.0,,0.72,64.08
2008-11-12,76,72.0,,0.72,54.72
2008-11-13,88,72.0,,0.72,63.36
2008-11-14,80,72.0,,0.72,57.599999999999994
2008-11-15,49,72.0,,0.72,35.28
2008-11-16,71,72.0,,0.72,51.12
2008-11-17,92,72.0,,0.72,66.24
2008-11-18,71,72.0,,0.72,51.12
2008-11-19,100,72.0,,0.72,72.0
2008-11-20,83,72.0,,0.72,59.76
2008-11-21,65,72.0,,0.72,46.8
2008-11-22,59,72.0,,0.72,42.48
2008-11-23,71,72.0,,0.72,51.12
2008-11-24,85,72.0,,0.72,61.199999999999996
2008-11-25,88,72.0,,0.72,63.36
2008-11-26,63,72.0,,0.72,45.36
2008-11-27,58,72.0,,0.72,41.76
2008-11-28,50,72.0,,0.72,36.0
2008-11-29,51,72.0,,0.72,36.72
2008-11-30,71,72.0,,0.72,51.12
2008-12-01,100,58.0,False,0.58,57.99999999999999
2008-12-02,85,58.0,,0.58,49.3
2008-12-03,70,58.0,,0.58,40.599999999999994
2008-12-04,82,58.0,,0.58,47.559999999999995
2008-12-05,87,58.0,,0.58,50.459999999999994
2008-12-06,53,58.0,,0.58,30.74
2008-12-07,69,58.0,,0.58,40.019999999999996
2008-12-08,84,58.0,,0.58,48.72
2008-12-09,71,58.0,,0.58,41.18
2008-12-10,72,58.0,,0.58,41.76
2008-12-11,63,58.0,,0.58,36.54
2008-12-12,50,58.0,,0.58,28.999999999999996
2008-12-13,43,58.0,,0.58,24.939999999999998
2008-12-14,39,58.0,,0.58,22.619999999999997
2008-12-15,65,58.0,,0.58,37.699999999999996
2008-12-16,49,58.0,,0.58,28.419999999999998
2008-12-17,48,58.0,,0.58,27.839999999999996
2008-12-18,42,58.0,,0.58,24.36
2008-12-19,38,58.0,,0.58,22.04
2008-12-20,22,58.0,,0.58,12.76
2008-12-21,27,58.0,,0.58,15.659999999999998
2008-12-22,24,58.0,,0.58,13.919999999999998
2008-12-23,47,58.0,,0.58,27.259999999999998
2008-12-24,31,58.0,,0.58,17.98
2008-12-25,15,58.0,,0.58,8.7
2008-12-26,20,58.0,,0.58,11.6
2008-12-27,19,58.0,,0.58,11.02
2008-12-28,26,58.0,,0.58,15.079999999999998
2008-12-29,32,58.0,,0.58,18.56
2008-12-30,33,58.0,,0.58,19.139999999999997
2008-12-31,23,58.0,,0.58,13.34
2009-01-01,7,60.0,False,0.6,4.2
2009-01-02,16,60.0,,0.6,9.6
2009-01-03,24,60.0,,0.6,14.399999999999999
2009-01-04,17,60.0,,0.6,10.2
2009-01-05,30,60.0,,0.6,18.0
2009-01-06,35,60.0,,0.6,21.0
2009-01-07,33,60.0,,0.6,19.8
2009-01-08,43,60.0,,0.6,25.8
2009-01-09,25,60.0,,0.6,15.0
2009-01-10,33,60.0,,0.6,19.8
2009-01-11,29,60.0,,0.6,17.4
2009-01-12,40,60.0,,0.6,24.0
2009-01-13,37,60.0,,0.6,22.2
2009-01-14,34,60.0,,0.6,20.4
2009-01-15,38,60.0,,0.6,22.8
2009-01-16,41,60.0,,0.6,24.599999999999998
2009-01-17,19,60.0,,0.6,11.4
2009-01-18,22,60.0,,0.6,13.2
2009-01-19,32,60.0,,0.6,19.2
2009-01-20,41,60.0,,0.6,24.599999999999998
2009-01-21,42,60.0,,0.6,25.2
2009-01-22,45,60.0,,0.6,27.0
2009-01-23,55,60.0,,0.6,33.0
2009-01-24,26,60.0,,0.6,15.6
2009-01-25,21,60.0,,0.6,12.6
2009-01-26,48,60.0,,0.6,28.799999999999997
2009-01-27,48,60.0,,0.6,28.799999999999997
2009-01-28,43,60.0,,0.6,25.8
2009-01-29,62,60.0,,0.6,37.199999999999996
2009-01-30,100,60.0,,0.6,60.0
2009-01-31,44,60.0,,0.6,26.4
2009-02-01,38,87.0,False,0.87,33.06
2009-02-02,65,87.0,,0.87,56.55
2009-02-03,38,87.0,,0.87,33.06
2009-02-04,63,87.0,,0.87,54.81
2009-02-05,40,87.0,,0.87,34.8
2009-02-06,47,87.0,,0.87,40.89
2009-02-07,21,87.0,,0.87,18.27
2009-02-08,30,87.0,,0.87,26.1
2009-02-09,44,87.0,,0.87,38.28
2009-02-10,51,87.0,,0.87,44.37
2009-02-11,59,87.0,,0.87,51.33
2009-02-12,56,87.0,,0.87,48.72
2009-02-13,51,87.0,,0.87,44.37
2009-02-14,31,87.0,,0.87,26.97
2009-02-15,37,87.0,,0.87,32.19
2009-02-16,73,87.0,,0.87,63.51
2009-02-17,51,87.0,,0.87,44.37
2009-02-18,61,87.0,,0.87,53.07
2009-02-19,44,87.0,,0.87,38.28
2009-02-20,47,87.0,,0.87,40.89
2009-02-21,23,87.0,,0.87,20.01
2009-02-22,25,87.0,,0.87,21.75
2009-02-23,60,87.0,,0.87,52.2
2009-02-24,49,87.0,,0.87,42.63
2009-02-25,48,87.0,,0.87,41.76
2009-02-26,61,87.0,,0.87,53.07
2009-02-27,100,87.0,,0.87,87.0
2009-02-28,57,87.0,,0.87,49.589999999999996
2009-03-01,56,72.0,False,0.72,40.32
2009-03-02,81,72.0,,0.72,58.32
2009-03-03,84,72.0,,0.72,60.48
2009-03-04,100,72.0,,0.72,72.0
2009-03-05,72,72.0,,0.72,51.839999999999996
2009-03-06,59,72.0,,0.72,42.48
2009-03-07,45,72.0,,0.72,32.4
2009-03-08,62,72.0,,0.72,44.64
2009-03-09,62,72.0,,0.72,44.64
2009-03-10,43,72.0,,0.72,30.959999999999997
2009-03-11,60,72.0,,0.72,43.199999999999996
2009-03-12,41,72.0,,0.72,29.52
2009-03-13,44,72.0,,0.72,31.68
2009-03-14,35,72.0,,0.72,25.2
2009-03-15,65,72.0,,0.72,46.8
2009-03-16,60,72.0,,0.72,43.199999999999996
2009-03-17,65,72.0,,0.72,46.8
2009-03-18,55,72.0,,0.72,39.6
2009-03-19,66,72.0,,0.72,47.519999999999996
2009-03-20,37,72.0,,0.72,26.64
2009-03-21,16,72.0,,0.72,11.52
2009-03-22,33,72.0,,0.72,23.759999999999998
2009-03-23,49,72.0,,0.72,35.28
2009-03-24,61,72.0,,0.72,43.92
2009-03-25,70,72.0,,0.72,50.4
2009-03-26,72,72.0,,0.72,51.839999999999996
2009-03-27,46,72.0,,0.72,33.12
2009-03-28,48,72.0,,0.72,34.56
2009-03-29,63,72.0,,0.72,45.36
2009-03-30,51,72.0,,0.72,36.72
2009-03-31,65,72.0,,0.72,46.8
2009-04-01,57,68.0,False,0.68,38.760000000000005
2009-04-02,74,68.0,,0.68,50.32
2009-04-03,42,68.0,,0.68,28.560000000000002
2009-04-04,55,68.0,,0.68,37.400000000000006
2009-04-05,54,68.0,,0.68,36.720000000000006
2009-04-06,59,68.0,,0.68,40.120000000000005
2009-04-07,60,68.0,,0.68,40.800000000000004
2009-04-08,51,68.0,,0.68,34.68
2009-04-09,66,68.0,,0.68,44.88
2009-04-10,38,68.0,,0.68,25.840000000000003
2009-04-11,24,68.0,,0.68,16.32
2009-04-12,53,68.0,,0.68,36.04
2009-04-13,55,68.0,,0.68,37.400000000000006
2009-04-14,70,68.0,,0.68,47.6
2009-04-15,67,68.0,,0.68,45.56
2009-04-16,83,68.0,,0.68,56.440000000000005
2009-04-17,52,68.0,,0.68,35.36
2009-04-18,52,68.0,,0.68,35.36
2009-04-19,42,68.0,,0.68,28.560000000000002
2009-04-20,69,68.0,,0.68,46.92
2009-04-21,57,68.0,,0.68,38.760000000000005
2009-04-22,57,68.0,,0.68,38.760000000000005
2009-04-23,48,68.0,,0.68,32.64
2009-04-24,41,68.0,,0.68,27.880000000000003
2009-04-25,42,68.0,,0.68,28.560000000000002
2009-04-26,46,68.0,,0.68,31.28
2009-04-27,71,68.0,,0.68,48.28
2009-04-28,63,68.0,,0.68,42.84
2009-04-29,100,68.0,,0.68,68.0
2009-04-30,61,68.0,,0.68,41.480000000000004
2009-05-01,69,60.0,False,0.6,41.4
2009-05-02,55,60.0,,0.6,33.0
2009-05-03,69,60.0,,0.6,41.4
2009-05-04,100,60.0,,0.6,60.0
2009-05-05,61,60.0,,0.6,36.6
2009-05-06,80,60.0,,0.6,48.0
2009-05-07,70,60.0,,0.6,42.0
2009-05-08,51,60.0,,0.6,30.599999999999998
2009-05-09,29,60.0,,0.6,17.4
2009-05-10,57,60.0,,0.6,34.199999999999996
2009-05-11,93,60.0,,0.6,55.8
2009-05-12,61,60.0,,0.6,36.6
2009-05-13,51,60.0,,0.6,30.599999999999998
2009-05-14,67,60.0,,0.6,40.199999999999996
2009-05-15,47,60.0,,0.6,28.2
2009-05-16,40,60.0,,0.6,24.0
2009-05-17,52,60.0,,0.6,31.2
2009-05-18,51,60.0,,0.6,30.599999999999998
2009-05-19,58,60.0,,0.6,34.8
2009-05-20,64,60.0,,0.6,38.4
2009-05-21,61,60.0,,0.6,36.6
2009-05-22,72,60.0,,0.6,43.199999999999996
2009-05-23,23,60.0,,0.6,13.799999999999999
2009-05-24,31,60.0,,0.6,18.599999999999998
2009-05-25,47,60.0,,0.6,28.2
2009-05-26,51,60.0,,0.6,30.599999999999998
2009-05-27,55,60.0,,0.6,33.0
2009-05-28,49,60.0,,0.6,29.4
2009-05-29,54,60.0,,0.6,32.4
2009-05-30,45,60.0,,0.6,27.0
2009-05-31,51,60.0,,0.6,30.599999999999998
2009-06-01,100,42.0,False,0.42,42.0
2009-06-02,82,42.0,,0.42,34.44
2009-06-03,83,42.0,,0.42,34.86
2009-06-04,96,42.0,,0.42,40.32
2009-06-05,44,42.0,,0.42,18.48
2009-06-06,40,42.0,,0.42,16.8
2009-06-07,53,42.0,,0.42,22.259999999999998
2009-06-08,73,42.0,,0.42,30.66
2009-06-09,72,42.0,,0.42,30.24
2009-06-10,69,42.0,,0.42,28.98
2009-06-11,74,42.0,,0.42,31.08
2009-06-12,78,42.0,,0.42,32.76
2009-06-13,53,42.0,,0.42,22.259999999999998
2009-06-14,54,42.0,,0.42,22.68
2009-06-15,66,42.0,,0.42,27.72
2009-06-16,81,42.0,,0.42,34.019999999999996
2009-06-17,44,42.0,,0.42,18.48
2009-06-18,58,42.0,,0.42,24.36
2009-06-19,66,42.0,,0.42,27.72
2009-06-20,52,42.0,,0.42,21.84
2009-06-21,39,42.0,,0.42,16.38
2009-06-22,50,42.0,,0.42,21.0
2009-06-23,62,42.0,,0.42,26.04
2009-06-24,53,42.0,,0.42,22.259999999999998
2009-06-25,60,42.0,,0.42,25.2
2009-06-26,73,42.0,,0.42,30.66
2009-06-27,37,42.0,,0.42,15.54
2009-06-28,41,42.0,,0.42,17.22
2009-06-29,54,42.0,,0.42,22.68
2009-06-30,41,42.0,,0.42,17.22
2009-07-01,41,44.0,False,0.44,18.04
2009-07-02,50,44.0,,0.44,22.0
2009-07-03,25,44.0,,0.44,11.0
2009-07-04,29,44.0,,0.44,12.76
2009-07-05,32,44.0,,0.44,14.08
2009-07-06,50,44.0,,0.44,22.0
2009-07-07,60,44.0,,0.44,26.4
2009-07-08,56,44.0,,0.44,24.64
2009-07-09,48,44.0,,0.44,21.12
2009-07-10,35,44.0,,0.44,15.4
2009-07-11,28,44.0,,0.44,12.32
2009-07-12,31,44.0,,0.44,13.64
2009-07-13,50,44.0,,0.44,22.0
2009-07-14,42,44.0,,0.44,18.48
2009-07-15,53,44.0,,0.44,23.32
2009-07-16,45,44.0,,0.44,19.8
2009-07-17,52,44.0,,0.44,22.88
2009-07-18,35,44.0,,0.44,15.4
2009-07-19,27,44.0,,0.44,11.88
2009-07-20,50,44.0,,0.44,22.0
2009-07-21,54,44.0,,0.44,23.76
2009-07-22,61,44.0,,0.44,26.84
2009-07-23,46,44.0,,0.44,20.24
2009-07-24,52,44.0,,0.44,22.88
2009-07-25,37,44.0,,0.44,16.28
2009-07-26,38,44.0,,0.44,16.72
2009-07-27,41,44.0,,0.44,18.04
2009-07-28,56,44.0,,0.44,24.64
2009-07-29,36,44.0,,0.44,15.84
2009-07-30,52,44.0,,0.44,22.88
2009-07-31,100,44.0,,0.44,44.0
2009-08-01,49,46.0,False,0.46,22.540000000000003
2009-08-02,56,46.0,,0.46,25.76
2009-08-03,56,46.0,,0.46,25.76
2009-08-04,75,46.0,,0.46,34.5
2009-08-05,64,46.0,,0.46,29.44
2009-08-06,73,46.0,,0.46,33.58
2009-08-07,46,46.0,,0.46,21.16
2009-08-08,33,46.0,,0.46,15.180000000000001
2009-08-09,49,46.0,,0.46,22.540000000000003
2009-08-10,70,46.0,,0.46,32.2
2009-08-11,73,46.0,,0.46,33.58
2009-08-12,63,46.0,,0.46,28.98
2009-08-13,95,46.0,,0.46,43.7
2009-08-14,43,46.0,,0.46,19.78
2009-08-15,33,46.0,,0.46,15.180000000000001
2009-08-16,49,46.0,,0.46,22.540000000000003
2009-08-17,66,46.0,,0.46,30.360000000000003
2009-08-18,60,46.0,,0.46,27.6
2009-08-19,57,46.0,,0.46,26.220000000000002
2009-08-20,72,46.0,,0.46,33.120000000000005
2009-08-21,83,46.0,,0.46,38.18
2009-08-22,87,46.0,,0.46,40.02
2009-08-23,35,46.0,,0.46,16.1
2009-08-24,69,46.0,,0.46,31.740000000000002
2009-08-25,77,46.0,,0.46,35.42
2009-08-26,96,46.0,,0.46,44.160000000000004
2009-08-27,100,46.0,,0.46,46.0
2009-08-28,65,46.0,,0.46,29.900000000000002
2009-08-29,42,46.0,,0.46,19.32
2009-08-30,67,46.0,,0.46,30.82
2009-08-31,80,46.0,,0.46,36.800000000000004
2009-09-01,61,58.0,False,0.58,35.379999999999995
2009-09-02,70,58.0,,0.58,40.599999999999994
2009-09-03,63,58.0,,0.58,36.54
2009-09-04,52,58.0,,0.58,30.159999999999997
2009-09-05,28,58.0,,0.58,16.24
2009-09-06,45,58.0,,0.58,26.099999999999998
2009-09-07,70,58.0,,0.58,40.599999999999994
2009-09-08,59,58.0,,0.58,34.22
2009-09-09,81,58.0,,0.58,46.98
2009-09-10,84,58.0,,0.58,48.72
2009-09-11,48,58.0,,0.58,27.839999999999996
2009-09-12,22,58.0,,0.58,12.76
2009-09-13,39,58.0,,0.58,22.619999999999997
2009-09-14,67,58.0,,0.58,38.86
2009-09-15,62,58.0,,0.58,35.96
2009-09-16,81,58.0,,0.58,46.98
2009-09-17,74,58.0,,0.58,42.919999999999995
2009-09-18,75,58.0,,0.58,43.5
2009-09-19,29,58.0,,0.58,16.82
2009-09-20,45,58.0,,0.58,26.099999999999998
2009-09-21,100,58.0,,0.58,57.99999999999999
2009-09-22,65,58.0,,0.58,37.699999999999996
2009-09-23,78,58.0,,0.58,45.239999999999995
2009-09-24,70,58.0,,0.58,40.599999999999994
2009-09-25,97,58.0,,0.58,56.26
2009-09-26,43,58.0,,0.58,24.939999999999998
2009-09-27,58,58.0,,0.58,33.64
2009-09-28,75,58.0,,0.58,43.5
2009-09-29,61,58.0,,0.58,35.379999999999995
2009-09-30,83,58.0,,0.58,48.13999999999999
2009-10-01,56,73.0,False,0.73,40.879999999999995
2009-10-02,44,73.0,,0.73,32.12
2009-10-03,36,73.0,,0.73,26.28
2009-10-04,61,73.0,,0.73,44.53
2009-10-05,48,73.0,,0.73,35.04
2009-10-06,72,73.0,,0.73,52.56
2009-10-07,43,73.0,,0.73,31.39
2009-10-08,50,73.0,,0.73,36.5
2009-10-09,26,73.0,,0.73,18.98
2009-10-10,22,73.0,,0.73,16.06
2009-10-11,44,73.0,,0.73,32.12
2009-10-12,51,73.0,,0.73,37.23
2009-10-13,41,73.0,,0.73,29.93
2009-10-14,53,73.0,,0.73,38.69
2009-10-15,37,73.0,,0.73,27.009999999999998
2009-10-16,44,73.0,,0.73,32.12
2009-10-17,27,73.0,,0.73,19.71
2009-10-18,29,73.0,,0.73,21.169999999999998
2009-10-19,35,73.0,,0.73,25.55
2009-10-20,48,73.0,,0.73,35.04
2009-10-21,41,73.0,,0.73,29.93
2009-10-22,45,73.0,,0.73,32.85
2009-10-23,49,73.0,,0.73,35.769999999999996
2009-10-24,35,73.0,,0.73,25.55
2009-10-25,35,73.0,,0.73,25.55
2009-10-26,43,73.0,,0.73,31.39
2009-10-27,37,73.0,,0.73,27.009999999999998
2009-10-28,59,73.0,,0.73,43.07
2009-10-29,100,73.0,,0.73,73.0
2009-10-30,57,73.0,,0.73,41.61
2009-10-31,32,73.0,,0.73,23.36
2009-11-01,82,67.0,False,0.67,54.940000000000005
2009-11-02,95,67.0,,0.67,63.650000000000006
2009-11-03,84,67.0,,0.67,56.28
2009-11-04,80,67.0,,0.67,53.6
2009-11-05,87,67.0,,0.67,58.290000000000006
2009-11-06,93,67.0,,0.67,62.31
2009-11-07,42,67.0,,0.67,28.14
2009-11-08,77,67.0,,0.67,51.59
2009-11-09,75,67.0,,0.67,50.25
2009-11-10,74,67.0,,0.67,49.580000000000005
2009-11-11,100,67.0,,0.67,67.0
2009-11-12,79,67.0,,0.67,52.93
2009-11-13,78,67.0,,0.67,52.260000000000005
2009-11-14,51,67.0,,0.67,34.17
2009-11-15,54,67.0,,0.67,36.18
2009-11-16,82,67.0,,0.67,54.940000000000005
2009-11-17,69,67.0,,0.67,46.230000000000004
2009-11-18,93,67.0,,0.67,62.31
2009-11-19,88,67.0,,0.67,58.96
2009-11-20,98,67.0,,0.67,65.66000000000001
2009-11-21,45,67.0,,0.67,30.150000000000002
2009-11-22,59,67.0,,0.67,39.53
2009-11-23,99,67.0,,0.67,66.33
2009-11-24,72,67.0,,0.67,48.24
2009-11-25,64,67.0,,0.67,42.88
2009-11-26,55,67.0,,0.67,36.85
2009-11-27,42,67.0,,0.67,28.14
2009-11-28,42,67.0,,0.67,28.14
2009-11-29,82,67.0,,0.67,54.940000000000005
2009-11-30,95,67.0,,0.67,63.650000000000006
2009-12-01,100,54.0,False,0.54,54.0
2009-12-02,91,54.0,,0.54,49.14
2009-12-03,89,54.0,,0.54,48.06
2009-12-04,75,54.0,,0.54,40.5
2009-12-05,43,54.0,,0.54,23.220000000000002
2009-12-06,47,54.0,,0.54,25.380000000000003
2009-12-07,87,54.0,,0.54,46.980000000000004
2009-12-08,66,54.0,,0.54,35.64
2009-12-09,79,54.0,,0.54,42.660000000000004
2009-12-10,87,54.0,,0.54,46.980000000000004
2009-12-11,72,54.0,,0.54,38.88
2009-12-12,37,54.0,,0.54,19.98
2009-12-13,64,54.0,,0.54,34.56
2009-12-14,82,54.0,,0.54,44.28
2009-12-15,85,54.0,,0.54,45.900000000000006
2009-12-16,63,54.0,,0.54,34.02
2009-12-17,71,54.0,,0.54,38.34
2009-12-18,54,54.0,,0.54,29.160000000000004
2009-12-19,35,54.0,,0.54,18.900000000000002
2009-12-20,23,54.0,,0.54,12.420000000000002
2009-12-21,44,54.0,,0.54,23.76
2009-12-22,46,54.0,,0.54,24.840000000000003
2009-12-23,37,54.0,,0.54,19.98
2009-12-24,37,54.0,,0.54,19.98
2009-12-25,30,54.0,,0.54,16.200000000000003
2009-12-26,26,54.0,,0.54,14.040000000000001
2009-12-27,23,54.0,,0.54,12.420000000000002
2009-12-28,28,54.0,,0.54,15.120000000000001
2009-12-29,24,54.0,,0.54,12.96
2009-12-30,30,54.0,,0.54,16.200000000000003
2009-12-31,29,54.0,,0.54,15.66
2010-01-01,13,59.0,False,0.59,7.67
2010-01-02,22,59.0,,0.59,12.979999999999999
2010-01-03,34,59.0,,0.59,20.06
2010-01-04,28,59.0,,0.59,16.52
2010-01-05,48,59.0,,0.59,28.32
2010-01-06,29,59.0,,0.59,17.11
2010-01-07,32,59.0,,0.59,18.88
2010-01-08,20,59.0,,0.59,11.799999999999999
2010-01-09,19,59.0,,0.59,11.209999999999999
2010-01-10,33,59.0,,0.59,19.47
2010-01-11,45,59.0,,0.59,26.549999999999997
2010-01-12,48,59.0,,0.59,28.32
2010-01-13,50,59.0,,0.59,29.5
2010-01-14,53,59.0,,0.59,31.27
2010-01-15,56,59.0,,0.59,33.04
2010-01-16,30,59.0,,0.59,17.7
2010-01-17,33,59.0,,0.59,19.47
2010-01-18,42,59.0,,0.59,24.779999999999998
2010-01-19,41,59.0,,0.59,24.189999999999998
2010-01-20,51,59.0,,0.59,30.09
2010-01-21,67,59.0,,0.59,39.53
2010-01-22,36,59.0,,0.59,21.24
2010-01-23,23,59.0,,0.59,13.569999999999999
2010-01-24,43,59.0,,0.59,25.369999999999997
2010-01-25,59,59.0,,0.59,34.809999999999995
2010-01-26,48,59.0,,0.59,28.32
2010-01-27,41,59.0,,0.59,24.189999999999998
2010-01-28,74,59.0,,0.59,43.66
2010-01-29,100,59.0,,0.59,59.0
2010-01-30,46,59.0,,0.59,27.139999999999997
2010-01-31,55,59.0,,0.59,32.449999999999996
2010-02-01,96,79.0,False,0.79,75.84
2010-02-02,77,79.0,,0.79,60.830000000000005
2010-02-03,57,79.0,,0.79,45.03
2010-02-04,77,79.0,,0.79,60.830000000000005
2010-02-05,49,79.0,,0.79,38.71
2010-02-06,45,79.0,,0.79,35.550000000000004
2010-02-07,71,79.0,,0.79,56.09
2010-02-08,83,79.0,,0.79,65.57000000000001
2010-02-09,81,79.0,,0.79,63.99
2010-02-10,95,79.0,,0.79,75.05
2010-02-11,66,79.0,,0.79,52.14
2010-02-12,59,79.0,,0.79,46.61
2010-02-13,59,79.0,,0.79,46.61
2010-02-14,53,79.0,,0.79,41.870000000000005
2010-02-15,73,79.0,,0.79,57.67
2010-02-16,83,79.0,,0.79,65.57000000000001
2010-02-17,88,79.0,,0.79,69.52000000000001
2010-02-18,61,79.0,,0.79,48.190000000000005
2010-02-19,83,79.0,,0.79,65.57000000000001
2010-02-20,60,79.0,,0.79,47.400000000000006
2010-02-21,44,79.0,,0.79,34.760000000000005
2010-02-22,70,79.0,,0.79,55.300000000000004
2010-02-23,91,79.0,,0.79,71.89
2010-02-24,52,79.0,,0.79,41.08
2010-02-25,100,79.0,,0.79,79.0
2010-02-26,95,79.0,,0.79,75.05
2010-02-27,46,79.0,,0.79,36.34
2010-02-28,74,79.0,,0.79,58.46
2010-03-01,87,69.0,False,0.69,60.029999999999994
2010-03-02,87,69.0,,0.69,60.029999999999994
2010-03-03,100,69.0,,0.69,69.0
2010-03-04,85,69.0,,0.69,58.65
2010-03-05,69,69.0,,0.69,47.61
2010-03-06,44,69.0,,0.69,30.36
2010-03-07,65,69.0,,0.69,44.849999999999994
2010-03-08,84,69.0,,0.69,57.959999999999994
2010-03-09,77,69.0,,0.69,53.129999999999995
2010-03-10,66,69.0,,0.69,45.54
2010-03-11,73,69.0,,0.69,50.37
2010-03-12,72,69.0,,0.69,49.67999999999999
2010-03-13,47,69.0,,0.69,32.43
2010-03-14,48,69.0,,0.69,33.12
2010-03-15,67,69.0,,0.69,46.23
2010-03-16,56,69.0,,0.69,38.64
2010-03-17,69,69.0,,0.69,47.61
2010-03-18,75,69.0,,0.69,51.74999999999999
2010-03-19,54,69.0,,0.69,37.26
2010-03-20,40,69.0,,0.69,27.599999999999998
2010-03-21,68,69.0,,0.69,46.919999999999995
2010-03-22,95,69.0,,0.69,65.55
2010-03-23,79,69.0,,0.69,54.51
2010-03-24,73,69.0,,0.69,50.37
2010-03-25,84,69.0,,0.69,57.959999999999994
2010-03-26,70,69.0,,0.69,48.3
2010-03-27,48,69.0,,0.69,33.12
2010-03-28,49,69.0,,0.69,33.809999999999995
2010-03-29,65,69.0,,0.69,44.849999999999994
2010-03-30,71,69.0,,0.69,48.989999999999995
2010-03-31,79,69.0,,0.69,54.51
2010-04-01,55,79.0,False,0.79,43.45
2010-04-02,36,79.0,,0.79,28.44
2010-04-03,43,79.0,,0.79,33.97
2010-04-04,47,79.0,,0.79,37.13
2010-04-05,54,79.0,,0.79,42.660000000000004
2010-04-06,80,79.0,,0.79,63.2
2010-04-07,65,79.0,,0.79,51.35
2010-04-08,73,79.0,,0.79,57.67
2010-04-09,74,79.0,,0.79,58.46
2010-04-10,39,79.0,,0.79,30.810000000000002
2010-04-11,66,79.0,,0.79,52.14
2010-04-12,80,79.0,,0.79,63.2
2010-04-13,82,79.0,,0.79,64.78
2010-04-14,77,79.0,,0.79,60.830000000000005
2010-04-15,83,79.0,,0.79,65.57000000000001
2010-04-16,70,79.0,,0.79,55.300000000000004
2010-04-17,56,79.0,,0.79,44.24
2010-04-18,67,79.0,,0.79,52.93
2010-04-19,72,79.0,,0.79,56.88
2010-04-20,70,79.0,,0.79,55.300000000000004
2010-04-21,72,79.0,,0.79,56.88
2010-04-22,78,79.0,,0.79,61.620000000000005
2010-04-23,64,79.0,,0.79,50.56
2010-04-24,31,79.0,,0.79,24.490000000000002
2010-04-25,51,79.0,,0.79,40.29
2010-04-26,69,79.0,,0.79,54.510000000000005
2010-04-27,82,79.0,,0.79,64.78
2010-04-28,80,79.0,,0.79,63.2
2010-04-29,76,79.0,,0.79,60.040000000000006
2010-04-30,100,79.0,,0.79,79.0
2010-05-01,50,64.0,False,0.64,32.0
2010-05-02,53,64.0,,0.64,33.92
2010-05-03,82,64.0,,0.64,52.480000000000004
2010-05-04,100,64.0,,0.64,64.0
2010-05-05,86,64.0,,0.64,55.04
2010-05-06,100,64.0,,0.64,64.0
2010-05-07,94,64.0,,0.64,60.160000000000004
2010-05-08,30,64.0,,0.64,19.2
2010-05-09,78,64.0,,0.64,49.92
2010-05-10,87,64.0,,0.64,55.68
2010-05-11,85,64.0,,0.64,54.4
2010-05-12,93,64.0,,0.64,59.52
2010-05-13,80,64.0,,0.64,51.2
2010-05-14,51,64.0,,0.64,32.64
2010-05-15,56,64.0,,0.64,35.84
2010-05-16,40,64.0,,0.64,25.6
2010-05-17,78,64.0,,0.64,49.92
2010-05-18,58,64.0,,0.64,37.12
2010-05-19,87,64.0,,0.64,55.68
2010-05-20,64,64.0,,0.64,40.96
2010-05-21,46,64.0,,0.64,29.44
2010-05-22,19,64.0,,0.64,12.16
2010-05-23,43,64.0,,0.64,27.52
2010-05-24,60,64.0,,0.64,38.4
2010-05-25,81,64.0,,0.64,51.84
