date,life insurance_unscaled,life insurance_monthly,isPartial,scale,life insurance
2008-09-28,33,33,False,0.33,10.89
2008-09-29,74,74,False,0.74,54.76
2008-09-30,79,79,False,0.79,62.410000000000004
2008-10-01,80,80,False,0.8,64.0
2008-10-02,83,83,False,0.83,68.89
2008-10-03,71,71,False,0.71,50.41
2008-10-04,50,50,False,0.5,25.0
2008-10-05,40,40,False,0.4,16.0
2008-10-06,85,85,False,0.85,72.25
2008-10-07,88,88,False,0.88,77.44
2008-10-08,100,100,False,1.0,100.0
2008-10-09,93,93,False,0.93,86.49000000000001
2008-10-10,93,93,False,0.93,86.49000000000001
2008-10-11,50,50,False,0.5,25.0
2008-10-12,36,36,False,0.36,12.959999999999999
2008-10-13,68,68,False,0.68,46.24
2008-10-14,80,80,False,0.8,64.0
2008-10-15,83,83,False,0.83,68.89
2008-10-16,74,74,False,0.74,54.76
2008-10-17,80,80,False,0.8,64.0
2008-10-18,46,46,False,0.46,21.16
2008-10-19,34,34,False,0.34,11.56
2008-10-20,77,77,False,0.77,59.29
2008-10-21,76,76,False,0.76,57.76
2008-10-22,81,81,False,0.81,65.61
2008-10-23,82,82,False,0.82,67.24
2008-10-24,70,70,False,0.7,49.0
2008-10-25,35,35,False,0.35,12.25
2008-10-26,35,35,False,0.35,12.25
2008-10-27,73,73,False,0.73,53.29
2008-10-28,81,81,False,0.81,65.61
2008-10-29,70,70,False,0.7,49.0
2008-10-30,60,60,False,0.6,36.0
2008-10-31,63,63,False,0.63,39.69
2008-11-01,47,47,False,0.47,22.09
2008-11-02,45,45,False,0.45,20.25
2008-11-03,79,79,False,0.79,62.410000000000004
2008-11-04,71,71,False,0.71,50.41
2008-11-05,71,71,False,0.71,50.41
2008-11-06,71,71,False,0.71,50.41
2008-11-07,73,73,False,0.73,53.29
2008-11-08,35,35,False,0.35,12.25
2008-11-09,42,42,False,0.42,17.64
2008-11-10,84,84,False,0.84,70.56
2008-11-11,81,81,False,0.81,65.61
2008-11-12,100,100,False,1.0,100.0
2008-11-13,86,86,False,0.86,73.96
2008-11-14,83,83,False,0.83,68.89
2008-11-15,41,41,False,0.41,16.81
2008-11-16,47,47,False,0.47,22.09
2008-11-17,90,90,False,0.9,81.0
2008-11-18,95,95,False,0.95,90.25
2008-11-19,84,84,False,0.84,70.56
2008-11-20,72,72,False,0.72,51.839999999999996
2008-11-21,72,72,False,0.72,51.839999999999996
2008-11-22,37,37,False,0.37,13.69
2008-11-23,40,40,False,0.4,16.0
2008-11-24,82,82,False,0.82,67.24
2008-11-25,74,74,False,0.74,54.76
2008-11-26,64,64,False,0.64,40.96
2008-11-27,31,31,False,0.31,9.61
2008-11-28,54,54,False,0.54,29.160000000000004
2008-11-29,36,36,False,0.36,12.959999999999999
2008-11-30,50,50,False,0.5,25.0
2008-12-01,75,75,False,0.75,56.25
2008-12-02,76,76,False,0.76,57.76
2008-12-03,74,74,False,0.74,54.76
2008-12-04,69,69,False,0.69,47.61
2008-12-05,66,66,False,0.66,43.56
2008-12-06,42,42,False,0.42,17.64
2008-12-07,55,55,False,0.55,30.250000000000004
2008-12-08,73,73,False,0.73,53.29
2008-12-09,84,84,False,0.84,70.56
2008-12-10,75,75,False,0.75,56.25
2008-12-11,80,80,False,0.8,64.0
2008-12-12,56,56,False,0.56,31.360000000000003
2008-12-13,39,39,False,0.39,15.21
2008-12-14,37,37,False,0.37,13.69
2008-12-15,69,69,False,0.69,47.61
2008-12-16,79,79,False,0.79,62.410000000000004
2008-12-17,65,65,False,0.65,42.25
2008-12-18,64,64,False,0.64,40.96
2008-12-19,71,71,False,0.71,50.41
2008-12-20,40,40,False,0.4,16.0
2008-12-21,32,32,False,0.32,10.24
2008-12-22,90,90,False,0.9,81.0
2008-12-23,64,64,False,0.64,40.96
2008-12-24,47,47,False,0.47,22.09
2008-12-25,14,14,False,0.14,1.9600000000000002
2008-12-26,54,54,False,0.54,29.160000000000004
2008-12-27,46,46,False,0.46,21.16
2008-12-28,36,36,False,0.36,12.959999999999999
2008-12-29,95,95,False,0.95,90.25
2008-12-30,100,100,False,1.0,100.0
2008-12-31,81,81,False,0.81,65.61
2009-01-01,35,35,False,0.35,12.25
2009-01-02,71,71,False,0.71,50.41
2009-01-03,64,64,False,0.64,40.96
2009-01-04,43,43,False,0.43,18.49
2009-01-05,97,97,False,0.97,94.09
2009-01-06,70,70,False,0.7,49.0
2009-01-07,96,96,False,0.96,92.16
2009-01-08,87,87,False,0.87,75.69
2009-01-09,75,75,False,0.75,56.25
2009-01-10,60,60,False,0.6,36.0
2009-01-11,53,53,False,0.53,28.09
2009-01-12,82,82,False,0.82,67.24
2009-01-13,100,100,False,1.0,100.0
2009-01-14,98,98,False,0.98,96.03999999999999
2009-01-15,99,99,False,0.99,98.01
2009-01-16,91,91,False,0.91,82.81
2009-01-17,31,31,False,0.31,9.61
2009-01-18,34,34,False,0.34,11.56
2009-01-19,86,86,False,0.86,73.96
2009-01-20,85,85,False,0.85,72.25
2009-01-21,92,92,False,0.92,84.64
2009-01-22,86,86,False,0.86,73.96
2009-01-23,76,76,False,0.76,57.76
2009-01-24,45,45,False,0.45,20.25
2009-01-25,46,46,False,0.46,21.16
2009-01-26,78,78,False,0.78,60.84
2009-01-27,83,83,False,0.83,68.89
2009-01-28,66,66,False,0.66,43.56
2009-01-29,93,93,False,0.93,86.49000000000001
2009-01-30,70,70,False,0.7,49.0
2009-01-31,65,65,False,0.65,42.25
2009-02-01,31,31,False,0.31,9.61
2009-02-02,80,80,False,0.8,64.0
2009-02-03,78,78,False,0.78,60.84
2009-02-04,94,94,False,0.94,88.36
2009-02-05,72,72,False,0.72,51.839999999999996
2009-02-06,90,90,False,0.9,81.0
2009-02-07,39,39,False,0.39,15.21
2009-02-08,52,52,False,0.52,27.04
2009-02-09,89,89,False,0.89,79.21000000000001
2009-02-10,79,79,False,0.79,62.410000000000004
2009-02-11,83,83,False,0.83,68.89
2009-02-12,84,84,False,0.84,70.56
2009-02-13,81,81,False,0.81,65.61
2009-02-14,53,53,False,0.53,28.09
2009-02-15,36,36,False,0.36,12.959999999999999
2009-02-16,95,95,False,0.95,90.25
2009-02-17,78,78,False,0.78,60.84
2009-02-18,98,98,False,0.98,96.03999999999999
2009-02-19,62,62,False,0.62,38.44
2009-02-20,90,90,False,0.9,81.0
2009-02-21,52,52,False,0.52,27.04
2009-02-22,55,55,False,0.55,30.250000000000004
2009-02-23,100,100,False,1.0,100.0
2009-02-24,90,90,False,0.9,81.0
2009-02-25,78,78,False,0.78,60.84
2009-02-26,80,80,False,0.8,64.0
2009-02-27,76,76,False,0.76,57.76
2009-02-28,61,61,False,0.61,37.21
2009-03-01,36,36,False,0.36,12.959999999999999
2009-03-02,74,74,False,0.74,54.76
2009-03-03,79,79,False,0.79,62.410000000000004
2009-03-04,89,89,False,0.89,79.21000000000001
2009-03-05,80,80,False,0.8,64.0
2009-03-06,100,100,False,1.0,100.0
2009-03-07,35,35,False,0.35,12.25
2009-03-08,28,28,False,0.28,7.840000000000001
2009-03-09,76,76,False,0.76,57.76
2009-03-10,57,57,False,0.57,32.489999999999995
2009-03-11,77,77,False,0.77,59.29
2009-03-12,68,68,False,0.68,46.24
2009-03-13,69,69,False,0.69,47.61
2009-03-14,34,34,False,0.34,11.56
2009-03-15,29,29,False,0.29,8.41
2009-03-16,85,85,False,0.85,72.25
2009-03-17,83,83,False,0.83,68.89
2009-03-18,74,74,False,0.74,54.76
2009-03-19,80,80,False,0.8,64.0
2009-03-20,75,75,False,0.75,56.25
2009-03-21,28,28,False,0.28,7.840000000000001
2009-03-22,36,36,False,0.36,12.959999999999999
2009-03-23,87,87,False,0.87,75.69
2009-03-24,92,92,False,0.92,84.64
2009-03-25,78,78,False,0.78,60.84
2009-03-26,73,73,False,0.73,53.29
2009-03-27,78,78,False,0.78,60.84
2009-03-28,41,41,False,0.41,16.81
2009-03-29,23,23,False,0.23,5.29
2009-03-30,69,69,False,0.69,47.61
2009-03-31,63,63,False,0.63,39.69
2009-04-01,72,72,False,0.72,51.839999999999996
2009-04-02,83,83,False,0.83,68.89
2009-04-03,69,69,False,0.69,47.61
2009-04-04,53,53,False,0.53,28.09
2009-04-05,27,27,False,0.27,7.290000000000001
2009-04-06,89,89,False,0.89,79.21000000000001
2009-04-07,65,65,False,0.65,42.25
2009-04-08,84,84,False,0.84,70.56
2009-04-09,79,79,False,0.79,62.410000000000004
2009-04-10,76,76,False,0.76,57.76
2009-04-11,50,50,False,0.5,25.0
2009-04-12,32,32,False,0.32,10.24
2009-04-13,62,62,False,0.62,38.44
2009-04-14,100,100,False,1.0,100.0
2009-04-15,58,58,False,0.58,33.64
2009-04-16,74,74,False,0.74,54.76
2009-04-17,74,74,False,0.74,54.76
2009-04-18,57,57,False,0.57,32.489999999999995
2009-04-19,58,58,False,0.58,33.64
2009-04-20,88,88,False,0.88,77.44
2009-04-21,92,92,False,0.92,84.64
2009-04-22,68,68,False,0.68,46.24
2009-04-23,77,77,False,0.77,59.29
2009-04-24,53,53,False,0.53,28.09
2009-04-25,38,38,False,0.38,14.44
2009-04-26,41,41,False,0.41,16.81
2009-04-27,72,72,False,0.72,51.839999999999996
2009-04-28,81,81,False,0.81,65.61
2009-04-29,82,82,False,0.82,67.24
2009-04-30,56,56,False,0.56,31.360000000000003
2009-05-01,79,79,False,0.79,62.410000000000004
2009-05-02,48,48,False,0.48,23.04
2009-05-03,29,29,False,0.29,8.41
2009-05-04,60,60,False,0.6,36.0
2009-05-05,69,69,False,0.69,47.61
2009-05-06,86,86,False,0.86,73.96
2009-05-07,62,62,False,0.62,38.44
2009-05-08,42,42,False,0.42,17.64
2009-05-09,37,37,False,0.37,13.69
2009-05-10,38,38,False,0.38,14.44
2009-05-11,78,78,False,0.78,60.84
2009-05-12,77,77,False,0.77,59.29
2009-05-13,100,100,False,1.0,100.0
2009-05-14,66,66,False,0.66,43.56
2009-05-15,76,76,False,0.76,57.76
2009-05-16,19,19,False,0.19,3.61
2009-05-17,43,43,False,0.43,18.49
2009-05-18,100,100,False,1.0,100.0
2009-05-19,90,90,False,0.9,81.0
2009-05-20,87,87,False,0.87,75.69
2009-05-21,69,69,False,0.69,47.61
2009-05-22,72,72,False,0.72,51.839999999999996
2009-05-23,37,37,False,0.37,13.69
2009-05-24,40,40,False,0.4,16.0
2009-05-25,50,50,False,0.5,25.0
2009-05-26,94,94,False,0.94,88.36
2009-05-27,79,79,False,0.79,62.410000000000004
2009-05-28,80,80,False,0.8,64.0
2009-05-29,53,53,False,0.53,28.09
2009-05-30,35,35,False,0.35,12.25
2009-05-31,35,35,False,0.35,12.25
2009-06-01,81,81,False,0.81,65.61
2009-06-02,85,85,False,0.85,72.25
2009-06-03,74,74,False,0.74,54.76
2009-06-04,73,73,False,0.73,53.29
2009-06-05,71,71,False,0.71,50.41
2009-06-06,39,39,False,0.39,15.21
2009-06-07,21,21,False,0.21,4.41
2009-06-08,80,80,False,0.8,64.0
2009-06-09,61,61,False,0.61,37.21
2009-06-10,100,100,False,1.0,100.0
2009-06-11,69,69,False,0.69,47.61
2009-06-12,76,76,False,0.76,57.76
2009-06-13,34,34,False,0.34,11.56
2009-06-14,38,38,False,0.38,14.44
2009-06-15,76,76,False,0.76,57.76
2009-06-16,83,83,False,0.83,68.89
2009-06-17,81,81,False,0.81,65.61
2009-06-18,93,93,False,0.93,86.49000000000001
2009-06-19,61,61,False,0.61,37.21
2009-06-20,46,46,False,0.46,21.16
2009-06-21,31,31,False,0.31,9.61
2009-06-22,91,91,False,0.91,82.81
2009-06-23,77,77,False,0.77,59.29
2009-06-24,81,81,False,0.81,65.61
2009-06-25,75,75,False,0.75,56.25
2009-06-26,65,65,False,0.65,42.25
2009-06-27,45,45,False,0.45,20.25
2009-06-28,40,40,False,0.4,16.0
2009-06-29,78,78,False,0.78,60.84
2009-06-30,80,80,False,0.8,64.0
2009-07-01,80,80,False,0.8,64.0
2009-07-02,64,64,False,0.64,40.96
2009-07-03,73,73,False,0.73,53.29
2009-07-04,54,54,False,0.54,29.160000000000004
2009-07-05,34,34,False,0.34,11.56
2009-07-06,92,92,False,0.92,84.64
2009-07-07,83,83,False,0.83,68.89
2009-07-08,99,99,False,0.99,98.01
2009-07-09,93,93,False,0.93,86.49000000000001
2009-07-10,81,81,False,0.81,65.61
2009-07-11,57,57,False,0.57,32.489999999999995
2009-07-12,49,49,False,0.49,24.009999999999998
2009-07-13,80,80,False,0.8,64.0
2009-07-14,78,78,False,0.78,60.84
2009-07-15,98,98,False,0.98,96.03999999999999
2009-07-16,100,100,False,1.0,100.0
2009-07-17,78,78,False,0.78,60.84
2009-07-18,50,50,False,0.5,25.0
2009-07-19,55,55,False,0.55,30.250000000000004
2009-07-20,70,70,False,0.7,49.0
2009-07-21,79,79,False,0.79,62.410000000000004
2009-07-22,70,70,False,0.7,49.0
2009-07-23,89,89,False,0.89,79.21000000000001
2009-07-24,62,62,False,0.62,38.44
2009-07-25,62,62,False,0.62,38.44
2009-07-26,46,46,False,0.46,21.16
2009-07-27,77,77,False,0.77,59.29
2009-07-28,89,89,False,0.89,79.21000000000001
2009-07-29,79,79,False,0.79,62.410000000000004
2009-07-30,68,68,False,0.68,46.24
2009-07-31,66,66,False,0.66,43.56
2009-08-01,33,33,False,0.33,10.89
2009-08-02,46,46,False,0.46,21.16
2009-08-03,88,88,False,0.88,77.44
2009-08-04,100,100,False,1.0,100.0
2009-08-05,84,84,False,0.84,70.56
2009-08-06,81,81,False,0.81,65.61
2009-08-07,55,55,False,0.55,30.250000000000004
2009-08-08,53,53,False,0.53,28.09
2009-08-09,49,49,False,0.49,24.009999999999998
2009-08-10,75,75,False,0.75,56.25
2009-08-11,80,80,False,0.8,64.0
2009-08-12,85,85,False,0.85,72.25
2009-08-13,96,96,False,0.96,92.16
2009-08-14,55,55,False,0.55,30.250000000000004
2009-08-15,37,37,False,0.37,13.69
2009-08-16,30,30,False,0.3,9.0
2009-08-17,92,92,False,0.92,84.64
2009-08-18,96,96,False,0.96,92.16
2009-08-19,89,89,False,0.89,79.21000000000001
2009-08-20,78,78,False,0.78,60.84
2009-08-21,71,71,False,0.71,50.41
2009-08-22,43,43,False,0.43,18.49
2009-08-23,43,43,False,0.43,18.49
2009-08-24,86,86,False,0.86,73.96
2009-08-25,97,97,False,0.97,94.09
2009-08-26,87,87,False,0.87,75.69
2009-08-27,98,98,False,0.98,96.03999999999999
2009-08-28,74,74,False,0.74,54.76
2009-08-29,42,42,False,0.42,17.64
2009-08-30,52,52,False,0.52,27.04
2009-08-31,94,94,False,0.94,88.36
2009-09-01,100,100,False,1.0,100.0
2009-09-02,93,93,False,0.93,86.49000000000001
2009-09-03,81,81,False,0.81,65.61
2009-09-04,73,73,False,0.73,53.29
2009-09-05,37,37,False,0.37,13.69
2009-09-06,55,55,False,0.55,30.250000000000004
2009-09-07,44,44,False,0.44,19.36
2009-09-08,99,99,False,0.99,98.01
2009-09-09,92,92,False,0.92,84.64
2009-09-10,92,92,False,0.92,84.64
2009-09-11,78,78,False,0.78,60.84
2009-09-12,38,38,False,0.38,14.44
2009-09-13,38,38,False,0.38,14.44
2009-09-14,88,88,False,0.88,77.44
2009-09-15,80,80,False,0.8,64.0
2009-09-16,83,83,False,0.83,68.89
2009-09-17,92,92,False,0.92,84.64
2009-09-18,77,77,False,0.77,59.29
2009-09-19,48,48,False,0.48,23.04
2009-09-20,54,54,False,0.54,29.160000000000004
2009-09-21,92,92,False,0.92,84.64
2009-09-22,87,87,False,0.87,75.69
2009-09-23,91,91,False,0.91,82.81
2009-09-24,77,77,False,0.77,59.29
2009-09-25,87,87,False,0.87,75.69
2009-09-26,41,41,False,0.41,16.81
2009-09-27,35,35,False,0.35,12.25
2009-09-28,77,77,False,0.77,59.29
2009-09-29,70,70,False,0.7,49.0
2009-09-30,99,99,False,0.99,98.01
2009-10-01,59,59,False,0.59,34.809999999999995
2009-10-02,81,81,False,0.81,65.61
2009-10-03,44,44,False,0.44,19.36
2009-10-04,42,42,False,0.42,17.64
2009-10-05,85,85,False,0.85,72.25
2009-10-06,80,80,False,0.8,64.0
2009-10-07,100,100,False,1.0,100.0
2009-10-08,81,81,False,0.81,65.61
2009-10-09,85,85,False,0.85,72.25
2009-10-10,39,39,False,0.39,15.21
2009-10-11,42,42,False,0.42,17.64
2009-10-12,73,73,False,0.73,53.29
2009-10-13,81,81,False,0.81,65.61
2009-10-14,82,82,False,0.82,67.24
2009-10-15,88,88,False,0.88,77.44
2009-10-16,68,68,False,0.68,46.24
2009-10-17,45,45,False,0.45,20.25
2009-10-18,33,33,False,0.33,10.89
2009-10-19,93,93,False,0.93,86.49000000000001
2009-10-20,88,88,False,0.88,77.44
2009-10-21,79,79,False,0.79,62.410000000000004
2009-10-22,78,78,False,0.78,60.84
2009-10-23,77,77,False,0.77,59.29
2009-10-24,37,37,False,0.37,13.69
2009-10-25,35,35,False,0.35,12.25
2009-10-26,88,88,False,0.88,77.44
2009-10-27,80,80,False,0.8,64.0
2009-10-28,78,78,False,0.78,60.84
2009-10-29,88,88,False,0.88,77.44
2009-10-30,63,63,False,0.63,39.69
2009-10-31,51,51,False,0.51,26.01
2009-11-01,35,35,False,0.35,12.25
2009-11-02,100,100,False,1.0,100.0
2009-11-03,92,92,False,0.92,84.64
2009-11-04,84,84,False,0.84,70.56
2009-11-05,78,78,False,0.78,60.84
2009-11-06,88,88,False,0.88,77.44
2009-11-07,46,46,False,0.46,21.16
2009-11-08,47,47,False,0.47,22.09
2009-11-09,93,93,False,0.93,86.49000000000001
2009-11-10,82,82,False,0.82,67.24
2009-11-11,81,81,False,0.81,65.61
2009-11-12,65,65,False,0.65,42.25
2009-11-13,84,84,False,0.84,70.56
2009-11-14,47,47,False,0.47,22.09
2009-11-15,39,39,False,0.39,15.21
2009-11-16,67,67,False,0.67,44.89
2009-11-17,90,90,False,0.9,81.0
2009-11-18,86,86,False,0.86,73.96
2009-11-19,95,95,False,0.95,90.25
2009-11-20,81,81,False,0.81,65.61
2009-11-21,39,39,False,0.39,15.21
2009-11-22,36,36,False,0.36,12.959999999999999
2009-11-23,82,82,False,0.82,67.24
2009-11-24,73,73,False,0.73,53.29
2009-11-25,53,53,False,0.53,28.09
2009-11-26,17,17,False,0.17,2.89
2009-11-27,49,49,False,0.49,24.009999999999998
2009-11-28,39,39,False,0.39,15.21
2009-11-29,41,41,False,0.41,16.81
2009-11-30,71,71,False,0.71,50.41
2009-12-01,85,85,False,0.85,72.25
2009-12-02,81,81,False,0.81,65.61
2009-12-03,86,86,False,0.86,73.96
2009-12-04,63,63,False,0.63,39.69
2009-12-05,39,39,False,0.39,15.21
2009-12-06,33,33,False,0.33,10.89
2009-12-07,75,75,False,0.75,56.25
2009-12-08,87,87,False,0.87,75.69
2009-12-09,73,73,False,0.73,53.29
2009-12-10,77,77,False,0.77,59.29
2009-12-11,65,65,False,0.65,42.25
2009-12-12,31,31,False,0.31,9.61
2009-12-13,31,31,False,0.31,9.61
2009-12-14,69,69,False,0.69,47.61
2009-12-15,75,75,False,0.75,56.25
2009-12-16,74,74,False,0.74,54.76
2009-12-17,73,73,False,0.73,53.29
2009-12-18,65,65,False,0.65,42.25
2009-12-19,43,43,False,0.43,18.49
2009-12-20,29,29,False,0.29,8.41
2009-12-21,78,78,False,0.78,60.84
2009-12-22,69,69,False,0.69,47.61
2009-12-23,72,72,False,0.72,51.839999999999996
2009-12-24,39,39,False,0.39,15.21
2009-12-25,26,26,False,0.26,6.76
2009-12-26,29,29,False,0.29,8.41
2009-12-27,28,28,False,0.28,7.840000000000001
2009-12-28,100,100,False,1.0,100.0
2009-12-29,97,97,False,0.97,94.09
2009-12-30,82,82,False,0.82,67.24
2009-12-31,78,78,False,0.78,60.84
2010-01-01,36,36,False,0.36,12.959999999999999
2010-01-02,36,36,False,0.36,12.959999999999999
2010-01-03,46,46,False,0.46,21.16
2010-01-04,81,81,False,0.81,65.61
2010-01-05,100,100,False,1.0,100.0
2010-01-06,80,80,False,0.8,64.0
2010-01-07,84,84,False,0.84,70.56
2010-01-08,83,83,False,0.83,68.89
2010-01-09,49,49,False,0.49,24.009999999999998
2010-01-10,43,43,False,0.43,18.49
2010-01-11,76,76,False,0.76,57.76
2010-01-12,85,85,False,0.85,72.25
2010-01-13,62,62,False,0.62,38.44
2010-01-14,72,72,False,0.72,51.839999999999996
2010-01-15,88,88,False,0.88,77.44
2010-01-16,54,54,False,0.54,29.160000000000004
2010-01-17,38,38,False,0.38,14.44
2010-01-18,60,60,False,0.6,36.0
2010-01-19,90,90,False,0.9,81.0
2010-01-20,76,76,False,0.76,57.76
2010-01-21,73,73,False,0.73,53.29
2010-01-22,71,71,False,0.71,50.41
2010-01-23,34,34,False,0.34,11.56
2010-01-24,33,33,False,0.33,10.89
2010-01-25,84,84,False,0.84,70.56
2010-01-26,83,83,False,0.83,68.89
2010-01-27,73,73,False,0.73,53.29
2010-01-28,69,69,False,0.69,47.61
2010-01-29,72,72,False,0.72,51.839999999999996
2010-01-30,31,31,False,0.31,9.61
2010-01-31,35,35,False,0.35,12.25
2010-02-01,94,94,False,0.94,88.36
2010-02-02,86,86,False,0.86,73.96
2010-02-03,75,75,False,0.75,56.25
2010-02-04,91,91,False,0.91,82.81
2010-02-05,71,71,False,0.71,50.41
2010-02-06,41,41,False,0.41,16.81
2010-02-07,54,54,False,0.54,29.160000000000004
2010-02-08,95,95,False,0.95,90.25
2010-02-09,90,90,False,0.9,81.0
2010-02-10,86,86,False,0.86,73.96
2010-02-11,90,90,False,0.9,81.0
2010-02-12,61,61,False,0.61,37.21
2010-02-13,48,48,False,0.48,23.04
2010-02-14,36,36,False,0.36,12.959999999999999
2010-02-15,81,81,False,0.81,65.61
2010-02-16,100,100,False,1.0,100.0
2010-02-17,84,84,False,0.84,70.56
2010-02-18,92,92,False,0.92,84.64
2010-02-19,95,95,False,0.95,90.25
2010-02-20,65,65,False,0.65,42.25
2010-02-21,43,43,False,0.43,18.49
2010-02-22,99,99,False,0.99,98.01
2010-02-23,90,90,False,0.9,81.0
2010-02-24,88,88,False,0.88,77.44
2010-02-25,85,85,False,0.85,72.25
2010-02-26,75,75,False,0.75,56.25
2010-02-27,45,45,False,0.45,20.25
2010-02-28,50,50,False,0.5,25.0
2010-03-01,88,88,False,0.88,77.44
2010-03-02,68,68,False,0.68,46.24
2010-03-03,77,77,False,0.77,59.29
2010-03-04,67,67,False,0.67,44.89
2010-03-05,78,78,False,0.78,60.84
2010-03-06,36,36,False,0.36,12.959999999999999
2010-03-07,33,33,False,0.33,10.89
2010-03-08,66,66,False,0.66,43.56
2010-03-09,68,68,False,0.68,46.24
2010-03-10,78,78,False,0.78,60.84
2010-03-11,80,80,False,0.8,64.0
2010-03-12,72,72,False,0.72,51.839999999999996
2010-03-13,38,38,False,0.38,14.44
2010-03-14,37,37,False,0.37,13.69
2010-03-15,85,85,False,0.85,72.25
2010-03-16,67,67,False,0.67,44.89
2010-03-17,57,57,False,0.57,32.489999999999995
2010-03-18,88,88,False,0.88,77.44
2010-03-19,70,70,False,0.7,49.0
2010-03-20,28,28,False,0.28,7.840000000000001
2010-03-21,49,49,False,0.49,24.009999999999998
2010-03-22,92,92,False,0.92,84.64
2010-03-23,83,83,False,0.83,68.89
2010-03-24,100,100,False,1.0,100.0
2010-03-25,67,67,False,0.67,44.89
2010-03-26,60,60,False,0.6,36.0
2010-03-27,35,35,False,0.35,12.25
2010-03-28,39,39,False,0.39,15.21
2010-03-29,75,75,False,0.75,56.25
2010-03-30,88,88,False,0.88,77.44
2010-03-31,87,87,False,0.87,75.69
2010-04-01,62,62,False,0.62,38.44
2010-04-02,60,60,False,0.6,36.0
2010-04-03,34,34,False,0.34,11.56
2010-04-04,49,49,False,0.49,24.009999999999998
2010-04-05,69,69,False,0.69,47.61
2010-04-06,100,100,False,1.0,100.0
2010-04-07,72,72,False,0.72,51.839999999999996
2010-04-08,76,76,False,0.76,57.76
2010-04-09,81,81,False,0.81,65.61
2010-04-10,45,45,False,0.45,20.25
2010-04-11,26,26,False,0.26,6.76
2010-04-12,72,72,False,0.72,51.839999999999996
2010-04-13,90,90,False,0.9,81.0
2010-04-14,79,79,False,0.79,62.410000000000004
2010-04-15,86,86,False,0.86,73.96
2010-04-16,56,56,False,0.56,31.360000000000003
2010-04-17,56,56,False,0.56,31.360000000000003
2010-04-18,41,41,False,0.41,16.81
2010-04-19,72,72,False,0.72,51.839999999999996
2010-04-20,74,74,False,0.74,54.76
2010-04-21,62,62,False,0.62,38.44
2010-04-22,70,70,False,0.7,49.0
2010-04-23,76,76,False,0.76,57.76
2010-04-24,40,40,False,0.4,16.0
2010-04-25,31,31,False,0.31,9.61
2010-04-26,77,77,False,0.77,59.29
2010-04-27,75,75,False,0.75,56.25
2010-04-28,74,74,False,0.74,54.76
2010-04-29,79,79,False,0.79,62.410000000000004
2010-04-30,71,71,False,0.71,50.41
2010-05-01,43,43,False,0.43,18.49
2010-05-02,30,30,False,0.3,9.0
2010-05-03,83,83,False,0.83,68.89
2010-05-04,91,91,False,0.91,82.81
2010-05-05,84,84,False,0.84,70.56
2010-05-06,73,73,False,0.73,53.29
2010-05-07,73,73,False,0.73,53.29
2010-05-08,35,35,False,0.35,12.25
2010-05-09,29,29,False,0.29,8.41
2010-05-10,81,81,False,0.81,65.61
2010-05-11,94,94,False,0.94,88.36
2010-05-12,100,100,False,1.0,100.0
2010-05-13,84,84,False,0.84,70.56
2010-05-14,71,71,False,0.71,50.41
2010-05-15,60,60,False,0.6,36.0
2010-05-16,49,49,False,0.49,24.009999999999998
2010-05-17,81,81,False,0.81,65.61
2010-05-18,92,92,False,0.92,84.64
2010-05-19,77,77,False,0.77,59.29
2010-05-20,63,63,False,0.63,39.69
2010-05-21,60,60,False,0.6,36.0
2010-05-22,43,43,False,0.43,18.49
2010-05-23,37,37,False,0.37,13.69
2010-05-24,82,82,False,0.82,67.24
2010-05-25,75,75,False,0.75,56.25
2010-05-26,73,73,False,0.73,53.29
2010-05-27,69,69,False,0.69,47.61
2010-05-28,67,67,False,0.67,44.89
2010-05-29,29,29,False,0.29,8.41
2010-05-30,32,32,False,0.32,10.24
2010-05-31,60,60,False,0.6,36.0
2010-06-01,100,100,False,1.0,100.0
2010-06-02,89,89,False,0.89,79.21000000000001
2010-06-03,89,89,False,0.89,79.21000000000001
2010-06-04,99,99,False,0.99,98.01
2010-06-05,47,47,False,0.47,22.09
2010-06-06,39,39,False,0.39,15.21
2010-06-07,84,84,False,0.84,70.56
2010-06-08,83,83,False,0.83,68.89
2010-06-09,82,82,False,0.82,67.24
2010-06-10,91,91,False,0.91,82.81
2010-06-11,77,77,False,0.77,59.29
2010-06-12,53,53,False,0.53,28.09
2010-06-13,47,47,False,0.47,22.09
2010-06-14,76,76,False,0.76,57.76
2010-06-15,65,65,False,0.65,42.25
2010-06-16,88,88,False,0.88,77.44
2010-06-17,90,90,False,0.9,81.0
2010-06-18,89,89,False,0.89,79.21000000000001
2010-06-19,40,40,False,0.4,16.0
2010-06-20,35,35,False,0.35,12.25
2010-06-21,99,99,False,0.99,98.01
2010-06-22,90,90,False,0.9,81.0
2010-06-23,85,85,False,0.85,72.25
2010-06-24,70,70,False,0.7,49.0
2010-06-25,69,69,False,0.69,47.61
2010-06-26,49,49,False,0.49,24.009999999999998
2010-06-27,37,37,False,0.37,13.69
2010-06-28,95,95,False,0.95,90.25
2010-06-29,93,93,False,0.93,86.49000000000001
2010-06-30,84,84,False,0.84,70.56
2010-07-01,78,78,False,0.78,60.84
2010-07-02,65,65,False,0.65,42.25
2010-07-03,32,32,False,0.32,10.24
2010-07-04,41,41,False,0.41,16.81
2010-07-05,32,32,False,0.32,10.24
