date,life insurance_unscaled,life insurance_monthly,isPartial,scale,life insurance
2012-09-02,37,37,False,0.37,13.69
2012-09-03,56,56,False,0.56,31.360000000000003
2012-09-04,92,92,False,0.92,84.64
2012-09-05,92,92,False,0.92,84.64
2012-09-06,100,100,False,1.0,100.0
2012-09-07,84,84,False,0.84,70.56
2012-09-08,41,41,False,0.41,16.81
2012-09-09,42,42,False,0.42,17.64
2012-09-10,94,94,False,0.94,88.36
2012-09-11,90,90,False,0.9,81.0
2012-09-12,87,87,False,0.87,75.69
2012-09-13,80,80,False,0.8,64.0
2012-09-14,76,76,False,0.76,57.76
2012-09-15,55,55,False,0.55,30.250000000000004
2012-09-16,41,41,False,0.41,16.81
2012-09-17,90,90,False,0.9,81.0
2012-09-18,91,91,False,0.91,82.81
2012-09-19,93,93,False,0.93,86.49000000000001
2012-09-20,90,90,False,0.9,81.0
2012-09-21,83,83,False,0.83,68.89
2012-09-22,49,49,False,0.49,24.009999999999998
2012-09-23,49,49,False,0.49,24.009999999999998
2012-09-24,92,92,False,0.92,84.64
2012-09-25,90,90,False,0.9,81.0
2012-09-26,89,89,False,0.89,79.21000000000001
2012-09-27,100,100,False,1.0,100.0
2012-09-28,86,86,False,0.86,73.96
2012-09-29,58,58,False,0.58,33.64
2012-09-30,47,47,False,0.47,22.09
2012-10-01,100,100,False,1.0,100.0
2012-10-02,86,86,False,0.86,73.96
2012-10-03,92,92,False,0.92,84.64
2012-10-04,82,82,False,0.82,67.24
2012-10-05,75,75,False,0.75,56.25
2012-10-06,46,46,False,0.46,21.16
2012-10-07,46,46,False,0.46,21.16
2012-10-08,77,77,False,0.77,59.29
2012-10-09,98,98,False,0.98,96.03999999999999
2012-10-10,84,84,False,0.84,70.56
2012-10-11,91,91,False,0.91,82.81
2012-10-12,79,79,False,0.79,62.410000000000004
2012-10-13,47,47,False,0.47,22.09
2012-10-14,39,39,False,0.39,15.21
2012-10-15,99,99,False,0.99,98.01
2012-10-16,88,88,False,0.88,77.44
2012-10-17,90,90,False,0.9,81.0
2012-10-18,92,92,False,0.92,84.64
2012-10-19,81,81,False,0.81,65.61
2012-10-20,48,48,False,0.48,23.04
2012-10-21,46,46,False,0.46,21.16
2012-10-22,92,92,False,0.92,84.64
2012-10-23,94,94,False,0.94,88.36
2012-10-24,89,89,False,0.89,79.21000000000001
2012-10-25,92,92,False,0.92,84.64
2012-10-26,88,88,False,0.88,77.44
2012-10-27,51,51,False,0.51,26.01
2012-10-28,37,37,False,0.37,13.69
2012-10-29,84,84,False,0.84,70.56
2012-10-30,80,80,False,0.8,64.0
2012-10-31,74,74,False,0.74,54.76
2012-11-01,76,76,False,0.76,57.76
2012-11-02,84,84,False,0.84,70.56
2012-11-03,49,49,False,0.49,24.009999999999998
2012-11-04,41,41,False,0.41,16.81
2012-11-05,88,88,False,0.88,77.44
2012-11-06,82,82,False,0.82,67.24
2012-11-07,77,77,False,0.77,59.29
2012-11-08,85,85,False,0.85,72.25
2012-11-09,86,86,False,0.86,73.96
2012-11-10,53,53,False,0.53,28.09
2012-11-11,38,38,False,0.38,14.44
2012-11-12,74,74,False,0.74,54.76
2012-11-13,92,92,False,0.92,84.64
2012-11-14,100,100,False,1.0,100.0
2012-11-15,88,88,False,0.88,77.44
2012-11-16,76,76,False,0.76,57.76
2012-11-17,50,50,False,0.5,25.0
2012-11-18,43,43,False,0.43,18.49
2012-11-19,77,77,False,0.77,59.29
2012-11-20,81,81,False,0.81,65.61
2012-11-21,67,67,False,0.67,44.89
2012-11-22,33,33,False,0.33,10.89
2012-11-23,51,51,False,0.51,26.01
2012-11-24,49,49,False,0.49,24.009999999999998
2012-11-25,37,37,False,0.37,13.69
2012-11-26,75,75,False,0.75,56.25
2012-11-27,89,89,False,0.89,79.21000000000001
2012-11-28,95,95,False,0.95,90.25
2012-11-29,74,74,False,0.74,54.76
2012-11-30,82,82,False,0.82,67.24
2012-12-01,55,55,False,0.55,30.250000000000004
2012-12-02,45,45,False,0.45,20.25
2012-12-03,86,86,False,0.86,73.96
2012-12-04,100,100,False,1.0,100.0
2012-12-05,95,95,False,0.95,90.25
2012-12-06,95,95,False,0.95,90.25
2012-12-07,88,88,False,0.88,77.44
2012-12-08,38,38,False,0.38,14.44
2012-12-09,42,42,False,0.42,17.64
2012-12-10,92,92,False,0.92,84.64
2012-12-11,98,98,False,0.98,96.03999999999999
2012-12-12,80,80,False,0.8,64.0
2012-12-13,69,69,False,0.69,47.61
2012-12-14,68,68,False,0.68,46.24
2012-12-15,47,47,False,0.47,22.09
2012-12-16,42,42,False,0.42,17.64
2012-12-17,80,80,False,0.8,64.0
2012-12-18,78,78,False,0.78,60.84
2012-12-19,80,80,False,0.8,64.0
2012-12-20,68,68,False,0.68,46.24
2012-12-21,60,60,False,0.6,36.0
2012-12-22,36,36,False,0.36,12.959999999999999
2012-12-23,34,34,False,0.34,11.56
2012-12-24,47,47,False,0.47,22.09
2012-12-25,43,43,False,0.43,18.49
2012-12-26,69,69,False,0.69,47.61
2012-12-27,95,95,False,0.95,90.25
2012-12-28,91,91,False,0.91,82.81
2012-12-29,61,61,False,0.61,37.21
2012-12-30,57,57,False,0.57,32.489999999999995
2012-12-31,82,82,False,0.82,67.24
2013-01-01,51,51,False,0.51,26.01
2013-01-02,85,85,False,0.85,72.25
2013-01-03,100,100,False,1.0,100.0
2013-01-04,92,92,False,0.92,84.64
2013-01-05,53,53,False,0.53,28.09
2013-01-06,50,50,False,0.5,25.0
2013-01-07,81,81,False,0.81,65.61
2013-01-08,87,87,False,0.87,75.69
2013-01-09,95,95,False,0.95,90.25
2013-01-10,86,86,False,0.86,73.96
2013-01-11,94,94,False,0.94,88.36
2013-01-12,52,52,False,0.52,27.04
2013-01-13,52,52,False,0.52,27.04
2013-01-14,73,73,False,0.73,53.29
2013-01-15,85,85,False,0.85,72.25
2013-01-16,86,86,False,0.86,73.96
2013-01-17,83,83,False,0.83,68.89
2013-01-18,88,88,False,0.88,77.44
2013-01-19,54,54,False,0.54,29.160000000000004
2013-01-20,37,37,False,0.37,13.69
2013-01-21,70,70,False,0.7,49.0
2013-01-22,75,75,False,0.75,56.25
2013-01-23,85,85,False,0.85,72.25
2013-01-24,84,84,False,0.84,70.56
2013-01-25,64,64,False,0.64,40.96
2013-01-26,54,54,False,0.54,29.160000000000004
2013-01-27,37,37,False,0.37,13.69
2013-01-28,100,100,False,1.0,100.0
2013-01-29,88,88,False,0.88,77.44
2013-01-30,81,81,False,0.81,65.61
2013-01-31,79,79,False,0.79,62.410000000000004
2013-02-01,74,74,False,0.74,54.76
2013-02-02,56,56,False,0.56,31.360000000000003
2013-02-03,43,43,False,0.43,18.49
2013-02-04,82,82,False,0.82,67.24
2013-02-05,94,94,False,0.94,88.36
2013-02-06,93,93,False,0.93,86.49000000000001
2013-02-07,73,73,False,0.73,53.29
2013-02-08,77,77,False,0.77,59.29
2013-02-09,49,49,False,0.49,24.009999999999998
2013-02-10,43,43,False,0.43,18.49
2013-02-11,70,70,False,0.7,49.0
2013-02-12,76,76,False,0.76,57.76
2013-02-13,79,79,False,0.79,62.410000000000004
2013-02-14,65,65,False,0.65,42.25
2013-02-15,68,68,False,0.68,46.24
2013-02-16,54,54,False,0.54,29.160000000000004
2013-02-17,45,45,False,0.45,20.25
2013-02-18,53,53,False,0.53,28.09
2013-02-19,100,100,False,1.0,100.0
2013-02-20,97,97,False,0.97,94.09
2013-02-21,86,86,False,0.86,73.96
2013-02-22,81,81,False,0.81,65.61
2013-02-23,47,47,False,0.47,22.09
2013-02-24,46,46,False,0.46,21.16
2013-02-25,84,84,False,0.84,70.56
2013-02-26,94,94,False,0.94,88.36
2013-02-27,77,77,False,0.77,59.29
2013-02-28,88,88,False,0.88,77.44
2013-03-01,80,80,False,0.8,64.0
2013-03-02,46,46,False,0.46,21.16
2013-03-03,47,47,False,0.47,22.09
2013-03-04,89,89,False,0.89,79.21000000000001
2013-03-05,96,96,False,0.96,92.16
2013-03-06,96,96,False,0.96,92.16
2013-03-07,82,82,False,0.82,67.24
2013-03-08,83,83,False,0.83,68.89
2013-03-09,54,54,False,0.54,29.160000000000004
2013-03-10,53,53,False,0.53,28.09
2013-03-11,88,88,False,0.88,77.44
2013-03-12,86,86,False,0.86,73.96
2013-03-13,83,83,False,0.83,68.89
2013-03-14,86,86,False,0.86,73.96
2013-03-15,83,83,False,0.83,68.89
2013-03-16,57,57,False,0.57,32.489999999999995
2013-03-17,52,52,False,0.52,27.04
2013-03-18,94,94,False,0.94,88.36
2013-03-19,93,93,False,0.93,86.49000000000001
2013-03-20,87,87,False,0.87,75.69
2013-03-21,84,84,False,0.84,70.56
2013-03-22,94,94,False,0.94,88.36
2013-03-23,65,65,False,0.65,42.25
2013-03-24,46,46,False,0.46,21.16
2013-03-25,84,84,False,0.84,70.56
2013-03-26,100,100,False,1.0,100.0
2013-03-27,84,84,False,0.84,70.56
2013-03-28,83,83,False,0.83,68.89
2013-03-29,75,75,False,0.75,56.25
2013-03-30,54,54,False,0.54,29.160000000000004
2013-03-31,40,40,False,0.4,16.0
2013-04-01,86,86,False,0.86,73.96
2013-04-02,85,85,False,0.85,72.25
2013-04-03,88,88,False,0.88,77.44
2013-04-04,84,84,False,0.84,70.56
2013-04-05,80,80,False,0.8,64.0
2013-04-06,59,59,False,0.59,34.809999999999995
2013-04-07,39,39,False,0.39,15.21
2013-04-08,91,91,False,0.91,82.81
2013-04-09,100,100,False,1.0,100.0
2013-04-10,80,80,False,0.8,64.0
2013-04-11,76,76,False,0.76,57.76
2013-04-12,72,72,False,0.72,51.839999999999996
2013-04-13,41,41,False,0.41,16.81
2013-04-14,45,45,False,0.45,20.25
2013-04-15,87,87,False,0.87,75.69
2013-04-16,78,78,False,0.78,60.84
2013-04-17,81,81,False,0.81,65.61
2013-04-18,80,80,False,0.8,64.0
2013-04-19,72,72,False,0.72,51.839999999999996
2013-04-20,37,37,False,0.37,13.69
2013-04-21,43,43,False,0.43,18.49
2013-04-22,80,80,False,0.8,64.0
2013-04-23,89,89,False,0.89,79.21000000000001
2013-04-24,87,87,False,0.87,75.69
2013-04-25,83,83,False,0.83,68.89
2013-04-26,77,77,False,0.77,59.29
2013-04-27,38,38,False,0.38,14.44
2013-04-28,49,49,False,0.49,24.009999999999998
2013-04-29,79,79,False,0.79,62.410000000000004
2013-04-30,93,93,False,0.93,86.49000000000001
2013-05-01,90,90,False,0.9,81.0
2013-05-02,77,77,False,0.77,59.29
2013-05-03,86,86,False,0.86,73.96
2013-05-04,43,43,False,0.43,18.49
2013-05-05,53,53,False,0.53,28.09
2013-05-06,88,88,False,0.88,77.44
2013-05-07,86,86,False,0.86,73.96
2013-05-08,94,94,False,0.94,88.36
2013-05-09,86,86,False,0.86,73.96
2013-05-10,87,87,False,0.87,75.69
2013-05-11,42,42,False,0.42,17.64
2013-05-12,41,41,False,0.41,16.81
2013-05-13,82,82,False,0.82,67.24
2013-05-14,100,100,False,1.0,100.0
2013-05-15,95,95,False,0.95,90.25
2013-05-16,89,89,False,0.89,79.21000000000001
2013-05-17,72,72,False,0.72,51.839999999999996
2013-05-18,54,54,False,0.54,29.160000000000004
2013-05-19,46,46,False,0.46,21.16
2013-05-20,83,83,False,0.83,68.89
2013-05-21,81,81,False,0.81,65.61
2013-05-22,81,81,False,0.81,65.61
2013-05-23,99,99,False,0.99,98.01
2013-05-24,76,76,False,0.76,57.76
2013-05-25,40,40,False,0.4,16.0
2013-05-26,43,43,False,0.43,18.49
2013-05-27,40,40,False,0.4,16.0
2013-05-28,81,81,False,0.81,65.61
2013-05-29,85,85,False,0.85,72.25
2013-05-30,86,86,False,0.86,73.96
2013-05-31,78,78,False,0.78,60.84
2013-06-01,53,53,False,0.53,28.09
2013-06-02,40,40,False,0.4,16.0
2013-06-03,89,89,False,0.89,79.21000000000001
2013-06-04,83,83,False,0.83,68.89
2013-06-05,84,84,False,0.84,70.56
2013-06-06,90,90,False,0.9,81.0
2013-06-07,71,71,False,0.71,50.41
2013-06-08,50,50,False,0.5,25.0
2013-06-09,44,44,False,0.44,19.36
2013-06-10,90,90,False,0.9,81.0
2013-06-11,98,98,False,0.98,96.03999999999999
2013-06-12,86,86,False,0.86,73.96
2013-06-13,85,85,False,0.85,72.25
2013-06-14,71,71,False,0.71,50.41
2013-06-15,48,48,False,0.48,23.04
2013-06-16,36,36,False,0.36,12.959999999999999
2013-06-17,88,88,False,0.88,77.44
2013-06-18,97,97,False,0.97,94.09
2013-06-19,81,81,False,0.81,65.61
2013-06-20,82,82,False,0.82,67.24
2013-06-21,65,65,False,0.65,42.25
2013-06-22,46,46,False,0.46,21.16
2013-06-23,41,41,False,0.41,16.81
2013-06-24,88,88,False,0.88,77.44
2013-06-25,100,100,False,1.0,100.0
2013-06-26,91,91,False,0.91,82.81
2013-06-27,88,88,False,0.88,77.44
2013-06-28,77,77,False,0.77,59.29
2013-06-29,52,52,False,0.52,27.04
2013-06-30,44,44,False,0.44,19.36
2013-07-01,78,78,False,0.78,60.84
2013-07-02,75,75,False,0.75,56.25
2013-07-03,78,78,False,0.78,60.84
2013-07-04,48,48,False,0.48,23.04
2013-07-05,64,64,False,0.64,40.96
2013-07-06,52,52,False,0.52,27.04
2013-07-07,33,33,False,0.33,10.89
2013-07-08,85,85,False,0.85,72.25
2013-07-09,71,71,False,0.71,50.41
2013-07-10,77,77,False,0.77,59.29
2013-07-11,75,75,False,0.75,56.25
2013-07-12,60,60,False,0.6,36.0
2013-07-13,38,38,False,0.38,14.44
2013-07-14,42,42,False,0.42,17.64
2013-07-15,74,74,False,0.74,54.76
2013-07-16,77,77,False,0.77,59.29
2013-07-17,80,80,False,0.8,64.0
2013-07-18,72,72,False,0.72,51.839999999999996
2013-07-19,69,69,False,0.69,47.61
2013-07-20,42,42,False,0.42,17.64
2013-07-21,46,46,False,0.46,21.16
2013-07-22,73,73,False,0.73,53.29
2013-07-23,100,100,False,1.0,100.0
2013-07-24,75,75,False,0.75,56.25
2013-07-25,90,90,False,0.9,81.0
2013-07-26,74,74,False,0.74,54.76
2013-07-27,41,41,False,0.41,16.81
2013-07-28,44,44,False,0.44,19.36
2013-07-29,81,81,False,0.81,65.61
2013-07-30,82,82,False,0.82,67.24
2013-07-31,83,83,False,0.83,68.89
2013-08-01,83,83,False,0.83,68.89
2013-08-02,79,79,False,0.79,62.410000000000004
2013-08-03,56,56,False,0.56,31.360000000000003
2013-08-04,42,42,False,0.42,17.64
2013-08-05,76,76,False,0.76,57.76
2013-08-06,90,90,False,0.9,81.0
2013-08-07,87,87,False,0.87,75.69
2013-08-08,86,86,False,0.86,73.96
2013-08-09,80,80,False,0.8,64.0
2013-08-10,54,54,False,0.54,29.160000000000004
2013-08-11,42,42,False,0.42,17.64
2013-08-12,82,82,False,0.82,67.24
2013-08-13,87,87,False,0.87,75.69
2013-08-14,90,90,False,0.9,81.0
2013-08-15,83,83,False,0.83,68.89
2013-08-16,76,76,False,0.76,57.76
2013-08-17,44,44,False,0.44,19.36
2013-08-18,42,42,False,0.42,17.64
2013-08-19,73,73,False,0.73,53.29
2013-08-20,100,100,False,1.0,100.0
2013-08-21,96,96,False,0.96,92.16
2013-08-22,85,85,False,0.85,72.25
2013-08-23,78,78,False,0.78,60.84
2013-08-24,41,41,False,0.41,16.81
2013-08-25,43,43,False,0.43,18.49
2013-08-26,83,83,False,0.83,68.89
2013-08-27,87,87,False,0.87,75.69
2013-08-28,89,89,False,0.89,79.21000000000001
2013-08-29,87,87,False,0.87,75.69
2013-08-30,71,71,False,0.71,50.41
2013-08-31,40,40,False,0.4,16.0
2013-09-01,37,37,False,0.37,13.69
2013-09-02,42,42,False,0.42,17.64
2013-09-03,84,84,False,0.84,70.56
2013-09-04,74,74,False,0.74,54.76
2013-09-05,83,83,False,0.83,68.89
2013-09-06,70,70,False,0.7,49.0
2013-09-07,50,50,False,0.5,25.0
2013-09-08,56,56,False,0.56,31.360000000000003
2013-09-09,86,86,False,0.86,73.96
2013-09-10,85,85,False,0.85,72.25
2013-09-11,87,87,False,0.87,75.69
2013-09-12,80,80,False,0.8,64.0
2013-09-13,69,69,False,0.69,47.61
2013-09-14,40,40,False,0.4,16.0
2013-09-15,43,43,False,0.43,18.49
2013-09-16,87,87,False,0.87,75.69
2013-09-17,89,89,False,0.89,79.21000000000001
2013-09-18,88,88,False,0.88,77.44
2013-09-19,84,84,False,0.84,70.56
2013-09-20,77,77,False,0.77,59.29
2013-09-21,38,38,False,0.38,14.44
2013-09-22,40,40,False,0.4,16.0
2013-09-23,100,100,False,1.0,100.0
2013-09-24,88,88,False,0.88,77.44
2013-09-25,95,95,False,0.95,90.25
2013-09-26,89,89,False,0.89,79.21000000000001
2013-09-27,64,64,False,0.64,40.96
2013-09-28,47,47,False,0.47,22.09
2013-09-29,47,47,False,0.47,22.09
2013-09-30,89,89,False,0.89,79.21000000000001
2013-10-01,91,91,False,0.91,82.81
2013-10-02,84,84,False,0.84,70.56
2013-10-03,83,83,False,0.83,68.89
2013-10-04,70,70,False,0.7,49.0
2013-10-05,38,38,False,0.38,14.44
2013-10-06,44,44,False,0.44,19.36
2013-10-07,83,83,False,0.83,68.89
2013-10-08,86,86,False,0.86,73.96
2013-10-09,91,91,False,0.91,82.81
2013-10-10,80,80,False,0.8,64.0
2013-10-11,70,70,False,0.7,49.0
2013-10-12,58,58,False,0.58,33.64
2013-10-13,38,38,False,0.38,14.44
2013-10-14,83,83,False,0.83,68.89
2013-10-15,82,82,False,0.82,67.24
2013-10-16,84,84,False,0.84,70.56
2013-10-17,83,83,False,0.83,68.89
2013-10-18,76,76,False,0.76,57.76
2013-10-19,48,48,False,0.48,23.04
2013-10-20,46,46,False,0.46,21.16
2013-10-21,85,85,False,0.85,72.25
2013-10-22,100,100,False,1.0,100.0
2013-10-23,79,79,False,0.79,62.410000000000004
2013-10-24,76,76,False,0.76,57.76
2013-10-25,79,79,False,0.79,62.410000000000004
2013-10-26,46,46,False,0.46,21.16
2013-10-27,43,43,False,0.43,18.49
2013-10-28,87,87,False,0.87,75.69
2013-10-29,86,86,False,0.86,73.96
2013-10-30,85,85,False,0.85,72.25
2013-10-31,88,88,False,0.88,77.44
2013-11-01,86,86,False,0.86,73.96
2013-11-02,45,45,False,0.45,20.25
2013-11-03,44,44,False,0.44,19.36
2013-11-04,100,100,False,1.0,100.0
2013-11-05,94,94,False,0.94,88.36
2013-11-06,91,91,False,0.91,82.81
2013-11-07,86,86,False,0.86,73.96
2013-11-08,87,87,False,0.87,75.69
2013-11-09,45,45,False,0.45,20.25
2013-11-10,45,45,False,0.45,20.25
2013-11-11,72,72,False,0.72,51.839999999999996
2013-11-12,90,90,False,0.9,81.0
2013-11-13,86,86,False,0.86,73.96
2013-11-14,89,89,False,0.89,79.21000000000001
2013-11-15,86,86,False,0.86,73.96
2013-11-16,44,44,False,0.44,19.36
2013-11-17,35,35,False,0.35,12.25
2013-11-18,93,93,False,0.93,86.49000000000001
2013-11-19,97,97,False,0.97,94.09
2013-11-20,87,87,False,0.87,75.69
2013-11-21,85,85,False,0.85,72.25
2013-11-22,76,76,False,0.76,57.76
2013-11-23,43,43,False,0.43,18.49
2013-11-24,37,37,False,0.37,13.69
2013-11-25,76,76,False,0.76,57.76
2013-11-26,91,91,False,0.91,82.81
2013-11-27,63,63,False,0.63,39.69
2013-11-28,32,32,False,0.32,10.24
2013-11-29,42,42,False,0.42,17.64
2013-11-30,42,42,False,0.42,17.64
2013-12-01,33,33,False,0.33,10.89
2013-12-02,75,75,False,0.75,56.25
2013-12-03,85,85,False,0.85,72.25
2013-12-04,89,89,False,0.89,79.21000000000001
2013-12-05,88,88,False,0.88,77.44
2013-12-06,75,75,False,0.75,56.25
2013-12-07,45,45,False,0.45,20.25
2013-12-08,41,41,False,0.41,16.81
2013-12-09,78,78,False,0.78,60.84
2013-12-10,79,79,False,0.79,62.410000000000004
2013-12-11,74,74,False,0.74,54.76
2013-12-12,76,76,False,0.76,57.76
2013-12-13,69,69,False,0.69,47.61
2013-12-14,38,38,False,0.38,14.44
2013-12-15,40,40,False,0.4,16.0
2013-12-16,83,83,False,0.83,68.89
2013-12-17,81,81,False,0.81,65.61
2013-12-18,77,77,False,0.77,59.29
2013-12-19,72,72,False,0.72,51.839999999999996
2013-12-20,65,65,False,0.65,42.25
2013-12-21,40,40,False,0.4,16.0
2013-12-22,40,40,False,0.4,16.0
2013-12-23,70,70,False,0.7,49.0
2013-12-24,54,54,False,0.54,29.160000000000004
2013-12-25,27,27,False,0.27,7.290000000000001
2013-12-26,74,74,False,0.74,54.76
2013-12-27,83,83,False,0.83,68.89
2013-12-28,55,55,False,0.55,30.250000000000004
2013-12-29,57,57,False,0.57,32.489999999999995
2013-12-30,100,100,False,1.0,100.0
2013-12-31,87,87,False,0.87,75.69
2014-01-01,55,55,False,0.55,30.250000000000004
2014-01-02,98,98,False,0.98,96.03999999999999
2014-01-03,94,94,False,0.94,88.36
2014-01-04,59,59,False,0.59,34.809999999999995
2014-01-05,48,48,False,0.48,23.04
2014-01-06,83,83,False,0.83,68.89
2014-01-07,88,88,False,0.88,77.44
2014-01-08,93,93,False,0.93,86.49000000000001
2014-01-09,95,95,False,0.95,90.25
2014-01-10,85,85,False,0.85,72.25
2014-01-11,48,48,False,0.48,23.04
2014-01-12,56,56,False,0.56,31.360000000000003
2014-01-13,100,100,False,1.0,100.0
2014-01-14,97,97,False,0.97,94.09
2014-01-15,79,79,False,0.79,62.410000000000004
2014-01-16,85,85,False,0.85,72.25
2014-01-17,82,82,False,0.82,67.24
2014-01-18,46,46,False,0.46,21.16
2014-01-19,50,50,False,0.5,25.0
2014-01-20,86,86,False,0.86,73.96
2014-01-21,92,92,False,0.92,84.64
2014-01-22,98,98,False,0.98,96.03999999999999
2014-01-23,87,87,False,0.87,75.69
2014-01-24,89,89,False,0.89,79.21000000000001
2014-01-25,64,64,False,0.64,40.96
2014-01-26,45,45,False,0.45,20.25
2014-01-27,85,85,False,0.85,72.25
2014-01-28,83,83,False,0.83,68.89
2014-01-29,81,81,False,0.81,65.61
2014-01-30,91,91,False,0.91,82.81
2014-01-31,82,82,False,0.82,67.24
2014-02-01,53,53,False,0.53,28.09
2014-02-02,58,58,False,0.58,33.64
2014-02-03,81,81,False,0.81,65.61
2014-02-04,95,95,False,0.95,90.25
2014-02-05,93,93,False,0.93,86.49000000000001
2014-02-06,100,100,False,1.0,100.0
2014-02-07,95,95,False,0.95,90.25
2014-02-08,46,46,False,0.46,21.16
2014-02-09,45,45,False,0.45,20.25
2014-02-10,73,73,False,0.73,53.29
2014-02-11,92,92,False,0.92,84.64
2014-02-12,82,82,False,0.82,67.24
2014-02-13,80,80,False,0.8,64.0
2014-02-14,67,67,False,0.67,44.89
2014-02-15,50,50,False,0.5,25.0
2014-02-16,43,43,False,0.43,18.49
2014-02-17,71,71,False,0.71,50.41
2014-02-18,95,95,False,0.95,90.25
2014-02-19,87,87,False,0.87,75.69
2014-02-20,94,94,False,0.94,88.36
2014-02-21,83,83,False,0.83,68.89
2014-02-22,56,56,False,0.56,31.360000000000003
2014-02-23,40,40,False,0.4,16.0
2014-02-24,99,99,False,0.99,98.01
2014-02-25,90,90,False,0.9,81.0
2014-02-26,86,86,False,0.86,73.96
2014-02-27,92,92,False,0.92,84.64
2014-02-28,77,77,False,0.77,59.29
2014-03-01,59,59,False,0.59,34.809999999999995
2014-03-02,50,50,False,0.5,25.0
2014-03-03,82,82,False,0.82,67.24
2014-03-04,92,92,False,0.92,84.64
2014-03-05,87,87,False,0.87,75.69
2014-03-06,90,90,False,0.9,81.0
2014-03-07,86,86,False,0.86,73.96
2014-03-08,57,57,False,0.57,32.489999999999995
2014-03-09,46,46,False,0.46,21.16
2014-03-10,88,88,False,0.88,77.44
2014-03-11,100,100,False,1.0,100.0
2014-03-12,92,92,False,0.92,84.64
2014-03-13,81,81,False,0.81,65.61
2014-03-14,81,81,False,0.81,65.61
2014-03-15,54,54,False,0.54,29.160000000000004
2014-03-16,56,56,False,0.56,31.360000000000003
2014-03-17,98,98,False,0.98,96.03999999999999
2014-03-18,98,98,False,0.98,96.03999999999999
2014-03-19,93,93,False,0.93,86.49000000000001
2014-03-20,92,92,False,0.92,84.64
2014-03-21,81,81,False,0.81,65.61
2014-03-22,55,55,False,0.55,30.250000000000004
2014-03-23,50,50,False,0.5,25.0
2014-03-24,91,91,False,0.91,82.81
2014-03-25,93,93,False,0.93,86.49000000000001
2014-03-26,92,92,False,0.92,84.64
2014-03-27,90,90,False,0.9,81.0
2014-03-28,83,83,False,0.83,68.89
2014-03-29,44,44,False,0.44,19.36
2014-03-30,52,52,False,0.52,27.04
2014-03-31,92,92,False,0.92,84.64
2014-04-01,94,94,False,0.94,88.36
2014-04-02,87,87,False,0.87,75.69
2014-04-03,97,97,False,0.97,94.09
2014-04-04,91,91,False,0.91,82.81
2014-04-05,52,52,False,0.52,27.04
2014-04-06,46,46,False,0.46,21.16
2014-04-07,88,88,False,0.88,77.44
2014-04-08,82,82,False,0.82,67.24
2014-04-09,88,88,False,0.88,77.44
2014-04-10,79,79,False,0.79,62.410000000000004
2014-04-11,78,78,False,0.78,60.84
2014-04-12,48,48,False,0.48,23.04
2014-04-13,42,42,False,0.42,17.64
2014-04-14,71,71,False,0.71,50.41
2014-04-15,92,92,False,0.92,84.64
2014-04-16,85,85,False,0.85,72.25
2014-04-17,86,86,False,0.86,73.96
2014-04-18,66,66,False,0.66,43.56
2014-04-19,38,38,False,0.38,14.44
2014-04-20,35,35,False,0.35,12.25
2014-04-21,72,72,False,0.72,51.839999999999996
2014-04-22,100,100,False,1.0,100.0
2014-04-23,90,90,False,0.9,81.0
2014-04-24,80,80,False,0.8,64.0
2014-04-25,67,67,False,0.67,44.89
2014-04-26,56,56,False,0.56,31.360000000000003
2014-04-27,49,49,False,0.49,24.009999999999998
2014-04-28,77,77,False,0.77,59.29
2014-04-29,79,79,False,0.79,62.410000000000004
2014-04-30,84,84,False,0.84,70.56
2014-05-01,86,86,False,0.86,73.96
2014-05-02,80,80,False,0.8,64.0
2014-05-03,47,47,False,0.47,22.09
2014-05-04,50,50,False,0.5,25.0
2014-05-05,96,96,False,0.96,92.16
2014-05-06,87,87,False,0.87,75.69
2014-05-07,87,87,False,0.87,75.69
2014-05-08,81,81,False,0.81,65.61
2014-05-09,84,84,False,0.84,70.56
2014-05-10,45,45,False,0.45,20.25
2014-05-11,43,43,False,0.43,18.49
2014-05-12,88,88,False,0.88,77.44
2014-05-13,100,100,False,1.0,100.0
2014-05-14,89,89,False,0.89,79.21000000000001
2014-05-15,89,89,False,0.89,79.21000000000001
2014-05-16,74,74,False,0.74,54.76
2014-05-17,41,41,False,0.41,16.81
2014-05-18,44,44,False,0.44,19.36
2014-05-19,83,83,False,0.83,68.89
2014-05-20,95,95,False,0.95,90.25
2014-05-21,90,90,False,0.9,81.0
2014-05-22,81,81,False,0.81,65.61
2014-05-23,70,70,False,0.7,49.0
2014-05-24,43,43,False,0.43,18.49
2014-05-25,38,38,False,0.38,14.44
2014-05-26,42,42,False,0.42,17.64
2014-05-27,92,92,False,0.92,84.64
2014-05-28,93,93,False,0.93,86.49000000000001
2014-05-29,96,96,False,0.96,92.16
2014-05-30,91,91,False,0.91,82.81
2014-05-31,50,50,False,0.5,25.0
2014-06-01,38,38,False,0.38,14.44
2014-06-02,87,87,False,0.87,75.69
2014-06-03,93,93,False,0.93,86.49000000000001
2014-06-04,85,85,False,0.85,72.25
2014-06-05,85,85,False,0.85,72.25
2014-06-06,72,72,False,0.72,51.839999999999996
2014-06-07,45,45,False,0.45,20.25
2014-06-08,41,41,False,0.41,16.81
2014-06-09,87,87,False,0.87,75.69
2014-06-10,87,87,False,0.87,75.69
