date,luxury apartments_unscaled,luxury apartments_monthly,isPartial,scale,luxury apartments
2008-08-17,17,17,False,0.17,2.89
2008-08-18,32,32,False,0.32,10.24
2008-08-19,63,63,False,0.63,39.69
2008-08-20,65,65,False,0.65,42.25
2008-08-21,44,44,False,0.44,19.36
2008-08-22,23,23,False,0.23,5.29
2008-08-23,32,32,False,0.32,10.24
2008-08-24,48,48,False,0.48,23.04
2008-08-25,84,84,False,0.84,70.56
2008-08-26,31,31,False,0.31,9.61
2008-08-27,32,32,False,0.32,10.24
2008-08-28,54,54,False,0.54,29.160000000000004
2008-08-29,56,56,False,0.56,31.360000000000003
2008-08-30,31,31,False,0.31,9.61
2008-08-31,67,67,False,0.67,44.89
2008-09-01,27,27,False,0.27,7.290000000000001
2008-09-02,28,28,False,0.28,7.840000000000001
2008-09-03,37,37,False,0.37,13.69
2008-09-04,57,57,False,0.57,32.489999999999995
2008-09-05,59,59,False,0.59,34.809999999999995
2008-09-06,26,26,False,0.26,6.76
2008-09-07,27,27,False,0.27,7.290000000000001
2008-09-08,9,9,False,0.09,0.8099999999999999
2008-09-09,36,36,False,0.36,12.959999999999999
2008-09-10,46,46,False,0.46,21.16
2008-09-11,46,46,False,0.46,21.16
2008-09-12,20,20,False,0.2,4.0
2008-09-13,27,27,False,0.27,7.290000000000001
2008-09-14,27,27,False,0.27,7.290000000000001
2008-09-15,19,19,False,0.19,3.61
2008-09-16,46,46,False,0.46,21.16
2008-09-17,0,0,False,0.0,0.0
2008-09-18,9,9,False,0.09,0.8099999999999999
2008-09-19,70,70,False,0.7,49.0
2008-09-20,100,100,False,1.0,100.0
2008-09-21,41,41,False,0.41,16.81
2008-09-22,54,54,False,0.54,29.160000000000004
2008-09-23,36,36,False,0.36,12.959999999999999
2008-09-24,46,46,False,0.46,21.16
2008-09-25,28,28,False,0.28,7.840000000000001
2008-09-26,0,0,False,0.0,0.0
2008-09-27,14,14,False,0.14,1.9600000000000002
2008-09-28,27,27,False,0.27,7.290000000000001
2008-09-29,9,9,False,0.09,0.8099999999999999
2008-09-30,27,27,False,0.27,7.290000000000001
2008-10-01,38,38,False,0.38,14.44
2008-10-02,13,13,False,0.13,1.69
2008-10-03,28,28,False,0.28,7.840000000000001
2008-10-04,58,58,False,0.58,33.64
2008-10-05,94,94,False,0.94,88.36
2008-10-06,25,25,False,0.25,6.25
2008-10-07,49,49,False,0.49,24.009999999999998
2008-10-08,24,24,False,0.24,5.76
2008-10-09,37,37,False,0.37,13.69
2008-10-10,39,39,False,0.39,15.21
2008-10-11,100,100,False,1.0,100.0
2008-10-12,59,59,False,0.59,34.809999999999995
2008-10-13,78,78,False,0.78,60.84
2008-10-14,49,49,False,0.49,24.009999999999998
2008-10-15,25,25,False,0.25,6.25
2008-10-16,51,51,False,0.51,26.01
2008-10-17,0,0,False,0.0,0.0
2008-10-18,79,79,False,0.79,62.410000000000004
2008-10-19,75,75,False,0.75,56.25
2008-10-20,63,63,False,0.63,39.69
2008-10-21,62,62,False,0.62,38.44
2008-10-22,25,25,False,0.25,6.25
2008-10-23,13,13,False,0.13,1.69
2008-10-24,54,54,False,0.54,29.160000000000004
2008-10-25,57,57,False,0.57,32.489999999999995
2008-10-26,57,57,False,0.57,32.489999999999995
2008-10-27,49,49,False,0.49,24.009999999999998
2008-10-28,15,15,False,0.15,2.25
2008-10-29,41,41,False,0.41,16.81
2008-10-30,26,26,False,0.26,6.76
2008-10-31,56,56,False,0.56,31.360000000000003
2008-11-01,83,83,False,0.83,68.89
2008-11-02,50,50,False,0.5,25.0
2008-11-03,46,46,False,0.46,21.16
2008-11-04,65,65,False,0.65,42.25
2008-11-05,78,78,False,0.78,60.84
2008-11-06,66,66,False,0.66,43.56
2008-11-07,69,69,False,0.69,47.61
2008-11-08,24,24,False,0.24,5.76
2008-11-09,73,73,False,0.73,53.29
2008-11-10,49,49,False,0.49,24.009999999999998
2008-11-11,98,98,False,0.98,96.03999999999999
2008-11-12,48,48,False,0.48,23.04
2008-11-13,16,16,False,0.16,2.56
2008-11-14,86,86,False,0.86,73.96
2008-11-15,24,24,False,0.24,5.76
2008-11-16,72,72,False,0.72,51.839999999999996
2008-11-17,64,64,False,0.64,40.96
2008-11-18,49,49,False,0.49,24.009999999999998
2008-11-19,33,33,False,0.33,10.89
2008-11-20,100,100,False,1.0,100.0
2008-11-21,34,34,False,0.34,11.56
2008-11-22,0,0,False,0.0,0.0
2008-11-23,73,73,False,0.73,53.29
2008-11-24,48,48,False,0.48,23.04
2008-11-25,82,82,False,0.82,67.24
2008-11-26,36,36,False,0.36,12.959999999999999
2008-11-27,52,52,False,0.52,27.04
2008-11-28,23,23,False,0.23,5.29
2008-11-29,50,50,False,0.5,25.0
2008-11-30,71,71,False,0.71,50.41
2008-12-01,58,58,False,0.58,33.64
2008-12-02,19,19,False,0.19,3.61
2008-12-03,19,19,False,0.19,3.61
2008-12-04,0,0,False,0.0,0.0
2008-12-05,62,62,False,0.62,38.44
2008-12-06,29,29,False,0.29,8.41
2008-12-07,58,58,False,0.58,33.64
2008-12-08,19,19,False,0.19,3.61
2008-12-09,28,28,False,0.28,7.840000000000001
2008-12-10,19,19,False,0.19,3.61
2008-12-11,29,29,False,0.29,8.41
2008-12-12,21,21,False,0.21,4.41
2008-12-13,29,29,False,0.29,8.41
2008-12-14,45,45,False,0.45,20.25
2008-12-15,20,20,False,0.2,4.0
2008-12-16,39,39,False,0.39,15.21
2008-12-17,40,40,False,0.4,16.0
2008-12-18,10,10,False,0.1,1.0
2008-12-19,34,34,False,0.34,11.56
2008-12-20,94,94,False,0.94,88.36
2008-12-21,16,16,False,0.16,2.56
2008-12-22,23,23,False,0.23,5.29
2008-12-23,36,36,False,0.36,12.959999999999999
2008-12-24,44,44,False,0.44,19.36
2008-12-25,41,41,False,0.41,16.81
2008-12-26,63,63,False,0.63,39.69
2008-12-27,100,100,False,1.0,100.0
2008-12-28,34,34,False,0.34,11.56
2008-12-29,47,47,False,0.47,22.09
2008-12-30,35,35,False,0.35,12.25
2008-12-31,50,50,False,0.5,25.0
2009-01-01,49,49,False,0.49,24.009999999999998
2009-01-02,68,68,False,0.68,46.24
2009-01-03,0,0,False,0.0,0.0
2009-01-04,40,40,False,0.4,16.0
2009-01-05,37,37,False,0.37,13.69
2009-01-06,9,9,False,0.09,0.8099999999999999
2009-01-07,53,53,False,0.53,28.09
2009-01-08,36,36,False,0.36,12.959999999999999
2009-01-09,56,56,False,0.56,31.360000000000003
2009-01-10,52,52,False,0.52,27.04
2009-01-11,79,79,False,0.79,62.410000000000004
2009-01-12,52,52,False,0.52,27.04
2009-01-13,26,26,False,0.26,6.76
2009-01-14,35,35,False,0.35,12.25
2009-01-15,35,35,False,0.35,12.25
2009-01-16,37,37,False,0.37,13.69
2009-01-17,53,53,False,0.53,28.09
2009-01-18,14,14,False,0.14,1.9600000000000002
2009-01-19,68,68,False,0.68,46.24
2009-01-20,44,44,False,0.44,19.36
2009-01-21,43,43,False,0.43,18.49
2009-01-22,44,44,False,0.44,19.36
2009-01-23,27,27,False,0.27,7.290000000000001
2009-01-24,50,50,False,0.5,25.0
2009-01-25,50,50,False,0.5,25.0
2009-01-26,43,43,False,0.43,18.49
2009-01-27,51,51,False,0.51,26.01
2009-01-28,34,34,False,0.34,11.56
2009-01-29,52,52,False,0.52,27.04
2009-01-30,27,27,False,0.27,7.290000000000001
2009-01-31,100,100,False,1.0,100.0
2009-02-01,52,52,False,0.52,27.04
2009-02-02,24,24,False,0.24,5.76
2009-02-03,22,22,False,0.22,4.84
2009-02-04,45,45,False,0.45,20.25
2009-02-05,34,34,False,0.34,11.56
2009-02-06,0,0,False,0.0,0.0
2009-02-07,67,67,False,0.67,44.89
2009-02-08,85,85,False,0.85,72.25
2009-02-09,33,33,False,0.33,10.89
2009-02-10,66,66,False,0.66,43.56
2009-02-11,34,34,False,0.34,11.56
2009-02-12,92,92,False,0.92,84.64
2009-02-13,61,61,False,0.61,37.21
2009-02-14,35,35,False,0.35,12.25
2009-02-15,18,18,False,0.18,3.2399999999999998
2009-02-16,100,100,False,1.0,100.0
2009-02-17,90,90,False,0.9,81.0
2009-02-18,90,90,False,0.9,81.0
2009-02-19,58,58,False,0.58,33.64
2009-02-20,60,60,False,0.6,36.0
2009-02-21,17,17,False,0.17,2.89
2009-02-22,50,50,False,0.5,25.0
2009-02-23,58,58,False,0.58,33.64
2009-02-24,78,78,False,0.78,60.84
2009-02-25,68,68,False,0.68,46.24
2009-02-26,34,34,False,0.34,11.56
2009-02-27,48,48,False,0.48,23.04
2009-02-28,82,82,False,0.82,67.24
2009-03-01,40,40,False,0.4,16.0
2009-03-02,37,37,False,0.37,13.69
2009-03-03,0,0,False,0.0,0.0
2009-03-04,65,65,False,0.65,42.25
2009-03-05,57,57,False,0.57,32.489999999999995
2009-03-06,49,49,False,0.49,24.009999999999998
2009-03-07,43,43,False,0.43,18.49
2009-03-08,56,56,False,0.56,31.360000000000003
2009-03-09,37,37,False,0.37,13.69
2009-03-10,18,18,False,0.18,3.2399999999999998
2009-03-11,37,37,False,0.37,13.69
2009-03-12,38,38,False,0.38,14.44
2009-03-13,10,10,False,0.1,1.0
2009-03-14,42,42,False,0.42,17.64
2009-03-15,57,57,False,0.57,32.489999999999995
2009-03-16,47,47,False,0.47,22.09
2009-03-17,47,47,False,0.47,22.09
2009-03-18,47,47,False,0.47,22.09
2009-03-19,38,38,False,0.38,14.44
2009-03-20,40,40,False,0.4,16.0
2009-03-21,29,29,False,0.29,8.41
2009-03-22,14,14,False,0.14,1.9600000000000002
2009-03-23,56,56,False,0.56,31.360000000000003
2009-03-24,27,27,False,0.27,7.290000000000001
2009-03-25,56,56,False,0.56,31.360000000000003
2009-03-26,47,47,False,0.47,22.09
2009-03-27,30,30,False,0.3,9.0
2009-03-28,41,41,False,0.41,16.81
2009-03-29,41,41,False,0.41,16.81
2009-03-30,37,37,False,0.37,13.69
2009-03-31,100,100,False,1.0,100.0
2009-04-01,64,64,False,0.64,40.96
2009-04-02,40,40,False,0.4,16.0
2009-04-03,21,21,False,0.21,4.41
2009-04-04,100,100,False,1.0,100.0
2009-04-05,40,40,False,0.4,16.0
2009-04-06,19,19,False,0.19,3.61
2009-04-07,64,64,False,0.64,40.96
2009-04-08,26,26,False,0.26,6.76
2009-04-09,14,14,False,0.14,1.9600000000000002
2009-04-10,46,46,False,0.46,21.16
2009-04-11,10,10,False,0.1,1.0
2009-04-12,33,33,False,0.33,10.89
2009-04-13,46,46,False,0.46,21.16
2009-04-14,69,69,False,0.69,47.61
2009-04-15,19,19,False,0.19,3.61
2009-04-16,20,20,False,0.2,4.0
2009-04-17,43,43,False,0.43,18.49
2009-04-18,31,31,False,0.31,9.61
2009-04-19,20,20,False,0.2,4.0
2009-04-20,44,44,False,0.44,19.36
2009-04-21,37,37,False,0.37,13.69
2009-04-22,50,50,False,0.5,25.0
2009-04-23,19,19,False,0.19,3.61
2009-04-24,49,49,False,0.49,24.009999999999998
2009-04-25,31,31,False,0.31,9.61
2009-04-26,71,71,False,0.71,50.41
2009-04-27,32,32,False,0.32,10.24
2009-04-28,31,31,False,0.31,9.61
2009-04-29,19,19,False,0.19,3.61
2009-04-30,25,25,False,0.25,6.25
2009-05-01,28,28,False,0.28,7.840000000000001
2009-05-02,65,65,False,0.65,42.25
2009-05-03,52,52,False,0.52,27.04
2009-05-04,67,67,False,0.67,44.89
2009-05-05,33,33,False,0.33,10.89
2009-05-06,17,17,False,0.17,2.89
2009-05-07,34,34,False,0.34,11.56
2009-05-08,19,19,False,0.19,3.61
2009-05-09,55,55,False,0.55,30.250000000000004
2009-05-10,29,29,False,0.29,8.41
2009-05-11,18,18,False,0.18,3.2399999999999998
2009-05-12,8,8,False,0.08,0.64
2009-05-13,76,76,False,0.76,57.76
2009-05-14,51,51,False,0.51,26.01
2009-05-15,18,18,False,0.18,3.2399999999999998
2009-05-16,53,53,False,0.53,28.09
2009-05-17,53,53,False,0.53,28.09
2009-05-18,26,26,False,0.26,6.76
2009-05-19,41,41,False,0.41,16.81
2009-05-20,34,34,False,0.34,11.56
2009-05-21,35,35,False,0.35,12.25
2009-05-22,49,49,False,0.49,24.009999999999998
2009-05-23,100,100,False,1.0,100.0
2009-05-24,74,74,False,0.74,54.76
2009-05-25,63,63,False,0.63,39.69
2009-05-26,34,34,False,0.34,11.56
2009-05-27,67,67,False,0.67,44.89
2009-05-28,51,51,False,0.51,26.01
2009-05-29,46,46,False,0.46,21.16
2009-05-30,69,69,False,0.69,47.61
2009-05-31,41,41,False,0.41,16.81
2009-06-01,44,44,False,0.44,19.36
2009-06-02,76,76,False,0.76,57.76
2009-06-03,66,66,False,0.66,43.56
2009-06-04,23,23,False,0.23,5.29
2009-06-05,24,24,False,0.24,5.76
2009-06-06,17,17,False,0.17,2.89
2009-06-07,35,35,False,0.35,12.25
2009-06-08,44,44,False,0.44,19.36
2009-06-09,55,55,False,0.55,30.250000000000004
2009-06-10,100,100,False,1.0,100.0
2009-06-11,69,69,False,0.69,47.61
2009-06-12,49,49,False,0.49,24.009999999999998
2009-06-13,70,70,False,0.7,49.0
2009-06-14,54,54,False,0.54,29.160000000000004
2009-06-15,79,79,False,0.79,62.410000000000004
2009-06-16,68,68,False,0.68,46.24
2009-06-17,79,79,False,0.79,62.410000000000004
2009-06-18,46,46,False,0.46,21.16
2009-06-19,62,62,False,0.62,38.44
2009-06-20,52,52,False,0.52,27.04
2009-06-21,55,55,False,0.55,30.250000000000004
2009-06-22,57,57,False,0.57,32.489999999999995
2009-06-23,34,34,False,0.34,11.56
2009-06-24,91,91,False,0.91,82.81
2009-06-25,0,0,False,0.0,0.0
2009-06-26,36,36,False,0.36,12.959999999999999
2009-06-27,90,90,False,0.9,81.0
2009-06-28,36,36,False,0.36,12.959999999999999
2009-06-29,45,45,False,0.45,20.25
2009-06-30,67,67,False,0.67,44.89
2009-07-01,25,25,False,0.25,6.25
2009-07-02,26,26,False,0.26,6.76
2009-07-03,11,11,False,0.11,1.21
2009-07-04,100,100,False,1.0,100.0
2009-07-05,72,72,False,0.72,51.839999999999996
2009-07-06,67,67,False,0.67,44.89
2009-07-07,16,16,False,0.16,2.56
2009-07-08,33,33,False,0.33,10.89
2009-07-09,34,34,False,0.34,11.56
2009-07-10,71,71,False,0.71,50.41
2009-07-11,63,63,False,0.63,39.69
2009-07-12,64,64,False,0.64,40.96
2009-07-13,57,57,False,0.57,32.489999999999995
2009-07-14,32,32,False,0.32,10.24
2009-07-15,25,25,False,0.25,6.25
2009-07-16,50,50,False,0.5,25.0
2009-07-17,26,26,False,0.26,6.76
2009-07-18,25,25,False,0.25,6.25
2009-07-19,52,52,False,0.52,27.04
2009-07-20,73,73,False,0.73,53.29
2009-07-21,48,48,False,0.48,23.04
2009-07-22,32,32,False,0.32,10.24
2009-07-23,66,66,False,0.66,43.56
2009-07-24,44,44,False,0.44,19.36
2009-07-25,25,25,False,0.25,6.25
2009-07-26,51,51,False,0.51,26.01
2009-07-27,88,88,False,0.88,77.44
2009-07-28,55,55,False,0.55,30.250000000000004
2009-07-29,32,32,False,0.32,10.24
2009-07-30,49,49,False,0.49,24.009999999999998
2009-07-31,35,35,False,0.35,12.25
2009-08-01,49,49,False,0.49,24.009999999999998
2009-08-02,50,50,False,0.5,25.0
2009-08-03,24,24,False,0.24,5.76
2009-08-04,16,16,False,0.16,2.56
2009-08-05,24,24,False,0.24,5.76
2009-08-06,8,8,False,0.08,0.64
2009-08-07,26,26,False,0.26,6.76
2009-08-08,49,49,False,0.49,24.009999999999998
2009-08-09,25,25,False,0.25,6.25
2009-08-10,40,40,False,0.4,16.0
2009-08-11,63,63,False,0.63,39.69
2009-08-12,32,32,False,0.32,10.24
2009-08-13,48,48,False,0.48,23.04
2009-08-14,86,86,False,0.86,73.96
2009-08-15,49,49,False,0.49,24.009999999999998
2009-08-16,100,100,False,1.0,100.0
2009-08-17,48,48,False,0.48,23.04
2009-08-18,31,31,False,0.31,9.61
2009-08-19,63,63,False,0.63,39.69
2009-08-20,56,56,False,0.56,31.360000000000003
2009-08-21,33,33,False,0.33,10.89
2009-08-22,70,70,False,0.7,49.0
2009-08-23,59,59,False,0.59,34.809999999999995
2009-08-24,95,95,False,0.95,90.25
2009-08-25,38,38,False,0.38,14.44
2009-08-26,54,54,False,0.54,29.160000000000004
2009-08-27,62,62,False,0.62,38.44
2009-08-28,33,33,False,0.33,10.89
2009-08-29,33,33,False,0.33,10.89
2009-08-30,23,23,False,0.23,5.29
2009-08-31,31,31,False,0.31,9.61
2009-09-01,81,81,False,0.81,65.61
2009-09-02,72,72,False,0.72,51.839999999999996
2009-09-03,85,85,False,0.85,72.25
2009-09-04,35,35,False,0.35,12.25
2009-09-05,48,48,False,0.48,23.04
2009-09-06,33,33,False,0.33,10.89
2009-09-07,100,100,False,1.0,100.0
2009-09-08,71,71,False,0.71,50.41
2009-09-09,50,50,False,0.5,25.0
2009-09-10,71,71,False,0.71,50.41
2009-09-11,32,32,False,0.32,10.24
2009-09-12,44,44,False,0.44,19.36
2009-09-13,45,45,False,0.45,20.25
2009-09-14,70,70,False,0.7,49.0
2009-09-15,39,39,False,0.39,15.21
2009-09-16,40,40,False,0.4,16.0
2009-09-17,30,30,False,0.3,9.0
2009-09-18,11,11,False,0.11,1.21
2009-09-19,15,15,False,0.15,2.25
2009-09-20,30,30,False,0.3,9.0
2009-09-21,30,30,False,0.3,9.0
2009-09-22,58,58,False,0.58,33.64
2009-09-23,79,79,False,0.79,62.410000000000004
2009-09-24,61,61,False,0.61,37.21
2009-09-25,21,21,False,0.21,4.41
2009-09-26,46,46,False,0.46,21.16
2009-09-27,30,30,False,0.3,9.0
2009-09-28,50,50,False,0.5,25.0
2009-09-29,49,49,False,0.49,24.009999999999998
2009-09-30,59,59,False,0.59,34.809999999999995
2009-10-01,29,29,False,0.29,8.41
2009-10-02,42,42,False,0.42,17.64
2009-10-03,88,88,False,0.88,77.44
2009-10-04,73,73,False,0.73,53.29
2009-10-05,48,48,False,0.48,23.04
2009-10-06,76,76,False,0.76,57.76
2009-10-07,10,10,False,0.1,1.0
2009-10-08,19,19,False,0.19,3.61
2009-10-09,31,31,False,0.31,9.61
2009-10-10,44,44,False,0.44,19.36
2009-10-11,30,30,False,0.3,9.0
2009-10-12,100,100,False,1.0,100.0
2009-10-13,19,19,False,0.19,3.61
2009-10-14,66,66,False,0.66,43.56
2009-10-15,47,47,False,0.47,22.09
2009-10-16,52,52,False,0.52,27.04
2009-10-17,44,44,False,0.44,19.36
2009-10-18,57,57,False,0.57,32.489999999999995
2009-10-19,48,48,False,0.48,23.04
2009-10-20,47,47,False,0.47,22.09
2009-10-21,95,95,False,0.95,90.25
2009-10-22,19,19,False,0.19,3.61
2009-10-23,30,30,False,0.3,9.0
2009-10-24,42,42,False,0.42,17.64
2009-10-25,57,57,False,0.57,32.489999999999995
2009-10-26,84,84,False,0.84,70.56
2009-10-27,55,55,False,0.55,30.250000000000004
2009-10-28,37,37,False,0.37,13.69
2009-10-29,19,19,False,0.19,3.61
2009-10-30,21,21,False,0.21,4.41
2009-10-31,29,29,False,0.29,8.41
2009-11-01,41,41,False,0.41,16.81
2009-11-02,26,26,False,0.26,6.76
2009-11-03,51,51,False,0.51,26.01
2009-11-04,67,67,False,0.67,44.89
2009-11-05,42,42,False,0.42,17.64
2009-11-06,54,54,False,0.54,29.160000000000004
2009-11-07,13,13,False,0.13,1.69
2009-11-08,64,64,False,0.64,40.96
2009-11-09,59,59,False,0.59,34.809999999999995
2009-11-10,41,41,False,0.41,16.81
2009-11-11,35,35,False,0.35,12.25
2009-11-12,17,17,False,0.17,2.89
2009-11-13,35,35,False,0.35,12.25
2009-11-14,0,0,False,0.0,0.0
2009-11-15,38,38,False,0.38,14.44
2009-11-16,25,25,False,0.25,6.25
2009-11-17,57,57,False,0.57,32.489999999999995
2009-11-18,57,57,False,0.57,32.489999999999995
2009-11-19,25,25,False,0.25,6.25
2009-11-20,18,18,False,0.18,3.2399999999999998
2009-11-21,38,38,False,0.38,14.44
2009-11-22,50,50,False,0.5,25.0
2009-11-23,25,25,False,0.25,6.25
2009-11-24,42,42,False,0.42,17.64
2009-11-25,56,56,False,0.56,31.360000000000003
2009-11-26,40,40,False,0.4,16.0
2009-11-27,24,24,False,0.24,5.76
2009-11-28,13,13,False,0.13,1.69
2009-11-29,100,100,False,1.0,100.0
2009-11-30,16,16,False,0.16,2.56
2009-12-01,41,41,False,0.41,16.81
2009-12-02,62,62,False,0.62,38.44
2009-12-03,42,42,False,0.42,17.64
2009-12-04,77,77,False,0.77,59.29
2009-12-05,61,61,False,0.61,37.21
2009-12-06,61,61,False,0.61,37.21
2009-12-07,31,31,False,0.31,9.61
2009-12-08,81,81,False,0.81,65.61
2009-12-09,81,81,False,0.81,65.61
2009-12-10,84,84,False,0.84,70.56
2009-12-11,56,56,False,0.56,31.360000000000003
2009-12-12,31,31,False,0.31,9.61
2009-12-13,62,62,False,0.62,38.44
2009-12-14,32,32,False,0.32,10.24
2009-12-15,41,41,False,0.41,16.81
2009-12-16,54,54,False,0.54,29.160000000000004
2009-12-17,33,33,False,0.33,10.89
2009-12-18,35,35,False,0.35,12.25
2009-12-19,48,48,False,0.48,23.04
2009-12-20,66,66,False,0.66,43.56
2009-12-21,71,71,False,0.71,50.41
2009-12-22,97,97,False,0.97,94.09
2009-12-23,26,26,False,0.26,6.76
2009-12-24,16,16,False,0.16,2.56
2009-12-25,43,43,False,0.43,18.49
2009-12-26,55,55,False,0.55,30.250000000000004
2009-12-27,36,36,False,0.36,12.959999999999999
2009-12-28,38,38,False,0.38,14.44
2009-12-29,50,50,False,0.5,25.0
2009-12-30,100,100,False,1.0,100.0
2009-12-31,55,55,False,0.55,30.250000000000004
2010-01-01,0,0,False,0.0,0.0
2010-01-02,55,55,False,0.55,30.250000000000004
2010-01-03,43,43,False,0.43,18.49
2010-01-04,52,52,False,0.52,27.04
2010-01-05,52,52,False,0.52,27.04
2010-01-06,59,59,False,0.59,34.809999999999995
2010-01-07,22,22,False,0.22,4.84
2010-01-08,52,52,False,0.52,27.04
2010-01-09,52,52,False,0.52,27.04
2010-01-10,11,11,False,0.11,1.21
2010-01-11,66,66,False,0.66,43.56
2010-01-12,42,42,False,0.42,17.64
2010-01-13,35,35,False,0.35,12.25
2010-01-14,72,72,False,0.72,51.839999999999996
2010-01-15,23,23,False,0.23,5.29
2010-01-16,42,42,False,0.42,17.64
2010-01-17,0,0,False,0.0,0.0
2010-01-18,39,39,False,0.39,15.21
2010-01-19,28,28,False,0.28,7.840000000000001
2010-01-20,69,69,False,0.69,47.61
2010-01-21,56,56,False,0.56,31.360000000000003
2010-01-22,37,37,False,0.37,13.69
2010-01-23,51,51,False,0.51,26.01
2010-01-24,61,61,False,0.61,37.21
2010-01-25,28,28,False,0.28,7.840000000000001
2010-01-26,48,48,False,0.48,23.04
2010-01-27,34,34,False,0.34,11.56
2010-01-28,20,20,False,0.2,4.0
2010-01-29,22,22,False,0.22,4.84
2010-01-30,39,39,False,0.39,15.21
2010-01-31,100,100,False,1.0,100.0
2010-02-01,30,30,False,0.3,9.0
2010-02-02,37,37,False,0.37,13.69
2010-02-03,37,37,False,0.37,13.69
2010-02-04,53,53,False,0.53,28.09
2010-02-05,8,8,False,0.08,0.64
2010-02-06,53,53,False,0.53,28.09
2010-02-07,66,66,False,0.66,43.56
2010-02-08,95,95,False,0.95,90.25
2010-02-09,59,59,False,0.59,34.809999999999995
2010-02-10,37,37,False,0.37,13.69
2010-02-11,54,54,False,0.54,29.160000000000004
2010-02-12,73,73,False,0.73,53.29
2010-02-13,11,11,False,0.11,1.21
2010-02-14,35,35,False,0.35,12.25
2010-02-15,43,43,False,0.43,18.49
2010-02-16,76,76,False,0.76,57.76
2010-02-17,76,76,False,0.76,57.76
2010-02-18,31,31,False,0.31,9.61
2010-02-19,48,48,False,0.48,23.04
2010-02-20,44,44,False,0.44,19.36
2010-02-21,100,100,False,1.0,100.0
2010-02-22,76,76,False,0.76,57.76
2010-02-23,89,89,False,0.89,79.21000000000001
2010-02-24,29,29,False,0.29,8.41
2010-02-25,45,45,False,0.45,20.25
2010-02-26,32,32,False,0.32,10.24
2010-02-27,65,65,False,0.65,42.25
2010-02-28,22,22,False,0.22,4.84
2010-03-01,43,43,False,0.43,18.49
2010-03-02,100,100,False,1.0,100.0
2010-03-03,42,42,False,0.42,17.64
2010-03-04,35,35,False,0.35,12.25
2010-03-05,74,74,False,0.74,54.76
2010-03-06,65,65,False,0.65,42.25
2010-03-07,52,52,False,0.52,27.04
2010-03-08,86,86,False,0.86,73.96
2010-03-09,51,51,False,0.51,26.01
2010-03-10,77,77,False,0.77,59.29
2010-03-11,61,61,False,0.61,37.21
2010-03-12,45,45,False,0.45,20.25
2010-03-13,13,13,False,0.13,1.69
2010-03-14,76,76,False,0.76,57.76
2010-03-15,62,62,False,0.62,38.44
2010-03-16,52,52,False,0.52,27.04
2010-03-17,63,63,False,0.63,39.69
2010-03-18,55,55,False,0.55,30.250000000000004
2010-03-19,47,47,False,0.47,22.09
2010-03-20,40,40,False,0.4,16.0
2010-03-21,90,90,False,0.9,81.0
2010-03-22,60,60,False,0.6,36.0
2010-03-23,51,51,False,0.51,26.01
2010-03-24,96,96,False,0.96,92.16
2010-03-25,44,44,False,0.44,19.36
2010-03-26,55,55,False,0.55,30.250000000000004
2010-03-27,39,39,False,0.39,15.21
2010-03-28,39,39,False,0.39,15.21
2010-03-29,52,52,False,0.52,27.04
2010-03-30,43,43,False,0.43,18.49
2010-03-31,53,53,False,0.53,28.09
2010-04-01,75,75,False,0.75,56.25
2010-04-02,58,58,False,0.58,33.64
2010-04-03,37,37,False,0.37,13.69
2010-04-04,66,66,False,0.66,43.56
2010-04-05,90,90,False,0.9,81.0
2010-04-06,86,86,False,0.86,73.96
2010-04-07,55,55,False,0.55,30.250000000000004
2010-04-08,48,48,False,0.48,23.04
2010-04-09,34,34,False,0.34,11.56
2010-04-10,47,47,False,0.47,22.09
2010-04-11,71,71,False,0.71,50.41
2010-04-12,31,31,False,0.31,9.61
2010-04-13,30,30,False,0.3,9.0
2010-04-14,69,69,False,0.69,47.61
2010-04-15,100,100,False,1.0,100.0
2010-04-16,32,32,False,0.32,10.24
2010-04-17,24,24,False,0.24,5.76
2010-04-18,23,23,False,0.23,5.29
2010-04-19,31,31,False,0.31,9.61
2010-04-20,37,37,False,0.37,13.69
2010-04-21,77,77,False,0.77,59.29
2010-04-22,15,15,False,0.15,2.25
2010-04-23,41,41,False,0.41,16.81
2010-04-24,69,69,False,0.69,47.61
2010-04-25,68,68,False,0.68,46.24
2010-04-26,52,52,False,0.52,27.04
2010-04-27,37,37,False,0.37,13.69
2010-04-28,31,31,False,0.31,9.61
2010-04-29,72,72,False,0.72,51.839999999999996
2010-04-30,59,59,False,0.59,34.809999999999995
2010-05-01,40,40,False,0.4,16.0
2010-05-02,39,39,False,0.39,15.21
2010-05-03,41,41,False,0.41,16.81
2010-05-04,31,31,False,0.31,9.61
2010-05-05,21,21,False,0.21,4.41
2010-05-06,32,32,False,0.32,10.24
2010-05-07,28,28,False,0.28,7.840000000000001
2010-05-08,16,16,False,0.16,2.56
2010-05-09,100,100,False,1.0,100.0
2010-05-10,52,52,False,0.52,27.04
2010-05-11,15,15,False,0.15,2.25
2010-05-12,26,26,False,0.26,6.76
2010-05-13,26,26,False,0.26,6.76
2010-05-14,57,57,False,0.57,32.489999999999995
2010-05-15,42,42,False,0.42,17.64
2010-05-16,58,58,False,0.58,33.64
2010-05-17,16,16,False,0.16,2.56
2010-05-18,36,36,False,0.36,12.959999999999999
2010-05-19,36,36,False,0.36,12.959999999999999
2010-05-20,33,33,False,0.33,10.89
