date,DEFAULT_unscaled,DEFAULT_monthly,isPartial,scale,DEFAULT
2016-03-23,90,51.0,,0.51,45.9
2016-03-24,88,51.0,,0.51,44.88
2016-03-25,75,51.0,,0.51,38.25
2016-03-26,52,51.0,,0.51,26.52
2016-03-27,63,51.0,,0.51,32.13
2016-03-28,92,51.0,,0.51,46.92
2016-03-29,90,51.0,,0.51,45.9
2016-03-30,94,51.0,,0.51,47.94
2016-03-31,98,51.0,,0.51,49.980000000000004
2016-04-01,77,51.0,False,0.51,39.27
2016-04-02,52,51.0,,0.51,26.52
2016-04-03,54,51.0,,0.51,27.54
2016-04-04,83,51.0,,0.51,42.33
2016-04-05,90,51.0,,0.51,45.9
2016-04-06,91,51.0,,0.51,46.410000000000004
2016-04-07,98,51.0,,0.51,49.980000000000004
2016-04-08,84,51.0,,0.51,42.84
2016-04-09,59,51.0,,0.51,30.09
2016-04-10,57,51.0,,0.51,29.07
2016-04-11,76,51.0,,0.51,38.76
2016-04-12,91,51.0,,0.51,46.410000000000004
2016-04-13,100,51.0,,0.51,51.0
2016-04-14,90,51.0,,0.51,45.9
2016-04-15,84,51.0,,0.51,42.84
2016-04-16,63,51.0,,0.51,32.13
2016-04-17,55,51.0,,0.51,28.05
2016-04-18,86,51.0,,0.51,43.86
2016-04-19,87,51.0,,0.51,44.37
2016-04-20,85,51.0,,0.51,43.35
2016-04-21,83,51.0,,0.51,42.33
2016-04-22,87,51.0,,0.51,44.37
2016-04-23,55,51.0,,0.51,28.05
2016-04-24,56,51.0,,0.51,28.560000000000002
2016-04-25,85,51.0,,0.51,43.35
2016-04-26,88,51.0,,0.51,44.88
2016-04-27,89,51.0,,0.51,45.39
2016-04-28,94,51.0,,0.51,47.94
2016-04-29,82,51.0,,0.51,41.82
2016-04-30,56,51.0,,0.51,28.560000000000002
2016-05-01,65,49.0,False,0.49,31.849999999999998
2016-05-02,90,49.0,,0.49,44.1
2016-05-03,91,49.0,,0.49,44.589999999999996
2016-05-04,95,49.0,,0.49,46.55
2016-05-05,91,49.0,,0.49,44.589999999999996
2016-05-06,84,49.0,,0.49,41.16
2016-05-07,54,49.0,,0.49,26.46
2016-05-08,47,49.0,,0.49,23.03
2016-05-09,100,49.0,,0.49,49.0
2016-05-10,96,49.0,,0.49,47.04
2016-05-11,81,49.0,,0.49,39.69
2016-05-12,92,49.0,,0.49,45.08
2016-05-13,88,49.0,,0.49,43.12
2016-05-14,55,49.0,,0.49,26.95
2016-05-15,51,49.0,,0.49,24.99
2016-05-16,94,49.0,,0.49,46.06
2016-05-17,83,49.0,,0.49,40.67
2016-05-18,84,49.0,,0.49,41.16
2016-05-19,97,49.0,,0.49,47.53
2016-05-20,79,49.0,,0.49,38.71
2016-05-21,51,49.0,,0.49,24.99
2016-05-22,48,49.0,,0.49,23.52
2016-05-23,80,49.0,,0.49,39.2
2016-05-24,100,49.0,,0.49,49.0
2016-05-25,89,49.0,,0.49,43.61
2016-05-26,83,49.0,,0.49,40.67
2016-05-27,82,49.0,,0.49,40.18
2016-05-28,48,49.0,,0.49,23.52
2016-05-29,56,49.0,,0.49,27.439999999999998
2016-05-30,61,49.0,,0.49,29.89
2016-05-31,76,49.0,,0.49,37.24
2016-06-01,94,51.0,False,0.51,47.94
2016-06-02,74,51.0,,0.51,37.74
2016-06-03,79,51.0,,0.51,40.29
2016-06-04,47,51.0,,0.51,23.97
2016-06-05,52,51.0,,0.51,26.52
2016-06-06,88,51.0,,0.51,44.88
2016-06-07,82,51.0,,0.51,41.82
2016-06-08,87,51.0,,0.51,44.37
2016-06-09,91,51.0,,0.51,46.410000000000004
2016-06-10,79,51.0,,0.51,40.29
2016-06-11,50,51.0,,0.51,25.5
2016-06-12,56,51.0,,0.51,28.560000000000002
2016-06-13,84,51.0,,0.51,42.84
2016-06-14,85,51.0,,0.51,43.35
2016-06-15,92,51.0,,0.51,46.92
2016-06-16,90,51.0,,0.51,45.9
2016-06-17,87,51.0,,0.51,44.37
2016-06-18,56,51.0,,0.51,28.560000000000002
2016-06-19,60,51.0,,0.51,30.6
2016-06-20,89,51.0,,0.51,45.39
2016-06-21,96,51.0,,0.51,48.96
2016-06-22,94,51.0,,0.51,47.94
2016-06-23,100,51.0,,0.51,51.0
2016-06-24,91,51.0,,0.51,46.410000000000004
2016-06-25,46,51.0,,0.51,23.46
2016-06-26,56,51.0,,0.51,28.560000000000002
2016-06-27,82,51.0,,0.51,41.82
2016-06-28,91,51.0,,0.51,46.410000000000004
2016-06-29,87,51.0,,0.51,44.37
2016-06-30,87,51.0,,0.51,44.37
2016-07-01,72,46.0,False,0.46,33.120000000000005
2016-07-02,51,46.0,,0.46,23.46
2016-07-03,50,46.0,,0.46,23.0
2016-07-04,51,46.0,,0.46,23.46
2016-07-05,75,46.0,,0.46,34.5
2016-07-06,91,46.0,,0.46,41.86
2016-07-07,89,46.0,,0.46,40.940000000000005
2016-07-08,78,46.0,,0.46,35.88
2016-07-09,47,46.0,,0.46,21.62
2016-07-10,47,46.0,,0.46,21.62
2016-07-11,82,46.0,,0.46,37.72
2016-07-12,95,46.0,,0.46,43.7
2016-07-13,99,46.0,,0.46,45.54
2016-07-14,78,46.0,,0.46,35.88
2016-07-15,86,46.0,,0.46,39.56
2016-07-16,54,46.0,,0.46,24.84
2016-07-17,44,46.0,,0.46,20.240000000000002
2016-07-18,79,46.0,,0.46,36.34
2016-07-19,96,46.0,,0.46,44.160000000000004
2016-07-20,91,46.0,,0.46,41.86
2016-07-21,96,46.0,,0.46,44.160000000000004
2016-07-22,69,46.0,,0.46,31.740000000000002
2016-07-23,53,46.0,,0.46,24.380000000000003
2016-07-24,47,46.0,,0.46,21.62
2016-07-25,80,46.0,,0.46,36.800000000000004
2016-07-26,83,46.0,,0.46,38.18
2016-07-27,87,46.0,,0.46,40.02
2016-07-28,100,46.0,,0.46,46.0
2016-07-29,77,46.0,,0.46,35.42
2016-07-30,55,46.0,,0.46,25.3
2016-07-31,52,46.0,,0.46,23.92
2016-08-01,82,48.0,False,0.48,39.36
2016-08-02,100,48.0,,0.48,48.0
2016-08-03,99,48.0,,0.48,47.519999999999996
2016-08-04,85,48.0,,0.48,40.8
2016-08-05,73,48.0,,0.48,35.04
2016-08-06,54,48.0,,0.48,25.919999999999998
2016-08-07,46,48.0,,0.48,22.08
2016-08-08,81,48.0,,0.48,38.879999999999995
2016-08-09,74,48.0,,0.48,35.519999999999996
2016-08-10,79,48.0,,0.48,37.92
2016-08-11,94,48.0,,0.48,45.12
2016-08-12,75,48.0,,0.48,36.0
2016-08-13,47,48.0,,0.48,22.56
2016-08-14,32,48.0,,0.48,15.36
2016-08-15,77,48.0,,0.48,36.96
2016-08-16,84,48.0,,0.48,40.32
2016-08-17,82,48.0,,0.48,39.36
2016-08-18,97,48.0,,0.48,46.559999999999995
2016-08-19,85,48.0,,0.48,40.8
2016-08-20,49,48.0,,0.48,23.52
2016-08-21,46,48.0,,0.48,22.08
2016-08-22,88,48.0,,0.48,42.239999999999995
2016-08-23,93,48.0,,0.48,44.64
2016-08-24,85,48.0,,0.48,40.8
2016-08-25,77,48.0,,0.48,36.96
2016-08-26,79,48.0,,0.48,37.92
2016-08-27,49,48.0,,0.48,23.52
2016-08-28,50,48.0,,0.48,24.0
2016-08-29,84,48.0,,0.48,40.32
2016-08-30,86,48.0,,0.48,41.28
2016-08-31,78,48.0,,0.48,37.44
2016-09-01,84,46.0,False,0.46,38.64
2016-09-02,67,46.0,,0.46,30.82
2016-09-03,48,46.0,,0.46,22.080000000000002
2016-09-04,50,46.0,,0.46,23.0
2016-09-05,49,46.0,,0.46,22.540000000000003
2016-09-06,75,46.0,,0.46,34.5
2016-09-07,88,46.0,,0.46,40.480000000000004
2016-09-08,80,46.0,,0.46,36.800000000000004
2016-09-09,86,46.0,,0.46,39.56
2016-09-10,42,46.0,,0.46,19.32
2016-09-11,47,46.0,,0.46,21.62
2016-09-12,73,46.0,,0.46,33.58
2016-09-13,84,46.0,,0.46,38.64
2016-09-14,87,46.0,,0.46,40.02
2016-09-15,90,46.0,,0.46,41.4
2016-09-16,75,46.0,,0.46,34.5
2016-09-17,52,46.0,,0.46,23.92
2016-09-18,47,46.0,,0.46,21.62
2016-09-19,78,46.0,,0.46,35.88
2016-09-20,88,46.0,,0.46,40.480000000000004
2016-09-21,100,46.0,,0.46,46.0
2016-09-22,93,46.0,,0.46,42.78
2016-09-23,87,46.0,,0.46,40.02
2016-09-24,49,46.0,,0.46,22.540000000000003
2016-09-25,52,46.0,,0.46,23.92
2016-09-26,83,46.0,,0.46,38.18
2016-09-27,84,46.0,,0.46,38.64
2016-09-28,90,46.0,,0.46,41.4
2016-09-29,80,46.0,,0.46,36.800000000000004
2016-09-30,81,46.0,,0.46,37.260000000000005
2016-10-01,50,45.0,False,0.45,22.5
2016-10-02,55,45.0,,0.45,24.75
2016-10-03,86,45.0,,0.45,38.7
2016-10-04,85,45.0,,0.45,38.25
2016-10-05,84,45.0,,0.45,37.800000000000004
2016-10-06,79,45.0,,0.45,35.550000000000004
2016-10-07,72,45.0,,0.45,32.4
2016-10-08,49,45.0,,0.45,22.05
2016-10-09,41,45.0,,0.45,18.45
2016-10-10,85,45.0,,0.45,38.25
2016-10-11,93,45.0,,0.45,41.85
2016-10-12,78,45.0,,0.45,35.1
2016-10-13,79,45.0,,0.45,35.550000000000004
2016-10-14,79,45.0,,0.45,35.550000000000004
2016-10-15,50,45.0,,0.45,22.5
2016-10-16,50,45.0,,0.45,22.5
2016-10-17,83,45.0,,0.45,37.35
2016-10-18,90,45.0,,0.45,40.5
2016-10-19,86,45.0,,0.45,38.7
2016-10-20,84,45.0,,0.45,37.800000000000004
2016-10-21,86,45.0,,0.45,38.7
2016-10-22,49,45.0,,0.45,22.05
2016-10-23,42,45.0,,0.45,18.900000000000002
2016-10-24,92,45.0,,0.45,41.4
2016-10-25,100,45.0,,0.45,45.0
2016-10-26,87,45.0,,0.45,39.15
2016-10-27,85,45.0,,0.45,38.25
2016-10-28,74,45.0,,0.45,33.300000000000004
2016-10-29,52,45.0,,0.45,23.400000000000002
2016-10-30,57,45.0,,0.45,25.650000000000002
2016-10-31,84,45.0,,0.45,37.800000000000004
2016-11-01,80,45.0,False,0.45,36.0
2016-11-02,83,45.0,,0.45,37.35
2016-11-03,82,45.0,,0.45,36.9
2016-11-04,79,45.0,,0.45,35.550000000000004
2016-11-05,50,45.0,,0.45,22.5
2016-11-06,45,45.0,,0.45,20.25
2016-11-07,86,45.0,,0.45,38.7
2016-11-08,77,45.0,,0.45,34.65
2016-11-09,54,45.0,,0.45,24.3
2016-11-10,83,45.0,,0.45,37.35
2016-11-11,71,45.0,,0.45,31.95
2016-11-12,50,45.0,,0.45,22.5
2016-11-13,51,45.0,,0.45,22.95
2016-11-14,89,45.0,,0.45,40.050000000000004
2016-11-15,85,45.0,,0.45,38.25
2016-11-16,92,45.0,,0.45,41.4
2016-11-17,100,45.0,,0.45,45.0
2016-11-18,76,45.0,,0.45,34.2
2016-11-19,50,45.0,,0.45,22.5
2016-11-20,59,45.0,,0.45,26.55
2016-11-21,80,45.0,,0.45,36.0
2016-11-22,93,45.0,,0.45,41.85
2016-11-23,80,45.0,,0.45,36.0
2016-11-24,45,45.0,,0.45,20.25
2016-11-25,52,45.0,,0.45,23.400000000000002
2016-11-26,52,45.0,,0.45,23.400000000000002
2016-11-27,58,45.0,,0.45,26.1
2016-11-28,83,45.0,,0.45,37.35
2016-11-29,82,45.0,,0.45,36.9
2016-11-30,88,45.0,,0.45,39.6
2016-12-01,100,44.0,False,0.44,44.0
2016-12-02,81,44.0,,0.44,35.64
2016-12-03,51,44.0,,0.44,22.44
2016-12-04,47,44.0,,0.44,20.68
2016-12-05,76,44.0,,0.44,33.44
2016-12-06,77,44.0,,0.44,33.88
2016-12-07,84,44.0,,0.44,36.96
2016-12-08,79,44.0,,0.44,34.76
2016-12-09,78,44.0,,0.44,34.32
2016-12-10,53,44.0,,0.44,23.32
2016-12-11,45,44.0,,0.44,19.8
2016-12-12,75,44.0,,0.44,33.0
2016-12-13,86,44.0,,0.44,37.84
2016-12-14,75,44.0,,0.44,33.0
2016-12-15,88,44.0,,0.44,38.72
2016-12-16,72,44.0,,0.44,31.68
2016-12-17,56,44.0,,0.44,24.64
2016-12-18,51,44.0,,0.44,22.44
2016-12-19,70,44.0,,0.44,30.8
2016-12-20,74,44.0,,0.44,32.56
2016-12-21,84,44.0,,0.44,36.96
2016-12-22,82,44.0,,0.44,36.08
2016-12-23,64,44.0,,0.44,28.16
2016-12-24,40,44.0,,0.44,17.6
2016-12-25,48,44.0,,0.44,21.12
2016-12-26,50,44.0,,0.44,22.0
2016-12-27,60,44.0,,0.44,26.4
2016-12-28,75,44.0,,0.44,33.0
2016-12-29,73,44.0,,0.44,32.12
2016-12-30,68,44.0,,0.44,29.92
2016-12-31,37,44.0,,0.44,16.28
2017-01-01,42,48.0,False,0.48,20.16
2017-01-02,50,48.0,,0.48,24.0
2017-01-03,79,48.0,,0.48,37.92
2017-01-04,89,48.0,,0.48,42.72
2017-01-05,89,48.0,,0.48,42.72
2017-01-06,79,48.0,,0.48,37.92
2017-01-07,58,48.0,,0.48,27.84
2017-01-08,41,48.0,,0.48,19.68
2017-01-09,80,48.0,,0.48,38.4
2017-01-10,92,48.0,,0.48,44.16
2017-01-11,94,48.0,,0.48,45.12
2017-01-12,99,48.0,,0.48,47.519999999999996
2017-01-13,78,48.0,,0.48,37.44
2017-01-14,47,48.0,,0.48,22.56
2017-01-15,52,48.0,,0.48,24.96
2017-01-16,72,48.0,,0.48,34.56
2017-01-17,85,48.0,,0.48,40.8
2017-01-18,91,48.0,,0.48,43.68
2017-01-19,95,48.0,,0.48,45.6
2017-01-20,78,48.0,,0.48,37.44
2017-01-21,49,48.0,,0.48,23.52
2017-01-22,63,48.0,,0.48,30.24
2017-01-23,83,48.0,,0.48,39.839999999999996
2017-01-24,100,48.0,,0.48,48.0
2017-01-25,94,48.0,,0.48,45.12
2017-01-26,89,48.0,,0.48,42.72
2017-01-27,86,48.0,,0.48,41.28
2017-01-28,53,48.0,,0.48,25.439999999999998
2017-01-29,53,48.0,,0.48,25.439999999999998
2017-01-30,88,48.0,,0.48,42.239999999999995
2017-01-31,79,48.0,,0.48,37.92
2017-02-01,100,50.0,False,0.5,50.0
2017-02-02,82,50.0,,0.5,41.0
2017-02-03,93,50.0,,0.5,46.5
2017-02-04,59,50.0,,0.5,29.5
2017-02-05,53,50.0,,0.5,26.5
2017-02-06,76,50.0,,0.5,38.0
2017-02-07,90,50.0,,0.5,45.0
2017-02-08,97,50.0,,0.5,48.5
2017-02-09,81,50.0,,0.5,40.5
2017-02-10,84,50.0,,0.5,42.0
2017-02-11,60,50.0,,0.5,30.0
2017-02-12,53,50.0,,0.5,26.5
2017-02-13,83,50.0,,0.5,41.5
2017-02-14,84,50.0,,0.5,42.0
2017-02-15,86,50.0,,0.5,43.0
2017-02-16,93,50.0,,0.5,46.5
2017-02-17,84,50.0,,0.5,42.0
2017-02-18,54,50.0,,0.5,27.0
2017-02-19,48,50.0,,0.5,24.0
2017-02-20,69,50.0,,0.5,34.5
2017-02-21,90,50.0,,0.5,45.0
2017-02-22,87,50.0,,0.5,43.5
2017-02-23,93,50.0,,0.5,46.5
2017-02-24,82,50.0,,0.5,41.0
2017-02-25,51,50.0,,0.5,25.5
2017-02-26,52,50.0,,0.5,26.0
2017-02-27,86,50.0,,0.5,43.0
2017-02-28,87,50.0,,0.5,43.5
2017-03-01,93,48.0,False,0.48,44.64
2017-03-02,87,48.0,,0.48,41.76
2017-03-03,96,48.0,,0.48,46.08
2017-03-04,62,48.0,,0.48,29.759999999999998
2017-03-05,57,48.0,,0.48,27.36
2017-03-06,91,48.0,,0.48,43.68
2017-03-07,94,48.0,,0.48,45.12
2017-03-08,93,48.0,,0.48,44.64
2017-03-09,94,48.0,,0.48,45.12
2017-03-10,84,48.0,,0.48,40.32
2017-03-11,59,48.0,,0.48,28.32
2017-03-12,53,48.0,,0.48,25.439999999999998
2017-03-13,83,48.0,,0.48,39.839999999999996
2017-03-14,89,48.0,,0.48,42.72
2017-03-15,94,48.0,,0.48,45.12
2017-03-16,88,48.0,,0.48,42.239999999999995
2017-03-17,82,48.0,,0.48,39.36
2017-03-18,54,48.0,,0.48,25.919999999999998
2017-03-19,52,48.0,,0.48,24.96
2017-03-20,85,48.0,,0.48,40.8
2017-03-21,97,48.0,,0.48,46.559999999999995
2017-03-22,88,48.0,,0.48,42.239999999999995
2017-03-23,92,48.0,,0.48,44.16
2017-03-24,85,48.0,,0.48,40.8
2017-03-25,53,48.0,,0.48,25.439999999999998
2017-03-26,63,48.0,,0.48,30.24
2017-03-27,77,48.0,,0.48,36.96
2017-03-28,83,48.0,,0.48,39.839999999999996
2017-03-29,94,48.0,,0.48,45.12
2017-03-30,100,48.0,,0.48,48.0
2017-03-31,85,48.0,,0.48,40.8
2017-04-01,45,46.0,False,0.46,20.7
2017-04-02,54,46.0,,0.46,24.84
2017-04-03,74,46.0,,0.46,34.04
2017-04-04,96,46.0,,0.46,44.160000000000004
2017-04-05,97,46.0,,0.46,44.620000000000005
2017-04-06,90,46.0,,0.46,41.4
2017-04-07,78,46.0,,0.46,35.88
2017-04-08,51,46.0,,0.46,23.46
2017-04-09,55,46.0,,0.46,25.3
2017-04-10,87,46.0,,0.46,40.02
2017-04-11,90,46.0,,0.46,41.4
2017-04-12,100,46.0,,0.46,46.0
2017-04-13,86,46.0,,0.46,39.56
2017-04-14,80,46.0,,0.46,36.800000000000004
2017-04-15,51,46.0,,0.46,23.46
2017-04-16,56,46.0,,0.46,25.76
2017-04-17,81,46.0,,0.46,37.260000000000005
2017-04-18,92,46.0,,0.46,42.32
2017-04-19,80,46.0,,0.46,36.800000000000004
2017-04-20,90,46.0,,0.46,41.4
2017-04-21,88,46.0,,0.46,40.480000000000004
2017-04-22,58,46.0,,0.46,26.68
2017-04-23,45,46.0,,0.46,20.7
2017-04-24,80,46.0,,0.46,36.800000000000004
2017-04-25,95,46.0,,0.46,43.7
2017-04-26,83,46.0,,0.46,38.18
2017-04-27,94,46.0,,0.46,43.24
2017-04-28,85,46.0,,0.46,39.1
2017-04-29,49,46.0,,0.46,22.540000000000003
2017-04-30,43,46.0,,0.46,19.78
2017-05-01,84,46.0,False,0.46,38.64
2017-05-02,84,46.0,,0.46,38.64
2017-05-03,97,46.0,,0.46,44.620000000000005
2017-05-04,89,46.0,,0.46,40.940000000000005
2017-05-05,88,46.0,,0.46,40.480000000000004
2017-05-06,54,46.0,,0.46,24.84
2017-05-07,56,46.0,,0.46,25.76
2017-05-08,87,46.0,,0.46,40.02
2017-05-09,93,46.0,,0.46,42.78
2017-05-10,97,46.0,,0.46,44.620000000000005
2017-05-11,82,46.0,,0.46,37.72
2017-05-12,85,46.0,,0.46,39.1
2017-05-13,50,46.0,,0.46,23.0
2017-05-14,46,46.0,,0.46,21.16
2017-05-15,86,46.0,,0.46,39.56
2017-05-16,100,46.0,,0.46,46.0
2017-05-17,90,46.0,,0.46,41.4
2017-05-18,85,46.0,,0.46,39.1
2017-05-19,83,46.0,,0.46,38.18
2017-05-20,49,46.0,,0.46,22.540000000000003
2017-05-21,49,46.0,,0.46,22.540000000000003
2017-05-22,80,46.0,,0.46,36.800000000000004
2017-05-23,92,46.0,,0.46,42.32
2017-05-24,88,46.0,,0.46,40.480000000000004
2017-05-25,81,46.0,,0.46,37.260000000000005
2017-05-26,72,46.0,,0.46,33.120000000000005
2017-05-27,49,46.0,,0.46,22.540000000000003
2017-05-28,43,46.0,,0.46,19.78
2017-05-29,52,46.0,,0.46,23.92
2017-05-30,84,46.0,,0.46,38.64
2017-05-31,85,46.0,,0.46,39.1
2017-06-01,87,45.0,False,0.45,39.15
2017-06-02,89,45.0,,0.45,40.050000000000004
2017-06-03,42,45.0,,0.45,18.900000000000002
2017-06-04,42,45.0,,0.45,18.900000000000002
2017-06-05,91,45.0,,0.45,40.95
2017-06-06,96,45.0,,0.45,43.2
2017-06-07,94,45.0,,0.45,42.300000000000004
2017-06-08,93,45.0,,0.45,41.85
2017-06-09,83,45.0,,0.45,37.35
2017-06-10,45,45.0,,0.45,20.25
2017-06-11,50,45.0,,0.45,22.5
2017-06-12,90,45.0,,0.45,40.5
2017-06-13,85,45.0,,0.45,38.25
2017-06-14,87,45.0,,0.45,39.15
2017-06-15,97,45.0,,0.45,43.65
2017-06-16,80,45.0,,0.45,36.0
2017-06-17,57,45.0,,0.45,25.650000000000002
2017-06-18,53,45.0,,0.45,23.85
2017-06-19,95,45.0,,0.45,42.75
2017-06-20,100,45.0,,0.45,45.0
2017-06-21,93,45.0,,0.45,41.85
2017-06-22,85,45.0,,0.45,38.25
2017-06-23,77,45.0,,0.45,34.65
2017-06-24,48,45.0,,0.45,21.6
2017-06-25,48,45.0,,0.45,21.6
2017-06-26,91,45.0,,0.45,40.95
2017-06-27,93,45.0,,0.45,41.85
2017-06-28,99,45.0,,0.45,44.550000000000004
2017-06-29,93,45.0,,0.45,41.85
2017-06-30,74,45.0,,0.45,33.300000000000004
2017-07-01,54,45.0,False,0.45,24.3
2017-07-02,39,45.0,,0.45,17.55
2017-07-03,65,45.0,,0.45,29.25
2017-07-04,54,45.0,,0.45,24.3
2017-07-05,76,45.0,,0.45,34.2
2017-07-06,87,45.0,,0.45,39.15
2017-07-07,85,45.0,,0.45,38.25
2017-07-08,46,45.0,,0.45,20.7
2017-07-09,48,45.0,,0.45,21.6
2017-07-10,85,45.0,,0.45,38.25
2017-07-11,85,45.0,,0.45,38.25
2017-07-12,85,45.0,,0.45,38.25
2017-07-13,84,45.0,,0.45,37.800000000000004
2017-07-14,79,45.0,,0.45,35.550000000000004
2017-07-15,61,45.0,,0.45,27.45
2017-07-16,53,45.0,,0.45,23.85
2017-07-17,87,45.0,,0.45,39.15
2017-07-18,91,45.0,,0.45,40.95
2017-07-19,82,45.0,,0.45,36.9
2017-07-20,98,45.0,,0.45,44.1
2017-07-21,90,45.0,,0.45,40.5
2017-07-22,57,45.0,,0.45,25.650000000000002
2017-07-23,50,45.0,,0.45,22.5
2017-07-24,92,45.0,,0.45,41.4
2017-07-25,100,45.0,,0.45,45.0
2017-07-26,93,45.0,,0.45,41.85
2017-07-27,84,45.0,,0.45,37.800000000000004
2017-07-28,84,45.0,,0.45,37.800000000000004
2017-07-29,47,45.0,,0.45,21.150000000000002
2017-07-30,45,45.0,,0.45,20.25
2017-07-31,78,45.0,,0.45,35.1
2017-08-01,92,46.0,False,0.46,42.32
2017-08-02,90,46.0,,0.46,41.4
2017-08-03,94,46.0,,0.46,43.24
2017-08-04,90,46.0,,0.46,41.4
2017-08-05,48,46.0,,0.46,22.080000000000002
2017-08-06,45,46.0,,0.46,20.7
2017-08-07,93,46.0,,0.46,42.78
2017-08-08,91,46.0,,0.46,41.86
2017-08-09,90,46.0,,0.46,41.4
2017-08-10,100,46.0,,0.46,46.0
2017-08-11,83,46.0,,0.46,38.18
2017-08-12,54,46.0,,0.46,24.84
2017-08-13,47,46.0,,0.46,21.62
2017-08-14,76,46.0,,0.46,34.96
2017-08-15,92,46.0,,0.46,42.32
2017-08-16,98,46.0,,0.46,45.080000000000005
2017-08-17,86,46.0,,0.46,39.56
2017-08-18,78,46.0,,0.46,35.88
2017-08-19,49,46.0,,0.46,22.540000000000003
2017-08-20,47,46.0,,0.46,21.62
2017-08-21,72,46.0,,0.46,33.120000000000005
2017-08-22,89,46.0,,0.46,40.940000000000005
2017-08-23,85,46.0,,0.46,39.1
2017-08-24,94,46.0,,0.46,43.24
2017-08-25,86,46.0,,0.46,39.56
2017-08-26,51,46.0,,0.46,23.46
2017-08-27,40,46.0,,0.46,18.400000000000002
2017-08-28,83,46.0,,0.46,38.18
2017-08-29,95,46.0,,0.46,43.7
2017-08-30,98,46.0,,0.46,45.080000000000005
2017-08-31,93,46.0,,0.46,42.78
2017-09-01,73,45.0,False,0.45,32.85
2017-09-02,41,45.0,,0.45,18.45
2017-09-03,41,45.0,,0.45,18.45
2017-09-04,47,45.0,,0.45,21.150000000000002
2017-09-05,74,45.0,,0.45,33.300000000000004
2017-09-06,82,45.0,,0.45,36.9
2017-09-07,81,45.0,,0.45,36.45
2017-09-08,67,45.0,,0.45,30.150000000000002
2017-09-09,40,45.0,,0.45,18.0
2017-09-10,53,45.0,,0.45,23.85
2017-09-11,77,45.0,,0.45,34.65
2017-09-12,77,45.0,,0.45,34.65
2017-09-13,87,45.0,,0.45,39.15
2017-09-14,76,45.0,,0.45,34.2
2017-09-15,79,45.0,,0.45,35.550000000000004
2017-09-16,46,45.0,,0.45,20.7
2017-09-17,47,45.0,,0.45,21.150000000000002
2017-09-18,76,45.0,,0.45,34.2
2017-09-19,87,45.0,,0.45,39.15
2017-09-20,82,45.0,,0.45,36.9
2017-09-21,85,45.0,,0.45,38.25
2017-09-22,83,45.0,,0.45,37.35
2017-09-23,45,45.0,,0.45,20.25
2017-09-24,45,45.0,,0.45,20.25
2017-09-25,77,45.0,,0.45,34.65
2017-09-26,88,45.0,,0.45,39.6
2017-09-27,100,45.0,,0.45,45.0
2017-09-28,92,45.0,,0.45,41.4
2017-09-29,69,45.0,,0.45,31.05
2017-09-30,48,45.0,,0.45,21.6
2017-10-01,43,46.0,False,0.46,19.78
2017-10-02,81,46.0,,0.46,37.260000000000005
2017-10-03,85,46.0,,0.46,39.1
2017-10-04,90,46.0,,0.46,41.4
2017-10-05,84,46.0,,0.46,38.64
2017-10-06,92,46.0,,0.46,42.32
2017-10-07,50,46.0,,0.46,23.0
2017-10-08,51,46.0,,0.46,23.46
2017-10-09,77,46.0,,0.46,35.42
2017-10-10,83,46.0,,0.46,38.18
2017-10-11,90,46.0,,0.46,41.4
2017-10-12,100,46.0,,0.46,46.0
2017-10-13,88,46.0,,0.46,40.480000000000004
2017-10-14,46,46.0,,0.46,21.16
2017-10-15,54,46.0,,0.46,24.84
2017-10-16,83,46.0,,0.46,38.18
2017-10-17,94,46.0,,0.46,43.24
2017-10-18,81,46.0,,0.46,37.260000000000005
2017-10-19,91,46.0,,0.46,41.86
2017-10-20,83,46.0,,0.46,38.18
2017-10-21,48,46.0,,0.46,22.080000000000002
2017-10-22,48,46.0,,0.46,22.080000000000002
2017-10-23,75,46.0,,0.46,34.5
2017-10-24,90,46.0,,0.46,41.4
2017-10-25,93,46.0,,0.46,42.78
2017-10-26,95,46.0,,0.46,43.7
2017-10-27,84,46.0,,0.46,38.64
2017-10-28,42,46.0,,0.46,19.32
2017-10-29,48,46.0,,0.46,22.080000000000002
2017-10-30,82,46.0,,0.46,37.72
2017-10-31,84,46.0,,0.46,38.64
2017-11-01,84,46.0,False,0.46,38.64
2017-11-02,85,46.0,,0.46,39.1
2017-11-03,82,46.0,,0.46,37.72
2017-11-04,48,46.0,,0.46,22.080000000000002
2017-11-05,49,46.0,,0.46,22.540000000000003
2017-11-06,86,46.0,,0.46,39.56
2017-11-07,96,46.0,,0.46,44.160000000000004
2017-11-08,80,46.0,,0.46,36.800000000000004
2017-11-09,84,46.0,,0.46,38.64
2017-11-10,67,46.0,,0.46,30.82
2017-11-11,55,46.0,,0.46,25.3
2017-11-12,48,46.0,,0.46,22.080000000000002
2017-11-13,82,46.0,,0.46,37.72
2017-11-14,100,46.0,,0.46,46.0
2017-11-15,95,46.0,,0.46,43.7
2017-11-16,90,46.0,,0.46,41.4
2017-11-17,81,46.0,,0.46,37.260000000000005
2017-11-18,51,46.0,,0.46,23.46
2017-11-19,49,46.0,,0.46,22.540000000000003
2017-11-20,74,46.0,,0.46,34.04
2017-11-21,69,46.0,,0.46,31.740000000000002
2017-11-22,66,46.0,,0.46,30.360000000000003
