date,DEFAULT_unscaled,DEFAULT_monthly,isPartial,scale,DEFAULT
2008-10-18,87,98.0,,0.98,85.26
2008-10-19,78,98.0,,0.98,76.44
2008-10-20,70,98.0,,0.98,68.6
2008-10-21,76,98.0,,0.98,74.48
2008-10-22,68,98.0,,0.98,66.64
2008-10-23,63,98.0,,0.98,61.74
2008-10-24,80,98.0,,0.98,78.4
2008-10-25,70,98.0,,0.98,68.6
2008-10-26,77,98.0,,0.98,75.46
2008-10-27,81,98.0,,0.98,79.38
2008-10-28,84,98.0,,0.98,82.32
2008-10-29,81,98.0,,0.98,79.38
2008-10-30,62,98.0,,0.98,60.76
2008-10-31,67,98.0,,0.98,65.66
2008-11-01,72,93.0,False,0.93,66.96000000000001
2008-11-02,79,93.0,,0.93,73.47
2008-11-03,83,93.0,,0.93,77.19
2008-11-04,80,93.0,,0.93,74.4
2008-11-05,64,93.0,,0.93,59.52
2008-11-06,86,93.0,,0.93,79.98
2008-11-07,67,93.0,,0.93,62.31
2008-11-08,67,93.0,,0.93,62.31
2008-11-09,100,93.0,,0.93,93.0
2008-11-10,80,93.0,,0.93,74.4
2008-11-11,80,93.0,,0.93,74.4
2008-11-12,86,93.0,,0.93,79.98
2008-11-13,66,93.0,,0.93,61.38
2008-11-14,79,93.0,,0.93,73.47
2008-11-15,80,93.0,,0.93,74.4
2008-11-16,92,93.0,,0.93,85.56
2008-11-17,85,93.0,,0.93,79.05
2008-11-18,61,93.0,,0.93,56.730000000000004
2008-11-19,75,93.0,,0.93,69.75
2008-11-20,65,93.0,,0.93,60.45
2008-11-21,77,93.0,,0.93,71.61
2008-11-22,81,93.0,,0.93,75.33
2008-11-23,76,93.0,,0.93,70.68
2008-11-24,75,93.0,,0.93,69.75
2008-11-25,76,93.0,,0.93,70.68
2008-11-26,64,93.0,,0.93,59.52
2008-11-27,80,93.0,,0.93,74.4
2008-11-28,95,93.0,,0.93,88.35000000000001
2008-11-29,80,93.0,,0.93,74.4
2008-11-30,74,93.0,,0.93,68.82000000000001
2008-12-01,68,94.0,False,0.94,63.919999999999995
2008-12-02,71,94.0,,0.94,66.74
2008-12-03,82,94.0,,0.94,77.08
2008-12-04,73,94.0,,0.94,68.61999999999999
2008-12-05,66,94.0,,0.94,62.04
2008-12-06,72,94.0,,0.94,67.67999999999999
2008-12-07,67,94.0,,0.94,62.98
2008-12-08,76,94.0,,0.94,71.44
2008-12-09,77,94.0,,0.94,72.38
2008-12-10,75,94.0,,0.94,70.5
2008-12-11,76,94.0,,0.94,71.44
2008-12-12,62,94.0,,0.94,58.279999999999994
2008-12-13,71,94.0,,0.94,66.74
2008-12-14,78,94.0,,0.94,73.32
2008-12-15,58,94.0,,0.94,54.519999999999996
2008-12-16,75,94.0,,0.94,70.5
2008-12-17,66,94.0,,0.94,62.04
2008-12-18,71,94.0,,0.94,66.74
2008-12-19,89,94.0,,0.94,83.66
2008-12-20,72,94.0,,0.94,67.67999999999999
2008-12-21,89,94.0,,0.94,83.66
2008-12-22,77,94.0,,0.94,72.38
2008-12-23,88,94.0,,0.94,82.72
2008-12-24,77,94.0,,0.94,72.38
2008-12-25,100,94.0,,0.94,94.0
2008-12-26,81,94.0,,0.94,76.14
2008-12-27,76,94.0,,0.94,71.44
2008-12-28,69,94.0,,0.94,64.86
2008-12-29,78,94.0,,0.94,73.32
2008-12-30,97,94.0,,0.94,91.17999999999999
2008-12-31,78,94.0,,0.94,73.32
2009-01-01,72,94.0,False,0.94,67.67999999999999
2009-01-02,81,94.0,,0.94,76.14
2009-01-03,74,94.0,,0.94,69.56
2009-01-04,86,94.0,,0.94,80.83999999999999
2009-01-05,70,94.0,,0.94,65.8
2009-01-06,81,94.0,,0.94,76.14
2009-01-07,78,94.0,,0.94,73.32
2009-01-08,84,94.0,,0.94,78.96
2009-01-09,69,94.0,,0.94,64.86
2009-01-10,80,94.0,,0.94,75.19999999999999
2009-01-11,74,94.0,,0.94,69.56
2009-01-12,73,94.0,,0.94,68.61999999999999
2009-01-13,83,94.0,,0.94,78.02
2009-01-14,77,94.0,,0.94,72.38
2009-01-15,96,94.0,,0.94,90.24
2009-01-16,89,94.0,,0.94,83.66
2009-01-17,59,94.0,,0.94,55.459999999999994
2009-01-18,100,94.0,,0.94,94.0
2009-01-19,89,94.0,,0.94,83.66
2009-01-20,91,94.0,,0.94,85.53999999999999
2009-01-21,85,94.0,,0.94,79.89999999999999
2009-01-22,85,94.0,,0.94,79.89999999999999
2009-01-23,67,94.0,,0.94,62.98
2009-01-24,83,94.0,,0.94,78.02
2009-01-25,83,94.0,,0.94,78.02
2009-01-26,70,94.0,,0.94,65.8
2009-01-27,88,94.0,,0.94,82.72
2009-01-28,85,94.0,,0.94,79.89999999999999
2009-01-29,82,94.0,,0.94,77.08
2009-01-30,81,94.0,,0.94,76.14
2009-01-31,80,94.0,,0.94,75.19999999999999
2009-02-01,80,94.0,False,0.94,75.19999999999999
2009-02-02,85,94.0,,0.94,79.89999999999999
2009-02-03,93,94.0,,0.94,87.42
2009-02-04,83,94.0,,0.94,78.02
2009-02-05,84,94.0,,0.94,78.96
2009-02-06,87,94.0,,0.94,81.78
2009-02-07,90,94.0,,0.94,84.6
2009-02-08,72,94.0,,0.94,67.67999999999999
2009-02-09,79,94.0,,0.94,74.25999999999999
2009-02-10,85,94.0,,0.94,79.89999999999999
2009-02-11,89,94.0,,0.94,83.66
2009-02-12,82,94.0,,0.94,77.08
2009-02-13,76,94.0,,0.94,71.44
2009-02-14,82,94.0,,0.94,77.08
2009-02-15,89,94.0,,0.94,83.66
2009-02-16,100,94.0,,0.94,94.0
2009-02-17,79,94.0,,0.94,74.25999999999999
2009-02-18,82,94.0,,0.94,77.08
2009-02-19,91,94.0,,0.94,85.53999999999999
2009-02-20,84,94.0,,0.94,78.96
2009-02-21,92,94.0,,0.94,86.47999999999999
2009-02-22,92,94.0,,0.94,86.47999999999999
2009-02-23,80,94.0,,0.94,75.19999999999999
2009-02-24,85,94.0,,0.94,79.89999999999999
2009-02-25,92,94.0,,0.94,86.47999999999999
2009-02-26,92,94.0,,0.94,86.47999999999999
2009-02-27,77,94.0,,0.94,72.38
2009-02-28,83,94.0,,0.94,78.02
2009-03-01,94,95.0,False,0.95,89.3
2009-03-02,84,95.0,,0.95,79.8
2009-03-03,85,95.0,,0.95,80.75
2009-03-04,87,95.0,,0.95,82.64999999999999
2009-03-05,75,95.0,,0.95,71.25
2009-03-06,87,95.0,,0.95,82.64999999999999
2009-03-07,94,95.0,,0.95,89.3
2009-03-08,74,95.0,,0.95,70.3
2009-03-09,86,95.0,,0.95,81.7
2009-03-10,91,95.0,,0.95,86.45
2009-03-11,82,95.0,,0.95,77.89999999999999
2009-03-12,85,95.0,,0.95,80.75
2009-03-13,85,95.0,,0.95,80.75
2009-03-14,87,95.0,,0.95,82.64999999999999
2009-03-15,92,95.0,,0.95,87.39999999999999
2009-03-16,82,95.0,,0.95,77.89999999999999
2009-03-17,84,95.0,,0.95,79.8
2009-03-18,86,95.0,,0.95,81.7
2009-03-19,100,95.0,,0.95,95.0
2009-03-20,90,95.0,,0.95,85.5
2009-03-21,90,95.0,,0.95,85.5
2009-03-22,80,95.0,,0.95,76.0
2009-03-23,83,95.0,,0.95,78.85
2009-03-24,86,95.0,,0.95,81.7
2009-03-25,98,95.0,,0.95,93.1
2009-03-26,98,95.0,,0.95,93.1
2009-03-27,84,95.0,,0.95,79.8
2009-03-28,90,95.0,,0.95,85.5
2009-03-29,84,95.0,,0.95,79.8
2009-03-30,93,95.0,,0.95,88.35
2009-03-31,83,95.0,,0.95,78.85
2009-04-01,100,91.0,False,0.91,91.0
2009-04-02,85,91.0,,0.91,77.35000000000001
2009-04-03,95,91.0,,0.91,86.45
2009-04-04,80,91.0,,0.91,72.8
2009-04-05,88,91.0,,0.91,80.08
2009-04-06,89,91.0,,0.91,80.99000000000001
2009-04-07,94,91.0,,0.91,85.54
2009-04-08,88,91.0,,0.91,80.08
2009-04-09,83,91.0,,0.91,75.53
2009-04-10,87,91.0,,0.91,79.17
2009-04-11,60,91.0,,0.91,54.6
2009-04-12,69,91.0,,0.91,62.79
2009-04-13,81,91.0,,0.91,73.71000000000001
2009-04-14,92,91.0,,0.91,83.72
2009-04-15,82,91.0,,0.91,74.62
2009-04-16,80,91.0,,0.91,72.8
2009-04-17,88,91.0,,0.91,80.08
2009-04-18,68,91.0,,0.91,61.88
2009-04-19,80,91.0,,0.91,72.8
2009-04-20,79,91.0,,0.91,71.89
2009-04-21,87,91.0,,0.91,79.17
2009-04-22,85,91.0,,0.91,77.35000000000001
2009-04-23,74,91.0,,0.91,67.34
2009-04-24,86,91.0,,0.91,78.26
2009-04-25,72,91.0,,0.91,65.52
2009-04-26,84,91.0,,0.91,76.44
2009-04-27,67,91.0,,0.91,60.97
2009-04-28,84,91.0,,0.91,76.44
2009-04-29,80,91.0,,0.91,72.8
2009-04-30,82,91.0,,0.91,74.62
2009-05-01,84,86.0,False,0.86,72.24
2009-05-02,75,86.0,,0.86,64.5
2009-05-03,88,86.0,,0.86,75.67999999999999
2009-05-04,76,86.0,,0.86,65.36
2009-05-05,81,86.0,,0.86,69.66
2009-05-06,93,86.0,,0.86,79.98
2009-05-07,86,86.0,,0.86,73.96
2009-05-08,81,86.0,,0.86,69.66
2009-05-09,82,86.0,,0.86,70.52
2009-05-10,60,86.0,,0.86,51.6
2009-05-11,91,86.0,,0.86,78.26
2009-05-12,74,86.0,,0.86,63.64
2009-05-13,81,86.0,,0.86,69.66
2009-05-14,89,86.0,,0.86,76.53999999999999
2009-05-15,95,86.0,,0.86,81.7
2009-05-16,78,86.0,,0.86,67.08
2009-05-17,90,86.0,,0.86,77.4
2009-05-18,77,86.0,,0.86,66.22
2009-05-19,82,86.0,,0.86,70.52
2009-05-20,90,86.0,,0.86,77.4
2009-05-21,91,86.0,,0.86,78.26
2009-05-22,78,86.0,,0.86,67.08
2009-05-23,82,86.0,,0.86,70.52
2009-05-24,79,86.0,,0.86,67.94
2009-05-25,80,86.0,,0.86,68.8
2009-05-26,74,86.0,,0.86,63.64
2009-05-27,89,86.0,,0.86,76.53999999999999
2009-05-28,85,86.0,,0.86,73.1
2009-05-29,80,86.0,,0.86,68.8
2009-05-30,88,86.0,,0.86,75.67999999999999
2009-05-31,100,86.0,,0.86,86.0
2009-06-01,67,92.0,False,0.92,61.64
2009-06-02,80,92.0,,0.92,73.60000000000001
2009-06-03,82,92.0,,0.92,75.44
2009-06-04,87,92.0,,0.92,80.04
2009-06-05,88,92.0,,0.92,80.96000000000001
2009-06-06,67,92.0,,0.92,61.64
2009-06-07,73,92.0,,0.92,67.16
2009-06-08,83,92.0,,0.92,76.36
2009-06-09,86,92.0,,0.92,79.12
2009-06-10,70,92.0,,0.92,64.4
2009-06-11,100,92.0,,0.92,92.0
2009-06-12,91,92.0,,0.92,83.72
2009-06-13,63,92.0,,0.92,57.96
2009-06-14,67,92.0,,0.92,61.64
2009-06-15,84,92.0,,0.92,77.28
2009-06-16,84,92.0,,0.92,77.28
2009-06-17,89,92.0,,0.92,81.88000000000001
2009-06-18,93,92.0,,0.92,85.56
2009-06-19,75,92.0,,0.92,69.0
2009-06-20,69,92.0,,0.92,63.480000000000004
2009-06-21,67,92.0,,0.92,61.64
2009-06-22,95,92.0,,0.92,87.4
2009-06-23,85,92.0,,0.92,78.2
2009-06-24,84,92.0,,0.92,77.28
2009-06-25,74,92.0,,0.92,68.08
2009-06-26,83,92.0,,0.92,76.36
2009-06-27,67,92.0,,0.92,61.64
2009-06-28,61,92.0,,0.92,56.120000000000005
2009-06-29,87,92.0,,0.92,80.04
2009-06-30,79,92.0,,0.92,72.68
2009-07-01,86,95.0,False,0.95,81.7
2009-07-02,100,95.0,,0.95,95.0
2009-07-03,98,95.0,,0.95,93.1
2009-07-04,85,95.0,,0.95,80.75
2009-07-05,67,95.0,,0.95,63.65
2009-07-06,84,95.0,,0.95,79.8
2009-07-07,94,95.0,,0.95,89.3
2009-07-08,89,95.0,,0.95,84.55
2009-07-09,81,95.0,,0.95,76.95
2009-07-10,94,95.0,,0.95,89.3
2009-07-11,77,95.0,,0.95,73.14999999999999
2009-07-12,83,95.0,,0.95,78.85
2009-07-13,86,95.0,,0.95,81.7
2009-07-14,78,95.0,,0.95,74.1
2009-07-15,95,95.0,,0.95,90.25
2009-07-16,72,95.0,,0.95,68.39999999999999
2009-07-17,81,95.0,,0.95,76.95
2009-07-18,62,95.0,,0.95,58.9
2009-07-19,81,95.0,,0.95,76.95
2009-07-20,79,95.0,,0.95,75.05
2009-07-21,84,95.0,,0.95,79.8
2009-07-22,97,95.0,,0.95,92.14999999999999
2009-07-23,81,95.0,,0.95,76.95
2009-07-24,90,95.0,,0.95,85.5
2009-07-25,80,95.0,,0.95,76.0
2009-07-26,67,95.0,,0.95,63.65
2009-07-27,84,95.0,,0.95,79.8
2009-07-28,97,95.0,,0.95,92.14999999999999
2009-07-29,89,95.0,,0.95,84.55
2009-07-30,99,95.0,,0.95,94.05
2009-07-31,87,95.0,,0.95,82.64999999999999
2009-08-01,81,88.0,False,0.88,71.28
2009-08-02,80,88.0,,0.88,70.4
2009-08-03,84,88.0,,0.88,73.92
2009-08-04,88,88.0,,0.88,77.44
2009-08-05,93,88.0,,0.88,81.84
2009-08-06,89,88.0,,0.88,78.32000000000001
2009-08-07,86,88.0,,0.88,75.68
2009-08-08,68,88.0,,0.88,59.84
2009-08-09,73,88.0,,0.88,64.24
2009-08-10,96,88.0,,0.88,84.48
2009-08-11,93,88.0,,0.88,81.84
2009-08-12,90,88.0,,0.88,79.2
2009-08-13,100,88.0,,0.88,88.0
2009-08-14,91,88.0,,0.88,80.08
2009-08-15,81,88.0,,0.88,71.28
2009-08-16,70,88.0,,0.88,61.6
2009-08-17,89,88.0,,0.88,78.32000000000001
2009-08-18,93,88.0,,0.88,81.84
2009-08-19,79,88.0,,0.88,69.52
2009-08-20,88,88.0,,0.88,77.44
2009-08-21,97,88.0,,0.88,85.36
2009-08-22,82,88.0,,0.88,72.16
2009-08-23,59,88.0,,0.88,51.92
2009-08-24,86,88.0,,0.88,75.68
2009-08-25,77,88.0,,0.88,67.76
2009-08-26,89,88.0,,0.88,78.32000000000001
2009-08-27,82,88.0,,0.88,72.16
2009-08-28,81,88.0,,0.88,71.28
2009-08-29,63,88.0,,0.88,55.44
2009-08-30,75,88.0,,0.88,66.0
2009-08-31,82,88.0,,0.88,72.16
2009-09-01,93,80.0,False,0.8,74.4
2009-09-02,85,80.0,,0.8,68.0
2009-09-03,100,80.0,,0.8,80.0
2009-09-04,88,80.0,,0.8,70.4
2009-09-05,77,80.0,,0.8,61.6
2009-09-06,82,80.0,,0.8,65.60000000000001
2009-09-07,74,80.0,,0.8,59.2
2009-09-08,93,80.0,,0.8,74.4
2009-09-09,83,80.0,,0.8,66.4
2009-09-10,97,80.0,,0.8,77.60000000000001
2009-09-11,77,80.0,,0.8,61.6
2009-09-12,78,80.0,,0.8,62.400000000000006
2009-09-13,73,80.0,,0.8,58.400000000000006
2009-09-14,78,80.0,,0.8,62.400000000000006
2009-09-15,89,80.0,,0.8,71.2
2009-09-16,88,80.0,,0.8,70.4
2009-09-17,74,80.0,,0.8,59.2
2009-09-18,79,80.0,,0.8,63.2
2009-09-19,92,80.0,,0.8,73.60000000000001
2009-09-20,69,80.0,,0.8,55.2
2009-09-21,81,80.0,,0.8,64.8
2009-09-22,94,80.0,,0.8,75.2
2009-09-23,74,80.0,,0.8,59.2
2009-09-24,83,80.0,,0.8,66.4
2009-09-25,82,80.0,,0.8,65.60000000000001
2009-09-26,68,80.0,,0.8,54.400000000000006
2009-09-27,80,80.0,,0.8,64.0
2009-09-28,88,80.0,,0.8,70.4
2009-09-29,95,80.0,,0.8,76.0
2009-09-30,92,80.0,,0.8,73.60000000000001
2009-10-01,91,78.0,False,0.78,70.98
2009-10-02,80,78.0,,0.78,62.400000000000006
2009-10-03,79,78.0,,0.78,61.620000000000005
2009-10-04,66,78.0,,0.78,51.480000000000004
2009-10-05,91,78.0,,0.78,70.98
2009-10-06,81,78.0,,0.78,63.18
2009-10-07,90,78.0,,0.78,70.2
2009-10-08,83,78.0,,0.78,64.74000000000001
2009-10-09,73,78.0,,0.78,56.940000000000005
2009-10-10,67,78.0,,0.78,52.260000000000005
2009-10-11,86,78.0,,0.78,67.08
2009-10-12,66,78.0,,0.78,51.480000000000004
2009-10-13,80,78.0,,0.78,62.400000000000006
2009-10-14,73,78.0,,0.78,56.940000000000005
2009-10-15,90,78.0,,0.78,70.2
2009-10-16,88,78.0,,0.78,68.64
2009-10-17,88,78.0,,0.78,68.64
2009-10-18,60,78.0,,0.78,46.800000000000004
2009-10-19,74,78.0,,0.78,57.72
2009-10-20,78,78.0,,0.78,60.84
2009-10-21,86,78.0,,0.78,67.08
2009-10-22,74,78.0,,0.78,57.72
2009-10-23,73,78.0,,0.78,56.940000000000005
2009-10-24,79,78.0,,0.78,61.620000000000005
2009-10-25,74,78.0,,0.78,57.72
2009-10-26,78,78.0,,0.78,60.84
2009-10-27,100,78.0,,0.78,78.0
2009-10-28,85,78.0,,0.78,66.3
2009-10-29,87,78.0,,0.78,67.86
2009-10-30,84,78.0,,0.78,65.52
2009-10-31,91,78.0,,0.78,70.98
2009-11-01,64,81.0,False,0.81,51.84
2009-11-02,71,81.0,,0.81,57.510000000000005
2009-11-03,82,81.0,,0.81,66.42
2009-11-04,82,81.0,,0.81,66.42
2009-11-05,77,81.0,,0.81,62.370000000000005
2009-11-06,81,81.0,,0.81,65.61
2009-11-07,68,81.0,,0.81,55.080000000000005
2009-11-08,82,81.0,,0.81,66.42
2009-11-09,85,81.0,,0.81,68.85000000000001
2009-11-10,85,81.0,,0.81,68.85000000000001
2009-11-11,68,81.0,,0.81,55.080000000000005
2009-11-12,84,81.0,,0.81,68.04
2009-11-13,81,81.0,,0.81,65.61
2009-11-14,68,81.0,,0.81,55.080000000000005
2009-11-15,54,81.0,,0.81,43.74
2009-11-16,69,81.0,,0.81,55.89
2009-11-17,84,81.0,,0.81,68.04
2009-11-18,82,81.0,,0.81,66.42
2009-11-19,82,81.0,,0.81,66.42
2009-11-20,82,81.0,,0.81,66.42
2009-11-21,67,81.0,,0.81,54.27
2009-11-22,65,81.0,,0.81,52.650000000000006
2009-11-23,87,81.0,,0.81,70.47
2009-11-24,78,81.0,,0.81,63.18000000000001
2009-11-25,75,81.0,,0.81,60.75000000000001
2009-11-26,100,81.0,,0.81,81.0
2009-11-27,84,81.0,,0.81,68.04
2009-11-28,72,81.0,,0.81,58.32000000000001
2009-11-29,55,81.0,,0.81,44.550000000000004
2009-11-30,67,81.0,,0.81,54.27
2009-12-01,91,81.0,False,0.81,73.71000000000001
2009-12-02,83,81.0,,0.81,67.23
2009-12-03,83,81.0,,0.81,67.23
2009-12-04,87,81.0,,0.81,70.47
2009-12-05,69,81.0,,0.81,55.89
2009-12-06,83,81.0,,0.81,67.23
2009-12-07,70,81.0,,0.81,56.7
2009-12-08,77,81.0,,0.81,62.370000000000005
2009-12-09,64,81.0,,0.81,51.84
2009-12-10,81,81.0,,0.81,65.61
2009-12-11,71,81.0,,0.81,57.510000000000005
2009-12-12,67,81.0,,0.81,54.27
2009-12-13,81,81.0,,0.81,65.61
2009-12-14,69,81.0,,0.81,55.89
2009-12-15,67,81.0,,0.81,54.27
2009-12-16,77,81.0,,0.81,62.370000000000005
2009-12-17,80,81.0,,0.81,64.80000000000001
2009-12-18,73,81.0,,0.81,59.13
2009-12-19,73,81.0,,0.81,59.13
2009-12-20,66,81.0,,0.81,53.46
2009-12-21,69,81.0,,0.81,55.89
2009-12-22,71,81.0,,0.81,57.510000000000005
2009-12-23,83,81.0,,0.81,67.23
2009-12-24,66,81.0,,0.81,53.46
2009-12-25,96,81.0,,0.81,77.76
2009-12-26,89,81.0,,0.81,72.09
2009-12-27,70,81.0,,0.81,56.7
2009-12-28,89,81.0,,0.81,72.09
2009-12-29,81,81.0,,0.81,65.61
2009-12-30,100,81.0,,0.81,81.0
2009-12-31,76,81.0,,0.81,61.56
2010-01-01,78,78.0,False,0.78,60.84
2010-01-02,79,78.0,,0.78,61.620000000000005
2010-01-03,70,78.0,,0.78,54.6
2010-01-04,77,78.0,,0.78,60.06
2010-01-05,80,78.0,,0.78,62.400000000000006
2010-01-06,98,78.0,,0.78,76.44
2010-01-07,94,78.0,,0.78,73.32000000000001
2010-01-08,79,78.0,,0.78,61.620000000000005
2010-01-09,82,78.0,,0.78,63.96
2010-01-10,65,78.0,,0.78,50.7
2010-01-11,81,78.0,,0.78,63.18
2010-01-12,100,78.0,,0.78,78.0
2010-01-13,94,78.0,,0.78,73.32000000000001
2010-01-14,88,78.0,,0.78,68.64
2010-01-15,82,78.0,,0.78,63.96
2010-01-16,74,78.0,,0.78,57.72
2010-01-17,71,78.0,,0.78,55.38
2010-01-18,83,78.0,,0.78,64.74000000000001
2010-01-19,81,78.0,,0.78,63.18
2010-01-20,81,78.0,,0.78,63.18
2010-01-21,85,78.0,,0.78,66.3
2010-01-22,95,78.0,,0.78,74.10000000000001
2010-01-23,69,78.0,,0.78,53.82
2010-01-24,84,78.0,,0.78,65.52
2010-01-25,81,78.0,,0.78,63.18
2010-01-26,73,78.0,,0.78,56.940000000000005
2010-01-27,85,78.0,,0.78,66.3
2010-01-28,85,78.0,,0.78,66.3
2010-01-29,92,78.0,,0.78,71.76
2010-01-30,48,78.0,,0.78,37.44
2010-01-31,73,78.0,,0.78,56.940000000000005
2010-02-01,84,79.0,False,0.79,66.36
2010-02-02,83,79.0,,0.79,65.57000000000001
2010-02-03,94,79.0,,0.79,74.26
2010-02-04,87,79.0,,0.79,68.73
2010-02-05,99,79.0,,0.79,78.21000000000001
2010-02-06,67,79.0,,0.79,52.93
2010-02-07,63,79.0,,0.79,49.77
2010-02-08,78,79.0,,0.79,61.620000000000005
2010-02-09,82,79.0,,0.79,64.78
2010-02-10,88,79.0,,0.79,69.52000000000001
2010-02-11,82,79.0,,0.79,64.78
2010-02-12,78,79.0,,0.79,61.620000000000005
2010-02-13,67,79.0,,0.79,52.93
2010-02-14,73,79.0,,0.79,57.67
2010-02-15,82,79.0,,0.79,64.78
2010-02-16,88,79.0,,0.79,69.52000000000001
2010-02-17,100,79.0,,0.79,79.0
2010-02-18,95,79.0,,0.79,75.05
2010-02-19,76,79.0,,0.79,60.040000000000006
2010-02-20,76,79.0,,0.79,60.040000000000006
2010-02-21,76,79.0,,0.79,60.040000000000006
2010-02-22,87,79.0,,0.79,68.73
2010-02-23,89,79.0,,0.79,70.31
2010-02-24,79,79.0,,0.79,62.410000000000004
2010-02-25,83,79.0,,0.79,65.57000000000001
2010-02-26,77,79.0,,0.79,60.830000000000005
2010-02-27,78,79.0,,0.79,61.620000000000005
2010-02-28,64,79.0,,0.79,50.56
2010-03-01,73,76.0,False,0.76,55.480000000000004
2010-03-02,87,76.0,,0.76,66.12
2010-03-03,86,76.0,,0.76,65.36
2010-03-04,86,76.0,,0.76,65.36
2010-03-05,65,76.0,,0.76,49.4
2010-03-06,71,76.0,,0.76,53.96
2010-03-07,69,76.0,,0.76,52.44
2010-03-08,76,76.0,,0.76,57.76
2010-03-09,95,76.0,,0.76,72.2
2010-03-10,88,76.0,,0.76,66.88
2010-03-11,89,76.0,,0.76,67.64
2010-03-12,86,76.0,,0.76,65.36
2010-03-13,87,76.0,,0.76,66.12
2010-03-14,67,76.0,,0.76,50.92
2010-03-15,87,76.0,,0.76,66.12
2010-03-16,82,76.0,,0.76,62.32
2010-03-17,97,76.0,,0.76,73.72
2010-03-18,83,76.0,,0.76,63.08
2010-03-19,90,76.0,,0.76,68.4
2010-03-20,62,76.0,,0.76,47.12
2010-03-21,65,76.0,,0.76,49.4
2010-03-22,86,76.0,,0.76,65.36
2010-03-23,92,76.0,,0.76,69.92
2010-03-24,89,76.0,,0.76,67.64
2010-03-25,78,76.0,,0.76,59.28
2010-03-26,92,76.0,,0.76,69.92
2010-03-27,81,76.0,,0.76,61.56
2010-03-28,74,76.0,,0.76,56.24
2010-03-29,100,76.0,,0.76,76.0
2010-03-30,74,76.0,,0.76,56.24
2010-03-31,91,76.0,,0.76,69.16
2010-04-01,75,74.0,False,0.74,55.5
2010-04-02,100,74.0,,0.74,74.0
2010-04-03,85,74.0,,0.74,62.9
2010-04-04,64,74.0,,0.74,47.36
2010-04-05,80,74.0,,0.74,59.2
2010-04-06,86,74.0,,0.74,63.64
2010-04-07,95,74.0,,0.74,70.3
2010-04-08,87,74.0,,0.74,64.38
2010-04-09,89,74.0,,0.74,65.86
2010-04-10,73,74.0,,0.74,54.019999999999996
2010-04-11,57,74.0,,0.74,42.18
2010-04-12,77,74.0,,0.74,56.98
2010-04-13,79,74.0,,0.74,58.46
2010-04-14,75,74.0,,0.74,55.5
2010-04-15,82,74.0,,0.74,60.68
2010-04-16,76,74.0,,0.74,56.24
2010-04-17,56,74.0,,0.74,41.44
2010-04-18,66,74.0,,0.74,48.839999999999996
2010-04-19,77,74.0,,0.74,56.98
2010-04-20,82,74.0,,0.74,60.68
2010-04-21,76,74.0,,0.74,56.24
2010-04-22,80,74.0,,0.74,59.2
2010-04-23,77,74.0,,0.74,56.98
2010-04-24,57,74.0,,0.74,42.18
2010-04-25,61,74.0,,0.74,45.14
2010-04-26,82,74.0,,0.74,60.68
2010-04-27,82,74.0,,0.74,60.68
2010-04-28,80,74.0,,0.74,59.2
2010-04-29,98,74.0,,0.74,72.52
2010-04-30,75,74.0,,0.74,55.5
2010-05-01,66,75.0,False,0.75,49.5
2010-05-02,52,75.0,,0.75,39.0
2010-05-03,83,75.0,,0.75,62.25
2010-05-04,83,75.0,,0.75,62.25
2010-05-05,74,75.0,,0.75,55.5
2010-05-06,87,75.0,,0.75,65.25
2010-05-07,99,75.0,,0.75,74.25
2010-05-08,73,75.0,,0.75,54.75
2010-05-09,75,75.0,,0.75,56.25
2010-05-10,93,75.0,,0.75,69.75
2010-05-11,86,75.0,,0.75,64.5
2010-05-12,96,75.0,,0.75,72.0
2010-05-13,100,75.0,,0.75,75.0
2010-05-14,86,75.0,,0.75,64.5
2010-05-15,72,75.0,,0.75,54.0
2010-05-16,53,75.0,,0.75,39.75
2010-05-17,80,75.0,,0.75,60.0
2010-05-18,75,75.0,,0.75,56.25
2010-05-19,70,75.0,,0.75,52.5
2010-05-20,79,75.0,,0.75,59.25
2010-05-21,80,75.0,,0.75,60.0
2010-05-22,76,75.0,,0.75,57.0
2010-05-23,74,75.0,,0.75,55.5
2010-05-24,81,75.0,,0.75,60.75
2010-05-25,81,75.0,,0.75,60.75
2010-05-26,99,75.0,,0.75,74.25
2010-05-27,91,75.0,,0.75,68.25
2010-05-28,91,75.0,,0.75,68.25
2010-05-29,59,75.0,,0.75,44.25
2010-05-30,56,75.0,,0.75,42.0
2010-05-31,55,75.0,,0.75,41.25
2010-06-01,89,75.0,False,0.75,66.75
2010-06-02,89,75.0,,0.75,66.75
2010-06-03,79,75.0,,0.75,59.25
2010-06-04,93,75.0,,0.75,69.75
2010-06-05,65,75.0,,0.75,48.75
2010-06-06,71,75.0,,0.75,53.25
2010-06-07,88,75.0,,0.75,66.0
2010-06-08,88,75.0,,0.75,66.0
2010-06-09,87,75.0,,0.75,65.25
2010-06-10,99,75.0,,0.75,74.25
2010-06-11,68,75.0,,0.75,51.0
2010-06-12,49,75.0,,0.75,36.75
2010-06-13,65,75.0,,0.75,48.75
2010-06-14,77,75.0,,0.75,57.75
2010-06-15,91,75.0,,0.75,68.25
2010-06-16,91,75.0,,0.75,68.25
2010-06-17,97,75.0,,0.75,72.75
2010-06-18,80,75.0,,0.75,60.0
2010-06-19,71,75.0,,0.75,53.25
