date,UNEMPLOYMENT_unscaled,UNEMPLOYMENT_monthly,isPartial,scale,UNEMPLOYMENT
2005-01-01,14,23.0,False,0.23,3.22
2005-01-02,52,23.0,,0.23,11.96
2005-01-03,100,23.0,,0.23,23.0
2005-01-04,99,23.0,,0.23,22.77
2005-01-05,70,23.0,,0.23,16.1
2005-01-06,65,23.0,,0.23,14.950000000000001
2005-01-07,82,23.0,,0.23,18.86
2005-01-08,42,23.0,,0.23,9.66
2005-01-09,57,23.0,,0.23,13.110000000000001
2005-01-10,95,23.0,,0.23,21.85
2005-01-11,64,23.0,,0.23,14.72
2005-01-12,61,23.0,,0.23,14.030000000000001
2005-01-13,68,23.0,,0.23,15.64
2005-01-14,76,23.0,,0.23,17.48
2005-01-15,38,23.0,,0.23,8.74
2005-01-16,69,23.0,,0.23,15.870000000000001
2005-01-17,59,23.0,,0.23,13.57
2005-01-18,53,23.0,,0.23,12.190000000000001
2005-01-19,61,23.0,,0.23,14.030000000000001
2005-01-20,66,23.0,,0.23,15.180000000000001
2005-01-21,52,23.0,,0.23,11.96
2005-01-22,32,23.0,,0.23,7.36
2005-01-23,34,23.0,,0.23,7.82
2005-01-24,73,23.0,,0.23,16.79
2005-01-25,93,23.0,,0.23,21.39
2005-01-26,64,23.0,,0.23,14.72
2005-01-27,60,23.0,,0.23,13.8
2005-01-28,63,23.0,,0.23,14.49
2005-01-29,43,23.0,,0.23,9.89
2005-01-30,71,23.0,,0.23,16.330000000000002
2005-01-31,92,23.0,,0.23,21.16
2005-02-01,75,21.0,False,0.21,15.75
2005-02-02,77,21.0,,0.21,16.169999999999998
2005-02-03,84,21.0,,0.21,17.64
2005-02-04,84,21.0,,0.21,17.64
2005-02-05,28,21.0,,0.21,5.88
2005-02-06,42,21.0,,0.21,8.82
2005-02-07,100,21.0,,0.21,21.0
2005-02-08,78,21.0,,0.21,16.38
2005-02-09,74,21.0,,0.21,15.54
2005-02-10,79,21.0,,0.21,16.59
2005-02-11,37,21.0,,0.21,7.77
2005-02-12,41,21.0,,0.21,8.61
2005-02-13,61,21.0,,0.21,12.809999999999999
2005-02-14,78,21.0,,0.21,16.38
2005-02-15,49,21.0,,0.21,10.29
2005-02-16,64,21.0,,0.21,13.44
2005-02-17,66,21.0,,0.21,13.86
2005-02-18,66,21.0,,0.21,13.86
2005-02-19,28,21.0,,0.21,5.88
2005-02-20,94,21.0,,0.21,19.74
2005-02-21,62,21.0,,0.21,13.02
2005-02-22,74,21.0,,0.21,15.54
2005-02-23,40,21.0,,0.21,8.4
2005-02-24,49,21.0,,0.21,10.29
2005-02-25,39,21.0,,0.21,8.19
2005-02-26,27,21.0,,0.21,5.67
2005-02-27,49,21.0,,0.21,10.29
2005-02-28,69,21.0,,0.21,14.49
2005-03-01,82,20.0,False,0.2,16.400000000000002
2005-03-02,82,20.0,,0.2,16.400000000000002
2005-03-03,65,20.0,,0.2,13.0
2005-03-04,66,20.0,,0.2,13.200000000000001
2005-03-05,28,20.0,,0.2,5.6000000000000005
2005-03-06,77,20.0,,0.2,15.4
2005-03-07,98,20.0,,0.2,19.6
2005-03-08,83,20.0,,0.2,16.6
2005-03-09,61,20.0,,0.2,12.200000000000001
2005-03-10,49,20.0,,0.2,9.8
2005-03-11,66,20.0,,0.2,13.200000000000001
2005-03-12,50,20.0,,0.2,10.0
2005-03-13,51,20.0,,0.2,10.200000000000001
2005-03-14,93,20.0,,0.2,18.6
2005-03-15,63,20.0,,0.2,12.600000000000001
2005-03-16,91,20.0,,0.2,18.2
2005-03-17,67,20.0,,0.2,13.4
2005-03-18,49,20.0,,0.2,9.8
2005-03-19,45,20.0,,0.2,9.0
2005-03-20,63,20.0,,0.2,12.600000000000001
2005-03-21,100,20.0,,0.2,20.0
2005-03-22,66,20.0,,0.2,13.200000000000001
2005-03-23,76,20.0,,0.2,15.200000000000001
2005-03-24,72,20.0,,0.2,14.4
2005-03-25,53,20.0,,0.2,10.600000000000001
2005-03-26,41,20.0,,0.2,8.200000000000001
2005-03-27,79,20.0,,0.2,15.8
2005-03-28,87,20.0,,0.2,17.400000000000002
2005-03-29,75,20.0,,0.2,15.0
2005-03-30,68,20.0,,0.2,13.600000000000001
2005-03-31,42,20.0,,0.2,8.4
2005-04-01,61,21.0,False,0.21,12.809999999999999
2005-04-02,32,21.0,,0.21,6.72
2005-04-03,52,21.0,,0.21,10.92
2005-04-04,60,21.0,,0.21,12.6
2005-04-05,0,21.0,,0.21,0.0
2005-04-06,51,21.0,,0.21,10.709999999999999
2005-04-07,69,21.0,,0.21,14.49
2005-04-08,52,21.0,,0.21,10.92
2005-04-09,50,21.0,,0.21,10.5
2005-04-10,61,21.0,,0.21,12.809999999999999
2005-04-11,78,21.0,,0.21,16.38
2005-04-12,72,21.0,,0.21,15.12
2005-04-13,51,21.0,,0.21,10.709999999999999
2005-04-14,78,21.0,,0.21,16.38
2005-04-15,56,21.0,,0.21,11.76
2005-04-16,43,21.0,,0.21,9.03
2005-04-17,51,21.0,,0.21,10.709999999999999
2005-04-18,72,21.0,,0.21,15.12
2005-04-19,71,21.0,,0.21,14.91
2005-04-20,75,21.0,,0.21,15.75
2005-04-21,55,21.0,,0.21,11.549999999999999
2005-04-22,50,21.0,,0.21,10.5
2005-04-23,38,21.0,,0.21,7.9799999999999995
2005-04-24,57,21.0,,0.21,11.969999999999999
2005-04-25,100,21.0,,0.21,21.0
2005-04-26,62,21.0,,0.21,13.02
2005-04-27,54,21.0,,0.21,11.34
2005-04-28,61,21.0,,0.21,12.809999999999999
2005-04-29,68,21.0,,0.21,14.28
2005-04-30,33,21.0,,0.21,6.93
2005-05-01,45,19.0,False,0.19,8.55
2005-05-02,88,19.0,,0.19,16.72
2005-05-03,67,19.0,,0.19,12.73
2005-05-04,67,19.0,,0.19,12.73
2005-05-05,63,19.0,,0.19,11.97
2005-05-06,77,19.0,,0.19,14.63
2005-05-07,45,19.0,,0.19,8.55
2005-05-08,64,19.0,,0.19,12.16
2005-05-09,77,19.0,,0.19,14.63
2005-05-10,63,19.0,,0.19,11.97
2005-05-11,63,19.0,,0.19,11.97
2005-05-12,51,19.0,,0.19,9.69
2005-05-13,68,19.0,,0.19,12.92
2005-05-14,43,19.0,,0.19,8.17
2005-05-15,59,19.0,,0.19,11.21
2005-05-16,78,19.0,,0.19,14.82
2005-05-17,59,19.0,,0.19,11.21
2005-05-18,54,19.0,,0.19,10.26
2005-05-19,48,19.0,,0.19,9.120000000000001
2005-05-20,59,19.0,,0.19,11.21
2005-05-21,40,19.0,,0.19,7.6
2005-05-22,65,19.0,,0.19,12.35
2005-05-23,87,19.0,,0.19,16.53
2005-05-24,71,19.0,,0.19,13.49
2005-05-25,78,19.0,,0.19,14.82
2005-05-26,57,19.0,,0.19,10.83
2005-05-27,64,19.0,,0.19,12.16
2005-05-28,42,19.0,,0.19,7.98
2005-05-29,51,19.0,,0.19,9.69
2005-05-30,56,19.0,,0.19,10.64
2005-05-31,100,19.0,,0.19,19.0
2005-06-01,82,20.0,False,0.2,16.400000000000002
2005-06-02,73,20.0,,0.2,14.600000000000001
2005-06-03,66,20.0,,0.2,13.200000000000001
2005-06-04,42,20.0,,0.2,8.4
2005-06-05,61,20.0,,0.2,12.200000000000001
2005-06-06,95,20.0,,0.2,19.0
2005-06-07,73,20.0,,0.2,14.600000000000001
2005-06-08,71,20.0,,0.2,14.200000000000001
2005-06-09,65,20.0,,0.2,13.0
2005-06-10,37,20.0,,0.2,7.4
2005-06-11,43,20.0,,0.2,8.6
2005-06-12,65,20.0,,0.2,13.0
2005-06-13,100,20.0,,0.2,20.0
2005-06-14,82,20.0,,0.2,16.400000000000002
2005-06-15,82,20.0,,0.2,16.400000000000002
2005-06-16,55,20.0,,0.2,11.0
2005-06-17,57,20.0,,0.2,11.4
2005-06-18,38,20.0,,0.2,7.6000000000000005
2005-06-19,53,20.0,,0.2,10.600000000000001
2005-06-20,94,20.0,,0.2,18.8
2005-06-21,81,20.0,,0.2,16.2
2005-06-22,87,20.0,,0.2,17.400000000000002
2005-06-23,70,20.0,,0.2,14.0
2005-06-24,68,20.0,,0.2,13.600000000000001
2005-06-25,32,20.0,,0.2,6.4
2005-06-26,78,20.0,,0.2,15.600000000000001
2005-06-27,80,20.0,,0.2,16.0
2005-06-28,62,20.0,,0.2,12.4
2005-06-29,79,20.0,,0.2,15.8
2005-06-30,57,20.0,,0.2,11.4
2005-07-01,58,21.0,False,0.21,12.18
2005-07-02,54,21.0,,0.21,11.34
2005-07-03,61,21.0,,0.21,12.809999999999999
2005-07-04,74,21.0,,0.21,15.54
2005-07-05,95,21.0,,0.21,19.95
2005-07-06,69,21.0,,0.21,14.49
2005-07-07,87,21.0,,0.21,18.27
2005-07-08,62,21.0,,0.21,13.02
2005-07-09,40,21.0,,0.21,8.4
2005-07-10,50,21.0,,0.21,10.5
2005-07-11,100,21.0,,0.21,21.0
2005-07-12,71,21.0,,0.21,14.91
2005-07-13,75,21.0,,0.21,15.75
2005-07-14,58,21.0,,0.21,12.18
2005-07-15,61,21.0,,0.21,12.809999999999999
2005-07-16,20,21.0,,0.21,4.2
2005-07-17,75,21.0,,0.21,15.75
2005-07-18,99,21.0,,0.21,20.79
2005-07-19,82,21.0,,0.21,17.22
2005-07-20,66,21.0,,0.21,13.86
2005-07-21,47,21.0,,0.21,9.87
2005-07-22,63,21.0,,0.21,13.229999999999999
2005-07-23,20,21.0,,0.21,4.2
2005-07-24,50,21.0,,0.21,10.5
2005-07-25,99,21.0,,0.21,20.79
2005-07-26,76,21.0,,0.21,15.959999999999999
2005-07-27,73,21.0,,0.21,15.33
2005-07-28,56,21.0,,0.21,11.76
2005-07-29,73,21.0,,0.21,15.33
2005-07-30,29,21.0,,0.21,6.09
2005-07-31,53,21.0,,0.21,11.129999999999999
2005-08-01,100,19.0,False,0.19,19.0
2005-08-02,73,19.0,,0.19,13.870000000000001
2005-08-03,90,19.0,,0.19,17.1
2005-08-04,60,19.0,,0.19,11.4
2005-08-05,65,19.0,,0.19,12.35
2005-08-06,58,19.0,,0.19,11.02
2005-08-07,43,19.0,,0.19,8.17
2005-08-08,95,19.0,,0.19,18.05
2005-08-09,69,19.0,,0.19,13.11
2005-08-10,59,19.0,,0.19,11.21
2005-08-11,72,19.0,,0.19,13.68
2005-08-12,52,19.0,,0.19,9.88
2005-08-13,31,19.0,,0.19,5.89
2005-08-14,35,19.0,,0.19,6.65
2005-08-15,93,19.0,,0.19,17.67
2005-08-16,72,19.0,,0.19,13.68
2005-08-17,61,19.0,,0.19,11.59
2005-08-18,67,19.0,,0.19,12.73
2005-08-19,64,19.0,,0.19,12.16
2005-08-20,25,19.0,,0.19,4.75
2005-08-21,62,19.0,,0.19,11.78
2005-08-22,80,19.0,,0.19,15.2
2005-08-23,73,19.0,,0.19,13.870000000000001
2005-08-24,43,19.0,,0.19,8.17
2005-08-25,72,19.0,,0.19,13.68
2005-08-26,66,19.0,,0.19,12.540000000000001
2005-08-27,24,19.0,,0.19,4.5600000000000005
2005-08-28,49,19.0,,0.19,9.31
2005-08-29,85,19.0,,0.19,16.15
2005-08-30,71,19.0,,0.19,13.49
2005-08-31,59,19.0,,0.19,11.21
2005-09-01,74,21.0,False,0.21,15.54
2005-09-02,62,21.0,,0.21,13.02
2005-09-03,45,21.0,,0.21,9.45
2005-09-04,61,21.0,,0.21,12.809999999999999
2005-09-05,42,21.0,,0.21,8.82
2005-09-06,90,21.0,,0.21,18.9
2005-09-07,63,21.0,,0.21,13.229999999999999
2005-09-08,64,21.0,,0.21,13.44
2005-09-09,57,21.0,,0.21,11.969999999999999
2005-09-10,32,21.0,,0.21,6.72
2005-09-11,51,21.0,,0.21,10.709999999999999
2005-09-12,92,21.0,,0.21,19.32
2005-09-13,85,21.0,,0.21,17.849999999999998
2005-09-14,83,21.0,,0.21,17.43
2005-09-15,64,21.0,,0.21,13.44
2005-09-16,77,21.0,,0.21,16.169999999999998
2005-09-17,42,21.0,,0.21,8.82
2005-09-18,46,21.0,,0.21,9.66
2005-09-19,91,21.0,,0.21,19.11
2005-09-20,57,21.0,,0.21,11.969999999999999
2005-09-21,54,21.0,,0.21,11.34
2005-09-22,64,21.0,,0.21,13.44
2005-09-23,34,21.0,,0.21,7.14
2005-09-24,21,21.0,,0.21,4.41
2005-09-25,50,21.0,,0.21,10.5
2005-09-26,100,21.0,,0.21,21.0
2005-09-27,74,21.0,,0.21,15.54
2005-09-28,60,21.0,,0.21,12.6
2005-09-29,60,21.0,,0.21,12.6
2005-09-30,53,21.0,,0.21,11.129999999999999
2005-10-01,28,20.0,False,0.2,5.6000000000000005
2005-10-02,46,20.0,,0.2,9.200000000000001
2005-10-03,89,20.0,,0.2,17.8
2005-10-04,59,20.0,,0.2,11.8
2005-10-05,64,20.0,,0.2,12.8
2005-10-06,67,20.0,,0.2,13.4
2005-10-07,45,20.0,,0.2,9.0
2005-10-08,23,20.0,,0.2,4.6000000000000005
2005-10-09,51,20.0,,0.2,10.200000000000001
2005-10-10,77,20.0,,0.2,15.4
2005-10-11,59,20.0,,0.2,11.8
2005-10-12,73,20.0,,0.2,14.600000000000001
2005-10-13,59,20.0,,0.2,11.8
2005-10-14,45,20.0,,0.2,9.0
2005-10-15,34,20.0,,0.2,6.800000000000001
2005-10-16,64,20.0,,0.2,12.8
2005-10-17,100,20.0,,0.2,20.0
2005-10-18,56,20.0,,0.2,11.200000000000001
2005-10-19,57,20.0,,0.2,11.4
2005-10-20,58,20.0,,0.2,11.600000000000001
2005-10-21,54,20.0,,0.2,10.8
2005-10-22,32,20.0,,0.2,6.4
2005-10-23,42,20.0,,0.2,8.4
2005-10-24,69,20.0,,0.2,13.8
2005-10-25,73,20.0,,0.2,14.600000000000001
2005-10-26,60,20.0,,0.2,12.0
2005-10-27,63,20.0,,0.2,12.600000000000001
2005-10-28,52,20.0,,0.2,10.4
2005-10-29,31,20.0,,0.2,6.2
2005-10-30,46,20.0,,0.2,9.200000000000001
2005-10-31,83,20.0,,0.2,16.6
2005-11-01,86,20.0,False,0.2,17.2
2005-11-02,83,20.0,,0.2,16.6
2005-11-03,74,20.0,,0.2,14.8
2005-11-04,64,20.0,,0.2,12.8
2005-11-05,37,20.0,,0.2,7.4
2005-11-06,72,20.0,,0.2,14.4
2005-11-07,78,20.0,,0.2,15.600000000000001
2005-11-08,76,20.0,,0.2,15.200000000000001
2005-11-09,85,20.0,,0.2,17.0
2005-11-10,68,20.0,,0.2,13.600000000000001
2005-11-11,61,20.0,,0.2,12.200000000000001
2005-11-12,57,20.0,,0.2,11.4
2005-11-13,75,20.0,,0.2,15.0
2005-11-14,99,20.0,,0.2,19.8
2005-11-15,95,20.0,,0.2,19.0
2005-11-16,91,20.0,,0.2,18.2
2005-11-17,94,20.0,,0.2,18.8
2005-11-18,69,20.0,,0.2,13.8
2005-11-19,40,20.0,,0.2,8.0
2005-11-20,74,20.0,,0.2,14.8
2005-11-21,94,20.0,,0.2,18.8
2005-11-22,75,20.0,,0.2,15.0
2005-11-23,67,20.0,,0.2,13.4
2005-11-24,32,20.0,,0.2,6.4
2005-11-25,62,20.0,,0.2,12.4
2005-11-26,39,20.0,,0.2,7.800000000000001
2005-11-27,51,20.0,,0.2,10.200000000000001
2005-11-28,100,20.0,,0.2,20.0
2005-11-29,91,20.0,,0.2,18.2
2005-11-30,82,20.0,,0.2,16.400000000000002
2005-12-01,63,20.0,False,0.2,12.600000000000001
2005-12-02,59,20.0,,0.2,11.8
2005-12-03,43,20.0,,0.2,8.6
2005-12-04,54,20.0,,0.2,10.8
2005-12-05,98,20.0,,0.2,19.6
2005-12-06,68,20.0,,0.2,13.600000000000001
2005-12-07,86,20.0,,0.2,17.2
2005-12-08,73,20.0,,0.2,14.600000000000001
2005-12-09,58,20.0,,0.2,11.600000000000001
2005-12-10,35,20.0,,0.2,7.0
2005-12-11,50,20.0,,0.2,10.0
2005-12-12,90,20.0,,0.2,18.0
2005-12-13,73,20.0,,0.2,14.600000000000001
2005-12-14,67,20.0,,0.2,13.4
2005-12-15,59,20.0,,0.2,11.8
2005-12-16,62,20.0,,0.2,12.4
2005-12-17,26,20.0,,0.2,5.2
2005-12-18,65,20.0,,0.2,13.0
2005-12-19,100,20.0,,0.2,20.0
2005-12-20,70,20.0,,0.2,14.0
2005-12-21,63,20.0,,0.2,12.600000000000001
2005-12-22,52,20.0,,0.2,10.4
2005-12-23,50,20.0,,0.2,10.0
2005-12-24,26,20.0,,0.2,5.2
2005-12-25,54,20.0,,0.2,10.8
2005-12-26,82,20.0,,0.2,16.400000000000002
2005-12-27,99,20.0,,0.2,19.8
2005-12-28,75,20.0,,0.2,15.0
2005-12-29,75,20.0,,0.2,15.0
2005-12-30,69,20.0,,0.2,13.8
2005-12-31,47,20.0,,0.2,9.4
2006-01-01,70,23.0,False,0.23,16.1
2006-01-02,56,23.0,,0.23,12.88
2006-01-03,81,23.0,,0.23,18.630000000000003
2006-01-04,86,23.0,,0.23,19.78
2006-01-05,62,23.0,,0.23,14.26
2006-01-06,82,23.0,,0.23,18.86
2006-01-07,45,23.0,,0.23,10.35
2006-01-08,48,23.0,,0.23,11.040000000000001
2006-01-09,70,23.0,,0.23,16.1
2006-01-10,73,23.0,,0.23,16.79
2006-01-11,76,23.0,,0.23,17.48
2006-01-12,64,23.0,,0.23,14.72
2006-01-13,58,23.0,,0.23,13.34
2006-01-14,43,23.0,,0.23,9.89
2006-01-15,50,23.0,,0.23,11.5
2006-01-16,65,23.0,,0.23,14.950000000000001
2006-01-17,77,23.0,,0.23,17.71
2006-01-18,63,23.0,,0.23,14.49
2006-01-19,67,23.0,,0.23,15.41
2006-01-20,50,23.0,,0.23,11.5
2006-01-21,47,23.0,,0.23,10.81
2006-01-22,64,23.0,,0.23,14.72
2006-01-23,57,23.0,,0.23,13.110000000000001
2006-01-24,100,23.0,,0.23,23.0
2006-01-25,61,23.0,,0.23,14.030000000000001
2006-01-26,80,23.0,,0.23,18.400000000000002
2006-01-27,52,23.0,,0.23,11.96
2006-01-28,56,23.0,,0.23,12.88
2006-01-29,46,23.0,,0.23,10.58
2006-01-30,88,23.0,,0.23,20.240000000000002
2006-01-31,87,23.0,,0.23,20.01
2006-02-01,87,21.0,False,0.21,18.27
2006-02-02,64,21.0,,0.21,13.44
2006-02-03,86,21.0,,0.21,18.06
2006-02-04,56,21.0,,0.21,11.76
2006-02-05,72,21.0,,0.21,15.12
2006-02-06,100,21.0,,0.21,21.0
2006-02-07,72,21.0,,0.21,15.12
2006-02-08,80,21.0,,0.21,16.8
2006-02-09,71,21.0,,0.21,14.91
2006-02-10,56,21.0,,0.21,11.76
2006-02-11,36,21.0,,0.21,7.56
2006-02-12,56,21.0,,0.21,11.76
2006-02-13,97,21.0,,0.21,20.37
2006-02-14,70,21.0,,0.21,14.7
2006-02-15,77,21.0,,0.21,16.169999999999998
2006-02-16,72,21.0,,0.21,15.12
2006-02-17,61,21.0,,0.21,12.809999999999999
2006-02-18,48,21.0,,0.21,10.08
2006-02-19,50,21.0,,0.21,10.5
2006-02-20,93,21.0,,0.21,19.529999999999998
2006-02-21,82,21.0,,0.21,17.22
2006-02-22,79,21.0,,0.21,16.59
2006-02-23,74,21.0,,0.21,15.54
2006-02-24,60,21.0,,0.21,12.6
2006-02-25,41,21.0,,0.21,8.61
2006-02-26,60,21.0,,0.21,12.6
2006-02-27,88,21.0,,0.21,18.48
2006-02-28,82,21.0,,0.21,17.22
2006-03-01,74,19.0,False,0.19,14.06
2006-03-02,55,19.0,,0.19,10.45
2006-03-03,81,19.0,,0.19,15.39
2006-03-04,51,19.0,,0.19,9.69
2006-03-05,57,19.0,,0.19,10.83
2006-03-06,100,19.0,,0.19,19.0
2006-03-07,76,19.0,,0.19,14.44
2006-03-08,82,19.0,,0.19,15.58
2006-03-09,68,19.0,,0.19,12.92
2006-03-10,41,19.0,,0.19,7.79
2006-03-11,53,19.0,,0.19,10.07
2006-03-12,39,19.0,,0.19,7.41
2006-03-13,100,19.0,,0.19,19.0
2006-03-14,72,19.0,,0.19,13.68
2006-03-15,81,19.0,,0.19,15.39
2006-03-16,49,19.0,,0.19,9.31
2006-03-17,78,19.0,,0.19,14.82
2006-03-18,61,19.0,,0.19,11.59
2006-03-19,54,19.0,,0.19,10.26
2006-03-20,89,19.0,,0.19,16.91
2006-03-21,71,19.0,,0.19,13.49
2006-03-22,77,19.0,,0.19,14.63
2006-03-23,63,19.0,,0.19,11.97
2006-03-24,54,19.0,,0.19,10.26
2006-03-25,36,19.0,,0.19,6.84
2006-03-26,34,19.0,,0.19,6.46
2006-03-27,86,19.0,,0.19,16.34
2006-03-28,79,19.0,,0.19,15.01
2006-03-29,65,19.0,,0.19,12.35
2006-03-30,53,19.0,,0.19,10.07
2006-03-31,61,19.0,,0.19,11.59
2006-04-01,33,20.0,False,0.2,6.6000000000000005
2006-04-02,38,20.0,,0.2,7.6000000000000005
2006-04-03,87,20.0,,0.2,17.400000000000002
2006-04-04,82,20.0,,0.2,16.400000000000002
2006-04-05,70,20.0,,0.2,14.0
2006-04-06,59,20.0,,0.2,11.8
2006-04-07,64,20.0,,0.2,12.8
2006-04-08,40,20.0,,0.2,8.0
2006-04-09,54,20.0,,0.2,10.8
2006-04-10,87,20.0,,0.2,17.400000000000002
2006-04-11,64,20.0,,0.2,12.8
2006-04-12,80,20.0,,0.2,16.0
2006-04-13,55,20.0,,0.2,11.0
2006-04-14,49,20.0,,0.2,9.8
2006-04-15,37,20.0,,0.2,7.4
2006-04-16,64,20.0,,0.2,12.8
2006-04-17,86,20.0,,0.2,17.2
2006-04-18,82,20.0,,0.2,16.400000000000002
2006-04-19,58,20.0,,0.2,11.600000000000001
2006-04-20,82,20.0,,0.2,16.400000000000002
2006-04-21,67,20.0,,0.2,13.4
2006-04-22,32,20.0,,0.2,6.4
2006-04-23,64,20.0,,0.2,12.8
2006-04-24,100,20.0,,0.2,20.0
2006-04-25,76,20.0,,0.2,15.200000000000001
2006-04-26,66,20.0,,0.2,13.200000000000001
2006-04-27,72,20.0,,0.2,14.4
2006-04-28,56,20.0,,0.2,11.200000000000001
2006-04-29,33,20.0,,0.2,6.6000000000000005
2006-04-30,42,20.0,,0.2,8.4
2006-05-01,100,18.0,False,0.18,18.0
2006-05-02,80,18.0,,0.18,14.399999999999999
2006-05-03,73,18.0,,0.18,13.139999999999999
2006-05-04,73,18.0,,0.18,13.139999999999999
2006-05-05,70,18.0,,0.18,12.6
2006-05-06,38,18.0,,0.18,6.84
2006-05-07,38,18.0,,0.18,6.84
2006-05-08,90,18.0,,0.18,16.2
2006-05-09,70,18.0,,0.18,12.6
2006-05-10,55,18.0,,0.18,9.9
2006-05-11,73,18.0,,0.18,13.139999999999999
2006-05-12,61,18.0,,0.18,10.98
2006-05-13,40,18.0,,0.18,7.199999999999999
2006-05-14,60,18.0,,0.18,10.799999999999999
2006-05-15,76,18.0,,0.18,13.68
2006-05-16,69,18.0,,0.18,12.42
2006-05-17,85,18.0,,0.18,15.299999999999999
2006-05-18,66,18.0,,0.18,11.879999999999999
2006-05-19,47,18.0,,0.18,8.459999999999999
2006-05-20,47,18.0,,0.18,8.459999999999999
2006-05-21,48,18.0,,0.18,8.64
2006-05-22,86,18.0,,0.18,15.479999999999999
2006-05-23,65,18.0,,0.18,11.7
2006-05-24,68,18.0,,0.18,12.24
2006-05-25,58,18.0,,0.18,10.44
2006-05-26,47,18.0,,0.18,8.459999999999999
2006-05-27,39,18.0,,0.18,7.02
2006-05-28,50,18.0,,0.18,9.0
2006-05-29,65,18.0,,0.18,11.7
2006-05-30,85,18.0,,0.18,15.299999999999999
2006-05-31,77,18.0,,0.18,13.86
2006-06-01,61,20.0,False,0.2,12.200000000000001
2006-06-02,64,20.0,,0.2,12.8
2006-06-03,34,20.0,,0.2,6.800000000000001
2006-06-04,59,20.0,,0.2,11.8
2006-06-05,85,20.0,,0.2,17.0
2006-06-06,58,20.0,,0.2,11.600000000000001
2006-06-07,62,20.0,,0.2,12.4
2006-06-08,59,20.0,,0.2,11.8
2006-06-09,53,20.0,,0.2,10.600000000000001
2006-06-10,39,20.0,,0.2,7.800000000000001
2006-06-11,49,20.0,,0.2,9.8
2006-06-12,78,20.0,,0.2,15.600000000000001
2006-06-13,61,20.0,,0.2,12.200000000000001
2006-06-14,68,20.0,,0.2,13.600000000000001
2006-06-15,66,20.0,,0.2,13.200000000000001
2006-06-16,49,20.0,,0.2,9.8
2006-06-17,24,20.0,,0.2,4.800000000000001
2006-06-18,61,20.0,,0.2,12.200000000000001
2006-06-19,85,20.0,,0.2,17.0
2006-06-20,62,20.0,,0.2,12.4
2006-06-21,70,20.0,,0.2,14.0
2006-06-22,48,20.0,,0.2,9.600000000000001
2006-06-23,47,20.0,,0.2,9.4
2006-06-24,32,20.0,,0.2,6.4
2006-06-25,62,20.0,,0.2,12.4
2006-06-26,100,20.0,,0.2,20.0
2006-06-27,82,20.0,,0.2,16.400000000000002
2006-06-28,70,20.0,,0.2,14.0
2006-06-29,61,20.0,,0.2,12.200000000000001
2006-06-30,59,20.0,,0.2,11.8
2006-07-01,48,22.0,False,0.22,10.56
2006-07-02,52,22.0,,0.22,11.44
2006-07-03,100,22.0,,0.22,22.0
2006-07-04,46,22.0,,0.22,10.12
2006-07-05,84,22.0,,0.22,18.48
2006-07-06,59,22.0,,0.22,12.98
2006-07-07,71,22.0,,0.22,15.62
2006-07-08,31,22.0,,0.22,6.82
2006-07-09,61,22.0,,0.22,13.42
2006-07-10,96,22.0,,0.22,21.12
2006-07-11,64,22.0,,0.22,14.08
2006-07-12,64,22.0,,0.22,14.08
2006-07-13,58,22.0,,0.22,12.76
2006-07-14,43,22.0,,0.22,9.46
2006-07-15,32,22.0,,0.22,7.04
2006-07-16,54,22.0,,0.22,11.88
2006-07-17,83,22.0,,0.22,18.26
2006-07-18,68,22.0,,0.22,14.96
2006-07-19,79,22.0,,0.22,17.38
2006-07-20,52,22.0,,0.22,11.44
2006-07-21,57,22.0,,0.22,12.540000000000001
2006-07-22,28,22.0,,0.22,6.16
2006-07-23,67,22.0,,0.22,14.74
2006-07-24,87,22.0,,0.22,19.14
2006-07-25,75,22.0,,0.22,16.5
2006-07-26,77,22.0,,0.22,16.94
2006-07-27,57,22.0,,0.22,12.540000000000001
2006-07-28,65,22.0,,0.22,14.3
2006-07-29,42,22.0,,0.22,9.24
2006-07-30,52,22.0,,0.22,11.44
2006-07-31,100,22.0,,0.22,22.0
2006-08-01,59,19.0,False,0.19,11.21
2006-08-02,81,19.0,,0.19,15.39
2006-08-03,57,19.0,,0.19,10.83
2006-08-04,55,19.0,,0.19,10.45
2006-08-05,31,19.0,,0.19,5.89
2006-08-06,64,19.0,,0.19,12.16
2006-08-07,76,19.0,,0.19,14.44
2006-08-08,89,19.0,,0.19,16.91
2006-08-09,56,19.0,,0.19,10.64
2006-08-10,60,19.0,,0.19,11.4
2006-08-11,39,19.0,,0.19,7.41
2006-08-12,54,19.0,,0.19,10.26
2006-08-13,51,19.0,,0.19,9.69
2006-08-14,100,19.0,,0.19,19.0
2006-08-15,80,19.0,,0.19,15.2
2006-08-16,80,19.0,,0.19,15.2
2006-08-17,78,19.0,,0.19,14.82
2006-08-18,53,19.0,,0.19,10.07
2006-08-19,55,19.0,,0.19,10.45
2006-08-20,96,19.0,,0.19,18.240000000000002
2006-08-21,74,19.0,,0.19,14.06
2006-08-22,56,19.0,,0.19,10.64
2006-08-23,74,19.0,,0.19,14.06
2006-08-24,61,19.0,,0.19,11.59
2006-08-25,53,19.0,,0.19,10.07
2006-08-26,46,19.0,,0.19,8.74
2006-08-27,59,19.0,,0.19,11.21
2006-08-28,87,19.0,,0.19,16.53
2006-08-29,80,19.0,,0.19,15.2
