date,UNEMPLOYMENT_unscaled,UNEMPLOYMENT_monthly,isPartial,scale,UNEMPLOYMENT
2008-09-15,100,35.0,,0.35,35.0
2008-09-16,78,35.0,,0.35,27.299999999999997
2008-09-17,69,35.0,,0.35,24.15
2008-09-18,60,35.0,,0.35,21.0
2008-09-19,49,35.0,,0.35,17.15
2008-09-20,33,35.0,,0.35,11.549999999999999
2008-09-21,71,35.0,,0.35,24.849999999999998
2008-09-22,96,35.0,,0.35,33.599999999999994
2008-09-23,70,35.0,,0.35,24.5
2008-09-24,63,35.0,,0.35,22.049999999999997
2008-09-25,62,35.0,,0.35,21.7
2008-09-26,55,35.0,,0.35,19.25
2008-09-27,33,35.0,,0.35,11.549999999999999
2008-09-28,79,35.0,,0.35,27.65
2008-09-29,89,35.0,,0.35,31.15
2008-09-30,78,35.0,,0.35,27.299999999999997
2008-10-01,58,40.0,False,0.4,23.200000000000003
2008-10-02,57,40.0,,0.4,22.8
2008-10-03,62,40.0,,0.4,24.8
2008-10-04,37,40.0,,0.4,14.8
2008-10-05,64,40.0,,0.4,25.6
2008-10-06,92,40.0,,0.4,36.800000000000004
2008-10-07,71,40.0,,0.4,28.400000000000002
2008-10-08,60,40.0,,0.4,24.0
2008-10-09,62,40.0,,0.4,24.8
2008-10-10,58,40.0,,0.4,23.200000000000003
2008-10-11,32,40.0,,0.4,12.8
2008-10-12,72,40.0,,0.4,28.8
2008-10-13,82,40.0,,0.4,32.800000000000004
2008-10-14,68,40.0,,0.4,27.200000000000003
2008-10-15,70,40.0,,0.4,28.0
2008-10-16,64,40.0,,0.4,25.6
2008-10-17,55,40.0,,0.4,22.0
2008-10-18,32,40.0,,0.4,12.8
2008-10-19,63,40.0,,0.4,25.200000000000003
2008-10-20,100,40.0,,0.4,40.0
2008-10-21,69,40.0,,0.4,27.6
2008-10-22,70,40.0,,0.4,28.0
2008-10-23,66,40.0,,0.4,26.400000000000002
2008-10-24,58,40.0,,0.4,23.200000000000003
2008-10-25,38,40.0,,0.4,15.200000000000001
2008-10-26,72,40.0,,0.4,28.8
2008-10-27,99,40.0,,0.4,39.6
2008-10-28,76,40.0,,0.4,30.400000000000002
2008-10-29,65,40.0,,0.4,26.0
2008-10-30,65,40.0,,0.4,26.0
2008-10-31,51,40.0,,0.4,20.400000000000002
2008-11-01,30,52.0,False,0.52,15.600000000000001
2008-11-02,55,52.0,,0.52,28.6
2008-11-03,74,52.0,,0.52,38.480000000000004
2008-11-04,54,52.0,,0.52,28.080000000000002
2008-11-05,53,52.0,,0.52,27.560000000000002
2008-11-06,58,52.0,,0.52,30.16
2008-11-07,68,52.0,,0.52,35.36
2008-11-08,36,52.0,,0.52,18.72
2008-11-09,56,52.0,,0.52,29.12
2008-11-10,77,52.0,,0.52,40.04
2008-11-11,59,52.0,,0.52,30.68
2008-11-12,60,52.0,,0.52,31.200000000000003
2008-11-13,62,52.0,,0.52,32.24
2008-11-14,51,52.0,,0.52,26.52
2008-11-15,31,52.0,,0.52,16.12
2008-11-16,55,52.0,,0.52,28.6
2008-11-17,93,52.0,,0.52,48.36
2008-11-18,62,52.0,,0.52,32.24
2008-11-19,60,52.0,,0.52,31.200000000000003
2008-11-20,79,52.0,,0.52,41.08
2008-11-21,100,52.0,,0.52,52.0
2008-11-22,48,52.0,,0.52,24.96
2008-11-23,69,52.0,,0.52,35.88
2008-11-24,99,52.0,,0.52,51.480000000000004
2008-11-25,72,52.0,,0.52,37.44
2008-11-26,54,52.0,,0.52,28.080000000000002
2008-11-27,27,52.0,,0.52,14.040000000000001
2008-11-28,35,52.0,,0.52,18.2
2008-11-29,34,52.0,,0.52,17.68
2008-11-30,65,52.0,,0.52,33.800000000000004
2008-12-01,79,61.0,False,0.61,48.19
2008-12-02,61,61.0,,0.61,37.21
2008-12-03,60,61.0,,0.61,36.6
2008-12-04,62,61.0,,0.61,37.82
2008-12-05,62,61.0,,0.61,37.82
2008-12-06,36,61.0,,0.61,21.96
2008-12-07,58,61.0,,0.61,35.38
2008-12-08,74,61.0,,0.61,45.14
2008-12-09,52,61.0,,0.61,31.72
2008-12-10,53,61.0,,0.61,32.33
2008-12-11,56,61.0,,0.61,34.16
2008-12-12,45,61.0,,0.61,27.45
2008-12-13,26,61.0,,0.61,15.86
2008-12-14,56,61.0,,0.61,34.16
2008-12-15,81,61.0,,0.61,49.41
2008-12-16,62,61.0,,0.61,37.82
2008-12-17,50,61.0,,0.61,30.5
2008-12-18,49,61.0,,0.61,29.89
2008-12-19,43,61.0,,0.61,26.23
2008-12-20,28,61.0,,0.61,17.08
2008-12-21,68,61.0,,0.61,41.48
2008-12-22,78,61.0,,0.61,47.58
2008-12-23,64,61.0,,0.61,39.04
2008-12-24,47,61.0,,0.61,28.669999999999998
2008-12-25,27,61.0,,0.61,16.47
2008-12-26,40,61.0,,0.61,24.4
2008-12-27,29,61.0,,0.61,17.69
2008-12-28,76,61.0,,0.61,46.36
2008-12-29,100,61.0,,0.61,61.0
2008-12-30,65,61.0,,0.61,39.65
2008-12-31,50,61.0,,0.61,30.5
2009-01-01,28,74.0,False,0.74,20.72
2009-01-02,52,74.0,,0.74,38.48
2009-01-03,26,74.0,,0.74,19.24
2009-01-04,79,74.0,,0.74,58.46
2009-01-05,99,74.0,,0.74,73.26
2009-01-06,74,74.0,,0.74,54.76
2009-01-07,72,74.0,,0.74,53.28
2009-01-08,68,74.0,,0.74,50.32
2009-01-09,62,74.0,,0.74,45.88
2009-01-10,36,74.0,,0.74,26.64
2009-01-11,82,74.0,,0.74,60.68
2009-01-12,100,74.0,,0.74,74.0
2009-01-13,64,74.0,,0.74,47.36
2009-01-14,67,74.0,,0.74,49.58
2009-01-15,55,74.0,,0.74,40.7
2009-01-16,51,74.0,,0.74,37.74
2009-01-17,28,74.0,,0.74,20.72
2009-01-18,69,74.0,,0.74,51.06
2009-01-19,70,74.0,,0.74,51.8
2009-01-20,68,74.0,,0.74,50.32
2009-01-21,67,74.0,,0.74,49.58
2009-01-22,65,74.0,,0.74,48.1
2009-01-23,54,74.0,,0.74,39.96
2009-01-24,35,74.0,,0.74,25.9
2009-01-25,76,74.0,,0.74,56.24
2009-01-26,91,74.0,,0.74,67.34
2009-01-27,77,74.0,,0.74,56.98
2009-01-28,56,74.0,,0.74,41.44
2009-01-29,67,74.0,,0.74,49.58
2009-01-30,58,74.0,,0.74,42.92
2009-01-31,44,74.0,,0.74,32.56
2009-02-01,73,74.0,False,0.74,54.019999999999996
2009-02-02,88,74.0,,0.74,65.12
2009-02-03,66,74.0,,0.74,48.839999999999996
2009-02-04,63,74.0,,0.74,46.62
2009-02-05,58,74.0,,0.74,42.92
2009-02-06,62,74.0,,0.74,45.88
2009-02-07,39,74.0,,0.74,28.86
2009-02-08,75,74.0,,0.74,55.5
2009-02-09,80,74.0,,0.74,59.2
2009-02-10,67,74.0,,0.74,49.58
2009-02-11,58,74.0,,0.74,42.92
2009-02-12,52,74.0,,0.74,38.48
2009-02-13,48,74.0,,0.74,35.519999999999996
2009-02-14,30,74.0,,0.74,22.2
2009-02-15,79,74.0,,0.74,58.46
2009-02-16,73,74.0,,0.74,54.019999999999996
2009-02-17,70,74.0,,0.74,51.8
2009-02-18,67,74.0,,0.74,49.58
2009-02-19,56,74.0,,0.74,41.44
2009-02-20,51,74.0,,0.74,37.74
2009-02-21,29,74.0,,0.74,21.46
2009-02-22,81,74.0,,0.74,59.94
2009-02-23,100,74.0,,0.74,74.0
2009-02-24,65,74.0,,0.74,48.1
2009-02-25,58,74.0,,0.74,42.92
2009-02-26,58,74.0,,0.74,42.92
2009-02-27,50,74.0,,0.74,37.0
2009-02-28,34,74.0,,0.74,25.16
2009-03-01,83,72.0,False,0.72,59.76
2009-03-02,89,72.0,,0.72,64.08
2009-03-03,68,72.0,,0.72,48.96
2009-03-04,65,72.0,,0.72,46.8
2009-03-05,59,72.0,,0.72,42.48
2009-03-06,72,72.0,,0.72,51.839999999999996
2009-03-07,43,72.0,,0.72,30.959999999999997
2009-03-08,88,72.0,,0.72,63.36
2009-03-09,100,72.0,,0.72,72.0
2009-03-10,71,72.0,,0.72,51.12
2009-03-11,60,72.0,,0.72,43.199999999999996
2009-03-12,56,72.0,,0.72,40.32
2009-03-13,58,72.0,,0.72,41.76
2009-03-14,33,72.0,,0.72,23.759999999999998
2009-03-15,83,72.0,,0.72,59.76
2009-03-16,90,72.0,,0.72,64.8
2009-03-17,66,72.0,,0.72,47.519999999999996
2009-03-18,58,72.0,,0.72,41.76
2009-03-19,52,72.0,,0.72,37.44
2009-03-20,48,72.0,,0.72,34.56
2009-03-21,31,72.0,,0.72,22.32
2009-03-22,82,72.0,,0.72,59.04
2009-03-23,87,72.0,,0.72,62.64
2009-03-24,66,72.0,,0.72,47.519999999999996
2009-03-25,55,72.0,,0.72,39.6
2009-03-26,53,72.0,,0.72,38.16
2009-03-27,56,72.0,,0.72,40.32
2009-03-28,32,72.0,,0.72,23.04
2009-03-29,90,72.0,,0.72,64.8
2009-03-30,84,72.0,,0.72,60.48
2009-03-31,63,72.0,,0.72,45.36
2009-04-01,62,66.0,False,0.66,40.92
2009-04-02,61,66.0,,0.66,40.260000000000005
2009-04-03,67,66.0,,0.66,44.22
2009-04-04,38,66.0,,0.66,25.080000000000002
2009-04-05,99,66.0,,0.66,65.34
2009-04-06,100,66.0,,0.66,66.0
2009-04-07,69,66.0,,0.66,45.54
2009-04-08,62,66.0,,0.66,40.92
2009-04-09,49,66.0,,0.66,32.34
2009-04-10,54,66.0,,0.66,35.64
2009-04-11,31,66.0,,0.66,20.46
2009-04-12,88,66.0,,0.66,58.080000000000005
2009-04-13,96,66.0,,0.66,63.36
2009-04-14,71,66.0,,0.66,46.86
2009-04-15,59,66.0,,0.66,38.940000000000005
2009-04-16,55,66.0,,0.66,36.300000000000004
2009-04-17,55,66.0,,0.66,36.300000000000004
2009-04-18,32,66.0,,0.66,21.12
2009-04-19,89,66.0,,0.66,58.74
2009-04-20,97,66.0,,0.66,64.02
2009-04-21,70,66.0,,0.66,46.2
2009-04-22,58,66.0,,0.66,38.28
2009-04-23,52,66.0,,0.66,34.32
2009-04-24,48,66.0,,0.66,31.68
2009-04-25,30,66.0,,0.66,19.8
2009-04-26,88,66.0,,0.66,58.080000000000005
2009-04-27,96,66.0,,0.66,63.36
2009-04-28,69,66.0,,0.66,45.54
2009-04-29,66,66.0,,0.66,43.56
2009-04-30,57,66.0,,0.66,37.620000000000005
2009-05-01,50,64.0,False,0.64,32.0
2009-05-02,32,64.0,,0.64,20.48
2009-05-03,99,64.0,,0.64,63.36
2009-05-04,94,64.0,,0.64,60.160000000000004
2009-05-05,59,64.0,,0.64,37.76
2009-05-06,54,64.0,,0.64,34.56
2009-05-07,45,64.0,,0.64,28.8
2009-05-08,60,64.0,,0.64,38.4
2009-05-09,29,64.0,,0.64,18.56
2009-05-10,86,64.0,,0.64,55.04
2009-05-11,94,64.0,,0.64,60.160000000000004
2009-05-12,75,64.0,,0.64,48.0
2009-05-13,61,64.0,,0.64,39.04
2009-05-14,52,64.0,,0.64,33.28
2009-05-15,42,64.0,,0.64,26.88
2009-05-16,31,64.0,,0.64,19.84
2009-05-17,100,64.0,,0.64,64.0
2009-05-18,90,64.0,,0.64,57.6
2009-05-19,62,64.0,,0.64,39.68
2009-05-20,54,64.0,,0.64,34.56
2009-05-21,58,64.0,,0.64,37.12
2009-05-22,45,64.0,,0.64,28.8
2009-05-23,32,64.0,,0.64,20.48
2009-05-24,91,64.0,,0.64,58.24
2009-05-25,73,64.0,,0.64,46.72
2009-05-26,87,64.0,,0.64,55.68
2009-05-27,64,64.0,,0.64,40.96
2009-05-28,53,64.0,,0.64,33.92
2009-05-29,46,64.0,,0.64,29.44
2009-05-30,37,64.0,,0.64,23.68
2009-05-31,88,64.0,,0.64,56.32
2009-06-01,83,68.0,False,0.68,56.440000000000005
2009-06-02,60,68.0,,0.68,40.800000000000004
2009-06-03,54,68.0,,0.68,36.720000000000006
2009-06-04,43,68.0,,0.68,29.240000000000002
2009-06-05,48,68.0,,0.68,32.64
2009-06-06,28,68.0,,0.68,19.040000000000003
2009-06-07,83,68.0,,0.68,56.440000000000005
2009-06-08,88,68.0,,0.68,59.84
2009-06-09,59,68.0,,0.68,40.120000000000005
2009-06-10,51,68.0,,0.68,34.68
2009-06-11,44,68.0,,0.68,29.92
2009-06-12,38,68.0,,0.68,25.840000000000003
2009-06-13,24,68.0,,0.68,16.32
2009-06-14,81,68.0,,0.68,55.080000000000005
2009-06-15,90,68.0,,0.68,61.2
2009-06-16,60,68.0,,0.68,40.800000000000004
2009-06-17,50,68.0,,0.68,34.0
2009-06-18,45,68.0,,0.68,30.6
2009-06-19,47,68.0,,0.68,31.96
2009-06-20,27,68.0,,0.68,18.360000000000003
2009-06-21,99,68.0,,0.68,67.32000000000001
2009-06-22,100,68.0,,0.68,68.0
2009-06-23,69,68.0,,0.68,46.92
2009-06-24,53,68.0,,0.68,36.04
2009-06-25,48,68.0,,0.68,32.64
2009-06-26,42,68.0,,0.68,28.560000000000002
2009-06-27,30,68.0,,0.68,20.400000000000002
2009-06-28,88,68.0,,0.68,59.84
2009-06-29,99,68.0,,0.68,67.32000000000001
2009-06-30,66,68.0,,0.68,44.88
2009-07-01,58,71.0,False,0.71,41.18
2009-07-02,54,71.0,,0.71,38.339999999999996
2009-07-03,39,71.0,,0.71,27.689999999999998
2009-07-04,21,71.0,,0.71,14.91
2009-07-05,100,71.0,,0.71,71.0
2009-07-06,92,71.0,,0.71,65.32
2009-07-07,65,71.0,,0.71,46.15
2009-07-08,53,71.0,,0.71,37.629999999999995
2009-07-09,51,71.0,,0.71,36.21
2009-07-10,44,71.0,,0.71,31.24
2009-07-11,30,71.0,,0.71,21.299999999999997
2009-07-12,90,71.0,,0.71,63.9
2009-07-13,89,71.0,,0.71,63.19
2009-07-14,66,71.0,,0.71,46.86
2009-07-15,58,71.0,,0.71,41.18
2009-07-16,51,71.0,,0.71,36.21
2009-07-17,51,71.0,,0.71,36.21
2009-07-18,32,71.0,,0.71,22.72
2009-07-19,100,71.0,,0.71,71.0
2009-07-20,90,71.0,,0.71,63.9
2009-07-21,62,71.0,,0.71,44.019999999999996
2009-07-22,52,71.0,,0.71,36.92
2009-07-23,51,71.0,,0.71,36.21
2009-07-24,44,71.0,,0.71,31.24
2009-07-25,27,71.0,,0.71,19.169999999999998
2009-07-26,89,71.0,,0.71,63.19
2009-07-27,93,71.0,,0.71,66.03
2009-07-28,59,71.0,,0.71,41.89
2009-07-29,53,71.0,,0.71,37.629999999999995
2009-07-30,51,71.0,,0.71,36.21
2009-07-31,42,71.0,,0.71,29.82
2009-08-01,27,69.0,False,0.69,18.63
2009-08-02,100,69.0,,0.69,69.0
2009-08-03,93,69.0,,0.69,64.17
2009-08-04,61,69.0,,0.69,42.089999999999996
2009-08-05,51,69.0,,0.69,35.19
2009-08-06,47,69.0,,0.69,32.43
2009-08-07,51,69.0,,0.69,35.19
2009-08-08,29,69.0,,0.69,20.009999999999998
2009-08-09,98,69.0,,0.69,67.61999999999999
2009-08-10,90,69.0,,0.69,62.099999999999994
2009-08-11,59,69.0,,0.69,40.709999999999994
2009-08-12,49,69.0,,0.69,33.809999999999995
2009-08-13,47,69.0,,0.69,32.43
2009-08-14,38,69.0,,0.69,26.22
2009-08-15,30,69.0,,0.69,20.7
2009-08-16,88,69.0,,0.69,60.72
2009-08-17,84,69.0,,0.69,57.959999999999994
2009-08-18,61,69.0,,0.69,42.089999999999996
2009-08-19,47,69.0,,0.69,32.43
2009-08-20,48,69.0,,0.69,33.12
2009-08-21,40,69.0,,0.69,27.599999999999998
2009-08-22,26,69.0,,0.69,17.939999999999998
2009-08-23,96,69.0,,0.69,66.24
2009-08-24,84,69.0,,0.69,57.959999999999994
2009-08-25,58,69.0,,0.69,40.019999999999996
2009-08-26,48,69.0,,0.69,33.12
2009-08-27,43,69.0,,0.69,29.669999999999998
2009-08-28,39,69.0,,0.69,26.909999999999997
2009-08-29,24,69.0,,0.69,16.56
2009-08-30,85,69.0,,0.69,58.65
2009-08-31,80,69.0,,0.69,55.199999999999996
2009-09-01,60,67.0,False,0.67,40.2
2009-09-02,50,67.0,,0.67,33.5
2009-09-03,50,67.0,,0.67,33.5
2009-09-04,53,67.0,,0.67,35.510000000000005
2009-09-05,30,67.0,,0.67,20.1
2009-09-06,90,67.0,,0.67,60.300000000000004
2009-09-07,73,67.0,,0.67,48.910000000000004
2009-09-08,79,67.0,,0.67,52.93
2009-09-09,67,67.0,,0.67,44.89
2009-09-10,53,67.0,,0.67,35.510000000000005
2009-09-11,46,67.0,,0.67,30.82
2009-09-12,25,67.0,,0.67,16.75
2009-09-13,93,67.0,,0.67,62.31
2009-09-14,87,67.0,,0.67,58.290000000000006
2009-09-15,61,67.0,,0.67,40.870000000000005
2009-09-16,50,67.0,,0.67,33.5
2009-09-17,50,67.0,,0.67,33.5
2009-09-18,50,67.0,,0.67,33.5
2009-09-19,31,67.0,,0.67,20.77
2009-09-20,91,67.0,,0.67,60.970000000000006
2009-09-21,94,67.0,,0.67,62.980000000000004
2009-09-22,77,67.0,,0.67,51.59
2009-09-23,70,67.0,,0.67,46.900000000000006
2009-09-24,54,67.0,,0.67,36.18
2009-09-25,45,67.0,,0.67,30.150000000000002
2009-09-26,32,67.0,,0.67,21.44
2009-09-27,100,67.0,,0.67,67.0
2009-09-28,94,67.0,,0.67,62.980000000000004
2009-09-29,65,67.0,,0.67,43.550000000000004
2009-09-30,55,67.0,,0.67,36.85
2009-10-01,47,72.0,False,0.72,33.839999999999996
2009-10-02,47,72.0,,0.72,33.839999999999996
2009-10-03,29,72.0,,0.72,20.88
2009-10-04,100,72.0,,0.72,72.0
2009-10-05,90,72.0,,0.72,64.8
2009-10-06,61,72.0,,0.72,43.92
2009-10-07,47,72.0,,0.72,33.839999999999996
2009-10-08,44,72.0,,0.72,31.68
2009-10-09,43,72.0,,0.72,30.959999999999997
2009-10-10,29,72.0,,0.72,20.88
2009-10-11,77,72.0,,0.72,55.44
2009-10-12,75,72.0,,0.72,54.0
2009-10-13,68,72.0,,0.72,48.96
2009-10-14,53,72.0,,0.72,38.16
2009-10-15,49,72.0,,0.72,35.28
2009-10-16,47,72.0,,0.72,33.839999999999996
2009-10-17,28,72.0,,0.72,20.16
2009-10-18,84,72.0,,0.72,60.48
2009-10-19,78,72.0,,0.72,56.16
2009-10-20,58,72.0,,0.72,41.76
2009-10-21,53,72.0,,0.72,38.16
2009-10-22,50,72.0,,0.72,36.0
2009-10-23,41,72.0,,0.72,29.52
2009-10-24,28,72.0,,0.72,20.16
2009-10-25,81,72.0,,0.72,58.32
2009-10-26,75,72.0,,0.72,54.0
2009-10-27,55,72.0,,0.72,39.6
2009-10-28,53,72.0,,0.72,38.16
2009-10-29,50,72.0,,0.72,36.0
2009-10-30,42,72.0,,0.72,30.24
2009-10-31,28,72.0,,0.72,20.16
2009-11-01,72,77.0,False,0.77,55.44
2009-11-02,73,77.0,,0.77,56.21
2009-11-03,52,77.0,,0.77,40.04
2009-11-04,44,77.0,,0.77,33.88
2009-11-05,53,77.0,,0.77,40.81
2009-11-06,62,77.0,,0.77,47.74
2009-11-07,37,77.0,,0.77,28.490000000000002
2009-11-08,100,77.0,,0.77,77.0
2009-11-09,80,77.0,,0.77,61.6
2009-11-10,53,77.0,,0.77,40.81
2009-11-11,44,77.0,,0.77,33.88
2009-11-12,44,77.0,,0.77,33.88
2009-11-13,38,77.0,,0.77,29.26
2009-11-14,26,77.0,,0.77,20.02
2009-11-15,71,77.0,,0.77,54.67
2009-11-16,77,77.0,,0.77,59.29
2009-11-17,48,77.0,,0.77,36.96
2009-11-18,43,77.0,,0.77,33.11
2009-11-19,39,77.0,,0.77,30.03
2009-11-20,37,77.0,,0.77,28.490000000000002
2009-11-21,25,77.0,,0.77,19.25
2009-11-22,71,77.0,,0.77,54.67
2009-11-23,67,77.0,,0.77,51.59
2009-11-24,50,77.0,,0.77,38.5
2009-11-25,36,77.0,,0.77,27.72
2009-11-26,18,77.0,,0.77,13.86
2009-11-27,25,77.0,,0.77,19.25
2009-11-28,19,77.0,,0.77,14.63
2009-11-29,75,77.0,,0.77,57.75
2009-11-30,74,77.0,,0.77,56.980000000000004
2009-12-01,64,73.0,False,0.73,46.72
2009-12-02,48,73.0,,0.73,35.04
2009-12-03,47,73.0,,0.73,34.31
2009-12-04,44,73.0,,0.73,32.12
2009-12-05,27,73.0,,0.73,19.71
2009-12-06,83,73.0,,0.73,60.589999999999996
2009-12-07,76,73.0,,0.73,55.48
2009-12-08,56,73.0,,0.73,40.879999999999995
2009-12-09,44,73.0,,0.73,32.12
2009-12-10,42,73.0,,0.73,30.66
2009-12-11,39,73.0,,0.73,28.47
2009-12-12,25,73.0,,0.73,18.25
2009-12-13,93,73.0,,0.73,67.89
2009-12-14,84,73.0,,0.73,61.32
2009-12-15,56,73.0,,0.73,40.879999999999995
2009-12-16,45,73.0,,0.73,32.85
2009-12-17,47,73.0,,0.73,34.31
2009-12-18,38,73.0,,0.73,27.74
2009-12-19,29,73.0,,0.73,21.169999999999998
2009-12-20,100,73.0,,0.73,73.0
2009-12-21,97,73.0,,0.73,70.81
2009-12-22,59,73.0,,0.73,43.07
2009-12-23,45,73.0,,0.73,32.85
2009-12-24,32,73.0,,0.73,23.36
2009-12-25,19,73.0,,0.73,13.87
2009-12-26,25,73.0,,0.73,18.25
2009-12-27,100,73.0,,0.73,73.0
2009-12-28,95,73.0,,0.73,69.35
2009-12-29,62,73.0,,0.73,45.26
2009-12-30,51,73.0,,0.73,37.23
2009-12-31,41,73.0,,0.73,29.93
2010-01-01,21,80.0,False,0.8,16.8
2010-01-02,27,80.0,,0.8,21.6
2010-01-03,100,80.0,,0.8,80.0
2010-01-04,90,80.0,,0.8,72.0
2010-01-05,59,80.0,,0.8,47.2
2010-01-06,54,80.0,,0.8,43.2
2010-01-07,51,80.0,,0.8,40.800000000000004
2010-01-08,43,80.0,,0.8,34.4
2010-01-09,29,80.0,,0.8,23.200000000000003
2010-01-10,89,80.0,,0.8,71.2
2010-01-11,89,80.0,,0.8,71.2
2010-01-12,65,80.0,,0.8,52.0
2010-01-13,55,80.0,,0.8,44.0
2010-01-14,44,80.0,,0.8,35.2
2010-01-15,43,80.0,,0.8,34.4
2010-01-16,30,80.0,,0.8,24.0
2010-01-17,85,80.0,,0.8,68.0
2010-01-18,73,80.0,,0.8,58.400000000000006
2010-01-19,72,80.0,,0.8,57.6
2010-01-20,63,80.0,,0.8,50.400000000000006
2010-01-21,54,80.0,,0.8,43.2
2010-01-22,46,80.0,,0.8,36.800000000000004
2010-01-23,31,80.0,,0.8,24.8
2010-01-24,97,80.0,,0.8,77.60000000000001
2010-01-25,81,80.0,,0.8,64.8
2010-01-26,64,80.0,,0.8,51.2
2010-01-27,52,80.0,,0.8,41.6
2010-01-28,53,80.0,,0.8,42.400000000000006
2010-01-29,47,80.0,,0.8,37.6
2010-01-30,32,80.0,,0.8,25.6
2010-01-31,93,80.0,,0.8,74.4
2010-02-01,90,72.0,False,0.72,64.8
2010-02-02,61,72.0,,0.72,43.92
2010-02-03,47,72.0,,0.72,33.839999999999996
2010-02-04,49,72.0,,0.72,35.28
2010-02-05,45,72.0,,0.72,32.4
2010-02-06,29,72.0,,0.72,20.88
2010-02-07,84,72.0,,0.72,60.48
2010-02-08,84,72.0,,0.72,60.48
2010-02-09,56,72.0,,0.72,40.32
2010-02-10,44,72.0,,0.72,31.68
2010-02-11,42,72.0,,0.72,30.24
2010-02-12,41,72.0,,0.72,29.52
2010-02-13,30,72.0,,0.72,21.599999999999998
2010-02-14,91,72.0,,0.72,65.52
2010-02-15,74,72.0,,0.72,53.28
2010-02-16,67,72.0,,0.72,48.239999999999995
2010-02-17,61,72.0,,0.72,43.92
2010-02-18,50,72.0,,0.72,36.0
2010-02-19,41,72.0,,0.72,29.52
2010-02-20,27,72.0,,0.72,19.439999999999998
2010-02-21,95,72.0,,0.72,68.39999999999999
2010-02-22,77,72.0,,0.72,55.44
2010-02-23,64,72.0,,0.72,46.08
2010-02-24,52,72.0,,0.72,37.44
2010-02-25,46,72.0,,0.72,33.12
2010-02-26,49,72.0,,0.72,35.28
2010-02-27,37,72.0,,0.72,26.64
2010-02-28,100,72.0,,0.72,72.0
2010-03-01,74,76.0,False,0.76,56.24
2010-03-02,54,76.0,,0.76,41.04
2010-03-03,53,76.0,,0.76,40.28
2010-03-04,40,76.0,,0.76,30.4
2010-03-05,31,76.0,,0.76,23.56
2010-03-06,22,76.0,,0.76,16.72
2010-03-07,70,76.0,,0.76,53.2
2010-03-08,61,76.0,,0.76,46.36
2010-03-09,44,76.0,,0.76,33.44
2010-03-10,40,76.0,,0.76,30.4
2010-03-11,34,76.0,,0.76,25.84
2010-03-12,31,76.0,,0.76,23.56
2010-03-13,20,76.0,,0.76,15.2
2010-03-14,66,76.0,,0.76,50.160000000000004
2010-03-15,62,76.0,,0.76,47.12
2010-03-16,43,76.0,,0.76,32.68
2010-03-17,36,76.0,,0.76,27.36
2010-03-18,34,76.0,,0.76,25.84
2010-03-19,28,76.0,,0.76,21.28
2010-03-20,19,76.0,,0.76,14.44
2010-03-21,71,76.0,,0.76,53.96
2010-03-22,59,76.0,,0.76,44.84
2010-03-23,38,76.0,,0.76,28.88
2010-03-24,35,76.0,,0.76,26.6
2010-03-25,28,76.0,,0.76,21.28
2010-03-26,31,76.0,,0.76,23.56
2010-03-27,23,76.0,,0.76,17.48
2010-03-28,100,76.0,,0.76,76.0
2010-03-29,66,76.0,,0.76,50.160000000000004
2010-03-30,40,76.0,,0.76,30.4
2010-03-31,37,76.0,,0.76,28.12
2010-04-01,46,72.0,False,0.72,33.12
2010-04-02,46,72.0,,0.72,33.12
2010-04-03,30,72.0,,0.72,21.599999999999998
2010-04-04,95,72.0,,0.72,68.39999999999999
2010-04-05,92,72.0,,0.72,66.24
2010-04-06,67,72.0,,0.72,48.239999999999995
2010-04-07,50,72.0,,0.72,36.0
2010-04-08,49,72.0,,0.72,35.28
2010-04-09,39,72.0,,0.72,28.08
2010-04-10,31,72.0,,0.72,22.32
2010-04-11,100,72.0,,0.72,72.0
2010-04-12,96,72.0,,0.72,69.12
2010-04-13,74,72.0,,0.72,53.28
2010-04-14,67,72.0,,0.72,48.239999999999995
2010-04-15,60,72.0,,0.72,43.199999999999996
2010-04-16,67,72.0,,0.72,48.239999999999995
2010-04-17,41,72.0,,0.72,29.52
2010-04-18,99,72.0,,0.72,71.28
2010-04-19,90,72.0,,0.72,64.8
2010-04-20,57,72.0,,0.72,41.04
2010-04-21,54,72.0,,0.72,38.879999999999995
2010-04-22,43,72.0,,0.72,30.959999999999997
2010-04-23,39,72.0,,0.72,28.08
2010-04-24,27,72.0,,0.72,19.439999999999998
2010-04-25,98,72.0,,0.72,70.56
2010-04-26,81,72.0,,0.72,58.32
2010-04-27,58,72.0,,0.72,41.76
2010-04-28,47,72.0,,0.72,33.839999999999996
2010-04-29,42,72.0,,0.72,30.24
2010-04-30,42,72.0,,0.72,30.24
2010-05-01,28,65.0,False,0.65,18.2
2010-05-02,97,65.0,,0.65,63.050000000000004
2010-05-03,88,65.0,,0.65,57.2
2010-05-04,64,65.0,,0.65,41.6
2010-05-05,55,65.0,,0.65,35.75
2010-05-06,49,65.0,,0.65,31.85
2010-05-07,45,65.0,,0.65,29.25
2010-05-08,32,65.0,,0.65,20.8
2010-05-09,100,65.0,,0.65,65.0
2010-05-10,94,65.0,,0.65,61.1
2010-05-11,66,65.0,,0.65,42.9
2010-05-12,57,65.0,,0.65,37.050000000000004
2010-05-13,47,65.0,,0.65,30.55
2010-05-14,44,65.0,,0.65,28.6
