date,savings plan_unscaled,savings plan_monthly,isPartial,scale,savings plan
2006-10-06,70,70,False,0.7,49.0
2006-10-07,43,43,False,0.43,18.49
2006-10-08,43,43,False,0.43,18.49
2006-10-09,27,27,False,0.27,7.290000000000001
2006-10-10,51,51,False,0.51,26.01
2006-10-11,38,38,False,0.38,14.44
2006-10-12,26,26,False,0.26,6.76
2006-10-13,42,42,False,0.42,17.64
2006-10-14,21,21,False,0.21,4.41
2006-10-15,40,40,False,0.4,16.0
2006-10-16,76,76,False,0.76,57.76
2006-10-17,37,37,False,0.37,13.69
2006-10-18,38,38,False,0.38,14.44
2006-10-19,39,39,False,0.39,15.21
2006-10-20,14,14,False,0.14,1.9600000000000002
2006-10-21,41,41,False,0.41,16.81
2006-10-22,20,20,False,0.2,4.0
2006-10-23,50,50,False,0.5,25.0
2006-10-24,50,50,False,0.5,25.0
2006-10-25,38,38,False,0.38,14.44
2006-10-26,38,38,False,0.38,14.44
2006-10-27,81,81,False,0.81,65.61
2006-10-28,100,100,False,1.0,100.0
2006-10-29,40,40,False,0.4,16.0
2006-10-30,26,26,False,0.26,6.76
2006-10-31,64,64,False,0.64,40.96
2006-11-01,75,75,False,0.75,56.25
2006-11-02,59,59,False,0.59,34.809999999999995
2006-11-03,25,25,False,0.25,6.25
2006-11-04,36,36,False,0.36,12.959999999999999
2006-11-05,36,36,False,0.36,12.959999999999999
2006-11-06,46,46,False,0.46,21.16
2006-11-07,44,44,False,0.44,19.36
2006-11-08,78,78,False,0.78,60.84
2006-11-09,47,47,False,0.47,22.09
2006-11-10,52,52,False,0.52,27.04
2006-11-11,36,36,False,0.36,12.959999999999999
2006-11-12,35,35,False,0.35,12.25
2006-11-13,57,57,False,0.57,32.489999999999995
2006-11-14,100,100,False,1.0,100.0
2006-11-15,23,23,False,0.23,5.29
2006-11-16,69,69,False,0.69,47.61
2006-11-17,12,12,False,0.12,1.44
2006-11-18,18,18,False,0.18,3.2399999999999998
2006-11-19,53,53,False,0.53,28.09
2006-11-20,23,23,False,0.23,5.29
2006-11-21,92,92,False,0.92,84.64
2006-11-22,52,52,False,0.52,27.04
2006-11-23,58,58,False,0.58,33.64
2006-11-24,35,35,False,0.35,12.25
2006-11-25,57,57,False,0.57,32.489999999999995
2006-11-26,18,18,False,0.18,3.2399999999999998
2006-11-27,78,78,False,0.78,60.84
2006-11-28,22,22,False,0.22,4.84
2006-11-29,33,33,False,0.33,10.89
2006-11-30,43,43,False,0.43,18.49
2006-12-01,25,25,False,0.25,6.25
2006-12-02,58,58,False,0.58,33.64
2006-12-03,36,36,False,0.36,12.959999999999999
2006-12-04,15,15,False,0.15,2.25
2006-12-05,53,53,False,0.53,28.09
2006-12-06,19,19,False,0.19,3.61
2006-12-07,51,51,False,0.51,26.01
2006-12-08,53,53,False,0.53,28.09
2006-12-09,47,47,False,0.47,22.09
2006-12-10,24,24,False,0.24,5.76
2006-12-11,12,12,False,0.12,1.44
2006-12-12,60,60,False,0.6,36.0
2006-12-13,31,31,False,0.31,9.61
2006-12-14,36,36,False,0.36,12.959999999999999
2006-12-15,39,39,False,0.39,15.21
2006-12-16,25,25,False,0.25,6.25
2006-12-17,13,13,False,0.13,1.69
2006-12-18,29,29,False,0.29,8.41
2006-12-19,45,45,False,0.45,20.25
2006-12-20,51,51,False,0.51,26.01
2006-12-21,40,40,False,0.4,16.0
2006-12-22,35,35,False,0.35,12.25
2006-12-23,14,14,False,0.14,1.9600000000000002
2006-12-24,38,38,False,0.38,14.44
2006-12-25,25,25,False,0.25,6.25
2006-12-26,56,56,False,0.56,31.360000000000003
2006-12-27,57,57,False,0.57,32.489999999999995
2006-12-28,100,100,False,1.0,100.0
2006-12-29,59,59,False,0.59,34.809999999999995
2006-12-30,44,44,False,0.44,19.36
2006-12-31,32,32,False,0.32,10.24
2007-01-01,67,67,False,0.67,44.89
2007-01-02,88,88,False,0.88,77.44
2007-01-03,67,67,False,0.67,44.89
2007-01-04,100,100,False,1.0,100.0
2007-01-05,51,51,False,0.51,26.01
2007-01-06,41,41,False,0.41,16.81
2007-01-07,65,65,False,0.65,42.25
2007-01-08,64,64,False,0.64,40.96
2007-01-09,68,68,False,0.68,46.24
2007-01-10,69,69,False,0.69,47.61
2007-01-11,54,54,False,0.54,29.160000000000004
2007-01-12,61,61,False,0.61,37.21
2007-01-13,55,55,False,0.55,30.250000000000004
2007-01-14,65,65,False,0.65,42.25
2007-01-15,70,70,False,0.7,49.0
2007-01-16,94,94,False,0.94,88.36
2007-01-17,53,53,False,0.53,28.09
2007-01-18,69,69,False,0.69,47.61
2007-01-19,66,66,False,0.66,43.56
2007-01-20,46,46,False,0.46,21.16
2007-01-21,39,39,False,0.39,15.21
2007-01-22,78,78,False,0.78,60.84
2007-01-23,71,71,False,0.71,50.41
2007-01-24,93,93,False,0.93,86.49000000000001
2007-01-25,63,63,False,0.63,39.69
2007-01-26,71,71,False,0.71,50.41
2007-01-27,62,62,False,0.62,38.44
2007-01-28,39,39,False,0.39,15.21
2007-01-29,57,57,False,0.57,32.489999999999995
2007-01-30,65,65,False,0.65,42.25
2007-01-31,91,91,False,0.91,82.81
2007-02-01,29,29,False,0.29,8.41
2007-02-02,60,60,False,0.6,36.0
2007-02-03,70,70,False,0.7,49.0
2007-02-04,14,14,False,0.14,1.9600000000000002
2007-02-05,50,50,False,0.5,25.0
2007-02-06,47,47,False,0.47,22.09
2007-02-07,66,66,False,0.66,43.56
2007-02-08,38,38,False,0.38,14.44
2007-02-09,50,50,False,0.5,25.0
2007-02-10,14,14,False,0.14,1.9600000000000002
2007-02-11,28,28,False,0.28,7.840000000000001
2007-02-12,47,47,False,0.47,22.09
2007-02-13,27,27,False,0.27,7.290000000000001
2007-02-14,38,38,False,0.38,14.44
2007-02-15,98,98,False,0.98,96.03999999999999
2007-02-16,81,81,False,0.81,65.61
2007-02-17,86,86,False,0.86,73.96
2007-02-18,73,73,False,0.73,53.29
2007-02-19,52,52,False,0.52,27.04
2007-02-20,19,19,False,0.19,3.61
2007-02-21,38,38,False,0.38,14.44
2007-02-22,38,38,False,0.38,14.44
2007-02-23,40,40,False,0.4,16.0
2007-02-24,42,42,False,0.42,17.64
2007-02-25,28,28,False,0.28,7.840000000000001
2007-02-26,56,56,False,0.56,31.360000000000003
2007-02-27,100,100,False,1.0,100.0
2007-02-28,55,55,False,0.55,30.250000000000004
