date,DEPRESSION_unscaled,DEPRESSION_monthly,isPartial,scale,DEPRESSION
2005-01-01,60,85.0,False,0.85,51.0
2005-01-02,54,85.0,,0.85,45.9
2005-01-03,64,85.0,,0.85,54.4
2005-01-04,99,85.0,,0.85,84.14999999999999
2005-01-05,61,85.0,,0.85,51.85
2005-01-06,81,85.0,,0.85,68.85
2005-01-07,79,85.0,,0.85,67.14999999999999
2005-01-08,43,85.0,,0.85,36.55
2005-01-09,63,85.0,,0.85,53.55
2005-01-10,81,85.0,,0.85,68.85
2005-01-11,74,85.0,,0.85,62.9
2005-01-12,92,85.0,,0.85,78.2
2005-01-13,67,85.0,,0.85,56.949999999999996
2005-01-14,69,85.0,,0.85,58.65
2005-01-15,47,85.0,,0.85,39.949999999999996
2005-01-16,79,85.0,,0.85,67.14999999999999
2005-01-17,61,85.0,,0.85,51.85
2005-01-18,82,85.0,,0.85,69.7
2005-01-19,68,85.0,,0.85,57.8
2005-01-20,96,85.0,,0.85,81.6
2005-01-21,69,85.0,,0.85,58.65
2005-01-22,60,85.0,,0.85,51.0
2005-01-23,55,85.0,,0.85,46.75
2005-01-24,72,85.0,,0.85,61.199999999999996
2005-01-25,100,85.0,,0.85,85.0
2005-01-26,94,85.0,,0.85,79.89999999999999
2005-01-27,77,85.0,,0.85,65.45
2005-01-28,74,85.0,,0.85,62.9
2005-01-29,54,85.0,,0.85,45.9
2005-01-30,62,85.0,,0.85,52.699999999999996
2005-01-31,99,85.0,,0.85,84.14999999999999
2005-02-01,82,100.0,False,1.0,82.0
2005-02-02,79,100.0,,1.0,79.0
2005-02-03,90,100.0,,1.0,90.0
2005-02-04,80,100.0,,1.0,80.0
2005-02-05,63,100.0,,1.0,63.0
2005-02-06,96,100.0,,1.0,96.0
2005-02-07,70,100.0,,1.0,70.0
2005-02-08,69,100.0,,1.0,69.0
2005-02-09,87,100.0,,1.0,87.0
2005-02-10,82,100.0,,1.0,82.0
2005-02-11,81,100.0,,1.0,81.0
2005-02-12,70,100.0,,1.0,70.0
2005-02-13,88,100.0,,1.0,88.0
2005-02-14,94,100.0,,1.0,94.0
2005-02-15,94,100.0,,1.0,94.0
2005-02-16,100,100.0,,1.0,100.0
2005-02-17,71,100.0,,1.0,71.0
2005-02-18,83,100.0,,1.0,83.0
2005-02-19,68,100.0,,1.0,68.0
2005-02-20,24,100.0,,1.0,24.0
2005-02-21,76,100.0,,1.0,76.0
2005-02-22,63,100.0,,1.0,63.0
2005-02-23,91,100.0,,1.0,91.0
2005-02-24,72,100.0,,1.0,72.0
2005-02-25,79,100.0,,1.0,79.0
2005-02-26,70,100.0,,1.0,70.0
2005-02-27,72,100.0,,1.0,72.0
2005-02-28,89,100.0,,1.0,89.0
2005-03-01,49,97.0,False,0.97,47.53
2005-03-02,92,97.0,,0.97,89.24
2005-03-03,74,97.0,,0.97,71.78
2005-03-04,53,97.0,,0.97,51.41
2005-03-05,54,97.0,,0.97,52.379999999999995
2005-03-06,69,97.0,,0.97,66.92999999999999
2005-03-07,81,97.0,,0.97,78.57
2005-03-08,63,97.0,,0.97,61.11
2005-03-09,100,97.0,,0.97,97.0
2005-03-10,64,97.0,,0.97,62.08
2005-03-11,48,97.0,,0.97,46.56
2005-03-12,60,97.0,,0.97,58.199999999999996
2005-03-13,63,97.0,,0.97,61.11
2005-03-14,91,97.0,,0.97,88.27
2005-03-15,57,97.0,,0.97,55.29
2005-03-16,63,97.0,,0.97,61.11
2005-03-17,62,97.0,,0.97,60.14
2005-03-18,67,97.0,,0.97,64.99
2005-03-19,65,97.0,,0.97,63.05
2005-03-20,57,97.0,,0.97,55.29
2005-03-21,86,97.0,,0.97,83.42
2005-03-22,83,97.0,,0.97,80.50999999999999
2005-03-23,71,97.0,,0.97,68.87
2005-03-24,67,97.0,,0.97,64.99
2005-03-25,56,97.0,,0.97,54.32
2005-03-26,56,97.0,,0.97,54.32
2005-03-27,49,97.0,,0.97,47.53
2005-03-28,58,97.0,,0.97,56.26
2005-03-29,65,97.0,,0.97,63.05
2005-03-30,61,97.0,,0.97,59.17
2005-03-31,60,97.0,,0.97,58.199999999999996
2005-04-01,44,97.0,False,0.97,42.68
2005-04-02,43,97.0,,0.97,41.71
2005-04-03,54,97.0,,0.97,52.379999999999995
2005-04-04,90,97.0,,0.97,87.3
2005-04-05,0,97.0,,0.97,0.0
2005-04-06,58,97.0,,0.97,56.26
2005-04-07,50,97.0,,0.97,48.5
2005-04-08,83,97.0,,0.97,80.50999999999999
2005-04-09,60,97.0,,0.97,58.199999999999996
2005-04-10,84,97.0,,0.97,81.48
2005-04-11,77,97.0,,0.97,74.69
2005-04-12,55,97.0,,0.97,53.35
2005-04-13,74,97.0,,0.97,71.78
2005-04-14,62,97.0,,0.97,60.14
2005-04-15,45,97.0,,0.97,43.65
2005-04-16,63,97.0,,0.97,61.11
2005-04-17,75,97.0,,0.97,72.75
2005-04-18,63,97.0,,0.97,61.11
2005-04-19,57,97.0,,0.97,55.29
2005-04-20,100,97.0,,0.97,97.0
2005-04-21,89,97.0,,0.97,86.33
2005-04-22,87,97.0,,0.97,84.39
2005-04-23,57,97.0,,0.97,55.29
2005-04-24,46,97.0,,0.97,44.62
2005-04-25,73,97.0,,0.97,70.81
2005-04-26,71,97.0,,0.97,68.87
2005-04-27,77,97.0,,0.97,74.69
2005-04-28,71,97.0,,0.97,68.87
2005-04-29,55,97.0,,0.97,53.35
2005-04-30,53,97.0,,0.97,51.41
2005-05-01,80,94.0,False,0.94,75.19999999999999
2005-05-02,58,94.0,,0.94,54.519999999999996
2005-05-03,92,94.0,,0.94,86.47999999999999
2005-05-04,86,94.0,,0.94,80.83999999999999
2005-05-05,100,94.0,,0.94,94.0
2005-05-06,63,94.0,,0.94,59.22
2005-05-07,67,94.0,,0.94,62.98
2005-05-08,70,94.0,,0.94,65.8
2005-05-09,84,94.0,,0.94,78.96
2005-05-10,97,94.0,,0.94,91.17999999999999
2005-05-11,71,94.0,,0.94,66.74
2005-05-12,80,94.0,,0.94,75.19999999999999
2005-05-13,65,94.0,,0.94,61.099999999999994
2005-05-14,64,94.0,,0.94,60.16
2005-05-15,52,94.0,,0.94,48.879999999999995
2005-05-16,87,94.0,,0.94,81.78
2005-05-17,85,94.0,,0.94,79.89999999999999
2005-05-18,84,94.0,,0.94,78.96
2005-05-19,81,94.0,,0.94,76.14
2005-05-20,68,94.0,,0.94,63.919999999999995
2005-05-21,33,94.0,,0.94,31.02
2005-05-22,64,94.0,,0.94,60.16
2005-05-23,73,94.0,,0.94,68.61999999999999
2005-05-24,83,94.0,,0.94,78.02
2005-05-25,75,94.0,,0.94,70.5
2005-05-26,74,94.0,,0.94,69.56
2005-05-27,54,94.0,,0.94,50.76
2005-05-28,41,94.0,,0.94,38.54
2005-05-29,63,94.0,,0.94,59.22
2005-05-30,52,94.0,,0.94,48.879999999999995
2005-05-31,47,94.0,,0.94,44.18
2005-06-01,78,67.0,False,0.67,52.260000000000005
2005-06-02,96,67.0,,0.67,64.32000000000001
2005-06-03,99,67.0,,0.67,66.33
2005-06-04,56,67.0,,0.67,37.52
2005-06-05,79,67.0,,0.67,52.93
2005-06-06,98,67.0,,0.67,65.66000000000001
2005-06-07,70,67.0,,0.67,46.900000000000006
2005-06-08,88,67.0,,0.67,58.96
2005-06-09,66,67.0,,0.67,44.220000000000006
2005-06-10,100,67.0,,0.67,67.0
2005-06-11,44,67.0,,0.67,29.48
2005-06-12,84,67.0,,0.67,56.28
2005-06-13,87,67.0,,0.67,58.290000000000006
2005-06-14,95,67.0,,0.67,63.650000000000006
2005-06-15,72,67.0,,0.67,48.24
2005-06-16,62,67.0,,0.67,41.54
2005-06-17,79,67.0,,0.67,52.93
2005-06-18,100,67.0,,0.67,67.0
2005-06-19,56,67.0,,0.67,37.52
2005-06-20,80,67.0,,0.67,53.6
2005-06-21,53,67.0,,0.67,35.510000000000005
2005-06-22,67,67.0,,0.67,44.89
2005-06-23,94,67.0,,0.67,62.980000000000004
2005-06-24,66,67.0,,0.67,44.220000000000006
2005-06-25,86,67.0,,0.67,57.620000000000005
2005-06-26,77,67.0,,0.67,51.59
2005-06-27,99,67.0,,0.67,66.33
2005-06-28,67,67.0,,0.67,44.89
2005-06-29,59,67.0,,0.67,39.53
2005-06-30,79,67.0,,0.67,52.93
2005-07-01,89,61.0,False,0.61,54.29
2005-07-02,57,61.0,,0.61,34.769999999999996
2005-07-03,44,61.0,,0.61,26.84
2005-07-04,59,61.0,,0.61,35.99
2005-07-05,73,61.0,,0.61,44.53
2005-07-06,82,61.0,,0.61,50.019999999999996
2005-07-07,71,61.0,,0.61,43.31
2005-07-08,47,61.0,,0.61,28.669999999999998
2005-07-09,73,61.0,,0.61,44.53
2005-07-10,77,61.0,,0.61,46.97
2005-07-11,100,61.0,,0.61,61.0
2005-07-12,79,61.0,,0.61,48.19
2005-07-13,79,61.0,,0.61,48.19
2005-07-14,88,61.0,,0.61,53.68
2005-07-15,57,61.0,,0.61,34.769999999999996
2005-07-16,82,61.0,,0.61,50.019999999999996
2005-07-17,64,61.0,,0.61,39.04
2005-07-18,66,61.0,,0.61,40.26
2005-07-19,59,61.0,,0.61,35.99
2005-07-20,60,61.0,,0.61,36.6
2005-07-21,88,61.0,,0.61,53.68
2005-07-22,80,61.0,,0.61,48.8
2005-07-23,41,61.0,,0.61,25.009999999999998
2005-07-24,42,61.0,,0.61,25.62
2005-07-25,77,61.0,,0.61,46.97
2005-07-26,72,61.0,,0.61,43.92
2005-07-27,70,61.0,,0.61,42.699999999999996
2005-07-28,66,61.0,,0.61,40.26
2005-07-29,36,61.0,,0.61,21.96
2005-07-30,26,61.0,,0.61,15.86
2005-07-31,67,61.0,,0.61,40.87
2005-08-01,62,59.0,False,0.59,36.58
2005-08-02,60,59.0,,0.59,35.4
2005-08-03,60,59.0,,0.59,35.4
2005-08-04,40,59.0,,0.59,23.599999999999998
2005-08-05,63,59.0,,0.59,37.169999999999995
2005-08-06,50,59.0,,0.59,29.5
2005-08-07,74,59.0,,0.59,43.66
2005-08-08,41,59.0,,0.59,24.189999999999998
2005-08-09,91,59.0,,0.59,53.69
2005-08-10,75,59.0,,0.59,44.25
2005-08-11,49,59.0,,0.59,28.91
2005-08-12,64,59.0,,0.59,37.76
2005-08-13,83,59.0,,0.59,48.97
2005-08-14,53,59.0,,0.59,31.27
2005-08-15,61,59.0,,0.59,35.989999999999995
2005-08-16,64,59.0,,0.59,37.76
2005-08-17,73,59.0,,0.59,43.07
2005-08-18,60,59.0,,0.59,35.4
2005-08-19,43,59.0,,0.59,25.369999999999997
2005-08-20,48,59.0,,0.59,28.32
2005-08-21,83,59.0,,0.59,48.97
2005-08-22,79,59.0,,0.59,46.61
2005-08-23,75,59.0,,0.59,44.25
2005-08-24,100,59.0,,0.59,59.0
2005-08-25,59,59.0,,0.59,34.809999999999995
2005-08-26,64,59.0,,0.59,37.76
2005-08-27,57,59.0,,0.59,33.629999999999995
2005-08-28,56,59.0,,0.59,33.04
2005-08-29,79,59.0,,0.59,46.61
2005-08-30,76,59.0,,0.59,44.839999999999996
2005-08-31,83,59.0,,0.59,48.97
2005-09-01,82,71.0,False,0.71,58.22
2005-09-02,82,71.0,,0.71,58.22
2005-09-03,62,71.0,,0.71,44.019999999999996
2005-09-04,70,71.0,,0.71,49.699999999999996
2005-09-05,65,71.0,,0.71,46.15
2005-09-06,83,71.0,,0.71,58.93
2005-09-07,81,71.0,,0.71,57.51
2005-09-08,88,71.0,,0.71,62.48
2005-09-09,88,71.0,,0.71,62.48
2005-09-10,63,71.0,,0.71,44.73
2005-09-11,67,71.0,,0.71,47.57
2005-09-12,74,71.0,,0.71,52.54
2005-09-13,82,71.0,,0.71,58.22
2005-09-14,71,71.0,,0.71,50.41
2005-09-15,83,71.0,,0.71,58.93
2005-09-16,73,71.0,,0.71,51.83
2005-09-17,63,71.0,,0.71,44.73
2005-09-18,74,71.0,,0.71,52.54
2005-09-19,83,71.0,,0.71,58.93
2005-09-20,86,71.0,,0.71,61.059999999999995
2005-09-21,75,71.0,,0.71,53.25
2005-09-22,95,71.0,,0.71,67.45
2005-09-23,70,71.0,,0.71,49.699999999999996
2005-09-24,62,71.0,,0.71,44.019999999999996
2005-09-25,72,71.0,,0.71,51.12
2005-09-26,100,71.0,,0.71,71.0
2005-09-27,95,71.0,,0.71,67.45
2005-09-28,73,71.0,,0.71,51.83
2005-09-29,90,71.0,,0.71,63.9
2005-09-30,84,71.0,,0.71,59.64
2005-10-01,53,86.0,False,0.86,45.58
2005-10-02,56,86.0,,0.86,48.16
2005-10-03,72,86.0,,0.86,61.92
2005-10-04,62,86.0,,0.86,53.32
2005-10-05,63,86.0,,0.86,54.18
2005-10-06,49,86.0,,0.86,42.14
2005-10-07,69,86.0,,0.86,59.339999999999996
2005-10-08,64,86.0,,0.86,55.04
2005-10-09,35,86.0,,0.86,30.099999999999998
2005-10-10,100,86.0,,0.86,86.0
2005-10-11,78,86.0,,0.86,67.08
2005-10-12,93,86.0,,0.86,79.98
2005-10-13,69,86.0,,0.86,59.339999999999996
2005-10-14,58,86.0,,0.86,49.88
2005-10-15,57,86.0,,0.86,49.019999999999996
2005-10-16,74,86.0,,0.86,63.64
2005-10-17,86,86.0,,0.86,73.96
2005-10-18,72,86.0,,0.86,61.92
2005-10-19,75,86.0,,0.86,64.5
2005-10-20,72,86.0,,0.86,61.92
2005-10-21,72,86.0,,0.86,61.92
2005-10-22,61,86.0,,0.86,52.46
2005-10-23,61,86.0,,0.86,52.46
2005-10-24,87,86.0,,0.86,74.82
2005-10-25,76,86.0,,0.86,65.36
2005-10-26,100,86.0,,0.86,86.0
2005-10-27,63,86.0,,0.86,54.18
2005-10-28,79,86.0,,0.86,67.94
2005-10-29,46,86.0,,0.86,39.56
2005-10-30,80,86.0,,0.86,68.8
2005-10-31,80,86.0,,0.86,68.8
2005-11-01,84,88.0,False,0.88,73.92
2005-11-02,82,88.0,,0.88,72.16
2005-11-03,80,88.0,,0.88,70.4
2005-11-04,55,88.0,,0.88,48.4
2005-11-05,69,88.0,,0.88,60.72
2005-11-06,100,88.0,,0.88,88.0
2005-11-07,80,88.0,,0.88,70.4
2005-11-08,64,88.0,,0.88,56.32
2005-11-09,63,88.0,,0.88,55.44
2005-11-10,90,88.0,,0.88,79.2
2005-11-11,46,88.0,,0.88,40.48
2005-11-12,45,88.0,,0.88,39.6
2005-11-13,67,88.0,,0.88,58.96
2005-11-14,75,88.0,,0.88,66.0
2005-11-15,78,88.0,,0.88,68.64
2005-11-16,96,88.0,,0.88,84.48
2005-11-17,64,88.0,,0.88,56.32
2005-11-18,62,88.0,,0.88,54.56
2005-11-19,35,88.0,,0.88,30.8
2005-11-20,58,88.0,,0.88,51.04
2005-11-21,67,88.0,,0.88,58.96
2005-11-22,62,88.0,,0.88,54.56
2005-11-23,61,88.0,,0.88,53.68
2005-11-24,41,88.0,,0.88,36.08
2005-11-25,48,88.0,,0.88,42.24
2005-11-26,38,88.0,,0.88,33.44
2005-11-27,66,88.0,,0.88,58.08
2005-11-28,83,88.0,,0.88,73.04
2005-11-29,74,88.0,,0.88,65.12
2005-11-30,74,88.0,,0.88,65.12
2005-12-01,65,78.0,False,0.78,50.7
2005-12-02,87,78.0,,0.78,67.86
2005-12-03,62,78.0,,0.78,48.36
2005-12-04,58,78.0,,0.78,45.24
2005-12-05,64,78.0,,0.78,49.92
2005-12-06,69,78.0,,0.78,53.82
2005-12-07,78,78.0,,0.78,60.84
2005-12-08,65,78.0,,0.78,50.7
2005-12-09,47,78.0,,0.78,36.660000000000004
2005-12-10,65,78.0,,0.78,50.7
2005-12-11,59,78.0,,0.78,46.02
2005-12-12,97,78.0,,0.78,75.66
2005-12-13,93,78.0,,0.78,72.54
2005-12-14,72,78.0,,0.78,56.160000000000004
2005-12-15,100,78.0,,0.78,78.0
2005-12-16,75,78.0,,0.78,58.5
2005-12-17,44,78.0,,0.78,34.32
2005-12-18,63,78.0,,0.78,49.14
2005-12-19,89,78.0,,0.78,69.42
2005-12-20,77,78.0,,0.78,60.06
2005-12-21,61,78.0,,0.78,47.58
2005-12-22,43,78.0,,0.78,33.54
2005-12-23,69,78.0,,0.78,53.82
2005-12-24,43,78.0,,0.78,33.54
2005-12-25,66,78.0,,0.78,51.480000000000004
2005-12-26,55,78.0,,0.78,42.9
2005-12-27,74,78.0,,0.78,57.72
2005-12-28,72,78.0,,0.78,56.160000000000004
2005-12-29,63,78.0,,0.78,49.14
2005-12-30,64,78.0,,0.78,49.92
2005-12-31,58,78.0,,0.78,45.24
2006-01-01,67,88.0,False,0.88,58.96
2006-01-02,79,88.0,,0.88,69.52
2006-01-03,72,88.0,,0.88,63.36
2006-01-04,78,88.0,,0.88,68.64
2006-01-05,60,88.0,,0.88,52.8
2006-01-06,92,88.0,,0.88,80.96
2006-01-07,63,88.0,,0.88,55.44
2006-01-08,69,88.0,,0.88,60.72
2006-01-09,87,88.0,,0.88,76.56
2006-01-10,93,88.0,,0.88,81.84
2006-01-11,69,88.0,,0.88,60.72
2006-01-12,98,88.0,,0.88,86.24
2006-01-13,80,88.0,,0.88,70.4
2006-01-14,53,88.0,,0.88,46.64
2006-01-15,59,88.0,,0.88,51.92
2006-01-16,72,88.0,,0.88,63.36
2006-01-17,90,88.0,,0.88,79.2
2006-01-18,87,88.0,,0.88,76.56
2006-01-19,81,88.0,,0.88,71.28
2006-01-20,66,88.0,,0.88,58.08
2006-01-21,71,88.0,,0.88,62.48
2006-01-22,55,88.0,,0.88,48.4
2006-01-23,86,88.0,,0.88,75.68
2006-01-24,92,88.0,,0.88,80.96
2006-01-25,83,88.0,,0.88,73.04
2006-01-26,69,88.0,,0.88,60.72
2006-01-27,76,88.0,,0.88,66.88
2006-01-28,69,88.0,,0.88,60.72
2006-01-29,89,88.0,,0.88,78.32000000000001
2006-01-30,78,88.0,,0.88,68.64
2006-01-31,100,88.0,,0.88,88.0
2006-02-01,100,88.0,False,0.88,88.0
2006-02-02,70,88.0,,0.88,61.6
2006-02-03,82,88.0,,0.88,72.16
2006-02-04,73,88.0,,0.88,64.24
2006-02-05,80,88.0,,0.88,70.4
2006-02-06,82,88.0,,0.88,72.16
2006-02-07,69,88.0,,0.88,60.72
2006-02-08,83,88.0,,0.88,73.04
2006-02-09,74,88.0,,0.88,65.12
2006-02-10,68,88.0,,0.88,59.84
2006-02-11,47,88.0,,0.88,41.36
2006-02-12,67,88.0,,0.88,58.96
2006-02-13,73,88.0,,0.88,64.24
2006-02-14,82,88.0,,0.88,72.16
2006-02-15,70,88.0,,0.88,61.6
2006-02-16,87,88.0,,0.88,76.56
2006-02-17,77,88.0,,0.88,67.76
2006-02-18,38,88.0,,0.88,33.44
2006-02-19,62,88.0,,0.88,54.56
2006-02-20,81,88.0,,0.88,71.28
2006-02-21,59,88.0,,0.88,51.92
2006-02-22,77,88.0,,0.88,67.76
2006-02-23,69,88.0,,0.88,60.72
2006-02-24,79,88.0,,0.88,69.52
2006-02-25,74,88.0,,0.88,65.12
2006-02-26,78,88.0,,0.88,68.64
2006-02-27,85,88.0,,0.88,74.8
2006-02-28,88,88.0,,0.88,77.44
2006-03-01,93,90.0,False,0.9,83.7
2006-03-02,97,90.0,,0.9,87.3
2006-03-03,98,90.0,,0.9,88.2
2006-03-04,60,90.0,,0.9,54.0
2006-03-05,66,90.0,,0.9,59.4
2006-03-06,88,90.0,,0.9,79.2
2006-03-07,80,90.0,,0.9,72.0
2006-03-08,98,90.0,,0.9,88.2
2006-03-09,78,90.0,,0.9,70.2
2006-03-10,68,90.0,,0.9,61.2
2006-03-11,60,90.0,,0.9,54.0
2006-03-12,72,90.0,,0.9,64.8
2006-03-13,91,90.0,,0.9,81.9
2006-03-14,87,90.0,,0.9,78.3
2006-03-15,75,90.0,,0.9,67.5
2006-03-16,68,90.0,,0.9,61.2
2006-03-17,76,90.0,,0.9,68.4
2006-03-18,54,90.0,,0.9,48.6
2006-03-19,93,90.0,,0.9,83.7
2006-03-20,100,90.0,,0.9,90.0
2006-03-21,88,90.0,,0.9,79.2
2006-03-22,84,90.0,,0.9,75.60000000000001
2006-03-23,87,90.0,,0.9,78.3
2006-03-24,77,90.0,,0.9,69.3
2006-03-25,50,90.0,,0.9,45.0
2006-03-26,85,90.0,,0.9,76.5
2006-03-27,81,90.0,,0.9,72.9
2006-03-28,83,90.0,,0.9,74.7
2006-03-29,86,90.0,,0.9,77.4
2006-03-30,76,90.0,,0.9,68.4
2006-03-31,64,90.0,,0.9,57.6
2006-04-01,62,86.0,False,0.86,53.32
2006-04-02,76,86.0,,0.86,65.36
2006-04-03,93,86.0,,0.86,79.98
2006-04-04,84,86.0,,0.86,72.24
2006-04-05,86,86.0,,0.86,73.96
2006-04-06,84,86.0,,0.86,72.24
2006-04-07,66,86.0,,0.86,56.76
2006-04-08,68,86.0,,0.86,58.48
2006-04-09,73,86.0,,0.86,62.78
2006-04-10,81,86.0,,0.86,69.66
2006-04-11,84,86.0,,0.86,72.24
2006-04-12,86,86.0,,0.86,73.96
2006-04-13,79,86.0,,0.86,67.94
2006-04-14,48,86.0,,0.86,41.28
2006-04-15,49,86.0,,0.86,42.14
2006-04-16,65,86.0,,0.86,55.9
2006-04-17,86,86.0,,0.86,73.96
2006-04-18,100,86.0,,0.86,86.0
2006-04-19,91,86.0,,0.86,78.26
2006-04-20,77,86.0,,0.86,66.22
2006-04-21,66,86.0,,0.86,56.76
2006-04-22,63,86.0,,0.86,54.18
2006-04-23,77,86.0,,0.86,66.22
2006-04-24,91,86.0,,0.86,78.26
2006-04-25,95,86.0,,0.86,81.7
2006-04-26,100,86.0,,0.86,86.0
2006-04-27,94,86.0,,0.86,80.84
2006-04-28,91,86.0,,0.86,78.26
2006-04-29,56,86.0,,0.86,48.16
2006-04-30,97,86.0,,0.86,83.42
2006-05-01,70,86.0,False,0.86,60.199999999999996
2006-05-02,94,86.0,,0.86,80.84
2006-05-03,73,86.0,,0.86,62.78
2006-05-04,86,86.0,,0.86,73.96
2006-05-05,75,86.0,,0.86,64.5
2006-05-06,58,86.0,,0.86,49.88
2006-05-07,87,86.0,,0.86,74.82
2006-05-08,81,86.0,,0.86,69.66
2006-05-09,100,86.0,,0.86,86.0
2006-05-10,84,86.0,,0.86,72.24
2006-05-11,73,86.0,,0.86,62.78
2006-05-12,70,86.0,,0.86,60.199999999999996
2006-05-13,61,86.0,,0.86,52.46
2006-05-14,66,86.0,,0.86,56.76
2006-05-15,66,86.0,,0.86,56.76
2006-05-16,75,86.0,,0.86,64.5
2006-05-17,84,86.0,,0.86,72.24
2006-05-18,83,86.0,,0.86,71.38
2006-05-19,71,86.0,,0.86,61.06
2006-05-20,68,86.0,,0.86,58.48
2006-05-21,56,86.0,,0.86,48.16
2006-05-22,63,86.0,,0.86,54.18
2006-05-23,75,86.0,,0.86,64.5
2006-05-24,72,86.0,,0.86,61.92
2006-05-25,74,86.0,,0.86,63.64
2006-05-26,65,86.0,,0.86,55.9
2006-05-27,56,86.0,,0.86,48.16
2006-05-28,54,86.0,,0.86,46.44
2006-05-29,54,86.0,,0.86,46.44
2006-05-30,76,86.0,,0.86,65.36
2006-05-31,66,86.0,,0.86,56.76
2006-06-01,72,55.0,False,0.55,39.6
2006-06-02,60,55.0,,0.55,33.0
2006-06-03,63,55.0,,0.55,34.650000000000006
2006-06-04,100,55.0,,0.55,55.00000000000001
2006-06-05,74,55.0,,0.55,40.7
2006-06-06,81,55.0,,0.55,44.550000000000004
2006-06-07,66,55.0,,0.55,36.300000000000004
2006-06-08,77,55.0,,0.55,42.35
2006-06-09,76,55.0,,0.55,41.800000000000004
2006-06-10,79,55.0,,0.55,43.45
2006-06-11,91,55.0,,0.55,50.050000000000004
2006-06-12,85,55.0,,0.55,46.75000000000001
2006-06-13,79,55.0,,0.55,43.45
2006-06-14,71,55.0,,0.55,39.050000000000004
2006-06-15,74,55.0,,0.55,40.7
2006-06-16,54,55.0,,0.55,29.700000000000003
2006-06-17,65,55.0,,0.55,35.75
2006-06-18,58,55.0,,0.55,31.900000000000002
2006-06-19,75,55.0,,0.55,41.25
2006-06-20,69,55.0,,0.55,37.95
2006-06-21,81,55.0,,0.55,44.550000000000004
2006-06-22,90,55.0,,0.55,49.50000000000001
2006-06-23,62,55.0,,0.55,34.1
2006-06-24,63,55.0,,0.55,34.650000000000006
2006-06-25,61,55.0,,0.55,33.550000000000004
2006-06-26,90,55.0,,0.55,49.50000000000001
2006-06-27,67,55.0,,0.55,36.85
2006-06-28,65,55.0,,0.55,35.75
2006-06-29,64,55.0,,0.55,35.2
2006-06-30,56,55.0,,0.55,30.800000000000004
2006-07-01,68,56.0,False,0.56,38.080000000000005
2006-07-02,68,56.0,,0.56,38.080000000000005
2006-07-03,78,56.0,,0.56,43.68000000000001
2006-07-04,91,56.0,,0.56,50.96000000000001
2006-07-05,81,56.0,,0.56,45.36000000000001
2006-07-06,92,56.0,,0.56,51.52
2006-07-07,72,56.0,,0.56,40.32000000000001
2006-07-08,54,56.0,,0.56,30.240000000000002
2006-07-09,83,56.0,,0.56,46.480000000000004
2006-07-10,93,56.0,,0.56,52.080000000000005
2006-07-11,79,56.0,,0.56,44.24
2006-07-12,100,56.0,,0.56,56.00000000000001
2006-07-13,82,56.0,,0.56,45.92
2006-07-14,81,56.0,,0.56,45.36000000000001
2006-07-15,80,56.0,,0.56,44.800000000000004
2006-07-16,75,56.0,,0.56,42.00000000000001
2006-07-17,84,56.0,,0.56,47.040000000000006
2006-07-18,70,56.0,,0.56,39.2
2006-07-19,75,56.0,,0.56,42.00000000000001
2006-07-20,81,56.0,,0.56,45.36000000000001
2006-07-21,75,56.0,,0.56,42.00000000000001
2006-07-22,69,56.0,,0.56,38.64
2006-07-23,74,56.0,,0.56,41.440000000000005
2006-07-24,76,56.0,,0.56,42.56
2006-07-25,79,56.0,,0.56,44.24
2006-07-26,56,56.0,,0.56,31.360000000000003
2006-07-27,65,56.0,,0.56,36.400000000000006
2006-07-28,80,56.0,,0.56,44.800000000000004
2006-07-29,66,56.0,,0.56,36.96
2006-07-30,74,56.0,,0.56,41.440000000000005
2006-07-31,76,56.0,,0.56,42.56
2006-08-01,80,52.0,False,0.52,41.6
2006-08-02,88,52.0,,0.52,45.760000000000005
2006-08-03,66,52.0,,0.52,34.32
2006-08-04,68,52.0,,0.52,35.36
2006-08-05,75,52.0,,0.52,39.0
2006-08-06,72,52.0,,0.52,37.44
2006-08-07,86,52.0,,0.52,44.72
2006-08-08,87,52.0,,0.52,45.24
2006-08-09,77,52.0,,0.52,40.04
2006-08-10,97,52.0,,0.52,50.440000000000005
2006-08-11,70,52.0,,0.52,36.4
2006-08-12,74,52.0,,0.52,38.480000000000004
2006-08-13,78,52.0,,0.52,40.56
2006-08-14,74,52.0,,0.52,38.480000000000004
2006-08-15,79,52.0,,0.52,41.08
2006-08-16,80,52.0,,0.52,41.6
2006-08-17,63,52.0,,0.52,32.76
2006-08-18,55,52.0,,0.52,28.6
2006-08-19,66,52.0,,0.52,34.32
2006-08-20,78,52.0,,0.52,40.56
2006-08-21,69,52.0,,0.52,35.88
2006-08-22,83,52.0,,0.52,43.160000000000004
2006-08-23,65,52.0,,0.52,33.800000000000004
2006-08-24,100,52.0,,0.52,52.0
2006-08-25,99,52.0,,0.52,51.480000000000004
2006-08-26,94,52.0,,0.52,48.88
2006-08-27,75,52.0,,0.52,39.0
2006-08-28,92,52.0,,0.52,47.84
2006-08-29,88,52.0,,0.52,45.760000000000005
2006-08-30,86,52.0,,0.52,44.72
2006-08-31,78,52.0,,0.52,40.56
2006-09-01,75,61.0,False,0.61,45.75
2006-09-02,64,61.0,,0.61,39.04
2006-09-03,69,61.0,,0.61,42.089999999999996
