date,DEPRESSION_unscaled,DEPRESSION_monthly,isPartial,scale,DEPRESSION
2008-08-24,69,47.0,,0.47,32.43
2008-08-25,76,47.0,,0.47,35.72
2008-08-26,75,47.0,,0.47,35.25
2008-08-27,72,47.0,,0.47,33.839999999999996
2008-08-28,70,47.0,,0.47,32.9
2008-08-29,68,47.0,,0.47,31.959999999999997
2008-08-30,77,47.0,,0.47,36.19
2008-08-31,78,47.0,,0.47,36.66
2008-09-01,35,79.0,False,0.79,27.650000000000002
2008-09-02,39,79.0,,0.79,30.810000000000002
2008-09-03,42,79.0,,0.79,33.18
2008-09-04,40,79.0,,0.79,31.6
2008-09-05,42,79.0,,0.79,33.18
2008-09-06,26,79.0,,0.79,20.54
2008-09-07,40,79.0,,0.79,31.6
2008-09-08,41,79.0,,0.79,32.39
2008-09-09,34,79.0,,0.79,26.86
2008-09-10,43,79.0,,0.79,33.97
2008-09-11,39,79.0,,0.79,30.810000000000002
2008-09-12,36,79.0,,0.79,28.44
2008-09-13,25,79.0,,0.79,19.75
2008-09-14,48,79.0,,0.79,37.92
2008-09-15,57,79.0,,0.79,45.03
2008-09-16,63,79.0,,0.79,49.77
2008-09-17,56,79.0,,0.79,44.24
2008-09-18,61,79.0,,0.79,48.190000000000005
2008-09-19,55,79.0,,0.79,43.45
2008-09-20,43,79.0,,0.79,33.97
2008-09-21,50,79.0,,0.79,39.5
2008-09-22,54,79.0,,0.79,42.660000000000004
2008-09-23,58,79.0,,0.79,45.82
2008-09-24,66,79.0,,0.79,52.14
2008-09-25,78,79.0,,0.79,61.620000000000005
2008-09-26,76,79.0,,0.79,60.040000000000006
2008-09-27,64,79.0,,0.79,50.56
2008-09-28,69,79.0,,0.79,54.510000000000005
2008-09-29,90,79.0,,0.79,71.10000000000001
2008-09-30,100,79.0,,0.79,79.0
2008-10-01,77,91.0,False,0.91,70.07000000000001
2008-10-02,59,91.0,,0.91,53.690000000000005
2008-10-03,53,91.0,,0.91,48.230000000000004
2008-10-04,63,91.0,,0.91,57.330000000000005
2008-10-05,64,91.0,,0.91,58.24
2008-10-06,81,91.0,,0.91,73.71000000000001
2008-10-07,87,91.0,,0.91,79.17
2008-10-08,80,91.0,,0.91,72.8
2008-10-09,75,91.0,,0.91,68.25
2008-10-10,100,91.0,,0.91,91.0
2008-10-11,67,91.0,,0.91,60.97
2008-10-12,61,91.0,,0.91,55.510000000000005
2008-10-13,65,91.0,,0.91,59.15
2008-10-14,56,91.0,,0.91,50.96
2008-10-15,62,91.0,,0.91,56.42
2008-10-16,60,91.0,,0.91,54.6
2008-10-17,53,91.0,,0.91,48.230000000000004
2008-10-18,63,91.0,,0.91,57.330000000000005
2008-10-19,56,91.0,,0.91,50.96
2008-10-20,60,91.0,,0.91,54.6
2008-10-21,56,91.0,,0.91,50.96
2008-10-22,55,91.0,,0.91,50.050000000000004
2008-10-23,62,91.0,,0.91,56.42
2008-10-24,60,91.0,,0.91,54.6
2008-10-25,53,91.0,,0.91,48.230000000000004
2008-10-26,50,91.0,,0.91,45.5
2008-10-27,73,91.0,,0.91,66.43
2008-10-28,55,91.0,,0.91,50.050000000000004
2008-10-29,66,91.0,,0.91,60.06
2008-10-30,62,91.0,,0.91,56.42
2008-10-31,45,91.0,,0.91,40.95
2008-11-01,58,79.0,False,0.79,45.82
2008-11-02,57,79.0,,0.79,45.03
2008-11-03,63,79.0,,0.79,49.77
2008-11-04,57,79.0,,0.79,45.03
2008-11-05,67,79.0,,0.79,52.93
2008-11-06,73,79.0,,0.79,57.67
2008-11-07,73,79.0,,0.79,57.67
2008-11-08,55,79.0,,0.79,43.45
2008-11-09,59,79.0,,0.79,46.61
2008-11-10,80,79.0,,0.79,63.2
2008-11-11,74,79.0,,0.79,58.46
2008-11-12,91,79.0,,0.79,71.89
2008-11-13,85,79.0,,0.79,67.15
2008-11-14,80,79.0,,0.79,63.2
2008-11-15,57,79.0,,0.79,45.03
2008-11-16,59,79.0,,0.79,46.61
2008-11-17,76,79.0,,0.79,60.040000000000006
2008-11-18,77,79.0,,0.79,60.830000000000005
2008-11-19,85,79.0,,0.79,67.15
2008-11-20,100,79.0,,0.79,79.0
2008-11-21,81,79.0,,0.79,63.99
2008-11-22,65,79.0,,0.79,51.35
2008-11-23,83,79.0,,0.79,65.57000000000001
2008-11-24,78,79.0,,0.79,61.620000000000005
2008-11-25,69,79.0,,0.79,54.510000000000005
2008-11-26,48,79.0,,0.79,37.92
2008-11-27,42,79.0,,0.79,33.18
2008-11-28,36,79.0,,0.79,28.44
2008-11-29,58,79.0,,0.79,45.82
2008-11-30,71,79.0,,0.79,56.09
2008-12-01,90,73.0,False,0.73,65.7
2008-12-02,99,73.0,,0.73,72.27
2008-12-03,91,73.0,,0.73,66.42999999999999
2008-12-04,84,73.0,,0.73,61.32
2008-12-05,97,73.0,,0.73,70.81
2008-12-06,62,73.0,,0.73,45.26
2008-12-07,77,73.0,,0.73,56.21
2008-12-08,93,73.0,,0.73,67.89
2008-12-09,80,73.0,,0.73,58.4
2008-12-10,100,73.0,,0.73,73.0
2008-12-11,70,73.0,,0.73,51.1
2008-12-12,69,73.0,,0.73,50.37
2008-12-13,56,73.0,,0.73,40.879999999999995
2008-12-14,79,73.0,,0.73,57.67
2008-12-15,65,73.0,,0.73,47.449999999999996
2008-12-16,78,73.0,,0.73,56.94
2008-12-17,61,73.0,,0.73,44.53
2008-12-18,70,73.0,,0.73,51.1
2008-12-19,46,73.0,,0.73,33.58
2008-12-20,54,73.0,,0.73,39.42
2008-12-21,53,73.0,,0.73,38.69
2008-12-22,50,73.0,,0.73,36.5
2008-12-23,38,73.0,,0.73,27.74
2008-12-24,39,73.0,,0.73,28.47
2008-12-25,45,73.0,,0.73,32.85
2008-12-26,47,73.0,,0.73,34.31
2008-12-27,42,73.0,,0.73,30.66
2008-12-28,48,73.0,,0.73,35.04
2008-12-29,53,73.0,,0.73,38.69
2008-12-30,41,73.0,,0.73,29.93
2008-12-31,38,73.0,,0.73,27.74
2009-01-01,57,72.0,False,0.72,41.04
2009-01-02,61,72.0,,0.72,43.92
2009-01-03,84,72.0,,0.72,60.48
2009-01-04,61,72.0,,0.72,43.92
2009-01-05,76,72.0,,0.72,54.72
2009-01-06,79,72.0,,0.72,56.879999999999995
2009-01-07,69,72.0,,0.72,49.68
2009-01-08,70,72.0,,0.72,50.4
2009-01-09,88,72.0,,0.72,63.36
2009-01-10,68,72.0,,0.72,48.96
2009-01-11,89,72.0,,0.72,64.08
2009-01-12,83,72.0,,0.72,59.76
2009-01-13,95,72.0,,0.72,68.39999999999999
2009-01-14,70,72.0,,0.72,50.4
2009-01-15,91,72.0,,0.72,65.52
2009-01-16,65,72.0,,0.72,46.8
2009-01-17,67,72.0,,0.72,48.239999999999995
2009-01-18,73,72.0,,0.72,52.559999999999995
2009-01-19,62,72.0,,0.72,44.64
2009-01-20,76,72.0,,0.72,54.72
2009-01-21,72,72.0,,0.72,51.839999999999996
2009-01-22,83,72.0,,0.72,59.76
2009-01-23,82,72.0,,0.72,59.04
2009-01-24,65,72.0,,0.72,46.8
2009-01-25,83,72.0,,0.72,59.76
2009-01-26,98,72.0,,0.72,70.56
2009-01-27,100,72.0,,0.72,72.0
2009-01-28,86,72.0,,0.72,61.919999999999995
2009-01-29,94,72.0,,0.72,67.67999999999999
2009-01-30,78,72.0,,0.72,56.16
2009-01-31,67,72.0,,0.72,48.239999999999995
2009-02-01,47,82.0,False,0.82,38.54
2009-02-02,67,82.0,,0.82,54.94
2009-02-03,57,82.0,,0.82,46.739999999999995
2009-02-04,70,82.0,,0.82,57.4
2009-02-05,83,82.0,,0.82,68.06
2009-02-06,61,82.0,,0.82,50.019999999999996
2009-02-07,52,82.0,,0.82,42.64
2009-02-08,77,82.0,,0.82,63.13999999999999
2009-02-09,84,82.0,,0.82,68.88
2009-02-10,100,82.0,,0.82,82.0
2009-02-11,69,82.0,,0.82,56.58
2009-02-12,65,82.0,,0.82,53.3
2009-02-13,53,82.0,,0.82,43.46
2009-02-14,43,82.0,,0.82,35.26
2009-02-15,60,82.0,,0.82,49.199999999999996
2009-02-16,60,82.0,,0.82,49.199999999999996
2009-02-17,81,82.0,,0.82,66.42
2009-02-18,81,82.0,,0.82,66.42
2009-02-19,61,82.0,,0.82,50.019999999999996
2009-02-20,68,82.0,,0.82,55.76
2009-02-21,53,82.0,,0.82,43.46
2009-02-22,59,82.0,,0.82,48.379999999999995
2009-02-23,82,82.0,,0.82,67.24
2009-02-24,77,82.0,,0.82,63.13999999999999
2009-02-25,70,82.0,,0.82,57.4
2009-02-26,70,82.0,,0.82,57.4
2009-02-27,88,82.0,,0.82,72.16
2009-02-28,68,82.0,,0.82,55.76
2009-03-01,54,86.0,False,0.86,46.44
2009-03-02,76,86.0,,0.86,65.36
2009-03-03,80,86.0,,0.86,68.8
2009-03-04,75,86.0,,0.86,64.5
2009-03-05,100,86.0,,0.86,86.0
2009-03-06,77,86.0,,0.86,66.22
2009-03-07,56,86.0,,0.86,48.16
2009-03-08,72,86.0,,0.86,61.92
2009-03-09,86,86.0,,0.86,73.96
2009-03-10,68,86.0,,0.86,58.48
2009-03-11,62,86.0,,0.86,53.32
2009-03-12,76,86.0,,0.86,65.36
2009-03-13,53,86.0,,0.86,45.58
2009-03-14,46,86.0,,0.86,39.56
2009-03-15,59,86.0,,0.86,50.74
2009-03-16,69,86.0,,0.86,59.339999999999996
2009-03-17,57,86.0,,0.86,49.019999999999996
2009-03-18,57,86.0,,0.86,49.019999999999996
2009-03-19,55,86.0,,0.86,47.3
2009-03-20,49,86.0,,0.86,42.14
2009-03-21,45,86.0,,0.86,38.7
2009-03-22,50,86.0,,0.86,43.0
2009-03-23,71,86.0,,0.86,61.06
2009-03-24,75,86.0,,0.86,64.5
2009-03-25,77,86.0,,0.86,66.22
2009-03-26,74,86.0,,0.86,63.64
2009-03-27,57,86.0,,0.86,49.019999999999996
2009-03-28,50,86.0,,0.86,43.0
2009-03-29,66,86.0,,0.86,56.76
2009-03-30,57,86.0,,0.86,49.019999999999996
2009-03-31,59,86.0,,0.86,50.74
2009-04-01,91,75.0,False,0.75,68.25
2009-04-02,86,75.0,,0.75,64.5
2009-04-03,71,75.0,,0.75,53.25
2009-04-04,40,75.0,,0.75,30.0
2009-04-05,79,75.0,,0.75,59.25
2009-04-06,76,75.0,,0.75,57.0
2009-04-07,99,75.0,,0.75,74.25
2009-04-08,86,75.0,,0.75,64.5
2009-04-09,79,75.0,,0.75,59.25
2009-04-10,59,75.0,,0.75,44.25
2009-04-11,69,75.0,,0.75,51.75
2009-04-12,87,75.0,,0.75,65.25
2009-04-13,93,75.0,,0.75,69.75
2009-04-14,82,75.0,,0.75,61.5
2009-04-15,90,75.0,,0.75,67.5
2009-04-16,85,75.0,,0.75,63.75
2009-04-17,80,75.0,,0.75,60.0
2009-04-18,73,75.0,,0.75,54.75
2009-04-19,82,75.0,,0.75,61.5
2009-04-20,94,75.0,,0.75,70.5
2009-04-21,83,75.0,,0.75,62.25
2009-04-22,82,75.0,,0.75,61.5
2009-04-23,76,75.0,,0.75,57.0
2009-04-24,75,75.0,,0.75,56.25
2009-04-25,56,75.0,,0.75,42.0
2009-04-26,74,75.0,,0.75,55.5
2009-04-27,93,75.0,,0.75,69.75
2009-04-28,84,75.0,,0.75,63.0
2009-04-29,91,75.0,,0.75,68.25
2009-04-30,100,75.0,,0.75,75.0
2009-05-01,86,65.0,False,0.65,55.9
2009-05-02,75,65.0,,0.65,48.75
2009-05-03,74,65.0,,0.65,48.1
2009-05-04,94,65.0,,0.65,61.1
2009-05-05,100,65.0,,0.65,65.0
2009-05-06,92,65.0,,0.65,59.800000000000004
2009-05-07,83,65.0,,0.65,53.95
2009-05-08,71,65.0,,0.65,46.15
2009-05-09,55,65.0,,0.65,35.75
2009-05-10,56,65.0,,0.65,36.4
2009-05-11,75,65.0,,0.65,48.75
2009-05-12,96,65.0,,0.65,62.400000000000006
2009-05-13,80,65.0,,0.65,52.0
2009-05-14,98,65.0,,0.65,63.7
2009-05-15,84,65.0,,0.65,54.6
2009-05-16,47,65.0,,0.65,30.55
2009-05-17,65,65.0,,0.65,42.25
2009-05-18,96,65.0,,0.65,62.400000000000006
2009-05-19,76,65.0,,0.65,49.4
2009-05-20,72,65.0,,0.65,46.800000000000004
2009-05-21,91,65.0,,0.65,59.15
2009-05-22,60,65.0,,0.65,39.0
2009-05-23,53,65.0,,0.65,34.45
2009-05-24,72,65.0,,0.65,46.800000000000004
2009-05-25,71,65.0,,0.65,46.15
2009-05-26,84,65.0,,0.65,54.6
2009-05-27,78,65.0,,0.65,50.7
2009-05-28,91,65.0,,0.65,59.15
2009-05-29,70,65.0,,0.65,45.5
2009-05-30,64,65.0,,0.65,41.6
2009-05-31,86,65.0,,0.65,55.9
2009-06-01,94,51.0,False,0.51,47.94
2009-06-02,94,51.0,,0.51,47.94
2009-06-03,100,51.0,,0.51,51.0
2009-06-04,98,51.0,,0.51,49.980000000000004
2009-06-05,87,51.0,,0.51,44.37
2009-06-06,71,51.0,,0.51,36.21
2009-06-07,95,51.0,,0.51,48.45
2009-06-08,94,51.0,,0.51,47.94
2009-06-09,98,51.0,,0.51,49.980000000000004
2009-06-10,74,51.0,,0.51,37.74
2009-06-11,84,51.0,,0.51,42.84
2009-06-12,58,51.0,,0.51,29.580000000000002
2009-06-13,58,51.0,,0.51,29.580000000000002
2009-06-14,69,51.0,,0.51,35.19
2009-06-15,86,51.0,,0.51,43.86
2009-06-16,83,51.0,,0.51,42.33
2009-06-17,88,51.0,,0.51,44.88
2009-06-18,56,51.0,,0.51,28.560000000000002
2009-06-19,60,51.0,,0.51,30.6
2009-06-20,63,51.0,,0.51,32.13
2009-06-21,55,51.0,,0.51,28.05
2009-06-22,83,51.0,,0.51,42.33
2009-06-23,82,51.0,,0.51,41.82
2009-06-24,60,51.0,,0.51,30.6
2009-06-25,68,51.0,,0.51,34.68
2009-06-26,61,51.0,,0.51,31.11
2009-06-27,66,51.0,,0.51,33.660000000000004
2009-06-28,74,51.0,,0.51,37.74
2009-06-29,82,51.0,,0.51,41.82
2009-06-30,62,51.0,,0.51,31.62
2009-07-01,47,51.0,False,0.51,23.97
2009-07-02,48,51.0,,0.51,24.48
2009-07-03,40,51.0,,0.51,20.4
2009-07-04,46,51.0,,0.51,23.46
2009-07-05,50,51.0,,0.51,25.5
2009-07-06,50,51.0,,0.51,25.5
2009-07-07,61,51.0,,0.51,31.11
2009-07-08,53,51.0,,0.51,27.03
2009-07-09,51,51.0,,0.51,26.01
2009-07-10,55,51.0,,0.51,28.05
2009-07-11,45,51.0,,0.51,22.95
2009-07-12,53,51.0,,0.51,27.03
2009-07-13,58,51.0,,0.51,29.580000000000002
2009-07-14,40,51.0,,0.51,20.4
2009-07-15,53,51.0,,0.51,27.03
2009-07-16,49,51.0,,0.51,24.990000000000002
2009-07-17,50,51.0,,0.51,25.5
2009-07-18,68,51.0,,0.51,34.68
2009-07-19,58,51.0,,0.51,29.580000000000002
2009-07-20,100,51.0,,0.51,51.0
2009-07-21,73,51.0,,0.51,37.230000000000004
2009-07-22,56,51.0,,0.51,28.560000000000002
2009-07-23,51,51.0,,0.51,26.01
2009-07-24,43,51.0,,0.51,21.93
2009-07-25,52,51.0,,0.51,26.52
2009-07-26,59,51.0,,0.51,30.09
2009-07-27,57,51.0,,0.51,29.07
2009-07-28,58,51.0,,0.51,29.580000000000002
2009-07-29,57,51.0,,0.51,29.07
2009-07-30,52,51.0,,0.51,26.52
2009-07-31,57,51.0,,0.51,29.07
2009-08-01,80,49.0,False,0.49,39.2
2009-08-02,83,49.0,,0.49,40.67
2009-08-03,99,49.0,,0.49,48.51
2009-08-04,86,49.0,,0.49,42.14
2009-08-05,86,49.0,,0.49,42.14
2009-08-06,80,49.0,,0.49,39.2
2009-08-07,73,49.0,,0.49,35.769999999999996
2009-08-08,73,49.0,,0.49,35.769999999999996
2009-08-09,85,49.0,,0.49,41.65
2009-08-10,75,49.0,,0.49,36.75
2009-08-11,86,49.0,,0.49,42.14
2009-08-12,98,49.0,,0.49,48.019999999999996
2009-08-13,89,49.0,,0.49,43.61
2009-08-14,65,49.0,,0.49,31.849999999999998
2009-08-15,92,49.0,,0.49,45.08
2009-08-16,87,49.0,,0.49,42.63
2009-08-17,100,49.0,,0.49,49.0
2009-08-18,83,49.0,,0.49,40.67
2009-08-19,73,49.0,,0.49,35.769999999999996
2009-08-20,87,49.0,,0.49,42.63
2009-08-21,76,49.0,,0.49,37.24
2009-08-22,83,49.0,,0.49,40.67
2009-08-23,83,49.0,,0.49,40.67
2009-08-24,80,49.0,,0.49,39.2
2009-08-25,85,49.0,,0.49,41.65
2009-08-26,87,49.0,,0.49,42.63
2009-08-27,83,49.0,,0.49,40.67
2009-08-28,74,49.0,,0.49,36.26
2009-08-29,84,49.0,,0.49,41.16
2009-08-30,85,49.0,,0.49,41.65
2009-08-31,92,49.0,,0.49,45.08
2009-09-01,70,58.0,False,0.58,40.599999999999994
2009-09-02,86,58.0,,0.58,49.879999999999995
2009-09-03,78,58.0,,0.58,45.239999999999995
2009-09-04,68,58.0,,0.58,39.44
2009-09-05,39,58.0,,0.58,22.619999999999997
2009-09-06,83,58.0,,0.58,48.13999999999999
2009-09-07,72,58.0,,0.58,41.76
2009-09-08,63,58.0,,0.58,36.54
2009-09-09,78,58.0,,0.58,45.239999999999995
2009-09-10,79,58.0,,0.58,45.82
2009-09-11,66,58.0,,0.58,38.279999999999994
2009-09-12,68,58.0,,0.58,39.44
2009-09-13,81,58.0,,0.58,46.98
2009-09-14,83,58.0,,0.58,48.13999999999999
2009-09-15,87,58.0,,0.58,50.459999999999994
2009-09-16,76,58.0,,0.58,44.08
2009-09-17,69,58.0,,0.58,40.019999999999996
2009-09-18,71,58.0,,0.58,41.18
2009-09-19,54,58.0,,0.58,31.319999999999997
2009-09-20,75,58.0,,0.58,43.5
2009-09-21,94,58.0,,0.58,54.519999999999996
2009-09-22,89,58.0,,0.58,51.62
2009-09-23,85,58.0,,0.58,49.3
2009-09-24,81,58.0,,0.58,46.98
2009-09-25,95,58.0,,0.58,55.099999999999994
2009-09-26,77,58.0,,0.58,44.66
2009-09-27,73,58.0,,0.58,42.339999999999996
2009-09-28,100,58.0,,0.58,57.99999999999999
2009-09-29,96,58.0,,0.58,55.67999999999999
2009-09-30,80,58.0,,0.58,46.4
2009-10-01,69,63.0,False,0.63,43.47
2009-10-02,77,63.0,,0.63,48.51
2009-10-03,54,63.0,,0.63,34.02
2009-10-04,81,63.0,,0.63,51.03
2009-10-05,77,63.0,,0.63,48.51
2009-10-06,80,63.0,,0.63,50.4
2009-10-07,80,63.0,,0.63,50.4
2009-10-08,85,63.0,,0.63,53.55
2009-10-09,67,63.0,,0.63,42.21
2009-10-10,50,63.0,,0.63,31.5
2009-10-11,69,63.0,,0.63,43.47
2009-10-12,85,63.0,,0.63,53.55
2009-10-13,77,63.0,,0.63,48.51
2009-10-14,83,63.0,,0.63,52.29
2009-10-15,76,63.0,,0.63,47.88
2009-10-16,82,63.0,,0.63,51.660000000000004
2009-10-17,54,63.0,,0.63,34.02
2009-10-18,82,63.0,,0.63,51.660000000000004
2009-10-19,96,63.0,,0.63,60.480000000000004
2009-10-20,90,63.0,,0.63,56.7
2009-10-21,96,63.0,,0.63,60.480000000000004
2009-10-22,92,63.0,,0.63,57.96
2009-10-23,76,63.0,,0.63,47.88
2009-10-24,71,63.0,,0.63,44.73
2009-10-25,84,63.0,,0.63,52.92
2009-10-26,89,63.0,,0.63,56.07
2009-10-27,100,63.0,,0.63,63.0
2009-10-28,94,63.0,,0.63,59.22
2009-10-29,84,63.0,,0.63,52.92
2009-10-30,63,63.0,,0.63,39.69
2009-10-31,69,63.0,,0.63,43.47
2009-11-01,73,71.0,False,0.71,51.83
2009-11-02,93,71.0,,0.71,66.03
2009-11-03,89,71.0,,0.71,63.19
2009-11-04,73,71.0,,0.71,51.83
2009-11-05,81,71.0,,0.71,57.51
2009-11-06,91,71.0,,0.71,64.61
2009-11-07,71,71.0,,0.71,50.41
2009-11-08,83,71.0,,0.71,58.93
2009-11-09,90,71.0,,0.71,63.9
2009-11-10,94,71.0,,0.71,66.74
2009-11-11,89,71.0,,0.71,63.19
2009-11-12,91,71.0,,0.71,64.61
2009-11-13,76,71.0,,0.71,53.959999999999994
2009-11-14,73,71.0,,0.71,51.83
2009-11-15,64,71.0,,0.71,45.44
2009-11-16,86,71.0,,0.71,61.059999999999995
2009-11-17,100,71.0,,0.71,71.0
2009-11-18,86,71.0,,0.71,61.059999999999995
2009-11-19,88,71.0,,0.71,62.48
2009-11-20,98,71.0,,0.71,69.58
2009-11-21,61,71.0,,0.71,43.309999999999995
2009-11-22,72,71.0,,0.71,51.12
2009-11-23,96,71.0,,0.71,68.16
2009-11-24,85,71.0,,0.71,60.349999999999994
2009-11-25,76,71.0,,0.71,53.959999999999994
2009-11-26,54,71.0,,0.71,38.339999999999996
2009-11-27,57,71.0,,0.71,40.47
2009-11-28,73,71.0,,0.71,51.83
2009-11-29,97,71.0,,0.71,68.86999999999999
2009-11-30,99,71.0,,0.71,70.28999999999999
2009-12-01,97,63.0,False,0.63,61.11
2009-12-02,96,63.0,,0.63,60.480000000000004
2009-12-03,100,63.0,,0.63,63.0
2009-12-04,82,63.0,,0.63,51.660000000000004
2009-12-05,64,63.0,,0.63,40.32
2009-12-06,84,63.0,,0.63,52.92
2009-12-07,99,63.0,,0.63,62.37
2009-12-08,85,63.0,,0.63,53.55
2009-12-09,84,63.0,,0.63,52.92
2009-12-10,86,63.0,,0.63,54.18
2009-12-11,82,63.0,,0.63,51.660000000000004
2009-12-12,58,63.0,,0.63,36.54
2009-12-13,91,63.0,,0.63,57.33
2009-12-14,100,63.0,,0.63,63.0
2009-12-15,81,63.0,,0.63,51.03
2009-12-16,69,63.0,,0.63,43.47
2009-12-17,76,63.0,,0.63,47.88
2009-12-18,61,63.0,,0.63,38.43
2009-12-19,48,63.0,,0.63,30.240000000000002
2009-12-20,50,63.0,,0.63,31.5
2009-12-21,69,63.0,,0.63,43.47
2009-12-22,54,63.0,,0.63,34.02
2009-12-23,49,63.0,,0.63,30.87
2009-12-24,44,63.0,,0.63,27.72
2009-12-25,35,63.0,,0.63,22.05
2009-12-26,59,63.0,,0.63,37.17
2009-12-27,58,63.0,,0.63,36.54
2009-12-28,59,63.0,,0.63,37.17
2009-12-29,65,63.0,,0.63,40.95
2009-12-30,43,63.0,,0.63,27.09
2009-12-31,49,63.0,,0.63,30.87
2010-01-01,57,66.0,False,0.66,37.620000000000005
2010-01-02,80,66.0,,0.66,52.800000000000004
2010-01-03,58,66.0,,0.66,38.28
2010-01-04,71,66.0,,0.66,46.86
2010-01-05,75,66.0,,0.66,49.5
2010-01-06,76,66.0,,0.66,50.160000000000004
2010-01-07,78,66.0,,0.66,51.480000000000004
2010-01-08,71,66.0,,0.66,46.86
2010-01-09,58,66.0,,0.66,38.28
2010-01-10,69,66.0,,0.66,45.54
2010-01-11,86,66.0,,0.66,56.760000000000005
2010-01-12,93,66.0,,0.66,61.38
2010-01-13,85,66.0,,0.66,56.1
2010-01-14,72,66.0,,0.66,47.52
2010-01-15,85,66.0,,0.66,56.1
2010-01-16,55,66.0,,0.66,36.300000000000004
2010-01-17,70,66.0,,0.66,46.2
2010-01-18,58,66.0,,0.66,38.28
2010-01-19,78,66.0,,0.66,51.480000000000004
2010-01-20,81,66.0,,0.66,53.46
2010-01-21,100,66.0,,0.66,66.0
2010-01-22,65,66.0,,0.66,42.9
2010-01-23,64,66.0,,0.66,42.24
2010-01-24,64,66.0,,0.66,42.24
2010-01-25,79,66.0,,0.66,52.14
2010-01-26,94,66.0,,0.66,62.040000000000006
2010-01-27,89,66.0,,0.66,58.74
2010-01-28,72,66.0,,0.66,47.52
2010-01-29,57,66.0,,0.66,37.620000000000005
2010-01-30,71,66.0,,0.66,46.86
2010-01-31,68,66.0,,0.66,44.88
2010-02-01,74,69.0,False,0.69,51.059999999999995
2010-02-02,87,69.0,,0.69,60.029999999999994
2010-02-03,80,69.0,,0.69,55.199999999999996
2010-02-04,95,69.0,,0.69,65.55
2010-02-05,88,69.0,,0.69,60.72
2010-02-06,54,69.0,,0.69,37.26
2010-02-07,76,69.0,,0.69,52.44
2010-02-08,79,69.0,,0.69,54.51
2010-02-09,81,69.0,,0.69,55.88999999999999
2010-02-10,79,69.0,,0.69,54.51
2010-02-11,88,69.0,,0.69,60.72
2010-02-12,71,69.0,,0.69,48.989999999999995
2010-02-13,48,69.0,,0.69,33.12
2010-02-14,52,69.0,,0.69,35.879999999999995
2010-02-15,69,69.0,,0.69,47.61
2010-02-16,89,69.0,,0.69,61.41
2010-02-17,82,69.0,,0.69,56.58
2010-02-18,86,69.0,,0.69,59.339999999999996
2010-02-19,88,69.0,,0.69,60.72
2010-02-20,70,69.0,,0.69,48.3
2010-02-21,73,69.0,,0.69,50.37
2010-02-22,85,69.0,,0.69,58.65
2010-02-23,93,69.0,,0.69,64.17
2010-02-24,98,69.0,,0.69,67.61999999999999
2010-02-25,100,69.0,,0.69,69.0
2010-02-26,83,69.0,,0.69,57.269999999999996
2010-02-27,59,69.0,,0.69,40.709999999999994
2010-02-28,64,69.0,,0.69,44.16
2010-03-01,83,72.0,False,0.72,59.76
2010-03-02,86,72.0,,0.72,61.919999999999995
2010-03-03,85,72.0,,0.72,61.199999999999996
2010-03-04,83,72.0,,0.72,59.76
2010-03-05,73,72.0,,0.72,52.559999999999995
2010-03-06,57,72.0,,0.72,41.04
2010-03-07,69,72.0,,0.72,49.68
2010-03-08,84,72.0,,0.72,60.48
2010-03-09,90,72.0,,0.72,64.8
2010-03-10,87,72.0,,0.72,62.64
2010-03-11,92,72.0,,0.72,66.24
2010-03-12,72,72.0,,0.72,51.839999999999996
2010-03-13,49,72.0,,0.72,35.28
2010-03-14,56,72.0,,0.72,40.32
2010-03-15,82,72.0,,0.72,59.04
2010-03-16,97,72.0,,0.72,69.84
2010-03-17,67,72.0,,0.72,48.239999999999995
2010-03-18,88,72.0,,0.72,63.36
2010-03-19,59,72.0,,0.72,42.48
2010-03-20,46,72.0,,0.72,33.12
2010-03-21,70,72.0,,0.72,50.4
2010-03-22,78,72.0,,0.72,56.16
2010-03-23,100,72.0,,0.72,72.0
2010-03-24,79,72.0,,0.72,56.879999999999995
2010-03-25,84,72.0,,0.72,60.48
2010-03-26,66,72.0,,0.72,47.519999999999996
2010-03-27,63,72.0,,0.72,45.36
2010-03-28,73,72.0,,0.72,52.559999999999995
2010-03-29,79,72.0,,0.72,56.879999999999995
2010-03-30,84,72.0,,0.72,60.48
2010-03-31,69,72.0,,0.72,49.68
2010-04-01,65,71.0,False,0.71,46.15
2010-04-02,54,71.0,,0.71,38.339999999999996
2010-04-03,71,71.0,,0.71,50.41
2010-04-04,71,71.0,,0.71,50.41
2010-04-05,56,71.0,,0.71,39.76
2010-04-06,78,71.0,,0.71,55.379999999999995
2010-04-07,77,71.0,,0.71,54.669999999999995
2010-04-08,73,71.0,,0.71,51.83
2010-04-09,73,71.0,,0.71,51.83
2010-04-10,46,71.0,,0.71,32.66
2010-04-11,73,71.0,,0.71,51.83
2010-04-12,91,71.0,,0.71,64.61
2010-04-13,90,71.0,,0.71,63.9
2010-04-14,87,71.0,,0.71,61.769999999999996
2010-04-15,100,71.0,,0.71,71.0
2010-04-16,94,71.0,,0.71,66.74
2010-04-17,57,71.0,,0.71,40.47
2010-04-18,74,71.0,,0.71,52.54
2010-04-19,84,71.0,,0.71,59.64
2010-04-20,97,71.0,,0.71,68.86999999999999
2010-04-21,83,71.0,,0.71,58.93
2010-04-22,80,71.0,,0.71,56.8
2010-04-23,87,71.0,,0.71,61.769999999999996
