date,cyber security_unscaled,cyber security_monthly,isPartial,scale,cyber security
2019-11-09,46,87.0,,0.87,40.02
2019-11-10,62,87.0,,0.87,53.94
2019-11-11,60,87.0,,0.87,52.2
2019-11-12,79,87.0,,0.87,68.73
2019-11-13,80,87.0,,0.87,69.6
2019-11-14,90,87.0,,0.87,78.3
2019-11-15,95,87.0,,0.87,82.65
2019-11-16,61,87.0,,0.87,53.07
2019-11-17,63,87.0,,0.87,54.81
2019-11-18,69,87.0,,0.87,60.03
2019-11-19,72,87.0,,0.87,62.64
2019-11-20,94,87.0,,0.87,81.78
2019-11-21,74,87.0,,0.87,64.38
2019-11-22,82,87.0,,0.87,71.34
2019-11-23,63,87.0,,0.87,54.81
2019-11-24,51,87.0,,0.87,44.37
2019-11-25,53,87.0,,0.87,46.11
2019-11-26,78,87.0,,0.87,67.86
2019-11-27,50,87.0,,0.87,43.5
2019-11-28,62,87.0,,0.87,53.94
2019-11-29,39,87.0,,0.87,33.93
2019-11-30,48,87.0,,0.87,41.76
2019-12-01,61,86.0,False,0.86,52.46
2019-12-02,100,86.0,,0.86,86.0
2019-12-03,97,86.0,,0.86,83.42
2019-12-04,68,86.0,,0.86,58.48
2019-12-05,59,86.0,,0.86,50.74
2019-12-06,84,86.0,,0.86,72.24
2019-12-07,44,86.0,,0.86,37.839999999999996
2019-12-08,53,86.0,,0.86,45.58
2019-12-09,60,86.0,,0.86,51.6
2019-12-10,62,86.0,,0.86,53.32
2019-12-11,63,86.0,,0.86,54.18
2019-12-12,58,86.0,,0.86,49.88
2019-12-13,84,86.0,,0.86,72.24
2019-12-14,43,86.0,,0.86,36.98
2019-12-15,46,86.0,,0.86,39.56
2019-12-16,61,86.0,,0.86,52.46
2019-12-17,77,86.0,,0.86,66.22
2019-12-18,59,86.0,,0.86,50.74
2019-12-19,48,86.0,,0.86,41.28
2019-12-20,68,86.0,,0.86,58.48
2019-12-21,27,86.0,,0.86,23.22
2019-12-22,42,86.0,,0.86,36.12
2019-12-23,50,86.0,,0.86,43.0
2019-12-24,49,86.0,,0.86,42.14
2019-12-25,35,86.0,,0.86,30.099999999999998
2019-12-26,47,86.0,,0.86,40.42
2019-12-27,59,86.0,,0.86,50.74
2019-12-28,40,86.0,,0.86,34.4
2019-12-29,38,86.0,,0.86,32.68
2019-12-30,51,86.0,,0.86,43.86
2019-12-31,34,86.0,,0.86,29.24
2020-01-01,30,100.0,False,1.0,30.0
2020-01-02,91,100.0,,1.0,91.0
2020-01-03,93,100.0,,1.0,93.0
2020-01-04,60,100.0,,1.0,60.0
2020-01-05,55,100.0,,1.0,55.0
2020-01-06,88,100.0,,1.0,88.0
2020-01-07,80,100.0,,1.0,80.0
2020-01-08,76,100.0,,1.0,76.0
2020-01-09,62,100.0,,1.0,62.0
2020-01-10,93,100.0,,1.0,93.0
2020-01-11,73,100.0,,1.0,73.0
2020-01-12,47,100.0,,1.0,47.0
2020-01-13,80,100.0,,1.0,80.0
2020-01-14,91,100.0,,1.0,91.0
2020-01-15,86,100.0,,1.0,86.0
2020-01-16,100,100.0,,1.0,100.0
2020-01-17,62,100.0,,1.0,62.0
2020-01-18,70,100.0,,1.0,70.0
2020-01-19,47,100.0,,1.0,47.0
2020-01-20,54,100.0,,1.0,54.0
2020-01-21,79,100.0,,1.0,79.0
2020-01-22,59,100.0,,1.0,59.0
2020-01-23,76,100.0,,1.0,76.0
2020-01-24,77,100.0,,1.0,77.0
2020-01-25,59,100.0,,1.0,59.0
2020-01-26,40,100.0,,1.0,40.0
2020-01-27,78,100.0,,1.0,78.0
2020-01-28,65,100.0,,1.0,65.0
2020-01-29,79,100.0,,1.0,79.0
2020-01-30,76,100.0,,1.0,76.0
2020-01-31,80,100.0,,1.0,80.0
