date,cyber security_unscaled,cyber security_monthly,isPartial,scale,cyber security
2018-03-10,51,63.0,,0.63,32.13
2018-03-11,44,63.0,,0.63,27.72
2018-03-12,66,63.0,,0.63,41.58
2018-03-13,73,63.0,,0.63,45.99
2018-03-14,75,63.0,,0.63,47.25
2018-03-15,89,63.0,,0.63,56.07
2018-03-16,76,63.0,,0.63,47.88
2018-03-17,45,63.0,,0.63,28.35
2018-03-18,48,63.0,,0.63,30.240000000000002
2018-03-19,64,63.0,,0.63,40.32
2018-03-20,86,63.0,,0.63,54.18
2018-03-21,81,63.0,,0.63,51.03
2018-03-22,73,63.0,,0.63,45.99
2018-03-23,76,63.0,,0.63,47.88
2018-03-24,40,63.0,,0.63,25.2
2018-03-25,60,63.0,,0.63,37.8
2018-03-26,91,63.0,,0.63,57.33
2018-03-27,71,63.0,,0.63,44.73
2018-03-28,83,63.0,,0.63,52.29
2018-03-29,76,63.0,,0.63,47.88
2018-03-30,53,63.0,,0.63,33.39
2018-03-31,42,63.0,,0.63,26.46
2018-04-01,41,73.0,False,0.73,29.93
2018-04-02,83,73.0,,0.73,60.589999999999996
2018-04-03,85,73.0,,0.73,62.05
2018-04-04,72,73.0,,0.73,52.56
2018-04-05,84,73.0,,0.73,61.32
2018-04-06,68,73.0,,0.73,49.64
2018-04-07,38,73.0,,0.73,27.74
2018-04-08,44,73.0,,0.73,32.12
2018-04-09,86,73.0,,0.73,62.78
2018-04-10,78,73.0,,0.73,56.94
2018-04-11,79,73.0,,0.73,57.67
2018-04-12,81,73.0,,0.73,59.129999999999995
2018-04-13,64,73.0,,0.73,46.72
2018-04-14,41,73.0,,0.73,29.93
2018-04-15,53,73.0,,0.73,38.69
2018-04-16,92,73.0,,0.73,67.16
2018-04-17,79,73.0,,0.73,57.67
2018-04-18,100,73.0,,0.73,73.0
2018-04-19,81,73.0,,0.73,59.129999999999995
2018-04-20,66,73.0,,0.73,48.18
2018-04-21,47,73.0,,0.73,34.31
2018-04-22,42,73.0,,0.73,30.66
2018-04-23,91,73.0,,0.73,66.42999999999999
2018-04-24,98,73.0,,0.73,71.53999999999999
2018-04-25,69,73.0,,0.73,50.37
2018-04-26,80,73.0,,0.73,58.4
2018-04-27,74,73.0,,0.73,54.019999999999996
2018-04-28,38,73.0,,0.73,27.74
2018-04-29,32,73.0,,0.73,23.36
2018-04-30,97,73.0,,0.73,70.81
2018-05-01,84,68.0,False,0.68,57.120000000000005
2018-05-02,71,68.0,,0.68,48.28
2018-05-03,72,68.0,,0.68,48.96
2018-05-04,82,68.0,,0.68,55.760000000000005
2018-05-05,40,68.0,,0.68,27.200000000000003
2018-05-06,44,68.0,,0.68,29.92
2018-05-07,82,68.0,,0.68,55.760000000000005
2018-05-08,83,68.0,,0.68,56.440000000000005
2018-05-09,84,68.0,,0.68,57.120000000000005
2018-05-10,76,68.0,,0.68,51.68000000000001
2018-05-11,58,68.0,,0.68,39.440000000000005
2018-05-12,40,68.0,,0.68,27.200000000000003
2018-05-13,63,68.0,,0.68,42.84
2018-05-14,79,68.0,,0.68,53.720000000000006
2018-05-15,71,68.0,,0.68,48.28
2018-05-16,79,68.0,,0.68,53.720000000000006
2018-05-17,91,68.0,,0.68,61.88
2018-05-18,51,68.0,,0.68,34.68
2018-05-19,38,68.0,,0.68,25.840000000000003
2018-05-20,54,68.0,,0.68,36.720000000000006
2018-05-21,76,68.0,,0.68,51.68000000000001
2018-05-22,79,68.0,,0.68,53.720000000000006
2018-05-23,79,68.0,,0.68,53.720000000000006
2018-05-24,57,68.0,,0.68,38.760000000000005
2018-05-25,52,68.0,,0.68,35.36
2018-05-26,42,68.0,,0.68,28.560000000000002
2018-05-27,37,68.0,,0.68,25.16
2018-05-28,52,68.0,,0.68,35.36
2018-05-29,76,68.0,,0.68,51.68000000000001
2018-05-30,94,68.0,,0.68,63.92
2018-05-31,100,68.0,,0.68,68.0
2018-06-01,53,61.0,False,0.61,32.33
2018-06-02,50,61.0,,0.61,30.5
2018-06-03,100,61.0,,0.61,61.0
2018-06-04,90,61.0,,0.61,54.9
2018-06-05,61,61.0,,0.61,37.21
2018-06-06,93,61.0,,0.61,56.73
2018-06-07,81,61.0,,0.61,49.41
2018-06-08,60,61.0,,0.61,36.6
2018-06-09,44,61.0,,0.61,26.84
2018-06-10,50,61.0,,0.61,30.5
2018-06-11,80,61.0,,0.61,48.8
2018-06-12,83,61.0,,0.61,50.629999999999995
2018-06-13,89,61.0,,0.61,54.29
2018-06-14,70,61.0,,0.61,42.699999999999996
2018-06-15,62,61.0,,0.61,37.82
2018-06-16,59,61.0,,0.61,35.99
2018-06-17,53,61.0,,0.61,32.33
2018-06-18,92,61.0,,0.61,56.12
2018-06-19,59,61.0,,0.61,35.99
2018-06-20,73,61.0,,0.61,44.53
2018-06-21,78,61.0,,0.61,47.58
2018-06-22,69,61.0,,0.61,42.089999999999996
2018-06-23,33,61.0,,0.61,20.13
2018-06-24,41,61.0,,0.61,25.009999999999998
2018-06-25,100,61.0,,0.61,61.0
2018-06-26,87,61.0,,0.61,53.07
2018-06-27,64,61.0,,0.61,39.04
2018-06-28,82,61.0,,0.61,50.019999999999996
2018-06-29,76,61.0,,0.61,46.36
2018-06-30,34,61.0,,0.61,20.74
2018-07-01,44,69.0,False,0.69,30.36
2018-07-02,67,69.0,,0.69,46.23
2018-07-03,63,69.0,,0.69,43.47
2018-07-04,38,69.0,,0.69,26.22
2018-07-05,71,69.0,,0.69,48.989999999999995
2018-07-06,48,69.0,,0.69,33.12
2018-07-07,32,69.0,,0.69,22.08
2018-07-08,55,69.0,,0.69,37.949999999999996
2018-07-09,73,69.0,,0.69,50.37
2018-07-10,70,69.0,,0.69,48.3
2018-07-11,74,69.0,,0.69,51.059999999999995
2018-07-12,79,69.0,,0.69,54.51
2018-07-13,69,69.0,,0.69,47.61
2018-07-14,47,69.0,,0.69,32.43
2018-07-15,46,69.0,,0.69,31.74
2018-07-16,87,69.0,,0.69,60.029999999999994
2018-07-17,92,69.0,,0.69,63.48
2018-07-18,100,69.0,,0.69,69.0
2018-07-19,82,69.0,,0.69,56.58
2018-07-20,75,69.0,,0.69,51.74999999999999
2018-07-21,47,69.0,,0.69,32.43
2018-07-22,48,69.0,,0.69,33.12
2018-07-23,87,69.0,,0.69,60.029999999999994
2018-07-24,78,69.0,,0.69,53.81999999999999
2018-07-25,64,69.0,,0.69,44.16
2018-07-26,72,69.0,,0.69,49.67999999999999
2018-07-27,56,69.0,,0.69,38.64
2018-07-28,45,69.0,,0.69,31.049999999999997
2018-07-29,54,69.0,,0.69,37.26
2018-07-30,57,69.0,,0.69,39.33
2018-07-31,63,69.0,,0.69,43.47
2018-08-01,86,78.0,False,0.78,67.08
2018-08-02,81,78.0,,0.78,63.18
2018-08-03,94,78.0,,0.78,73.32000000000001
2018-08-04,53,78.0,,0.78,41.34
2018-08-05,79,78.0,,0.78,61.620000000000005
2018-08-06,83,78.0,,0.78,64.74000000000001
2018-08-07,90,78.0,,0.78,70.2
2018-08-08,95,78.0,,0.78,74.10000000000001
2018-08-09,62,78.0,,0.78,48.36
2018-08-10,74,78.0,,0.78,57.72
2018-08-11,45,78.0,,0.78,35.1
2018-08-12,45,78.0,,0.78,35.1
2018-08-13,94,78.0,,0.78,73.32000000000001
2018-08-14,68,78.0,,0.78,53.04
2018-08-15,79,78.0,,0.78,61.620000000000005
2018-08-16,88,78.0,,0.78,68.64
2018-08-17,96,78.0,,0.78,74.88
2018-08-18,56,78.0,,0.78,43.68
2018-08-19,70,78.0,,0.78,54.6
2018-08-20,84,78.0,,0.78,65.52
2018-08-21,81,78.0,,0.78,63.18
2018-08-22,100,78.0,,0.78,78.0
2018-08-23,92,78.0,,0.78,71.76
2018-08-24,89,78.0,,0.78,69.42
2018-08-25,57,78.0,,0.78,44.46
2018-08-26,57,78.0,,0.78,44.46
2018-08-27,70,78.0,,0.78,54.6
2018-08-28,89,78.0,,0.78,69.42
2018-08-29,81,78.0,,0.78,63.18
2018-08-30,80,78.0,,0.78,62.400000000000006
2018-08-31,53,78.0,,0.78,41.34
2018-09-01,25,77.0,False,0.77,19.25
2018-09-02,55,77.0,,0.77,42.35
2018-09-03,57,77.0,,0.77,43.89
2018-09-04,77,77.0,,0.77,59.29
2018-09-05,91,77.0,,0.77,70.07000000000001
2018-09-06,65,77.0,,0.77,50.050000000000004
2018-09-07,76,77.0,,0.77,58.52
2018-09-08,44,77.0,,0.77,33.88
2018-09-09,51,77.0,,0.77,39.27
2018-09-10,73,77.0,,0.77,56.21
2018-09-11,72,77.0,,0.77,55.44
2018-09-12,78,77.0,,0.77,60.06
2018-09-13,82,77.0,,0.77,63.14
2018-09-14,63,77.0,,0.77,48.51
2018-09-15,29,77.0,,0.77,22.330000000000002
2018-09-16,45,77.0,,0.77,34.65
2018-09-17,89,77.0,,0.77,68.53
2018-09-18,100,77.0,,0.77,77.0
2018-09-19,87,77.0,,0.77,66.99
2018-09-20,93,77.0,,0.77,71.61
2018-09-21,57,77.0,,0.77,43.89
2018-09-22,45,77.0,,0.77,34.65
2018-09-23,55,77.0,,0.77,42.35
2018-09-24,78,77.0,,0.77,60.06
2018-09-25,84,77.0,,0.77,64.68
2018-09-26,99,77.0,,0.77,76.23
2018-09-27,96,77.0,,0.77,73.92
2018-09-28,67,77.0,,0.77,51.59
2018-09-29,39,77.0,,0.77,30.03
2018-09-30,63,77.0,,0.77,48.51
2018-10-01,70,81.0,False,0.81,56.7
2018-10-02,86,81.0,,0.81,69.66000000000001
2018-10-03,84,81.0,,0.81,68.04
2018-10-04,82,81.0,,0.81,66.42
2018-10-05,66,81.0,,0.81,53.46
2018-10-06,36,81.0,,0.81,29.160000000000004
2018-10-07,51,81.0,,0.81,41.31
2018-10-08,73,81.0,,0.81,59.13
2018-10-09,69,81.0,,0.81,55.89
2018-10-10,73,81.0,,0.81,59.13
2018-10-11,100,81.0,,0.81,81.0
2018-10-12,50,81.0,,0.81,40.5
2018-10-13,59,81.0,,0.81,47.790000000000006
2018-10-14,61,81.0,,0.81,49.410000000000004
2018-10-15,81,81.0,,0.81,65.61
2018-10-16,87,81.0,,0.81,70.47
2018-10-17,72,81.0,,0.81,58.32000000000001
2018-10-18,75,81.0,,0.81,60.75000000000001
2018-10-19,64,81.0,,0.81,51.84
2018-10-20,32,81.0,,0.81,25.92
2018-10-21,45,81.0,,0.81,36.45
2018-10-22,87,81.0,,0.81,70.47
2018-10-23,87,81.0,,0.81,70.47
2018-10-24,84,81.0,,0.81,68.04
2018-10-25,79,81.0,,0.81,63.99
2018-10-26,47,81.0,,0.81,38.07
2018-10-27,31,81.0,,0.81,25.110000000000003
2018-10-28,65,81.0,,0.81,52.650000000000006
2018-10-29,69,81.0,,0.81,55.89
2018-10-30,71,81.0,,0.81,57.510000000000005
2018-10-31,55,81.0,,0.81,44.550000000000004
2018-11-01,48,82.0,False,0.82,39.36
2018-11-02,40,82.0,,0.82,32.8
2018-11-03,32,82.0,,0.82,26.24
2018-11-04,27,82.0,,0.82,22.139999999999997
2018-11-05,63,82.0,,0.82,51.66
2018-11-06,41,82.0,,0.82,33.62
2018-11-07,45,82.0,,0.82,36.9
2018-11-08,52,82.0,,0.82,42.64
2018-11-09,35,82.0,,0.82,28.7
2018-11-10,33,82.0,,0.82,27.06
2018-11-11,40,82.0,,0.82,32.8
2018-11-12,48,82.0,,0.82,39.36
2018-11-13,50,82.0,,0.82,41.0
2018-11-14,48,82.0,,0.82,39.36
2018-11-15,48,82.0,,0.82,39.36
2018-11-16,47,82.0,,0.82,38.54
2018-11-17,28,82.0,,0.82,22.959999999999997
2018-11-18,34,82.0,,0.82,27.88
2018-11-19,40,82.0,,0.82,32.8
2018-11-20,48,82.0,,0.82,39.36
2018-11-21,37,82.0,,0.82,30.34
2018-11-22,19,82.0,,0.82,15.579999999999998
2018-11-23,25,82.0,,0.82,20.5
2018-11-24,33,82.0,,0.82,27.06
2018-11-25,52,82.0,,0.82,42.64
2018-11-26,100,82.0,,0.82,82.0
2018-11-27,60,82.0,,0.82,49.199999999999996
2018-11-28,67,82.0,,0.82,54.94
2018-11-29,57,82.0,,0.82,46.739999999999995
2018-11-30,43,82.0,,0.82,35.26
2018-12-01,48,67.0,False,0.67,32.160000000000004
2018-12-02,87,67.0,,0.67,58.290000000000006
2018-12-03,95,67.0,,0.67,63.650000000000006
2018-12-04,86,67.0,,0.67,57.620000000000005
2018-12-05,84,67.0,,0.67,56.28
2018-12-06,93,67.0,,0.67,62.31
2018-12-07,98,67.0,,0.67,65.66000000000001
2018-12-08,55,67.0,,0.67,36.85
2018-12-09,70,67.0,,0.67,46.900000000000006
2018-12-10,100,67.0,,0.67,67.0
2018-12-11,62,67.0,,0.67,41.54
2018-12-12,89,67.0,,0.67,59.63
2018-12-13,85,67.0,,0.67,56.95
2018-12-14,61,67.0,,0.67,40.870000000000005
2018-12-15,40,67.0,,0.67,26.8
2018-12-16,66,67.0,,0.67,44.220000000000006
2018-12-17,80,67.0,,0.67,53.6
2018-12-18,72,67.0,,0.67,48.24
2018-12-19,83,67.0,,0.67,55.61000000000001
2018-12-20,68,67.0,,0.67,45.56
2018-12-21,74,67.0,,0.67,49.580000000000005
2018-12-22,45,67.0,,0.67,30.150000000000002
2018-12-23,48,67.0,,0.67,32.160000000000004
2018-12-24,39,67.0,,0.67,26.130000000000003
2018-12-25,37,67.0,,0.67,24.790000000000003
2018-12-26,43,67.0,,0.67,28.810000000000002
2018-12-27,56,67.0,,0.67,37.52
2018-12-28,72,67.0,,0.67,48.24
2018-12-29,54,67.0,,0.67,36.18
2018-12-30,35,67.0,,0.67,23.450000000000003
2018-12-31,60,67.0,,0.67,40.2
2019-01-01,41,82.0,False,0.82,33.62
2019-01-02,49,82.0,,0.82,40.18
2019-01-03,83,82.0,,0.82,68.06
2019-01-04,80,82.0,,0.82,65.6
2019-01-05,56,82.0,,0.82,45.919999999999995
2019-01-06,55,82.0,,0.82,45.099999999999994
2019-01-07,71,82.0,,0.82,58.22
2019-01-08,77,82.0,,0.82,63.13999999999999
2019-01-09,84,82.0,,0.82,68.88
2019-01-10,94,82.0,,0.82,77.08
2019-01-11,74,82.0,,0.82,60.68
2019-01-12,71,82.0,,0.82,58.22
2019-01-13,41,82.0,,0.82,33.62
2019-01-14,80,82.0,,0.82,65.6
2019-01-15,95,82.0,,0.82,77.89999999999999
2019-01-16,85,82.0,,0.82,69.7
2019-01-17,78,82.0,,0.82,63.959999999999994
2019-01-18,78,82.0,,0.82,63.959999999999994
2019-01-19,63,82.0,,0.82,51.66
2019-01-20,45,82.0,,0.82,36.9
2019-01-21,58,82.0,,0.82,47.559999999999995
2019-01-22,89,82.0,,0.82,72.97999999999999
2019-01-23,65,82.0,,0.82,53.3
2019-01-24,100,82.0,,0.82,82.0
2019-01-25,71,82.0,,0.82,58.22
2019-01-26,50,82.0,,0.82,41.0
2019-01-27,62,82.0,,0.82,50.839999999999996
2019-01-28,66,82.0,,0.82,54.12
2019-01-29,79,82.0,,0.82,64.78
2019-01-30,76,82.0,,0.82,62.31999999999999
2019-01-31,66,82.0,,0.82,54.12
2019-02-01,81,77.0,False,0.77,62.370000000000005
2019-02-02,62,77.0,,0.77,47.74
2019-02-03,62,77.0,,0.77,47.74
2019-02-04,57,77.0,,0.77,43.89
2019-02-05,64,77.0,,0.77,49.28
2019-02-06,95,77.0,,0.77,73.15
2019-02-07,100,77.0,,0.77,77.0
2019-02-08,94,77.0,,0.77,72.38
2019-02-09,40,77.0,,0.77,30.8
2019-02-10,68,77.0,,0.77,52.36
2019-02-11,87,77.0,,0.77,66.99
2019-02-12,81,77.0,,0.77,62.370000000000005
2019-02-13,88,77.0,,0.77,67.76
2019-02-14,83,77.0,,0.77,63.910000000000004
2019-02-15,79,77.0,,0.77,60.83
2019-02-16,32,77.0,,0.77,24.64
2019-02-17,46,77.0,,0.77,35.42
2019-02-18,73,77.0,,0.77,56.21
2019-02-19,100,77.0,,0.77,77.0
2019-02-20,72,77.0,,0.77,55.44
2019-02-21,73,77.0,,0.77,56.21
2019-02-22,75,77.0,,0.77,57.75
2019-02-23,75,77.0,,0.77,57.75
2019-02-24,34,77.0,,0.77,26.18
2019-02-25,86,77.0,,0.77,66.22
2019-02-26,82,77.0,,0.77,63.14
2019-02-27,66,77.0,,0.77,50.82
2019-02-28,69,77.0,,0.77,53.13
2019-03-01,82,77.0,False,0.77,63.14
2019-03-02,48,77.0,,0.77,36.96
2019-03-03,53,77.0,,0.77,40.81
2019-03-04,65,77.0,,0.77,50.050000000000004
2019-03-05,88,77.0,,0.77,67.76
2019-03-06,93,77.0,,0.77,71.61
2019-03-07,100,77.0,,0.77,77.0
2019-03-08,65,77.0,,0.77,50.050000000000004
2019-03-09,52,77.0,,0.77,40.04
2019-03-10,47,77.0,,0.77,36.19
2019-03-11,87,77.0,,0.77,66.99
2019-03-12,88,77.0,,0.77,67.76
2019-03-13,77,77.0,,0.77,59.29
2019-03-14,96,77.0,,0.77,73.92
2019-03-15,62,77.0,,0.77,47.74
2019-03-16,28,77.0,,0.77,21.560000000000002
2019-03-17,39,77.0,,0.77,30.03
2019-03-18,79,77.0,,0.77,60.83
2019-03-19,79,77.0,,0.77,60.83
2019-03-20,77,77.0,,0.77,59.29
2019-03-21,57,77.0,,0.77,43.89
2019-03-22,51,77.0,,0.77,39.27
2019-03-23,53,77.0,,0.77,40.81
2019-03-24,47,77.0,,0.77,36.19
2019-03-25,81,77.0,,0.77,62.370000000000005
2019-03-26,91,77.0,,0.77,70.07000000000001
2019-03-27,77,77.0,,0.77,59.29
2019-03-28,100,77.0,,0.77,77.0
2019-03-29,79,77.0,,0.77,60.83
2019-03-30,55,77.0,,0.77,42.35
2019-03-31,55,77.0,,0.77,42.35
2019-04-01,66,84.0,False,0.84,55.44
2019-04-02,81,84.0,,0.84,68.03999999999999
2019-04-03,75,84.0,,0.84,63.0
2019-04-04,82,84.0,,0.84,68.88
2019-04-05,59,84.0,,0.84,49.559999999999995
2019-04-06,44,84.0,,0.84,36.96
2019-04-07,39,84.0,,0.84,32.76
2019-04-08,78,84.0,,0.84,65.52
2019-04-09,84,84.0,,0.84,70.56
2019-04-10,67,84.0,,0.84,56.28
2019-04-11,61,84.0,,0.84,51.239999999999995
2019-04-12,63,84.0,,0.84,52.919999999999995
2019-04-13,31,84.0,,0.84,26.04
2019-04-14,63,84.0,,0.84,52.919999999999995
2019-04-15,60,84.0,,0.84,50.4
2019-04-16,81,84.0,,0.84,68.03999999999999
2019-04-17,48,84.0,,0.84,40.32
2019-04-18,82,84.0,,0.84,68.88
2019-04-19,48,84.0,,0.84,40.32
2019-04-20,56,84.0,,0.84,47.04
2019-04-21,53,84.0,,0.84,44.519999999999996
2019-04-22,69,84.0,,0.84,57.96
2019-04-23,77,84.0,,0.84,64.67999999999999
2019-04-24,65,84.0,,0.84,54.6
2019-04-25,97,84.0,,0.84,81.48
2019-04-26,100,84.0,,0.84,84.0
2019-04-27,32,84.0,,0.84,26.88
2019-04-28,58,84.0,,0.84,48.72
2019-04-29,86,84.0,,0.84,72.24
2019-04-30,86,84.0,,0.84,72.24
2019-05-01,82,84.0,False,0.84,68.88
2019-05-02,95,84.0,,0.84,79.8
2019-05-03,70,84.0,,0.84,58.8
2019-05-04,35,84.0,,0.84,29.4
2019-05-05,52,84.0,,0.84,43.68
2019-05-06,59,84.0,,0.84,49.559999999999995
2019-05-07,55,84.0,,0.84,46.199999999999996
2019-05-08,71,84.0,,0.84,59.64
2019-05-09,88,84.0,,0.84,73.92
2019-05-10,54,84.0,,0.84,45.36
2019-05-11,48,84.0,,0.84,40.32
2019-05-12,45,84.0,,0.84,37.8
2019-05-13,58,84.0,,0.84,48.72
2019-05-14,73,84.0,,0.84,61.32
2019-05-15,66,84.0,,0.84,55.44
2019-05-16,100,84.0,,0.84,84.0
2019-05-17,56,84.0,,0.84,47.04
2019-05-18,35,84.0,,0.84,29.4
2019-05-19,38,84.0,,0.84,31.919999999999998
2019-05-20,72,84.0,,0.84,60.48
2019-05-21,55,84.0,,0.84,46.199999999999996
2019-05-22,57,84.0,,0.84,47.879999999999995
2019-05-23,68,84.0,,0.84,57.12
2019-05-24,72,84.0,,0.84,60.48
2019-05-25,43,84.0,,0.84,36.12
2019-05-26,42,84.0,,0.84,35.28
2019-05-27,32,84.0,,0.84,26.88
2019-05-28,52,84.0,,0.84,43.68
2019-05-29,69,84.0,,0.84,57.96
2019-05-30,78,84.0,,0.84,65.52
2019-05-31,73,84.0,,0.84,61.32
2019-06-01,57,88.0,False,0.88,50.160000000000004
2019-06-02,38,88.0,,0.88,33.44
2019-06-03,52,88.0,,0.88,45.76
2019-06-04,90,88.0,,0.88,79.2
2019-06-05,90,88.0,,0.88,79.2
2019-06-06,78,88.0,,0.88,68.64
2019-06-07,86,88.0,,0.88,75.68
2019-06-08,52,88.0,,0.88,45.76
2019-06-09,81,88.0,,0.88,71.28
2019-06-10,73,88.0,,0.88,64.24
2019-06-11,69,88.0,,0.88,60.72
2019-06-12,80,88.0,,0.88,70.4
2019-06-13,83,88.0,,0.88,73.04
2019-06-14,100,88.0,,0.88,88.0
2019-06-15,52,88.0,,0.88,45.76
2019-06-16,73,88.0,,0.88,64.24
2019-06-17,81,88.0,,0.88,71.28
2019-06-18,74,88.0,,0.88,65.12
2019-06-19,87,88.0,,0.88,76.56
2019-06-20,97,88.0,,0.88,85.36
2019-06-21,90,88.0,,0.88,79.2
2019-06-22,41,88.0,,0.88,36.08
2019-06-23,45,88.0,,0.88,39.6
2019-06-24,72,88.0,,0.88,63.36
2019-06-25,92,88.0,,0.88,80.96
2019-06-26,87,88.0,,0.88,76.56
2019-06-27,63,88.0,,0.88,55.44
2019-06-28,63,88.0,,0.88,55.44
2019-06-29,44,88.0,,0.88,38.72
2019-06-30,39,88.0,,0.88,34.32
2019-07-01,57,82.0,False,0.82,46.739999999999995
2019-07-02,57,82.0,,0.82,46.739999999999995
2019-07-03,68,82.0,,0.82,55.76
2019-07-04,68,82.0,,0.82,55.76
2019-07-05,49,82.0,,0.82,40.18
2019-07-06,28,82.0,,0.82,22.959999999999997
2019-07-07,41,82.0,,0.82,33.62
2019-07-08,72,82.0,,0.82,59.04
2019-07-09,75,82.0,,0.82,61.49999999999999
2019-07-10,60,82.0,,0.82,49.199999999999996
2019-07-11,78,82.0,,0.82,63.959999999999994
2019-07-12,63,82.0,,0.82,51.66
2019-07-13,29,82.0,,0.82,23.779999999999998
2019-07-14,41,82.0,,0.82,33.62
2019-07-15,72,82.0,,0.82,59.04
2019-07-16,84,82.0,,0.82,68.88
2019-07-17,58,82.0,,0.82,47.559999999999995
2019-07-18,90,82.0,,0.82,73.8
2019-07-19,68,82.0,,0.82,55.76
2019-07-20,51,82.0,,0.82,41.82
2019-07-21,54,82.0,,0.82,44.279999999999994
2019-07-22,63,82.0,,0.82,51.66
2019-07-23,58,82.0,,0.82,47.559999999999995
2019-07-24,45,82.0,,0.82,36.9
2019-07-25,100,82.0,,0.82,82.0
2019-07-26,50,82.0,,0.82,41.0
2019-07-27,52,82.0,,0.82,42.64
2019-07-28,51,82.0,,0.82,41.82
2019-07-29,85,82.0,,0.82,69.7
2019-07-30,59,82.0,,0.82,48.379999999999995
2019-07-31,83,82.0,,0.82,68.06
2019-08-01,80,94.0,False,0.94,75.19999999999999
2019-08-02,69,94.0,,0.94,64.86
2019-08-03,44,94.0,,0.94,41.36
2019-08-04,39,94.0,,0.94,36.66
2019-08-05,59,94.0,,0.94,55.459999999999994
2019-08-06,84,94.0,,0.94,78.96
2019-08-07,45,94.0,,0.94,42.3
2019-08-08,70,94.0,,0.94,65.8
2019-08-09,80,94.0,,0.94,75.19999999999999
2019-08-10,42,94.0,,0.94,39.48
2019-08-11,51,94.0,,0.94,47.94
2019-08-12,45,94.0,,0.94,42.3
2019-08-13,61,94.0,,0.94,57.339999999999996
2019-08-14,86,94.0,,0.94,80.83999999999999
2019-08-15,74,94.0,,0.94,69.56
2019-08-16,80,94.0,,0.94,75.19999999999999
2019-08-17,50,94.0,,0.94,47.0
2019-08-18,36,94.0,,0.94,33.839999999999996
2019-08-19,100,94.0,,0.94,94.0
2019-08-20,74,94.0,,0.94,69.56
2019-08-21,59,94.0,,0.94,55.459999999999994
2019-08-22,56,94.0,,0.94,52.64
2019-08-23,79,94.0,,0.94,74.25999999999999
2019-08-24,41,94.0,,0.94,38.54
2019-08-25,42,94.0,,0.94,39.48
2019-08-26,54,94.0,,0.94,50.76
2019-08-27,67,94.0,,0.94,62.98
2019-08-28,63,94.0,,0.94,59.22
2019-08-29,52,94.0,,0.94,48.879999999999995
2019-08-30,60,94.0,,0.94,56.4
2019-08-31,21,94.0,,0.94,19.74
2019-09-01,31,89.0,False,0.89,27.59
2019-09-02,38,89.0,,0.89,33.82
2019-09-03,60,89.0,,0.89,53.4
2019-09-04,79,89.0,,0.89,70.31
2019-09-05,63,89.0,,0.89,56.07
2019-09-06,100,89.0,,0.89,89.0
2019-09-07,37,89.0,,0.89,32.93
2019-09-08,58,89.0,,0.89,51.62
2019-09-09,69,89.0,,0.89,61.410000000000004
2019-09-10,83,89.0,,0.89,73.87
2019-09-11,80,89.0,,0.89,71.2
2019-09-12,78,89.0,,0.89,69.42
2019-09-13,87,89.0,,0.89,77.43
2019-09-14,48,89.0,,0.89,42.72
2019-09-15,45,89.0,,0.89,40.05
2019-09-16,68,89.0,,0.89,60.52
2019-09-17,72,89.0,,0.89,64.08
2019-09-18,92,89.0,,0.89,81.88
2019-09-19,68,89.0,,0.89,60.52
2019-09-20,91,89.0,,0.89,80.99
2019-09-21,55,89.0,,0.89,48.95
2019-09-22,48,89.0,,0.89,42.72
2019-09-23,87,89.0,,0.89,77.43
2019-09-24,77,89.0,,0.89,68.53
2019-09-25,74,89.0,,0.89,65.86
2019-09-26,75,89.0,,0.89,66.75
2019-09-27,66,89.0,,0.89,58.74
2019-09-28,47,89.0,,0.89,41.83
2019-09-29,44,89.0,,0.89,39.160000000000004
2019-09-30,66,89.0,,0.89,58.74
2019-10-01,88,100.0,False,1.0,88.0
2019-10-02,88,100.0,,1.0,88.0
2019-10-03,83,100.0,,1.0,83.0
2019-10-04,54,100.0,,1.0,54.0
2019-10-05,75,100.0,,1.0,75.0
2019-10-06,68,100.0,,1.0,68.0
2019-10-07,87,100.0,,1.0,87.0
2019-10-08,81,100.0,,1.0,81.0
2019-10-09,94,100.0,,1.0,94.0
2019-10-10,100,100.0,,1.0,100.0
2019-10-11,77,100.0,,1.0,77.0
2019-10-12,34,100.0,,1.0,34.0
2019-10-13,67,100.0,,1.0,67.0
2019-10-14,87,100.0,,1.0,87.0
2019-10-15,80,100.0,,1.0,80.0
2019-10-16,70,100.0,,1.0,70.0
2019-10-17,81,100.0,,1.0,81.0
2019-10-18,96,100.0,,1.0,96.0
2019-10-19,38,100.0,,1.0,38.0
2019-10-20,50,100.0,,1.0,50.0
2019-10-21,74,100.0,,1.0,74.0
2019-10-22,84,100.0,,1.0,84.0
2019-10-23,81,100.0,,1.0,81.0
2019-10-24,84,100.0,,1.0,84.0
2019-10-25,73,100.0,,1.0,73.0
2019-10-26,69,100.0,,1.0,69.0
2019-10-27,65,100.0,,1.0,65.0
2019-10-28,88,100.0,,1.0,88.0
2019-10-29,86,100.0,,1.0,86.0
2019-10-30,62,100.0,,1.0,62.0
2019-10-31,70,100.0,,1.0,70.0
2019-11-01,73,87.0,False,0.87,63.51
2019-11-02,46,87.0,,0.87,40.02
2019-11-03,67,87.0,,0.87,58.29
2019-11-04,69,87.0,,0.87,60.03
2019-11-05,80,87.0,,0.87,69.6
2019-11-06,84,87.0,,0.87,73.08
2019-11-07,78,87.0,,0.87,67.86
2019-11-08,100,87.0,,0.87,87.0
