date,rewards_unscaled,rewards_monthly,isPartial,scale,rewards
2012-05-04,84,82.0,,0.82,68.88
2012-05-05,91,82.0,,0.82,74.61999999999999
2012-05-06,88,82.0,,0.82,72.16
2012-05-07,97,82.0,,0.82,79.53999999999999
2012-05-08,94,82.0,,0.82,77.08
2012-05-09,90,82.0,,0.82,73.8
2012-05-10,87,82.0,,0.82,71.33999999999999
2012-05-11,84,82.0,,0.82,68.88
2012-05-12,96,82.0,,0.82,78.72
2012-05-13,87,82.0,,0.82,71.33999999999999
2012-05-14,92,82.0,,0.82,75.44
2012-05-15,98,82.0,,0.82,80.36
2012-05-16,91,82.0,,0.82,74.61999999999999
2012-05-17,92,82.0,,0.82,75.44
2012-05-18,95,82.0,,0.82,77.89999999999999
2012-05-19,97,82.0,,0.82,79.53999999999999
2012-05-20,95,82.0,,0.82,77.89999999999999
2012-05-21,92,82.0,,0.82,75.44
2012-05-22,97,82.0,,0.82,79.53999999999999
2012-05-23,90,82.0,,0.82,73.8
2012-05-24,88,82.0,,0.82,72.16
2012-05-25,94,82.0,,0.82,77.08
2012-05-26,81,82.0,,0.82,66.42
2012-05-27,84,82.0,,0.82,68.88
2012-05-28,91,82.0,,0.82,74.61999999999999
2012-05-29,88,82.0,,0.82,72.16
2012-05-30,100,82.0,,0.82,82.0
2012-05-31,95,82.0,,0.82,77.89999999999999
2012-06-01,93,87.0,False,0.87,80.91
2012-06-02,100,87.0,,0.87,87.0
2012-06-03,85,87.0,,0.87,73.95
2012-06-04,80,87.0,,0.87,69.6
2012-06-05,80,87.0,,0.87,69.6
2012-06-06,78,87.0,,0.87,67.86
2012-06-07,87,87.0,,0.87,75.69
2012-06-08,87,87.0,,0.87,75.69
2012-06-09,88,87.0,,0.87,76.56
2012-06-10,86,87.0,,0.87,74.82
2012-06-11,88,87.0,,0.87,76.56
2012-06-12,89,87.0,,0.87,77.42999999999999
2012-06-13,86,87.0,,0.87,74.82
2012-06-14,89,87.0,,0.87,77.42999999999999
2012-06-15,88,87.0,,0.87,76.56
2012-06-16,87,87.0,,0.87,75.69
2012-06-17,76,87.0,,0.87,66.12
2012-06-18,95,87.0,,0.87,82.65
2012-06-19,89,87.0,,0.87,77.42999999999999
2012-06-20,86,87.0,,0.87,74.82
2012-06-21,82,87.0,,0.87,71.34
2012-06-22,81,87.0,,0.87,70.47
2012-06-23,87,87.0,,0.87,75.69
2012-06-24,85,87.0,,0.87,73.95
2012-06-25,84,87.0,,0.87,73.08
2012-06-26,83,87.0,,0.87,72.21
2012-06-27,89,87.0,,0.87,77.42999999999999
2012-06-28,91,87.0,,0.87,79.17
2012-06-29,88,87.0,,0.87,76.56
2012-06-30,94,87.0,,0.87,81.78
2012-07-01,88,93.0,False,0.93,81.84
2012-07-02,94,93.0,,0.93,87.42
2012-07-03,100,93.0,,0.93,93.0
2012-07-04,90,93.0,,0.93,83.7
2012-07-05,93,93.0,,0.93,86.49000000000001
2012-07-06,89,93.0,,0.93,82.77000000000001
2012-07-07,88,93.0,,0.93,81.84
2012-07-08,91,93.0,,0.93,84.63000000000001
2012-07-09,91,93.0,,0.93,84.63000000000001
2012-07-10,95,93.0,,0.93,88.35000000000001
2012-07-11,96,93.0,,0.93,89.28
2012-07-12,91,93.0,,0.93,84.63000000000001
2012-07-13,83,93.0,,0.93,77.19
2012-07-14,91,93.0,,0.93,84.63000000000001
2012-07-15,94,93.0,,0.93,87.42
2012-07-16,90,93.0,,0.93,83.7
2012-07-17,95,93.0,,0.93,88.35000000000001
2012-07-18,93,93.0,,0.93,86.49000000000001
2012-07-19,85,93.0,,0.93,79.05
2012-07-20,90,93.0,,0.93,83.7
2012-07-21,93,93.0,,0.93,86.49000000000001
2012-07-22,94,93.0,,0.93,87.42
2012-07-23,92,93.0,,0.93,85.56
2012-07-24,88,93.0,,0.93,81.84
2012-07-25,85,93.0,,0.93,79.05
2012-07-26,93,93.0,,0.93,86.49000000000001
2012-07-27,90,93.0,,0.93,83.7
2012-07-28,88,93.0,,0.93,81.84
2012-07-29,88,93.0,,0.93,81.84
2012-07-30,96,93.0,,0.93,89.28
2012-07-31,98,93.0,,0.93,91.14
2012-08-01,63,95.0,False,0.95,59.849999999999994
2012-08-02,61,95.0,,0.95,57.949999999999996
2012-08-03,62,95.0,,0.95,58.9
2012-08-04,63,95.0,,0.95,59.849999999999994
2012-08-05,60,95.0,,0.95,57.0
2012-08-06,60,95.0,,0.95,57.0
2012-08-07,63,95.0,,0.95,59.849999999999994
2012-08-08,60,95.0,,0.95,57.0
2012-08-09,53,95.0,,0.95,50.349999999999994
2012-08-10,56,95.0,,0.95,53.199999999999996
2012-08-11,58,95.0,,0.95,55.099999999999994
2012-08-12,58,95.0,,0.95,55.099999999999994
2012-08-13,61,95.0,,0.95,57.949999999999996
2012-08-14,63,95.0,,0.95,59.849999999999994
2012-08-15,66,95.0,,0.95,62.699999999999996
2012-08-16,59,95.0,,0.95,56.05
2012-08-17,94,95.0,,0.95,89.3
2012-08-18,100,95.0,,0.95,95.0
2012-08-19,77,95.0,,0.95,73.14999999999999
2012-08-20,73,95.0,,0.95,69.35
2012-08-21,64,95.0,,0.95,60.8
2012-08-22,60,95.0,,0.95,57.0
2012-08-23,56,95.0,,0.95,53.199999999999996
2012-08-24,54,95.0,,0.95,51.3
2012-08-25,54,95.0,,0.95,51.3
2012-08-26,54,95.0,,0.95,51.3
2012-08-27,56,95.0,,0.95,53.199999999999996
2012-08-28,53,95.0,,0.95,50.349999999999994
2012-08-29,47,95.0,,0.95,44.65
2012-08-30,49,95.0,,0.95,46.55
2012-08-31,53,95.0,,0.95,50.349999999999994
2012-09-01,80,77.0,False,0.77,61.6
2012-09-02,77,77.0,,0.77,59.29
2012-09-03,96,77.0,,0.77,73.92
2012-09-04,87,77.0,,0.77,66.99
2012-09-05,85,77.0,,0.77,65.45
2012-09-06,85,77.0,,0.77,65.45
2012-09-07,90,77.0,,0.77,69.3
2012-09-08,85,77.0,,0.77,65.45
2012-09-09,88,77.0,,0.77,67.76
2012-09-10,85,77.0,,0.77,65.45
2012-09-11,85,77.0,,0.77,65.45
2012-09-12,85,77.0,,0.77,65.45
2012-09-13,86,77.0,,0.77,66.22
2012-09-14,76,77.0,,0.77,58.52
2012-09-15,82,77.0,,0.77,63.14
2012-09-16,91,77.0,,0.77,70.07000000000001
2012-09-17,90,77.0,,0.77,69.3
2012-09-18,94,77.0,,0.77,72.38
2012-09-19,92,77.0,,0.77,70.84
2012-09-20,85,77.0,,0.77,65.45
2012-09-21,83,77.0,,0.77,63.910000000000004
2012-09-22,100,77.0,,0.77,77.0
2012-09-23,95,77.0,,0.77,73.15
2012-09-24,91,77.0,,0.77,70.07000000000001
2012-09-25,95,77.0,,0.77,73.15
2012-09-26,85,77.0,,0.77,65.45
2012-09-27,81,77.0,,0.77,62.370000000000005
2012-09-28,94,77.0,,0.77,72.38
2012-09-29,92,77.0,,0.77,70.84
2012-09-30,94,77.0,,0.77,72.38
2012-10-01,100,81.0,False,0.81,81.0
2012-10-02,95,81.0,,0.81,76.95
2012-10-03,93,81.0,,0.81,75.33
2012-10-04,83,81.0,,0.81,67.23
2012-10-05,83,81.0,,0.81,67.23
2012-10-06,85,81.0,,0.81,68.85000000000001
2012-10-07,88,81.0,,0.81,71.28
2012-10-08,90,81.0,,0.81,72.9
2012-10-09,89,81.0,,0.81,72.09
2012-10-10,82,81.0,,0.81,66.42
2012-10-11,81,81.0,,0.81,65.61
2012-10-12,75,81.0,,0.81,60.75000000000001
2012-10-13,85,81.0,,0.81,68.85000000000001
2012-10-14,90,81.0,,0.81,72.9
2012-10-15,93,81.0,,0.81,75.33
2012-10-16,88,81.0,,0.81,71.28
2012-10-17,87,81.0,,0.81,70.47
2012-10-18,85,81.0,,0.81,68.85000000000001
2012-10-19,84,81.0,,0.81,68.04
2012-10-20,81,81.0,,0.81,65.61
2012-10-21,84,81.0,,0.81,68.04
2012-10-22,90,81.0,,0.81,72.9
2012-10-23,80,81.0,,0.81,64.80000000000001
2012-10-24,82,81.0,,0.81,66.42
2012-10-25,84,81.0,,0.81,68.04
2012-10-26,78,81.0,,0.81,63.18000000000001
2012-10-27,85,81.0,,0.81,68.85000000000001
2012-10-28,87,81.0,,0.81,70.47
2012-10-29,78,81.0,,0.81,63.18000000000001
2012-10-30,78,81.0,,0.81,63.18000000000001
2012-10-31,77,81.0,,0.81,62.370000000000005
2012-11-01,78,88.0,False,0.88,68.64
2012-11-02,82,88.0,,0.88,72.16
2012-11-03,93,88.0,,0.88,81.84
2012-11-04,96,88.0,,0.88,84.48
2012-11-05,82,88.0,,0.88,72.16
2012-11-06,77,88.0,,0.88,67.76
2012-11-07,76,88.0,,0.88,66.88
2012-11-08,88,88.0,,0.88,77.44
2012-11-09,82,88.0,,0.88,72.16
2012-11-10,81,88.0,,0.88,71.28
2012-11-11,83,88.0,,0.88,73.04
2012-11-12,80,88.0,,0.88,70.4
2012-11-13,94,88.0,,0.88,82.72
2012-11-14,89,88.0,,0.88,78.32000000000001
2012-11-15,88,88.0,,0.88,77.44
2012-11-16,88,88.0,,0.88,77.44
2012-11-17,88,88.0,,0.88,77.44
2012-11-18,84,88.0,,0.88,73.92
2012-11-19,91,88.0,,0.88,80.08
2012-11-20,90,88.0,,0.88,79.2
2012-11-21,92,88.0,,0.88,80.96
2012-11-22,80,88.0,,0.88,70.4
2012-11-23,100,88.0,,0.88,88.0
2012-11-24,97,88.0,,0.88,85.36
2012-11-25,91,88.0,,0.88,80.08
2012-11-26,100,88.0,,0.88,88.0
2012-11-27,93,88.0,,0.88,81.84
2012-11-28,88,88.0,,0.88,77.44
2012-11-29,81,88.0,,0.88,71.28
2012-11-30,81,88.0,,0.88,71.28
2012-12-01,100,84.0,False,0.84,84.0
2012-12-02,95,84.0,,0.84,79.8
2012-12-03,95,84.0,,0.84,79.8
2012-12-04,90,84.0,,0.84,75.6
2012-12-05,87,84.0,,0.84,73.08
2012-12-06,85,84.0,,0.84,71.39999999999999
2012-12-07,89,84.0,,0.84,74.75999999999999
2012-12-08,88,84.0,,0.84,73.92
2012-12-09,90,84.0,,0.84,75.6
2012-12-10,82,84.0,,0.84,68.88
2012-12-11,90,84.0,,0.84,75.6
2012-12-12,85,84.0,,0.84,71.39999999999999
2012-12-13,84,84.0,,0.84,70.56
2012-12-14,74,84.0,,0.84,62.16
2012-12-15,87,84.0,,0.84,73.08
2012-12-16,82,84.0,,0.84,68.88
2012-12-17,85,84.0,,0.84,71.39999999999999
2012-12-18,90,84.0,,0.84,75.6
2012-12-19,88,84.0,,0.84,73.92
2012-12-20,75,84.0,,0.84,63.0
2012-12-21,78,84.0,,0.84,65.52
2012-12-22,79,84.0,,0.84,66.36
2012-12-23,77,84.0,,0.84,64.67999999999999
2012-12-24,75,84.0,,0.84,63.0
2012-12-25,72,84.0,,0.84,60.48
2012-12-26,92,84.0,,0.84,77.28
2012-12-27,94,84.0,,0.84,78.96
2012-12-28,97,84.0,,0.84,81.48
2012-12-29,96,84.0,,0.84,80.64
2012-12-30,77,84.0,,0.84,64.67999999999999
2012-12-31,86,84.0,,0.84,72.24
2013-01-01,92,85.0,False,0.85,78.2
2013-01-02,90,85.0,,0.85,76.5
2013-01-03,95,85.0,,0.85,80.75
2013-01-04,91,85.0,,0.85,77.35
2013-01-05,100,85.0,,0.85,85.0
2013-01-06,82,85.0,,0.85,69.7
2013-01-07,84,85.0,,0.85,71.39999999999999
2013-01-08,85,85.0,,0.85,72.25
2013-01-09,83,85.0,,0.85,70.55
2013-01-10,78,85.0,,0.85,66.3
2013-01-11,83,85.0,,0.85,70.55
2013-01-12,82,85.0,,0.85,69.7
2013-01-13,87,85.0,,0.85,73.95
2013-01-14,85,85.0,,0.85,72.25
2013-01-15,85,85.0,,0.85,72.25
2013-01-16,79,85.0,,0.85,67.14999999999999
2013-01-17,81,85.0,,0.85,68.85
2013-01-18,76,85.0,,0.85,64.6
2013-01-19,88,85.0,,0.85,74.8
2013-01-20,88,85.0,,0.85,74.8
2013-01-21,85,85.0,,0.85,72.25
2013-01-22,79,85.0,,0.85,67.14999999999999
2013-01-23,81,85.0,,0.85,68.85
2013-01-24,73,85.0,,0.85,62.05
2013-01-25,73,85.0,,0.85,62.05
2013-01-26,83,85.0,,0.85,70.55
2013-01-27,86,85.0,,0.85,73.1
2013-01-28,80,85.0,,0.85,68.0
2013-01-29,65,85.0,,0.85,55.25
2013-01-30,78,85.0,,0.85,66.3
2013-01-31,76,85.0,,0.85,64.6
2013-02-01,82,78.0,False,0.78,63.96
2013-02-02,90,78.0,,0.78,70.2
2013-02-03,93,78.0,,0.78,72.54
2013-02-04,89,78.0,,0.78,69.42
2013-02-05,94,78.0,,0.78,73.32000000000001
2013-02-06,82,78.0,,0.78,63.96
2013-02-07,90,78.0,,0.78,70.2
2013-02-08,86,78.0,,0.78,67.08
2013-02-09,87,78.0,,0.78,67.86
2013-02-10,86,78.0,,0.78,67.08
2013-02-11,88,78.0,,0.78,68.64
2013-02-12,80,78.0,,0.78,62.400000000000006
2013-02-13,79,78.0,,0.78,61.620000000000005
2013-02-14,78,78.0,,0.78,60.84
2013-02-15,94,78.0,,0.78,73.32000000000001
2013-02-16,94,78.0,,0.78,73.32000000000001
2013-02-17,94,78.0,,0.78,73.32000000000001
2013-02-18,88,78.0,,0.78,68.64
2013-02-19,90,78.0,,0.78,70.2
2013-02-20,85,78.0,,0.78,66.3
2013-02-21,76,78.0,,0.78,59.28
2013-02-22,93,78.0,,0.78,72.54
2013-02-23,100,78.0,,0.78,78.0
2013-02-24,93,78.0,,0.78,72.54
2013-02-25,84,78.0,,0.78,65.52
2013-02-26,89,78.0,,0.78,69.42
2013-02-27,91,78.0,,0.78,70.98
2013-02-28,91,78.0,,0.78,70.98
2013-03-01,79,83.0,False,0.83,65.57
2013-03-02,100,83.0,,0.83,83.0
2013-03-03,89,83.0,,0.83,73.86999999999999
2013-03-04,84,83.0,,0.83,69.72
2013-03-05,86,83.0,,0.83,71.38
2013-03-06,87,83.0,,0.83,72.21
2013-03-07,82,83.0,,0.83,68.06
2013-03-08,90,83.0,,0.83,74.7
2013-03-09,83,83.0,,0.83,68.89
2013-03-10,91,83.0,,0.83,75.53
2013-03-11,85,83.0,,0.83,70.55
2013-03-12,95,83.0,,0.83,78.85
2013-03-13,83,83.0,,0.83,68.89
2013-03-14,87,83.0,,0.83,72.21
2013-03-15,84,83.0,,0.83,69.72
2013-03-16,94,83.0,,0.83,78.02
2013-03-17,95,83.0,,0.83,78.85
2013-03-18,84,83.0,,0.83,69.72
2013-03-19,88,83.0,,0.83,73.03999999999999
2013-03-20,89,83.0,,0.83,73.86999999999999
2013-03-21,85,83.0,,0.83,70.55
2013-03-22,73,83.0,,0.83,60.589999999999996
2013-03-23,100,83.0,,0.83,83.0
2013-03-24,86,83.0,,0.83,71.38
2013-03-25,79,83.0,,0.83,65.57
2013-03-26,94,83.0,,0.83,78.02
2013-03-27,91,83.0,,0.83,75.53
2013-03-28,88,83.0,,0.83,73.03999999999999
2013-03-29,98,83.0,,0.83,81.33999999999999
2013-03-30,87,83.0,,0.83,72.21
2013-03-31,80,83.0,,0.83,66.39999999999999
2013-04-01,98,77.0,False,0.77,75.46000000000001
2013-04-02,100,77.0,,0.77,77.0
2013-04-03,96,77.0,,0.77,73.92
2013-04-04,84,77.0,,0.77,64.68
2013-04-05,94,77.0,,0.77,72.38
2013-04-06,97,77.0,,0.77,74.69
2013-04-07,100,77.0,,0.77,77.0
2013-04-08,90,77.0,,0.77,69.3
2013-04-09,92,77.0,,0.77,70.84
2013-04-10,87,77.0,,0.77,66.99
2013-04-11,81,77.0,,0.77,62.370000000000005
2013-04-12,95,77.0,,0.77,73.15
2013-04-13,92,77.0,,0.77,70.84
2013-04-14,92,77.0,,0.77,70.84
2013-04-15,87,77.0,,0.77,66.99
2013-04-16,97,77.0,,0.77,74.69
2013-04-17,84,77.0,,0.77,64.68
2013-04-18,86,77.0,,0.77,66.22
2013-04-19,76,77.0,,0.77,58.52
2013-04-20,92,77.0,,0.77,70.84
2013-04-21,84,77.0,,0.77,64.68
2013-04-22,93,77.0,,0.77,71.61
2013-04-23,93,77.0,,0.77,71.61
2013-04-24,86,77.0,,0.77,66.22
2013-04-25,89,77.0,,0.77,68.53
2013-04-26,83,77.0,,0.77,63.910000000000004
2013-04-27,85,77.0,,0.77,65.45
2013-04-28,88,77.0,,0.77,67.76
2013-04-29,87,77.0,,0.77,66.99
2013-04-30,89,77.0,,0.77,68.53
2013-05-01,91,76.0,False,0.76,69.16
2013-05-02,80,76.0,,0.76,60.8
2013-05-03,94,76.0,,0.76,71.44
2013-05-04,92,76.0,,0.76,69.92
2013-05-05,92,76.0,,0.76,69.92
2013-05-06,94,76.0,,0.76,71.44
2013-05-07,90,76.0,,0.76,68.4
2013-05-08,85,76.0,,0.76,64.6
2013-05-09,79,76.0,,0.76,60.04
2013-05-10,85,76.0,,0.76,64.6
2013-05-11,92,76.0,,0.76,69.92
2013-05-12,77,76.0,,0.76,58.52
2013-05-13,85,76.0,,0.76,64.6
2013-05-14,87,76.0,,0.76,66.12
2013-05-15,85,76.0,,0.76,64.6
2013-05-16,85,76.0,,0.76,64.6
2013-05-17,87,76.0,,0.76,66.12
2013-05-18,80,76.0,,0.76,60.8
2013-05-19,94,76.0,,0.76,71.44
2013-05-20,82,76.0,,0.76,62.32
2013-05-21,83,76.0,,0.76,63.08
2013-05-22,87,76.0,,0.76,66.12
2013-05-23,92,76.0,,0.76,69.92
2013-05-24,89,76.0,,0.76,67.64
2013-05-25,100,76.0,,0.76,76.0
2013-05-26,81,76.0,,0.76,61.56
2013-05-27,95,76.0,,0.76,72.2
2013-05-28,96,76.0,,0.76,72.96000000000001
2013-05-29,97,76.0,,0.76,73.72
2013-05-30,95,76.0,,0.76,72.2
2013-05-31,93,76.0,,0.76,70.68
2013-06-01,86,84.0,False,0.84,72.24
2013-06-02,85,84.0,,0.84,71.39999999999999
2013-06-03,90,84.0,,0.84,75.6
2013-06-04,90,84.0,,0.84,75.6
2013-06-05,90,84.0,,0.84,75.6
2013-06-06,88,84.0,,0.84,73.92
2013-06-07,81,84.0,,0.84,68.03999999999999
2013-06-08,83,84.0,,0.84,69.72
2013-06-09,86,84.0,,0.84,72.24
2013-06-10,81,84.0,,0.84,68.03999999999999
2013-06-11,100,84.0,,0.84,84.0
2013-06-12,91,84.0,,0.84,76.44
2013-06-13,95,84.0,,0.84,79.8
2013-06-14,89,84.0,,0.84,74.75999999999999
2013-06-15,88,84.0,,0.84,73.92
2013-06-16,85,84.0,,0.84,71.39999999999999
2013-06-17,85,84.0,,0.84,71.39999999999999
2013-06-18,87,84.0,,0.84,73.08
2013-06-19,88,84.0,,0.84,73.92
2013-06-20,91,84.0,,0.84,76.44
2013-06-21,92,84.0,,0.84,77.28
2013-06-22,86,84.0,,0.84,72.24
2013-06-23,92,84.0,,0.84,77.28
2013-06-24,85,84.0,,0.84,71.39999999999999
2013-06-25,95,84.0,,0.84,79.8
2013-06-26,91,84.0,,0.84,76.44
2013-06-27,92,84.0,,0.84,77.28
2013-06-28,91,84.0,,0.84,76.44
2013-06-29,90,84.0,,0.84,75.6
2013-06-30,88,84.0,,0.84,73.92
2013-07-01,98,88.0,False,0.88,86.24
2013-07-02,100,88.0,,0.88,88.0
2013-07-03,94,88.0,,0.88,82.72
2013-07-04,87,88.0,,0.88,76.56
2013-07-05,83,88.0,,0.88,73.04
2013-07-06,90,88.0,,0.88,79.2
2013-07-07,99,88.0,,0.88,87.12
2013-07-08,95,88.0,,0.88,83.6
2013-07-09,85,88.0,,0.88,74.8
2013-07-10,89,88.0,,0.88,78.32000000000001
2013-07-11,86,88.0,,0.88,75.68
2013-07-12,90,88.0,,0.88,79.2
2013-07-13,83,88.0,,0.88,73.04
2013-07-14,85,88.0,,0.88,74.8
2013-07-15,99,88.0,,0.88,87.12
2013-07-16,90,88.0,,0.88,79.2
2013-07-17,98,88.0,,0.88,86.24
2013-07-18,88,88.0,,0.88,77.44
2013-07-19,87,88.0,,0.88,76.56
2013-07-20,93,88.0,,0.88,81.84
2013-07-21,95,88.0,,0.88,83.6
2013-07-22,94,88.0,,0.88,82.72
2013-07-23,96,88.0,,0.88,84.48
2013-07-24,91,88.0,,0.88,80.08
2013-07-25,85,88.0,,0.88,74.8
2013-07-26,93,88.0,,0.88,81.84
2013-07-27,86,88.0,,0.88,75.68
2013-07-28,87,88.0,,0.88,76.56
2013-07-29,87,88.0,,0.88,76.56
2013-07-30,91,88.0,,0.88,80.08
2013-07-31,96,88.0,,0.88,84.48
2013-08-01,92,86.0,False,0.86,79.12
2013-08-02,86,86.0,,0.86,73.96
2013-08-03,95,86.0,,0.86,81.7
2013-08-04,86,86.0,,0.86,73.96
2013-08-05,89,86.0,,0.86,76.53999999999999
2013-08-06,95,86.0,,0.86,81.7
2013-08-07,100,86.0,,0.86,86.0
2013-08-08,94,86.0,,0.86,80.84
2013-08-09,83,86.0,,0.86,71.38
2013-08-10,86,86.0,,0.86,73.96
2013-08-11,88,86.0,,0.86,75.67999999999999
2013-08-12,88,86.0,,0.86,75.67999999999999
2013-08-13,91,86.0,,0.86,78.26
2013-08-14,84,86.0,,0.86,72.24
2013-08-15,93,86.0,,0.86,79.98
2013-08-16,86,86.0,,0.86,73.96
2013-08-17,83,86.0,,0.86,71.38
2013-08-18,98,86.0,,0.86,84.28
2013-08-19,87,86.0,,0.86,74.82
2013-08-20,88,86.0,,0.86,75.67999999999999
2013-08-21,82,86.0,,0.86,70.52
2013-08-22,88,86.0,,0.86,75.67999999999999
2013-08-23,85,86.0,,0.86,73.1
2013-08-24,80,86.0,,0.86,68.8
2013-08-25,87,86.0,,0.86,74.82
2013-08-26,75,86.0,,0.86,64.5
2013-08-27,92,86.0,,0.86,79.12
2013-08-28,90,86.0,,0.86,77.4
2013-08-29,82,86.0,,0.86,70.52
2013-08-30,85,86.0,,0.86,73.1
2013-08-31,85,86.0,,0.86,73.1
2013-09-01,85,83.0,False,0.83,70.55
2013-09-02,99,83.0,,0.83,82.17
2013-09-03,100,83.0,,0.83,83.0
2013-09-04,95,83.0,,0.83,78.85
2013-09-05,88,83.0,,0.83,73.03999999999999
2013-09-06,91,83.0,,0.83,75.53
2013-09-07,82,83.0,,0.83,68.06
2013-09-08,95,83.0,,0.83,78.85
2013-09-09,86,83.0,,0.83,71.38
2013-09-10,84,83.0,,0.83,69.72
2013-09-11,86,83.0,,0.83,71.38
2013-09-12,87,83.0,,0.83,72.21
2013-09-13,88,83.0,,0.83,73.03999999999999
2013-09-14,85,83.0,,0.83,70.55
2013-09-15,83,83.0,,0.83,68.89
2013-09-16,94,83.0,,0.83,78.02
2013-09-17,97,83.0,,0.83,80.50999999999999
2013-09-18,98,83.0,,0.83,81.33999999999999
2013-09-19,86,83.0,,0.83,71.38
2013-09-20,91,83.0,,0.83,75.53
2013-09-21,81,83.0,,0.83,67.22999999999999
2013-09-22,92,83.0,,0.83,76.36
2013-09-23,91,83.0,,0.83,75.53
2013-09-24,93,83.0,,0.83,77.19
2013-09-25,80,83.0,,0.83,66.39999999999999
2013-09-26,78,83.0,,0.83,64.74
2013-09-27,82,83.0,,0.83,68.06
2013-09-28,99,83.0,,0.83,82.17
2013-09-29,91,83.0,,0.83,75.53
2013-09-30,95,83.0,,0.83,78.85
2013-10-01,93,83.0,False,0.83,77.19
2013-10-02,96,83.0,,0.83,79.67999999999999
2013-10-03,81,83.0,,0.83,67.22999999999999
2013-10-04,83,83.0,,0.83,68.89
2013-10-05,89,83.0,,0.83,73.86999999999999
2013-10-06,73,83.0,,0.83,60.589999999999996
2013-10-07,86,83.0,,0.83,71.38
2013-10-08,90,83.0,,0.83,74.7
2013-10-09,91,83.0,,0.83,75.53
2013-10-10,78,83.0,,0.83,64.74
2013-10-11,77,83.0,,0.83,63.91
2013-10-12,84,83.0,,0.83,69.72
2013-10-13,89,83.0,,0.83,73.86999999999999
2013-10-14,91,83.0,,0.83,75.53
2013-10-15,85,83.0,,0.83,70.55
2013-10-16,90,83.0,,0.83,74.7
2013-10-17,86,83.0,,0.83,71.38
2013-10-18,84,83.0,,0.83,69.72
2013-10-19,78,83.0,,0.83,64.74
2013-10-20,91,83.0,,0.83,75.53
2013-10-21,88,83.0,,0.83,73.03999999999999
2013-10-22,86,83.0,,0.83,71.38
2013-10-23,80,83.0,,0.83,66.39999999999999
2013-10-24,90,83.0,,0.83,74.7
2013-10-25,89,83.0,,0.83,73.86999999999999
2013-10-26,86,83.0,,0.83,71.38
2013-10-27,83,83.0,,0.83,68.89
2013-10-28,84,83.0,,0.83,69.72
2013-10-29,100,83.0,,0.83,83.0
2013-10-30,93,83.0,,0.83,77.19
2013-10-31,89,83.0,,0.83,73.86999999999999
2013-11-01,80,93.0,False,0.93,74.4
2013-11-02,88,93.0,,0.93,81.84
2013-11-03,88,93.0,,0.93,81.84
2013-11-04,88,93.0,,0.93,81.84
2013-11-05,82,93.0,,0.93,76.26
2013-11-06,86,93.0,,0.93,79.98
2013-11-07,89,93.0,,0.93,82.77000000000001
2013-11-08,78,93.0,,0.93,72.54
2013-11-09,82,93.0,,0.93,76.26
2013-11-10,87,93.0,,0.93,80.91000000000001
2013-11-11,84,93.0,,0.93,78.12
2013-11-12,92,93.0,,0.93,85.56
2013-11-13,86,93.0,,0.93,79.98
2013-11-14,86,93.0,,0.93,79.98
2013-11-15,89,93.0,,0.93,82.77000000000001
2013-11-16,86,93.0,,0.93,79.98
2013-11-17,88,93.0,,0.93,81.84
2013-11-18,87,93.0,,0.93,80.91000000000001
2013-11-19,89,93.0,,0.93,82.77000000000001
2013-11-20,86,93.0,,0.93,79.98
2013-11-21,85,93.0,,0.93,79.05
2013-11-22,90,93.0,,0.93,83.7
2013-11-23,91,93.0,,0.93,84.63000000000001
2013-11-24,86,93.0,,0.93,79.98
2013-11-25,81,93.0,,0.93,75.33
2013-11-26,77,93.0,,0.93,71.61
2013-11-27,88,93.0,,0.93,81.84
2013-11-28,70,93.0,,0.93,65.10000000000001
2013-11-29,100,93.0,,0.93,93.0
2013-11-30,97,93.0,,0.93,90.21000000000001
2013-12-01,100,93.0,False,0.93,93.0
2013-12-02,100,93.0,,0.93,93.0
2013-12-03,93,93.0,,0.93,86.49000000000001
2013-12-04,77,93.0,,0.93,71.61
2013-12-05,78,93.0,,0.93,72.54
2013-12-06,84,93.0,,0.93,78.12
2013-12-07,74,93.0,,0.93,68.82000000000001
2013-12-08,83,93.0,,0.93,77.19
2013-12-09,81,93.0,,0.93,75.33
2013-12-10,85,93.0,,0.93,79.05
2013-12-11,83,93.0,,0.93,77.19
2013-12-12,86,93.0,,0.93,79.98
2013-12-13,84,93.0,,0.93,78.12
2013-12-14,88,93.0,,0.93,81.84
2013-12-15,81,93.0,,0.93,75.33
2013-12-16,81,93.0,,0.93,75.33
2013-12-17,81,93.0,,0.93,75.33
2013-12-18,83,93.0,,0.93,77.19
2013-12-19,77,93.0,,0.93,71.61
2013-12-20,78,93.0,,0.93,72.54
2013-12-21,78,93.0,,0.93,72.54
2013-12-22,78,93.0,,0.93,72.54
2013-12-23,75,93.0,,0.93,69.75
2013-12-24,70,93.0,,0.93,65.10000000000001
2013-12-25,59,93.0,,0.93,54.870000000000005
2013-12-26,88,93.0,,0.93,81.84
2013-12-27,92,93.0,,0.93,85.56
2013-12-28,87,93.0,,0.93,80.91000000000001
2013-12-29,79,93.0,,0.93,73.47
2013-12-30,82,93.0,,0.93,76.26
2013-12-31,87,93.0,,0.93,80.91000000000001
2014-01-01,92,89.0,False,0.89,81.88
2014-01-02,100,89.0,,0.89,89.0
2014-01-03,99,89.0,,0.89,88.11
2014-01-04,99,89.0,,0.89,88.11
