date,rewards_unscaled,rewards_monthly,isPartial,scale,rewards
2008-09-21,86,51.0,,0.51,43.86
2008-09-22,91,51.0,,0.51,46.410000000000004
2008-09-23,97,51.0,,0.51,49.47
2008-09-24,82,51.0,,0.51,41.82
2008-09-25,83,51.0,,0.51,42.33
2008-09-26,93,51.0,,0.51,47.43
2008-09-27,93,51.0,,0.51,47.43
2008-09-28,99,51.0,,0.51,50.49
2008-09-29,96,51.0,,0.51,48.96
2008-09-30,79,51.0,,0.51,40.29
2008-10-01,75,52.0,False,0.52,39.0
2008-10-02,68,52.0,,0.52,35.36
2008-10-03,85,52.0,,0.52,44.2
2008-10-04,86,52.0,,0.52,44.72
2008-10-05,91,52.0,,0.52,47.32
2008-10-06,72,52.0,,0.52,37.44
2008-10-07,87,52.0,,0.52,45.24
2008-10-08,72,52.0,,0.52,37.44
2008-10-09,87,52.0,,0.52,45.24
2008-10-10,65,52.0,,0.52,33.800000000000004
2008-10-11,68,52.0,,0.52,35.36
2008-10-12,70,52.0,,0.52,36.4
2008-10-13,74,52.0,,0.52,38.480000000000004
2008-10-14,75,52.0,,0.52,39.0
2008-10-15,81,52.0,,0.52,42.120000000000005
2008-10-16,71,52.0,,0.52,36.92
2008-10-17,70,52.0,,0.52,36.4
2008-10-18,74,52.0,,0.52,38.480000000000004
2008-10-19,95,52.0,,0.52,49.4
2008-10-20,76,52.0,,0.52,39.52
2008-10-21,67,52.0,,0.52,34.84
2008-10-22,82,52.0,,0.52,42.64
2008-10-23,65,52.0,,0.52,33.800000000000004
2008-10-24,72,52.0,,0.52,37.44
2008-10-25,94,52.0,,0.52,48.88
2008-10-26,77,52.0,,0.52,40.04
2008-10-27,100,52.0,,0.52,52.0
2008-10-28,72,52.0,,0.52,37.44
2008-10-29,76,52.0,,0.52,39.52
2008-10-30,78,52.0,,0.52,40.56
2008-10-31,71,52.0,,0.52,36.92
2008-11-01,60,60.0,False,0.6,36.0
2008-11-02,59,60.0,,0.6,35.4
2008-11-03,75,60.0,,0.6,45.0
2008-11-04,74,60.0,,0.6,44.4
2008-11-05,64,60.0,,0.6,38.4
2008-11-06,71,60.0,,0.6,42.6
2008-11-07,71,60.0,,0.6,42.6
2008-11-08,96,60.0,,0.6,57.599999999999994
2008-11-09,71,60.0,,0.6,42.6
2008-11-10,85,60.0,,0.6,51.0
2008-11-11,75,60.0,,0.6,45.0
2008-11-12,83,60.0,,0.6,49.8
2008-11-13,81,60.0,,0.6,48.6
2008-11-14,84,60.0,,0.6,50.4
2008-11-15,95,60.0,,0.6,57.0
2008-11-16,80,60.0,,0.6,48.0
2008-11-17,86,60.0,,0.6,51.6
2008-11-18,77,60.0,,0.6,46.199999999999996
2008-11-19,75,60.0,,0.6,45.0
2008-11-20,67,60.0,,0.6,40.199999999999996
2008-11-21,66,60.0,,0.6,39.6
2008-11-22,80,60.0,,0.6,48.0
2008-11-23,72,60.0,,0.6,43.199999999999996
2008-11-24,92,60.0,,0.6,55.199999999999996
2008-11-25,83,60.0,,0.6,49.8
2008-11-26,66,60.0,,0.6,39.6
2008-11-27,58,60.0,,0.6,34.8
2008-11-28,75,60.0,,0.6,45.0
2008-11-29,88,60.0,,0.6,52.8
2008-11-30,100,60.0,,0.6,60.0
2008-12-01,78,56.0,False,0.56,43.68000000000001
2008-12-02,85,56.0,,0.56,47.6
2008-12-03,79,56.0,,0.56,44.24
2008-12-04,75,56.0,,0.56,42.00000000000001
2008-12-05,71,56.0,,0.56,39.760000000000005
2008-12-06,88,56.0,,0.56,49.28
2008-12-07,100,56.0,,0.56,56.00000000000001
2008-12-08,77,56.0,,0.56,43.120000000000005
2008-12-09,77,56.0,,0.56,43.120000000000005
2008-12-10,82,56.0,,0.56,45.92
2008-12-11,79,56.0,,0.56,44.24
2008-12-12,64,56.0,,0.56,35.84
2008-12-13,77,56.0,,0.56,43.120000000000005
2008-12-14,87,56.0,,0.56,48.720000000000006
2008-12-15,72,56.0,,0.56,40.32000000000001
2008-12-16,95,56.0,,0.56,53.2
2008-12-17,80,56.0,,0.56,44.800000000000004
2008-12-18,80,56.0,,0.56,44.800000000000004
2008-12-19,69,56.0,,0.56,38.64
2008-12-20,80,56.0,,0.56,44.800000000000004
2008-12-21,79,56.0,,0.56,44.24
2008-12-22,84,56.0,,0.56,47.040000000000006
2008-12-23,74,56.0,,0.56,41.440000000000005
2008-12-24,83,56.0,,0.56,46.480000000000004
2008-12-25,69,56.0,,0.56,38.64
2008-12-26,70,56.0,,0.56,39.2
2008-12-27,87,56.0,,0.56,48.720000000000006
2008-12-28,92,56.0,,0.56,51.52
2008-12-29,97,56.0,,0.56,54.32000000000001
2008-12-30,89,56.0,,0.56,49.84
2008-12-31,86,56.0,,0.56,48.160000000000004
2009-01-01,74,55.0,False,0.55,40.7
2009-01-02,90,55.0,,0.55,49.50000000000001
2009-01-03,72,55.0,,0.55,39.6
2009-01-04,94,55.0,,0.55,51.7
2009-01-05,93,55.0,,0.55,51.150000000000006
2009-01-06,84,55.0,,0.55,46.2
2009-01-07,79,55.0,,0.55,43.45
2009-01-08,86,55.0,,0.55,47.300000000000004
2009-01-09,67,55.0,,0.55,36.85
2009-01-10,98,55.0,,0.55,53.900000000000006
2009-01-11,67,55.0,,0.55,36.85
2009-01-12,75,55.0,,0.55,41.25
2009-01-13,82,55.0,,0.55,45.1
2009-01-14,74,55.0,,0.55,40.7
2009-01-15,76,55.0,,0.55,41.800000000000004
2009-01-16,78,55.0,,0.55,42.900000000000006
2009-01-17,100,55.0,,0.55,55.00000000000001
2009-01-18,75,55.0,,0.55,41.25
2009-01-19,90,55.0,,0.55,49.50000000000001
2009-01-20,76,55.0,,0.55,41.800000000000004
2009-01-21,83,55.0,,0.55,45.650000000000006
2009-01-22,80,55.0,,0.55,44.0
2009-01-23,71,55.0,,0.55,39.050000000000004
2009-01-24,80,55.0,,0.55,44.0
2009-01-25,82,55.0,,0.55,45.1
2009-01-26,64,55.0,,0.55,35.2
2009-01-27,62,55.0,,0.55,34.1
2009-01-28,81,55.0,,0.55,44.550000000000004
2009-01-29,66,55.0,,0.55,36.300000000000004
2009-01-30,80,55.0,,0.55,44.0
2009-01-31,79,55.0,,0.55,43.45
2009-02-01,81,54.0,False,0.54,43.74
2009-02-02,77,54.0,,0.54,41.580000000000005
2009-02-03,74,54.0,,0.54,39.96
2009-02-04,85,54.0,,0.54,45.900000000000006
2009-02-05,67,54.0,,0.54,36.18
2009-02-06,75,54.0,,0.54,40.5
2009-02-07,60,54.0,,0.54,32.400000000000006
2009-02-08,90,54.0,,0.54,48.6
2009-02-09,84,54.0,,0.54,45.36
2009-02-10,75,54.0,,0.54,40.5
2009-02-11,79,54.0,,0.54,42.660000000000004
2009-02-12,84,54.0,,0.54,45.36
2009-02-13,67,54.0,,0.54,36.18
2009-02-14,76,54.0,,0.54,41.040000000000006
2009-02-15,100,54.0,,0.54,54.0
2009-02-16,83,54.0,,0.54,44.82
2009-02-17,69,54.0,,0.54,37.260000000000005
2009-02-18,76,54.0,,0.54,41.040000000000006
2009-02-19,80,54.0,,0.54,43.2
2009-02-20,77,54.0,,0.54,41.580000000000005
2009-02-21,87,54.0,,0.54,46.980000000000004
2009-02-22,81,54.0,,0.54,43.74
2009-02-23,79,54.0,,0.54,42.660000000000004
2009-02-24,73,54.0,,0.54,39.42
2009-02-25,78,54.0,,0.54,42.120000000000005
2009-02-26,74,54.0,,0.54,39.96
2009-02-27,87,54.0,,0.54,46.980000000000004
2009-02-28,80,54.0,,0.54,43.2
2009-03-01,96,51.0,False,0.51,48.96
2009-03-02,93,51.0,,0.51,47.43
2009-03-03,82,51.0,,0.51,41.82
2009-03-04,79,51.0,,0.51,40.29
2009-03-05,84,51.0,,0.51,42.84
2009-03-06,75,51.0,,0.51,38.25
2009-03-07,100,51.0,,0.51,51.0
2009-03-08,90,51.0,,0.51,45.9
2009-03-09,94,51.0,,0.51,47.94
2009-03-10,83,51.0,,0.51,42.33
2009-03-11,86,51.0,,0.51,43.86
2009-03-12,76,51.0,,0.51,38.76
2009-03-13,90,51.0,,0.51,45.9
2009-03-14,84,51.0,,0.51,42.84
2009-03-15,90,51.0,,0.51,45.9
2009-03-16,93,51.0,,0.51,47.43
2009-03-17,82,51.0,,0.51,41.82
2009-03-18,80,51.0,,0.51,40.8
2009-03-19,71,51.0,,0.51,36.21
2009-03-20,73,51.0,,0.51,37.230000000000004
2009-03-21,94,51.0,,0.51,47.94
2009-03-22,66,51.0,,0.51,33.660000000000004
2009-03-23,93,51.0,,0.51,47.43
2009-03-24,76,51.0,,0.51,38.76
2009-03-25,75,51.0,,0.51,38.25
2009-03-26,80,51.0,,0.51,40.8
2009-03-27,80,51.0,,0.51,40.8
2009-03-28,82,51.0,,0.51,41.82
2009-03-29,84,51.0,,0.51,42.84
2009-03-30,92,51.0,,0.51,46.92
2009-03-31,93,51.0,,0.51,47.43
2009-04-01,81,49.0,False,0.49,39.69
2009-04-02,87,49.0,,0.49,42.63
2009-04-03,69,49.0,,0.49,33.81
2009-04-04,97,49.0,,0.49,47.53
2009-04-05,83,49.0,,0.49,40.67
2009-04-06,100,49.0,,0.49,49.0
2009-04-07,85,49.0,,0.49,41.65
2009-04-08,74,49.0,,0.49,36.26
2009-04-09,86,49.0,,0.49,42.14
2009-04-10,84,49.0,,0.49,41.16
2009-04-11,79,49.0,,0.49,38.71
2009-04-12,72,49.0,,0.49,35.28
2009-04-13,80,49.0,,0.49,39.2
2009-04-14,86,49.0,,0.49,42.14
2009-04-15,90,49.0,,0.49,44.1
2009-04-16,83,49.0,,0.49,40.67
2009-04-17,92,49.0,,0.49,45.08
2009-04-18,78,49.0,,0.49,38.22
2009-04-19,62,49.0,,0.49,30.38
2009-04-20,72,49.0,,0.49,35.28
2009-04-21,94,49.0,,0.49,46.06
2009-04-22,83,49.0,,0.49,40.67
2009-04-23,77,49.0,,0.49,37.73
2009-04-24,82,49.0,,0.49,40.18
2009-04-25,83,49.0,,0.49,40.67
2009-04-26,88,49.0,,0.49,43.12
2009-04-27,79,49.0,,0.49,38.71
2009-04-28,81,49.0,,0.49,39.69
2009-04-29,66,49.0,,0.49,32.339999999999996
2009-04-30,74,49.0,,0.49,36.26
2009-05-01,70,50.0,False,0.5,35.0
2009-05-02,61,50.0,,0.5,30.5
2009-05-03,78,50.0,,0.5,39.0
2009-05-04,85,50.0,,0.5,42.5
2009-05-05,72,50.0,,0.5,36.0
2009-05-06,80,50.0,,0.5,40.0
2009-05-07,71,50.0,,0.5,35.5
2009-05-08,77,50.0,,0.5,38.5
2009-05-09,69,50.0,,0.5,34.5
2009-05-10,74,50.0,,0.5,37.0
2009-05-11,84,50.0,,0.5,42.0
2009-05-12,74,50.0,,0.5,37.0
2009-05-13,72,50.0,,0.5,36.0
2009-05-14,66,50.0,,0.5,33.0
2009-05-15,69,50.0,,0.5,34.5
2009-05-16,85,50.0,,0.5,42.5
2009-05-17,74,50.0,,0.5,37.0
2009-05-18,84,50.0,,0.5,42.0
2009-05-19,100,50.0,,0.5,50.0
2009-05-20,75,50.0,,0.5,37.5
2009-05-21,73,50.0,,0.5,36.5
2009-05-22,70,50.0,,0.5,35.0
2009-05-23,88,50.0,,0.5,44.0
2009-05-24,78,50.0,,0.5,39.0
2009-05-25,86,50.0,,0.5,43.0
2009-05-26,85,50.0,,0.5,42.5
2009-05-27,74,50.0,,0.5,37.0
2009-05-28,88,50.0,,0.5,44.0
2009-05-29,86,50.0,,0.5,43.0
2009-05-30,80,50.0,,0.5,40.0
2009-05-31,87,50.0,,0.5,43.5
2009-06-01,77,55.0,False,0.55,42.35
2009-06-02,83,55.0,,0.55,45.650000000000006
2009-06-03,65,55.0,,0.55,35.75
2009-06-04,83,55.0,,0.55,45.650000000000006
2009-06-05,87,55.0,,0.55,47.85
2009-06-06,67,55.0,,0.55,36.85
2009-06-07,84,55.0,,0.55,46.2
2009-06-08,90,55.0,,0.55,49.50000000000001
2009-06-09,93,55.0,,0.55,51.150000000000006
2009-06-10,88,55.0,,0.55,48.400000000000006
2009-06-11,74,55.0,,0.55,40.7
2009-06-12,79,55.0,,0.55,43.45
2009-06-13,78,55.0,,0.55,42.900000000000006
2009-06-14,75,55.0,,0.55,41.25
2009-06-15,86,55.0,,0.55,47.300000000000004
2009-06-16,100,55.0,,0.55,55.00000000000001
2009-06-17,86,55.0,,0.55,47.300000000000004
2009-06-18,87,55.0,,0.55,47.85
2009-06-19,86,55.0,,0.55,47.300000000000004
2009-06-20,76,55.0,,0.55,41.800000000000004
2009-06-21,94,55.0,,0.55,51.7
2009-06-22,85,55.0,,0.55,46.75000000000001
2009-06-23,83,55.0,,0.55,45.650000000000006
2009-06-24,82,55.0,,0.55,45.1
2009-06-25,93,55.0,,0.55,51.150000000000006
2009-06-26,66,55.0,,0.55,36.300000000000004
2009-06-27,78,55.0,,0.55,42.900000000000006
2009-06-28,77,55.0,,0.55,42.35
2009-06-29,88,55.0,,0.55,48.400000000000006
2009-06-30,91,55.0,,0.55,50.050000000000004
2009-07-01,92,60.0,False,0.6,55.199999999999996
2009-07-02,88,60.0,,0.6,52.8
2009-07-03,80,60.0,,0.6,48.0
2009-07-04,73,60.0,,0.6,43.8
2009-07-05,93,60.0,,0.6,55.8
2009-07-06,86,60.0,,0.6,51.6
2009-07-07,92,60.0,,0.6,55.199999999999996
2009-07-08,76,60.0,,0.6,45.6
2009-07-09,74,60.0,,0.6,44.4
2009-07-10,86,60.0,,0.6,51.6
2009-07-11,89,60.0,,0.6,53.4
2009-07-12,83,60.0,,0.6,49.8
2009-07-13,87,60.0,,0.6,52.199999999999996
2009-07-14,80,60.0,,0.6,48.0
2009-07-15,79,60.0,,0.6,47.4
2009-07-16,76,60.0,,0.6,45.6
2009-07-17,86,60.0,,0.6,51.6
2009-07-18,83,60.0,,0.6,49.8
2009-07-19,81,60.0,,0.6,48.6
2009-07-20,77,60.0,,0.6,46.199999999999996
2009-07-21,100,60.0,,0.6,60.0
2009-07-22,85,60.0,,0.6,51.0
2009-07-23,79,60.0,,0.6,47.4
2009-07-24,76,60.0,,0.6,45.6
2009-07-25,83,60.0,,0.6,49.8
2009-07-26,97,60.0,,0.6,58.199999999999996
2009-07-27,95,60.0,,0.6,57.0
2009-07-28,80,60.0,,0.6,48.0
2009-07-29,89,60.0,,0.6,53.4
2009-07-30,72,60.0,,0.6,43.199999999999996
2009-07-31,93,60.0,,0.6,55.8
2009-08-01,89,58.0,False,0.58,51.62
2009-08-02,80,58.0,,0.58,46.4
2009-08-03,96,58.0,,0.58,55.67999999999999
2009-08-04,100,58.0,,0.58,57.99999999999999
2009-08-05,84,58.0,,0.58,48.72
2009-08-06,92,58.0,,0.58,53.36
2009-08-07,85,58.0,,0.58,49.3
2009-08-08,88,58.0,,0.58,51.04
2009-08-09,87,58.0,,0.58,50.459999999999994
2009-08-10,91,58.0,,0.58,52.779999999999994
2009-08-11,89,58.0,,0.58,51.62
2009-08-12,86,58.0,,0.58,49.879999999999995
2009-08-13,85,58.0,,0.58,49.3
2009-08-14,77,58.0,,0.58,44.66
2009-08-15,92,58.0,,0.58,53.36
2009-08-16,89,58.0,,0.58,51.62
2009-08-17,82,58.0,,0.58,47.559999999999995
2009-08-18,91,58.0,,0.58,52.779999999999994
2009-08-19,86,58.0,,0.58,49.879999999999995
2009-08-20,76,58.0,,0.58,44.08
2009-08-21,92,58.0,,0.58,53.36
2009-08-22,84,58.0,,0.58,48.72
2009-08-23,82,58.0,,0.58,47.559999999999995
2009-08-24,82,58.0,,0.58,47.559999999999995
2009-08-25,87,58.0,,0.58,50.459999999999994
2009-08-26,85,58.0,,0.58,49.3
2009-08-27,72,58.0,,0.58,41.76
2009-08-28,84,58.0,,0.58,48.72
2009-08-29,71,58.0,,0.58,41.18
2009-08-30,81,58.0,,0.58,46.98
2009-08-31,82,58.0,,0.58,47.559999999999995
2009-09-01,87,55.0,False,0.55,47.85
2009-09-02,73,55.0,,0.55,40.150000000000006
2009-09-03,67,55.0,,0.55,36.85
2009-09-04,84,55.0,,0.55,46.2
2009-09-05,100,55.0,,0.55,55.00000000000001
2009-09-06,81,55.0,,0.55,44.550000000000004
2009-09-07,77,55.0,,0.55,42.35
2009-09-08,75,55.0,,0.55,41.25
2009-09-09,70,55.0,,0.55,38.5
2009-09-10,72,55.0,,0.55,39.6
2009-09-11,69,55.0,,0.55,37.95
2009-09-12,71,55.0,,0.55,39.050000000000004
2009-09-13,72,55.0,,0.55,39.6
2009-09-14,77,55.0,,0.55,42.35
2009-09-15,85,55.0,,0.55,46.75000000000001
2009-09-16,61,55.0,,0.55,33.550000000000004
2009-09-17,68,55.0,,0.55,37.400000000000006
2009-09-18,72,55.0,,0.55,39.6
2009-09-19,60,55.0,,0.55,33.0
2009-09-20,78,55.0,,0.55,42.900000000000006
2009-09-21,80,55.0,,0.55,44.0
2009-09-22,76,55.0,,0.55,41.800000000000004
2009-09-23,77,55.0,,0.55,42.35
2009-09-24,69,55.0,,0.55,37.95
2009-09-25,65,55.0,,0.55,35.75
2009-09-26,73,55.0,,0.55,40.150000000000006
2009-09-27,72,55.0,,0.55,39.6
2009-09-28,83,55.0,,0.55,45.650000000000006
2009-09-29,82,55.0,,0.55,45.1
2009-09-30,77,55.0,,0.55,42.35
2009-10-01,70,53.0,False,0.53,37.1
2009-10-02,91,53.0,,0.53,48.230000000000004
2009-10-03,75,53.0,,0.53,39.75
2009-10-04,79,53.0,,0.53,41.870000000000005
2009-10-05,78,53.0,,0.53,41.34
2009-10-06,70,53.0,,0.53,37.1
2009-10-07,81,53.0,,0.53,42.93
2009-10-08,82,53.0,,0.53,43.46
2009-10-09,95,53.0,,0.53,50.35
2009-10-10,75,53.0,,0.53,39.75
2009-10-11,97,53.0,,0.53,51.410000000000004
2009-10-12,95,53.0,,0.53,50.35
2009-10-13,99,53.0,,0.53,52.470000000000006
2009-10-14,97,53.0,,0.53,51.410000000000004
2009-10-15,86,53.0,,0.53,45.580000000000005
2009-10-16,97,53.0,,0.53,51.410000000000004
2009-10-17,77,53.0,,0.53,40.81
2009-10-18,79,53.0,,0.53,41.870000000000005
2009-10-19,85,53.0,,0.53,45.050000000000004
2009-10-20,93,53.0,,0.53,49.29
2009-10-21,87,53.0,,0.53,46.11
2009-10-22,86,53.0,,0.53,45.580000000000005
2009-10-23,85,53.0,,0.53,45.050000000000004
2009-10-24,100,53.0,,0.53,53.0
2009-10-25,80,53.0,,0.53,42.400000000000006
2009-10-26,87,53.0,,0.53,46.11
2009-10-27,95,53.0,,0.53,50.35
2009-10-28,83,53.0,,0.53,43.99
2009-10-29,81,53.0,,0.53,42.93
2009-10-30,94,53.0,,0.53,49.82
2009-10-31,67,53.0,,0.53,35.510000000000005
2009-11-01,70,59.0,False,0.59,41.3
2009-11-02,89,59.0,,0.59,52.51
2009-11-03,81,59.0,,0.59,47.79
2009-11-04,88,59.0,,0.59,51.919999999999995
2009-11-05,73,59.0,,0.59,43.07
2009-11-06,74,59.0,,0.59,43.66
2009-11-07,78,59.0,,0.59,46.019999999999996
2009-11-08,73,59.0,,0.59,43.07
2009-11-09,85,59.0,,0.59,50.15
2009-11-10,72,59.0,,0.59,42.48
2009-11-11,85,59.0,,0.59,50.15
2009-11-12,81,59.0,,0.59,47.79
2009-11-13,93,59.0,,0.59,54.87
2009-11-14,75,59.0,,0.59,44.25
2009-11-15,100,59.0,,0.59,59.0
2009-11-16,80,59.0,,0.59,47.199999999999996
2009-11-17,79,59.0,,0.59,46.61
2009-11-18,91,59.0,,0.59,53.69
2009-11-19,75,59.0,,0.59,44.25
2009-11-20,85,59.0,,0.59,50.15
2009-11-21,91,59.0,,0.59,53.69
2009-11-22,79,59.0,,0.59,46.61
2009-11-23,95,59.0,,0.59,56.05
2009-11-24,79,59.0,,0.59,46.61
2009-11-25,98,59.0,,0.59,57.82
2009-11-26,63,59.0,,0.59,37.169999999999995
2009-11-27,85,59.0,,0.59,50.15
2009-11-28,91,59.0,,0.59,53.69
2009-11-29,95,59.0,,0.59,56.05
2009-11-30,94,59.0,,0.59,55.459999999999994
2009-12-01,81,61.0,False,0.61,49.41
2009-12-02,79,61.0,,0.61,48.19
2009-12-03,75,61.0,,0.61,45.75
2009-12-04,82,61.0,,0.61,50.019999999999996
2009-12-05,83,61.0,,0.61,50.629999999999995
2009-12-06,83,61.0,,0.61,50.629999999999995
2009-12-07,78,61.0,,0.61,47.58
2009-12-08,79,61.0,,0.61,48.19
2009-12-09,78,61.0,,0.61,47.58
2009-12-10,82,61.0,,0.61,50.019999999999996
2009-12-11,79,61.0,,0.61,48.19
2009-12-12,82,61.0,,0.61,50.019999999999996
2009-12-13,87,61.0,,0.61,53.07
2009-12-14,75,61.0,,0.61,45.75
2009-12-15,77,61.0,,0.61,46.97
2009-12-16,89,61.0,,0.61,54.29
2009-12-17,89,61.0,,0.61,54.29
2009-12-18,70,61.0,,0.61,42.699999999999996
2009-12-19,77,61.0,,0.61,46.97
2009-12-20,73,61.0,,0.61,44.53
2009-12-21,77,61.0,,0.61,46.97
2009-12-22,87,61.0,,0.61,53.07
2009-12-23,84,61.0,,0.61,51.24
2009-12-24,69,61.0,,0.61,42.089999999999996
2009-12-25,56,61.0,,0.61,34.16
2009-12-26,98,61.0,,0.61,59.78
2009-12-27,79,61.0,,0.61,48.19
2009-12-28,77,61.0,,0.61,46.97
2009-12-29,100,61.0,,0.61,61.0
2009-12-30,97,61.0,,0.61,59.17
2009-12-31,77,61.0,,0.61,46.97
2010-01-01,84,58.0,False,0.58,48.72
2010-01-02,73,58.0,,0.58,42.339999999999996
2010-01-03,100,58.0,,0.58,57.99999999999999
2010-01-04,85,58.0,,0.58,49.3
2010-01-05,67,58.0,,0.58,38.86
2010-01-06,64,58.0,,0.58,37.12
2010-01-07,79,58.0,,0.58,45.82
2010-01-08,66,58.0,,0.58,38.279999999999994
2010-01-09,72,58.0,,0.58,41.76
2010-01-10,82,58.0,,0.58,47.559999999999995
2010-01-11,66,58.0,,0.58,38.279999999999994
2010-01-12,79,58.0,,0.58,45.82
2010-01-13,80,58.0,,0.58,46.4
2010-01-14,67,58.0,,0.58,38.86
2010-01-15,70,58.0,,0.58,40.599999999999994
2010-01-16,64,58.0,,0.58,37.12
2010-01-17,86,58.0,,0.58,49.879999999999995
2010-01-18,71,58.0,,0.58,41.18
2010-01-19,80,58.0,,0.58,46.4
2010-01-20,80,58.0,,0.58,46.4
2010-01-21,72,58.0,,0.58,41.76
2010-01-22,77,58.0,,0.58,44.66
2010-01-23,70,58.0,,0.58,40.599999999999994
2010-01-24,61,58.0,,0.58,35.379999999999995
2010-01-25,65,58.0,,0.58,37.699999999999996
2010-01-26,77,58.0,,0.58,44.66
2010-01-27,62,58.0,,0.58,35.96
2010-01-28,68,58.0,,0.58,39.44
2010-01-29,66,58.0,,0.58,38.279999999999994
2010-01-30,72,58.0,,0.58,41.76
2010-01-31,66,58.0,,0.58,38.279999999999994
2010-02-01,76,55.0,False,0.55,41.800000000000004
2010-02-02,86,55.0,,0.55,47.300000000000004
2010-02-03,80,55.0,,0.55,44.0
2010-02-04,64,55.0,,0.55,35.2
2010-02-05,68,55.0,,0.55,37.400000000000006
2010-02-06,87,55.0,,0.55,47.85
2010-02-07,97,55.0,,0.55,53.35
2010-02-08,76,55.0,,0.55,41.800000000000004
2010-02-09,76,55.0,,0.55,41.800000000000004
2010-02-10,85,55.0,,0.55,46.75000000000001
2010-02-11,82,55.0,,0.55,45.1
2010-02-12,71,55.0,,0.55,39.050000000000004
2010-02-13,73,55.0,,0.55,40.150000000000006
2010-02-14,80,55.0,,0.55,44.0
2010-02-15,78,55.0,,0.55,42.900000000000006
2010-02-16,77,55.0,,0.55,42.35
2010-02-17,88,55.0,,0.55,48.400000000000006
2010-02-18,84,55.0,,0.55,46.2
2010-02-19,84,55.0,,0.55,46.2
2010-02-20,86,55.0,,0.55,47.300000000000004
2010-02-21,100,55.0,,0.55,55.00000000000001
2010-02-22,82,55.0,,0.55,45.1
2010-02-23,78,55.0,,0.55,42.900000000000006
2010-02-24,78,55.0,,0.55,42.900000000000006
2010-02-25,67,55.0,,0.55,36.85
2010-02-26,63,55.0,,0.55,34.650000000000006
2010-02-27,92,55.0,,0.55,50.6
2010-02-28,74,55.0,,0.55,40.7
2010-03-01,82,57.0,False,0.57,46.739999999999995
2010-03-02,78,57.0,,0.57,44.459999999999994
2010-03-03,79,57.0,,0.57,45.029999999999994
2010-03-04,70,57.0,,0.57,39.9
2010-03-05,61,57.0,,0.57,34.769999999999996
2010-03-06,75,57.0,,0.57,42.74999999999999
2010-03-07,80,57.0,,0.57,45.599999999999994
2010-03-08,90,57.0,,0.57,51.3
2010-03-09,88,57.0,,0.57,50.16
2010-03-10,71,57.0,,0.57,40.47
2010-03-11,72,57.0,,0.57,41.04
2010-03-12,74,57.0,,0.57,42.18
2010-03-13,72,57.0,,0.57,41.04
2010-03-14,83,57.0,,0.57,47.309999999999995
2010-03-15,77,57.0,,0.57,43.88999999999999
2010-03-16,63,57.0,,0.57,35.91
2010-03-17,70,57.0,,0.57,39.9
2010-03-18,68,57.0,,0.57,38.76
2010-03-19,69,57.0,,0.57,39.33
2010-03-20,100,57.0,,0.57,56.99999999999999
2010-03-21,89,57.0,,0.57,50.73
2010-03-22,75,57.0,,0.57,42.74999999999999
2010-03-23,79,57.0,,0.57,45.029999999999994
2010-03-24,79,57.0,,0.57,45.029999999999994
2010-03-25,67,57.0,,0.57,38.19
2010-03-26,75,57.0,,0.57,42.74999999999999
2010-03-27,73,57.0,,0.57,41.61
2010-03-28,91,57.0,,0.57,51.87
2010-03-29,80,57.0,,0.57,45.599999999999994
2010-03-30,79,57.0,,0.57,45.029999999999994
2010-03-31,70,57.0,,0.57,39.9
2010-04-01,72,57.0,False,0.57,41.04
2010-04-02,77,57.0,,0.57,43.88999999999999
2010-04-03,75,57.0,,0.57,42.74999999999999
2010-04-04,75,57.0,,0.57,42.74999999999999
2010-04-05,100,57.0,,0.57,56.99999999999999
2010-04-06,83,57.0,,0.57,47.309999999999995
2010-04-07,78,57.0,,0.57,44.459999999999994
2010-04-08,86,57.0,,0.57,49.019999999999996
2010-04-09,85,57.0,,0.57,48.449999999999996
2010-04-10,72,57.0,,0.57,41.04
2010-04-11,78,57.0,,0.57,44.459999999999994
2010-04-12,84,57.0,,0.57,47.879999999999995
2010-04-13,79,57.0,,0.57,45.029999999999994
2010-04-14,82,57.0,,0.57,46.739999999999995
2010-04-15,74,57.0,,0.57,42.18
2010-04-16,71,57.0,,0.57,40.47
2010-04-17,91,57.0,,0.57,51.87
2010-04-18,78,57.0,,0.57,44.459999999999994
2010-04-19,97,57.0,,0.57,55.28999999999999
2010-04-20,81,57.0,,0.57,46.169999999999995
2010-04-21,80,57.0,,0.57,45.599999999999994
2010-04-22,68,57.0,,0.57,38.76
2010-04-23,76,57.0,,0.57,43.31999999999999
2010-04-24,95,57.0,,0.57,54.15
2010-04-25,96,57.0,,0.57,54.72
2010-04-26,88,57.0,,0.57,50.16
2010-04-27,86,57.0,,0.57,49.019999999999996
2010-04-28,76,57.0,,0.57,43.31999999999999
2010-04-29,71,57.0,,0.57,40.47
2010-04-30,81,57.0,,0.57,46.169999999999995
2010-05-01,91,55.0,False,0.55,50.050000000000004
2010-05-02,85,55.0,,0.55,46.75000000000001
2010-05-03,84,55.0,,0.55,46.2
2010-05-04,97,55.0,,0.55,53.35
2010-05-05,74,55.0,,0.55,40.7
2010-05-06,80,55.0,,0.55,44.0
2010-05-07,79,55.0,,0.55,43.45
2010-05-08,86,55.0,,0.55,47.300000000000004
2010-05-09,87,55.0,,0.55,47.85
2010-05-10,83,55.0,,0.55,45.650000000000006
2010-05-11,85,55.0,,0.55,46.75000000000001
