date,patron_unscaled,patron_monthly,isPartial,scale,patron
2008-12-07,96,58.0,,0.58,55.67999999999999
2008-12-08,71,58.0,,0.58,41.18
2008-12-09,67,58.0,,0.58,38.86
2008-12-10,68,58.0,,0.58,39.44
2008-12-11,65,58.0,,0.58,37.699999999999996
2008-12-12,66,58.0,,0.58,38.279999999999994
2008-12-13,69,58.0,,0.58,40.019999999999996
2008-12-14,100,58.0,,0.58,57.99999999999999
2008-12-15,60,58.0,,0.58,34.8
2008-12-16,75,58.0,,0.58,43.5
2008-12-17,85,58.0,,0.58,49.3
2008-12-18,94,58.0,,0.58,54.519999999999996
2008-12-19,52,58.0,,0.58,30.159999999999997
2008-12-20,63,58.0,,0.58,36.54
2008-12-21,91,58.0,,0.58,52.779999999999994
2008-12-22,52,58.0,,0.58,30.159999999999997
2008-12-23,69,58.0,,0.58,40.019999999999996
2008-12-24,81,58.0,,0.58,46.98
2008-12-25,95,58.0,,0.58,55.099999999999994
2008-12-26,66,58.0,,0.58,38.279999999999994
2008-12-27,69,58.0,,0.58,40.019999999999996
2008-12-28,64,58.0,,0.58,37.12
2008-12-29,57,58.0,,0.58,33.059999999999995
2008-12-30,50,58.0,,0.58,28.999999999999996
2008-12-31,91,58.0,,0.58,52.779999999999994
2009-01-01,100,49.0,False,0.49,49.0
2009-01-02,66,49.0,,0.49,32.339999999999996
2009-01-03,100,49.0,,0.49,49.0
2009-01-04,89,49.0,,0.49,43.61
2009-01-05,92,49.0,,0.49,45.08
2009-01-06,58,49.0,,0.49,28.419999999999998
2009-01-07,63,49.0,,0.49,30.87
2009-01-08,74,49.0,,0.49,36.26
2009-01-09,62,49.0,,0.49,30.38
2009-01-10,65,49.0,,0.49,31.849999999999998
2009-01-11,85,49.0,,0.49,41.65
2009-01-12,41,49.0,,0.49,20.09
2009-01-13,62,49.0,,0.49,30.38
2009-01-14,67,49.0,,0.49,32.83
2009-01-15,63,49.0,,0.49,30.87
2009-01-16,78,49.0,,0.49,38.22
2009-01-17,61,49.0,,0.49,29.89
2009-01-18,68,49.0,,0.49,33.32
2009-01-19,70,49.0,,0.49,34.3
2009-01-20,59,49.0,,0.49,28.91
2009-01-21,66,49.0,,0.49,32.339999999999996
2009-01-22,55,49.0,,0.49,26.95
2009-01-23,63,49.0,,0.49,30.87
2009-01-24,79,49.0,,0.49,38.71
2009-01-25,64,49.0,,0.49,31.36
2009-01-26,68,49.0,,0.49,33.32
2009-01-27,74,49.0,,0.49,36.26
2009-01-28,60,49.0,,0.49,29.4
2009-01-29,54,49.0,,0.49,26.46
2009-01-30,69,49.0,,0.49,33.81
2009-01-31,42,49.0,,0.49,20.58
2009-02-01,71,50.0,False,0.5,35.5
2009-02-02,51,50.0,,0.5,25.5
2009-02-03,55,50.0,,0.5,27.5
2009-02-04,57,50.0,,0.5,28.5
2009-02-05,92,50.0,,0.5,46.0
2009-02-06,68,50.0,,0.5,34.0
2009-02-07,69,50.0,,0.5,34.5
2009-02-08,100,50.0,,0.5,50.0
2009-02-09,75,50.0,,0.5,37.5
2009-02-10,62,50.0,,0.5,31.0
2009-02-11,66,50.0,,0.5,33.0
2009-02-12,63,50.0,,0.5,31.5
2009-02-13,42,50.0,,0.5,21.0
2009-02-14,79,50.0,,0.5,39.5
2009-02-15,88,50.0,,0.5,44.0
2009-02-16,72,50.0,,0.5,36.0
2009-02-17,58,50.0,,0.5,29.0
2009-02-18,53,50.0,,0.5,26.5
2009-02-19,73,50.0,,0.5,36.5
2009-02-20,59,50.0,,0.5,29.5
2009-02-21,78,50.0,,0.5,39.0
2009-02-22,72,50.0,,0.5,36.0
2009-02-23,51,50.0,,0.5,25.5
2009-02-24,88,50.0,,0.5,44.0
2009-02-25,62,50.0,,0.5,31.0
2009-02-26,56,50.0,,0.5,28.0
2009-02-27,54,50.0,,0.5,27.0
2009-02-28,84,50.0,,0.5,42.0
2009-03-01,61,52.0,False,0.52,31.720000000000002
2009-03-02,52,52.0,,0.52,27.04
2009-03-03,57,52.0,,0.52,29.64
2009-03-04,66,52.0,,0.52,34.32
2009-03-05,54,52.0,,0.52,28.080000000000002
2009-03-06,58,52.0,,0.52,30.16
2009-03-07,61,52.0,,0.52,31.720000000000002
2009-03-08,60,52.0,,0.52,31.200000000000003
2009-03-09,46,52.0,,0.52,23.92
2009-03-10,56,52.0,,0.52,29.12
2009-03-11,61,52.0,,0.52,31.720000000000002
2009-03-12,39,52.0,,0.52,20.28
2009-03-13,59,52.0,,0.52,30.68
2009-03-14,65,52.0,,0.52,33.800000000000004
2009-03-15,89,52.0,,0.52,46.28
2009-03-16,53,52.0,,0.52,27.560000000000002
2009-03-17,100,52.0,,0.52,52.0
2009-03-18,65,52.0,,0.52,33.800000000000004
2009-03-19,72,52.0,,0.52,37.44
2009-03-20,71,52.0,,0.52,36.92
2009-03-21,59,52.0,,0.52,30.68
2009-03-22,83,52.0,,0.52,43.160000000000004
2009-03-23,65,52.0,,0.52,33.800000000000004
2009-03-24,65,52.0,,0.52,33.800000000000004
2009-03-25,68,52.0,,0.52,35.36
2009-03-26,73,52.0,,0.52,37.96
2009-03-27,66,52.0,,0.52,34.32
2009-03-28,48,52.0,,0.52,24.96
2009-03-29,75,52.0,,0.52,39.0
2009-03-30,74,52.0,,0.52,38.480000000000004
2009-03-31,70,52.0,,0.52,36.4
2009-04-01,70,54.0,False,0.54,37.800000000000004
2009-04-02,74,54.0,,0.54,39.96
2009-04-03,64,54.0,,0.54,34.56
2009-04-04,92,54.0,,0.54,49.68000000000001
2009-04-05,44,54.0,,0.54,23.76
2009-04-06,93,54.0,,0.54,50.220000000000006
2009-04-07,87,54.0,,0.54,46.980000000000004
2009-04-08,71,54.0,,0.54,38.34
2009-04-09,61,54.0,,0.54,32.940000000000005
2009-04-10,82,54.0,,0.54,44.28
2009-04-11,97,54.0,,0.54,52.38
2009-04-12,70,54.0,,0.54,37.800000000000004
2009-04-13,79,54.0,,0.54,42.660000000000004
2009-04-14,70,54.0,,0.54,37.800000000000004
2009-04-15,68,54.0,,0.54,36.72
2009-04-16,82,54.0,,0.54,44.28
2009-04-17,57,54.0,,0.54,30.78
2009-04-18,82,54.0,,0.54,44.28
2009-04-19,100,54.0,,0.54,54.0
2009-04-20,72,54.0,,0.54,38.88
2009-04-21,65,54.0,,0.54,35.1
2009-04-22,71,54.0,,0.54,38.34
2009-04-23,52,54.0,,0.54,28.080000000000002
2009-04-24,56,54.0,,0.54,30.240000000000002
2009-04-25,75,54.0,,0.54,40.5
2009-04-26,78,54.0,,0.54,42.120000000000005
2009-04-27,61,54.0,,0.54,32.940000000000005
2009-04-28,96,54.0,,0.54,51.84
2009-04-29,82,54.0,,0.54,44.28
2009-04-30,79,54.0,,0.54,42.660000000000004
2009-05-01,82,55.0,False,0.55,45.1
2009-05-02,88,55.0,,0.55,48.400000000000006
2009-05-03,83,55.0,,0.55,45.650000000000006
2009-05-04,59,55.0,,0.55,32.45
2009-05-05,100,55.0,,0.55,55.00000000000001
2009-05-06,71,55.0,,0.55,39.050000000000004
2009-05-07,82,55.0,,0.55,45.1
2009-05-08,72,55.0,,0.55,39.6
2009-05-09,73,55.0,,0.55,40.150000000000006
2009-05-10,89,55.0,,0.55,48.95
2009-05-11,71,55.0,,0.55,39.050000000000004
2009-05-12,74,55.0,,0.55,40.7
2009-05-13,70,55.0,,0.55,38.5
2009-05-14,73,55.0,,0.55,40.150000000000006
2009-05-15,73,55.0,,0.55,40.150000000000006
2009-05-16,71,55.0,,0.55,39.050000000000004
2009-05-17,76,55.0,,0.55,41.800000000000004
2009-05-18,48,55.0,,0.55,26.400000000000002
2009-05-19,78,55.0,,0.55,42.900000000000006
2009-05-20,54,55.0,,0.55,29.700000000000003
2009-05-21,62,55.0,,0.55,34.1
2009-05-22,79,55.0,,0.55,43.45
2009-05-23,79,55.0,,0.55,43.45
2009-05-24,95,55.0,,0.55,52.25000000000001
2009-05-25,66,55.0,,0.55,36.300000000000004
2009-05-26,79,55.0,,0.55,43.45
2009-05-27,64,55.0,,0.55,35.2
2009-05-28,78,55.0,,0.55,42.900000000000006
2009-05-29,84,55.0,,0.55,46.2
2009-05-30,94,55.0,,0.55,51.7
2009-05-31,84,55.0,,0.55,46.2
2009-06-01,29,61.0,False,0.61,17.69
2009-06-02,42,61.0,,0.61,25.62
2009-06-03,38,61.0,,0.61,23.18
2009-06-04,46,61.0,,0.61,28.06
2009-06-05,39,61.0,,0.61,23.79
2009-06-06,100,61.0,,0.61,61.0
2009-06-07,73,61.0,,0.61,44.53
2009-06-08,39,61.0,,0.61,23.79
2009-06-09,37,61.0,,0.61,22.57
2009-06-10,52,61.0,,0.61,31.72
2009-06-11,40,61.0,,0.61,24.4
2009-06-12,41,61.0,,0.61,25.009999999999998
2009-06-13,57,61.0,,0.61,34.769999999999996
2009-06-14,25,61.0,,0.61,15.25
2009-06-15,34,61.0,,0.61,20.74
2009-06-16,35,61.0,,0.61,21.349999999999998
2009-06-17,35,61.0,,0.61,21.349999999999998
2009-06-18,64,61.0,,0.61,39.04
2009-06-19,48,61.0,,0.61,29.28
2009-06-20,50,61.0,,0.61,30.5
2009-06-21,56,61.0,,0.61,34.16
2009-06-22,16,61.0,,0.61,9.76
2009-06-23,45,61.0,,0.61,27.45
2009-06-24,44,61.0,,0.61,26.84
2009-06-25,49,61.0,,0.61,29.89
2009-06-26,55,61.0,,0.61,33.55
2009-06-27,52,61.0,,0.61,31.72
2009-06-28,42,61.0,,0.61,25.62
2009-06-29,41,61.0,,0.61,25.009999999999998
2009-06-30,39,61.0,,0.61,23.79
2009-07-01,54,59.0,False,0.59,31.86
2009-07-02,61,59.0,,0.59,35.989999999999995
2009-07-03,81,59.0,,0.59,47.79
2009-07-04,100,59.0,,0.59,59.0
2009-07-05,60,59.0,,0.59,35.4
2009-07-06,46,59.0,,0.59,27.139999999999997
2009-07-07,49,59.0,,0.59,28.91
2009-07-08,45,59.0,,0.59,26.549999999999997
2009-07-09,52,59.0,,0.59,30.68
2009-07-10,61,59.0,,0.59,35.989999999999995
2009-07-11,59,59.0,,0.59,34.809999999999995
2009-07-12,72,59.0,,0.59,42.48
2009-07-13,36,59.0,,0.59,21.24
2009-07-14,73,59.0,,0.59,43.07
2009-07-15,85,59.0,,0.59,50.15
2009-07-16,62,59.0,,0.59,36.58
2009-07-17,51,59.0,,0.59,30.09
2009-07-18,77,59.0,,0.59,45.43
2009-07-19,73,59.0,,0.59,43.07
2009-07-20,50,59.0,,0.59,29.5
2009-07-21,51,59.0,,0.59,30.09
2009-07-22,43,59.0,,0.59,25.369999999999997
2009-07-23,63,59.0,,0.59,37.169999999999995
2009-07-24,67,59.0,,0.59,39.53
2009-07-25,55,59.0,,0.59,32.449999999999996
2009-07-26,50,59.0,,0.59,29.5
2009-07-27,58,59.0,,0.59,34.22
2009-07-28,38,59.0,,0.59,22.419999999999998
2009-07-29,55,59.0,,0.59,32.449999999999996
2009-07-30,40,59.0,,0.59,23.599999999999998
2009-07-31,77,59.0,,0.59,45.43
2009-08-01,93,58.0,False,0.58,53.94
2009-08-02,100,58.0,,0.58,57.99999999999999
2009-08-03,74,58.0,,0.58,42.919999999999995
2009-08-04,75,58.0,,0.58,43.5
2009-08-05,65,58.0,,0.58,37.699999999999996
2009-08-06,61,58.0,,0.58,35.379999999999995
2009-08-07,77,58.0,,0.58,44.66
2009-08-08,98,58.0,,0.58,56.839999999999996
2009-08-09,71,58.0,,0.58,41.18
2009-08-10,63,58.0,,0.58,36.54
2009-08-11,81,58.0,,0.58,46.98
2009-08-12,61,58.0,,0.58,35.379999999999995
2009-08-13,69,58.0,,0.58,40.019999999999996
2009-08-14,75,58.0,,0.58,43.5
2009-08-15,82,58.0,,0.58,47.559999999999995
2009-08-16,98,58.0,,0.58,56.839999999999996
2009-08-17,71,58.0,,0.58,41.18
2009-08-18,69,58.0,,0.58,40.019999999999996
2009-08-19,64,58.0,,0.58,37.12
2009-08-20,61,58.0,,0.58,35.379999999999995
2009-08-21,64,58.0,,0.58,37.12
2009-08-22,75,58.0,,0.58,43.5
2009-08-23,76,58.0,,0.58,44.08
2009-08-24,50,58.0,,0.58,28.999999999999996
2009-08-25,60,58.0,,0.58,34.8
2009-08-26,58,58.0,,0.58,33.64
2009-08-27,51,58.0,,0.58,29.58
2009-08-28,95,58.0,,0.58,55.099999999999994
2009-08-29,91,58.0,,0.58,52.779999999999994
2009-08-30,85,58.0,,0.58,49.3
2009-08-31,58,58.0,,0.58,33.64
2009-09-01,73,65.0,False,0.65,47.45
2009-09-02,48,65.0,,0.65,31.200000000000003
2009-09-03,57,65.0,,0.65,37.050000000000004
2009-09-04,69,65.0,,0.65,44.85
2009-09-05,77,65.0,,0.65,50.050000000000004
2009-09-06,99,65.0,,0.65,64.35000000000001
2009-09-07,62,65.0,,0.65,40.300000000000004
2009-09-08,60,65.0,,0.65,39.0
2009-09-09,81,65.0,,0.65,52.65
2009-09-10,62,65.0,,0.65,40.300000000000004
2009-09-11,96,65.0,,0.65,62.400000000000006
2009-09-12,59,65.0,,0.65,38.35
2009-09-13,68,65.0,,0.65,44.2
2009-09-14,59,65.0,,0.65,38.35
2009-09-15,36,65.0,,0.65,23.400000000000002
2009-09-16,76,65.0,,0.65,49.4
2009-09-17,69,65.0,,0.65,44.85
2009-09-18,63,65.0,,0.65,40.95
2009-09-19,84,65.0,,0.65,54.6
2009-09-20,90,65.0,,0.65,58.5
2009-09-21,80,65.0,,0.65,52.0
2009-09-22,64,65.0,,0.65,41.6
2009-09-23,76,65.0,,0.65,49.4
2009-09-24,73,65.0,,0.65,47.45
2009-09-25,75,65.0,,0.65,48.75
2009-09-26,77,65.0,,0.65,50.050000000000004
2009-09-27,68,65.0,,0.65,44.2
2009-09-28,100,65.0,,0.65,65.0
2009-09-29,78,65.0,,0.65,50.7
2009-09-30,78,65.0,,0.65,50.7
2009-10-01,61,66.0,False,0.66,40.260000000000005
2009-10-02,54,66.0,,0.66,35.64
2009-10-03,70,66.0,,0.66,46.2
2009-10-04,85,66.0,,0.66,56.1
2009-10-05,53,66.0,,0.66,34.980000000000004
2009-10-06,56,66.0,,0.66,36.96
2009-10-07,52,66.0,,0.66,34.32
2009-10-08,48,66.0,,0.66,31.68
2009-10-09,67,66.0,,0.66,44.22
2009-10-10,75,66.0,,0.66,49.5
2009-10-11,69,66.0,,0.66,45.54
2009-10-12,60,66.0,,0.66,39.6
2009-10-13,55,66.0,,0.66,36.300000000000004
2009-10-14,48,66.0,,0.66,31.68
2009-10-15,56,66.0,,0.66,36.96
2009-10-16,47,66.0,,0.66,31.020000000000003
2009-10-17,63,66.0,,0.66,41.580000000000005
2009-10-18,74,66.0,,0.66,48.84
2009-10-19,46,66.0,,0.66,30.360000000000003
2009-10-20,65,66.0,,0.66,42.9
2009-10-21,57,66.0,,0.66,37.620000000000005
2009-10-22,60,66.0,,0.66,39.6
2009-10-23,69,66.0,,0.66,45.54
2009-10-24,78,66.0,,0.66,51.480000000000004
2009-10-25,100,66.0,,0.66,66.0
2009-10-26,69,66.0,,0.66,45.54
2009-10-27,69,66.0,,0.66,45.54
2009-10-28,69,66.0,,0.66,45.54
2009-10-29,67,66.0,,0.66,44.22
2009-10-30,63,66.0,,0.66,41.580000000000005
2009-10-31,66,66.0,,0.66,43.56
2009-11-01,100,70.0,False,0.7,70.0
2009-11-02,71,70.0,,0.7,49.699999999999996
2009-11-03,45,70.0,,0.7,31.499999999999996
2009-11-04,62,70.0,,0.7,43.4
2009-11-05,58,70.0,,0.7,40.599999999999994
2009-11-06,64,70.0,,0.7,44.8
2009-11-07,68,70.0,,0.7,47.599999999999994
2009-11-08,57,70.0,,0.7,39.9
2009-11-09,49,70.0,,0.7,34.3
2009-11-10,50,70.0,,0.7,35.0
2009-11-11,63,70.0,,0.7,44.099999999999994
2009-11-12,59,70.0,,0.7,41.3
2009-11-13,55,70.0,,0.7,38.5
2009-11-14,68,70.0,,0.7,47.599999999999994
2009-11-15,65,70.0,,0.7,45.5
2009-11-16,37,70.0,,0.7,25.9
2009-11-17,50,70.0,,0.7,35.0
2009-11-18,71,70.0,,0.7,49.699999999999996
2009-11-19,46,70.0,,0.7,32.199999999999996
2009-11-20,49,70.0,,0.7,34.3
2009-11-21,52,70.0,,0.7,36.4
2009-11-22,37,70.0,,0.7,25.9
2009-11-23,55,70.0,,0.7,38.5
2009-11-24,40,70.0,,0.7,28.0
2009-11-25,58,70.0,,0.7,40.599999999999994
2009-11-26,66,70.0,,0.7,46.199999999999996
2009-11-27,44,70.0,,0.7,30.799999999999997
2009-11-28,47,70.0,,0.7,32.9
2009-11-29,54,70.0,,0.7,37.8
2009-11-30,64,70.0,,0.7,44.8
2009-12-01,55,62.0,False,0.62,34.1
2009-12-02,63,62.0,,0.62,39.06
2009-12-03,79,62.0,,0.62,48.98
2009-12-04,83,62.0,,0.62,51.46
2009-12-05,68,62.0,,0.62,42.16
2009-12-06,63,62.0,,0.62,39.06
2009-12-07,81,62.0,,0.62,50.22
2009-12-08,74,62.0,,0.62,45.88
2009-12-09,61,62.0,,0.62,37.82
2009-12-10,69,62.0,,0.62,42.78
2009-12-11,64,62.0,,0.62,39.68
2009-12-12,71,62.0,,0.62,44.02
2009-12-13,71,62.0,,0.62,44.02
2009-12-14,67,62.0,,0.62,41.54
2009-12-15,66,62.0,,0.62,40.92
2009-12-16,64,62.0,,0.62,39.68
2009-12-17,85,62.0,,0.62,52.7
2009-12-18,85,62.0,,0.62,52.7
2009-12-19,89,62.0,,0.62,55.18
2009-12-20,85,62.0,,0.62,52.7
2009-12-21,60,62.0,,0.62,37.2
2009-12-22,56,62.0,,0.62,34.72
2009-12-23,83,62.0,,0.62,51.46
2009-12-24,78,62.0,,0.62,48.36
2009-12-25,73,62.0,,0.62,45.26
2009-12-26,77,62.0,,0.62,47.74
2009-12-27,66,62.0,,0.62,40.92
2009-12-28,57,62.0,,0.62,35.339999999999996
2009-12-29,61,62.0,,0.62,37.82
2009-12-30,52,62.0,,0.62,32.24
2009-12-31,100,62.0,,0.62,62.0
2010-01-01,100,57.0,False,0.57,56.99999999999999
2010-01-02,76,57.0,,0.57,43.31999999999999
2010-01-03,76,57.0,,0.57,43.31999999999999
2010-01-04,72,57.0,,0.57,41.04
2010-01-05,59,57.0,,0.57,33.629999999999995
2010-01-06,65,57.0,,0.57,37.05
2010-01-07,42,57.0,,0.57,23.939999999999998
2010-01-08,38,57.0,,0.57,21.659999999999997
2010-01-09,37,57.0,,0.57,21.09
2010-01-10,58,57.0,,0.57,33.059999999999995
2010-01-11,38,57.0,,0.57,21.659999999999997
2010-01-12,51,57.0,,0.57,29.069999999999997
2010-01-13,56,57.0,,0.57,31.919999999999998
2010-01-14,52,57.0,,0.57,29.639999999999997
2010-01-15,53,57.0,,0.57,30.209999999999997
2010-01-16,45,57.0,,0.57,25.65
2010-01-17,78,57.0,,0.57,44.459999999999994
2010-01-18,51,57.0,,0.57,29.069999999999997
2010-01-19,57,57.0,,0.57,32.489999999999995
2010-01-20,58,57.0,,0.57,33.059999999999995
2010-01-21,53,57.0,,0.57,30.209999999999997
2010-01-22,65,57.0,,0.57,37.05
2010-01-23,46,57.0,,0.57,26.22
2010-01-24,63,57.0,,0.57,35.91
2010-01-25,52,57.0,,0.57,29.639999999999997
2010-01-26,51,57.0,,0.57,29.069999999999997
2010-01-27,49,57.0,,0.57,27.929999999999996
2010-01-28,69,57.0,,0.57,39.33
2010-01-29,57,57.0,,0.57,32.489999999999995
2010-01-30,63,57.0,,0.57,35.91
2010-01-31,82,57.0,,0.57,46.739999999999995
2010-02-01,47,56.0,False,0.56,26.320000000000004
2010-02-02,80,56.0,,0.56,44.800000000000004
2010-02-03,70,56.0,,0.56,39.2
2010-02-04,80,56.0,,0.56,44.800000000000004
2010-02-05,79,56.0,,0.56,44.24
2010-02-06,65,56.0,,0.56,36.400000000000006
2010-02-07,78,56.0,,0.56,43.68000000000001
2010-02-08,87,56.0,,0.56,48.720000000000006
2010-02-09,60,56.0,,0.56,33.6
2010-02-10,70,56.0,,0.56,39.2
2010-02-11,79,56.0,,0.56,44.24
2010-02-12,72,56.0,,0.56,40.32000000000001
2010-02-13,92,56.0,,0.56,51.52
2010-02-14,82,56.0,,0.56,45.92
2010-02-15,71,56.0,,0.56,39.760000000000005
2010-02-16,76,56.0,,0.56,42.56
2010-02-17,71,56.0,,0.56,39.760000000000005
2010-02-18,68,56.0,,0.56,38.080000000000005
2010-02-19,90,56.0,,0.56,50.400000000000006
2010-02-20,75,56.0,,0.56,42.00000000000001
2010-02-21,91,56.0,,0.56,50.96000000000001
2010-02-22,66,56.0,,0.56,36.96
2010-02-23,84,56.0,,0.56,47.040000000000006
2010-02-24,69,56.0,,0.56,38.64
2010-02-25,86,56.0,,0.56,48.160000000000004
2010-02-26,89,56.0,,0.56,49.84
2010-02-27,91,56.0,,0.56,50.96000000000001
2010-02-28,100,56.0,,0.56,56.00000000000001
2010-03-01,61,58.0,False,0.58,35.379999999999995
2010-03-02,38,58.0,,0.58,22.04
2010-03-03,57,58.0,,0.58,33.059999999999995
2010-03-04,69,58.0,,0.58,40.019999999999996
2010-03-05,74,58.0,,0.58,42.919999999999995
2010-03-06,69,58.0,,0.58,40.019999999999996
2010-03-07,63,58.0,,0.58,36.54
2010-03-08,41,58.0,,0.58,23.779999999999998
2010-03-09,41,58.0,,0.58,23.779999999999998
2010-03-10,76,58.0,,0.58,44.08
2010-03-11,54,58.0,,0.58,31.319999999999997
2010-03-12,73,58.0,,0.58,42.339999999999996
2010-03-13,100,58.0,,0.58,57.99999999999999
2010-03-14,71,58.0,,0.58,41.18
2010-03-15,62,58.0,,0.58,35.96
2010-03-16,55,58.0,,0.58,31.9
2010-03-17,91,58.0,,0.58,52.779999999999994
2010-03-18,69,58.0,,0.58,40.019999999999996
2010-03-19,74,58.0,,0.58,42.919999999999995
2010-03-20,58,58.0,,0.58,33.64
2010-03-21,56,58.0,,0.58,32.48
2010-03-22,58,58.0,,0.58,33.64
2010-03-23,49,58.0,,0.58,28.419999999999998
2010-03-24,64,58.0,,0.58,37.12
2010-03-25,53,58.0,,0.58,30.74
2010-03-26,61,58.0,,0.58,35.379999999999995
2010-03-27,68,58.0,,0.58,39.44
2010-03-28,64,58.0,,0.58,37.12
2010-03-29,58,58.0,,0.58,33.64
2010-03-30,63,58.0,,0.58,36.54
2010-03-31,61,58.0,,0.58,35.379999999999995
2010-04-01,48,51.0,False,0.51,24.48
2010-04-02,61,51.0,,0.51,31.11
2010-04-03,63,51.0,,0.51,32.13
2010-04-04,73,51.0,,0.51,37.230000000000004
2010-04-05,59,51.0,,0.51,30.09
2010-04-06,50,51.0,,0.51,25.5
2010-04-07,70,51.0,,0.51,35.7
2010-04-08,53,51.0,,0.51,27.03
2010-04-09,67,51.0,,0.51,34.17
2010-04-10,75,51.0,,0.51,38.25
2010-04-11,81,51.0,,0.51,41.31
2010-04-12,63,51.0,,0.51,32.13
2010-04-13,57,51.0,,0.51,29.07
2010-04-14,67,51.0,,0.51,34.17
2010-04-15,80,51.0,,0.51,40.8
2010-04-16,63,51.0,,0.51,32.13
2010-04-17,100,51.0,,0.51,51.0
2010-04-18,68,51.0,,0.51,34.68
2010-04-19,65,51.0,,0.51,33.15
2010-04-20,56,51.0,,0.51,28.560000000000002
2010-04-21,66,51.0,,0.51,33.660000000000004
2010-04-22,74,51.0,,0.51,37.74
2010-04-23,78,51.0,,0.51,39.78
2010-04-24,59,51.0,,0.51,30.09
2010-04-25,64,51.0,,0.51,32.64
2010-04-26,80,51.0,,0.51,40.8
2010-04-27,58,51.0,,0.51,29.580000000000002
2010-04-28,72,51.0,,0.51,36.72
2010-04-29,69,51.0,,0.51,35.19
2010-04-30,79,51.0,,0.51,40.29
2010-05-01,88,58.0,False,0.58,51.04
2010-05-02,51,58.0,,0.58,29.58
2010-05-03,66,58.0,,0.58,38.279999999999994
2010-05-04,71,58.0,,0.58,41.18
2010-05-05,86,58.0,,0.58,49.879999999999995
2010-05-06,71,58.0,,0.58,41.18
2010-05-07,86,58.0,,0.58,49.879999999999995
2010-05-08,82,58.0,,0.58,47.559999999999995
2010-05-09,78,58.0,,0.58,45.239999999999995
2010-05-10,49,58.0,,0.58,28.419999999999998
2010-05-11,57,58.0,,0.58,33.059999999999995
2010-05-12,76,58.0,,0.58,44.08
2010-05-13,65,58.0,,0.58,37.699999999999996
2010-05-14,100,58.0,,0.58,57.99999999999999
2010-05-15,40,58.0,,0.58,23.2
2010-05-16,54,58.0,,0.58,31.319999999999997
2010-05-17,44,58.0,,0.58,25.52
2010-05-18,54,58.0,,0.58,31.319999999999997
2010-05-19,79,58.0,,0.58,45.82
2010-05-20,73,58.0,,0.58,42.339999999999996
2010-05-21,83,58.0,,0.58,48.13999999999999
2010-05-22,61,58.0,,0.58,35.379999999999995
2010-05-23,81,58.0,,0.58,46.98
2010-05-24,68,58.0,,0.58,39.44
2010-05-25,52,58.0,,0.58,30.159999999999997
2010-05-26,74,58.0,,0.58,42.919999999999995
2010-05-27,58,58.0,,0.58,33.64
2010-05-28,67,58.0,,0.58,38.86
2010-05-29,60,58.0,,0.58,34.8
2010-05-30,74,58.0,,0.58,42.919999999999995
2010-05-31,69,58.0,,0.58,40.019999999999996
2010-06-01,61,48.0,False,0.48,29.279999999999998
2010-06-02,70,48.0,,0.48,33.6
2010-06-03,63,48.0,,0.48,30.24
2010-06-04,78,48.0,,0.48,37.44
2010-06-05,76,48.0,,0.48,36.48
2010-06-06,76,48.0,,0.48,36.48
2010-06-07,55,48.0,,0.48,26.4
2010-06-08,55,48.0,,0.48,26.4
2010-06-09,62,48.0,,0.48,29.759999999999998
2010-06-10,62,48.0,,0.48,29.759999999999998
2010-06-11,59,48.0,,0.48,28.32
2010-06-12,66,48.0,,0.48,31.68
2010-06-13,66,48.0,,0.48,31.68
2010-06-14,74,48.0,,0.48,35.519999999999996
2010-06-15,67,48.0,,0.48,32.16
2010-06-16,73,48.0,,0.48,35.04
2010-06-17,67,48.0,,0.48,32.16
2010-06-18,49,48.0,,0.48,23.52
2010-06-19,74,48.0,,0.48,35.519999999999996
2010-06-20,55,48.0,,0.48,26.4
2010-06-21,50,48.0,,0.48,24.0
2010-06-22,64,48.0,,0.48,30.72
2010-06-23,70,48.0,,0.48,33.6
2010-06-24,67,48.0,,0.48,32.16
2010-06-25,76,48.0,,0.48,36.48
2010-06-26,100,48.0,,0.48,48.0
2010-06-27,58,48.0,,0.48,27.84
2010-06-28,58,48.0,,0.48,27.84
2010-06-29,54,48.0,,0.48,25.919999999999998
2010-06-30,70,48.0,,0.48,33.6
2010-07-01,40,52.0,False,0.52,20.8
2010-07-02,75,52.0,,0.52,39.0
2010-07-03,92,52.0,,0.52,47.84
2010-07-04,44,52.0,,0.52,22.880000000000003
2010-07-05,56,52.0,,0.52,29.12
2010-07-06,47,52.0,,0.52,24.44
2010-07-07,46,52.0,,0.52,23.92
2010-07-08,56,52.0,,0.52,29.12
2010-07-09,53,52.0,,0.52,27.560000000000002
2010-07-10,69,52.0,,0.52,35.88
2010-07-11,100,52.0,,0.52,52.0
2010-07-12,56,52.0,,0.52,29.12
2010-07-13,91,52.0,,0.52,47.32
2010-07-14,74,52.0,,0.52,38.480000000000004
2010-07-15,71,52.0,,0.52,36.92
2010-07-16,47,52.0,,0.52,24.44
2010-07-17,66,52.0,,0.52,34.32
2010-07-18,58,52.0,,0.52,30.16
2010-07-19,71,52.0,,0.52,36.92
2010-07-20,65,52.0,,0.52,33.800000000000004
2010-07-21,64,52.0,,0.52,33.28
2010-07-22,68,52.0,,0.52,35.36
2010-07-23,66,52.0,,0.52,34.32
2010-07-24,72,52.0,,0.52,37.44
2010-07-25,79,52.0,,0.52,41.08
