date,creditor_unscaled,creditor_monthly,isPartial,scale,creditor
2005-01-01,0,67.0,False,0.67,0.0
2005-01-02,72,67.0,,0.67,48.24
2005-01-03,22,67.0,,0.67,14.74
2005-01-04,24,67.0,,0.67,16.080000000000002
2005-01-05,22,67.0,,0.67,14.74
2005-01-06,49,67.0,,0.67,32.830000000000005
2005-01-07,23,67.0,,0.67,15.41
2005-01-08,0,67.0,,0.67,0.0
2005-01-09,0,67.0,,0.67,0.0
2005-01-10,20,67.0,,0.67,13.4
2005-01-11,0,67.0,,0.67,0.0
2005-01-12,100,67.0,,0.67,67.0
2005-01-13,22,67.0,,0.67,14.74
2005-01-14,21,67.0,,0.67,14.07
2005-01-15,0,67.0,,0.67,0.0
2005-01-16,0,67.0,,0.67,0.0
2005-01-17,25,67.0,,0.67,16.75
2005-01-18,0,67.0,,0.67,0.0
2005-01-19,34,67.0,,0.67,22.78
2005-01-20,0,67.0,,0.67,0.0
2005-01-21,49,67.0,,0.67,32.830000000000005
2005-01-22,37,67.0,,0.67,24.790000000000003
2005-01-23,31,67.0,,0.67,20.77
2005-01-24,54,67.0,,0.67,36.18
2005-01-25,32,67.0,,0.67,21.44
2005-01-26,46,67.0,,0.67,30.82
2005-01-27,20,67.0,,0.67,13.4
2005-01-28,46,67.0,,0.67,30.82
2005-01-29,37,67.0,,0.67,24.790000000000003
2005-01-30,0,67.0,,0.67,0.0
2005-01-31,39,67.0,,0.67,26.130000000000003
2005-02-01,89,59.0,False,0.59,52.51
2005-02-02,0,59.0,,0.59,0.0
2005-02-03,93,59.0,,0.59,54.87
2005-02-04,0,59.0,,0.59,0.0
2005-02-05,0,59.0,,0.59,0.0
2005-02-06,0,59.0,,0.59,0.0
2005-02-07,31,59.0,,0.59,18.29
2005-02-08,87,59.0,,0.59,51.33
2005-02-09,0,59.0,,0.59,0.0
2005-02-10,30,59.0,,0.59,17.7
2005-02-11,32,59.0,,0.59,18.88
2005-02-12,51,59.0,,0.59,30.09
2005-02-13,0,59.0,,0.59,0.0
2005-02-14,60,59.0,,0.59,35.4
2005-02-15,60,59.0,,0.59,35.4
2005-02-16,30,59.0,,0.59,17.7
2005-02-17,30,59.0,,0.59,17.7
2005-02-18,32,59.0,,0.59,18.88
2005-02-19,100,59.0,,0.59,59.0
2005-02-20,51,59.0,,0.59,30.09
2005-02-21,33,59.0,,0.59,19.47
2005-02-22,0,59.0,,0.59,0.0
2005-02-23,58,59.0,,0.59,34.22
2005-02-24,29,59.0,,0.59,17.11
2005-02-25,0,59.0,,0.59,0.0
2005-02-26,0,59.0,,0.59,0.0
2005-02-27,0,59.0,,0.59,0.0
2005-02-28,0,59.0,,0.59,0.0
2005-03-01,0,92.0,False,0.92,0.0
2005-03-02,52,92.0,,0.92,47.84
2005-03-03,0,92.0,,0.92,0.0
2005-03-04,28,92.0,,0.92,25.76
2005-03-05,43,92.0,,0.92,39.56
2005-03-06,44,92.0,,0.92,40.480000000000004
2005-03-07,0,92.0,,0.92,0.0
2005-03-08,100,92.0,,0.92,92.0
2005-03-09,26,92.0,,0.92,23.92
2005-03-10,79,92.0,,0.92,72.68
2005-03-11,0,92.0,,0.92,0.0
2005-03-12,0,92.0,,0.92,0.0
2005-03-13,0,92.0,,0.92,0.0
2005-03-14,51,92.0,,0.92,46.92
2005-03-15,25,92.0,,0.92,23.0
2005-03-16,51,92.0,,0.92,46.92
2005-03-17,53,92.0,,0.92,48.760000000000005
2005-03-18,28,92.0,,0.92,25.76
2005-03-19,43,92.0,,0.92,39.56
2005-03-20,44,92.0,,0.92,40.480000000000004
2005-03-21,26,92.0,,0.92,23.92
2005-03-22,77,92.0,,0.92,70.84
2005-03-23,51,92.0,,0.92,46.92
2005-03-24,27,92.0,,0.92,24.84
2005-03-25,64,92.0,,0.92,58.88
2005-03-26,0,92.0,,0.92,0.0
2005-03-27,0,92.0,,0.92,0.0
2005-03-28,21,92.0,,0.92,19.32
2005-03-29,26,92.0,,0.92,23.92
2005-03-30,0,92.0,,0.92,0.0
2005-03-31,27,92.0,,0.92,24.84
2005-04-01,0,70.0,False,0.7,0.0
2005-04-02,0,70.0,,0.7,0.0
2005-04-03,0,70.0,,0.7,0.0
2005-04-04,100,70.0,,0.7,70.0
2005-04-05,0,70.0,,0.7,0.0
2005-04-06,0,70.0,,0.7,0.0
2005-04-07,24,70.0,,0.7,16.799999999999997
2005-04-08,27,70.0,,0.7,18.9
2005-04-09,43,70.0,,0.7,30.099999999999998
2005-04-10,42,70.0,,0.7,29.4
2005-04-11,47,70.0,,0.7,32.9
2005-04-12,22,70.0,,0.7,15.399999999999999
2005-04-13,93,70.0,,0.7,65.1
2005-04-14,0,70.0,,0.7,0.0
2005-04-15,26,70.0,,0.7,18.2
2005-04-16,0,70.0,,0.7,0.0
2005-04-17,0,70.0,,0.7,0.0
2005-04-18,48,70.0,,0.7,33.599999999999994
2005-04-19,23,70.0,,0.7,16.099999999999998
2005-04-20,0,70.0,,0.7,0.0
2005-04-21,50,70.0,,0.7,35.0
2005-04-22,0,70.0,,0.7,0.0
2005-04-23,39,70.0,,0.7,27.299999999999997
2005-04-24,0,70.0,,0.7,0.0
2005-04-25,23,70.0,,0.7,16.099999999999998
2005-04-26,23,70.0,,0.7,16.099999999999998
2005-04-27,23,70.0,,0.7,16.099999999999998
2005-04-28,45,70.0,,0.7,31.499999999999996
2005-04-29,25,70.0,,0.7,17.5
2005-04-30,0,70.0,,0.7,0.0
2005-05-01,0,72.0,False,0.72,0.0
2005-05-02,25,72.0,,0.72,18.0
2005-05-03,0,72.0,,0.72,0.0
2005-05-04,100,72.0,,0.72,72.0
2005-05-05,67,72.0,,0.72,48.239999999999995
2005-05-06,28,72.0,,0.72,20.16
2005-05-07,0,72.0,,0.72,0.0
2005-05-08,46,72.0,,0.72,33.12
2005-05-09,27,72.0,,0.72,19.439999999999998
2005-05-10,75,72.0,,0.72,54.0
2005-05-11,29,72.0,,0.72,20.88
2005-05-12,29,72.0,,0.72,20.88
2005-05-13,31,72.0,,0.72,22.32
2005-05-14,45,72.0,,0.72,32.4
2005-05-15,88,72.0,,0.72,63.36
2005-05-16,56,72.0,,0.72,40.32
2005-05-17,27,72.0,,0.72,19.439999999999998
2005-05-18,57,72.0,,0.72,41.04
2005-05-19,28,72.0,,0.72,20.16
2005-05-20,31,72.0,,0.72,22.32
2005-05-21,0,72.0,,0.72,0.0
2005-05-22,45,72.0,,0.72,32.4
2005-05-23,0,72.0,,0.72,0.0
2005-05-24,25,72.0,,0.72,18.0
2005-05-25,25,72.0,,0.72,18.0
2005-05-26,80,72.0,,0.72,57.599999999999994
2005-05-27,34,72.0,,0.72,24.48
2005-05-28,0,72.0,,0.72,0.0
2005-05-29,0,72.0,,0.72,0.0
2005-05-30,0,72.0,,0.72,0.0
2005-05-31,26,72.0,,0.72,18.72
2005-06-01,19,78.0,False,0.78,14.82
2005-06-02,19,78.0,,0.78,14.82
2005-06-03,42,78.0,,0.78,32.76
2005-06-04,0,78.0,,0.78,0.0
2005-06-05,0,78.0,,0.78,0.0
2005-06-06,20,78.0,,0.78,15.600000000000001
2005-06-07,20,78.0,,0.78,15.600000000000001
2005-06-08,39,78.0,,0.78,30.42
2005-06-09,40,78.0,,0.78,31.200000000000003
2005-06-10,0,78.0,,0.78,0.0
2005-06-11,0,78.0,,0.78,0.0
2005-06-12,0,78.0,,0.78,0.0
2005-06-13,0,78.0,,0.78,0.0
2005-06-14,20,78.0,,0.78,15.600000000000001
2005-06-15,100,78.0,,0.78,78.0
2005-06-16,0,78.0,,0.78,0.0
2005-06-17,67,78.0,,0.78,52.260000000000005
2005-06-18,0,78.0,,0.78,0.0
2005-06-19,36,78.0,,0.78,28.080000000000002
2005-06-20,40,78.0,,0.78,31.200000000000003
2005-06-21,20,78.0,,0.78,15.600000000000001
2005-06-22,0,78.0,,0.78,0.0
2005-06-23,0,78.0,,0.78,0.0
2005-06-24,0,78.0,,0.78,0.0
2005-06-25,0,78.0,,0.78,0.0
2005-06-26,0,78.0,,0.78,0.0
2005-06-27,0,78.0,,0.78,0.0
2005-06-28,0,78.0,,0.78,0.0
2005-06-29,0,78.0,,0.78,0.0
2005-06-30,41,78.0,,0.78,31.98
2005-07-01,31,81.0,False,0.81,25.110000000000003
2005-07-02,48,81.0,,0.81,38.88
2005-07-03,0,81.0,,0.81,0.0
2005-07-04,46,81.0,,0.81,37.260000000000005
2005-07-05,57,81.0,,0.81,46.17
2005-07-06,0,81.0,,0.81,0.0
2005-07-07,26,81.0,,0.81,21.060000000000002
2005-07-08,56,81.0,,0.81,45.36
2005-07-09,0,81.0,,0.81,0.0
2005-07-10,45,81.0,,0.81,36.45
2005-07-11,0,81.0,,0.81,0.0
2005-07-12,25,81.0,,0.81,20.25
2005-07-13,26,81.0,,0.81,21.060000000000002
2005-07-14,26,81.0,,0.81,21.060000000000002
2005-07-15,28,81.0,,0.81,22.68
2005-07-16,0,81.0,,0.81,0.0
2005-07-17,0,81.0,,0.81,0.0
2005-07-18,51,81.0,,0.81,41.31
2005-07-19,76,81.0,,0.81,61.56
2005-07-20,0,81.0,,0.81,0.0
2005-07-21,53,81.0,,0.81,42.93
2005-07-22,56,81.0,,0.81,45.36
2005-07-23,0,81.0,,0.81,0.0
2005-07-24,45,81.0,,0.81,36.45
2005-07-25,0,81.0,,0.81,0.0
2005-07-26,100,81.0,,0.81,81.0
2005-07-27,79,81.0,,0.81,63.99
2005-07-28,0,81.0,,0.81,0.0
2005-07-29,57,81.0,,0.81,46.17
2005-07-30,0,81.0,,0.81,0.0
2005-07-31,88,81.0,,0.81,71.28
2005-08-01,0,100.0,False,1.0,0.0
2005-08-02,23,100.0,,1.0,23.0
2005-08-03,83,100.0,,1.0,83.0
2005-08-04,0,100.0,,1.0,0.0
2005-08-05,51,100.0,,1.0,51.0
2005-08-06,40,100.0,,1.0,40.0
2005-08-07,40,100.0,,1.0,40.0
2005-08-08,0,100.0,,1.0,0.0
2005-08-09,23,100.0,,1.0,23.0
2005-08-10,23,100.0,,1.0,23.0
2005-08-11,24,100.0,,1.0,24.0
2005-08-12,25,100.0,,1.0,25.0
2005-08-13,0,100.0,,1.0,0.0
2005-08-14,39,100.0,,1.0,39.0
2005-08-15,23,100.0,,1.0,23.0
2005-08-16,0,100.0,,1.0,0.0
2005-08-17,47,100.0,,1.0,47.0
2005-08-18,24,100.0,,1.0,24.0
2005-08-19,50,100.0,,1.0,50.0
2005-08-20,0,100.0,,1.0,0.0
2005-08-21,38,100.0,,1.0,38.0
2005-08-22,23,100.0,,1.0,23.0
2005-08-23,100,100.0,,1.0,100.0
2005-08-24,0,100.0,,1.0,0.0
2005-08-25,61,100.0,,1.0,61.0
2005-08-26,49,100.0,,1.0,49.0
2005-08-27,36,100.0,,1.0,36.0
2005-08-28,36,100.0,,1.0,36.0
2005-08-29,22,100.0,,1.0,22.0
2005-08-30,43,100.0,,1.0,43.0
2005-08-31,33,100.0,,1.0,33.0
2005-09-01,0,63.0,False,0.63,0.0
2005-09-02,60,63.0,,0.63,37.8
2005-09-03,0,63.0,,0.63,0.0
2005-09-04,0,63.0,,0.63,0.0
2005-09-05,0,63.0,,0.63,0.0
2005-09-06,0,63.0,,0.63,0.0
2005-09-07,0,63.0,,0.63,0.0
2005-09-08,52,63.0,,0.63,32.76
2005-09-09,0,63.0,,0.63,0.0
2005-09-10,0,63.0,,0.63,0.0
2005-09-11,0,63.0,,0.63,0.0
2005-09-12,0,63.0,,0.63,0.0
2005-09-13,75,63.0,,0.63,47.25
2005-09-14,50,63.0,,0.63,31.5
2005-09-15,0,63.0,,0.63,0.0
2005-09-16,54,63.0,,0.63,34.02
2005-09-17,0,63.0,,0.63,0.0
2005-09-18,0,63.0,,0.63,0.0
2005-09-19,100,63.0,,0.63,63.0
2005-09-20,24,63.0,,0.63,15.120000000000001
2005-09-21,0,63.0,,0.63,0.0
2005-09-22,25,63.0,,0.63,15.75
2005-09-23,27,63.0,,0.63,17.01
2005-09-24,84,63.0,,0.63,52.92
2005-09-25,40,63.0,,0.63,25.2
2005-09-26,0,63.0,,0.63,0.0
2005-09-27,0,63.0,,0.63,0.0
2005-09-28,25,63.0,,0.63,15.75
2005-09-29,0,63.0,,0.63,0.0
2005-09-30,81,63.0,,0.63,51.03
2005-10-01,0,72.0,False,0.72,0.0
2005-10-02,43,72.0,,0.72,30.959999999999997
2005-10-03,26,72.0,,0.72,18.72
2005-10-04,51,72.0,,0.72,36.72
2005-10-05,25,72.0,,0.72,18.0
2005-10-06,26,72.0,,0.72,18.72
2005-10-07,0,72.0,,0.72,0.0
2005-10-08,0,72.0,,0.72,0.0
2005-10-09,0,72.0,,0.72,0.0
2005-10-10,79,72.0,,0.72,56.879999999999995
2005-10-11,75,72.0,,0.72,54.0
2005-10-12,25,72.0,,0.72,18.0
2005-10-13,26,72.0,,0.72,18.72
2005-10-14,28,72.0,,0.72,20.16
2005-10-15,43,72.0,,0.72,30.959999999999997
2005-10-16,41,72.0,,0.72,29.52
2005-10-17,0,72.0,,0.72,0.0
2005-10-18,100,72.0,,0.72,72.0
2005-10-19,50,72.0,,0.72,36.0
2005-10-20,25,72.0,,0.72,18.0
2005-10-21,27,72.0,,0.72,19.439999999999998
2005-10-22,42,72.0,,0.72,30.24
2005-10-23,0,72.0,,0.72,0.0
2005-10-24,75,72.0,,0.72,54.0
2005-10-25,25,72.0,,0.72,18.0
2005-10-26,0,72.0,,0.72,0.0
2005-10-27,50,72.0,,0.72,36.0
2005-10-28,0,72.0,,0.72,0.0
2005-10-29,0,72.0,,0.72,0.0
2005-10-30,42,72.0,,0.72,30.24
2005-10-31,26,72.0,,0.72,18.72
2005-11-01,21,69.0,False,0.69,14.489999999999998
2005-11-02,21,69.0,,0.69,14.489999999999998
2005-11-03,0,69.0,,0.69,0.0
2005-11-04,22,69.0,,0.69,15.18
2005-11-05,0,69.0,,0.69,0.0
2005-11-06,0,69.0,,0.69,0.0
2005-11-07,60,69.0,,0.69,41.4
2005-11-08,39,69.0,,0.69,26.909999999999997
2005-11-09,0,69.0,,0.69,0.0
2005-11-10,59,69.0,,0.69,40.709999999999994
2005-11-11,0,69.0,,0.69,0.0
2005-11-12,0,69.0,,0.69,0.0
2005-11-13,0,69.0,,0.69,0.0
2005-11-14,40,69.0,,0.69,27.599999999999998
2005-11-15,19,69.0,,0.69,13.11
2005-11-16,39,69.0,,0.69,26.909999999999997
2005-11-17,81,69.0,,0.69,55.88999999999999
2005-11-18,22,69.0,,0.69,15.18
2005-11-19,0,69.0,,0.69,0.0
2005-11-20,33,69.0,,0.69,22.77
2005-11-21,0,69.0,,0.69,0.0
2005-11-22,100,69.0,,0.69,69.0
2005-11-23,46,69.0,,0.69,31.74
2005-11-24,0,69.0,,0.69,0.0
2005-11-25,0,69.0,,0.69,0.0
2005-11-26,0,69.0,,0.69,0.0
2005-11-27,0,69.0,,0.69,0.0
2005-11-28,58,69.0,,0.69,40.019999999999996
2005-11-29,0,69.0,,0.69,0.0
2005-11-30,38,69.0,,0.69,26.22
2005-12-01,21,59.0,False,0.59,12.389999999999999
2005-12-02,22,59.0,,0.59,12.979999999999999
2005-12-03,66,59.0,,0.59,38.94
2005-12-04,32,59.0,,0.59,18.88
2005-12-05,51,59.0,,0.59,30.09
2005-12-06,0,59.0,,0.59,0.0
2005-12-07,40,59.0,,0.59,23.599999999999998
2005-12-08,31,59.0,,0.59,18.29
2005-12-09,22,59.0,,0.59,12.979999999999999
2005-12-10,0,59.0,,0.59,0.0
2005-12-11,33,59.0,,0.59,19.47
2005-12-12,41,59.0,,0.59,24.189999999999998
2005-12-13,41,59.0,,0.59,24.189999999999998
2005-12-14,41,59.0,,0.59,24.189999999999998
2005-12-15,42,59.0,,0.59,24.779999999999998
2005-12-16,47,59.0,,0.59,27.729999999999997
2005-12-17,0,59.0,,0.59,0.0
2005-12-18,36,59.0,,0.59,21.24
2005-12-19,56,59.0,,0.59,33.04
2005-12-20,44,59.0,,0.59,25.959999999999997
2005-12-21,23,59.0,,0.59,13.569999999999999
2005-12-22,50,59.0,,0.59,29.5
2005-12-23,30,59.0,,0.59,17.7
2005-12-24,42,59.0,,0.59,24.779999999999998
2005-12-25,50,59.0,,0.59,29.5
2005-12-26,38,59.0,,0.59,22.419999999999998
2005-12-27,27,59.0,,0.59,15.93
2005-12-28,100,59.0,,0.59,59.0
2005-12-29,0,59.0,,0.59,0.0
2005-12-30,0,59.0,,0.59,0.0
2005-12-31,34,59.0,,0.59,20.06
2006-01-01,0,53.0,False,0.53,0.0
2006-01-02,36,53.0,,0.53,19.080000000000002
2006-01-03,54,53.0,,0.53,28.62
2006-01-04,0,53.0,,0.53,0.0
2006-01-05,0,53.0,,0.53,0.0
2006-01-06,0,53.0,,0.53,0.0
2006-01-07,0,53.0,,0.53,0.0
2006-01-08,0,53.0,,0.53,0.0
2006-01-09,26,53.0,,0.53,13.780000000000001
2006-01-10,24,53.0,,0.53,12.72
2006-01-11,0,53.0,,0.53,0.0
2006-01-12,51,53.0,,0.53,27.03
2006-01-13,52,53.0,,0.53,27.560000000000002
2006-01-14,0,53.0,,0.53,0.0
2006-01-15,0,53.0,,0.53,0.0
2006-01-16,28,53.0,,0.53,14.84
2006-01-17,0,53.0,,0.53,0.0
2006-01-18,49,53.0,,0.53,25.970000000000002
2006-01-19,100,53.0,,0.53,53.0
2006-01-20,0,53.0,,0.53,0.0
2006-01-21,0,53.0,,0.53,0.0
2006-01-22,0,53.0,,0.53,0.0
2006-01-23,0,53.0,,0.53,0.0
2006-01-24,48,53.0,,0.53,25.44
2006-01-25,24,53.0,,0.53,12.72
2006-01-26,25,53.0,,0.53,13.25
2006-01-27,50,53.0,,0.53,26.5
2006-01-28,75,53.0,,0.53,39.75
2006-01-29,37,53.0,,0.53,19.61
2006-01-30,0,53.0,,0.53,0.0
2006-01-31,23,53.0,,0.53,12.190000000000001
2006-02-01,74,77.0,False,0.77,56.980000000000004
2006-02-02,76,77.0,,0.77,58.52
2006-02-03,52,77.0,,0.77,40.04
2006-02-04,38,77.0,,0.77,29.26
2006-02-05,39,77.0,,0.77,30.03
2006-02-06,26,77.0,,0.77,20.02
2006-02-07,24,77.0,,0.77,18.48
2006-02-08,24,77.0,,0.77,18.48
2006-02-09,100,77.0,,0.77,77.0
2006-02-10,26,77.0,,0.77,20.02
2006-02-11,0,77.0,,0.77,0.0
2006-02-12,0,77.0,,0.77,0.0
2006-02-13,74,77.0,,0.77,56.980000000000004
2006-02-14,25,77.0,,0.77,19.25
2006-02-15,76,77.0,,0.77,58.52
2006-02-16,50,77.0,,0.77,38.5
2006-02-17,53,77.0,,0.77,40.81
2006-02-18,0,77.0,,0.77,0.0
2006-02-19,39,77.0,,0.77,30.03
2006-02-20,28,77.0,,0.77,21.560000000000002
2006-02-21,24,77.0,,0.77,18.48
2006-02-22,24,77.0,,0.77,18.48
2006-02-23,0,77.0,,0.77,0.0
2006-02-24,0,77.0,,0.77,0.0
2006-02-25,40,77.0,,0.77,30.8
2006-02-26,0,77.0,,0.77,0.0
2006-02-27,24,77.0,,0.77,18.48
2006-02-28,48,77.0,,0.77,36.96
2006-03-01,17,79.0,False,0.79,13.43
2006-03-02,34,79.0,,0.79,26.86
2006-03-03,36,79.0,,0.79,28.44
2006-03-04,27,79.0,,0.79,21.330000000000002
2006-03-05,27,79.0,,0.79,21.330000000000002
2006-03-06,17,79.0,,0.79,13.43
2006-03-07,0,79.0,,0.79,0.0
2006-03-08,17,79.0,,0.79,13.43
2006-03-09,0,79.0,,0.79,0.0
2006-03-10,37,79.0,,0.79,29.23
2006-03-11,0,79.0,,0.79,0.0
2006-03-12,27,79.0,,0.79,21.330000000000002
2006-03-13,17,79.0,,0.79,13.43
2006-03-14,34,79.0,,0.79,26.86
2006-03-15,34,79.0,,0.79,26.86
2006-03-16,0,79.0,,0.79,0.0
2006-03-17,37,79.0,,0.79,29.23
2006-03-18,0,79.0,,0.79,0.0
2006-03-19,0,79.0,,0.79,0.0
2006-03-20,34,79.0,,0.79,26.86
2006-03-21,0,79.0,,0.79,0.0
2006-03-22,100,79.0,,0.79,79.0
2006-03-23,52,79.0,,0.79,41.08
2006-03-24,18,79.0,,0.79,14.22
2006-03-25,0,79.0,,0.79,0.0
2006-03-26,27,79.0,,0.79,21.330000000000002
2006-03-27,34,79.0,,0.79,26.86
2006-03-28,16,79.0,,0.79,12.64
2006-03-29,34,79.0,,0.79,26.86
2006-03-30,0,79.0,,0.79,0.0
2006-03-31,36,79.0,,0.79,28.44
2006-04-01,0,59.0,False,0.59,0.0
2006-04-02,69,59.0,,0.59,40.71
2006-04-03,0,59.0,,0.59,0.0
2006-04-04,55,59.0,,0.59,32.449999999999996
2006-04-05,55,59.0,,0.59,32.449999999999996
2006-04-06,41,59.0,,0.59,24.189999999999998
2006-04-07,0,59.0,,0.59,0.0
2006-04-08,43,59.0,,0.59,25.369999999999997
2006-04-09,0,59.0,,0.59,0.0
2006-04-10,28,59.0,,0.59,16.52
2006-04-11,57,59.0,,0.59,33.629999999999995
2006-04-12,83,59.0,,0.59,48.97
2006-04-13,0,59.0,,0.59,0.0
2006-04-14,70,59.0,,0.59,41.3
2006-04-15,45,59.0,,0.59,26.549999999999997
2006-04-16,51,59.0,,0.59,30.09
2006-04-17,42,59.0,,0.59,24.779999999999998
2006-04-18,42,59.0,,0.59,24.779999999999998
2006-04-19,42,59.0,,0.59,24.779999999999998
2006-04-20,100,59.0,,0.59,59.0
2006-04-21,77,59.0,,0.59,45.43
2006-04-22,67,59.0,,0.59,39.53
2006-04-23,45,59.0,,0.59,26.549999999999997
2006-04-24,66,59.0,,0.59,38.94
2006-04-25,0,59.0,,0.59,0.0
2006-04-26,69,59.0,,0.59,40.71
2006-04-27,41,59.0,,0.59,24.189999999999998
2006-04-28,75,59.0,,0.59,44.25
2006-04-29,45,59.0,,0.59,26.549999999999997
2006-04-30,0,59.0,,0.59,0.0
2006-05-01,24,79.0,False,0.79,18.96
2006-05-02,23,79.0,,0.79,18.17
2006-05-03,0,79.0,,0.79,0.0
2006-05-04,73,79.0,,0.79,57.67
2006-05-05,0,79.0,,0.79,0.0
2006-05-06,0,79.0,,0.79,0.0
2006-05-07,40,79.0,,0.79,31.6
2006-05-08,24,79.0,,0.79,18.96
2006-05-09,47,79.0,,0.79,37.13
2006-05-10,0,79.0,,0.79,0.0
2006-05-11,48,79.0,,0.79,37.92
2006-05-12,53,79.0,,0.79,41.870000000000005
2006-05-13,0,79.0,,0.79,0.0
2006-05-14,41,79.0,,0.79,32.39
2006-05-15,24,79.0,,0.79,18.96
2006-05-16,24,79.0,,0.79,18.96
2006-05-17,49,79.0,,0.79,38.71
2006-05-18,50,79.0,,0.79,39.5
2006-05-19,0,79.0,,0.79,0.0
2006-05-20,0,79.0,,0.79,0.0
2006-05-21,0,79.0,,0.79,0.0
2006-05-22,25,79.0,,0.79,19.75
2006-05-23,24,79.0,,0.79,18.96
2006-05-24,75,79.0,,0.79,59.25
2006-05-25,0,79.0,,0.79,0.0
2006-05-26,56,79.0,,0.79,44.24
2006-05-27,0,79.0,,0.79,0.0
2006-05-28,96,79.0,,0.79,75.84
2006-05-29,0,79.0,,0.79,0.0
2006-05-30,100,79.0,,0.79,79.0
2006-05-31,25,79.0,,0.79,19.75
2006-06-01,0,79.0,False,0.79,0.0
2006-06-02,0,79.0,,0.79,0.0
2006-06-03,0,79.0,,0.79,0.0
2006-06-04,51,79.0,,0.79,40.29
2006-06-05,47,79.0,,0.79,37.13
2006-06-06,0,79.0,,0.79,0.0
2006-06-07,0,79.0,,0.79,0.0
2006-06-08,16,79.0,,0.79,12.64
2006-06-09,68,79.0,,0.79,53.72
2006-06-10,0,79.0,,0.79,0.0
2006-06-11,0,79.0,,0.79,0.0
2006-06-12,32,79.0,,0.79,25.28
2006-06-13,32,79.0,,0.79,25.28
2006-06-14,0,79.0,,0.79,0.0
2006-06-15,0,79.0,,0.79,0.0
2006-06-16,18,79.0,,0.79,14.22
2006-06-17,54,79.0,,0.79,42.660000000000004
2006-06-18,0,79.0,,0.79,0.0
2006-06-19,81,79.0,,0.79,63.99
2006-06-20,16,79.0,,0.79,12.64
2006-06-21,49,79.0,,0.79,38.71
2006-06-22,16,79.0,,0.79,12.64
2006-06-23,17,79.0,,0.79,13.43
2006-06-24,100,79.0,,0.79,79.0
2006-06-25,0,79.0,,0.79,0.0
2006-06-26,0,79.0,,0.79,0.0
2006-06-27,46,79.0,,0.79,36.34
2006-06-28,16,79.0,,0.79,12.64
2006-06-29,16,79.0,,0.79,12.64
2006-06-30,35,79.0,,0.79,27.650000000000002
2006-07-01,86,67.0,False,0.67,57.620000000000005
2006-07-02,0,67.0,,0.67,0.0
2006-07-03,31,67.0,,0.67,20.77
2006-07-04,38,67.0,,0.67,25.46
2006-07-05,27,67.0,,0.67,18.09
2006-07-06,0,67.0,,0.67,0.0
2006-07-07,27,67.0,,0.67,18.09
2006-07-08,0,67.0,,0.67,0.0
2006-07-09,0,67.0,,0.67,0.0
2006-07-10,25,67.0,,0.67,16.75
2006-07-11,0,67.0,,0.67,0.0
2006-07-12,25,67.0,,0.67,16.75
2006-07-13,50,67.0,,0.67,33.5
2006-07-14,0,67.0,,0.67,0.0
2006-07-15,0,67.0,,0.67,0.0
2006-07-16,40,67.0,,0.67,26.8
2006-07-17,25,67.0,,0.67,16.75
2006-07-18,0,67.0,,0.67,0.0
2006-07-19,25,67.0,,0.67,16.75
2006-07-20,25,67.0,,0.67,16.75
2006-07-21,26,67.0,,0.67,17.42
2006-07-22,39,67.0,,0.67,26.130000000000003
2006-07-23,0,67.0,,0.67,0.0
2006-07-24,49,67.0,,0.67,32.830000000000005
2006-07-25,0,67.0,,0.67,0.0
2006-07-26,24,67.0,,0.67,16.080000000000002
2006-07-27,100,67.0,,0.67,67.0
2006-07-28,26,67.0,,0.67,17.42
2006-07-29,78,67.0,,0.67,52.260000000000005
2006-07-30,0,67.0,,0.67,0.0
2006-07-31,73,67.0,,0.67,48.910000000000004
2006-08-01,0,51.0,False,0.51,0.0
2006-08-02,26,51.0,,0.51,13.26
2006-08-03,0,51.0,,0.51,0.0
2006-08-04,0,51.0,,0.51,0.0
2006-08-05,0,51.0,,0.51,0.0
2006-08-06,0,51.0,,0.51,0.0
2006-08-07,52,51.0,,0.51,26.52
2006-08-08,25,51.0,,0.51,12.75
2006-08-09,51,51.0,,0.51,26.01
2006-08-10,26,51.0,,0.51,13.26
2006-08-11,56,51.0,,0.51,28.560000000000002
2006-08-12,41,51.0,,0.51,20.91
2006-08-13,42,51.0,,0.51,21.42
2006-08-14,26,51.0,,0.51,13.26
2006-08-15,51,51.0,,0.51,26.01
2006-08-16,26,51.0,,0.51,13.26
2006-08-17,52,51.0,,0.51,26.52
2006-08-18,55,51.0,,0.51,28.05
2006-08-19,0,51.0,,0.51,0.0
2006-08-20,0,51.0,,0.51,0.0
2006-08-21,25,51.0,,0.51,12.75
2006-08-22,100,51.0,,0.51,51.0
2006-08-23,25,51.0,,0.51,12.75
2006-08-24,26,51.0,,0.51,13.26
2006-08-25,0,51.0,,0.51,0.0
2006-08-26,39,51.0,,0.51,19.89
2006-08-27,0,51.0,,0.51,0.0
2006-08-28,49,51.0,,0.51,24.990000000000002
2006-08-29,48,51.0,,0.51,24.48
2006-08-30,25,51.0,,0.51,12.75
2006-08-31,26,51.0,,0.51,13.26
2006-09-01,100,70.0,False,0.7,70.0
2006-09-02,0,70.0,,0.7,0.0
2006-09-03,31,70.0,,0.7,21.7
2006-09-04,0,70.0,,0.7,0.0
2006-09-05,36,70.0,,0.7,25.2
2006-09-06,53,70.0,,0.7,37.099999999999994
2006-09-07,54,70.0,,0.7,37.8
2006-09-08,38,70.0,,0.7,26.599999999999998
