date,value_unscaled,value_monthly,isPartial,scale,value
2012-04-17,97,82.0,,0.82,79.53999999999999
2012-04-18,94,82.0,,0.82,77.08
2012-04-19,92,82.0,,0.82,75.44
2012-04-20,86,82.0,,0.82,70.52
2012-04-21,73,82.0,,0.82,59.86
2012-04-22,80,82.0,,0.82,65.6
2012-04-23,100,82.0,,0.82,82.0
2012-04-24,96,82.0,,0.82,78.72
2012-04-25,98,82.0,,0.82,80.36
2012-04-26,90,82.0,,0.82,73.8
2012-04-27,84,82.0,,0.82,68.88
2012-04-28,85,82.0,,0.82,69.7
2012-04-29,77,82.0,,0.82,63.13999999999999
2012-04-30,93,82.0,,0.82,76.25999999999999
2012-05-01,96,78.0,False,0.78,74.88
2012-05-02,96,78.0,,0.78,74.88
2012-05-03,94,78.0,,0.78,73.32000000000001
2012-05-04,86,78.0,,0.78,67.08
2012-05-05,84,78.0,,0.78,65.52
2012-05-06,85,78.0,,0.78,66.3
2012-05-07,95,78.0,,0.78,74.10000000000001
2012-05-08,93,78.0,,0.78,72.54
2012-05-09,100,78.0,,0.78,78.0
2012-05-10,90,78.0,,0.78,70.2
2012-05-11,84,78.0,,0.78,65.52
2012-05-12,80,78.0,,0.78,62.400000000000006
2012-05-13,81,78.0,,0.78,63.18
2012-05-14,90,78.0,,0.78,70.2
2012-05-15,88,78.0,,0.78,68.64
2012-05-16,90,78.0,,0.78,70.2
2012-05-17,87,78.0,,0.78,67.86
2012-05-18,86,78.0,,0.78,67.08
2012-05-19,81,78.0,,0.78,63.18
2012-05-20,76,78.0,,0.78,59.28
2012-05-21,88,78.0,,0.78,68.64
2012-05-22,94,78.0,,0.78,73.32000000000001
2012-05-23,86,78.0,,0.78,67.08
2012-05-24,96,78.0,,0.78,74.88
2012-05-25,84,78.0,,0.78,65.52
2012-05-26,71,78.0,,0.78,55.38
2012-05-27,72,78.0,,0.78,56.160000000000004
2012-05-28,87,78.0,,0.78,67.86
2012-05-29,88,78.0,,0.78,68.64
2012-05-30,90,78.0,,0.78,70.2
2012-05-31,86,78.0,,0.78,67.08
2012-06-01,84,76.0,False,0.76,63.84
2012-06-02,81,76.0,,0.76,61.56
2012-06-03,73,76.0,,0.76,55.480000000000004
2012-06-04,87,76.0,,0.76,66.12
2012-06-05,88,76.0,,0.76,66.88
2012-06-06,93,76.0,,0.76,70.68
2012-06-07,87,76.0,,0.76,66.12
2012-06-08,87,76.0,,0.76,66.12
2012-06-09,79,76.0,,0.76,60.04
2012-06-10,82,76.0,,0.76,62.32
2012-06-11,92,76.0,,0.76,69.92
2012-06-12,97,76.0,,0.76,73.72
2012-06-13,93,76.0,,0.76,70.68
2012-06-14,96,76.0,,0.76,72.96000000000001
2012-06-15,86,76.0,,0.76,65.36
2012-06-16,75,76.0,,0.76,57.0
2012-06-17,81,76.0,,0.76,61.56
2012-06-18,93,76.0,,0.76,70.68
2012-06-19,100,76.0,,0.76,76.0
2012-06-20,91,76.0,,0.76,69.16
2012-06-21,95,76.0,,0.76,72.2
2012-06-22,90,76.0,,0.76,68.4
2012-06-23,84,76.0,,0.76,63.84
2012-06-24,88,76.0,,0.76,66.88
2012-06-25,95,76.0,,0.76,72.2
2012-06-26,92,76.0,,0.76,69.92
2012-06-27,96,76.0,,0.76,72.96000000000001
2012-06-28,91,76.0,,0.76,69.16
2012-06-29,84,76.0,,0.76,63.84
2012-06-30,83,76.0,,0.76,63.08
2012-07-01,78,80.0,False,0.8,62.400000000000006
2012-07-02,87,80.0,,0.8,69.60000000000001
2012-07-03,87,80.0,,0.8,69.60000000000001
2012-07-04,76,80.0,,0.8,60.800000000000004
2012-07-05,90,80.0,,0.8,72.0
2012-07-06,86,80.0,,0.8,68.8
2012-07-07,77,80.0,,0.8,61.6
2012-07-08,78,80.0,,0.8,62.400000000000006
2012-07-09,88,80.0,,0.8,70.4
2012-07-10,90,80.0,,0.8,72.0
2012-07-11,89,80.0,,0.8,71.2
2012-07-12,89,80.0,,0.8,71.2
2012-07-13,88,80.0,,0.8,70.4
2012-07-14,80,80.0,,0.8,64.0
2012-07-15,87,80.0,,0.8,69.60000000000001
2012-07-16,91,80.0,,0.8,72.8
2012-07-17,97,80.0,,0.8,77.60000000000001
2012-07-18,89,80.0,,0.8,71.2
2012-07-19,87,80.0,,0.8,69.60000000000001
2012-07-20,85,80.0,,0.8,68.0
2012-07-21,81,80.0,,0.8,64.8
2012-07-22,87,80.0,,0.8,69.60000000000001
2012-07-23,93,80.0,,0.8,74.4
2012-07-24,97,80.0,,0.8,77.60000000000001
2012-07-25,90,80.0,,0.8,72.0
2012-07-26,100,80.0,,0.8,80.0
2012-07-27,84,80.0,,0.8,67.2
2012-07-28,75,80.0,,0.8,60.0
2012-07-29,81,80.0,,0.8,64.8
2012-07-30,88,80.0,,0.8,70.4
2012-07-31,98,80.0,,0.8,78.4
2012-08-01,88,79.0,False,0.79,69.52000000000001
2012-08-02,87,79.0,,0.79,68.73
2012-08-03,82,79.0,,0.79,64.78
2012-08-04,77,79.0,,0.79,60.830000000000005
2012-08-05,77,79.0,,0.79,60.830000000000005
2012-08-06,87,79.0,,0.79,68.73
2012-08-07,83,79.0,,0.79,65.57000000000001
2012-08-08,85,79.0,,0.79,67.15
2012-08-09,85,79.0,,0.79,67.15
2012-08-10,77,79.0,,0.79,60.830000000000005
2012-08-11,74,79.0,,0.79,58.46
2012-08-12,75,79.0,,0.79,59.25
2012-08-13,83,79.0,,0.79,65.57000000000001
2012-08-14,83,79.0,,0.79,65.57000000000001
2012-08-15,85,79.0,,0.79,67.15
2012-08-16,82,79.0,,0.79,64.78
2012-08-17,79,79.0,,0.79,62.410000000000004
2012-08-18,74,79.0,,0.79,58.46
2012-08-19,82,79.0,,0.79,64.78
2012-08-20,89,79.0,,0.79,70.31
2012-08-21,89,79.0,,0.79,70.31
2012-08-22,90,79.0,,0.79,71.10000000000001
2012-08-23,87,79.0,,0.79,68.73
2012-08-24,86,79.0,,0.79,67.94
2012-08-25,81,79.0,,0.79,63.99
2012-08-26,82,79.0,,0.79,64.78
2012-08-27,92,79.0,,0.79,72.68
2012-08-28,92,79.0,,0.79,72.68
2012-08-29,100,79.0,,0.79,79.0
2012-08-30,97,79.0,,0.79,76.63000000000001
2012-08-31,81,79.0,,0.79,63.99
2012-09-01,73,87.0,False,0.87,63.51
2012-09-02,73,87.0,,0.87,63.51
2012-09-03,86,87.0,,0.87,74.82
2012-09-04,91,87.0,,0.87,79.17
2012-09-05,98,87.0,,0.87,85.26
2012-09-06,93,87.0,,0.87,80.91
2012-09-07,86,87.0,,0.87,74.82
2012-09-08,79,87.0,,0.87,68.73
2012-09-09,78,87.0,,0.87,67.86
2012-09-10,89,87.0,,0.87,77.42999999999999
2012-09-11,91,87.0,,0.87,79.17
2012-09-12,96,87.0,,0.87,83.52
2012-09-13,97,87.0,,0.87,84.39
2012-09-14,86,87.0,,0.87,74.82
2012-09-15,75,87.0,,0.87,65.25
2012-09-16,82,87.0,,0.87,71.34
2012-09-17,95,87.0,,0.87,82.65
2012-09-18,100,87.0,,0.87,87.0
2012-09-19,97,87.0,,0.87,84.39
2012-09-20,94,87.0,,0.87,81.78
2012-09-21,85,87.0,,0.87,73.95
2012-09-22,77,87.0,,0.87,66.99
2012-09-23,80,87.0,,0.87,69.6
2012-09-24,94,87.0,,0.87,81.78
2012-09-25,91,87.0,,0.87,79.17
2012-09-26,92,87.0,,0.87,80.04
2012-09-27,92,87.0,,0.87,80.04
2012-09-28,80,87.0,,0.87,69.6
2012-09-29,69,87.0,,0.87,60.03
2012-09-30,80,87.0,,0.87,69.6
2012-10-01,95,80.0,False,0.8,76.0
2012-10-02,100,80.0,,0.8,80.0
2012-10-03,93,80.0,,0.8,74.4
2012-10-04,93,80.0,,0.8,74.4
2012-10-05,84,80.0,,0.8,67.2
2012-10-06,75,80.0,,0.8,60.0
2012-10-07,74,80.0,,0.8,59.2
2012-10-08,90,80.0,,0.8,72.0
2012-10-09,93,80.0,,0.8,74.4
2012-10-10,92,80.0,,0.8,73.60000000000001
2012-10-11,94,80.0,,0.8,75.2
2012-10-12,84,80.0,,0.8,67.2
2012-10-13,71,80.0,,0.8,56.800000000000004
2012-10-14,73,80.0,,0.8,58.400000000000006
2012-10-15,93,80.0,,0.8,74.4
2012-10-16,98,80.0,,0.8,78.4
2012-10-17,87,80.0,,0.8,69.60000000000001
2012-10-18,96,80.0,,0.8,76.80000000000001
2012-10-19,85,80.0,,0.8,68.0
2012-10-20,68,80.0,,0.8,54.400000000000006
2012-10-21,77,80.0,,0.8,61.6
2012-10-22,87,80.0,,0.8,69.60000000000001
2012-10-23,94,80.0,,0.8,75.2
2012-10-24,92,80.0,,0.8,73.60000000000001
2012-10-25,87,80.0,,0.8,69.60000000000001
2012-10-26,86,80.0,,0.8,68.8
2012-10-27,74,80.0,,0.8,59.2
2012-10-28,67,80.0,,0.8,53.6
2012-10-29,80,80.0,,0.8,64.0
2012-10-30,81,80.0,,0.8,64.8
2012-10-31,85,80.0,,0.8,68.0
2012-11-01,86,78.0,False,0.78,67.08
2012-11-02,83,78.0,,0.78,64.74000000000001
2012-11-03,73,78.0,,0.78,56.940000000000005
2012-11-04,73,78.0,,0.78,56.940000000000005
2012-11-05,94,78.0,,0.78,73.32000000000001
2012-11-06,86,78.0,,0.78,67.08
2012-11-07,81,78.0,,0.78,63.18
2012-11-08,93,78.0,,0.78,72.54
2012-11-09,87,78.0,,0.78,67.86
2012-11-10,71,78.0,,0.78,55.38
2012-11-11,77,78.0,,0.78,60.06
2012-11-12,95,78.0,,0.78,74.10000000000001
2012-11-13,97,78.0,,0.78,75.66
2012-11-14,100,78.0,,0.78,78.0
2012-11-15,90,78.0,,0.78,70.2
2012-11-16,83,78.0,,0.78,64.74000000000001
2012-11-17,77,78.0,,0.78,60.06
2012-11-18,73,78.0,,0.78,56.940000000000005
2012-11-19,90,78.0,,0.78,70.2
2012-11-20,87,78.0,,0.78,67.86
2012-11-21,78,78.0,,0.78,60.84
2012-11-22,61,78.0,,0.78,47.58
2012-11-23,79,78.0,,0.78,61.620000000000005
2012-11-24,81,78.0,,0.78,63.18
2012-11-25,79,78.0,,0.78,61.620000000000005
2012-11-26,91,78.0,,0.78,70.98
2012-11-27,92,78.0,,0.78,71.76
2012-11-28,96,78.0,,0.78,74.88
2012-11-29,96,78.0,,0.78,74.88
2012-11-30,85,78.0,,0.78,66.3
2012-12-01,83,70.0,False,0.7,58.099999999999994
2012-12-02,80,70.0,,0.7,56.0
2012-12-03,97,70.0,,0.7,67.89999999999999
2012-12-04,97,70.0,,0.7,67.89999999999999
2012-12-05,99,70.0,,0.7,69.3
2012-12-06,94,70.0,,0.7,65.8
2012-12-07,89,70.0,,0.7,62.3
2012-12-08,79,70.0,,0.7,55.3
2012-12-09,78,70.0,,0.7,54.599999999999994
2012-12-10,89,70.0,,0.7,62.3
2012-12-11,100,70.0,,0.7,70.0
2012-12-12,97,70.0,,0.7,67.89999999999999
2012-12-13,86,70.0,,0.7,60.199999999999996
2012-12-14,79,70.0,,0.7,55.3
2012-12-15,67,70.0,,0.7,46.9
2012-12-16,65,70.0,,0.7,45.5
2012-12-17,81,70.0,,0.7,56.699999999999996
2012-12-18,85,70.0,,0.7,59.49999999999999
2012-12-19,81,70.0,,0.7,56.699999999999996
2012-12-20,73,70.0,,0.7,51.099999999999994
2012-12-21,64,70.0,,0.7,44.8
2012-12-22,62,70.0,,0.7,43.4
2012-12-23,60,70.0,,0.7,42.0
2012-12-24,57,70.0,,0.7,39.9
2012-12-25,54,70.0,,0.7,37.8
2012-12-26,71,70.0,,0.7,49.699999999999996
2012-12-27,75,70.0,,0.7,52.5
2012-12-28,77,70.0,,0.7,53.9
2012-12-29,71,70.0,,0.7,49.699999999999996
2012-12-30,66,70.0,,0.7,46.199999999999996
2012-12-31,72,70.0,,0.7,50.4
2013-01-01,70,78.0,False,0.78,54.6
2013-01-02,75,78.0,,0.78,58.5
2013-01-03,78,78.0,,0.78,60.84
2013-01-04,79,78.0,,0.78,61.620000000000005
2013-01-05,76,78.0,,0.78,59.28
2013-01-06,79,78.0,,0.78,61.620000000000005
2013-01-07,83,78.0,,0.78,64.74000000000001
2013-01-08,88,78.0,,0.78,68.64
2013-01-09,89,78.0,,0.78,69.42
2013-01-10,88,78.0,,0.78,68.64
2013-01-11,88,78.0,,0.78,68.64
2013-01-12,72,78.0,,0.78,56.160000000000004
2013-01-13,78,78.0,,0.78,60.84
2013-01-14,87,78.0,,0.78,67.86
2013-01-15,94,78.0,,0.78,73.32000000000001
2013-01-16,94,78.0,,0.78,73.32000000000001
2013-01-17,92,78.0,,0.78,71.76
2013-01-18,88,78.0,,0.78,68.64
2013-01-19,84,78.0,,0.78,65.52
2013-01-20,84,78.0,,0.78,65.52
2013-01-21,90,78.0,,0.78,70.2
2013-01-22,95,78.0,,0.78,74.10000000000001
2013-01-23,96,78.0,,0.78,74.88
2013-01-24,93,78.0,,0.78,72.54
2013-01-25,91,78.0,,0.78,70.98
2013-01-26,82,78.0,,0.78,63.96
2013-01-27,84,78.0,,0.78,65.52
2013-01-28,96,78.0,,0.78,74.88
2013-01-29,100,78.0,,0.78,78.0
2013-01-30,99,78.0,,0.78,77.22
2013-01-31,97,78.0,,0.78,75.66
2013-02-01,87,82.0,False,0.82,71.33999999999999
2013-02-02,80,82.0,,0.82,65.6
2013-02-03,80,82.0,,0.82,65.6
2013-02-04,92,82.0,,0.82,75.44
2013-02-05,98,82.0,,0.82,80.36
2013-02-06,100,82.0,,0.82,82.0
2013-02-07,93,82.0,,0.82,76.25999999999999
2013-02-08,85,82.0,,0.82,69.7
2013-02-09,81,82.0,,0.82,66.42
2013-02-10,87,82.0,,0.82,71.33999999999999
2013-02-11,92,82.0,,0.82,75.44
2013-02-12,97,82.0,,0.82,79.53999999999999
2013-02-13,91,82.0,,0.82,74.61999999999999
2013-02-14,90,82.0,,0.82,73.8
2013-02-15,89,82.0,,0.82,72.97999999999999
2013-02-16,81,82.0,,0.82,66.42
2013-02-17,82,82.0,,0.82,67.24
2013-02-18,93,82.0,,0.82,76.25999999999999
2013-02-19,94,82.0,,0.82,77.08
2013-02-20,97,82.0,,0.82,79.53999999999999
2013-02-21,96,82.0,,0.82,78.72
2013-02-22,86,82.0,,0.82,70.52
2013-02-23,78,82.0,,0.82,63.959999999999994
2013-02-24,84,82.0,,0.82,68.88
2013-02-25,91,82.0,,0.82,74.61999999999999
2013-02-26,98,82.0,,0.82,80.36
2013-02-27,95,82.0,,0.82,77.89999999999999
2013-02-28,95,82.0,,0.82,77.89999999999999
2013-03-01,90,85.0,False,0.85,76.5
2013-03-02,82,85.0,,0.85,69.7
2013-03-03,85,85.0,,0.85,72.25
2013-03-04,95,85.0,,0.85,80.75
2013-03-05,94,85.0,,0.85,79.89999999999999
2013-03-06,89,85.0,,0.85,75.64999999999999
2013-03-07,93,85.0,,0.85,79.05
2013-03-08,87,85.0,,0.85,73.95
2013-03-09,74,85.0,,0.85,62.9
2013-03-10,85,85.0,,0.85,72.25
2013-03-11,89,85.0,,0.85,75.64999999999999
2013-03-12,91,85.0,,0.85,77.35
2013-03-13,95,85.0,,0.85,80.75
2013-03-14,94,85.0,,0.85,79.89999999999999
2013-03-15,86,85.0,,0.85,73.1
2013-03-16,80,85.0,,0.85,68.0
2013-03-17,85,85.0,,0.85,72.25
2013-03-18,94,85.0,,0.85,79.89999999999999
2013-03-19,91,85.0,,0.85,77.35
2013-03-20,93,85.0,,0.85,79.05
2013-03-21,94,85.0,,0.85,79.89999999999999
2013-03-22,85,85.0,,0.85,72.25
2013-03-23,89,85.0,,0.85,75.64999999999999
2013-03-24,90,85.0,,0.85,76.5
2013-03-25,94,85.0,,0.85,79.89999999999999
2013-03-26,99,85.0,,0.85,84.14999999999999
2013-03-27,100,85.0,,0.85,85.0
2013-03-28,98,85.0,,0.85,83.3
2013-03-29,86,85.0,,0.85,73.1
2013-03-30,82,85.0,,0.85,69.7
2013-03-31,84,85.0,,0.85,71.39999999999999
2013-04-01,90,87.0,False,0.87,78.3
2013-04-02,94,87.0,,0.87,81.78
2013-04-03,100,87.0,,0.87,87.0
2013-04-04,92,87.0,,0.87,80.04
2013-04-05,91,87.0,,0.87,79.17
2013-04-06,80,87.0,,0.87,69.6
2013-04-07,93,87.0,,0.87,80.91
2013-04-08,97,87.0,,0.87,84.39
2013-04-09,97,87.0,,0.87,84.39
2013-04-10,95,87.0,,0.87,82.65
2013-04-11,99,87.0,,0.87,86.13
2013-04-12,87,87.0,,0.87,75.69
2013-04-13,84,87.0,,0.87,73.08
2013-04-14,84,87.0,,0.87,73.08
2013-04-15,94,87.0,,0.87,81.78
2013-04-16,92,87.0,,0.87,80.04
2013-04-17,98,87.0,,0.87,85.26
2013-04-18,93,87.0,,0.87,80.91
2013-04-19,85,87.0,,0.87,73.95
2013-04-20,79,87.0,,0.87,68.73
2013-04-21,83,87.0,,0.87,72.21
2013-04-22,97,87.0,,0.87,84.39
2013-04-23,97,87.0,,0.87,84.39
2013-04-24,95,87.0,,0.87,82.65
2013-04-25,96,87.0,,0.87,83.52
2013-04-26,89,87.0,,0.87,77.42999999999999
2013-04-27,82,87.0,,0.87,71.34
2013-04-28,85,87.0,,0.87,73.95
2013-04-29,95,87.0,,0.87,82.65
2013-04-30,97,87.0,,0.87,84.39
2013-05-01,100,79.0,False,0.79,79.0
2013-05-02,98,79.0,,0.79,77.42
2013-05-03,89,79.0,,0.79,70.31
2013-05-04,79,79.0,,0.79,62.410000000000004
2013-05-05,82,79.0,,0.79,64.78
2013-05-06,99,79.0,,0.79,78.21000000000001
2013-05-07,97,79.0,,0.79,76.63000000000001
2013-05-08,99,79.0,,0.79,78.21000000000001
2013-05-09,95,79.0,,0.79,75.05
2013-05-10,88,79.0,,0.79,69.52000000000001
2013-05-11,77,79.0,,0.79,60.830000000000005
2013-05-12,74,79.0,,0.79,58.46
2013-05-13,95,79.0,,0.79,75.05
2013-05-14,89,79.0,,0.79,70.31
2013-05-15,92,79.0,,0.79,72.68
2013-05-16,89,79.0,,0.79,70.31
2013-05-17,86,79.0,,0.79,67.94
2013-05-18,76,79.0,,0.79,60.040000000000006
2013-05-19,77,79.0,,0.79,60.830000000000005
2013-05-20,83,79.0,,0.79,65.57000000000001
2013-05-21,85,79.0,,0.79,67.15
2013-05-22,88,79.0,,0.79,69.52000000000001
2013-05-23,83,79.0,,0.79,65.57000000000001
2013-05-24,85,79.0,,0.79,67.15
2013-05-25,78,79.0,,0.79,61.620000000000005
2013-05-26,81,79.0,,0.79,63.99
2013-05-27,84,79.0,,0.79,66.36
2013-05-28,92,79.0,,0.79,72.68
2013-05-29,91,79.0,,0.79,71.89
2013-05-30,87,79.0,,0.79,68.73
2013-05-31,82,79.0,,0.79,64.78
2013-06-01,78,74.0,False,0.74,57.72
2013-06-02,88,74.0,,0.74,65.12
2013-06-03,99,74.0,,0.74,73.26
2013-06-04,95,74.0,,0.74,70.3
2013-06-05,95,74.0,,0.74,70.3
2013-06-06,97,74.0,,0.74,71.78
2013-06-07,95,74.0,,0.74,70.3
2013-06-08,85,74.0,,0.74,62.9
2013-06-09,85,74.0,,0.74,62.9
2013-06-10,97,74.0,,0.74,71.78
2013-06-11,96,74.0,,0.74,71.03999999999999
2013-06-12,96,74.0,,0.74,71.03999999999999
2013-06-13,100,74.0,,0.74,74.0
2013-06-14,90,74.0,,0.74,66.6
2013-06-15,87,74.0,,0.74,64.38
2013-06-16,82,74.0,,0.74,60.68
2013-06-17,90,74.0,,0.74,66.6
2013-06-18,99,74.0,,0.74,73.26
2013-06-19,94,74.0,,0.74,69.56
2013-06-20,94,74.0,,0.74,69.56
2013-06-21,93,74.0,,0.74,68.82
2013-06-22,81,74.0,,0.74,59.94
2013-06-23,81,74.0,,0.74,59.94
2013-06-24,96,74.0,,0.74,71.03999999999999
2013-06-25,97,74.0,,0.74,71.78
2013-06-26,98,74.0,,0.74,72.52
2013-06-27,98,74.0,,0.74,72.52
2013-06-28,92,74.0,,0.74,68.08
2013-06-29,85,74.0,,0.74,62.9
2013-06-30,80,74.0,,0.74,59.2
2013-07-01,89,75.0,False,0.75,66.75
2013-07-02,91,75.0,,0.75,68.25
2013-07-03,82,75.0,,0.75,61.5
2013-07-04,72,75.0,,0.75,54.0
2013-07-05,80,75.0,,0.75,60.0
2013-07-06,83,75.0,,0.75,62.25
2013-07-07,79,75.0,,0.75,59.25
2013-07-08,90,75.0,,0.75,67.5
2013-07-09,90,75.0,,0.75,67.5
2013-07-10,91,75.0,,0.75,68.25
2013-07-11,90,75.0,,0.75,67.5
2013-07-12,81,75.0,,0.75,60.75
2013-07-13,78,75.0,,0.75,58.5
2013-07-14,77,75.0,,0.75,57.75
2013-07-15,95,75.0,,0.75,71.25
2013-07-16,90,75.0,,0.75,67.5
2013-07-17,93,75.0,,0.75,69.75
2013-07-18,87,75.0,,0.75,65.25
2013-07-19,86,75.0,,0.75,64.5
2013-07-20,82,75.0,,0.75,61.5
2013-07-21,79,75.0,,0.75,59.25
2013-07-22,96,75.0,,0.75,72.0
2013-07-23,96,75.0,,0.75,72.0
2013-07-24,97,75.0,,0.75,72.75
2013-07-25,97,75.0,,0.75,72.75
2013-07-26,88,75.0,,0.75,66.0
2013-07-27,85,75.0,,0.75,63.75
2013-07-28,87,75.0,,0.75,65.25
2013-07-29,95,75.0,,0.75,71.25
2013-07-30,100,75.0,,0.75,75.0
2013-07-31,92,75.0,,0.75,69.0
2013-08-01,91,81.0,False,0.81,73.71000000000001
2013-08-02,95,81.0,,0.81,76.95
2013-08-03,86,81.0,,0.81,69.66000000000001
2013-08-04,83,81.0,,0.81,67.23
2013-08-05,92,81.0,,0.81,74.52000000000001
2013-08-06,99,81.0,,0.81,80.19000000000001
2013-08-07,90,81.0,,0.81,72.9
2013-08-08,88,81.0,,0.81,71.28
2013-08-09,90,81.0,,0.81,72.9
2013-08-10,86,81.0,,0.81,69.66000000000001
2013-08-11,86,81.0,,0.81,69.66000000000001
2013-08-12,93,81.0,,0.81,75.33
2013-08-13,93,81.0,,0.81,75.33
2013-08-14,90,81.0,,0.81,72.9
2013-08-15,95,81.0,,0.81,76.95
2013-08-16,86,81.0,,0.81,69.66000000000001
2013-08-17,77,81.0,,0.81,62.370000000000005
2013-08-18,82,81.0,,0.81,66.42
2013-08-19,93,81.0,,0.81,75.33
2013-08-20,96,81.0,,0.81,77.76
2013-08-21,91,81.0,,0.81,73.71000000000001
2013-08-22,97,81.0,,0.81,78.57000000000001
2013-08-23,93,81.0,,0.81,75.33
2013-08-24,76,81.0,,0.81,61.56
2013-08-25,81,81.0,,0.81,65.61
2013-08-26,91,81.0,,0.81,73.71000000000001
2013-08-27,98,81.0,,0.81,79.38000000000001
2013-08-28,100,81.0,,0.81,81.0
2013-08-29,99,81.0,,0.81,80.19000000000001
2013-08-30,93,81.0,,0.81,75.33
2013-08-31,79,81.0,,0.81,63.99
2013-09-01,73,88.0,False,0.88,64.24
2013-09-02,77,88.0,,0.88,67.76
2013-09-03,92,88.0,,0.88,80.96
2013-09-04,97,88.0,,0.88,85.36
2013-09-05,98,88.0,,0.88,86.24
2013-09-06,86,88.0,,0.88,75.68
2013-09-07,74,88.0,,0.88,65.12
2013-09-08,76,88.0,,0.88,66.88
2013-09-09,95,88.0,,0.88,83.6
2013-09-10,95,88.0,,0.88,83.6
2013-09-11,99,88.0,,0.88,87.12
2013-09-12,97,88.0,,0.88,85.36
2013-09-13,84,88.0,,0.88,73.92
2013-09-14,68,88.0,,0.88,59.84
2013-09-15,71,88.0,,0.88,62.48
2013-09-16,95,88.0,,0.88,83.6
2013-09-17,100,88.0,,0.88,88.0
2013-09-18,94,88.0,,0.88,82.72
2013-09-19,95,88.0,,0.88,83.6
2013-09-20,89,88.0,,0.88,78.32000000000001
2013-09-21,68,88.0,,0.88,59.84
2013-09-22,77,88.0,,0.88,67.76
2013-09-23,94,88.0,,0.88,82.72
2013-09-24,99,88.0,,0.88,87.12
2013-09-25,95,88.0,,0.88,83.6
2013-09-26,96,88.0,,0.88,84.48
2013-09-27,86,88.0,,0.88,75.68
2013-09-28,69,88.0,,0.88,60.72
2013-09-29,75,88.0,,0.88,66.0
2013-09-30,94,88.0,,0.88,82.72
2013-10-01,91,89.0,False,0.89,80.99
2013-10-02,94,89.0,,0.89,83.66
2013-10-03,96,89.0,,0.89,85.44
2013-10-04,87,89.0,,0.89,77.43
2013-10-05,72,89.0,,0.89,64.08
2013-10-06,80,89.0,,0.89,71.2
2013-10-07,99,89.0,,0.89,88.11
2013-10-08,98,89.0,,0.89,87.22
2013-10-09,100,89.0,,0.89,89.0
2013-10-10,95,89.0,,0.89,84.55
2013-10-11,85,89.0,,0.89,75.65
2013-10-12,73,89.0,,0.89,64.97
2013-10-13,70,89.0,,0.89,62.300000000000004
2013-10-14,90,89.0,,0.89,80.1
2013-10-15,95,89.0,,0.89,84.55
2013-10-16,100,89.0,,0.89,89.0
2013-10-17,95,89.0,,0.89,84.55
2013-10-18,87,89.0,,0.89,77.43
2013-10-19,73,89.0,,0.89,64.97
2013-10-20,78,89.0,,0.89,69.42
2013-10-21,94,89.0,,0.89,83.66
2013-10-22,99,89.0,,0.89,88.11
2013-10-23,93,89.0,,0.89,82.77
2013-10-24,99,89.0,,0.89,88.11
2013-10-25,87,89.0,,0.89,77.43
2013-10-26,74,89.0,,0.89,65.86
2013-10-27,74,89.0,,0.89,65.86
2013-10-28,94,89.0,,0.89,83.66
2013-10-29,97,89.0,,0.89,86.33
2013-10-30,94,89.0,,0.89,83.66
2013-10-31,92,89.0,,0.89,81.88
2013-11-01,88,82.0,False,0.82,72.16
2013-11-02,73,82.0,,0.82,59.86
2013-11-03,80,82.0,,0.82,65.6
2013-11-04,96,82.0,,0.82,78.72
2013-11-05,92,82.0,,0.82,75.44
2013-11-06,98,82.0,,0.82,80.36
2013-11-07,98,82.0,,0.82,80.36
2013-11-08,85,82.0,,0.82,69.7
2013-11-09,75,82.0,,0.82,61.49999999999999
2013-11-10,77,82.0,,0.82,63.13999999999999
2013-11-11,90,82.0,,0.82,73.8
2013-11-12,93,82.0,,0.82,76.25999999999999
2013-11-13,100,82.0,,0.82,82.0
2013-11-14,97,82.0,,0.82,79.53999999999999
2013-11-15,88,82.0,,0.82,72.16
2013-11-16,76,82.0,,0.82,62.31999999999999
2013-11-17,74,82.0,,0.82,60.68
2013-11-18,94,82.0,,0.82,77.08
2013-11-19,100,82.0,,0.82,82.0
2013-11-20,99,82.0,,0.82,81.17999999999999
2013-11-21,97,82.0,,0.82,79.53999999999999
2013-11-22,90,82.0,,0.82,73.8
2013-11-23,76,82.0,,0.82,62.31999999999999
2013-11-24,75,82.0,,0.82,61.49999999999999
2013-11-25,89,82.0,,0.82,72.97999999999999
2013-11-26,86,82.0,,0.82,70.52
2013-11-27,77,82.0,,0.82,63.13999999999999
2013-11-28,65,82.0,,0.82,53.3
2013-11-29,69,82.0,,0.82,56.58
2013-11-30,75,82.0,,0.82,61.49999999999999
2013-12-01,75,77.0,False,0.77,57.75
2013-12-02,94,77.0,,0.77,72.38
2013-12-03,93,77.0,,0.77,71.61
2013-12-04,100,77.0,,0.77,77.0
2013-12-05,100,77.0,,0.77,77.0
2013-12-06,90,77.0,,0.77,69.3
2013-12-07,77,77.0,,0.77,59.29
2013-12-08,83,77.0,,0.77,63.910000000000004
2013-12-09,96,77.0,,0.77,73.92
2013-12-10,97,77.0,,0.77,74.69
2013-12-11,96,77.0,,0.77,73.92
2013-12-12,94,77.0,,0.77,72.38
2013-12-13,89,77.0,,0.77,68.53
2013-12-14,74,77.0,,0.77,56.980000000000004
2013-12-15,71,77.0,,0.77,54.67
2013-12-16,87,77.0,,0.77,66.99
