date,value_unscaled,value_monthly,isPartial,scale,value
2008-07-28,93,69.0,,0.69,64.17
2008-07-29,87,69.0,,0.69,60.029999999999994
2008-07-30,92,69.0,,0.69,63.48
2008-07-31,91,69.0,,0.69,62.78999999999999
2008-08-01,74,64.0,False,0.64,47.36
2008-08-02,77,64.0,,0.64,49.28
2008-08-03,78,64.0,,0.64,49.92
2008-08-04,84,64.0,,0.64,53.76
2008-08-05,91,64.0,,0.64,58.24
2008-08-06,100,64.0,,0.64,64.0
2008-08-07,84,64.0,,0.64,53.76
2008-08-08,81,64.0,,0.64,51.84
2008-08-09,74,64.0,,0.64,47.36
2008-08-10,69,64.0,,0.64,44.160000000000004
2008-08-11,83,64.0,,0.64,53.120000000000005
2008-08-12,78,64.0,,0.64,49.92
2008-08-13,85,64.0,,0.64,54.4
2008-08-14,87,64.0,,0.64,55.68
2008-08-15,83,64.0,,0.64,53.120000000000005
2008-08-16,70,64.0,,0.64,44.800000000000004
2008-08-17,68,64.0,,0.64,43.52
2008-08-18,78,64.0,,0.64,49.92
2008-08-19,89,64.0,,0.64,56.96
2008-08-20,94,64.0,,0.64,60.160000000000004
2008-08-21,94,64.0,,0.64,60.160000000000004
2008-08-22,80,64.0,,0.64,51.2
2008-08-23,74,64.0,,0.64,47.36
2008-08-24,80,64.0,,0.64,51.2
2008-08-25,89,64.0,,0.64,56.96
2008-08-26,83,64.0,,0.64,53.120000000000005
2008-08-27,87,64.0,,0.64,55.68
2008-08-28,91,64.0,,0.64,58.24
2008-08-29,78,64.0,,0.64,49.92
2008-08-30,68,64.0,,0.64,43.52
2008-08-31,70,64.0,,0.64,44.800000000000004
2008-09-01,68,71.0,False,0.71,48.28
2008-09-02,89,71.0,,0.71,63.19
2008-09-03,88,71.0,,0.71,62.48
2008-09-04,81,71.0,,0.71,57.51
2008-09-05,77,71.0,,0.71,54.669999999999995
2008-09-06,61,71.0,,0.71,43.309999999999995
2008-09-07,83,71.0,,0.71,58.93
2008-09-08,86,71.0,,0.71,61.059999999999995
2008-09-09,91,71.0,,0.71,64.61
2008-09-10,85,71.0,,0.71,60.349999999999994
2008-09-11,84,71.0,,0.71,59.64
2008-09-12,83,71.0,,0.71,58.93
2008-09-13,76,71.0,,0.71,53.959999999999994
2008-09-14,75,71.0,,0.71,53.25
2008-09-15,98,71.0,,0.71,69.58
2008-09-16,93,71.0,,0.71,66.03
2008-09-17,84,71.0,,0.71,59.64
2008-09-18,90,71.0,,0.71,63.9
2008-09-19,87,71.0,,0.71,61.769999999999996
2008-09-20,75,71.0,,0.71,53.25
2008-09-21,72,71.0,,0.71,51.12
2008-09-22,82,71.0,,0.71,58.22
2008-09-23,93,71.0,,0.71,66.03
2008-09-24,88,71.0,,0.71,62.48
2008-09-25,92,71.0,,0.71,65.32
2008-09-26,81,71.0,,0.71,57.51
2008-09-27,77,71.0,,0.71,54.669999999999995
2008-09-28,73,71.0,,0.71,51.83
2008-09-29,91,71.0,,0.71,64.61
2008-09-30,100,71.0,,0.71,71.0
2008-10-01,99,70.0,False,0.7,69.3
2008-10-02,96,70.0,,0.7,67.19999999999999
2008-10-03,81,70.0,,0.7,56.699999999999996
2008-10-04,69,70.0,,0.7,48.3
2008-10-05,75,70.0,,0.7,52.5
2008-10-06,93,70.0,,0.7,65.1
2008-10-07,92,70.0,,0.7,64.39999999999999
2008-10-08,91,70.0,,0.7,63.699999999999996
2008-10-09,89,70.0,,0.7,62.3
2008-10-10,100,70.0,,0.7,70.0
2008-10-11,69,70.0,,0.7,48.3
2008-10-12,77,70.0,,0.7,53.9
2008-10-13,91,70.0,,0.7,63.699999999999996
2008-10-14,83,70.0,,0.7,58.099999999999994
2008-10-15,81,70.0,,0.7,56.699999999999996
2008-10-16,85,70.0,,0.7,59.49999999999999
2008-10-17,86,70.0,,0.7,60.199999999999996
2008-10-18,65,70.0,,0.7,45.5
2008-10-19,75,70.0,,0.7,52.5
2008-10-20,92,70.0,,0.7,64.39999999999999
2008-10-21,92,70.0,,0.7,64.39999999999999
2008-10-22,92,70.0,,0.7,64.39999999999999
2008-10-23,85,70.0,,0.7,59.49999999999999
2008-10-24,85,70.0,,0.7,59.49999999999999
2008-10-25,73,70.0,,0.7,51.099999999999994
2008-10-26,79,70.0,,0.7,55.3
2008-10-27,96,70.0,,0.7,67.19999999999999
2008-10-28,89,70.0,,0.7,62.3
2008-10-29,90,70.0,,0.7,62.99999999999999
2008-10-30,95,70.0,,0.7,66.5
2008-10-31,78,70.0,,0.7,54.599999999999994
2008-11-01,79,65.0,False,0.65,51.35
2008-11-02,75,65.0,,0.65,48.75
2008-11-03,88,65.0,,0.65,57.2
2008-11-04,82,65.0,,0.65,53.300000000000004
2008-11-05,71,65.0,,0.65,46.15
2008-11-06,91,65.0,,0.65,59.15
2008-11-07,82,65.0,,0.65,53.300000000000004
2008-11-08,67,65.0,,0.65,43.550000000000004
2008-11-09,80,65.0,,0.65,52.0
2008-11-10,93,65.0,,0.65,60.45
2008-11-11,91,65.0,,0.65,59.15
2008-11-12,94,65.0,,0.65,61.1
2008-11-13,100,65.0,,0.65,65.0
2008-11-14,78,65.0,,0.65,50.7
2008-11-15,75,65.0,,0.65,48.75
2008-11-16,77,65.0,,0.65,50.050000000000004
2008-11-17,82,65.0,,0.65,53.300000000000004
2008-11-18,89,65.0,,0.65,57.85
2008-11-19,90,65.0,,0.65,58.5
2008-11-20,93,65.0,,0.65,60.45
2008-11-21,88,65.0,,0.65,57.2
2008-11-22,71,65.0,,0.65,46.15
2008-11-23,73,65.0,,0.65,47.45
2008-11-24,88,65.0,,0.65,57.2
2008-11-25,95,65.0,,0.65,61.75
2008-11-26,77,65.0,,0.65,50.050000000000004
2008-11-27,60,65.0,,0.65,39.0
2008-11-28,72,65.0,,0.65,46.800000000000004
2008-11-29,73,65.0,,0.65,47.45
2008-11-30,73,65.0,,0.65,47.45
2008-12-01,97,63.0,False,0.63,61.11
2008-12-02,95,63.0,,0.63,59.85
2008-12-03,93,63.0,,0.63,58.59
2008-12-04,100,63.0,,0.63,63.0
2008-12-05,86,63.0,,0.63,54.18
2008-12-06,79,63.0,,0.63,49.77
2008-12-07,82,63.0,,0.63,51.660000000000004
2008-12-08,94,63.0,,0.63,59.22
2008-12-09,93,63.0,,0.63,58.59
2008-12-10,94,63.0,,0.63,59.22
2008-12-11,90,63.0,,0.63,56.7
2008-12-12,84,63.0,,0.63,52.92
2008-12-13,74,63.0,,0.63,46.62
2008-12-14,74,63.0,,0.63,46.62
2008-12-15,85,63.0,,0.63,53.55
2008-12-16,83,63.0,,0.63,52.29
2008-12-17,91,63.0,,0.63,57.33
2008-12-18,86,63.0,,0.63,54.18
2008-12-19,83,63.0,,0.63,52.29
2008-12-20,58,63.0,,0.63,36.54
2008-12-21,64,63.0,,0.63,40.32
2008-12-22,75,63.0,,0.63,47.25
2008-12-23,61,63.0,,0.63,38.43
2008-12-24,62,63.0,,0.63,39.06
2008-12-25,53,63.0,,0.63,33.39
2008-12-26,75,63.0,,0.63,47.25
2008-12-27,77,63.0,,0.63,48.51
2008-12-28,71,63.0,,0.63,44.73
2008-12-29,83,63.0,,0.63,52.29
2008-12-30,89,63.0,,0.63,56.07
2008-12-31,74,63.0,,0.63,46.62
2009-01-01,68,68.0,False,0.68,46.24
2009-01-02,82,68.0,,0.68,55.760000000000005
2009-01-03,74,68.0,,0.68,50.32
2009-01-04,68,68.0,,0.68,46.24
2009-01-05,79,68.0,,0.68,53.720000000000006
2009-01-06,75,68.0,,0.68,51.00000000000001
2009-01-07,79,68.0,,0.68,53.720000000000006
2009-01-08,95,68.0,,0.68,64.60000000000001
2009-01-09,90,68.0,,0.68,61.2
2009-01-10,74,68.0,,0.68,50.32
2009-01-11,78,68.0,,0.68,53.040000000000006
2009-01-12,83,68.0,,0.68,56.440000000000005
2009-01-13,84,68.0,,0.68,57.120000000000005
2009-01-14,85,68.0,,0.68,57.800000000000004
2009-01-15,87,68.0,,0.68,59.160000000000004
2009-01-16,79,68.0,,0.68,53.720000000000006
2009-01-17,79,68.0,,0.68,53.720000000000006
2009-01-18,80,68.0,,0.68,54.400000000000006
2009-01-19,83,68.0,,0.68,56.440000000000005
2009-01-20,91,68.0,,0.68,61.88
2009-01-21,83,68.0,,0.68,56.440000000000005
2009-01-22,92,68.0,,0.68,62.56
2009-01-23,91,68.0,,0.68,61.88
2009-01-24,74,68.0,,0.68,50.32
2009-01-25,78,68.0,,0.68,53.040000000000006
2009-01-26,97,68.0,,0.68,65.96000000000001
2009-01-27,98,68.0,,0.68,66.64
2009-01-28,89,68.0,,0.68,60.52
2009-01-29,87,68.0,,0.68,59.160000000000004
2009-01-30,100,68.0,,0.68,68.0
2009-01-31,76,68.0,,0.68,51.68000000000001
2009-02-01,83,75.0,False,0.75,62.25
2009-02-02,82,75.0,,0.75,61.5
2009-02-03,95,75.0,,0.75,71.25
2009-02-04,82,75.0,,0.75,61.5
2009-02-05,100,75.0,,0.75,75.0
2009-02-06,85,75.0,,0.75,63.75
2009-02-07,71,75.0,,0.75,53.25
2009-02-08,75,75.0,,0.75,56.25
2009-02-09,85,75.0,,0.75,63.75
2009-02-10,89,75.0,,0.75,66.75
2009-02-11,86,75.0,,0.75,64.5
2009-02-12,86,75.0,,0.75,64.5
2009-02-13,82,75.0,,0.75,61.5
2009-02-14,71,75.0,,0.75,53.25
2009-02-15,77,75.0,,0.75,57.75
2009-02-16,81,75.0,,0.75,60.75
2009-02-17,86,75.0,,0.75,64.5
2009-02-18,98,75.0,,0.75,73.5
2009-02-19,90,75.0,,0.75,67.5
2009-02-20,86,75.0,,0.75,64.5
2009-02-21,97,75.0,,0.75,72.75
2009-02-22,85,75.0,,0.75,63.75
2009-02-23,83,75.0,,0.75,62.25
2009-02-24,90,75.0,,0.75,67.5
2009-02-25,89,75.0,,0.75,66.75
2009-02-26,91,75.0,,0.75,68.25
2009-02-27,89,75.0,,0.75,66.75
2009-02-28,85,75.0,,0.75,63.75
2009-03-01,85,74.0,False,0.74,62.9
2009-03-02,89,74.0,,0.74,65.86
2009-03-03,90,74.0,,0.74,66.6
2009-03-04,94,74.0,,0.74,69.56
2009-03-05,97,74.0,,0.74,71.78
2009-03-06,97,74.0,,0.74,71.78
2009-03-07,77,74.0,,0.74,56.98
2009-03-08,85,74.0,,0.74,62.9
2009-03-09,100,74.0,,0.74,74.0
2009-03-10,90,74.0,,0.74,66.6
2009-03-11,87,74.0,,0.74,64.38
2009-03-12,82,74.0,,0.74,60.68
2009-03-13,92,74.0,,0.74,68.08
2009-03-14,83,74.0,,0.74,61.42
2009-03-15,80,74.0,,0.74,59.2
2009-03-16,91,74.0,,0.74,67.34
2009-03-17,89,74.0,,0.74,65.86
2009-03-18,95,74.0,,0.74,70.3
2009-03-19,90,74.0,,0.74,66.6
2009-03-20,92,74.0,,0.74,68.08
2009-03-21,72,74.0,,0.74,53.28
2009-03-22,87,74.0,,0.74,64.38
2009-03-23,96,74.0,,0.74,71.03999999999999
2009-03-24,100,74.0,,0.74,74.0
2009-03-25,98,74.0,,0.74,72.52
2009-03-26,93,74.0,,0.74,68.82
2009-03-27,85,74.0,,0.74,62.9
2009-03-28,78,74.0,,0.74,57.72
2009-03-29,78,74.0,,0.74,57.72
2009-03-30,96,74.0,,0.74,71.03999999999999
2009-03-31,94,74.0,,0.74,69.56
2009-04-01,91,73.0,False,0.73,66.42999999999999
2009-04-02,89,73.0,,0.73,64.97
2009-04-03,93,73.0,,0.73,67.89
2009-04-04,74,73.0,,0.73,54.019999999999996
2009-04-05,83,73.0,,0.73,60.589999999999996
2009-04-06,87,73.0,,0.73,63.51
2009-04-07,87,73.0,,0.73,63.51
2009-04-08,81,73.0,,0.73,59.129999999999995
2009-04-09,88,73.0,,0.73,64.24
2009-04-10,92,73.0,,0.73,67.16
2009-04-11,83,73.0,,0.73,60.589999999999996
2009-04-12,75,73.0,,0.73,54.75
2009-04-13,85,73.0,,0.73,62.05
2009-04-14,81,73.0,,0.73,59.129999999999995
2009-04-15,95,73.0,,0.73,69.35
2009-04-16,85,73.0,,0.73,62.05
2009-04-17,76,73.0,,0.73,55.48
2009-04-18,77,73.0,,0.73,56.21
2009-04-19,81,73.0,,0.73,59.129999999999995
2009-04-20,85,73.0,,0.73,62.05
2009-04-21,87,73.0,,0.73,63.51
2009-04-22,95,73.0,,0.73,69.35
2009-04-23,100,73.0,,0.73,73.0
2009-04-24,83,73.0,,0.73,60.589999999999996
2009-04-25,73,73.0,,0.73,53.29
2009-04-26,71,73.0,,0.73,51.83
2009-04-27,86,73.0,,0.73,62.78
2009-04-28,88,73.0,,0.73,64.24
2009-04-29,82,73.0,,0.73,59.86
2009-04-30,90,73.0,,0.73,65.7
2009-05-01,99,68.0,False,0.68,67.32000000000001
2009-05-02,73,68.0,,0.68,49.64
2009-05-03,81,68.0,,0.68,55.080000000000005
2009-05-04,91,68.0,,0.68,61.88
2009-05-05,98,68.0,,0.68,66.64
2009-05-06,95,68.0,,0.68,64.60000000000001
2009-05-07,93,68.0,,0.68,63.24
2009-05-08,85,68.0,,0.68,57.800000000000004
2009-05-09,81,68.0,,0.68,55.080000000000005
2009-05-10,89,68.0,,0.68,60.52
2009-05-11,100,68.0,,0.68,68.0
2009-05-12,96,68.0,,0.68,65.28
2009-05-13,98,68.0,,0.68,66.64
2009-05-14,94,68.0,,0.68,63.92
2009-05-15,86,68.0,,0.68,58.480000000000004
2009-05-16,74,68.0,,0.68,50.32
2009-05-17,83,68.0,,0.68,56.440000000000005
2009-05-18,96,68.0,,0.68,65.28
2009-05-19,94,68.0,,0.68,63.92
2009-05-20,95,68.0,,0.68,64.60000000000001
2009-05-21,91,68.0,,0.68,61.88
2009-05-22,89,68.0,,0.68,60.52
2009-05-23,66,68.0,,0.68,44.88
2009-05-24,88,68.0,,0.68,59.84
2009-05-25,85,68.0,,0.68,57.800000000000004
2009-05-26,94,68.0,,0.68,63.92
2009-05-27,92,68.0,,0.68,62.56
2009-05-28,95,68.0,,0.68,64.60000000000001
2009-05-29,89,68.0,,0.68,60.52
2009-05-30,70,68.0,,0.68,47.6
2009-05-31,71,68.0,,0.68,48.28
2009-06-01,92,68.0,False,0.68,62.56
2009-06-02,84,68.0,,0.68,57.120000000000005
2009-06-03,81,68.0,,0.68,55.080000000000005
2009-06-04,84,68.0,,0.68,57.120000000000005
2009-06-05,72,68.0,,0.68,48.96
2009-06-06,73,68.0,,0.68,49.64
2009-06-07,66,68.0,,0.68,44.88
2009-06-08,85,68.0,,0.68,57.800000000000004
2009-06-09,85,68.0,,0.68,57.800000000000004
2009-06-10,94,68.0,,0.68,63.92
2009-06-11,94,68.0,,0.68,63.92
2009-06-12,83,68.0,,0.68,56.440000000000005
2009-06-13,76,68.0,,0.68,51.68000000000001
2009-06-14,81,68.0,,0.68,55.080000000000005
2009-06-15,89,68.0,,0.68,60.52
2009-06-16,100,68.0,,0.68,68.0
2009-06-17,86,68.0,,0.68,58.480000000000004
2009-06-18,96,68.0,,0.68,65.28
2009-06-19,84,68.0,,0.68,57.120000000000005
2009-06-20,75,68.0,,0.68,51.00000000000001
2009-06-21,70,68.0,,0.68,47.6
2009-06-22,82,68.0,,0.68,55.760000000000005
2009-06-23,87,68.0,,0.68,59.160000000000004
2009-06-24,87,68.0,,0.68,59.160000000000004
2009-06-25,76,68.0,,0.68,51.68000000000001
2009-06-26,76,68.0,,0.68,51.68000000000001
2009-06-27,77,68.0,,0.68,52.36000000000001
2009-06-28,77,68.0,,0.68,52.36000000000001
2009-06-29,82,68.0,,0.68,55.760000000000005
2009-06-30,90,68.0,,0.68,61.2
2009-07-01,83,68.0,False,0.68,56.440000000000005
2009-07-02,85,68.0,,0.68,57.800000000000004
2009-07-03,70,68.0,,0.68,47.6
2009-07-04,69,68.0,,0.68,46.92
2009-07-05,62,68.0,,0.68,42.160000000000004
2009-07-06,80,68.0,,0.68,54.400000000000006
2009-07-07,86,68.0,,0.68,58.480000000000004
2009-07-08,88,68.0,,0.68,59.84
2009-07-09,74,68.0,,0.68,50.32
2009-07-10,85,68.0,,0.68,57.800000000000004
2009-07-11,77,68.0,,0.68,52.36000000000001
2009-07-12,68,68.0,,0.68,46.24
2009-07-13,86,68.0,,0.68,58.480000000000004
2009-07-14,90,68.0,,0.68,61.2
2009-07-15,89,68.0,,0.68,60.52
2009-07-16,86,68.0,,0.68,58.480000000000004
2009-07-17,81,68.0,,0.68,55.080000000000005
2009-07-18,65,68.0,,0.68,44.2
2009-07-19,76,68.0,,0.68,51.68000000000001
2009-07-20,77,68.0,,0.68,52.36000000000001
2009-07-21,92,68.0,,0.68,62.56
2009-07-22,82,68.0,,0.68,55.760000000000005
2009-07-23,88,68.0,,0.68,59.84
2009-07-24,86,68.0,,0.68,58.480000000000004
2009-07-25,78,68.0,,0.68,53.040000000000006
2009-07-26,76,68.0,,0.68,51.68000000000001
2009-07-27,91,68.0,,0.68,61.88
2009-07-28,100,68.0,,0.68,68.0
2009-07-29,93,68.0,,0.68,63.24
2009-07-30,89,68.0,,0.68,60.52
2009-07-31,87,68.0,,0.68,59.160000000000004
2009-08-01,77,70.0,False,0.7,53.9
2009-08-02,86,70.0,,0.7,60.199999999999996
2009-08-03,90,70.0,,0.7,62.99999999999999
2009-08-04,97,70.0,,0.7,67.89999999999999
2009-08-05,92,70.0,,0.7,64.39999999999999
2009-08-06,93,70.0,,0.7,65.1
2009-08-07,81,70.0,,0.7,56.699999999999996
2009-08-08,70,70.0,,0.7,49.0
2009-08-09,80,70.0,,0.7,56.0
2009-08-10,97,70.0,,0.7,67.89999999999999
2009-08-11,95,70.0,,0.7,66.5
2009-08-12,91,70.0,,0.7,63.699999999999996
2009-08-13,89,70.0,,0.7,62.3
2009-08-14,89,70.0,,0.7,62.3
2009-08-15,73,70.0,,0.7,51.099999999999994
2009-08-16,74,70.0,,0.7,51.8
2009-08-17,83,70.0,,0.7,58.099999999999994
2009-08-18,90,70.0,,0.7,62.99999999999999
2009-08-19,91,70.0,,0.7,63.699999999999996
2009-08-20,93,70.0,,0.7,65.1
2009-08-21,89,70.0,,0.7,62.3
2009-08-22,74,70.0,,0.7,51.8
2009-08-23,71,70.0,,0.7,49.699999999999996
2009-08-24,93,70.0,,0.7,65.1
2009-08-25,100,70.0,,0.7,70.0
2009-08-26,89,70.0,,0.7,62.3
2009-08-27,98,70.0,,0.7,68.6
2009-08-28,87,70.0,,0.7,60.9
2009-08-29,74,70.0,,0.7,51.8
2009-08-30,80,70.0,,0.7,56.0
2009-08-31,97,70.0,,0.7,67.89999999999999
2009-09-01,95,71.0,False,0.71,67.45
2009-09-02,94,71.0,,0.71,66.74
2009-09-03,92,71.0,,0.71,65.32
2009-09-04,86,71.0,,0.71,61.059999999999995
2009-09-05,68,71.0,,0.71,48.28
2009-09-06,73,71.0,,0.71,51.83
2009-09-07,81,71.0,,0.71,57.51
2009-09-08,92,71.0,,0.71,65.32
2009-09-09,91,71.0,,0.71,64.61
2009-09-10,91,71.0,,0.71,64.61
2009-09-11,89,71.0,,0.71,63.19
2009-09-12,69,71.0,,0.71,48.989999999999995
2009-09-13,75,71.0,,0.71,53.25
2009-09-14,88,71.0,,0.71,62.48
2009-09-15,94,71.0,,0.71,66.74
2009-09-16,89,71.0,,0.71,63.19
2009-09-17,92,71.0,,0.71,65.32
2009-09-18,85,71.0,,0.71,60.349999999999994
2009-09-19,74,71.0,,0.71,52.54
2009-09-20,76,71.0,,0.71,53.959999999999994
2009-09-21,97,71.0,,0.71,68.86999999999999
2009-09-22,94,71.0,,0.71,66.74
2009-09-23,100,71.0,,0.71,71.0
2009-09-24,94,71.0,,0.71,66.74
2009-09-25,83,71.0,,0.71,58.93
2009-09-26,80,71.0,,0.71,56.8
2009-09-27,72,71.0,,0.71,51.12
2009-09-28,88,71.0,,0.71,62.48
2009-09-29,90,71.0,,0.71,63.9
2009-09-30,90,71.0,,0.71,63.9
2009-10-01,90,71.0,False,0.71,63.9
2009-10-02,81,71.0,,0.71,57.51
2009-10-03,69,71.0,,0.71,48.989999999999995
2009-10-04,78,71.0,,0.71,55.379999999999995
2009-10-05,94,71.0,,0.71,66.74
2009-10-06,86,71.0,,0.71,61.059999999999995
2009-10-07,94,71.0,,0.71,66.74
2009-10-08,88,71.0,,0.71,62.48
2009-10-09,82,71.0,,0.71,58.22
2009-10-10,65,71.0,,0.71,46.15
2009-10-11,64,71.0,,0.71,45.44
2009-10-12,91,71.0,,0.71,64.61
2009-10-13,82,71.0,,0.71,58.22
2009-10-14,100,71.0,,0.71,71.0
2009-10-15,82,71.0,,0.71,58.22
2009-10-16,85,71.0,,0.71,60.349999999999994
2009-10-17,70,71.0,,0.71,49.699999999999996
2009-10-18,76,71.0,,0.71,53.959999999999994
2009-10-19,83,71.0,,0.71,58.93
2009-10-20,86,71.0,,0.71,61.059999999999995
2009-10-21,88,71.0,,0.71,62.48
2009-10-22,82,71.0,,0.71,58.22
2009-10-23,80,71.0,,0.71,56.8
2009-10-24,59,71.0,,0.71,41.89
2009-10-25,68,71.0,,0.71,48.28
2009-10-26,83,71.0,,0.71,58.93
2009-10-27,90,71.0,,0.71,63.9
2009-10-28,89,71.0,,0.71,63.19
2009-10-29,86,71.0,,0.71,61.059999999999995
2009-10-30,78,71.0,,0.71,55.379999999999995
2009-10-31,55,71.0,,0.71,39.05
2009-11-01,69,68.0,False,0.68,46.92
2009-11-02,91,68.0,,0.68,61.88
2009-11-03,94,68.0,,0.68,63.92
2009-11-04,92,68.0,,0.68,62.56
2009-11-05,87,68.0,,0.68,59.160000000000004
2009-11-06,77,68.0,,0.68,52.36000000000001
2009-11-07,69,68.0,,0.68,46.92
2009-11-08,74,68.0,,0.68,50.32
2009-11-09,81,68.0,,0.68,55.080000000000005
2009-11-10,85,68.0,,0.68,57.800000000000004
2009-11-11,82,68.0,,0.68,55.760000000000005
2009-11-12,95,68.0,,0.68,64.60000000000001
2009-11-13,85,68.0,,0.68,57.800000000000004
2009-11-14,71,68.0,,0.68,48.28
2009-11-15,76,68.0,,0.68,51.68000000000001
2009-11-16,92,68.0,,0.68,62.56
2009-11-17,94,68.0,,0.68,63.92
2009-11-18,100,68.0,,0.68,68.0
2009-11-19,96,68.0,,0.68,65.28
2009-11-20,90,68.0,,0.68,61.2
2009-11-21,76,68.0,,0.68,51.68000000000001
2009-11-22,75,68.0,,0.68,51.00000000000001
2009-11-23,91,68.0,,0.68,61.88
2009-11-24,85,68.0,,0.68,57.800000000000004
2009-11-25,76,68.0,,0.68,51.68000000000001
2009-11-26,61,68.0,,0.68,41.480000000000004
2009-11-27,68,68.0,,0.68,46.24
2009-11-28,67,68.0,,0.68,45.56
2009-11-29,73,68.0,,0.68,49.64
2009-11-30,88,68.0,,0.68,59.84
2009-12-01,94,64.0,False,0.64,60.160000000000004
2009-12-02,97,64.0,,0.64,62.08
2009-12-03,89,64.0,,0.64,56.96
2009-12-04,89,64.0,,0.64,56.96
2009-12-05,63,64.0,,0.64,40.32
2009-12-06,84,64.0,,0.64,53.76
2009-12-07,100,64.0,,0.64,64.0
2009-12-08,94,64.0,,0.64,60.160000000000004
2009-12-09,93,64.0,,0.64,59.52
2009-12-10,95,64.0,,0.64,60.800000000000004
2009-12-11,93,64.0,,0.64,59.52
2009-12-12,79,64.0,,0.64,50.56
2009-12-13,76,64.0,,0.64,48.64
2009-12-14,86,64.0,,0.64,55.04
2009-12-15,87,64.0,,0.64,55.68
2009-12-16,90,64.0,,0.64,57.6
2009-12-17,83,64.0,,0.64,53.120000000000005
2009-12-18,75,64.0,,0.64,48.0
2009-12-19,57,64.0,,0.64,36.480000000000004
2009-12-20,61,64.0,,0.64,39.04
2009-12-21,73,64.0,,0.64,46.72
2009-12-22,79,64.0,,0.64,50.56
2009-12-23,67,64.0,,0.64,42.88
2009-12-24,61,64.0,,0.64,39.04
2009-12-25,48,64.0,,0.64,30.72
2009-12-26,67,64.0,,0.64,42.88
2009-12-27,67,64.0,,0.64,42.88
2009-12-28,66,64.0,,0.64,42.24
2009-12-29,88,64.0,,0.64,56.32
2009-12-30,82,64.0,,0.64,52.480000000000004
2009-12-31,72,64.0,,0.64,46.08
2010-01-01,61,68.0,False,0.68,41.480000000000004
2010-01-02,74,68.0,,0.68,50.32
2010-01-03,71,68.0,,0.68,48.28
2010-01-04,75,68.0,,0.68,51.00000000000001
2010-01-05,89,68.0,,0.68,60.52
2010-01-06,83,68.0,,0.68,56.440000000000005
2010-01-07,82,68.0,,0.68,55.760000000000005
2010-01-08,81,68.0,,0.68,55.080000000000005
2010-01-09,79,68.0,,0.68,53.720000000000006
2010-01-10,81,68.0,,0.68,55.080000000000005
2010-01-11,79,68.0,,0.68,53.720000000000006
2010-01-12,95,68.0,,0.68,64.60000000000001
2010-01-13,96,68.0,,0.68,65.28
2010-01-14,95,68.0,,0.68,64.60000000000001
2010-01-15,93,68.0,,0.68,63.24
2010-01-16,75,68.0,,0.68,51.00000000000001
2010-01-17,77,68.0,,0.68,52.36000000000001
2010-01-18,91,68.0,,0.68,61.88
2010-01-19,91,68.0,,0.68,61.88
2010-01-20,93,68.0,,0.68,63.24
2010-01-21,89,68.0,,0.68,60.52
2010-01-22,93,68.0,,0.68,63.24
2010-01-23,78,68.0,,0.68,53.040000000000006
2010-01-24,86,68.0,,0.68,58.480000000000004
2010-01-25,95,68.0,,0.68,64.60000000000001
2010-01-26,98,68.0,,0.68,66.64
2010-01-27,95,68.0,,0.68,64.60000000000001
2010-01-28,100,68.0,,0.68,68.0
2010-01-29,88,68.0,,0.68,59.84
2010-01-30,81,68.0,,0.68,55.080000000000005
2010-01-31,81,68.0,,0.68,55.080000000000005
2010-02-01,88,72.0,False,0.72,63.36
2010-02-02,92,72.0,,0.72,66.24
2010-02-03,93,72.0,,0.72,66.96
2010-02-04,87,72.0,,0.72,62.64
2010-02-05,91,72.0,,0.72,65.52
2010-02-06,66,72.0,,0.72,47.519999999999996
2010-02-07,78,72.0,,0.72,56.16
2010-02-08,91,72.0,,0.72,65.52
2010-02-09,98,72.0,,0.72,70.56
2010-02-10,87,72.0,,0.72,62.64
2010-02-11,93,72.0,,0.72,66.96
2010-02-12,92,72.0,,0.72,66.24
2010-02-13,74,72.0,,0.72,53.28
2010-02-14,84,72.0,,0.72,60.48
2010-02-15,94,72.0,,0.72,67.67999999999999
2010-02-16,95,72.0,,0.72,68.39999999999999
2010-02-17,91,72.0,,0.72,65.52
2010-02-18,92,72.0,,0.72,66.24
2010-02-19,82,72.0,,0.72,59.04
2010-02-20,78,72.0,,0.72,56.16
2010-02-21,85,72.0,,0.72,61.199999999999996
2010-02-22,100,72.0,,0.72,72.0
2010-02-23,99,72.0,,0.72,71.28
2010-02-24,89,72.0,,0.72,64.08
2010-02-25,85,72.0,,0.72,61.199999999999996
2010-02-26,91,72.0,,0.72,65.52
2010-02-27,80,72.0,,0.72,57.599999999999994
2010-02-28,77,72.0,,0.72,55.44
2010-03-01,88,71.0,False,0.71,62.48
2010-03-02,96,71.0,,0.71,68.16
2010-03-03,84,71.0,,0.71,59.64
2010-03-04,89,71.0,,0.71,63.19
2010-03-05,83,71.0,,0.71,58.93
2010-03-06,69,71.0,,0.71,48.989999999999995
2010-03-07,80,71.0,,0.71,56.8
2010-03-08,95,71.0,,0.71,67.45
2010-03-09,89,71.0,,0.71,63.19
2010-03-10,96,71.0,,0.71,68.16
2010-03-11,86,71.0,,0.71,61.059999999999995
2010-03-12,87,71.0,,0.71,61.769999999999996
2010-03-13,72,71.0,,0.71,51.12
2010-03-14,76,71.0,,0.71,53.959999999999994
2010-03-15,86,71.0,,0.71,61.059999999999995
2010-03-16,84,71.0,,0.71,59.64
2010-03-17,83,71.0,,0.71,58.93
2010-03-18,81,71.0,,0.71,57.51
