date,docker_unscaled,docker_monthly,isPartial,scale,docker
2015-02-20,67,24.0,,0.24,16.08
2015-02-21,64,24.0,,0.24,15.36
2015-02-22,44,24.0,,0.24,10.559999999999999
2015-02-23,64,24.0,,0.24,15.36
2015-02-24,79,24.0,,0.24,18.96
2015-02-25,84,24.0,,0.24,20.16
2015-02-26,89,24.0,,0.24,21.36
2015-02-27,76,24.0,,0.24,18.24
2015-02-28,44,24.0,,0.24,10.559999999999999
2015-03-01,45,27.0,False,0.27,12.15
2015-03-02,50,27.0,,0.27,13.5
2015-03-03,65,27.0,,0.27,17.55
2015-03-04,54,27.0,,0.27,14.580000000000002
2015-03-05,67,27.0,,0.27,18.09
2015-03-06,71,27.0,,0.27,19.17
2015-03-07,44,27.0,,0.27,11.88
2015-03-08,29,27.0,,0.27,7.83
2015-03-09,42,27.0,,0.27,11.34
2015-03-10,62,27.0,,0.27,16.740000000000002
2015-03-11,64,27.0,,0.27,17.28
2015-03-12,82,27.0,,0.27,22.14
2015-03-13,75,27.0,,0.27,20.25
2015-03-14,41,27.0,,0.27,11.07
2015-03-15,35,27.0,,0.27,9.450000000000001
2015-03-16,65,27.0,,0.27,17.55
2015-03-17,72,27.0,,0.27,19.44
2015-03-18,87,27.0,,0.27,23.490000000000002
2015-03-19,65,27.0,,0.27,17.55
2015-03-20,68,27.0,,0.27,18.36
2015-03-21,48,27.0,,0.27,12.96
2015-03-22,24,27.0,,0.27,6.48
2015-03-23,51,27.0,,0.27,13.770000000000001
2015-03-24,83,27.0,,0.27,22.41
2015-03-25,57,27.0,,0.27,15.39
2015-03-26,100,27.0,,0.27,27.0
2015-03-27,71,27.0,,0.27,19.17
2015-03-28,51,27.0,,0.27,13.770000000000001
2015-03-29,37,27.0,,0.27,9.99
2015-03-30,62,27.0,,0.27,16.740000000000002
2015-03-31,55,27.0,,0.27,14.850000000000001
2015-04-01,75,32.0,False,0.32,24.0
2015-04-02,67,32.0,,0.32,21.44
2015-04-03,81,32.0,,0.32,25.92
2015-04-04,30,32.0,,0.32,9.6
2015-04-05,23,32.0,,0.32,7.36
2015-04-06,65,32.0,,0.32,20.8
2015-04-07,63,32.0,,0.32,20.16
2015-04-08,65,32.0,,0.32,20.8
2015-04-09,72,32.0,,0.32,23.04
2015-04-10,50,32.0,,0.32,16.0
2015-04-11,35,32.0,,0.32,11.200000000000001
2015-04-12,27,32.0,,0.32,8.64
2015-04-13,57,32.0,,0.32,18.240000000000002
2015-04-14,100,32.0,,0.32,32.0
2015-04-15,73,32.0,,0.32,23.36
2015-04-16,67,32.0,,0.32,21.44
2015-04-17,58,32.0,,0.32,18.56
2015-04-18,34,32.0,,0.32,10.88
2015-04-19,37,32.0,,0.32,11.84
2015-04-20,62,32.0,,0.32,19.84
2015-04-21,56,32.0,,0.32,17.92
2015-04-22,80,32.0,,0.32,25.6
2015-04-23,66,32.0,,0.32,21.12
2015-04-24,86,32.0,,0.32,27.52
2015-04-25,32,32.0,,0.32,10.24
2015-04-26,31,32.0,,0.32,9.92
2015-04-27,77,32.0,,0.32,24.64
2015-04-28,79,32.0,,0.32,25.28
2015-04-29,93,32.0,,0.32,29.76
2015-04-30,74,32.0,,0.32,23.68
2015-05-01,82,31.0,False,0.31,25.419999999999998
2015-05-02,38,31.0,,0.31,11.78
2015-05-03,31,31.0,,0.31,9.61
2015-05-04,100,31.0,,0.31,31.0
2015-05-05,71,31.0,,0.31,22.01
2015-05-06,81,31.0,,0.31,25.11
2015-05-07,82,31.0,,0.31,25.419999999999998
2015-05-08,81,31.0,,0.31,25.11
2015-05-09,51,31.0,,0.31,15.81
2015-05-10,30,31.0,,0.31,9.3
2015-05-11,80,31.0,,0.31,24.8
2015-05-12,77,31.0,,0.31,23.87
2015-05-13,78,31.0,,0.31,24.18
2015-05-14,92,31.0,,0.31,28.52
2015-05-15,60,31.0,,0.31,18.6
2015-05-16,45,31.0,,0.31,13.95
2015-05-17,30,31.0,,0.31,9.3
2015-05-18,66,31.0,,0.31,20.46
2015-05-19,75,31.0,,0.31,23.25
2015-05-20,76,31.0,,0.31,23.56
2015-05-21,65,31.0,,0.31,20.15
2015-05-22,69,31.0,,0.31,21.39
2015-05-23,47,31.0,,0.31,14.57
2015-05-24,34,31.0,,0.31,10.54
2015-05-25,44,31.0,,0.31,13.64
2015-05-26,71,31.0,,0.31,22.01
2015-05-27,88,31.0,,0.31,27.28
2015-05-28,83,31.0,,0.31,25.73
2015-05-29,68,31.0,,0.31,21.08
2015-05-30,37,31.0,,0.31,11.47
2015-05-31,41,31.0,,0.31,12.709999999999999
2015-06-01,53,40.0,False,0.4,21.200000000000003
2015-06-02,65,40.0,,0.4,26.0
2015-06-03,66,40.0,,0.4,26.400000000000002
2015-06-04,61,40.0,,0.4,24.400000000000002
2015-06-05,70,40.0,,0.4,28.0
2015-06-06,36,40.0,,0.4,14.4
2015-06-07,34,40.0,,0.4,13.600000000000001
2015-06-08,82,40.0,,0.4,32.800000000000004
2015-06-09,72,40.0,,0.4,28.8
2015-06-10,56,40.0,,0.4,22.400000000000002
2015-06-11,76,40.0,,0.4,30.400000000000002
2015-06-12,49,40.0,,0.4,19.6
2015-06-13,37,40.0,,0.4,14.8
2015-06-14,26,40.0,,0.4,10.4
2015-06-15,51,40.0,,0.4,20.400000000000002
2015-06-16,53,40.0,,0.4,21.200000000000003
2015-06-17,74,40.0,,0.4,29.6
2015-06-18,73,40.0,,0.4,29.200000000000003
2015-06-19,71,40.0,,0.4,28.400000000000002
2015-06-20,37,40.0,,0.4,14.8
2015-06-21,31,40.0,,0.4,12.4
2015-06-22,98,40.0,,0.4,39.2
2015-06-23,100,40.0,,0.4,40.0
2015-06-24,84,40.0,,0.4,33.6
2015-06-25,91,40.0,,0.4,36.4
2015-06-26,82,40.0,,0.4,32.800000000000004
2015-06-27,48,40.0,,0.4,19.200000000000003
2015-06-28,23,40.0,,0.4,9.200000000000001
2015-06-29,70,40.0,,0.4,28.0
2015-06-30,65,40.0,,0.4,26.0
2015-07-01,74,39.0,False,0.39,28.86
2015-07-02,57,39.0,,0.39,22.23
2015-07-03,45,39.0,,0.39,17.55
2015-07-04,25,39.0,,0.39,9.75
2015-07-05,38,39.0,,0.39,14.82
2015-07-06,64,39.0,,0.39,24.96
2015-07-07,82,39.0,,0.39,31.98
2015-07-08,85,39.0,,0.39,33.15
2015-07-09,100,39.0,,0.39,39.0
2015-07-10,92,39.0,,0.39,35.88
2015-07-11,24,39.0,,0.39,9.36
2015-07-12,38,39.0,,0.39,14.82
2015-07-13,94,39.0,,0.39,36.660000000000004
2015-07-14,77,39.0,,0.39,30.03
2015-07-15,68,39.0,,0.39,26.52
2015-07-16,91,39.0,,0.39,35.49
2015-07-17,86,39.0,,0.39,33.54
2015-07-18,37,39.0,,0.39,14.43
2015-07-19,40,39.0,,0.39,15.600000000000001
2015-07-20,95,39.0,,0.39,37.050000000000004
2015-07-21,83,39.0,,0.39,32.370000000000005
2015-07-22,90,39.0,,0.39,35.1
2015-07-23,80,39.0,,0.39,31.200000000000003
2015-07-24,94,39.0,,0.39,36.660000000000004
2015-07-25,37,39.0,,0.39,14.43
2015-07-26,34,39.0,,0.39,13.26
2015-07-27,64,39.0,,0.39,24.96
2015-07-28,83,39.0,,0.39,32.370000000000005
2015-07-29,79,39.0,,0.39,30.810000000000002
2015-07-30,84,39.0,,0.39,32.76
2015-07-31,90,39.0,,0.39,35.1
2015-08-01,31,38.0,False,0.38,11.78
2015-08-02,25,38.0,,0.38,9.5
2015-08-03,75,38.0,,0.38,28.5
2015-08-04,77,38.0,,0.38,29.26
2015-08-05,64,38.0,,0.38,24.32
2015-08-06,71,38.0,,0.38,26.98
2015-08-07,57,38.0,,0.38,21.66
2015-08-08,39,38.0,,0.38,14.82
2015-08-09,31,38.0,,0.38,11.78
2015-08-10,69,38.0,,0.38,26.22
2015-08-11,90,38.0,,0.38,34.2
2015-08-12,100,38.0,,0.38,38.0
2015-08-13,83,38.0,,0.38,31.54
2015-08-14,77,38.0,,0.38,29.26
2015-08-15,38,38.0,,0.38,14.44
2015-08-16,34,38.0,,0.38,12.92
2015-08-17,66,38.0,,0.38,25.080000000000002
2015-08-18,70,38.0,,0.38,26.6
2015-08-19,71,38.0,,0.38,26.98
2015-08-20,82,38.0,,0.38,31.16
2015-08-21,89,38.0,,0.38,33.82
2015-08-22,46,38.0,,0.38,17.48
2015-08-23,34,38.0,,0.38,12.92
2015-08-24,67,38.0,,0.38,25.46
2015-08-25,66,38.0,,0.38,25.080000000000002
2015-08-26,69,38.0,,0.38,26.22
2015-08-27,75,38.0,,0.38,28.5
2015-08-28,84,38.0,,0.38,31.92
2015-08-29,41,38.0,,0.38,15.58
2015-08-30,35,38.0,,0.38,13.3
2015-08-31,71,38.0,,0.38,26.98
2015-09-01,79,37.0,False,0.37,29.23
2015-09-02,100,37.0,,0.37,37.0
2015-09-03,76,37.0,,0.37,28.12
2015-09-04,70,37.0,,0.37,25.9
2015-09-05,34,37.0,,0.37,12.58
2015-09-06,31,37.0,,0.37,11.47
2015-09-07,32,37.0,,0.37,11.84
2015-09-08,62,37.0,,0.37,22.94
2015-09-09,75,37.0,,0.37,27.75
2015-09-10,83,37.0,,0.37,30.71
2015-09-11,65,37.0,,0.37,24.05
2015-09-12,39,37.0,,0.37,14.43
2015-09-13,41,37.0,,0.37,15.17
2015-09-14,90,37.0,,0.37,33.3
2015-09-15,94,37.0,,0.37,34.78
2015-09-16,86,37.0,,0.37,31.82
2015-09-17,88,37.0,,0.37,32.56
2015-09-18,65,37.0,,0.37,24.05
2015-09-19,53,37.0,,0.37,19.61
2015-09-20,33,37.0,,0.37,12.209999999999999
2015-09-21,61,37.0,,0.37,22.57
2015-09-22,92,37.0,,0.37,34.04
2015-09-23,88,37.0,,0.37,32.56
2015-09-24,74,37.0,,0.37,27.38
2015-09-25,56,37.0,,0.37,20.72
2015-09-26,45,37.0,,0.37,16.65
2015-09-27,25,37.0,,0.37,9.25
2015-09-28,53,37.0,,0.37,19.61
2015-09-29,59,37.0,,0.37,21.83
2015-09-30,78,37.0,,0.37,28.86
2015-10-01,77,39.0,False,0.39,30.03
2015-10-02,81,39.0,,0.39,31.59
2015-10-03,22,39.0,,0.39,8.58
2015-10-04,19,39.0,,0.39,7.41
2015-10-05,83,39.0,,0.39,32.370000000000005
2015-10-06,82,39.0,,0.39,31.98
2015-10-07,83,39.0,,0.39,32.370000000000005
2015-10-08,63,39.0,,0.39,24.57
2015-10-09,50,39.0,,0.39,19.5
2015-10-10,34,39.0,,0.39,13.26
2015-10-11,28,39.0,,0.39,10.92
2015-10-12,67,39.0,,0.39,26.130000000000003
2015-10-13,67,39.0,,0.39,26.130000000000003
2015-10-14,86,39.0,,0.39,33.54
2015-10-15,64,39.0,,0.39,24.96
2015-10-16,88,39.0,,0.39,34.32
2015-10-17,42,39.0,,0.39,16.38
2015-10-18,16,39.0,,0.39,6.24
2015-10-19,63,39.0,,0.39,24.57
2015-10-20,90,39.0,,0.39,35.1
2015-10-21,66,39.0,,0.39,25.740000000000002
2015-10-22,66,39.0,,0.39,25.740000000000002
2015-10-23,56,39.0,,0.39,21.84
2015-10-24,38,39.0,,0.39,14.82
2015-10-25,13,39.0,,0.39,5.07
2015-10-26,84,39.0,,0.39,32.76
2015-10-27,60,39.0,,0.39,23.400000000000002
2015-10-28,68,39.0,,0.39,26.52
2015-10-29,74,39.0,,0.39,28.86
2015-10-30,100,39.0,,0.39,39.0
2015-10-31,33,39.0,,0.39,12.870000000000001
2015-11-01,34,37.0,False,0.37,12.58
2015-11-02,61,37.0,,0.37,22.57
2015-11-03,74,37.0,,0.37,27.38
2015-11-04,100,37.0,,0.37,37.0
2015-11-05,82,37.0,,0.37,30.34
2015-11-06,77,37.0,,0.37,28.49
2015-11-07,46,37.0,,0.37,17.02
2015-11-08,29,37.0,,0.37,10.73
2015-11-09,73,37.0,,0.37,27.009999999999998
2015-11-10,68,37.0,,0.37,25.16
2015-11-11,60,37.0,,0.37,22.2
2015-11-12,79,37.0,,0.37,29.23
2015-11-13,63,37.0,,0.37,23.31
2015-11-14,39,37.0,,0.37,14.43
2015-11-15,24,37.0,,0.37,8.879999999999999
2015-11-16,62,37.0,,0.37,22.94
2015-11-17,96,37.0,,0.37,35.519999999999996
2015-11-18,79,37.0,,0.37,29.23
2015-11-19,99,37.0,,0.37,36.63
2015-11-20,70,37.0,,0.37,25.9
2015-11-21,57,37.0,,0.37,21.09
2015-11-22,38,37.0,,0.37,14.06
2015-11-23,64,37.0,,0.37,23.68
2015-11-24,89,37.0,,0.37,32.93
2015-11-25,51,37.0,,0.37,18.87
2015-11-26,34,37.0,,0.37,12.58
2015-11-27,36,37.0,,0.37,13.32
2015-11-28,36,37.0,,0.37,13.32
2015-11-29,29,37.0,,0.37,10.73
2015-11-30,64,37.0,,0.37,23.68
2015-12-01,100,39.0,False,0.39,39.0
2015-12-02,96,39.0,,0.39,37.44
2015-12-03,89,39.0,,0.39,34.71
2015-12-04,88,39.0,,0.39,34.32
2015-12-05,52,39.0,,0.39,20.28
2015-12-06,55,39.0,,0.39,21.45
2015-12-07,88,39.0,,0.39,34.32
2015-12-08,88,39.0,,0.39,34.32
2015-12-09,66,39.0,,0.39,25.740000000000002
2015-12-10,93,39.0,,0.39,36.27
2015-12-11,87,39.0,,0.39,33.93
2015-12-12,34,39.0,,0.39,13.26
2015-12-13,38,39.0,,0.39,14.82
2015-12-14,73,39.0,,0.39,28.470000000000002
2015-12-15,91,39.0,,0.39,35.49
2015-12-16,96,39.0,,0.39,37.44
2015-12-17,99,39.0,,0.39,38.61
2015-12-18,82,39.0,,0.39,31.98
2015-12-19,46,39.0,,0.39,17.94
2015-12-20,62,39.0,,0.39,24.18
2015-12-21,77,39.0,,0.39,30.03
2015-12-22,73,39.0,,0.39,28.470000000000002
2015-12-23,91,39.0,,0.39,35.49
2015-12-24,63,39.0,,0.39,24.57
2015-12-25,31,39.0,,0.39,12.09
2015-12-26,22,39.0,,0.39,8.58
2015-12-27,29,39.0,,0.39,11.31
2015-12-28,54,39.0,,0.39,21.060000000000002
2015-12-29,69,39.0,,0.39,26.91
2015-12-30,69,39.0,,0.39,26.91
2015-12-31,44,39.0,,0.39,17.16
2016-01-01,29,40.0,False,0.4,11.600000000000001
2016-01-02,23,40.0,,0.4,9.200000000000001
2016-01-03,23,40.0,,0.4,9.200000000000001
2016-01-04,77,40.0,,0.4,30.8
2016-01-05,86,40.0,,0.4,34.4
2016-01-06,87,40.0,,0.4,34.800000000000004
2016-01-07,89,40.0,,0.4,35.6
2016-01-08,74,40.0,,0.4,29.6
2016-01-09,50,40.0,,0.4,20.0
2016-01-10,22,40.0,,0.4,8.8
2016-01-11,76,40.0,,0.4,30.400000000000002
2016-01-12,86,40.0,,0.4,34.4
2016-01-13,91,40.0,,0.4,36.4
2016-01-14,81,40.0,,0.4,32.4
2016-01-15,70,40.0,,0.4,28.0
2016-01-16,41,40.0,,0.4,16.400000000000002
2016-01-17,38,40.0,,0.4,15.200000000000001
2016-01-18,78,40.0,,0.4,31.200000000000003
2016-01-19,89,40.0,,0.4,35.6
2016-01-20,81,40.0,,0.4,32.4
2016-01-21,87,40.0,,0.4,34.800000000000004
2016-01-22,87,40.0,,0.4,34.800000000000004
2016-01-23,46,40.0,,0.4,18.400000000000002
2016-01-24,39,40.0,,0.4,15.600000000000001
2016-01-25,76,40.0,,0.4,30.400000000000002
2016-01-26,97,40.0,,0.4,38.800000000000004
2016-01-27,92,40.0,,0.4,36.800000000000004
2016-01-28,99,40.0,,0.4,39.6
2016-01-29,100,40.0,,0.4,40.0
2016-01-30,53,40.0,,0.4,21.200000000000003
2016-01-31,49,40.0,,0.4,19.6
2016-02-01,79,44.0,False,0.44,34.76
2016-02-02,86,44.0,,0.44,37.84
2016-02-03,87,44.0,,0.44,38.28
2016-02-04,84,44.0,,0.44,36.96
2016-02-05,77,44.0,,0.44,33.88
2016-02-06,31,44.0,,0.44,13.64
2016-02-07,41,44.0,,0.44,18.04
2016-02-08,73,44.0,,0.44,32.12
2016-02-09,77,44.0,,0.44,33.88
2016-02-10,88,44.0,,0.44,38.72
2016-02-11,95,44.0,,0.44,41.8
2016-02-12,79,44.0,,0.44,34.76
2016-02-13,36,44.0,,0.44,15.84
2016-02-14,54,44.0,,0.44,23.76
2016-02-15,51,44.0,,0.44,22.44
2016-02-16,100,44.0,,0.44,44.0
2016-02-17,84,44.0,,0.44,36.96
2016-02-18,90,44.0,,0.44,39.6
2016-02-19,86,44.0,,0.44,37.84
2016-02-20,44,44.0,,0.44,19.36
2016-02-21,22,44.0,,0.44,9.68
2016-02-22,82,44.0,,0.44,36.08
2016-02-23,95,44.0,,0.44,41.8
2016-02-24,88,44.0,,0.44,38.72
2016-02-25,97,44.0,,0.44,42.68
2016-02-26,79,44.0,,0.44,34.76
2016-02-27,47,44.0,,0.44,20.68
2016-02-28,42,44.0,,0.44,18.48
2016-02-29,79,44.0,,0.44,34.76
2016-03-01,96,47.0,False,0.47,45.12
2016-03-02,83,47.0,,0.47,39.01
2016-03-03,93,47.0,,0.47,43.71
2016-03-04,89,47.0,,0.47,41.83
2016-03-05,46,47.0,,0.47,21.619999999999997
2016-03-06,41,47.0,,0.47,19.27
2016-03-07,72,47.0,,0.47,33.839999999999996
2016-03-08,93,47.0,,0.47,43.71
2016-03-09,85,47.0,,0.47,39.949999999999996
2016-03-10,93,47.0,,0.47,43.71
2016-03-11,82,47.0,,0.47,38.54
2016-03-12,33,47.0,,0.47,15.51
2016-03-13,37,47.0,,0.47,17.39
2016-03-14,64,47.0,,0.47,30.08
2016-03-15,72,47.0,,0.47,33.839999999999996
2016-03-16,91,47.0,,0.47,42.769999999999996
2016-03-17,93,47.0,,0.47,43.71
2016-03-18,83,47.0,,0.47,39.01
2016-03-19,40,47.0,,0.47,18.799999999999997
2016-03-20,45,47.0,,0.47,21.15
2016-03-21,80,47.0,,0.47,37.599999999999994
2016-03-22,78,47.0,,0.47,36.66
2016-03-23,89,47.0,,0.47,41.83
2016-03-24,100,47.0,,0.47,47.0
2016-03-25,85,47.0,,0.47,39.949999999999996
2016-03-26,38,47.0,,0.47,17.86
2016-03-27,28,47.0,,0.47,13.16
2016-03-28,90,47.0,,0.47,42.3
2016-03-29,92,47.0,,0.47,43.239999999999995
2016-03-30,95,47.0,,0.47,44.65
2016-03-31,78,47.0,,0.47,36.66
2016-04-01,76,47.0,False,0.47,35.72
2016-04-02,32,47.0,,0.47,15.04
2016-04-03,21,47.0,,0.47,9.87
2016-04-04,60,47.0,,0.47,28.2
2016-04-05,82,47.0,,0.47,38.54
2016-04-06,85,47.0,,0.47,39.949999999999996
2016-04-07,81,47.0,,0.47,38.07
2016-04-08,65,47.0,,0.47,30.549999999999997
2016-04-09,36,47.0,,0.47,16.919999999999998
2016-04-10,39,47.0,,0.47,18.33
2016-04-11,99,47.0,,0.47,46.529999999999994
2016-04-12,84,47.0,,0.47,39.48
2016-04-13,89,47.0,,0.47,41.83
2016-04-14,88,47.0,,0.47,41.36
2016-04-15,72,47.0,,0.47,33.839999999999996
2016-04-16,26,47.0,,0.47,12.219999999999999
2016-04-17,29,47.0,,0.47,13.629999999999999
2016-04-18,54,47.0,,0.47,25.38
2016-04-19,74,47.0,,0.47,34.78
2016-04-20,97,47.0,,0.47,45.589999999999996
2016-04-21,89,47.0,,0.47,41.83
2016-04-22,75,47.0,,0.47,35.25
2016-04-23,39,47.0,,0.47,18.33
2016-04-24,32,47.0,,0.47,15.04
2016-04-25,65,47.0,,0.47,30.549999999999997
2016-04-26,100,47.0,,0.47,47.0
2016-04-27,85,47.0,,0.47,39.949999999999996
2016-04-28,81,47.0,,0.47,38.07
2016-04-29,71,47.0,,0.47,33.37
2016-04-30,31,47.0,,0.47,14.569999999999999
2016-05-01,34,50.0,False,0.5,17.0
2016-05-02,59,50.0,,0.5,29.5
2016-05-03,88,50.0,,0.5,44.0
2016-05-04,81,50.0,,0.5,40.5
2016-05-05,90,50.0,,0.5,45.0
2016-05-06,75,50.0,,0.5,37.5
2016-05-07,37,50.0,,0.5,18.5
2016-05-08,28,50.0,,0.5,14.0
2016-05-09,68,50.0,,0.5,34.0
2016-05-10,84,50.0,,0.5,42.0
2016-05-11,74,50.0,,0.5,37.0
2016-05-12,89,50.0,,0.5,44.5
2016-05-13,69,50.0,,0.5,34.5
2016-05-14,54,50.0,,0.5,27.0
2016-05-15,37,50.0,,0.5,18.5
2016-05-16,85,50.0,,0.5,42.5
2016-05-17,90,50.0,,0.5,45.0
2016-05-18,97,50.0,,0.5,48.5
2016-05-19,75,50.0,,0.5,37.5
2016-05-20,100,50.0,,0.5,50.0
2016-05-21,35,50.0,,0.5,17.5
2016-05-22,35,50.0,,0.5,17.5
2016-05-23,97,50.0,,0.5,48.5
2016-05-24,95,50.0,,0.5,47.5
2016-05-25,93,50.0,,0.5,46.5
2016-05-26,87,50.0,,0.5,43.5
2016-05-27,81,50.0,,0.5,40.5
2016-05-28,34,50.0,,0.5,17.0
2016-05-29,31,50.0,,0.5,15.5
2016-05-30,40,50.0,,0.5,20.0
2016-05-31,84,50.0,,0.5,42.0
2016-06-01,68,57.0,False,0.57,38.76
2016-06-02,56,57.0,,0.57,31.919999999999998
2016-06-03,41,57.0,,0.57,23.369999999999997
2016-06-04,21,57.0,,0.57,11.969999999999999
2016-06-05,14,57.0,,0.57,7.9799999999999995
2016-06-06,62,57.0,,0.57,35.339999999999996
2016-06-07,59,57.0,,0.57,33.629999999999995
2016-06-08,66,57.0,,0.57,37.62
2016-06-09,60,57.0,,0.57,34.199999999999996
2016-06-10,65,57.0,,0.57,37.05
2016-06-11,23,57.0,,0.57,13.11
2016-06-12,27,57.0,,0.57,15.389999999999999
2016-06-13,53,57.0,,0.57,30.209999999999997
2016-06-14,58,57.0,,0.57,33.059999999999995
2016-06-15,58,57.0,,0.57,33.059999999999995
2016-06-16,54,57.0,,0.57,30.779999999999998
2016-06-17,61,57.0,,0.57,34.769999999999996
2016-06-18,19,57.0,,0.57,10.829999999999998
2016-06-19,26,57.0,,0.57,14.819999999999999
2016-06-20,73,57.0,,0.57,41.61
2016-06-21,100,57.0,,0.57,56.99999999999999
2016-06-22,65,57.0,,0.57,37.05
2016-06-23,57,57.0,,0.57,32.489999999999995
2016-06-24,63,57.0,,0.57,35.91
2016-06-25,27,57.0,,0.57,15.389999999999999
2016-06-26,26,57.0,,0.57,14.819999999999999
2016-06-27,76,57.0,,0.57,43.31999999999999
2016-06-28,66,57.0,,0.57,37.62
2016-06-29,68,57.0,,0.57,38.76
2016-06-30,73,57.0,,0.57,41.61
2016-07-01,77,50.0,False,0.5,38.5
2016-07-02,38,50.0,,0.5,19.0
2016-07-03,25,50.0,,0.5,12.5
2016-07-04,30,50.0,,0.5,15.0
2016-07-05,76,50.0,,0.5,38.0
2016-07-06,95,50.0,,0.5,47.5
2016-07-07,77,50.0,,0.5,38.5
2016-07-08,81,50.0,,0.5,40.5
2016-07-09,33,50.0,,0.5,16.5
2016-07-10,29,50.0,,0.5,14.5
2016-07-11,78,50.0,,0.5,39.0
2016-07-12,79,50.0,,0.5,39.5
2016-07-13,69,50.0,,0.5,34.5
2016-07-14,94,50.0,,0.5,47.0
2016-07-15,62,50.0,,0.5,31.0
2016-07-16,37,50.0,,0.5,18.5
2016-07-17,29,50.0,,0.5,14.5
2016-07-18,76,50.0,,0.5,38.0
2016-07-19,82,50.0,,0.5,41.0
2016-07-20,80,50.0,,0.5,40.0
2016-07-21,75,50.0,,0.5,37.5
2016-07-22,79,50.0,,0.5,39.5
2016-07-23,27,50.0,,0.5,13.5
2016-07-24,26,50.0,,0.5,13.0
2016-07-25,72,50.0,,0.5,36.0
2016-07-26,81,50.0,,0.5,40.5
2016-07-27,100,50.0,,0.5,50.0
2016-07-28,78,50.0,,0.5,39.0
2016-07-29,85,50.0,,0.5,42.5
2016-07-30,34,50.0,,0.5,17.0
2016-07-31,39,50.0,,0.5,19.5
2016-08-01,68,55.0,False,0.55,37.400000000000006
2016-08-02,100,55.0,,0.55,55.00000000000001
2016-08-03,97,55.0,,0.55,53.35
2016-08-04,94,55.0,,0.55,51.7
2016-08-05,86,55.0,,0.55,47.300000000000004
2016-08-06,28,55.0,,0.55,15.400000000000002
2016-08-07,34,55.0,,0.55,18.700000000000003
2016-08-08,78,55.0,,0.55,42.900000000000006
2016-08-09,73,55.0,,0.55,40.150000000000006
2016-08-10,88,55.0,,0.55,48.400000000000006
2016-08-11,82,55.0,,0.55,45.1
2016-08-12,78,55.0,,0.55,42.900000000000006
2016-08-13,38,55.0,,0.55,20.900000000000002
2016-08-14,36,55.0,,0.55,19.8
2016-08-15,75,55.0,,0.55,41.25
2016-08-16,82,55.0,,0.55,45.1
2016-08-17,86,55.0,,0.55,47.300000000000004
2016-08-18,72,55.0,,0.55,39.6
2016-08-19,74,55.0,,0.55,40.7
2016-08-20,34,55.0,,0.55,18.700000000000003
2016-08-21,34,55.0,,0.55,18.700000000000003
2016-08-22,78,55.0,,0.55,42.900000000000006
2016-08-23,98,55.0,,0.55,53.900000000000006
2016-08-24,76,55.0,,0.55,41.800000000000004
2016-08-25,82,55.0,,0.55,45.1
2016-08-26,86,55.0,,0.55,47.300000000000004
2016-08-27,34,55.0,,0.55,18.700000000000003
2016-08-28,32,55.0,,0.55,17.6
2016-08-29,82,55.0,,0.55,45.1
2016-08-30,84,55.0,,0.55,46.2
2016-08-31,74,55.0,,0.55,40.7
2016-09-01,97,54.0,False,0.54,52.38
2016-09-02,85,54.0,,0.54,45.900000000000006
2016-09-03,32,54.0,,0.54,17.28
2016-09-04,27,54.0,,0.54,14.580000000000002
2016-09-05,52,54.0,,0.54,28.080000000000002
2016-09-06,77,54.0,,0.54,41.580000000000005
2016-09-07,95,54.0,,0.54,51.300000000000004
2016-09-08,97,54.0,,0.54,52.38
2016-09-09,83,54.0,,0.54,44.82
2016-09-10,28,54.0,,0.54,15.120000000000001
2016-09-11,33,54.0,,0.54,17.82
2016-09-12,81,54.0,,0.54,43.74
2016-09-13,97,54.0,,0.54,52.38
2016-09-14,93,54.0,,0.54,50.220000000000006
2016-09-15,81,54.0,,0.54,43.74
2016-09-16,92,54.0,,0.54,49.68000000000001
2016-09-17,30,54.0,,0.54,16.200000000000003
2016-09-18,47,54.0,,0.54,25.380000000000003
2016-09-19,84,54.0,,0.54,45.36
2016-09-20,86,54.0,,0.54,46.440000000000005
2016-09-21,100,54.0,,0.54,54.0
2016-09-22,100,54.0,,0.54,54.0
2016-09-23,68,54.0,,0.54,36.72
2016-09-24,39,54.0,,0.54,21.060000000000002
2016-09-25,31,54.0,,0.54,16.740000000000002
2016-09-26,88,54.0,,0.54,47.52
2016-09-27,99,54.0,,0.54,53.46
2016-09-28,93,54.0,,0.54,50.220000000000006
2016-09-29,90,54.0,,0.54,48.6
2016-09-30,83,54.0,,0.54,44.82
2016-10-01,32,54.0,False,0.54,17.28
2016-10-02,31,54.0,,0.54,16.740000000000002
2016-10-03,61,54.0,,0.54,32.940000000000005
2016-10-04,90,54.0,,0.54,48.6
2016-10-05,83,54.0,,0.54,44.82
2016-10-06,65,54.0,,0.54,35.1
2016-10-07,74,54.0,,0.54,39.96
2016-10-08,37,54.0,,0.54,19.98
2016-10-09,30,54.0,,0.54,16.200000000000003
2016-10-10,59,54.0,,0.54,31.860000000000003
2016-10-11,56,54.0,,0.54,30.240000000000002
2016-10-12,76,54.0,,0.54,41.040000000000006
2016-10-13,82,54.0,,0.54,44.28
2016-10-14,73,54.0,,0.54,39.42
2016-10-15,33,54.0,,0.54,17.82
2016-10-16,22,54.0,,0.54,11.88
2016-10-17,71,54.0,,0.54,38.34
