date,docker_unscaled,docker_monthly,isPartial,scale,docker
2016-10-18,77,54.0,,0.54,41.580000000000005
2016-10-19,81,54.0,,0.54,43.74
2016-10-20,72,54.0,,0.54,38.88
2016-10-21,77,54.0,,0.54,41.580000000000005
2016-10-22,23,54.0,,0.54,12.420000000000002
2016-10-23,37,54.0,,0.54,19.98
2016-10-24,72,54.0,,0.54,38.88
2016-10-25,80,54.0,,0.54,43.2
2016-10-26,95,54.0,,0.54,51.300000000000004
2016-10-27,100,54.0,,0.54,54.0
2016-10-28,97,54.0,,0.54,52.38
2016-10-29,44,54.0,,0.54,23.76
2016-10-30,34,54.0,,0.54,18.36
2016-10-31,77,54.0,,0.54,41.580000000000005
2016-11-01,73,56.0,False,0.56,40.88
2016-11-02,86,56.0,,0.56,48.160000000000004
2016-11-03,84,56.0,,0.56,47.040000000000006
2016-11-04,96,56.0,,0.56,53.760000000000005
2016-11-05,41,56.0,,0.56,22.96
2016-11-06,41,56.0,,0.56,22.96
2016-11-07,85,56.0,,0.56,47.6
2016-11-08,69,56.0,,0.56,38.64
2016-11-09,49,56.0,,0.56,27.44
2016-11-10,85,56.0,,0.56,47.6
2016-11-11,76,56.0,,0.56,42.56
2016-11-12,43,56.0,,0.56,24.080000000000002
2016-11-13,41,56.0,,0.56,22.96
2016-11-14,71,56.0,,0.56,39.760000000000005
2016-11-15,92,56.0,,0.56,51.52
2016-11-16,89,56.0,,0.56,49.84
2016-11-17,76,56.0,,0.56,42.56
2016-11-18,79,56.0,,0.56,44.24
2016-11-19,41,56.0,,0.56,22.96
2016-11-20,18,56.0,,0.56,10.080000000000002
2016-11-21,87,56.0,,0.56,48.720000000000006
2016-11-22,89,56.0,,0.56,49.84
2016-11-23,79,56.0,,0.56,44.24
2016-11-24,33,56.0,,0.56,18.48
2016-11-25,32,56.0,,0.56,17.92
2016-11-26,33,56.0,,0.56,18.48
2016-11-27,31,56.0,,0.56,17.360000000000003
2016-11-28,60,56.0,,0.56,33.6
2016-11-29,81,56.0,,0.56,45.36000000000001
2016-11-30,100,56.0,,0.56,56.00000000000001
2016-12-01,96,56.0,False,0.56,53.760000000000005
2016-12-02,70,56.0,,0.56,39.2
2016-12-03,32,56.0,,0.56,17.92
2016-12-04,35,56.0,,0.56,19.6
2016-12-05,79,56.0,,0.56,44.24
2016-12-06,87,56.0,,0.56,48.720000000000006
2016-12-07,100,56.0,,0.56,56.00000000000001
2016-12-08,99,56.0,,0.56,55.440000000000005
2016-12-09,74,56.0,,0.56,41.440000000000005
2016-12-10,36,56.0,,0.56,20.160000000000004
2016-12-11,37,56.0,,0.56,20.720000000000002
2016-12-12,69,56.0,,0.56,38.64
2016-12-13,96,56.0,,0.56,53.760000000000005
2016-12-14,79,56.0,,0.56,44.24
2016-12-15,78,56.0,,0.56,43.68000000000001
2016-12-16,70,56.0,,0.56,39.2
2016-12-17,40,56.0,,0.56,22.400000000000002
2016-12-18,36,56.0,,0.56,20.160000000000004
2016-12-19,65,56.0,,0.56,36.400000000000006
2016-12-20,84,56.0,,0.56,47.040000000000006
2016-12-21,86,56.0,,0.56,48.160000000000004
2016-12-22,76,56.0,,0.56,42.56
2016-12-23,65,56.0,,0.56,36.400000000000006
2016-12-24,30,56.0,,0.56,16.8
2016-12-25,30,56.0,,0.56,16.8
2016-12-26,19,56.0,,0.56,10.64
2016-12-27,58,56.0,,0.56,32.480000000000004
2016-12-28,62,56.0,,0.56,34.720000000000006
2016-12-29,59,56.0,,0.56,33.040000000000006
2016-12-30,55,56.0,,0.56,30.800000000000004
2016-12-31,34,56.0,,0.56,19.040000000000003
2017-01-01,18,62.0,False,0.62,11.16
2017-01-02,36,62.0,,0.62,22.32
2017-01-03,64,62.0,,0.62,39.68
2017-01-04,86,62.0,,0.62,53.32
2017-01-05,69,62.0,,0.62,42.78
2017-01-06,72,62.0,,0.62,44.64
2017-01-07,30,62.0,,0.62,18.6
2017-01-08,28,62.0,,0.62,17.36
2017-01-09,81,62.0,,0.62,50.22
2017-01-10,92,62.0,,0.62,57.04
2017-01-11,80,62.0,,0.62,49.6
2017-01-12,77,62.0,,0.62,47.74
2017-01-13,66,62.0,,0.62,40.92
2017-01-14,37,62.0,,0.62,22.94
2017-01-15,37,62.0,,0.62,22.94
2017-01-16,48,62.0,,0.62,29.759999999999998
2017-01-17,72,62.0,,0.62,44.64
2017-01-18,84,62.0,,0.62,52.08
2017-01-19,85,62.0,,0.62,52.7
2017-01-20,88,62.0,,0.62,54.56
2017-01-21,40,62.0,,0.62,24.8
2017-01-22,41,62.0,,0.62,25.419999999999998
2017-01-23,75,62.0,,0.62,46.5
2017-01-24,86,62.0,,0.62,53.32
2017-01-25,91,62.0,,0.62,56.42
2017-01-26,100,62.0,,0.62,62.0
2017-01-27,88,62.0,,0.62,54.56
2017-01-28,32,62.0,,0.62,19.84
2017-01-29,29,62.0,,0.62,17.98
2017-01-30,67,62.0,,0.62,41.54
2017-01-31,89,62.0,,0.62,55.18
2017-02-01,80,70.0,False,0.7,56.0
2017-02-02,90,70.0,,0.7,62.99999999999999
2017-02-03,85,70.0,,0.7,59.49999999999999
2017-02-04,44,70.0,,0.7,30.799999999999997
2017-02-05,33,70.0,,0.7,23.099999999999998
2017-02-06,69,70.0,,0.7,48.3
2017-02-07,67,70.0,,0.7,46.9
2017-02-08,91,70.0,,0.7,63.699999999999996
2017-02-09,89,70.0,,0.7,62.3
2017-02-10,83,70.0,,0.7,58.099999999999994
2017-02-11,39,70.0,,0.7,27.299999999999997
2017-02-12,33,70.0,,0.7,23.099999999999998
2017-02-13,70,70.0,,0.7,49.0
2017-02-14,86,70.0,,0.7,60.199999999999996
2017-02-15,81,70.0,,0.7,56.699999999999996
2017-02-16,100,70.0,,0.7,70.0
2017-02-17,91,70.0,,0.7,63.699999999999996
2017-02-18,31,70.0,,0.7,21.7
2017-02-19,37,70.0,,0.7,25.9
2017-02-20,63,70.0,,0.7,44.099999999999994
2017-02-21,80,70.0,,0.7,56.0
2017-02-22,85,70.0,,0.7,59.49999999999999
2017-02-23,92,70.0,,0.7,64.39999999999999
2017-02-24,99,70.0,,0.7,69.3
2017-02-25,36,70.0,,0.7,25.2
2017-02-26,28,70.0,,0.7,19.599999999999998
2017-02-27,74,70.0,,0.7,51.8
2017-02-28,90,70.0,,0.7,62.99999999999999
2017-03-01,81,75.0,False,0.75,60.75
2017-03-02,91,75.0,,0.75,68.25
2017-03-03,85,75.0,,0.75,63.75
2017-03-04,41,75.0,,0.75,30.75
2017-03-05,36,75.0,,0.75,27.0
2017-03-06,88,75.0,,0.75,66.0
2017-03-07,89,75.0,,0.75,66.75
2017-03-08,100,75.0,,0.75,75.0
2017-03-09,96,75.0,,0.75,72.0
2017-03-10,95,75.0,,0.75,71.25
2017-03-11,49,75.0,,0.75,36.75
2017-03-12,41,75.0,,0.75,30.75
2017-03-13,91,75.0,,0.75,68.25
2017-03-14,84,75.0,,0.75,63.0
2017-03-15,94,75.0,,0.75,70.5
2017-03-16,79,75.0,,0.75,59.25
2017-03-17,68,75.0,,0.75,51.0
2017-03-18,42,75.0,,0.75,31.5
2017-03-19,50,75.0,,0.75,37.5
2017-03-20,77,75.0,,0.75,57.75
2017-03-21,80,75.0,,0.75,60.0
2017-03-22,74,75.0,,0.75,55.5
2017-03-23,84,75.0,,0.75,63.0
2017-03-24,83,75.0,,0.75,62.25
2017-03-25,43,75.0,,0.75,32.25
2017-03-26,33,75.0,,0.75,24.75
2017-03-27,89,75.0,,0.75,66.75
2017-03-28,87,75.0,,0.75,65.25
2017-03-29,87,75.0,,0.75,65.25
2017-03-30,78,75.0,,0.75,58.5
2017-03-31,75,75.0,,0.75,56.25
2017-04-01,31,72.0,False,0.72,22.32
2017-04-02,30,72.0,,0.72,21.599999999999998
2017-04-03,67,72.0,,0.72,48.239999999999995
2017-04-04,68,72.0,,0.72,48.96
2017-04-05,70,72.0,,0.72,50.4
2017-04-06,73,72.0,,0.72,52.559999999999995
2017-04-07,74,72.0,,0.72,53.28
2017-04-08,35,72.0,,0.72,25.2
2017-04-09,26,72.0,,0.72,18.72
2017-04-10,66,72.0,,0.72,47.519999999999996
2017-04-11,69,72.0,,0.72,49.68
2017-04-12,69,72.0,,0.72,49.68
2017-04-13,67,72.0,,0.72,48.239999999999995
2017-04-14,78,72.0,,0.72,56.16
2017-04-15,37,72.0,,0.72,26.64
2017-04-16,28,72.0,,0.72,20.16
2017-04-17,67,72.0,,0.72,48.239999999999995
2017-04-18,70,72.0,,0.72,50.4
2017-04-19,100,72.0,,0.72,72.0
2017-04-20,81,72.0,,0.72,58.32
2017-04-21,75,72.0,,0.72,54.0
2017-04-22,42,72.0,,0.72,30.24
2017-04-23,34,72.0,,0.72,24.48
2017-04-24,80,72.0,,0.72,57.599999999999994
2017-04-25,78,72.0,,0.72,56.16
2017-04-26,85,72.0,,0.72,61.199999999999996
2017-04-27,84,72.0,,0.72,60.48
2017-04-28,77,72.0,,0.72,55.44
2017-04-29,30,72.0,,0.72,21.599999999999998
2017-04-30,28,72.0,,0.72,20.16
2017-05-01,71,78.0,False,0.78,55.38
2017-05-02,92,78.0,,0.78,71.76
2017-05-03,88,78.0,,0.78,68.64
2017-05-04,82,78.0,,0.78,63.96
2017-05-05,75,78.0,,0.78,58.5
2017-05-06,37,78.0,,0.78,28.86
2017-05-07,32,78.0,,0.78,24.96
2017-05-08,91,78.0,,0.78,70.98
2017-05-09,84,78.0,,0.78,65.52
2017-05-10,85,78.0,,0.78,66.3
2017-05-11,97,78.0,,0.78,75.66
2017-05-12,81,78.0,,0.78,63.18
2017-05-13,36,78.0,,0.78,28.080000000000002
2017-05-14,31,78.0,,0.78,24.18
2017-05-15,69,78.0,,0.78,53.82
2017-05-16,100,78.0,,0.78,78.0
2017-05-17,79,78.0,,0.78,61.620000000000005
2017-05-18,86,78.0,,0.78,67.08
2017-05-19,71,78.0,,0.78,55.38
2017-05-20,38,78.0,,0.78,29.64
2017-05-21,24,78.0,,0.78,18.72
2017-05-22,83,78.0,,0.78,64.74000000000001
2017-05-23,90,78.0,,0.78,70.2
2017-05-24,81,78.0,,0.78,63.18
2017-05-25,78,78.0,,0.78,60.84
2017-05-26,68,78.0,,0.78,53.04
2017-05-27,33,78.0,,0.78,25.740000000000002
2017-05-28,29,78.0,,0.78,22.62
2017-05-29,34,78.0,,0.78,26.52
2017-05-30,80,78.0,,0.78,62.400000000000006
2017-05-31,83,78.0,,0.78,64.74000000000001
2017-06-01,85,78.0,False,0.78,66.3
2017-06-02,82,78.0,,0.78,63.96
2017-06-03,34,78.0,,0.78,26.52
2017-06-04,31,78.0,,0.78,24.18
2017-06-05,75,78.0,,0.78,58.5
2017-06-06,92,78.0,,0.78,71.76
2017-06-07,91,78.0,,0.78,70.98
2017-06-08,84,78.0,,0.78,65.52
2017-06-09,76,78.0,,0.78,59.28
2017-06-10,42,78.0,,0.78,32.76
2017-06-11,33,78.0,,0.78,25.740000000000002
2017-06-12,89,78.0,,0.78,69.42
2017-06-13,89,78.0,,0.78,69.42
2017-06-14,94,78.0,,0.78,73.32000000000001
2017-06-15,93,78.0,,0.78,72.54
2017-06-16,80,78.0,,0.78,62.400000000000006
2017-06-17,29,78.0,,0.78,22.62
2017-06-18,29,78.0,,0.78,22.62
2017-06-19,86,78.0,,0.78,67.08
2017-06-20,97,78.0,,0.78,75.66
2017-06-21,98,78.0,,0.78,76.44
2017-06-22,93,78.0,,0.78,72.54
2017-06-23,91,78.0,,0.78,70.98
2017-06-24,29,78.0,,0.78,22.62
2017-06-25,30,78.0,,0.78,23.400000000000002
2017-06-26,86,78.0,,0.78,67.08
2017-06-27,75,78.0,,0.78,58.5
2017-06-28,90,78.0,,0.78,70.2
2017-06-29,100,78.0,,0.78,78.0
2017-06-30,84,78.0,,0.78,65.52
2017-07-01,33,74.0,False,0.74,24.419999999999998
2017-07-02,31,74.0,,0.74,22.94
2017-07-03,57,74.0,,0.74,42.18
2017-07-04,34,74.0,,0.74,25.16
2017-07-05,70,74.0,,0.74,51.8
2017-07-06,89,74.0,,0.74,65.86
2017-07-07,84,74.0,,0.74,62.16
2017-07-08,31,74.0,,0.74,22.94
2017-07-09,34,74.0,,0.74,25.16
2017-07-10,88,74.0,,0.74,65.12
2017-07-11,92,74.0,,0.74,68.08
2017-07-12,86,74.0,,0.74,63.64
2017-07-13,82,74.0,,0.74,60.68
2017-07-14,88,74.0,,0.74,65.12
2017-07-15,34,74.0,,0.74,25.16
2017-07-16,29,74.0,,0.74,21.46
2017-07-17,91,74.0,,0.74,67.34
2017-07-18,94,74.0,,0.74,69.56
2017-07-19,91,74.0,,0.74,67.34
2017-07-20,99,74.0,,0.74,73.26
2017-07-21,70,74.0,,0.74,51.8
2017-07-22,39,74.0,,0.74,28.86
2017-07-23,28,74.0,,0.74,20.72
2017-07-24,87,74.0,,0.74,64.38
2017-07-25,93,74.0,,0.74,68.82
2017-07-26,100,74.0,,0.74,74.0
2017-07-27,91,74.0,,0.74,67.34
2017-07-28,88,74.0,,0.74,65.12
2017-07-29,32,74.0,,0.74,23.68
2017-07-30,36,74.0,,0.74,26.64
2017-07-31,68,74.0,,0.74,50.32
2017-08-01,96,79.0,False,0.79,75.84
2017-08-02,79,79.0,,0.79,62.410000000000004
2017-08-03,86,79.0,,0.79,67.94
2017-08-04,100,79.0,,0.79,79.0
2017-08-05,34,79.0,,0.79,26.86
2017-08-06,25,79.0,,0.79,19.75
2017-08-07,68,79.0,,0.79,53.72
2017-08-08,95,79.0,,0.79,75.05
2017-08-09,93,79.0,,0.79,73.47
2017-08-10,97,79.0,,0.79,76.63000000000001
2017-08-11,81,79.0,,0.79,63.99
2017-08-12,28,79.0,,0.79,22.12
2017-08-13,30,79.0,,0.79,23.700000000000003
2017-08-14,79,79.0,,0.79,62.410000000000004
2017-08-15,94,79.0,,0.79,74.26
2017-08-16,79,79.0,,0.79,62.410000000000004
2017-08-17,82,79.0,,0.79,64.78
2017-08-18,73,79.0,,0.79,57.67
2017-08-19,28,79.0,,0.79,22.12
2017-08-20,27,79.0,,0.79,21.330000000000002
2017-08-21,69,79.0,,0.79,54.510000000000005
2017-08-22,89,79.0,,0.79,70.31
2017-08-23,79,79.0,,0.79,62.410000000000004
2017-08-24,78,79.0,,0.79,61.620000000000005
2017-08-25,80,79.0,,0.79,63.2
2017-08-26,33,79.0,,0.79,26.07
2017-08-27,27,79.0,,0.79,21.330000000000002
2017-08-28,75,79.0,,0.79,59.25
2017-08-29,82,79.0,,0.79,64.78
2017-08-30,85,79.0,,0.79,67.15
2017-08-31,87,79.0,,0.79,68.73
2017-09-01,72,71.0,False,0.71,51.12
2017-09-02,39,71.0,,0.71,27.689999999999998
2017-09-03,25,71.0,,0.71,17.75
2017-09-04,35,71.0,,0.71,24.849999999999998
2017-09-05,71,71.0,,0.71,50.41
2017-09-06,76,71.0,,0.71,53.959999999999994
2017-09-07,88,71.0,,0.71,62.48
2017-09-08,70,71.0,,0.71,49.699999999999996
2017-09-09,42,71.0,,0.71,29.82
2017-09-10,34,71.0,,0.71,24.14
2017-09-11,77,71.0,,0.71,54.669999999999995
2017-09-12,94,71.0,,0.71,66.74
2017-09-13,92,71.0,,0.71,65.32
2017-09-14,89,71.0,,0.71,63.19
2017-09-15,79,71.0,,0.71,56.089999999999996
2017-09-16,27,71.0,,0.71,19.169999999999998
2017-09-17,33,71.0,,0.71,23.43
2017-09-18,80,71.0,,0.71,56.8
2017-09-19,91,71.0,,0.71,64.61
2017-09-20,98,71.0,,0.71,69.58
2017-09-21,95,71.0,,0.71,67.45
2017-09-22,72,71.0,,0.71,51.12
2017-09-23,34,71.0,,0.71,24.14
2017-09-24,29,71.0,,0.71,20.59
2017-09-25,84,71.0,,0.71,59.64
2017-09-26,100,71.0,,0.71,71.0
2017-09-27,77,71.0,,0.71,54.669999999999995
2017-09-28,79,71.0,,0.71,56.089999999999996
2017-09-29,69,71.0,,0.71,48.989999999999995
2017-09-30,45,71.0,,0.71,31.95
2017-10-01,27,78.0,False,0.78,21.060000000000002
2017-10-02,83,78.0,,0.78,64.74000000000001
2017-10-03,87,78.0,,0.78,67.86
2017-10-04,95,78.0,,0.78,74.10000000000001
2017-10-05,78,78.0,,0.78,60.84
2017-10-06,78,78.0,,0.78,60.84
2017-10-07,33,78.0,,0.78,25.740000000000002
2017-10-08,34,78.0,,0.78,26.52
2017-10-09,71,78.0,,0.78,55.38
2017-10-10,100,78.0,,0.78,78.0
2017-10-11,98,78.0,,0.78,76.44
2017-10-12,90,78.0,,0.78,70.2
2017-10-13,90,78.0,,0.78,70.2
2017-10-14,42,78.0,,0.78,32.76
2017-10-15,34,78.0,,0.78,26.52
2017-10-16,68,78.0,,0.78,53.04
2017-10-17,92,78.0,,0.78,71.76
2017-10-18,89,78.0,,0.78,69.42
2017-10-19,80,78.0,,0.78,62.400000000000006
2017-10-20,77,78.0,,0.78,60.06
2017-10-21,34,78.0,,0.78,26.52
2017-10-22,30,78.0,,0.78,23.400000000000002
2017-10-23,77,78.0,,0.78,60.06
2017-10-24,93,78.0,,0.78,72.54
2017-10-25,83,78.0,,0.78,64.74000000000001
2017-10-26,92,78.0,,0.78,71.76
2017-10-27,76,78.0,,0.78,59.28
2017-10-28,33,78.0,,0.78,25.740000000000002
2017-10-29,28,78.0,,0.78,21.84
2017-10-30,72,78.0,,0.78,56.160000000000004
2017-10-31,98,78.0,,0.78,76.44
2017-11-01,100,74.0,False,0.74,74.0
2017-11-02,85,74.0,,0.74,62.9
2017-11-03,77,74.0,,0.74,56.98
2017-11-04,43,74.0,,0.74,31.82
2017-11-05,36,74.0,,0.74,26.64
2017-11-06,82,74.0,,0.74,60.68
2017-11-07,89,74.0,,0.74,65.86
2017-11-08,93,74.0,,0.74,68.82
2017-11-09,86,74.0,,0.74,63.64
2017-11-10,85,74.0,,0.74,62.9
2017-11-11,45,74.0,,0.74,33.3
2017-11-12,29,74.0,,0.74,21.46
2017-11-13,82,74.0,,0.74,60.68
2017-11-14,94,74.0,,0.74,69.56
2017-11-15,90,74.0,,0.74,66.6
2017-11-16,86,74.0,,0.74,63.64
2017-11-17,79,74.0,,0.74,58.46
2017-11-18,35,74.0,,0.74,25.9
2017-11-19,33,74.0,,0.74,24.419999999999998
2017-11-20,84,74.0,,0.74,62.16
2017-11-21,94,74.0,,0.74,69.56
2017-11-22,55,74.0,,0.74,40.7
2017-11-23,36,74.0,,0.74,26.64
2017-11-24,34,74.0,,0.74,25.16
2017-11-25,30,74.0,,0.74,22.2
2017-11-26,25,74.0,,0.74,18.5
2017-11-27,65,74.0,,0.74,48.1
2017-11-28,85,74.0,,0.74,62.9
2017-11-29,83,74.0,,0.74,61.42
2017-11-30,87,74.0,,0.74,64.38
2017-12-01,75,69.0,False,0.69,51.74999999999999
2017-12-02,39,69.0,,0.69,26.909999999999997
2017-12-03,33,69.0,,0.69,22.77
2017-12-04,76,69.0,,0.69,52.44
2017-12-05,80,69.0,,0.69,55.199999999999996
2017-12-06,77,69.0,,0.69,53.129999999999995
2017-12-07,93,69.0,,0.69,64.17
2017-12-08,77,69.0,,0.69,53.129999999999995
2017-12-09,38,69.0,,0.69,26.22
2017-12-10,37,69.0,,0.69,25.529999999999998
2017-12-11,80,69.0,,0.69,55.199999999999996
2017-12-12,90,69.0,,0.69,62.099999999999994
2017-12-13,100,69.0,,0.69,69.0
2017-12-14,91,69.0,,0.69,62.78999999999999
2017-12-15,77,69.0,,0.69,53.129999999999995
2017-12-16,38,69.0,,0.69,26.22
2017-12-17,36,69.0,,0.69,24.839999999999996
2017-12-18,89,69.0,,0.69,61.41
2017-12-19,87,69.0,,0.69,60.029999999999994
2017-12-20,85,69.0,,0.69,58.65
2017-12-21,79,69.0,,0.69,54.51
2017-12-22,65,69.0,,0.69,44.849999999999994
2017-12-23,30,69.0,,0.69,20.7
2017-12-24,26,69.0,,0.69,17.939999999999998
2017-12-25,22,69.0,,0.69,15.18
2017-12-26,39,69.0,,0.69,26.909999999999997
2017-12-27,67,69.0,,0.69,46.23
2017-12-28,49,69.0,,0.69,33.809999999999995
2017-12-29,53,69.0,,0.69,36.57
2017-12-30,34,69.0,,0.69,23.459999999999997
2017-12-31,33,69.0,,0.69,22.77
2018-01-01,22,78.0,False,0.78,17.16
2018-01-02,70,78.0,,0.78,54.6
2018-01-03,71,78.0,,0.78,55.38
2018-01-04,68,78.0,,0.78,53.04
2018-01-05,79,78.0,,0.78,61.620000000000005
2018-01-06,36,78.0,,0.78,28.080000000000002
2018-01-07,36,78.0,,0.78,28.080000000000002
2018-01-08,68,78.0,,0.78,53.04
2018-01-09,79,78.0,,0.78,61.620000000000005
2018-01-10,88,78.0,,0.78,68.64
2018-01-11,80,78.0,,0.78,62.400000000000006
2018-01-12,66,78.0,,0.78,51.480000000000004
2018-01-13,39,78.0,,0.78,30.42
2018-01-14,35,78.0,,0.78,27.3
2018-01-15,54,78.0,,0.78,42.120000000000005
2018-01-16,81,78.0,,0.78,63.18
2018-01-17,92,78.0,,0.78,71.76
2018-01-18,100,78.0,,0.78,78.0
2018-01-19,86,78.0,,0.78,67.08
2018-01-20,37,78.0,,0.78,28.86
2018-01-21,33,78.0,,0.78,25.740000000000002
2018-01-22,76,78.0,,0.78,59.28
2018-01-23,86,78.0,,0.78,67.08
2018-01-24,91,78.0,,0.78,70.98
2018-01-25,93,78.0,,0.78,72.54
2018-01-26,92,78.0,,0.78,71.76
2018-01-27,37,78.0,,0.78,28.86
2018-01-28,29,78.0,,0.78,22.62
2018-01-29,74,78.0,,0.78,57.72
2018-01-30,92,78.0,,0.78,71.76
2018-01-31,93,78.0,,0.78,72.54
2018-02-01,92,78.0,False,0.78,71.76
2018-02-02,89,78.0,,0.78,69.42
2018-02-03,36,78.0,,0.78,28.080000000000002
2018-02-04,37,78.0,,0.78,28.86
2018-02-05,80,78.0,,0.78,62.400000000000006
2018-02-06,100,78.0,,0.78,78.0
2018-02-07,79,78.0,,0.78,61.620000000000005
2018-02-08,93,78.0,,0.78,72.54
2018-02-09,97,78.0,,0.78,75.66
2018-02-10,42,78.0,,0.78,32.76
2018-02-11,39,78.0,,0.78,30.42
2018-02-12,82,78.0,,0.78,63.96
2018-02-13,96,78.0,,0.78,74.88
2018-02-14,84,78.0,,0.78,65.52
2018-02-15,87,78.0,,0.78,67.86
2018-02-16,80,78.0,,0.78,62.400000000000006
2018-02-17,40,78.0,,0.78,31.200000000000003
2018-02-18,33,78.0,,0.78,25.740000000000002
2018-02-19,62,78.0,,0.78,48.36
2018-02-20,74,78.0,,0.78,57.72
2018-02-21,89,78.0,,0.78,69.42
2018-02-22,90,78.0,,0.78,70.2
2018-02-23,95,78.0,,0.78,74.10000000000001
2018-02-24,37,78.0,,0.78,28.86
2018-02-25,32,78.0,,0.78,24.96
2018-02-26,73,78.0,,0.78,56.940000000000005
2018-02-27,92,78.0,,0.78,71.76
2018-02-28,79,78.0,,0.78,61.620000000000005
2018-03-01,75,84.0,False,0.84,63.0
2018-03-02,78,84.0,,0.84,65.52
2018-03-03,43,84.0,,0.84,36.12
2018-03-04,35,84.0,,0.84,29.4
2018-03-05,78,84.0,,0.84,65.52
2018-03-06,90,84.0,,0.84,75.6
2018-03-07,94,84.0,,0.84,78.96
2018-03-08,88,84.0,,0.84,73.92
2018-03-09,78,84.0,,0.84,65.52
2018-03-10,36,84.0,,0.84,30.24
2018-03-11,30,84.0,,0.84,25.2
2018-03-12,84,84.0,,0.84,70.56
2018-03-13,80,84.0,,0.84,67.2
2018-03-14,91,84.0,,0.84,76.44
2018-03-15,89,84.0,,0.84,74.75999999999999
2018-03-16,86,84.0,,0.84,72.24
2018-03-17,42,84.0,,0.84,35.28
2018-03-18,32,84.0,,0.84,26.88
2018-03-19,74,84.0,,0.84,62.16
2018-03-20,82,84.0,,0.84,68.88
2018-03-21,94,84.0,,0.84,78.96
2018-03-22,91,84.0,,0.84,76.44
2018-03-23,83,84.0,,0.84,69.72
2018-03-24,40,84.0,,0.84,33.6
2018-03-25,36,84.0,,0.84,30.24
2018-03-26,78,84.0,,0.84,65.52
2018-03-27,98,84.0,,0.84,82.32
2018-03-28,90,84.0,,0.84,75.6
2018-03-29,100,84.0,,0.84,84.0
2018-03-30,87,84.0,,0.84,73.08
2018-03-31,34,84.0,,0.84,28.56
2018-04-01,34,85.0,False,0.85,28.9
2018-04-02,89,85.0,,0.85,75.64999999999999
2018-04-03,100,85.0,,0.85,85.0
2018-04-04,97,85.0,,0.85,82.45
2018-04-05,89,85.0,,0.85,75.64999999999999
2018-04-06,87,85.0,,0.85,73.95
2018-04-07,35,85.0,,0.85,29.75
2018-04-08,46,85.0,,0.85,39.1
2018-04-09,85,85.0,,0.85,72.25
2018-04-10,94,85.0,,0.85,79.89999999999999
2018-04-11,80,85.0,,0.85,68.0
2018-04-12,87,85.0,,0.85,73.95
2018-04-13,86,85.0,,0.85,73.1
2018-04-14,34,85.0,,0.85,28.9
2018-04-15,38,85.0,,0.85,32.3
2018-04-16,77,85.0,,0.85,65.45
2018-04-17,78,85.0,,0.85,66.3
2018-04-18,92,85.0,,0.85,78.2
2018-04-19,86,85.0,,0.85,73.1
2018-04-20,95,85.0,,0.85,80.75
2018-04-21,37,85.0,,0.85,31.45
2018-04-22,38,85.0,,0.85,32.3
2018-04-23,79,85.0,,0.85,67.14999999999999
2018-04-24,82,85.0,,0.85,69.7
2018-04-25,98,85.0,,0.85,83.3
2018-04-26,90,85.0,,0.85,76.5
2018-04-27,95,85.0,,0.85,80.75
2018-04-28,44,85.0,,0.85,37.4
2018-04-29,37,85.0,,0.85,31.45
2018-04-30,85,85.0,,0.85,72.25
2018-05-01,81,90.0,False,0.9,72.9
2018-05-02,96,90.0,,0.9,86.4
2018-05-03,100,90.0,,0.9,90.0
2018-05-04,71,90.0,,0.9,63.9
2018-05-05,36,90.0,,0.9,32.4
2018-05-06,32,90.0,,0.9,28.8
2018-05-07,80,90.0,,0.9,72.0
2018-05-08,90,90.0,,0.9,81.0
2018-05-09,92,90.0,,0.9,82.8
2018-05-10,78,90.0,,0.9,70.2
2018-05-11,84,90.0,,0.9,75.60000000000001
2018-05-12,42,90.0,,0.9,37.800000000000004
2018-05-13,34,90.0,,0.9,30.6
2018-05-14,89,90.0,,0.9,80.10000000000001
2018-05-15,96,90.0,,0.9,86.4
2018-05-16,91,90.0,,0.9,81.9
2018-05-17,92,90.0,,0.9,82.8
2018-05-18,87,90.0,,0.9,78.3
2018-05-19,32,90.0,,0.9,28.8
2018-05-20,33,90.0,,0.9,29.7
2018-05-21,83,90.0,,0.9,74.7
2018-05-22,100,90.0,,0.9,90.0
2018-05-23,90,90.0,,0.9,81.0
2018-05-24,96,90.0,,0.9,86.4
2018-05-25,81,90.0,,0.9,72.9
2018-05-26,31,90.0,,0.9,27.900000000000002
2018-05-27,28,90.0,,0.9,25.2
2018-05-28,37,90.0,,0.9,33.300000000000004
2018-05-29,84,90.0,,0.9,75.60000000000001
2018-05-30,85,90.0,,0.9,76.5
2018-05-31,88,90.0,,0.9,79.2
2018-06-01,86,93.0,False,0.93,79.98
2018-06-02,31,93.0,,0.93,28.830000000000002
2018-06-03,28,93.0,,0.93,26.040000000000003
2018-06-04,80,93.0,,0.93,74.4
2018-06-05,83,93.0,,0.93,77.19
2018-06-06,97,93.0,,0.93,90.21000000000001
2018-06-07,76,93.0,,0.93,70.68
2018-06-08,86,93.0,,0.93,79.98
2018-06-09,30,93.0,,0.93,27.900000000000002
2018-06-10,30,93.0,,0.93,27.900000000000002
2018-06-11,90,93.0,,0.93,83.7
2018-06-12,89,93.0,,0.93,82.77000000000001
2018-06-13,89,93.0,,0.93,82.77000000000001
2018-06-14,91,93.0,,0.93,84.63000000000001
