date,an intervention_unscaled,an intervention_monthly,isPartial,scale,an intervention
2009-04-01,0,34.0,False,0.34,0.0
2009-04-02,0,34.0,,0.34,0.0
2009-04-03,23,34.0,,0.34,7.82
2009-04-04,0,34.0,,0.34,0.0
2009-04-05,0,34.0,,0.34,0.0
2009-04-06,21,34.0,,0.34,7.140000000000001
2009-04-07,0,34.0,,0.34,0.0
2009-04-08,42,34.0,,0.34,14.280000000000001
2009-04-09,0,34.0,,0.34,0.0
2009-04-10,0,34.0,,0.34,0.0
2009-04-11,33,34.0,,0.34,11.22
2009-04-12,0,34.0,,0.34,0.0
2009-04-13,43,34.0,,0.34,14.620000000000001
2009-04-14,20,34.0,,0.34,6.800000000000001
2009-04-15,0,34.0,,0.34,0.0
2009-04-16,0,34.0,,0.34,0.0
2009-04-17,0,34.0,,0.34,0.0
2009-04-18,100,34.0,,0.34,34.0
2009-04-19,0,34.0,,0.34,0.0
2009-04-20,62,34.0,,0.34,21.080000000000002
2009-04-21,60,34.0,,0.34,20.400000000000002
2009-04-22,20,34.0,,0.34,6.800000000000001
2009-04-23,21,34.0,,0.34,7.140000000000001
2009-04-24,0,34.0,,0.34,0.0
2009-04-25,0,34.0,,0.34,0.0
2009-04-26,0,34.0,,0.34,0.0
2009-04-27,41,34.0,,0.34,13.940000000000001
2009-04-28,41,34.0,,0.34,13.940000000000001
2009-04-29,21,34.0,,0.34,7.140000000000001
2009-04-30,0,34.0,,0.34,0.0
2009-05-01,0,27.0,False,0.27,0.0
2009-05-02,100,27.0,,0.27,27.0
2009-05-03,49,27.0,,0.27,13.23
2009-05-04,95,27.0,,0.27,25.650000000000002
2009-05-05,31,27.0,,0.27,8.370000000000001
2009-05-06,0,27.0,,0.27,0.0
2009-05-07,0,27.0,,0.27,0.0
2009-05-08,0,27.0,,0.27,0.0
2009-05-09,0,27.0,,0.27,0.0
2009-05-10,0,27.0,,0.27,0.0
2009-05-11,33,27.0,,0.27,8.91
2009-05-12,0,27.0,,0.27,0.0
2009-05-13,0,27.0,,0.27,0.0
2009-05-14,32,27.0,,0.27,8.64
2009-05-15,35,27.0,,0.27,9.450000000000001
2009-05-16,50,27.0,,0.27,13.5
2009-05-17,50,27.0,,0.27,13.5
2009-05-18,0,27.0,,0.27,0.0
2009-05-19,0,27.0,,0.27,0.0
2009-05-20,33,27.0,,0.27,8.91
2009-05-21,0,27.0,,0.27,0.0
2009-05-22,0,27.0,,0.27,0.0
2009-05-23,0,27.0,,0.27,0.0
2009-05-24,0,27.0,,0.27,0.0
2009-05-25,48,27.0,,0.27,12.96
2009-05-26,65,27.0,,0.27,17.55
2009-05-27,0,27.0,,0.27,0.0
2009-05-28,0,27.0,,0.27,0.0
2009-05-29,36,27.0,,0.27,9.72
2009-05-30,52,27.0,,0.27,14.040000000000001
2009-05-31,0,27.0,,0.27,0.0
2009-06-01,0,25.0,False,0.25,0.0
2009-06-02,0,25.0,,0.25,0.0
2009-06-03,0,25.0,,0.25,0.0
2009-06-04,0,25.0,,0.25,0.0
2009-06-05,27,25.0,,0.25,6.75
2009-06-06,39,25.0,,0.25,9.75
2009-06-07,39,25.0,,0.25,9.75
2009-06-08,25,25.0,,0.25,6.25
2009-06-09,0,25.0,,0.25,0.0
2009-06-10,50,25.0,,0.25,12.5
2009-06-11,0,25.0,,0.25,0.0
2009-06-12,27,25.0,,0.25,6.75
2009-06-13,0,25.0,,0.25,0.0
2009-06-14,0,25.0,,0.25,0.0
2009-06-15,25,25.0,,0.25,6.25
2009-06-16,100,25.0,,0.25,25.0
2009-06-17,25,25.0,,0.25,6.25
2009-06-18,51,25.0,,0.25,12.75
2009-06-19,0,25.0,,0.25,0.0
2009-06-20,39,25.0,,0.25,9.75
2009-06-21,0,25.0,,0.25,0.0
2009-06-22,25,25.0,,0.25,6.25
2009-06-23,0,25.0,,0.25,0.0
2009-06-24,0,25.0,,0.25,0.0
2009-06-25,25,25.0,,0.25,6.25
2009-06-26,27,25.0,,0.25,6.75
2009-06-27,0,25.0,,0.25,0.0
2009-06-28,40,25.0,,0.25,10.0
2009-06-29,0,25.0,,0.25,0.0
2009-06-30,0,25.0,,0.25,0.0
2009-07-01,100,23.0,False,0.23,23.0
2009-07-02,0,23.0,,0.23,0.0
2009-07-03,34,23.0,,0.23,7.82
2009-07-04,0,23.0,,0.23,0.0
2009-07-05,0,23.0,,0.23,0.0
2009-07-06,50,23.0,,0.23,11.5
2009-07-07,24,23.0,,0.23,5.5200000000000005
2009-07-08,0,23.0,,0.23,0.0
2009-07-09,0,23.0,,0.23,0.0
2009-07-10,0,23.0,,0.23,0.0
2009-07-11,0,23.0,,0.23,0.0
2009-07-12,0,23.0,,0.23,0.0
2009-07-13,0,23.0,,0.23,0.0
2009-07-14,24,23.0,,0.23,5.5200000000000005
2009-07-15,0,23.0,,0.23,0.0
2009-07-16,0,23.0,,0.23,0.0
2009-07-17,0,23.0,,0.23,0.0
2009-07-18,0,23.0,,0.23,0.0
2009-07-19,39,23.0,,0.23,8.97
2009-07-20,25,23.0,,0.23,5.75
2009-07-21,0,23.0,,0.23,0.0
2009-07-22,24,23.0,,0.23,5.5200000000000005
2009-07-23,25,23.0,,0.23,5.75
2009-07-24,26,23.0,,0.23,5.98
2009-07-25,0,23.0,,0.23,0.0
2009-07-26,0,23.0,,0.23,0.0
2009-07-27,24,23.0,,0.23,5.5200000000000005
2009-07-28,0,23.0,,0.23,0.0
2009-07-29,24,23.0,,0.23,5.5200000000000005
2009-07-30,25,23.0,,0.23,5.75
2009-07-31,26,23.0,,0.23,5.98
2009-08-01,0,13.0,False,0.13,0.0
2009-08-02,52,13.0,,0.13,6.76
2009-08-03,69,13.0,,0.13,8.97
2009-08-04,0,13.0,,0.13,0.0
2009-08-05,34,13.0,,0.13,4.42
2009-08-06,0,13.0,,0.13,0.0
2009-08-07,0,13.0,,0.13,0.0
2009-08-08,0,13.0,,0.13,0.0
2009-08-09,0,13.0,,0.13,0.0
2009-08-10,0,13.0,,0.13,0.0
2009-08-11,100,13.0,,0.13,13.0
2009-08-12,34,13.0,,0.13,4.42
2009-08-13,0,13.0,,0.13,0.0
2009-08-14,0,13.0,,0.13,0.0
2009-08-15,0,13.0,,0.13,0.0
2009-08-16,0,13.0,,0.13,0.0
2009-08-17,34,13.0,,0.13,4.42
2009-08-18,33,13.0,,0.13,4.29
2009-08-19,33,13.0,,0.13,4.29
2009-08-20,34,13.0,,0.13,4.42
2009-08-21,36,13.0,,0.13,4.68
2009-08-22,0,13.0,,0.13,0.0
2009-08-23,51,13.0,,0.13,6.63
2009-08-24,34,13.0,,0.13,4.42
2009-08-25,0,13.0,,0.13,0.0
2009-08-26,33,13.0,,0.13,4.29
2009-08-27,0,13.0,,0.13,0.0
2009-08-28,0,13.0,,0.13,0.0
2009-08-29,0,13.0,,0.13,0.0
2009-08-30,49,13.0,,0.13,6.37
2009-08-31,0,13.0,,0.13,0.0
2009-09-01,22,21.0,False,0.21,4.62
2009-09-02,0,21.0,,0.21,0.0
2009-09-03,23,21.0,,0.21,4.83
2009-09-04,100,21.0,,0.21,21.0
2009-09-05,0,21.0,,0.21,0.0
2009-09-06,0,21.0,,0.21,0.0
2009-09-07,31,21.0,,0.21,6.51
2009-09-08,44,21.0,,0.21,9.24
2009-09-09,0,21.0,,0.21,0.0
2009-09-10,44,21.0,,0.21,9.24
2009-09-11,46,21.0,,0.21,9.66
2009-09-12,0,21.0,,0.21,0.0
2009-09-13,33,21.0,,0.21,6.93
2009-09-14,0,21.0,,0.21,0.0
2009-09-15,0,21.0,,0.21,0.0
2009-09-16,43,21.0,,0.21,9.03
2009-09-17,0,21.0,,0.21,0.0
2009-09-18,23,21.0,,0.21,4.83
2009-09-19,0,21.0,,0.21,0.0
2009-09-20,0,21.0,,0.21,0.0
2009-09-21,22,21.0,,0.21,4.62
2009-09-22,43,21.0,,0.21,9.03
2009-09-23,0,21.0,,0.21,0.0
2009-09-24,22,21.0,,0.21,4.62
2009-09-25,0,21.0,,0.21,0.0
2009-09-26,0,21.0,,0.21,0.0
2009-09-27,32,21.0,,0.21,6.72
2009-09-28,0,21.0,,0.21,0.0
2009-09-29,21,21.0,,0.21,4.41
2009-09-30,22,21.0,,0.21,4.62
2009-10-01,21,46.0,False,0.46,9.66
2009-10-02,0,46.0,,0.46,0.0
2009-10-03,0,46.0,,0.46,0.0
2009-10-04,30,46.0,,0.46,13.8
2009-10-05,0,46.0,,0.46,0.0
2009-10-06,80,46.0,,0.46,36.800000000000004
2009-10-07,20,46.0,,0.46,9.200000000000001
2009-10-08,0,46.0,,0.46,0.0
2009-10-09,22,46.0,,0.46,10.120000000000001
2009-10-10,62,46.0,,0.46,28.52
2009-10-11,31,46.0,,0.46,14.26
2009-10-12,85,46.0,,0.46,39.1
2009-10-13,60,46.0,,0.46,27.6
2009-10-14,20,46.0,,0.46,9.200000000000001
2009-10-15,100,46.0,,0.46,46.0
2009-10-16,22,46.0,,0.46,10.120000000000001
2009-10-17,0,46.0,,0.46,0.0
2009-10-18,60,46.0,,0.46,27.6
2009-10-19,40,46.0,,0.46,18.400000000000002
2009-10-20,20,46.0,,0.46,9.200000000000001
2009-10-21,20,46.0,,0.46,9.200000000000001
2009-10-22,0,46.0,,0.46,0.0
2009-10-23,42,46.0,,0.46,19.32
2009-10-24,30,46.0,,0.46,13.8
2009-10-25,30,46.0,,0.46,13.8
2009-10-26,20,46.0,,0.46,9.200000000000001
2009-10-27,19,46.0,,0.46,8.74
2009-10-28,39,46.0,,0.46,17.94
2009-10-29,20,46.0,,0.46,9.200000000000001
2009-10-30,43,46.0,,0.46,19.78
2009-10-31,0,46.0,,0.46,0.0
2009-11-01,0,25.0,False,0.25,0.0
2009-11-02,32,25.0,,0.25,8.0
2009-11-03,0,25.0,,0.25,0.0
2009-11-04,30,25.0,,0.25,7.5
2009-11-05,31,25.0,,0.25,7.75
2009-11-06,100,25.0,,0.25,25.0
2009-11-07,0,25.0,,0.25,0.0
2009-11-08,47,25.0,,0.25,11.75
2009-11-09,0,25.0,,0.25,0.0
2009-11-10,60,25.0,,0.25,15.0
2009-11-11,32,25.0,,0.25,8.0
2009-11-12,62,25.0,,0.25,15.5
2009-11-13,0,25.0,,0.25,0.0
2009-11-14,0,25.0,,0.25,0.0
2009-11-15,0,25.0,,0.25,0.0
2009-11-16,0,25.0,,0.25,0.0
2009-11-17,30,25.0,,0.25,7.5
2009-11-18,0,25.0,,0.25,0.0
2009-11-19,0,25.0,,0.25,0.0
2009-11-20,0,25.0,,0.25,0.0
2009-11-21,0,25.0,,0.25,0.0
2009-11-22,0,25.0,,0.25,0.0
2009-11-23,61,25.0,,0.25,15.25
2009-11-24,92,25.0,,0.25,23.0
2009-11-25,0,25.0,,0.25,0.0
2009-11-26,0,25.0,,0.25,0.0
2009-11-27,0,25.0,,0.25,0.0
2009-11-28,47,25.0,,0.25,11.75
2009-11-29,46,25.0,,0.25,11.5
2009-11-30,30,25.0,,0.25,7.5
2009-12-01,82,33.0,False,0.33,27.060000000000002
2009-12-02,28,33.0,,0.33,9.24
2009-12-03,28,33.0,,0.33,9.24
2009-12-04,0,33.0,,0.33,0.0
2009-12-05,0,33.0,,0.33,0.0
2009-12-06,41,33.0,,0.33,13.530000000000001
2009-12-07,28,33.0,,0.33,9.24
2009-12-08,27,33.0,,0.33,8.91
2009-12-09,55,33.0,,0.33,18.150000000000002
2009-12-10,57,33.0,,0.33,18.810000000000002
2009-12-11,89,33.0,,0.33,29.37
2009-12-12,0,33.0,,0.33,0.0
2009-12-13,0,33.0,,0.33,0.0
2009-12-14,0,33.0,,0.33,0.0
2009-12-15,28,33.0,,0.33,9.24
2009-12-16,0,33.0,,0.33,0.0
2009-12-17,30,33.0,,0.33,9.9
2009-12-18,96,33.0,,0.33,31.68
2009-12-19,43,33.0,,0.33,14.190000000000001
2009-12-20,0,33.0,,0.33,0.0
2009-12-21,0,33.0,,0.33,0.0
2009-12-22,32,33.0,,0.33,10.56
2009-12-23,0,33.0,,0.33,0.0
2009-12-24,88,33.0,,0.33,29.040000000000003
2009-12-25,0,33.0,,0.33,0.0
2009-12-26,0,33.0,,0.33,0.0
2009-12-27,48,33.0,,0.33,15.84
2009-12-28,0,33.0,,0.33,0.0
2009-12-29,100,33.0,,0.33,33.0
2009-12-30,67,33.0,,0.33,22.11
2009-12-31,37,33.0,,0.33,12.21
2010-01-01,0,22.0,False,0.22,0.0
2010-01-02,0,22.0,,0.22,0.0
2010-01-03,37,22.0,,0.22,8.14
2010-01-04,0,22.0,,0.22,0.0
2010-01-05,25,22.0,,0.22,5.5
2010-01-06,100,22.0,,0.22,22.0
2010-01-07,75,22.0,,0.22,16.5
2010-01-08,0,22.0,,0.22,0.0
2010-01-09,35,22.0,,0.22,7.7
2010-01-10,0,22.0,,0.22,0.0
2010-01-11,49,22.0,,0.22,10.78
2010-01-12,72,22.0,,0.22,15.84
2010-01-13,0,22.0,,0.22,0.0
2010-01-14,0,22.0,,0.22,0.0
2010-01-15,25,22.0,,0.22,5.5
2010-01-16,0,22.0,,0.22,0.0
2010-01-17,0,22.0,,0.22,0.0
2010-01-18,0,22.0,,0.22,0.0
2010-01-19,48,22.0,,0.22,10.56
2010-01-20,94,22.0,,0.22,20.68
2010-01-21,24,22.0,,0.22,5.28
2010-01-22,25,22.0,,0.22,5.5
2010-01-23,34,22.0,,0.22,7.48
2010-01-24,35,22.0,,0.22,7.7
2010-01-25,71,22.0,,0.22,15.62
2010-01-26,0,22.0,,0.22,0.0
2010-01-27,23,22.0,,0.22,5.06
2010-01-28,23,22.0,,0.22,5.06
2010-01-29,0,22.0,,0.22,0.0
2010-01-30,33,22.0,,0.22,7.26
2010-01-31,34,22.0,,0.22,7.48
2010-02-01,20,27.0,False,0.27,5.4
2010-02-02,79,27.0,,0.27,21.330000000000002
2010-02-03,60,27.0,,0.27,16.200000000000003
2010-02-04,0,27.0,,0.27,0.0
2010-02-05,0,27.0,,0.27,0.0
2010-02-06,0,27.0,,0.27,0.0
2010-02-07,0,27.0,,0.27,0.0
2010-02-08,0,27.0,,0.27,0.0
2010-02-09,0,27.0,,0.27,0.0
2010-02-10,100,27.0,,0.27,27.0
2010-02-11,20,27.0,,0.27,5.4
2010-02-12,22,27.0,,0.27,5.94
2010-02-13,0,27.0,,0.27,0.0
2010-02-14,31,27.0,,0.27,8.370000000000001
2010-02-15,23,27.0,,0.27,6.210000000000001
2010-02-16,61,27.0,,0.27,16.470000000000002
2010-02-17,0,27.0,,0.27,0.0
2010-02-18,62,27.0,,0.27,16.740000000000002
2010-02-19,0,27.0,,0.27,0.0
2010-02-20,30,27.0,,0.27,8.100000000000001
2010-02-21,0,27.0,,0.27,0.0
2010-02-22,0,27.0,,0.27,0.0
2010-02-23,39,27.0,,0.27,10.530000000000001
2010-02-24,0,27.0,,0.27,0.0
2010-02-25,20,27.0,,0.27,5.4
2010-02-26,21,27.0,,0.27,5.67
2010-02-27,57,27.0,,0.27,15.39
2010-02-28,59,27.0,,0.27,15.930000000000001
2010-03-01,22,35.0,False,0.35,7.699999999999999
2010-03-02,43,35.0,,0.35,15.049999999999999
2010-03-03,22,35.0,,0.35,7.699999999999999
2010-03-04,45,35.0,,0.35,15.749999999999998
2010-03-05,24,35.0,,0.35,8.399999999999999
2010-03-06,100,35.0,,0.35,35.0
2010-03-07,0,35.0,,0.35,0.0
2010-03-08,67,35.0,,0.35,23.45
2010-03-09,66,35.0,,0.35,23.099999999999998
2010-03-10,0,35.0,,0.35,0.0
2010-03-11,23,35.0,,0.35,8.049999999999999
2010-03-12,46,35.0,,0.35,16.099999999999998
2010-03-13,32,35.0,,0.35,11.2
2010-03-14,33,35.0,,0.35,11.549999999999999
2010-03-15,23,35.0,,0.35,8.049999999999999
2010-03-16,90,35.0,,0.35,31.499999999999996
2010-03-17,0,35.0,,0.35,0.0
2010-03-18,0,35.0,,0.35,0.0
2010-03-19,0,35.0,,0.35,0.0
2010-03-20,69,35.0,,0.35,24.15
2010-03-21,0,35.0,,0.35,0.0
2010-03-22,0,35.0,,0.35,0.0
2010-03-23,0,35.0,,0.35,0.0
2010-03-24,22,35.0,,0.35,7.699999999999999
2010-03-25,22,35.0,,0.35,7.699999999999999
2010-03-26,48,35.0,,0.35,16.799999999999997
2010-03-27,0,35.0,,0.35,0.0
2010-03-28,33,35.0,,0.35,11.549999999999999
2010-03-29,0,35.0,,0.35,0.0
2010-03-30,44,35.0,,0.35,15.399999999999999
2010-03-31,46,35.0,,0.35,16.099999999999998
2010-04-01,27,42.0,False,0.42,11.34
2010-04-02,63,42.0,,0.42,26.459999999999997
2010-04-03,40,42.0,,0.42,16.8
2010-04-04,0,42.0,,0.42,0.0
2010-04-05,0,42.0,,0.42,0.0
2010-04-06,50,42.0,,0.42,21.0
2010-04-07,0,42.0,,0.42,0.0
2010-04-08,26,42.0,,0.42,10.92
2010-04-09,27,42.0,,0.42,11.34
2010-04-10,38,42.0,,0.42,15.959999999999999
2010-04-11,0,42.0,,0.42,0.0
2010-04-12,49,42.0,,0.42,20.58
2010-04-13,0,42.0,,0.42,0.0
2010-04-14,49,42.0,,0.42,20.58
2010-04-15,50,42.0,,0.42,21.0
2010-04-16,52,42.0,,0.42,21.84
2010-04-17,0,42.0,,0.42,0.0
2010-04-18,37,42.0,,0.42,15.54
2010-04-19,49,42.0,,0.42,20.58
2010-04-20,24,42.0,,0.42,10.08
2010-04-21,0,42.0,,0.42,0.0
2010-04-22,100,42.0,,0.42,42.0
2010-04-23,26,42.0,,0.42,10.92
2010-04-24,0,42.0,,0.42,0.0
2010-04-25,73,42.0,,0.42,30.66
2010-04-26,24,42.0,,0.42,10.08
2010-04-27,48,42.0,,0.42,20.16
2010-04-28,25,42.0,,0.42,10.5
2010-04-29,51,42.0,,0.42,21.419999999999998
2010-04-30,28,42.0,,0.42,11.76
2010-05-01,0,31.0,False,0.31,0.0
2010-05-02,38,31.0,,0.31,11.78
2010-05-03,99,31.0,,0.31,30.69
2010-05-04,24,31.0,,0.31,7.4399999999999995
2010-05-05,0,31.0,,0.31,0.0
2010-05-06,100,31.0,,0.31,31.0
2010-05-07,27,31.0,,0.31,8.37
2010-05-08,0,31.0,,0.31,0.0
2010-05-09,0,31.0,,0.31,0.0
2010-05-10,0,31.0,,0.31,0.0
2010-05-11,24,31.0,,0.31,7.4399999999999995
2010-05-12,0,31.0,,0.31,0.0
2010-05-13,50,31.0,,0.31,15.5
2010-05-14,0,31.0,,0.31,0.0
2010-05-15,0,31.0,,0.31,0.0
2010-05-16,0,31.0,,0.31,0.0
2010-05-17,25,31.0,,0.31,7.75
2010-05-18,48,31.0,,0.31,14.879999999999999
2010-05-19,25,31.0,,0.31,7.75
2010-05-20,26,31.0,,0.31,8.06
2010-05-21,27,31.0,,0.31,8.37
2010-05-22,0,31.0,,0.31,0.0
2010-05-23,0,31.0,,0.31,0.0
2010-05-24,25,31.0,,0.31,7.75
2010-05-25,50,31.0,,0.31,15.5
2010-05-26,51,31.0,,0.31,15.81
2010-05-27,26,31.0,,0.31,8.06
2010-05-28,86,31.0,,0.31,26.66
2010-05-29,40,31.0,,0.31,12.4
2010-05-30,43,31.0,,0.31,13.33
2010-05-31,37,31.0,,0.31,11.47
2010-06-01,0,33.0,False,0.33,0.0
2010-06-02,97,33.0,,0.33,32.01
2010-06-03,0,33.0,,0.33,0.0
2010-06-04,34,33.0,,0.33,11.22
2010-06-05,0,33.0,,0.33,0.0
2010-06-06,0,33.0,,0.33,0.0
2010-06-07,64,33.0,,0.33,21.12
2010-06-08,0,33.0,,0.33,0.0
2010-06-09,0,33.0,,0.33,0.0
2010-06-10,0,33.0,,0.33,0.0
2010-06-11,70,33.0,,0.33,23.1
2010-06-12,0,33.0,,0.33,0.0
2010-06-13,0,33.0,,0.33,0.0
2010-06-14,65,33.0,,0.33,21.45
2010-06-15,98,33.0,,0.33,32.34
2010-06-16,33,33.0,,0.33,10.89
2010-06-17,0,33.0,,0.33,0.0
2010-06-18,0,33.0,,0.33,0.0
2010-06-19,52,33.0,,0.33,17.16
2010-06-20,0,33.0,,0.33,0.0
2010-06-21,100,33.0,,0.33,33.0
2010-06-22,0,33.0,,0.33,0.0
2010-06-23,33,33.0,,0.33,10.89
2010-06-24,0,33.0,,0.33,0.0
2010-06-25,0,33.0,,0.33,0.0
2010-06-26,0,33.0,,0.33,0.0
2010-06-27,0,33.0,,0.33,0.0
2010-06-28,0,33.0,,0.33,0.0
2010-06-29,64,33.0,,0.33,21.12
2010-06-30,66,33.0,,0.33,21.78
2010-07-01,56,19.0,False,0.19,10.64
2010-07-02,0,19.0,,0.19,0.0
2010-07-03,0,19.0,,0.19,0.0
2010-07-04,0,19.0,,0.19,0.0
2010-07-05,0,19.0,,0.19,0.0
2010-07-06,0,19.0,,0.19,0.0
2010-07-07,23,19.0,,0.19,4.37
2010-07-08,47,19.0,,0.19,8.93
2010-07-09,50,19.0,,0.19,9.5
2010-07-10,0,19.0,,0.19,0.0
2010-07-11,100,19.0,,0.19,19.0
2010-07-12,0,19.0,,0.19,0.0
2010-07-13,0,19.0,,0.19,0.0
2010-07-14,0,19.0,,0.19,0.0
2010-07-15,0,19.0,,0.19,0.0
2010-07-16,0,19.0,,0.19,0.0
2010-07-17,0,19.0,,0.19,0.0
2010-07-18,67,19.0,,0.19,12.73
2010-07-19,0,19.0,,0.19,0.0
2010-07-20,0,19.0,,0.19,0.0
2010-07-21,70,19.0,,0.19,13.3
2010-07-22,0,19.0,,0.19,0.0
2010-07-23,0,19.0,,0.19,0.0
2010-07-24,0,19.0,,0.19,0.0
2010-07-25,0,19.0,,0.19,0.0
2010-07-26,70,19.0,,0.19,13.3
2010-07-27,23,19.0,,0.19,4.37
2010-07-28,69,19.0,,0.19,13.11
2010-07-29,47,19.0,,0.19,8.93
2010-07-30,25,19.0,,0.19,4.75
2010-07-31,0,19.0,,0.19,0.0
2010-08-01,48,32.0,False,0.32,15.36
2010-08-02,100,32.0,,0.32,32.0
2010-08-03,66,32.0,,0.32,21.12
2010-08-04,0,32.0,,0.32,0.0
2010-08-05,0,32.0,,0.32,0.0
2010-08-06,0,32.0,,0.32,0.0
2010-08-07,48,32.0,,0.32,15.36
2010-08-08,95,32.0,,0.32,30.400000000000002
2010-08-09,0,32.0,,0.32,0.0
2010-08-10,0,32.0,,0.32,0.0
2010-08-11,67,32.0,,0.32,21.44
2010-08-12,34,32.0,,0.32,10.88
2010-08-13,71,32.0,,0.32,22.72
2010-08-14,93,32.0,,0.32,29.76
2010-08-15,0,32.0,,0.32,0.0
2010-08-16,34,32.0,,0.32,10.88
2010-08-17,33,32.0,,0.32,10.56
2010-08-18,34,32.0,,0.32,10.88
2010-08-19,0,32.0,,0.32,0.0
2010-08-20,0,32.0,,0.32,0.0
2010-08-21,46,32.0,,0.32,14.72
2010-08-22,91,32.0,,0.32,29.12
2010-08-23,33,32.0,,0.32,10.56
2010-08-24,32,32.0,,0.32,10.24
2010-08-25,32,32.0,,0.32,10.24
2010-08-26,66,32.0,,0.32,21.12
2010-08-27,35,32.0,,0.32,11.200000000000001
2010-08-28,0,32.0,,0.32,0.0
2010-08-29,91,32.0,,0.32,29.12
2010-08-30,32,32.0,,0.32,10.24
2010-08-31,32,32.0,,0.32,10.24
2010-09-01,26,25.0,False,0.25,6.5
2010-09-02,77,25.0,,0.25,19.25
2010-09-03,27,25.0,,0.25,6.75
2010-09-04,36,25.0,,0.25,9.0
2010-09-05,38,25.0,,0.25,9.5
2010-09-06,66,25.0,,0.25,16.5
2010-09-07,0,25.0,,0.25,0.0
2010-09-08,25,25.0,,0.25,6.25
2010-09-09,0,25.0,,0.25,0.0
2010-09-10,26,25.0,,0.25,6.5
2010-09-11,0,25.0,,0.25,0.0
2010-09-12,34,25.0,,0.25,8.5
2010-09-13,100,25.0,,0.25,25.0
2010-09-14,0,25.0,,0.25,0.0
2010-09-15,0,25.0,,0.25,0.0
2010-09-16,0,25.0,,0.25,0.0
2010-09-17,27,25.0,,0.25,6.75
2010-09-18,0,25.0,,0.25,0.0
2010-09-19,70,25.0,,0.25,17.5
2010-09-20,75,25.0,,0.25,18.75
2010-09-21,25,25.0,,0.25,6.25
2010-09-22,50,25.0,,0.25,12.5
2010-09-23,74,25.0,,0.25,18.5
2010-09-24,0,25.0,,0.25,0.0
2010-09-25,0,25.0,,0.25,0.0
2010-09-26,68,25.0,,0.25,17.0
2010-09-27,0,25.0,,0.25,0.0
2010-09-28,24,25.0,,0.25,6.0
2010-09-29,0,25.0,,0.25,0.0
2010-09-30,0,25.0,,0.25,0.0
2010-10-01,76,30.0,False,0.3,22.8
2010-10-02,0,30.0,,0.3,0.0
2010-10-03,33,30.0,,0.3,9.9
2010-10-04,72,30.0,,0.3,21.599999999999998
2010-10-05,24,30.0,,0.3,7.199999999999999
2010-10-06,0,30.0,,0.3,0.0
2010-10-07,0,30.0,,0.3,0.0
2010-10-08,26,30.0,,0.3,7.8
2010-10-09,69,30.0,,0.3,20.7
2010-10-10,0,30.0,,0.3,0.0
2010-10-11,100,30.0,,0.3,30.0
2010-10-12,0,30.0,,0.3,0.0
2010-10-13,98,30.0,,0.3,29.4
2010-10-14,0,30.0,,0.3,0.0
2010-10-15,76,30.0,,0.3,22.8
2010-10-16,34,30.0,,0.3,10.2
2010-10-17,100,30.0,,0.3,30.0
2010-10-18,0,30.0,,0.3,0.0
2010-10-19,0,30.0,,0.3,0.0
2010-10-20,47,30.0,,0.3,14.1
2010-10-21,48,30.0,,0.3,14.399999999999999
2010-10-22,0,30.0,,0.3,0.0
2010-10-23,33,30.0,,0.3,9.9
2010-10-24,65,30.0,,0.3,19.5
2010-10-25,23,30.0,,0.3,6.8999999999999995
2010-10-26,0,30.0,,0.3,0.0
2010-10-27,23,30.0,,0.3,6.8999999999999995
2010-10-28,24,30.0,,0.3,7.199999999999999
2010-10-29,76,30.0,,0.3,22.8
2010-10-30,0,30.0,,0.3,0.0
2010-10-31,34,30.0,,0.3,10.2
2010-11-01,26,27.0,False,0.27,7.0200000000000005
2010-11-02,97,27.0,,0.27,26.19
2010-11-03,24,27.0,,0.27,6.48
2010-11-04,49,27.0,,0.27,13.23
2010-11-05,0,27.0,,0.27,0.0
2010-11-06,35,27.0,,0.27,9.450000000000001
2010-11-07,69,27.0,,0.27,18.630000000000003
2010-11-08,25,27.0,,0.27,6.75
2010-11-09,25,27.0,,0.27,6.75
2010-11-10,25,27.0,,0.27,6.75
2010-11-11,0,27.0,,0.27,0.0
2010-11-12,26,27.0,,0.27,7.0200000000000005
2010-11-13,0,27.0,,0.27,0.0
2010-11-14,0,27.0,,0.27,0.0
2010-11-15,75,27.0,,0.27,20.25
2010-11-16,24,27.0,,0.27,6.48
2010-11-17,25,27.0,,0.27,6.75
2010-11-18,25,27.0,,0.27,6.75
2010-11-19,78,27.0,,0.27,21.060000000000002
2010-11-20,0,27.0,,0.27,0.0
2010-11-21,0,27.0,,0.27,0.0
2010-11-22,100,27.0,,0.27,27.0
2010-11-23,25,27.0,,0.27,6.75
2010-11-24,83,27.0,,0.27,22.41
2010-11-25,0,27.0,,0.27,0.0
2010-11-26,0,27.0,,0.27,0.0
2010-11-27,35,27.0,,0.27,9.450000000000001
2010-11-28,35,27.0,,0.27,9.450000000000001
2010-11-29,48,27.0,,0.27,12.96
2010-11-30,23,27.0,,0.27,6.210000000000001
2010-12-01,100,24.0,False,0.24,24.0
2010-12-02,26,24.0,,0.24,6.24
2010-12-03,26,24.0,,0.24,6.24
2010-12-04,0,24.0,,0.24,0.0
2010-12-05,0,24.0,,0.24,0.0
2010-12-06,25,24.0,,0.24,6.0
2010-12-07,0,24.0,,0.24,0.0
2010-12-08,51,24.0,,0.24,12.24
2010-12-09,26,24.0,,0.24,6.24
