date,an intervention_unscaled,an intervention_monthly,isPartial,scale,an intervention
2005-04-24,0,22.0,,0.22,0.0
2005-04-25,0,22.0,,0.22,0.0
2005-04-26,45,22.0,,0.22,9.9
2005-04-27,0,22.0,,0.22,0.0
2005-04-28,0,22.0,,0.22,0.0
2005-04-29,0,22.0,,0.22,0.0
2005-04-30,0,22.0,,0.22,0.0
2005-05-01,0,15.0,False,0.15,0.0
2005-05-02,0,15.0,,0.15,0.0
2005-05-03,96,15.0,,0.15,14.399999999999999
2005-05-04,0,15.0,,0.15,0.0
2005-05-05,0,15.0,,0.15,0.0
2005-05-06,0,15.0,,0.15,0.0
2005-05-07,0,15.0,,0.15,0.0
2005-05-08,0,15.0,,0.15,0.0
2005-05-09,0,15.0,,0.15,0.0
2005-05-10,0,15.0,,0.15,0.0
2005-05-11,100,15.0,,0.15,15.0
2005-05-12,0,15.0,,0.15,0.0
2005-05-13,0,15.0,,0.15,0.0
2005-05-14,89,15.0,,0.15,13.35
2005-05-15,0,15.0,,0.15,0.0
2005-05-16,0,15.0,,0.15,0.0
2005-05-17,0,15.0,,0.15,0.0
2005-05-18,0,15.0,,0.15,0.0
2005-05-19,51,15.0,,0.15,7.6499999999999995
2005-05-20,0,15.0,,0.15,0.0
2005-05-21,0,15.0,,0.15,0.0
2005-05-22,0,15.0,,0.15,0.0
2005-05-23,0,15.0,,0.15,0.0
2005-05-24,0,15.0,,0.15,0.0
2005-05-25,0,15.0,,0.15,0.0
2005-05-26,52,15.0,,0.15,7.8
2005-05-27,0,15.0,,0.15,0.0
2005-05-28,0,15.0,,0.15,0.0
2005-05-29,99,15.0,,0.15,14.85
2005-05-30,0,15.0,,0.15,0.0
2005-05-31,0,15.0,,0.15,0.0
2005-06-01,0,20.0,False,0.2,0.0
2005-06-02,0,20.0,,0.2,0.0
2005-06-03,100,20.0,,0.2,20.0
2005-06-04,0,20.0,,0.2,0.0
2005-06-05,0,20.0,,0.2,0.0
2005-06-06,0,20.0,,0.2,0.0
2005-06-07,0,20.0,,0.2,0.0
2005-06-08,0,20.0,,0.2,0.0
2005-06-09,0,20.0,,0.2,0.0
2005-06-10,0,20.0,,0.2,0.0
2005-06-11,0,20.0,,0.2,0.0
2005-06-12,0,20.0,,0.2,0.0
2005-06-13,94,20.0,,0.2,18.8
2005-06-14,0,20.0,,0.2,0.0
2005-06-15,95,20.0,,0.2,19.0
2005-06-16,97,20.0,,0.2,19.400000000000002
2005-06-17,0,20.0,,0.2,0.0
2005-06-18,0,20.0,,0.2,0.0
2005-06-19,0,20.0,,0.2,0.0
2005-06-20,0,20.0,,0.2,0.0
2005-06-21,0,20.0,,0.2,0.0
2005-06-22,0,20.0,,0.2,0.0
2005-06-23,0,20.0,,0.2,0.0
2005-06-24,0,20.0,,0.2,0.0
2005-06-25,0,20.0,,0.2,0.0
2005-06-26,0,20.0,,0.2,0.0
2005-06-27,94,20.0,,0.2,18.8
2005-06-28,0,20.0,,0.2,0.0
2005-06-29,0,20.0,,0.2,0.0
2005-06-30,0,20.0,,0.2,0.0
2005-07-01,0,8.0,False,0.08,0.0
2005-07-02,100,8.0,,0.08,8.0
2005-07-03,0,8.0,,0.08,0.0
2005-07-04,0,8.0,,0.08,0.0
2005-07-05,0,8.0,,0.08,0.0
2005-07-06,0,8.0,,0.08,0.0
2005-07-07,0,8.0,,0.08,0.0
2005-07-08,0,8.0,,0.08,0.0
2005-07-09,0,8.0,,0.08,0.0
2005-07-10,0,8.0,,0.08,0.0
2005-07-11,0,8.0,,0.08,0.0
2005-07-12,53,8.0,,0.08,4.24
2005-07-13,0,8.0,,0.08,0.0
2005-07-14,0,8.0,,0.08,0.0
2005-07-15,0,8.0,,0.08,0.0
2005-07-16,91,8.0,,0.08,7.28
2005-07-17,0,8.0,,0.08,0.0
2005-07-18,0,8.0,,0.08,0.0
2005-07-19,0,8.0,,0.08,0.0
2005-07-20,0,8.0,,0.08,0.0
2005-07-21,0,8.0,,0.08,0.0
2005-07-22,0,8.0,,0.08,0.0
2005-07-23,0,8.0,,0.08,0.0
2005-07-24,0,8.0,,0.08,0.0
2005-07-25,0,8.0,,0.08,0.0
2005-07-26,0,8.0,,0.08,0.0
2005-07-27,0,8.0,,0.08,0.0
2005-07-28,0,8.0,,0.08,0.0
2005-07-29,0,8.0,,0.08,0.0
2005-07-30,0,8.0,,0.08,0.0
2005-07-31,0,8.0,,0.08,0.0
2005-08-01,0,7.0,False,0.07,0.0
2005-08-02,0,7.0,,0.07,0.0
2005-08-03,0,7.0,,0.07,0.0
2005-08-04,0,7.0,,0.07,0.0
2005-08-05,0,7.0,,0.07,0.0
2005-08-06,0,7.0,,0.07,0.0
2005-08-07,0,7.0,,0.07,0.0
2005-08-08,0,7.0,,0.07,0.0
2005-08-09,0,7.0,,0.07,0.0
2005-08-10,0,7.0,,0.07,0.0
2005-08-11,0,7.0,,0.07,0.0
2005-08-12,0,7.0,,0.07,0.0
2005-08-13,0,7.0,,0.07,0.0
2005-08-14,0,7.0,,0.07,0.0
2005-08-15,0,7.0,,0.07,0.0
2005-08-16,0,7.0,,0.07,0.0
2005-08-17,0,7.0,,0.07,0.0
2005-08-18,0,7.0,,0.07,0.0
2005-08-19,0,7.0,,0.07,0.0
2005-08-20,0,7.0,,0.07,0.0
2005-08-21,0,7.0,,0.07,0.0
2005-08-22,0,7.0,,0.07,0.0
2005-08-23,0,7.0,,0.07,0.0
2005-08-24,0,7.0,,0.07,0.0
2005-08-25,0,7.0,,0.07,0.0
2005-08-26,0,7.0,,0.07,0.0
2005-08-27,0,7.0,,0.07,0.0
2005-08-28,0,7.0,,0.07,0.0
2005-08-29,0,7.0,,0.07,0.0
2005-08-30,0,7.0,,0.07,0.0
2005-08-31,100,7.0,,0.07,7.000000000000001
2005-09-01,0,10.0,False,0.1,0.0
2005-09-02,0,10.0,,0.1,0.0
2005-09-03,0,10.0,,0.1,0.0
2005-09-04,0,10.0,,0.1,0.0
2005-09-05,0,10.0,,0.1,0.0
2005-09-06,100,10.0,,0.1,10.0
2005-09-07,0,10.0,,0.1,0.0
2005-09-08,0,10.0,,0.1,0.0
2005-09-09,0,10.0,,0.1,0.0
2005-09-10,0,10.0,,0.1,0.0
2005-09-11,0,10.0,,0.1,0.0
2005-09-12,96,10.0,,0.1,9.600000000000001
2005-09-13,0,10.0,,0.1,0.0
2005-09-14,93,10.0,,0.1,9.3
2005-09-15,0,10.0,,0.1,0.0
2005-09-16,0,10.0,,0.1,0.0
2005-09-17,0,10.0,,0.1,0.0
2005-09-18,0,10.0,,0.1,0.0
2005-09-19,0,10.0,,0.1,0.0
2005-09-20,0,10.0,,0.1,0.0
2005-09-21,93,10.0,,0.1,9.3
2005-09-22,0,10.0,,0.1,0.0
2005-09-23,0,10.0,,0.1,0.0
2005-09-24,0,10.0,,0.1,0.0
2005-09-25,0,10.0,,0.1,0.0
2005-09-26,92,10.0,,0.1,9.200000000000001
2005-09-27,0,10.0,,0.1,0.0
2005-09-28,0,10.0,,0.1,0.0
2005-09-29,0,10.0,,0.1,0.0
2005-09-30,0,10.0,,0.1,0.0
2005-10-01,0,13.0,False,0.13,0.0
2005-10-02,0,13.0,,0.13,0.0
2005-10-03,0,13.0,,0.13,0.0
2005-10-04,0,13.0,,0.13,0.0
2005-10-05,0,13.0,,0.13,0.0
2005-10-06,0,13.0,,0.13,0.0
2005-10-07,0,13.0,,0.13,0.0
2005-10-08,0,13.0,,0.13,0.0
2005-10-09,0,13.0,,0.13,0.0
2005-10-10,97,13.0,,0.13,12.610000000000001
2005-10-11,0,13.0,,0.13,0.0
2005-10-12,93,13.0,,0.13,12.09
2005-10-13,94,13.0,,0.13,12.22
2005-10-14,0,13.0,,0.13,0.0
2005-10-15,0,13.0,,0.13,0.0
2005-10-16,0,13.0,,0.13,0.0
2005-10-17,0,13.0,,0.13,0.0
2005-10-18,0,13.0,,0.13,0.0
2005-10-19,0,13.0,,0.13,0.0
2005-10-20,0,13.0,,0.13,0.0
2005-10-21,0,13.0,,0.13,0.0
2005-10-22,0,13.0,,0.13,0.0
2005-10-23,0,13.0,,0.13,0.0
2005-10-24,0,13.0,,0.13,0.0
2005-10-25,0,13.0,,0.13,0.0
2005-10-26,92,13.0,,0.13,11.96
2005-10-27,93,13.0,,0.13,12.09
2005-10-28,100,13.0,,0.13,13.0
2005-10-29,0,13.0,,0.13,0.0
2005-10-30,0,13.0,,0.13,0.0
2005-10-31,0,13.0,,0.13,0.0
2005-11-01,0,10.0,False,0.1,0.0
2005-11-02,0,10.0,,0.1,0.0
2005-11-03,0,10.0,,0.1,0.0
2005-11-04,0,10.0,,0.1,0.0
2005-11-05,0,10.0,,0.1,0.0
2005-11-06,0,10.0,,0.1,0.0
2005-11-07,59,10.0,,0.1,5.9
2005-11-08,0,10.0,,0.1,0.0
2005-11-09,0,10.0,,0.1,0.0
2005-11-10,0,10.0,,0.1,0.0
2005-11-11,0,10.0,,0.1,0.0
2005-11-12,0,10.0,,0.1,0.0
2005-11-13,0,10.0,,0.1,0.0
2005-11-14,0,10.0,,0.1,0.0
2005-11-15,0,10.0,,0.1,0.0
2005-11-16,0,10.0,,0.1,0.0
2005-11-17,0,10.0,,0.1,0.0
2005-11-18,0,10.0,,0.1,0.0
2005-11-19,0,10.0,,0.1,0.0
2005-11-20,0,10.0,,0.1,0.0
2005-11-21,59,10.0,,0.1,5.9
2005-11-22,0,10.0,,0.1,0.0
2005-11-23,0,10.0,,0.1,0.0
2005-11-24,0,10.0,,0.1,0.0
2005-11-25,0,10.0,,0.1,0.0
2005-11-26,100,10.0,,0.1,10.0
2005-11-27,0,10.0,,0.1,0.0
2005-11-28,57,10.0,,0.1,5.7
2005-11-29,0,10.0,,0.1,0.0
2005-11-30,0,10.0,,0.1,0.0
2005-12-01,0,13.0,False,0.13,0.0
2005-12-02,63,13.0,,0.13,8.19
2005-12-03,95,13.0,,0.13,12.35
2005-12-04,95,13.0,,0.13,12.35
2005-12-05,0,13.0,,0.13,0.0
2005-12-06,0,13.0,,0.13,0.0
2005-12-07,0,13.0,,0.13,0.0
2005-12-08,0,13.0,,0.13,0.0
2005-12-09,0,13.0,,0.13,0.0
2005-12-10,0,13.0,,0.13,0.0
2005-12-11,0,13.0,,0.13,0.0
2005-12-12,0,13.0,,0.13,0.0
2005-12-13,0,13.0,,0.13,0.0
2005-12-14,61,13.0,,0.13,7.930000000000001
2005-12-15,0,13.0,,0.13,0.0
2005-12-16,0,13.0,,0.13,0.0
2005-12-17,100,13.0,,0.13,13.0
2005-12-18,0,13.0,,0.13,0.0
2005-12-19,0,13.0,,0.13,0.0
2005-12-20,0,13.0,,0.13,0.0
2005-12-21,0,13.0,,0.13,0.0
2005-12-22,0,13.0,,0.13,0.0
2005-12-23,0,13.0,,0.13,0.0
2005-12-24,0,13.0,,0.13,0.0
2005-12-25,0,13.0,,0.13,0.0
2005-12-26,0,13.0,,0.13,0.0
2005-12-27,0,13.0,,0.13,0.0
2005-12-28,0,13.0,,0.13,0.0
2005-12-29,0,13.0,,0.13,0.0
2005-12-30,0,13.0,,0.13,0.0
2005-12-31,0,13.0,,0.13,0.0
2006-01-01,0,6.0,False,0.06,0.0
2006-01-02,0,6.0,,0.06,0.0
2006-01-03,0,6.0,,0.06,0.0
2006-01-04,0,6.0,,0.06,0.0
2006-01-05,0,6.0,,0.06,0.0
2006-01-06,0,6.0,,0.06,0.0
2006-01-07,0,6.0,,0.06,0.0
2006-01-08,0,6.0,,0.06,0.0
2006-01-09,0,6.0,,0.06,0.0
2006-01-10,0,6.0,,0.06,0.0
2006-01-11,0,6.0,,0.06,0.0
2006-01-12,0,6.0,,0.06,0.0
2006-01-13,100,6.0,,0.06,6.0
2006-01-14,0,6.0,,0.06,0.0
2006-01-15,77,6.0,,0.06,4.62
2006-01-16,0,6.0,,0.06,0.0
2006-01-17,0,6.0,,0.06,0.0
2006-01-18,0,6.0,,0.06,0.0
2006-01-19,47,6.0,,0.06,2.82
2006-01-20,49,6.0,,0.06,2.94
2006-01-21,0,6.0,,0.06,0.0
2006-01-22,0,6.0,,0.06,0.0
2006-01-23,0,6.0,,0.06,0.0
2006-01-24,0,6.0,,0.06,0.0
2006-01-25,0,6.0,,0.06,0.0
2006-01-26,93,6.0,,0.06,5.58
2006-01-27,49,6.0,,0.06,2.94
2006-01-28,0,6.0,,0.06,0.0
2006-01-29,71,6.0,,0.06,4.26
2006-01-30,0,6.0,,0.06,0.0
2006-01-31,0,6.0,,0.06,0.0
2006-02-01,0,23.0,False,0.23,0.0
2006-02-02,48,23.0,,0.23,11.040000000000001
2006-02-03,50,23.0,,0.23,11.5
2006-02-04,74,23.0,,0.23,17.02
2006-02-05,0,23.0,,0.23,0.0
2006-02-06,100,23.0,,0.23,23.0
2006-02-07,0,23.0,,0.23,0.0
2006-02-08,0,23.0,,0.23,0.0
2006-02-09,0,23.0,,0.23,0.0
2006-02-10,50,23.0,,0.23,11.5
2006-02-11,0,23.0,,0.23,0.0
2006-02-12,72,23.0,,0.23,16.560000000000002
2006-02-13,0,23.0,,0.23,0.0
2006-02-14,0,23.0,,0.23,0.0
2006-02-15,0,23.0,,0.23,0.0
2006-02-16,48,23.0,,0.23,11.040000000000001
2006-02-17,0,23.0,,0.23,0.0
2006-02-18,0,23.0,,0.23,0.0
2006-02-19,76,23.0,,0.23,17.48
2006-02-20,53,23.0,,0.23,12.190000000000001
2006-02-21,0,23.0,,0.23,0.0
2006-02-22,0,23.0,,0.23,0.0
2006-02-23,0,23.0,,0.23,0.0
2006-02-24,0,23.0,,0.23,0.0
