date,auction_unscaled,auction_monthly,isPartial,scale,auction
2008-11-06,74,74,False,0.74,54.76
2008-11-07,79,79,False,0.79,62.410000000000004
2008-11-08,71,71,False,0.71,50.41
2008-11-09,65,65,False,0.65,42.25
2008-11-10,64,64,False,0.64,40.96
2008-11-11,70,70,False,0.7,49.0
2008-11-12,62,62,False,0.62,38.44
2008-11-13,68,68,False,0.68,46.24
2008-11-14,87,87,False,0.87,75.69
2008-11-15,92,92,False,0.92,84.64
2008-11-16,73,73,False,0.73,53.29
2008-11-17,65,65,False,0.65,42.25
2008-11-18,61,61,False,0.61,37.21
2008-11-19,68,68,False,0.68,46.24
2008-11-20,67,67,False,0.67,44.89
2008-11-21,69,69,False,0.69,47.61
2008-11-22,100,100,False,1.0,100.0
2008-11-23,69,69,False,0.69,47.61
2008-11-24,60,60,False,0.6,36.0
2008-11-25,63,63,False,0.63,39.69
2008-11-26,55,55,False,0.55,30.250000000000004
2008-11-27,63,63,False,0.63,39.69
2008-11-28,58,58,False,0.58,33.64
2008-11-29,64,64,False,0.64,40.96
2008-11-30,71,71,False,0.71,50.41
2008-12-01,81,81,False,0.81,65.61
2008-12-02,96,96,False,0.96,92.16
2008-12-03,83,83,False,0.83,68.89
2008-12-04,100,100,False,1.0,100.0
2008-12-05,89,89,False,0.89,79.21000000000001
2008-12-06,92,92,False,0.92,84.64
2008-12-07,85,85,False,0.85,72.25
2008-12-08,83,83,False,0.83,68.89
2008-12-09,95,95,False,0.95,90.25
2008-12-10,85,85,False,0.85,72.25
2008-12-11,91,91,False,0.91,82.81
2008-12-12,91,91,False,0.91,82.81
2008-12-13,97,97,False,0.97,94.09
2008-12-14,79,79,False,0.79,62.410000000000004
2008-12-15,85,85,False,0.85,72.25
2008-12-16,72,72,False,0.72,51.839999999999996
2008-12-17,89,89,False,0.89,79.21000000000001
2008-12-18,78,78,False,0.78,60.84
2008-12-19,64,64,False,0.64,40.96
2008-12-20,86,86,False,0.86,73.96
2008-12-21,69,69,False,0.69,47.61
2008-12-22,75,75,False,0.75,56.25
2008-12-23,86,86,False,0.86,73.96
2008-12-24,52,52,False,0.52,27.04
2008-12-25,79,79,False,0.79,62.410000000000004
2008-12-26,77,77,False,0.77,59.29
2008-12-27,82,82,False,0.82,67.24
2008-12-28,96,96,False,0.96,92.16
2008-12-29,98,98,False,0.98,96.03999999999999
2008-12-30,99,99,False,0.99,98.01
2008-12-31,97,97,False,0.97,94.09
2009-01-01,86,86,False,0.86,73.96
2009-01-02,71,71,False,0.71,50.41
2009-01-03,69,69,False,0.69,47.61
2009-01-04,72,72,False,0.72,51.839999999999996
2009-01-05,69,69,False,0.69,47.61
2009-01-06,82,82,False,0.82,67.24
2009-01-07,73,73,False,0.73,53.29
2009-01-08,67,67,False,0.67,44.89
2009-01-09,70,70,False,0.7,49.0
2009-01-10,92,92,False,0.92,84.64
2009-01-11,86,86,False,0.86,73.96
2009-01-12,66,66,False,0.66,43.56
2009-01-13,74,74,False,0.74,54.76
2009-01-14,98,98,False,0.98,96.03999999999999
2009-01-15,89,89,False,0.89,79.21000000000001
2009-01-16,85,85,False,0.85,72.25
2009-01-17,93,93,False,0.93,86.49000000000001
2009-01-18,85,85,False,0.85,72.25
2009-01-19,78,78,False,0.78,60.84
2009-01-20,78,78,False,0.78,60.84
2009-01-21,75,75,False,0.75,56.25
2009-01-22,64,64,False,0.64,40.96
2009-01-23,78,78,False,0.78,60.84
2009-01-24,100,100,False,1.0,100.0
2009-01-25,92,92,False,0.92,84.64
2009-01-26,68,68,False,0.68,46.24
2009-01-27,67,67,False,0.67,44.89
2009-01-28,73,73,False,0.73,53.29
2009-01-29,67,67,False,0.67,44.89
2009-01-30,72,72,False,0.72,51.839999999999996
2009-01-31,85,85,False,0.85,72.25
2009-02-01,65,65,False,0.65,42.25
2009-02-02,69,69,False,0.69,47.61
2009-02-03,68,68,False,0.68,46.24
2009-02-04,67,67,False,0.67,44.89
2009-02-05,70,70,False,0.7,49.0
2009-02-06,76,76,False,0.76,57.76
2009-02-07,85,85,False,0.85,72.25
2009-02-08,73,73,False,0.73,53.29
2009-02-09,64,64,False,0.64,40.96
2009-02-10,71,71,False,0.71,50.41
2009-02-11,67,67,False,0.67,44.89
2009-02-12,70,70,False,0.7,49.0
2009-02-13,69,69,False,0.69,47.61
2009-02-14,73,73,False,0.73,53.29
2009-02-15,74,74,False,0.74,54.76
2009-02-16,59,59,False,0.59,34.809999999999995
2009-02-17,71,71,False,0.71,50.41
2009-02-18,72,72,False,0.72,51.839999999999996
2009-02-19,80,80,False,0.8,64.0
2009-02-20,75,75,False,0.75,56.25
2009-02-21,100,100,False,1.0,100.0
2009-02-22,83,83,False,0.83,68.89
2009-02-23,75,75,False,0.75,56.25
2009-02-24,63,63,False,0.63,39.69
2009-02-25,70,70,False,0.7,49.0
2009-02-26,71,71,False,0.71,50.41
2009-02-27,68,68,False,0.68,46.24
2009-02-28,93,93,False,0.93,86.49000000000001
2009-03-01,84,84,False,0.84,70.56
2009-03-02,76,76,False,0.76,57.76
2009-03-03,82,82,False,0.82,67.24
2009-03-04,87,87,False,0.87,75.69
2009-03-05,82,82,False,0.82,67.24
2009-03-06,94,94,False,0.94,88.36
2009-03-07,98,98,False,0.98,96.03999999999999
2009-03-08,84,84,False,0.84,70.56
2009-03-09,89,89,False,0.89,79.21000000000001
2009-03-10,87,87,False,0.87,75.69
2009-03-11,82,82,False,0.82,67.24
2009-03-12,92,92,False,0.92,84.64
2009-03-13,88,88,False,0.88,77.44
2009-03-14,100,100,False,1.0,100.0
2009-03-15,78,78,False,0.78,60.84
2009-03-16,83,83,False,0.83,68.89
2009-03-17,83,83,False,0.83,68.89
2009-03-18,85,85,False,0.85,72.25
2009-03-19,81,81,False,0.81,65.61
2009-03-20,93,93,False,0.93,86.49000000000001
2009-03-21,95,95,False,0.95,90.25
2009-03-22,81,81,False,0.81,65.61
2009-03-23,77,77,False,0.77,59.29
2009-03-24,92,92,False,0.92,84.64
2009-03-25,96,96,False,0.96,92.16
2009-03-26,79,79,False,0.79,62.410000000000004
2009-03-27,94,94,False,0.94,88.36
2009-03-28,92,92,False,0.92,84.64
2009-03-29,76,76,False,0.76,57.76
2009-03-30,69,69,False,0.69,47.61
2009-03-31,72,72,False,0.72,51.839999999999996
2009-04-01,83,83,False,0.83,68.89
2009-04-02,87,87,False,0.87,75.69
2009-04-03,99,99,False,0.99,98.01
2009-04-04,100,100,False,1.0,100.0
2009-04-05,87,87,False,0.87,75.69
2009-04-06,81,81,False,0.81,65.61
2009-04-07,80,80,False,0.8,64.0
2009-04-08,77,77,False,0.77,59.29
2009-04-09,81,81,False,0.81,65.61
2009-04-10,84,84,False,0.84,70.56
2009-04-11,94,94,False,0.94,88.36
2009-04-12,88,88,False,0.88,77.44
2009-04-13,87,87,False,0.87,75.69
2009-04-14,98,98,False,0.98,96.03999999999999
2009-04-15,83,83,False,0.83,68.89
2009-04-16,94,94,False,0.94,88.36
2009-04-17,92,92,False,0.92,84.64
2009-04-18,94,94,False,0.94,88.36
2009-04-19,85,85,False,0.85,72.25
2009-04-20,82,82,False,0.82,67.24
2009-04-21,81,81,False,0.81,65.61
2009-04-22,77,77,False,0.77,59.29
2009-04-23,80,80,False,0.8,64.0
2009-04-24,85,85,False,0.85,72.25
2009-04-25,92,92,False,0.92,84.64
2009-04-26,79,79,False,0.79,62.410000000000004
2009-04-27,71,71,False,0.71,50.41
2009-04-28,84,84,False,0.84,70.56
2009-04-29,69,69,False,0.69,47.61
2009-04-30,87,87,False,0.87,75.69
2009-05-01,94,94,False,0.94,88.36
2009-05-02,80,80,False,0.8,64.0
2009-05-03,74,74,False,0.74,54.76
2009-05-04,75,75,False,0.75,56.25
2009-05-05,84,84,False,0.84,70.56
2009-05-06,93,93,False,0.93,86.49000000000001
2009-05-07,81,81,False,0.81,65.61
2009-05-08,85,85,False,0.85,72.25
2009-05-09,87,87,False,0.87,75.69
2009-05-10,93,93,False,0.93,86.49000000000001
2009-05-11,80,80,False,0.8,64.0
2009-05-12,90,90,False,0.9,81.0
2009-05-13,86,86,False,0.86,73.96
2009-05-14,82,82,False,0.82,67.24
2009-05-15,89,89,False,0.89,79.21000000000001
2009-05-16,100,100,False,1.0,100.0
2009-05-17,90,90,False,0.9,81.0
2009-05-18,83,83,False,0.83,68.89
2009-05-19,76,76,False,0.76,57.76
2009-05-20,78,78,False,0.78,60.84
2009-05-21,81,81,False,0.81,65.61
2009-05-22,74,74,False,0.74,54.76
2009-05-23,96,96,False,0.96,92.16
2009-05-24,83,83,False,0.83,68.89
2009-05-25,70,70,False,0.7,49.0
2009-05-26,81,81,False,0.81,65.61
2009-05-27,79,79,False,0.79,62.410000000000004
2009-05-28,90,90,False,0.9,81.0
2009-05-29,78,78,False,0.78,60.84
2009-05-30,90,90,False,0.9,81.0
2009-05-31,76,76,False,0.76,57.76
2009-06-01,73,73,False,0.73,53.29
2009-06-02,91,91,False,0.91,82.81
2009-06-03,77,77,False,0.77,59.29
2009-06-04,75,75,False,0.75,56.25
2009-06-05,100,100,False,1.0,100.0
2009-06-06,91,91,False,0.91,82.81
2009-06-07,83,83,False,0.83,68.89
2009-06-08,71,71,False,0.71,50.41
2009-06-09,94,94,False,0.94,88.36
2009-06-10,87,87,False,0.87,75.69
2009-06-11,93,93,False,0.93,86.49000000000001
2009-06-12,81,81,False,0.81,65.61
2009-06-13,86,86,False,0.86,73.96
2009-06-14,76,76,False,0.76,57.76
2009-06-15,78,78,False,0.78,60.84
2009-06-16,82,82,False,0.82,67.24
2009-06-17,92,92,False,0.92,84.64
2009-06-18,93,93,False,0.93,86.49000000000001
2009-06-19,90,90,False,0.9,81.0
2009-06-20,85,85,False,0.85,72.25
2009-06-21,72,72,False,0.72,51.839999999999996
2009-06-22,72,72,False,0.72,51.839999999999996
2009-06-23,74,74,False,0.74,54.76
2009-06-24,86,86,False,0.86,73.96
2009-06-25,84,84,False,0.84,70.56
2009-06-26,91,91,False,0.91,82.81
2009-06-27,94,94,False,0.94,88.36
2009-06-28,79,79,False,0.79,62.410000000000004
2009-06-29,80,80,False,0.8,64.0
2009-06-30,78,78,False,0.78,60.84
2009-07-01,73,73,False,0.73,53.29
2009-07-02,80,80,False,0.8,64.0
2009-07-03,79,79,False,0.79,62.410000000000004
2009-07-04,58,58,False,0.58,33.64
2009-07-05,71,71,False,0.71,50.41
2009-07-06,82,82,False,0.82,67.24
2009-07-07,81,81,False,0.81,65.61
2009-07-08,81,81,False,0.81,65.61
2009-07-09,75,75,False,0.75,56.25
2009-07-10,90,90,False,0.9,81.0
2009-07-11,75,75,False,0.75,56.25
2009-07-12,77,77,False,0.77,59.29
2009-07-13,85,85,False,0.85,72.25
2009-07-14,71,71,False,0.71,50.41
2009-07-15,87,87,False,0.87,75.69
2009-07-16,94,94,False,0.94,88.36
2009-07-17,80,80,False,0.8,64.0
2009-07-18,90,90,False,0.9,81.0
2009-07-19,76,76,False,0.76,57.76
2009-07-20,88,88,False,0.88,77.44
2009-07-21,85,85,False,0.85,72.25
2009-07-22,91,91,False,0.91,82.81
2009-07-23,91,91,False,0.91,82.81
2009-07-24,79,79,False,0.79,62.410000000000004
2009-07-25,79,79,False,0.79,62.410000000000004
2009-07-26,74,74,False,0.74,54.76
2009-07-27,89,89,False,0.89,79.21000000000001
2009-07-28,79,79,False,0.79,62.410000000000004
2009-07-29,100,100,False,1.0,100.0
2009-07-30,82,82,False,0.82,67.24
2009-07-31,72,72,False,0.72,51.839999999999996
2009-08-01,88,88,False,0.88,77.44
2009-08-02,71,71,False,0.71,50.41
2009-08-03,84,84,False,0.84,70.56
2009-08-04,89,89,False,0.89,79.21000000000001
2009-08-05,89,89,False,0.89,79.21000000000001
2009-08-06,75,75,False,0.75,56.25
2009-08-07,86,86,False,0.86,73.96
2009-08-08,90,90,False,0.9,81.0
2009-08-09,96,96,False,0.96,92.16
2009-08-10,88,88,False,0.88,77.44
2009-08-11,90,90,False,0.9,81.0
2009-08-12,85,85,False,0.85,72.25
2009-08-13,89,89,False,0.89,79.21000000000001
2009-08-14,100,100,False,1.0,100.0
2009-08-15,97,97,False,0.97,94.09
2009-08-16,83,83,False,0.83,68.89
2009-08-17,85,85,False,0.85,72.25
2009-08-18,100,100,False,1.0,100.0
2009-08-19,89,89,False,0.89,79.21000000000001
2009-08-20,91,91,False,0.91,82.81
2009-08-21,93,93,False,0.93,86.49000000000001
2009-08-22,99,99,False,0.99,98.01
2009-08-23,83,83,False,0.83,68.89
2009-08-24,88,88,False,0.88,77.44
2009-08-25,79,79,False,0.79,62.410000000000004
2009-08-26,96,96,False,0.96,92.16
2009-08-27,92,92,False,0.92,84.64
2009-08-28,95,95,False,0.95,90.25
2009-08-29,90,90,False,0.9,81.0
2009-08-30,82,82,False,0.82,67.24
2009-08-31,91,91,False,0.91,82.81
2009-09-01,90,90,False,0.9,81.0
2009-09-02,85,85,False,0.85,72.25
2009-09-03,88,88,False,0.88,77.44
2009-09-04,93,93,False,0.93,86.49000000000001
2009-09-05,91,91,False,0.91,82.81
2009-09-06,90,90,False,0.9,81.0
2009-09-07,92,92,False,0.92,84.64
2009-09-08,83,83,False,0.83,68.89
2009-09-09,100,100,False,1.0,100.0
2009-09-10,88,88,False,0.88,77.44
2009-09-11,98,98,False,0.98,96.03999999999999
2009-09-12,96,96,False,0.96,92.16
2009-09-13,85,85,False,0.85,72.25
2009-09-14,75,75,False,0.75,56.25
2009-09-15,89,89,False,0.89,79.21000000000001
2009-09-16,86,86,False,0.86,73.96
2009-09-17,85,85,False,0.85,72.25
2009-09-18,83,83,False,0.83,68.89
2009-09-19,74,74,False,0.74,54.76
2009-09-20,73,73,False,0.73,53.29
2009-09-21,89,89,False,0.89,79.21000000000001
2009-09-22,87,87,False,0.87,75.69
2009-09-23,86,86,False,0.86,73.96
2009-09-24,90,90,False,0.9,81.0
2009-09-25,90,90,False,0.9,81.0
2009-09-26,97,97,False,0.97,94.09
2009-09-27,91,91,False,0.91,82.81
2009-09-28,73,73,False,0.73,53.29
2009-09-29,71,71,False,0.71,50.41
2009-09-30,95,95,False,0.95,90.25
2009-10-01,90,90,False,0.9,81.0
2009-10-02,81,81,False,0.81,65.61
2009-10-03,88,88,False,0.88,77.44
2009-10-04,66,66,False,0.66,43.56
2009-10-05,75,75,False,0.75,56.25
2009-10-06,85,85,False,0.85,72.25
2009-10-07,80,80,False,0.8,64.0
2009-10-08,79,79,False,0.79,62.410000000000004
2009-10-09,83,83,False,0.83,68.89
2009-10-10,100,100,False,1.0,100.0
2009-10-11,68,68,False,0.68,46.24
2009-10-12,77,77,False,0.77,59.29
2009-10-13,83,83,False,0.83,68.89
2009-10-14,80,80,False,0.8,64.0
2009-10-15,85,85,False,0.85,72.25
2009-10-16,86,86,False,0.86,73.96
2009-10-17,79,79,False,0.79,62.410000000000004
2009-10-18,81,81,False,0.81,65.61
2009-10-19,73,73,False,0.73,53.29
2009-10-20,77,77,False,0.77,59.29
2009-10-21,78,78,False,0.78,60.84
2009-10-22,76,76,False,0.76,57.76
2009-10-23,82,82,False,0.82,67.24
2009-10-24,93,93,False,0.93,86.49000000000001
2009-10-25,75,75,False,0.75,56.25
2009-10-26,82,82,False,0.82,67.24
2009-10-27,79,79,False,0.79,62.410000000000004
2009-10-28,76,76,False,0.76,57.76
2009-10-29,76,76,False,0.76,57.76
2009-10-30,73,73,False,0.73,53.29
2009-10-31,75,75,False,0.75,56.25
2009-11-01,68,68,False,0.68,46.24
2009-11-02,75,75,False,0.75,56.25
2009-11-03,91,91,False,0.91,82.81
2009-11-04,82,82,False,0.82,67.24
2009-11-05,79,79,False,0.79,62.410000000000004
2009-11-06,88,88,False,0.88,77.44
2009-11-07,79,79,False,0.79,62.410000000000004
2009-11-08,81,81,False,0.81,65.61
2009-11-09,76,76,False,0.76,57.76
2009-11-10,87,87,False,0.87,75.69
2009-11-11,79,79,False,0.79,62.410000000000004
2009-11-12,90,90,False,0.9,81.0
2009-11-13,89,89,False,0.89,79.21000000000001
2009-11-14,100,100,False,1.0,100.0
2009-11-15,88,88,False,0.88,77.44
2009-11-16,83,83,False,0.83,68.89
2009-11-17,91,91,False,0.91,82.81
2009-11-18,79,79,False,0.79,62.410000000000004
2009-11-19,85,85,False,0.85,72.25
2009-11-20,82,82,False,0.82,67.24
2009-11-21,83,83,False,0.83,68.89
2009-11-22,93,93,False,0.93,86.49000000000001
2009-11-23,74,74,False,0.74,54.76
2009-11-24,78,78,False,0.78,60.84
2009-11-25,64,64,False,0.64,40.96
2009-11-26,79,79,False,0.79,62.410000000000004
2009-11-27,68,68,False,0.68,46.24
2009-11-28,74,74,False,0.74,54.76
2009-11-29,78,78,False,0.78,60.84
2009-11-30,69,69,False,0.69,47.61
2009-12-01,90,90,False,0.9,81.0
2009-12-02,89,89,False,0.89,79.21000000000001
2009-12-03,96,96,False,0.96,92.16
2009-12-04,90,90,False,0.9,81.0
2009-12-05,84,84,False,0.84,70.56
2009-12-06,85,85,False,0.85,72.25
2009-12-07,82,82,False,0.82,67.24
2009-12-08,75,75,False,0.75,56.25
2009-12-09,85,85,False,0.85,72.25
2009-12-10,83,83,False,0.83,68.89
2009-12-11,87,87,False,0.87,75.69
2009-12-12,93,93,False,0.93,86.49000000000001
2009-12-13,87,87,False,0.87,75.69
2009-12-14,80,80,False,0.8,64.0
2009-12-15,90,90,False,0.9,81.0
2009-12-16,76,76,False,0.76,57.76
2009-12-17,74,74,False,0.74,54.76
2009-12-18,81,81,False,0.81,65.61
2009-12-19,69,69,False,0.69,47.61
2009-12-20,61,61,False,0.61,37.21
2009-12-21,71,71,False,0.71,50.41
2009-12-22,76,76,False,0.76,57.76
2009-12-23,76,76,False,0.76,57.76
2009-12-24,60,60,False,0.6,36.0
2009-12-25,70,70,False,0.7,49.0
2009-12-26,73,73,False,0.73,53.29
2009-12-27,88,88,False,0.88,77.44
2009-12-28,89,89,False,0.89,79.21000000000001
2009-12-29,89,89,False,0.89,79.21000000000001
2009-12-30,89,89,False,0.89,79.21000000000001
2009-12-31,100,100,False,1.0,100.0
2010-01-01,74,74,False,0.74,54.76
2010-01-02,79,79,False,0.79,62.410000000000004
2010-01-03,63,63,False,0.63,39.69
2010-01-04,61,61,False,0.61,37.21
2010-01-05,66,66,False,0.66,43.56
2010-01-06,75,75,False,0.75,56.25
2010-01-07,62,62,False,0.62,38.44
2010-01-08,68,68,False,0.68,46.24
2010-01-09,76,76,False,0.76,57.76
2010-01-10,67,67,False,0.67,44.89
2010-01-11,70,70,False,0.7,49.0
2010-01-12,63,63,False,0.63,39.69
2010-01-13,83,83,False,0.83,68.89
2010-01-14,66,66,False,0.66,43.56
2010-01-15,72,72,False,0.72,51.839999999999996
2010-01-16,81,81,False,0.81,65.61
2010-01-17,73,73,False,0.73,53.29
2010-01-18,65,65,False,0.65,42.25
2010-01-19,72,72,False,0.72,51.839999999999996
2010-01-20,65,65,False,0.65,42.25
2010-01-21,74,74,False,0.74,54.76
2010-01-22,98,98,False,0.98,96.03999999999999
2010-01-23,78,78,False,0.78,60.84
2010-01-24,86,86,False,0.86,73.96
2010-01-25,86,86,False,0.86,73.96
2010-01-26,72,72,False,0.72,51.839999999999996
2010-01-27,72,72,False,0.72,51.839999999999996
2010-01-28,75,75,False,0.75,56.25
2010-01-29,76,76,False,0.76,57.76
2010-01-30,100,100,False,1.0,100.0
2010-01-31,88,88,False,0.88,77.44
2010-02-01,86,86,False,0.86,73.96
2010-02-02,86,86,False,0.86,73.96
2010-02-03,85,85,False,0.85,72.25
2010-02-04,95,95,False,0.95,90.25
2010-02-05,87,87,False,0.87,75.69
2010-02-06,90,90,False,0.9,81.0
2010-02-07,76,76,False,0.76,57.76
2010-02-08,86,86,False,0.86,73.96
2010-02-09,82,82,False,0.82,67.24
2010-02-10,88,88,False,0.88,77.44
2010-02-11,86,86,False,0.86,73.96
2010-02-12,89,89,False,0.89,79.21000000000001
2010-02-13,91,91,False,0.91,82.81
2010-02-14,80,80,False,0.8,64.0
2010-02-15,77,77,False,0.77,59.29
2010-02-16,90,90,False,0.9,81.0
2010-02-17,89,89,False,0.89,79.21000000000001
2010-02-18,98,98,False,0.98,96.03999999999999
2010-02-19,87,87,False,0.87,75.69
2010-02-20,100,100,False,1.0,100.0
2010-02-21,88,88,False,0.88,77.44
2010-02-22,83,83,False,0.83,68.89
2010-02-23,86,86,False,0.86,73.96
2010-02-24,88,88,False,0.88,77.44
2010-02-25,86,86,False,0.86,73.96
2010-02-26,84,84,False,0.84,70.56
2010-02-27,90,90,False,0.9,81.0
2010-02-28,79,79,False,0.79,62.410000000000004
2010-03-01,77,77,False,0.77,59.29
2010-03-02,78,78,False,0.78,60.84
2010-03-03,77,77,False,0.77,59.29
2010-03-04,82,82,False,0.82,67.24
2010-03-05,76,76,False,0.76,57.76
2010-03-06,98,98,False,0.98,96.03999999999999
2010-03-07,84,84,False,0.84,70.56
2010-03-08,79,79,False,0.79,62.410000000000004
2010-03-09,72,72,False,0.72,51.839999999999996
2010-03-10,81,81,False,0.81,65.61
2010-03-11,75,75,False,0.75,56.25
2010-03-12,80,80,False,0.8,64.0
2010-03-13,92,92,False,0.92,84.64
2010-03-14,84,84,False,0.84,70.56
2010-03-15,75,75,False,0.75,56.25
2010-03-16,77,77,False,0.77,59.29
2010-03-17,66,66,False,0.66,43.56
2010-03-18,81,81,False,0.81,65.61
2010-03-19,82,82,False,0.82,67.24
2010-03-20,100,100,False,1.0,100.0
2010-03-21,71,71,False,0.71,50.41
2010-03-22,72,72,False,0.72,51.839999999999996
2010-03-23,73,73,False,0.73,53.29
2010-03-24,69,69,False,0.69,47.61
2010-03-25,75,75,False,0.75,56.25
2010-03-26,77,77,False,0.77,59.29
2010-03-27,93,93,False,0.93,86.49000000000001
2010-03-28,72,72,False,0.72,51.839999999999996
2010-03-29,67,67,False,0.67,44.89
2010-03-30,73,73,False,0.73,53.29
2010-03-31,65,65,False,0.65,42.25
2010-04-01,70,70,False,0.7,49.0
2010-04-02,78,78,False,0.78,60.84
2010-04-03,87,87,False,0.87,75.69
2010-04-04,71,71,False,0.71,50.41
2010-04-05,89,89,False,0.89,79.21000000000001
2010-04-06,76,76,False,0.76,57.76
2010-04-07,85,85,False,0.85,72.25
2010-04-08,79,79,False,0.79,62.410000000000004
2010-04-09,94,94,False,0.94,88.36
2010-04-10,96,96,False,0.96,92.16
2010-04-11,73,73,False,0.73,53.29
2010-04-12,76,76,False,0.76,57.76
2010-04-13,79,79,False,0.79,62.410000000000004
2010-04-14,84,84,False,0.84,70.56
2010-04-15,84,84,False,0.84,70.56
2010-04-16,81,81,False,0.81,65.61
2010-04-17,100,100,False,1.0,100.0
2010-04-18,77,77,False,0.77,59.29
2010-04-19,73,73,False,0.73,53.29
2010-04-20,69,69,False,0.69,47.61
2010-04-21,71,71,False,0.71,50.41
2010-04-22,84,84,False,0.84,70.56
2010-04-23,85,85,False,0.85,72.25
2010-04-24,85,85,False,0.85,72.25
2010-04-25,80,80,False,0.8,64.0
2010-04-26,73,73,False,0.73,53.29
2010-04-27,72,72,False,0.72,51.839999999999996
2010-04-28,79,79,False,0.79,62.410000000000004
2010-04-29,78,78,False,0.78,60.84
2010-04-30,83,83,False,0.83,68.89
2010-05-01,95,95,False,0.95,90.25
2010-05-02,90,90,False,0.9,81.0
2010-05-03,82,82,False,0.82,67.24
2010-05-04,82,82,False,0.82,67.24
2010-05-05,83,83,False,0.83,68.89
2010-05-06,82,82,False,0.82,67.24
2010-05-07,87,87,False,0.87,75.69
2010-05-08,84,84,False,0.84,70.56
2010-05-09,69,69,False,0.69,47.61
2010-05-10,79,79,False,0.79,62.410000000000004
2010-05-11,87,87,False,0.87,75.69
2010-05-12,92,92,False,0.92,84.64
2010-05-13,85,85,False,0.85,72.25
2010-05-14,82,82,False,0.82,67.24
2010-05-15,100,100,False,1.0,100.0
2010-05-16,75,75,False,0.75,56.25
2010-05-17,80,80,False,0.8,64.0
2010-05-18,90,90,False,0.9,81.0
2010-05-19,86,86,False,0.86,73.96
2010-05-20,93,93,False,0.93,86.49000000000001
2010-05-21,89,89,False,0.89,79.21000000000001
2010-05-22,86,86,False,0.86,73.96
2010-05-23,77,77,False,0.77,59.29
2010-05-24,83,83,False,0.83,68.89
2010-05-25,80,80,False,0.8,64.0
2010-05-26,82,82,False,0.82,67.24
2010-05-27,73,73,False,0.73,53.29
2010-05-28,84,84,False,0.84,70.56
2010-05-29,67,67,False,0.67,44.89
2010-05-30,61,61,False,0.61,37.21
2010-05-31,72,72,False,0.72,51.839999999999996
2010-06-01,78,78,False,0.78,60.84
2010-06-02,84,84,False,0.84,70.56
2010-06-03,85,85,False,0.85,72.25
2010-06-04,90,90,False,0.9,81.0
2010-06-05,100,100,False,1.0,100.0
2010-06-06,81,81,False,0.81,65.61
2010-06-07,81,81,False,0.81,65.61
2010-06-08,88,88,False,0.88,77.44
2010-06-09,91,91,False,0.91,82.81
2010-06-10,87,87,False,0.87,75.69
2010-06-11,90,90,False,0.9,81.0
2010-06-12,86,86,False,0.86,73.96
2010-06-13,83,83,False,0.83,68.89
2010-06-14,85,85,False,0.85,72.25
2010-06-15,79,79,False,0.79,62.410000000000004
2010-06-16,87,87,False,0.87,75.69
2010-06-17,79,79,False,0.79,62.410000000000004
2010-06-18,86,86,False,0.86,73.96
2010-06-19,91,91,False,0.91,82.81
2010-06-20,74,74,False,0.74,54.76
2010-06-21,85,85,False,0.85,72.25
2010-06-22,86,86,False,0.86,73.96
2010-06-23,90,90,False,0.9,81.0
2010-06-24,86,86,False,0.86,73.96
2010-06-25,83,83,False,0.83,68.89
2010-06-26,98,98,False,0.98,96.03999999999999
2010-06-27,75,75,False,0.75,56.25
2010-06-28,85,85,False,0.85,72.25
2010-06-29,87,87,False,0.87,75.69
2010-06-30,81,81,False,0.81,65.61
2010-07-01,81,81,False,0.81,65.61
2010-07-02,79,79,False,0.79,62.410000000000004
2010-07-03,80,80,False,0.8,64.0
2010-07-04,74,74,False,0.74,54.76
2010-07-05,79,79,False,0.79,62.410000000000004
2010-07-06,87,87,False,0.87,75.69
2010-07-07,78,78,False,0.78,60.84
2010-07-08,75,75,False,0.75,56.25
2010-07-09,82,82,False,0.82,67.24
2010-07-10,89,89,False,0.89,79.21000000000001
2010-07-11,74,74,False,0.74,54.76
2010-07-12,87,87,False,0.87,75.69
2010-07-13,93,93,False,0.93,86.49000000000001
2010-07-14,85,85,False,0.85,72.25
2010-07-15,91,91,False,0.91,82.81
2010-07-16,91,91,False,0.91,82.81
2010-07-17,100,100,False,1.0,100.0
2010-07-18,76,76,False,0.76,57.76
2010-07-19,88,88,False,0.88,77.44
2010-07-20,83,83,False,0.83,68.89
2010-07-21,85,85,False,0.85,72.25
2010-07-22,85,85,False,0.85,72.25
2010-07-23,80,80,False,0.8,64.0
2010-07-24,99,99,False,0.99,98.01
2010-07-25,70,70,False,0.7,49.0
2010-07-26,90,90,False,0.9,81.0
2010-07-27,95,95,False,0.95,90.25
2010-07-28,89,89,False,0.89,79.21000000000001
2010-07-29,82,82,False,0.82,67.24
2010-07-30,94,94,False,0.94,88.36
2010-07-31,79,79,False,0.79,62.410000000000004
2010-08-01,76,76,False,0.76,57.76
2010-08-02,91,91,False,0.91,82.81
2010-08-03,80,80,False,0.8,64.0
2010-08-04,98,98,False,0.98,96.03999999999999
2010-08-05,95,95,False,0.95,90.25
2010-08-06,89,89,False,0.89,79.21000000000001
2010-08-07,97,97,False,0.97,94.09
2010-08-08,71,71,False,0.71,50.41
2010-08-09,84,84,False,0.84,70.56
2010-08-10,88,88,False,0.88,77.44
2010-08-11,80,80,False,0.8,64.0
2010-08-12,75,75,False,0.75,56.25
2010-08-13,85,85,False,0.85,72.25
