date,inflation calculator_unscaled,inflation calculator_monthly,isPartial,scale,inflation calculator
2005-01-01,0,47.0,False,0.47,0.0
2005-01-02,0,47.0,,0.47,0.0
2005-01-03,0,47.0,,0.47,0.0
2005-01-04,0,47.0,,0.47,0.0
2005-01-05,0,47.0,,0.47,0.0
2005-01-06,26,47.0,,0.47,12.219999999999999
2005-01-07,27,47.0,,0.47,12.69
2005-01-08,0,47.0,,0.47,0.0
2005-01-09,0,47.0,,0.47,0.0
2005-01-10,0,47.0,,0.47,0.0
2005-01-11,49,47.0,,0.47,23.029999999999998
2005-01-12,25,47.0,,0.47,11.75
2005-01-13,0,47.0,,0.47,0.0
2005-01-14,79,47.0,,0.47,37.129999999999995
2005-01-15,0,47.0,,0.47,0.0
2005-01-16,43,47.0,,0.47,20.209999999999997
2005-01-17,29,47.0,,0.47,13.629999999999999
2005-01-18,75,47.0,,0.47,35.25
2005-01-19,51,47.0,,0.47,23.97
2005-01-20,77,47.0,,0.47,36.19
2005-01-21,0,47.0,,0.47,0.0
2005-01-22,0,47.0,,0.47,0.0
2005-01-23,78,47.0,,0.47,36.66
2005-01-24,0,47.0,,0.47,0.0
2005-01-25,24,47.0,,0.47,11.28
2005-01-26,0,47.0,,0.47,0.0
2005-01-27,100,47.0,,0.47,47.0
2005-01-28,26,47.0,,0.47,12.219999999999999
2005-01-29,40,47.0,,0.47,18.799999999999997
2005-01-30,39,47.0,,0.47,18.33
2005-01-31,0,47.0,,0.47,0.0
2005-02-01,0,51.0,False,0.51,0.0
2005-02-02,60,51.0,,0.51,30.6
2005-02-03,0,51.0,,0.51,0.0
2005-02-04,32,51.0,,0.51,16.32
2005-02-05,0,51.0,,0.51,0.0
2005-02-06,100,51.0,,0.51,51.0
2005-02-07,30,51.0,,0.51,15.3
2005-02-08,28,51.0,,0.51,14.280000000000001
2005-02-09,0,51.0,,0.51,0.0
2005-02-10,59,51.0,,0.51,30.09
2005-02-11,92,51.0,,0.51,46.92
2005-02-12,0,51.0,,0.51,0.0
2005-02-13,48,51.0,,0.51,24.48
2005-02-14,29,51.0,,0.51,14.790000000000001
2005-02-15,87,51.0,,0.51,44.37
2005-02-16,29,51.0,,0.51,14.790000000000001
2005-02-17,0,51.0,,0.51,0.0
2005-02-18,31,51.0,,0.51,15.81
2005-02-19,0,51.0,,0.51,0.0
2005-02-20,0,51.0,,0.51,0.0
2005-02-21,64,51.0,,0.51,32.64
2005-02-22,28,51.0,,0.51,14.280000000000001
2005-02-23,85,51.0,,0.51,43.35
2005-02-24,86,51.0,,0.51,43.86
2005-02-25,92,51.0,,0.51,46.92
2005-02-26,0,51.0,,0.51,0.0
2005-02-27,70,51.0,,0.51,35.7
2005-02-28,57,51.0,,0.51,29.07
2005-03-01,59,56.0,False,0.56,33.040000000000006
2005-03-02,0,56.0,,0.56,0.0
2005-03-03,21,56.0,,0.56,11.760000000000002
2005-03-04,0,56.0,,0.56,0.0
2005-03-05,68,56.0,,0.56,38.080000000000005
2005-03-06,0,56.0,,0.56,0.0
2005-03-07,0,56.0,,0.56,0.0
2005-03-08,19,56.0,,0.56,10.64
2005-03-09,0,56.0,,0.56,0.0
2005-03-10,41,56.0,,0.56,22.96
2005-03-11,64,56.0,,0.56,35.84
2005-03-12,0,56.0,,0.56,0.0
2005-03-13,0,56.0,,0.56,0.0
2005-03-14,40,56.0,,0.56,22.400000000000002
2005-03-15,58,56.0,,0.56,32.480000000000004
2005-03-16,20,56.0,,0.56,11.200000000000001
2005-03-17,41,56.0,,0.56,22.96
2005-03-18,66,56.0,,0.56,36.96
2005-03-19,100,56.0,,0.56,56.00000000000001
2005-03-20,0,56.0,,0.56,0.0
2005-03-21,20,56.0,,0.56,11.200000000000001
2005-03-22,20,56.0,,0.56,11.200000000000001
2005-03-23,0,56.0,,0.56,0.0
2005-03-24,0,56.0,,0.56,0.0
2005-03-25,0,56.0,,0.56,0.0
2005-03-26,0,56.0,,0.56,0.0
2005-03-27,0,56.0,,0.56,0.0
2005-03-28,17,56.0,,0.56,9.520000000000001
2005-03-29,20,56.0,,0.56,11.200000000000001
2005-03-30,20,56.0,,0.56,11.200000000000001
2005-03-31,21,56.0,,0.56,11.760000000000002
2005-04-01,53,41.0,False,0.41,21.73
2005-04-02,0,41.0,,0.41,0.0
2005-04-03,0,41.0,,0.41,0.0
2005-04-04,100,41.0,,0.41,41.0
2005-04-05,0,41.0,,0.41,0.0
2005-04-06,65,41.0,,0.41,26.65
2005-04-07,0,41.0,,0.41,0.0
2005-04-08,0,41.0,,0.41,0.0
2005-04-09,0,41.0,,0.41,0.0
2005-04-10,0,41.0,,0.41,0.0
2005-04-11,47,41.0,,0.41,19.27
2005-04-12,0,41.0,,0.41,0.0
2005-04-13,23,41.0,,0.41,9.43
2005-04-14,0,41.0,,0.41,0.0
2005-04-15,26,41.0,,0.41,10.66
2005-04-16,43,41.0,,0.41,17.63
2005-04-17,85,41.0,,0.41,34.85
2005-04-18,24,41.0,,0.41,9.84
2005-04-19,0,41.0,,0.41,0.0
2005-04-20,70,41.0,,0.41,28.7
2005-04-21,25,41.0,,0.41,10.25
2005-04-22,52,41.0,,0.41,21.32
2005-04-23,39,41.0,,0.41,15.989999999999998
2005-04-24,39,41.0,,0.41,15.989999999999998
2005-04-25,0,41.0,,0.41,0.0
2005-04-26,45,41.0,,0.41,18.45
2005-04-27,69,41.0,,0.41,28.29
2005-04-28,23,41.0,,0.41,9.43
2005-04-29,25,41.0,,0.41,10.25
2005-04-30,0,41.0,,0.41,0.0
2005-05-01,33,52.0,False,0.52,17.16
2005-05-02,39,52.0,,0.52,20.28
2005-05-03,19,52.0,,0.52,9.88
2005-05-04,39,52.0,,0.52,20.28
2005-05-05,20,52.0,,0.52,10.4
2005-05-06,44,52.0,,0.52,22.880000000000003
2005-05-07,0,52.0,,0.52,0.0
2005-05-08,73,52.0,,0.52,37.96
2005-05-09,59,52.0,,0.52,30.68
2005-05-10,20,52.0,,0.52,10.4
2005-05-11,40,52.0,,0.52,20.8
2005-05-12,0,52.0,,0.52,0.0
2005-05-13,0,52.0,,0.52,0.0
2005-05-14,71,52.0,,0.52,36.92
2005-05-15,0,52.0,,0.52,0.0
2005-05-16,20,52.0,,0.52,10.4
2005-05-17,0,52.0,,0.52,0.0
2005-05-18,20,52.0,,0.52,10.4
2005-05-19,61,52.0,,0.52,31.720000000000002
2005-05-20,0,52.0,,0.52,0.0
2005-05-21,37,52.0,,0.52,19.240000000000002
2005-05-22,35,52.0,,0.52,18.2
2005-05-23,20,52.0,,0.52,10.4
2005-05-24,0,52.0,,0.52,0.0
2005-05-25,20,52.0,,0.52,10.4
2005-05-26,0,52.0,,0.52,0.0
2005-05-27,0,52.0,,0.52,0.0
2005-05-28,38,52.0,,0.52,19.76
2005-05-29,40,52.0,,0.52,20.8
2005-05-30,100,52.0,,0.52,52.0
2005-05-31,0,52.0,,0.52,0.0
2005-06-01,27,28.0,False,0.28,7.5600000000000005
2005-06-02,80,28.0,,0.28,22.400000000000002
2005-06-03,0,28.0,,0.28,0.0
2005-06-04,0,28.0,,0.28,0.0
2005-06-05,47,28.0,,0.28,13.160000000000002
2005-06-06,0,28.0,,0.28,0.0
2005-06-07,54,28.0,,0.28,15.120000000000001
2005-06-08,0,28.0,,0.28,0.0
2005-06-09,28,28.0,,0.28,7.840000000000001
2005-06-10,0,28.0,,0.28,0.0
2005-06-11,47,28.0,,0.28,13.160000000000002
2005-06-12,95,28.0,,0.28,26.6
2005-06-13,54,28.0,,0.28,15.120000000000001
2005-06-14,0,28.0,,0.28,0.0
2005-06-15,27,28.0,,0.28,7.5600000000000005
2005-06-16,0,28.0,,0.28,0.0
2005-06-17,30,28.0,,0.28,8.4
2005-06-18,0,28.0,,0.28,0.0
2005-06-19,100,28.0,,0.28,28.000000000000004
2005-06-20,27,28.0,,0.28,7.5600000000000005
2005-06-21,54,28.0,,0.28,15.120000000000001
2005-06-22,0,28.0,,0.28,0.0
2005-06-23,28,28.0,,0.28,7.840000000000001
2005-06-24,31,28.0,,0.28,8.680000000000001
2005-06-25,49,28.0,,0.28,13.72
2005-06-26,49,28.0,,0.28,13.72
2005-06-27,0,28.0,,0.28,0.0
2005-06-28,27,28.0,,0.28,7.5600000000000005
2005-06-29,0,28.0,,0.28,0.0
2005-06-30,0,28.0,,0.28,0.0
2005-07-01,48,39.0,False,0.39,18.72
2005-07-02,0,39.0,,0.39,0.0
2005-07-03,40,39.0,,0.39,15.600000000000001
2005-07-04,36,39.0,,0.39,14.040000000000001
2005-07-05,0,39.0,,0.39,0.0
2005-07-06,40,39.0,,0.39,15.600000000000001
2005-07-07,0,39.0,,0.39,0.0
2005-07-08,22,39.0,,0.39,8.58
2005-07-09,100,39.0,,0.39,39.0
2005-07-10,0,39.0,,0.39,0.0
2005-07-11,40,39.0,,0.39,15.600000000000001
2005-07-12,20,39.0,,0.39,7.800000000000001
2005-07-13,0,39.0,,0.39,0.0
2005-07-14,0,39.0,,0.39,0.0
2005-07-15,22,39.0,,0.39,8.58
2005-07-16,0,39.0,,0.39,0.0
2005-07-17,0,39.0,,0.39,0.0
2005-07-18,0,39.0,,0.39,0.0
2005-07-19,20,39.0,,0.39,7.800000000000001
2005-07-20,40,39.0,,0.39,15.600000000000001
2005-07-21,21,39.0,,0.39,8.19
2005-07-22,0,39.0,,0.39,0.0
2005-07-23,0,39.0,,0.39,0.0
2005-07-24,35,39.0,,0.39,13.65
2005-07-25,59,39.0,,0.39,23.01
2005-07-26,19,39.0,,0.39,7.41
2005-07-27,20,39.0,,0.39,7.800000000000001
2005-07-28,0,39.0,,0.39,0.0
2005-07-29,0,39.0,,0.39,0.0
2005-07-30,0,39.0,,0.39,0.0
2005-07-31,0,39.0,,0.39,0.0
2005-08-01,0,40.0,False,0.4,0.0
2005-08-02,0,40.0,,0.4,0.0
2005-08-03,0,40.0,,0.4,0.0
2005-08-04,0,40.0,,0.4,0.0
2005-08-05,27,40.0,,0.4,10.8
2005-08-06,0,40.0,,0.4,0.0
2005-08-07,0,40.0,,0.4,0.0
2005-08-08,0,40.0,,0.4,0.0
2005-08-09,47,40.0,,0.4,18.8
2005-08-10,74,40.0,,0.4,29.6
2005-08-11,50,40.0,,0.4,20.0
2005-08-12,53,40.0,,0.4,21.200000000000003
2005-08-13,40,40.0,,0.4,16.0
2005-08-14,0,40.0,,0.4,0.0
2005-08-15,24,40.0,,0.4,9.600000000000001
2005-08-16,0,40.0,,0.4,0.0
2005-08-17,24,40.0,,0.4,9.600000000000001
2005-08-18,100,40.0,,0.4,40.0
2005-08-19,52,40.0,,0.4,20.8
2005-08-20,39,40.0,,0.4,15.600000000000001
2005-08-21,0,40.0,,0.4,0.0
2005-08-22,0,40.0,,0.4,0.0
2005-08-23,70,40.0,,0.4,28.0
2005-08-24,0,40.0,,0.4,0.0
2005-08-25,32,40.0,,0.4,12.8
2005-08-26,25,40.0,,0.4,10.0
2005-08-27,0,40.0,,0.4,0.0
2005-08-28,0,40.0,,0.4,0.0
2005-08-29,69,40.0,,0.4,27.6
2005-08-30,23,40.0,,0.4,9.200000000000001
2005-08-31,23,40.0,,0.4,9.200000000000001
2005-09-01,68,40.0,False,0.4,27.200000000000003
2005-09-02,25,40.0,,0.4,10.0
2005-09-03,0,40.0,,0.4,0.0
2005-09-04,0,40.0,,0.4,0.0
2005-09-05,32,40.0,,0.4,12.8
2005-09-06,65,40.0,,0.4,26.0
2005-09-07,63,40.0,,0.4,25.200000000000003
2005-09-08,21,40.0,,0.4,8.4
2005-09-09,22,40.0,,0.4,8.8
2005-09-10,0,40.0,,0.4,0.0
2005-09-11,0,40.0,,0.4,0.0
2005-09-12,42,40.0,,0.4,16.8
2005-09-13,41,40.0,,0.4,16.400000000000002
2005-09-14,20,40.0,,0.4,8.0
2005-09-15,21,40.0,,0.4,8.4
2005-09-16,66,40.0,,0.4,26.400000000000002
2005-09-17,0,40.0,,0.4,0.0
2005-09-18,100,40.0,,0.4,40.0
2005-09-19,20,40.0,,0.4,8.0
2005-09-20,0,40.0,,0.4,0.0
2005-09-21,0,40.0,,0.4,0.0
2005-09-22,20,40.0,,0.4,8.0
2005-09-23,22,40.0,,0.4,8.8
2005-09-24,34,40.0,,0.4,13.600000000000001
2005-09-25,0,40.0,,0.4,0.0
2005-09-26,20,40.0,,0.4,8.0
2005-09-27,20,40.0,,0.4,8.0
2005-09-28,40,40.0,,0.4,16.0
2005-09-29,61,40.0,,0.4,24.400000000000002
2005-09-30,44,40.0,,0.4,17.6
2005-10-01,0,35.0,False,0.35,0.0
2005-10-02,0,35.0,,0.35,0.0
2005-10-03,30,35.0,,0.35,10.5
2005-10-04,29,35.0,,0.35,10.149999999999999
2005-10-05,29,35.0,,0.35,10.149999999999999
2005-10-06,0,35.0,,0.35,0.0
2005-10-07,32,35.0,,0.35,11.2
2005-10-08,0,35.0,,0.35,0.0
2005-10-09,98,35.0,,0.35,34.3
2005-10-10,31,35.0,,0.35,10.85
2005-10-11,58,35.0,,0.35,20.299999999999997
2005-10-12,0,35.0,,0.35,0.0
2005-10-13,0,35.0,,0.35,0.0
2005-10-14,64,35.0,,0.35,22.4
2005-10-15,100,35.0,,0.35,35.0
2005-10-16,0,35.0,,0.35,0.0
2005-10-17,29,35.0,,0.35,10.149999999999999
2005-10-18,29,35.0,,0.35,10.149999999999999
2005-10-19,58,35.0,,0.35,20.299999999999997
2005-10-20,29,35.0,,0.35,10.149999999999999
2005-10-21,31,35.0,,0.35,10.85
2005-10-22,0,35.0,,0.35,0.0
2005-10-23,0,35.0,,0.35,0.0
2005-10-24,29,35.0,,0.35,10.149999999999999
2005-10-25,28,35.0,,0.35,9.799999999999999
2005-10-26,87,35.0,,0.35,30.45
2005-10-27,0,35.0,,0.35,0.0
2005-10-28,31,35.0,,0.35,10.85
2005-10-29,0,35.0,,0.35,0.0
2005-10-30,49,35.0,,0.35,17.15
2005-10-31,0,35.0,,0.35,0.0
2005-11-01,30,34.0,False,0.34,10.200000000000001
2005-11-02,57,34.0,,0.34,19.380000000000003
2005-11-03,58,34.0,,0.34,19.720000000000002
2005-11-04,30,34.0,,0.34,10.200000000000001
2005-11-05,47,34.0,,0.34,15.98
2005-11-06,0,34.0,,0.34,0.0
2005-11-07,55,34.0,,0.34,18.700000000000003
2005-11-08,0,34.0,,0.34,0.0
2005-11-09,0,34.0,,0.34,0.0
2005-11-10,81,34.0,,0.34,27.540000000000003
2005-11-11,0,34.0,,0.34,0.0
2005-11-12,47,34.0,,0.34,15.98
2005-11-13,0,34.0,,0.34,0.0
2005-11-14,0,34.0,,0.34,0.0
2005-11-15,54,34.0,,0.34,18.360000000000003
2005-11-16,27,34.0,,0.34,9.180000000000001
2005-11-17,0,34.0,,0.34,0.0
2005-11-18,0,34.0,,0.34,0.0
2005-11-19,46,34.0,,0.34,15.64
2005-11-20,0,34.0,,0.34,0.0
2005-11-21,28,34.0,,0.34,9.520000000000001
2005-11-22,0,34.0,,0.34,0.0
2005-11-23,64,34.0,,0.34,21.76
2005-11-24,100,34.0,,0.34,34.0
2005-11-25,0,34.0,,0.34,0.0
2005-11-26,47,34.0,,0.34,15.98
2005-11-27,0,34.0,,0.34,0.0
2005-11-28,53,34.0,,0.34,18.02
2005-11-29,0,34.0,,0.34,0.0
2005-11-30,26,34.0,,0.34,8.84
2005-12-01,28,29.0,False,0.29,8.12
2005-12-02,0,29.0,,0.29,0.0
2005-12-03,0,29.0,,0.29,0.0
2005-12-04,44,29.0,,0.29,12.76
2005-12-05,27,29.0,,0.29,7.829999999999999
2005-12-06,27,29.0,,0.29,7.829999999999999
2005-12-07,27,29.0,,0.29,7.829999999999999
2005-12-08,0,29.0,,0.29,0.0
2005-12-09,0,29.0,,0.29,0.0
2005-12-10,0,29.0,,0.29,0.0
2005-12-11,45,29.0,,0.29,13.049999999999999
2005-12-12,0,29.0,,0.29,0.0
2005-12-13,54,29.0,,0.29,15.659999999999998
2005-12-14,0,29.0,,0.29,0.0
2005-12-15,29,29.0,,0.29,8.41
2005-12-16,0,29.0,,0.29,0.0
2005-12-17,0,29.0,,0.29,0.0
2005-12-18,48,29.0,,0.29,13.919999999999998
2005-12-19,30,29.0,,0.29,8.7
2005-12-20,89,29.0,,0.29,25.81
2005-12-21,31,29.0,,0.29,8.99
2005-12-22,33,29.0,,0.29,9.569999999999999
2005-12-23,40,29.0,,0.29,11.6
2005-12-24,0,29.0,,0.29,0.0
2005-12-25,0,29.0,,0.29,0.0
2005-12-26,0,29.0,,0.29,0.0
2005-12-27,36,29.0,,0.29,10.44
2005-12-28,68,29.0,,0.29,19.72
2005-12-29,100,29.0,,0.29,28.999999999999996
2005-12-30,74,29.0,,0.29,21.459999999999997
2005-12-31,0,29.0,,0.29,0.0
2006-01-01,0,41.0,False,0.41,0.0
2006-01-02,29,41.0,,0.41,11.889999999999999
2006-01-03,22,41.0,,0.41,9.02
2006-01-04,0,41.0,,0.41,0.0
2006-01-05,44,41.0,,0.41,18.04
2006-01-06,22,41.0,,0.41,9.02
2006-01-07,0,41.0,,0.41,0.0
2006-01-08,34,41.0,,0.41,13.94
2006-01-09,0,41.0,,0.41,0.0
2006-01-10,21,41.0,,0.41,8.61
2006-01-11,63,41.0,,0.41,25.83
2006-01-12,21,41.0,,0.41,8.61
2006-01-13,22,41.0,,0.41,9.02
2006-01-14,0,41.0,,0.41,0.0
2006-01-15,34,41.0,,0.41,13.94
2006-01-16,47,41.0,,0.41,19.27
2006-01-17,0,41.0,,0.41,0.0
2006-01-18,0,41.0,,0.41,0.0
2006-01-19,63,41.0,,0.41,25.83
2006-01-20,43,41.0,,0.41,17.63
2006-01-21,0,41.0,,0.41,0.0
2006-01-22,95,41.0,,0.41,38.949999999999996
2006-01-23,20,41.0,,0.41,8.2
2006-01-24,0,41.0,,0.41,0.0
2006-01-25,80,41.0,,0.41,32.8
2006-01-26,20,41.0,,0.41,8.2
2006-01-27,86,41.0,,0.41,35.26
2006-01-28,32,41.0,,0.41,13.12
2006-01-29,31,41.0,,0.41,12.709999999999999
2006-01-30,100,41.0,,0.41,41.0
2006-01-31,58,41.0,,0.41,23.779999999999998
2006-02-01,74,34.0,False,0.34,25.16
2006-02-02,50,34.0,,0.34,17.0
2006-02-03,26,34.0,,0.34,8.84
2006-02-04,0,34.0,,0.34,0.0
2006-02-05,39,34.0,,0.34,13.260000000000002
2006-02-06,52,34.0,,0.34,17.68
2006-02-07,0,34.0,,0.34,0.0
2006-02-08,49,34.0,,0.34,16.66
2006-02-09,100,34.0,,0.34,34.0
2006-02-10,0,34.0,,0.34,0.0
2006-02-11,38,34.0,,0.34,12.920000000000002
2006-02-12,37,34.0,,0.34,12.58
2006-02-13,74,34.0,,0.34,25.16
2006-02-14,0,34.0,,0.34,0.0
2006-02-15,25,34.0,,0.34,8.5
2006-02-16,0,34.0,,0.34,0.0
2006-02-17,53,34.0,,0.34,18.02
2006-02-18,0,34.0,,0.34,0.0
2006-02-19,79,34.0,,0.34,26.860000000000003
2006-02-20,55,34.0,,0.34,18.700000000000003
2006-02-21,24,34.0,,0.34,8.16
2006-02-22,49,34.0,,0.34,16.66
2006-02-23,25,34.0,,0.34,8.5
2006-02-24,26,34.0,,0.34,8.84
2006-02-25,80,34.0,,0.34,27.200000000000003
2006-02-26,39,34.0,,0.34,13.260000000000002
2006-02-27,0,34.0,,0.34,0.0
2006-02-28,71,34.0,,0.34,24.14
2006-03-01,33,48.0,False,0.48,15.84
2006-03-02,34,48.0,,0.48,16.32
2006-03-03,18,48.0,,0.48,8.64
2006-03-04,0,48.0,,0.48,0.0
2006-03-05,27,48.0,,0.48,12.959999999999999
2006-03-06,68,48.0,,0.48,32.64
2006-03-07,100,48.0,,0.48,48.0
2006-03-08,17,48.0,,0.48,8.16
2006-03-09,17,48.0,,0.48,8.16
2006-03-10,36,48.0,,0.48,17.28
2006-03-11,27,48.0,,0.48,12.959999999999999
2006-03-12,0,48.0,,0.48,0.0
2006-03-13,17,48.0,,0.48,8.16
2006-03-14,84,48.0,,0.48,40.32
2006-03-15,34,48.0,,0.48,16.32
2006-03-16,17,48.0,,0.48,8.16
2006-03-17,19,48.0,,0.48,9.12
2006-03-18,54,48.0,,0.48,25.919999999999998
2006-03-19,27,48.0,,0.48,12.959999999999999
2006-03-20,0,48.0,,0.48,0.0
2006-03-21,32,48.0,,0.48,15.36
2006-03-22,0,48.0,,0.48,0.0
2006-03-23,34,48.0,,0.48,16.32
2006-03-24,0,48.0,,0.48,0.0
2006-03-25,53,48.0,,0.48,25.439999999999998
2006-03-26,27,48.0,,0.48,12.959999999999999
2006-03-27,34,48.0,,0.48,16.32
2006-03-28,32,48.0,,0.48,15.36
2006-03-29,0,48.0,,0.48,0.0
2006-03-30,52,48.0,,0.48,24.96
2006-03-31,36,48.0,,0.48,17.28
2006-04-01,0,45.0,False,0.45,0.0
2006-04-02,62,45.0,,0.45,27.900000000000002
2006-04-03,0,45.0,,0.45,0.0
2006-04-04,0,45.0,,0.45,0.0
2006-04-05,19,45.0,,0.45,8.55
2006-04-06,38,45.0,,0.45,17.1
2006-04-07,0,45.0,,0.45,0.0
2006-04-08,30,45.0,,0.45,13.5
2006-04-09,31,45.0,,0.45,13.950000000000001
2006-04-10,38,45.0,,0.45,17.1
2006-04-11,19,45.0,,0.45,8.55
2006-04-12,19,45.0,,0.45,8.55
2006-04-13,20,45.0,,0.45,9.0
2006-04-14,23,45.0,,0.45,10.35
2006-04-15,0,45.0,,0.45,0.0
2006-04-16,100,45.0,,0.45,45.0
2006-04-17,19,45.0,,0.45,8.55
2006-04-18,37,45.0,,0.45,16.650000000000002
2006-04-19,56,45.0,,0.45,25.2
2006-04-20,38,45.0,,0.45,17.1
2006-04-21,0,45.0,,0.45,0.0
2006-04-22,30,45.0,,0.45,13.5
2006-04-23,89,45.0,,0.45,40.050000000000004
2006-04-24,73,45.0,,0.45,32.85
2006-04-25,36,45.0,,0.45,16.2
2006-04-26,0,45.0,,0.45,0.0
2006-04-27,56,45.0,,0.45,25.2
2006-04-28,80,45.0,,0.45,36.0
2006-04-29,30,45.0,,0.45,13.5
2006-04-30,0,45.0,,0.45,0.0
2006-05-01,20,42.0,False,0.42,8.4
2006-05-02,20,42.0,,0.42,8.4
2006-05-03,20,42.0,,0.42,8.4
2006-05-04,42,42.0,,0.42,17.64
2006-05-05,45,42.0,,0.42,18.9
2006-05-06,35,42.0,,0.42,14.7
2006-05-07,69,42.0,,0.42,28.98
2006-05-08,41,42.0,,0.42,17.22
2006-05-09,100,42.0,,0.42,42.0
2006-05-10,41,42.0,,0.42,17.22
2006-05-11,61,42.0,,0.42,25.619999999999997
2006-05-12,0,42.0,,0.42,0.0
2006-05-13,0,42.0,,0.42,0.0
2006-05-14,0,42.0,,0.42,0.0
2006-05-15,41,42.0,,0.42,17.22
2006-05-16,41,42.0,,0.42,17.22
2006-05-17,21,42.0,,0.42,8.82
2006-05-18,64,42.0,,0.42,26.88
2006-05-19,0,42.0,,0.42,0.0
2006-05-20,71,42.0,,0.42,29.82
2006-05-21,0,42.0,,0.42,0.0
2006-05-22,21,42.0,,0.42,8.82
2006-05-23,0,42.0,,0.42,0.0
2006-05-24,21,42.0,,0.42,8.82
2006-05-25,22,42.0,,0.42,9.24
2006-05-26,48,42.0,,0.42,20.16
2006-05-27,0,42.0,,0.42,0.0
2006-05-28,0,42.0,,0.42,0.0
2006-05-29,34,42.0,,0.42,14.28
2006-05-30,64,42.0,,0.42,26.88
2006-05-31,84,42.0,,0.42,35.28
2006-06-01,25,35.0,False,0.35,8.75
2006-06-02,0,35.0,,0.35,0.0
2006-06-03,80,35.0,,0.35,28.0
2006-06-04,0,35.0,,0.35,0.0
2006-06-05,74,35.0,,0.35,25.9
2006-06-06,24,35.0,,0.35,8.399999999999999
2006-06-07,24,35.0,,0.35,8.399999999999999
2006-06-08,25,35.0,,0.35,8.75
2006-06-09,54,35.0,,0.35,18.9
2006-06-10,80,35.0,,0.35,28.0
2006-06-11,41,35.0,,0.35,14.35
2006-06-12,100,35.0,,0.35,35.0
2006-06-13,75,35.0,,0.35,26.25
2006-06-14,25,35.0,,0.35,8.75
2006-06-15,26,35.0,,0.35,9.1
2006-06-16,28,35.0,,0.35,9.799999999999999
2006-06-17,43,35.0,,0.35,15.049999999999999
2006-06-18,0,35.0,,0.35,0.0
2006-06-19,77,35.0,,0.35,26.95
2006-06-20,0,35.0,,0.35,0.0
2006-06-21,26,35.0,,0.35,9.1
2006-06-22,0,35.0,,0.35,0.0
2006-06-23,0,35.0,,0.35,0.0
2006-06-24,39,35.0,,0.35,13.649999999999999
2006-06-25,0,35.0,,0.35,0.0
2006-06-26,0,35.0,,0.35,0.0
2006-06-27,73,35.0,,0.35,25.549999999999997
2006-06-28,25,35.0,,0.35,8.75
2006-06-29,77,35.0,,0.35,26.95
2006-06-30,28,35.0,,0.35,9.799999999999999
2006-07-01,0,27.0,False,0.27,0.0
2006-07-02,0,27.0,,0.27,0.0
2006-07-03,32,27.0,,0.27,8.64
2006-07-04,40,27.0,,0.27,10.8
2006-07-05,84,27.0,,0.27,22.68
2006-07-06,0,27.0,,0.27,0.0
2006-07-07,28,27.0,,0.27,7.5600000000000005
2006-07-08,0,27.0,,0.27,0.0
2006-07-09,42,27.0,,0.27,11.34
2006-07-10,52,27.0,,0.27,14.040000000000001
2006-07-11,25,27.0,,0.27,6.75
2006-07-12,0,27.0,,0.27,0.0
2006-07-13,26,27.0,,0.27,7.0200000000000005
2006-07-14,0,27.0,,0.27,0.0
2006-07-15,0,27.0,,0.27,0.0
2006-07-16,0,27.0,,0.27,0.0
2006-07-17,26,27.0,,0.27,7.0200000000000005
2006-07-18,25,27.0,,0.27,6.75
2006-07-19,51,27.0,,0.27,13.770000000000001
2006-07-20,0,27.0,,0.27,0.0
2006-07-21,27,27.0,,0.27,7.290000000000001
2006-07-22,0,27.0,,0.27,0.0
2006-07-23,40,27.0,,0.27,10.8
2006-07-24,50,27.0,,0.27,13.5
2006-07-25,0,27.0,,0.27,0.0
2006-07-26,100,27.0,,0.27,27.0
2006-07-27,0,27.0,,0.27,0.0
2006-07-28,0,27.0,,0.27,0.0
2006-07-29,40,27.0,,0.27,10.8
2006-07-30,82,27.0,,0.27,22.14
2006-07-31,100,27.0,,0.27,27.0
2006-08-01,23,39.0,False,0.39,8.97
2006-08-02,23,39.0,,0.39,8.97
2006-08-03,47,39.0,,0.39,18.330000000000002
2006-08-04,50,39.0,,0.39,19.5
2006-08-05,74,39.0,,0.39,28.86
2006-08-06,0,39.0,,0.39,0.0
2006-08-07,23,39.0,,0.39,8.97
2006-08-08,68,39.0,,0.39,26.52
2006-08-09,23,39.0,,0.39,8.97
2006-08-10,0,39.0,,0.39,0.0
2006-08-11,100,39.0,,0.39,39.0
2006-08-12,0,39.0,,0.39,0.0
2006-08-13,38,39.0,,0.39,14.82
2006-08-14,0,39.0,,0.39,0.0
2006-08-15,68,39.0,,0.39,26.52
2006-08-16,70,39.0,,0.39,27.3
2006-08-17,94,39.0,,0.39,36.660000000000004
2006-08-18,0,39.0,,0.39,0.0
2006-08-19,36,39.0,,0.39,14.040000000000001
2006-08-20,0,39.0,,0.39,0.0
2006-08-21,0,39.0,,0.39,0.0
2006-08-22,22,39.0,,0.39,8.58
2006-08-23,90,39.0,,0.39,35.1
2006-08-24,23,39.0,,0.39,8.97
2006-08-25,48,39.0,,0.39,18.72
2006-08-26,0,39.0,,0.39,0.0
2006-08-27,0,39.0,,0.39,0.0
2006-08-28,44,39.0,,0.39,17.16
2006-08-29,22,39.0,,0.39,8.58
2006-08-30,44,39.0,,0.39,17.16
2006-08-31,69,39.0,,0.39,26.91
2006-09-01,23,42.0,False,0.42,9.66
2006-09-02,0,42.0,,0.42,0.0
