date,on fire_unscaled,on fire_monthly,isPartial,scale,on fire
2012-07-03,71,60.0,,0.6,42.6
2012-07-04,100,60.0,,0.6,60.0
2012-07-05,75,60.0,,0.6,45.0
2012-07-06,78,60.0,,0.6,46.8
2012-07-07,83,60.0,,0.6,49.8
2012-07-08,72,60.0,,0.6,43.199999999999996
2012-07-09,59,60.0,,0.6,35.4
2012-07-10,62,60.0,,0.6,37.199999999999996
2012-07-11,65,60.0,,0.6,39.0
2012-07-12,65,60.0,,0.6,39.0
2012-07-13,59,60.0,,0.6,35.4
2012-07-14,73,60.0,,0.6,43.8
2012-07-15,70,60.0,,0.6,42.0
2012-07-16,68,60.0,,0.6,40.8
2012-07-17,71,60.0,,0.6,42.6
2012-07-18,63,60.0,,0.6,37.8
2012-07-19,67,60.0,,0.6,40.199999999999996
2012-07-20,64,60.0,,0.6,38.4
2012-07-21,81,60.0,,0.6,48.6
2012-07-22,79,60.0,,0.6,47.4
2012-07-23,67,60.0,,0.6,40.199999999999996
2012-07-24,63,60.0,,0.6,37.8
2012-07-25,75,60.0,,0.6,45.0
2012-07-26,70,60.0,,0.6,42.0
2012-07-27,65,60.0,,0.6,39.0
2012-07-28,72,60.0,,0.6,43.199999999999996
2012-07-29,61,60.0,,0.6,36.6
2012-07-30,67,60.0,,0.6,40.199999999999996
2012-07-31,61,60.0,,0.6,36.6
2012-08-01,77,59.0,False,0.59,45.43
2012-08-02,81,59.0,,0.59,47.79
2012-08-03,89,59.0,,0.59,52.51
2012-08-04,100,59.0,,0.59,59.0
2012-08-05,99,59.0,,0.59,58.41
2012-08-06,90,59.0,,0.59,53.099999999999994
2012-08-07,82,59.0,,0.59,48.379999999999995
2012-08-08,92,59.0,,0.59,54.279999999999994
2012-08-09,79,59.0,,0.59,46.61
2012-08-10,75,59.0,,0.59,44.25
2012-08-11,79,59.0,,0.59,46.61
2012-08-12,77,59.0,,0.59,45.43
2012-08-13,83,59.0,,0.59,48.97
2012-08-14,93,59.0,,0.59,54.87
2012-08-15,84,59.0,,0.59,49.559999999999995
2012-08-16,85,59.0,,0.59,50.15
2012-08-17,87,59.0,,0.59,51.33
2012-08-18,99,59.0,,0.59,58.41
2012-08-19,94,59.0,,0.59,55.459999999999994
2012-08-20,80,59.0,,0.59,47.199999999999996
2012-08-21,81,59.0,,0.59,47.79
2012-08-22,77,59.0,,0.59,45.43
2012-08-23,83,59.0,,0.59,48.97
2012-08-24,86,59.0,,0.59,50.739999999999995
2012-08-25,79,59.0,,0.59,46.61
2012-08-26,87,59.0,,0.59,51.33
2012-08-27,81,59.0,,0.59,47.79
2012-08-28,80,59.0,,0.59,47.199999999999996
2012-08-29,71,59.0,,0.59,41.89
2012-08-30,81,59.0,,0.59,47.79
2012-08-31,84,59.0,,0.59,49.559999999999995
2012-09-01,64,71.0,False,0.71,45.44
2012-09-02,72,71.0,,0.71,51.12
2012-09-03,69,71.0,,0.71,48.989999999999995
2012-09-04,59,71.0,,0.71,41.89
2012-09-05,66,71.0,,0.71,46.86
2012-09-06,63,71.0,,0.71,44.73
2012-09-07,100,71.0,,0.71,71.0
2012-09-08,94,71.0,,0.71,66.74
2012-09-09,81,71.0,,0.71,57.51
2012-09-10,66,71.0,,0.71,46.86
2012-09-11,76,71.0,,0.71,53.959999999999994
2012-09-12,69,71.0,,0.71,48.989999999999995
2012-09-13,61,71.0,,0.71,43.309999999999995
2012-09-14,76,71.0,,0.71,53.959999999999994
2012-09-15,83,71.0,,0.71,58.93
2012-09-16,87,71.0,,0.71,61.769999999999996
2012-09-17,70,71.0,,0.71,49.699999999999996
2012-09-18,72,71.0,,0.71,51.12
2012-09-19,70,71.0,,0.71,49.699999999999996
2012-09-20,66,71.0,,0.71,46.86
2012-09-21,74,71.0,,0.71,52.54
2012-09-22,78,71.0,,0.71,55.379999999999995
2012-09-23,76,71.0,,0.71,53.959999999999994
2012-09-24,64,71.0,,0.71,45.44
2012-09-25,62,71.0,,0.71,44.019999999999996
2012-09-26,64,71.0,,0.71,45.44
2012-09-27,67,71.0,,0.71,47.57
2012-09-28,74,71.0,,0.71,52.54
2012-09-29,82,71.0,,0.71,58.22
2012-09-30,85,71.0,,0.71,60.349999999999994
2012-10-01,35,76.0,False,0.76,26.6
2012-10-02,35,76.0,,0.76,26.6
2012-10-03,34,76.0,,0.76,25.84
2012-10-04,34,76.0,,0.76,25.84
2012-10-05,36,76.0,,0.76,27.36
2012-10-06,36,76.0,,0.76,27.36
2012-10-07,42,76.0,,0.76,31.92
2012-10-08,36,76.0,,0.76,27.36
2012-10-09,32,76.0,,0.76,24.32
2012-10-10,36,76.0,,0.76,27.36
2012-10-11,39,76.0,,0.76,29.64
2012-10-12,32,76.0,,0.76,24.32
2012-10-13,40,76.0,,0.76,30.4
2012-10-14,38,76.0,,0.76,28.88
2012-10-15,33,76.0,,0.76,25.080000000000002
2012-10-16,33,76.0,,0.76,25.080000000000002
2012-10-17,32,76.0,,0.76,24.32
2012-10-18,35,76.0,,0.76,26.6
2012-10-19,100,76.0,,0.76,76.0
2012-10-20,70,76.0,,0.76,53.2
2012-10-21,43,76.0,,0.76,32.68
2012-10-22,38,76.0,,0.76,28.88
2012-10-23,42,76.0,,0.76,31.92
2012-10-24,46,76.0,,0.76,34.96
2012-10-25,40,76.0,,0.76,30.4
2012-10-26,38,76.0,,0.76,28.88
2012-10-27,40,76.0,,0.76,30.4
2012-10-28,38,76.0,,0.76,28.88
2012-10-29,37,76.0,,0.76,28.12
2012-10-30,43,76.0,,0.76,32.68
2012-10-31,34,76.0,,0.76,25.84
2012-11-01,66,83.0,False,0.83,54.779999999999994
2012-11-02,66,83.0,,0.83,54.779999999999994
2012-11-03,78,83.0,,0.83,64.74
2012-11-04,76,83.0,,0.83,63.08
2012-11-05,64,83.0,,0.83,53.12
2012-11-06,65,83.0,,0.83,53.949999999999996
2012-11-07,47,83.0,,0.83,39.01
2012-11-08,58,83.0,,0.83,48.14
2012-11-09,65,83.0,,0.83,53.949999999999996
2012-11-10,64,83.0,,0.83,53.12
2012-11-11,72,83.0,,0.83,59.76
2012-11-12,64,83.0,,0.83,53.12
2012-11-13,59,83.0,,0.83,48.97
2012-11-14,82,83.0,,0.83,68.06
2012-11-15,79,83.0,,0.83,65.57
2012-11-16,72,83.0,,0.83,59.76
2012-11-17,80,83.0,,0.83,66.39999999999999
2012-11-18,81,83.0,,0.83,67.22999999999999
2012-11-19,70,83.0,,0.83,58.099999999999994
2012-11-20,83,83.0,,0.83,68.89
2012-11-21,92,83.0,,0.83,76.36
2012-11-22,100,83.0,,0.83,83.0
2012-11-23,95,83.0,,0.83,78.85
2012-11-24,90,83.0,,0.83,74.7
2012-11-25,95,83.0,,0.83,78.85
2012-11-26,81,83.0,,0.83,67.22999999999999
2012-11-27,86,83.0,,0.83,71.38
2012-11-28,83,83.0,,0.83,68.89
2012-11-29,85,83.0,,0.83,70.55
2012-11-30,88,83.0,,0.83,73.03999999999999
2012-12-01,45,100.0,False,1.0,45.0
2012-12-02,47,100.0,,1.0,47.0
2012-12-03,38,100.0,,1.0,38.0
2012-12-04,39,100.0,,1.0,39.0
2012-12-05,39,100.0,,1.0,39.0
2012-12-06,38,100.0,,1.0,38.0
2012-12-07,41,100.0,,1.0,41.0
2012-12-08,49,100.0,,1.0,49.0
2012-12-09,42,100.0,,1.0,42.0
2012-12-10,38,100.0,,1.0,38.0
2012-12-11,40,100.0,,1.0,40.0
2012-12-12,42,100.0,,1.0,42.0
2012-12-13,41,100.0,,1.0,41.0
2012-12-14,36,100.0,,1.0,36.0
2012-12-15,43,100.0,,1.0,43.0
2012-12-16,46,100.0,,1.0,46.0
2012-12-17,38,100.0,,1.0,38.0
2012-12-18,36,100.0,,1.0,36.0
2012-12-19,39,100.0,,1.0,39.0
2012-12-20,42,100.0,,1.0,42.0
2012-12-21,43,100.0,,1.0,43.0
2012-12-22,45,100.0,,1.0,45.0
2012-12-23,51,100.0,,1.0,51.0
2012-12-24,50,100.0,,1.0,50.0
2012-12-25,100,100.0,,1.0,100.0
2012-12-26,75,100.0,,1.0,75.0
2012-12-27,64,100.0,,1.0,64.0
2012-12-28,53,100.0,,1.0,53.0
2012-12-29,54,100.0,,1.0,54.0
2012-12-30,57,100.0,,1.0,57.0
2012-12-31,45,100.0,,1.0,45.0
2013-01-01,98,87.0,False,0.87,85.26
2013-01-02,80,87.0,,0.87,69.6
2013-01-03,82,87.0,,0.87,71.34
2013-01-04,77,87.0,,0.87,66.99
2013-01-05,84,87.0,,0.87,73.08
2013-01-06,83,87.0,,0.87,72.21
2013-01-07,79,87.0,,0.87,68.73
2013-01-08,77,87.0,,0.87,66.99
2013-01-09,65,87.0,,0.87,56.55
2013-01-10,83,87.0,,0.87,72.21
2013-01-11,75,87.0,,0.87,65.25
2013-01-12,91,87.0,,0.87,79.17
2013-01-13,85,87.0,,0.87,73.95
2013-01-14,71,87.0,,0.87,61.77
2013-01-15,76,87.0,,0.87,66.12
2013-01-16,71,87.0,,0.87,61.77
2013-01-17,68,87.0,,0.87,59.16
2013-01-18,75,87.0,,0.87,65.25
2013-01-19,91,87.0,,0.87,79.17
2013-01-20,83,87.0,,0.87,72.21
2013-01-21,81,87.0,,0.87,70.47
2013-01-22,79,87.0,,0.87,68.73
2013-01-23,92,87.0,,0.87,80.04
2013-01-24,81,87.0,,0.87,70.47
2013-01-25,85,87.0,,0.87,73.95
2013-01-26,94,87.0,,0.87,81.78
2013-01-27,100,87.0,,0.87,87.0
2013-01-28,70,87.0,,0.87,60.9
2013-01-29,63,87.0,,0.87,54.81
2013-01-30,69,87.0,,0.87,60.03
2013-01-31,85,87.0,,0.87,73.95
2013-02-01,77,87.0,False,0.87,66.99
2013-02-02,94,87.0,,0.87,81.78
2013-02-03,83,87.0,,0.87,72.21
2013-02-04,73,87.0,,0.87,63.51
2013-02-05,67,87.0,,0.87,58.29
2013-02-06,70,87.0,,0.87,60.9
2013-02-07,76,87.0,,0.87,66.12
2013-02-08,79,87.0,,0.87,68.73
2013-02-09,100,87.0,,0.87,87.0
2013-02-10,99,87.0,,0.87,86.13
2013-02-11,99,87.0,,0.87,86.13
2013-02-12,75,87.0,,0.87,65.25
2013-02-13,84,87.0,,0.87,73.08
2013-02-14,76,87.0,,0.87,66.12
2013-02-15,83,87.0,,0.87,72.21
2013-02-16,95,87.0,,0.87,82.65
2013-02-17,94,87.0,,0.87,81.78
2013-02-18,77,87.0,,0.87,66.99
2013-02-19,79,87.0,,0.87,68.73
2013-02-20,75,87.0,,0.87,65.25
2013-02-21,88,87.0,,0.87,76.56
2013-02-22,72,87.0,,0.87,62.64
2013-02-23,88,87.0,,0.87,76.56
2013-02-24,85,87.0,,0.87,73.95
2013-02-25,69,87.0,,0.87,60.03
2013-02-26,73,87.0,,0.87,63.51
2013-02-27,66,87.0,,0.87,57.42
2013-02-28,74,87.0,,0.87,64.38
2013-03-01,92,79.0,False,0.79,72.68
2013-03-02,98,79.0,,0.79,77.42
2013-03-03,100,79.0,,0.79,79.0
2013-03-04,85,79.0,,0.79,67.15
2013-03-05,78,79.0,,0.79,61.620000000000005
2013-03-06,79,79.0,,0.79,62.410000000000004
2013-03-07,76,79.0,,0.79,60.040000000000006
2013-03-08,85,79.0,,0.79,67.15
2013-03-09,89,79.0,,0.79,70.31
2013-03-10,93,79.0,,0.79,73.47
2013-03-11,78,79.0,,0.79,61.620000000000005
2013-03-12,80,79.0,,0.79,63.2
2013-03-13,88,79.0,,0.79,69.52000000000001
2013-03-14,76,79.0,,0.79,60.040000000000006
2013-03-15,83,79.0,,0.79,65.57000000000001
2013-03-16,92,79.0,,0.79,72.68
2013-03-17,83,79.0,,0.79,65.57000000000001
2013-03-18,86,79.0,,0.79,67.94
2013-03-19,69,79.0,,0.79,54.510000000000005
2013-03-20,68,79.0,,0.79,53.72
2013-03-21,73,79.0,,0.79,57.67
2013-03-22,76,79.0,,0.79,60.040000000000006
2013-03-23,77,79.0,,0.79,60.830000000000005
2013-03-24,90,79.0,,0.79,71.10000000000001
2013-03-25,76,79.0,,0.79,60.040000000000006
2013-03-26,73,79.0,,0.79,57.67
2013-03-27,72,79.0,,0.79,56.88
2013-03-28,78,79.0,,0.79,61.620000000000005
2013-03-29,83,79.0,,0.79,65.57000000000001
2013-03-30,82,79.0,,0.79,64.78
2013-03-31,85,79.0,,0.79,67.15
2013-04-01,71,68.0,False,0.68,48.28
2013-04-02,67,68.0,,0.68,45.56
2013-04-03,74,68.0,,0.68,50.32
2013-04-04,68,68.0,,0.68,46.24
2013-04-05,75,68.0,,0.68,51.00000000000001
2013-04-06,89,68.0,,0.68,60.52
2013-04-07,86,68.0,,0.68,58.480000000000004
2013-04-08,71,68.0,,0.68,48.28
2013-04-09,72,68.0,,0.68,48.96
2013-04-10,75,68.0,,0.68,51.00000000000001
2013-04-11,73,68.0,,0.68,49.64
2013-04-12,62,68.0,,0.68,42.160000000000004
2013-04-13,80,68.0,,0.68,54.400000000000006
2013-04-14,88,68.0,,0.68,59.84
2013-04-15,81,68.0,,0.68,55.080000000000005
2013-04-16,64,68.0,,0.68,43.52
2013-04-17,75,68.0,,0.68,51.00000000000001
2013-04-18,88,68.0,,0.68,59.84
2013-04-19,69,68.0,,0.68,46.92
2013-04-20,89,68.0,,0.68,60.52
2013-04-21,84,68.0,,0.68,57.120000000000005
2013-04-22,100,68.0,,0.68,68.0
2013-04-23,64,68.0,,0.68,43.52
2013-04-24,88,68.0,,0.68,59.84
2013-04-25,68,68.0,,0.68,46.24
2013-04-26,79,68.0,,0.68,53.720000000000006
2013-04-27,91,68.0,,0.68,61.88
2013-04-28,87,68.0,,0.68,59.160000000000004
2013-04-29,71,68.0,,0.68,48.28
2013-04-30,70,68.0,,0.68,47.6
2013-05-01,61,74.0,False,0.74,45.14
2013-05-02,69,74.0,,0.74,51.06
2013-05-03,69,74.0,,0.74,51.06
2013-05-04,87,74.0,,0.74,64.38
2013-05-05,100,74.0,,0.74,74.0
2013-05-06,89,74.0,,0.74,65.86
2013-05-07,73,74.0,,0.74,54.019999999999996
2013-05-08,69,74.0,,0.74,51.06
2013-05-09,72,74.0,,0.74,53.28
2013-05-10,75,74.0,,0.74,55.5
2013-05-11,74,74.0,,0.74,54.76
2013-05-12,82,74.0,,0.74,60.68
2013-05-13,66,74.0,,0.74,48.839999999999996
2013-05-14,84,74.0,,0.74,62.16
2013-05-15,73,74.0,,0.74,54.019999999999996
2013-05-16,62,74.0,,0.74,45.88
2013-05-17,65,74.0,,0.74,48.1
2013-05-18,80,74.0,,0.74,59.2
2013-05-19,78,74.0,,0.74,57.72
2013-05-20,67,74.0,,0.74,49.58
2013-05-21,58,74.0,,0.74,42.92
2013-05-22,62,74.0,,0.74,45.88
2013-05-23,73,74.0,,0.74,54.019999999999996
2013-05-24,59,74.0,,0.74,43.66
2013-05-25,76,74.0,,0.74,56.24
2013-05-26,78,74.0,,0.74,57.72
2013-05-27,95,74.0,,0.74,70.3
2013-05-28,83,74.0,,0.74,61.42
2013-05-29,70,74.0,,0.74,51.8
2013-05-30,69,74.0,,0.74,51.06
2013-05-31,73,74.0,,0.74,54.019999999999996
2013-06-01,100,71.0,False,0.71,71.0
2013-06-02,92,71.0,,0.71,65.32
2013-06-03,74,71.0,,0.71,52.54
2013-06-04,66,71.0,,0.71,46.86
2013-06-05,72,71.0,,0.71,51.12
2013-06-06,71,71.0,,0.71,50.41
2013-06-07,71,71.0,,0.71,50.41
2013-06-08,79,71.0,,0.71,56.089999999999996
2013-06-09,98,71.0,,0.71,69.58
2013-06-10,67,71.0,,0.71,47.57
2013-06-11,65,71.0,,0.71,46.15
2013-06-12,74,71.0,,0.71,52.54
2013-06-13,76,71.0,,0.71,53.959999999999994
2013-06-14,78,71.0,,0.71,55.379999999999995
2013-06-15,86,71.0,,0.71,61.059999999999995
2013-06-16,82,71.0,,0.71,58.22
2013-06-17,74,71.0,,0.71,52.54
2013-06-18,75,71.0,,0.71,53.25
2013-06-19,70,71.0,,0.71,49.699999999999996
2013-06-20,75,71.0,,0.71,53.25
2013-06-21,73,71.0,,0.71,51.83
2013-06-22,76,71.0,,0.71,53.959999999999994
2013-06-23,87,71.0,,0.71,61.769999999999996
2013-06-24,77,71.0,,0.71,54.669999999999995
2013-06-25,66,71.0,,0.71,46.86
2013-06-26,68,71.0,,0.71,48.28
2013-06-27,72,71.0,,0.71,51.12
2013-06-28,75,71.0,,0.71,53.25
2013-06-29,80,71.0,,0.71,56.8
2013-06-30,89,71.0,,0.71,63.19
2013-07-01,84,69.0,False,0.69,57.959999999999994
2013-07-02,77,69.0,,0.69,53.129999999999995
2013-07-03,75,69.0,,0.69,51.74999999999999
2013-07-04,97,69.0,,0.69,66.92999999999999
2013-07-05,100,69.0,,0.69,69.0
2013-07-06,84,69.0,,0.69,57.959999999999994
2013-07-07,90,69.0,,0.69,62.099999999999994
2013-07-08,75,69.0,,0.69,51.74999999999999
2013-07-09,78,69.0,,0.69,53.81999999999999
2013-07-10,73,69.0,,0.69,50.37
2013-07-11,72,69.0,,0.69,49.67999999999999
2013-07-12,71,69.0,,0.69,48.989999999999995
2013-07-13,85,69.0,,0.69,58.65
2013-07-14,85,69.0,,0.69,58.65
2013-07-15,72,69.0,,0.69,49.67999999999999
2013-07-16,67,69.0,,0.69,46.23
2013-07-17,75,69.0,,0.69,51.74999999999999
2013-07-18,76,69.0,,0.69,52.44
2013-07-19,72,69.0,,0.69,49.67999999999999
2013-07-20,92,69.0,,0.69,63.48
2013-07-21,79,69.0,,0.69,54.51
2013-07-22,70,69.0,,0.69,48.3
2013-07-23,68,69.0,,0.69,46.919999999999995
2013-07-24,74,69.0,,0.69,51.059999999999995
2013-07-25,78,69.0,,0.69,53.81999999999999
2013-07-26,73,69.0,,0.69,50.37
2013-07-27,79,69.0,,0.69,54.51
2013-07-28,83,69.0,,0.69,57.269999999999996
2013-07-29,72,69.0,,0.69,49.67999999999999
2013-07-30,70,69.0,,0.69,48.3
2013-07-31,71,69.0,,0.69,48.989999999999995
2013-08-01,75,65.0,False,0.65,48.75
2013-08-02,78,65.0,,0.65,50.7
2013-08-03,100,65.0,,0.65,65.0
2013-08-04,79,65.0,,0.65,51.35
2013-08-05,70,65.0,,0.65,45.5
2013-08-06,75,65.0,,0.65,48.75
2013-08-07,72,65.0,,0.65,46.800000000000004
2013-08-08,65,65.0,,0.65,42.25
2013-08-09,63,65.0,,0.65,40.95
2013-08-10,82,65.0,,0.65,53.300000000000004
2013-08-11,79,65.0,,0.65,51.35
2013-08-12,61,65.0,,0.65,39.65
2013-08-13,58,65.0,,0.65,37.7
2013-08-14,64,65.0,,0.65,41.6
2013-08-15,72,65.0,,0.65,46.800000000000004
2013-08-16,71,65.0,,0.65,46.15
2013-08-17,84,65.0,,0.65,54.6
2013-08-18,79,65.0,,0.65,51.35
2013-08-19,72,65.0,,0.65,46.800000000000004
2013-08-20,70,65.0,,0.65,45.5
2013-08-21,69,65.0,,0.65,44.85
2013-08-22,71,65.0,,0.65,46.15
2013-08-23,70,65.0,,0.65,45.5
2013-08-24,70,65.0,,0.65,45.5
2013-08-25,82,65.0,,0.65,53.300000000000004
2013-08-26,67,65.0,,0.65,43.550000000000004
2013-08-27,58,65.0,,0.65,37.7
2013-08-28,67,65.0,,0.65,43.550000000000004
2013-08-29,62,65.0,,0.65,40.300000000000004
2013-08-30,70,65.0,,0.65,45.5
2013-08-31,84,65.0,,0.65,54.6
2013-09-01,64,70.0,False,0.7,44.8
2013-09-02,65,70.0,,0.7,45.5
2013-09-03,54,70.0,,0.7,37.8
2013-09-04,55,70.0,,0.7,38.5
2013-09-05,57,70.0,,0.7,39.9
2013-09-06,74,70.0,,0.7,51.8
2013-09-07,100,70.0,,0.7,70.0
2013-09-08,84,70.0,,0.7,58.8
2013-09-09,76,70.0,,0.7,53.199999999999996
2013-09-10,79,70.0,,0.7,55.3
2013-09-11,74,70.0,,0.7,51.8
2013-09-12,98,70.0,,0.7,68.6
2013-09-13,75,70.0,,0.7,52.5
2013-09-14,76,70.0,,0.7,53.199999999999996
2013-09-15,65,70.0,,0.7,45.5
2013-09-16,56,70.0,,0.7,39.199999999999996
2013-09-17,53,70.0,,0.7,37.099999999999994
2013-09-18,53,70.0,,0.7,37.099999999999994
2013-09-19,50,70.0,,0.7,35.0
2013-09-20,54,70.0,,0.7,37.8
2013-09-21,63,70.0,,0.7,44.099999999999994
2013-09-22,59,70.0,,0.7,41.3
2013-09-23,47,70.0,,0.7,32.9
2013-09-24,56,70.0,,0.7,39.199999999999996
2013-09-25,63,70.0,,0.7,44.099999999999994
2013-09-26,57,70.0,,0.7,39.9
2013-09-27,58,70.0,,0.7,40.599999999999994
2013-09-28,68,70.0,,0.7,47.599999999999994
2013-09-29,71,70.0,,0.7,49.699999999999996
2013-09-30,61,70.0,,0.7,42.699999999999996
2013-10-01,55,67.0,False,0.67,36.85
2013-10-02,47,67.0,,0.67,31.490000000000002
2013-10-03,46,67.0,,0.67,30.82
2013-10-04,65,67.0,,0.67,43.550000000000004
2013-10-05,100,67.0,,0.67,67.0
2013-10-06,70,67.0,,0.67,46.900000000000006
2013-10-07,54,67.0,,0.67,36.18
2013-10-08,51,67.0,,0.67,34.17
2013-10-09,45,67.0,,0.67,30.150000000000002
2013-10-10,46,67.0,,0.67,30.82
2013-10-11,40,67.0,,0.67,26.8
2013-10-12,51,67.0,,0.67,34.17
2013-10-13,46,67.0,,0.67,30.82
2013-10-14,46,67.0,,0.67,30.82
2013-10-15,43,67.0,,0.67,28.810000000000002
2013-10-16,42,67.0,,0.67,28.14
2013-10-17,52,67.0,,0.67,34.84
2013-10-18,45,67.0,,0.67,30.150000000000002
2013-10-19,56,67.0,,0.67,37.52
2013-10-20,47,67.0,,0.67,31.490000000000002
2013-10-21,38,67.0,,0.67,25.46
2013-10-22,35,67.0,,0.67,23.450000000000003
2013-10-23,50,67.0,,0.67,33.5
2013-10-24,47,67.0,,0.67,31.490000000000002
2013-10-25,47,67.0,,0.67,31.490000000000002
2013-10-26,52,67.0,,0.67,34.84
2013-10-27,46,67.0,,0.67,30.82
2013-10-28,42,67.0,,0.67,28.14
2013-10-29,46,67.0,,0.67,30.82
2013-10-30,44,67.0,,0.67,29.48
2013-10-31,41,67.0,,0.67,27.470000000000002
2013-11-01,65,71.0,False,0.71,46.15
2013-11-02,72,71.0,,0.71,51.12
2013-11-03,73,71.0,,0.71,51.83
2013-11-04,82,71.0,,0.71,58.22
2013-11-05,89,71.0,,0.71,63.19
2013-11-06,75,71.0,,0.71,53.25
2013-11-07,74,71.0,,0.71,52.54
2013-11-08,69,71.0,,0.71,48.989999999999995
2013-11-09,97,71.0,,0.71,68.86999999999999
2013-11-10,80,71.0,,0.71,56.8
2013-11-11,72,71.0,,0.71,51.12
2013-11-12,70,71.0,,0.71,49.699999999999996
2013-11-13,75,71.0,,0.71,53.25
2013-11-14,75,71.0,,0.71,53.25
2013-11-15,71,71.0,,0.71,50.41
2013-11-16,86,71.0,,0.71,61.059999999999995
2013-11-17,80,71.0,,0.71,56.8
2013-11-18,74,71.0,,0.71,52.54
2013-11-19,71,71.0,,0.71,50.41
2013-11-20,72,71.0,,0.71,51.12
2013-11-21,71,71.0,,0.71,50.41
2013-11-22,83,71.0,,0.71,58.93
2013-11-23,84,71.0,,0.71,59.64
2013-11-24,100,71.0,,0.71,71.0
2013-11-25,79,71.0,,0.71,56.089999999999996
2013-11-26,82,71.0,,0.71,58.22
2013-11-27,85,71.0,,0.71,60.349999999999994
2013-11-28,95,71.0,,0.71,67.45
2013-11-29,100,71.0,,0.71,71.0
2013-11-30,94,71.0,,0.71,66.74
2013-12-01,64,77.0,False,0.77,49.28
2013-12-02,54,77.0,,0.77,41.58
2013-12-03,52,77.0,,0.77,40.04
2013-12-04,47,77.0,,0.77,36.19
2013-12-05,56,77.0,,0.77,43.120000000000005
2013-12-06,50,77.0,,0.77,38.5
2013-12-07,55,77.0,,0.77,42.35
2013-12-08,62,77.0,,0.77,47.74
2013-12-09,44,77.0,,0.77,33.88
2013-12-10,44,77.0,,0.77,33.88
2013-12-11,50,77.0,,0.77,38.5
2013-12-12,50,77.0,,0.77,38.5
2013-12-13,48,77.0,,0.77,36.96
2013-12-14,57,77.0,,0.77,43.89
2013-12-15,59,77.0,,0.77,45.43
2013-12-16,51,77.0,,0.77,39.27
2013-12-17,59,77.0,,0.77,45.43
2013-12-18,55,77.0,,0.77,42.35
2013-12-19,53,77.0,,0.77,40.81
2013-12-20,48,77.0,,0.77,36.96
2013-12-21,60,77.0,,0.77,46.2
2013-12-22,53,77.0,,0.77,40.81
2013-12-23,52,77.0,,0.77,40.04
2013-12-24,58,77.0,,0.77,44.660000000000004
2013-12-25,100,77.0,,0.77,77.0
2013-12-26,78,77.0,,0.77,60.06
2013-12-27,62,77.0,,0.77,47.74
2013-12-28,60,77.0,,0.77,46.2
2013-12-29,61,77.0,,0.77,46.97
2013-12-30,51,77.0,,0.77,39.27
2013-12-31,58,77.0,,0.77,44.660000000000004
2014-01-01,100,70.0,False,0.7,70.0
2014-01-02,88,70.0,,0.7,61.599999999999994
2014-01-03,78,70.0,,0.7,54.599999999999994
2014-01-04,78,70.0,,0.7,54.599999999999994
2014-01-05,79,70.0,,0.7,55.3
2014-01-06,69,70.0,,0.7,48.3
2014-01-07,70,70.0,,0.7,49.0
2014-01-08,75,70.0,,0.7,52.5
2014-01-09,69,70.0,,0.7,48.3
2014-01-10,69,70.0,,0.7,48.3
2014-01-11,75,70.0,,0.7,52.5
2014-01-12,74,70.0,,0.7,51.8
2014-01-13,59,70.0,,0.7,41.3
2014-01-14,67,70.0,,0.7,46.9
2014-01-15,72,70.0,,0.7,50.4
2014-01-16,73,70.0,,0.7,51.099999999999994
2014-01-17,71,70.0,,0.7,49.699999999999996
2014-01-18,80,70.0,,0.7,56.0
2014-01-19,70,70.0,,0.7,49.0
2014-01-20,73,70.0,,0.7,51.099999999999994
2014-01-21,57,70.0,,0.7,39.9
2014-01-22,66,70.0,,0.7,46.199999999999996
2014-01-23,61,70.0,,0.7,42.699999999999996
2014-01-24,65,70.0,,0.7,45.5
2014-01-25,73,70.0,,0.7,51.099999999999994
2014-01-26,90,70.0,,0.7,62.99999999999999
2014-01-27,78,70.0,,0.7,54.599999999999994
2014-01-28,67,70.0,,0.7,46.9
2014-01-29,68,70.0,,0.7,47.599999999999994
2014-01-30,72,70.0,,0.7,50.4
2014-01-31,67,70.0,,0.7,46.9
2014-02-01,81,63.0,False,0.63,51.03
2014-02-02,88,63.0,,0.63,55.44
2014-02-03,71,63.0,,0.63,44.73
2014-02-04,71,63.0,,0.63,44.73
2014-02-05,73,63.0,,0.63,45.99
2014-02-06,74,63.0,,0.63,46.62
2014-02-07,76,63.0,,0.63,47.88
2014-02-08,86,63.0,,0.63,54.18
2014-02-09,88,63.0,,0.63,55.44
2014-02-10,71,63.0,,0.63,44.73
2014-02-11,67,63.0,,0.63,42.21
2014-02-12,72,63.0,,0.63,45.36
2014-02-13,76,63.0,,0.63,47.88
2014-02-14,75,63.0,,0.63,47.25
2014-02-15,86,63.0,,0.63,54.18
2014-02-16,100,63.0,,0.63,63.0
2014-02-17,76,63.0,,0.63,47.88
2014-02-18,77,63.0,,0.63,48.51
2014-02-19,73,63.0,,0.63,45.99
2014-02-20,72,63.0,,0.63,45.36
2014-02-21,75,63.0,,0.63,47.25
2014-02-22,82,63.0,,0.63,51.660000000000004
2014-02-23,84,63.0,,0.63,52.92
2014-02-24,73,63.0,,0.63,45.99
2014-02-25,78,63.0,,0.63,49.14
2014-02-26,76,63.0,,0.63,47.88
2014-02-27,73,63.0,,0.63,45.99
2014-02-28,75,63.0,,0.63,47.25
2014-03-01,83,65.0,False,0.65,53.95
