date,on fire_unscaled,on fire_monthly,isPartial,scale,on fire
2005-01-01,37,27.0,False,0.27,9.99
2005-01-02,51,27.0,,0.27,13.770000000000001
2005-01-03,44,27.0,,0.27,11.88
2005-01-04,49,27.0,,0.27,13.23
2005-01-05,44,27.0,,0.27,11.88
2005-01-06,47,27.0,,0.27,12.690000000000001
2005-01-07,51,27.0,,0.27,13.770000000000001
2005-01-08,48,27.0,,0.27,12.96
2005-01-09,100,27.0,,0.27,27.0
2005-01-10,43,27.0,,0.27,11.610000000000001
2005-01-11,42,27.0,,0.27,11.34
2005-01-12,50,27.0,,0.27,13.5
2005-01-13,39,27.0,,0.27,10.530000000000001
2005-01-14,60,27.0,,0.27,16.200000000000003
2005-01-15,60,27.0,,0.27,16.200000000000003
2005-01-16,37,27.0,,0.27,9.99
2005-01-17,41,27.0,,0.27,11.07
2005-01-18,42,27.0,,0.27,11.34
2005-01-19,43,27.0,,0.27,11.610000000000001
2005-01-20,34,27.0,,0.27,9.18
2005-01-21,37,27.0,,0.27,9.99
2005-01-22,64,27.0,,0.27,17.28
2005-01-23,33,27.0,,0.27,8.91
2005-01-24,26,27.0,,0.27,7.0200000000000005
2005-01-25,57,27.0,,0.27,15.39
2005-01-26,40,27.0,,0.27,10.8
2005-01-27,45,27.0,,0.27,12.15
2005-01-28,47,27.0,,0.27,12.690000000000001
2005-01-29,49,27.0,,0.27,13.23
2005-01-30,41,27.0,,0.27,11.07
2005-01-31,46,27.0,,0.27,12.420000000000002
2005-02-01,53,30.0,False,0.3,15.899999999999999
2005-02-02,41,30.0,,0.3,12.299999999999999
2005-02-03,68,30.0,,0.3,20.4
2005-02-04,40,30.0,,0.3,12.0
2005-02-05,59,30.0,,0.3,17.7
2005-02-06,100,30.0,,0.3,30.0
2005-02-07,39,30.0,,0.3,11.7
2005-02-08,52,30.0,,0.3,15.6
2005-02-09,32,30.0,,0.3,9.6
2005-02-10,48,30.0,,0.3,14.399999999999999
2005-02-11,45,30.0,,0.3,13.5
2005-02-12,58,30.0,,0.3,17.4
2005-02-13,97,30.0,,0.3,29.099999999999998
2005-02-14,56,30.0,,0.3,16.8
2005-02-15,42,30.0,,0.3,12.6
2005-02-16,66,30.0,,0.3,19.8
2005-02-17,48,30.0,,0.3,14.399999999999999
2005-02-18,57,30.0,,0.3,17.099999999999998
2005-02-19,44,30.0,,0.3,13.2
2005-02-20,45,30.0,,0.3,13.5
2005-02-21,68,30.0,,0.3,20.4
2005-02-22,57,30.0,,0.3,17.099999999999998
2005-02-23,64,30.0,,0.3,19.2
2005-02-24,42,30.0,,0.3,12.6
2005-02-25,36,30.0,,0.3,10.799999999999999
2005-02-26,47,30.0,,0.3,14.1
2005-02-27,38,30.0,,0.3,11.4
2005-02-28,59,30.0,,0.3,17.7
2005-03-01,25,34.0,False,0.34,8.5
2005-03-02,21,34.0,,0.34,7.140000000000001
2005-03-03,25,34.0,,0.34,8.5
2005-03-04,23,34.0,,0.34,7.82
2005-03-05,28,34.0,,0.34,9.520000000000001
2005-03-06,100,34.0,,0.34,34.0
2005-03-07,30,34.0,,0.34,10.200000000000001
2005-03-08,30,34.0,,0.34,10.200000000000001
2005-03-09,25,34.0,,0.34,8.5
2005-03-10,34,34.0,,0.34,11.56
2005-03-11,35,34.0,,0.34,11.9
2005-03-12,50,34.0,,0.34,17.0
2005-03-13,37,34.0,,0.34,12.58
2005-03-14,42,34.0,,0.34,14.280000000000001
2005-03-15,32,34.0,,0.34,10.88
2005-03-16,29,34.0,,0.34,9.860000000000001
2005-03-17,35,34.0,,0.34,11.9
2005-03-18,44,34.0,,0.34,14.96
2005-03-19,34,34.0,,0.34,11.56
2005-03-20,43,34.0,,0.34,14.620000000000001
2005-03-21,47,34.0,,0.34,15.98
2005-03-22,29,34.0,,0.34,9.860000000000001
2005-03-23,36,34.0,,0.34,12.24
2005-03-24,40,34.0,,0.34,13.600000000000001
2005-03-25,17,34.0,,0.34,5.78
2005-03-26,41,34.0,,0.34,13.940000000000001
2005-03-27,30,34.0,,0.34,10.200000000000001
2005-03-28,37,34.0,,0.34,12.58
2005-03-29,17,34.0,,0.34,5.78
2005-03-30,23,34.0,,0.34,7.82
2005-03-31,45,34.0,,0.34,15.3
2005-04-01,50,28.0,False,0.28,14.000000000000002
2005-04-02,60,28.0,,0.28,16.8
2005-04-03,98,28.0,,0.28,27.44
2005-04-04,75,28.0,,0.28,21.000000000000004
2005-04-05,0,28.0,,0.28,0.0
2005-04-06,81,28.0,,0.28,22.680000000000003
2005-04-07,46,28.0,,0.28,12.88
2005-04-08,53,28.0,,0.28,14.840000000000002
2005-04-09,65,28.0,,0.28,18.200000000000003
2005-04-10,90,28.0,,0.28,25.200000000000003
2005-04-11,66,28.0,,0.28,18.48
2005-04-12,48,28.0,,0.28,13.440000000000001
2005-04-13,52,28.0,,0.28,14.560000000000002
2005-04-14,70,28.0,,0.28,19.6
2005-04-15,55,28.0,,0.28,15.400000000000002
2005-04-16,37,28.0,,0.28,10.360000000000001
2005-04-17,59,28.0,,0.28,16.520000000000003
2005-04-18,51,28.0,,0.28,14.280000000000001
2005-04-19,64,28.0,,0.28,17.92
2005-04-20,77,28.0,,0.28,21.560000000000002
2005-04-21,65,28.0,,0.28,18.200000000000003
2005-04-22,52,28.0,,0.28,14.560000000000002
2005-04-23,60,28.0,,0.28,16.8
2005-04-24,88,28.0,,0.28,24.64
2005-04-25,67,28.0,,0.28,18.76
2005-04-26,34,28.0,,0.28,9.520000000000001
2005-04-27,40,28.0,,0.28,11.200000000000001
2005-04-28,66,28.0,,0.28,18.48
2005-04-29,56,28.0,,0.28,15.680000000000001
2005-04-30,100,28.0,,0.28,28.000000000000004
2005-05-01,59,28.0,False,0.28,16.520000000000003
2005-05-02,42,28.0,,0.28,11.760000000000002
2005-05-03,49,28.0,,0.28,13.72
2005-05-04,43,28.0,,0.28,12.040000000000001
2005-05-05,44,28.0,,0.28,12.32
2005-05-06,47,28.0,,0.28,13.160000000000002
2005-05-07,72,28.0,,0.28,20.160000000000004
2005-05-08,100,28.0,,0.28,28.000000000000004
2005-05-09,43,28.0,,0.28,12.040000000000001
2005-05-10,39,28.0,,0.28,10.920000000000002
2005-05-11,32,28.0,,0.28,8.96
2005-05-12,48,28.0,,0.28,13.440000000000001
2005-05-13,65,28.0,,0.28,18.200000000000003
2005-05-14,49,28.0,,0.28,13.72
2005-05-15,62,28.0,,0.28,17.360000000000003
2005-05-16,24,28.0,,0.28,6.720000000000001
2005-05-17,27,28.0,,0.28,7.5600000000000005
2005-05-18,16,28.0,,0.28,4.48
2005-05-19,20,28.0,,0.28,5.6000000000000005
2005-05-20,56,28.0,,0.28,15.680000000000001
2005-05-21,36,28.0,,0.28,10.080000000000002
2005-05-22,28,28.0,,0.28,7.840000000000001
2005-05-23,47,28.0,,0.28,13.160000000000002
2005-05-24,39,28.0,,0.28,10.920000000000002
2005-05-25,36,28.0,,0.28,10.080000000000002
2005-05-26,41,28.0,,0.28,11.48
2005-05-27,41,28.0,,0.28,11.48
2005-05-28,46,28.0,,0.28,12.88
2005-05-29,71,28.0,,0.28,19.880000000000003
2005-05-30,46,28.0,,0.28,12.88
2005-05-31,28,28.0,,0.28,7.840000000000001
2005-06-01,81,26.0,False,0.26,21.060000000000002
2005-06-02,56,26.0,,0.26,14.56
2005-06-03,81,26.0,,0.26,21.060000000000002
2005-06-04,74,26.0,,0.26,19.240000000000002
2005-06-05,87,26.0,,0.26,22.62
2005-06-06,66,26.0,,0.26,17.16
2005-06-07,62,26.0,,0.26,16.12
2005-06-08,89,26.0,,0.26,23.14
2005-06-09,51,26.0,,0.26,13.26
2005-06-10,51,26.0,,0.26,13.26
2005-06-11,40,26.0,,0.26,10.4
2005-06-12,46,26.0,,0.26,11.96
2005-06-13,84,26.0,,0.26,21.84
2005-06-14,83,26.0,,0.26,21.580000000000002
2005-06-15,47,26.0,,0.26,12.22
2005-06-16,79,26.0,,0.26,20.54
2005-06-17,59,26.0,,0.26,15.34
2005-06-18,65,26.0,,0.26,16.900000000000002
2005-06-19,67,26.0,,0.26,17.42
2005-06-20,71,26.0,,0.26,18.46
2005-06-21,80,26.0,,0.26,20.8
2005-06-22,55,26.0,,0.26,14.3
2005-06-23,63,26.0,,0.26,16.38
2005-06-24,49,26.0,,0.26,12.74
2005-06-25,100,26.0,,0.26,26.0
2005-06-26,71,26.0,,0.26,18.46
2005-06-27,70,26.0,,0.26,18.2
2005-06-28,36,26.0,,0.26,9.36
2005-06-29,90,26.0,,0.26,23.400000000000002
2005-06-30,42,26.0,,0.26,10.92
2005-07-01,49,28.0,False,0.28,13.72
2005-07-02,87,28.0,,0.28,24.360000000000003
2005-07-03,67,28.0,,0.28,18.76
2005-07-04,87,28.0,,0.28,24.360000000000003
2005-07-05,80,28.0,,0.28,22.400000000000002
2005-07-06,34,28.0,,0.28,9.520000000000001
2005-07-07,63,28.0,,0.28,17.64
2005-07-08,44,28.0,,0.28,12.32
2005-07-09,69,28.0,,0.28,19.32
2005-07-10,36,28.0,,0.28,10.080000000000002
2005-07-11,77,28.0,,0.28,21.560000000000002
2005-07-12,53,28.0,,0.28,14.840000000000002
2005-07-13,52,28.0,,0.28,14.560000000000002
2005-07-14,55,28.0,,0.28,15.400000000000002
2005-07-15,81,28.0,,0.28,22.680000000000003
2005-07-16,52,28.0,,0.28,14.560000000000002
2005-07-17,66,28.0,,0.28,18.48
2005-07-18,64,28.0,,0.28,17.92
2005-07-19,33,28.0,,0.28,9.24
2005-07-20,56,28.0,,0.28,15.680000000000001
2005-07-21,37,28.0,,0.28,10.360000000000001
2005-07-22,67,28.0,,0.28,18.76
2005-07-23,61,28.0,,0.28,17.080000000000002
2005-07-24,72,28.0,,0.28,20.160000000000004
2005-07-25,53,28.0,,0.28,14.840000000000002
2005-07-26,49,28.0,,0.28,13.72
2005-07-27,39,28.0,,0.28,10.920000000000002
2005-07-28,45,28.0,,0.28,12.600000000000001
2005-07-29,70,28.0,,0.28,19.6
2005-07-30,100,28.0,,0.28,28.000000000000004
2005-07-31,53,28.0,,0.28,14.840000000000002
2005-08-01,48,29.0,False,0.29,13.919999999999998
2005-08-02,69,29.0,,0.29,20.009999999999998
2005-08-03,40,29.0,,0.29,11.6
2005-08-04,50,29.0,,0.29,14.499999999999998
2005-08-05,74,29.0,,0.29,21.459999999999997
2005-08-06,100,29.0,,0.29,28.999999999999996
2005-08-07,53,29.0,,0.29,15.37
2005-08-08,45,29.0,,0.29,13.049999999999999
2005-08-09,60,29.0,,0.29,17.4
2005-08-10,59,29.0,,0.29,17.11
2005-08-11,54,29.0,,0.29,15.659999999999998
2005-08-12,42,29.0,,0.29,12.18
2005-08-13,78,29.0,,0.29,22.619999999999997
2005-08-14,89,29.0,,0.29,25.81
2005-08-15,48,29.0,,0.29,13.919999999999998
2005-08-16,71,29.0,,0.29,20.59
2005-08-17,60,29.0,,0.29,17.4
2005-08-18,52,29.0,,0.29,15.079999999999998
2005-08-19,69,29.0,,0.29,20.009999999999998
2005-08-20,63,29.0,,0.29,18.27
2005-08-21,60,29.0,,0.29,17.4
2005-08-22,47,29.0,,0.29,13.629999999999999
2005-08-23,40,29.0,,0.29,11.6
2005-08-24,68,29.0,,0.29,19.72
2005-08-25,80,29.0,,0.29,23.2
2005-08-26,58,29.0,,0.29,16.82
2005-08-27,92,29.0,,0.29,26.68
2005-08-28,65,29.0,,0.29,18.849999999999998
2005-08-29,67,29.0,,0.29,19.43
2005-08-30,47,29.0,,0.29,13.629999999999999
2005-08-31,74,29.0,,0.29,21.459999999999997
2005-09-01,50,26.0,False,0.26,13.0
2005-09-02,49,26.0,,0.26,12.74
2005-09-03,48,26.0,,0.26,12.48
2005-09-04,59,26.0,,0.26,15.34
2005-09-05,42,26.0,,0.26,10.92
2005-09-06,69,26.0,,0.26,17.94
2005-09-07,37,26.0,,0.26,9.620000000000001
2005-09-08,38,26.0,,0.26,9.88
2005-09-09,40,26.0,,0.26,10.4
2005-09-10,69,26.0,,0.26,17.94
2005-09-11,56,26.0,,0.26,14.56
2005-09-12,39,26.0,,0.26,10.14
2005-09-13,41,26.0,,0.26,10.66
2005-09-14,48,26.0,,0.26,12.48
2005-09-15,44,26.0,,0.26,11.440000000000001
2005-09-16,47,26.0,,0.26,12.22
2005-09-17,100,26.0,,0.26,26.0
2005-09-18,67,26.0,,0.26,17.42
2005-09-19,36,26.0,,0.26,9.36
2005-09-20,47,26.0,,0.26,12.22
2005-09-21,45,26.0,,0.26,11.700000000000001
2005-09-22,42,26.0,,0.26,10.92
2005-09-23,47,26.0,,0.26,12.22
2005-09-24,65,26.0,,0.26,16.900000000000002
2005-09-25,74,26.0,,0.26,19.240000000000002
2005-09-26,48,26.0,,0.26,12.48
2005-09-27,31,26.0,,0.26,8.06
2005-09-28,53,26.0,,0.26,13.780000000000001
2005-09-29,73,26.0,,0.26,18.98
2005-09-30,66,26.0,,0.26,17.16
2005-10-01,55,25.0,False,0.25,13.75
2005-10-02,77,25.0,,0.25,19.25
2005-10-03,38,25.0,,0.25,9.5
2005-10-04,45,25.0,,0.25,11.25
2005-10-05,63,25.0,,0.25,15.75
2005-10-06,58,25.0,,0.25,14.5
2005-10-07,68,25.0,,0.25,17.0
2005-10-08,75,25.0,,0.25,18.75
2005-10-09,71,25.0,,0.25,17.75
2005-10-10,92,25.0,,0.25,23.0
2005-10-11,59,25.0,,0.25,14.75
2005-10-12,80,25.0,,0.25,20.0
2005-10-13,47,25.0,,0.25,11.75
2005-10-14,65,25.0,,0.25,16.25
2005-10-15,58,25.0,,0.25,14.5
2005-10-16,61,25.0,,0.25,15.25
2005-10-17,37,25.0,,0.25,9.25
2005-10-18,61,25.0,,0.25,15.25
2005-10-19,82,25.0,,0.25,20.5
2005-10-20,45,25.0,,0.25,11.25
2005-10-21,70,25.0,,0.25,17.5
2005-10-22,74,25.0,,0.25,18.5
2005-10-23,100,25.0,,0.25,25.0
2005-10-24,55,25.0,,0.25,13.75
2005-10-25,69,25.0,,0.25,17.25
2005-10-26,48,25.0,,0.25,12.0
2005-10-27,65,25.0,,0.25,16.25
2005-10-28,92,25.0,,0.25,23.0
2005-10-29,90,25.0,,0.25,22.5
2005-10-30,66,25.0,,0.25,16.5
2005-10-31,58,25.0,,0.25,14.5
2005-11-01,42,29.0,False,0.29,12.18
2005-11-02,59,29.0,,0.29,17.11
2005-11-03,67,29.0,,0.29,19.43
2005-11-04,32,29.0,,0.29,9.28
2005-11-05,93,29.0,,0.29,26.97
2005-11-06,58,29.0,,0.29,16.82
2005-11-07,43,29.0,,0.29,12.469999999999999
2005-11-08,38,29.0,,0.29,11.02
2005-11-09,62,29.0,,0.29,17.98
2005-11-10,48,29.0,,0.29,13.919999999999998
2005-11-11,54,29.0,,0.29,15.659999999999998
2005-11-12,71,29.0,,0.29,20.59
2005-11-13,57,29.0,,0.29,16.529999999999998
2005-11-14,61,29.0,,0.29,17.689999999999998
2005-11-15,47,29.0,,0.29,13.629999999999999
2005-11-16,54,29.0,,0.29,15.659999999999998
2005-11-17,59,29.0,,0.29,17.11
2005-11-18,59,29.0,,0.29,17.11
2005-11-19,87,29.0,,0.29,25.229999999999997
2005-11-20,100,29.0,,0.29,28.999999999999996
2005-11-21,45,29.0,,0.29,13.049999999999999
2005-11-22,55,29.0,,0.29,15.95
2005-11-23,56,29.0,,0.29,16.24
2005-11-24,70,29.0,,0.29,20.299999999999997
2005-11-25,66,29.0,,0.29,19.139999999999997
2005-11-26,58,29.0,,0.29,16.82
2005-11-27,55,29.0,,0.29,15.95
2005-11-28,57,29.0,,0.29,16.529999999999998
2005-11-29,38,29.0,,0.29,11.02
2005-11-30,46,29.0,,0.29,13.34
2005-12-01,69,30.0,False,0.3,20.7
2005-12-02,57,30.0,,0.3,17.099999999999998
2005-12-03,55,30.0,,0.3,16.5
2005-12-04,84,30.0,,0.3,25.2
2005-12-05,57,30.0,,0.3,17.099999999999998
2005-12-06,48,30.0,,0.3,14.399999999999999
2005-12-07,56,30.0,,0.3,16.8
2005-12-08,88,30.0,,0.3,26.4
2005-12-09,54,30.0,,0.3,16.2
2005-12-10,73,30.0,,0.3,21.9
2005-12-11,91,30.0,,0.3,27.3
2005-12-12,57,30.0,,0.3,17.099999999999998
2005-12-13,75,30.0,,0.3,22.5
2005-12-14,38,30.0,,0.3,11.4
2005-12-15,48,30.0,,0.3,14.399999999999999
2005-12-16,47,30.0,,0.3,14.1
2005-12-17,44,30.0,,0.3,13.2
2005-12-18,73,30.0,,0.3,21.9
2005-12-19,74,30.0,,0.3,22.2
2005-12-20,45,30.0,,0.3,13.5
2005-12-21,52,30.0,,0.3,15.6
2005-12-22,18,30.0,,0.3,5.3999999999999995
2005-12-23,40,30.0,,0.3,12.0
2005-12-24,100,30.0,,0.3,30.0
2005-12-25,94,30.0,,0.3,28.2
2005-12-26,70,30.0,,0.3,21.0
2005-12-27,84,30.0,,0.3,25.2
2005-12-28,61,30.0,,0.3,18.3
2005-12-29,60,30.0,,0.3,18.0
2005-12-30,51,30.0,,0.3,15.299999999999999
2005-12-31,39,30.0,,0.3,11.7
2006-01-01,100,32.0,False,0.32,32.0
2006-01-02,83,32.0,,0.32,26.560000000000002
2006-01-03,63,32.0,,0.32,20.16
2006-01-04,72,32.0,,0.32,23.04
2006-01-05,64,32.0,,0.32,20.48
2006-01-06,64,32.0,,0.32,20.48
2006-01-07,42,32.0,,0.32,13.44
2006-01-08,100,32.0,,0.32,32.0
2006-01-09,88,32.0,,0.32,28.16
2006-01-10,92,32.0,,0.32,29.44
2006-01-11,68,32.0,,0.32,21.76
2006-01-12,54,32.0,,0.32,17.28
2006-01-13,44,32.0,,0.32,14.08
2006-01-14,89,32.0,,0.32,28.48
2006-01-15,74,32.0,,0.32,23.68
2006-01-16,65,32.0,,0.32,20.8
2006-01-17,54,32.0,,0.32,17.28
2006-01-18,59,32.0,,0.32,18.88
2006-01-19,39,32.0,,0.32,12.48
2006-01-20,57,32.0,,0.32,18.240000000000002
2006-01-21,96,32.0,,0.32,30.72
2006-01-22,73,32.0,,0.32,23.36
2006-01-23,55,32.0,,0.32,17.6
2006-01-24,50,32.0,,0.32,16.0
2006-01-25,40,32.0,,0.32,12.8
2006-01-26,49,32.0,,0.32,15.68
2006-01-27,56,32.0,,0.32,17.92
2006-01-28,86,32.0,,0.32,27.52
2006-01-29,85,32.0,,0.32,27.2
2006-01-30,59,32.0,,0.32,18.88
2006-01-31,73,32.0,,0.32,23.36
2006-02-01,43,30.0,False,0.3,12.9
2006-02-02,60,30.0,,0.3,18.0
2006-02-03,53,30.0,,0.3,15.899999999999999
2006-02-04,65,30.0,,0.3,19.5
2006-02-05,100,30.0,,0.3,30.0
2006-02-06,54,30.0,,0.3,16.2
2006-02-07,47,30.0,,0.3,14.1
2006-02-08,51,30.0,,0.3,15.299999999999999
2006-02-09,46,30.0,,0.3,13.799999999999999
2006-02-10,59,30.0,,0.3,17.7
2006-02-11,71,30.0,,0.3,21.3
2006-02-12,79,30.0,,0.3,23.7
2006-02-13,53,30.0,,0.3,15.899999999999999
2006-02-14,68,30.0,,0.3,20.4
2006-02-15,57,30.0,,0.3,17.099999999999998
2006-02-16,66,30.0,,0.3,19.8
2006-02-17,55,30.0,,0.3,16.5
2006-02-18,56,30.0,,0.3,16.8
2006-02-19,82,30.0,,0.3,24.599999999999998
2006-02-20,60,30.0,,0.3,18.0
2006-02-21,46,30.0,,0.3,13.799999999999999
2006-02-22,45,30.0,,0.3,13.5
2006-02-23,69,30.0,,0.3,20.7
2006-02-24,75,30.0,,0.3,22.5
2006-02-25,62,30.0,,0.3,18.599999999999998
2006-02-26,72,30.0,,0.3,21.599999999999998
2006-02-27,38,30.0,,0.3,11.4
2006-02-28,62,30.0,,0.3,18.599999999999998
2006-03-01,45,27.0,False,0.27,12.15
2006-03-02,45,27.0,,0.27,12.15
2006-03-03,76,27.0,,0.27,20.520000000000003
2006-03-04,42,27.0,,0.27,11.34
2006-03-05,71,27.0,,0.27,19.17
2006-03-06,50,27.0,,0.27,13.5
2006-03-07,53,27.0,,0.27,14.31
2006-03-08,67,27.0,,0.27,18.09
2006-03-09,74,27.0,,0.27,19.98
2006-03-10,34,27.0,,0.27,9.18
2006-03-11,51,27.0,,0.27,13.770000000000001
2006-03-12,58,27.0,,0.27,15.66
2006-03-13,37,27.0,,0.27,9.99
2006-03-14,49,27.0,,0.27,13.23
2006-03-15,81,27.0,,0.27,21.87
2006-03-16,41,27.0,,0.27,11.07
2006-03-17,84,27.0,,0.27,22.68
2006-03-18,72,27.0,,0.27,19.44
2006-03-19,57,27.0,,0.27,15.39
2006-03-20,45,27.0,,0.27,12.15
2006-03-21,70,27.0,,0.27,18.900000000000002
2006-03-22,85,27.0,,0.27,22.950000000000003
2006-03-23,100,27.0,,0.27,27.0
2006-03-24,71,27.0,,0.27,19.17
2006-03-25,91,27.0,,0.27,24.57
2006-03-26,71,27.0,,0.27,19.17
2006-03-27,45,27.0,,0.27,12.15
2006-03-28,26,27.0,,0.27,7.0200000000000005
2006-03-29,58,27.0,,0.27,15.66
2006-03-30,50,27.0,,0.27,13.5
2006-03-31,59,27.0,,0.27,15.930000000000001
2006-04-01,62,27.0,False,0.27,16.740000000000002
2006-04-02,45,27.0,,0.27,12.15
2006-04-03,55,27.0,,0.27,14.850000000000001
2006-04-04,55,27.0,,0.27,14.850000000000001
2006-04-05,88,27.0,,0.27,23.76
2006-04-06,28,27.0,,0.27,7.5600000000000005
2006-04-07,72,27.0,,0.27,19.44
2006-04-08,58,27.0,,0.27,15.66
2006-04-09,67,27.0,,0.27,18.09
2006-04-10,61,27.0,,0.27,16.470000000000002
2006-04-11,45,27.0,,0.27,12.15
2006-04-12,44,27.0,,0.27,11.88
2006-04-13,52,27.0,,0.27,14.040000000000001
2006-04-14,39,27.0,,0.27,10.530000000000001
2006-04-15,80,27.0,,0.27,21.6
2006-04-16,65,27.0,,0.27,17.55
2006-04-17,81,27.0,,0.27,21.87
2006-04-18,64,27.0,,0.27,17.28
2006-04-19,56,27.0,,0.27,15.120000000000001
2006-04-20,61,27.0,,0.27,16.470000000000002
2006-04-21,74,27.0,,0.27,19.98
2006-04-22,44,27.0,,0.27,11.88
2006-04-23,37,27.0,,0.27,9.99
2006-04-24,69,27.0,,0.27,18.630000000000003
2006-04-25,74,27.0,,0.27,19.98
2006-04-26,42,27.0,,0.27,11.34
2006-04-27,61,27.0,,0.27,16.470000000000002
2006-04-28,25,27.0,,0.27,6.75
2006-04-29,67,27.0,,0.27,18.09
2006-04-30,100,27.0,,0.27,27.0
2006-05-01,61,27.0,False,0.27,16.470000000000002
2006-05-02,60,27.0,,0.27,16.200000000000003
2006-05-03,61,27.0,,0.27,16.470000000000002
2006-05-04,48,27.0,,0.27,12.96
2006-05-05,78,27.0,,0.27,21.060000000000002
2006-05-06,77,27.0,,0.27,20.790000000000003
2006-05-07,62,27.0,,0.27,16.740000000000002
2006-05-08,55,27.0,,0.27,14.850000000000001
2006-05-09,40,27.0,,0.27,10.8
2006-05-10,72,27.0,,0.27,19.44
2006-05-11,43,27.0,,0.27,11.610000000000001
2006-05-12,45,27.0,,0.27,12.15
2006-05-13,55,27.0,,0.27,14.850000000000001
2006-05-14,70,27.0,,0.27,18.900000000000002
2006-05-15,64,27.0,,0.27,17.28
2006-05-16,49,27.0,,0.27,13.23
2006-05-17,41,27.0,,0.27,11.07
2006-05-18,55,27.0,,0.27,14.850000000000001
2006-05-19,90,27.0,,0.27,24.3
2006-05-20,100,27.0,,0.27,27.0
2006-05-21,77,27.0,,0.27,20.790000000000003
2006-05-22,55,27.0,,0.27,14.850000000000001
2006-05-23,70,27.0,,0.27,18.900000000000002
2006-05-24,72,27.0,,0.27,19.44
2006-05-25,74,27.0,,0.27,19.98
2006-05-26,52,27.0,,0.27,14.040000000000001
2006-05-27,49,27.0,,0.27,13.23
2006-05-28,52,27.0,,0.27,14.040000000000001
2006-05-29,75,27.0,,0.27,20.25
2006-05-30,66,27.0,,0.27,17.82
2006-05-31,68,27.0,,0.27,18.36
2006-06-01,63,27.0,False,0.27,17.01
2006-06-02,49,27.0,,0.27,13.23
2006-06-03,58,27.0,,0.27,15.66
2006-06-04,74,27.0,,0.27,19.98
2006-06-05,57,27.0,,0.27,15.39
2006-06-06,61,27.0,,0.27,16.470000000000002
2006-06-07,62,27.0,,0.27,16.740000000000002
2006-06-08,63,27.0,,0.27,17.01
2006-06-09,44,27.0,,0.27,11.88
2006-06-10,47,27.0,,0.27,12.690000000000001
2006-06-11,100,27.0,,0.27,27.0
2006-06-12,70,27.0,,0.27,18.900000000000002
2006-06-13,84,27.0,,0.27,22.68
2006-06-14,61,27.0,,0.27,16.470000000000002
2006-06-15,58,27.0,,0.27,15.66
2006-06-16,54,27.0,,0.27,14.580000000000002
2006-06-17,78,27.0,,0.27,21.060000000000002
2006-06-18,81,27.0,,0.27,21.87
2006-06-19,59,27.0,,0.27,15.930000000000001
2006-06-20,72,27.0,,0.27,19.44
2006-06-21,50,27.0,,0.27,13.5
2006-06-22,54,27.0,,0.27,14.580000000000002
2006-06-23,86,27.0,,0.27,23.220000000000002
2006-06-24,54,27.0,,0.27,14.580000000000002
2006-06-25,61,27.0,,0.27,16.470000000000002
2006-06-26,57,27.0,,0.27,15.39
2006-06-27,58,27.0,,0.27,15.66
2006-06-28,66,27.0,,0.27,17.82
2006-06-29,56,27.0,,0.27,15.120000000000001
2006-06-30,77,27.0,,0.27,20.790000000000003
2006-07-01,48,28.0,False,0.28,13.440000000000001
2006-07-02,50,28.0,,0.28,14.000000000000002
2006-07-03,54,28.0,,0.28,15.120000000000001
2006-07-04,80,28.0,,0.28,22.400000000000002
2006-07-05,52,28.0,,0.28,14.560000000000002
2006-07-06,62,28.0,,0.28,17.360000000000003
2006-07-07,81,28.0,,0.28,22.680000000000003
2006-07-08,45,28.0,,0.28,12.600000000000001
2006-07-09,61,28.0,,0.28,17.080000000000002
2006-07-10,42,28.0,,0.28,11.760000000000002
2006-07-11,87,28.0,,0.28,24.360000000000003
2006-07-12,51,28.0,,0.28,14.280000000000001
2006-07-13,47,28.0,,0.28,13.160000000000002
2006-07-14,80,28.0,,0.28,22.400000000000002
2006-07-15,52,28.0,,0.28,14.560000000000002
2006-07-16,100,28.0,,0.28,28.000000000000004
2006-07-17,80,28.0,,0.28,22.400000000000002
2006-07-18,41,28.0,,0.28,11.48
2006-07-19,52,28.0,,0.28,14.560000000000002
2006-07-20,76,28.0,,0.28,21.28
2006-07-21,85,28.0,,0.28,23.8
2006-07-22,73,28.0,,0.28,20.44
2006-07-23,60,28.0,,0.28,16.8
2006-07-24,59,28.0,,0.28,16.520000000000003
2006-07-25,59,28.0,,0.28,16.520000000000003
2006-07-26,73,28.0,,0.28,20.44
2006-07-27,47,28.0,,0.28,13.160000000000002
2006-07-28,49,28.0,,0.28,13.72
2006-07-29,74,28.0,,0.28,20.720000000000002
2006-07-30,45,28.0,,0.28,12.600000000000001
2006-07-31,46,28.0,,0.28,12.88
2006-08-01,56,29.0,False,0.29,16.24
2006-08-02,42,29.0,,0.29,12.18
2006-08-03,64,29.0,,0.29,18.56
2006-08-04,73,29.0,,0.29,21.169999999999998
2006-08-05,69,29.0,,0.29,20.009999999999998
2006-08-06,94,29.0,,0.29,27.259999999999998
2006-08-07,64,29.0,,0.29,18.56
2006-08-08,38,29.0,,0.29,11.02
2006-08-09,77,29.0,,0.29,22.33
2006-08-10,78,29.0,,0.29,22.619999999999997
2006-08-11,66,29.0,,0.29,19.139999999999997
2006-08-12,72,29.0,,0.29,20.88
2006-08-13,100,29.0,,0.29,28.999999999999996
2006-08-14,79,29.0,,0.29,22.91
2006-08-15,70,29.0,,0.29,20.299999999999997
