date,equity bank_unscaled,equity bank_monthly,isPartial,scale,equity bank
2008-12-05,60,66.0,,0.66,39.6
2008-12-06,42,66.0,,0.66,27.720000000000002
2008-12-07,0,66.0,,0.66,0.0
2008-12-08,56,66.0,,0.66,36.96
2008-12-09,27,66.0,,0.66,17.82
2008-12-10,42,66.0,,0.66,27.720000000000002
2008-12-11,43,66.0,,0.66,28.380000000000003
2008-12-12,30,66.0,,0.66,19.8
2008-12-13,42,66.0,,0.66,27.720000000000002
2008-12-14,0,66.0,,0.66,0.0
2008-12-15,100,66.0,,0.66,66.0
2008-12-16,28,66.0,,0.66,18.48
2008-12-17,88,66.0,,0.66,58.080000000000005
2008-12-18,45,66.0,,0.66,29.700000000000003
2008-12-19,33,66.0,,0.66,21.78
2008-12-20,45,66.0,,0.66,29.700000000000003
2008-12-21,0,66.0,,0.66,0.0
2008-12-22,50,66.0,,0.66,33.0
2008-12-23,86,66.0,,0.66,56.760000000000005
2008-12-24,85,66.0,,0.66,56.1
2008-12-25,30,66.0,,0.66,19.8
2008-12-26,46,66.0,,0.66,30.360000000000003
2008-12-27,0,66.0,,0.66,0.0
2008-12-28,0,66.0,,0.66,0.0
2008-12-29,85,66.0,,0.66,56.1
2008-12-30,67,66.0,,0.66,44.22
2008-12-31,0,66.0,,0.66,0.0
2009-01-01,100,78.0,False,0.78,78.0
2009-01-02,70,78.0,,0.78,54.6
2009-01-03,41,78.0,,0.78,31.98
2009-01-04,0,78.0,,0.78,0.0
2009-01-05,28,78.0,,0.78,21.84
2009-01-06,27,78.0,,0.78,21.060000000000002
2009-01-07,14,78.0,,0.78,10.92
2009-01-08,14,78.0,,0.78,10.92
2009-01-09,58,78.0,,0.78,45.24
2009-01-10,60,78.0,,0.78,46.800000000000004
2009-01-11,20,78.0,,0.78,15.600000000000001
2009-01-12,54,78.0,,0.78,42.120000000000005
2009-01-13,66,78.0,,0.78,51.480000000000004
2009-01-14,68,78.0,,0.78,53.04
2009-01-15,54,78.0,,0.78,42.120000000000005
2009-01-16,14,78.0,,0.78,10.92
2009-01-17,0,78.0,,0.78,0.0
2009-01-18,42,78.0,,0.78,32.76
2009-01-19,91,78.0,,0.78,70.98
2009-01-20,54,78.0,,0.78,42.120000000000005
2009-01-21,80,78.0,,0.78,62.400000000000006
2009-01-22,54,78.0,,0.78,42.120000000000005
2009-01-23,56,78.0,,0.78,43.68
2009-01-24,39,78.0,,0.78,30.42
2009-01-25,20,78.0,,0.78,15.600000000000001
2009-01-26,53,78.0,,0.78,41.34
2009-01-27,91,78.0,,0.78,70.98
2009-01-28,78,78.0,,0.78,60.84
2009-01-29,40,78.0,,0.78,31.200000000000003
2009-01-30,56,78.0,,0.78,43.68
2009-01-31,58,78.0,,0.78,45.24
2009-02-01,37,66.0,False,0.66,24.42
2009-02-02,62,66.0,,0.66,40.92
2009-02-03,47,66.0,,0.66,31.020000000000003
2009-02-04,35,66.0,,0.66,23.1
2009-02-05,60,66.0,,0.66,39.6
2009-02-06,38,66.0,,0.66,25.080000000000002
2009-02-07,36,66.0,,0.66,23.76
2009-02-08,0,66.0,,0.66,0.0
2009-02-09,35,66.0,,0.66,23.1
2009-02-10,23,66.0,,0.66,15.180000000000001
2009-02-11,47,66.0,,0.66,31.020000000000003
2009-02-12,36,66.0,,0.66,23.76
2009-02-13,13,66.0,,0.66,8.58
2009-02-14,18,66.0,,0.66,11.88
2009-02-15,19,66.0,,0.66,12.540000000000001
2009-02-16,53,66.0,,0.66,34.980000000000004
2009-02-17,24,66.0,,0.66,15.84
2009-02-18,24,66.0,,0.66,15.84
2009-02-19,48,66.0,,0.66,31.68
2009-02-20,100,66.0,,0.66,66.0
2009-02-21,53,66.0,,0.66,34.980000000000004
2009-02-22,36,66.0,,0.66,23.76
2009-02-23,85,66.0,,0.66,56.1
2009-02-24,59,66.0,,0.66,38.940000000000005
2009-02-25,48,66.0,,0.66,31.68
2009-02-26,36,66.0,,0.66,23.76
2009-02-27,87,66.0,,0.66,57.42
2009-02-28,35,66.0,,0.66,23.1
2009-03-01,0,72.0,False,0.72,0.0
2009-03-02,45,72.0,,0.72,32.4
2009-03-03,34,72.0,,0.72,24.48
2009-03-04,57,72.0,,0.72,41.04
2009-03-05,35,72.0,,0.72,25.2
2009-03-06,36,72.0,,0.72,25.919999999999998
2009-03-07,34,72.0,,0.72,24.48
2009-03-08,17,72.0,,0.72,12.24
2009-03-09,23,72.0,,0.72,16.56
2009-03-10,34,72.0,,0.72,24.48
2009-03-11,34,72.0,,0.72,24.48
2009-03-12,47,72.0,,0.72,33.839999999999996
2009-03-13,49,72.0,,0.72,35.28
2009-03-14,52,72.0,,0.72,37.44
2009-03-15,70,72.0,,0.72,50.4
2009-03-16,69,72.0,,0.72,49.68
2009-03-17,70,72.0,,0.72,50.4
2009-03-18,58,72.0,,0.72,41.76
2009-03-19,46,72.0,,0.72,33.12
2009-03-20,74,72.0,,0.72,53.28
2009-03-21,0,72.0,,0.72,0.0
2009-03-22,35,72.0,,0.72,25.2
2009-03-23,34,72.0,,0.72,24.48
2009-03-24,67,72.0,,0.72,48.239999999999995
2009-03-25,57,72.0,,0.72,41.04
2009-03-26,23,72.0,,0.72,16.56
2009-03-27,60,72.0,,0.72,43.199999999999996
2009-03-28,34,72.0,,0.72,24.48
2009-03-29,100,72.0,,0.72,72.0
2009-03-30,45,72.0,,0.72,32.4
2009-03-31,33,72.0,,0.72,23.759999999999998
2009-04-01,25,65.0,False,0.65,16.25
2009-04-02,78,65.0,,0.65,50.7
2009-04-03,55,65.0,,0.65,35.75
2009-04-04,39,65.0,,0.65,25.35
2009-04-05,40,65.0,,0.65,26.0
2009-04-06,13,65.0,,0.65,8.450000000000001
2009-04-07,25,65.0,,0.65,16.25
2009-04-08,39,65.0,,0.65,25.35
2009-04-09,81,65.0,,0.65,52.65
2009-04-10,31,65.0,,0.65,20.150000000000002
2009-04-11,60,65.0,,0.65,39.0
2009-04-12,0,65.0,,0.65,0.0
2009-04-13,52,65.0,,0.65,33.800000000000004
2009-04-14,37,65.0,,0.65,24.05
2009-04-15,50,65.0,,0.65,32.5
2009-04-16,26,65.0,,0.65,16.900000000000002
2009-04-17,56,65.0,,0.65,36.4
2009-04-18,61,65.0,,0.65,39.65
2009-04-19,0,65.0,,0.65,0.0
2009-04-20,38,65.0,,0.65,24.7
2009-04-21,49,65.0,,0.65,31.85
2009-04-22,25,65.0,,0.65,16.25
2009-04-23,26,65.0,,0.65,16.900000000000002
2009-04-24,42,65.0,,0.65,27.3
2009-04-25,62,65.0,,0.65,40.300000000000004
2009-04-26,60,65.0,,0.65,39.0
2009-04-27,50,65.0,,0.65,32.5
2009-04-28,25,65.0,,0.65,16.25
2009-04-29,100,65.0,,0.65,65.0
2009-04-30,63,65.0,,0.65,40.95
2009-05-01,45,68.0,False,0.68,30.6
2009-05-02,32,68.0,,0.68,21.76
2009-05-03,0,68.0,,0.68,0.0
2009-05-04,40,68.0,,0.68,27.200000000000003
2009-05-05,30,68.0,,0.68,20.400000000000002
2009-05-06,100,68.0,,0.68,68.0
2009-05-07,10,68.0,,0.68,6.800000000000001
2009-05-08,11,68.0,,0.68,7.48
2009-05-09,16,68.0,,0.68,10.88
2009-05-10,51,68.0,,0.68,34.68
2009-05-11,42,68.0,,0.68,28.560000000000002
2009-05-12,20,68.0,,0.68,13.600000000000001
2009-05-13,20,68.0,,0.68,13.600000000000001
2009-05-14,61,68.0,,0.68,41.480000000000004
2009-05-15,66,68.0,,0.68,44.88
2009-05-16,16,68.0,,0.68,10.88
2009-05-17,0,68.0,,0.68,0.0
2009-05-18,30,68.0,,0.68,20.400000000000002
2009-05-19,70,68.0,,0.68,47.6
2009-05-20,21,68.0,,0.68,14.280000000000001
2009-05-21,64,68.0,,0.68,43.52
2009-05-22,82,68.0,,0.68,55.760000000000005
2009-05-23,0,68.0,,0.68,0.0
2009-05-24,0,68.0,,0.68,0.0
2009-05-25,15,68.0,,0.68,10.200000000000001
2009-05-26,62,68.0,,0.68,42.160000000000004
2009-05-27,81,68.0,,0.68,55.080000000000005
2009-05-28,52,68.0,,0.68,35.36
2009-05-29,34,68.0,,0.68,23.12
2009-05-30,0,68.0,,0.68,0.0
2009-05-31,33,68.0,,0.68,22.44
2009-06-01,33,78.0,False,0.78,25.740000000000002
2009-06-02,32,78.0,,0.78,24.96
2009-06-03,65,78.0,,0.78,50.7
2009-06-04,22,78.0,,0.78,17.16
2009-06-05,47,78.0,,0.78,36.660000000000004
2009-06-06,0,78.0,,0.78,0.0
2009-06-07,17,78.0,,0.78,13.26
2009-06-08,54,78.0,,0.78,42.120000000000005
2009-06-09,32,78.0,,0.78,24.96
2009-06-10,44,78.0,,0.78,34.32
2009-06-11,100,78.0,,0.78,78.0
2009-06-12,24,78.0,,0.78,18.72
2009-06-13,0,78.0,,0.78,0.0
2009-06-14,70,78.0,,0.78,54.6
2009-06-15,78,78.0,,0.78,60.84
2009-06-16,66,78.0,,0.78,51.480000000000004
2009-06-17,22,78.0,,0.78,17.16
2009-06-18,45,78.0,,0.78,35.1
2009-06-19,96,78.0,,0.78,74.88
2009-06-20,0,78.0,,0.78,0.0
2009-06-21,36,78.0,,0.78,28.080000000000002
2009-06-22,45,78.0,,0.78,35.1
2009-06-23,99,78.0,,0.78,77.22
2009-06-24,67,78.0,,0.78,52.260000000000005
2009-06-25,67,78.0,,0.78,52.260000000000005
2009-06-26,47,78.0,,0.78,36.660000000000004
2009-06-27,17,78.0,,0.78,13.26
2009-06-28,35,78.0,,0.78,27.3
2009-06-29,22,78.0,,0.78,17.16
2009-06-30,67,78.0,,0.78,52.260000000000005
2009-07-01,90,69.0,False,0.69,62.099999999999994
2009-07-02,0,69.0,,0.69,0.0
2009-07-03,53,69.0,,0.69,36.57
2009-07-04,22,69.0,,0.69,15.18
2009-07-05,0,69.0,,0.69,0.0
2009-07-06,64,69.0,,0.69,44.16
2009-07-07,37,69.0,,0.69,25.529999999999998
2009-07-08,63,69.0,,0.69,43.47
2009-07-09,13,69.0,,0.69,8.969999999999999
2009-07-10,14,69.0,,0.69,9.66
2009-07-11,40,69.0,,0.69,27.599999999999998
2009-07-12,40,69.0,,0.69,27.599999999999998
2009-07-13,0,69.0,,0.69,0.0
2009-07-14,100,69.0,,0.69,69.0
2009-07-15,13,69.0,,0.69,8.969999999999999
2009-07-16,51,69.0,,0.69,35.19
2009-07-17,69,69.0,,0.69,47.61
2009-07-18,40,69.0,,0.69,27.599999999999998
2009-07-19,20,69.0,,0.69,13.799999999999999
2009-07-20,26,69.0,,0.69,17.939999999999998
2009-07-21,37,69.0,,0.69,25.529999999999998
2009-07-22,25,69.0,,0.69,17.25
2009-07-23,38,69.0,,0.69,26.22
2009-07-24,54,69.0,,0.69,37.26
2009-07-25,0,69.0,,0.69,0.0
2009-07-26,39,69.0,,0.69,26.909999999999997
2009-07-27,75,69.0,,0.69,51.74999999999999
2009-07-28,97,69.0,,0.69,66.92999999999999
2009-07-29,13,69.0,,0.69,8.969999999999999
2009-07-30,13,69.0,,0.69,8.969999999999999
2009-07-31,54,69.0,,0.69,37.26
2009-08-01,77,72.0,False,0.72,55.44
2009-08-02,16,72.0,,0.72,11.52
2009-08-03,31,72.0,,0.72,22.32
2009-08-04,70,72.0,,0.72,50.4
2009-08-05,20,72.0,,0.72,14.399999999999999
2009-08-06,41,72.0,,0.72,29.52
2009-08-07,77,72.0,,0.72,55.44
2009-08-08,31,72.0,,0.72,22.32
2009-08-09,16,72.0,,0.72,11.52
2009-08-10,61,72.0,,0.72,43.92
2009-08-11,40,72.0,,0.72,28.799999999999997
2009-08-12,30,72.0,,0.72,21.599999999999998
2009-08-13,51,72.0,,0.72,36.72
2009-08-14,22,72.0,,0.72,15.84
2009-08-15,0,72.0,,0.72,0.0
2009-08-16,16,72.0,,0.72,11.52
2009-08-17,100,72.0,,0.72,72.0
2009-08-18,30,72.0,,0.72,21.599999999999998
2009-08-19,10,72.0,,0.72,7.199999999999999
2009-08-20,51,72.0,,0.72,36.72
2009-08-21,32,72.0,,0.72,23.04
2009-08-22,0,72.0,,0.72,0.0
2009-08-23,0,72.0,,0.72,0.0
2009-08-24,40,72.0,,0.72,28.799999999999997
2009-08-25,39,72.0,,0.72,28.08
2009-08-26,49,72.0,,0.72,35.28
2009-08-27,69,72.0,,0.72,49.68
2009-08-28,94,72.0,,0.72,67.67999999999999
2009-08-29,43,72.0,,0.72,30.959999999999997
2009-08-30,15,72.0,,0.72,10.799999999999999
2009-08-31,39,72.0,,0.72,28.08
2009-09-01,65,53.0,False,0.53,34.45
2009-09-02,52,53.0,,0.53,27.560000000000002
2009-09-03,40,53.0,,0.53,21.200000000000003
2009-09-04,0,53.0,,0.53,0.0
2009-09-05,40,53.0,,0.53,21.200000000000003
2009-09-06,21,53.0,,0.53,11.13
2009-09-07,72,53.0,,0.53,38.160000000000004
2009-09-08,64,53.0,,0.53,33.92
2009-09-09,13,53.0,,0.53,6.890000000000001
2009-09-10,25,53.0,,0.53,13.25
2009-09-11,13,53.0,,0.53,6.890000000000001
2009-09-12,19,53.0,,0.53,10.07
2009-09-13,0,53.0,,0.53,0.0
2009-09-14,25,53.0,,0.53,13.25
2009-09-15,25,53.0,,0.53,13.25
2009-09-16,37,53.0,,0.53,19.61
2009-09-17,25,53.0,,0.53,13.25
2009-09-18,54,53.0,,0.53,28.62
2009-09-19,0,53.0,,0.53,0.0
2009-09-20,0,53.0,,0.53,0.0
2009-09-21,100,53.0,,0.53,53.0
2009-09-22,86,53.0,,0.53,45.580000000000005
2009-09-23,87,53.0,,0.53,46.11
2009-09-24,13,53.0,,0.53,6.890000000000001
2009-09-25,40,53.0,,0.53,21.200000000000003
2009-09-26,0,53.0,,0.53,0.0
2009-09-27,0,53.0,,0.53,0.0
2009-09-28,63,53.0,,0.53,33.39
2009-09-29,25,53.0,,0.53,13.25
2009-09-30,25,53.0,,0.53,13.25
2009-10-01,40,63.0,False,0.63,25.2
2009-10-02,100,63.0,,0.63,63.0
2009-10-03,20,63.0,,0.63,12.6
2009-10-04,0,63.0,,0.63,0.0
2009-10-05,26,63.0,,0.63,16.38
2009-10-06,13,63.0,,0.63,8.19
2009-10-07,53,63.0,,0.63,33.39
2009-10-08,68,63.0,,0.63,42.84
2009-10-09,28,63.0,,0.63,17.64
2009-10-10,60,63.0,,0.63,37.8
2009-10-11,40,63.0,,0.63,25.2
2009-10-12,55,63.0,,0.63,34.65
2009-10-13,52,63.0,,0.63,32.76
2009-10-14,66,63.0,,0.63,41.58
2009-10-15,52,63.0,,0.63,32.76
2009-10-16,14,63.0,,0.63,8.82
2009-10-17,20,63.0,,0.63,12.6
2009-10-18,39,63.0,,0.63,24.57
2009-10-19,13,63.0,,0.63,8.19
2009-10-20,38,63.0,,0.63,23.94
2009-10-21,90,63.0,,0.63,56.7
2009-10-22,26,63.0,,0.63,16.38
2009-10-23,41,63.0,,0.63,25.830000000000002
2009-10-24,0,63.0,,0.63,0.0
2009-10-25,0,63.0,,0.63,0.0
2009-10-26,26,63.0,,0.63,16.38
2009-10-27,75,63.0,,0.63,47.25
2009-10-28,64,63.0,,0.63,40.32
2009-10-29,52,63.0,,0.63,32.76
2009-10-30,28,63.0,,0.63,17.64
2009-10-31,40,63.0,,0.63,25.2
2009-11-01,24,62.0,False,0.62,14.879999999999999
2009-11-02,75,62.0,,0.62,46.5
2009-11-03,57,62.0,,0.62,35.339999999999996
2009-11-04,100,62.0,,0.62,62.0
2009-11-05,58,62.0,,0.62,35.96
2009-11-06,78,62.0,,0.62,48.36
2009-11-07,0,62.0,,0.62,0.0
2009-11-08,0,62.0,,0.62,0.0
2009-11-09,57,62.0,,0.62,35.339999999999996
2009-11-10,85,62.0,,0.62,52.7
2009-11-11,15,62.0,,0.62,9.3
2009-11-12,44,62.0,,0.62,27.28
2009-11-13,60,62.0,,0.62,37.2
2009-11-14,21,62.0,,0.62,13.02
2009-11-15,85,62.0,,0.62,52.7
2009-11-16,14,62.0,,0.62,8.68
2009-11-17,42,62.0,,0.62,26.04
2009-11-18,28,62.0,,0.62,17.36
2009-11-19,100,62.0,,0.62,62.0
2009-11-20,15,62.0,,0.62,9.3
2009-11-21,43,62.0,,0.62,26.66
2009-11-22,64,62.0,,0.62,39.68
2009-11-23,43,62.0,,0.62,26.66
2009-11-24,43,62.0,,0.62,26.66
2009-11-25,16,62.0,,0.62,9.92
2009-11-26,22,62.0,,0.62,13.64
2009-11-27,21,62.0,,0.62,13.02
2009-11-28,44,62.0,,0.62,27.28
2009-11-29,43,62.0,,0.62,26.66
2009-11-30,70,62.0,,0.62,43.4
2009-12-01,81,54.0,False,0.54,43.74
2009-12-02,96,54.0,,0.54,51.84
2009-12-03,69,54.0,,0.54,37.260000000000005
2009-12-04,59,54.0,,0.54,31.860000000000003
2009-12-05,40,54.0,,0.54,21.6
2009-12-06,0,54.0,,0.54,0.0
2009-12-07,82,54.0,,0.54,44.28
2009-12-08,95,54.0,,0.54,51.300000000000004
2009-12-09,54,54.0,,0.54,29.160000000000004
2009-12-10,56,54.0,,0.54,30.240000000000002
2009-12-11,44,54.0,,0.54,23.76
2009-12-12,41,54.0,,0.54,22.14
2009-12-13,82,54.0,,0.54,44.28
2009-12-14,56,54.0,,0.54,30.240000000000002
2009-12-15,41,54.0,,0.54,22.14
2009-12-16,57,54.0,,0.54,30.78
2009-12-17,30,54.0,,0.54,16.200000000000003
2009-12-18,47,54.0,,0.54,25.380000000000003
2009-12-19,22,54.0,,0.54,11.88
2009-12-20,0,54.0,,0.54,0.0
2009-12-21,64,54.0,,0.54,34.56
2009-12-22,32,54.0,,0.54,17.28
2009-12-23,17,54.0,,0.54,9.18
2009-12-24,43,54.0,,0.54,23.220000000000002
2009-12-25,28,54.0,,0.54,15.120000000000001
2009-12-26,0,54.0,,0.54,0.0
2009-12-27,48,54.0,,0.54,25.92
2009-12-28,0,54.0,,0.54,0.0
2009-12-29,100,54.0,,0.54,54.0
2009-12-30,33,54.0,,0.54,17.82
2009-12-31,55,54.0,,0.54,29.700000000000003
2010-01-01,0,50.0,False,0.5,0.0
2010-01-02,0,50.0,,0.5,0.0
2010-01-03,20,50.0,,0.5,10.0
2010-01-04,27,50.0,,0.5,13.5
2010-01-05,40,50.0,,0.5,20.0
2010-01-06,80,50.0,,0.5,40.0
2010-01-07,80,50.0,,0.5,40.0
2010-01-08,14,50.0,,0.5,7.0
2010-01-09,0,50.0,,0.5,0.0
2010-01-10,0,50.0,,0.5,0.0
2010-01-11,26,50.0,,0.5,13.0
2010-01-12,39,50.0,,0.5,19.5
2010-01-13,39,50.0,,0.5,19.5
2010-01-14,79,50.0,,0.5,39.5
2010-01-15,54,50.0,,0.5,27.0
2010-01-16,19,50.0,,0.5,9.5
2010-01-17,38,50.0,,0.5,19.0
2010-01-18,0,50.0,,0.5,0.0
2010-01-19,64,50.0,,0.5,32.0
2010-01-20,25,50.0,,0.5,12.5
2010-01-21,13,50.0,,0.5,6.5
2010-01-22,27,50.0,,0.5,13.5
2010-01-23,0,50.0,,0.5,0.0
2010-01-24,37,50.0,,0.5,18.5
2010-01-25,76,50.0,,0.5,38.0
2010-01-26,100,50.0,,0.5,50.0
2010-01-27,88,50.0,,0.5,44.0
2010-01-28,38,50.0,,0.5,19.0
2010-01-29,66,50.0,,0.5,33.0
2010-01-30,35,50.0,,0.5,17.5
2010-01-31,18,50.0,,0.5,9.0
2010-02-01,28,47.0,False,0.47,13.16
2010-02-02,54,47.0,,0.47,25.38
2010-02-03,14,47.0,,0.47,6.58
2010-02-04,97,47.0,,0.47,45.589999999999996
2010-02-05,29,47.0,,0.47,13.629999999999999
2010-02-06,19,47.0,,0.47,8.93
2010-02-07,40,47.0,,0.47,18.799999999999997
2010-02-08,71,47.0,,0.47,33.37
2010-02-09,40,47.0,,0.47,18.799999999999997
2010-02-10,55,47.0,,0.47,25.849999999999998
2010-02-11,28,47.0,,0.47,13.16
2010-02-12,90,47.0,,0.47,42.3
2010-02-13,41,47.0,,0.47,19.27
2010-02-14,21,47.0,,0.47,9.87
2010-02-15,31,47.0,,0.47,14.569999999999999
2010-02-16,14,47.0,,0.47,6.58
2010-02-17,28,47.0,,0.47,13.16
2010-02-18,84,47.0,,0.47,39.48
2010-02-19,29,47.0,,0.47,13.629999999999999
2010-02-20,0,47.0,,0.47,0.0
2010-02-21,81,47.0,,0.47,38.07
2010-02-22,14,47.0,,0.47,6.58
2010-02-23,27,47.0,,0.47,12.69
2010-02-24,54,47.0,,0.47,25.38
2010-02-25,27,47.0,,0.47,12.69
2010-02-26,100,47.0,,0.47,47.0
2010-02-27,59,47.0,,0.47,27.729999999999997
2010-02-28,0,47.0,,0.47,0.0
2010-03-01,30,69.0,False,0.69,20.7
2010-03-02,29,69.0,,0.69,20.009999999999998
2010-03-03,20,69.0,,0.69,13.799999999999999
2010-03-04,41,69.0,,0.69,28.29
2010-03-05,11,69.0,,0.69,7.59
2010-03-06,30,69.0,,0.69,20.7
2010-03-07,0,69.0,,0.69,0.0
2010-03-08,30,69.0,,0.69,20.7
2010-03-09,20,69.0,,0.69,13.799999999999999
2010-03-10,40,69.0,,0.69,27.599999999999998
2010-03-11,41,69.0,,0.69,28.29
2010-03-12,84,69.0,,0.69,57.959999999999994
2010-03-13,15,69.0,,0.69,10.35
2010-03-14,45,69.0,,0.69,31.049999999999997
2010-03-15,41,69.0,,0.69,28.29
2010-03-16,41,69.0,,0.69,28.29
2010-03-17,31,69.0,,0.69,21.389999999999997
2010-03-18,64,69.0,,0.69,44.16
2010-03-19,67,69.0,,0.69,46.23
2010-03-20,31,69.0,,0.69,21.389999999999997
2010-03-21,0,69.0,,0.69,0.0
2010-03-22,100,69.0,,0.69,69.0
2010-03-23,50,69.0,,0.69,34.5
2010-03-24,40,69.0,,0.69,27.599999999999998
2010-03-25,51,69.0,,0.69,35.19
2010-03-26,43,69.0,,0.69,29.669999999999998
2010-03-27,61,69.0,,0.69,42.089999999999996
2010-03-28,30,69.0,,0.69,20.7
2010-03-29,70,69.0,,0.69,48.3
2010-03-30,20,69.0,,0.69,13.799999999999999
2010-03-31,31,69.0,,0.69,21.389999999999997
2010-04-01,38,55.0,False,0.55,20.900000000000002
2010-04-02,44,55.0,,0.55,24.200000000000003
2010-04-03,18,55.0,,0.55,9.9
2010-04-04,0,55.0,,0.55,0.0
2010-04-05,49,55.0,,0.55,26.950000000000003
2010-04-06,82,55.0,,0.55,45.1
2010-04-07,46,55.0,,0.55,25.3
2010-04-08,36,55.0,,0.55,19.8
2010-04-09,64,55.0,,0.55,35.2
2010-04-10,35,55.0,,0.55,19.25
2010-04-11,35,55.0,,0.55,19.25
2010-04-12,46,55.0,,0.55,25.3
2010-04-13,45,55.0,,0.55,24.750000000000004
2010-04-14,69,55.0,,0.55,37.95
2010-04-15,70,55.0,,0.55,38.5
2010-04-16,37,55.0,,0.55,20.35
2010-04-17,35,55.0,,0.55,19.25
2010-04-18,0,55.0,,0.55,0.0
2010-04-19,23,55.0,,0.55,12.65
2010-04-20,34,55.0,,0.55,18.700000000000003
2010-04-21,34,55.0,,0.55,18.700000000000003
2010-04-22,81,55.0,,0.55,44.550000000000004
2010-04-23,49,55.0,,0.55,26.950000000000003
2010-04-24,0,55.0,,0.55,0.0
2010-04-25,0,55.0,,0.55,0.0
2010-04-26,100,55.0,,0.55,55.00000000000001
2010-04-27,78,55.0,,0.55,42.900000000000006
2010-04-28,46,55.0,,0.55,25.3
2010-04-29,60,55.0,,0.55,33.0
2010-04-30,51,55.0,,0.55,28.05
2010-05-01,18,66.0,False,0.66,11.88
2010-05-02,18,66.0,,0.66,11.88
2010-05-03,36,66.0,,0.66,23.76
2010-05-04,35,66.0,,0.66,23.1
2010-05-05,23,66.0,,0.66,15.180000000000001
2010-05-06,36,66.0,,0.66,23.76
2010-05-07,65,66.0,,0.66,42.9
2010-05-08,18,66.0,,0.66,11.88
2010-05-09,0,66.0,,0.66,0.0
2010-05-10,48,66.0,,0.66,31.68
2010-05-11,35,66.0,,0.66,23.1
2010-05-12,72,66.0,,0.66,47.52
2010-05-13,12,66.0,,0.66,7.92
2010-05-14,65,66.0,,0.66,42.9
2010-05-15,19,66.0,,0.66,12.540000000000001
2010-05-16,57,66.0,,0.66,37.620000000000005
2010-05-17,36,66.0,,0.66,23.76
2010-05-18,58,66.0,,0.66,38.28
2010-05-19,60,66.0,,0.66,39.6
2010-05-20,37,66.0,,0.66,24.42
2010-05-21,39,66.0,,0.66,25.740000000000002
2010-05-22,0,66.0,,0.66,0.0
2010-05-23,38,66.0,,0.66,25.080000000000002
2010-05-24,37,66.0,,0.66,24.42
2010-05-25,24,66.0,,0.66,15.84
2010-05-26,37,66.0,,0.66,24.42
2010-05-27,100,66.0,,0.66,66.0
2010-05-28,28,66.0,,0.66,18.48
2010-05-29,0,66.0,,0.66,0.0
2010-05-30,21,66.0,,0.66,13.860000000000001
2010-05-31,88,66.0,,0.66,58.080000000000005
2010-06-01,52,63.0,False,0.63,32.76
2010-06-02,31,63.0,,0.63,19.53
2010-06-03,53,63.0,,0.63,33.39
2010-06-04,56,63.0,,0.63,35.28
2010-06-05,16,63.0,,0.63,10.08
2010-06-06,31,63.0,,0.63,19.53
2010-06-07,52,63.0,,0.63,32.76
2010-06-08,20,63.0,,0.63,12.6
2010-06-09,63,63.0,,0.63,39.69
2010-06-10,22,63.0,,0.63,13.86
2010-06-11,68,63.0,,0.63,42.84
2010-06-12,16,63.0,,0.63,10.08
2010-06-13,0,63.0,,0.63,0.0
2010-06-14,42,63.0,,0.63,26.46
2010-06-15,11,63.0,,0.63,6.93
2010-06-16,0,63.0,,0.63,0.0
2010-06-17,100,63.0,,0.63,63.0
2010-06-18,24,63.0,,0.63,15.120000000000001
2010-06-19,0,63.0,,0.63,0.0
2010-06-20,0,63.0,,0.63,0.0
2010-06-21,54,63.0,,0.63,34.02
2010-06-22,31,63.0,,0.63,19.53
2010-06-23,21,63.0,,0.63,13.23
2010-06-24,53,63.0,,0.63,33.39
2010-06-25,23,63.0,,0.63,14.49
2010-06-26,16,63.0,,0.63,10.08
2010-06-27,16,63.0,,0.63,10.08
2010-06-28,63,63.0,,0.63,39.69
2010-06-29,31,63.0,,0.63,19.53
2010-06-30,32,63.0,,0.63,20.16
2010-07-01,28,58.0,False,0.58,16.24
2010-07-02,28,58.0,,0.58,16.24
2010-07-03,54,58.0,,0.58,31.319999999999997
2010-07-04,0,58.0,,0.58,0.0
2010-07-05,0,58.0,,0.58,0.0
2010-07-06,36,58.0,,0.58,20.88
2010-07-07,47,58.0,,0.58,27.259999999999998
2010-07-08,47,58.0,,0.58,27.259999999999998
2010-07-09,100,58.0,,0.58,57.99999999999999
2010-07-10,16,58.0,,0.58,9.28
2010-07-11,17,58.0,,0.58,9.86
2010-07-12,47,58.0,,0.58,27.259999999999998
2010-07-13,46,58.0,,0.58,26.68
2010-07-14,24,58.0,,0.58,13.919999999999998
2010-07-15,24,58.0,,0.58,13.919999999999998
2010-07-16,13,58.0,,0.58,7.539999999999999
2010-07-17,34,58.0,,0.58,19.72
2010-07-18,17,58.0,,0.58,9.86
2010-07-19,81,58.0,,0.58,46.98
2010-07-20,58,58.0,,0.58,33.64
2010-07-21,82,58.0,,0.58,47.559999999999995
2010-07-22,23,58.0,,0.58,13.34
2010-07-23,12,58.0,,0.58,6.959999999999999
2010-07-24,16,58.0,,0.58,9.28
2010-07-25,17,58.0,,0.58,9.86
2010-07-26,23,58.0,,0.58,13.34
2010-07-27,58,58.0,,0.58,33.64
2010-07-28,69,58.0,,0.58,40.019999999999996
2010-07-29,82,58.0,,0.58,47.559999999999995
2010-07-30,37,58.0,,0.58,21.459999999999997
2010-07-31,17,58.0,,0.58,9.86
