date,equity bank_unscaled,equity bank_monthly,isPartial,scale,equity bank
2012-10-10,84,59.0,,0.59,49.559999999999995
2012-10-11,43,59.0,,0.59,25.369999999999997
2012-10-12,66,59.0,,0.59,38.94
2012-10-13,62,59.0,,0.59,36.58
2012-10-14,34,59.0,,0.59,20.06
2012-10-15,55,59.0,,0.59,32.449999999999996
2012-10-16,27,59.0,,0.59,15.93
2012-10-17,49,59.0,,0.59,28.91
2012-10-18,56,59.0,,0.59,33.04
2012-10-19,58,59.0,,0.59,34.22
2012-10-20,36,59.0,,0.59,21.24
2012-10-21,17,59.0,,0.59,10.03
2012-10-22,35,59.0,,0.59,20.65
2012-10-23,54,59.0,,0.59,31.86
2012-10-24,48,59.0,,0.59,28.32
2012-10-25,62,59.0,,0.59,36.58
2012-10-26,66,59.0,,0.59,38.94
2012-10-27,43,59.0,,0.59,25.369999999999997
2012-10-28,42,59.0,,0.59,24.779999999999998
2012-10-29,53,59.0,,0.59,31.27
2012-10-30,41,59.0,,0.59,24.189999999999998
2012-10-31,36,59.0,,0.59,21.24
2012-11-01,56,46.0,False,0.46,25.76
2012-11-02,54,46.0,,0.46,24.84
2012-11-03,43,46.0,,0.46,19.78
2012-11-04,42,46.0,,0.46,19.32
2012-11-05,52,46.0,,0.46,23.92
2012-11-06,66,46.0,,0.46,30.360000000000003
2012-11-07,32,46.0,,0.46,14.72
2012-11-08,61,46.0,,0.46,28.060000000000002
2012-11-09,100,46.0,,0.46,46.0
2012-11-10,43,46.0,,0.46,19.78
2012-11-11,33,46.0,,0.46,15.180000000000001
2012-11-12,44,46.0,,0.46,20.240000000000002
2012-11-13,68,46.0,,0.46,31.28
2012-11-14,43,46.0,,0.46,19.78
2012-11-15,53,46.0,,0.46,24.380000000000003
2012-11-16,55,46.0,,0.46,25.3
2012-11-17,32,46.0,,0.46,14.72
2012-11-18,21,46.0,,0.46,9.66
2012-11-19,51,46.0,,0.46,23.46
2012-11-20,44,46.0,,0.46,20.240000000000002
2012-11-21,56,46.0,,0.46,25.76
2012-11-22,55,46.0,,0.46,25.3
2012-11-23,10,46.0,,0.46,4.6000000000000005
2012-11-24,53,46.0,,0.46,24.380000000000003
2012-11-25,72,46.0,,0.46,33.120000000000005
2012-11-26,58,46.0,,0.46,26.68
2012-11-27,90,46.0,,0.46,41.4
2012-11-28,74,46.0,,0.46,34.04
2012-11-29,25,46.0,,0.46,11.5
2012-11-30,51,46.0,,0.46,23.46
2012-12-01,20,41.0,False,0.41,8.2
2012-12-02,40,41.0,,0.41,16.4
2012-12-03,57,41.0,,0.41,23.369999999999997
2012-12-04,24,41.0,,0.41,9.84
2012-12-05,41,41.0,,0.41,16.81
2012-12-06,58,41.0,,0.41,23.779999999999998
2012-12-07,60,41.0,,0.41,24.599999999999998
2012-12-08,50,41.0,,0.41,20.5
2012-12-09,39,41.0,,0.41,15.989999999999998
2012-12-10,96,41.0,,0.41,39.36
2012-12-11,73,41.0,,0.41,29.93
2012-12-12,57,41.0,,0.41,23.369999999999997
2012-12-13,75,41.0,,0.41,30.749999999999996
2012-12-14,17,41.0,,0.41,6.97
2012-12-15,20,41.0,,0.41,8.2
2012-12-16,10,41.0,,0.41,4.1
2012-12-17,25,41.0,,0.41,10.25
2012-12-18,100,41.0,,0.41,41.0
2012-12-19,77,41.0,,0.41,31.569999999999997
2012-12-20,52,41.0,,0.41,21.32
2012-12-21,55,41.0,,0.41,22.549999999999997
2012-12-22,33,41.0,,0.41,13.53
2012-12-23,23,41.0,,0.41,9.43
2012-12-24,32,41.0,,0.41,13.12
2012-12-25,12,41.0,,0.41,4.92
2012-12-26,58,41.0,,0.41,23.779999999999998
2012-12-27,73,41.0,,0.41,29.93
2012-12-28,37,41.0,,0.41,15.17
2012-12-29,20,41.0,,0.41,8.2
2012-12-30,21,41.0,,0.41,8.61
2012-12-31,55,41.0,,0.41,22.549999999999997
2013-01-01,48,59.0,False,0.59,28.32
2013-01-02,61,59.0,,0.59,35.989999999999995
2013-01-03,90,59.0,,0.59,53.099999999999994
2013-01-04,61,59.0,,0.59,35.989999999999995
2013-01-05,35,59.0,,0.59,20.65
2013-01-06,26,59.0,,0.59,15.34
2013-01-07,59,59.0,,0.59,34.809999999999995
2013-01-08,58,59.0,,0.59,34.22
2013-01-09,44,59.0,,0.59,25.959999999999997
2013-01-10,81,59.0,,0.59,47.79
2013-01-11,53,59.0,,0.59,31.27
2013-01-12,35,59.0,,0.59,20.65
2013-01-13,52,59.0,,0.59,30.68
2013-01-14,14,59.0,,0.59,8.26
2013-01-15,100,59.0,,0.59,59.0
2013-01-16,58,59.0,,0.59,34.22
2013-01-17,43,59.0,,0.59,25.369999999999997
2013-01-18,60,59.0,,0.59,35.4
2013-01-19,44,59.0,,0.59,25.959999999999997
2013-01-20,71,59.0,,0.59,41.89
2013-01-21,53,59.0,,0.59,31.27
2013-01-22,71,59.0,,0.59,41.89
2013-01-23,64,59.0,,0.59,37.76
2013-01-24,58,59.0,,0.59,34.22
2013-01-25,52,59.0,,0.59,30.68
2013-01-26,35,59.0,,0.59,20.65
2013-01-27,26,59.0,,0.59,15.34
2013-01-28,50,59.0,,0.59,29.5
2013-01-29,49,59.0,,0.59,28.91
2013-01-30,42,59.0,,0.59,24.779999999999998
2013-01-31,86,59.0,,0.59,50.739999999999995
2013-02-01,45,55.0,False,0.55,24.750000000000004
2013-02-02,44,55.0,,0.55,24.200000000000003
2013-02-03,37,55.0,,0.55,20.35
2013-02-04,86,55.0,,0.55,47.300000000000004
2013-02-05,55,55.0,,0.55,30.250000000000004
2013-02-06,54,55.0,,0.55,29.700000000000003
2013-02-07,43,55.0,,0.55,23.650000000000002
2013-02-08,44,55.0,,0.55,24.200000000000003
2013-02-09,51,55.0,,0.55,28.05
2013-02-10,15,55.0,,0.55,8.25
2013-02-11,59,55.0,,0.55,32.45
2013-02-12,66,55.0,,0.55,36.300000000000004
2013-02-13,67,55.0,,0.55,36.85
2013-02-14,70,55.0,,0.55,38.5
2013-02-15,39,55.0,,0.55,21.450000000000003
2013-02-16,45,55.0,,0.55,24.750000000000004
2013-02-17,45,55.0,,0.55,24.750000000000004
2013-02-18,50,55.0,,0.55,27.500000000000004
2013-02-19,48,55.0,,0.55,26.400000000000002
2013-02-20,66,55.0,,0.55,36.300000000000004
2013-02-21,36,55.0,,0.55,19.8
2013-02-22,100,55.0,,0.55,55.00000000000001
2013-02-23,22,55.0,,0.55,12.100000000000001
2013-02-24,44,55.0,,0.55,24.200000000000003
2013-02-25,65,55.0,,0.55,35.75
2013-02-26,36,55.0,,0.55,19.8
2013-02-27,78,55.0,,0.55,42.900000000000006
2013-02-28,74,55.0,,0.55,40.7
2013-03-01,24,56.0,False,0.56,13.440000000000001
2013-03-02,28,56.0,,0.56,15.680000000000001
2013-03-03,65,56.0,,0.56,36.400000000000006
2013-03-04,100,56.0,,0.56,56.00000000000001
2013-03-05,98,56.0,,0.56,54.88
2013-03-06,91,56.0,,0.56,50.96000000000001
2013-03-07,23,56.0,,0.56,12.88
2013-03-08,48,56.0,,0.56,26.880000000000003
2013-03-09,56,56.0,,0.56,31.360000000000003
2013-03-10,57,56.0,,0.56,31.92
2013-03-11,62,56.0,,0.56,34.720000000000006
2013-03-12,99,56.0,,0.56,55.440000000000005
2013-03-13,39,56.0,,0.56,21.840000000000003
2013-03-14,55,56.0,,0.56,30.800000000000004
2013-03-15,57,56.0,,0.56,31.92
2013-03-16,28,56.0,,0.56,15.680000000000001
2013-03-17,76,56.0,,0.56,42.56
2013-03-18,76,56.0,,0.56,42.56
2013-03-19,99,56.0,,0.56,55.440000000000005
2013-03-20,54,56.0,,0.56,30.240000000000002
2013-03-21,92,56.0,,0.56,51.52
2013-03-22,48,56.0,,0.56,26.880000000000003
2013-03-23,66,56.0,,0.56,36.96
2013-03-24,47,56.0,,0.56,26.320000000000004
2013-03-25,69,56.0,,0.56,38.64
2013-03-26,39,56.0,,0.56,21.840000000000003
2013-03-27,63,56.0,,0.56,35.28
2013-03-28,40,56.0,,0.56,22.400000000000002
2013-03-29,69,56.0,,0.56,38.64
2013-03-30,40,56.0,,0.56,22.400000000000002
2013-03-31,51,56.0,,0.56,28.560000000000002
2013-04-01,80,60.0,False,0.6,48.0
2013-04-02,53,60.0,,0.6,31.799999999999997
2013-04-03,80,60.0,,0.6,48.0
2013-04-04,68,60.0,,0.6,40.8
2013-04-05,98,60.0,,0.6,58.8
2013-04-06,34,60.0,,0.6,20.4
2013-04-07,59,60.0,,0.6,35.4
2013-04-08,60,60.0,,0.6,36.0
2013-04-09,53,60.0,,0.6,31.799999999999997
2013-04-10,100,60.0,,0.6,60.0
2013-04-11,59,60.0,,0.6,35.4
2013-04-12,75,60.0,,0.6,45.0
2013-04-13,50,60.0,,0.6,30.0
2013-04-14,41,60.0,,0.6,24.599999999999998
2013-04-15,65,60.0,,0.6,39.0
2013-04-16,45,60.0,,0.6,27.0
2013-04-17,34,60.0,,0.6,20.4
2013-04-18,40,60.0,,0.6,24.0
2013-04-19,89,60.0,,0.6,53.4
2013-04-20,51,60.0,,0.6,30.599999999999998
2013-04-21,51,60.0,,0.6,30.599999999999998
2013-04-22,40,60.0,,0.6,24.0
2013-04-23,80,60.0,,0.6,48.0
2013-04-24,33,60.0,,0.6,19.8
2013-04-25,48,60.0,,0.6,28.799999999999997
2013-04-26,42,60.0,,0.6,25.2
2013-04-27,34,60.0,,0.6,20.4
2013-04-28,33,60.0,,0.6,19.8
2013-04-29,93,60.0,,0.6,55.8
2013-04-30,99,60.0,,0.6,59.4
2013-05-01,81,59.0,False,0.59,47.79
2013-05-02,43,59.0,,0.59,25.369999999999997
2013-05-03,100,59.0,,0.59,59.0
2013-05-04,37,59.0,,0.59,21.83
2013-05-05,19,59.0,,0.59,11.209999999999999
2013-05-06,74,59.0,,0.59,43.66
2013-05-07,66,59.0,,0.59,38.94
2013-05-08,43,59.0,,0.59,25.369999999999997
2013-05-09,52,59.0,,0.59,30.68
2013-05-10,62,59.0,,0.59,36.58
2013-05-11,38,59.0,,0.59,22.419999999999998
2013-05-12,39,59.0,,0.59,23.009999999999998
2013-05-13,30,59.0,,0.59,17.7
2013-05-14,67,59.0,,0.59,39.53
2013-05-15,66,59.0,,0.59,38.94
2013-05-16,82,59.0,,0.59,48.379999999999995
2013-05-17,55,59.0,,0.59,32.449999999999996
2013-05-18,38,59.0,,0.59,22.419999999999998
2013-05-19,55,59.0,,0.59,32.449999999999996
2013-05-20,88,59.0,,0.59,51.919999999999995
2013-05-21,35,59.0,,0.59,20.65
2013-05-22,67,59.0,,0.59,39.53
2013-05-23,68,59.0,,0.59,40.12
2013-05-24,47,59.0,,0.59,27.729999999999997
2013-05-25,39,59.0,,0.59,23.009999999999998
2013-05-26,10,59.0,,0.59,5.8999999999999995
2013-05-27,55,59.0,,0.59,32.449999999999996
2013-05-28,82,59.0,,0.59,48.379999999999995
2013-05-29,96,59.0,,0.59,56.64
2013-05-30,38,59.0,,0.59,22.419999999999998
2013-05-31,56,59.0,,0.59,33.04
2013-06-01,15,64.0,False,0.64,9.6
2013-06-02,44,64.0,,0.64,28.16
2013-06-03,58,64.0,,0.64,37.12
2013-06-04,29,64.0,,0.64,18.56
2013-06-05,35,64.0,,0.64,22.400000000000002
2013-06-06,71,64.0,,0.64,45.44
2013-06-07,42,64.0,,0.64,26.88
2013-06-08,37,64.0,,0.64,23.68
2013-06-09,52,64.0,,0.64,33.28
2013-06-10,57,64.0,,0.64,36.480000000000004
2013-06-11,82,64.0,,0.64,52.480000000000004
2013-06-12,35,64.0,,0.64,22.400000000000002
2013-06-13,66,64.0,,0.64,42.24
2013-06-14,63,64.0,,0.64,40.32
2013-06-15,46,64.0,,0.64,29.44
2013-06-16,0,64.0,,0.64,0.0
2013-06-17,36,64.0,,0.64,23.04
2013-06-18,93,64.0,,0.64,59.52
2013-06-19,41,64.0,,0.64,26.240000000000002
2013-06-20,60,64.0,,0.64,38.4
2013-06-21,62,64.0,,0.64,39.68
2013-06-22,23,64.0,,0.64,14.72
2013-06-23,15,64.0,,0.64,9.6
2013-06-24,100,64.0,,0.64,64.0
2013-06-25,95,64.0,,0.64,60.800000000000004
2013-06-26,53,64.0,,0.64,33.92
2013-06-27,42,64.0,,0.64,26.88
2013-06-28,37,64.0,,0.64,23.68
2013-06-29,22,64.0,,0.64,14.08
2013-06-30,30,64.0,,0.64,19.2
2013-07-01,100,60.0,False,0.6,60.0
2013-07-02,54,60.0,,0.6,32.4
2013-07-03,48,60.0,,0.6,28.799999999999997
2013-07-04,49,60.0,,0.6,29.4
2013-07-05,92,60.0,,0.6,55.199999999999996
2013-07-06,39,60.0,,0.6,23.4
2013-07-07,10,60.0,,0.6,6.0
2013-07-08,76,60.0,,0.6,45.6
2013-07-09,75,60.0,,0.6,45.0
2013-07-10,84,60.0,,0.6,50.4
2013-07-11,77,60.0,,0.6,46.199999999999996
2013-07-12,32,60.0,,0.6,19.2
2013-07-13,75,60.0,,0.6,45.0
2013-07-14,9,60.0,,0.6,5.3999999999999995
2013-07-15,69,60.0,,0.6,41.4
2013-07-16,81,60.0,,0.6,48.6
2013-07-17,69,60.0,,0.6,41.4
2013-07-18,62,60.0,,0.6,37.199999999999996
2013-07-19,48,60.0,,0.6,28.799999999999997
2013-07-20,9,60.0,,0.6,5.3999999999999995
2013-07-21,67,60.0,,0.6,40.199999999999996
2013-07-22,68,60.0,,0.6,40.8
2013-07-23,89,60.0,,0.6,53.4
2013-07-24,30,60.0,,0.6,18.0
2013-07-25,86,60.0,,0.6,51.6
2013-07-26,96,60.0,,0.6,57.599999999999994
2013-07-27,10,60.0,,0.6,6.0
2013-07-28,47,60.0,,0.6,28.2
2013-07-29,38,60.0,,0.6,22.8
2013-07-30,60,60.0,,0.6,36.0
2013-07-31,61,60.0,,0.6,36.6
2013-08-01,58,57.0,False,0.57,33.059999999999995
2013-08-02,54,57.0,,0.57,30.779999999999998
2013-08-03,48,57.0,,0.57,27.36
2013-08-04,8,57.0,,0.57,4.56
2013-08-05,71,57.0,,0.57,40.47
2013-08-06,64,57.0,,0.57,36.48
2013-08-07,84,57.0,,0.57,47.879999999999995
2013-08-08,26,57.0,,0.57,14.819999999999999
2013-08-09,60,57.0,,0.57,34.199999999999996
2013-08-10,24,57.0,,0.57,13.68
2013-08-11,24,57.0,,0.57,13.68
2013-08-12,64,57.0,,0.57,36.48
2013-08-13,57,57.0,,0.57,32.489999999999995
2013-08-14,71,57.0,,0.57,40.47
2013-08-15,46,57.0,,0.57,26.22
2013-08-16,100,57.0,,0.57,56.99999999999999
2013-08-17,40,57.0,,0.57,22.799999999999997
2013-08-18,8,57.0,,0.57,4.56
2013-08-19,51,57.0,,0.57,29.069999999999997
2013-08-20,51,57.0,,0.57,29.069999999999997
2013-08-21,64,57.0,,0.57,36.48
2013-08-22,78,57.0,,0.57,44.459999999999994
2013-08-23,74,57.0,,0.57,42.18
2013-08-24,47,57.0,,0.57,26.79
2013-08-25,32,57.0,,0.57,18.24
2013-08-26,61,57.0,,0.57,34.769999999999996
2013-08-27,43,57.0,,0.57,24.509999999999998
2013-08-28,43,57.0,,0.57,24.509999999999998
2013-08-29,44,57.0,,0.57,25.08
2013-08-30,79,57.0,,0.57,45.029999999999994
2013-08-31,31,57.0,,0.57,17.669999999999998
2013-09-01,8,51.0,False,0.51,4.08
2013-09-02,54,51.0,,0.51,27.54
2013-09-03,95,51.0,,0.51,48.45
2013-09-04,53,51.0,,0.51,27.03
2013-09-05,34,51.0,,0.51,17.34
2013-09-06,56,51.0,,0.51,28.560000000000002
2013-09-07,49,51.0,,0.51,24.990000000000002
2013-09-08,40,51.0,,0.51,20.4
2013-09-09,40,51.0,,0.51,20.4
2013-09-10,77,51.0,,0.51,39.27
2013-09-11,65,51.0,,0.51,33.15
2013-09-12,40,51.0,,0.51,20.4
2013-09-13,69,51.0,,0.51,35.19
2013-09-14,50,51.0,,0.51,25.5
2013-09-15,32,51.0,,0.51,16.32
2013-09-16,39,51.0,,0.51,19.89
2013-09-17,79,51.0,,0.51,40.29
2013-09-18,98,51.0,,0.51,49.980000000000004
2013-09-19,73,51.0,,0.51,37.230000000000004
2013-09-20,84,51.0,,0.51,42.84
2013-09-21,41,51.0,,0.51,20.91
2013-09-22,74,51.0,,0.51,37.74
2013-09-23,20,51.0,,0.51,10.2
2013-09-24,100,51.0,,0.51,51.0
2013-09-25,47,51.0,,0.51,23.97
2013-09-26,55,51.0,,0.51,28.05
2013-09-27,36,51.0,,0.51,18.36
2013-09-28,17,51.0,,0.51,8.67
2013-09-29,33,51.0,,0.51,16.830000000000002
2013-09-30,53,51.0,,0.51,27.03
2013-10-01,77,56.0,False,0.56,43.120000000000005
2013-10-02,51,56.0,,0.56,28.560000000000002
2013-10-03,58,56.0,,0.56,32.480000000000004
2013-10-04,60,56.0,,0.56,33.6
2013-10-05,73,56.0,,0.56,40.88
2013-10-06,9,56.0,,0.56,5.040000000000001
2013-10-07,87,56.0,,0.56,48.720000000000006
2013-10-08,80,56.0,,0.56,44.800000000000004
2013-10-09,73,56.0,,0.56,40.88
2013-10-10,74,56.0,,0.56,41.440000000000005
2013-10-11,46,56.0,,0.56,25.76
2013-10-12,45,56.0,,0.56,25.200000000000003
2013-10-13,9,56.0,,0.56,5.040000000000001
2013-10-14,29,56.0,,0.56,16.240000000000002
2013-10-15,93,56.0,,0.56,52.080000000000005
2013-10-16,58,56.0,,0.56,32.480000000000004
2013-10-17,81,56.0,,0.56,45.36000000000001
2013-10-18,83,56.0,,0.56,46.480000000000004
2013-10-19,55,56.0,,0.56,30.800000000000004
2013-10-20,18,56.0,,0.56,10.080000000000002
2013-10-21,65,56.0,,0.56,36.400000000000006
2013-10-22,85,56.0,,0.56,47.6
2013-10-23,71,56.0,,0.56,39.760000000000005
2013-10-24,66,56.0,,0.56,36.96
2013-10-25,62,56.0,,0.56,34.720000000000006
2013-10-26,65,56.0,,0.56,36.400000000000006
2013-10-27,18,56.0,,0.56,10.080000000000002
2013-10-28,85,56.0,,0.56,47.6
2013-10-29,71,56.0,,0.56,39.760000000000005
2013-10-30,100,56.0,,0.56,56.00000000000001
2013-10-31,73,56.0,,0.56,40.88
2013-11-01,44,48.0,False,0.48,21.119999999999997
2013-11-02,100,48.0,,0.48,48.0
2013-11-03,30,48.0,,0.48,14.399999999999999
2013-11-04,79,48.0,,0.48,37.92
2013-11-05,55,48.0,,0.48,26.4
2013-11-06,79,48.0,,0.48,37.92
2013-11-07,95,48.0,,0.48,45.6
2013-11-08,83,48.0,,0.48,39.839999999999996
2013-11-09,20,48.0,,0.48,9.6
2013-11-10,40,48.0,,0.48,19.2
2013-11-11,40,48.0,,0.48,19.2
2013-11-12,70,48.0,,0.48,33.6
2013-11-13,39,48.0,,0.48,18.72
2013-11-14,56,48.0,,0.48,26.88
2013-11-15,82,48.0,,0.48,39.36
2013-11-16,39,48.0,,0.48,18.72
2013-11-17,19,48.0,,0.48,9.12
2013-11-18,61,48.0,,0.48,29.279999999999998
2013-11-19,23,48.0,,0.48,11.04
2013-11-20,54,48.0,,0.48,25.919999999999998
2013-11-21,79,48.0,,0.48,37.92
2013-11-22,40,48.0,,0.48,19.2
2013-11-23,29,48.0,,0.48,13.92
2013-11-24,38,48.0,,0.48,18.24
