date,luxury home_unscaled,luxury home_monthly,isPartial,scale,luxury home
2008-10-06,82,47.0,,0.47,38.54
2008-10-07,31,47.0,,0.47,14.569999999999999
2008-10-08,41,47.0,,0.47,19.27
2008-10-09,62,47.0,,0.47,29.139999999999997
2008-10-10,33,47.0,,0.47,15.51
2008-10-11,100,47.0,,0.47,47.0
2008-10-12,99,47.0,,0.47,46.529999999999994
2008-10-13,22,47.0,,0.47,10.34
2008-10-14,41,47.0,,0.47,19.27
2008-10-15,61,47.0,,0.47,28.669999999999998
2008-10-16,63,47.0,,0.47,29.61
2008-10-17,45,47.0,,0.47,21.15
2008-10-18,32,47.0,,0.47,15.04
2008-10-19,48,47.0,,0.47,22.56
2008-10-20,31,47.0,,0.47,14.569999999999999
2008-10-21,51,47.0,,0.47,23.97
2008-10-22,62,47.0,,0.47,29.139999999999997
2008-10-23,42,47.0,,0.47,19.74
2008-10-24,67,47.0,,0.47,31.49
2008-10-25,79,47.0,,0.47,37.129999999999995
2008-10-26,63,47.0,,0.47,29.61
2008-10-27,21,47.0,,0.47,9.87
2008-10-28,19,47.0,,0.47,8.93
2008-10-29,43,47.0,,0.47,20.209999999999997
2008-10-30,21,47.0,,0.47,9.87
2008-10-31,47,47.0,,0.47,22.09
2008-11-01,55,50.0,False,0.5,27.5
2008-11-02,50,50.0,,0.5,25.0
2008-11-03,23,50.0,,0.5,11.5
2008-11-04,49,50.0,,0.5,24.5
2008-11-05,71,50.0,,0.5,35.5
2008-11-06,58,50.0,,0.5,29.0
2008-11-07,35,50.0,,0.5,17.5
2008-11-08,25,50.0,,0.5,12.5
2008-11-09,100,50.0,,0.5,50.0
2008-11-10,50,50.0,,0.5,25.0
2008-11-11,33,50.0,,0.5,16.5
2008-11-12,49,50.0,,0.5,24.5
2008-11-13,33,50.0,,0.5,16.5
2008-11-14,26,50.0,,0.5,13.0
2008-11-15,24,50.0,,0.5,12.0
2008-11-16,37,50.0,,0.5,18.5
2008-11-17,66,50.0,,0.5,33.0
2008-11-18,25,50.0,,0.5,12.5
2008-11-19,25,50.0,,0.5,12.5
2008-11-20,34,50.0,,0.5,17.0
2008-11-21,35,50.0,,0.5,17.5
2008-11-22,61,50.0,,0.5,30.5
2008-11-23,86,50.0,,0.5,43.0
2008-11-24,25,50.0,,0.5,12.5
2008-11-25,41,50.0,,0.5,20.5
2008-11-26,64,50.0,,0.5,32.0
2008-11-27,66,50.0,,0.5,33.0
2008-11-28,0,50.0,,0.5,0.0
2008-11-29,88,50.0,,0.5,44.0
2008-11-30,96,50.0,,0.5,48.0
2008-12-01,42,47.0,False,0.47,19.74
2008-12-02,49,47.0,,0.47,23.029999999999998
2008-12-03,41,47.0,,0.47,19.27
2008-12-04,17,47.0,,0.47,7.989999999999999
2008-12-05,18,47.0,,0.47,8.459999999999999
2008-12-06,63,47.0,,0.47,29.61
2008-12-07,99,47.0,,0.47,46.529999999999994
2008-12-08,100,47.0,,0.47,47.0
2008-12-09,49,47.0,,0.47,23.029999999999998
2008-12-10,33,47.0,,0.47,15.51
2008-12-11,76,47.0,,0.47,35.72
2008-12-12,36,47.0,,0.47,16.919999999999998
2008-12-13,25,47.0,,0.47,11.75
2008-12-14,0,47.0,,0.47,0.0
2008-12-15,25,47.0,,0.47,11.75
2008-12-16,34,47.0,,0.47,15.979999999999999
2008-12-17,43,47.0,,0.47,20.209999999999997
2008-12-18,0,47.0,,0.47,0.0
2008-12-19,39,47.0,,0.47,18.33
2008-12-20,27,47.0,,0.47,12.69
2008-12-21,28,47.0,,0.47,13.16
2008-12-22,50,47.0,,0.47,23.5
2008-12-23,62,47.0,,0.47,29.139999999999997
2008-12-24,25,47.0,,0.47,11.75
2008-12-25,73,47.0,,0.47,34.309999999999995
2008-12-26,41,47.0,,0.47,19.27
2008-12-27,87,47.0,,0.47,40.89
2008-12-28,73,47.0,,0.47,34.309999999999995
2008-12-29,51,47.0,,0.47,23.97
2008-12-30,30,47.0,,0.47,14.1
2008-12-31,55,47.0,,0.47,25.849999999999998
2009-01-01,51,61.0,False,0.61,31.11
2009-01-02,42,61.0,,0.61,25.62
2009-01-03,67,61.0,,0.61,40.87
2009-01-04,100,61.0,,0.61,61.0
2009-01-05,34,61.0,,0.61,20.74
2009-01-06,11,61.0,,0.61,6.71
2009-01-07,22,61.0,,0.61,13.42
2009-01-08,17,61.0,,0.61,10.37
2009-01-09,35,61.0,,0.61,21.349999999999998
2009-01-10,40,61.0,,0.61,24.4
2009-01-11,41,61.0,,0.61,25.009999999999998
2009-01-12,39,61.0,,0.61,23.79
2009-01-13,27,61.0,,0.61,16.47
2009-01-14,22,61.0,,0.61,13.42
2009-01-15,38,61.0,,0.61,23.18
2009-01-16,23,61.0,,0.61,14.03
2009-01-17,16,61.0,,0.61,9.76
2009-01-18,42,61.0,,0.61,25.62
2009-01-19,18,61.0,,0.61,10.98
2009-01-20,22,61.0,,0.61,13.42
2009-01-21,44,61.0,,0.61,26.84
2009-01-22,11,61.0,,0.61,6.71
2009-01-23,11,61.0,,0.61,6.71
2009-01-24,23,61.0,,0.61,14.03
2009-01-25,63,61.0,,0.61,38.43
2009-01-26,32,61.0,,0.61,19.52
2009-01-27,47,61.0,,0.61,28.669999999999998
2009-01-28,21,61.0,,0.61,12.81
2009-01-29,32,61.0,,0.61,19.52
2009-01-30,22,61.0,,0.61,13.42
2009-01-31,24,61.0,,0.61,14.64
2009-02-01,59,52.0,False,0.52,30.68
2009-02-02,81,52.0,,0.52,42.120000000000005
2009-02-03,38,52.0,,0.52,19.76
2009-02-04,29,52.0,,0.52,15.08
2009-02-05,20,52.0,,0.52,10.4
2009-02-06,82,52.0,,0.52,42.64
2009-02-07,44,52.0,,0.52,22.880000000000003
2009-02-08,88,52.0,,0.52,45.760000000000005
2009-02-09,77,52.0,,0.52,40.04
2009-02-10,48,52.0,,0.52,24.96
2009-02-11,19,52.0,,0.52,9.88
2009-02-12,100,52.0,,0.52,52.0
2009-02-13,32,52.0,,0.52,16.64
2009-02-14,29,52.0,,0.52,15.08
2009-02-15,31,52.0,,0.52,16.12
2009-02-16,54,52.0,,0.52,28.080000000000002
2009-02-17,29,52.0,,0.52,15.08
2009-02-18,49,52.0,,0.52,25.48
2009-02-19,29,52.0,,0.52,15.08
2009-02-20,51,52.0,,0.52,26.52
2009-02-21,88,52.0,,0.52,45.760000000000005
2009-02-22,58,52.0,,0.52,30.16
2009-02-23,20,52.0,,0.52,10.4
2009-02-24,77,52.0,,0.52,40.04
2009-02-25,29,52.0,,0.52,15.08
2009-02-26,19,52.0,,0.52,9.88
2009-02-27,61,52.0,,0.52,31.720000000000002
2009-02-28,85,52.0,,0.52,44.2
2009-03-01,56,52.0,False,0.52,29.12
2009-03-02,38,52.0,,0.52,19.76
2009-03-03,28,52.0,,0.52,14.56
2009-03-04,19,52.0,,0.52,9.88
2009-03-05,19,52.0,,0.52,9.88
2009-03-06,41,52.0,,0.52,21.32
2009-03-07,74,52.0,,0.52,38.480000000000004
2009-03-08,88,52.0,,0.52,45.760000000000005
2009-03-09,19,52.0,,0.52,9.88
2009-03-10,95,52.0,,0.52,49.4
2009-03-11,58,52.0,,0.52,30.16
2009-03-12,68,52.0,,0.52,35.36
2009-03-13,31,52.0,,0.52,16.12
2009-03-14,73,52.0,,0.52,37.96
2009-03-15,29,52.0,,0.52,15.08
2009-03-16,78,52.0,,0.52,40.56
2009-03-17,69,52.0,,0.52,35.88
2009-03-18,80,52.0,,0.52,41.6
2009-03-19,58,52.0,,0.52,30.16
2009-03-20,42,52.0,,0.52,21.84
2009-03-21,89,52.0,,0.52,46.28
2009-03-22,44,52.0,,0.52,22.880000000000003
2009-03-23,67,52.0,,0.52,34.84
2009-03-24,38,52.0,,0.52,19.76
2009-03-25,57,52.0,,0.52,29.64
2009-03-26,68,52.0,,0.52,35.36
2009-03-27,82,52.0,,0.52,42.64
2009-03-28,100,52.0,,0.52,52.0
2009-03-29,43,52.0,,0.52,22.36
2009-03-30,76,52.0,,0.52,39.52
2009-03-31,56,52.0,,0.52,29.12
2009-04-01,50,49.0,False,0.49,24.5
2009-04-02,34,49.0,,0.49,16.66
2009-04-03,45,49.0,,0.49,22.05
2009-04-04,26,49.0,,0.49,12.74
2009-04-05,91,49.0,,0.49,44.589999999999996
2009-04-06,33,49.0,,0.49,16.169999999999998
2009-04-07,42,49.0,,0.49,20.58
2009-04-08,34,49.0,,0.49,16.66
2009-04-09,27,49.0,,0.49,13.23
2009-04-10,100,49.0,,0.49,49.0
2009-04-11,53,49.0,,0.49,25.97
2009-04-12,57,49.0,,0.49,27.93
2009-04-13,51,49.0,,0.49,24.99
2009-04-14,16,49.0,,0.49,7.84
2009-04-15,74,49.0,,0.49,36.26
2009-04-16,26,49.0,,0.49,12.74
2009-04-17,36,49.0,,0.49,17.64
2009-04-18,53,49.0,,0.49,25.97
2009-04-19,51,49.0,,0.49,24.99
2009-04-20,66,49.0,,0.49,32.339999999999996
2009-04-21,73,49.0,,0.49,35.769999999999996
2009-04-22,33,49.0,,0.49,16.169999999999998
2009-04-23,42,49.0,,0.49,20.58
2009-04-24,45,49.0,,0.49,22.05
2009-04-25,40,49.0,,0.49,19.6
2009-04-26,79,49.0,,0.49,38.71
2009-04-27,33,49.0,,0.49,16.169999999999998
2009-04-28,40,49.0,,0.49,19.6
2009-04-29,65,49.0,,0.49,31.849999999999998
2009-04-30,66,49.0,,0.49,32.339999999999996
2009-05-01,61,54.0,False,0.54,32.940000000000005
2009-05-02,29,54.0,,0.54,15.66
2009-05-03,100,54.0,,0.54,54.0
2009-05-04,37,54.0,,0.54,19.98
2009-05-05,54,54.0,,0.54,29.160000000000004
2009-05-06,19,54.0,,0.54,10.260000000000002
2009-05-07,38,54.0,,0.54,20.520000000000003
2009-05-08,31,54.0,,0.54,16.740000000000002
2009-05-09,60,54.0,,0.54,32.400000000000006
2009-05-10,63,54.0,,0.54,34.02
2009-05-11,48,54.0,,0.54,25.92
2009-05-12,46,54.0,,0.54,24.840000000000003
2009-05-13,19,54.0,,0.54,10.260000000000002
2009-05-14,47,54.0,,0.54,25.380000000000003
2009-05-15,40,54.0,,0.54,21.6
2009-05-16,59,54.0,,0.54,31.860000000000003
2009-05-17,59,54.0,,0.54,31.860000000000003
2009-05-18,38,54.0,,0.54,20.520000000000003
2009-05-19,37,54.0,,0.54,19.98
2009-05-20,28,54.0,,0.54,15.120000000000001
2009-05-21,39,54.0,,0.54,21.060000000000002
2009-05-22,42,54.0,,0.54,22.68
2009-05-23,94,54.0,,0.54,50.760000000000005
2009-05-24,82,54.0,,0.54,44.28
2009-05-25,42,54.0,,0.54,22.68
2009-05-26,38,54.0,,0.54,20.520000000000003
2009-05-27,92,54.0,,0.54,49.68000000000001
2009-05-28,48,54.0,,0.54,25.92
2009-05-29,31,54.0,,0.54,16.740000000000002
2009-05-30,30,54.0,,0.54,16.200000000000003
2009-05-31,46,54.0,,0.54,24.840000000000003
2009-06-01,39,66.0,False,0.66,25.740000000000002
2009-06-02,52,66.0,,0.66,34.32
2009-06-03,23,66.0,,0.66,15.180000000000001
2009-06-04,94,66.0,,0.66,62.040000000000006
2009-06-05,58,66.0,,0.66,38.28
2009-06-06,24,66.0,,0.66,15.84
2009-06-07,62,66.0,,0.66,40.92
2009-06-08,69,66.0,,0.66,45.54
2009-06-09,45,66.0,,0.66,29.700000000000003
2009-06-10,70,66.0,,0.66,46.2
2009-06-11,24,66.0,,0.66,15.84
2009-06-12,25,66.0,,0.66,16.5
2009-06-13,61,66.0,,0.66,40.260000000000005
2009-06-14,50,66.0,,0.66,33.0
2009-06-15,31,66.0,,0.66,20.46
2009-06-16,54,66.0,,0.66,35.64
2009-06-17,93,66.0,,0.66,61.38
2009-06-18,47,66.0,,0.66,31.020000000000003
2009-06-19,59,66.0,,0.66,38.940000000000005
2009-06-20,96,66.0,,0.66,63.36
2009-06-21,25,66.0,,0.66,16.5
2009-06-22,70,66.0,,0.66,46.2
2009-06-23,70,66.0,,0.66,46.2
2009-06-24,47,66.0,,0.66,31.020000000000003
2009-06-25,47,66.0,,0.66,31.020000000000003
2009-06-26,59,66.0,,0.66,38.940000000000005
2009-06-27,49,66.0,,0.66,32.34
2009-06-28,100,66.0,,0.66,66.0
2009-06-29,63,66.0,,0.66,41.580000000000005
2009-06-30,39,66.0,,0.66,25.740000000000002
2009-07-01,44,61.0,False,0.61,26.84
2009-07-02,47,61.0,,0.61,28.669999999999998
2009-07-03,78,61.0,,0.61,47.58
2009-07-04,44,61.0,,0.61,26.84
2009-07-05,100,61.0,,0.61,61.0
2009-07-06,13,61.0,,0.61,7.93
2009-07-07,31,61.0,,0.61,18.91
2009-07-08,31,61.0,,0.61,18.91
2009-07-09,26,61.0,,0.61,15.86
2009-07-10,27,61.0,,0.61,16.47
2009-07-11,77,61.0,,0.61,46.97
2009-07-12,50,61.0,,0.61,30.5
2009-07-13,25,61.0,,0.61,15.25
2009-07-14,43,61.0,,0.61,26.23
2009-07-15,64,61.0,,0.61,39.04
2009-07-16,38,61.0,,0.61,23.18
2009-07-17,27,61.0,,0.61,16.47
2009-07-18,79,61.0,,0.61,48.19
2009-07-19,51,61.0,,0.61,31.11
2009-07-20,25,61.0,,0.61,15.25
2009-07-21,24,61.0,,0.61,14.64
2009-07-22,43,61.0,,0.61,26.23
2009-07-23,25,61.0,,0.61,15.25
2009-07-24,54,61.0,,0.61,32.94
2009-07-25,48,61.0,,0.61,29.28
2009-07-26,48,61.0,,0.61,29.28
2009-07-27,19,61.0,,0.61,11.59
2009-07-28,37,61.0,,0.61,22.57
2009-07-29,25,61.0,,0.61,15.25
2009-07-30,31,61.0,,0.61,18.91
2009-07-31,27,61.0,,0.61,16.47
2009-08-01,100,53.0,False,0.53,53.0
2009-08-02,51,53.0,,0.53,27.03
2009-08-03,41,53.0,,0.53,21.73
2009-08-04,40,53.0,,0.53,21.200000000000003
2009-08-05,65,53.0,,0.53,34.45
2009-08-06,17,53.0,,0.53,9.01
2009-08-07,18,53.0,,0.53,9.540000000000001
2009-08-08,62,53.0,,0.53,32.86
2009-08-09,63,53.0,,0.53,33.39
2009-08-10,32,53.0,,0.53,16.96
2009-08-11,48,53.0,,0.53,25.44
2009-08-12,24,53.0,,0.53,12.72
2009-08-13,41,53.0,,0.53,21.73
2009-08-14,44,53.0,,0.53,23.32
2009-08-15,37,53.0,,0.53,19.61
2009-08-16,50,53.0,,0.53,26.5
2009-08-17,90,53.0,,0.53,47.7
2009-08-18,39,53.0,,0.53,20.67
2009-08-19,24,53.0,,0.53,12.72
2009-08-20,57,53.0,,0.53,30.21
2009-08-21,26,53.0,,0.53,13.780000000000001
2009-08-22,48,53.0,,0.53,25.44
2009-08-23,73,53.0,,0.53,38.690000000000005
2009-08-24,48,53.0,,0.53,25.44
2009-08-25,86,53.0,,0.53,45.580000000000005
2009-08-26,63,53.0,,0.53,33.39
2009-08-27,40,53.0,,0.53,21.200000000000003
2009-08-28,34,53.0,,0.53,18.02
2009-08-29,0,53.0,,0.53,0.0
2009-08-30,59,53.0,,0.53,31.270000000000003
2009-08-31,24,53.0,,0.53,12.72
2009-09-01,52,53.0,False,0.53,27.560000000000002
2009-09-02,36,53.0,,0.53,19.080000000000002
2009-09-03,45,53.0,,0.53,23.85
2009-09-04,77,53.0,,0.53,40.81
2009-09-05,56,53.0,,0.53,29.68
2009-09-06,100,53.0,,0.53,53.0
2009-09-07,73,53.0,,0.53,38.690000000000005
2009-09-08,26,53.0,,0.53,13.780000000000001
2009-09-09,43,53.0,,0.53,22.790000000000003
2009-09-10,43,53.0,,0.53,22.790000000000003
2009-09-11,91,53.0,,0.53,48.230000000000004
2009-09-12,51,53.0,,0.53,27.03
2009-09-13,77,53.0,,0.53,40.81
2009-09-14,42,53.0,,0.53,22.26
2009-09-15,51,53.0,,0.53,27.03
2009-09-16,42,53.0,,0.53,22.26
2009-09-17,87,53.0,,0.53,46.11
2009-09-18,46,53.0,,0.53,24.380000000000003
2009-09-19,52,53.0,,0.53,27.560000000000002
2009-09-20,52,53.0,,0.53,27.560000000000002
2009-09-21,68,53.0,,0.53,36.04
2009-09-22,92,53.0,,0.53,48.760000000000005
2009-09-23,43,53.0,,0.53,22.790000000000003
2009-09-24,35,53.0,,0.53,18.55
2009-09-25,55,53.0,,0.53,29.150000000000002
2009-09-26,79,53.0,,0.53,41.870000000000005
2009-09-27,63,53.0,,0.53,33.39
2009-09-28,26,53.0,,0.53,13.780000000000001
2009-09-29,67,53.0,,0.53,35.510000000000005
2009-09-30,42,53.0,,0.53,22.26
2009-10-01,47,48.0,False,0.48,22.56
2009-10-02,50,48.0,,0.48,24.0
2009-10-03,46,48.0,,0.48,22.08
2009-10-04,68,48.0,,0.48,32.64
2009-10-05,60,48.0,,0.48,28.799999999999997
2009-10-06,22,48.0,,0.48,10.559999999999999
2009-10-07,37,48.0,,0.48,17.759999999999998
2009-10-08,54,48.0,,0.48,25.919999999999998
2009-10-09,33,48.0,,0.48,15.84
2009-10-10,46,48.0,,0.48,22.08
2009-10-11,47,48.0,,0.48,22.56
2009-10-12,47,48.0,,0.48,22.56
2009-10-13,60,48.0,,0.48,28.799999999999997
2009-10-14,59,48.0,,0.48,28.32
2009-10-15,30,48.0,,0.48,14.399999999999999
2009-10-16,24,48.0,,0.48,11.52
2009-10-17,57,48.0,,0.48,27.36
2009-10-18,34,48.0,,0.48,16.32
2009-10-19,0,48.0,,0.48,0.0
2009-10-20,30,48.0,,0.48,14.399999999999999
2009-10-21,30,48.0,,0.48,14.399999999999999
2009-10-22,38,48.0,,0.48,18.24
2009-10-23,56,48.0,,0.48,26.88
2009-10-24,22,48.0,,0.48,10.559999999999999
2009-10-25,100,48.0,,0.48,48.0
2009-10-26,51,48.0,,0.48,24.48
2009-10-27,36,48.0,,0.48,17.28
2009-10-28,43,48.0,,0.48,20.64
2009-10-29,30,48.0,,0.48,14.399999999999999
2009-10-30,65,48.0,,0.48,31.2
2009-10-31,46,48.0,,0.48,22.08
2009-11-01,80,48.0,False,0.48,38.4
2009-11-02,25,48.0,,0.48,12.0
2009-11-03,65,48.0,,0.48,31.2
2009-11-04,72,48.0,,0.48,34.56
2009-11-05,33,48.0,,0.48,15.84
2009-11-06,18,48.0,,0.48,8.64
2009-11-07,37,48.0,,0.48,17.759999999999998
2009-11-08,50,48.0,,0.48,24.0
2009-11-09,81,48.0,,0.48,38.879999999999995
2009-11-10,48,48.0,,0.48,23.04
2009-11-11,51,48.0,,0.48,24.48
2009-11-12,41,48.0,,0.48,19.68
2009-11-13,52,48.0,,0.48,24.96
2009-11-14,48,48.0,,0.48,23.04
2009-11-15,85,48.0,,0.48,40.8
2009-11-16,49,48.0,,0.48,23.52
2009-11-17,55,48.0,,0.48,26.4
2009-11-18,0,48.0,,0.48,0.0
2009-11-19,49,48.0,,0.48,23.52
2009-11-20,17,48.0,,0.48,8.16
2009-11-21,48,48.0,,0.48,23.04
2009-11-22,24,48.0,,0.48,11.52
2009-11-23,16,48.0,,0.48,7.68
2009-11-24,25,48.0,,0.48,12.0
2009-11-25,27,48.0,,0.48,12.959999999999999
2009-11-26,0,48.0,,0.48,0.0
2009-11-27,23,48.0,,0.48,11.04
2009-11-28,100,48.0,,0.48,48.0
2009-11-29,48,48.0,,0.48,23.04
2009-11-30,63,48.0,,0.48,30.24
2009-12-01,34,48.0,False,0.48,16.32
2009-12-02,41,48.0,,0.48,19.68
2009-12-03,35,48.0,,0.48,16.8
2009-12-04,37,48.0,,0.48,17.759999999999998
2009-12-05,51,48.0,,0.48,24.48
2009-12-06,51,48.0,,0.48,24.48
2009-12-07,41,48.0,,0.48,19.68
2009-12-08,55,48.0,,0.48,26.4
2009-12-09,41,48.0,,0.48,19.68
2009-12-10,42,48.0,,0.48,20.16
2009-12-11,30,48.0,,0.48,14.399999999999999
2009-12-12,20,48.0,,0.48,9.6
2009-12-13,73,48.0,,0.48,35.04
2009-12-14,28,48.0,,0.48,13.44
2009-12-15,28,48.0,,0.48,13.44
2009-12-16,100,48.0,,0.48,48.0
2009-12-17,29,48.0,,0.48,13.92
2009-12-18,40,48.0,,0.48,19.2
2009-12-19,22,48.0,,0.48,10.559999999999999
2009-12-20,88,48.0,,0.48,42.239999999999995
2009-12-21,32,48.0,,0.48,15.36
2009-12-22,32,48.0,,0.48,15.36
2009-12-23,35,48.0,,0.48,16.8
2009-12-24,65,48.0,,0.48,31.2
2009-12-25,29,48.0,,0.48,13.92
2009-12-26,49,48.0,,0.48,23.52
2009-12-27,48,48.0,,0.48,23.04
2009-12-28,51,48.0,,0.48,24.48
2009-12-29,33,48.0,,0.48,15.84
2009-12-30,50,48.0,,0.48,24.0
2009-12-31,56,48.0,,0.48,26.88
2010-01-01,43,59.0,False,0.59,25.369999999999997
2010-01-02,63,59.0,,0.59,37.169999999999995
2010-01-03,45,59.0,,0.59,26.549999999999997
2010-01-04,62,59.0,,0.59,36.58
2010-01-05,12,59.0,,0.59,7.08
2010-01-06,12,59.0,,0.59,7.08
2010-01-07,24,59.0,,0.59,14.16
2010-01-08,37,59.0,,0.59,21.83
2010-01-09,51,59.0,,0.59,30.09
2010-01-10,78,59.0,,0.59,46.019999999999996
2010-01-11,42,59.0,,0.59,24.779999999999998
2010-01-12,41,59.0,,0.59,24.189999999999998
2010-01-13,47,59.0,,0.59,27.729999999999997
2010-01-14,35,59.0,,0.59,20.65
2010-01-15,43,59.0,,0.59,25.369999999999997
2010-01-16,52,59.0,,0.59,30.68
2010-01-17,70,59.0,,0.59,41.3
2010-01-18,33,59.0,,0.59,19.47
2010-01-19,17,59.0,,0.59,10.03
2010-01-20,40,59.0,,0.59,23.599999999999998
2010-01-21,29,59.0,,0.59,17.11
2010-01-22,24,59.0,,0.59,14.16
2010-01-23,100,59.0,,0.59,59.0
2010-01-24,34,59.0,,0.59,20.06
2010-01-25,23,59.0,,0.59,13.569999999999999
2010-01-26,28,59.0,,0.59,16.52
2010-01-27,45,59.0,,0.59,26.549999999999997
2010-01-28,34,59.0,,0.59,20.06
2010-01-29,24,59.0,,0.59,14.16
2010-01-30,64,59.0,,0.59,37.76
2010-01-31,49,59.0,,0.59,28.91
2010-02-01,39,49.0,False,0.49,19.11
2010-02-02,100,49.0,,0.49,49.0
2010-02-03,0,49.0,,0.49,0.0
2010-02-04,25,49.0,,0.49,12.25
2010-02-05,14,49.0,,0.49,6.859999999999999
2010-02-06,72,49.0,,0.49,35.28
2010-02-07,75,49.0,,0.49,36.75
2010-02-08,13,49.0,,0.49,6.37
2010-02-09,75,49.0,,0.49,36.75
2010-02-10,25,49.0,,0.49,12.25
2010-02-11,26,49.0,,0.49,12.74
2010-02-12,42,49.0,,0.49,20.58
2010-02-13,56,49.0,,0.49,27.439999999999998
2010-02-14,39,49.0,,0.49,19.11
2010-02-15,58,49.0,,0.49,28.419999999999998
2010-02-16,77,49.0,,0.49,37.73
2010-02-17,39,49.0,,0.49,19.11
2010-02-18,26,49.0,,0.49,12.74
2010-02-19,68,49.0,,0.49,33.32
2010-02-20,37,49.0,,0.49,18.13
2010-02-21,76,49.0,,0.49,37.24
2010-02-22,13,49.0,,0.49,6.37
2010-02-23,25,49.0,,0.49,12.25
2010-02-24,62,49.0,,0.49,30.38
2010-02-25,25,49.0,,0.49,12.25
2010-02-26,27,49.0,,0.49,13.23
2010-02-27,36,49.0,,0.49,17.64
2010-02-28,75,49.0,,0.49,36.75
2010-03-01,65,52.0,False,0.52,33.800000000000004
2010-03-02,42,52.0,,0.52,21.84
2010-03-03,64,52.0,,0.52,33.28
2010-03-04,29,52.0,,0.52,15.08
2010-03-05,23,52.0,,0.52,11.96
2010-03-06,54,52.0,,0.52,28.080000000000002
2010-03-07,66,52.0,,0.52,34.32
2010-03-08,59,52.0,,0.52,30.68
2010-03-09,22,52.0,,0.52,11.440000000000001
2010-03-10,43,52.0,,0.52,22.36
2010-03-11,29,52.0,,0.52,15.08
2010-03-12,53,52.0,,0.52,27.560000000000002
2010-03-13,42,52.0,,0.52,21.84
2010-03-14,86,52.0,,0.52,44.72
2010-03-15,15,52.0,,0.52,7.800000000000001
2010-03-16,22,52.0,,0.52,11.440000000000001
2010-03-17,30,52.0,,0.52,15.600000000000001
2010-03-18,38,52.0,,0.52,19.76
2010-03-19,24,52.0,,0.52,12.48
2010-03-20,90,52.0,,0.52,46.800000000000004
2010-03-21,33,52.0,,0.52,17.16
2010-03-22,43,52.0,,0.52,22.36
2010-03-23,43,52.0,,0.52,22.36
2010-03-24,29,52.0,,0.52,15.08
2010-03-25,58,52.0,,0.52,30.16
2010-03-26,47,52.0,,0.52,24.44
2010-03-27,100,52.0,,0.52,52.0
2010-03-28,43,52.0,,0.52,22.36
2010-03-29,43,52.0,,0.52,22.36
2010-03-30,58,52.0,,0.52,30.16
2010-03-31,52,52.0,,0.52,27.04
2010-04-01,62,47.0,False,0.47,29.139999999999997
2010-04-02,62,47.0,,0.47,29.139999999999997
2010-04-03,67,47.0,,0.47,31.49
2010-04-04,42,47.0,,0.47,19.74
2010-04-05,35,47.0,,0.47,16.45
2010-04-06,42,47.0,,0.47,19.74
2010-04-07,42,47.0,,0.47,19.74
2010-04-08,59,47.0,,0.47,27.729999999999997
2010-04-09,36,47.0,,0.47,16.919999999999998
2010-04-10,51,47.0,,0.47,23.97
2010-04-11,76,47.0,,0.47,35.72
2010-04-12,66,47.0,,0.47,31.02
2010-04-13,57,47.0,,0.47,26.79
2010-04-14,33,47.0,,0.47,15.51
2010-04-15,67,47.0,,0.47,31.49
2010-04-16,70,47.0,,0.47,32.9
2010-04-17,100,47.0,,0.47,47.0
2010-04-18,74,47.0,,0.47,34.78
2010-04-19,74,47.0,,0.47,34.78
2010-04-20,24,47.0,,0.47,11.28
2010-04-21,33,47.0,,0.47,15.51
2010-04-22,58,47.0,,0.47,27.259999999999998
2010-04-23,26,47.0,,0.47,12.219999999999999
2010-04-24,0,47.0,,0.47,0.0
2010-04-25,49,47.0,,0.47,23.029999999999998
2010-04-26,48,47.0,,0.47,22.56
2010-04-27,64,47.0,,0.47,30.08
2010-04-28,66,47.0,,0.47,31.02
2010-04-29,43,47.0,,0.47,20.209999999999997
2010-04-30,36,47.0,,0.47,16.919999999999998
2010-05-01,36,50.0,False,0.5,18.0
2010-05-02,48,50.0,,0.5,24.0
2010-05-03,31,50.0,,0.5,15.5
2010-05-04,30,50.0,,0.5,15.0
2010-05-05,47,50.0,,0.5,23.5
2010-05-06,56,50.0,,0.5,28.0
2010-05-07,42,50.0,,0.5,21.0
2010-05-08,61,50.0,,0.5,30.5
2010-05-09,49,50.0,,0.5,24.5
2010-05-10,55,50.0,,0.5,27.5
2010-05-11,69,50.0,,0.5,34.5
2010-05-12,54,50.0,,0.5,27.0
2010-05-13,24,50.0,,0.5,12.0
2010-05-14,25,50.0,,0.5,12.5
2010-05-15,25,50.0,,0.5,12.5
2010-05-16,37,50.0,,0.5,18.5
2010-05-17,54,50.0,,0.5,27.0
2010-05-18,46,50.0,,0.5,23.0
2010-05-19,39,50.0,,0.5,19.5
2010-05-20,16,50.0,,0.5,8.0
2010-05-21,34,50.0,,0.5,17.0
2010-05-22,50,50.0,,0.5,25.0
2010-05-23,100,50.0,,0.5,50.0
2010-05-24,24,50.0,,0.5,12.0
2010-05-25,16,50.0,,0.5,8.0
2010-05-26,49,50.0,,0.5,24.5
2010-05-27,41,50.0,,0.5,20.5
2010-05-28,63,50.0,,0.5,31.5
2010-05-29,26,50.0,,0.5,13.0
2010-05-30,27,50.0,,0.5,13.5
2010-05-31,81,50.0,,0.5,40.5
2010-06-01,48,50.0,False,0.5,24.0
2010-06-02,24,50.0,,0.5,12.0
2010-06-03,65,50.0,,0.5,32.5
2010-06-04,34,50.0,,0.5,17.0
