date,luxury home_unscaled,luxury home_monthly,isPartial,scale,luxury home
2012-07-29,100,49.0,,0.49,49.0
2012-07-30,43,49.0,,0.49,21.07
2012-07-31,88,49.0,,0.49,43.12
2012-08-01,37,50.0,False,0.5,18.5
2012-08-02,56,50.0,,0.5,28.0
2012-08-03,78,50.0,,0.5,39.0
2012-08-04,12,50.0,,0.5,6.0
2012-08-05,58,50.0,,0.5,29.0
2012-08-06,9,50.0,,0.5,4.5
2012-08-07,28,50.0,,0.5,14.0
2012-08-08,56,50.0,,0.5,28.0
2012-08-09,28,50.0,,0.5,14.0
2012-08-10,96,50.0,,0.5,48.0
2012-08-11,47,50.0,,0.5,23.5
2012-08-12,82,50.0,,0.5,41.0
2012-08-13,46,50.0,,0.5,23.0
2012-08-14,82,50.0,,0.5,41.0
2012-08-15,74,50.0,,0.5,37.0
2012-08-16,38,50.0,,0.5,19.0
2012-08-17,30,50.0,,0.5,15.0
2012-08-18,82,50.0,,0.5,41.0
2012-08-19,71,50.0,,0.5,35.5
2012-08-20,28,50.0,,0.5,14.0
2012-08-21,37,50.0,,0.5,18.5
2012-08-22,47,50.0,,0.5,23.5
2012-08-23,29,50.0,,0.5,14.5
2012-08-24,68,50.0,,0.5,34.0
2012-08-25,46,50.0,,0.5,23.0
2012-08-26,57,50.0,,0.5,28.5
2012-08-27,100,50.0,,0.5,50.0
2012-08-28,27,50.0,,0.5,13.5
2012-08-29,37,50.0,,0.5,18.5
2012-08-30,47,50.0,,0.5,23.5
2012-08-31,48,50.0,,0.5,24.0
2012-09-01,35,47.0,False,0.47,16.45
2012-09-02,64,47.0,,0.47,30.08
2012-09-03,51,47.0,,0.47,23.97
2012-09-04,71,47.0,,0.47,33.37
2012-09-05,54,47.0,,0.47,25.38
2012-09-06,27,47.0,,0.47,12.69
2012-09-07,51,47.0,,0.47,23.97
2012-09-08,100,47.0,,0.47,47.0
2012-09-09,53,47.0,,0.47,24.91
2012-09-10,44,47.0,,0.47,20.68
2012-09-11,38,47.0,,0.47,17.86
2012-09-12,70,47.0,,0.47,32.9
2012-09-13,44,47.0,,0.47,20.68
2012-09-14,51,47.0,,0.47,23.97
2012-09-15,68,47.0,,0.47,31.959999999999997
2012-09-16,47,47.0,,0.47,22.09
2012-09-17,32,47.0,,0.47,15.04
2012-09-18,26,47.0,,0.47,12.219999999999999
2012-09-19,49,47.0,,0.47,23.029999999999998
2012-09-20,66,47.0,,0.47,31.02
2012-09-21,63,47.0,,0.47,29.61
2012-09-22,61,47.0,,0.47,28.669999999999998
2012-09-23,73,47.0,,0.47,34.309999999999995
2012-09-24,65,47.0,,0.47,30.549999999999997
2012-09-25,75,47.0,,0.47,35.25
2012-09-26,27,47.0,,0.47,12.69
2012-09-27,43,47.0,,0.47,20.209999999999997
2012-09-28,57,47.0,,0.47,26.79
2012-09-29,40,47.0,,0.47,18.799999999999997
2012-09-30,80,47.0,,0.47,37.599999999999994
2012-10-01,52,33.0,False,0.33,17.16
2012-10-02,44,33.0,,0.33,14.520000000000001
2012-10-03,84,33.0,,0.33,27.720000000000002
2012-10-04,58,33.0,,0.33,19.14
2012-10-05,61,33.0,,0.33,20.130000000000003
2012-10-06,40,33.0,,0.33,13.200000000000001
2012-10-07,55,33.0,,0.33,18.150000000000002
2012-10-08,71,33.0,,0.33,23.43
2012-10-09,44,33.0,,0.33,14.520000000000001
2012-10-10,50,33.0,,0.33,16.5
2012-10-11,32,33.0,,0.33,10.56
2012-10-12,33,33.0,,0.33,10.89
2012-10-13,40,33.0,,0.33,13.200000000000001
2012-10-14,31,33.0,,0.33,10.23
2012-10-15,43,33.0,,0.33,14.190000000000001
2012-10-16,87,33.0,,0.33,28.71
2012-10-17,69,33.0,,0.33,22.77
2012-10-18,51,33.0,,0.33,16.830000000000002
2012-10-19,53,33.0,,0.33,17.490000000000002
2012-10-20,56,33.0,,0.33,18.48
2012-10-21,64,33.0,,0.33,21.12
2012-10-22,100,33.0,,0.33,33.0
2012-10-23,30,33.0,,0.33,9.9
2012-10-24,43,33.0,,0.33,14.190000000000001
2012-10-25,31,33.0,,0.33,10.23
2012-10-26,46,33.0,,0.33,15.180000000000001
2012-10-27,47,33.0,,0.33,15.510000000000002
2012-10-28,76,33.0,,0.33,25.080000000000002
2012-10-29,42,33.0,,0.33,13.860000000000001
2012-10-30,73,33.0,,0.33,24.09
2012-10-31,26,33.0,,0.33,8.58
2012-11-01,36,36.0,False,0.36,12.959999999999999
2012-11-02,70,36.0,,0.36,25.2
2012-11-03,100,36.0,,0.36,36.0
2012-11-04,73,36.0,,0.36,26.279999999999998
2012-11-05,79,36.0,,0.36,28.439999999999998
2012-11-06,26,36.0,,0.36,9.36
2012-11-07,55,36.0,,0.36,19.8
2012-11-08,40,36.0,,0.36,14.399999999999999
2012-11-09,42,36.0,,0.36,15.12
2012-11-10,17,36.0,,0.36,6.12
2012-11-11,92,36.0,,0.36,33.12
2012-11-12,68,36.0,,0.36,24.48
2012-11-13,66,36.0,,0.36,23.759999999999998
2012-11-14,100,36.0,,0.36,36.0
2012-11-15,47,36.0,,0.36,16.919999999999998
2012-11-16,76,36.0,,0.36,27.36
2012-11-17,50,36.0,,0.36,18.0
2012-11-18,49,36.0,,0.36,17.64
2012-11-19,46,36.0,,0.36,16.56
2012-11-20,40,36.0,,0.36,14.399999999999999
2012-11-21,50,36.0,,0.36,18.0
2012-11-22,43,36.0,,0.36,15.479999999999999
2012-11-23,47,36.0,,0.36,16.919999999999998
2012-11-24,49,36.0,,0.36,17.64
2012-11-25,72,36.0,,0.36,25.919999999999998
2012-11-26,82,36.0,,0.36,29.52
2012-11-27,63,36.0,,0.36,22.68
2012-11-28,83,36.0,,0.36,29.88
2012-11-29,38,36.0,,0.36,13.68
2012-11-30,79,36.0,,0.36,28.439999999999998
2012-12-01,27,35.0,False,0.35,9.45
2012-12-02,82,35.0,,0.35,28.7
2012-12-03,66,35.0,,0.35,23.099999999999998
2012-12-04,54,35.0,,0.35,18.9
2012-12-05,66,35.0,,0.35,23.099999999999998
2012-12-06,45,35.0,,0.35,15.749999999999998
2012-12-07,12,35.0,,0.35,4.199999999999999
2012-12-08,76,35.0,,0.35,26.599999999999998
2012-12-09,67,35.0,,0.35,23.45
2012-12-10,44,35.0,,0.35,15.399999999999999
2012-12-11,28,35.0,,0.35,9.799999999999999
2012-12-12,45,35.0,,0.35,15.749999999999998
2012-12-13,40,35.0,,0.35,14.0
2012-12-14,17,35.0,,0.35,5.949999999999999
2012-12-15,28,35.0,,0.35,9.799999999999999
2012-12-16,42,35.0,,0.35,14.7
2012-12-17,23,35.0,,0.35,8.049999999999999
2012-12-18,68,35.0,,0.35,23.799999999999997
2012-12-19,35,35.0,,0.35,12.25
2012-12-20,41,35.0,,0.35,14.35
2012-12-21,25,35.0,,0.35,8.75
2012-12-22,44,35.0,,0.35,15.399999999999999
2012-12-23,84,35.0,,0.35,29.4
2012-12-24,36,35.0,,0.35,12.6
2012-12-25,65,35.0,,0.35,22.75
2012-12-26,39,35.0,,0.35,13.649999999999999
2012-12-27,87,35.0,,0.35,30.45
2012-12-28,100,35.0,,0.35,35.0
2012-12-29,83,35.0,,0.35,29.049999999999997
2012-12-30,64,35.0,,0.35,22.4
2012-12-31,19,35.0,,0.35,6.6499999999999995
2013-01-01,43,45.0,False,0.45,19.35
2013-01-02,52,45.0,,0.45,23.400000000000002
2013-01-03,34,45.0,,0.45,15.3
2013-01-04,64,45.0,,0.45,28.8
2013-01-05,50,45.0,,0.45,22.5
2013-01-06,84,45.0,,0.45,37.800000000000004
2013-01-07,37,45.0,,0.45,16.650000000000002
2013-01-08,57,45.0,,0.45,25.650000000000002
2013-01-09,66,45.0,,0.45,29.7
2013-01-10,41,45.0,,0.45,18.45
2013-01-11,34,45.0,,0.45,15.3
2013-01-12,49,45.0,,0.45,22.05
2013-01-13,63,45.0,,0.45,28.35
2013-01-14,41,45.0,,0.45,18.45
2013-01-15,57,45.0,,0.45,25.650000000000002
2013-01-16,64,45.0,,0.45,28.8
2013-01-17,37,45.0,,0.45,16.650000000000002
2013-01-18,46,45.0,,0.45,20.7
2013-01-19,100,45.0,,0.45,45.0
2013-01-20,40,45.0,,0.45,18.0
2013-01-21,80,45.0,,0.45,36.0
2013-01-22,52,45.0,,0.45,23.400000000000002
2013-01-23,49,45.0,,0.45,22.05
2013-01-24,53,45.0,,0.45,23.85
2013-01-25,50,45.0,,0.45,22.5
2013-01-26,58,45.0,,0.45,26.1
2013-01-27,49,45.0,,0.45,22.05
2013-01-28,44,45.0,,0.45,19.8
2013-01-29,56,45.0,,0.45,25.2
2013-01-30,44,45.0,,0.45,19.8
2013-01-31,60,45.0,,0.45,27.0
2013-02-01,21,46.0,False,0.46,9.66
2013-02-02,50,46.0,,0.46,23.0
2013-02-03,74,46.0,,0.46,34.04
2013-02-04,31,46.0,,0.46,14.26
2013-02-05,82,46.0,,0.46,37.72
2013-02-06,10,46.0,,0.46,4.6000000000000005
2013-02-07,82,46.0,,0.46,37.72
2013-02-08,84,46.0,,0.46,38.64
2013-02-09,37,46.0,,0.46,17.02
2013-02-10,50,46.0,,0.46,23.0
2013-02-11,69,46.0,,0.46,31.740000000000002
2013-02-12,60,46.0,,0.46,27.6
2013-02-13,21,46.0,,0.46,9.66
2013-02-14,42,46.0,,0.46,19.32
2013-02-15,33,46.0,,0.46,15.180000000000001
2013-02-16,100,46.0,,0.46,46.0
2013-02-17,89,46.0,,0.46,40.940000000000005
2013-02-18,63,46.0,,0.46,28.98
2013-02-19,70,46.0,,0.46,32.2
2013-02-20,41,46.0,,0.46,18.86
2013-02-21,41,46.0,,0.46,18.86
2013-02-22,42,46.0,,0.46,19.32
2013-02-23,75,46.0,,0.46,34.5
2013-02-24,62,46.0,,0.46,28.52
2013-02-25,100,46.0,,0.46,46.0
2013-02-26,80,46.0,,0.46,36.800000000000004
2013-02-27,31,46.0,,0.46,14.26
2013-02-28,31,46.0,,0.46,14.26
2013-03-01,98,41.0,False,0.41,40.18
2013-03-02,96,41.0,,0.41,39.36
2013-03-03,82,41.0,,0.41,33.62
2013-03-04,68,41.0,,0.41,27.88
2013-03-05,50,41.0,,0.41,20.5
2013-03-06,49,41.0,,0.41,20.09
2013-03-07,56,41.0,,0.41,22.959999999999997
2013-03-08,51,41.0,,0.41,20.91
2013-03-09,48,41.0,,0.41,19.68
2013-03-10,55,41.0,,0.41,22.549999999999997
2013-03-11,89,41.0,,0.41,36.489999999999995
2013-03-12,50,41.0,,0.41,20.5
2013-03-13,73,41.0,,0.41,29.93
2013-03-14,40,41.0,,0.41,16.4
2013-03-15,47,41.0,,0.41,19.27
2013-03-16,27,41.0,,0.41,11.069999999999999
2013-03-17,68,41.0,,0.41,27.88
2013-03-18,100,41.0,,0.41,41.0
2013-03-19,44,41.0,,0.41,18.04
2013-03-20,56,41.0,,0.41,22.959999999999997
2013-03-21,51,41.0,,0.41,20.91
2013-03-22,58,41.0,,0.41,23.779999999999998
2013-03-23,89,41.0,,0.41,36.489999999999995
2013-03-24,95,41.0,,0.41,38.949999999999996
2013-03-25,77,41.0,,0.41,31.569999999999997
2013-03-26,34,41.0,,0.41,13.94
2013-03-27,80,41.0,,0.41,32.8
2013-03-28,35,41.0,,0.41,14.35
2013-03-29,37,41.0,,0.41,15.17
2013-03-30,72,41.0,,0.41,29.52
2013-03-31,74,41.0,,0.41,30.34
2013-04-01,57,41.0,False,0.41,23.369999999999997
2013-04-02,62,41.0,,0.41,25.419999999999998
2013-04-03,67,41.0,,0.41,27.47
2013-04-04,62,41.0,,0.41,25.419999999999998
2013-04-05,55,41.0,,0.41,22.549999999999997
2013-04-06,42,41.0,,0.41,17.22
2013-04-07,95,41.0,,0.41,38.949999999999996
2013-04-08,66,41.0,,0.41,27.06
2013-04-09,84,41.0,,0.41,34.44
2013-04-10,51,41.0,,0.41,20.91
2013-04-11,52,41.0,,0.41,21.32
2013-04-12,49,41.0,,0.41,20.09
2013-04-13,36,41.0,,0.41,14.76
2013-04-14,100,41.0,,0.41,41.0
2013-04-15,41,41.0,,0.41,16.81
2013-04-16,23,41.0,,0.41,9.43
2013-04-17,70,41.0,,0.41,28.7
2013-04-18,33,41.0,,0.41,13.53
2013-04-19,48,41.0,,0.41,19.68
2013-04-20,66,41.0,,0.41,27.06
2013-04-21,96,41.0,,0.41,39.36
2013-04-22,33,41.0,,0.41,13.53
2013-04-23,37,41.0,,0.41,15.17
2013-04-24,61,41.0,,0.41,25.009999999999998
2013-04-25,39,41.0,,0.41,15.989999999999998
2013-04-26,40,41.0,,0.41,16.4
2013-04-27,12,41.0,,0.41,4.92
2013-04-28,84,41.0,,0.41,34.44
2013-04-29,89,41.0,,0.41,36.489999999999995
2013-04-30,52,41.0,,0.41,21.32
2013-05-01,36,43.0,False,0.43,15.48
2013-05-02,49,43.0,,0.43,21.07
2013-05-03,37,43.0,,0.43,15.91
2013-05-04,34,43.0,,0.43,14.62
2013-05-05,28,43.0,,0.43,12.04
2013-05-06,76,43.0,,0.43,32.68
2013-05-07,35,43.0,,0.43,15.049999999999999
2013-05-08,66,43.0,,0.43,28.38
2013-05-09,53,43.0,,0.43,22.79
2013-05-10,28,43.0,,0.43,12.04
2013-05-11,73,43.0,,0.43,31.39
2013-05-12,71,43.0,,0.43,30.53
2013-05-13,36,43.0,,0.43,15.48
2013-05-14,58,43.0,,0.43,24.94
2013-05-15,32,43.0,,0.43,13.76
2013-05-16,46,43.0,,0.43,19.78
2013-05-17,52,43.0,,0.43,22.36
2013-05-18,35,43.0,,0.43,15.049999999999999
2013-05-19,100,43.0,,0.43,43.0
2013-05-20,40,43.0,,0.43,17.2
2013-05-21,79,43.0,,0.43,33.97
2013-05-22,27,43.0,,0.43,11.61
2013-05-23,73,43.0,,0.43,31.39
2013-05-24,67,43.0,,0.43,28.81
2013-05-25,41,43.0,,0.43,17.63
2013-05-26,86,43.0,,0.43,36.98
2013-05-27,61,43.0,,0.43,26.23
2013-05-28,58,43.0,,0.43,24.94
2013-05-29,31,43.0,,0.43,13.33
2013-05-30,68,43.0,,0.43,29.24
2013-05-31,38,43.0,,0.43,16.34
2013-06-01,58,41.0,False,0.41,23.779999999999998
2013-06-02,71,41.0,,0.41,29.11
2013-06-03,45,41.0,,0.41,18.45
2013-06-04,44,41.0,,0.41,18.04
2013-06-05,68,41.0,,0.41,27.88
2013-06-06,34,41.0,,0.41,13.94
2013-06-07,94,41.0,,0.41,38.54
2013-06-08,99,41.0,,0.41,40.589999999999996
2013-06-09,71,41.0,,0.41,29.11
2013-06-10,67,41.0,,0.41,27.47
2013-06-11,56,41.0,,0.41,22.959999999999997
2013-06-12,45,41.0,,0.41,18.45
2013-06-13,91,41.0,,0.41,37.309999999999995
2013-06-14,36,41.0,,0.41,14.76
2013-06-15,59,41.0,,0.41,24.189999999999998
2013-06-16,74,41.0,,0.41,30.34
2013-06-17,57,41.0,,0.41,23.369999999999997
2013-06-18,67,41.0,,0.41,27.47
2013-06-19,68,41.0,,0.41,27.88
2013-06-20,81,41.0,,0.41,33.21
2013-06-21,72,41.0,,0.41,29.52
2013-06-22,73,41.0,,0.41,29.93
2013-06-23,87,41.0,,0.41,35.669999999999995
2013-06-24,69,41.0,,0.41,28.29
2013-06-25,11,41.0,,0.41,4.51
2013-06-26,89,41.0,,0.41,36.489999999999995
2013-06-27,35,41.0,,0.41,14.35
2013-06-28,83,41.0,,0.41,34.03
2013-06-29,100,41.0,,0.41,41.0
2013-06-30,14,41.0,,0.41,5.739999999999999
2013-07-01,49,42.0,False,0.42,20.58
2013-07-02,24,42.0,,0.42,10.08
2013-07-03,35,42.0,,0.42,14.7
2013-07-04,43,42.0,,0.42,18.06
2013-07-05,41,42.0,,0.42,17.22
2013-07-06,56,42.0,,0.42,23.52
2013-07-07,42,42.0,,0.42,17.64
2013-07-08,68,42.0,,0.42,28.56
2013-07-09,53,42.0,,0.42,22.259999999999998
2013-07-10,63,42.0,,0.42,26.459999999999997
2013-07-11,54,42.0,,0.42,22.68
2013-07-12,76,42.0,,0.42,31.919999999999998
2013-07-13,36,42.0,,0.42,15.12
2013-07-14,47,42.0,,0.42,19.74
2013-07-15,72,42.0,,0.42,30.24
2013-07-16,100,42.0,,0.42,42.0
2013-07-17,58,42.0,,0.42,24.36
2013-07-18,69,42.0,,0.42,28.98
2013-07-19,50,42.0,,0.42,21.0
2013-07-20,54,42.0,,0.42,22.68
2013-07-21,85,42.0,,0.42,35.699999999999996
2013-07-22,62,42.0,,0.42,26.04
2013-07-23,42,42.0,,0.42,17.64
2013-07-24,88,42.0,,0.42,36.96
2013-07-25,30,42.0,,0.42,12.6
2013-07-26,51,42.0,,0.42,21.419999999999998
2013-07-27,42,42.0,,0.42,17.64
2013-07-28,48,42.0,,0.42,20.16
2013-07-29,43,42.0,,0.42,18.06
2013-07-30,43,42.0,,0.42,18.06
2013-07-31,39,42.0,,0.42,16.38
2013-08-01,81,41.0,False,0.41,33.21
2013-08-02,45,41.0,,0.41,18.45
2013-08-03,27,41.0,,0.41,11.069999999999999
2013-08-04,68,41.0,,0.41,27.88
2013-08-05,27,41.0,,0.41,11.069999999999999
2013-08-06,91,41.0,,0.41,37.309999999999995
2013-08-07,54,41.0,,0.41,22.139999999999997
2013-08-08,32,41.0,,0.41,13.12
2013-08-09,79,41.0,,0.41,32.39
2013-08-10,53,41.0,,0.41,21.73
2013-08-11,68,41.0,,0.41,27.88
2013-08-12,81,41.0,,0.41,33.21
2013-08-13,58,41.0,,0.41,23.779999999999998
2013-08-14,54,41.0,,0.41,22.139999999999997
2013-08-15,49,41.0,,0.41,20.09
2013-08-16,63,41.0,,0.41,25.83
2013-08-17,80,41.0,,0.41,32.8
2013-08-18,100,41.0,,0.41,41.0
2013-08-19,16,41.0,,0.41,6.56
2013-08-20,65,41.0,,0.41,26.65
2013-08-21,49,41.0,,0.41,20.09
2013-08-22,71,41.0,,0.41,29.11
2013-08-23,34,41.0,,0.41,13.94
2013-08-24,93,41.0,,0.41,38.129999999999995
2013-08-25,40,41.0,,0.41,16.4
2013-08-26,67,41.0,,0.41,27.47
2013-08-27,78,41.0,,0.41,31.979999999999997
2013-08-28,52,41.0,,0.41,21.32
2013-08-29,64,41.0,,0.41,26.24
2013-08-30,72,41.0,,0.41,29.52
2013-08-31,58,41.0,,0.41,23.779999999999998
2013-09-01,47,37.0,False,0.37,17.39
2013-09-02,61,37.0,,0.37,22.57
2013-09-03,63,37.0,,0.37,23.31
2013-09-04,63,37.0,,0.37,23.31
2013-09-05,37,37.0,,0.37,13.69
2013-09-06,71,37.0,,0.37,26.27
2013-09-07,71,37.0,,0.37,26.27
2013-09-08,51,37.0,,0.37,18.87
2013-09-09,100,37.0,,0.37,37.0
2013-09-10,41,37.0,,0.37,15.17
2013-09-11,62,37.0,,0.37,22.94
2013-09-12,63,37.0,,0.37,23.31
2013-09-13,43,37.0,,0.37,15.91
2013-09-14,59,37.0,,0.37,21.83
2013-09-15,44,37.0,,0.37,16.28
2013-09-16,31,37.0,,0.37,11.47
2013-09-17,47,37.0,,0.37,17.39
2013-09-18,52,37.0,,0.37,19.24
2013-09-19,37,37.0,,0.37,13.69
2013-09-20,39,37.0,,0.37,14.43
2013-09-21,59,37.0,,0.37,21.83
2013-09-22,58,37.0,,0.37,21.46
2013-09-23,53,37.0,,0.37,19.61
2013-09-24,52,37.0,,0.37,19.24
2013-09-25,48,37.0,,0.37,17.759999999999998
2013-09-26,44,37.0,,0.37,16.28
2013-09-27,40,37.0,,0.37,14.8
2013-09-28,55,37.0,,0.37,20.35
2013-09-29,79,37.0,,0.37,29.23
2013-09-30,21,37.0,,0.37,7.77
2013-10-01,64,34.0,False,0.34,21.76
2013-10-02,59,34.0,,0.34,20.060000000000002
2013-10-03,46,34.0,,0.34,15.64
2013-10-04,34,34.0,,0.34,11.56
2013-10-05,58,34.0,,0.34,19.720000000000002
2013-10-06,81,34.0,,0.34,27.540000000000003
2013-10-07,79,34.0,,0.34,26.860000000000003
2013-10-08,66,34.0,,0.34,22.44
2013-10-09,100,34.0,,0.34,34.0
2013-10-10,27,34.0,,0.34,9.180000000000001
2013-10-11,70,34.0,,0.34,23.8
2013-10-12,75,34.0,,0.34,25.500000000000004
2013-10-13,49,34.0,,0.34,16.66
2013-10-14,27,34.0,,0.34,9.180000000000001
2013-10-15,39,34.0,,0.34,13.260000000000002
2013-10-16,33,34.0,,0.34,11.22
2013-10-17,86,34.0,,0.34,29.240000000000002
2013-10-18,55,34.0,,0.34,18.700000000000003
2013-10-19,42,34.0,,0.34,14.280000000000001
2013-10-20,49,34.0,,0.34,16.66
2013-10-21,86,34.0,,0.34,29.240000000000002
2013-10-22,45,34.0,,0.34,15.3
2013-10-23,85,34.0,,0.34,28.900000000000002
2013-10-24,67,34.0,,0.34,22.78
2013-10-25,41,34.0,,0.34,13.940000000000001
2013-10-26,59,34.0,,0.34,20.060000000000002
2013-10-27,57,34.0,,0.34,19.380000000000003
2013-10-28,77,34.0,,0.34,26.180000000000003
2013-10-29,58,34.0,,0.34,19.720000000000002
2013-10-30,65,34.0,,0.34,22.1
2013-10-31,60,34.0,,0.34,20.400000000000002
2013-11-01,25,37.0,False,0.37,9.25
2013-11-02,71,37.0,,0.37,26.27
2013-11-03,28,37.0,,0.37,10.36
2013-11-04,78,37.0,,0.37,28.86
2013-11-05,22,37.0,,0.37,8.14
2013-11-06,78,37.0,,0.37,28.86
2013-11-07,90,37.0,,0.37,33.3
2013-11-08,70,37.0,,0.37,25.9
2013-11-09,28,37.0,,0.37,10.36
2013-11-10,69,37.0,,0.37,25.53
2013-11-11,80,37.0,,0.37,29.6
2013-11-12,77,37.0,,0.37,28.49
2013-11-13,66,37.0,,0.37,24.419999999999998
2013-11-14,34,37.0,,0.37,12.58
2013-11-15,46,37.0,,0.37,17.02
2013-11-16,42,37.0,,0.37,15.54
2013-11-17,67,37.0,,0.37,24.79
2013-11-18,54,37.0,,0.37,19.98
2013-11-19,33,37.0,,0.37,12.209999999999999
2013-11-20,99,37.0,,0.37,36.63
2013-11-21,11,37.0,,0.37,4.07
2013-11-22,81,37.0,,0.37,29.97
2013-11-23,81,37.0,,0.37,29.97
2013-11-24,27,37.0,,0.37,9.99
2013-11-25,100,37.0,,0.37,37.0
2013-11-26,34,37.0,,0.37,12.58
2013-11-27,35,37.0,,0.37,12.95
2013-11-28,59,37.0,,0.37,21.83
2013-11-29,53,37.0,,0.37,19.61
2013-11-30,69,37.0,,0.37,25.53
2013-12-01,56,37.0,False,0.37,20.72
2013-12-02,62,37.0,,0.37,22.94
2013-12-03,53,37.0,,0.37,19.61
2013-12-04,54,37.0,,0.37,19.98
2013-12-05,54,37.0,,0.37,19.98
2013-12-06,67,37.0,,0.37,24.79
2013-12-07,27,37.0,,0.37,9.99
2013-12-08,80,37.0,,0.37,29.6
2013-12-09,27,37.0,,0.37,9.99
2013-12-10,38,37.0,,0.37,14.06
2013-12-11,22,37.0,,0.37,8.14
2013-12-12,68,37.0,,0.37,25.16
2013-12-13,35,37.0,,0.37,12.95
2013-12-14,35,37.0,,0.37,12.95
2013-12-15,69,37.0,,0.37,25.53
2013-12-16,79,37.0,,0.37,29.23
2013-12-17,50,37.0,,0.37,18.5
2013-12-18,57,37.0,,0.37,21.09
2013-12-19,36,37.0,,0.37,13.32
2013-12-20,37,37.0,,0.37,13.69
2013-12-21,22,37.0,,0.37,8.14
2013-12-22,44,37.0,,0.37,16.28
2013-12-23,38,37.0,,0.37,14.06
2013-12-24,77,37.0,,0.37,28.49
2013-12-25,67,37.0,,0.37,24.79
2013-12-26,47,37.0,,0.37,17.39
2013-12-27,65,37.0,,0.37,24.05
2013-12-28,64,37.0,,0.37,23.68
2013-12-29,84,37.0,,0.37,31.08
2013-12-30,59,37.0,,0.37,21.83
2013-12-31,100,37.0,,0.37,37.0
2014-01-01,52,45.0,False,0.45,23.400000000000002
2014-01-02,83,45.0,,0.45,37.35
2014-01-03,60,45.0,,0.45,27.0
2014-01-04,69,45.0,,0.45,31.05
2014-01-05,52,45.0,,0.45,23.400000000000002
2014-01-06,74,45.0,,0.45,33.300000000000004
2014-01-07,43,45.0,,0.45,19.35
2014-01-08,62,45.0,,0.45,27.900000000000002
2014-01-09,49,45.0,,0.45,22.05
2014-01-10,32,45.0,,0.45,14.4
2014-01-11,54,45.0,,0.45,24.3
2014-01-12,100,45.0,,0.45,45.0
2014-01-13,48,45.0,,0.45,21.6
2014-01-14,65,45.0,,0.45,29.25
2014-01-15,52,45.0,,0.45,23.400000000000002
2014-01-16,66,45.0,,0.45,29.7
2014-01-17,50,45.0,,0.45,22.5
2014-01-18,65,45.0,,0.45,29.25
2014-01-19,59,45.0,,0.45,26.55
2014-01-20,78,45.0,,0.45,35.1
2014-01-21,43,45.0,,0.45,19.35
2014-01-22,26,45.0,,0.45,11.700000000000001
2014-01-23,44,45.0,,0.45,19.8
2014-01-24,84,45.0,,0.45,37.800000000000004
2014-01-25,68,45.0,,0.45,30.6
2014-01-26,48,45.0,,0.45,21.6
2014-01-27,50,45.0,,0.45,22.5
2014-01-28,34,45.0,,0.45,15.3
2014-01-29,60,45.0,,0.45,27.0
2014-01-30,35,45.0,,0.45,15.75
2014-01-31,53,45.0,,0.45,23.85
2014-02-01,43,38.0,False,0.38,16.34
2014-02-02,48,38.0,,0.38,18.240000000000002
2014-02-03,49,38.0,,0.38,18.62
2014-02-04,55,38.0,,0.38,20.9
2014-02-05,46,38.0,,0.38,17.48
2014-02-06,68,38.0,,0.38,25.84
2014-02-07,25,38.0,,0.38,9.5
2014-02-08,74,38.0,,0.38,28.12
2014-02-09,80,38.0,,0.38,30.4
2014-02-10,65,38.0,,0.38,24.7
2014-02-11,59,38.0,,0.38,22.42
2014-02-12,25,38.0,,0.38,9.5
2014-02-13,61,38.0,,0.38,23.18
2014-02-14,84,38.0,,0.38,31.92
2014-02-15,63,38.0,,0.38,23.94
2014-02-16,63,38.0,,0.38,23.94
2014-02-17,48,38.0,,0.38,18.240000000000002
2014-02-18,40,38.0,,0.38,15.2
2014-02-19,66,38.0,,0.38,25.080000000000002
2014-02-20,56,38.0,,0.38,21.28
2014-02-21,78,38.0,,0.38,29.64
2014-02-22,45,38.0,,0.38,17.1
2014-02-23,100,38.0,,0.38,38.0
2014-02-24,60,38.0,,0.38,22.8
2014-02-25,45,38.0,,0.38,17.1
2014-02-26,75,38.0,,0.38,28.5
2014-02-27,46,38.0,,0.38,17.48
2014-02-28,62,38.0,,0.38,23.56
2014-03-01,53,44.0,False,0.44,23.32
2014-03-02,100,44.0,,0.44,44.0
2014-03-03,84,44.0,,0.44,36.96
2014-03-04,52,44.0,,0.44,22.88
2014-03-05,35,44.0,,0.44,15.4
2014-03-06,53,44.0,,0.44,23.32
2014-03-07,55,44.0,,0.44,24.2
2014-03-08,44,44.0,,0.44,19.36
2014-03-09,38,44.0,,0.44,16.72
2014-03-10,36,44.0,,0.44,15.84
2014-03-11,49,44.0,,0.44,21.56
2014-03-12,40,44.0,,0.44,17.6
2014-03-13,58,44.0,,0.44,25.52
2014-03-14,47,44.0,,0.44,20.68
2014-03-15,62,44.0,,0.44,27.28
2014-03-16,59,44.0,,0.44,25.96
2014-03-17,52,44.0,,0.44,22.88
2014-03-18,40,44.0,,0.44,17.6
2014-03-19,62,44.0,,0.44,27.28
2014-03-20,45,44.0,,0.44,19.8
2014-03-21,33,44.0,,0.44,14.52
2014-03-22,61,44.0,,0.44,26.84
2014-03-23,65,44.0,,0.44,28.6
2014-03-24,70,44.0,,0.44,30.8
2014-03-25,44,44.0,,0.44,19.36
2014-03-26,40,44.0,,0.44,17.6
2014-03-27,18,44.0,,0.44,7.92
2014-03-28,64,44.0,,0.44,28.16
