date,great depression_unscaled,great depression_monthly,isPartial,scale,great depression
2005-01-01,14,67.0,False,0.67,9.38
2005-01-02,33,67.0,,0.67,22.110000000000003
2005-01-03,35,67.0,,0.67,23.450000000000003
2005-01-04,33,67.0,,0.67,22.110000000000003
2005-01-05,53,67.0,,0.67,35.510000000000005
2005-01-06,34,67.0,,0.67,22.78
2005-01-07,55,67.0,,0.67,36.85
2005-01-08,15,67.0,,0.67,10.05
2005-01-09,15,67.0,,0.67,10.05
2005-01-10,14,67.0,,0.67,9.38
2005-01-11,40,67.0,,0.67,26.8
2005-01-12,55,67.0,,0.67,36.85
2005-01-13,51,67.0,,0.67,34.17
2005-01-14,49,67.0,,0.67,32.830000000000005
2005-01-15,8,67.0,,0.67,5.36
2005-01-16,24,67.0,,0.67,16.080000000000002
2005-01-17,27,67.0,,0.67,18.09
2005-01-18,36,67.0,,0.67,24.12
2005-01-19,23,67.0,,0.67,15.41
2005-01-20,81,67.0,,0.67,54.27
2005-01-21,58,67.0,,0.67,38.86
2005-01-22,7,67.0,,0.67,4.69
2005-01-23,36,67.0,,0.67,24.12
2005-01-24,37,67.0,,0.67,24.790000000000003
2005-01-25,62,67.0,,0.67,41.54
2005-01-26,32,67.0,,0.67,21.44
2005-01-27,100,67.0,,0.67,67.0
2005-01-28,19,67.0,,0.67,12.73
2005-01-29,0,67.0,,0.67,0.0
2005-01-30,36,67.0,,0.67,24.12
2005-01-31,49,67.0,,0.67,32.830000000000005
2005-02-01,84,85.0,False,0.85,71.39999999999999
2005-02-02,55,85.0,,0.85,46.75
2005-02-03,77,85.0,,0.85,65.45
2005-02-04,66,85.0,,0.85,56.1
2005-02-05,12,85.0,,0.85,10.2
2005-02-06,17,85.0,,0.85,14.45
2005-02-07,95,85.0,,0.85,80.75
2005-02-08,79,85.0,,0.85,67.14999999999999
2005-02-09,85,85.0,,0.85,72.25
2005-02-10,72,85.0,,0.85,61.199999999999996
2005-02-11,82,85.0,,0.85,69.7
2005-02-12,29,85.0,,0.85,24.65
2005-02-13,40,85.0,,0.85,34.0
2005-02-14,62,85.0,,0.85,52.699999999999996
2005-02-15,71,85.0,,0.85,60.35
2005-02-16,99,85.0,,0.85,84.14999999999999
2005-02-17,85,85.0,,0.85,72.25
2005-02-18,76,85.0,,0.85,64.6
2005-02-19,45,85.0,,0.85,38.25
2005-02-20,23,85.0,,0.85,19.55
2005-02-21,87,85.0,,0.85,73.95
2005-02-22,89,85.0,,0.85,75.64999999999999
2005-02-23,69,85.0,,0.85,58.65
2005-02-24,70,85.0,,0.85,59.5
2005-02-25,100,85.0,,0.85,85.0
2005-02-26,30,85.0,,0.85,25.5
2005-02-27,82,85.0,,0.85,69.7
2005-02-28,46,85.0,,0.85,39.1
2005-03-01,73,91.0,False,0.91,66.43
2005-03-02,100,91.0,,0.91,91.0
2005-03-03,69,91.0,,0.91,62.79
2005-03-04,63,91.0,,0.91,57.330000000000005
2005-03-05,8,91.0,,0.91,7.28
2005-03-06,44,91.0,,0.91,40.04
2005-03-07,60,91.0,,0.91,54.6
2005-03-08,55,91.0,,0.91,50.050000000000004
2005-03-09,77,91.0,,0.91,70.07000000000001
2005-03-10,46,91.0,,0.91,41.86
2005-03-11,61,91.0,,0.91,55.510000000000005
2005-03-12,20,91.0,,0.91,18.2
2005-03-13,44,91.0,,0.91,40.04
2005-03-14,46,91.0,,0.91,41.86
2005-03-15,59,91.0,,0.91,53.690000000000005
2005-03-16,69,91.0,,0.91,62.79
2005-03-17,63,91.0,,0.91,57.330000000000005
2005-03-18,63,91.0,,0.91,57.330000000000005
2005-03-19,16,91.0,,0.91,14.56
2005-03-20,21,91.0,,0.91,19.11
2005-03-21,59,91.0,,0.91,53.690000000000005
2005-03-22,50,91.0,,0.91,45.5
2005-03-23,55,91.0,,0.91,50.050000000000004
2005-03-24,38,91.0,,0.91,34.58
2005-03-25,18,91.0,,0.91,16.38
2005-03-26,21,91.0,,0.91,19.11
2005-03-27,17,91.0,,0.91,15.47
2005-03-28,48,91.0,,0.91,43.68
2005-03-29,27,91.0,,0.91,24.57
2005-03-30,50,91.0,,0.91,45.5
2005-03-31,79,91.0,,0.91,71.89
2005-04-01,49,91.0,False,0.91,44.59
2005-04-02,22,91.0,,0.91,20.02
2005-04-03,34,91.0,,0.91,30.94
2005-04-04,66,91.0,,0.91,60.06
2005-04-05,0,91.0,,0.91,0.0
2005-04-06,79,91.0,,0.91,71.89
2005-04-07,100,91.0,,0.91,91.0
2005-04-08,76,91.0,,0.91,69.16
2005-04-09,33,91.0,,0.91,30.03
2005-04-10,56,91.0,,0.91,50.96
2005-04-11,90,91.0,,0.91,81.9
2005-04-12,74,91.0,,0.91,67.34
2005-04-13,87,91.0,,0.91,79.17
2005-04-14,78,91.0,,0.91,70.98
2005-04-15,54,91.0,,0.91,49.14
2005-04-16,14,91.0,,0.91,12.74
2005-04-17,57,91.0,,0.91,51.870000000000005
2005-04-18,53,91.0,,0.91,48.230000000000004
2005-04-19,92,91.0,,0.91,83.72
2005-04-20,70,91.0,,0.91,63.7
2005-04-21,96,91.0,,0.91,87.36
2005-04-22,54,91.0,,0.91,49.14
2005-04-23,35,91.0,,0.91,31.85
2005-04-24,60,91.0,,0.91,54.6
2005-04-25,66,91.0,,0.91,60.06
2005-04-26,65,91.0,,0.91,59.15
2005-04-27,79,91.0,,0.91,71.89
2005-04-28,61,91.0,,0.91,55.510000000000005
2005-04-29,47,91.0,,0.91,42.77
2005-04-30,38,91.0,,0.91,34.58
2005-05-01,87,84.0,False,0.84,73.08
2005-05-02,89,84.0,,0.84,74.75999999999999
2005-05-03,91,84.0,,0.84,76.44
2005-05-04,99,84.0,,0.84,83.16
2005-05-05,85,84.0,,0.84,71.39999999999999
2005-05-06,100,84.0,,0.84,84.0
2005-05-07,36,84.0,,0.84,30.24
2005-05-08,47,84.0,,0.84,39.48
2005-05-09,90,84.0,,0.84,75.6
2005-05-10,84,84.0,,0.84,70.56
2005-05-11,66,84.0,,0.84,55.44
2005-05-12,66,84.0,,0.84,55.44
2005-05-13,43,84.0,,0.84,36.12
2005-05-14,35,84.0,,0.84,29.4
2005-05-15,57,84.0,,0.84,47.879999999999995
2005-05-16,85,84.0,,0.84,71.39999999999999
2005-05-17,81,84.0,,0.84,68.03999999999999
2005-05-18,98,84.0,,0.84,82.32
2005-05-19,67,84.0,,0.84,56.28
2005-05-20,36,84.0,,0.84,30.24
2005-05-21,18,84.0,,0.84,15.12
2005-05-22,58,84.0,,0.84,48.72
2005-05-23,72,84.0,,0.84,60.48
2005-05-24,55,84.0,,0.84,46.199999999999996
2005-05-25,53,84.0,,0.84,44.519999999999996
2005-05-26,51,84.0,,0.84,42.839999999999996
2005-05-27,38,84.0,,0.84,31.919999999999998
2005-05-28,25,84.0,,0.84,21.0
2005-05-29,13,84.0,,0.84,10.92
2005-05-30,16,84.0,,0.84,13.44
2005-05-31,53,84.0,,0.84,44.519999999999996
2005-06-01,45,27.0,False,0.27,12.15
2005-06-02,57,27.0,,0.27,15.39
2005-06-03,61,27.0,,0.27,16.470000000000002
2005-06-04,29,27.0,,0.27,7.83
2005-06-05,60,27.0,,0.27,16.200000000000003
2005-06-06,85,27.0,,0.27,22.950000000000003
2005-06-07,68,27.0,,0.27,18.36
2005-06-08,51,27.0,,0.27,13.770000000000001
2005-06-09,100,27.0,,0.27,27.0
2005-06-10,44,27.0,,0.27,11.88
2005-06-11,59,27.0,,0.27,15.930000000000001
2005-06-12,80,27.0,,0.27,21.6
2005-06-13,41,27.0,,0.27,11.07
2005-06-14,46,27.0,,0.27,12.420000000000002
2005-06-15,35,27.0,,0.27,9.450000000000001
2005-06-16,36,27.0,,0.27,9.72
2005-06-17,39,27.0,,0.27,10.530000000000001
2005-06-18,0,27.0,,0.27,0.0
2005-06-19,32,27.0,,0.27,8.64
2005-06-20,23,27.0,,0.27,6.210000000000001
2005-06-21,46,27.0,,0.27,12.420000000000002
2005-06-22,18,27.0,,0.27,4.86
2005-06-23,36,27.0,,0.27,9.72
2005-06-24,13,27.0,,0.27,3.5100000000000002
2005-06-25,40,27.0,,0.27,10.8
2005-06-26,21,27.0,,0.27,5.67
2005-06-27,29,27.0,,0.27,7.83
2005-06-28,12,27.0,,0.27,3.24
2005-06-29,0,27.0,,0.27,0.0
2005-06-30,24,27.0,,0.27,6.48
2005-07-01,19,15.0,False,0.15,2.85
2005-07-02,60,15.0,,0.15,9.0
2005-07-03,97,15.0,,0.15,14.549999999999999
2005-07-04,100,15.0,,0.15,15.0
2005-07-05,27,15.0,,0.15,4.05
2005-07-06,16,15.0,,0.15,2.4
2005-07-07,0,15.0,,0.15,0.0
2005-07-08,26,15.0,,0.15,3.9
2005-07-09,40,15.0,,0.15,6.0
2005-07-10,28,15.0,,0.15,4.2
2005-07-11,32,15.0,,0.15,4.8
2005-07-12,24,15.0,,0.15,3.5999999999999996
2005-07-13,32,15.0,,0.15,4.8
2005-07-14,24,15.0,,0.15,3.5999999999999996
2005-07-15,35,15.0,,0.15,5.25
2005-07-16,0,15.0,,0.15,0.0
2005-07-17,27,15.0,,0.15,4.05
2005-07-18,32,15.0,,0.15,4.8
2005-07-19,31,15.0,,0.15,4.6499999999999995
2005-07-20,56,15.0,,0.15,8.4
2005-07-21,41,15.0,,0.15,6.1499999999999995
2005-07-22,35,15.0,,0.15,5.25
2005-07-23,27,15.0,,0.15,4.05
2005-07-24,42,15.0,,0.15,6.3
2005-07-25,79,15.0,,0.15,11.85
2005-07-26,0,15.0,,0.15,0.0
2005-07-27,32,15.0,,0.15,4.8
2005-07-28,25,15.0,,0.15,3.75
2005-07-29,35,15.0,,0.15,5.25
2005-07-30,41,15.0,,0.15,6.1499999999999995
2005-07-31,82,15.0,,0.15,12.299999999999999
2005-08-01,42,15.0,False,0.15,6.3
2005-08-02,41,15.0,,0.15,6.1499999999999995
2005-08-03,67,15.0,,0.15,10.049999999999999
2005-08-04,17,15.0,,0.15,2.55
2005-08-05,18,15.0,,0.15,2.6999999999999997
2005-08-06,28,15.0,,0.15,4.2
2005-08-07,42,15.0,,0.15,6.3
2005-08-08,66,15.0,,0.15,9.9
2005-08-09,40,15.0,,0.15,6.0
2005-08-10,33,15.0,,0.15,4.95
2005-08-11,34,15.0,,0.15,5.1
2005-08-12,27,15.0,,0.15,4.05
2005-08-13,0,15.0,,0.15,0.0
2005-08-14,41,15.0,,0.15,6.1499999999999995
2005-08-15,25,15.0,,0.15,3.75
2005-08-16,48,15.0,,0.15,7.199999999999999
2005-08-17,42,15.0,,0.15,6.3
2005-08-18,34,15.0,,0.15,5.1
2005-08-19,53,15.0,,0.15,7.949999999999999
2005-08-20,26,15.0,,0.15,3.9
2005-08-21,54,15.0,,0.15,8.1
2005-08-22,49,15.0,,0.15,7.35
2005-08-23,31,15.0,,0.15,4.6499999999999995
2005-08-24,100,15.0,,0.15,15.0
2005-08-25,64,15.0,,0.15,9.6
2005-08-26,60,15.0,,0.15,9.0
2005-08-27,25,15.0,,0.15,3.75
2005-08-28,38,15.0,,0.15,5.7
2005-08-29,55,15.0,,0.15,8.25
2005-08-30,62,15.0,,0.15,9.299999999999999
2005-08-31,55,15.0,,0.15,8.25
2005-09-01,51,41.0,False,0.41,20.91
2005-09-02,50,41.0,,0.41,20.5
2005-09-03,34,41.0,,0.41,13.94
2005-09-04,71,41.0,,0.41,29.11
2005-09-05,52,41.0,,0.41,21.32
2005-09-06,20,41.0,,0.41,8.2
2005-09-07,57,41.0,,0.41,23.369999999999997
2005-09-08,53,41.0,,0.41,21.73
2005-09-09,46,41.0,,0.41,18.86
2005-09-10,55,41.0,,0.41,22.549999999999997
2005-09-11,46,41.0,,0.41,18.86
2005-09-12,56,41.0,,0.41,22.959999999999997
2005-09-13,65,41.0,,0.41,26.65
2005-09-14,70,41.0,,0.41,28.7
2005-09-15,67,41.0,,0.41,27.47
2005-09-16,45,41.0,,0.41,18.45
2005-09-17,31,41.0,,0.41,12.709999999999999
2005-09-18,30,41.0,,0.41,12.299999999999999
2005-09-19,65,41.0,,0.41,26.65
2005-09-20,100,41.0,,0.41,41.0
2005-09-21,69,41.0,,0.41,28.29
2005-09-22,90,41.0,,0.41,36.9
2005-09-23,36,41.0,,0.41,14.76
2005-09-24,31,41.0,,0.41,12.709999999999999
2005-09-25,45,41.0,,0.41,18.45
2005-09-26,46,41.0,,0.41,18.86
2005-09-27,50,41.0,,0.41,20.5
2005-09-28,74,41.0,,0.41,30.34
2005-09-29,61,41.0,,0.41,25.009999999999998
2005-09-30,66,41.0,,0.41,27.06
2005-10-01,22,49.0,False,0.49,10.78
2005-10-02,62,49.0,,0.49,30.38
2005-10-03,100,49.0,,0.49,49.0
2005-10-04,49,49.0,,0.49,24.009999999999998
2005-10-05,61,49.0,,0.49,29.89
2005-10-06,62,49.0,,0.49,30.38
2005-10-07,53,49.0,,0.49,25.97
2005-10-08,20,49.0,,0.49,9.8
2005-10-09,31,49.0,,0.49,15.19
2005-10-10,51,49.0,,0.49,24.99
2005-10-11,42,49.0,,0.49,20.58
2005-10-12,80,49.0,,0.49,39.2
2005-10-13,50,49.0,,0.49,24.5
2005-10-14,20,49.0,,0.49,9.8
2005-10-15,52,49.0,,0.49,25.48
2005-10-16,30,49.0,,0.49,14.7
2005-10-17,85,49.0,,0.49,41.65
2005-10-18,61,49.0,,0.49,29.89
2005-10-19,66,49.0,,0.49,32.339999999999996
2005-10-20,55,49.0,,0.49,26.95
2005-10-21,33,49.0,,0.49,16.169999999999998
2005-10-22,40,49.0,,0.49,19.6
2005-10-23,30,49.0,,0.49,14.7
2005-10-24,42,49.0,,0.49,20.58
2005-10-25,59,49.0,,0.49,28.91
2005-10-26,91,49.0,,0.49,44.589999999999996
2005-10-27,55,49.0,,0.49,26.95
2005-10-28,33,49.0,,0.49,16.169999999999998
2005-10-29,0,49.0,,0.49,0.0
2005-10-30,20,49.0,,0.49,9.8
2005-10-31,50,49.0,,0.49,24.5
2005-11-01,58,61.0,False,0.61,35.38
2005-11-02,46,61.0,,0.61,28.06
2005-11-03,32,61.0,,0.61,19.52
2005-11-04,40,61.0,,0.61,24.4
2005-11-05,46,61.0,,0.61,28.06
2005-11-06,50,61.0,,0.61,30.5
2005-11-07,64,61.0,,0.61,39.04
2005-11-08,62,61.0,,0.61,37.82
2005-11-09,51,61.0,,0.61,31.11
2005-11-10,97,61.0,,0.61,59.17
2005-11-11,45,61.0,,0.61,27.45
2005-11-12,35,61.0,,0.61,21.349999999999998
2005-11-13,45,61.0,,0.61,27.45
2005-11-14,48,61.0,,0.61,29.28
2005-11-15,82,61.0,,0.61,50.019999999999996
2005-11-16,71,61.0,,0.61,43.31
2005-11-17,72,61.0,,0.61,43.92
2005-11-18,58,61.0,,0.61,35.38
2005-11-19,10,61.0,,0.61,6.1
2005-11-20,34,61.0,,0.61,20.74
2005-11-21,66,61.0,,0.61,40.26
2005-11-22,39,61.0,,0.61,23.79
2005-11-23,24,61.0,,0.61,14.64
2005-11-24,11,61.0,,0.61,6.71
2005-11-25,29,61.0,,0.61,17.69
2005-11-26,30,61.0,,0.61,18.3
2005-11-27,24,61.0,,0.61,14.64
2005-11-28,90,61.0,,0.61,54.9
2005-11-29,100,61.0,,0.61,61.0
2005-11-30,100,61.0,,0.61,61.0
2005-12-01,98,55.0,False,0.55,53.900000000000006
2005-12-02,69,55.0,,0.55,37.95
2005-12-03,21,55.0,,0.55,11.55
2005-12-04,56,55.0,,0.55,30.800000000000004
2005-12-05,93,55.0,,0.55,51.150000000000006
2005-12-06,100,55.0,,0.55,55.00000000000001
2005-12-07,70,55.0,,0.55,38.5
2005-12-08,85,55.0,,0.55,46.75000000000001
2005-12-09,73,55.0,,0.55,40.150000000000006
2005-12-10,72,55.0,,0.55,39.6
2005-12-11,58,55.0,,0.55,31.900000000000002
2005-12-12,95,55.0,,0.55,52.25000000000001
2005-12-13,80,55.0,,0.55,44.0
2005-12-14,82,55.0,,0.55,45.1
2005-12-15,84,55.0,,0.55,46.2
2005-12-16,76,55.0,,0.55,41.800000000000004
2005-12-17,27,55.0,,0.55,14.850000000000001
2005-12-18,39,55.0,,0.55,21.450000000000003
2005-12-19,35,55.0,,0.55,19.25
2005-12-20,31,55.0,,0.55,17.05
2005-12-21,55,55.0,,0.55,30.250000000000004
2005-12-22,47,55.0,,0.55,25.85
2005-12-23,10,55.0,,0.55,5.5
2005-12-24,13,55.0,,0.55,7.15
2005-12-25,16,55.0,,0.55,8.8
2005-12-26,12,55.0,,0.55,6.6000000000000005
2005-12-27,8,55.0,,0.55,4.4
2005-12-28,16,55.0,,0.55,8.8
2005-12-29,16,55.0,,0.55,8.8
2005-12-30,17,55.0,,0.55,9.350000000000001
2005-12-31,11,55.0,,0.55,6.050000000000001
2006-01-01,35,60.0,False,0.6,21.0
2006-01-02,32,60.0,,0.6,19.2
2006-01-03,51,60.0,,0.6,30.599999999999998
2006-01-04,32,60.0,,0.6,19.2
2006-01-05,70,60.0,,0.6,42.0
2006-01-06,64,60.0,,0.6,38.4
2006-01-07,27,60.0,,0.6,16.2
2006-01-08,54,60.0,,0.6,32.4
2006-01-09,98,60.0,,0.6,58.8
2006-01-10,70,60.0,,0.6,42.0
2006-01-11,70,60.0,,0.6,42.0
2006-01-12,66,60.0,,0.6,39.6
2006-01-13,68,60.0,,0.6,40.8
2006-01-14,13,60.0,,0.6,7.8
2006-01-15,36,60.0,,0.6,21.599999999999998
2006-01-16,60,60.0,,0.6,36.0
2006-01-17,55,60.0,,0.6,33.0
2006-01-18,50,60.0,,0.6,30.0
2006-01-19,53,60.0,,0.6,31.799999999999997
2006-01-20,61,60.0,,0.6,36.6
2006-01-21,25,60.0,,0.6,15.0
2006-01-22,68,60.0,,0.6,40.8
2006-01-23,54,60.0,,0.6,32.4
2006-01-24,64,60.0,,0.6,38.4
2006-01-25,76,60.0,,0.6,45.6
2006-01-26,52,60.0,,0.6,31.2
2006-01-27,43,60.0,,0.6,25.8
2006-01-28,25,60.0,,0.6,15.0
2006-01-29,50,60.0,,0.6,30.0
2006-01-30,100,60.0,,0.6,60.0
2006-01-31,78,60.0,,0.6,46.8
2006-02-01,77,79.0,False,0.79,60.830000000000005
2006-02-02,86,79.0,,0.79,67.94
2006-02-03,85,79.0,,0.79,67.15
2006-02-04,37,79.0,,0.79,29.23
2006-02-05,37,79.0,,0.79,29.23
2006-02-06,68,79.0,,0.79,53.72
2006-02-07,65,79.0,,0.79,51.35
2006-02-08,56,79.0,,0.79,44.24
2006-02-09,100,79.0,,0.79,79.0
2006-02-10,94,79.0,,0.79,74.26
2006-02-11,14,79.0,,0.79,11.06
2006-02-12,14,79.0,,0.79,11.06
2006-02-13,47,79.0,,0.79,37.13
2006-02-14,70,79.0,,0.79,55.300000000000004
2006-02-15,83,79.0,,0.79,65.57000000000001
2006-02-16,97,79.0,,0.79,76.63000000000001
2006-02-17,51,79.0,,0.79,40.29
2006-02-18,44,79.0,,0.79,34.760000000000005
2006-02-19,60,79.0,,0.79,47.400000000000006
2006-02-20,69,79.0,,0.79,54.510000000000005
2006-02-21,75,79.0,,0.79,59.25
2006-02-22,75,79.0,,0.79,59.25
2006-02-23,90,79.0,,0.79,71.10000000000001
2006-02-24,90,79.0,,0.79,71.10000000000001
2006-02-25,39,79.0,,0.79,30.810000000000002
2006-02-26,90,79.0,,0.79,71.10000000000001
2006-02-27,70,79.0,,0.79,55.300000000000004
2006-02-28,77,79.0,,0.79,60.830000000000005
2006-03-01,100,91.0,False,0.91,91.0
2006-03-02,59,91.0,,0.91,53.690000000000005
2006-03-03,74,91.0,,0.91,67.34
2006-03-04,23,91.0,,0.91,20.93
2006-03-05,55,91.0,,0.91,50.050000000000004
2006-03-06,80,91.0,,0.91,72.8
2006-03-07,58,91.0,,0.91,52.78
2006-03-08,57,91.0,,0.91,51.870000000000005
2006-03-09,47,91.0,,0.91,42.77
2006-03-10,63,91.0,,0.91,57.330000000000005
2006-03-11,27,91.0,,0.91,24.57
2006-03-12,56,91.0,,0.91,50.96
2006-03-13,49,91.0,,0.91,44.59
2006-03-14,77,91.0,,0.91,70.07000000000001
2006-03-15,76,91.0,,0.91,69.16
2006-03-16,58,91.0,,0.91,52.78
2006-03-17,54,91.0,,0.91,49.14
2006-03-18,9,91.0,,0.91,8.19
2006-03-19,58,91.0,,0.91,52.78
2006-03-20,79,91.0,,0.91,71.89
2006-03-21,71,91.0,,0.91,64.61
2006-03-22,84,91.0,,0.91,76.44
2006-03-23,57,91.0,,0.91,51.870000000000005
2006-03-24,55,91.0,,0.91,50.050000000000004
2006-03-25,20,91.0,,0.91,18.2
2006-03-26,41,91.0,,0.91,37.31
2006-03-27,64,91.0,,0.91,58.24
2006-03-28,60,91.0,,0.91,54.6
2006-03-29,60,91.0,,0.91,54.6
2006-03-30,74,91.0,,0.91,67.34
2006-03-31,64,91.0,,0.91,58.24
2006-04-01,8,76.0,False,0.76,6.08
2006-04-02,66,76.0,,0.76,50.160000000000004
2006-04-03,68,76.0,,0.76,51.68
2006-04-04,94,76.0,,0.76,71.44
2006-04-05,93,76.0,,0.76,70.68
2006-04-06,69,76.0,,0.76,52.44
2006-04-07,75,76.0,,0.76,57.0
2006-04-08,23,76.0,,0.76,17.48
2006-04-09,82,76.0,,0.76,62.32
2006-04-10,87,76.0,,0.76,66.12
2006-04-11,83,76.0,,0.76,63.08
2006-04-12,85,76.0,,0.76,64.6
2006-04-13,50,76.0,,0.76,38.0
2006-04-14,41,76.0,,0.76,31.16
2006-04-15,41,76.0,,0.76,31.16
2006-04-16,42,76.0,,0.76,31.92
2006-04-17,66,76.0,,0.76,50.160000000000004
2006-04-18,76,76.0,,0.76,57.76
2006-04-19,76,76.0,,0.76,57.76
2006-04-20,77,76.0,,0.76,58.52
2006-04-21,49,76.0,,0.76,37.24
2006-04-22,42,76.0,,0.76,31.92
2006-04-23,60,76.0,,0.76,45.6
2006-04-24,97,76.0,,0.76,73.72
2006-04-25,87,76.0,,0.76,66.12
2006-04-26,100,76.0,,0.76,76.0
2006-04-27,96,76.0,,0.76,72.96000000000001
2006-04-28,48,76.0,,0.76,36.480000000000004
2006-04-29,47,76.0,,0.76,35.72
2006-04-30,42,76.0,,0.76,31.92
2006-05-01,95,65.0,False,0.65,61.75
2006-05-02,100,65.0,,0.65,65.0
2006-05-03,61,65.0,,0.65,39.65
2006-05-04,94,65.0,,0.65,61.1
2006-05-05,69,65.0,,0.65,44.85
2006-05-06,25,65.0,,0.65,16.25
2006-05-07,37,65.0,,0.65,24.05
2006-05-08,95,65.0,,0.65,61.75
2006-05-09,77,65.0,,0.65,50.050000000000004
2006-05-10,66,65.0,,0.65,42.9
2006-05-11,81,65.0,,0.65,52.65
2006-05-12,54,65.0,,0.65,35.1
2006-05-13,21,65.0,,0.65,13.65
2006-05-14,63,65.0,,0.65,40.95
2006-05-15,79,65.0,,0.65,51.35
2006-05-16,58,65.0,,0.65,37.7
2006-05-17,97,65.0,,0.65,63.050000000000004
2006-05-18,71,65.0,,0.65,46.15
2006-05-19,46,65.0,,0.65,29.900000000000002
2006-05-20,17,65.0,,0.65,11.05
2006-05-21,21,65.0,,0.65,13.65
2006-05-22,70,65.0,,0.65,45.5
2006-05-23,52,65.0,,0.65,33.800000000000004
2006-05-24,53,65.0,,0.65,34.45
2006-05-25,42,65.0,,0.65,27.3
2006-05-26,37,65.0,,0.65,24.05
2006-05-27,18,65.0,,0.65,11.700000000000001
2006-05-28,34,65.0,,0.65,22.1
2006-05-29,36,65.0,,0.65,23.400000000000002
2006-05-30,46,65.0,,0.65,29.900000000000002
2006-05-31,53,65.0,,0.65,34.45
2006-06-01,68,21.0,False,0.21,14.28
2006-06-02,87,21.0,,0.21,18.27
2006-06-03,46,21.0,,0.21,9.66
2006-06-04,39,21.0,,0.21,8.19
2006-06-05,100,21.0,,0.21,21.0
2006-06-06,66,21.0,,0.21,13.86
2006-06-07,48,21.0,,0.21,10.08
2006-06-08,49,21.0,,0.21,10.29
2006-06-09,41,21.0,,0.21,8.61
2006-06-10,39,21.0,,0.21,8.19
2006-06-11,32,21.0,,0.21,6.72
2006-06-12,53,21.0,,0.21,11.129999999999999
2006-06-13,24,21.0,,0.21,5.04
2006-06-14,39,21.0,,0.21,8.19
2006-06-15,46,21.0,,0.21,9.66
2006-06-16,27,21.0,,0.21,5.67
2006-06-17,16,21.0,,0.21,3.36
2006-06-18,17,21.0,,0.21,3.57
2006-06-19,30,21.0,,0.21,6.3
2006-06-20,19,21.0,,0.21,3.9899999999999998
2006-06-21,10,21.0,,0.21,2.1
2006-06-22,15,21.0,,0.21,3.15
2006-06-23,31,21.0,,0.21,6.51
2006-06-24,15,21.0,,0.21,3.15
2006-06-25,46,21.0,,0.21,9.66
2006-06-26,19,21.0,,0.21,3.9899999999999998
2006-06-27,33,21.0,,0.21,6.93
2006-06-28,24,21.0,,0.21,5.04
2006-06-29,25,21.0,,0.21,5.25
2006-06-30,11,21.0,,0.21,2.31
2006-07-01,57,12.0,False,0.12,6.84
2006-07-02,30,12.0,,0.12,3.5999999999999996
2006-07-03,21,12.0,,0.12,2.52
2006-07-04,39,12.0,,0.12,4.68
2006-07-05,64,12.0,,0.12,7.68
2006-07-06,34,12.0,,0.12,4.08
2006-07-07,18,12.0,,0.12,2.16
2006-07-08,53,12.0,,0.12,6.359999999999999
2006-07-09,41,12.0,,0.12,4.92
2006-07-10,42,12.0,,0.12,5.04
2006-07-11,32,12.0,,0.12,3.84
2006-07-12,41,12.0,,0.12,4.92
2006-07-13,50,12.0,,0.12,6.0
2006-07-14,18,12.0,,0.12,2.16
2006-07-15,26,12.0,,0.12,3.12
2006-07-16,41,12.0,,0.12,4.92
2006-07-17,100,12.0,,0.12,12.0
2006-07-18,24,12.0,,0.12,2.88
2006-07-19,50,12.0,,0.12,6.0
2006-07-20,34,12.0,,0.12,4.08
2006-07-21,53,12.0,,0.12,6.359999999999999
2006-07-22,78,12.0,,0.12,9.36
2006-07-23,26,12.0,,0.12,3.12
2006-07-24,32,12.0,,0.12,3.84
2006-07-25,65,12.0,,0.12,7.8
2006-07-26,24,12.0,,0.12,2.88
2006-07-27,42,12.0,,0.12,5.04
2006-07-28,26,12.0,,0.12,3.12
2006-07-29,52,12.0,,0.12,6.24
2006-07-30,27,12.0,,0.12,3.2399999999999998
2006-07-31,49,12.0,,0.12,5.88
2006-08-01,42,13.0,False,0.13,5.46
2006-08-02,42,13.0,,0.13,5.46
2006-08-03,65,13.0,,0.13,8.450000000000001
2006-08-04,23,13.0,,0.13,2.99
2006-08-05,0,13.0,,0.13,0.0
2006-08-06,53,13.0,,0.13,6.890000000000001
2006-08-07,32,13.0,,0.13,4.16
2006-08-08,21,13.0,,0.13,2.73
2006-08-09,86,13.0,,0.13,11.18
2006-08-10,54,13.0,,0.13,7.0200000000000005
2006-08-11,35,13.0,,0.13,4.55
2006-08-12,34,13.0,,0.13,4.42
2006-08-13,70,13.0,,0.13,9.1
2006-08-14,21,13.0,,0.13,2.73
2006-08-15,21,13.0,,0.13,2.73
2006-08-16,64,13.0,,0.13,8.32
2006-08-17,33,13.0,,0.13,4.29
2006-08-18,69,13.0,,0.13,8.97
2006-08-19,50,13.0,,0.13,6.5
2006-08-20,100,13.0,,0.13,13.0
2006-08-21,85,13.0,,0.13,11.05
2006-08-22,93,13.0,,0.13,12.09
2006-08-23,83,13.0,,0.13,10.790000000000001
2006-08-24,64,13.0,,0.13,8.32
2006-08-25,88,13.0,,0.13,11.440000000000001
2006-08-26,96,13.0,,0.13,12.48
2006-08-27,95,13.0,,0.13,12.35
2006-08-28,61,13.0,,0.13,7.930000000000001
2006-08-29,70,13.0,,0.13,9.1
2006-08-30,81,13.0,,0.13,10.530000000000001
2006-08-31,84,13.0,,0.13,10.92
