date,great depression_unscaled,great depression_monthly,isPartial,scale,great depression
2012-08-04,37,14.0,,0.14,5.180000000000001
2012-08-05,55,14.0,,0.14,7.700000000000001
2012-08-06,51,14.0,,0.14,7.140000000000001
2012-08-07,46,14.0,,0.14,6.44
2012-08-08,56,14.0,,0.14,7.840000000000001
2012-08-09,54,14.0,,0.14,7.5600000000000005
2012-08-10,43,14.0,,0.14,6.0200000000000005
2012-08-11,43,14.0,,0.14,6.0200000000000005
2012-08-12,64,14.0,,0.14,8.96
2012-08-13,65,14.0,,0.14,9.100000000000001
2012-08-14,67,14.0,,0.14,9.38
2012-08-15,54,14.0,,0.14,7.5600000000000005
2012-08-16,60,14.0,,0.14,8.4
2012-08-17,54,14.0,,0.14,7.5600000000000005
2012-08-18,58,14.0,,0.14,8.120000000000001
2012-08-19,53,14.0,,0.14,7.420000000000001
2012-08-20,51,14.0,,0.14,7.140000000000001
2012-08-21,75,14.0,,0.14,10.500000000000002
2012-08-22,79,14.0,,0.14,11.06
2012-08-23,58,14.0,,0.14,8.120000000000001
2012-08-24,76,14.0,,0.14,10.64
2012-08-25,60,14.0,,0.14,8.4
2012-08-26,92,14.0,,0.14,12.88
2012-08-27,62,14.0,,0.14,8.680000000000001
2012-08-28,85,14.0,,0.14,11.9
2012-08-29,94,14.0,,0.14,13.160000000000002
2012-08-30,100,14.0,,0.14,14.000000000000002
2012-08-31,95,14.0,,0.14,13.3
2012-09-01,22,25.0,False,0.25,5.5
2012-09-02,37,25.0,,0.25,9.25
2012-09-03,43,25.0,,0.25,10.75
2012-09-04,63,25.0,,0.25,15.75
2012-09-05,57,25.0,,0.25,14.25
2012-09-06,69,25.0,,0.25,17.25
2012-09-07,85,25.0,,0.25,21.25
2012-09-08,40,25.0,,0.25,10.0
2012-09-09,40,25.0,,0.25,10.0
2012-09-10,54,25.0,,0.25,13.5
2012-09-11,63,25.0,,0.25,15.75
2012-09-12,58,25.0,,0.25,14.5
2012-09-13,67,25.0,,0.25,16.75
2012-09-14,49,25.0,,0.25,12.25
2012-09-15,24,25.0,,0.25,6.0
2012-09-16,47,25.0,,0.25,11.75
2012-09-17,69,25.0,,0.25,17.25
2012-09-18,60,25.0,,0.25,15.0
2012-09-19,100,25.0,,0.25,25.0
2012-09-20,59,25.0,,0.25,14.75
2012-09-21,62,25.0,,0.25,15.5
2012-09-22,35,25.0,,0.25,8.75
2012-09-23,43,25.0,,0.25,10.75
2012-09-24,65,25.0,,0.25,16.25
2012-09-25,55,25.0,,0.25,13.75
2012-09-26,71,25.0,,0.25,17.75
2012-09-27,82,25.0,,0.25,20.5
2012-09-28,45,25.0,,0.25,11.25
2012-09-29,32,25.0,,0.25,8.0
2012-09-30,57,25.0,,0.25,14.25
2012-10-01,77,32.0,False,0.32,24.64
2012-10-02,86,32.0,,0.32,27.52
2012-10-03,65,32.0,,0.32,20.8
2012-10-04,100,32.0,,0.32,32.0
2012-10-05,76,32.0,,0.32,24.32
2012-10-06,35,32.0,,0.32,11.200000000000001
2012-10-07,48,32.0,,0.32,15.36
2012-10-08,69,32.0,,0.32,22.080000000000002
2012-10-09,79,32.0,,0.32,25.28
2012-10-10,80,32.0,,0.32,25.6
2012-10-11,85,32.0,,0.32,27.2
2012-10-12,85,32.0,,0.32,27.2
2012-10-13,40,32.0,,0.32,12.8
2012-10-14,33,32.0,,0.32,10.56
2012-10-15,70,32.0,,0.32,22.400000000000002
2012-10-16,81,32.0,,0.32,25.92
2012-10-17,91,32.0,,0.32,29.12
2012-10-18,87,32.0,,0.32,27.84
2012-10-19,64,32.0,,0.32,20.48
2012-10-20,40,32.0,,0.32,12.8
2012-10-21,56,32.0,,0.32,17.92
2012-10-22,95,32.0,,0.32,30.400000000000002
2012-10-23,94,32.0,,0.32,30.080000000000002
2012-10-24,76,32.0,,0.32,24.32
2012-10-25,93,32.0,,0.32,29.76
2012-10-26,78,32.0,,0.32,24.96
2012-10-27,41,32.0,,0.32,13.120000000000001
2012-10-28,41,32.0,,0.32,13.120000000000001
2012-10-29,67,32.0,,0.32,21.44
2012-10-30,70,32.0,,0.32,22.400000000000002
2012-10-31,78,32.0,,0.32,24.96
2012-11-01,73,35.0,False,0.35,25.549999999999997
2012-11-02,53,35.0,,0.35,18.549999999999997
2012-11-03,26,35.0,,0.35,9.1
2012-11-04,42,35.0,,0.35,14.7
2012-11-05,74,35.0,,0.35,25.9
2012-11-06,78,35.0,,0.35,27.299999999999997
2012-11-07,98,35.0,,0.35,34.3
2012-11-08,87,35.0,,0.35,30.45
2012-11-09,70,35.0,,0.35,24.5
2012-11-10,34,35.0,,0.35,11.899999999999999
2012-11-11,44,35.0,,0.35,15.399999999999999
2012-11-12,62,35.0,,0.35,21.7
2012-11-13,79,35.0,,0.35,27.65
2012-11-14,90,35.0,,0.35,31.499999999999996
2012-11-15,92,35.0,,0.35,32.199999999999996
2012-11-16,76,35.0,,0.35,26.599999999999998
2012-11-17,27,35.0,,0.35,9.45
2012-11-18,43,35.0,,0.35,15.049999999999999
2012-11-19,70,35.0,,0.35,24.5
2012-11-20,64,35.0,,0.35,22.4
2012-11-21,31,35.0,,0.35,10.85
2012-11-22,19,35.0,,0.35,6.6499999999999995
2012-11-23,23,35.0,,0.35,8.049999999999999
2012-11-24,30,35.0,,0.35,10.5
2012-11-25,48,35.0,,0.35,16.799999999999997
2012-11-26,88,35.0,,0.35,30.799999999999997
2012-11-27,100,35.0,,0.35,35.0
2012-11-28,99,35.0,,0.35,34.65
2012-11-29,86,35.0,,0.35,30.099999999999998
2012-11-30,78,35.0,,0.35,27.299999999999997
2012-12-01,33,33.0,False,0.33,10.89
2012-12-02,36,33.0,,0.33,11.88
2012-12-03,81,33.0,,0.33,26.73
2012-12-04,88,33.0,,0.33,29.040000000000003
2012-12-05,86,33.0,,0.33,28.380000000000003
2012-12-06,86,33.0,,0.33,28.380000000000003
2012-12-07,79,33.0,,0.33,26.07
2012-12-08,37,33.0,,0.33,12.21
2012-12-09,49,33.0,,0.33,16.17
2012-12-10,77,33.0,,0.33,25.41
2012-12-11,100,33.0,,0.33,33.0
2012-12-12,74,33.0,,0.33,24.42
2012-12-13,95,33.0,,0.33,31.35
2012-12-14,72,33.0,,0.33,23.76
2012-12-15,30,33.0,,0.33,9.9
2012-12-16,32,33.0,,0.33,10.56
2012-12-17,73,33.0,,0.33,24.09
2012-12-18,67,33.0,,0.33,22.11
2012-12-19,55,33.0,,0.33,18.150000000000002
2012-12-20,53,33.0,,0.33,17.490000000000002
2012-12-21,31,33.0,,0.33,10.23
2012-12-22,14,33.0,,0.33,4.62
2012-12-23,20,33.0,,0.33,6.6000000000000005
2012-12-24,15,33.0,,0.33,4.95
2012-12-25,19,33.0,,0.33,6.2700000000000005
2012-12-26,14,33.0,,0.33,4.62
2012-12-27,10,33.0,,0.33,3.3000000000000003
2012-12-28,18,33.0,,0.33,5.94
2012-12-29,16,33.0,,0.33,5.28
2012-12-30,21,33.0,,0.33,6.930000000000001
2012-12-31,16,33.0,,0.33,5.28
2013-01-01,20,38.0,False,0.38,7.6
2013-01-02,33,38.0,,0.38,12.540000000000001
2013-01-03,43,38.0,,0.38,16.34
2013-01-04,40,38.0,,0.38,15.2
2013-01-05,20,38.0,,0.38,7.6
2013-01-06,25,38.0,,0.38,9.5
2013-01-07,55,38.0,,0.38,20.9
2013-01-08,87,38.0,,0.38,33.06
2013-01-09,81,38.0,,0.38,30.78
2013-01-10,76,38.0,,0.38,28.88
2013-01-11,80,38.0,,0.38,30.4
2013-01-12,25,38.0,,0.38,9.5
2013-01-13,30,38.0,,0.38,11.4
2013-01-14,76,38.0,,0.38,28.88
2013-01-15,89,38.0,,0.38,33.82
2013-01-16,75,38.0,,0.38,28.5
2013-01-17,73,38.0,,0.38,27.740000000000002
2013-01-18,80,38.0,,0.38,30.4
2013-01-19,23,38.0,,0.38,8.74
2013-01-20,20,38.0,,0.38,7.6
2013-01-21,49,38.0,,0.38,18.62
2013-01-22,64,38.0,,0.38,24.32
2013-01-23,77,38.0,,0.38,29.26
2013-01-24,79,38.0,,0.38,30.02
2013-01-25,83,38.0,,0.38,31.54
2013-01-26,26,38.0,,0.38,9.88
2013-01-27,42,38.0,,0.38,15.96
2013-01-28,71,38.0,,0.38,26.98
2013-01-29,79,38.0,,0.38,30.02
2013-01-30,95,38.0,,0.38,36.1
2013-01-31,100,38.0,,0.38,38.0
2013-02-01,69,48.0,False,0.48,33.12
2013-02-02,25,48.0,,0.48,12.0
2013-02-03,40,48.0,,0.48,19.2
2013-02-04,76,48.0,,0.48,36.48
2013-02-05,100,48.0,,0.48,48.0
2013-02-06,74,48.0,,0.48,35.519999999999996
2013-02-07,88,48.0,,0.48,42.239999999999995
2013-02-08,67,48.0,,0.48,32.16
2013-02-09,36,48.0,,0.48,17.28
2013-02-10,43,48.0,,0.48,20.64
2013-02-11,65,48.0,,0.48,31.2
2013-02-12,85,48.0,,0.48,40.8
2013-02-13,96,48.0,,0.48,46.08
2013-02-14,78,48.0,,0.48,37.44
2013-02-15,70,48.0,,0.48,33.6
2013-02-16,27,48.0,,0.48,12.959999999999999
2013-02-17,34,48.0,,0.48,16.32
2013-02-18,45,48.0,,0.48,21.599999999999998
2013-02-19,79,48.0,,0.48,37.92
2013-02-20,92,48.0,,0.48,44.16
2013-02-21,89,48.0,,0.48,42.72
2013-02-22,80,48.0,,0.48,38.4
2013-02-23,36,48.0,,0.48,17.28
2013-02-24,53,48.0,,0.48,25.439999999999998
2013-02-25,78,48.0,,0.48,37.44
2013-02-26,87,48.0,,0.48,41.76
2013-02-27,92,48.0,,0.48,44.16
2013-02-28,94,48.0,,0.48,45.12
2013-03-01,67,49.0,False,0.49,32.83
2013-03-02,21,49.0,,0.49,10.29
2013-03-03,43,49.0,,0.49,21.07
2013-03-04,93,49.0,,0.49,45.57
2013-03-05,76,49.0,,0.49,37.24
2013-03-06,91,49.0,,0.49,44.589999999999996
2013-03-07,77,49.0,,0.49,37.73
2013-03-08,69,49.0,,0.49,33.81
2013-03-09,35,49.0,,0.49,17.15
2013-03-10,43,49.0,,0.49,21.07
2013-03-11,83,49.0,,0.49,40.67
2013-03-12,87,49.0,,0.49,42.63
2013-03-13,82,49.0,,0.49,40.18
2013-03-14,79,49.0,,0.49,38.71
2013-03-15,72,49.0,,0.49,35.28
2013-03-16,27,49.0,,0.49,13.23
2013-03-17,42,49.0,,0.49,20.58
2013-03-18,83,49.0,,0.49,40.67
2013-03-19,89,49.0,,0.49,43.61
2013-03-20,100,49.0,,0.49,49.0
2013-03-21,79,49.0,,0.49,38.71
2013-03-22,76,49.0,,0.49,37.24
2013-03-23,20,49.0,,0.49,9.8
2013-03-24,26,49.0,,0.49,12.74
2013-03-25,66,49.0,,0.49,32.339999999999996
2013-03-26,71,49.0,,0.49,34.79
2013-03-27,73,49.0,,0.49,35.769999999999996
2013-03-28,66,49.0,,0.49,32.339999999999996
2013-03-29,38,49.0,,0.49,18.62
2013-03-30,17,49.0,,0.49,8.33
2013-03-31,31,49.0,,0.49,15.19
2013-04-01,56,53.0,False,0.53,29.68
2013-04-02,65,53.0,,0.53,34.45
2013-04-03,70,53.0,,0.53,37.1
2013-04-04,83,53.0,,0.53,43.99
2013-04-05,56,53.0,,0.53,29.68
2013-04-06,31,53.0,,0.53,16.43
2013-04-07,48,53.0,,0.53,25.44
2013-04-08,80,53.0,,0.53,42.400000000000006
2013-04-09,90,53.0,,0.53,47.7
2013-04-10,91,53.0,,0.53,48.230000000000004
2013-04-11,89,53.0,,0.53,47.17
2013-04-12,76,53.0,,0.53,40.28
2013-04-13,25,53.0,,0.53,13.25
2013-04-14,35,53.0,,0.53,18.55
2013-04-15,80,53.0,,0.53,42.400000000000006
2013-04-16,86,53.0,,0.53,45.580000000000005
2013-04-17,80,53.0,,0.53,42.400000000000006
2013-04-18,78,53.0,,0.53,41.34
2013-04-19,81,53.0,,0.53,42.93
2013-04-20,30,53.0,,0.53,15.9
2013-04-21,46,53.0,,0.53,24.380000000000003
2013-04-22,89,53.0,,0.53,47.17
2013-04-23,75,53.0,,0.53,39.75
2013-04-24,84,53.0,,0.53,44.52
2013-04-25,88,53.0,,0.53,46.64
2013-04-26,78,53.0,,0.53,41.34
2013-04-27,26,53.0,,0.53,13.780000000000001
2013-04-28,49,53.0,,0.53,25.970000000000002
2013-04-29,90,53.0,,0.53,47.7
2013-04-30,100,53.0,,0.53,53.0
2013-05-01,100,42.0,False,0.42,42.0
2013-05-02,99,42.0,,0.42,41.58
2013-05-03,92,42.0,,0.42,38.64
2013-05-04,26,42.0,,0.42,10.92
2013-05-05,67,42.0,,0.42,28.14
2013-05-06,81,42.0,,0.42,34.019999999999996
2013-05-07,96,42.0,,0.42,40.32
2013-05-08,94,42.0,,0.42,39.48
2013-05-09,93,42.0,,0.42,39.059999999999995
2013-05-10,82,42.0,,0.42,34.44
2013-05-11,38,42.0,,0.42,15.959999999999999
2013-05-12,55,42.0,,0.42,23.099999999999998
2013-05-13,79,42.0,,0.42,33.18
2013-05-14,90,42.0,,0.42,37.8
2013-05-15,82,42.0,,0.42,34.44
2013-05-16,66,42.0,,0.42,27.72
2013-05-17,58,42.0,,0.42,24.36
2013-05-18,28,42.0,,0.42,11.76
2013-05-19,40,42.0,,0.42,16.8
2013-05-20,77,42.0,,0.42,32.339999999999996
2013-05-21,80,42.0,,0.42,33.6
2013-05-22,65,42.0,,0.42,27.3
2013-05-23,80,42.0,,0.42,33.6
2013-05-24,53,42.0,,0.42,22.259999999999998
2013-05-25,15,42.0,,0.42,6.3
2013-05-26,24,42.0,,0.42,10.08
2013-05-27,38,42.0,,0.42,15.959999999999999
2013-05-28,58,42.0,,0.42,24.36
2013-05-29,55,42.0,,0.42,23.099999999999998
2013-05-30,67,42.0,,0.42,28.14
2013-05-31,51,42.0,,0.42,21.419999999999998
2013-06-01,48,15.0,False,0.15,7.199999999999999
2013-06-02,71,15.0,,0.15,10.65
2013-06-03,100,15.0,,0.15,15.0
2013-06-04,81,15.0,,0.15,12.15
2013-06-05,85,15.0,,0.15,12.75
2013-06-06,71,15.0,,0.15,10.65
2013-06-07,39,15.0,,0.15,5.85
2013-06-08,53,15.0,,0.15,7.949999999999999
2013-06-09,39,15.0,,0.15,5.85
2013-06-10,47,15.0,,0.15,7.05
2013-06-11,56,15.0,,0.15,8.4
2013-06-12,37,15.0,,0.15,5.55
2013-06-13,31,15.0,,0.15,4.6499999999999995
2013-06-14,30,15.0,,0.15,4.5
2013-06-15,25,15.0,,0.15,3.75
2013-06-16,37,15.0,,0.15,5.55
2013-06-17,43,15.0,,0.15,6.45
2013-06-18,32,15.0,,0.15,4.8
2013-06-19,45,15.0,,0.15,6.75
2013-06-20,36,15.0,,0.15,5.3999999999999995
2013-06-21,30,15.0,,0.15,4.5
2013-06-22,37,15.0,,0.15,5.55
2013-06-23,18,15.0,,0.15,2.6999999999999997
2013-06-24,26,15.0,,0.15,3.9
2013-06-25,26,15.0,,0.15,3.9
2013-06-26,37,15.0,,0.15,5.55
2013-06-27,17,15.0,,0.15,2.55
2013-06-28,17,15.0,,0.15,2.55
2013-06-29,39,15.0,,0.15,5.85
2013-06-30,27,15.0,,0.15,4.05
2013-07-01,75,11.0,False,0.11,8.25
2013-07-02,64,11.0,,0.11,7.04
2013-07-03,60,11.0,,0.11,6.6
2013-07-04,42,11.0,,0.11,4.62
2013-07-05,53,11.0,,0.11,5.83
2013-07-06,74,11.0,,0.11,8.14
2013-07-07,63,11.0,,0.11,6.93
2013-07-08,53,11.0,,0.11,5.83
2013-07-09,69,11.0,,0.11,7.59
2013-07-10,78,11.0,,0.11,8.58
2013-07-11,65,11.0,,0.11,7.15
2013-07-12,58,11.0,,0.11,6.38
2013-07-13,48,11.0,,0.11,5.28
2013-07-14,54,11.0,,0.11,5.94
2013-07-15,69,11.0,,0.11,7.59
2013-07-16,63,11.0,,0.11,6.93
2013-07-17,100,11.0,,0.11,11.0
2013-07-18,68,11.0,,0.11,7.48
2013-07-19,67,11.0,,0.11,7.37
2013-07-20,34,11.0,,0.11,3.74
2013-07-21,63,11.0,,0.11,6.93
2013-07-22,60,11.0,,0.11,6.6
2013-07-23,97,11.0,,0.11,10.67
2013-07-24,56,11.0,,0.11,6.16
2013-07-25,85,11.0,,0.11,9.35
2013-07-26,41,11.0,,0.11,4.51
2013-07-27,73,11.0,,0.11,8.03
2013-07-28,69,11.0,,0.11,7.59
2013-07-29,94,11.0,,0.11,10.34
2013-07-30,44,11.0,,0.11,4.84
2013-07-31,80,11.0,,0.11,8.8
2013-08-01,32,12.0,False,0.12,3.84
2013-08-02,30,12.0,,0.12,3.5999999999999996
2013-08-03,32,12.0,,0.12,3.84
2013-08-04,25,12.0,,0.12,3.0
2013-08-05,44,12.0,,0.12,5.279999999999999
2013-08-06,34,12.0,,0.12,4.08
2013-08-07,26,12.0,,0.12,3.12
2013-08-08,26,12.0,,0.12,3.12
2013-08-09,33,12.0,,0.12,3.96
2013-08-10,25,12.0,,0.12,3.0
2013-08-11,29,12.0,,0.12,3.48
2013-08-12,40,12.0,,0.12,4.8
2013-08-13,39,12.0,,0.12,4.68
2013-08-14,37,12.0,,0.12,4.4399999999999995
2013-08-15,32,12.0,,0.12,3.84
2013-08-16,18,12.0,,0.12,2.16
2013-08-17,25,12.0,,0.12,3.0
2013-08-18,36,12.0,,0.12,4.32
2013-08-19,43,12.0,,0.12,5.16
2013-08-20,43,12.0,,0.12,5.16
2013-08-21,67,12.0,,0.12,8.04
2013-08-22,58,12.0,,0.12,6.96
2013-08-23,33,12.0,,0.12,3.96
2013-08-24,43,12.0,,0.12,5.16
2013-08-25,66,12.0,,0.12,7.92
2013-08-26,30,12.0,,0.12,3.5999999999999996
2013-08-27,55,12.0,,0.12,6.6
2013-08-28,49,12.0,,0.12,5.88
2013-08-29,100,12.0,,0.12,12.0
2013-08-30,56,12.0,,0.12,6.72
2013-08-31,24,12.0,,0.12,2.88
2013-09-01,28,21.0,False,0.21,5.88
2013-09-02,42,21.0,,0.21,8.82
2013-09-03,59,21.0,,0.21,12.389999999999999
2013-09-04,37,21.0,,0.21,7.77
2013-09-05,51,21.0,,0.21,10.709999999999999
2013-09-06,59,21.0,,0.21,12.389999999999999
2013-09-07,26,21.0,,0.21,5.46
2013-09-08,38,21.0,,0.21,7.9799999999999995
2013-09-09,69,21.0,,0.21,14.49
2013-09-10,65,21.0,,0.21,13.65
2013-09-11,59,21.0,,0.21,12.389999999999999
2013-09-12,71,21.0,,0.21,14.91
2013-09-13,71,21.0,,0.21,14.91
2013-09-14,35,21.0,,0.21,7.35
2013-09-15,48,21.0,,0.21,10.08
2013-09-16,57,21.0,,0.21,11.969999999999999
2013-09-17,77,21.0,,0.21,16.169999999999998
2013-09-18,64,21.0,,0.21,13.44
2013-09-19,76,21.0,,0.21,15.959999999999999
2013-09-20,54,21.0,,0.21,11.34
2013-09-21,36,21.0,,0.21,7.56
2013-09-22,43,21.0,,0.21,9.03
2013-09-23,68,21.0,,0.21,14.28
2013-09-24,84,21.0,,0.21,17.64
2013-09-25,56,21.0,,0.21,11.76
2013-09-26,100,21.0,,0.21,21.0
2013-09-27,76,21.0,,0.21,15.959999999999999
2013-09-28,32,21.0,,0.21,6.72
2013-09-29,61,21.0,,0.21,12.809999999999999
2013-09-30,86,21.0,,0.21,18.06
2013-10-01,98,32.0,False,0.32,31.36
2013-10-02,73,32.0,,0.32,23.36
2013-10-03,75,32.0,,0.32,24.0
2013-10-04,71,32.0,,0.32,22.72
2013-10-05,22,32.0,,0.32,7.04
2013-10-06,49,32.0,,0.32,15.68
2013-10-07,70,32.0,,0.32,22.400000000000002
2013-10-08,76,32.0,,0.32,24.32
2013-10-09,80,32.0,,0.32,25.6
2013-10-10,71,32.0,,0.32,22.72
2013-10-11,54,32.0,,0.32,17.28
2013-10-12,30,32.0,,0.32,9.6
2013-10-13,43,32.0,,0.32,13.76
2013-10-14,70,32.0,,0.32,22.400000000000002
2013-10-15,72,32.0,,0.32,23.04
2013-10-16,95,32.0,,0.32,30.400000000000002
2013-10-17,88,32.0,,0.32,28.16
2013-10-18,60,32.0,,0.32,19.2
2013-10-19,32,32.0,,0.32,10.24
2013-10-20,37,32.0,,0.32,11.84
2013-10-21,80,32.0,,0.32,25.6
2013-10-22,92,32.0,,0.32,29.44
2013-10-23,73,32.0,,0.32,23.36
2013-10-24,82,32.0,,0.32,26.240000000000002
2013-10-25,64,32.0,,0.32,20.48
2013-10-26,28,32.0,,0.32,8.96
2013-10-27,45,32.0,,0.32,14.4
2013-10-28,71,32.0,,0.32,22.72
2013-10-29,100,32.0,,0.32,32.0
2013-10-30,85,32.0,,0.32,27.2
2013-10-31,84,32.0,,0.32,26.88
2013-11-01,67,35.0,False,0.35,23.45
2013-11-02,37,35.0,,0.35,12.95
2013-11-03,45,35.0,,0.35,15.749999999999998
2013-11-04,70,35.0,,0.35,24.5
2013-11-05,72,35.0,,0.35,25.2
2013-11-06,90,35.0,,0.35,31.499999999999996
2013-11-07,89,35.0,,0.35,31.15
2013-11-08,80,35.0,,0.35,28.0
2013-11-09,31,35.0,,0.35,10.85
2013-11-10,35,35.0,,0.35,12.25
2013-11-11,80,35.0,,0.35,28.0
2013-11-12,77,35.0,,0.35,26.95
2013-11-13,85,35.0,,0.35,29.749999999999996
2013-11-14,100,35.0,,0.35,35.0
2013-11-15,94,35.0,,0.35,32.9
2013-11-16,26,35.0,,0.35,9.1
2013-11-17,37,35.0,,0.35,12.95
2013-11-18,91,35.0,,0.35,31.849999999999998
2013-11-19,93,35.0,,0.35,32.55
2013-11-20,97,35.0,,0.35,33.949999999999996
2013-11-21,100,35.0,,0.35,35.0
2013-11-22,89,35.0,,0.35,31.15
2013-11-23,30,35.0,,0.35,10.5
2013-11-24,50,35.0,,0.35,17.5
2013-11-25,72,35.0,,0.35,25.2
2013-11-26,62,35.0,,0.35,21.7
2013-11-27,38,35.0,,0.35,13.299999999999999
2013-11-28,17,35.0,,0.35,5.949999999999999
2013-11-29,20,35.0,,0.35,7.0
2013-11-30,34,35.0,,0.35,11.899999999999999
2013-12-01,25,30.0,False,0.3,7.5
2013-12-02,62,30.0,,0.3,18.599999999999998
2013-12-03,78,30.0,,0.3,23.4
2013-12-04,80,30.0,,0.3,24.0
2013-12-05,81,30.0,,0.3,24.3
2013-12-06,79,30.0,,0.3,23.7
2013-12-07,28,30.0,,0.3,8.4
2013-12-08,53,30.0,,0.3,15.899999999999999
2013-12-09,82,30.0,,0.3,24.599999999999998
2013-12-10,94,30.0,,0.3,28.2
2013-12-11,100,30.0,,0.3,30.0
2013-12-12,93,30.0,,0.3,27.9
2013-12-13,66,30.0,,0.3,19.8
2013-12-14,27,30.0,,0.3,8.1
2013-12-15,34,30.0,,0.3,10.2
2013-12-16,69,30.0,,0.3,20.7
2013-12-17,67,30.0,,0.3,20.099999999999998
2013-12-18,59,30.0,,0.3,17.7
2013-12-19,66,30.0,,0.3,19.8
2013-12-20,41,30.0,,0.3,12.299999999999999
2013-12-21,14,30.0,,0.3,4.2
2013-12-22,13,30.0,,0.3,3.9
2013-12-23,10,30.0,,0.3,3.0
2013-12-24,17,30.0,,0.3,5.1
2013-12-25,12,30.0,,0.3,3.5999999999999996
2013-12-26,13,30.0,,0.3,3.9
2013-12-27,13,30.0,,0.3,3.9
2013-12-28,16,30.0,,0.3,4.8
2013-12-29,11,30.0,,0.3,3.3
2013-12-30,13,30.0,,0.3,3.9
2013-12-31,12,30.0,,0.3,3.5999999999999996
2014-01-01,24,35.0,False,0.35,8.399999999999999
2014-01-02,26,35.0,,0.35,9.1
2014-01-03,26,35.0,,0.35,9.1
2014-01-04,17,35.0,,0.35,5.949999999999999
2014-01-05,27,35.0,,0.35,9.45
2014-01-06,49,35.0,,0.35,17.15
2014-01-07,67,35.0,,0.35,23.45
2014-01-08,77,35.0,,0.35,26.95
2014-01-09,98,35.0,,0.35,34.3
2014-01-10,77,35.0,,0.35,26.95
2014-01-11,28,35.0,,0.35,9.799999999999999
2014-01-12,41,35.0,,0.35,14.35
2014-01-13,91,35.0,,0.35,31.849999999999998
2014-01-14,95,35.0,,0.35,33.25
2014-01-15,92,35.0,,0.35,32.199999999999996
2014-01-16,96,35.0,,0.35,33.599999999999994
2014-01-17,80,35.0,,0.35,28.0
2014-01-18,28,35.0,,0.35,9.799999999999999
2014-01-19,31,35.0,,0.35,10.85
2014-01-20,46,35.0,,0.35,16.099999999999998
2014-01-21,75,35.0,,0.35,26.25
2014-01-22,88,35.0,,0.35,30.799999999999997
2014-01-23,93,35.0,,0.35,32.55
2014-01-24,99,35.0,,0.35,34.65
2014-01-25,35,35.0,,0.35,12.25
2014-01-26,43,35.0,,0.35,15.049999999999999
2014-01-27,78,35.0,,0.35,27.299999999999997
2014-01-28,81,35.0,,0.35,28.349999999999998
2014-01-29,90,35.0,,0.35,31.499999999999996
2014-01-30,100,35.0,,0.35,35.0
2014-01-31,79,35.0,,0.35,27.65
2014-02-01,21,48.0,False,0.48,10.08
2014-02-02,29,48.0,,0.48,13.92
2014-02-03,61,48.0,,0.48,29.279999999999998
2014-02-04,65,48.0,,0.48,31.2
2014-02-05,67,48.0,,0.48,32.16
2014-02-06,82,48.0,,0.48,39.36
2014-02-07,64,48.0,,0.48,30.72
2014-02-08,20,48.0,,0.48,9.6
2014-02-09,33,48.0,,0.48,15.84
2014-02-10,62,48.0,,0.48,29.759999999999998
2014-02-11,62,48.0,,0.48,29.759999999999998
2014-02-12,78,48.0,,0.48,37.44
2014-02-13,64,48.0,,0.48,30.72
2014-02-14,55,48.0,,0.48,26.4
2014-02-15,14,48.0,,0.48,6.72
2014-02-16,27,48.0,,0.48,12.959999999999999
2014-02-17,48,48.0,,0.48,23.04
2014-02-18,73,48.0,,0.48,35.04
2014-02-19,83,48.0,,0.48,39.839999999999996
2014-02-20,74,48.0,,0.48,35.519999999999996
2014-02-21,71,48.0,,0.48,34.08
2014-02-22,24,48.0,,0.48,11.52
2014-02-23,39,48.0,,0.48,18.72
2014-02-24,86,48.0,,0.48,41.28
2014-02-25,87,48.0,,0.48,41.76
2014-02-26,72,48.0,,0.48,34.56
2014-02-27,100,48.0,,0.48,48.0
2014-02-28,73,48.0,,0.48,35.04
2014-03-01,36,53.0,False,0.53,19.080000000000002
2014-03-02,31,53.0,,0.53,16.43
2014-03-03,67,53.0,,0.53,35.510000000000005
2014-03-04,78,53.0,,0.53,41.34
2014-03-05,85,53.0,,0.53,45.050000000000004
2014-03-06,72,53.0,,0.53,38.160000000000004
2014-03-07,75,53.0,,0.53,39.75
2014-03-08,27,53.0,,0.53,14.31
2014-03-09,34,53.0,,0.53,18.02
2014-03-10,72,53.0,,0.53,38.160000000000004
2014-03-11,77,53.0,,0.53,40.81
2014-03-12,100,53.0,,0.53,53.0
2014-03-13,85,53.0,,0.53,45.050000000000004
2014-03-14,65,53.0,,0.53,34.45
2014-03-15,21,53.0,,0.53,11.13
2014-03-16,40,53.0,,0.53,21.200000000000003
2014-03-17,81,53.0,,0.53,42.93
2014-03-18,74,53.0,,0.53,39.22
2014-03-19,81,53.0,,0.53,42.93
2014-03-20,66,53.0,,0.53,34.980000000000004
2014-03-21,59,53.0,,0.53,31.270000000000003
2014-03-22,35,53.0,,0.53,18.55
2014-03-23,50,53.0,,0.53,26.5
2014-03-24,79,53.0,,0.53,41.870000000000005
2014-03-25,69,53.0,,0.53,36.57
2014-03-26,78,53.0,,0.53,41.34
2014-03-27,83,53.0,,0.53,43.99
2014-03-28,54,53.0,,0.53,28.62
2014-03-29,26,53.0,,0.53,13.780000000000001
2014-03-30,44,53.0,,0.53,23.32
2014-03-31,73,53.0,,0.53,38.690000000000005
2014-04-01,94,53.0,False,0.53,49.82
