date,fort worth_unscaled,fort worth_monthly,isPartial,scale,fort worth
2008-07-18,77,77,False,0.77,59.29
2008-07-19,73,73,False,0.73,53.29
2008-07-20,64,64,False,0.64,40.96
2008-07-21,88,88,False,0.88,77.44
2008-07-22,76,76,False,0.76,57.76
2008-07-23,67,67,False,0.67,44.89
2008-07-24,90,90,False,0.9,81.0
2008-07-25,77,77,False,0.77,59.29
2008-07-26,86,86,False,0.86,73.96
2008-07-27,73,73,False,0.73,53.29
2008-07-28,89,89,False,0.89,79.21000000000001
2008-07-29,89,89,False,0.89,79.21000000000001
2008-07-30,80,80,False,0.8,64.0
2008-07-31,71,71,False,0.71,50.41
2008-08-01,79,79,False,0.79,62.410000000000004
2008-08-02,73,73,False,0.73,53.29
2008-08-03,67,67,False,0.67,44.89
2008-08-04,99,99,False,0.99,98.01
2008-08-05,93,93,False,0.93,86.49000000000001
2008-08-06,86,86,False,0.86,73.96
2008-08-07,68,68,False,0.68,46.24
2008-08-08,75,75,False,0.75,56.25
2008-08-09,77,77,False,0.77,59.29
2008-08-10,60,60,False,0.6,36.0
2008-08-11,100,100,False,1.0,100.0
2008-08-12,83,83,False,0.83,68.89
2008-08-13,87,87,False,0.87,75.69
2008-08-14,80,80,False,0.8,64.0
2008-08-15,85,85,False,0.85,72.25
2008-08-16,75,75,False,0.75,56.25
2008-08-17,54,54,False,0.54,29.160000000000004
2008-08-18,87,87,False,0.87,75.69
2008-08-19,75,75,False,0.75,56.25
2008-08-20,80,80,False,0.8,64.0
2008-08-21,84,84,False,0.84,70.56
2008-08-22,80,80,False,0.8,64.0
2008-08-23,72,72,False,0.72,51.839999999999996
2008-08-24,70,70,False,0.7,49.0
2008-08-25,75,75,False,0.75,56.25
2008-08-26,86,86,False,0.86,73.96
2008-08-27,77,77,False,0.77,59.29
2008-08-28,84,84,False,0.84,70.56
2008-08-29,72,72,False,0.72,51.839999999999996
2008-08-30,71,71,False,0.71,50.41
2008-08-31,72,72,False,0.72,51.839999999999996
2008-09-01,75,75,False,0.75,56.25
2008-09-02,92,92,False,0.92,84.64
2008-09-03,75,75,False,0.75,56.25
2008-09-04,79,79,False,0.79,62.410000000000004
2008-09-05,85,85,False,0.85,72.25
2008-09-06,65,65,False,0.65,42.25
2008-09-07,62,62,False,0.62,38.44
2008-09-08,74,74,False,0.74,54.76
2008-09-09,74,74,False,0.74,54.76
2008-09-10,84,84,False,0.84,70.56
2008-09-11,88,88,False,0.88,77.44
2008-09-12,91,91,False,0.91,82.81
2008-09-13,72,72,False,0.72,51.839999999999996
2008-09-14,71,71,False,0.71,50.41
2008-09-15,80,80,False,0.8,64.0
2008-09-16,83,83,False,0.83,68.89
2008-09-17,74,74,False,0.74,54.76
2008-09-18,90,90,False,0.9,81.0
2008-09-19,77,77,False,0.77,59.29
2008-09-20,100,100,False,1.0,100.0
2008-09-21,68,68,False,0.68,46.24
2008-09-22,82,82,False,0.82,67.24
2008-09-23,84,84,False,0.84,70.56
2008-09-24,83,83,False,0.83,68.89
2008-09-25,81,81,False,0.81,65.61
2008-09-26,69,69,False,0.69,47.61
2008-09-27,86,86,False,0.86,73.96
2008-09-28,54,54,False,0.54,29.160000000000004
2008-09-29,82,82,False,0.82,67.24
2008-09-30,91,91,False,0.91,82.81
2008-10-01,84,84,False,0.84,70.56
2008-10-02,84,84,False,0.84,70.56
2008-10-03,78,78,False,0.78,60.84
2008-10-04,85,85,False,0.85,72.25
2008-10-05,64,64,False,0.64,40.96
2008-10-06,69,69,False,0.69,47.61
2008-10-07,73,73,False,0.73,53.29
2008-10-08,77,77,False,0.77,59.29
2008-10-09,80,80,False,0.8,64.0
2008-10-10,85,85,False,0.85,72.25
2008-10-11,69,69,False,0.69,47.61
2008-10-12,63,63,False,0.63,39.69
2008-10-13,87,87,False,0.87,75.69
2008-10-14,87,87,False,0.87,75.69
2008-10-15,75,75,False,0.75,56.25
2008-10-16,87,87,False,0.87,75.69
2008-10-17,84,84,False,0.84,70.56
2008-10-18,66,66,False,0.66,43.56
2008-10-19,66,66,False,0.66,43.56
2008-10-20,95,95,False,0.95,90.25
2008-10-21,85,85,False,0.85,72.25
2008-10-22,94,94,False,0.94,88.36
2008-10-23,72,72,False,0.72,51.839999999999996
2008-10-24,84,84,False,0.84,70.56
2008-10-25,100,100,False,1.0,100.0
2008-10-26,65,65,False,0.65,42.25
2008-10-27,83,83,False,0.83,68.89
2008-10-28,75,75,False,0.75,56.25
2008-10-29,82,82,False,0.82,67.24
2008-10-30,76,76,False,0.76,57.76
2008-10-31,73,73,False,0.73,53.29
2008-11-01,70,70,False,0.7,49.0
2008-11-02,71,71,False,0.71,50.41
2008-11-03,85,85,False,0.85,72.25
2008-11-04,81,81,False,0.81,65.61
2008-11-05,83,83,False,0.83,68.89
2008-11-06,83,83,False,0.83,68.89
2008-11-07,79,79,False,0.79,62.410000000000004
2008-11-08,76,76,False,0.76,57.76
2008-11-09,63,63,False,0.63,39.69
2008-11-10,87,87,False,0.87,75.69
2008-11-11,100,100,False,1.0,100.0
2008-11-12,85,85,False,0.85,72.25
2008-11-13,69,69,False,0.69,47.61
2008-11-14,78,78,False,0.78,60.84
2008-11-15,82,82,False,0.82,67.24
2008-11-16,68,68,False,0.68,46.24
2008-11-17,79,79,False,0.79,62.410000000000004
2008-11-18,68,68,False,0.68,46.24
2008-11-19,73,73,False,0.73,53.29
2008-11-20,76,76,False,0.76,57.76
2008-11-21,88,88,False,0.88,77.44
2008-11-22,75,75,False,0.75,56.25
2008-11-23,63,63,False,0.63,39.69
2008-11-24,87,87,False,0.87,75.69
2008-11-25,89,89,False,0.89,79.21000000000001
2008-11-26,87,87,False,0.87,75.69
2008-11-27,51,51,False,0.51,26.01
2008-11-28,77,77,False,0.77,59.29
2008-11-29,69,69,False,0.69,47.61
2008-11-30,53,53,False,0.53,28.09
2008-12-01,69,69,False,0.69,47.61
2008-12-02,76,76,False,0.76,57.76
2008-12-03,73,73,False,0.73,53.29
2008-12-04,75,75,False,0.75,56.25
2008-12-05,74,74,False,0.74,54.76
2008-12-06,61,61,False,0.61,37.21
2008-12-07,57,57,False,0.57,32.489999999999995
2008-12-08,83,83,False,0.83,68.89
2008-12-09,81,81,False,0.81,65.61
2008-12-10,66,66,False,0.66,43.56
2008-12-11,81,81,False,0.81,65.61
2008-12-12,86,86,False,0.86,73.96
2008-12-13,72,72,False,0.72,51.839999999999996
2008-12-14,64,64,False,0.64,40.96
2008-12-15,80,80,False,0.8,64.0
2008-12-16,77,77,False,0.77,59.29
2008-12-17,70,70,False,0.7,49.0
2008-12-18,73,73,False,0.73,53.29
2008-12-19,72,72,False,0.72,51.839999999999996
2008-12-20,74,74,False,0.74,54.76
2008-12-21,66,66,False,0.66,43.56
2008-12-22,77,77,False,0.77,59.29
2008-12-23,86,86,False,0.86,73.96
2008-12-24,88,88,False,0.88,77.44
2008-12-25,61,61,False,0.61,37.21
2008-12-26,72,72,False,0.72,51.839999999999996
2008-12-27,78,78,False,0.78,60.84
2008-12-28,59,59,False,0.59,34.809999999999995
2008-12-29,89,89,False,0.89,79.21000000000001
2008-12-30,100,100,False,1.0,100.0
2008-12-31,87,87,False,0.87,75.69
2009-01-01,59,59,False,0.59,34.809999999999995
2009-01-02,88,88,False,0.88,77.44
2009-01-03,64,64,False,0.64,40.96
2009-01-04,65,65,False,0.65,42.25
2009-01-05,78,78,False,0.78,60.84
2009-01-06,75,75,False,0.75,56.25
2009-01-07,72,72,False,0.72,51.839999999999996
2009-01-08,66,66,False,0.66,43.56
2009-01-09,82,82,False,0.82,67.24
2009-01-10,55,55,False,0.55,30.250000000000004
2009-01-11,59,59,False,0.59,34.809999999999995
2009-01-12,64,64,False,0.64,40.96
2009-01-13,76,76,False,0.76,57.76
2009-01-14,72,72,False,0.72,51.839999999999996
2009-01-15,77,77,False,0.77,59.29
2009-01-16,75,75,False,0.75,56.25
2009-01-17,89,89,False,0.89,79.21000000000001
2009-01-18,70,70,False,0.7,49.0
2009-01-19,79,79,False,0.79,62.410000000000004
2009-01-20,71,71,False,0.71,50.41
2009-01-21,72,72,False,0.72,51.839999999999996
2009-01-22,77,77,False,0.77,59.29
2009-01-23,79,79,False,0.79,62.410000000000004
2009-01-24,68,68,False,0.68,46.24
2009-01-25,62,62,False,0.62,38.44
2009-01-26,76,76,False,0.76,57.76
2009-01-27,100,100,False,1.0,100.0
2009-01-28,89,89,False,0.89,79.21000000000001
2009-01-29,65,65,False,0.65,42.25
2009-01-30,74,74,False,0.74,54.76
2009-01-31,71,71,False,0.71,50.41
2009-02-01,65,65,False,0.65,42.25
2009-02-02,88,88,False,0.88,77.44
2009-02-03,81,81,False,0.81,65.61
2009-02-04,79,79,False,0.79,62.410000000000004
2009-02-05,97,97,False,0.97,94.09
2009-02-06,88,88,False,0.88,77.44
2009-02-07,90,90,False,0.9,81.0
2009-02-08,67,67,False,0.67,44.89
2009-02-09,85,85,False,0.85,72.25
2009-02-10,90,90,False,0.9,81.0
2009-02-11,87,87,False,0.87,75.69
2009-02-12,79,79,False,0.79,62.410000000000004
2009-02-13,84,84,False,0.84,70.56
2009-02-14,66,66,False,0.66,43.56
2009-02-15,82,82,False,0.82,67.24
2009-02-16,79,79,False,0.79,62.410000000000004
2009-02-17,93,93,False,0.93,86.49000000000001
2009-02-18,82,82,False,0.82,67.24
2009-02-19,91,91,False,0.91,82.81
2009-02-20,70,70,False,0.7,49.0
2009-02-21,59,59,False,0.59,34.809999999999995
2009-02-22,64,64,False,0.64,40.96
2009-02-23,100,100,False,1.0,100.0
2009-02-24,87,87,False,0.87,75.69
2009-02-25,88,88,False,0.88,77.44
2009-02-26,72,72,False,0.72,51.839999999999996
2009-02-27,94,94,False,0.94,88.36
2009-02-28,81,81,False,0.81,65.61
2009-03-01,74,74,False,0.74,54.76
2009-03-02,92,92,False,0.92,84.64
2009-03-03,86,86,False,0.86,73.96
2009-03-04,86,86,False,0.86,73.96
2009-03-05,91,91,False,0.91,82.81
2009-03-06,94,94,False,0.94,88.36
2009-03-07,73,73,False,0.73,53.29
2009-03-08,84,84,False,0.84,70.56
2009-03-09,90,90,False,0.9,81.0
2009-03-10,100,100,False,1.0,100.0
2009-03-11,81,81,False,0.81,65.61
2009-03-12,90,90,False,0.9,81.0
2009-03-13,93,93,False,0.93,86.49000000000001
2009-03-14,86,86,False,0.86,73.96
2009-03-15,78,78,False,0.78,60.84
2009-03-16,89,89,False,0.89,79.21000000000001
2009-03-17,87,87,False,0.87,75.69
2009-03-18,89,89,False,0.89,79.21000000000001
2009-03-19,82,82,False,0.82,67.24
2009-03-20,81,81,False,0.81,65.61
2009-03-21,80,80,False,0.8,64.0
2009-03-22,74,74,False,0.74,54.76
2009-03-23,98,98,False,0.98,96.03999999999999
2009-03-24,93,93,False,0.93,86.49000000000001
2009-03-25,96,96,False,0.96,92.16
2009-03-26,72,72,False,0.72,51.839999999999996
2009-03-27,95,95,False,0.95,90.25
2009-03-28,83,83,False,0.83,68.89
2009-03-29,63,63,False,0.63,39.69
2009-03-30,81,81,False,0.81,65.61
2009-03-31,93,93,False,0.93,86.49000000000001
2009-04-01,53,53,False,0.53,28.09
2009-04-02,52,52,False,0.52,27.04
2009-04-03,52,52,False,0.52,27.04
2009-04-04,43,43,False,0.43,18.49
2009-04-05,36,36,False,0.36,12.959999999999999
2009-04-06,47,47,False,0.47,22.09
2009-04-07,56,56,False,0.56,31.360000000000003
2009-04-08,55,55,False,0.55,30.250000000000004
2009-04-09,55,55,False,0.55,30.250000000000004
2009-04-10,61,61,False,0.61,37.21
2009-04-11,53,53,False,0.53,28.09
2009-04-12,40,40,False,0.4,16.0
2009-04-13,56,56,False,0.56,31.360000000000003
2009-04-14,52,52,False,0.52,27.04
2009-04-15,60,60,False,0.6,36.0
2009-04-16,57,57,False,0.57,32.489999999999995
2009-04-17,63,63,False,0.63,39.69
2009-04-18,61,61,False,0.61,37.21
2009-04-19,39,39,False,0.39,15.21
2009-04-20,51,51,False,0.51,26.01
2009-04-21,56,56,False,0.56,31.360000000000003
2009-04-22,54,54,False,0.54,29.160000000000004
2009-04-23,53,53,False,0.53,28.09
2009-04-24,63,63,False,0.63,39.69
2009-04-25,42,42,False,0.42,17.64
2009-04-26,51,51,False,0.51,26.01
2009-04-27,56,56,False,0.56,31.360000000000003
2009-04-28,51,51,False,0.51,26.01
2009-04-29,51,51,False,0.51,26.01
2009-04-30,100,100,False,1.0,100.0
2009-05-01,97,97,False,0.97,94.09
2009-05-02,78,78,False,0.78,60.84
2009-05-03,59,59,False,0.59,34.809999999999995
2009-05-04,86,86,False,0.86,73.96
2009-05-05,88,88,False,0.88,77.44
2009-05-06,70,70,False,0.7,49.0
2009-05-07,85,85,False,0.85,72.25
2009-05-08,90,90,False,0.9,81.0
2009-05-09,76,76,False,0.76,57.76
2009-05-10,86,86,False,0.86,73.96
2009-05-11,87,87,False,0.87,75.69
2009-05-12,81,81,False,0.81,65.61
2009-05-13,87,87,False,0.87,75.69
2009-05-14,95,95,False,0.95,90.25
2009-05-15,100,100,False,1.0,100.0
2009-05-16,83,83,False,0.83,68.89
2009-05-17,65,65,False,0.65,42.25
2009-05-18,91,91,False,0.91,82.81
2009-05-19,83,83,False,0.83,68.89
2009-05-20,95,95,False,0.95,90.25
2009-05-21,82,82,False,0.82,67.24
2009-05-22,96,96,False,0.96,92.16
2009-05-23,76,76,False,0.76,57.76
2009-05-24,87,87,False,0.87,75.69
2009-05-25,75,75,False,0.75,56.25
2009-05-26,91,91,False,0.91,82.81
2009-05-27,100,100,False,1.0,100.0
2009-05-28,98,98,False,0.98,96.03999999999999
2009-05-29,100,100,False,1.0,100.0
2009-05-30,76,76,False,0.76,57.76
2009-05-31,76,76,False,0.76,57.76
2009-06-01,83,83,False,0.83,68.89
2009-06-02,76,76,False,0.76,57.76
2009-06-03,98,98,False,0.98,96.03999999999999
2009-06-04,79,79,False,0.79,62.410000000000004
2009-06-05,88,88,False,0.88,77.44
2009-06-06,87,87,False,0.87,75.69
2009-06-07,72,72,False,0.72,51.839999999999996
2009-06-08,92,92,False,0.92,84.64
2009-06-09,82,82,False,0.82,67.24
2009-06-10,95,95,False,0.95,90.25
2009-06-11,83,83,False,0.83,68.89
2009-06-12,90,90,False,0.9,81.0
2009-06-13,79,79,False,0.79,62.410000000000004
2009-06-14,75,75,False,0.75,56.25
2009-06-15,90,90,False,0.9,81.0
2009-06-16,86,86,False,0.86,73.96
2009-06-17,80,80,False,0.8,64.0
2009-06-18,79,79,False,0.79,62.410000000000004
2009-06-19,94,94,False,0.94,88.36
2009-06-20,65,65,False,0.65,42.25
2009-06-21,83,83,False,0.83,68.89
2009-06-22,94,94,False,0.94,88.36
2009-06-23,100,100,False,1.0,100.0
2009-06-24,77,77,False,0.77,59.29
2009-06-25,81,81,False,0.81,65.61
2009-06-26,86,86,False,0.86,73.96
2009-06-27,96,96,False,0.96,92.16
2009-06-28,78,78,False,0.78,60.84
2009-06-29,91,91,False,0.91,82.81
2009-06-30,77,77,False,0.77,59.29
2009-07-01,90,90,False,0.9,81.0
2009-07-02,80,80,False,0.8,64.0
2009-07-03,61,61,False,0.61,37.21
2009-07-04,81,81,False,0.81,65.61
2009-07-05,95,95,False,0.95,90.25
2009-07-06,82,82,False,0.82,67.24
2009-07-07,87,87,False,0.87,75.69
2009-07-08,100,100,False,1.0,100.0
2009-07-09,91,91,False,0.91,82.81
2009-07-10,89,89,False,0.89,79.21000000000001
2009-07-11,80,80,False,0.8,64.0
2009-07-12,80,80,False,0.8,64.0
2009-07-13,95,95,False,0.95,90.25
2009-07-14,91,91,False,0.91,82.81
2009-07-15,74,74,False,0.74,54.76
2009-07-16,81,81,False,0.81,65.61
2009-07-17,85,85,False,0.85,72.25
2009-07-18,78,78,False,0.78,60.84
2009-07-19,88,88,False,0.88,77.44
2009-07-20,80,80,False,0.8,64.0
2009-07-21,93,93,False,0.93,86.49000000000001
2009-07-22,96,96,False,0.96,92.16
2009-07-23,85,85,False,0.85,72.25
2009-07-24,82,82,False,0.82,67.24
2009-07-25,73,73,False,0.73,53.29
2009-07-26,72,72,False,0.72,51.839999999999996
2009-07-27,89,89,False,0.89,79.21000000000001
2009-07-28,90,90,False,0.9,81.0
2009-07-29,97,97,False,0.97,94.09
2009-07-30,96,96,False,0.96,92.16
2009-07-31,91,91,False,0.91,82.81
2009-08-01,71,71,False,0.71,50.41
2009-08-02,69,69,False,0.69,47.61
2009-08-03,83,83,False,0.83,68.89
2009-08-04,91,91,False,0.91,82.81
2009-08-05,81,81,False,0.81,65.61
2009-08-06,95,95,False,0.95,90.25
2009-08-07,90,90,False,0.9,81.0
2009-08-08,82,82,False,0.82,67.24
2009-08-09,60,60,False,0.6,36.0
2009-08-10,85,85,False,0.85,72.25
2009-08-11,87,87,False,0.87,75.69
2009-08-12,100,100,False,1.0,100.0
2009-08-13,89,89,False,0.89,79.21000000000001
2009-08-14,97,97,False,0.97,94.09
2009-08-15,87,87,False,0.87,75.69
2009-08-16,68,68,False,0.68,46.24
2009-08-17,91,91,False,0.91,82.81
2009-08-18,88,88,False,0.88,77.44
2009-08-19,69,69,False,0.69,47.61
2009-08-20,95,95,False,0.95,90.25
2009-08-21,77,77,False,0.77,59.29
2009-08-22,69,69,False,0.69,47.61
2009-08-23,60,60,False,0.6,36.0
2009-08-24,93,93,False,0.93,86.49000000000001
2009-08-25,87,87,False,0.87,75.69
2009-08-26,92,92,False,0.92,84.64
2009-08-27,79,79,False,0.79,62.410000000000004
2009-08-28,89,89,False,0.89,79.21000000000001
2009-08-29,65,65,False,0.65,42.25
2009-08-30,56,56,False,0.56,31.360000000000003
2009-08-31,96,96,False,0.96,92.16
2009-09-01,82,82,False,0.82,67.24
2009-09-02,74,74,False,0.74,54.76
2009-09-03,99,99,False,0.99,98.01
2009-09-04,100,100,False,1.0,100.0
2009-09-05,72,72,False,0.72,51.839999999999996
2009-09-06,74,74,False,0.74,54.76
2009-09-07,70,70,False,0.7,49.0
2009-09-08,71,71,False,0.71,50.41
2009-09-09,65,65,False,0.65,42.25
2009-09-10,90,90,False,0.9,81.0
2009-09-11,87,87,False,0.87,75.69
2009-09-12,76,76,False,0.76,57.76
2009-09-13,55,55,False,0.55,30.250000000000004
2009-09-14,76,76,False,0.76,57.76
2009-09-15,92,92,False,0.92,84.64
2009-09-16,78,78,False,0.78,60.84
2009-09-17,84,84,False,0.84,70.56
2009-09-18,85,85,False,0.85,72.25
2009-09-19,62,62,False,0.62,38.44
2009-09-20,58,58,False,0.58,33.64
2009-09-21,78,78,False,0.78,60.84
2009-09-22,85,85,False,0.85,72.25
2009-09-23,78,78,False,0.78,60.84
2009-09-24,87,87,False,0.87,75.69
2009-09-25,76,76,False,0.76,57.76
2009-09-26,75,75,False,0.75,56.25
2009-09-27,77,77,False,0.77,59.29
2009-09-28,81,81,False,0.81,65.61
2009-09-29,78,78,False,0.78,60.84
2009-09-30,74,74,False,0.74,54.76
2009-10-01,80,80,False,0.8,64.0
2009-10-02,88,88,False,0.88,77.44
2009-10-03,73,73,False,0.73,53.29
2009-10-04,72,72,False,0.72,51.839999999999996
2009-10-05,100,100,False,1.0,100.0
2009-10-06,84,84,False,0.84,70.56
2009-10-07,80,80,False,0.8,64.0
2009-10-08,81,81,False,0.81,65.61
2009-10-09,77,77,False,0.77,59.29
2009-10-10,85,85,False,0.85,72.25
2009-10-11,49,49,False,0.49,24.009999999999998
2009-10-12,86,86,False,0.86,73.96
2009-10-13,83,83,False,0.83,68.89
2009-10-14,77,77,False,0.77,59.29
2009-10-15,81,81,False,0.81,65.61
2009-10-16,82,82,False,0.82,67.24
2009-10-17,77,77,False,0.77,59.29
2009-10-18,58,58,False,0.58,33.64
2009-10-19,89,89,False,0.89,79.21000000000001
2009-10-20,77,77,False,0.77,59.29
2009-10-21,83,83,False,0.83,68.89
2009-10-22,80,80,False,0.8,64.0
2009-10-23,94,94,False,0.94,88.36
2009-10-24,71,71,False,0.71,50.41
2009-10-25,60,60,False,0.6,36.0
2009-10-26,91,91,False,0.91,82.81
2009-10-27,70,70,False,0.7,49.0
2009-10-28,88,88,False,0.88,77.44
2009-10-29,84,84,False,0.84,70.56
2009-10-30,73,73,False,0.73,53.29
2009-10-31,85,85,False,0.85,72.25
2009-11-01,70,70,False,0.7,49.0
2009-11-02,86,86,False,0.86,73.96
2009-11-03,100,100,False,1.0,100.0
2009-11-04,82,82,False,0.82,67.24
2009-11-05,82,82,False,0.82,67.24
2009-11-06,93,93,False,0.93,86.49000000000001
2009-11-07,80,80,False,0.8,64.0
2009-11-08,67,67,False,0.67,44.89
2009-11-09,88,88,False,0.88,77.44
2009-11-10,91,91,False,0.91,82.81
2009-11-11,90,90,False,0.9,81.0
2009-11-12,77,77,False,0.77,59.29
2009-11-13,90,90,False,0.9,81.0
2009-11-14,76,76,False,0.76,57.76
2009-11-15,70,70,False,0.7,49.0
2009-11-16,77,77,False,0.77,59.29
2009-11-17,89,89,False,0.89,79.21000000000001
2009-11-18,80,80,False,0.8,64.0
2009-11-19,74,74,False,0.74,54.76
2009-11-20,89,89,False,0.89,79.21000000000001
2009-11-21,76,76,False,0.76,57.76
2009-11-22,65,65,False,0.65,42.25
2009-11-23,86,86,False,0.86,73.96
2009-11-24,85,85,False,0.85,72.25
2009-11-25,62,62,False,0.62,38.44
2009-11-26,57,57,False,0.57,32.489999999999995
2009-11-27,59,59,False,0.59,34.809999999999995
2009-11-28,80,80,False,0.8,64.0
2009-11-29,63,63,False,0.63,39.69
2009-11-30,85,85,False,0.85,72.25
2009-12-01,74,74,False,0.74,54.76
2009-12-02,75,75,False,0.75,56.25
2009-12-03,76,76,False,0.76,57.76
2009-12-04,81,81,False,0.81,65.61
2009-12-05,79,79,False,0.79,62.410000000000004
2009-12-06,61,61,False,0.61,37.21
2009-12-07,84,84,False,0.84,70.56
2009-12-08,82,82,False,0.82,67.24
2009-12-09,84,84,False,0.84,70.56
2009-12-10,69,69,False,0.69,47.61
2009-12-11,77,77,False,0.77,59.29
2009-12-12,64,64,False,0.64,40.96
2009-12-13,56,56,False,0.56,31.360000000000003
2009-12-14,84,84,False,0.84,70.56
2009-12-15,83,83,False,0.83,68.89
2009-12-16,85,85,False,0.85,72.25
2009-12-17,69,69,False,0.69,47.61
2009-12-18,80,80,False,0.8,64.0
2009-12-19,62,62,False,0.62,38.44
2009-12-20,53,53,False,0.53,28.09
2009-12-21,86,86,False,0.86,73.96
2009-12-22,90,90,False,0.9,81.0
2009-12-23,89,89,False,0.89,79.21000000000001
2009-12-24,69,69,False,0.69,47.61
2009-12-25,81,81,False,0.81,65.61
2009-12-26,61,61,False,0.61,37.21
2009-12-27,70,70,False,0.7,49.0
2009-12-28,83,83,False,0.83,68.89
2009-12-29,96,96,False,0.96,92.16
2009-12-30,85,85,False,0.85,72.25
2009-12-31,100,100,False,1.0,100.0
2010-01-01,78,78,False,0.78,60.84
2010-01-02,81,81,False,0.81,65.61
2010-01-03,59,59,False,0.59,34.809999999999995
2010-01-04,88,88,False,0.88,77.44
2010-01-05,92,92,False,0.92,84.64
2010-01-06,98,98,False,0.98,96.03999999999999
2010-01-07,84,84,False,0.84,70.56
2010-01-08,77,77,False,0.77,59.29
2010-01-09,45,45,False,0.45,20.25
2010-01-10,49,49,False,0.49,24.009999999999998
2010-01-11,80,80,False,0.8,64.0
2010-01-12,78,78,False,0.78,60.84
2010-01-13,82,82,False,0.82,67.24
2010-01-14,83,83,False,0.83,68.89
2010-01-15,88,88,False,0.88,77.44
2010-01-16,69,69,False,0.69,47.61
2010-01-17,62,62,False,0.62,38.44
2010-01-18,87,87,False,0.87,75.69
2010-01-19,85,85,False,0.85,72.25
2010-01-20,68,68,False,0.68,46.24
2010-01-21,82,82,False,0.82,67.24
2010-01-22,100,100,False,1.0,100.0
2010-01-23,73,73,False,0.73,53.29
2010-01-24,69,69,False,0.69,47.61
2010-01-25,90,90,False,0.9,81.0
2010-01-26,69,69,False,0.69,47.61
2010-01-27,75,75,False,0.75,56.25
2010-01-28,80,80,False,0.8,64.0
2010-01-29,85,85,False,0.85,72.25
2010-01-30,69,69,False,0.69,47.61
2010-01-31,64,64,False,0.64,40.96
2010-02-01,73,73,False,0.73,53.29
2010-02-02,85,85,False,0.85,72.25
2010-02-03,75,75,False,0.75,56.25
2010-02-04,72,72,False,0.72,51.839999999999996
2010-02-05,81,81,False,0.81,65.61
2010-02-06,73,73,False,0.73,53.29
2010-02-07,53,53,False,0.53,28.09
2010-02-08,78,78,False,0.78,60.84
2010-02-09,84,84,False,0.84,70.56
2010-02-10,89,89,False,0.89,79.21000000000001
2010-02-11,100,100,False,1.0,100.0
2010-02-12,79,79,False,0.79,62.410000000000004
2010-02-13,79,79,False,0.79,62.410000000000004
2010-02-14,59,59,False,0.59,34.809999999999995
2010-02-15,75,75,False,0.75,56.25
2010-02-16,69,69,False,0.69,47.61
2010-02-17,80,80,False,0.8,64.0
2010-02-18,65,65,False,0.65,42.25
2010-02-19,76,76,False,0.76,57.76
2010-02-20,69,69,False,0.69,47.61
2010-02-21,78,78,False,0.78,60.84
2010-02-22,81,81,False,0.81,65.61
2010-02-23,83,83,False,0.83,68.89
2010-02-24,82,82,False,0.82,67.24
2010-02-25,74,74,False,0.74,54.76
2010-02-26,73,73,False,0.73,53.29
2010-02-27,68,68,False,0.68,46.24
2010-02-28,52,52,False,0.52,27.04
2010-03-01,71,71,False,0.71,50.41
2010-03-02,84,84,False,0.84,70.56
2010-03-03,80,80,False,0.8,64.0
2010-03-04,90,90,False,0.9,81.0
2010-03-05,83,83,False,0.83,68.89
2010-03-06,71,71,False,0.71,50.41
2010-03-07,69,69,False,0.69,47.61
2010-03-08,75,75,False,0.75,56.25
2010-03-09,91,91,False,0.91,82.81
2010-03-10,72,72,False,0.72,51.839999999999996
2010-03-11,94,94,False,0.94,88.36
2010-03-12,92,92,False,0.92,84.64
2010-03-13,78,78,False,0.78,60.84
2010-03-14,57,57,False,0.57,32.489999999999995
2010-03-15,83,83,False,0.83,68.89
2010-03-16,79,79,False,0.79,62.410000000000004
2010-03-17,85,85,False,0.85,72.25
2010-03-18,89,89,False,0.89,79.21000000000001
2010-03-19,72,72,False,0.72,51.839999999999996
2010-03-20,76,76,False,0.76,57.76
2010-03-21,59,59,False,0.59,34.809999999999995
2010-03-22,69,69,False,0.69,47.61
2010-03-23,77,77,False,0.77,59.29
2010-03-24,77,77,False,0.77,59.29
2010-03-25,76,76,False,0.76,57.76
2010-03-26,81,81,False,0.81,65.61
2010-03-27,79,79,False,0.79,62.410000000000004
2010-03-28,55,55,False,0.55,30.250000000000004
2010-03-29,84,84,False,0.84,70.56
2010-03-30,91,91,False,0.91,82.81
2010-03-31,100,100,False,1.0,100.0
2010-04-01,85,85,False,0.85,72.25
2010-04-02,92,92,False,0.92,84.64
2010-04-03,61,61,False,0.61,37.21
2010-04-04,59,59,False,0.59,34.809999999999995
2010-04-05,82,82,False,0.82,67.24
2010-04-06,81,81,False,0.81,65.61
2010-04-07,88,88,False,0.88,77.44
2010-04-08,94,94,False,0.94,88.36
2010-04-09,100,100,False,1.0,100.0
2010-04-10,76,76,False,0.76,57.76
2010-04-11,58,58,False,0.58,33.64
2010-04-12,91,91,False,0.91,82.81
2010-04-13,88,88,False,0.88,77.44
2010-04-14,94,94,False,0.94,88.36
2010-04-15,94,94,False,0.94,88.36
2010-04-16,82,82,False,0.82,67.24
2010-04-17,89,89,False,0.89,79.21000000000001
2010-04-18,71,71,False,0.71,50.41
2010-04-19,85,85,False,0.85,72.25
2010-04-20,80,80,False,0.8,64.0
2010-04-21,80,80,False,0.8,64.0
2010-04-22,75,75,False,0.75,56.25
2010-04-23,85,85,False,0.85,72.25
2010-04-24,82,82,False,0.82,67.24
