date,GOLD PRICES_unscaled,GOLD PRICES_monthly,isPartial,scale,GOLD PRICES
2012-08-17,79,30.0,,0.3,23.7
2012-08-18,90,30.0,,0.3,27.0
2012-08-19,54,30.0,,0.3,16.2
2012-08-20,63,30.0,,0.3,18.9
2012-08-21,96,30.0,,0.3,28.799999999999997
2012-08-22,77,30.0,,0.3,23.099999999999998
2012-08-23,100,30.0,,0.3,30.0
2012-08-24,94,30.0,,0.3,28.2
2012-08-25,49,30.0,,0.3,14.7
2012-08-26,48,30.0,,0.3,14.399999999999999
2012-08-27,80,30.0,,0.3,24.0
2012-08-28,92,30.0,,0.3,27.599999999999998
2012-08-29,77,30.0,,0.3,23.099999999999998
2012-08-30,75,30.0,,0.3,22.5
2012-08-31,65,30.0,,0.3,19.5
2012-09-01,43,34.0,False,0.34,14.620000000000001
2012-09-02,34,34.0,,0.34,11.56
2012-09-03,50,34.0,,0.34,17.0
2012-09-04,41,34.0,,0.34,13.940000000000001
2012-09-05,54,34.0,,0.34,18.360000000000003
2012-09-06,58,34.0,,0.34,19.720000000000002
2012-09-07,68,34.0,,0.34,23.12
2012-09-08,58,34.0,,0.34,19.720000000000002
2012-09-09,42,34.0,,0.34,14.280000000000001
2012-09-10,60,34.0,,0.34,20.400000000000002
2012-09-11,53,34.0,,0.34,18.02
2012-09-12,52,34.0,,0.34,17.68
2012-09-13,100,34.0,,0.34,34.0
2012-09-14,75,34.0,,0.34,25.500000000000004
2012-09-15,50,34.0,,0.34,17.0
2012-09-16,39,34.0,,0.34,13.260000000000002
2012-09-17,60,34.0,,0.34,20.400000000000002
2012-09-18,54,34.0,,0.34,18.360000000000003
2012-09-19,76,34.0,,0.34,25.840000000000003
2012-09-20,73,34.0,,0.34,24.82
2012-09-21,55,34.0,,0.34,18.700000000000003
2012-09-22,51,34.0,,0.34,17.34
2012-09-23,32,34.0,,0.34,10.88
2012-09-24,62,34.0,,0.34,21.080000000000002
2012-09-25,43,34.0,,0.34,14.620000000000001
2012-09-26,44,34.0,,0.34,14.96
2012-09-27,65,34.0,,0.34,22.1
2012-09-28,42,34.0,,0.34,14.280000000000001
2012-09-29,57,34.0,,0.34,19.380000000000003
2012-09-30,46,34.0,,0.34,15.64
2012-10-01,84,30.0,False,0.3,25.2
2012-10-02,95,30.0,,0.3,28.5
2012-10-03,84,30.0,,0.3,25.2
2012-10-04,100,30.0,,0.3,30.0
2012-10-05,99,30.0,,0.3,29.7
2012-10-06,68,30.0,,0.3,20.4
2012-10-07,42,30.0,,0.3,12.6
2012-10-08,74,30.0,,0.3,22.2
2012-10-09,77,30.0,,0.3,23.099999999999998
2012-10-10,81,30.0,,0.3,24.3
2012-10-11,90,30.0,,0.3,27.0
2012-10-12,65,30.0,,0.3,19.5
2012-10-13,69,30.0,,0.3,20.7
2012-10-14,62,30.0,,0.3,18.599999999999998
2012-10-15,57,30.0,,0.3,17.099999999999998
2012-10-16,88,30.0,,0.3,26.4
2012-10-17,65,30.0,,0.3,19.5
2012-10-18,75,30.0,,0.3,22.5
2012-10-19,74,30.0,,0.3,22.2
2012-10-20,73,30.0,,0.3,21.9
2012-10-21,44,30.0,,0.3,13.2
2012-10-22,74,30.0,,0.3,22.2
2012-10-23,82,30.0,,0.3,24.599999999999998
2012-10-24,100,30.0,,0.3,30.0
2012-10-25,74,30.0,,0.3,22.2
2012-10-26,75,30.0,,0.3,22.5
2012-10-27,48,30.0,,0.3,14.399999999999999
2012-10-28,36,30.0,,0.3,10.799999999999999
2012-10-29,57,30.0,,0.3,17.099999999999998
2012-10-30,87,30.0,,0.3,26.099999999999998
2012-10-31,77,30.0,,0.3,23.099999999999998
2012-11-01,63,32.0,False,0.32,20.16
2012-11-02,46,32.0,,0.32,14.72
2012-11-03,44,32.0,,0.32,14.08
2012-11-04,38,32.0,,0.32,12.16
2012-11-05,51,32.0,,0.32,16.32
2012-11-06,43,32.0,,0.32,13.76
2012-11-07,100,32.0,,0.32,32.0
2012-11-08,73,32.0,,0.32,23.36
2012-11-09,73,32.0,,0.32,23.36
2012-11-10,67,32.0,,0.32,21.44
2012-11-11,45,32.0,,0.32,14.4
2012-11-12,69,32.0,,0.32,22.080000000000002
2012-11-13,44,32.0,,0.32,14.08
2012-11-14,66,32.0,,0.32,21.12
2012-11-15,83,32.0,,0.32,26.560000000000002
2012-11-16,63,32.0,,0.32,20.16
2012-11-17,47,32.0,,0.32,15.040000000000001
2012-11-18,35,32.0,,0.32,11.200000000000001
2012-11-19,57,32.0,,0.32,18.240000000000002
2012-11-20,44,32.0,,0.32,14.08
2012-11-21,48,32.0,,0.32,15.36
2012-11-22,52,32.0,,0.32,16.64
2012-11-23,51,32.0,,0.32,16.32
2012-11-24,46,32.0,,0.32,14.72
2012-11-25,30,32.0,,0.32,9.6
2012-11-26,61,32.0,,0.32,19.52
2012-11-27,72,32.0,,0.32,23.04
2012-11-28,51,32.0,,0.32,16.32
2012-11-29,71,32.0,,0.32,22.72
2012-11-30,74,32.0,,0.32,23.68
2012-12-01,99,28.0,False,0.28,27.720000000000002
2012-12-02,42,28.0,,0.28,11.760000000000002
2012-12-03,77,28.0,,0.28,21.560000000000002
2012-12-04,71,28.0,,0.28,19.880000000000003
2012-12-05,100,28.0,,0.28,28.000000000000004
2012-12-06,99,28.0,,0.28,27.720000000000002
2012-12-07,57,28.0,,0.28,15.96
2012-12-08,36,28.0,,0.28,10.080000000000002
2012-12-09,38,28.0,,0.28,10.64
2012-12-10,73,28.0,,0.28,20.44
2012-12-11,62,28.0,,0.28,17.360000000000003
2012-12-12,55,28.0,,0.28,15.400000000000002
2012-12-13,79,28.0,,0.28,22.12
2012-12-14,72,28.0,,0.28,20.160000000000004
2012-12-15,71,28.0,,0.28,19.880000000000003
2012-12-16,43,28.0,,0.28,12.040000000000001
2012-12-17,85,28.0,,0.28,23.8
2012-12-18,73,28.0,,0.28,20.44
2012-12-19,87,28.0,,0.28,24.360000000000003
2012-12-20,80,28.0,,0.28,22.400000000000002
2012-12-21,41,28.0,,0.28,11.48
2012-12-22,54,28.0,,0.28,15.120000000000001
2012-12-23,36,28.0,,0.28,10.080000000000002
2012-12-24,63,28.0,,0.28,17.64
2012-12-25,86,28.0,,0.28,24.080000000000002
2012-12-26,74,28.0,,0.28,20.720000000000002
2012-12-27,64,28.0,,0.28,17.92
2012-12-28,65,28.0,,0.28,18.200000000000003
2012-12-29,76,28.0,,0.28,21.28
2012-12-30,40,28.0,,0.28,11.200000000000001
2012-12-31,46,28.0,,0.28,12.88
2013-01-01,77,27.0,False,0.27,20.790000000000003
2013-01-02,85,27.0,,0.27,22.950000000000003
2013-01-03,100,27.0,,0.27,27.0
2013-01-04,83,27.0,,0.27,22.41
2013-01-05,83,27.0,,0.27,22.41
2013-01-06,59,27.0,,0.27,15.930000000000001
2013-01-07,84,27.0,,0.27,22.68
2013-01-08,66,27.0,,0.27,17.82
2013-01-09,75,27.0,,0.27,20.25
2013-01-10,60,27.0,,0.27,16.200000000000003
2013-01-11,67,27.0,,0.27,18.09
2013-01-12,53,27.0,,0.27,14.31
2013-01-13,36,27.0,,0.27,9.72
2013-01-14,63,27.0,,0.27,17.01
2013-01-15,68,27.0,,0.27,18.36
2013-01-16,65,27.0,,0.27,17.55
2013-01-17,56,27.0,,0.27,15.120000000000001
2013-01-18,90,27.0,,0.27,24.3
2013-01-19,60,27.0,,0.27,16.200000000000003
2013-01-20,45,27.0,,0.27,12.15
2013-01-21,60,27.0,,0.27,16.200000000000003
2013-01-22,62,27.0,,0.27,16.740000000000002
2013-01-23,69,27.0,,0.27,18.630000000000003
2013-01-24,48,27.0,,0.27,12.96
2013-01-25,67,27.0,,0.27,18.09
2013-01-26,54,27.0,,0.27,14.580000000000002
2013-01-27,53,27.0,,0.27,14.31
2013-01-28,61,27.0,,0.27,16.470000000000002
2013-01-29,53,27.0,,0.27,14.31
2013-01-30,86,27.0,,0.27,23.220000000000002
2013-01-31,56,27.0,,0.27,15.120000000000001
2013-02-01,54,26.0,False,0.26,14.040000000000001
2013-02-02,38,26.0,,0.26,9.88
2013-02-03,59,26.0,,0.26,15.34
2013-02-04,42,26.0,,0.26,10.92
2013-02-05,46,26.0,,0.26,11.96
2013-02-06,54,26.0,,0.26,14.040000000000001
2013-02-07,62,26.0,,0.26,16.12
2013-02-08,63,26.0,,0.26,16.38
2013-02-09,82,26.0,,0.26,21.32
2013-02-10,56,26.0,,0.26,14.56
2013-02-11,58,26.0,,0.26,15.08
2013-02-12,69,26.0,,0.26,17.94
2013-02-13,49,26.0,,0.26,12.74
2013-02-14,56,26.0,,0.26,14.56
2013-02-15,61,26.0,,0.26,15.860000000000001
2013-02-16,70,26.0,,0.26,18.2
2013-02-17,39,26.0,,0.26,10.14
2013-02-18,89,26.0,,0.26,23.14
2013-02-19,72,26.0,,0.26,18.72
2013-02-20,100,26.0,,0.26,26.0
2013-02-21,64,26.0,,0.26,16.64
2013-02-22,56,26.0,,0.26,14.56
2013-02-23,75,26.0,,0.26,19.5
2013-02-24,50,26.0,,0.26,13.0
2013-02-25,42,26.0,,0.26,10.92
2013-02-26,78,26.0,,0.26,20.28
2013-02-27,58,26.0,,0.26,15.08
2013-02-28,55,26.0,,0.26,14.3
2013-03-01,100,24.0,False,0.24,24.0
2013-03-02,66,24.0,,0.24,15.84
2013-03-03,62,24.0,,0.24,14.879999999999999
2013-03-04,72,24.0,,0.24,17.28
2013-03-05,94,24.0,,0.24,22.56
2013-03-06,68,24.0,,0.24,16.32
2013-03-07,96,24.0,,0.24,23.04
2013-03-08,66,24.0,,0.24,15.84
2013-03-09,61,24.0,,0.24,14.639999999999999
2013-03-10,58,24.0,,0.24,13.92
2013-03-11,57,24.0,,0.24,13.68
2013-03-12,76,24.0,,0.24,18.24
2013-03-13,78,24.0,,0.24,18.72
2013-03-14,81,24.0,,0.24,19.439999999999998
2013-03-15,73,24.0,,0.24,17.52
2013-03-16,83,24.0,,0.24,19.919999999999998
2013-03-17,38,24.0,,0.24,9.12
2013-03-18,87,24.0,,0.24,20.88
2013-03-19,72,24.0,,0.24,17.28
2013-03-20,90,24.0,,0.24,21.599999999999998
2013-03-21,56,24.0,,0.24,13.44
2013-03-22,70,24.0,,0.24,16.8
2013-03-23,58,24.0,,0.24,13.92
2013-03-24,54,24.0,,0.24,12.959999999999999
2013-03-25,57,24.0,,0.24,13.68
2013-03-26,74,24.0,,0.24,17.759999999999998
2013-03-27,73,24.0,,0.24,17.52
2013-03-28,65,24.0,,0.24,15.6
2013-03-29,62,24.0,,0.24,14.879999999999999
2013-03-30,53,24.0,,0.24,12.719999999999999
2013-03-31,62,24.0,,0.24,14.879999999999999
2013-04-01,15,51.0,False,0.51,7.65
2013-04-02,19,51.0,,0.51,9.69
2013-04-03,21,51.0,,0.51,10.71
2013-04-04,21,51.0,,0.51,10.71
2013-04-05,16,51.0,,0.51,8.16
2013-04-06,4,51.0,,0.51,2.04
2013-04-07,16,51.0,,0.51,8.16
2013-04-08,15,51.0,,0.51,7.65
2013-04-09,14,51.0,,0.51,7.140000000000001
2013-04-10,14,51.0,,0.51,7.140000000000001
2013-04-11,26,51.0,,0.51,13.26
2013-04-12,30,51.0,,0.51,15.3
2013-04-13,28,51.0,,0.51,14.280000000000001
2013-04-14,13,51.0,,0.51,6.63
2013-04-15,100,51.0,,0.51,51.0
2013-04-16,97,51.0,,0.51,49.47
2013-04-17,60,51.0,,0.51,30.6
2013-04-18,41,51.0,,0.51,20.91
2013-04-19,35,51.0,,0.51,17.85
2013-04-20,23,51.0,,0.51,11.73
2013-04-21,26,51.0,,0.51,13.26
2013-04-22,39,51.0,,0.51,19.89
2013-04-23,27,51.0,,0.51,13.77
2013-04-24,22,51.0,,0.51,11.22
2013-04-25,31,51.0,,0.51,15.81
2013-04-26,29,51.0,,0.51,14.790000000000001
2013-04-27,13,51.0,,0.51,6.63
2013-04-28,13,51.0,,0.51,6.63
2013-04-29,26,51.0,,0.51,13.26
2013-04-30,19,51.0,,0.51,9.69
2013-05-01,80,33.0,False,0.33,26.400000000000002
2013-05-02,51,33.0,,0.33,16.830000000000002
2013-05-03,77,33.0,,0.33,25.41
2013-05-04,44,33.0,,0.33,14.520000000000001
2013-05-05,31,33.0,,0.33,10.23
2013-05-06,60,33.0,,0.33,19.8
2013-05-07,67,33.0,,0.33,22.11
2013-05-08,66,33.0,,0.33,21.78
2013-05-09,61,33.0,,0.33,20.130000000000003
2013-05-10,74,33.0,,0.33,24.42
2013-05-11,73,33.0,,0.33,24.09
2013-05-12,49,33.0,,0.33,16.17
2013-05-13,70,33.0,,0.33,23.1
2013-05-14,69,33.0,,0.33,22.77
2013-05-15,93,33.0,,0.33,30.69
2013-05-16,86,33.0,,0.33,28.380000000000003
2013-05-17,77,33.0,,0.33,25.41
2013-05-18,77,33.0,,0.33,25.41
2013-05-19,61,33.0,,0.33,20.130000000000003
2013-05-20,100,33.0,,0.33,33.0
2013-05-21,93,33.0,,0.33,30.69
2013-05-22,63,33.0,,0.33,20.790000000000003
2013-05-23,73,33.0,,0.33,24.09
2013-05-24,92,33.0,,0.33,30.360000000000003
2013-05-25,52,33.0,,0.33,17.16
2013-05-26,52,33.0,,0.33,17.16
2013-05-27,45,33.0,,0.33,14.850000000000001
2013-05-28,61,33.0,,0.33,20.130000000000003
2013-05-29,70,33.0,,0.33,23.1
2013-05-30,73,33.0,,0.33,24.09
2013-05-31,58,33.0,,0.33,19.14
2013-06-01,29,36.0,False,0.36,10.44
2013-06-02,27,36.0,,0.36,9.719999999999999
2013-06-03,33,36.0,,0.36,11.879999999999999
2013-06-04,39,36.0,,0.36,14.04
2013-06-05,42,36.0,,0.36,15.12
2013-06-06,37,36.0,,0.36,13.32
2013-06-07,53,36.0,,0.36,19.08
2013-06-08,38,36.0,,0.36,13.68
2013-06-09,19,36.0,,0.36,6.84
2013-06-10,49,36.0,,0.36,17.64
2013-06-11,39,36.0,,0.36,14.04
2013-06-12,41,36.0,,0.36,14.76
2013-06-13,50,36.0,,0.36,18.0
2013-06-14,38,36.0,,0.36,13.68
2013-06-15,34,36.0,,0.36,12.24
2013-06-16,45,36.0,,0.36,16.2
2013-06-17,48,36.0,,0.36,17.28
2013-06-18,46,36.0,,0.36,16.56
2013-06-19,37,36.0,,0.36,13.32
2013-06-20,82,36.0,,0.36,29.52
2013-06-21,84,36.0,,0.36,30.24
2013-06-22,42,36.0,,0.36,15.12
2013-06-23,34,36.0,,0.36,12.24
2013-06-24,53,36.0,,0.36,19.08
2013-06-25,56,36.0,,0.36,20.16
2013-06-26,83,36.0,,0.36,29.88
2013-06-27,74,36.0,,0.36,26.64
2013-06-28,100,36.0,,0.36,36.0
2013-06-29,46,36.0,,0.36,16.56
2013-06-30,46,36.0,,0.36,16.56
2013-07-01,100,32.0,False,0.32,32.0
2013-07-02,78,32.0,,0.32,24.96
2013-07-03,62,32.0,,0.32,19.84
2013-07-04,49,32.0,,0.32,15.68
2013-07-05,93,32.0,,0.32,29.76
2013-07-06,66,32.0,,0.32,21.12
2013-07-07,76,32.0,,0.32,24.32
2013-07-08,79,32.0,,0.32,25.28
2013-07-09,72,32.0,,0.32,23.04
2013-07-10,85,32.0,,0.32,27.2
2013-07-11,76,32.0,,0.32,24.32
2013-07-12,64,32.0,,0.32,20.48
2013-07-13,55,32.0,,0.32,17.6
2013-07-14,45,32.0,,0.32,14.4
2013-07-15,77,32.0,,0.32,24.64
2013-07-16,67,32.0,,0.32,21.44
2013-07-17,59,32.0,,0.32,18.88
2013-07-18,78,32.0,,0.32,24.96
2013-07-19,53,32.0,,0.32,16.96
2013-07-20,34,32.0,,0.32,10.88
2013-07-21,48,32.0,,0.32,15.36
2013-07-22,66,32.0,,0.32,21.12
2013-07-23,66,32.0,,0.32,21.12
2013-07-24,62,32.0,,0.32,19.84
2013-07-25,52,32.0,,0.32,16.64
2013-07-26,65,32.0,,0.32,20.8
2013-07-27,56,32.0,,0.32,17.92
2013-07-28,31,32.0,,0.32,9.92
2013-07-29,51,32.0,,0.32,16.32
2013-07-30,56,32.0,,0.32,17.92
2013-07-31,66,32.0,,0.32,21.12
2013-08-01,72,27.0,False,0.27,19.44
2013-08-02,69,27.0,,0.27,18.630000000000003
2013-08-03,81,27.0,,0.27,21.87
2013-08-04,54,27.0,,0.27,14.580000000000002
2013-08-05,84,27.0,,0.27,22.68
2013-08-06,70,27.0,,0.27,18.900000000000002
2013-08-07,69,27.0,,0.27,18.630000000000003
2013-08-08,86,27.0,,0.27,23.220000000000002
2013-08-09,62,27.0,,0.27,16.740000000000002
2013-08-10,47,27.0,,0.27,12.690000000000001
2013-08-11,48,27.0,,0.27,12.96
2013-08-12,77,27.0,,0.27,20.790000000000003
2013-08-13,87,27.0,,0.27,23.490000000000002
2013-08-14,88,27.0,,0.27,23.76
2013-08-15,79,27.0,,0.27,21.330000000000002
2013-08-16,82,27.0,,0.27,22.14
2013-08-17,76,27.0,,0.27,20.520000000000003
2013-08-18,71,27.0,,0.27,19.17
2013-08-19,71,27.0,,0.27,19.17
2013-08-20,75,27.0,,0.27,20.25
2013-08-21,89,27.0,,0.27,24.03
2013-08-22,89,27.0,,0.27,24.03
2013-08-23,69,27.0,,0.27,18.630000000000003
2013-08-24,51,27.0,,0.27,13.770000000000001
2013-08-25,35,27.0,,0.27,9.450000000000001
2013-08-26,74,27.0,,0.27,19.98
2013-08-27,100,27.0,,0.27,27.0
2013-08-28,98,27.0,,0.27,26.46
2013-08-29,91,27.0,,0.27,24.57
2013-08-30,81,27.0,,0.27,21.87
2013-08-31,67,27.0,,0.27,18.09
2013-09-01,60,23.0,False,0.23,13.8
2013-09-02,71,23.0,,0.23,16.330000000000002
2013-09-03,83,23.0,,0.23,19.09
2013-09-04,100,23.0,,0.23,23.0
2013-09-05,65,23.0,,0.23,14.950000000000001
2013-09-06,76,23.0,,0.23,17.48
2013-09-07,74,23.0,,0.23,17.02
2013-09-08,47,23.0,,0.23,10.81
2013-09-09,71,23.0,,0.23,16.330000000000002
2013-09-10,62,23.0,,0.23,14.26
2013-09-11,79,23.0,,0.23,18.17
2013-09-12,98,23.0,,0.23,22.540000000000003
2013-09-13,85,23.0,,0.23,19.55
2013-09-14,79,23.0,,0.23,18.17
2013-09-15,60,23.0,,0.23,13.8
2013-09-16,57,23.0,,0.23,13.110000000000001
2013-09-17,90,23.0,,0.23,20.7
2013-09-18,79,23.0,,0.23,18.17
2013-09-19,90,23.0,,0.23,20.7
2013-09-20,75,23.0,,0.23,17.25
2013-09-21,75,23.0,,0.23,17.25
2013-09-22,39,23.0,,0.23,8.97
2013-09-23,96,23.0,,0.23,22.080000000000002
2013-09-24,62,23.0,,0.23,14.26
2013-09-25,83,23.0,,0.23,19.09
2013-09-26,76,23.0,,0.23,17.48
2013-09-27,65,23.0,,0.23,14.950000000000001
2013-09-28,55,23.0,,0.23,12.65
2013-09-29,28,23.0,,0.23,6.44
2013-09-30,86,23.0,,0.23,19.78
2013-10-01,92,23.0,False,0.23,21.16
2013-10-02,87,23.0,,0.23,20.01
2013-10-03,50,23.0,,0.23,11.5
2013-10-04,81,23.0,,0.23,18.630000000000003
2013-10-05,54,23.0,,0.23,12.42
2013-10-06,68,23.0,,0.23,15.64
2013-10-07,70,23.0,,0.23,16.1
2013-10-08,62,23.0,,0.23,14.26
2013-10-09,84,23.0,,0.23,19.32
2013-10-10,59,23.0,,0.23,13.57
2013-10-11,100,23.0,,0.23,23.0
2013-10-12,52,23.0,,0.23,11.96
2013-10-13,60,23.0,,0.23,13.8
2013-10-14,77,23.0,,0.23,17.71
2013-10-15,95,23.0,,0.23,21.85
2013-10-16,85,23.0,,0.23,19.55
2013-10-17,79,23.0,,0.23,18.17
2013-10-18,72,23.0,,0.23,16.560000000000002
2013-10-19,52,23.0,,0.23,11.96
2013-10-20,38,23.0,,0.23,8.74
2013-10-21,54,23.0,,0.23,12.42
2013-10-22,58,23.0,,0.23,13.34
2013-10-23,59,23.0,,0.23,13.57
2013-10-24,66,23.0,,0.23,15.180000000000001
2013-10-25,45,23.0,,0.23,10.35
2013-10-26,47,23.0,,0.23,10.81
2013-10-27,53,23.0,,0.23,12.190000000000001
2013-10-28,62,23.0,,0.23,14.26
2013-10-29,41,23.0,,0.23,9.43
2013-10-30,72,23.0,,0.23,16.560000000000002
2013-10-31,49,23.0,,0.23,11.270000000000001
2013-11-01,75,21.0,False,0.21,15.75
2013-11-02,67,21.0,,0.21,14.07
2013-11-03,69,21.0,,0.21,14.49
2013-11-04,70,21.0,,0.21,14.7
2013-11-05,65,21.0,,0.21,13.65
2013-11-06,61,21.0,,0.21,12.809999999999999
2013-11-07,58,21.0,,0.21,12.18
2013-11-08,80,21.0,,0.21,16.8
2013-11-09,70,21.0,,0.21,14.7
2013-11-10,64,21.0,,0.21,13.44
2013-11-11,67,21.0,,0.21,14.07
2013-11-12,82,21.0,,0.21,17.22
2013-11-13,74,21.0,,0.21,15.54
2013-11-14,79,21.0,,0.21,16.59
2013-11-15,100,21.0,,0.21,21.0
2013-11-16,67,21.0,,0.21,14.07
2013-11-17,45,21.0,,0.21,9.45
2013-11-18,65,21.0,,0.21,13.65
2013-11-19,86,21.0,,0.21,18.06
2013-11-20,61,21.0,,0.21,12.809999999999999
2013-11-21,76,21.0,,0.21,15.959999999999999
2013-11-22,98,21.0,,0.21,20.58
2013-11-23,60,21.0,,0.21,12.6
2013-11-24,55,21.0,,0.21,11.549999999999999
2013-11-25,80,21.0,,0.21,16.8
2013-11-26,87,21.0,,0.21,18.27
2013-11-27,68,21.0,,0.21,14.28
2013-11-28,77,21.0,,0.21,16.169999999999998
2013-11-29,84,21.0,,0.21,17.64
2013-11-30,73,21.0,,0.21,15.33
2013-12-01,43,24.0,False,0.24,10.32
2013-12-02,67,24.0,,0.24,16.08
2013-12-03,67,24.0,,0.24,16.08
2013-12-04,66,24.0,,0.24,15.84
2013-12-05,66,24.0,,0.24,15.84
2013-12-06,79,24.0,,0.24,18.96
2013-12-07,55,24.0,,0.24,13.2
2013-12-08,35,24.0,,0.24,8.4
2013-12-09,65,24.0,,0.24,15.6
2013-12-10,67,24.0,,0.24,16.08
2013-12-11,68,24.0,,0.24,16.32
2013-12-12,44,24.0,,0.24,10.559999999999999
2013-12-13,58,24.0,,0.24,13.92
2013-12-14,69,24.0,,0.24,16.56
2013-12-15,53,24.0,,0.24,12.719999999999999
2013-12-16,79,24.0,,0.24,18.96
2013-12-17,56,24.0,,0.24,13.44
2013-12-18,69,24.0,,0.24,16.56
2013-12-19,83,24.0,,0.24,19.919999999999998
2013-12-20,100,24.0,,0.24,24.0
2013-12-21,73,24.0,,0.24,17.52
2013-12-22,39,24.0,,0.24,9.36
2013-12-23,88,24.0,,0.24,21.119999999999997
2013-12-24,92,24.0,,0.24,22.08
2013-12-25,42,24.0,,0.24,10.08
2013-12-26,85,24.0,,0.24,20.4
2013-12-27,85,24.0,,0.24,20.4
2013-12-28,57,24.0,,0.24,13.68
2013-12-29,52,24.0,,0.24,12.48
2013-12-30,76,24.0,,0.24,18.24
2013-12-31,76,24.0,,0.24,18.24
2014-01-01,81,24.0,False,0.24,19.439999999999998
2014-01-02,92,24.0,,0.24,22.08
2014-01-03,77,24.0,,0.24,18.48
2014-01-04,78,24.0,,0.24,18.72
2014-01-05,71,24.0,,0.24,17.04
2014-01-06,92,24.0,,0.24,22.08
2014-01-07,82,24.0,,0.24,19.68
2014-01-08,79,24.0,,0.24,18.96
2014-01-09,75,24.0,,0.24,18.0
2014-01-10,64,24.0,,0.24,15.36
2014-01-11,97,24.0,,0.24,23.279999999999998
2014-01-12,37,24.0,,0.24,8.879999999999999
2014-01-13,72,24.0,,0.24,17.28
2014-01-14,90,24.0,,0.24,21.599999999999998
2014-01-15,82,24.0,,0.24,19.68
2014-01-16,76,24.0,,0.24,18.24
2014-01-17,74,24.0,,0.24,17.759999999999998
2014-01-18,71,24.0,,0.24,17.04
2014-01-19,38,24.0,,0.24,9.12
2014-01-20,69,24.0,,0.24,16.56
2014-01-21,100,24.0,,0.24,24.0
2014-01-22,81,24.0,,0.24,19.439999999999998
2014-01-23,87,24.0,,0.24,20.88
2014-01-24,89,24.0,,0.24,21.36
2014-01-25,63,24.0,,0.24,15.12
2014-01-26,90,24.0,,0.24,21.599999999999998
2014-01-27,86,24.0,,0.24,20.64
2014-01-28,80,24.0,,0.24,19.2
2014-01-29,78,24.0,,0.24,18.72
2014-01-30,81,24.0,,0.24,19.439999999999998
2014-01-31,78,24.0,,0.24,18.72
2014-02-01,75,22.0,False,0.22,16.5
2014-02-02,45,22.0,,0.22,9.9
2014-02-03,74,22.0,,0.22,16.28
2014-02-04,88,22.0,,0.22,19.36
2014-02-05,76,22.0,,0.22,16.72
2014-02-06,51,22.0,,0.22,11.22
2014-02-07,77,22.0,,0.22,16.94
2014-02-08,71,22.0,,0.22,15.62
2014-02-09,57,22.0,,0.22,12.540000000000001
2014-02-10,68,22.0,,0.22,14.96
2014-02-11,100,22.0,,0.22,22.0
2014-02-12,65,22.0,,0.22,14.3
2014-02-13,91,22.0,,0.22,20.02
2014-02-14,76,22.0,,0.22,16.72
2014-02-15,38,22.0,,0.22,8.36
2014-02-16,38,22.0,,0.22,8.36
2014-02-17,63,22.0,,0.22,13.86
2014-02-18,95,22.0,,0.22,20.9
2014-02-19,82,22.0,,0.22,18.04
2014-02-20,58,22.0,,0.22,12.76
2014-02-21,62,22.0,,0.22,13.64
2014-02-22,64,22.0,,0.22,14.08
2014-02-23,59,22.0,,0.22,12.98
2014-02-24,91,22.0,,0.22,20.02
2014-02-25,89,22.0,,0.22,19.580000000000002
2014-02-26,55,22.0,,0.22,12.1
2014-02-27,62,22.0,,0.22,13.64
2014-02-28,68,22.0,,0.22,14.96
2014-03-01,58,20.0,False,0.2,11.600000000000001
2014-03-02,80,20.0,,0.2,16.0
2014-03-03,77,20.0,,0.2,15.4
2014-03-04,88,20.0,,0.2,17.6
2014-03-05,55,20.0,,0.2,11.0
2014-03-06,92,20.0,,0.2,18.400000000000002
2014-03-07,80,20.0,,0.2,16.0
2014-03-08,60,20.0,,0.2,12.0
2014-03-09,33,20.0,,0.2,6.6000000000000005
2014-03-10,68,20.0,,0.2,13.600000000000001
2014-03-11,37,20.0,,0.2,7.4
2014-03-12,67,20.0,,0.2,13.4
2014-03-13,76,20.0,,0.2,15.200000000000001
2014-03-14,86,20.0,,0.2,17.2
2014-03-15,56,20.0,,0.2,11.200000000000001
2014-03-16,52,20.0,,0.2,10.4
2014-03-17,77,20.0,,0.2,15.4
2014-03-18,73,20.0,,0.2,14.600000000000001
2014-03-19,56,20.0,,0.2,11.200000000000001
2014-03-20,78,20.0,,0.2,15.600000000000001
2014-03-21,56,20.0,,0.2,11.200000000000001
2014-03-22,43,20.0,,0.2,8.6
2014-03-23,52,20.0,,0.2,10.4
2014-03-24,73,20.0,,0.2,14.600000000000001
2014-03-25,64,20.0,,0.2,12.8
2014-03-26,81,20.0,,0.2,16.2
2014-03-27,88,20.0,,0.2,17.6
2014-03-28,100,20.0,,0.2,20.0
2014-03-29,67,20.0,,0.2,13.4
2014-03-30,54,20.0,,0.2,10.8
2014-03-31,73,20.0,,0.2,14.600000000000001
2014-04-01,59,18.0,False,0.18,10.62
2014-04-02,54,18.0,,0.18,9.719999999999999
2014-04-03,60,18.0,,0.18,10.799999999999999
2014-04-04,100,18.0,,0.18,18.0
2014-04-05,55,18.0,,0.18,9.9
2014-04-06,59,18.0,,0.18,10.62
2014-04-07,58,18.0,,0.18,10.44
2014-04-08,45,18.0,,0.18,8.1
2014-04-09,63,18.0,,0.18,11.34
2014-04-10,67,18.0,,0.18,12.059999999999999
2014-04-11,44,18.0,,0.18,7.92
2014-04-12,64,18.0,,0.18,11.52
